Hybridization REF	TCGA-B6-A0RV-01A-11R-A084-07
MUSK	0.196666666666667
ZNF434	0.00483333333333333
SMARCD1	-0.3935
ZFP106	0.0925
ZNF347	0.3728
GTF2E1	0.259
RY1	-0.507833333333333
ATAD2B	0.063625
ARHGAP17	-0.3645
KCNIP3	-0.685
SFPQ	0.160625
GFRA4	0.273166666666667
AKR1B10	-4.342625
TIGD6	1.11466666666667
RGS16	0.911375
URB1	-0.240333333333333
OR4C46	-0.0236666666666667
TOP3B	-1.19475
NFATC4	1.3235
CA14	-4.57275
BMPR1A	0.2845
SNRP70	-1.048625
PRL	-0.0885833333333333
C6orf130	-0.19075
STAG2	0.17225
CD55	-1.12871428571429
RPS23	0.874166666666667
SSX2	-1.7446
FDPSL2A	-0.661
FBXO27	0.272
SYNGR3	-1.37966666666667
TMSL3	1.6575
EML1	-1.7435
NUP93	-1.10016666666667
SMAD3	-0.6996
KIAA1189	0.1055
HNRPUL2	0.437333333333333
TBC1D12	0.889666666666667
C16orf24	0.633
MRVI1	1.50233333333333
ZNF581	0.0396666666666667
ELOVL3	-0.0785
OR51Q1	-0.02375
CACNB3	1.394
GALNT13	-1.661625
C10orf84	1.1813125
NEDD4	0.1204
SPO11	-0.2205
OR5AU1	0.2635
NEK4	0.464285714285714
PRKAR2A	-0.418833333333333
IHPK1	-0.00533333333333333
ATP6V0B	1.066375
CACNA1E	0.661
CEACAM8	-0.112
PEX14	0.029
FLJ12993	2.882
ZBTB38	0.387416666666667
PCTK2	0.926333333333333
LRRC16	0.3659
FBLIM1	-0.23575
FYCO1	1.1105
RP5-1022P6.2	0.419333333333333
CMTM1	0.07
PLTP	-0.246833333333333
RAPH1	1.144875
DOCK8	0.912
EZH2	-0.935466666666667
SLC25A1	-0.910666666666667
PLEKHB1	0.00520000000000002
GRB7	0.4923
ZFP37	0.0635
MRPL33	-0.311
PELO	-0.675
ARMC1	0.185727272727273
C9orf27	0.2505
FLJ25778	0.4025
C9orf37	-1.22133333333333
TMEM66	0.87525
SPRN	0.06125
HBEGF	0.367
PI4KA	-0.8485
LEPRE1	-0.962
POU2AF1	-1.354375
MRPL12	-1.4245
REP15	0.29
ZC3H3	-0.03575
RASAL1	-0.6175
DDAH1	1.293875
ACBD5	0.412
TMC2	0.3085
CCDC137	-1.88925
SAMD13	1.01433333333333
UGT2B15	-2.42033333333333
TIPARP	1.6425
DNASE1L3	2.46175
TRIM72	0.35
DBX2	1.60475
IPO8	-0.173
C21orf88	-0.9087
MAP3K14	0.1855
LOC51233	0.341166666666667
GGTLA4	-1.02325
PDE6D	0.14025
ZNF117	0.83275
CLK2	-0.9215
NKRF	-1.19325
TNFSF15	3.2598
DUSP2	-0.114375
SECISBP2	0.163
GABRR2	-0.3395
PPAP2C	1.809
LOC51145	0.234166666666667
PAG1	-0.173375
PIK3C3	-0.02025
GNG10	0.2025
APOL4	0.342833333333333
ANKRD28	-0.193875
STMN3	-0.6704
RAB14	0.8163
CDK2AP2	-0.213
HDDC3	-0.08875
COMMD7	0.43825
CXXC1	-0.33325
HMCN1	-0.984
CD40	0.359
DYNC1LI2	-0.4100625
GDI1	0.1475
LOC646938	-0.1135
VSNL1	-1.35833333333333
PIH1D1	0.220333333333333
RAET1G	-0.8715
KRTAP5-9	-0.559
EFTUD2	-1.19175
ZNF311	-0.5425
ATP6V1G3	-0.203
OR2W3	0.46075
SCN4A	0.2195
MED10	-0.623
FAM135A	-0.5061
ARHGAP4	-0.84075
EHMT2	-0.52675
UFD1L	-0.41175
ERMP1	0.924
MAG1	-0.433833333333333
THAP8	0.303
HACE1	-0.447333333333333
FAM82C	0.0658333333333333
C3orf20	0.03
UNC84A	-0.403
SCD5	0.120428571428571
LASS6	2.288375
LSG1	0.275583333333333
MAL	-4.532
GPR22	-0.3975
WDR5B	1.00375
ACTRT1	-0.617
C17orf60	-0.0563333333333333
GRIN2C	0.0713
ARMC8	-0.287333333333333
SLC47A1	-1.61016666666667
DMPK	-0.40075
DHRS13	0.974833333333333
SMC1A	-0.689166666666667
KRTAP17-1	0.0315
SMYD5	-0.4305
TUSC2	0.648375
CRHR2	0.5705
KIR3DL2	0.3115
CCDC104	0.57725
ATP2C1	0.702125
CROT	2.008
PABPC3	0.0413333333333333
EGR1	1.15183333333333
THSD1	1.2175
KHK	-1.1725
SLC12A2	1.410375
CD58	-1.05625
STOX2	-0.131833333333333
CCDC76	-0.3858
CCDC48	2.7815
DNAH1	-0.3765
ZIC4	-0.158875
OR1G1	0.319
PSMC6	-0.402833333333333
PROKR1	0.027
ABCB1	0.84975
TRAT1	-0.0845
LLGL1	0.8195
MTF1	1.3515
USP54	0.1975
PAGE2B	-1.58
ITGB7	-3.52
CCDC81	-0.0635
LOC149837	0.3905
SCUBE1	0.4325
ZSCAN10	0.5695
HUWE1	0.0943571428571428
CDH17	-0.4395
CD180	0.0785
IL17A	0.0725
TMPO	-1.006875
KIAA1524	-1.33883333333333
HDGFRP3	0.029
OXCT1	-1.89990909090909
RRAS2	-1.44666666666667
LTBP2	2.912625
SV2B	1.6705
CYP2A6	0.0895
PKD1L2	-0.650833333333333
PPM1M	0.73125
FLJ22662	1.3465
ZNF502	2.00775
GP6	-0.936
CRYBA2	-1.188
LEF1	0.9109
CTPS	-1.81471428571429
EYA1	-2.80066666666667
EPS8L1	1.8355
MAPK14	-0.336916666666667
SERPINB2	-5.34
GTF2F2	-0.301166666666667
ZNHIT4	-0.536
PLA1A	0.595
C20orf114	4.25075
HPR	-4.175
C18orf2	-2.45466666666667
SATB2	-2.436
KCNJ9	-0.36375
MGC157906	0.644
MOCS3	-0.2865
C17orf71	0.7685
PPHLN1	0.057
HIST1H2BN	-1.271375
RAPGEF1	-1.012
MAP3K8	2.44075
DLG4	0.378333333333333
STC1	-0.924916666666667
CDGAP	1.0165
DDX26B	-1.11275
LOC150223	-1.58175
CPSF3	-1.038
TMEM14A	0.31475
MYH3	-1.7565
GPKOW	0.3325
SULT1A1	-0.324666666666667
SPON1	2.4284
YY1AP1	-0.263333333333333
RAB23	-0.125
PLA2G4A	-3.64625
MAPRE3	-0.4105
ZNF516	1.31507142857143
GGPS1	0.62925
EXOC3L2	-0.487375
C19orf42	0.7804
MAP2K2	0.120166666666667
HIST1H2BB	-1.3265
RNF19B	0.900166666666667
C6orf128	-0.634333333333333
TLR8	2.2425
PCDHA9	-0.142
CARS2	0.395375
CLUL1	3.0055
RHAG	-3.94866666666667
UNK	-0.6185
EXOC8	0.1938
C9orf95	0.7435
C14orf143	-0.316333333333333
MAML3	-0.04925
LDHA	-1.98975
MRPL20	0.283875
KLHDC6	0.703166666666667
ATP5S	-0.222
C8orf55	-0.3385
PHF19	-2.073875
KRTAP13-4	0.3795
TTC5	-0.01025
XKR5	-0.23575
SILV	-4.348
TEX28	0.0945
TCTN1	1.067
CX40.1	-0.186
PPP2R5C	-0.183125
C12orf30	-1.31133333333333
CAPG	1.2875
MPZL1	0.71155
ARSB	-1.34366666666667
TDH	-1.68475
WASF4	1.33925
TSSK3	-0.894833333333333
7A5	1.7465
CRISPLD1	1.91275
MAD1L1	-0.701
SPIN4	0.182833333333333
AMPD1	1.59925
DPYSL5	-0.2435
INPP1	-0.0133333333333333
ANKRD11	-1.21061111111111
NPAS4	-0.17475
GCET2	0.729
RNASE9	0.4815
GUCY2D	0.265166666666667
CCDC98	0.18825
FGF4	-0.511625
CPM	-1.792
SLC26A4	-1.211
PLD5	0.741
FAM59A	1.7558
FBXO5	-1.40155555555556
SIPA1L1	0.2815
DPYS	0.783
ATG4D	-0.129
TGM3	0.181
MTCH1	-0.067875
HK1	0.2285
CDC26	0.09325
GALNT12	-3.22283333333333
LOC339229	-0.6845
MRPL35	-0.2925
ORC4L	0.097625
TNKS	-0.330285714285714
C2orf24	-0.00416666666666667
ZNF553	-0.346
GGTLA1	3.2408
ZNF497	0.53675
CDY1B	2.6075
SLC30A4	-0.071625
TUB	-0.866
ARHGEF18	0.3355
ARRB1	0.90125
KCNK1	2.12025
EREG	-2.2523
SCAMP5	-0.22975
RUNDC3B	3.45825
ADAMTS20	-0.16175
IL17RB	0.433125
FLJ20323	0.095
MCAM	-0.424875
POLR3E	-2.00208333333333
AQR	0.486
IPMK	0.274
CDCA7	-2.794125
CAMP	1.6955
GRHL3	-0.458
ADAMTSL2	0.207333333333333
CLMN	2.78833333333333
SSTR3	0.246
MAGEA5	-2.5115
OVOL2	4.3645
JMJD1B	0.528
RBL2	0.1691
PYGO2	0.4885
PPP1R10	-0.336666666666667
CSE1L	-1.38116666666667
LCA5	1.48275
RDH16	0.632
ASRGL1	-0.594
TOM1	-0.143833333333333
PTX3	-5.45
TTC15	0.44575
SCGB3A1	3.21633333333333
MRPL50	-1.02775
RCAN3	1.027875
SLC26A11	0.34875
STYX	0.1245
CINP	-0.1935
MARCH7	0.2745
PFKM	-0.327333333333333
SGMS1	0.2115
RIOK3	-0.0901
C1orf110	-0.5385
CES7	-0.282625
LOC440248	-1.81575
PPP1R12C	-0.40025
C10orf27	0.48
ATG9A	-0.77225
MRPS26	0.544125
TMEM40	1.17675
ELP3	-0.3551
ZNF787	0.1928
HIAT1	0.580125
C8orf34	0.208833333333333
MGC4655	-0.0524
PELI1	0.7545
PPT1	1.5646
SLC35C2	-0.3535
C6orf125	-0.337
MUC4	-1.70916666666667
RFC4	-2.16542857142857
GNB2	0.884333333333333
NUP50	-0.0639285714285714
SULT4A1	-0.227
C7	4.34175
CCDC130	-0.0955
ARRDC4	1.18
RQCD1	-0.65875
GLYCTK	-0.933
AYTL2	1.20890909090909
MTUS1	0.998
LEMD3	0.316
PLEKHF2	2.738
HOXA7	0.467
GTF3C2	-1.2435
DYNLRB2	3.12575
CNOT10	-0.64975
MR1	-0.072
FFAR1	-0.0555
PRIC285	-0.0895
SLITRK6	4.764
LIX1	-1.5808
UBE1L2	-0.127666666666667
F8	1.19125
ACHE	-0.00483333333333333
KPNA5	0.431
TNFRSF12A	-1.8965
EGR3	2.506
SERPIND1	-3.424
OASL	2.00575
IFRD1	-1.345375
WDFY1	-0.0523333333333333
ZNF267	-0.217375
ACCN5	-0.1905
ZBTB6	-0.48875
PPP1R3A	-0.1885
PRRT3	1.98725
FBXL19	-0.9365
TXNIP	1.39742857142857
ACTN2	-1.591
ATG9B	-0.528375
C9orf117	0.28775
IL27	1.031
RPL36AL	0.0831666666666667
KLK15	-0.1105
CHAD	3.2895
RAP2B	-0.2535
HEBP2	1.5795
ZNF342	0.363
CAMK2G	-0.3065
TLR3	1.439
FGF14	0.57475
HMGB2	-0.544625
TRPM5	-0.2865
OR5M11	-0.0085
KIF3B	0.383105263157895
PRICKLE2	1.15575
MTMR9	-0.568625
C3orf27	0.28575
GLRA3	3.3665
NSDHL	-0.477666666666667
TMEM32	-0.05975
POLR2D	-0.955916666666667
MYADML	0.2235
C9orf114	-0.191
MRGPRX1	0.281
TOPORS	0.67125
CLDN19	-0.2105
C1QL4	-0.1885
RNF165	-0.2
DHRS9	-0.37975
DNAH2	0.547333333333333
FXR1	-0.825666666666667
ZMYM3	-0.967
CASP3	0.167
FAM120C	-0.786625
SCLY	-1.055
CA7	0.0175
ENTPD5	0.457
ZNF461	0.18275
PDIA5	0.0275
C1orf19	-0.781166666666667
TMEM67	0.47025
KCTD20	-0.581
WDR47	0.73
FLJ38723	0.265
KLRF1	0.270166666666667
TAS2R16	0.1675
CLDN12	1.0205
PRKCE	0.5485
UBXD4	-0.57775
ITGAM	2.23833333333333
GLT8D3	-0.041875
WDR31	1.0766
RGS2	0.50775
OR51L1	0.1285
MST1R	0.14075
KIAA1737	1.64425
OR4A5	-0.202
GLIS1	-1.3905
PTMA	0.581071428571429
NAPA	-0.14
PRDM11	0.30425
LIPF	-0.484
DIRAS3	2.9235
ASGR2	-3.964
C1QTNF4	2.05625
PIK3R4	0.155
ARMC3	2.85525
NDUFV3	-0.56125
BTBD3	-0.225
PPP1R2	0.516833333333333
UBE2NL	-0.35725
FOSL2	1.34692857142857
FAM119A	-1.01816666666667
TUBA4A	-0.889
KRTAP12-1	0.387
SFRS2	-0.61825
RHPN1	-0.5749
EEF2	0.104333333333333
ZDHHC11	-1.8235
EPHA3	-1.3646
RBM12	0.00925
H2AFJ	0.07475
EDIL3	1.8565
KIF26A	-1.1685
SERGEF	0.4545
B3GALT4	2.39675
LOC90925	1.092
OSCAR	-0.303875
NPFF	-0.51975
DEDD	0.0925
TMEM155	-1.024375
PTPN1	0.37375
SCYL2	0.3625
SKAP1	1.65475
LEAP2	-2.16316666666667
GADD45G	2.2504
IFITM3	1.4195
PILRB	-1.26916666666667
SLU7	0.1890625
DSC3	1.225
DNMT3L	-1.1475
PAPD5	0.887875
B3GNT3	1.2015
LHCGR	0.272
MSL-1	-0.5495
UBE2S	-1.718
SAP130	-0.56575
ANAPC11	-0.46625
MAGED4B	-0.112
ATP6V1B2	-0.0395
C14orf179	1.175625
CAPZA1	-0.0195
CDYL2	0.1005
GLRX3	-0.927
LOC136288	-0.61575
MOBKL1A	-0.3415
HTR2B	4.0655
CRYGD	0.323333333333333
NUS1	-0.0966666666666667
PGRMC1	1.012
MYOM2	1.0715
FLJ39653	-1.64116666666667
CHM	0.112
OR5M8	0.3285
ZNF619	0.5205
FAM105A	0.94375
CCNL1	-0.652125
NAP1L3	-0.25975
C10orf57	2.12666666666667
B3GALNT1	1.62866666666667
CSN1S2A	0.771
TCP10L	0.16525
GDAP2	0.426875
DMKN	0.74
COX6B1	-0.2035
DNASE2	0.241833333333333
MSH5	-2.595
LGMN	-0.437625
USP31	-0.0554
OR13C8	0.089
SDCBP	0.1767
NUDT11	-2.0535
PYGL	0.887833333333333
SNPH	-0.645
B3GNT4	-1.422
MIZF	-1.1301
NUBPL	-0.368875
NOD1	0.352666666666667
CDH22	0.02125
NUBP1	0.1085
DSCAM	-4.0055
DGKI	-0.387
FAM136A	-0.466
AKAP1	0.329166666666667
SLC16A6	1.8885
RIN3	-0.31125
PSG2	-0.2185
DIP2B	0.0823333333333333
PSORS1C1	-0.5301
KIAA0495	-0.1155
FLJ90709	-0.423833333333333
LPA	-0.5105
PIGA	0.1405
LY75	2.237
UTS2	-5.819
RREB1	-0.290875
GALNACT-2	0.3624
MGC3196	-0.399
FLJ31568	0.12
LPHN1	0.1715
SP1	1.04425
TOX4	0.141166666666667
HSPA9	-0.3127
APOBEC1	0.188
SLC35E4	-1.592
LSM5	-0.825
SURF1	0.3185
ZBTB1	0.449416666666667
GTF2F1	0.17
RPS15A	0.159214285714286
DUSP21	-0.104166666666667
GINS4	-3.03316666666667
MYO15A	0.0603333333333333
GIMAP7	4.3685
MGC13379	1.291
ATP6V1E2	-0.123166666666667
UTP3	-0.13075
HNRPA3	-0.69925
MT4	-0.5845
C14orf155	0.23325
U1SNRNPBP	0.02975
CKLF	-0.925333333333333
PLEKHN1	-0.802666666666667
MBNL1	-0.0313333333333333
NUP160	-0.90225
ACSM2A	-1.66525
LOC129881	0.9865
KIAA1529	-0.4355
FLJ22639	-2.612
HAND1	-1.546
GSX1	0.345
FGA	-3.9369375
SERPINB1	0.8545
ZNF642	0.4875
IGFBP1	-8.5565
SLC1A1	4.3855
DHX57	-0.193625
ZNF766	0.8895
PTPN21	0.3365
GDPD3	-1.89133333333333
PNPLA5	0.1525
TBR1	-0.408166666666667
FAM116A	0.03925
IQGAP1	0.912875
FOS	1.1495
ZNF226	0.439375
FIGNL1	-0.1615
C14orf1	0.246
ZMYND17	0.00600000000000001
PUS7	-0.765
TUBB6	-1.535625
KCNQ2	-1.29625
MARCH6	-0.0981666666666667
CCDC33	0.017
PRODH	1.61725
RBM11	2.02225
EPHA6	-0.0405000000000001
SLC43A1	-0.33425
LOC196541	0.045
NTN1	1.27366666666667
ING4	0.18025
PCDHB10	0.32125
DPH2	-0.7145
SPACA4	-0.1155
FBXL21	-4.155
DIAPH1	-0.6095
ZNF71	0.778166666666667
CEP76	-0.5895
CORO1A	-0.26925
RRM2	-1.4785
EDG4	1.0775
OS9	0.120333333333333
SLC4A1AP	-0.3035
COG5	-0.26925
COPS8	-0.16975
NGLY1	-0.33775
NCBP2	-0.313875
C17orf42	-1.22116666666667
GPSM3	0.41075
SIL1	0.663
ASB6	-0.45775
SMAD5OS	0.545
UNC93A	-2.9185
A1BG	0.493
C21orf62	0.076
FMO5	0.287583333333333
ATRIP	0.325833333333333
CEBPG	-0.226833333333333
C7orf38	0.236833333333333
TNFRSF1B	0.988166666666667
CLEC1A	1.5205
IQSEC1	0.479
PATZ1	1.4844
RBM22	0.773625
BAG2	-3.14383333333333
PAQR5	-2.09266666666667
C9orf127	0.3966
THNSL1	-0.43425
SHROOM3	2.5267
JAM2	1.968
SNRPN	-1.79575
ALX4	0.312
CACNA1S	0.235
FAM130A1	0.859
CORIN	0.728
CD300LB	0.649
PLEKHG6	0.167
LRRC40	-0.674
PCLKC	-1.46975
PCDHB16	0.606166666666667
WNT2B	0.0413333333333333
ASNS	-1.74833333333333
MRPL49	0.071
FLJ46111	-0.7335
ISG20	0.6775
SMU1	0.2965
CASZ1	0.938
POLR1D	-0.0553333333333333
GIN1	-0.20075
SNAG1	0.305833333333333
ANKRD29	0.75625
CDKN2AIP	0.09725
KRR1	0.1465
CXCL1	-1.5085
EPM2A	-0.0515
PC	-0.322166666666667
DEFB127	0.263
PDZRN4	0.831833333333333
FAH	0.441875
OR51E1	1.0775
CDC2L6	-0.203166666666667
DNTTIP1	-0.59175
PAX8	-0.683
TMEM116	0.68525
C1orf150	0.2645
PRO2012	0.1105
MRPL40	-0.553166666666667
BEX1	-2.7521
SLC2A4	-0.629
PKMYT1	-1.33975
FEZF2	-0.255833333333333
SLC26A9	-0.91275
MAP2	0.616
LYL1	-1.3195
SLC25A19	-1.346
NOS3	-0.1845
ZNF34	0.158
TMPRSS11F	-0.79975
FAM43A	-0.11725
FCRL4	0.346666666666667
KLF14	0.05225
FLRT2	0.1775
WRN	-1.50475
SDF2	1.3563
KRT8P12	-0.592
C6orf195	0.1035
C9orf125	-1.24233333333333
DZIP3	0.039875
RIT1	-0.265
SCML1	-2.34016666666667
RHBDF2	-0.808
OR2G3	0.1355
REXO1L1	-0.143
MAP3K7IP3	0.14
C3orf57	-2.73625
FBXW11	-0.83
ETAA1	-0.4485
C14orf131	-0.1891
AKT1S1	-0.31625
SLC12A5	-1.065375
C9orf164	1.46075
NRIP3	-0.463875
NOS1AP	-0.146
TMEM121	1.286
SAP30BP	-0.7403
DGCR6	0.97775
WDR76	-1.318
FAM82B	-0.313083333333333
LOC606495	-0.284
MAP9	1.95
BCDIN3D	1.06625
CXorf36	2.96133333333333
DSCR3	0.0201
ZFAND3	0.30375
C7orf43	-0.121666666666667
SPSB3	0.5535
C19orf19	0.0265
FAM133A	-2.518875
C12orf25	0.1535
SLC39A3	-0.622
DISP2	-0.58425
PI4KAP2	-2.5795
MKRN3	-2.51683333333333
ADAMTS13	-0.995875
CBLN3	0.4137
TTYH1	-1.25283333333333
C3orf18	0.0355
FLJ13236	-0.05675
ZMYND12	3.11325
C18orf25	0.456
GLB1L3	-0.634
ATP13A5	0.9645
RANBP10	-0.36875
CD96	-0.1215
DENND1C	0.21075
RBMS3	1.5375
SLC41A3	0.520666666666667
DGCR6L	0.84825
TMEM128	0.787666666666667
CSNK1G3	0.331214285714286
MOBKL2C	1.19475
TSPAN6	-1.261
MATN2	0.2532
MSL2L1	-0.3535
ST6GALNAC2	1.271
FGFBP2	-0.071125
FGL1	-6.22
MPP3	-1.5365
ARHGEF6	3.0665
TGFBR2	0.915
ACMSD	0.06075
IL33	4.88975
C9orf5	-0.114666666666667
DEAF1	0.1686
AMN	0.3075
DEFA6	0.49925
RNF212	-1.145
METT5D1	0.1525
CIB1	0.633
TSSK1B	0.201
KIAA1727	1.1095
ZNF680	0.35
LOC399900	-1.5205
LOC152217	-0.346666666666667
CTNNAL1	-2.615
CIT	-2.70883333333333
TLE6	1.08725
ZNF607	-0.65325
HERC4	-0.560166666666667
DRAP1	-0.201
PEMT	-0.13925
C10orf111	0.0755
ZNF575	0.613375
KCTD7	0.162
MYO1F	0.572625
LOC285382	0.54475
RAB11A	0.5511
PLCD3	-0.71825
C15orf28	0.33475
PTBP2	-0.406875
CTB-1048E9.5	-0.19725
C19orf60	-0.3875
C7orf25	0.445666666666667
SETD7	0.807625
HOXB9	-5.155
VANGL1	0.4635625
CHAF1B	-1.4245
NDUFA3	0.446
KIAA1328	0.1125
SHARPIN	-0.151625
TTC23	-0.58925
UGP2	0.211
ANKIB1	0.9565
CIRBP	1.21642857142857
SEC14L4	-2.84833333333333
OVCH1	0.412333333333333
VPS52	-0.28175
FAT	-0.293125
M6PRBP1	-0.018
GPRIN3	0.2605
PPM1F	-0.921166666666667
TSR1	-1.054
CCDC85A	1.23775
PCSK5	1.54125
ZFHX3	-0.592
HEMK1	-0.2662
PGBD2	0.1965
RSRC2	-0.469333333333333
AURKC	-1.7825
SCRIB	0.151
ORM2	-4.34516666666667
FAM115A	0.8002
FZD6	-0.560625
UNC119	1.31266666666667
GPX3	-0.9504
NOV	-0.234875
CABC1	-0.0965
CDC42SE2	0.2496875
EIF2S2	-0.9397
RNF130	0.735625
CKAP5	-0.993666666666666
RP11-413M3.2	0.314875
C10orf18	0.1645
TMEM93	-0.99
DYX1C1	2.1555
KCNMB2	-0.42775
ANK3	0.960916666666667
KRT5	-0.1184
CDH12	-1.046375
QRSL1	-0.3365
JUB	-0.10675
SHC4	-1.742375
CCL15	2.1435
CCDC22	-0.08
SNX24	1.55225
RARS	-0.6425
MORC2	0.098875
FAM48A	0.05925
MT1H	0.395
PPP1R14C	-2.3005
FOXD1	-2.59271428571429
C1orf213	-2.472
AMT	-2.2262
DSN1	-1.172
PTPLAD2	1.71325
DIS3L	-0.041
RASL11A	2.19925
GPRC5B	0.1855
FRMD7	-0.379
STRN4	0.44975
KITLG	1.42345454545455
HDGF	0.1475
OR1S1	0.1955
SETX	0.3918
DDR2	-0.39925
KCTD12	2.131
LYZL2	-0.628
WDR52	0.6815
TMEM2	1.2925
ZNF579	0.326333333333333
LOC200810	-0.18275
TNFSF9	-2.161
PPFIA4	-3.94325
CNIH3	0.390666666666667
MAP4K4	-1.48242857142857
ROD1	0.4155
ALS2CR12	-0.0238333333333333
DOCK3	-1.034
PAQR9	-4.419
ASB17	0.416166666666667
STX16	-1.518125
FEZ2	-0.0271666666666667
DLAT	-0.987
KIF21B	-1.327
CDC5L	-0.42675
TMEM119	1.27283333333333
CRIP3	-1.19475
TPSD1	-0.0616666666666667
TEPP	0.36025
GNGT2	1.2615
C21orf121	-0.21625
WNK1	-0.675916666666667
FLJ10490	0.0938
OR51B5	-1.9115
LOC203547	-0.861625
HAS1	-1.167
PPA1	-0.418
ST7	0.572625
C11orf46	0.5947
POPDC3	-3.76433333333333
ACOX2	3.79716666666667
ATCAY	-0.598666666666667
TM4SF19	-2.247
MFSD9	-0.401666666666667
PDHB	-0.15775
ERN1	0.27175
LCE3C	-0.1005
GPR111	0.1145
NOTCH3	1.653
ADAMTS5	2.35175
B3GALT1	-0.94075
UGCGL1	-0.375333333333333
FAM58A	0.334
FBXO32	2.87175
CLPP	-0.141
NXPH1	-0.535
MTMR3	1.02683333333333
ATP1B3	-1.356875
TMEM16A	4.20675
HIST1H3F	-0.613666666666667
TRIM25	0.0188333333333333
SDCBP2	0.5835
CRKL	-0.702
HOXB2	2.28866666666667
ANP32B	-0.45325
GATM	2.393
AP4E1	-0.1575
EDG5	0.383
CDKN3	-1.52066666666667
CDH4	-2.7185
PGD	-0.299333333333333
RND1	0.6265
GAD1	-3.0377
MPG	0.153
LOC440350	-0.687
ZNF133	-0.03675
SERPINB12	0.095
AMELY	-0.214666666666667
DHX36	-1.033
TNFAIP8L2	3.2185
PHTF2	-0.375722222222222
CCDC112	-0.392333333333333
IQCC	-0.52475
HEYL	2.588
FTSJ2	-0.739
APPL1	0.73375
RAB43	0.563571428571429
OR10G2	0.025
WAC	0.382333333333333
ADCY9	0.1075
RUNDC2B	0.1395
PYCRL	0.1642
AGPAT7	-0.0783333333333333
SLC22A9	-1.1265
CDKAL1	-0.1785
PDYN	-0.123166666666667
C20orf74	1.2685
MTMR11	0.43425
VAV3	4.84508333333333
DAPL1	1.44625
STXBP3	0.3265
EIF3G	0.00725
ARHGAP22	-1.60525
NPFFR1	0.244
NPC1	-0.5545
ALDH9A1	0.992666666666667
ZNF600	0.188125
ZNF678	0.666
RASSF1	-0.141916666666667
ADD2	-2.772875
PITPNB	0.337625
PKD2L2	0.031625
LRP11	-0.2445
CDKL1	0.142
SMEK2	0.4695
PRODH2	-3.3525
C11orf54	1.02316666666667
SFRS11	-0.326
IL7	1.80633333333333
ALS2CR16	1.46
BTG3	-0.959166666666667
PAK2	-0.243944444444444
RP11-679B17.1	-0.8955
GATA4	-1.912
ATP2B1	-0.73575
LOC130940	2.152
C1orf172	2.45516666666667
ATF7IP2	-0.58525
SLC25A43	0.396666666666667
CENTG3	0.0605
IGF2BP1	-4.1216
FCHSD1	0.081
CAMK2N2	0.364
ELAVL3	-0.1509
NBPF15	-0.199833333333333
UBE2J2	0.02525
GNL2	-0.72
PRR3	-0.4792
NLF2	0.74175
OR4F6	0.257
KLHL24	1.4085
CCDC88A	-1.7455
SGPP1	-1.39666666666667
C10orf11	0.379166666666667
SLC35B4	-1.0215
UGT3A2	-1.545
ARNT2	3.9407
CBR1	-0.42125
ITPR3	-0.259833333333333
TRAPPC6B	-0.1291
AMZ1	2.0365
ARP11	2.3515
WDSUB1	0.2685
APBA1	0.774
RAB2A	1.0166
C6orf162	0.120125
HPSE2	1.08
PLCE1	2.90625
INSL3	0.50825
DLG1	-0.4041
PTPLA	-0.635
PIGX	-0.394125
TFIP11	0.4395
FIBIN	1.494
POLR2G	-0.50975
GRAP2	-1.6769
DNAJB8	-0.30625
CNBP	0.377
WASF1	-2.3465
INPP5E	-1.3568
HSPB1	-0.6150625
TMEM167	-0.5736
CUBN	0.3575
IGF1	3.794875
ITPK1	0.2849
NAALAD2	-0.724875
G3BP1	-0.3125
NT5DC1	0.995
CYP39A1	1.6645
TMEM139	0.35825
POLK	-0.3798
GLULD1	-1.217
RBM15	-0.869166666666667
AMZ2	-0.52375
GDF15	-2.77883333333333
MESDC2	-0.1025
INCA	0.544
ACY1L2	-1.924
GZMM	-0.7485
PAIP1	0.18325
CACNA2D1	0.473
STK32C	-0.622666666666667
SH3BP4	1.0275
DEC1	-0.363
PADI1	-0.2715
UBB	0.4457
PON3	-0.9885
PROP1	0.41
ANKRD13B	-0.174
ADCK1	-0.11975
TCF25	-0.248916666666667
SLC38A5	-3.1275
CXorf26	0.244333333333333
C19orf39	0.58425
PPP1R13B	1.178
ARL2	-0.888
TCL6	0.254916666666667
TOP3A	-0.4255
SLC16A14	0.62875
FXYD6	1.8075
HIST1H4E	-1.05825
BBC3	-0.127157894736842
UNC5A	0.157
FAM86C	-0.2474
PI4KB	0.189625
B3GAT1	-3.573
SUSD2	2.27183333333333
OAZ2	0.0468333333333333
NOC4L	-1.07375
C10orf12	-0.07025
FADS1	-3.62966666666667
LOC144097	-0.84575
DKK2	1.00516666666667
KIAA1949	-0.172
RHOT1	-0.1372
OXT	0.767833333333333
GPR153	0.5175
ARL4A	0.293333333333333
SAAL1	-1.34125
CCDC64	-0.755
USE1	-0.291666666666667
HNMT	-0.362
PCGF3	0.446125
CYP2C19	0.42675
C20orf4	0.2115
CCDC11	0.90875
ACSBG2	0.113
RWDD2A	0.0925
PALLD	2.2925
CPLX4	-0.4125
LOC492311	0.35175
KPNA2	-1.88083333333333
MACROD1	-0.0485
TMCO3	0.509166666666667
C15orf52	-0.872166666666667
BIRC5	-2.0042
PRR16	-0.600666666666667
FAM63B	0.4175
