Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
GTF2E1	0.0845
RY1	-0.243166666666667
ATAD2B	0.008625
ARHGAP17	0.0039
KCNIP3	-1.18275
SFPQ	-0.22625
GFRA4	-0.676333333333333
AKR1B10	-0.670625
TIGD6	-0.292333333333333
RGS16	2.129375
URB1	0.440166666666667
OR4C46	-0.171333333333333
TOP3B	-0.71425
NFATC4	1.1675
CA14	-4.931
BMPR1A	0.724833333333333
SNRP70	-0.157625
PRL	-0.130666666666667
C6orf130	-0.69075
STAG2	-0.48075
CD55	0.185642857142857
RPS23	-1.05783333333333
SSX2	-1.62666666666667
FDPSL2A	0.21175
FBXO27	1.202125
SYNGR3	-0.7135
TMSL3	1.6425
EML1	0.0785
NUP93	0.0164166666666667
SMAD3	-0.029
KIAA1189	3.1655
HNRPUL2	0.846666666666667
TBC1D12	0.835
C16orf24	0.46975
MRVI1	1.63566666666667
ZNF581	-0.8015
ELOVL3	0.4725
OR51Q1	0.41975
CACNB3	1.8575
GALNT13	-0.836625
C10orf84	0.308
NEDD4	-0.2062
SPO11	-0.434
OR5AU1	0.293
NEK4	-0.0127142857142857
PRKAR2A	0.5285
IHPK1	-0.296333333333333
ATP6V0B	0.272875
CACNA1E	-1.2055
CEACAM8	0.00116666666666667
PEX14	-0.2085
FLJ12993	-2.135
ZBTB38	0.482166666666667
PCTK2	-0.0858333333333333
LRRC16	1.225
FBLIM1	1.5935
FYCO1	0.32275
RP5-1022P6.2	0.246666666666667
CMTM1	0.22
PLTP	0.556333333333333
RAPH1	0.5975
DOCK8	0.879375
EZH2	-1.25826666666667
SLC25A1	-0.2795
PLEKHB1	1.6092
GRB7	0.9537
ZFP37	0.25
MRPL33	-0.04925
PELO	-0.73625
ARMC1	-0.973545454545455
C9orf27	0.50475
FLJ25778	0.2375
C9orf37	-1.21066666666667
TMEM66	0.5035
SPRN	-0.408125
HBEGF	-0.14375
PI4KA	-1.251
LEPRE1	0.301
POU2AF1	-3.846625
MRPL12	-0.6255
REP15	0.479
ZC3H3	1.374
RASAL1	0.4455
DDAH1	1.84725
ACBD5	0.521875
TMC2	0.057
CCDC137	-1.47475
SAMD13	1.14716666666667
UGT2B15	-4.21583333333333
TIPARP	-1.2355
DNASE1L3	-1.1195
TRIM72	0.465166666666667
DBX2	0.674
IPO8	-0.43575
C21orf88	-1.5159
MAP3K14	0.06975
LOC51233	0.0903333333333333
GGTLA4	1.3555
PDE6D	0.2205
ZNF117	0.4185
CLK2	0.489
NKRF	-1.05275
TNFSF15	0.3898
DUSP2	-0.192875
SECISBP2	-0.3155
GABRR2	0.1655
PPAP2C	1.97625
LOC51145	-0.112666666666667
PAG1	0.875375
PIK3C3	-1.30025
GNG10	-1.702
APOL4	0.645333333333333
ANKRD28	-0.214
STMN3	-1.2031
RAB14	0.555
CDK2AP2	-0.07525
HDDC3	0.057375
COMMD7	0.9785
CXXC1	-0.56
HMCN1	-0.714
CD40	0.24625
DYNC1LI2	1.69775
GDI1	0.95175
LOC646938	-0.384
VSNL1	-0.53
PIH1D1	-0.3595
RAET1G	-0.8795
KRTAP5-9	0.3025
EFTUD2	-0.7285
ZNF311	-1.16616666666667
ATP6V1G3	0.989
OR2W3	-0.18075
SCN4A	0.039
MED10	-0.706125
FAM135A	0.3536
ARHGAP4	-1.3915
EHMT2	-0.863
UFD1L	-1.1935
ERMP1	1.87275
MAG1	0.231666666666667
THAP8	0.206333333333333
HACE1	0.297333333333333
FAM82C	0.1115
C3orf20	0.162
UNC84A	-0.134666666666667
SCD5	-1.2525
LASS6	0.890875
LSG1	0.327166666666667
MAL	-4.76725
GPR22	-2.36
WDR5B	1.62525
ACTRT1	1.425
C17orf60	0.232333333333333
GRIN2C	-0.4864
ARMC8	0.0625
SLC47A1	-2.551
DMPK	0.897
DHRS13	-0.828333333333333
SMC1A	-0.119833333333333
KRTAP17-1	0.32275
SMYD5	0.9445
TUSC2	-0.588125
CRHR2	0.175
KIR3DL2	1.4265
CCDC104	-0.18675
ATP2C1	1.3715
CROT	-0.73325
PABPC3	1.08483333333333
EGR1	-0.112
THSD1	0.27725
KHK	0.0125
SLC12A2	0.164
CD58	-0.314
STOX2	0.328
CCDC76	0.3079
CCDC48	3.3655
DNAH1	-0.0686666666666667
ZIC4	2.038125
OR1G1	-0.036
PSMC6	-0.503333333333333
PROKR1	-0.7595
ABCB1	-2.34975
TRAT1	-2.3615
LLGL1	0.0625
MTF1	-0.44375
USP54	0.632
PAGE2B	-2.644
ITGB7	-3.632
CCDC81	0.985
LOC149837	1.01625
SCUBE1	-0.162
ZSCAN10	-2.298
HUWE1	0.320428571428571
CDH17	-0.3895
CD180	2.89125
IL17A	0.3285
TMPO	-1.482375
KIAA1524	-0.95
HDGFRP3	-1.67433333333333
OXCT1	-0.0910909090909091
RRAS2	-2.246
LTBP2	2.3815
SV2B	-0.0235
CYP2A6	0.130125
PKD1L2	-0.446333333333333
PPM1M	0.89525
FLJ22662	1.65216666666667
ZNF502	2.18675
GP6	-0.7545
CRYBA2	-0.182
LEF1	-2.368
CTPS	-0.804857142857143
EYA1	-2.73933333333333
EPS8L1	0.75875
MAPK14	0.501583333333333
SERPINB2	-4.949375
GTF2F2	0.760833333333333
ZNHIT4	0.0545
PLA1A	0.40075
C20orf114	-0.254333333333333
HPR	-5.319
C18orf2	-3.25666666666667
SATB2	-1.89375
KCNJ9	0.342625
MGC157906	0.3015
MOCS3	-0.26525
C17orf71	-0.224
PPHLN1	-0.3685
HIST1H2BN	-2.187375
RAPGEF1	-0.173625
MAP3K8	2.87825
DLG4	0.180833333333333
STC1	-0.9475
CDGAP	2.916
DDX26B	-0.728
LOC150223	-1.346
CPSF3	-0.701333333333333
TMEM14A	0.98
MYH3	-1.281
GPKOW	0.55225
SULT1A1	-1.808
SPON1	4.4943
YY1AP1	1.386
RAB23	1.14075
PLA2G4A	-2.9965
MAPRE3	1.487
ZNF516	-1.17471428571429
GGPS1	1.22225
EXOC3L2	-0.3965
C19orf42	0.8739
MAP2K2	-0.348166666666667
HIST1H2BB	-0.9745
RNF19B	2.18516666666667
C6orf128	0.206833333333333
TLR8	1.57466666666667
PCDHA9	1.0765
CARS2	1.473625
CLUL1	3.60116666666667
RHAG	-4.20966666666667
UNK	0.2165
EXOC8	1.5909
C9orf95	0.10425
C14orf143	-2.30016666666667
MAML3	-0.382375
LDHA	-1.51625
MRPL20	-0.4405
KLHDC6	0.479
ATP5S	-0.602
C8orf55	0.89575
PHF19	-1.75925
KRTAP13-4	0.1195
TTC5	0.82875
XKR5	-0.7275
SILV	-4.75883333333333
TEX28	0.601
TCTN1	0.063
CX40.1	0.0285
PPP2R5C	-0.21875
C12orf30	0.180166666666667
CAPG	2.313
MPZL1	1.80395
ARSB	-0.801666666666667
TDH	-2.1015
WASF4	-0.92725
TSSK3	-1.052
7A5	-0.623
CRISPLD1	2.114625
MAD1L1	-0.854
SPIN4	-0.2745
AMPD1	-0.1195
DPYSL5	0.0765
INPP1	-0.802666666666667
ANKRD11	-0.666444444444444
NPAS4	0.32475
GCET2	0.0269
RNASE9	-0.497
GUCY2D	0.0435
CCDC98	-0.2955
FGF4	-0.16125
CPM	2.07233333333333
SLC26A4	-1.682
PLD5	-0.354
FAM59A	0.7533
FBXO5	-1.63644444444444
SIPA1L1	0.120875
DPYS	-0.02325
ATG4D	-0.5245
TGM3	0.754
MTCH1	1.208
HK1	-0.000500000000000009
CDC26	-0.3735
GALNT12	-2.4595
LOC339229	-0.35125
MRPL35	-1.36575
ORC4L	0.015875
TNKS	-0.379642857142857
C2orf24	0.455333333333333
ZNF553	-0.601166666666667
GGTLA1	2.7771
ZNF497	-0.064
CDY1B	0.97075
SLC30A4	0.110375
TUB	-0.183625
ARHGEF18	-0.39775
ARRB1	0.02875
KCNK1	1.420625
EREG	-3.1035
SCAMP5	0.115
RUNDC3B	-0.8055
ADAMTS20	-0.113333333333333
IL17RB	0.310625
FLJ20323	-1.03
MCAM	0.855625
POLR3E	-1.99416666666667
AQR	-0.542
IPMK	-1.3375
CDCA7	-2.2225
CAMP	1.00225
GRHL3	1.343
ADAMTSL2	1.29983333333333
CLMN	2.22916666666667
SSTR3	0.243
MAGEA5	-2.09816666666667
OVOL2	3.959
JMJD1B	-0.107
RBL2	0.0787
PYGO2	1.11025
PPP1R10	0.3215
CSE1L	-1.45533333333333
LCA5	0.2865
RDH16	0.1745
ASRGL1	-1.70625
TOM1	1.41416666666667
PTX3	-5.07075
TTC15	0.6475
SCGB3A1	0.558833333333333
MRPL50	-1.332
RCAN3	0.839
SLC26A11	0.314
STYX	0.387666666666667
CINP	-0.786
MARCH7	0.36975
PFKM	-1.62066666666667
SGMS1	-0.385333333333333
RIOK3	0.3673
C1orf110	1.2155
CES7	0.040875
LOC440248	-1.575
PPP1R12C	0.6155
C10orf27	0.748
ATG9A	-0.3025
MRPS26	0.437875
TMEM40	2.79875
ELP3	-0.2881
ZNF787	-0.7287
HIAT1	1.115375
C8orf34	0.737333333333333
MGC4655	0.1178
PELI1	2.37433333333333
PPT1	0.829
SLC35C2	-0.494666666666667
C6orf125	-0.82725
MUC4	-1.06966666666667
RFC4	-1.20214285714286
GNB2	0.847333333333333
NUP50	0.0224285714285714
SULT4A1	-0.681166666666667
C7	-0.0155714285714286
CCDC130	-0.106666666666667
ARRDC4	1.2775
RQCD1	-1.16425
GLYCTK	-1.2585
AYTL2	-0.663727272727273
MTUS1	0.786
LEMD3	0.142333333333333
PLEKHF2	1.25475
HOXA7	-0.597125
GTF3C2	0.2475
DYNLRB2	0.66425
CNOT10	-0.1335
MR1	-0.653833333333333
FFAR1	0.10925
PRIC285	0.0215
SLITRK6	1.6595
LIX1	-1.2543
UBE1L2	-0.892583333333333
F8	0.61525
ACHE	0.1385
KPNA5	-0.55825
TNFRSF12A	0.421333333333333
EGR3	-1.629
SERPIND1	-3.85366666666667
OASL	1.26575
IFRD1	0.684125
WDFY1	-0.173
ZNF267	0.205125
ACCN5	-0.686
ZBTB6	0.669
PPP1R3A	0.3615
PRRT3	0.254
FBXL19	-0.135
TXNIP	0.514857142857143
ACTN2	-1.383
ATG9B	0.192625
C9orf117	-0.28075
IL27	0.5565
RPL36AL	-0.674166666666667
KLK15	-0.939
CHAD	0.8395
RAP2B	-0.2858
HEBP2	2.95
ZNF342	0.6745
CAMK2G	0.45
TLR3	0.22925
FGF14	2.78175
HMGB2	-1.35525
TRPM5	-0.192166666666667
OR5M11	0.257
KIF3B	-0.223736842105263
PRICKLE2	1.3945
MTMR9	-0.095625
C3orf27	0.12525
GLRA3	-2.53516666666667
NSDHL	0.172333333333333
TMEM32	-0.0935
POLR2D	-0.795333333333333
MYADML	0.1945
C9orf114	-1.10225
MRGPRX1	0.283
TOPORS	0.3585
CLDN19	-0.72775
C1QL4	3.007
RNF165	-3.2235
DHRS9	-2.0075
DNAH2	-1.0415
FXR1	-0.6905
ZMYM3	-0.6005
CASP3	-0.958666666666667
FAM120C	-1.2825
SCLY	-2.252
CA7	-0.0105
ENTPD5	-0.294333333333333
ZNF461	0.242375
PDIA5	1.5165
C1orf19	-0.208333333333333
TMEM67	1.18725
KCTD20	0.83675
WDR47	1.586
FLJ38723	0.178
KLRF1	1.63483333333333
TAS2R16	0.9735
CLDN12	1.0105
PRKCE	-0.2655
UBXD4	0.68575
ITGAM	2.58383333333333
GLT8D3	-0.59175
WDR31	0.1185
RGS2	0.72325
OR51L1	0.162
MST1R	0.6325
KIAA1737	1.236
OR4A5	0.1615
GLIS1	1.38833333333333
PTMA	0.774
NAPA	1.9295
PRDM11	-0.0965
LIPF	-0.2125
DIRAS3	1.63575
ASGR2	-4.01575
C1QTNF4	0.79475
PIK3R4	0.0916666666666667
ARMC3	1.02475
NDUFV3	-0.0895833333333333
BTBD3	1.02733333333333
PPP1R2	0.528583333333333
UBE2NL	-0.354
FOSL2	1.55121428571429
FAM119A	-1.519
TUBA4A	-0.3458
KRTAP12-1	0.42325
SFRS2	-0.15925
RHPN1	-0.2972
EEF2	-0.883666666666667
ZDHHC11	-2.15016666666667
EPHA3	-0.871
RBM12	-0.892
H2AFJ	-0.505916666666667
EDIL3	4.1145
KIF26A	-2.107
SERGEF	-0.4075
B3GALT4	2.0585
LOC90925	1.3065
OSCAR	0.658
NPFF	0.153625
DEDD	1.039
TMEM155	-0.65125
PTPN1	-1.10425
SCYL2	0.311666666666667
SKAP1	1.5375
LEAP2	-4.121
GADD45G	0.5558
IFITM3	0.342875
PILRB	-0.649833333333333
SLU7	-0.5923125
DSC3	-0.7315
DNMT3L	-0.0735
PAPD5	-0.57725
B3GNT3	-1.15983333333333
LHCGR	-0.72
MSL-1	0.95825
UBE2S	-0.7775
SAP130	-0.89425
ANAPC11	0.236
MAGED4B	1.539
ATP6V1B2	0.982
C14orf179	-0.239625
CAPZA1	-0.0765
CDYL2	-1.13233333333333
GLRX3	-1.953
LOC136288	-0.3835
MOBKL1A	-0.3245
HTR2B	3.88825
CRYGD	0.414833333333333
NUS1	0.159333333333333
PGRMC1	1.6195
MYOM2	-2.2565
FLJ39653	-1.26566666666667
CHM	-0.2544
OR5M8	0.491
ZNF619	-0.169
FAM105A	0.1015
CCNL1	-0.065375
NAP1L3	0.3865
C10orf57	1.61066666666667
B3GALNT1	0.8985
CSN1S2A	0.079
TCP10L	1.41675
GDAP2	0.498
DMKN	1.60833333333333
COX6B1	-0.402
DNASE2	0.684833333333333
MSH5	-2.04525
LGMN	0.3635
USP31	0.2449
OR13C8	0.388
SDCBP	-0.7275
NUDT11	-0.553
PYGL	-2.02916666666667
SNPH	-0.863166666666667
B3GNT4	0.467
MIZF	0.2073
NUBPL	0.079875
NOD1	0.403666666666667
CDH22	-0.107375
NUBP1	-0.588833333333333
DSCAM	-3.4765
DGKI	1.0295
FAM136A	-0.33975
AKAP1	1.69966666666667
SLC16A6	-2.79575
RIN3	1.4395
PSG2	0.091
DIP2B	0.588333333333333
PSORS1C1	1.7689
KIAA0495	0.2285
FLJ90709	-1.522
LPA	-0.098
PIGA	0.223166666666667
LY75	2.71083333333333
UTS2	-6.21583333333333
RREB1	-0.1435
GALNACT-2	1.0975
MGC3196	-1.19175
FLJ31568	1.1215
LPHN1	1.016
SP1	0.399625
TOX4	0.777666666666667
HSPA9	-1.1033
APOBEC1	-0.469
SLC35E4	-0.451
LSM5	-2.11875
SURF1	-0.503
ZBTB1	0.684333333333333
GTF2F1	-0.801
RPS15A	-1.124
DUSP21	-0.763333333333333
GINS4	-1.87933333333333
MYO15A	0.900166666666667
GIMAP7	2.47075
MGC13379	1.49825
ATP6V1E2	1.12233333333333
UTP3	-0.26725
HNRPA3	-0.461125
MT4	0.3325
C14orf155	-0.5145
U1SNRNPBP	-0.2035
CKLF	0.150166666666667
PLEKHN1	-0.653166666666667
MBNL1	0.1875
NUP160	-1.60675
ACSM2A	-1.32475
LOC129881	-1.27575
KIAA1529	0.5835
FLJ22639	-1.00025
HAND1	-0.3485
GSX1	-0.499
FGA	-4.2166875
SERPINB1	-1.593
ZNF642	1.2555
IGFBP1	-7.938125
SLC1A1	-0.675875
DHX57	0.27
ZNF766	0.3785
PTPN21	0.3388
GDPD3	-2.70366666666667
PNPLA5	0.04
TBR1	-0.497833333333333
FAM116A	-0.19775
IQGAP1	1.938625
FOS	0.124
ZNF226	-0.270375
FIGNL1	-0.319333333333333
C14orf1	0.0291666666666666
ZMYND17	-0.268
PUS7	0.813666666666667
TUBB6	0.615625
KCNQ2	-1.6515
MARCH6	-0.381833333333333
CCDC33	-0.096
PRODH	0.79125
RBM11	-1.40775
EPHA6	0.151
SLC43A1	-1.00225
LOC196541	-0.356428571428571
NTN1	0.572
ING4	0.25675
PCDHB10	3.3805
DPH2	-0.350666666666667
SPACA4	0.33525
FBXL21	-4.2335
DIAPH1	-0.53
ZNF71	1.18433333333333
CEP76	0.173
CORO1A	-1.38725
RRM2	-1.622875
EDG4	0.6365
OS9	0.681666666666667
SLC4A1AP	1.20475
COG5	0.672
COPS8	-1.439
NGLY1	-0.14225
NCBP2	0.34175
C17orf42	-1.16866666666667
GPSM3	-1.02775
SIL1	-0.462833333333333
ASB6	0.46325
SMAD5OS	-0.5415
UNC93A	-2.668375
A1BG	-0.723
C21orf62	-0.02425
FMO5	-1.58408333333333
ATRIP	-0.684833333333333
CEBPG	1.36216666666667
C7orf38	0.444666666666667
TNFRSF1B	-0.226833333333333
CLEC1A	1.263
IQSEC1	1.033
PATZ1	0.5939
RBM22	0.059375
BAG2	-2.63483333333333
PAQR5	-0.9805
C9orf127	0.2554
THNSL1	0.9485
SHROOM3	2.3408
JAM2	0.03725
SNRPN	-2.42875
ALX4	-0.2735
CACNA1S	0.004
FAM130A1	0.8035
CORIN	2.159
CD300LB	0.443
PLEKHG6	1.361
LRRC40	-0.83625
PCLKC	-0.66925
PCDHB16	2.27383333333333
WNT2B	3.01833333333333
ASNS	0.209888888888889
MRPL49	0.679875
FLJ46111	0.81675
ISG20	1.411875
SMU1	0.395666666666667
CASZ1	0.4085
POLR1D	0.267416666666667
GIN1	-1.4365
SNAG1	0.564333333333333
ANKRD29	-2.40575
CDKN2AIP	-0.75275
KRR1	-0.32
CXCL1	-0.691833333333333
EPM2A	0.646
PC	0.405833333333333
DEFB127	null
PDZRN4	2.45133333333333
FAH	-0.687
OR51E1	1.6015
CDC2L6	0.503333333333333
DNTTIP1	-0.20725
PAX8	-1.1205
TMEM116	-1.0725
C1orf150	-0.0805
PRO2012	0.9215
MRPL40	-1.7435
BEX1	-4.11811111111111
SLC2A4	-1.44933333333333
PKMYT1	-0.343
FEZF2	-0.235
SLC26A9	2.522
MAP2	1.82118181818182
LYL1	-1.6175
SLC25A19	-0.358833333333333
NOS3	1.1975
ZNF34	2.01233333333333
TMPRSS11F	-0.511
FAM43A	-0.52525
FCRL4	1.63033333333333
KLF14	0.17725
FLRT2	-0.796166666666667
WRN	-0.71775
SDF2	0.346
KRT8P12	0.95575
C6orf195	2.3475
C9orf125	-2.20983333333333
DZIP3	-1.248875
RIT1	0.19775
SCML1	-1.3245
RHBDF2	0.492125
OR2G3	0.3025
REXO1L1	0.2685
MAP3K7IP3	0.077625
C3orf57	-5.65025
FBXW11	-1.534
ETAA1	-0.931
C14orf131	-0.3992
AKT1S1	0.7685
SLC12A5	-1.16825
C9orf164	1.147
NRIP3	-1.0825
NOS1AP	0.33
TMEM121	0.07575
SAP30BP	0.0286
DGCR6	0.93075
WDR76	-1.91425
FAM82B	0.048
LOC606495	-0.826
MAP9	-0.0383333333333334
BCDIN3D	-0.19825
CXorf36	2.92266666666667
DSCR3	-0.1932
ZFAND3	0.835
C7orf43	0.164666666666667
SPSB3	0.5661
C19orf19	0.1755
FAM133A	-1.12775
C12orf25	0.04025
SLC39A3	-0.509
DISP2	-1.983
PI4KAP2	-1.974
MKRN3	-2.02066666666667
ADAMTS13	-0.581125
CBLN3	0.1574
TTYH1	2.9415
C3orf18	0.2825
FLJ13236	-1.44
ZMYND12	2.8225
C18orf25	-0.3045
GLB1L3	-0.8465
ATP13A5	1.506
RANBP10	-0.49525
CD96	-2.1272
DENND1C	-1.167
RBMS3	0.2448
SLC41A3	1.28383333333333
DGCR6L	0.784
TMEM128	0.6255
CSNK1G3	-1.55064285714286
MOBKL2C	0.92325
TSPAN6	-0.473625
MATN2	-2.3337
MSL2L1	1.13083333333333
ST6GALNAC2	-0.140166666666667
FGFBP2	1.034375
FGL1	-6.151
MPP3	0.370666666666667
ARHGEF6	0.72
TGFBR2	0.16375
ACMSD	-1.10666666666667
IL33	3.9635
C9orf5	-0.441166666666667
DEAF1	-0.6874
AMN	-0.9465
DEFA6	0.491142857142857
RNF212	0.00149999999999999
METT5D1	-0.625833333333333
CIB1	0.1131
TSSK1B	0.762
KIAA1727	1.051
ZNF680	0.203166666666667
LOC399900	-0.9935
LOC152217	0.0156666666666667
CTNNAL1	-2.98
CIT	-1.96716666666667
TLE6	-0.69075
ZNF607	-0.792
HERC4	-1.02033333333333
DRAP1	0.1967
PEMT	-0.451
C10orf111	1.264
ZNF575	-0.329
KCTD7	0.27475
MYO1F	0.3935
LOC285382	0.11325
RAB11A	1.4517
PLCD3	0.065
C15orf28	0.1905
PTBP2	-0.2495
CTB-1048E9.5	-0.273375
C19orf60	-0.671
C7orf25	0.145
SETD7	0.1065
HOXB9	-3.569
VANGL1	0.4955
CHAF1B	-0.76925
NDUFA3	-0.5775
KIAA1328	-0.0603333333333333
SHARPIN	0.898375
TTC23	1.445875
UGP2	0.474
ANKIB1	0.7013
CIRBP	0.441857142857143
SEC14L4	-3.06083333333333
OVCH1	0.315
VPS52	0.78975
FAT	0.8195
M6PRBP1	0.31675
GPRIN3	0.514
PPM1F	-0.109833333333333
TSR1	0.734
CCDC85A	1.54475
PCSK5	0.94875
ZFHX3	-0.185
HEMK1	-0.9548
PGBD2	0.6015
RSRC2	0.266166666666667
AURKC	-1.12516666666667
SCRIB	1.088625
ORM2	-1.453
FAM115A	-0.3038
FZD6	1.511375
UNC119	0.0766666666666667
GPX3	-1.1608
NOV	-0.234125
CABC1	0.5975
CDC42SE2	-1.0199375
EIF2S2	-0.7097
RNF130	1.006375
CKAP5	-0.201833333333333
RP11-413M3.2	-0.906875
C10orf18	1.7829
TMEM93	-0.0185
DYX1C1	0.12525
KCNMB2	-2.32128571428571
ANK3	1.048
KRT5	2.7489
CDH12	-1.5045
QRSL1	-0.31825
JUB	-0.36325
SHC4	3.132375
CCL15	0.100333333333333
CCDC22	-0.2355
SNX24	-1.2675
RARS	-1.41975
MORC2	1.1115
FAM48A	0.27675
MT1H	-0.015
PPP1R14C	1.86666666666667
FOXD1	-2.95621428571429
C1orf213	-2.28975
AMT	-1.9837
DSN1	-1.44825
PTPLAD2	1.8435
DIS3L	0.11325
RASL11A	-1.27825
GPRC5B	1.444
FRMD7	-0.3795
STRN4	0.928
KITLG	-1.02522727272727
HDGF	0.9245
OR1S1	-0.0165
SETX	-0.3693
DDR2	0.140625
KCTD12	1.12725
LYZL2	-0.56125
WDR52	-0.372
TMEM2	-0.270875
ZNF579	-1.16
LOC200810	-0.106
TNFSF9	-0.606625
PPFIA4	-1.1405
CNIH3	0.635833333333333
MAP4K4	0.103571428571429
ROD1	-0.211071428571429
ALS2CR12	-0.164833333333333
DOCK3	1.55933333333333
PAQR9	-4.41975
ASB17	-1.18916666666667
STX16	-0.674125
FEZ2	-0.786833333333333
DLAT	-0.0635
KIF21B	-0.544333333333333
CDC5L	0.45275
TMEM119	2.32466666666667
CRIP3	-1.6605
TPSD1	0.313666666666667
TEPP	-1.201
GNGT2	1.0125
C21orf121	-0.26375
WNK1	0.513916666666667
FLJ10490	-0.5564
OR51B5	-2.341
LOC203547	-1.45
HAS1	-0.351
PPA1	0.0471666666666667
ST7	0.641625
C11orf46	0.3317
POPDC3	-2.726
ACOX2	-0.156666666666667
ATCAY	-0.796583333333333
TM4SF19	-1.9745
MFSD9	-0.645166666666667
PDHB	-0.59525
ERN1	-0.106
LCE3C	0.413
GPR111	0.748
NOTCH3	1.72633333333333
ADAMTS5	1.356
B3GALT1	-0.34575
UGCGL1	-0.129166666666667
FAM58A	0.811333333333333
FBXO32	3.1625
CLPP	-0.82825
NXPH1	-2.81125
MTMR3	0.872
ATP1B3	-0.68125
TMEM16A	4.348125
HIST1H3F	-0.5585
TRIM25	0.944666666666667
SDCBP2	3.2675
CRKL	-1.90825
HOXB2	-0.815333333333333
ANP32B	-0.442
GATM	1.977
AP4E1	-0.287125
EDG5	0.126375
CDKN3	-1.81283333333333
CDH4	-2.3025
PGD	-0.492333333333333
RND1	-0.902
GAD1	-3.154
MPG	0.397375
LOC440350	0.156
ZNF133	1.01625
SERPINB12	-1.1985
AMELY	-0.0672
DHX36	-0.36975
TNFAIP8L2	2.5385
PHTF2	-0.330111111111111
CCDC112	-0.581166666666667
IQCC	-0.51025
HEYL	2.43433333333333
FTSJ2	-0.829166666666667
APPL1	0.24575
RAB43	0.505285714285714
OR10G2	-0.165
WAC	0.64
ADCY9	-0.7845
RUNDC2B	-0.278833333333333
PYCRL	-0.00280000000000002
AGPAT7	0.179333333333333
SLC22A9	-1.3225
CDKAL1	-0.3325
PDYN	0.149833333333333
C20orf74	0.06525
MTMR11	2.00875
VAV3	1.626
DAPL1	-2.0435
STXBP3	0.705
EIF3G	-0.88525
ARHGAP22	0.007
NPFFR1	0.025
NPC1	0.671833333333333
ALDH9A1	1.27933333333333
ZNF600	1.242375
ZNF678	0.523166666666667
RASSF1	0.682916666666667
ADD2	-2.541875
PITPNB	-0.071375
PKD2L2	-0.186142857142857
LRP11	0.59975
CDKL1	1.7435
SMEK2	0.87575
PRODH2	-3.2655
C11orf54	0.2075
SFRS11	-0.385833333333333
IL7	-0.7975
ALS2CR16	-1.16775
BTG3	0.0943333333333333
PAK2	-0.0624444444444445
RP11-679B17.1	-0.22525
GATA4	-2.05416666666667
ATP2B1	-1.383
LOC130940	-0.3345
C1orf172	2.13683333333333
ATF7IP2	-1.30225
SLC25A43	0.677166666666667
CENTG3	0.265333333333333
IGF2BP1	-3.4075
FCHSD1	0.4175
CAMK2N2	-1.97816666666667
ELAVL3	0.0569
NBPF15	0.264166666666667
UBE2J2	0.318416666666667
GNL2	0.096
PRR3	0.0785
NLF2	-1.41525
OR4F6	-0.3205
KLHL24	1.08966666666667
CCDC88A	-2.2331
SGPP1	-1.47766666666667
C10orf11	-0.552833333333333
SLC35B4	-1.22216666666667
UGT3A2	-1.258
ARNT2	-0.0707
CBR1	0.345625
ITPR3	-0.666833333333333
TRAPPC6B	0.0214
AMZ1	0.2755
ARP11	1.33825
WDSUB1	1.08825
APBA1	1.11183333333333
RAB2A	1.2181
C6orf162	-0.160125
HPSE2	0.2175
PLCE1	2.09775
INSL3	-0.281
DLG1	1.3384
PTPLA	1.13125
PIGX	-0.083125
TFIP11	0.2275
FIBIN	2.846
POLR2G	-0.2955
GRAP2	-1.7344
DNAJB8	-0.22775
CNBP	0.864166666666667
WASF1	-1.36825
INPP5E	-0.2087
HSPB1	0.0968125
TMEM167	-1.0399
CUBN	0.54675
IGF1	0.6735
ITPK1	-0.6913
NAALAD2	-1.427875
G3BP1	-1.3697
NT5DC1	-0.775875
CYP39A1	1.9135
TMEM139	2.39708333333333
POLK	-0.753888888888889
GLULD1	-1.98933333333333
RBM15	-1.10416666666667
AMZ2	-0.37125
GDF15	-4.04666666666667
MESDC2	0.24925
INCA	-0.656333333333333
ACY1L2	0.327
GZMM	-1.50516666666667
PAIP1	0.39375
CACNA2D1	-0.4055
STK32C	0.2205
SH3BP4	1.22383333333333
DEC1	-1.12
PADI1	0.397
UBB	-0.4145
PON3	-0.4765
PROP1	0.474
ANKRD13B	0.3635
ADCK1	0.62575
TCF25	-0.04575
SLC38A5	-1.8345
CXorf26	-0.229833333333333
C19orf39	-0.3975
PPP1R13B	1.064
ARL2	0.1165
TCL6	0.287416666666667
TOP3A	-0.99
SLC16A14	-1.45375
FXYD6	1.652
HIST1H4E	0.151
BBC3	-0.130105263157895
UNC5A	0.158333333333333
FAM86C	-0.6382
PI4KB	1.594375
B3GAT1	-0.58925
SUSD2	2.12966666666667
OAZ2	0.364166666666667
NOC4L	-0.42225
C10orf12	-0.57775
FADS1	-2.49533333333333
LOC144097	-0.074
DKK2	0.340833333333333
KIAA1949	0.457
RHOT1	-0.0416
OXT	1.47166666666667
GPR153	-1.65525
ARL4A	-1.24333333333333
SAAL1	-2.205
CCDC64	-0.34
USE1	0.357833333333333
HNMT	-0.6365
PCGF3	0.9618125
CYP2C19	0.51075
C20orf4	0.041
CCDC11	-0.79775
ACSBG2	-0.28225
RWDD2A	0.026
PALLD	2.99175
CPLX4	-1.5035
LOC492311	0.635
KPNA2	-1.10366666666667
