Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
GTF2E1	0.96275
RY1	-0.448666666666667
ATAD2B	0.15775
ARHGAP17	-0.1265
KCNIP3	-0.9125
SFPQ	-0.154625
GFRA4	0.658
AKR1B10	-4.340875
TIGD6	0.293
RGS16	2.128
URB1	-0.291166666666667
OR4C46	0.334
TOP3B	-1.08625
NFATC4	0.914
CA14	-4.32375
BMPR1A	0.43
SNRP70	-1.067625
PRL	-0.0275833333333333
C6orf130	-0.4405
STAG2	-0.117
CD55	-0.185714285714286
RPS23	0.3255
SSX2	-1.62283333333333
FDPSL2A	-0.568
FBXO27	0.253
SYNGR3	-0.6035
TMSL3	2.08
EML1	-0.877
NUP93	-0.7025
SMAD3	0.5411
KIAA1189	0.636
HNRPUL2	0.100166666666667
TBC1D12	0.3295
C16orf24	0.91075
MRVI1	1.9805
ZNF581	-0.1825
ELOVL3	0.1505
OR51Q1	-0.2245
CACNB3	0.956666666666667
GALNT13	-1.66214285714286
C10orf84	0.9316875
NEDD4	-0.1602
SPO11	0.8855
OR5AU1	0.3145
NEK4	-0.404357142857143
PRKAR2A	-0.766333333333333
IHPK1	-0.515333333333333
ATP6V0B	0.21175
CACNA1E	1.057
CEACAM8	-0.214333333333333
PEX14	-0.011
FLJ12993	1.7635
ZBTB38	-0.039
PCTK2	1.30316666666667
LRRC16	0.6609
FBLIM1	0.98325
FYCO1	0.646
RP5-1022P6.2	-0.875
CMTM1	0.575666666666667
PLTP	0.204666666666667
RAPH1	1.049875
DOCK8	1.7605
EZH2	-1.52786666666667
SLC25A1	-0.005
PLEKHB1	0.4927
GRB7	1.9224
ZFP37	0.06625
MRPL33	-0.22125
PELO	-0.602
ARMC1	0.432727272727273
C9orf27	0.24475
FLJ25778	0.402
C9orf37	-1.24266666666667
TMEM66	0.91625
SPRN	0.128
HBEGF	0.164375
PI4KA	-0.7605
LEPRE1	-0.02925
POU2AF1	-2.613625
MRPL12	0.583166666666667
REP15	-0.139
ZC3H3	1.27125
RASAL1	-1.933
DDAH1	1.230125
ACBD5	1.0695
TMC2	0.3905
CCDC137	0.40025
SAMD13	2.66833333333333
UGT2B15	-3.31283333333333
TIPARP	-0.044
DNASE1L3	1.2935
TRIM72	0.0568333333333333
DBX2	2.56375
IPO8	0.18275
C21orf88	-0.5794
MAP3K14	0.59975
LOC51233	1.041
GGTLA4	-0.54075
PDE6D	-0.09725
ZNF117	-0.45225
CLK2	-1.167375
NKRF	-0.33775
TNFSF15	0.113
DUSP2	0.458375
SECISBP2	0.0827
GABRR2	-0.0695
PPAP2C	2.30125
LOC51145	0.049
PAG1	0.553875
PIK3C3	0.0425
GNG10	1.15
APOL4	0.857
ANKRD28	-0.33175
STMN3	0.19
RAB14	1.6377
CDK2AP2	-0.6375
HDDC3	0.159625
COMMD7	0.188125
CXXC1	-0.463
HMCN1	0.106833333333333
CD40	0.96925
DYNC1LI2	-0.016125
GDI1	0.394
LOC646938	-0.32525
VSNL1	-1.5295
PIH1D1	-0.133166666666667
RAET1G	-1.241
KRTAP5-9	0.2885
EFTUD2	0.429
ZNF311	-0.593
ATP6V1G3	0.333
OR2W3	-0.51475
SCN4A	0.19125
MED10	-1.263625
FAM135A	-0.1936
ARHGAP4	-1.30975
EHMT2	-0.803375
UFD1L	-0.216
ERMP1	0.45925
MAG1	-0.923166666666667
THAP8	0.766333333333333
HACE1	-0.984666666666667
FAM82C	0.947333333333333
C3orf20	-1.2615
UNC84A	-0.226833333333333
SCD5	0.5475
LASS6	1.813875
LSG1	0.786916666666667
MAL	-5.04325
GPR22	-0.2205
WDR5B	0.8435
ACTRT1	0.2055
C17orf60	-0.302
GRIN2C	1.0971
ARMC8	0.715166666666667
SLC47A1	-2.23816666666667
DMPK	-0.40275
DHRS13	-0.8845
SMC1A	-1.06933333333333
KRTAP17-1	0.6475
SMYD5	-0.395
TUSC2	0.19925
CRHR2	0.1545
KIR3DL2	0.0275
CCDC104	0.37325
ATP2C1	0.27075
CROT	2.4805
PABPC3	1.0315
EGR1	0.655
THSD1	1.0625
KHK	-0.74125
SLC12A2	0.5759375
CD58	-1.22175
STOX2	-0.427
CCDC76	-0.6603
CCDC48	4.529
DNAH1	-0.533166666666667
ZIC4	-0.124
OR1G1	0.177
PSMC6	0.4565
PROKR1	0.1545
ABCB1	0.43875
TRAT1	-0.902
LLGL1	-0.0985
MTF1	0.90675
USP54	0.410875
PAGE2B	-1.969
ITGB7	-3.6605
CCDC81	-0.249
LOC149837	0.1015
SCUBE1	-0.203
ZSCAN10	1.038
HUWE1	0.165428571428571
CDH17	0.711
CD180	-0.0515
IL17A	-0.05575
TMPO	-0.39475
KIAA1524	-1.01116666666667
HDGFRP3	0.600166666666667
OXCT1	-1.19
RRAS2	-2.309
LTBP2	3.0415
SV2B	1.86316666666667
CYP2A6	2.77275
PKD1L2	-1.116
PPM1M	0.16
FLJ22662	1.8985
ZNF502	1.046
GP6	-0.7435
CRYBA2	0.07375
LEF1	-0.7777
CTPS	-2.24285714285714
EYA1	-3.15383333333333
EPS8L1	1.2805
MAPK14	-0.51575
SERPINB2	-4.970625
GTF2F2	-0.658833333333333
ZNHIT4	0.2105
PLA1A	1.341
C20orf114	2.58625
HPR	-3.7575
C18orf2	-2.57333333333333
SATB2	-1.76575
KCNJ9	0.226142857142857
MGC157906	0.247
MOCS3	0.58625
C17orf71	1.003
PPHLN1	0.12
HIST1H2BN	-0.1135
RAPGEF1	-0.193375
MAP3K8	0.16975
DLG4	0.1395
STC1	2.771
CDGAP	1.61025
DDX26B	-1.84925
LOC150223	-0.899
CPSF3	-0.970166666666667
TMEM14A	-0.18275
MYH3	-2.4135
GPKOW	-0.04725
SULT1A1	0.453166666666667
SPON1	3.6331
YY1AP1	-0.522
RAB23	0.46325
PLA2G4A	-3.7525
MAPRE3	0.20675
ZNF516	-0.218
GGPS1	-0.26075
EXOC3L2	-0.217
C19orf42	0.8498
MAP2K2	-0.192333333333333
HIST1H2BB	0.66275
RNF19B	1.08766666666667
C6orf128	-0.653166666666667
TLR8	2.05075
PCDHA9	-0.0985
CARS2	-1.199375
CLUL1	2.25716666666667
RHAG	-4.06483333333333
UNK	0.297
EXOC8	0.6654
C9orf95	0.34375
C14orf143	-0.784833333333333
MAML3	0.06025
LDHA	-2.35625
MRPL20	-0.1765
KLHDC6	0.581833333333333
ATP5S	0.3545
C8orf55	2.0735
PHF19	-1.406125
KRTAP13-4	0.2845
TTC5	0.2045
XKR5	-0.45225
SILV	-4.66083333333333
TEX28	-0.2285
TCTN1	0.9525
CX40.1	-0.16925
PPP2R5C	-0.252375
C12orf30	-1.282
CAPG	2.234
MPZL1	0.5187
ARSB	-1.34716666666667
TDH	-3.00475
WASF4	1.04675
TSSK3	-0.873666666666667
7A5	-0.212
CRISPLD1	2.751
MAD1L1	-0.241166666666667
SPIN4	-0.243666666666667
AMPD1	-1.0975
DPYSL5	0.099
INPP1	0.316333333333333
ANKRD11	-1.14044444444444
NPAS4	0.125125
GCET2	-0.1683
RNASE9	0.033
GUCY2D	0.235333333333333
CCDC98	0.205
FGF4	-0.481125
CPM	-0.472
SLC26A4	-1.36566666666667
PLD5	0.61275
FAM59A	0.5754
FBXO5	-1.55466666666667
SIPA1L1	0.122875
DPYS	0.78025
ATG4D	0.67525
TGM3	-0.2305
MTCH1	-0.166
HK1	-0.00564285714285714
CDC26	0.49025
GALNT12	-2.69466666666667
LOC339229	0.777
MRPL35	-0.56475
ORC4L	-0.147
TNKS	-0.128285714285714
C2orf24	0.3795
ZNF553	0.220666666666667
GGTLA1	3.7174
ZNF497	0.4295
CDY1B	0.613
SLC30A4	0.654375
TUB	-0.93475
ARHGEF18	0.142
ARRB1	1.1735
KCNK1	2.106125
EREG	-2.5238
SCAMP5	0.24725
RUNDC3B	3.2505
ADAMTS20	0.2395
IL17RB	-0.984375
FLJ20323	-0.70925
MCAM	0.75825
POLR3E	-1.76541666666667
AQR	0.657833333333333
IPMK	-0.2055
CDCA7	-4.92025
CAMP	1.548
GRHL3	0.26875
ADAMTSL2	1.63683333333333
CLMN	1.84316666666667
SSTR3	1.314
MAGEA5	-2.15683333333333
OVOL2	3.63025
JMJD1B	-0.0015
RBL2	0.0454
PYGO2	0.73575
PPP1R10	0.654333333333333
CSE1L	-0.665333333333333
LCA5	1.18625
RDH16	2.175
ASRGL1	-1.84125
TOM1	-0.0333333333333333
PTX3	-4.7985
TTC15	-0.14375
SCGB3A1	3.63016666666667
MRPL50	-0.374
RCAN3	0.103375
SLC26A11	1.52675
STYX	0.267
CINP	-0.3975
MARCH7	-0.02075
PFKM	-0.911666666666667
SGMS1	1.1425
RIOK3	-0.143
C1orf110	0.339
CES7	-0.13075
LOC440248	-2.18025
PPP1R12C	0.13575
C10orf27	0.1115
ATG9A	-0.4165
MRPS26	0.27875
TMEM40	0.1955
ELP3	0.0963
ZNF787	0.767
HIAT1	0.622
C8orf34	0.639833333333333
MGC4655	-0.1166
PELI1	0.617
PPT1	0.0638
SLC35C2	-0.231666666666667
C6orf125	-0.4325
MUC4	-1.109
RFC4	-2.22
GNB2	-0.5315
NUP50	-0.429642857142857
SULT4A1	-1.64
C7	1.56375
CCDC130	-0.4115
ARRDC4	0.19225
RQCD1	-0.49225
GLYCTK	-0.84525
AYTL2	-1.53690909090909
MTUS1	0.9771
LEMD3	0.510666666666667
PLEKHF2	1.86075
HOXA7	0.2375
GTF3C2	-1.431
DYNLRB2	1.412
CNOT10	-0.38575
MR1	0.6335
FFAR1	-0.00825000000000001
PRIC285	0.285
SLITRK6	7.116
LIX1	-2.0691
UBE1L2	-0.322333333333333
F8	0.411625
ACHE	0.104333333333333
KPNA5	-0.21975
TNFRSF12A	-0.450666666666667
EGR3	1.2325
SERPIND1	-3.30966666666667
OASL	2.41425
IFRD1	-2.418625
WDFY1	-0.0766666666666667
ZNF267	0.20425
ACCN5	-0.0185
ZBTB6	0.856
PPP1R3A	0.496
PRRT3	2.249
FBXL19	-0.731
TXNIP	1.02235714285714
ACTN2	-1.93625
ATG9B	0.0761249999999999
C9orf117	1.014125
IL27	-1.371
RPL36AL	0.542666666666667
KLK15	-0.16575
CHAD	1.3385
RAP2B	0.1356
HEBP2	1.48025
ZNF342	0.5775
CAMK2G	-0.174666666666667
TLR3	0.59925
FGF14	-0.00725000000000001
HMGB2	-0.96325
TRPM5	-0.166333333333333
OR5M11	0.3465
KIF3B	0.423105263157895
PRICKLE2	0.46775
MTMR9	0.1025
C3orf27	0.083
GLRA3	4.05283333333333
NSDHL	-0.550166666666667
TMEM32	-0.4585
POLR2D	-0.797583333333333
MYADML	0.47
C9orf114	-0.149
MRGPRX1	-0.116
TOPORS	0.7645
CLDN19	-0.81125
C1QL4	0.1435
RNF165	-0.325
DHRS9	-0.736
DNAH2	-0.474
FXR1	-1.02466666666667
ZMYM3	-1.152125
CASP3	-0.0841666666666667
FAM120C	-0.374875
SCLY	-0.98775
CA7	0.1105
ENTPD5	-0.415166666666667
ZNF461	-0.038125
PDIA5	-0.375
C1orf19	-0.2665
TMEM67	0.391
KCTD20	-0.729
WDR47	0.964
FLJ38723	1.961
KLRF1	0.553166666666667
TAS2R16	0.6185
CLDN12	0.06525
PRKCE	0.12275
UBXD4	-1.01975
ITGAM	2.40216666666667
GLT8D3	-0.0175
WDR31	0.3787
RGS2	0.783
OR51L1	0.255
MST1R	-2.02075
KIAA1737	1.30575
OR4A5	0.6345
GLIS1	-0.612
PTMA	0.291928571428571
NAPA	0.90625
PRDM11	0.28325
LIPF	-0.4745
DIRAS3	0.2045
ASGR2	-4.139125
C1QTNF4	1.62525
PIK3R4	0.111666666666667
ARMC3	1.08725
NDUFV3	-0.949583333333333
BTBD3	-0.806666666666667
PPP1R2	1.06741666666667
UBE2NL	1.01875
FOSL2	1.11792857142857
FAM119A	-0.667166666666667
TUBA4A	-1.0247
KRTAP12-1	-0.02975
SFRS2	-0.4775
RHPN1	0.9652
EEF2	-0.963333333333333
ZDHHC11	-1.59483333333333
EPHA3	-1.6039
RBM12	0.204
H2AFJ	1.29525
EDIL3	3.105
KIF26A	-0.71975
SERGEF	-0.32875
B3GALT4	2.7535
LOC90925	0.0253333333333333
OSCAR	0.27
NPFF	-0.586
DEDD	0.0615
TMEM155	-0.487875
PTPN1	1.2065
SCYL2	0.7645
SKAP1	3.94125
LEAP2	-3.739
GADD45G	1.5947
IFITM3	0.768375
PILRB	-2.53533333333333
SLU7	-0.234125
DSC3	1.0515
DNMT3L	-1.4965
PAPD5	-0.147875
B3GNT3	-0.428166666666667
LHCGR	0.7975
MSL-1	1.00025
UBE2S	-1.029875
SAP130	-0.47825
ANAPC11	1.382
MAGED4B	-0.4705
ATP6V1B2	0.2645
C14orf179	1.096625
CAPZA1	0.29
CDYL2	-0.978
GLRX3	-1.2345
LOC136288	-1.21275
MOBKL1A	-0.0125
HTR2B	3.51825
CRYGD	-0.199833333333333
NUS1	-0.170333333333333
PGRMC1	0.2785
MYOM2	0.14
FLJ39653	-2.06216666666667
CHM	0.2281
OR5M8	0.381
ZNF619	-0.162
FAM105A	0.989
CCNL1	-1.523375
NAP1L3	0.394
C10orf57	1.11733333333333
B3GALNT1	1.40016666666667
CSN1S2A	0.191
TCP10L	-1.04475
GDAP2	0.421
DMKN	-1.27133333333333
COX6B1	0.31275
DNASE2	0.690166666666667
MSH5	-2.39125
LGMN	0.28425
USP31	0.3156
OR13C8	0.7015
SDCBP	0.00599999999999997
NUDT11	-1.82283333333333
PYGL	-0.495833333333333
SNPH	-0.334666666666667
B3GNT4	-0.103
MIZF	-0.4154
NUBPL	0.75375
NOD1	-0.0183333333333333
CDH22	0.286375
NUBP1	0.1115
DSCAM	-1.9115
DGKI	1.063
FAM136A	-0.95625
AKAP1	1.4215
SLC16A6	2.87575
RIN3	0.67
PSG2	1.69025
DIP2B	0.322666666666667
PSORS1C1	0.0623
KIAA0495	-1.5185
FLJ90709	-0.3255
LPA	-0.584666666666667
PIGA	-0.447333333333333
LY75	2.084
UTS2	-5.6665
RREB1	-0.44
GALNACT-2	0.4252
MGC3196	0.25425
FLJ31568	0.197
LPHN1	-0.582375
SP1	0.47025
TOX4	0.3015
HSPA9	-0.5118
APOBEC1	1.47
SLC35E4	-1.4395
LSM5	-1.17025
SURF1	0.3505
ZBTB1	0.0351666666666667
GTF2F1	0.08725
RPS15A	-0.0373571428571429
DUSP21	-0.605166666666667
GINS4	-2.91133333333333
MYO15A	-0.972
GIMAP7	3.4645
MGC13379	0.87375
ATP6V1E2	-0.943166666666667
UTP3	0.1215
HNRPA3	-0.552625
MT4	-0.965
C14orf155	0.689
U1SNRNPBP	0.55525
CKLF	-0.485
PLEKHN1	0.0886666666666667
MBNL1	0.149166666666667
NUP160	-1.22775
ACSM2A	-1.67325
LOC129881	-0.3575
KIAA1529	-0.072
FLJ22639	-2.491
HAND1	-1.541
GSX1	0.495
FGA	-3.8086
SERPINB1	-0.0485
ZNF642	0.55725
IGFBP1	-8.272875
SLC1A1	3.13075
DHX57	-0.16025
ZNF766	-0.0595
PTPN21	0.6255
GDPD3	1.29333333333333
PNPLA5	0.1015
TBR1	-0.054
FAM116A	-0.30325
IQGAP1	0.666375
FOS	0.4815
ZNF226	0.245125
FIGNL1	-0.269166666666667
C14orf1	-0.0293333333333333
ZMYND17	-0.0375
PUS7	-1.52883333333333
TUBB6	-0.657375
KCNQ2	-1.3135
MARCH6	-0.734583333333333
CCDC33	0.3595
PRODH	-1.89725
RBM11	2.9905
EPHA6	0.423714285714286
SLC43A1	-0.641
LOC196541	0.01225
NTN1	0.511333333333333
ING4	0.0125
PCDHB10	1.53825
DPH2	-0.898333333333333
SPACA4	0.281
FBXL21	-4.774
DIAPH1	-0.58
ZNF71	1.03916666666667
CEP76	-0.461
CORO1A	-0.22775
RRM2	-1.70925
EDG4	0.92775
OS9	0.344
SLC4A1AP	-0.07525
COG5	-1.1055
COPS8	-0.192
NGLY1	-1.1215
NCBP2	0.436125
C17orf42	-0.100666666666667
GPSM3	0.678625
SIL1	0.658333333333333
ASB6	0.21375
SMAD5OS	-0.310666666666667
UNC93A	-3.465
A1BG	0.391833333333333
C21orf62	0.157
FMO5	-0.777333333333333
ATRIP	-0.00583333333333333
CEBPG	-0.1565
C7orf38	-0.61
TNFRSF1B	0.784
CLEC1A	1.402
IQSEC1	0.2855
PATZ1	0.7404
RBM22	0.69425
BAG2	-1.9895
PAQR5	-0.643833333333333
C9orf127	1.1434
THNSL1	-1.08
SHROOM3	2.203
JAM2	2.121
SNRPN	-2.23475
ALX4	-0.446
CACNA1S	0.4635
FAM130A1	0.63675
CORIN	2.262
CD300LB	0.977
PLEKHG6	0.357
LRRC40	-0.9795
PCLKC	-1.46325
PCDHB16	1.46583333333333
WNT2B	0.9065
ASNS	-3.04022222222222
MRPL49	0.13525
FLJ46111	0.35725
ISG20	-0.425875
SMU1	0.3585
CASZ1	0.1325
POLR1D	0.028
GIN1	-0.638
SNAG1	0.0445
ANKRD29	-0.8535
CDKN2AIP	-0.70875
KRR1	1.0615
CXCL1	-3.52266666666667
EPM2A	-0.6203
PC	-0.8055
DEFB127	0.78
PDZRN4	0.769166666666667
FAH	-1.01725
OR51E1	3.3865
CDC2L6	-0.0891666666666667
DNTTIP1	0.079
PAX8	-1.057
TMEM116	-0.5545
C1orf150	0.5065
PRO2012	0.392
MRPL40	-0.436166666666667
BEX1	0.0184
SLC2A4	-1.02516666666667
PKMYT1	-1.2815
FEZF2	-0.291166666666667
SLC26A9	-1.19575
MAP2	0.131083333333333
LYL1	-0.7065
SLC25A19	-0.145
NOS3	1.004
ZNF34	1.66266666666667
TMPRSS11F	-0.587
FAM43A	0.74
FCRL4	-0.2465
KLF14	0.383
FLRT2	0.0416666666666667
WRN	-1.143
SDF2	0.8093
KRT8P12	0.30275
C6orf195	-0.468
C9orf125	-0.796666666666667
DZIP3	0.255625
RIT1	0.617583333333333
SCML1	-2.46233333333333
RHBDF2	1.004375
OR2G3	0.9605
REXO1L1	0.194
MAP3K7IP3	-0.575375
C3orf57	-2.61875
FBXW11	-1.00166666666667
ETAA1	-0.2825
C14orf131	-0.5897
AKT1S1	-0.5505
SLC12A5	-0.434875
C9orf164	1.28475
NRIP3	0.369
NOS1AP	-0.147
TMEM121	2.0265
SAP30BP	0.7953
DGCR6	0.92825
WDR76	-1.41675
FAM82B	0.619166666666667
LOC606495	-0.7015
MAP9	2.81408333333333
BCDIN3D	0.9445
CXorf36	3.724
DSCR3	-0.3978
ZFAND3	0.4105
C7orf43	0.00633333333333336
SPSB3	0.0667
C19orf19	0.4325
FAM133A	-2.238875
C12orf25	0.3435
SLC39A3	-0.081625
DISP2	-0.27475
PI4KAP2	-2.12
MKRN3	-2.63883333333333
ADAMTS13	-0.46675
CBLN3	0.6531
TTYH1	-0.747
C3orf18	0.812
FLJ13236	-1.06725
ZMYND12	0.77675
C18orf25	0.600625
GLB1L3	-1.562
ATP13A5	0.555
RANBP10	-0.303
CD96	-0.7445
DENND1C	-0.06175
RBMS3	1.5817
SLC41A3	0.818333333333333
DGCR6L	0.60425
TMEM128	-0.1765
CSNK1G3	-0.134
MOBKL2C	0.976875
TSPAN6	-0.819875
MATN2	-0.9578
MSL2L1	0.479166666666667
ST6GALNAC2	0.645833333333333
FGFBP2	-0.487625
FGL1	-6.5435
MPP3	0.492833333333333
ARHGEF6	0.983833333333333
TGFBR2	0.916125
ACMSD	-0.59525
IL33	4.43825
C9orf5	0.306833333333333
DEAF1	-0.2679
AMN	0.156
DEFA6	-0.139
RNF212	0.92475
METT5D1	-0.227166666666667
CIB1	1.1864
TSSK1B	0.23275
KIAA1727	1.50675
ZNF680	-0.00345454545454545
LOC399900	-1.826
LOC152217	0.5265
CTNNAL1	-2.603
CIT	-1.57141666666667
TLE6	1.19875
ZNF607	0.0565
HERC4	-1.05
DRAP1	-0.3173
PEMT	-1.10525
C10orf111	-0.965
ZNF575	1.13425
KCTD7	-0.50575
MYO1F	0.623625
LOC285382	1.5475
RAB11A	0.9651
PLCD3	-0.16825
C15orf28	-0.44025
PTBP2	-0.4785
CTB-1048E9.5	-0.520625
C19orf60	0.437666666666667
C7orf25	0.1805
SETD7	1.06125
HOXB9	-3.8905
VANGL1	0.5935
CHAF1B	-1.73
NDUFA3	0.33175
KIAA1328	-0.191833333333333
SHARPIN	1.0995
TTC23	-0.22675
UGP2	0.0938333333333333
ANKIB1	-0.2518
CIRBP	1.63014285714286
SEC14L4	-2.03466666666667
OVCH1	0.243166666666667
VPS52	-0.54325
FAT	-0.88975
M6PRBP1	-0.18625
GPRIN3	0.3095
PPM1F	0.350333333333333
TSR1	-1.2985
CCDC85A	2.81425
PCSK5	2.059
ZFHX3	0.319
HEMK1	-1.3641
PGBD2	-0.52125
RSRC2	-0.254166666666667
AURKC	-0.791333333333333
SCRIB	1.13025
ORM2	-4.57883333333333
FAM115A	0.6333
FZD6	2.002125
UNC119	0.182166666666667
GPX3	-1.2722
NOV	0.068875
CABC1	-0.203375
CDC42SE2	-0.1625
EIF2S2	-0.6982
RNF130	0.915875
CKAP5	-0.74
RP11-413M3.2	1.020375
C10orf18	0.574
TMEM93	-0.544
DYX1C1	0.873
KCNMB2	-1.55475
ANK3	0.82825
KRT5	-0.1833
CDH12	-1.141625
QRSL1	-0.91025
JUB	-1.01075
SHC4	-1.31775
CCL15	1.86516666666667
CCDC22	0.48325
SNX24	0.07725
RARS	-0.443
MORC2	0.43275
FAM48A	-0.8005
MT1H	0.373
PPP1R14C	-2.2515
FOXD1	-1.33907142857143
C1orf213	-3.01025
AMT	-2.303
DSN1	-0.99625
PTPLAD2	1.21975
DIS3L	-0.58375
RASL11A	1.342
GPRC5B	0.253
FRMD7	-0.1075
STRN4	0.178
KITLG	2.88736363636364
HDGF	-0.7475
OR1S1	-0.0845
SETX	0.193
DDR2	0.7825
KCTD12	2.22575
LYZL2	0.65025
WDR52	-1.1645
TMEM2	1.518875
ZNF579	0.889333333333333
LOC200810	0.113
TNFSF9	-2.14625
PPFIA4	-3.4995
CNIH3	1.13133333333333
MAP4K4	-1.11585714285714
ROD1	0.843
ALS2CR12	4.1275
DOCK3	-1.69533333333333
PAQR9	-4.1915
ASB17	0.0774
STX16	-0.82725
FEZ2	0.3855
DLAT	-0.271333333333333
KIF21B	-1.22216666666667
CDC5L	-0.232
TMEM119	1.2685
CRIP3	-1.7305
TPSD1	-0.116666666666667
TEPP	0.43125
GNGT2	1.474
C21orf121	1.303
WNK1	0.324583333333333
FLJ10490	0.9345
OR51B5	-2.2515
LOC203547	-0.8525
HAS1	-1.087
PPA1	-0.041
ST7	0.125
C11orf46	0.2499
POPDC3	-4.48766666666667
ACOX2	-0.536333333333333
ATCAY	-0.357666666666667
TM4SF19	-2.10025
MFSD9	-0.1625
PDHB	-0.8435
ERN1	0.14875
LCE3C	0.285
GPR111	0.655
NOTCH3	2.48283333333333
ADAMTS5	2.83675
B3GALT1	-0.4805
UGCGL1	-0.816666666666667
FAM58A	0.121833333333333
FBXO32	1.6815
CLPP	-0.0795
NXPH1	-1.05925
MTMR3	0.275333333333333
ATP1B3	0.073875
TMEM16A	4.05425
HIST1H3F	0.2425
TRIM25	-0.0183333333333334
SDCBP2	0.9165
CRKL	-0.99575
HOXB2	1.0795
ANP32B	-0.06425
GATM	4.6215
AP4E1	0.078
EDG5	0.48375
CDKN3	-1.0625
CDH4	-2.77975
PGD	-1.46233333333333
RND1	1.039
GAD1	-3.508
MPG	0.244375
LOC440350	-1.2095
ZNF133	-0.72975
SERPINB12	-0.131
AMELY	0.448666666666667
DHX36	-0.204
TNFAIP8L2	2.93933333333333
PHTF2	0.194055555555556
CCDC112	-0.3875
IQCC	-0.77675
HEYL	3.90266666666667
FTSJ2	-0.0406666666666667
APPL1	-0.034
RAB43	0.438428571428572
OR10G2	0.631
WAC	0.410666666666667
ADCY9	0.524375
RUNDC2B	0.240333333333333
PYCRL	2.0688
AGPAT7	-0.307666666666667
SLC22A9	-1.14866666666667
CDKAL1	-0.508
PDYN	-0.390166666666667
C20orf74	-0.57275
MTMR11	0.95925
VAV3	4.21025
DAPL1	-0.1605
STXBP3	0.2975
EIF3G	0.11025
ARHGAP22	-0.6725
NPFFR1	0.818
NPC1	-0.436666666666667
ALDH9A1	0.748666666666667
ZNF600	-0.028625
ZNF678	-0.215166666666667
RASSF1	-0.627
ADD2	-2.493
PITPNB	-0.1845
PKD2L2	0.123
LRP11	0.86325
CDKL1	0.07675
SMEK2	-0.08725
PRODH2	-3.21766666666667
C11orf54	-0.131833333333333
SFRS11	-0.913
IL7	-0.41
ALS2CR16	2.20325
BTG3	-1.12033333333333
PAK2	0.832833333333333
RP11-679B17.1	-0.3075
GATA4	-1.55383333333333
ATP2B1	0.3965
LOC130940	0.749
C1orf172	1.83733333333333
ATF7IP2	-1.48375
SLC25A43	0.299333333333333
CENTG3	0.228
IGF2BP1	-4.3094
FCHSD1	0.128
CAMK2N2	1.43833333333333
ELAVL3	-0.245777777777778
NBPF15	-0.454333333333333
UBE2J2	-0.323916666666667
GNL2	-1.308
PRR3	-0.247
NLF2	1.18275
OR4F6	-0.7825
KLHL24	0.895666666666667
CCDC88A	-1.7529
SGPP1	0.196166666666667
C10orf11	0.0406666666666667
SLC35B4	-1.52283333333333
UGT3A2	-1.205
ARNT2	0.5346
CBR1	0.840625
ITPR3	-0.574166666666667
TRAPPC6B	0.2934
AMZ1	2.9635
ARP11	0.8085
WDSUB1	0.75075
APBA1	0.159666666666667
RAB2A	0.1101
C6orf162	-0.483375
HPSE2	0.7325
PLCE1	1.57675
INSL3	0.46625
DLG1	-0.1965
PTPLA	-3.30675
PIGX	0.831125
TFIP11	0.0843333333333333
FIBIN	3.3985
POLR2G	-0.282
GRAP2	-1.8414
DNAJB8	0.14325
CNBP	0.393833333333333
WASF1	-1.01925
INPP5E	-1.0561
HSPB1	0.728125
TMEM167	-0.5134
CUBN	0.111
IGF1	3.693125
ITPK1	0.5573
NAALAD2	-0.91475
G3BP1	-0.1254
NT5DC1	0.279875
CYP39A1	-0.773
TMEM139	0.184416666666667
POLK	-0.736888888888889
GLULD1	-1.493
RBM15	-0.957666666666667
AMZ2	0.63375
GDF15	-1.00016666666667
MESDC2	-0.36975
INCA	0.487166666666667
ACY1L2	-2.8435
GZMM	0.1235
PAIP1	0.0825
CACNA2D1	0.53125
STK32C	-0.977166666666667
SH3BP4	0.2225
DEC1	-0.1565
PADI1	0.1495
UBB	0.2111
PON3	-2.0715
PROP1	0.6735
ANKRD13B	0.346
ADCK1	-0.6225
TCF25	-0.281
SLC38A5	-3.5005
CXorf26	0.730666666666667
C19orf39	0.9815
PPP1R13B	0.56725
ARL2	-0.6945
TCL6	0.336916666666667
TOP3A	-0.995
SLC16A14	1.724125
FXYD6	1.99633333333333
HIST1H4E	-0.23025
BBC3	0.544684210526316
UNC5A	0.3655
FAM86C	-1.0809
PI4KB	0.091125
B3GAT1	-3.16225
SUSD2	2.19433333333333
OAZ2	-0.1475
NOC4L	0.117
C10orf12	-0.15775
FADS1	-1.65633333333333
LOC144097	-0.28
DKK2	1.31666666666667
KIAA1949	0.02775
RHOT1	-0.104
OXT	1.258
GPR153	1.1295
ARL4A	-0.766666666666667
SAAL1	-1.36025
CCDC64	-0.809
USE1	-0.83
HNMT	0.0918333333333333
PCGF3	-0.2314375
CYP2C19	0.77375
C20orf4	0.302
CCDC11	0.4845
ACSBG2	0.06075
RWDD2A	0.39675
PALLD	2.892375
CPLX4	1.4275
LOC492311	0.5635
KPNA2	-0.5415
MACROD1	-0.1196
TMCO3	-0.569
C15orf52	-0.58
BIRC5	0.317733333333333
PRR16	0.168833333333333
FAM63B	0.418875
KATNB1	-0.187
WNT8B	0.4385
CPLX3	-0.252
GHR	3.03325
