Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
GTF2E1	0.1775
RY1	-0.6905
ATAD2B	-0.063375
ARHGAP17	-0.1031
KCNIP3	-0.89025
SFPQ	-0.06575
GFRA4	0.384
AKR1B10	-4.03025
TIGD6	1.34616666666667
RGS16	0.58075
URB1	-0.175833333333333
OR4C46	-0.023
TOP3B	-0.7905
NFATC4	1.0365
CA14	-1.54625
BMPR1A	0.526833333333333
SNRP70	-0.417375
PRL	-0.496333333333333
C6orf130	-0.28175
STAG2	0.24575
CD55	-1.30521428571429
RPS23	1.5125
SSX2	-1.3135
FDPSL2A	0.2015
FBXO27	0.628375
SYNGR3	-0.656
TMSL3	0.948
EML1	-1.064
NUP93	-1.00691666666667
SMAD3	-0.2485
KIAA1189	0.752166666666667
HNRPUL2	0.0675
TBC1D12	1.11816666666667
C16orf24	1.00625
MRVI1	1.77866666666667
ZNF581	-0.397666666666667
ELOVL3	-0.352
OR51Q1	-0.0495
CACNB3	1.91383333333333
GALNT13	-1.142
C10orf84	0.7789375
NEDD4	0.0548
SPO11	0.406
OR5AU1	-0.311
NEK4	0.201142857142857
PRKAR2A	-0.336833333333333
IHPK1	-0.1695
ATP6V0B	0.3395
CACNA1E	1.129
CEACAM8	-0.0412
PEX14	0.024
FLJ12993	-0.7815
ZBTB38	0.550666666666667
PCTK2	0.734333333333333
LRRC16	0.5886
FBLIM1	1.58025
FYCO1	1.3415
RP5-1022P6.2	-0.299666666666667
CMTM1	0.417833333333333
PLTP	-0.273
RAPH1	0.954125
DOCK8	1.432625
EZH2	-1.5652
SLC25A1	-0.490166666666667
PLEKHB1	0.326
GRB7	0.9608
ZFP37	1.13925
MRPL33	-0.4015
PELO	-0.581
ARMC1	-0.213727272727273
C9orf27	0.037875
FLJ25778	0.326
C9orf37	-1.08866666666667
TMEM66	1.492
SPRN	-0.202875
HBEGF	-0.193
PI4KA	-0.394
LEPRE1	-0.34175
POU2AF1	-1.87725
MRPL12	-0.8985
REP15	-0.0545
ZC3H3	0.63425
RASAL1	-0.8615
DDAH1	1.11475
ACBD5	1.020125
TMC2	0.4025
CCDC137	-1.18425
SAMD13	0.260833333333333
UGT2B15	-0.543
TIPARP	-0.4035
DNASE1L3	1.5385
TRIM72	0.162833333333333
DBX2	1.19525
IPO8	0.115
C21orf88	-0.9864
MAP3K14	0.197
LOC51233	0.197166666666667
GGTLA4	0.86
PDE6D	0.13025
ZNF117	0.39075
CLK2	0.0165
NKRF	-0.774
TNFSF15	1.0489
DUSP2	-0.53375
SECISBP2	-0.3431
GABRR2	-0.1225
PPAP2C	1.002
LOC51145	0.4065
PAG1	-0.857125
PIK3C3	-0.08175
GNG10	-0.0655
APOL4	0.487333333333333
ANKRD28	-0.53975
STMN3	-0.3995
RAB14	0.9731
CDK2AP2	-0.26725
HDDC3	-0.022
COMMD7	0.602875
CXXC1	-0.28325
HMCN1	0.1725
CD40	0.39725
DYNC1LI2	-0.199
GDI1	0.1025
LOC646938	-0.0815
VSNL1	-0.507
PIH1D1	-0.222333333333333
RAET1G	0.017
KRTAP5-9	-0.33
EFTUD2	-0.54175
ZNF311	0.853666666666667
ATP6V1G3	0.1
OR2W3	1.1595
SCN4A	0.47575
MED10	-0.896125
FAM135A	-0.8948
ARHGAP4	-1.5525
EHMT2	-0.60075
UFD1L	-0.6625
ERMP1	0.5125
MAG1	-0.8815
THAP8	0.322666666666667
HACE1	-0.8735
FAM82C	0.416833333333333
C3orf20	-0.201
UNC84A	-0.5525
SCD5	-0.337928571428571
LASS6	2.02825
LSG1	0.04025
MAL	-4.9575
GPR22	-0.518
WDR5B	0.60175
ACTRT1	-0.127
C17orf60	-0.139333333333333
GRIN2C	0.1149
ARMC8	-0.424166666666667
SLC47A1	-1.7185
DMPK	-0.0875
DHRS13	-0.335333333333333
SMC1A	-0.508333333333333
KRTAP17-1	1.27075
SMYD5	-0.33575
TUSC2	0.531
CRHR2	0.529
KIR3DL2	0.0315
CCDC104	0.332
ATP2C1	0.589375
CROT	1.504
PABPC3	0.1805
EGR1	1.284
THSD1	0.35875
KHK	-0.8105
SLC12A2	1.43
CD58	-1.1305
STOX2	-0.0625
CCDC76	-0.9641
CCDC48	5.17125
DNAH1	-0.144166666666667
ZIC4	-0.00825000000000001
OR1G1	0.083
PSMC6	-0.652166666666667
PROKR1	0.3045
ABCB1	0.438625
TRAT1	-1.02775
LLGL1	0.3585
MTF1	0.8785
USP54	0.97975
PAGE2B	-1.405
ITGB7	-3.1835
CCDC81	-0.6445
LOC149837	0.3795
SCUBE1	1.885
ZSCAN10	0.803
HUWE1	0.143428571428571
CDH17	0.488
CD180	-0.223
IL17A	0.18125
TMPO	-1.155375
KIAA1524	-1.4015
HDGFRP3	0.483833333333333
OXCT1	-1.27854545454545
RRAS2	-1.62533333333333
LTBP2	2.9458125
SV2B	1.53416666666667
CYP2A6	0.105
PKD1L2	-0.936666666666667
PPM1M	0.81925
FLJ22662	1.72433333333333
ZNF502	1.769
GP6	-0.62425
CRYBA2	-1.46325
LEF1	-1.7357
CTPS	-2.16142857142857
EYA1	-2.47666666666667
EPS8L1	1.4305
MAPK14	-0.46625
SERPINB2	-4.930625
GTF2F2	-0.574
ZNHIT4	-0.35
PLA1A	0.799625
C20orf114	4.2945
HPR	-4.3745
C18orf2	-2.83383333333333
SATB2	-2.4325
KCNJ9	0.0704285714285715
MGC157906	0.1605
MOCS3	0.01475
C17orf71	-0.289333333333333
PPHLN1	-0.2139
HIST1H2BN	-0.85
RAPGEF1	-0.837375
MAP3K8	1.1525
DLG4	0.320166666666667
STC1	1.37066666666667
CDGAP	1.53625
DDX26B	-1.20525
LOC150223	-1.58275
CPSF3	-0.754
TMEM14A	0.42125
MYH3	-2.326
GPKOW	-0.1185
SULT1A1	-0.186666666666667
SPON1	4.0254
YY1AP1	0.450166666666667
RAB23	-0.05125
PLA2G4A	-3.86825
MAPRE3	0.17475
ZNF516	1.28828571428571
GGPS1	1.16075
EXOC3L2	-0.322625
C19orf42	0.5413
MAP2K2	-0.120666666666667
HIST1H2BB	-0.63425
RNF19B	1.24083333333333
C6orf128	0.1765
TLR8	2.3795
PCDHA9	-0.321
CARS2	-0.220875
CLUL1	3.34866666666667
RHAG	-3.85666666666667
UNK	-0.118
EXOC8	0.8395
C9orf95	0.7155
C14orf143	0.518666666666667
MAML3	0.33975
LDHA	-2.1705
MRPL20	-0.014125
KLHDC6	0.934666666666667
ATP5S	-0.388
C8orf55	0.37875
PHF19	-1.847375
KRTAP13-4	0.165
TTC5	0.221
XKR5	-0.3075
SILV	-4.2515
TEX28	-0.503
TCTN1	0.72625
CX40.1	0.28375
PPP2R5C	-0.080875
C12orf30	-1.57133333333333
CAPG	1.79225
MPZL1	1.4158
ARSB	-1.09183333333333
TDH	-1.895
WASF4	0.85375
TSSK3	-0.288
7A5	0.3635
CRISPLD1	2.393625
MAD1L1	-0.3325
SPIN4	-0.640833333333333
AMPD1	2.01925
DPYSL5	-0.7945
INPP1	0.100666666666667
ANKRD11	-0.958777777777778
NPAS4	-0.06575
GCET2	0.8426
RNASE9	0.517
GUCY2D	0.025
CCDC98	0.456
FGF4	-0.42475
CPM	-1.47733333333333
SLC26A4	-1.21233333333333
PLD5	1.46775
FAM59A	1.1811
FBXO5	-2.41877777777778
SIPA1L1	0.47825
DPYS	1.00975
ATG4D	-0.0725
TGM3	1.8205
MTCH1	-0.09
HK1	-0.0142857142857143
CDC26	-0.05825
GALNT12	-3.30883333333333
LOC339229	-0.12075
MRPL35	-0.5475
ORC4L	0.072
TNKS	0.475857142857143
C2orf24	0.455666666666667
ZNF553	0.8595
GGTLA1	2.7867
ZNF497	0.02375
CDY1B	-0.11775
SLC30A4	0.52625
TUB	0.0755
ARHGEF18	0.6695
ARRB1	0.61225
KCNK1	-1.755625
EREG	-3.0081
SCAMP5	-0.27
RUNDC3B	2.265
ADAMTS20	0.05225
IL17RB	1.309875
FLJ20323	-0.5635
MCAM	-0.08525
POLR3E	-1.81816666666667
AQR	0.5525
IPMK	0.6515
CDCA7	-4.6285
CAMP	2.912
GRHL3	0.1415
ADAMTSL2	1.0265
CLMN	2.28583333333333
SSTR3	0.253
MAGEA5	-2.39283333333333
OVOL2	4.1545
JMJD1B	0.311
RBL2	-0.0341
PYGO2	1.1085
PPP1R10	1.072
CSE1L	-0.976666666666667
LCA5	1.24125
RDH16	-0.1495
ASRGL1	-2.452125
TOM1	0.120166666666667
PTX3	-5.358
TTC15	0.64975
SCGB3A1	3.9565
MRPL50	-0.98175
RCAN3	1.4705
SLC26A11	0.944
STYX	-0.128166666666667
CINP	-0.13125
MARCH7	0.24825
PFKM	-0.002
SGMS1	-0.0151666666666667
RIOK3	-0.3184
C1orf110	0.6695
CES7	-0.148375
LOC440248	-2.39275
PPP1R12C	-0.15075
C10orf27	0.703
ATG9A	-0.67425
MRPS26	0.421
TMEM40	0.26275
ELP3	0.6339
ZNF787	0.4248
HIAT1	0.4925
C8orf34	0.696666666666667
MGC4655	0.4219
PELI1	0.638833333333333
PPT1	0.395
SLC35C2	-0.235833333333333
C6orf125	-0.29675
MUC4	-1.534
RFC4	-2.13685714285714
GNB2	0.2355
NUP50	-0.195142857142857
SULT4A1	-1.35316666666667
C7	2.96325
CCDC130	-0.284333333333333
ARRDC4	0.4495
RQCD1	-0.941
GLYCTK	-1.15675
AYTL2	-0.0596363636363636
MTUS1	1.805
LEMD3	0.173166666666667
PLEKHF2	1.0465
HOXA7	0.920125
GTF3C2	-0.939
DYNLRB2	2.7975
CNOT10	-0.344
MR1	0.7125
FFAR1	-0.234
PRIC285	0.1375
SLITRK6	5.05075
LIX1	-2.0883
UBE1L2	-0.841666666666667
F8	1.318625
ACHE	0.419833333333333
KPNA5	-0.08525
TNFRSF12A	-0.942833333333333
EGR3	1.94
SERPIND1	-3.5245
OASL	0.36625
IFRD1	-2.360125
WDFY1	0.401
ZNF267	0.1705
ACCN5	-0.2855
ZBTB6	0.438
PPP1R3A	0.739
PRRT3	2.08175
FBXL19	0.188
TXNIP	0.713785714285714
ACTN2	0.17025
ATG9B	-0.619125
C9orf117	1.176125
IL27	-1.28
RPL36AL	-0.175
KLK15	-0.25425
CHAD	2.816
RAP2B	-0.7043
HEBP2	0.25325
ZNF342	0.2925
CAMK2G	-0.5085
TLR3	1.44825
FGF14	1.06025
HMGB2	-0.7625
TRPM5	-0.0733333333333333
OR5M11	0.3775
KIF3B	0.553894736842105
PRICKLE2	1.66875
MTMR9	0.304375
C3orf27	0.4645
GLRA3	0.1175
NSDHL	-0.0726666666666667
TMEM32	-0.37025
POLR2D	-0.841833333333333
MYADML	0.1765
C9orf114	-0.1515
MRGPRX1	0.491
TOPORS	0.69875
CLDN19	1.3415
C1QL4	0.3595
RNF165	0.0385
DHRS9	-0.9595
DNAH2	0.6045
FXR1	-0.433666666666667
ZMYM3	-0.409625
CASP3	-0.142666666666667
FAM120C	-0.445375
SCLY	-1.62375
CA7	0.135
ENTPD5	0.845166666666667
ZNF461	0.09075
PDIA5	0.1785
C1orf19	-0.106833333333333
TMEM67	0.36025
KCTD20	-0.5475
WDR47	0.7685
FLJ38723	-0.5365
KLRF1	0.4375
TAS2R16	0.588
CLDN12	0.6315
PRKCE	1.11625
UBXD4	-0.70225
ITGAM	1.72066666666667
GLT8D3	-0.475875
WDR31	1.3568
RGS2	0.2795
OR51L1	0.2955
MST1R	0.98175
KIAA1737	1.33925
OR4A5	0.4185
GLIS1	-0.950833333333333
PTMA	0.166714285714286
NAPA	0.77
PRDM11	0.06
LIPF	0.0975
DIRAS3	3.335
ASGR2	-4.100125
C1QTNF4	1.4285
PIK3R4	0.412
ARMC3	5.8405
NDUFV3	-0.248416666666667
BTBD3	-0.436333333333333
PPP1R2	0.755833333333333
UBE2NL	0.03525
FOSL2	0.844928571428571
FAM119A	-1.188
TUBA4A	-0.2607
KRTAP12-1	0.03125
SFRS2	-0.8725
RHPN1	-0.4103
EEF2	-0.108
ZDHHC11	-1.80883333333333
EPHA3	-1.3999
RBM12	-0.21125
H2AFJ	0.292916666666667
EDIL3	3.5995
KIF26A	-1.17425
SERGEF	-0.1665
B3GALT4	2.22775
LOC90925	0.464833333333333
OSCAR	-0.650375
NPFF	-0.813875
DEDD	0.47675
TMEM155	0.190375
PTPN1	-0.06925
SCYL2	0.138333333333333
SKAP1	2.87275
LEAP2	-2.0925
GADD45G	1.9679
IFITM3	0.945125
PILRB	-2.0495
SLU7	-0.09175
DSC3	2.34475
DNMT3L	-1.32775
PAPD5	0.546875
B3GNT3	-0.460666666666667
LHCGR	0.212
MSL-1	0.39175
UBE2S	-1.666875
SAP130	-0.508
ANAPC11	0.3755
MAGED4B	-0.3555
ATP6V1B2	0.238166666666667
C14orf179	1.187125
CAPZA1	-0.011375
CDYL2	-1.129
GLRX3	-1.12433333333333
LOC136288	-0.65875
MOBKL1A	-0.28575
HTR2B	3.243
CRYGD	-0.125
NUS1	-1.111
PGRMC1	0.633
MYOM2	0.208
FLJ39653	-1.39683333333333
CHM	0.3323
OR5M8	0.286
ZNF619	0.1835
FAM105A	0.552
CCNL1	-1.838625
NAP1L3	0.3775
C10orf57	2.18733333333333
B3GALNT1	0.843666666666667
CSN1S2A	0.3675
TCP10L	0.53
GDAP2	0.352125
DMKN	0.267666666666667
COX6B1	-0.134
DNASE2	0.7975
MSH5	-2.11625
LGMN	-0.491625
USP31	0.4637
OR13C8	0.422
SDCBP	-0.1813
NUDT11	-1.6575
PYGL	-0.8625
SNPH	-0.770666666666667
B3GNT4	-1.2525
MIZF	-0.8623
NUBPL	-0.177625
NOD1	-0.256
CDH22	1.226
NUBP1	0.207333333333333
DSCAM	-3.663
DGKI	0.685
FAM136A	-1.302
AKAP1	0.463333333333333
SLC16A6	0.65
RIN3	0.22125
PSG2	-0.11525
DIP2B	-0.196416666666667
PSORS1C1	-0.6147
KIAA0495	0.015
FLJ90709	-0.507
LPA	-0.409333333333333
PIGA	-0.447166666666667
LY75	2.799
UTS2	-6.51766666666667
RREB1	0.427125
GALNACT-2	0.5258
MGC3196	-1.274
FLJ31568	-0.04675
LPHN1	0.202
SP1	0.8545
TOX4	0.526
HSPA9	-0.4761
APOBEC1	-0.751
SLC35E4	-1.64825
LSM5	-1.2965
SURF1	0.51875
ZBTB1	0.027
GTF2F1	0.319
RPS15A	0.149928571428571
DUSP21	-0.216
GINS4	-2.81166666666667
MYO15A	0.771166666666667
GIMAP7	3.97475
MGC13379	0.349
ATP6V1E2	-0.132666666666667
UTP3	-0.3155
HNRPA3	-0.5666875
MT4	-0.522
C14orf155	0.22275
U1SNRNPBP	-0.1035
CKLF	-1.057
PLEKHN1	-0.922833333333334
MBNL1	0.03875
NUP160	-1.40125
ACSM2A	-1.5365
LOC129881	1.03925
KIAA1529	-0.56525
FLJ22639	-2.57625
HAND1	-1.701
GSX1	0.3205
FGA	-4.22966666666667
SERPINB1	0.2645
ZNF642	0.78825
IGFBP1	-7.42825
SLC1A1	2.913375
DHX57	-0.1015
ZNF766	1.043
PTPN21	0.523
GDPD3	-2.03316666666667
PNPLA5	0.3955
TBR1	0.175166666666667
FAM116A	0.0025
IQGAP1	1.1245
FOS	0.12375
ZNF226	-0.260375
FIGNL1	-0.391333333333333
C14orf1	0.604166666666667
ZMYND17	-0.49
PUS7	-1.132
TUBB6	-1.10375
KCNQ2	-1.35625
MARCH6	0.0469166666666667
CCDC33	0.547
PRODH	-0.92425
RBM11	1.5575
EPHA6	0.0865
SLC43A1	-1.09675
LOC196541	0.03075
NTN1	1.34683333333333
ING4	0.915
PCDHB10	0.528
DPH2	-0.652166666666667
SPACA4	-0.21325
FBXL21	-4.0925
DIAPH1	-0.565833333333333
ZNF71	0.972166666666667
CEP76	-0.5335
CORO1A	-0.9015
RRM2	-2.896625
EDG4	1.11375
OS9	0.392833333333333
SLC4A1AP	-0.1595
COG5	-0.69725
COPS8	-0.16225
NGLY1	-1.0155
NCBP2	-0.151625
C17orf42	-0.525666666666667
GPSM3	0.244
SIL1	0.945833333333333
ASB6	-0.42
SMAD5OS	0.218
UNC93A	-3.35975
A1BG	0.279833333333333
C21orf62	0.387
FMO5	0.626333333333333
ATRIP	0.821333333333333
CEBPG	-0.2205
C7orf38	0.327
TNFRSF1B	0.606666666666667
CLEC1A	1.478
IQSEC1	0.126625
PATZ1	1.4086
RBM22	0.776125
BAG2	-2.1175
PAQR5	-1.69833333333333
C9orf127	0.6911
THNSL1	0.22
SHROOM3	2.5947
JAM2	1.51625
SNRPN	-1.5385
ALX4	0.2015
CACNA1S	0.055
FAM130A1	0.93975
CORIN	2.403
CD300LB	0.5375
PLEKHG6	1.0945
LRRC40	-1.1295
PCLKC	-1.475
PCDHB16	0.684666666666667
WNT2B	0.681333333333333
ASNS	-2.24088888888889
MRPL49	-0.40925
FLJ46111	-0.405
ISG20	-0.038125
SMU1	-0.113333333333333
CASZ1	0.8375
POLR1D	-0.407083333333333
GIN1	-0.4715
SNAG1	0.785
ANKRD29	0.8985
CDKN2AIP	-0.29625
KRR1	0.55075
CXCL1	-3.90316666666667
EPM2A	-0.3279
PC	-0.756333333333333
DEFB127	-0.857
PDZRN4	2.39266666666667
FAH	0.68625
OR51E1	2.458
CDC2L6	-0.158
DNTTIP1	-0.55075
PAX8	-0.59475
TMEM116	-0.268
C1orf150	0.339
PRO2012	0.30325
MRPL40	-0.448333333333333
BEX1	1.3296
SLC2A4	-0.574333333333333
PKMYT1	-1.067
FEZF2	0.0848333333333333
SLC26A9	-1.30725
MAP2	0.215333333333333
LYL1	-1.33025
SLC25A19	-1.33466666666667
NOS3	-0.2565
ZNF34	0.664166666666667
TMPRSS11F	-0.5645
FAM43A	-0.05325
FCRL4	0.441166666666667
KLF14	-0.05425
FLRT2	0.355166666666667
WRN	-0.965
SDF2	0.827
KRT8P12	-0.3295
C6orf195	-0.05
C9orf125	-0.813333333333333
DZIP3	0.47275
RIT1	0.281666666666667
SCML1	-2.73933333333333
RHBDF2	0.337375
OR2G3	0.595
REXO1L1	-0.274
MAP3K7IP3	-0.11475
C3orf57	-5.30275
FBXW11	-0.8095
ETAA1	-0.41575
C14orf131	-0.0173
AKT1S1	0.05225
SLC12A5	-0.926625
C9orf164	1.28875
NRIP3	0.33475
NOS1AP	1.06625
TMEM121	0.993
SAP30BP	-0.1446
DGCR6	0.80725
WDR76	-1.233
FAM82B	-0.443166666666667
LOC606495	-0.3365
MAP9	2.12775
BCDIN3D	0.8735
CXorf36	3.05033333333333
DSCR3	-0.2123
ZFAND3	0.880375
C7orf43	0.272333333333333
SPSB3	0.6826
C19orf19	0.37775
FAM133A	-2.094625
C12orf25	0.332
SLC39A3	-0.38425
DISP2	0.8685
PI4KAP2	-1.776
MKRN3	-2.1665
ADAMTS13	-0.157625
CBLN3	0.3554
TTYH1	0.765666666666667
C3orf18	1.8385
FLJ13236	0.08075
ZMYND12	3.54775
C18orf25	0.4215
GLB1L3	-0.974
ATP13A5	2.1605
RANBP10	-0.24125
CD96	-1.1495
DENND1C	-0.452
RBMS3	1.5969
SLC41A3	0.395333333333333
DGCR6L	0.78725
TMEM128	0.591833333333333
CSNK1G3	0.379357142857143
MOBKL2C	1.0105
TSPAN6	0.503125
MATN2	0.7107
MSL2L1	0.0635
ST6GALNAC2	0.8045
FGFBP2	-0.536125
FGL1	-6.10816666666667
MPP3	-1.17316666666667
ARHGEF6	0.754
TGFBR2	0.78375
ACMSD	1.865
IL33	4.215
C9orf5	0.00299999999999999
DEAF1	0.2592
AMN	0.913
DEFA6	-0.06225
RNF212	-0.77875
METT5D1	0.359166666666667
CIB1	1.2311
TSSK1B	0.504
KIAA1727	2.2575
ZNF680	0.621166666666667
LOC399900	-1.7535
LOC152217	-0.462666666666667
CTNNAL1	-2.9705
CIT	-2.33616666666667
TLE6	2.1915
ZNF607	-0.61575
HERC4	-1.1595
DRAP1	-0.3773
PEMT	-0.87725
C10orf111	-0.202
ZNF575	0.928125
KCTD7	0.073
MYO1F	0.19425
LOC285382	1.56575
RAB11A	0.9028
PLCD3	-0.4035
C15orf28	-0.1515
PTBP2	-1.262875
CTB-1048E9.5	-0.024125
C19orf60	-0.529166666666667
C7orf25	0.146166666666667
SETD7	1.063625
HOXB9	-4.825
VANGL1	0.0971875
CHAF1B	-1.3405
NDUFA3	0.317
KIAA1328	0.569166666666667
SHARPIN	0.383125
TTC23	-0.316375
UGP2	0.193166666666667
ANKIB1	0.3818
CIRBP	1.87585714285714
SEC14L4	-3.28533333333333
OVCH1	-0.49
VPS52	-0.194
FAT	-0.514125
M6PRBP1	0.2405
GPRIN3	1.683
PPM1F	-1.00583333333333
TSR1	-1.08675
CCDC85A	2.05825
PCSK5	2.159
ZFHX3	-0.0505
HEMK1	-0.6516
PGBD2	0.06975
RSRC2	-0.452833333333333
AURKC	-1.27966666666667
SCRIB	0.217125
ORM2	-2.689
FAM115A	1.0437
FZD6	0.52575
UNC119	0.4715
GPX3	-1.3583
NOV	0.114625
CABC1	0.293375
CDC42SE2	0.4254375
EIF2S2	-1.0218
RNF130	0.549375
CKAP5	-0.323333333333333
RP11-413M3.2	0.070625
C10orf18	0.7483
TMEM93	-1.09575
DYX1C1	1.99475
KCNMB2	-1.108875
ANK3	1.78783333333333
KRT5	1.495
CDH12	-0.68775
QRSL1	-0.5485
JUB	-0.2895
SHC4	-1.508125
CCL15	1.7515
CCDC22	-0.08025
SNX24	0.315
RARS	-0.708
MORC2	0.358
FAM48A	-0.06475
MT1H	-1.3195
PPP1R14C	-1.91466666666667
FOXD1	-2.304
C1orf213	-2.367
AMT	-1.9615
DSN1	-1.26575
PTPLAD2	1.765
DIS3L	-0.154
RASL11A	2.026
GPRC5B	0.55
FRMD7	0.494
STRN4	0.0575
KITLG	2.54081818181818
HDGF	0.32975
OR1S1	0.1415
SETX	-0.0533
DDR2	0.279
KCTD12	1.6205
LYZL2	0.1185
WDR52	0.1415
TMEM2	0.7455
ZNF579	0.7355
LOC200810	0.274
TNFSF9	-1.983125
PPFIA4	-3.14675
CNIH3	0.524666666666667
MAP4K4	-0.966071428571429
ROD1	0.0917142857142857
ALS2CR12	-0.654666666666667
DOCK3	-1.5665
PAQR9	-4.53525
ASB17	0.0145
STX16	-1.455625
FEZ2	-0.043
DLAT	-0.903
KIF21B	-1.43683333333333
CDC5L	-0.49125
TMEM119	2.17233333333333
CRIP3	-1.592
TPSD1	0.769833333333333
TEPP	0.452
GNGT2	0.75025
C21orf121	0.2445
WNK1	0.0429166666666667
FLJ10490	0.4011
OR51B5	-2.3655
LOC203547	-0.974375
HAS1	-0.848
PPA1	-0.840833333333333
ST7	0.084875
C11orf46	0.7237
POPDC3	-4.58366666666667
ACOX2	1.89283333333333
ATCAY	-0.30975
TM4SF19	-2.57575
MFSD9	-0.534
PDHB	-0.19575
ERN1	0.057
LCE3C	0.4495
GPR111	-0.3375
NOTCH3	1.73016666666667
ADAMTS5	2.877
B3GALT1	-0.5215
UGCGL1	0.1225
FAM58A	0.0413333333333333
FBXO32	2.53675
CLPP	-0.311
NXPH1	1.98175
MTMR3	1.13766666666667
ATP1B3	-1.215125
TMEM16A	4.54575
HIST1H3F	-0.0681666666666666
TRIM25	-0.233166666666667
SDCBP2	0.353
CRKL	-0.308875
HOXB2	1.00816666666667
ANP32B	-0.577
GATM	3.3055
AP4E1	-0.436
EDG5	0.44775
CDKN3	-2.05266666666667
CDH4	-2.13425
PGD	-0.069
RND1	0.6545
GAD1	-3.3884
MPG	0.340875
LOC440350	-0.766
ZNF133	0.0225
SERPINB12	0.1985
AMELY	0.2155
DHX36	-0.5955
TNFAIP8L2	2.33483333333333
PHTF2	-0.103777777777778
CCDC112	-0.481
IQCC	-0.30575
HEYL	3.19683333333333
FTSJ2	-0.6
APPL1	1.087125
RAB43	0.713928571428571
OR10G2	-0.026
WAC	0.915666666666667
ADCY9	0.914
RUNDC2B	0.134166666666667
PYCRL	0.8099
AGPAT7	-0.359166666666667
SLC22A9	-0.9744
CDKAL1	0.1035
PDYN	-0.308
C20orf74	-0.1815
MTMR11	1.27225
VAV3	3.83091666666667
DAPL1	2.18925
STXBP3	0.246
EIF3G	0.093
ARHGAP22	-2.0445
NPFFR1	0.4195
NPC1	-0.2885
ALDH9A1	1.66216666666667
ZNF600	-0.081375
ZNF678	0.6055
RASSF1	0.154083333333333
ADD2	-2.811625
PITPNB	0.219625
PKD2L2	-0.061
LRP11	-0.76025
CDKL1	0.10925
SMEK2	-0.00675
PRODH2	-3.1295
C11orf54	-0.501
SFRS11	-0.7395
IL7	-0.256166666666667
ALS2CR16	1.473
BTG3	-1.24483333333333
PAK2	0.089
RP11-679B17.1	-0.852
GATA4	-1.716
ATP2B1	0.152
LOC130940	2.086
C1orf172	2.647
ATF7IP2	-0.334
SLC25A43	0.1115
CENTG3	0.031
IGF2BP1	-4.185
FCHSD1	0.2165
CAMK2N2	0.681
ELAVL3	-0.2103
NBPF15	-0.0526666666666667
UBE2J2	0.297666666666667
GNL2	-0.68225
PRR3	0.2127
NLF2	0.892
OR4F6	0.4895
KLHL24	1.07166666666667
CCDC88A	-2.3741
SGPP1	-0.707833333333333
C10orf11	0.241
SLC35B4	-1.20416666666667
UGT3A2	-1.264
ARNT2	1.9371
CBR1	-0.766125
ITPR3	-0.834166666666667
TRAPPC6B	-0.6671
AMZ1	2.0175
ARP11	0.94975
WDSUB1	0.6225
APBA1	1.3765
RAB2A	0.9898
C6orf162	-0.39275
HPSE2	0.56125
PLCE1	-1.00725
INSL3	0.382
DLG1	-0.1135
PTPLA	-3.74575
PIGX	0.710375
TFIP11	0.6395
FIBIN	3.3365
POLR2G	-0.82325
GRAP2	-1.6779
DNAJB8	-0.24675
CNBP	0.307333333333333
WASF1	-1.48825
INPP5E	-1.1269
HSPB1	0.666
TMEM167	-0.4636
CUBN	0.19625
IGF1	4.2996875
ITPK1	0.5034
NAALAD2	-1.13071428571429
G3BP1	-0.4405
NT5DC1	-0.03775
CYP39A1	0.553
TMEM139	0.942
POLK	-0.2795
GLULD1	-1.492
RBM15	-0.256666666666667
AMZ2	-0.0195
GDF15	-1.896
MESDC2	-0.119
INCA	-0.0563333333333333
ACY1L2	-1.785
GZMM	-0.6265
PAIP1	0.232
CACNA2D1	0.27525
STK32C	-1.25883333333333
SH3BP4	1.29283333333333
DEC1	0.1865
PADI1	0.1135
UBB	0.14
PON3	1.42
PROP1	0.289
ANKRD13B	-0.1715
ADCK1	-0.151
TCF25	-0.192916666666667
SLC38A5	-2.54325
CXorf26	0.217166666666667
C19orf39	0.18375
PPP1R13B	1.1195
ARL2	-0.9005
TCL6	-0.17875
TOP3A	-1.0465
SLC16A14	1.288875
FXYD6	1.682
HIST1H4E	-1.27675
BBC3	0.5
UNC5A	0.270166666666667
FAM86C	-0.2456
PI4KB	0.696
B3GAT1	-2.7505
SUSD2	1.12933333333333
OAZ2	0.418166666666667
NOC4L	-0.78575
C10orf12	-0.352
FADS1	-3.42216666666667
LOC144097	-0.88975
DKK2	1.59166666666667
KIAA1949	-0.32925
RHOT1	0.0933
OXT	1.11983333333333
GPR153	0.84175
ARL4A	-0.6385
SAAL1	-1.756
CCDC64	-0.979
USE1	-0.2165
HNMT	1.0025
PCGF3	-0.092625
CYP2C19	0.13525
C20orf4	0.39
CCDC11	2.27275
ACSBG2	0.51925
RWDD2A	-0.63325
PALLD	2.5275
CPLX4	0.344
LOC492311	1.0585
KPNA2	-1.46233333333333
MACROD1	-0.5451
TMCO3	0.401833333333333
C15orf52	0.4385
BIRC5	-1.26793333333333
PRR16	0.7605
FAM63B	-0.130125
KATNB1	-1.02
WNT8B	-0.1515
CPLX3	-0.11775
GHR	2.531125
CCDC124	-0.469
BCLAF1	-0.75325
GOLGA3	-0.0358
CLEC4E	2.7625
