Hybridization REF	TCGA-A2-A0EN-01A-13R-A084-07
ZNF230	0.2705
MSN	0.321571428571429
SLC9A5	-2.196
EPDR1	-1.4478
MUSK	0.235666666666667
ZNF434	-0.204
SMARCD1	-0.5865
ZFP106	-0.61025
ZNF347	0.4552
GTF2E1	0.11525
RY1	-0.221
ATAD2B	0.158375
ARHGAP17	0.1313
KCNIP3	-1.3615
SFPQ	-0.264375
GFRA4	0.306
AKR1B10	-3.837
TIGD6	1.09966666666667
RGS16	2.1555
URB1	-0.436
OR4C46	0.155833333333333
TOP3B	-1.27175
NFATC4	0.00249999999999999
CA14	-4.99675
BMPR1A	0.00833333333333333
SNRP70	-0.5935
PRL	1.42741666666667
C6orf130	-0.65325
STAG2	-0.42025
CD55	-0.355
RPS23	0.799333333333333
SSX2	-1.22066666666667
FDPSL2A	-0.65075
FBXO27	0.232125
SYNGR3	-1.05683333333333
TMSL3	1.2055
EML1	-0.3725
NUP93	-1.0975
SMAD3	-0.0216
KIAA1189	1.64983333333333
HNRPUL2	0.322833333333333
TBC1D12	0.828
C16orf24	0.3775
MRVI1	1.35666666666667
ZNF581	-0.687
ELOVL3	0.6255
OR51Q1	-0.463
CACNB3	-0.104666666666667
GALNT13	-1.452625
C10orf84	0.7660625
NEDD4	-0.4367
SPO11	0.5615
OR5AU1	0.024
NEK4	0.133428571428571
PRKAR2A	0.156333333333333
IHPK1	-0.5345
ATP6V0B	0.0395
CACNA1E	0.915
CEACAM8	-0.0803333333333333
PEX14	-0.4735
FLJ12993	2.2425
ZBTB38	0.545916666666667
PCTK2	0.796166666666667
LRRC16	1.1007
FBLIM1	0.72675
FYCO1	1.6175
RP5-1022P6.2	0.734166666666667
CMTM1	0.962166666666667
PLTP	1.42266666666667
RAPH1	0.96875
DOCK8	2.16425
EZH2	-1.58413333333333
SLC25A1	-0.987166666666667
PLEKHB1	-0.4596
GRB7	0.1142
ZFP37	0.2215
MRPL33	-0.43825
PELO	-0.53
ARMC1	-0.771272727272727
C9orf27	-0.02825
FLJ25778	-0.151
C9orf37	-1.30133333333333
TMEM66	1.62925
SPRN	-0.146375
HBEGF	0.8635
PI4KA	-1.086
LEPRE1	-0.39025
POU2AF1	-0.890625
MRPL12	-1.1565
REP15	0.28
ZC3H3	0.30525
RASAL1	-1.3185
DDAH1	0.93175
ACBD5	0.23875
TMC2	-0.1
CCDC137	-1.59475
SAMD13	0.522166666666667
UGT2B15	-4.84383333333333
TIPARP	-0.16125
DNASE1L3	2.48525
TRIM72	0.361833333333333
DBX2	1.35625
IPO8	0.2375
C21orf88	-1.1133
MAP3K14	1.17475
LOC51233	0.502666666666667
GGTLA4	-0.20175
PDE6D	0.11375
ZNF117	0.361
CLK2	-0.532
NKRF	-0.77875
TNFSF15	0.4628
DUSP2	0.94975
SECISBP2	-0.1657
GABRR2	0.043
PPAP2C	1.0645
LOC51145	0.00616666666666666
PAG1	0.5695
PIK3C3	-0.45125
GNG10	0.517
APOL4	1.287
ANKRD28	-0.685875
STMN3	-1.3864
RAB14	0.8338
CDK2AP2	-0.43575
HDDC3	-0.7065
COMMD7	0.661375
CXXC1	-0.7895
HMCN1	0.197833333333333
CD40	1.47875
DYNC1LI2	-0.13975
GDI1	0.045
LOC646938	-0.599
VSNL1	-1.521
PIH1D1	-0.2615
RAET1G	-0.0285
KRTAP5-9	-0.252
EFTUD2	-0.51475
ZNF311	0.0763333333333333
ATP6V1G3	0.074
OR2W3	0.56125
SCN4A	0.674
MED10	-0.3155
FAM135A	-0.3872
ARHGAP4	-0.33875
EHMT2	-1.277625
UFD1L	-0.8155
ERMP1	0.43575
MAG1	-0.346333333333333
THAP8	-0.1475
HACE1	-0.841833333333333
FAM82C	0.0711666666666666
C3orf20	-0.233
UNC84A	-0.757833333333333
SCD5	0.171642857142857
LASS6	1.491625
LSG1	0.0681666666666667
MAL	-3.747
GPR22	-0.476
WDR5B	0.01275
ACTRT1	-0.3095
C17orf60	1.316
GRIN2C	0.1187
ARMC8	-0.453
SLC47A1	-3.164
DMPK	-0.48975
DHRS13	-1.02833333333333
SMC1A	-0.942
KRTAP17-1	0.73175
SMYD5	-0.52775
TUSC2	0.39025
CRHR2	-0.033
KIR3DL2	1.4575
CCDC104	0.577
ATP2C1	0.522875
CROT	1.666
PABPC3	-0.348833333333333
EGR1	1.09583333333333
THSD1	1.42825
KHK	-2.47775
SLC12A2	2.0081875
CD58	0.12175
STOX2	-1.16433333333333
CCDC76	-0.8196
CCDC48	3.781
DNAH1	0.165666666666667
ZIC4	-0.33825
OR1G1	0.2795
PSMC6	-0.42
PROKR1	-0.0565
ABCB1	0.548
TRAT1	1.47825
LLGL1	-0.127
MTF1	0.16
USP54	-0.006125
PAGE2B	-1.8805
ITGB7	-3.26375
CCDC81	-0.1485
LOC149837	0.5415
SCUBE1	0.032
ZSCAN10	0.7445
HUWE1	0.00471428571428571
CDH17	1.0665
CD180	1.7465
IL17A	0.1535
TMPO	-1.506125
KIAA1524	-1.93366666666667
HDGFRP3	-0.387666666666667
OXCT1	-1.38327272727273
RRAS2	-0.472166666666667
LTBP2	2.9554375
SV2B	2.483
CYP2A6	1.1615
PKD1L2	-0.645833333333333
PPM1M	1.129
FLJ22662	2.66983333333333
ZNF502	0.88325
GP6	-0.99575
CRYBA2	-1.25925
LEF1	0.1258
CTPS	-2.42771428571429
EYA1	-2.75383333333333
EPS8L1	1.00175
MAPK14	-0.75425
SERPINB2	-4.92475
GTF2F2	-0.414666666666667
ZNHIT4	-0.502
PLA1A	2.602625
C20orf114	4.07075
HPR	-1.7695
C18orf2	-3.0485
SATB2	-0.5765
KCNJ9	-0.0625
MGC157906	0.163
MOCS3	-0.125
C17orf71	-0.399666666666667
PPHLN1	0.1387
HIST1H2BN	-2.378
RAPGEF1	-0.590625
MAP3K8	0.893
DLG4	0.26
STC1	3.11133333333333
CDGAP	2.551
DDX26B	-0.46975
LOC150223	-2.11775
CPSF3	-0.872333333333333
TMEM14A	-0.12375
MYH3	-2.033
GPKOW	-0.0555
SULT1A1	-0.0566666666666667
SPON1	4.0398
YY1AP1	0.498333333333333
RAB23	0.367
PLA2G4A	-3.17725
MAPRE3	0.07425
ZNF516	-0.364857142857143
GGPS1	1.21
EXOC3L2	0.085875
C19orf42	1.3646
MAP2K2	-0.369333333333333
HIST1H2BB	-2.082
RNF19B	1.342
C6orf128	0.374333333333333
TLR8	2.8745
PCDHA9	0.672
CARS2	-0.041375
CLUL1	2.1085
RHAG	-4.27466666666667
UNK	-0.2305
EXOC8	0.9203
C9orf95	1.70575
C14orf143	0.654
MAML3	0.2035
LDHA	-1.68875
MRPL20	-0.3025
KLHDC6	0.00466666666666666
ATP5S	0.149833333333333
C8orf55	-0.7445
PHF19	-2.30475
KRTAP13-4	0.4695
TTC5	0.0875
XKR5	-0.3215
SILV	-4.60883333333333
TEX28	0.288
TCTN1	1.3045
CX40.1	-0.1485
PPP2R5C	0.236125
C12orf30	-1.21166666666667
CAPG	2.43075
MPZL1	0.9514
ARSB	-0.819833333333333
TDH	-1.5335
WASF4	0.326
TSSK3	-0.866333333333333
7A5	0.913
CRISPLD1	0.577125
MAD1L1	-0.955833333333333
SPIN4	-0.487166666666667
AMPD1	-0.60175
DPYSL5	-0.941
INPP1	1.18483333333333
ANKRD11	-1.24744444444444
NPAS4	-0.344375
GCET2	1.3319
RNASE9	-0.395
GUCY2D	-0.2745
CCDC98	0.808
FGF4	-0.877125
CPM	0.647
SLC26A4	-1.5715
PLD5	0.19525
FAM59A	-0.031
FBXO5	-2.21422222222222
SIPA1L1	0.393375
DPYS	0.765666666666667
ATG4D	-0.531
TGM3	0.216
MTCH1	0.0685
HK1	0.154214285714286
CDC26	-0.08
GALNT12	-1.97416666666667
LOC339229	-0.6555
MRPL35	-0.660375
ORC4L	-0.17725
TNKS	0.00257142857142859
C2orf24	0.480333333333333
ZNF553	-0.288
GGTLA1	2.9048
ZNF497	0.4675
CDY1B	0.01375
SLC30A4	0.15525
TUB	-0.9675
ARHGEF18	0.36725
ARRB1	0.1945
KCNK1	3.067375
EREG	-2.83
SCAMP5	-1.25325
RUNDC3B	2.6175
ADAMTS20	-0.28025
IL17RB	0.236
FLJ20323	0.091
MCAM	0.92875
POLR3E	-0.7865
AQR	0.136833333333333
IPMK	-0.0185
CDCA7	-4.17975
CAMP	5.077
GRHL3	-0.432
ADAMTSL2	1.34733333333333
CLMN	2.5215
SSTR3	0.3015
MAGEA5	-2.35033333333333
OVOL2	3.2885
JMJD1B	0.65325
RBL2	0.2693
PYGO2	0.69
PPP1R10	0.395666666666667
CSE1L	-1.60316666666667
LCA5	1.09675
RDH16	-0.546
ASRGL1	-0.801625
TOM1	0.647833333333333
PTX3	-4.22725
TTC15	0.51725
SCGB3A1	4.80766666666667
MRPL50	-0.87925
RCAN3	0.890625
SLC26A11	0.46475
STYX	0.321166666666667
CINP	-0.082
MARCH7	0.44875
PFKM	-1.1
SGMS1	0.933666666666667
RIOK3	-0.5736
C1orf110	0.8515
CES7	-0.090375
LOC440248	-1.78
PPP1R12C	-0.14525
C10orf27	0.583
ATG9A	-1.01275
MRPS26	0.095125
TMEM40	3.07425
ELP3	-0.2503
ZNF787	0.2347
HIAT1	-0.200375
C8orf34	1.47066666666667
MGC4655	0.0711
PELI1	1.0035
PPT1	0.6026
SLC35C2	-0.2685
C6orf125	-0.3865
MUC4	-1.88483333333333
RFC4	-2.89642857142857
GNB2	0.0606666666666667
NUP50	-0.3215
SULT4A1	-1.16866666666667
C7	4.112125
CCDC130	-0.0536666666666667
ARRDC4	0.82325
RQCD1	-0.754
GLYCTK	-0.5785
AYTL2	-0.465090909090909
MTUS1	1.3315
LEMD3	0.341666666666667
PLEKHF2	0.8415
HOXA7	-0.229125
GTF3C2	-1.4805
DYNLRB2	3.17075
CNOT10	-0.43475
MR1	1.3555
FFAR1	0.09525
PRIC285	-0.216
SLITRK6	-1.526
LIX1	-2.1483
UBE1L2	-0.454333333333333
F8	1.616375
ACHE	0.4845
KPNA5	0.197
TNFRSF12A	0.153666666666667
EGR3	2.3185
SERPIND1	-3.5855
OASL	2.2385
IFRD1	-1.674875
WDFY1	0.219833333333333
ZNF267	1.016
ACCN5	-0.00850000000000001
ZBTB6	0.129
PPP1R3A	0.288
PRRT3	1.1715
FBXL19	-0.4485
TXNIP	0.908357142857143
ACTN2	-1.39925
ATG9B	-0.431625
C9orf117	1.109
IL27	-1.3385
RPL36AL	0.186833333333333
KLK15	-0.02325
CHAD	2.438
RAP2B	0.0756
HEBP2	1.46
ZNF342	0.5255
CAMK2G	-0.513833333333333
TLR3	2.7025
FGF14	1.3915
HMGB2	-1.9495
TRPM5	-0.1525
OR5M11	0.3165
KIF3B	0.331315789473684
PRICKLE2	1.2085
MTMR9	0.298125
C3orf27	0.2225
GLRA3	-1.92116666666667
NSDHL	-0.4795
TMEM32	-0.24375
POLR2D	-0.935
MYADML	-0.056
C9orf114	-1.12825
MRGPRX1	0.584
TOPORS	0.7605
CLDN19	-0.5645
C1QL4	-0.1875
RNF165	-2.273
DHRS9	0.1015
DNAH2	-0.784833333333333
FXR1	-0.533166666666667
ZMYM3	-0.909625
CASP3	0.167333333333333
FAM120C	-0.557
SCLY	-1.34775
CA7	-0.1905
ENTPD5	0.518833333333333
ZNF461	0.284375
PDIA5	-0.24
C1orf19	-0.729
TMEM67	0.135
KCTD20	-0.319
WDR47	0.205
FLJ38723	-0.0215
KLRF1	2.6165
TAS2R16	0.3275
CLDN12	0.22625
PRKCE	0.3
UBXD4	-0.42825
ITGAM	3.07633333333333
GLT8D3	-0.341625
WDR31	0.3196
RGS2	0.9975
OR51L1	0.181
MST1R	0.2315
KIAA1737	1.058
OR4A5	0.726
GLIS1	-1.3825
PTMA	0.218
NAPA	1.48525
PRDM11	-0.304
LIPF	-0.341
DIRAS3	3.592
ASGR2	-4.15025
C1QTNF4	1.01425
PIK3R4	0.2785
ARMC3	4.87075
NDUFV3	-0.151166666666667
BTBD3	-0.39
PPP1R2	0.28925
UBE2NL	0.29375
FOSL2	0.497928571428571
FAM119A	-1.64683333333333
TUBA4A	-0.8458
KRTAP12-1	0.0695
SFRS2	-0.2895
RHPN1	-0.7731
EEF2	-0.278833333333333
ZDHHC11	-1.73366666666667
EPHA3	-0.7715
RBM12	-0.85625
H2AFJ	0.5145
EDIL3	3.065
KIF26A	-1.1205
SERGEF	0.51325
B3GALT4	2.4625
LOC90925	1.17633333333333
OSCAR	0.599875
NPFF	0.209125
DEDD	0.56475
TMEM155	-0.499375
PTPN1	0.0525
SCYL2	0.373166666666667
SKAP1	3.32375
LEAP2	-1.83316666666667
GADD45G	2.0696
IFITM3	0.97125
PILRB	-0.925
SLU7	0.640625
DSC3	0.3315
DNMT3L	-1.53325
PAPD5	-0.669625
B3GNT3	-1.67766666666667
LHCGR	0.788
MSL-1	0.306
UBE2S	-2.2435
SAP130	-0.525
ANAPC11	0.12675
MAGED4B	-2.733
ATP6V1B2	0.936833333333333
C14orf179	1.092875
CAPZA1	0.435625
CDYL2	0.1715
GLRX3	-0.854833333333333
LOC136288	0.041
MOBKL1A	0.01
HTR2B	3.88625
CRYGD	-0.0273333333333333
NUS1	-0.345166666666667
PGRMC1	1.049
MYOM2	0.24375
FLJ39653	-0.181
CHM	0.4685
OR5M8	-0.3045
ZNF619	-0.0175
FAM105A	1.37975
CCNL1	-0.93525
NAP1L3	0.63925
C10orf57	1.81766666666667
B3GALNT1	1.272
CSN1S2A	-0.0775
TCP10L	-0.934
GDAP2	0.437375
DMKN	-1.717
COX6B1	0.03875
DNASE2	0.672666666666667
MSH5	-2.16825
LGMN	0.500375
USP31	-0.5672
OR13C8	0.593
SDCBP	0.517
NUDT11	-2.05966666666667
PYGL	0.328166666666667
SNPH	1.41033333333333
B3GNT4	-1.2405
MIZF	-0.6358
NUBPL	-0.0535
NOD1	0.87
CDH22	0.711125
NUBP1	0.437833333333333
DSCAM	-4.25725
DGKI	1.8225
FAM136A	-0.83275
AKAP1	-0.259666666666667
SLC16A6	1.879
RIN3	0.8885
PSG2	0.023
DIP2B	0.558666666666667
PSORS1C1	0.7358
KIAA0495	-0.15
FLJ90709	0.129833333333333
LPA	-0.2235
PIGA	-0.0606666666666667
LY75	3.93716666666667
UTS2	-5.30616666666667
RREB1	-0.013625
GALNACT-2	1.0183
MGC3196	-1.201
FLJ31568	-0.31825
LPHN1	-0.476375
SP1	1.175875
TOX4	0.779
HSPA9	-0.1058
APOBEC1	-0.6295
SLC35E4	-0.34025
LSM5	-1.44525
SURF1	0.4195
ZBTB1	0.75725
GTF2F1	0.034125
RPS15A	-0.593642857142857
DUSP21	-0.6205
GINS4	-2.43266666666667
MYO15A	0.1485
GIMAP7	4.55525
MGC13379	0.922
ATP6V1E2	-1.34283333333333
UTP3	0.318
HNRPA3	-0.7395625
MT4	-0.3385
C14orf155	-0.35275
U1SNRNPBP	0.21675
CKLF	-0.647666666666667
PLEKHN1	-1.88716666666667
MBNL1	0.685166666666667
NUP160	-1.128
ACSM2A	-1.76725
LOC129881	1.271
KIAA1529	-1.1505
FLJ22639	-1.5695
HAND1	-1.413
GSX1	0.021
FGA	-3.74506666666667
SERPINB1	0.727
ZNF642	0.605
IGFBP1	-8.52575
SLC1A1	3.272
DHX57	-0.0135
ZNF766	0.0335
PTPN21	0.3769
GDPD3	-2.074
PNPLA5	0.061
TBR1	0.025
FAM116A	0.30225
IQGAP1	0.3875
FOS	1.617875
ZNF226	-0.04575
FIGNL1	-1.25116666666667
C14orf1	0.100333333333333
ZMYND17	-0.037
PUS7	-1.10933333333333
TUBB6	-0.167
KCNQ2	-1.529
MARCH6	0.60475
CCDC33	0.219
PRODH	-1.69325
RBM11	1.20525
EPHA6	0.0108
SLC43A1	-1.3645
LOC196541	0.39675
NTN1	0.56825
ING4	0.19875
PCDHB10	2.052
DPH2	-1.16933333333333
SPACA4	0.31
FBXL21	-4.7
DIAPH1	0.398833333333333
ZNF71	0.654
CEP76	-1.0845
CORO1A	0.7305
RRM2	-2.98875
EDG4	1.41325
OS9	0.7935
SLC4A1AP	-0.15675
COG5	-0.391
COPS8	0.10525
NGLY1	-0.7845
NCBP2	-0.07025
C17orf42	-0.389333333333333
GPSM3	0.929875
SIL1	1.52966666666667
ASB6	-0.5395
SMAD5OS	-0.301166666666667
UNC93A	-2.998125
A1BG	0.313833333333333
C21orf62	0.75125
FMO5	1.92325
ATRIP	0.0173333333333333
CEBPG	0.0673333333333333
C7orf38	-0.100333333333333
TNFRSF1B	1.85416666666667
CLEC1A	1.8965
IQSEC1	0.137625
PATZ1	0.3965
RBM22	1.105
BAG2	-1.5725
PAQR5	-2.65616666666667
C9orf127	0.3725
THNSL1	-0.5505
SHROOM3	2.4341
JAM2	1.9935
SNRPN	-0.4715
ALX4	0.1295
CACNA1S	-0.22
FAM130A1	1.37125
CORIN	2.654
CD300LB	0.9345
PLEKHG6	0.9455
LRRC40	-1.34375
PCLKC	-1.6595
PCDHB16	2.08366666666667
WNT2B	0.604
ASNS	-2.32866666666667
MRPL49	-0.00662500000000001
FLJ46111	0.11625
ISG20	0.278
SMU1	-0.0143333333333333
CASZ1	-0.349
POLR1D	-0.683166666666667
GIN1	-0.20225
SNAG1	0.825833333333333
ANKRD29	-0.74625
CDKN2AIP	0.0345
KRR1	-0.14225
CXCL1	-3.52216666666667
EPM2A	0.0622
PC	0.536166666666667
DEFB127	-0.558
PDZRN4	1.01266666666667
FAH	0.5165
OR51E1	2.6555
CDC2L6	-0.0406666666666667
DNTTIP1	-0.515
PAX8	0.384
TMEM116	0.15475
C1orf150	0.077
PRO2012	-0.06175
MRPL40	-1.11233333333333
BEX1	-3.9071
SLC2A4	0.495166666666667
PKMYT1	-2.3715
FEZF2	-0.277333333333333
SLC26A9	-0.9045
MAP2	0.0115
LYL1	-0.41775
SLC25A19	-0.848333333333333
NOS3	0.6465
ZNF34	0.664166666666667
TMPRSS11F	-0.717666666666667
FAM43A	0.14225
FCRL4	1.03666666666667
KLF14	0.06825
FLRT2	-0.0198333333333333
WRN	-1.041
SDF2	0.5537
KRT8P12	0.3135
C6orf195	-0.1245
C9orf125	-1.39116666666667
DZIP3	0.12825
RIT1	-0.00883333333333334
SCML1	-0.571166666666667
RHBDF2	-0.162625
OR2G3	0.3335
REXO1L1	-0.504
MAP3K7IP3	0.505875
C3orf57	-3.51075
FBXW11	-0.219833333333333
ETAA1	-0.849
C14orf131	-0.2996
AKT1S1	-0.18225
SLC12A5	-0.729875
C9orf164	1.8005
NRIP3	1.247125
NOS1AP	0.419
TMEM121	-0.9945
SAP30BP	0.2348
DGCR6	0.19825
WDR76	-2.05125
FAM82B	-0.532666666666667
LOC606495	-0.285
MAP9	2.06516666666667
BCDIN3D	0.20725
CXorf36	3.75216666666667
DSCR3	-0.3396
ZFAND3	0.811
C7orf43	1.099
SPSB3	0.1452
C19orf19	0.04775
FAM133A	-1.7315
C12orf25	0.21925
SLC39A3	-0.567875
DISP2	0.40225
PI4KAP2	-2.5305
MKRN3	-3.05233333333333
ADAMTS13	-0.662625
CBLN3	0.0885
TTYH1	-2.01616666666667
C3orf18	0.739
FLJ13236	1.2465
ZMYND12	1.5835
C18orf25	-0.26075
GLB1L3	-1.247
ATP13A5	1.5515
RANBP10	-0.5755
CD96	0.6815
DENND1C	1.26925
RBMS3	1.4726
SLC41A3	0.297333333333333
DGCR6L	0.22175
TMEM128	0.468333333333333
CSNK1G3	0.036
MOBKL2C	1.509
TSPAN6	0.3275
MATN2	-0.0109
MSL2L1	0.355166666666667
ST6GALNAC2	0.923
FGFBP2	1.919625
FGL1	-6.6375
MPP3	-0.370666666666667
ARHGEF6	1.88483333333333
TGFBR2	1.2965
ACMSD	1.764
IL33	4.653
C9orf5	-0.201333333333333
DEAF1	0.1499
AMN	0.3005
DEFA6	0.04025
RNF212	-1.53
METT5D1	0.0715
CIB1	0.6343
TSSK1B	0.15525
KIAA1727	0.70325
ZNF680	0.144
LOC399900	-1.0795
LOC152217	-0.756666666666667
CTNNAL1	-2.493
CIT	-2.62716666666667
TLE6	0.26475
ZNF607	-1.08575
HERC4	-0.733166666666667
DRAP1	-0.3731
PEMT	0.3165
C10orf111	-0.395
ZNF575	1.07775
KCTD7	0.068
MYO1F	1.439625
LOC285382	0.63875
RAB11A	0.6693
PLCD3	0.018
C15orf28	0.00399999999999999
PTBP2	-1.29125
CTB-1048E9.5	-0.331
C19orf60	-0.479666666666667
C7orf25	0.2615
SETD7	1.008
HOXB9	-4.279
VANGL1	-0.283
CHAF1B	-1.612
NDUFA3	0.39
KIAA1328	-0.3145
SHARPIN	0.00624999999999999
TTC23	0.2305
UGP2	0.25675
ANKIB1	0.1968
CIRBP	1.45871428571429
SEC14L4	-3.21616666666667
OVCH1	0.0541666666666667
VPS52	-0.025
FAT	-0.965125
M6PRBP1	0.16975
GPRIN3	1.5195
PPM1F	-0.947
TSR1	-1.07625
CCDC85A	1.85925
PCSK5	2.75525
ZFHX3	-0.166
HEMK1	-0.6055
PGBD2	0.2665
RSRC2	0.0125
AURKC	1.44816666666667
SCRIB	-0.660125
ORM2	-4.02566666666667
FAM115A	-0.2485
FZD6	-0.50075
UNC119	-0.226833333333333
GPX3	0.8995
NOV	0.4775
CABC1	-0.07225
CDC42SE2	0.96775
EIF2S2	-0.9519
RNF130	1.511625
CKAP5	-0.9585
RP11-413M3.2	0.8165
C10orf18	0.1776
TMEM93	-0.96225
DYX1C1	0.87475
KCNMB2	-1.9625
ANK3	1.34991666666667
KRT5	-1.6725
CDH12	-0.969625
QRSL1	-0.361125
JUB	-1.0635
SHC4	-2.987
CCL15	2.01683333333333
CCDC22	-0.09375
SNX24	0.4045
RARS	-0.2495
MORC2	-0.03275
FAM48A	-0.0755
MT1H	-1.717
PPP1R14C	-2.7155
FOXD1	-0.212642857142857
C1orf213	-1.59725
AMT	-1.9415
DSN1	-1.8065
PTPLAD2	2.3915
DIS3L	-0.73075
RASL11A	0.534
GPRC5B	0.29325
FRMD7	0.0565
STRN4	-0.0545
KITLG	2.27518181818182
HDGF	-0.64425
OR1S1	0.052
SETX	0.1511
DDR2	1.1185
KCTD12	2.665
LYZL2	-0.7605
WDR52	0.5085
TMEM2	0.976375
ZNF579	0.459
LOC200810	-0.2495
TNFSF9	-1.866625
PPFIA4	-4.09775
CNIH3	1.02733333333333
MAP4K4	-0.622928571428572
ROD1	0.177214285714286
ALS2CR12	-0.1825
DOCK3	-1.07783333333333
PAQR9	-4.70675
ASB17	-0.464333333333333
STX16	-1.406125
FEZ2	0.117833333333333
DLAT	-0.677833333333333
KIF21B	-0.734
CDC5L	-0.30975
TMEM119	2.1825
CRIP3	-0.90125
TPSD1	0.8505
TEPP	0.04825
GNGT2	1.8965
C21orf121	1.78475
WNK1	0.384083333333333
FLJ10490	-0.2439
OR51B5	-2.429
LOC203547	-0.52975
HAS1	0.6895
PPA1	-0.154166666666667
ST7	0.376625
C11orf46	0.5756
POPDC3	-4.6065
ACOX2	3.27183333333333
ATCAY	-0.4875
TM4SF19	-1.5835
MFSD9	-0.647833333333333
PDHB	0.02
ERN1	-0.428
LCE3C	-0.2385
GPR111	0.4445
NOTCH3	1.35066666666667
ADAMTS5	1.9945
B3GALT1	-1.76175
UGCGL1	-0.1865
FAM58A	0.559833333333333
FBXO32	1.14075
CLPP	-0.19675
NXPH1	3.7205
MTMR3	0.752666666666667
ATP1B3	-0.922875
TMEM16A	4.149375
HIST1H3F	-0.645
TRIM25	-0.218
SDCBP2	0.5325
CRKL	-0.927125
HOXB2	2.1825
ANP32B	-0.712625
GATM	3.1905
AP4E1	-0.111375
EDG5	0.417
CDKN3	-2.515
CDH4	-3.448
PGD	-0.748
RND1	1.613
GAD1	-3.6075
MPG	-0.403375
LOC440350	-0.577
ZNF133	-0.19575
SERPINB12	0.0465
AMELY	-0.210166666666667
DHX36	-0.844
TNFAIP8L2	3.5215
PHTF2	-0.0677777777777778
CCDC112	-0.534833333333333
IQCC	-1.114
HEYL	3.46333333333333
FTSJ2	-0.673833333333334
APPL1	0.562625
RAB43	0.578357142857143
OR10G2	-0.227
WAC	0.374333333333333
ADCY9	0.14275
RUNDC2B	0.585166666666667
PYCRL	0.0855
AGPAT7	-0.815
SLC22A9	-1.33883333333333
CDKAL1	-0.226
PDYN	-0.338666666666667
C20orf74	0.68875
MTMR11	0.631
VAV3	2.81558333333333
DAPL1	-0.74675
STXBP3	-0.3285
EIF3G	-0.1225
ARHGAP22	-0.494
NPFFR1	0.0935
NPC1	-0.8235
ALDH9A1	0.823166666666667
ZNF600	0.556875
ZNF678	0.397333333333333
RASSF1	-0.286666666666667
ADD2	-1.98325
PITPNB	-0.055125
PKD2L2	0.2965
LRP11	-0.11
CDKL1	0.5755
SMEK2	0.18525
PRODH2	-3.53533333333333
C11orf54	-0.201666666666667
SFRS11	-0.744
IL7	-0.0553333333333333
ALS2CR16	1.56425
BTG3	-1.28316666666667
PAK2	-0.469277777777778
RP11-679B17.1	0.05575
GATA4	-2.10733333333333
ATP2B1	-0.063
LOC130940	1.273
C1orf172	1.17366666666667
ATF7IP2	-0.56325
SLC25A43	0.2485
CENTG3	-0.206333333333333
IGF2BP1	-4.5145
FCHSD1	-0.0515
CAMK2N2	0.887666666666667
ELAVL3	-0.3486
NBPF15	-0.0356666666666667
UBE2J2	-0.307833333333333
GNL2	-0.94925
PRR3	-0.0857
NLF2	0.61425
OR4F6	0.0245
KLHL24	0.836666666666667
CCDC88A	-1.2863
SGPP1	-0.474833333333333
C10orf11	0.632833333333333
SLC35B4	-1.032
UGT3A2	-2.369
ARNT2	1.5985
CBR1	-0.792
ITPR3	-0.991666666666667
TRAPPC6B	-0.2447
AMZ1	0.1265
ARP11	0.59825
WDSUB1	-0.2955
APBA1	0.4065
RAB2A	0.6675
C6orf162	-0.612125
HPSE2	-0.00549999999999999
PLCE1	1.374
INSL3	1.378
DLG1	-0.6786
PTPLA	-3.26175
PIGX	-0.4555
TFIP11	0.189333333333333
FIBIN	3.5985
POLR2G	-0.54225
GRAP2	-0.6658
DNAJB8	0.01475
CNBP	0.102333333333333
WASF1	-1.61175
INPP5E	-0.9201
HSPB1	0.6251875
TMEM167	0.0468
CUBN	0.8215
IGF1	4.3028125
ITPK1	-0.02
NAALAD2	-0.51425
G3BP1	-0.1722
NT5DC1	0.592875
CYP39A1	-0.711
TMEM139	-0.10725
POLK	0.3115
GLULD1	-1.16175
RBM15	-1.16383333333333
AMZ2	0.04525
GDF15	-4.20516666666667
MESDC2	-0.69275
INCA	1.21
ACY1L2	-2.307
GZMM	0.281166666666667
PAIP1	0.35125
CACNA2D1	0.4
STK32C	-0.284666666666667
SH3BP4	0.561666666666667
DEC1	-0.373
PADI1	-0.2265
UBB	0.172
PON3	3.95633333333333
PROP1	0.4095
ANKRD13B	-0.672
ADCK1	-0.1935
TCF25	-0.149583333333333
SLC38A5	-2.5335
CXorf26	0.0738333333333333
C19orf39	0.02675
PPP1R13B	0.532
ARL2	-0.8055
TCL6	0.145916666666667
TOP3A	-0.4975
SLC16A14	1.43975
FXYD6	1.427
HIST1H4E	-1.17675
BBC3	0.171842105263158
UNC5A	0.384166666666667
FAM86C	-0.9114
PI4KB	0.74325
B3GAT1	-3.386
SUSD2	0.906833333333333
OAZ2	-0.399333333333333
NOC4L	-0.6165
C10orf12	-0.361
FADS1	-2.78066666666667
LOC144097	-0.89325
DKK2	1.59316666666667
KIAA1949	0.926
RHOT1	0.7372
OXT	1.498
GPR153	0.712
ARL4A	-1.37833333333333
SAAL1	-1.2785
CCDC64	-0.3005
USE1	-0.251833333333333
HNMT	1.01
PCGF3	0.2781875
CYP2C19	0.38375
C20orf4	0.353
CCDC11	1.13625
ACSBG2	-0.719
RWDD2A	1.05125
