Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
ATAD2B	1.119625
ARHGAP17	0.5548
KCNIP3	-0.36425
SFPQ	0.4335
GFRA4	-0.375833333333333
AKR1B10	-3.695
TIGD6	0.296666666666667
RGS16	2.06925
URB1	-0.726166666666667
OR4C46	-0.00616666666666668
TOP3B	-0.907
NFATC4	-0.7095
CA14	-5.48675
BMPR1A	0.480333333333333
SNRP70	-1.8615
PRL	-0.0274166666666667
C6orf130	-0.63025
STAG2	-0.07125
CD55	-0.324571428571429
RPS23	0.264
SSX2	-1.42016666666667
FDPSL2A	-0.965
FBXO27	0.23225
SYNGR3	-0.955166666666667
TMSL3	2.19275
EML1	-1.856
NUP93	-0.72425
SMAD3	-1.322
KIAA1189	3.99433333333333
HNRPUL2	-0.246
TBC1D12	0.724666666666667
C16orf24	-0.343
MRVI1	1.6555
ZNF581	-0.64
ELOVL3	0.194
OR51Q1	0.17475
CACNB3	-0.0771666666666667
GALNT13	-1.5135
C10orf84	1.022125
NEDD4	-0.484
SPO11	1.367
OR5AU1	1.027
NEK4	0.151571428571429
PRKAR2A	-0.562
IHPK1	-0.0886666666666667
ATP6V0B	0.3645
CACNA1E	-1.513
CEACAM8	-0.622833333333333
PEX14	0.154
FLJ12993	-0.8115
ZBTB38	0.105583333333333
PCTK2	0.806166666666667
LRRC16	1.3104
FBLIM1	0.594583333333333
FYCO1	0.6355
RP5-1022P6.2	0.525166666666667
CMTM1	0.0733333333333333
PLTP	1.30533333333333
RAPH1	0.71725
DOCK8	2.7535
EZH2	-0.968733333333333
SLC25A1	-1.25916666666667
PLEKHB1	1.3143
GRB7	-0.3491
ZFP37	0.4295
MRPL33	0.438
PELO	-0.3415
ARMC1	0.291272727272727
C9orf27	0.0805
FLJ25778	-0.1375
C9orf37	-1.37266666666667
TMEM66	1.55825
SPRN	0.129125
HBEGF	0.62
PI4KA	-1.092
LEPRE1	0.35275
POU2AF1	1.33375
MRPL12	-0.534833333333333
REP15	-0.349
ZC3H3	-0.32575
RASAL1	0.75625
DDAH1	0.678375
ACBD5	0.3955
TMC2	0.2255
CCDC137	-0.527
SAMD13	0.614666666666667
UGT2B15	-5.18716666666667
TIPARP	-0.429
DNASE1L3	2.54025
TRIM72	0.433
DBX2	0.361
IPO8	0.169
C21orf88	0.0199
MAP3K14	1.18925
LOC51233	-0.184833333333333
GGTLA4	-0.27175
PDE6D	0.5625
ZNF117	0.0985
CLK2	-1.01725
NKRF	-0.178
TNFSF15	2.2023
DUSP2	0.805375
SECISBP2	-0.4407
GABRR2	-0.6155
PPAP2C	1.65525
LOC51145	0.119666666666667
PAG1	1.953
PIK3C3	0.3635
GNG10	0.5365
APOL4	0.814833333333333
ANKRD28	-0.41225
STMN3	-1.8906
RAB14	0.4189
CDK2AP2	-0.347
HDDC3	-0.880625
COMMD7	0.866125
CXXC1	-0.56725
HMCN1	-0.453333333333333
CD40	2.6035
DYNC1LI2	0.414875
GDI1	0.35125
LOC646938	-0.12475
VSNL1	-2.855
PIH1D1	-0.9525
RAET1G	-1.1315
KRTAP5-9	-0.0555
EFTUD2	-0.417
ZNF311	-0.634666666666667
ATP6V1G3	-0.105
OR2W3	-0.40575
SCN4A	0.2865
MED10	0.276375
FAM135A	1.3741
ARHGAP4	0.942
EHMT2	-0.684125
UFD1L	0.46325
ERMP1	-0.17875
MAG1	-0.484
THAP8	0.2825
HACE1	-0.694333333333333
FAM82C	0.148333333333333
C3orf20	-0.329
UNC84A	-0.511
SCD5	-0.287214285714286
LASS6	0.960875
LSG1	0.404916666666667
MAL	-3.7665
GPR22	-0.7505
WDR5B	1.64325
ACTRT1	0.5365
C17orf60	2.08433333333333
GRIN2C	-0.6029
ARMC8	0.0960833333333333
SLC47A1	-1.175
DMPK	-0.52275
DHRS13	-1.39183333333333
SMC1A	-0.5425
KRTAP17-1	1.486
SMYD5	-0.697
TUSC2	-0.13025
CRHR2	0.5915
KIR3DL2	2.35
CCDC104	0.25425
ATP2C1	2.02775
CROT	0.1785
PABPC3	0.1455
EGR1	0.348333333333333
THSD1	0.73275
KHK	-0.76425
SLC12A2	1.478375
CD58	0.56275
STOX2	1.5965
CCDC76	0.2839
CCDC48	2.058
DNAH1	0.170333333333333
ZIC4	-0.528375
OR1G1	1.316
PSMC6	0.350666666666667
PROKR1	0.566
ABCB1	1.1595
TRAT1	2.71225
LLGL1	-0.076
MTF1	1.8535
USP54	0.027
PAGE2B	-2.8905
ITGB7	-2.46825
CCDC81	-0.3235
LOC149837	1.39325
SCUBE1	0.3135
ZSCAN10	-2.1995
HUWE1	0.244785714285714
CDH17	0.8495
CD180	2.492
IL17A	0.37975
TMPO	-0.6185
KIAA1524	-1.0535
HDGFRP3	-2.006
OXCT1	-0.974090909090909
RRAS2	-0.035
LTBP2	2.02375
SV2B	2.944
CYP2A6	-3.46944695195361e-18
PKD1L2	-0.674833333333333
PPM1M	1.2075
FLJ22662	2.513
ZNF502	2.09675
GP6	-0.53275
CRYBA2	-1.486
LEF1	-1.5504
CTPS	-0.359428571428571
EYA1	-3.427
EPS8L1	-0.60675
MAPK14	-0.164083333333333
SERPINB2	-5.974
GTF2F2	0.262333333333333
ZNHIT4	0.2765
PLA1A	1.75725
C20orf114	-0.20675
HPR	-5.058
C18orf2	-3.433
SATB2	-3.61675
KCNJ9	-0.357
MGC157906	1.313
MOCS3	-0.59375
C17orf71	-0.457166666666667
PPHLN1	-0.0959
HIST1H2BN	0.497
RAPGEF1	-0.193875
MAP3K8	1.614
DLG4	-0.205
STC1	-0.305916666666667
CDGAP	2.7285
DDX26B	1.144
LOC150223	-1.4505
CPSF3	-0.228333333333333
TMEM14A	0.59225
MYH3	-0.216
GPKOW	0.0555
SULT1A1	-0.580333333333333
SPON1	1.3531
YY1AP1	0.294166666666667
RAB23	-0.0285
PLA2G4A	-2.1895
MAPRE3	0.48375
ZNF516	-1.13207142857143
GGPS1	0.29025
EXOC3L2	-0.65
C19orf42	0.4591
MAP2K2	-1.1585
HIST1H2BB	1.439
RNF19B	1.63733333333333
C6orf128	0.393333333333333
TLR8	4.6055
PCDHA9	1.493
CARS2	0.26425
CLUL1	3.59033333333333
RHAG	-4.41783333333333
UNK	0.9195
EXOC8	1.5635
C9orf95	1.6795
C14orf143	-1.042
MAML3	0.043625
LDHA	-1.642
MRPL20	0.504
KLHDC6	0.4985
ATP5S	-0.464
C8orf55	-0.411
PHF19	-1.29975
KRTAP13-4	0.6685
TTC5	-0.3135
XKR5	-0.30175
SILV	-4.899
TEX28	0.3155
TCTN1	-0.18475
CX40.1	0.24675
PPP2R5C	0.095625
C12orf30	-0.4575
CAPG	2.68575
MPZL1	1.9654
ARSB	0.0525
TDH	-2.044
WASF4	0.03325
TSSK3	-1.01733333333333
7A5	0.8235
CRISPLD1	2.867625
MAD1L1	-1.04483333333333
SPIN4	0.990166666666667
AMPD1	2.32125
DPYSL5	-0.057
INPP1	0.846333333333333
ANKRD11	-0.184611111111111
NPAS4	0.37475
GCET2	1.9733
RNASE9	-0.357
GUCY2D	-0.136666666666667
CCDC98	0.13675
FGF4	-0.0845
CPM	0.459
SLC26A4	1.199
PLD5	1.91925
FAM59A	-0.5805
FBXO5	-1.31211111111111
SIPA1L1	0.353625
DPYS	1.60425
ATG4D	-0.57
TGM3	0.859
MTCH1	-0.47225
HK1	-0.517428571428571
CDC26	0.23725
GALNT12	-1.61533333333333
LOC339229	0.25675
MRPL35	0.1235
ORC4L	0.42875
TNKS	0.457357142857143
C2orf24	-0.0431666666666667
ZNF553	0.438666666666667
GGTLA1	2.3121
ZNF497	0.65175
CDY1B	0.07725
SLC30A4	0.505375
TUB	-1.213
ARHGEF18	0.31125
ARRB1	0.15175
KCNK1	-0.1715
EREG	-3.4966
SCAMP5	0.41425
RUNDC3B	2.789
ADAMTS20	-0.290333333333333
IL17RB	0.81525
FLJ20323	-0.384
MCAM	0.0985
POLR3E	-1.90483333333333
AQR	0.2
IPMK	0.1675
CDCA7	-1.498125
CAMP	0.0755
GRHL3	1.71275
ADAMTSL2	0.283833333333333
CLMN	1.35983333333333
SSTR3	0.3805
MAGEA5	-1.81216666666667
OVOL2	2.6385
JMJD1B	0.4435
RBL2	1.0732
PYGO2	0.52925
PPP1R10	0.0813333333333333
CSE1L	-1.685
LCA5	1.32425
RDH16	-0.064
ASRGL1	-0.781
TOM1	-0.679833333333333
PTX3	-3.209
TTC15	0.6815
SCGB3A1	2.2955
MRPL50	-0.65375
RCAN3	1.3895
SLC26A11	0.5485
STYX	-0.0926666666666667
CINP	-0.43625
MARCH7	0.69475
PFKM	-1.084
SGMS1	0.588166666666667
RIOK3	0.6876
C1orf110	0.426
CES7	-0.594875
LOC440248	-0.96325
PPP1R12C	-0.98675
C10orf27	0.2995
ATG9A	-0.9735
MRPS26	0.534
TMEM40	0.439
ELP3	0.1554
ZNF787	-1.2678
HIAT1	1.533375
C8orf34	0.831833333333333
MGC4655	-0.5091
PELI1	1.768
PPT1	1.0208
SLC35C2	-1.3985
C6orf125	-0.4035
MUC4	-1.47133333333333
RFC4	-0.988571428571428
GNB2	-0.930833333333333
NUP50	0.19
SULT4A1	-0.110333333333333
C7	3.1435
CCDC130	-0.0925
ARRDC4	1.19725
RQCD1	0.25725
GLYCTK	-1.238
AYTL2	-0.358090909090909
MTUS1	1.8745
LEMD3	0.190833333333333
PLEKHF2	0.41475
HOXA7	1.2855
GTF3C2	-0.823
DYNLRB2	0.348
CNOT10	-0.33625
MR1	0.659166666666667
FFAR1	0.126
PRIC285	-0.09775
SLITRK6	0.88275
LIX1	-2.0443
UBE1L2	-0.498
F8	1.626625
ACHE	0.3835
KPNA5	0.7415
TNFRSF12A	-2.37466666666667
EGR3	0.7465
SERPIND1	-4.15016666666667
OASL	4.223
IFRD1	0.00987499999999999
WDFY1	0.926833333333333
ZNF267	1.718375
ACCN5	-0.0635
ZBTB6	-0.56725
PPP1R3A	0.229
PRRT3	0.2415
FBXL19	-0.6935
TXNIP	1.25764285714286
ACTN2	-0.3655
ATG9B	-0.2725
C9orf117	-0.20325
IL27	-1.8585
RPL36AL	0.672333333333333
KLK15	-0.45025
CHAD	0.833
RAP2B	0.7172
HEBP2	0.2095
ZNF342	0.33
CAMK2G	-0.138666666666667
TLR3	3.1565
FGF14	-0.24875
HMGB2	-0.427875
TRPM5	-0.122833333333333
OR5M11	0.331
KIF3B	0.790631578947369
PRICKLE2	-0.88425
MTMR9	0.528875
C3orf27	0.30375
GLRA3	-1.91383333333333
NSDHL	0.2005
TMEM32	0.669
POLR2D	-0.6975
MYADML	0.4075
C9orf114	-0.98125
MRGPRX1	0.252
TOPORS	0.247
CLDN19	0.364
C1QL4	0.592
RNF165	-1.48
DHRS9	1.2455
DNAH2	-0.903166666666667
FXR1	-0.788
ZMYM3	-0.3855
CASP3	0.581
FAM120C	-1.179625
SCLY	-0.88925
CA7	-0.0685
ENTPD5	-0.421166666666667
ZNF461	0.882875
PDIA5	0.2855
C1orf19	0.3265
TMEM67	0.27975
KCTD20	-0.08725
WDR47	1.5495
FLJ38723	0.0425
KLRF1	2.0925
TAS2R16	0.5145
CLDN12	0.2875
PRKCE	0.33125
UBXD4	0.33125
ITGAM	3.581
GLT8D3	-0.435125
WDR31	-0.6093
RGS2	1.16375
OR51L1	0.246
MST1R	0.54175
KIAA1737	0.44125
OR4A5	-0.6115
GLIS1	-2.3125
PTMA	0.947642857142857
NAPA	0.46475
PRDM11	0.07125
LIPF	-0.6775
DIRAS3	-0.027
ASGR2	-3.58325
C1QTNF4	-0.1025
PIK3R4	0.1445
ARMC3	4.49025
NDUFV3	-0.815916666666667
BTBD3	1.74366666666667
PPP1R2	0.744583333333333
UBE2NL	-0.29175
FOSL2	0.918428571428571
FAM119A	0.333
TUBA4A	-0.2403
KRTAP12-1	-0.0785
SFRS2	-0.125
RHPN1	-0.8224
EEF2	-1.07083333333333
ZDHHC11	-3.03716666666667
EPHA3	-1.7301
RBM12	-0.6285
H2AFJ	0.45325
EDIL3	1.1555
KIF26A	-1.65825
SERGEF	0.1095
B3GALT4	2.44975
LOC90925	2.54
OSCAR	0.89325
NPFF	-0.50825
DEDD	0.323
TMEM155	0.109875
PTPN1	0.33125
SCYL2	0.534166666666667
SKAP1	3.1335
LEAP2	-2.4645
GADD45G	1.424
IFITM3	1.365125
PILRB	-0.985
SLU7	0.215
DSC3	2.5645
DNMT3L	-1.1785
PAPD5	0.18325
B3GNT3	0.970333333333333
LHCGR	-0.0055
MSL-1	0.01225
UBE2S	-1.55725
SAP130	0.37975
ANAPC11	0.97875
MAGED4B	-2.4535
ATP6V1B2	1.2965
C14orf179	0.086875
CAPZA1	0.83075
CDYL2	-0.515666666666667
GLRX3	-0.0606666666666667
LOC136288	-0.4725
MOBKL1A	-0.30025
HTR2B	2.8225
CRYGD	-0.300166666666667
NUS1	0.042
PGRMC1	0.8935
MYOM2	-0.42925
FLJ39653	-2.0395
CHM	0.9126
OR5M8	0.3265
ZNF619	-0.0225
FAM105A	2.638
CCNL1	-0.177875
NAP1L3	-0.965
C10orf57	0.578166666666667
B3GALNT1	0.535833333333333
CSN1S2A	0.321
TCP10L	-0.223
GDAP2	1.2455
DMKN	-2.5305
COX6B1	0.179
DNASE2	1.3245
MSH5	-1.79725
LGMN	0.926
USP31	-0.1219
OR13C8	1.115
SDCBP	1.1109
NUDT11	-2.90633333333333
PYGL	0.01
SNPH	-0.728333333333333
B3GNT4	-0.996
MIZF	-0.5486
NUBPL	-0.32775
NOD1	0.709333333333333
CDH22	0.70175
NUBP1	-0.113333333333333
DSCAM	-3.82125
DGKI	-0.204
FAM136A	-0.11475
AKAP1	0.160333333333333
SLC16A6	-1.63425
RIN3	0.468
PSG2	-0.01925
DIP2B	-0.508666666666667
PSORS1C1	-0.0882
KIAA0495	-0.4525
FLJ90709	0.00533333333333333
LPA	-0.368666666666667
PIGA	-0.0898333333333333
LY75	5.54516666666667
UTS2	0.263666666666667
RREB1	-0.67775
GALNACT-2	1.1103
MGC3196	-0.4835
FLJ31568	0.36275
LPHN1	-0.66975
SP1	1.13725
TOX4	0.257
HSPA9	-0.3077
APOBEC1	-0.898
SLC35E4	-1.12975
LSM5	-0.488
SURF1	-1.07625
ZBTB1	1.547
GTF2F1	-0.226625
RPS15A	-0.553214285714286
DUSP21	-0.568666666666667
GINS4	-1.184
MYO15A	0.3785
GIMAP7	5.2225
MGC13379	1.788
ATP6V1E2	0.876333333333333
UTP3	0.1645
HNRPA3	0.186875
MT4	-0.5865
C14orf155	-0.14625
U1SNRNPBP	0.239
CKLF	0.112333333333333
PLEKHN1	0.704333333333333
MBNL1	0.474833333333333
NUP160	-0.53225
ACSM2A	-1.191
LOC129881	-0.38175
KIAA1529	0.13
FLJ22639	-0.322
HAND1	-1.112
GSX1	0.042
FGA	-4.17185714285714
SERPINB1	-0.195
ZNF642	1.39975
IGFBP1	-8.016875
SLC1A1	0.991375
DHX57	0.819125
ZNF766	0.6915
PTPN21	-0.9311
GDPD3	-2.244
PNPLA5	-0.1875
TBR1	0.4825
FAM116A	0.01325
IQGAP1	0.771875
FOS	0.943125
ZNF226	0.29125
FIGNL1	0.0655
C14orf1	-0.522333333333333
ZMYND17	-0.461
PUS7	-0.331333333333333
TUBB6	-0.773
KCNQ2	-1.683
MARCH6	-0.0855833333333333
CCDC33	-0.4075
PRODH	0.03475
RBM11	0.0005
EPHA6	0.237857142857143
SLC43A1	-1.1995
LOC196541	0.245375
NTN1	0.352833333333333
ING4	-0.115
PCDHB10	2.42325
DPH2	-0.0515
SPACA4	0.2645
FBXL21	-4.2345
DIAPH1	-0.32
ZNF71	1.369
CEP76	0.445
CORO1A	0.48725
RRM2	-0.9665
EDG4	0.38575
OS9	-0.497
SLC4A1AP	0.8045
COG5	0.41725
COPS8	-0.21725
NGLY1	0.0555
NCBP2	0.224875
C17orf42	0.0463333333333333
GPSM3	0.302375
SIL1	-0.0201666666666667
ASB6	-0.70875
SMAD5OS	0.295
UNC93A	-3.11371428571429
A1BG	0.1445
C21orf62	0.5865
FMO5	-1.28008333333333
ATRIP	-0.9895
CEBPG	1.23716666666667
C7orf38	0.453833333333333
TNFRSF1B	2.17266666666667
CLEC1A	2.52683333333333
IQSEC1	0.132125
PATZ1	0.4655
RBM22	0.795625
BAG2	0.383
PAQR5	-1.6005
C9orf127	-0.671
THNSL1	1.5465
SHROOM3	0.4984
JAM2	1.53575
SNRPN	-1.9395
ALX4	0.2545
CACNA1S	-0.074
FAM130A1	0.4215
CORIN	1.225
CD300LB	0.6025
PLEKHG6	2.3945
LRRC40	-0.34675
PCLKC	-0.8905
PCDHB16	2.58516666666667
WNT2B	0.244
ASNS	-1.28577777777778
MRPL49	-0.08925
FLJ46111	-1.871
ISG20	2.257125
SMU1	-0.388
CASZ1	-0.0465
POLR1D	-0.241
GIN1	-0.2965
SNAG1	0.5385
ANKRD29	-0.7745
CDKN2AIP	0.26575
KRR1	0.1625
CXCL1	-0.944833333333333
EPM2A	-0.3607
PC	-0.1105
DEFB127	1.994
PDZRN4	1.07333333333333
FAH	-0.494125
OR51E1	1.9625
CDC2L6	0.3625
DNTTIP1	-0.61775
PAX8	0.46525
TMEM116	0.0005
C1orf150	-0.108
PRO2012	0.2895
MRPL40	-0.2555
BEX1	-4.42744444444444
SLC2A4	-1.098
PKMYT1	-1.9975
FEZF2	-0.6395
SLC26A9	5.52875
MAP2	2.46433333333333
LYL1	-1.034
SLC25A19	0.1245
NOS3	-0.0205
ZNF34	0.579
TMPRSS11F	-1.34225
FAM43A	-0.35275
FCRL4	2.6875
KLF14	0.357
FLRT2	0.0423333333333333
WRN	-0.5085
SDF2	0.3724
KRT8P12	-1.50675
C6orf195	0.361
C9orf125	-1.82616666666667
DZIP3	-0.277625
RIT1	0.654416666666667
SCML1	-1.47133333333333
RHBDF2	1.507875
OR2G3	0.0415
REXO1L1	0.0665
MAP3K7IP3	0.342375
C3orf57	-6.38475
FBXW11	-0.467333333333333
ETAA1	-0.45225
C14orf131	-0.8024
AKT1S1	-0.9915
SLC12A5	-0.87925
C9orf164	1.9635
NRIP3	0.026625
NOS1AP	-1.074
TMEM121	-1.404
SAP30BP	1.2948
DGCR6	-0.046
WDR76	-1.60875
FAM82B	-0.0264166666666667
LOC606495	-0.0835
MAP9	0.515666666666667
BCDIN3D	0.208
CXorf36	4.448
DSCR3	-0.1872
ZFAND3	-0.15875
C7orf43	0.151833333333333
SPSB3	-0.5798
C19orf19	0.2225
FAM133A	-2.349125
C12orf25	0.14275
SLC39A3	-0.872625
DISP2	1.4025
PI4KAP2	-2.6525
MKRN3	-2.6375
ADAMTS13	-1.360875
CBLN3	0.3812
TTYH1	1.385
C3orf18	-0.33
FLJ13236	-1.18725
ZMYND12	3.35425
C18orf25	0.461125
GLB1L3	-0.67
ATP13A5	0.8715
RANBP10	-0.385
CD96	1.7517
DENND1C	2.4725
RBMS3	0.2066
SLC41A3	0.1805
DGCR6L	-0.1745
TMEM128	0.195166666666667
CSNK1G3	0.383642857142857
MOBKL2C	1.426375
TSPAN6	0.392875
MATN2	2.3177
MSL2L1	-0.144666666666667
ST6GALNAC2	-2.09066666666667
FGFBP2	0.1975
FGL1	-6.5805
MPP3	-1.38816666666667
ARHGEF6	2.07383333333333
TGFBR2	0.960375
ACMSD	-1.11
IL33	4.13175
C9orf5	-0.08075
DEAF1	-1.2889
AMN	-0.784
DEFA6	0.03275
RNF212	-1.45725
METT5D1	-0.148833333333333
CIB1	-0.1673
TSSK1B	0.2525
KIAA1727	1.09575
ZNF680	0.41725
LOC399900	-1.007
LOC152217	0.0929166666666667
CTNNAL1	-2.0205
CIT	-1.44866666666667
TLE6	-1.216
ZNF607	-1.16175
HERC4	-0.473333333333333
DRAP1	-0.1927
PEMT	0.1795
C10orf111	1.489
ZNF575	-0.61375
KCTD7	0.011
MYO1F	1.834625
LOC285382	0.53275
RAB11A	-0.1008
PLCD3	-1.0515
C15orf28	0.05525
PTBP2	0.10975
CTB-1048E9.5	0.021375
C19orf60	1.101
C7orf25	0.867666666666667
SETD7	0.1925
HOXB9	-4.105
VANGL1	0.053125
CHAF1B	-1.7825
NDUFA3	0.7035
KIAA1328	0.7725
SHARPIN	-0.7375
TTC23	-0.14175
UGP2	0.532916666666667
ANKIB1	0.4713
CIRBP	-0.111428571428571
SEC14L4	2.17
OVCH1	-0.312166666666667
VPS52	-0.517
FAT	1.312125
M6PRBP1	-0.574
GPRIN3	2.065
PPM1F	-0.553833333333333
TSR1	-0.88975
CCDC85A	0.71325
PCSK5	0.741
ZFHX3	-0.1375
HEMK1	-1.0963
PGBD2	1.09875
RSRC2	0.00283333333333335
AURKC	-0.847833333333333
SCRIB	0.013125
ORM2	-4.19966666666667
FAM115A	-0.3381
FZD6	2.320625
UNC119	-0.393
GPX3	-0.8628
NOV	-0.184125
CABC1	0.399125
CDC42SE2	0.752875
EIF2S2	0.6574
RNF130	1.200875
CKAP5	-0.501166666666667
RP11-413M3.2	-0.478375
C10orf18	0.7581
TMEM93	-0.38625
DYX1C1	1.76025
KCNMB2	-2.630375
ANK3	0.382416666666667
KRT5	0.1153
CDH12	-0.993375
QRSL1	-0.02925
JUB	-0.85475
SHC4	-1.511875
CCL15	2.47383333333333
CCDC22	-0.292
SNX24	-0.166
RARS	-0.51
MORC2	0.971
FAM48A	0.14425
MT1H	-0.1065
PPP1R14C	1.86933333333333
FOXD1	-0.244857142857143
C1orf213	-1.269
AMT	-1.3168
DSN1	-0.3
PTPLAD2	3.84975
DIS3L	-0.48
RASL11A	-0.83525
GPRC5B	1.446
FRMD7	-0.4835
STRN4	-0.0535
KITLG	1.66968181818182
HDGF	-0.34
OR1S1	0.3775
SETX	0.3581
DDR2	-0.39
KCTD12	3.00175
LYZL2	-0.9055
WDR52	-0.1895
TMEM2	0.245125
ZNF579	-1.52316666666667
LOC200810	-0.49075
TNFSF9	-0.870875
PPFIA4	-3.2575
CNIH3	-1.27933333333333
MAP4K4	-0.0385
ROD1	0.110428571428571
ALS2CR12	-0.00966666666666666
DOCK3	0.390333333333333
PAQR9	-5.037
ASB17	-0.2964
STX16	-0.936125
FEZ2	0.350333333333333
DLAT	-0.480833333333333
KIF21B	-0.450666666666667
CDC5L	0.0195
TMEM119	1.79416666666667
CRIP3	0.18
TPSD1	-0.1795
TEPP	-0.65525
GNGT2	2.398
C21orf121	-0.881
WNK1	0.0181666666666667
FLJ10490	-0.5129
OR51B5	-2.816
LOC203547	0.605625
HAS1	-0.188
PPA1	0.222333333333333
ST7	-0.1115
C11orf46	0.989
POPDC3	0.544333333333333
ACOX2	-1.895
ATCAY	-0.782333333333333
TM4SF19	-2.52375
MFSD9	-0.145333333333333
PDHB	-0.53
ERN1	-0.0915
LCE3C	0.1475
GPR111	0.304
NOTCH3	1.377
ADAMTS5	2.064
B3GALT1	-1.17975
UGCGL1	0.0498333333333334
FAM58A	1.68016666666667
FBXO32	2.44625
CLPP	-0.16725
NXPH1	-1.41625
MTMR3	0.868833333333333
ATP1B3	-0.208125
TMEM16A	3.842
HIST1H3F	0.717833333333333
TRIM25	0.018
SDCBP2	1.3655
CRKL	-1.019
HOXB2	0.223166666666667
ANP32B	-0.616
GATM	3.2225
AP4E1	0.20875
EDG5	0.52075
CDKN3	-1.00566666666667
CDH4	-1.59275
PGD	-0.198666666666667
RND1	0.29
GAD1	-2.8566
MPG	-0.44825
LOC440350	-0.6965
ZNF133	0.7025
SERPINB12	-0.3185
AMELY	-0.358666666666667
DHX36	0.131
TNFAIP8L2	4.17733333333333
PHTF2	-0.182111111111111
CCDC112	0.0128333333333333
IQCC	-2.07925
HEYL	2.091
FTSJ2	-0.604
APPL1	0.2915
RAB43	0.355857142857143
OR10G2	0.4265
WAC	0.7255
ADCY9	-0.993625
RUNDC2B	0.2405
PYCRL	-0.4939
AGPAT7	-0.003
SLC22A9	-1.177
CDKAL1	0.874
PDYN	-0.2622
C20orf74	0.217
MTMR11	0.656
VAV3	1.88991666666667
DAPL1	5.1935
STXBP3	1.33225
EIF3G	-0.0245
ARHGAP22	0.12375
NPFFR1	0.2185
NPC1	0.577333333333333
ALDH9A1	1.2715
ZNF600	1.28725
ZNF678	0.283666666666667
RASSF1	-0.528416666666667
ADD2	-2.4145
PITPNB	0.480625
PKD2L2	0.481142857142857
LRP11	-0.885
CDKL1	1.1505
SMEK2	1.13475
PRODH2	-3.37033333333333
C11orf54	-0.154666666666667
SFRS11	-0.248166666666667
IL7	2.98483333333333
ALS2CR16	-0.942
BTG3	-0.811333333333333
PAK2	0.172055555555556
RP11-679B17.1	-1.84475
GATA4	-2.17166666666667
ATP2B1	-0.7475
LOC130940	0.2345
C1orf172	2.01883333333333
ATF7IP2	0.6265
SLC25A43	0.7545
CENTG3	-0.917416666666667
IGF2BP1	-4.1732
FCHSD1	0.0835
CAMK2N2	-1.733
ELAVL3	-0.3073
NBPF15	-0.370166666666667
UBE2J2	-0.52075
GNL2	-0.82475
PRR3	-0.5534
NLF2	-1.0525
OR4F6	0.752
KLHL24	1.31833333333333
CCDC88A	0.1377
SGPP1	0.535
C10orf11	0.585333333333333
SLC35B4	-0.4775
UGT3A2	-0.524
ARNT2	1.7639
CBR1	0.565875
ITPR3	-1.15783333333333
TRAPPC6B	-0.1317
AMZ1	0.111
ARP11	2.32075
WDSUB1	1.74075
APBA1	0.503166666666667
RAB2A	0.8824
C6orf162	0.076375
HPSE2	0.369
PLCE1	-0.1215
INSL3	1.95
DLG1	-0.0666
PTPLA	-3.134
PIGX	-0.55375
TFIP11	0.136666666666667
FIBIN	2.7765
POLR2G	-0.14475
GRAP2	-0.3416
DNAJB8	-0.29525
CNBP	0.827666666666667
WASF1	-2.87175
INPP5E	-1.4457
HSPB1	-0.9906875
TMEM167	0.1565
CUBN	0.468
IGF1	2.7420625
ITPK1	-0.3146
NAALAD2	-1.139
G3BP1	0.6669
NT5DC1	0.322125
CYP39A1	4.425
TMEM139	1.93508333333333
POLK	0.130111111111111
GLULD1	-0.213
RBM15	0.244666666666667
AMZ2	0.15425
GDF15	-4.352
MESDC2	-0.1605
INCA	2.93116666666667
ACY1L2	-0.2225
GZMM	1.51333333333333
PAIP1	-0.325
CACNA2D1	-0.3355
STK32C	-0.160166666666667
SH3BP4	0.3115
DEC1	0.2155
PADI1	0.2655
UBB	0.9115
PON3	3.24766666666667
PROP1	0.8785
ANKRD13B	-0.865
ADCK1	-0.74225
TCF25	-0.194333333333333
SLC38A5	-2.1405
CXorf26	0.509
C19orf39	0.29375
PPP1R13B	0.0085
ARL2	-1.3955
TCL6	0.151666666666667
TOP3A	0.268
SLC16A14	0.343375
FXYD6	2.01583333333333
HIST1H4E	-0.022
BBC3	-0.761368421052632
UNC5A	0.128166666666667
FAM86C	-0.5492
PI4KB	0.639375
B3GAT1	-0.85575
SUSD2	1.48483333333333
OAZ2	-0.274166666666667
NOC4L	-0.68575
C10orf12	-0.24
FADS1	-1.9085
LOC144097	-0.07075
DKK2	0.794833333333333
KIAA1949	1.86425
RHOT1	0.446
OXT	0.862666666666667
GPR153	-1.702
ARL4A	0.464166666666667
SAAL1	-0.9315
CCDC64	-0.104
USE1	0.725166666666667
HNMT	0.8615
PCGF3	-0.140875
CYP2C19	-0.02975
C20orf4	0.698
CCDC11	-0.53975
ACSBG2	0.225
RWDD2A	-0.137
PALLD	2.10925
CPLX4	-0.592
LOC492311	0.6855
KPNA2	-0.041
MACROD1	-1.1906
TMCO3	-0.715833333333333
C15orf52	-0.214833333333333
BIRC5	-0.4794
PRR16	2.03566666666667
FAM63B	-0.434625
KATNB1	-1.39
WNT8B	1.0265
CPLX3	-0.24725
GHR	0.7965
CCDC124	-0.83525
BCLAF1	-0.132625
GOLGA3	0.574
CLEC4E	5.37133333333333
