Hybridization REF	TCGA-C8-A12O-01A-11R-A115-07
GTF2E1	-0.21225
RY1	-0.661166666666667
ATAD2B	-0.317625
ARHGAP17	0.203
KCNIP3	-0.81175
SFPQ	-0.277125
GFRA4	0.706833333333333
AKR1B10	-2.638375
TIGD6	0.544666666666667
RGS16	1.6935
URB1	-0.9465
OR4C46	-0.018
TOP3B	-0.5855
NFATC4	0.74
CA14	-4.4855
BMPR1A	0.542166666666667
SNRP70	-1.335375
PRL	0.133166666666667
C6orf130	-1.15125
STAG2	-1.015
CD55	0.193642857142857
RPS23	0.869166666666667
SSX2	-1.6898
FDPSL2A	-0.37475
FBXO27	0.816625
SYNGR3	-0.733
TMSL3	0.76725
EML1	-0.023
NUP93	-0.4445
SMAD3	-0.3863
KIAA1189	2.24716666666667
HNRPUL2	-0.438666666666667
TBC1D12	1.2885
C16orf24	1.8375
MRVI1	1.92933333333333
ZNF581	-0.72
ELOVL3	0.1595
OR51Q1	0.156
CACNB3	0.648666666666667
GALNT13	-0.796625
C10orf84	0.414125
NEDD4	-0.7662
SPO11	0.5835
OR5AU1	0.611
NEK4	0.456214285714286
PRKAR2A	-0.359666666666667
IHPK1	0.150833333333333
ATP6V0B	0.923125
CACNA1E	0.6935
CEACAM8	1.72283333333333
PEX14	-0.028
FLJ12993	-2.344
ZBTB38	-0.191083333333333
PCTK2	1.46116666666667
LRRC16	-0.6613
FBLIM1	0.864583333333333
FYCO1	1.8505
RP5-1022P6.2	-0.733666666666667
CMTM1	0.508333333333333
PLTP	0.629833333333333
RAPH1	0.6865
DOCK8	0.996875
EZH2	-1.56873333333333
SLC25A1	0.693166666666667
PLEKHB1	0.7681
GRB7	0.2709
ZFP37	-1.02375
MRPL33	-0.23425
PELO	-1.288
ARMC1	-0.233909090909091
C9orf27	0.113571428571429
FLJ25778	0.025
C9orf37	-1.12966666666667
TMEM66	0.4915
SPRN	-0.037625
HBEGF	0.393
PI4KA	-0.037
LEPRE1	0.07125
POU2AF1	-0.927875
MRPL12	-0.166833333333333
REP15	-0.423
ZC3H3	0.82075
RASAL1	0.493
DDAH1	1.334125
ACBD5	0.44675
TMC2	0.2815
CCDC137	-0.79275
SAMD13	-0.294
UGT2B15	-3.78783333333333
TIPARP	-1.13075
DNASE1L3	0.198
TRIM72	0.230833333333333
DBX2	0.85225
IPO8	-0.131
C21orf88	-1.7744
MAP3K14	0.30075
LOC51233	0.677333333333333
GGTLA4	2.6985
PDE6D	0.30675
ZNF117	-0.9375
CLK2	-1.192125
NKRF	-0.54
TNFSF15	0.8129
DUSP2	-0.378125
SECISBP2	-1.0204
GABRR2	0.1205
PPAP2C	1.29225
LOC51145	0.1535
PAG1	1.317375
PIK3C3	-0.41375
GNG10	0.1505
APOL4	0.438333333333333
ANKRD28	0.311375
STMN3	0.4211
RAB14	0.2015
CDK2AP2	1.16575
HDDC3	0.054875
COMMD7	0.694
CXXC1	-0.45075
HMCN1	0.5305
CD40	1.0645
DYNC1LI2	-0.2755
GDI1	0.6245
LOC646938	0.064
VSNL1	-1.302
PIH1D1	-0.372833333333333
RAET1G	0.4075
KRTAP5-9	0.536
EFTUD2	-0.19275
ZNF311	-1.98366666666667
ATP6V1G3	0.411
OR2W3	0.03225
SCN4A	0.17775
MED10	-0.665
FAM135A	-0.4497
ARHGAP4	-0.12675
EHMT2	-1.02375
UFD1L	0.12125
ERMP1	0.63925
MAG1	-1.98416666666667
THAP8	-0.3015
HACE1	-0.931333333333333
FAM82C	1.0165
C3orf20	0.405
UNC84A	-0.407166666666667
SCD5	-0.364071428571429
LASS6	2.036625
LSG1	-0.02475
MAL	-4.5875
GPR22	-0.731
WDR5B	0.38775
ACTRT1	1.0415
C17orf60	0.593833333333333
GRIN2C	0.2825
ARMC8	-0.331416666666667
SLC47A1	-0.820666666666667
DMPK	0.7275
DHRS13	-0.122
SMC1A	-0.351666666666667
KRTAP17-1	0.17425
SMYD5	-0.04975
TUSC2	0.6675
CRHR2	0.68
KIR3DL2	0.8125
CCDC104	0.316
ATP2C1	0.346125
CROT	0.67875
PABPC3	-0.0386666666666667
EGR1	-0.709833333333333
THSD1	0.46925
KHK	-0.89775
SLC12A2	1.299375
CD58	-0.1435
STOX2	-0.456
CCDC76	-0.958
CCDC48	3.629
DNAH1	-0.0105
ZIC4	-0.291
OR1G1	0.5485
PSMC6	-0.95
PROKR1	0.5645
ABCB1	-0.61825
TRAT1	-1.19075
LLGL1	-0.17
MTF1	0.50125
USP54	0.895125
PAGE2B	-2.14
ITGB7	-3.21825
CCDC81	-0.214
LOC149837	1.06025
SCUBE1	2.672
ZSCAN10	1.32
HUWE1	-0.0971428571428571
CDH17	0.3765
CD180	1.77875
IL17A	0.3395
TMPO	-1.291625
KIAA1524	-1.5355
HDGFRP3	0.163166666666667
OXCT1	-0.674727272727273
RRAS2	0.2215
LTBP2	2.3500625
SV2B	1.80033333333333
CYP2A6	0.328
PKD1L2	-0.186833333333333
PPM1M	0.47875
FLJ22662	2.3825
ZNF502	1.573
GP6	-0.6185
CRYBA2	-0.17175
LEF1	-1.1313
CTPS	-1.21271428571429
EYA1	-3.40383333333333
EPS8L1	1.213
MAPK14	-0.5965
SERPINB2	-4.617
GTF2F2	-0.9295
ZNHIT4	0.0525
PLA1A	0.03075
C20orf114	2.60125
HPR	-4.729
C18orf2	-2.78966666666667
SATB2	-1.4045
KCNJ9	-0.063375
MGC157906	0.919
MOCS3	0.11875
C17orf71	-0.489833333333333
PPHLN1	-0.2726
HIST1H2BN	-0.494
RAPGEF1	-0.65725
MAP3K8	1.4065
DLG4	0.0966666666666666
STC1	0.683666666666667
CDGAP	1.93525
DDX26B	-0.65975
LOC150223	0.13825
CPSF3	-0.7025
TMEM14A	-0.22275
MYH3	-1.62075
GPKOW	0.427
SULT1A1	0.263833333333333
SPON1	4.2609
YY1AP1	0.015
RAB23	1.103
PLA2G4A	-3.25
MAPRE3	0.00949999999999999
ZNF516	0.249357142857143
GGPS1	0.29725
EXOC3L2	-0.52475
C19orf42	0.1483
MAP2K2	-0.622333333333333
HIST1H2BB	-0.45825
RNF19B	1.37316666666667
C6orf128	0.00583333333333339
TLR8	2.61925
PCDHA9	-0.1885
CARS2	0.22425
CLUL1	-0.510833333333333
RHAG	-3.5715
UNK	-0.2535
EXOC8	0.000899999999999993
C9orf95	0.356
C14orf143	-0.185833333333333
MAML3	0.376375
LDHA	-0.623
MRPL20	0.272625
KLHDC6	0.3235
ATP5S	-0.826666666666667
C8orf55	1.681
PHF19	-1.733375
KRTAP13-4	0.5945
TTC5	-0.40975
XKR5	-0.11925
SILV	-4.08666666666667
TEX28	0.049
TCTN1	1.03875
CX40.1	0.1865
PPP2R5C	-0.11075
C12orf30	-0.6905
CAPG	2.03675
MPZL1	0.9169
ARSB	-0.417166666666667
TDH	-1.96425
WASF4	0.11225
TSSK3	-0.337
7A5	0.4615
CRISPLD1	-0.122
MAD1L1	-0.718333333333333
SPIN4	-0.403833333333333
AMPD1	1.43825
DPYSL5	0.1265
INPP1	-0.0316666666666667
ANKRD11	-1.16194444444444
NPAS4	0.258875
GCET2	0.1805
RNASE9	-0.364
GUCY2D	0.315333333333333
CCDC98	-0.411
FGF4	0.26275
CPM	-0.1175
SLC26A4	-1.32683333333333
PLD5	0.5155
FAM59A	-0.2637
FBXO5	-1.94866666666667
SIPA1L1	0.224375
DPYS	0.1555
ATG4D	-0.41775
TGM3	1.6655
MTCH1	-0.249375
HK1	0.589785714285714
CDC26	-0.278375
GALNT12	-1.569
LOC339229	0.29975
MRPL35	-0.452125
ORC4L	-0.579
TNKS	-0.684928571428572
C2orf24	0.169
ZNF553	0.968666666666667
GGTLA1	2.989
ZNF497	-0.57225
CDY1B	-0.1195
SLC30A4	-0.2625
TUB	-0.612875
ARHGEF18	0.25775
ARRB1	-0.00350000000000001
KCNK1	1.9145
EREG	-2.8523
SCAMP5	1.3145
RUNDC3B	1.095
ADAMTS20	0.24275
IL17RB	3.901125
FLJ20323	-0.7015
MCAM	-0.009
POLR3E	-1.27
AQR	0.518666666666667
IPMK	-0.2135
CDCA7	-2.549125
CAMP	3.42025
GRHL3	-0.366
ADAMTSL2	1.75316666666667
CLMN	1.31433333333333
SSTR3	0.337
MAGEA5	-2.07983333333333
OVOL2	3.544
JMJD1B	0.23325
RBL2	0.7031
PYGO2	0.49925
PPP1R10	0.286333333333333
CSE1L	-0.9045
LCA5	1.07425
RDH16	0.7835
ASRGL1	-1.93125
TOM1	1.3285
PTX3	-5.49325
TTC15	-0.24675
SCGB3A1	2.40966666666667
MRPL50	-1.854
RCAN3	-0.051
SLC26A11	0.82375
STYX	0.160333333333333
CINP	0.1685
MARCH7	-0.3415
PFKM	-0.901333333333333
SGMS1	1.391
RIOK3	-0.1118
C1orf110	0.5065
CES7	0.213875
LOC440248	-1.68975
PPP1R12C	-0.16225
C10orf27	0.3975
ATG9A	-0.56675
MRPS26	0.94125
TMEM40	1.5775
ELP3	-0.424
ZNF787	0.2306
HIAT1	0.34525
C8orf34	1.5505
MGC4655	-0.2553
PELI1	0.204333333333333
PPT1	1.5079
SLC35C2	-0.227333333333333
C6orf125	-0.628
MUC4	-1.20833333333333
RFC4	-1.68785714285714
GNB2	-0.111166666666667
NUP50	0.506714285714286
SULT4A1	-0.0531666666666665
C7	0.940875
CCDC130	-0.0845
ARRDC4	0.505
RQCD1	-0.102
GLYCTK	-0.49225
AYTL2	1.22718181818182
MTUS1	1.4751
LEMD3	0.253166666666667
PLEKHF2	1.337
HOXA7	-0.12025
GTF3C2	-1.03
DYNLRB2	3.75625
CNOT10	-0.262
MR1	0.1245
FFAR1	0.3205
PRIC285	0.32625
SLITRK6	4.85
LIX1	-2.1539
UBE1L2	-0.18975
F8	0.590625
ACHE	0.487333333333333
KPNA5	-0.55325
TNFRSF12A	-0.08
EGR3	0.213
SERPIND1	-3.32316666666667
OASL	2.0385
IFRD1	-0.8165
WDFY1	-0.0521666666666667
ZNF267	0.76225
ACCN5	0.417
ZBTB6	-1.7365
PPP1R3A	-0.0735
PRRT3	2.45725
FBXL19	-0.2745
TXNIP	-0.321357142857143
ACTN2	-1.09225
ATG9B	-0.1885
C9orf117	0.083125
IL27	-0.8865
RPL36AL	0.231333333333333
KLK15	-0.0946666666666667
CHAD	2.901
RAP2B	0.7475
HEBP2	0.55525
ZNF342	0.2355
CAMK2G	-0.223166666666667
TLR3	1.7745
FGF14	0.433
HMGB2	-2.229125
TRPM5	0.127333333333333
OR5M11	0.2255
KIF3B	0.601789473684211
PRICKLE2	1.089
MTMR9	0.213375
C3orf27	0.28425
GLRA3	-2.0675
NSDHL	0.101166666666667
TMEM32	0.5215
POLR2D	-0.910333333333333
MYADML	0.5995
C9orf114	-1.007
MRGPRX1	0.5915
TOPORS	-0.5975
CLDN19	0.14925
C1QL4	0.2985
RNF165	-2.5115
DHRS9	0.15025
DNAH2	-0.447666666666667
FXR1	-1.45383333333333
ZMYM3	-1.093125
CASP3	-0.351833333333333
FAM120C	-0.106
SCLY	-0.4835
CA7	0.34
ENTPD5	-0.196666666666667
ZNF461	-0.21325
PDIA5	0.3355
C1orf19	-0.399666666666667
TMEM67	0.624
KCTD20	-0.6035
WDR47	0.887
FLJ38723	0.145
KLRF1	0.368
TAS2R16	0.837
CLDN12	0.63525
PRKCE	-0.699
UBXD4	-0.657
ITGAM	3.0205
GLT8D3	-0.284625
WDR31	-0.3647
RGS2	-0.25175
OR51L1	0.2305
MST1R	1.90075
KIAA1737	0.32375
OR4A5	0.1395
GLIS1	-0.2275
PTMA	-0.0792142857142857
NAPA	1.3385
PRDM11	0.32625
LIPF	0.235
DIRAS3	-0.51475
ASGR2	-3.527625
C1QTNF4	1.373
PIK3R4	-0.485833333333333
ARMC3	0.91225
NDUFV3	-0.568833333333333
BTBD3	0.627166666666667
PPP1R2	-0.0406666666666667
UBE2NL	0.96425
FOSL2	1.63921428571429
FAM119A	-1.086
TUBA4A	0.2333
KRTAP12-1	-0.12625
SFRS2	-0.3755
RHPN1	0.1048
EEF2	-0.703166666666667
ZDHHC11	-0.724166666666667
EPHA3	-1.4291
RBM12	-0.691
H2AFJ	1.98175
EDIL3	3.4185
KIF26A	-1.63425
SERGEF	0.60725
B3GALT4	1.902
LOC90925	2.34816666666667
OSCAR	1.3255
NPFF	-0.3315
DEDD	0.20625
TMEM155	-0.631125
PTPN1	-0.295
SCYL2	0.945833333333333
SKAP1	2.7745
LEAP2	-2.27416666666667
GADD45G	0.887
IFITM3	1.62675
PILRB	-1.89033333333333
SLU7	-0.3050625
DSC3	1.79775
DNMT3L	-1.24475
PAPD5	1.686
B3GNT3	0.973
LHCGR	0.087
MSL-1	-0.314
UBE2S	-1.364875
SAP130	-0.3525
ANAPC11	0.63325
MAGED4B	-1.371
ATP6V1B2	0.409833333333333
C14orf179	1.03125
CAPZA1	-0.437875
CDYL2	0.640833333333333
GLRX3	-0.6595
LOC136288	-1.06475
MOBKL1A	-0.6095
HTR2B	1.7895
CRYGD	0.192166666666667
NUS1	0.00616666666666665
PGRMC1	0.7415
MYOM2	-0.99675
FLJ39653	-1.5525
CHM	-0.3652
OR5M8	0.288
ZNF619	0.5705
FAM105A	0.96475
CCNL1	-1.610375
NAP1L3	0.78425
C10orf57	2.26483333333333
B3GALNT1	1.3725
CSN1S2A	-0.0995
TCP10L	0.0365
GDAP2	0.366875
DMKN	-0.0375
COX6B1	0.439
DNASE2	0.720666666666667
MSH5	-2.02875
LGMN	0.268375
USP31	0.3423
OR13C8	0.3785
SDCBP	-0.0541
NUDT11	-1.34666666666667
PYGL	-0.2175
SNPH	0.193666666666667
B3GNT4	0.1085
MIZF	-0.6655
NUBPL	0.14175
NOD1	-0.2565
CDH22	1.5285
NUBP1	0.228166666666667
DSCAM	-3.55425
DGKI	1.518
FAM136A	-0.7205
AKAP1	0.682166666666667
SLC16A6	1.22475
RIN3	0.45775
PSG2	-0.08225
DIP2B	0.202333333333333
PSORS1C1	1.6582
KIAA0495	-0.8675
FLJ90709	-0.937
LPA	-0.448666666666667
PIGA	0.232
LY75	2.002
UTS2	-3.03333333333333
RREB1	-0.123875
GALNACT-2	0.8966
MGC3196	-0.633
FLJ31568	-0.40025
LPHN1	0.65825
SP1	0.738875
TOX4	-0.178666666666667
HSPA9	0.1741
APOBEC1	0.28
SLC35E4	-1.8425
LSM5	-1.54075
SURF1	0.44475
ZBTB1	-0.701
GTF2F1	-0.266
RPS15A	0.106
DUSP21	-0.812333333333333
GINS4	-1.80416666666667
MYO15A	-0.104666666666667
GIMAP7	3.272
MGC13379	1.146
ATP6V1E2	-1.03683333333333
UTP3	0.691
HNRPA3	-0.935625
MT4	0.283
C14orf155	0.562
U1SNRNPBP	-0.20475
CKLF	-0.371833333333333
PLEKHN1	-0.527666666666667
MBNL1	-0.318916666666667
NUP160	-0.90275
ACSM2A	-1.29625
LOC129881	-0.2255
KIAA1529	-0.467
FLJ22639	-1.20975
HAND1	-0.1545
GSX1	0.6895
FGA	-2.4008125
SERPINB1	-0.66
ZNF642	0.5405
IGFBP1	-7.1275
SLC1A1	1.403625
DHX57	-0.51525
ZNF766	-0.97
PTPN21	0.3269
GDPD3	2.1855
PNPLA5	0.2025
TBR1	0.354
FAM116A	-0.434
IQGAP1	0.635
FOS	-0.158875
ZNF226	-0.23025
FIGNL1	-0.579833333333333
C14orf1	0.0988333333333333
ZMYND17	0.031
PUS7	-0.468333333333333
TUBB6	-0.573125
KCNQ2	-1.302
MARCH6	0.33575
CCDC33	0.1395
PRODH	1.9345
RBM11	-1.86375
EPHA6	0.125625
SLC43A1	-0.80375
LOC196541	0.358125
NTN1	1.71025
ING4	0.377
PCDHB10	1.05
DPH2	-0.231333333333333
SPACA4	0.3965
FBXL21	-4.067
DIAPH1	-0.888333333333334
ZNF71	0.17
CEP76	-0.011
CORO1A	-0.31975
RRM2	-1.858125
EDG4	-0.08425
OS9	0.136833333333333
SLC4A1AP	-0.30025
COG5	0.1685
COPS8	-0.4975
NGLY1	-0.68625
NCBP2	-0.74875
C17orf42	-0.374
GPSM3	1.110625
SIL1	0.5315
ASB6	-0.86475
SMAD5OS	0.265166666666667
UNC93A	-2.41975
A1BG	-0.0726666666666667
C21orf62	-0.494
FMO5	-0.118166666666667
ATRIP	-0.311833333333333
CEBPG	0.200833333333333
C7orf38	-0.416833333333333
TNFRSF1B	0.401
CLEC1A	1.03716666666667
IQSEC1	0.177125
PATZ1	0.9591
RBM22	-0.186875
BAG2	-1.09416666666667
PAQR5	-1.52566666666667
C9orf127	0.1739
THNSL1	0.11975
SHROOM3	1.99
JAM2	0.795
SNRPN	-2.9765
ALX4	0.224
CACNA1S	0.8505
FAM130A1	0.603
CORIN	3.386
CD300LB	0.616
PLEKHG6	1.014
LRRC40	-0.552
PCLKC	-0.2085
PCDHB16	0.529333333333333
WNT2B	0.393166666666667
ASNS	-1.52722222222222
MRPL49	-0.210375
FLJ46111	-0.78375
ISG20	0.470125
SMU1	-0.126833333333333
CASZ1	0.3975
POLR1D	-0.605833333333333
GIN1	-0.276
SNAG1	0.166
ANKRD29	-1.38875
CDKN2AIP	-0.58425
KRR1	0.37225
CXCL1	-1.59816666666667
EPM2A	-0.31
PC	-0.976333333333333
DEFB127	-0.307
PDZRN4	1.01766666666667
FAH	1.113625
OR51E1	1.9025
CDC2L6	-0.205
DNTTIP1	-0.32625
PAX8	0.3995
TMEM116	-0.21275
C1orf150	0.518
PRO2012	-0.2035
MRPL40	0.661833333333333
BEX1	-2.4314
SLC2A4	-1.09716666666667
PKMYT1	-0.26175
FEZF2	-0.6068
SLC26A9	-1.328
MAP2	0.498333333333333
LYL1	-0.704
SLC25A19	-0.168833333333333
NOS3	-0.0365
ZNF34	0.863666666666667
TMPRSS11F	-0.851
FAM43A	-0.17675
FCRL4	0.925
KLF14	0.2175
FLRT2	0.166833333333333
WRN	-1.2515
SDF2	0.707
KRT8P12	-0.8505
C6orf195	0.0535
C9orf125	-1.10533333333333
DZIP3	-1.2985
RIT1	0.326166666666667
SCML1	-1.893
RHBDF2	0.0885
OR2G3	0.8065
REXO1L1	-0.9255
MAP3K7IP3	0.109125
C3orf57	-4.117
FBXW11	-1.43783333333333
ETAA1	-0.61825
C14orf131	-0.5316
AKT1S1	-0.2815
SLC12A5	-0.7715
C9orf164	0.5675
NRIP3	-0.490375
NOS1AP	-1.12275
TMEM121	1.45325
SAP30BP	-0.1311
DGCR6	1.13
WDR76	-1.02775
FAM82B	0.40925
LOC606495	-0.4495
MAP9	0.959916666666667
BCDIN3D	1.27925
CXorf36	3.0375
DSCR3	0.6275
ZFAND3	0.1275
C7orf43	0.0111666666666667
SPSB3	0.4967
C19orf19	0.78675
FAM133A	-2.73775
C12orf25	1.03875
SLC39A3	0.155125
DISP2	-0.8415
PI4KAP2	-1.814
MKRN3	-2.66916666666667
ADAMTS13	-0.704625
CBLN3	0.5653
TTYH1	-1.18733333333333
C3orf18	1.66475
FLJ13236	0.11075
ZMYND12	3.76425
C18orf25	0.4415
GLB1L3	-0.57
ATP13A5	1.001
RANBP10	-0.2635
CD96	-0.428
DENND1C	0.839
RBMS3	0.4458
SLC41A3	0.4845
DGCR6L	1.00825
TMEM128	0.226666666666667
CSNK1G3	0.000500000000000005
MOBKL2C	0.435625
TSPAN6	0.661
MATN2	0.794
MSL2L1	-1.75083333333333
ST6GALNAC2	1.15283333333333
FGFBP2	0.282
FGL1	0.5375
MPP3	-0.3905
ARHGEF6	1.269
TGFBR2	0.43
ACMSD	0.0205
IL33	1.063
C9orf5	-0.626666666666667
DEAF1	-0.1676
AMN	0.168
DEFA6	0.376375
RNF212	-0.8805
METT5D1	-0.0115
CIB1	1.653
TSSK1B	0.5225
KIAA1727	0.259
ZNF680	0.23425
LOC399900	-0.994
LOC152217	-0.432916666666667
CTNNAL1	-2.173
CIT	-1.23691666666667
TLE6	1.24975
ZNF607	-0.3845
HERC4	-0.637166666666667
DRAP1	-0.2413
PEMT	-0.0405
C10orf111	-0.7945
ZNF575	0.95925
KCTD7	-0.00775000000000001
MYO1F	0.883375
LOC285382	3.419
RAB11A	0.5617
PLCD3	-0.33725
C15orf28	0.2035
PTBP2	-1.285375
CTB-1048E9.5	0.641125
C19orf60	0.323666666666667
C7orf25	-0.0478333333333333
SETD7	1.415125
HOXB9	-3.3335
VANGL1	-0.1845
CHAF1B	-1.30425
NDUFA3	0.66325
KIAA1328	0.1145
SHARPIN	0.731
TTC23	-0.137625
UGP2	0.378583333333333
ANKIB1	-0.1143
CIRBP	0.279
SEC14L4	-1.76933333333333
OVCH1	0.549833333333333
VPS52	-0.2275
FAT	0.544125
M6PRBP1	-0.4115
GPRIN3	1.042
PPM1F	-0.480833333333333
TSR1	-0.95375
CCDC85A	1.6715
PCSK5	1.58925
ZFHX3	1.02
HEMK1	-0.3837
PGBD2	-0.036
RSRC2	-0.321166666666667
AURKC	-1.24883333333333
SCRIB	1.07075
ORM2	-3.08416666666667
FAM115A	-1.3134
FZD6	0.967375
UNC119	0.1665
GPX3	-1.1365
NOV	-0.12475
CABC1	-0.185625
CDC42SE2	-0.1425625
EIF2S2	-0.5109
RNF130	1.0955
CKAP5	-0.591666666666667
RP11-413M3.2	0.25775
C10orf18	1.1977
TMEM93	-0.2395
DYX1C1	1.35775
KCNMB2	-1.499125
ANK3	0.863166666666667
KRT5	0.4203
CDH12	-1.406375
QRSL1	-0.726625
JUB	-0.54725
SHC4	-1.046125
CCL15	1.13783333333333
CCDC22	0.28375
SNX24	-0.3775
RARS	-0.82575
MORC2	-0.1345
FAM48A	-0.73925
MT1H	1.118
PPP1R14C	-0.925
FOXD1	-2.22814285714286
C1orf213	-2.466
AMT	-1.3821
DSN1	-1.18425
PTPLAD2	3.12075
DIS3L	-0.162
RASL11A	0.81175
GPRC5B	-0.23825
FRMD7	-0.671
STRN4	0.53875
KITLG	3.27640909090909
HDGF	-1.4005
OR1S1	0.4915
SETX	-0.4336
DDR2	1.0555
KCTD12	2.11425
LYZL2	3.05575
WDR52	-1.8345
TMEM2	-0.103375
ZNF579	0.604666666666667
LOC200810	0.6115
TNFSF9	-1.103
PPFIA4	-3.0235
CNIH3	0.860166666666667
MAP4K4	-0.843071428571428
ROD1	0.0370714285714286
ALS2CR12	-0.568333333333333
DOCK3	1.06766666666667
PAQR9	-3.59425
ASB17	0.196333333333333
STX16	-1.3485
FEZ2	-0.559666666666667
DLAT	-0.146
KIF21B	-1.024
CDC5L	-1.23225
TMEM119	1.97816666666667
CRIP3	-1.52725
TPSD1	0.302666666666667
TEPP	-0.02075
GNGT2	1.3045
C21orf121	0.45725
WNK1	0.697
FLJ10490	1.1856
OR51B5	-1.353
LOC203547	-0.247125
HAS1	0.559
PPA1	0.508166666666667
ST7	0.50575
C11orf46	0.2327
POPDC3	-1.8455
ACOX2	1.5805
ATCAY	-0.368166666666667
TM4SF19	0.4135
MFSD9	-0.0615
PDHB	-0.36
ERN1	0.2275
LCE3C	0.481
GPR111	0.1035
NOTCH3	1.94
ADAMTS5	2.4335
B3GALT1	-1.01075
UGCGL1	-0.3515
FAM58A	0.958666666666667
FBXO32	2.13275
CLPP	0.219
NXPH1	1.20425
MTMR3	1.13966666666667
ATP1B3	-0.581
TMEM16A	4.32425
HIST1H3F	-0.455666666666667
TRIM25	-0.644833333333333
SDCBP2	0.287
CRKL	0.179
HOXB2	2.74183333333333
ANP32B	-1.476875
GATM	2.615
AP4E1	0.0475
EDG5	0.53275
CDKN3	-1.10566666666667
CDH4	-1.6355
PGD	-0.0823333333333333
RND1	0.439
GAD1	-2.4813
MPG	0.672
LOC440350	-0.6655
ZNF133	-0.4455
SERPINB12	-0.0105
AMELY	-0.0421666666666667
DHX36	-1.02725
TNFAIP8L2	3.33
PHTF2	0.390333333333333
CCDC112	-1.02733333333333
IQCC	-1.1205
HEYL	3.197
FTSJ2	-0.708333333333333
APPL1	0.140125
RAB43	-0.101071428571429
OR10G2	0.2465
WAC	0.0683333333333333
ADCY9	0.16175
RUNDC2B	-0.432666666666667
PYCRL	1.4242
AGPAT7	-0.1325
SLC22A9	-0.950166666666667
CDKAL1	-0.741
PDYN	-0.377333333333333
C20orf74	-1.76175
MTMR11	1.1945
VAV3	3.52275
DAPL1	0.5425
STXBP3	0.04875
EIF3G	-0.096
ARHGAP22	-0.503
NPFFR1	0.1775
NPC1	0.149
ALDH9A1	0.649166666666667
ZNF600	-0.31125
ZNF678	-0.624166666666667
RASSF1	0.806916666666667
ADD2	-2.689875
PITPNB	0.283375
PKD2L2	0.477375
LRP11	0.33675
CDKL1	-0.41025
SMEK2	0.40975
PRODH2	-2.7455
C11orf54	0.121166666666667
SFRS11	-1.72616666666667
IL7	-0.520666666666667
ALS2CR16	0.459
BTG3	-1.42883333333333
PAK2	-0.977333333333333
RP11-679B17.1	-1.2455
GATA4	-2.14316666666667
ATP2B1	0.0095
LOC130940	0.502
C1orf172	2.13633333333333
ATF7IP2	-2.3345
SLC25A43	0.781333333333333
CENTG3	-0.14325
IGF2BP1	-3.5281
FCHSD1	0.546
CAMK2N2	1.08866666666667
ELAVL3	0.2707
NBPF15	-1.646
UBE2J2	-0.00775000000000001
GNL2	-0.99575
PRR3	-0.1316
NLF2	1.214
OR4F6	0.015
KLHL24	-0.211166666666667
CCDC88A	-1.3892
SGPP1	0.5935
C10orf11	0.298833333333333
SLC35B4	-1.31233333333333
UGT3A2	2.6195
ARNT2	0.5776
CBR1	0.3995
ITPR3	-1.607
TRAPPC6B	-0.4197
AMZ1	2.2595
ARP11	1.66975
WDSUB1	0.014
APBA1	0.768333333333333
RAB2A	1.0567
C6orf162	-0.6515
HPSE2	0.3195
PLCE1	-0.47975
INSL3	0.712
DLG1	-0.5967
PTPLA	-2.16275
PIGX	-0.448375
TFIP11	0.498
FIBIN	2.8515
POLR2G	-0.59525
GRAP2	-1.4657
DNAJB8	0.1045
CNBP	-0.439166666666667
WASF1	-1.328
INPP5E	-1.3562
HSPB1	1.4526875
TMEM167	0.0516
CUBN	0.7115
IGF1	1.700125
ITPK1	0.5639
NAALAD2	-1.217375
G3BP1	0.3422
NT5DC1	-0.283625
CYP39A1	-0.276
TMEM139	-0.201416666666667
POLK	-0.8944
GLULD1	-1.967
RBM15	-1.56733333333333
AMZ2	0.2465
GDF15	-1.93483333333333
MESDC2	-0.12625
INCA	0.578
ACY1L2	-2.3775
GZMM	-0.0886666666666667
PAIP1	-0.20575
CACNA2D1	0.03775
STK32C	-0.218
SH3BP4	1.067
DEC1	0.2525
PADI1	-0.102
UBB	0.2936
PON3	-2.701
PROP1	0.6545
ANKRD13B	0.748
ADCK1	0.362
TCF25	-0.262833333333333
SLC38A5	-1.30075
CXorf26	-0.157166666666667
C19orf39	0.62375
PPP1R13B	0.7545
ARL2	-0.1655
TCL6	0.1455
TOP3A	-0.8935
SLC16A14	1.793125
FXYD6	2.07666666666667
HIST1H4E	-0.4045
BBC3	-0.248736842105263
UNC5A	0.445666666666667
FAM86C	0.1399
PI4KB	0.094125
B3GAT1	-2.86025
SUSD2	1.908
OAZ2	-0.697833333333333
NOC4L	0.4285
C10orf12	0.7525
FADS1	0.311166666666667
LOC144097	-0.2045
DKK2	1.53233333333333
KIAA1949	0.48775
RHOT1	0.7836
OXT	1.5865
GPR153	0.956
ARL4A	-1.41466666666667
SAAL1	-0.98325
CCDC64	0.179
USE1	-0.127333333333333
HNMT	0.739333333333333
PCGF3	0.190625
CYP2C19	-0.04925
C20orf4	0.5195
CCDC11	0.23775
ACSBG2	0.0255
RWDD2A	0.3025
PALLD	2.59425
CPLX4	0.6455
LOC492311	0.8975
KPNA2	-1.12866666666667
MACROD1	0.1883
TMCO3	0.256833333333333
C15orf52	0.007
BIRC5	-0.6014
PRR16	0.6065
FAM63B	0.2525
