Hybridization REF	TCGA-D8-A13Y-01A-11R-A115-07
SMARCD1	-0.1935
ZFP106	0.4245
ZNF347	1.3712
GTF2E1	-0.0755
RY1	0.382333333333333
ATAD2B	0.32625
ARHGAP17	0.5705
KCNIP3	-0.31025
SFPQ	0.864
GFRA4	-0.8366
AKR1B10	-2.833125
TIGD6	1.08316666666667
RGS16	3.081375
URB1	-0.237
OR4C46	0.2085
TOP3B	-1.54825
NFATC4	0.128
CA14	-4.049
BMPR1A	-0.743833333333333
SNRP70	-1.677
PRL	1.11425
C6orf130	-1.046
STAG2	0.67075
CD55	-2.78521428571429
RPS23	0.3315
SSX2	-2.42833333333333
FDPSL2A	-0.686
FBXO27	1.039125
SYNGR3	-0.792666666666667
TMSL3	0.45875
EML1	0.706
NUP93	-1.381
SMAD3	0.2318
KIAA1189	0.32
HNRPUL2	0.348
TBC1D12	0.2105
C16orf24	0.3155
MRVI1	2.48916666666667
ZNF581	-1.22116666666667
ELOVL3	2.021
OR51Q1	0.5435
CACNB3	2.51566666666667
GALNT13	0.177375
C10orf84	0.2759375
NEDD4	-0.0164
SPO11	0.3685
OR5AU1	0.25
NEK4	1.87378571428571
PRKAR2A	-0.09
IHPK1	-0.108
ATP6V0B	0.976
CACNA1E	-0.953
CEACAM8	0.1835
PEX14	-0.831
FLJ12993	-0.398
ZBTB38	-0.443166666666667
PCTK2	-0.309333333333333
LRRC16	1.4023
FBLIM1	-0.328333333333333
FYCO1	-0.2315
RP5-1022P6.2	2.06583333333333
CMTM1	0.780833333333333
PLTP	0.927833333333333
RAPH1	1.649875
DOCK8	-0.215625
EZH2	0.680733333333333
SLC25A1	-0.603333333333333
PLEKHB1	-0.3181
GRB7	0.7137
ZFP37	-2.12075
MRPL33	0.498
PELO	0.4585
ARMC1	0.597727272727273
C9orf27	0.573857142857143
FLJ25778	0.12
C9orf37	-1.05683333333333
TMEM66	0.2085
SPRN	0.730125
HBEGF	1.061625
PI4KA	-1.283
LEPRE1	-0.97825
POU2AF1	-5.55275
MRPL12	-1.45666666666667
REP15	-0.943
ZC3H3	-0.07575
RASAL1	-0.61425
DDAH1	2.1775
ACBD5	0.534125
TMC2	0.4325
CCDC137	-1.26125
SAMD13	0.133166666666667
UGT2B15	-4.8755
TIPARP	-1.52025
DNASE1L3	0.5725
TRIM72	0.3475
DBX2	0.561
IPO8	0.21975
C21orf88	0.9048
MAP3K14	0.5015
LOC51233	0.207166666666667
GGTLA4	-1.177
PDE6D	0.48575
ZNF117	0.21925
CLK2	-0.750625
NKRF	0.0875
TNFSF15	1.9103
DUSP2	-0.985125
SECISBP2	0.3278
GABRR2	0.6765
PPAP2C	0.965
LOC51145	0.298166666666667
PAG1	1.413
PIK3C3	-0.344
GNG10	0.5915
APOL4	-0.628833333333333
ANKRD28	0.213875
STMN3	1.7383
RAB14	0.9308
CDK2AP2	-0.01825
HDDC3	1.767125
COMMD7	-0.091625
CXXC1	-0.02625
HMCN1	-0.138333333333333
CD40	2.065
DYNC1LI2	0.064375
GDI1	1.22
LOC646938	-0.575
VSNL1	-2.703
PIH1D1	-0.369666666666667
RAET1G	0.386
KRTAP5-9	-0.6185
EFTUD2	-1.41425
ZNF311	1.991
ATP6V1G3	-0.4355
OR2W3	-0.29125
SCN4A	0.063
MED10	0.67625
FAM135A	-1.7703
ARHGAP4	-0.11875
EHMT2	-1.061375
UFD1L	-0.07375
ERMP1	-0.76275
MAG1	-1.11033333333333
THAP8	0.531666666666667
HACE1	-0.7225
FAM82C	0.463166666666667
C3orf20	0.819
UNC84A	0.388333333333333
SCD5	0.144214285714286
LASS6	0.85125
LSG1	0.22325
MAL	-4.70575
GPR22	-1.0575
WDR5B	1.3665
ACTRT1	1.1575
C17orf60	-1.1515
GRIN2C	1.6198
ARMC8	0.816666666666667
SLC47A1	-1.166
DMPK	0.222
DHRS13	0.128333333333333
SMC1A	0.357333333333333
KRTAP17-1	0.31875
SMYD5	-0.66175
TUSC2	0.535875
CRHR2	0.2135
KIR3DL2	1.5995
CCDC104	1.56775
ATP2C1	1.416375
CROT	0.1395
PABPC3	-1.33483333333333
EGR1	-1.08966666666667
THSD1	0.32625
KHK	-0.341
SLC12A2	0.260875
CD58	-0.183
STOX2	-1.49533333333333
CCDC76	-0.0932
CCDC48	2.69025
DNAH1	-0.703333333333333
ZIC4	-0.67725
OR1G1	-0.178
PSMC6	-0.0481666666666667
PROKR1	-0.2745
ABCB1	-2.232875
TRAT1	-3.632
LLGL1	-0.1035
MTF1	1.80425
USP54	0.124625
PAGE2B	-0.8985
ITGB7	-4.0595
CCDC81	0.028
LOC149837	1.62925
SCUBE1	0.000999999999999994
ZSCAN10	-1.359
HUWE1	0.218785714285714
CDH17	0.26
CD180	-0.00750000000000001
IL17A	-0.0373333333333333
TMPO	-0.24925
KIAA1524	-0.6522
HDGFRP3	1.44516666666667
OXCT1	1.66390909090909
RRAS2	-3.0945
LTBP2	0.9258125
SV2B	1.524
CYP2A6	-0.2055
PKD1L2	-0.9725
PPM1M	0.841
FLJ22662	0.855333333333333
ZNF502	1.92975
GP6	-0.58075
CRYBA2	4.1095
LEF1	-1.712
CTPS	0.079
EYA1	1.39583333333333
EPS8L1	-1.408
MAPK14	-0.95825
SERPINB2	-5.478
GTF2F2	-1.41083333333333
ZNHIT4	0.2025
PLA1A	2.28525
C20orf114	-0.11375
HPR	-5.2035
C18orf2	-3.36
SATB2	-2.6755
KCNJ9	0.386142857142857
MGC157906	0.117
MOCS3	0.5175
C17orf71	0.447833333333333
PPHLN1	0.4414
HIST1H2BN	-0.17975
RAPGEF1	-0.838625
MAP3K8	0.19
DLG4	-0.162833333333333
STC1	0.8585
CDGAP	0.1825
DDX26B	0.95275
LOC150223	-2.10225
CPSF3	-0.0721666666666667
TMEM14A	-0.09075
MYH3	-2.3345
GPKOW	0.4115
SULT1A1	-1.00466666666667
SPON1	1.511
YY1AP1	1.16083333333333
RAB23	0.021
PLA2G4A	-5.50825
MAPRE3	0.738
ZNF516	1.384
GGPS1	0.25
EXOC3L2	-0.70225
C19orf42	-0.1592
MAP2K2	-1.8095
HIST1H2BB	-0.1855
RNF19B	1.45666666666667
C6orf128	0.197166666666667
TLR8	0.5205
PCDHA9	2.57
CARS2	-0.935125
CLUL1	1.3495
RHAG	-4.32916666666667
UNK	0.123
EXOC8	0.8859
C9orf95	1.588
C14orf143	-0.558833333333333
MAML3	-0.02925
LDHA	-1.75675
MRPL20	-0.338625
KLHDC6	0.8872
ATP5S	0.100166666666667
C8orf55	0.33525
PHF19	0.28075
KRTAP13-4	0.576
TTC5	-0.253
XKR5	0.851
SILV	-4.52033333333333
TEX28	0.1605
TCTN1	0.49875
CX40.1	-0.341
PPP2R5C	0.443375
C12orf30	-1.33116666666667
CAPG	1.6265
MPZL1	-0.13385
ARSB	-0.5755
TDH	0.19475
WASF4	-0.29525
TSSK3	-1.04566666666667
7A5	-1.99
CRISPLD1	1.29075
MAD1L1	-1.29866666666667
SPIN4	1.76666666666667
AMPD1	-2.603
DPYSL5	1.8475
INPP1	0.245333333333333
ANKRD11	-0.894055555555556
NPAS4	0.750625
GCET2	-0.7185
RNASE9	2.422
GUCY2D	0.149833333333333
CCDC98	-1.426
FGF4	-0.317375
CPM	-1.159
SLC26A4	-2.72333333333333
PLD5	-0.40775
FAM59A	2.6325
FBXO5	0.881777777777778
SIPA1L1	-0.5855
DPYS	0.35675
ATG4D	-0.59125
TGM3	1.3235
MTCH1	-0.363625
HK1	-0.711428571428571
CDC26	0.066
GALNT12	0.976666666666667
LOC339229	-0.5755
MRPL35	0.144125
ORC4L	-0.01725
TNKS	-0.0965714285714286
C2orf24	0.531166666666667
ZNF553	1.724
GGTLA1	2.0032
ZNF497	0.61775
CDY1B	-0.3885
SLC30A4	1.20275
TUB	-0.05825
ARHGEF18	-0.586
ARRB1	0.62775
KCNK1	1.454375
EREG	-3.2334
SCAMP5	2.44625
RUNDC3B	1.8825
ADAMTS20	0.700333333333333
IL17RB	1.749125
FLJ20323	-0.80275
MCAM	0.00325
POLR3E	-1.6615
AQR	0.441833333333333
IPMK	0.949
CDCA7	-1.51625
CAMP	4.56275
GRHL3	-1.172
ADAMTSL2	2.99133333333333
CLMN	1.39
SSTR3	0.2105
MAGEA5	-2.35666666666667
OVOL2	3.73
JMJD1B	0.11475
RBL2	-0.2019
PYGO2	0.91925
PPP1R10	0.578833333333333
CSE1L	-0.373166666666667
LCA5	1.71025
RDH16	1.2045
ASRGL1	2.89775
TOM1	-0.7795
PTX3	-5.87825
TTC15	-0.46175
SCGB3A1	1.69033333333333
MRPL50	-0.3535
RCAN3	0.197
SLC26A11	0.9415
STYX	-0.249166666666667
CINP	-0.25475
MARCH7	0.087
PFKM	0.904
SGMS1	-0.078
RIOK3	0.9534
C1orf110	-2.397
CES7	0.128375
LOC440248	-0.32875
PPP1R12C	-1.56525
C10orf27	0.8465
ATG9A	-0.70225
MRPS26	0.8085
TMEM40	-0.44575
ELP3	-0.6394
ZNF787	-1.3208
HIAT1	0.44225
C8orf34	0.0576666666666667
MGC4655	-0.5186
PELI1	0.8595
PPT1	0.1117
SLC35C2	-0.838333333333333
C6orf125	-0.3015
MUC4	-1.101
RFC4	0.511857142857143
GNB2	0.00833333333333334
NUP50	0.0317857142857143
SULT4A1	-0.63
C7	0.0917142857142857
CCDC130	-0.762333333333333
ARRDC4	2.01
RQCD1	1.31725
GLYCTK	0.13025
AYTL2	0.905909090909091
MTUS1	-0.0408999999999999
LEMD3	0.8115
PLEKHF2	1.399
HOXA7	1.680875
GTF3C2	-2.0245
DYNLRB2	0.30025
CNOT10	0.8485
MR1	-0.250833333333333
FFAR1	0.025
PRIC285	-0.284
SLITRK6	5.84175
LIX1	-2.0697
UBE1L2	-1.04141666666667
F8	1.98725
ACHE	0.4575
KPNA5	0.60125
TNFRSF12A	-1.6965
EGR3	-1.402
SERPIND1	-3.80366666666667
OASL	-0.71875
IFRD1	0.136375
WDFY1	-0.127333333333333
ZNF267	0.53725
ACCN5	0.2545
ZBTB6	-0.172
PPP1R3A	0.935
PRRT3	2.8655
FBXL19	-0.94
TXNIP	0.2275
ACTN2	5.40225
ATG9B	0.007375
C9orf117	2.0175
IL27	-1.2745
RPL36AL	0.337
KLK15	-0.75725
CHAD	0.2455
RAP2B	-0.4428
HEBP2	2.007
ZNF342	0.728
CAMK2G	-0.0255
TLR3	-1.73625
FGF14	-0.02875
HMGB2	-0.372375
TRPM5	0.0765
OR5M11	0.0145
KIF3B	0.764210526315789
PRICKLE2	2.055
MTMR9	0.4645
C3orf27	0.25375
GLRA3	-0.981666666666667
NSDHL	0.2835
TMEM32	0.53575
POLR2D	-1.09091666666667
MYADML	-0.0085
C9orf114	-1.60775
MRGPRX1	-0.229
TOPORS	-0.2835
CLDN19	-0.844
C1QL4	1.715
RNF165	1.1785
DHRS9	-1.0165
DNAH2	1.75433333333333
FXR1	-0.9325
ZMYM3	-1.21725
CASP3	-0.233
FAM120C	-0.543875
SCLY	-0.44075
CA7	0.583
ENTPD5	-0.542333333333333
ZNF461	0.2
PDIA5	-0.98475
C1orf19	-0.3445
TMEM67	0.50025
KCTD20	-1.003
WDR47	1.4015
FLJ38723	-0.282
KLRF1	-0.835833333333333
TAS2R16	1.135
CLDN12	1.063
PRKCE	0.597
UBXD4	-0.40225
ITGAM	1.851
GLT8D3	1.25825
WDR31	1.3681
RGS2	0.93875
OR51L1	-0.083
MST1R	1.88075
KIAA1737	0.1485
OR4A5	-0.2295
GLIS1	-2.17166666666667
PTMA	1.04721428571429
NAPA	0.823
PRDM11	0.785
LIPF	0.978
DIRAS3	0.59675
ASGR2	-4.320375
C1QTNF4	0.08525
PIK3R4	0.018
ARMC3	0.79575
NDUFV3	0.285833333333333
BTBD3	0.2985
PPP1R2	0.239583333333333
UBE2NL	-0.62025
FOSL2	-0.195928571428571
FAM119A	-0.245833333333333
TUBA4A	1.3926
KRTAP12-1	0.30675
SFRS2	-0.1185
RHPN1	0.1607
EEF2	-1.66783333333333
ZDHHC11	1.87616666666667
EPHA3	1.1581
RBM12	0.3435
H2AFJ	1.38066666666667
EDIL3	3.1525
KIF26A	0.4055
SERGEF	1.64425
B3GALT4	1.58375
LOC90925	-0.0443333333333333
OSCAR	0.839625
NPFF	-0.053
DEDD	0.034125
TMEM155	-0.370125
PTPN1	0.14025
SCYL2	-0.234
SKAP1	2.82575
LEAP2	-0.773333333333333
GADD45G	2.5471
IFITM3	-0.0836249999999999
PILRB	-0.277333333333333
SLU7	0.9378125
DSC3	-1.14
DNMT3L	-1.41725
PAPD5	-0.00749999999999999
B3GNT3	0.00616666666666666
LHCGR	1.09
MSL-1	-0.15725
UBE2S	-1.050125
SAP130	-0.2745
ANAPC11	-0.37775
MAGED4B	-1.133
ATP6V1B2	1.40216666666667
C14orf179	0.02225
CAPZA1	-1.094125
CDYL2	-1.10333333333333
GLRX3	-0.778
LOC136288	3.09275
MOBKL1A	-2.63
HTR2B	2.45425
CRYGD	-0.505
NUS1	-1.12033333333333
PGRMC1	0.43
MYOM2	1.301
FLJ39653	-1.00066666666667
CHM	0.8362
OR5M8	0.2375
ZNF619	1.2
FAM105A	2.735
CCNL1	-0.411
NAP1L3	0.47975
C10orf57	0.747666666666667
B3GALNT1	1.33083333333333
CSN1S2A	-0.4815
TCP10L	0.96875
GDAP2	0.686625
DMKN	-0.571333333333333
COX6B1	0.0715
DNASE2	0.403166666666667
MSH5	-1.94075
LGMN	-0.2475
USP31	1.5323
OR13C8	0.3715
SDCBP	-1.1611
NUDT11	0.3965
PYGL	-1.9455
SNPH	1.766
B3GNT4	0.206
MIZF	-0.4241
NUBPL	0.26825
NOD1	0.645666666666667
CDH22	3.6745
NUBP1	0.703666666666667
DSCAM	-3.219
DGKI	0.945
FAM136A	0.594
AKAP1	1.24816666666667
SLC16A6	1.669
RIN3	-0.0855
PSG2	0.503333333333333
DIP2B	1.51291666666667
PSORS1C1	1.6524
KIAA0495	-1.283
FLJ90709	-0.963666666666667
LPA	0.682166666666667
PIGA	0.5955
LY75	0.313333333333333
UTS2	-4.422
RREB1	-1.280375
GALNACT-2	1.2145
MGC3196	-0.18525
FLJ31568	1.0815
LPHN1	1.46425
SP1	1.355
TOX4	0.128
HSPA9	0.6028
APOBEC1	1.399
SLC35E4	-0.51125
LSM5	-0.785
SURF1	-0.1795
ZBTB1	0.303833333333333
GTF2F1	-0.866625
RPS15A	-0.554857142857143
DUSP21	-1.32966666666667
GINS4	-0.910666666666667
MYO15A	0.762
GIMAP7	2.04975
MGC13379	0.424
ATP6V1E2	-0.624833333333333
UTP3	-0.28325
HNRPA3	-0.55625
MT4	0.3805
C14orf155	-0.5345
U1SNRNPBP	-0.43975
CKLF	-0.738166666666667
PLEKHN1	-0.573833333333333
MBNL1	-0.509083333333333
NUP160	-0.42875
ACSM2A	-1.28225
LOC129881	2.33925
KIAA1529	-0.67625
FLJ22639	0.20825
HAND1	2.139
GSX1	0.061
FGA	-4.34364285714286
SERPINB1	-0.494
ZNF642	1.708
IGFBP1	-8.014
SLC1A1	-0.790875
DHX57	-0.281125
ZNF766	-0.011
PTPN21	0.8372
GDPD3	-1.09366666666667
PNPLA5	-0.7075
TBR1	-0.3255
FAM116A	1.0905
IQGAP1	1.45375
FOS	-1.013625
ZNF226	0.219375
FIGNL1	0.418333333333333
C14orf1	-1.01166666666667
ZMYND17	2.0085
PUS7	-1.467
TUBB6	-0.506125
KCNQ2	1.65675
MARCH6	0.845666666666667
CCDC33	0.1025
PRODH	-0.463
RBM11	2.479
EPHA6	0.53875
SLC43A1	0.79075
LOC196541	0.36075
NTN1	0.868583333333333
ING4	0.91225
PCDHB10	2.0735
DPH2	-1.06816666666667
SPACA4	0.88975
FBXL21	-4.587
DIAPH1	-0.0285
ZNF71	0.237833333333333
CEP76	1.388
CORO1A	-1.3945
RRM2	0.920625
EDG4	-0.64575
OS9	-0.0845
SLC4A1AP	0.63975
COG5	-0.82575
COPS8	0.102
NGLY1	-0.2345
NCBP2	0.197875
C17orf42	-0.963833333333333
GPSM3	-0.521
SIL1	-0.485
ASB6	-0.7035
SMAD5OS	1.24666666666667
UNC93A	-3.175
A1BG	0.251166666666667
C21orf62	0.58325
FMO5	-0.970583333333333
ATRIP	0.187
CEBPG	0.185166666666667
C7orf38	0.402666666666667
TNFRSF1B	-0.972833333333333
CLEC1A	0.967
IQSEC1	0.957125
PATZ1	0.6219
RBM22	1.101
BAG2	-2.16933333333333
PAQR5	-2.62716666666667
C9orf127	-0.596
THNSL1	0.24975
SHROOM3	0.9989
JAM2	-0.645
SNRPN	-1.11475
ALX4	-0.322
CACNA1S	-0.0905
FAM130A1	1.91425
CORIN	2.406
CD300LB	0.397
PLEKHG6	0.125
LRRC40	0.34375
PCLKC	-0.789
PCDHB16	-0.168833333333333
WNT2B	3.08283333333333
ASNS	-0.476888888888889
MRPL49	-0.044125
FLJ46111	-1.81625
ISG20	0.652
SMU1	-0.840166666666667
CASZ1	-0.5485
POLR1D	-0.664833333333333
GIN1	0.01675
SNAG1	0.448333333333333
ANKRD29	-2.784
CDKN2AIP	0.62825
KRR1	-0.676
CXCL1	-1.73766666666667
EPM2A	0.5263
PC	-1.3325
DEFB127	-0.15
PDZRN4	2.32616666666667
FAH	-1.40025
OR51E1	2.1135
CDC2L6	-0.171333333333333
DNTTIP1	1.081
PAX8	0.67075
TMEM116	-0.216
C1orf150	-0.577
PRO2012	0.2185
MRPL40	-0.908833333333333
BEX1	1.9905
SLC2A4	-0.264
PKMYT1	-0.967
FEZF2	0.2478
SLC26A9	-0.9785
MAP2	4.69716666666667
LYL1	-2.49325
SLC25A19	-0.535
NOS3	-0.7525
ZNF34	1.7575
TMPRSS11F	0.184666666666667
FAM43A	-0.16
FCRL4	-0.573333333333333
KLF14	-0.04375
FLRT2	-1.95866666666667
WRN	-1.206
SDF2	-0.1854
KRT8P12	-1.42
C6orf195	-0.094
C9orf125	-2.52683333333333
DZIP3	1.156375
RIT1	-0.369083333333333
SCML1	0.492666666666667
RHBDF2	-1.755
OR2G3	-0.166
REXO1L1	0.1365
MAP3K7IP3	-0.100875
C3orf57	-4.39925
FBXW11	-0.367666666666667
ETAA1	0.19425
C14orf131	0.1445
AKT1S1	-1.78475
SLC12A5	2.759375
C9orf164	1.64875
NRIP3	-0.627875
NOS1AP	2.01675
TMEM121	3.08825
SAP30BP	-0.8228
DGCR6	-0.217
WDR76	1.33125
FAM82B	-0.383833333333333
LOC606495	0.207
MAP9	2.83358333333333
BCDIN3D	1.21525
CXorf36	2.92783333333333
DSCR3	0.7037
ZFAND3	-1.064375
C7orf43	-0.3675
SPSB3	0.8254
C19orf19	-0.0595
FAM133A	-3.95742857142857
C12orf25	-0.26925
SLC39A3	-0.863875
DISP2	4.375
PI4KAP2	-2.6795
MKRN3	-3.31116666666667
ADAMTS13	-0.1495
CBLN3	0.0787
TTYH1	-2.11516666666667
C3orf18	1.305
FLJ13236	1.88675
ZMYND12	3.22325
C18orf25	1.17225
GLB1L3	-1.653
ATP13A5	1.176
RANBP10	-0.5855
CD96	-3.256
DENND1C	-1.39125
RBMS3	-1.0354
SLC41A3	-0.01
DGCR6L	-0.70675
TMEM128	-0.186833333333333
CSNK1G3	0.137
MOBKL2C	-0.057875
TSPAN6	-0.63725
MATN2	2.1631
MSL2L1	-0.840666666666667
ST6GALNAC2	-0.052
FGFBP2	-1.21675
FGL1	-3.55316666666667
MPP3	0.7365
ARHGEF6	0.320166666666667
TGFBR2	-1.055375
ACMSD	-0.70875
IL33	-0.4795
C9orf5	0.230666666666667
DEAF1	-1.0143
AMN	-0.6345
DEFA6	0.20475
RNF212	-1.53666666666667
METT5D1	-2.16833333333333
CIB1	2.1452
TSSK1B	-0.2735
KIAA1727	0.6635
ZNF680	1.106
LOC399900	-0.827
LOC152217	0.0825833333333333
CTNNAL1	-0.0445
CIT	-0.184916666666667
TLE6	1.8675
ZNF607	-0.55725
HERC4	-1.08516666666667
DRAP1	0.4408
PEMT	-0.9845
C10orf111	0.769
ZNF575	-0.626125
KCTD7	-0.498
MYO1F	-0.236875
LOC285382	0.81925
RAB11A	-0.1507
PLCD3	-0.943
C15orf28	-0.09875
PTBP2	1.56725
CTB-1048E9.5	-1.1935
C19orf60	-0.4045
C7orf25	0.487
SETD7	0.7695
HOXB9	-3.398
VANGL1	0.5224375
CHAF1B	1.008
NDUFA3	0.58775
KIAA1328	0.774333333333333
SHARPIN	0.207125
TTC23	-0.59925
UGP2	0.244666666666667
ANKIB1	1.0728
CIRBP	-0.00799999999999999
SEC14L4	-3.0235
OVCH1	0.702666666666667
VPS52	-0.79875
FAT	-1.834125
M6PRBP1	-2.0085
GPRIN3	0.7635
PPM1F	-1.6605
TSR1	-0.89325
CCDC85A	3.9755
PCSK5	1.0615
ZFHX3	0.156
HEMK1	-0.4017
PGBD2	0.08575
RSRC2	0.213166666666667
AURKC	-1.19033333333333
SCRIB	1.044875
ORM2	-5.0355
FAM115A	0.0197
FZD6	0.454375
UNC119	-0.851666666666667
GPX3	0.9361
NOV	2.0325
CABC1	0.672875
CDC42SE2	-0.7
EIF2S2	-0.6797
RNF130	1.239875
CKAP5	-0.176166666666667
RP11-413M3.2	-0.350375
C10orf18	0.8104
TMEM93	-0.33275
DYX1C1	0.952
KCNMB2	4.0065
ANK3	0.1455
KRT5	-3.2157
CDH12	-1.409875
QRSL1	-0.7195
JUB	-4.1065
SHC4	-2.02575
CCL15	1.2835
CCDC22	-0.75225
SNX24	0.6585
RARS	-0.37225
MORC2	-1.13025
FAM48A	-0.53325
MT1H	-0.87
PPP1R14C	0.0568333333333333
FOXD1	-0.136857142857143
C1orf213	-1.64375
AMT	-1.4382
DSN1	0.303
PTPLAD2	3.08275
DIS3L	-0.19825
RASL11A	-0.49425
GPRC5B	1.903375
FRMD7	0.336
STRN4	0.0555
KITLG	1.15645454545455
HDGF	-0.0735
OR1S1	-0.1585
SETX	-0.3096
DDR2	-0.614625
KCTD12	0.5625
LYZL2	-0.43175
WDR52	-0.158
TMEM2	1.71525
ZNF579	-0.874333333333333
LOC200810	1.595
TNFSF9	-1.74025
PPFIA4	-2.3285
CNIH3	-0.101
MAP4K4	-0.841714285714286
ROD1	-0.218642857142857
ALS2CR12	0.052
DOCK3	-2.0325
PAQR9	-3.8545
ASB17	0.727
STX16	-0.09075
FEZ2	-0.359166666666667
DLAT	-0.459166666666667
KIF21B	-0.074
CDC5L	-0.3435
TMEM119	0.757666666666667
CRIP3	-0.42975
TPSD1	0.252166666666667
TEPP	-0.94975
GNGT2	0.645
C21orf121	0.1075
WNK1	0.419333333333333
FLJ10490	-0.3462
OR51B5	-3.183
LOC203547	-0.26925
HAS1	-1.445
PPA1	-0.8655
ST7	0.8665
C11orf46	-0.4929
POPDC3	-1.16566666666667
ACOX2	4.089
ATCAY	1.829
TM4SF19	-1.15125
MFSD9	-0.9725
PDHB	0.70625
ERN1	0.01525
LCE3C	0.0285
GPR111	0.1235
NOTCH3	1.3325
ADAMTS5	2.306
B3GALT1	-0.9965
UGCGL1	-1.11916666666667
FAM58A	0.782666666666667
FBXO32	-0.586
CLPP	-0.15325
NXPH1	4.40375
MTMR3	0.2255
ATP1B3	-0.16775
TMEM16A	4.22575
HIST1H3F	0.553833333333333
TRIM25	-0.5515
SDCBP2	1.4615
CRKL	-0.651875
HOXB2	-1.29333333333333
ANP32B	-0.206125
GATM	2.661
AP4E1	0.669125
EDG5	-0.053375
CDKN3	1.254
CDH4	-3.11125
PGD	-1.73833333333333
RND1	1.0175
GAD1	-1.3897
MPG	-0.523
LOC440350	0.767
ZNF133	0.3525
SERPINB12	-0.7725
AMELY	-0.633166666666667
DHX36	-0.42125
TNFAIP8L2	2.18816666666667
PHTF2	0.841777777777778
CCDC112	0.354
IQCC	0.85675
HEYL	2.71216666666667
FTSJ2	0.119666666666667
APPL1	1.223875
RAB43	-1.04028571428571
OR10G2	0.633
WAC	0.912333333333333
ADCY9	-0.078625
RUNDC2B	-0.660166666666667
PYCRL	0.1158
AGPAT7	0.128833333333333
SLC22A9	-1.54416666666667
CDKAL1	0.423
PDYN	-0.083
C20orf74	2.58825
MTMR11	1.7115
VAV3	3.15416666666667
DAPL1	5.89875
STXBP3	-0.35325
EIF3G	-0.96275
ARHGAP22	-0.5675
NPFFR1	0.551
NPC1	-0.334166666666667
ALDH9A1	1.619
ZNF600	0.200375
ZNF678	0.589
RASSF1	0.495333333333333
ADD2	0.623125
PITPNB	-0.921
PKD2L2	1.6925
LRP11	1.5775
CDKL1	-1.0025
SMEK2	0.74325
PRODH2	-3.44616666666667
C11orf54	-0.403666666666667
SFRS11	-0.0976666666666667
IL7	-2.66433333333333
ALS2CR16	-1.30175
BTG3	2.458
PAK2	-0.3015
RP11-679B17.1	-0.413
GATA4	-0.0415
ATP2B1	-0.23975
LOC130940	1.929
C1orf172	2.635
ATF7IP2	-0.747
SLC25A43	-0.0845
CENTG3	0.113166666666667
IGF2BP1	-4.1513
FCHSD1	0.22
CAMK2N2	-1.41166666666667
ELAVL3	-0.3875
NBPF15	0.0185
UBE2J2	-1.1082
GNL2	0.23775
PRR3	0.2085
NLF2	-0.442
OR4F6	-0.314
KLHL24	1.6435
CCDC88A	0.2647
SGPP1	-0.837
C10orf11	-0.739
SLC35B4	-1.437
UGT3A2	-0.3725
ARNT2	1.848
CBR1	0.66475
ITPR3	0.095
TRAPPC6B	0.2525
AMZ1	1.343
ARP11	2.84425
WDSUB1	0.30275
APBA1	1.44866666666667
RAB2A	0.7851
C6orf162	-0.7795
HPSE2	0.42
PLCE1	1.51
INSL3	-0.0875
DLG1	0.4156
PTPLA	-0.1135
PIGX	0.853375
TFIP11	-0.6825
FIBIN	1.2705
POLR2G	0.15525
GRAP2	-2.94188888888889
DNAJB8	0.0455
CNBP	0.828333333333333
WASF1	-0.484
INPP5E	-0.00749999999999998
HSPB1	0.0620625
TMEM167	0.0715
CUBN	0.37775
IGF1	0.31425
ITPK1	0.3714
NAALAD2	-1.6155
G3BP1	0.2856
NT5DC1	-0.718
CYP39A1	1.1695
TMEM139	1.31941666666667
POLK	0.4676
GLULD1	-3.85825
RBM15	0.0336666666666667
AMZ2	1.23925
GDF15	-2.38266666666667
MESDC2	-0.37975
INCA	-0.883166666666667
ACY1L2	0.3195
GZMM	-1.37583333333333
PAIP1	-0.2305
CACNA2D1	2.061
STK32C	-0.68
SH3BP4	0.919833333333333
DEC1	0.2575
PADI1	0.9175
UBB	0.3302
PON3	-3.232
PROP1	0.195
ANKRD13B	-0.187
ADCK1	-1.5785
TCF25	-0.750166666666667
SLC38A5	-3.06175
CXorf26	-0.116833333333333
C19orf39	-0.39075
PPP1R13B	1.433
ARL2	-1.4505
TCL6	0.315636363636364
TOP3A	-0.2995
SLC16A14	2.467
FXYD6	2.11283333333333
HIST1H4E	0.14175
BBC3	-0.914473684210526
UNC5A	1.10066666666667
FAM86C	-0.0419
PI4KB	-0.03525
B3GAT1	1.3145
SUSD2	0.454833333333333
OAZ2	-0.594333333333333
NOC4L	-0.94425
C10orf12	-0.54325
FADS1	-0.134166666666667
LOC144097	0.869
DKK2	-0.671166666666667
KIAA1949	0.52975
RHOT1	-0.2653
OXT	1.34016666666667
GPR153	-1.25575
ARL4A	-0.042
SAAL1	-0.23175
CCDC64	-0.1545
USE1	-0.307166666666667
HNMT	-0.613333333333333
PCGF3	-0.503875
CYP2C19	0.65325
C20orf4	0.244
CCDC11	0.6535
ACSBG2	0.05875
RWDD2A	0.211
PALLD	1.54925
CPLX4	0.746
LOC492311	1.065
KPNA2	0.0511666666666667
MACROD1	-0.0215
TMCO3	-0.529166666666667
C15orf52	0.498333333333333
BIRC5	-1.3128
PRR16	-1.18433333333333
FAM63B	-0.012625
