Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
ZNF434	-0.653166666666667
SMARCD1	-0.554666666666667
ZFP106	-0.357
ZNF347	0.2798
GTF2E1	-0.009
RY1	-0.153833333333333
ATAD2B	0.43625
ARHGAP17	-0.5653
KCNIP3	-0.6875
SFPQ	0.363625
GFRA4	0.8425
AKR1B10	-3.6475
TIGD6	0.927666666666667
RGS16	0.406625
URB1	-1.12416666666667
OR4C46	1.0895
TOP3B	-1.105
NFATC4	0.394
CA14	-2.886
BMPR1A	0.0266666666666667
SNRP70	-0.7465
PRL	0.270666666666667
C6orf130	-0.34275
STAG2	-0.20675
CD55	-0.819214285714286
RPS23	0.183166666666667
SSX2	-1.0315
FDPSL2A	-0.297
FBXO27	0.413875
SYNGR3	-0.820166666666667
TMSL3	1.836
EML1	-0.0525
NUP93	-0.884
SMAD3	-0.6269
KIAA1189	0.290833333333333
HNRPUL2	-0.170666666666667
TBC1D12	1.2395
C16orf24	1.081
MRVI1	1.17316666666667
ZNF581	-0.411
ELOVL3	-1.4575
OR51Q1	0.17725
CACNB3	1.59566666666667
GALNT13	-0.277
C10orf84	1.1121875
NEDD4	-0.1887
SPO11	2.2275
OR5AU1	0.4655
NEK4	0.967142857142857
PRKAR2A	-0.239666666666667
IHPK1	-1.01166666666667
ATP6V0B	0.85125
CACNA1E	1.4755
CEACAM8	0.798166666666667
PEX14	0.001
FLJ12993	1.565
ZBTB38	0.897
PCTK2	0.997833333333333
LRRC16	0.8143
FBLIM1	1.267
FYCO1	1.1505
RP5-1022P6.2	-0.355666666666667
CMTM1	0.501666666666667
PLTP	0.0373333333333333
RAPH1	0.698875
DOCK8	0.88875
EZH2	-1.10493333333333
SLC25A1	-1.23016666666667
PLEKHB1	1.6495
GRB7	-0.1357
ZFP37	-1.0525
MRPL33	-0.42775
PELO	-0.39925
ARMC1	-0.233909090909091
C9orf27	0.20675
FLJ25778	-0.4155
C9orf37	-0.999166666666667
TMEM66	0.6045
SPRN	-0.907875
HBEGF	0.392
PI4KA	-0.954
LEPRE1	-0.61
POU2AF1	-1.718
MRPL12	-0.492166666666667
REP15	-1.2055
ZC3H3	0.25525
RASAL1	-0.24
DDAH1	1.915125
ACBD5	1.26425
TMC2	-0.045
CCDC137	-0.7565
SAMD13	4.62783333333333
UGT2B15	-3.53033333333333
TIPARP	-0.07575
DNASE1L3	1.59025
TRIM72	0.355
DBX2	1.1875
IPO8	-0.21725
C21orf88	0.4271
MAP3K14	-0.42125
LOC51233	0.815166666666667
GGTLA4	-0.2445
PDE6D	-0.129
ZNF117	-0.07975
CLK2	-0.286375
NKRF	-0.99425
TNFSF15	-0.217
DUSP2	0.015875
SECISBP2	0.1986
GABRR2	0.552
PPAP2C	1.57375
LOC51145	-0.1475
PAG1	0.186875
PIK3C3	-0.08275
GNG10	0.38
APOL4	0.549833333333333
ANKRD28	-1.135625
STMN3	-2.0488
RAB14	0.6847
CDK2AP2	0.03025
HDDC3	-0.00449999999999998
COMMD7	-0.05075
CXXC1	-0.41175
HMCN1	-0.279166666666667
CD40	0.5165
DYNC1LI2	0.4764375
GDI1	0.26825
LOC646938	-0.225
VSNL1	-4.13566666666667
PIH1D1	-0.468833333333333
RAET1G	-0.7865
KRTAP5-9	-0.58
EFTUD2	-0.6195
ZNF311	0.0438333333333333
ATP6V1G3	-0.953
OR2W3	0.11225
SCN4A	0.4005
MED10	-1.362125
FAM135A	-0.6835
ARHGAP4	-0.602
EHMT2	-0.4985
UFD1L	-0.9955
ERMP1	0.1345
MAG1	-1.14383333333333
THAP8	0.207833333333333
HACE1	-0.906
FAM82C	0.442333333333333
C3orf20	0.4785
UNC84A	-0.803666666666667
SCD5	1.03714285714286
LASS6	2.2705
LSG1	0.274333333333333
MAL	-5.014
GPR22	-1.976
WDR5B	0.5055
ACTRT1	0.749
C17orf60	0.401
GRIN2C	0.1891
ARMC8	-0.3815
SLC47A1	1.29983333333333
DMPK	0.45425
DHRS13	0.00883333333333336
SMC1A	-0.645666666666667
KRTAP17-1	2.65175
SMYD5	-0.47225
TUSC2	0.359125
CRHR2	0.1955
KIR3DL2	0.974
CCDC104	0.31975
ATP2C1	-0.00412499999999999
CROT	0.1045
PABPC3	-0.757833333333333
EGR1	0.558
THSD1	0.71675
KHK	-1.41675
SLC12A2	0.47125
CD58	-0.4845
STOX2	-1.10516666666667
CCDC76	-0.2869
CCDC48	5.374
DNAH1	-0.016
ZIC4	-0.547285714285714
OR1G1	-1.7895
PSMC6	-0.6035
PROKR1	0.2105
ABCB1	-0.9155
TRAT1	-1.21725
LLGL1	-0.0935
MTF1	1.0395
USP54	0.3825
PAGE2B	-2.307
ITGB7	-3.48225
CCDC81	-0.5685
LOC149837	0.674
SCUBE1	-0.0965
ZSCAN10	1.39
HUWE1	-0.0340714285714286
CDH17	-2.623
CD180	0.93825
IL17A	-0.1325
TMPO	-0.7855
KIAA1524	-0.899666666666667
HDGFRP3	0.4495
OXCT1	-0.485727272727273
RRAS2	-3.02316666666667
LTBP2	1.944875
SV2B	1.36683333333333
CYP2A6	2.837375
PKD1L2	-0.508666666666667
PPM1M	0.829
FLJ22662	1.53083333333333
ZNF502	-0.07075
GP6	-0.64775
CRYBA2	0.00625
LEF1	-0.3738
CTPS	-1.29485714285714
EYA1	-3.17016666666667
EPS8L1	1.6565
MAPK14	-0.522333333333333
SERPINB2	-4.68575
GTF2F2	-0.235
ZNHIT4	-0.0505
PLA1A	0.032375
C20orf114	4.2515
HPR	-2.7065
C18orf2	-2.44183333333333
SATB2	-2.32325
KCNJ9	0.010375
MGC157906	0.795
MOCS3	-0.62775
C17orf71	-0.351
PPHLN1	-0.1731
HIST1H2BN	1.214
RAPGEF1	-0.053
MAP3K8	1.065
DLG4	0.343666666666667
STC1	1.84908333333333
CDGAP	1.12575
DDX26B	-1.7045
LOC150223	-2.2355
CPSF3	-0.482333333333333
TMEM14A	0.7545
MYH3	-1.747
GPKOW	0.00949999999999999
SULT1A1	0.139833333333333
SPON1	2.5189
YY1AP1	1.207
RAB23	-0.173
PLA2G4A	-3.5975
MAPRE3	0.02275
ZNF516	0.828714285714286
GGPS1	1.57825
EXOC3L2	0.132375
C19orf42	0.476
MAP2K2	-0.383833333333333
HIST1H2BB	1.66475
RNF19B	0.997666666666667
C6orf128	0.073
TLR8	2.51825
PCDHA9	2.664
CARS2	0.392625
CLUL1	0.987
RHAG	-3.91016666666667
UNK	0.0735
EXOC8	1.6143
C9orf95	1.38275
C14orf143	0.927833333333333
MAML3	-0.1015
LDHA	-2.721
MRPL20	0.340125
KLHDC6	-0.1918
ATP5S	-0.756166666666667
C8orf55	-0.33375
PHF19	-1.9695
KRTAP13-4	0.5395
TTC5	-0.32125
XKR5	-0.895
SILV	-4.14216666666667
TEX28	-1.3485
TCTN1	1.66375
CX40.1	-0.8045
PPP2R5C	-0.222875
C12orf30	-1.02666666666667
CAPG	2.37375
MPZL1	1.29115
ARSB	-0.772
TDH	-0.5595
WASF4	1.04775
TSSK3	-0.920166666666667
7A5	2.6175
CRISPLD1	0.058125
MAD1L1	-0.523
SPIN4	-0.548333333333333
AMPD1	0.9685
DPYSL5	-0.287
INPP1	-0.426833333333333
ANKRD11	-0.673555555555556
NPAS4	0.003875
GCET2	-0.296
RNASE9	0.8085
GUCY2D	0.3565
CCDC98	0.07325
FGF4	-0.643875
CPM	0.0113333333333333
SLC26A4	-0.983
PLD5	0.2365
FAM59A	-0.6377
FBXO5	-2.25688888888889
SIPA1L1	0.036875
DPYS	0.00650000000000001
ATG4D	-0.09125
TGM3	3.0595
MTCH1	-0.59475
HK1	0.417571428571429
CDC26	-0.364125
GALNT12	-3.10716666666667
LOC339229	-0.1145
MRPL35	0.0755
ORC4L	0.14225
TNKS	-0.370214285714286
C2orf24	0.388
ZNF553	0.433
GGTLA1	2.5871
ZNF497	0.17075
CDY1B	-0.061
SLC30A4	0.545857142857143
TUB	-1.582375
ARHGEF18	-0.1855
ARRB1	0.2315
KCNK1	1.1105
EREG	-2.7176
SCAMP5	-0.6365
RUNDC3B	0.86675
ADAMTS20	0.299
IL17RB	1.283
FLJ20323	-0.44775
MCAM	-0.00462499999999999
POLR3E	-1.30333333333333
AQR	0.1605
IPMK	-0.00700000000000001
CDCA7	-4.95825
CAMP	1.775
GRHL3	0.6545
ADAMTSL2	0.842166666666667
CLMN	2.01683333333333
SSTR3	0.386
MAGEA5	-2.055
OVOL2	3.96625
JMJD1B	0.116
RBL2	0.3391
PYGO2	1.551
PPP1R10	0.367666666666667
CSE1L	-1.1375
LCA5	0.0335
RDH16	1.18325
ASRGL1	-2.108375
TOM1	-0.32
PTX3	-6.298
TTC15	0.69875
SCGB3A1	1.77566666666667
MRPL50	-1.0805
RCAN3	0.186625
SLC26A11	0.771
STYX	-0.118666666666667
CINP	0.256
MARCH7	-0.10775
PFKM	-0.2895
SGMS1	0.271
RIOK3	-0.0851
C1orf110	1.3585
CES7	0.491875
LOC440248	-1.53025
PPP1R12C	-0.503
C10orf27	0.716
ATG9A	-0.7035
MRPS26	0.737625
TMEM40	-0.9145
ELP3	0.019
ZNF787	0.4012
HIAT1	0.267875
C8orf34	1.43816666666667
MGC4655	0.0828
PELI1	-0.331666666666667
PPT1	-0.4531
SLC35C2	-0.73
C6orf125	0.0145
MUC4	-1.7245
RFC4	-1.538
GNB2	0.0953333333333333
NUP50	-0.199785714285714
SULT4A1	-1.8744
C7	3.0205
CCDC130	0.112166666666667
ARRDC4	0.30475
RQCD1	-0.275
GLYCTK	-1.11125
AYTL2	-0.331545454545455
MTUS1	1.4036
LEMD3	0.396333333333333
PLEKHF2	0.652
HOXA7	-0.13175
GTF3C2	-1.4305
DYNLRB2	4.06275
CNOT10	-0.09675
MR1	1.33583333333333
FFAR1	0.198
PRIC285	0.128
SLITRK6	4.60025
LIX1	-1.9963
UBE1L2	-0.48675
F8	1.319
ACHE	-0.0936666666666667
KPNA5	-0.5665
TNFRSF12A	-1.48933333333333
EGR3	0.872
SERPIND1	-3.23366666666667
OASL	3.72525
IFRD1	-1.91375
WDFY1	0.000666666666666667
ZNF267	-0.04675
ACCN5	1.4935
ZBTB6	-0.07525
PPP1R3A	-0.034
PRRT3	1.59175
FBXL19	-0.2585
TXNIP	0.5775
ACTN2	1.09775
ATG9B	-0.270125
C9orf117	0.61725
IL27	0.3705
RPL36AL	0.102333333333333
KLK15	-0.0659999999999999
CHAD	2.701
RAP2B	-0.00530000000000002
HEBP2	0.58625
ZNF342	0.6505
CAMK2G	-0.149
TLR3	2.2635
FGF14	1.209
HMGB2	-0.7645
TRPM5	-0.0101666666666666
OR5M11	-0.002
KIF3B	0.356052631578947
PRICKLE2	0.72575
MTMR9	0.158375
C3orf27	-0.17675
GLRA3	-1.1715
NSDHL	-0.205833333333333
TMEM32	-0.5645
POLR2D	-1.31058333333333
MYADML	0.2495
C9orf114	-0.624
MRGPRX1	1.073
TOPORS	0.67175
CLDN19	-2.72166666666667
C1QL4	-0.2055
RNF165	-0.671
DHRS9	0.28
DNAH2	-0.6465
FXR1	-0.640833333333333
ZMYM3	-1.0055
CASP3	0.619333333333333
FAM120C	-0.347875
SCLY	-1.2735
CA7	0.00600000000000001
ENTPD5	1.494
ZNF461	0.20775
PDIA5	-0.54225
C1orf19	0.5565
TMEM67	0.357
KCTD20	-0.61525
WDR47	0.806
FLJ38723	4.6005
KLRF1	0.217
TAS2R16	1.2535
CLDN12	0.41725
PRKCE	1.2335
UBXD4	-0.66475
ITGAM	2.95583333333333
GLT8D3	0.38825
WDR31	0.8547
RGS2	0.119
OR51L1	1.261
MST1R	1.3365
KIAA1737	1.1965
OR4A5	-0.601
GLIS1	-1.64866666666667
PTMA	0.544142857142857
NAPA	1.06425
PRDM11	0.17075
LIPF	0.451
DIRAS3	1.9115
ASGR2	-3.83225
C1QTNF4	0.20075
PIK3R4	0.188166666666667
ARMC3	2.9365
NDUFV3	-0.04525
BTBD3	-0.0785
PPP1R2	0.366083333333333
UBE2NL	-0.2775
FOSL2	0.0383571428571429
FAM119A	-1.33433333333333
TUBA4A	-0.8503
KRTAP12-1	-0.054
SFRS2	-0.874
RHPN1	-0.2683
EEF2	-0.415666666666667
ZDHHC11	0.124333333333333
EPHA3	-1.5652
RBM12	-0.41225
H2AFJ	0.424833333333333
EDIL3	2.1645
KIF26A	-1.4455
SERGEF	0.35825
B3GALT4	2.833
LOC90925	1.01533333333333
OSCAR	1.727375
NPFF	0.012875
DEDD	0.679375
TMEM155	-0.93425
PTPN1	1.4355
SCYL2	1.08733333333333
SKAP1	3.45125
LEAP2	-1.06783333333333
GADD45G	1.9772
IFITM3	1.619125
PILRB	-0.787666666666667
SLU7	0.0518125
DSC3	-1.542
DNMT3L	-1.067
PAPD5	0.48975
B3GNT3	-1.76116666666667
LHCGR	-0.216
MSL-1	0.37075
UBE2S	-1.07775
SAP130	-0.0685
ANAPC11	0.3255
MAGED4B	-2.6285
ATP6V1B2	0.8435
C14orf179	1.4465
CAPZA1	-0.17875
CDYL2	0.496
GLRX3	-0.967333333333333
LOC136288	-0.39375
MOBKL1A	0.2125
HTR2B	3.096
CRYGD	0.3765
NUS1	-1.28716666666667
PGRMC1	-0.6715
MYOM2	-0.18275
FLJ39653	-0.777166666666667
CHM	-0.2691
OR5M8	0.1755
ZNF619	0.7575
FAM105A	2.62175
CCNL1	-0.980375
NAP1L3	-0.3585
C10orf57	1.84383333333333
B3GALNT1	1.87766666666667
CSN1S2A	0.8415
TCP10L	1.407
GDAP2	0.10125
DMKN	1.10366666666667
COX6B1	0.2605
DNASE2	1.09033333333333
MSH5	-1.70425
LGMN	0.05325
USP31	-0.8491
OR13C8	0.7555
SDCBP	0.162
NUDT11	-2.76416666666667
PYGL	-1.956
SNPH	2.43033333333333
B3GNT4	-1.7305
MIZF	-0.5024
NUBPL	-0.41525
NOD1	-0.912666666666667
CDH22	-0.324
NUBP1	0.256
DSCAM	-3.725
DGKI	0.804
FAM136A	-0.933
AKAP1	-0.631
SLC16A6	1.025
RIN3	0.8115
PSG2	-0.5245
DIP2B	0.35875
PSORS1C1	0.7722
KIAA0495	-0.7245
FLJ90709	-0.342
LPA	0.15
PIGA	-0.628166666666667
LY75	1.68883333333333
UTS2	-5.14216666666667
RREB1	-0.045875
GALNACT-2	0.1854
MGC3196	-0.2335
FLJ31568	-0.82875
LPHN1	0.21
SP1	1.173
TOX4	0.6195
HSPA9	-0.2185
APOBEC1	0.408
SLC35E4	-0.83
LSM5	-1.19475
SURF1	0.339
ZBTB1	0.412
GTF2F1	-0.284875
RPS15A	-0.532214285714286
DUSP21	-0.353
GINS4	-3.0275
MYO15A	0.3565
GIMAP7	4.24325
MGC13379	0.662
ATP6V1E2	-0.409333333333333
UTP3	-0.14425
HNRPA3	-0.3886875
MT4	-0.652
C14orf155	-0.172
U1SNRNPBP	1.24075
CKLF	-0.0101666666666666
PLEKHN1	-0.099
MBNL1	-0.0526666666666667
NUP160	-1.63925
ACSM2A	-1.3795
LOC129881	0.525
KIAA1529	-0.13825
FLJ22639	-1.70375
HAND1	-0.902
GSX1	0.0735
FGA	-3.9050625
SERPINB1	0.2205
ZNF642	0.916
IGFBP1	-7.963125
SLC1A1	-0.183875
DHX57	-0.4895
ZNF766	0.696
PTPN21	-0.515
GDPD3	0.940666666666667
PNPLA5	-0.125
TBR1	-0.0908333333333333
FAM116A	-0.15875
IQGAP1	0.450625
FOS	1.976375
ZNF226	0.445375
FIGNL1	-0.78
C14orf1	0.038
ZMYND17	-0.9395
PUS7	-1.48266666666667
TUBB6	-1.01
KCNQ2	-1.308
MARCH6	-0.226416666666667
CCDC33	0.747
PRODH	-1.375
RBM11	1.8525
EPHA6	0.4975
SLC43A1	0.31175
LOC196541	0.142
NTN1	0.442083333333333
ING4	-0.09375
PCDHB10	0.21175
DPH2	-0.889166666666667
SPACA4	0.56025
FBXL21	-4.67
DIAPH1	-1.0105
ZNF71	0.404833333333333
CEP76	-0.4375
CORO1A	0.25075
RRM2	-2.676875
EDG4	0.64375
OS9	0.381333333333333
SLC4A1AP	0.06125
COG5	-0.26625
COPS8	-0.46325
NGLY1	-0.5075
NCBP2	-0.169
C17orf42	-0.365333333333333
GPSM3	1.118125
SIL1	0.716
ASB6	-0.5585
SMAD5OS	-0.285666666666667
UNC93A	-3.04075
A1BG	0.134
C21orf62	0.30075
FMO5	1.11916666666667
ATRIP	0.767666666666667
CEBPG	0.1005
C7orf38	0.310166666666667
TNFRSF1B	0.840333333333333
CLEC1A	0.6052
IQSEC1	-0.25475
PATZ1	0.7328
RBM22	1.365875
BAG2	-3.43
PAQR5	-0.6905
C9orf127	0.4196
THNSL1	0.051
SHROOM3	3.1101
JAM2	1.6475
SNRPN	-1.80175
ALX4	0.1275
CACNA1S	-0.4495
FAM130A1	1.48875
CORIN	-0.254
CD300LB	0.778
PLEKHG6	0.226
LRRC40	-0.579
PCLKC	-1.3325
PCDHB16	0.375666666666667
WNT2B	0.445166666666667
ASNS	-2.45344444444444
MRPL49	-0.373375
FLJ46111	-0.72175
ISG20	0.800125
SMU1	-0.366166666666667
CASZ1	0.622
POLR1D	-0.239916666666667
GIN1	0.023
SNAG1	-0.366666666666667
ANKRD29	-1.48475
CDKN2AIP	0.4445
KRR1	0.17125
CXCL1	-4.0835
EPM2A	-0.8371
PC	-0.672
DEFB127	0.6275
PDZRN4	-0.3
FAH	0.716375
OR51E1	1.8635
CDC2L6	-0.453666666666667
DNTTIP1	-0.37
PAX8	1.15825
TMEM116	0.362
C1orf150	0.167
PRO2012	0.54075
MRPL40	-0.843833333333333
BEX1	-3.6214
SLC2A4	-0.115
PKMYT1	-1.52125
FEZF2	-0.180166666666667
SLC26A9	-1.24975
MAP2	0.0909090909090909
LYL1	-0.8635
SLC25A19	-0.594666666666667
NOS3	-0.4055
ZNF34	0.164833333333333
TMPRSS11F	-0.25275
FAM43A	-0.60325
FCRL4	-0.0883333333333333
KLF14	0.024
FLRT2	-0.2975
WRN	-1.09625
SDF2	0.9703
KRT8P12	-0.47875
C6orf195	-0.4725
C9orf125	-2.01483333333333
DZIP3	0.183
RIT1	0.828166666666667
SCML1	-2.18583333333333
RHBDF2	0.965125
OR2G3	0.534
REXO1L1	0.393
MAP3K7IP3	-0.4265
C3orf57	-3.1575
FBXW11	0.0418333333333334
ETAA1	-0.48225
C14orf131	0.1809
AKT1S1	-0.5015
SLC12A5	-1.03625
C9orf164	1.124
NRIP3	0.0372500000000001
NOS1AP	1.33025
TMEM121	1.20375
SAP30BP	-0.2784
DGCR6	-0.33775
WDR76	-0.793
FAM82B	-0.599416666666667
LOC606495	-0.2225
MAP9	1.33883333333333
BCDIN3D	1.377
CXorf36	3.05533333333333
DSCR3	-0.4116
ZFAND3	0.051125
C7orf43	0.166
SPSB3	0.5483
C19orf19	1.0205
FAM133A	-2.447625
C12orf25	-0.533
SLC39A3	-0.541875
DISP2	-0.0385
PI4KAP2	-2.35
MKRN3	-2.26366666666667
ADAMTS13	-0.695125
CBLN3	0.4424
TTYH1	-1.90383333333333
C3orf18	1.08775
FLJ13236	0.6185
ZMYND12	2.6945
C18orf25	0.23525
GLB1L3	-2.4025
ATP13A5	-1.47
RANBP10	0.02025
CD96	-0.651
DENND1C	0.255
RBMS3	-0.0648
SLC41A3	0.233833333333333
DGCR6L	-0.2175
TMEM128	0.744833333333333
CSNK1G3	0.0558571428571429
MOBKL2C	0.8915
TSPAN6	-0.510875
MATN2	-1.3628
MSL2L1	0.529166666666667
ST6GALNAC2	1.54133333333333
FGFBP2	0.196625
FGL1	-6.75033333333333
MPP3	-0.659833333333333
ARHGEF6	-0.0311666666666667
TGFBR2	0.18275
ACMSD	0.05325
IL33	3.45825
C9orf5	-0.138833333333333
DEAF1	-0.1579
AMN	0.8645
DEFA6	-0.23175
RNF212	1.172
METT5D1	0.597333333333333
CIB1	0.916
TSSK1B	-0.1465
KIAA1727	0.30375
ZNF680	-0.0800833333333333
LOC399900	-1.863
LOC152217	-0.274416666666667
CTNNAL1	-3.356
CIT	-0.560583333333333
TLE6	1.779
ZNF607	-1.078
HERC4	-1.0535
DRAP1	-0.2917
PEMT	-0.157
C10orf111	-1.717
ZNF575	1.00725
KCTD7	-0.13625
MYO1F	0.969
LOC285382	0.306
RAB11A	1.0121
PLCD3	-0.7745
C15orf28	-0.71025
PTBP2	-0.8465
CTB-1048E9.5	-0.73075
C19orf60	0.151333333333333
C7orf25	-0.0543333333333333
SETD7	0.620875
HOXB9	-4.554
VANGL1	0.5718125
CHAF1B	-1.36175
NDUFA3	0.81525
KIAA1328	-0.511166666666667
SHARPIN	0.1145
TTC23	-0.752
UGP2	-0.00366666666666667
ANKIB1	0.116
CIRBP	1.28728571428571
SEC14L4	-3.1975
OVCH1	0.0691666666666667
VPS52	-0.40625
FAT	-1.375
M6PRBP1	-0.075
GPRIN3	2.2085
PPM1F	-0.465333333333333
TSR1	-0.79275
CCDC85A	2.07275
PCSK5	1.26925
ZFHX3	0.886
HEMK1	-0.2704
PGBD2	0.995
RSRC2	0.247
AURKC	-1.07816666666667
SCRIB	-0.00324999999999999
ORM2	-4.16533333333333
FAM115A	0.7084
FZD6	0.447625
UNC119	0.212166666666667
GPX3	0.1563
NOV	-0.794
CABC1	0.64775
CDC42SE2	-0.480125
EIF2S2	-1.1149
RNF130	1.1355
CKAP5	-0.4775
RP11-413M3.2	0.4415
C10orf18	0.3871
TMEM93	0.163
DYX1C1	2.27525
KCNMB2	-2.41833333333333
ANK3	1.39108333333333
KRT5	-2.9418
CDH12	-1.515
QRSL1	-1.48125
JUB	-1.00375
SHC4	-3.195625
CCL15	1.26166666666667
CCDC22	0.20575
SNX24	0.73375
RARS	-0.421
MORC2	-0.357375
FAM48A	-0.5155
MT1H	-1.206
PPP1R14C	-3.5435
FOXD1	-2.51428571428571
C1orf213	-2.21625
AMT	-1.6657
DSN1	-1.15325
PTPLAD2	2.73425
DIS3L	0.28775
RASL11A	0.403
GPRC5B	0.61425
FRMD7	0.3355
STRN4	0.258
KITLG	2.61845454545455
HDGF	0.21625
OR1S1	0.226
SETX	0.0953
DDR2	0.081125
KCTD12	2.33375
LYZL2	-1.062
WDR52	0.837
TMEM2	0.03425
ZNF579	0.797166666666667
LOC200810	-0.27125
TNFSF9	-1.898625
PPFIA4	0.08675
CNIH3	-0.363166666666667
MAP4K4	-1.15764285714286
ROD1	0.346785714285714
ALS2CR12	-0.703833333333333
DOCK3	-1.03333333333333
PAQR9	-3.31725
ASB17	-0.7732
STX16	-1.47525
FEZ2	-0.427
DLAT	-0.00400000000000001
KIF21B	-1.474
CDC5L	0.037
TMEM119	1.976
CRIP3	-1.7585
TPSD1	0.271833333333333
TEPP	0.3435
GNGT2	1.22825
C21orf121	1.29575
WNK1	-0.288416666666667
FLJ10490	0.2903
OR51B5	-1.755
LOC203547	-0.840625
HAS1	0.1605
PPA1	-0.826166666666667
ST7	-0.234375
C11orf46	0.5744
POPDC3	-4.0875
ACOX2	3.06483333333333
ATCAY	0.0638333333333334
TM4SF19	1.289
MFSD9	-0.525333333333333
PDHB	0.70475
ERN1	-0.41225
LCE3C	-0.378
GPR111	0.978
NOTCH3	2.20316666666667
ADAMTS5	2.15275
B3GALT1	-0.6965
UGCGL1	0.312833333333333
FAM58A	0.323166666666667
FBXO32	0.12325
CLPP	0.1765
NXPH1	-1.706
MTMR3	-0.000499999999999991
ATP1B3	-0.16275
TMEM16A	3.51175
HIST1H3F	1.8265
TRIM25	-0.315166666666667
SDCBP2	1.4975
CRKL	-1.4015
HOXB2	1.6885
ANP32B	-0.441125
GATM	2.4635
AP4E1	0.052
EDG5	0.17375
CDKN3	-1.47316666666667
CDH4	-2.48975
PGD	-0.636833333333333
RND1	1.076
GAD1	-3.9964
MPG	0.12475
LOC440350	-0.2465
ZNF133	-0.343
SERPINB12	-1.093
AMELY	0.0735
DHX36	-0.5645
TNFAIP8L2	3.1905
PHTF2	0.117166666666667
CCDC112	-0.695833333333333
IQCC	-0.79775
HEYL	3.32983333333333
FTSJ2	-0.496833333333333
APPL1	1.268125
RAB43	-0.120428571428571
OR10G2	0.1085
WAC	0.222833333333333
ADCY9	0.901875
RUNDC2B	0.632833333333333
PYCRL	0.0956
AGPAT7	-0.9345
SLC22A9	-1.2016
CDKAL1	-0.937
PDYN	-0.3645
C20orf74	0.342
MTMR11	1.21625
VAV3	4.13808333333333
DAPL1	-1.21725
STXBP3	1.069
EIF3G	-0.24725
ARHGAP22	0.279
NPFFR1	-0.942
NPC1	-0.591
ALDH9A1	2.00316666666667
ZNF600	0.30525
ZNF678	0.506833333333333
RASSF1	0.20325
ADD2	-3.08625
PITPNB	-1.2545
PKD2L2	0.595714285714286
LRP11	-1.0535
CDKL1	-0.571
SMEK2	0.51925
PRODH2	-3.34866666666667
C11orf54	0.00816666666666666
SFRS11	-0.268333333333333
IL7	0.8395
ALS2CR16	0.84375
BTG3	-2.69433333333333
PAK2	0.191944444444444
RP11-679B17.1	-0.55125
GATA4	-1.66716666666667
ATP2B1	-0.32875
LOC130940	2.0515
C1orf172	3.0535
ATF7IP2	-1.67125
SLC25A43	-0.301666666666667
CENTG3	0.0939166666666667
IGF2BP1	-3.75733333333333
FCHSD1	0.193
CAMK2N2	0.807166666666667
ELAVL3	-0.1483
NBPF15	0.609166666666667
UBE2J2	-0.269583333333333
GNL2	-0.57025
PRR3	-0.3675
NLF2	1.49875
OR4F6	0.648
KLHL24	1.07666666666667
CCDC88A	-1.2548
SGPP1	-1.37216666666667
C10orf11	0.85
SLC35B4	-1.455
UGT3A2	-0.168
ARNT2	0.2382
CBR1	-0.584625
ITPR3	-0.6405
TRAPPC6B	-0.3359
AMZ1	1.873
ARP11	1.118
WDSUB1	1.20925
APBA1	0.346
RAB2A	0.4392
C6orf162	-1.243
HPSE2	0.1445
PLCE1	-0.8145
INSL3	0.2885
DLG1	-0.1189
PTPLA	-3.24875
PIGX	0.870625
TFIP11	-0.109333333333333
FIBIN	2.382
POLR2G	-0.244
GRAP2	-2.02
DNAJB8	0.904
CNBP	-0.0808333333333333
WASF1	-2.48175
INPP5E	-1.0386
HSPB1	0.3795625
TMEM167	-0.465
CUBN	-0.11425
IGF1	3.408375
ITPK1	0.7491
NAALAD2	-1.388
G3BP1	-0.2053
NT5DC1	-0.41575
CYP39A1	-2.2675
TMEM139	-1.36683333333333
POLK	0.281555555555556
GLULD1	-0.961
RBM15	-1.10216666666667
AMZ2	0.15225
GDF15	-0.9075
MESDC2	-0.17825
INCA	0.376333333333333
ACY1L2	-2.985
GZMM	-0.478833333333333
PAIP1	0.35925
CACNA2D1	0.56
STK32C	0.377833333333333
SH3BP4	1.21666666666667
DEC1	0.247
PADI1	0.473
UBB	0.3819
PON3	-2.85116666666667
PROP1	0.8325
ANKRD13B	-1.43
ADCK1	-0.475
TCF25	0.0720833333333333
SLC38A5	-2.7275
CXorf26	-0.2625
C19orf39	0.39325
PPP1R13B	1.40575
ARL2	-0.87
TCL6	0.127583333333333
TOP3A	-0.2615
SLC16A14	1.73125
FXYD6	1.66583333333333
HIST1H4E	0.1485
BBC3	0.573894736842105
UNC5A	0.434166666666667
FAM86C	-0.5758
PI4KB	0.925
B3GAT1	-3.0165
SUSD2	-0.143833333333333
OAZ2	0.134
NOC4L	-0.00375
C10orf12	-0.1155
FADS1	-2.049
LOC144097	-0.6355
DKK2	2.686
KIAA1949	-0.02875
RHOT1	0.3551
OXT	1.01333333333333
GPR153	1.19975
ARL4A	-1.391
SAAL1	-1.50425
CCDC64	-0.319
USE1	-0.177833333333333
HNMT	0.876666666666667
PCGF3	0.1535625
CYP2C19	0.6505
C20orf4	0.282
CCDC11	2.43725
ACSBG2	-0.63575
RWDD2A	-0.683
PALLD	1.453375
CPLX4	null
