Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
ARHGAP17	-0.0374
KCNIP3	-1.269
SFPQ	0.172875
GFRA4	-0.292
AKR1B10	-2.143625
TIGD6	0.650833333333333
RGS16	2.89475
URB1	-0.561666666666667
OR4C46	0.022
TOP3B	-1.176
NFATC4	1.241
CA14	-4.7215
BMPR1A	0.0911666666666667
SNRP70	-1.306625
PRL	1.117
C6orf130	-1.586
STAG2	0.27975
CD55	-0.8965
RPS23	0.4235
SSX2	-1.69783333333333
FDPSL2A	-0.97425
FBXO27	0.87075
SYNGR3	-1.16366666666667
TMSL3	1.351
EML1	-0.2615
NUP93	-1.19833333333333
SMAD3	0.1844
KIAA1189	0.715333333333333
HNRPUL2	0.4505
TBC1D12	0.373833333333333
C16orf24	0.8805
MRVI1	1.65116666666667
ZNF581	-0.3935
ELOVL3	1.468
OR51Q1	0.3045
CACNB3	0.553833333333333
GALNT13	-0.761
C10orf84	0.882625
NEDD4	-0.4658
SPO11	1.0005
OR5AU1	0.41
NEK4	0.682357142857143
PRKAR2A	-0.575666666666667
IHPK1	0.104666666666667
ATP6V0B	0.15025
CACNA1E	0.019
CEACAM8	0.245166666666667
PEX14	0.1795
FLJ12993	2.7595
ZBTB38	0.675666666666667
PCTK2	0.615666666666667
LRRC16	0.5291
FBLIM1	0.384083333333333
FYCO1	1.164
RP5-1022P6.2	0.132583333333333
CMTM1	0.495333333333333
PLTP	1.07716666666667
RAPH1	2.0595
DOCK8	0.434625
EZH2	-1.71906666666667
SLC25A1	-0.728833333333333
PLEKHB1	-0.0653
GRB7	-0.4202
ZFP37	-0.2925
MRPL33	-0.03075
PELO	-0.2135
ARMC1	0.0513636363636364
C9orf27	-0.265
FLJ25778	0.4205
C9orf37	-1.44033333333333
TMEM66	0.6605
SPRN	-0.03475
HBEGF	0.559
PI4KA	-1.049
LEPRE1	-0.68125
POU2AF1	-3.150625
MRPL12	-0.964666666666667
REP15	0.1015
ZC3H3	-0.11975
RASAL1	-1.683
DDAH1	0.6505
ACBD5	0.28475
TMC2	-0.062
CCDC137	-0.4495
SAMD13	0.287666666666667
UGT2B15	0.552166666666667
TIPARP	0.76
DNASE1L3	2.05425
TRIM72	0.346666666666667
DBX2	1.31475
IPO8	-0.087
C21orf88	-0.4104
MAP3K14	0.098
LOC51233	0.1785
GGTLA4	1.8305
PDE6D	-0.42875
ZNF117	1.47525
CLK2	-1.148375
NKRF	-0.818
TNFSF15	0.0941
DUSP2	-0.885625
SECISBP2	0.0202
GABRR2	0.0605
PPAP2C	2.2475
LOC51145	-0.0521666666666667
PAG1	-0.39575
PIK3C3	-0.78725
GNG10	0.117
APOL4	1.00133333333333
ANKRD28	0.222
STMN3	-0.5549
RAB14	0.6914
CDK2AP2	-0.455
HDDC3	0.520625
COMMD7	0.13075
CXXC1	-0.642
HMCN1	0.3335
CD40	0.62175
DYNC1LI2	1.070875
GDI1	0.47325
LOC646938	0.09925
VSNL1	-0.9595
PIH1D1	-1.4745
RAET1G	1.212
KRTAP5-9	-0.4035
EFTUD2	-1.54125
ZNF311	0.6905
ATP6V1G3	1.164
OR2W3	-0.7825
SCN4A	0.6435
MED10	-0.0365
FAM135A	-0.9378
ARHGAP4	-1.16675
EHMT2	-1.28425
UFD1L	-0.02275
ERMP1	-0.085
MAG1	0.396666666666667
THAP8	-0.014
HACE1	-0.908333333333333
FAM82C	0.249
C3orf20	-0.29
UNC84A	-0.533666666666667
SCD5	-0.359857142857143
LASS6	2.5355
LSG1	0.227916666666667
MAL	-4.741
GPR22	0.6985
WDR5B	0.7445
ACTRT1	0.416
C17orf60	0.619166666666667
GRIN2C	-0.12
ARMC8	-0.175
SLC47A1	-2.28116666666667
DMPK	-0.92725
DHRS13	-1.92566666666667
SMC1A	-1.0785
KRTAP17-1	0.18625
SMYD5	-0.452
TUSC2	0.309875
CRHR2	0.4975
KIR3DL2	0.34
CCDC104	0.5885
ATP2C1	0.4775
CROT	0.19825
PABPC3	0.3835
EGR1	0.8445
THSD1	1.32475
KHK	-2.06275
SLC12A2	1.119125
CD58	-0.921
STOX2	0.547833333333333
CCDC76	-0.2068
CCDC48	4.6525
DNAH1	0.0531666666666667
ZIC4	-0.217285714285714
OR1G1	-0.1695
PSMC6	-0.2505
PROKR1	0.1265
ABCB1	-0.53325
TRAT1	-1.7985
LLGL1	-0.403
MTF1	2.15925
USP54	1.15425
PAGE2B	-2.0885
ITGB7	-3.927
CCDC81	-0.602
LOC149837	0.1705
SCUBE1	0.51
ZSCAN10	-0.087
HUWE1	-0.0322857142857143
CDH17	0.436
CD180	0.44925
IL17A	-0.05825
TMPO	-1.967625
KIAA1524	-1.69433333333333
HDGFRP3	1.45933333333333
OXCT1	-0.886454545454546
RRAS2	-0.7005
LTBP2	3.2520625
SV2B	2.8485
CYP2A6	1.45575
PKD1L2	-0.668666666666667
PPM1M	0.43525
FLJ22662	1.3695
ZNF502	1.33575
GP6	-0.4615
CRYBA2	-0.87125
LEF1	-2.1321
CTPS	-2.48614285714286
EYA1	-2.80816666666667
EPS8L1	1.64325
MAPK14	-0.443416666666667
SERPINB2	-4.66675
GTF2F2	-0.518833333333333
ZNHIT4	-0.174
PLA1A	0.755125
C20orf114	3.922
HPR	-1.552
C18orf2	-3.52683333333333
SATB2	-2.24875
KCNJ9	-0.37225
MGC157906	0.179
MOCS3	-0.126
C17orf71	-0.288666666666667
PPHLN1	0.2021
HIST1H2BN	0.628125
RAPGEF1	-0.891625
MAP3K8	0.524
DLG4	0.512666666666667
STC1	0.0459166666666667
CDGAP	1.461
DDX26B	-0.47575
LOC150223	-1.884
CPSF3	-1.26583333333333
TMEM14A	0.084
MYH3	-1.42275
GPKOW	0.351
SULT1A1	-0.194166666666667
SPON1	4.6847
YY1AP1	0.000166666666666671
RAB23	0.06425
PLA2G4A	-1.68825
MAPRE3	0.63875
ZNF516	0.0305714285714286
GGPS1	0.7575
EXOC3L2	-0.3465
C19orf42	1.4452
MAP2K2	-0.573833333333333
HIST1H2BB	1.176
RNF19B	1.1065
C6orf128	0.460666666666667
TLR8	1.9395
PCDHA9	-0.00750000000000001
CARS2	-0.297
CLUL1	2.3025
RHAG	-4.021
UNK	0.099
EXOC8	1.0042
C9orf95	0.7635
C14orf143	0.105833333333333
MAML3	-0.04825
LDHA	-1.732
MRPL20	-0.15675
KLHDC6	0.2945
ATP5S	-0.142166666666667
C8orf55	0.50225
PHF19	-2.361625
KRTAP13-4	0.208
TTC5	-0.109
XKR5	-0.362
SILV	-4.50483333333333
TEX28	0.095
TCTN1	1.018
CX40.1	0.2145
PPP2R5C	0.081875
C12orf30	-1.68783333333333
CAPG	0.99275
MPZL1	0.96875
ARSB	-0.500666666666667
TDH	-0.55475
WASF4	1.57275
TSSK3	-0.884
7A5	0.546
CRISPLD1	1.4785
MAD1L1	-1.34266666666667
SPIN4	-0.106166666666667
AMPD1	-0.0985
DPYSL5	0.0385
INPP1	0.2565
ANKRD11	-0.556611111111111
NPAS4	0.080125
GCET2	0.1797
RNASE9	0.4635
GUCY2D	0.253666666666667
CCDC98	1.1065
FGF4	-0.37275
CPM	0.751833333333333
SLC26A4	-1.223
PLD5	0.582
FAM59A	1.3303
FBXO5	-2.66333333333333
SIPA1L1	-0.25375
DPYS	0.224
ATG4D	-0.289
TGM3	0.2315
MTCH1	-0.56925
HK1	-0.242928571428571
CDC26	-0.047125
GALNT12	-1.70666666666667
LOC339229	-0.269
MRPL35	0.296125
ORC4L	-0.1645
TNKS	-0.182214285714286
C2orf24	0.316666666666667
ZNF553	0.412166666666667
GGTLA1	2.4527
ZNF497	0.81725
CDY1B	0.51575
SLC30A4	0.17475
TUB	-0.92
ARHGEF18	-0.04925
ARRB1	1.23425
KCNK1	2.73825
EREG	0.412
SCAMP5	-0.479
RUNDC3B	3.13525
ADAMTS20	0.220666666666667
IL17RB	-0.832625
FLJ20323	-0.884
MCAM	1.1665
POLR3E	-1.56891666666667
AQR	-0.147
IPMK	0.875
CDCA7	-2.842125
CAMP	2.61125
GRHL3	0.3065
ADAMTSL2	1.1915
CLMN	1.33666666666667
SSTR3	0.2165
MAGEA5	-2.17683333333333
OVOL2	2.51625
JMJD1B	-0.4595
RBL2	0.2366
PYGO2	0.17025
PPP1R10	-0.236666666666667
CSE1L	-1.61633333333333
LCA5	1.88975
RDH16	0.62025
ASRGL1	0.218
TOM1	-0.0565
PTX3	-2.82825
TTC15	-0.21375
SCGB3A1	3.11233333333333
MRPL50	-0.952
RCAN3	0.7665
SLC26A11	0.5645
STYX	-0.391166666666667
CINP	-0.366
MARCH7	-0.35675
PFKM	-1.09833333333333
SGMS1	1.3045
RIOK3	-0.4745
C1orf110	0.4675
CES7	-0.096
LOC440248	-2.06925
PPP1R12C	-0.467
C10orf27	-0.00600000000000001
ATG9A	-0.71075
MRPS26	-0.2815
TMEM40	1.619
ELP3	0.2302
ZNF787	0.3468
HIAT1	0.244875
C8orf34	1.15233333333333
MGC4655	-0.0046
PELI1	0.938333333333333
PPT1	0.5292
SLC35C2	-0.917333333333333
C6orf125	-1.0995
MUC4	-1.21533333333333
RFC4	-2.21271428571429
GNB2	0.290833333333333
NUP50	-0.507714285714286
SULT4A1	-0.6845
C7	4.06
CCDC130	-0.717833333333333
ARRDC4	1.3335
RQCD1	-0.1775
GLYCTK	-1.2435
AYTL2	-0.622636363636364
MTUS1	1.1902
LEMD3	1.62366666666667
PLEKHF2	2.396
HOXA7	1.181375
GTF3C2	-1.3565
DYNLRB2	2.62525
CNOT10	-0.3035
MR1	-0.132833333333333
FFAR1	0.36
PRIC285	-0.17875
SLITRK6	6.65025
LIX1	-0.7642
UBE1L2	-0.783583333333333
F8	1.3695
ACHE	-0.0148333333333333
KPNA5	-0.22475
TNFRSF12A	-0.493666666666667
EGR3	2.126
SERPIND1	-3.60583333333333
OASL	1.82825
IFRD1	-1.482875
WDFY1	-0.0226666666666667
ZNF267	0.694875
ACCN5	0.077
ZBTB6	-0.184
PPP1R3A	-0.1345
PRRT3	0.634
FBXL19	-0.745
TXNIP	1.791
ACTN2	-1.11225
ATG9B	-0.484375
C9orf117	1.991625
IL27	0.107
RPL36AL	0.1965
KLK15	-0.2285
CHAD	0.7795
RAP2B	0.25
HEBP2	2.4995
ZNF342	0.5115
CAMK2G	-0.198833333333333
TLR3	1.4305
FGF14	1.74675
HMGB2	-2.00825
TRPM5	-0.356166666666667
OR5M11	0.1
KIF3B	1.24268421052632
PRICKLE2	2.03025
MTMR9	0.356125
C3orf27	0.19025
GLRA3	-1.84516666666667
NSDHL	-0.104
TMEM32	0.43625
POLR2D	-1.64033333333333
MYADML	0.2795
C9orf114	-0.6295
MRGPRX1	0.292
TOPORS	0.25925
CLDN19	1.1945
C1QL4	0.1825
RNF165	0.941
DHRS9	0.127
DNAH2	0.437
FXR1	-0.326833333333333
ZMYM3	-1.3105
CASP3	-0.403333333333333
FAM120C	-1.1605
SCLY	-1.37175
CA7	0.113
ENTPD5	1.077
ZNF461	0.060625
PDIA5	-0.426
C1orf19	-0.665833333333333
TMEM67	0.52975
KCTD20	-0.78075
WDR47	1.503
FLJ38723	0.856
KLRF1	1.82716666666667
TAS2R16	0.1505
CLDN12	1.9105
PRKCE	0.4575
UBXD4	-0.842
ITGAM	2.6585
GLT8D3	-0.12375
WDR31	0.8524
RGS2	0.98475
OR51L1	0.052
MST1R	0.29425
KIAA1737	1.2625
OR4A5	0.1165
GLIS1	-1.81216666666667
PTMA	0.805071428571429
NAPA	-0.176
PRDM11	-0.24375
LIPF	1.306
DIRAS3	2.00225
ASGR2	-4.083875
C1QTNF4	0.70325
PIK3R4	-0.224333333333333
ARMC3	3.05525
NDUFV3	-0.65675
BTBD3	-1.06066666666667
PPP1R2	0.593333333333333
UBE2NL	-0.203
FOSL2	1.40914285714286
FAM119A	-1.03733333333333
TUBA4A	-0.9027
KRTAP12-1	0.00774999999999999
SFRS2	-0.81625
RHPN1	-0.2429
EEF2	-0.189333333333333
ZDHHC11	0.682833333333333
EPHA3	-0.8917
RBM12	0.39825
H2AFJ	1.13583333333333
EDIL3	3.316
KIF26A	-1.3365
SERGEF	-0.181
B3GALT4	2.297
LOC90925	-0.0408333333333333
OSCAR	0.05525
NPFF	-0.136
DEDD	0.68925
TMEM155	-0.89275
PTPN1	0.29525
SCYL2	0.449333333333333
SKAP1	3.1235
LEAP2	-2.57866666666667
GADD45G	0.7769
IFITM3	0.9345
PILRB	-1.091
SLU7	0.3428125
DSC3	2.6815
DNMT3L	-1.8695
PAPD5	0.37125
B3GNT3	1.15383333333333
LHCGR	0.5245
MSL-1	-0.47825
UBE2S	-1.484125
SAP130	-0.83175
ANAPC11	0.53575
MAGED4B	-0.052
ATP6V1B2	0.409666666666667
C14orf179	1.142
CAPZA1	-0.049625
CDYL2	-0.714333333333333
GLRX3	-0.961166666666667
LOC136288	0.441
MOBKL1A	-0.5875
HTR2B	3.355
CRYGD	0.219
NUS1	-0.153
PGRMC1	0.6525
MYOM2	0.688
FLJ39653	-1.83433333333333
CHM	0.3868
OR5M8	0.723
ZNF619	0.624
FAM105A	1.36625
CCNL1	-0.957625
NAP1L3	1.12525
C10orf57	1.6835
B3GALNT1	-0.497666666666667
CSN1S2A	-0.1235
TCP10L	0.16975
GDAP2	0.387
DMKN	-1.681
COX6B1	0.321
DNASE2	1.19716666666667
MSH5	-2.4325
LGMN	-0.191125
USP31	0.0101
OR13C8	0.6815
SDCBP	0.2575
NUDT11	-0.666333333333333
PYGL	-0.128
SNPH	3.53683333333333
B3GNT4	-0.549
MIZF	-1.3963
NUBPL	0.036
NOD1	0.409833333333333
CDH22	0.970625
NUBP1	0.265833333333333
DSCAM	-3.3125
DGKI	1.818
FAM136A	-0.70425
AKAP1	0.102166666666667
SLC16A6	1.696
RIN3	0.11375
PSG2	-0.48775
DIP2B	0.469583333333333
PSORS1C1	0.4099
KIAA0495	-1.0915
FLJ90709	-0.5715
LPA	-0.349333333333333
PIGA	0.482166666666667
LY75	2.0425
UTS2	-5.99983333333333
RREB1	-0.04825
GALNACT-2	0.9042
MGC3196	-0.45025
FLJ31568	-0.4085
LPHN1	-0.134125
SP1	1.3275
TOX4	-0.1235
HSPA9	-0.7406
APOBEC1	-0.0455
SLC35E4	-0.692
LSM5	-0.87725
SURF1	-0.2545
ZBTB1	1.10133333333333
GTF2F1	0.236625
RPS15A	-0.2875
DUSP21	-0.821
GINS4	-2.82883333333333
MYO15A	-0.217333333333333
GIMAP7	4.142
MGC13379	1.202
ATP6V1E2	0.549
UTP3	0.09275
HNRPA3	0.03025
MT4	-0.6725
C14orf155	-0.544
U1SNRNPBP	0.1995
CKLF	-0.197833333333333
PLEKHN1	-0.0585
MBNL1	0.159916666666667
NUP160	-1.62
ACSM2A	-1.684
LOC129881	0.224
KIAA1529	-0.59175
FLJ22639	-1.198
HAND1	-0.836
GSX1	0.5535
FGA	-4.2519375
SERPINB1	0.185
ZNF642	0.8315
IGFBP1	-7.50975
SLC1A1	1.702
DHX57	-0.67325
ZNF766	1.7535
PTPN21	0.5904
GDPD3	-2.01633333333333
PNPLA5	-0.1875
TBR1	-0.160833333333333
FAM116A	-0.198
IQGAP1	1.376625
FOS	0.259625
ZNF226	-0.122
FIGNL1	-1.14316666666667
C14orf1	0.216833333333333
ZMYND17	0.0615
PUS7	-1.09516666666667
TUBB6	-0.237875
KCNQ2	-0.83
MARCH6	0.215666666666667
CCDC33	-0.279
PRODH	-1.662
RBM11	2.0505
EPHA6	0.2355
SLC43A1	-1.32325
LOC196541	0.480625
NTN1	-0.0424166666666667
ING4	-0.42725
PCDHB10	1.96925
DPH2	-0.658166666666667
SPACA4	-0.16075
FBXL21	-4.7665
DIAPH1	0.179666666666667
ZNF71	-0.107166666666667
CEP76	-1.0395
CORO1A	-1.40775
RRM2	-2.966625
EDG4	0.81925
OS9	0.642666666666667
SLC4A1AP	0.156
COG5	0.19875
COPS8	-0.06175
NGLY1	-0.903
NCBP2	0.37375
C17orf42	-0.978166666666667
GPSM3	-0.068625
SIL1	0.432
ASB6	-0.837
SMAD5OS	0.266166666666667
UNC93A	-3.164375
A1BG	0.9205
C21orf62	0.69125
FMO5	-0.336166666666667
ATRIP	-0.521333333333333
CEBPG	0.0533333333333333
C7orf38	0.3495
TNFRSF1B	0.985833333333333
CLEC1A	1.55333333333333
IQSEC1	0.33025
PATZ1	0.7574
RBM22	0.832875
BAG2	-1.57666666666667
PAQR5	-1.62316666666667
C9orf127	0.8179
THNSL1	-0.54775
SHROOM3	3.5339
JAM2	2.362
SNRPN	-2.0235
ALX4	0.128
CACNA1S	0.0805
FAM130A1	0.50525
CORIN	1.2475
CD300LB	0.75
PLEKHG6	0.626
LRRC40	-0.47925
PCLKC	-1.07025
PCDHB16	2.59683333333333
WNT2B	1.32483333333333
ASNS	-1.95655555555556
MRPL49	-0.35625
FLJ46111	-1.01625
ISG20	0.27775
SMU1	0.2516
CASZ1	0.344
POLR1D	-0.590916666666667
GIN1	-0.4915
SNAG1	0.3385
ANKRD29	-0.3705
CDKN2AIP	-0.012
KRR1	0.309
CXCL1	-1.9035
EPM2A	-0.1732
PC	0.0776666666666667
DEFB127	0.618
PDZRN4	2.71366666666667
FAH	0.866375
OR51E1	2.2175
CDC2L6	0.053
DNTTIP1	-0.29275
PAX8	-1.55025
TMEM116	-0.479
C1orf150	-1.4325
PRO2012	0.23625
MRPL40	-0.344666666666667
BEX1	-2.6932
SLC2A4	1.02916666666667
PKMYT1	-1.3245
FEZF2	-0.295333333333333
SLC26A9	-1.58425
MAP2	0.019
LYL1	-1.31
SLC25A19	-1.352
NOS3	0.418
ZNF34	0.0718333333333333
TMPRSS11F	-0.238
FAM43A	0.03875
FCRL4	0.545
KLF14	0.596
FLRT2	0.803
WRN	-1.018
SDF2	0.3562
KRT8P12	-0.52375
C6orf195	-0.1055
C9orf125	-0.783333333333334
DZIP3	0.232
RIT1	-0.149083333333333
SCML1	-0.5255
RHBDF2	-0.088
OR2G3	-0.063
REXO1L1	-0.5175
MAP3K7IP3	-0.0685
C3orf57	-0.7395
FBXW11	-1.19466666666667
ETAA1	-0.384
C14orf131	-0.4899
AKT1S1	-1.014
SLC12A5	-0.6355
C9orf164	0.80875
NRIP3	-0.0485
NOS1AP	0.2715
TMEM121	0.118
SAP30BP	-0.0654
DGCR6	0.2065
WDR76	-2.42575
FAM82B	-0.0253333333333333
LOC606495	-0.8555
MAP9	2.31141666666667
BCDIN3D	0.5675
CXorf36	3.82366666666667
DSCR3	-0.8041
ZFAND3	-0.05525
C7orf43	-0.0816666666666667
SPSB3	0.882
C19orf19	0.148
FAM133A	-1.047375
C12orf25	0.12075
SLC39A3	-0.72375
DISP2	0.86125
PI4KAP2	-2.716
MKRN3	-2.7805
ADAMTS13	-0.923875
CBLN3	0.2443
TTYH1	0.335
C3orf18	0.79875
FLJ13236	0.50675
ZMYND12	3.4695
C18orf25	-0.612375
GLB1L3	-0.759
ATP13A5	1.57
RANBP10	-0.221
CD96	-1.3546
DENND1C	-0.4295
RBMS3	1.9969
SLC41A3	-0.119666666666667
DGCR6L	0.028
TMEM128	0.416
CSNK1G3	0.7535
MOBKL2C	1.2285
TSPAN6	-0.967
MATN2	0.4346
MSL2L1	-0.151666666666667
ST6GALNAC2	0.679666666666667
FGFBP2	1.86275
FGL1	-5.89416666666667
MPP3	0.0241666666666667
ARHGEF6	1.31883333333333
TGFBR2	1.10175
ACMSD	1.74175
IL33	4.56
C9orf5	-0.187
DEAF1	-0.7642
AMN	-0.614
DEFA6	-0.040875
RNF212	-1.50675
METT5D1	-0.311333333333333
CIB1	1.2541
TSSK1B	0.18325
KIAA1727	0.20625
ZNF680	0.63175
LOC399900	-0.3255
LOC152217	-0.626416666666667
CTNNAL1	-2.028
CIT	-2.464
TLE6	-0.06925
ZNF607	0.00975
HERC4	-0.912333333333333
DRAP1	-0.572
PEMT	1.761
C10orf111	-0.0815
ZNF575	0.355375
KCTD7	-0.26225
MYO1F	0.60675
LOC285382	0.7415
RAB11A	1.1137
PLCD3	-0.41975
C15orf28	0.037
PTBP2	-0.877625
CTB-1048E9.5	-0.389375
C19orf60	0.121166666666667
C7orf25	0.483833333333333
SETD7	1.45525
HOXB9	-3.6675
VANGL1	1.0915625
CHAF1B	-2.15325
NDUFA3	0.45475
KIAA1328	-0.187333333333333
SHARPIN	-0.12425
TTC23	0.06575
UGP2	0.605833333333333
ANKIB1	0.4237
CIRBP	1.018
SEC14L4	-3.2335
OVCH1	0.344166666666667
VPS52	-0.501
FAT	-0.517125
M6PRBP1	-0.058
GPRIN3	-0.0975
PPM1F	-0.3095
TSR1	-0.779
CCDC85A	1.715
PCSK5	2.862
ZFHX3	0.4955
HEMK1	-0.5593
PGBD2	0.64325
RSRC2	-0.150666666666667
AURKC	-1.59283333333333
SCRIB	-0.07325
ORM2	-4.383
FAM115A	0.1025
FZD6	-0.18825
UNC119	-0.532
GPX3	1.5729
NOV	1.4725
CABC1	0.011375
CDC42SE2	-0.6704375
EIF2S2	-0.9845
RNF130	1.28775
CKAP5	-1.81533333333333
RP11-413M3.2	0.2075
C10orf18	1.3096
TMEM93	-0.22725
DYX1C1	1.004
KCNMB2	-1.852125
ANK3	1.26758333333333
KRT5	0.5811
CDH12	-0.89475
QRSL1	-0.30075
JUB	-2.3995
SHC4	-0.4705
CCL15	2.0995
CCDC22	-0.125
SNX24	-0.25075
RARS	-0.65475
MORC2	-0.0865
FAM48A	-0.40625
MT1H	-0.5635
PPP1R14C	-1.764
FOXD1	-1.06064285714286
C1orf213	-0.958
AMT	-1.7419
DSN1	-1.6925
PTPLAD2	2.1065
DIS3L	0.007
RASL11A	-0.13625
GPRC5B	0.131625
FRMD7	1.4615
STRN4	-0.533
KITLG	1.763
HDGF	-0.282
OR1S1	0.192
SETX	1.1912
DDR2	1.602875
KCTD12	2.464
LYZL2	-0.17675
WDR52	0.646
TMEM2	1.032375
ZNF579	0.0138333333333333
LOC200810	0.58
TNFSF9	-1.325875
PPFIA4	-3.83875
CNIH3	0.3785
MAP4K4	-0.65
ROD1	0.0522142857142857
ALS2CR12	1.67016666666667
DOCK3	-1.368
PAQR9	-4.673
ASB17	-0.085
STX16	-0.894625
FEZ2	0.522833333333333
DLAT	-0.4145
KIF21B	-0.942
CDC5L	-0.9345
TMEM119	1.39816666666667
CRIP3	-2.05925
TPSD1	0.178666666666667
TEPP	-0.24075
GNGT2	1.08225
C21orf121	1.45825
WNK1	0.00716666666666667
FLJ10490	-0.0497
OR51B5	-2.4325
LOC203547	-0.572125
HAS1	1.5915
PPA1	0.788333333333333
ST7	-0.2595
C11orf46	0.5111
POPDC3	-2.04433333333333
ACOX2	3.76133333333333
ATCAY	-0.730083333333333
TM4SF19	0.79425
MFSD9	-0.149833333333333
PDHB	-0.36325
ERN1	-0.19575
LCE3C	0.104
GPR111	0.1385
NOTCH3	1.6835
ADAMTS5	4.20675
B3GALT1	-0.93375
UGCGL1	-0.4065
FAM58A	1.15733333333333
FBXO32	1.99475
CLPP	-0.24875
NXPH1	0.839
MTMR3	0.984833333333333
ATP1B3	-0.761875
TMEM16A	4.373125
HIST1H3F	1.021
TRIM25	-0.262666666666667
SDCBP2	1.869
CRKL	-0.808875
HOXB2	-0.3045
ANP32B	-0.81925
GATM	2.192
AP4E1	-0.556
EDG5	0.42625
CDKN3	-2.15533333333333
CDH4	-1.441
PGD	-0.696
RND1	1.1155
GAD1	0.6999
MPG	0.20175
LOC440350	-0.5465
ZNF133	-0.46675
SERPINB12	-0.2955
AMELY	-0.175666666666667
DHX36	-0.66475
TNFAIP8L2	2.84116666666667
PHTF2	0.0228888888888889
CCDC112	-0.232333333333333
IQCC	-1.54775
HEYL	2.93716666666667
FTSJ2	-0.880166666666667
APPL1	0.70325
RAB43	0.443
OR10G2	-0.16
WAC	0.349833333333333
ADCY9	0.051
RUNDC2B	0.815666666666667
PYCRL	0.3756
AGPAT7	-0.7575
SLC22A9	-1.17816666666667
CDKAL1	-0.2515
PDYN	-0.5945
C20orf74	1.9425
MTMR11	1.66925
VAV3	5.18016666666667
DAPL1	5.29925
STXBP3	0.345
EIF3G	-0.44375
ARHGAP22	-0.65825
NPFFR1	-0.1415
NPC1	-0.905666666666667
ALDH9A1	1.15716666666667
ZNF600	0.6525
ZNF678	1.321
RASSF1	-0.26425
ADD2	-1.95725
PITPNB	0.419625
PKD2L2	0.14125
LRP11	0.659
CDKL1	0.299
SMEK2	0.53125
PRODH2	-3.217
C11orf54	0.425833333333333
SFRS11	-0.655166666666667
IL7	0.4395
ALS2CR16	1.498
BTG3	-0.991333333333333
PAK2	-0.0363888888888889
RP11-679B17.1	0.25275
GATA4	-0.0626666666666667
ATP2B1	-0.51325
LOC130940	1.4965
C1orf172	1.8335
ATF7IP2	-0.762
SLC25A43	0.164
CENTG3	-0.363
IGF2BP1	-3.8752
FCHSD1	0.229
CAMK2N2	0.203833333333333
ELAVL3	-0.2654
NBPF15	0.686333333333333
UBE2J2	-0.547833333333333
GNL2	-0.27725
PRR3	-0.8042
NLF2	0.21125
OR4F6	-0.32
KLHL24	1.6975
CCDC88A	-1.2032
SGPP1	-0.648166666666667
C10orf11	0.563666666666667
SLC35B4	-1.1855
UGT3A2	-1.5855
ARNT2	1.5177
CBR1	-0.243875
ITPR3	-1.51716666666667
TRAPPC6B	-0.3912
AMZ1	0.1825
ARP11	2.60175
WDSUB1	0.458
APBA1	0.610166666666667
RAB2A	1.0339
C6orf162	-0.66575
HPSE2	1.03575
PLCE1	0.105
INSL3	1.08125
DLG1	-0.1785
PTPLA	-2.36825
PIGX	-0.28575
TFIP11	0.403666666666667
FIBIN	3.2625
POLR2G	-0.582
GRAP2	-2.2144
DNAJB8	0.0985
CNBP	-0.166166666666667
WASF1	-2.02675
INPP5E	-0.7347
HSPB1	1.334125
TMEM167	0.0098
CUBN	0.33275
IGF1	4.891375
ITPK1	0.2397
NAALAD2	-0.621875
G3BP1	0.1133
NT5DC1	1.074125
CYP39A1	0.521
TMEM139	0.31025
POLK	-0.2193
GLULD1	-0.9385
RBM15	-1.10033333333333
AMZ2	0.1765
GDF15	-2.51483333333333
MESDC2	-0.149
INCA	0.469166666666667
ACY1L2	-2.338
GZMM	-0.920333333333333
PAIP1	0.37875
CACNA2D1	0.46525
STK32C	-1.57316666666667
SH3BP4	0.921833333333333
DEC1	0.239
PADI1	0.0195
UBB	0.0089
PON3	-1.8415
PROP1	0.323
ANKRD13B	-0.1325
ADCK1	-0.45075
TCF25	-0.239916666666667
SLC38A5	-2.75575
CXorf26	0.721333333333333
C19orf39	0.6705
PPP1R13B	0.78475
ARL2	-0.813
TCL6	0.0770833333333333
TOP3A	-0.948
SLC16A14	-0.556
FXYD6	1.6865
HIST1H4E	0.12325
BBC3	-0.196684210526316
UNC5A	1.0275
FAM86C	-0.3409
PI4KB	-0.117
B3GAT1	-2.94625
SUSD2	1.79666666666667
OAZ2	-0.333166666666667
NOC4L	-0.51425
C10orf12	-0.25325
FADS1	-3.3485
LOC144097	-0.58325
DKK2	2.62833333333333
KIAA1949	-0.1665
RHOT1	-0.3259
OXT	1.5965
GPR153	0.00375
ARL4A	0.172
SAAL1	-1.8435
CCDC64	-0.1685
USE1	-0.0328333333333333
HNMT	0.593166666666667
PCGF3	1.62975
CYP2C19	0.45275
C20orf4	0.0635
CCDC11	1.64425
ACSBG2	0.17925
RWDD2A	0.04425
PALLD	2.74925
CPLX4	-0.013
LOC492311	1.27025
KPNA2	-2.00266666666667
MACROD1	-0.4457
TMCO3	0.514833333333333
C15orf52	-0.235333333333333
BIRC5	-2.02333333333333
PRR16	0.136833333333333
FAM63B	0.73225
KATNB1	-0.961833333333333
WNT8B	-0.6115
CPLX3	-0.3645
GHR	3.467625
