Hybridization REF	TCGA-A2-A0YK-01A-22R-A109-07
ARHGAP17	0.3311
KCNIP3	-0.96125
SFPQ	-0.01075
GFRA4	-0.232833333333333
AKR1B10	-2.739
TIGD6	0.9375
RGS16	2.18425
URB1	-0.497333333333333
OR4C46	-0.766166666666667
TOP3B	-0.42375
NFATC4	-0.1645
CA14	-3.94775
BMPR1A	0.161666666666667
SNRP70	-0.6365
PRL	0.1585
C6orf130	-0.6415
STAG2	-0.11475
CD55	-0.804714285714286
RPS23	1.5405
SSX2	-1.8038
FDPSL2A	-0.521
FBXO27	0.104375
SYNGR3	-1.55566666666667
TMSL3	0.776
EML1	-0.8465
NUP93	-1.01258333333333
SMAD3	-0.0301
KIAA1189	0.941833333333333
HNRPUL2	0.7365
TBC1D12	0.809833333333333
C16orf24	0.627
MRVI1	1.45816666666667
ZNF581	-0.463333333333333
ELOVL3	0.247
OR51Q1	0.2455
CACNB3	0.07
GALNT13	-1.144625
C10orf84	0.3400625
NEDD4	-0.2801
SPO11	0.968
OR5AU1	0.7375
NEK4	-0.400071428571429
PRKAR2A	-0.414666666666667
IHPK1	0.260833333333333
ATP6V0B	0.379125
CACNA1E	0.8905
CEACAM8	0.690166666666667
PEX14	-0.0255
FLJ12993	1.9185
ZBTB38	0.718833333333333
PCTK2	1.061
LRRC16	0.4315
FBLIM1	0.91075
FYCO1	1.9705
RP5-1022P6.2	0.781916666666667
CMTM1	0.0895
PLTP	0.7165
RAPH1	0.685375
DOCK8	2.024
EZH2	-1.8294
SLC25A1	-0.815166666666666
PLEKHB1	0.609
GRB7	0.4184
ZFP37	0.61575
MRPL33	-0.754
PELO	-0.80425
ARMC1	-0.407727272727273
C9orf27	-0.09175
FLJ25778	0.9585
C9orf37	-1.26216666666667
TMEM66	1.28675
SPRN	0.1915
HBEGF	1.914125
PI4KA	-0.0755
LEPRE1	-0.17525
POU2AF1	0.89525
MRPL12	-1.1345
REP15	0.067
ZC3H3	0.2605
RASAL1	0.3415
DDAH1	0.869625
ACBD5	-0.241
TMC2	-0.0245
CCDC137	-1.59675
SAMD13	0.368833333333333
UGT2B15	-2.19716666666667
TIPARP	0.55425
DNASE1L3	3.37825
TRIM72	0.458166666666667
DBX2	1.72625
IPO8	-0.10475
C21orf88	0.8075
MAP3K14	1.351
LOC51233	0.470166666666667
GGTLA4	0.39
PDE6D	-0.01525
ZNF117	0.12275
CLK2	-0.4945
NKRF	-0.90375
TNFSF15	0.0603
DUSP2	1.6045
SECISBP2	-0.0048
GABRR2	0.0485
PPAP2C	1.59975
LOC51145	-0.0886
PAG1	0.575875
PIK3C3	-0.41175
GNG10	-0.2055
APOL4	1.25033333333333
ANKRD28	-0.708125
STMN3	-1.108
RAB14	0.8595
CDK2AP2	0.7695
HDDC3	-0.469375
COMMD7	0.50525
CXXC1	-0.36325
HMCN1	0.00616666666666664
CD40	1.659
DYNC1LI2	-0.050375
GDI1	-0.204
LOC646938	-0.04625
VSNL1	-1.2525
PIH1D1	-0.228
RAET1G	-0.294
KRTAP5-9	-0.407
EFTUD2	-0.99425
ZNF311	0.200666666666667
ATP6V1G3	0.99475
OR2W3	-0.56025
SCN4A	0.67675
MED10	-1.007625
FAM135A	0.2937
ARHGAP4	0.586
EHMT2	-0.954125
UFD1L	-0.91025
ERMP1	-0.55625
MAG1	-0.277666666666667
THAP8	-0.272333333333333
HACE1	-0.383166666666667
FAM82C	0.201
C3orf20	0.1055
UNC84A	-0.354833333333333
SCD5	0.0123571428571428
LASS6	1.71725
LSG1	-0.0533333333333333
MAL	-3.393
GPR22	-0.645
WDR5B	1.1845
ACTRT1	-0.1465
C17orf60	1.02833333333333
GRIN2C	0.1501
ARMC8	-0.339166666666667
SLC47A1	-2.44916666666667
DMPK	-0.12875
DHRS13	-1.2315
SMC1A	-0.572
KRTAP17-1	-0.5485
SMYD5	-0.71475
TUSC2	0.135875
CRHR2	0.2265
KIR3DL2	0.921
CCDC104	0.084
ATP2C1	0.135375
CROT	0.3915
PABPC3	0.157333333333333
EGR1	2.83716666666667
THSD1	1.5125
KHK	-1.1135
SLC12A2	2.637875
CD58	-0.45225
STOX2	0.6335
CCDC76	-0.2796
CCDC48	4.65
DNAH1	1.22916666666667
ZIC4	0.013625
OR1G1	-0.364
PSMC6	-0.736
PROKR1	-0.012
ABCB1	0.812625
TRAT1	1.94275
LLGL1	0.39
MTF1	0.85325
USP54	0.408125
PAGE2B	-2.242
ITGB7	-3.022
CCDC81	0.1695
LOC149837	0.412
SCUBE1	0.643
ZSCAN10	0.4625
HUWE1	0.000857142857142858
CDH17	1.55
CD180	2.26125
IL17A	0.083
TMPO	-1.451
KIAA1524	-1.245
HDGFRP3	-0.856
OXCT1	-1.05181818181818
RRAS2	-1.17766666666667
LTBP2	2.9129375
SV2B	2.27566666666667
CYP2A6	1.0605
PKD1L2	-0.787666666666667
PPM1M	1.05075
FLJ22662	2.2155
ZNF502	1.9315
GP6	-0.599
CRYBA2	-0.753
LEF1	-1.777
CTPS	-2.10514285714286
EYA1	-2.28033333333333
EPS8L1	0.61975
MAPK14	-0.428083333333333
SERPINB2	-4.97625
GTF2F2	-0.5885
ZNHIT4	-0.222
PLA1A	2.848375
C20orf114	1.49125
HPR	-2.799
C18orf2	-3.19766666666667
SATB2	-2.0965
KCNJ9	-0.64075
MGC157906	0.479
MOCS3	-0.097
C17orf71	-0.697166666666667
PPHLN1	-0.1576
HIST1H2BN	-1.65175
RAPGEF1	-0.5795
MAP3K8	1.92475
DLG4	0.197666666666667
STC1	-0.906083333333333
CDGAP	2.2595
DDX26B	0.21875
LOC150223	-1.66675
CPSF3	-0.920833333333333
TMEM14A	-0.78625
MYH3	-0.631
GPKOW	-0.1025
SULT1A1	-0.0635
SPON1	3.2951
YY1AP1	0.427
RAB23	-0.317
PLA2G4A	-2.303
MAPRE3	0.219
ZNF516	0.270714285714286
GGPS1	0.386
EXOC3L2	0.135125
C19orf42	0.1396
MAP2K2	-0.405833333333333
HIST1H2BB	-0.88025
RNF19B	1.23433333333333
C6orf128	-0.128166666666667
TLR8	4.00425
PCDHA9	-0.233
CARS2	0.310375
CLUL1	0.547666666666667
RHAG	-4.1525
UNK	-0.292
EXOC8	0.7414
C9orf95	0.96
C14orf143	-0.652666666666667
MAML3	0.15925
LDHA	-1.902
MRPL20	0.214875
KLHDC6	0.7235
ATP5S	-0.479833333333333
C8orf55	-0.4895
PHF19	-2.165375
KRTAP13-4	0.539
TTC5	0.2135
XKR5	-0.26
SILV	-4.35866666666667
TEX28	0.1555
TCTN1	0.56525
CX40.1	0.15625
PPP2R5C	-0.169875
C12orf30	-1.18533333333333
CAPG	1.6105
MPZL1	0.97015
ARSB	-1.28616666666667
TDH	-2.238
WASF4	0.92225
TSSK3	-0.418
7A5	-0.127
CRISPLD1	3.047375
MAD1L1	-0.242166666666667
SPIN4	-0.6585
AMPD1	2.59325
DPYSL5	0.5585
INPP1	0.734333333333333
ANKRD11	-0.795666666666667
NPAS4	0.179375
GCET2	1.9552
RNASE9	0.1665
GUCY2D	0.250333333333333
CCDC98	0.4425
FGF4	-0.56825
CPM	0.523
SLC26A4	1.089
PLD5	1.49975
FAM59A	1.4683
FBXO5	-2.00777777777778
SIPA1L1	-0.137
DPYS	1.76775
ATG4D	-0.34725
TGM3	0.0945
MTCH1	0.0585
HK1	0.0529285714285714
CDC26	-0.14825
GALNT12	-2.09216666666667
LOC339229	-0.49125
MRPL35	-0.76675
ORC4L	0.0218749999999999
TNKS	-0.141642857142857
C2orf24	-0.123
ZNF553	-0.137
GGTLA1	3.2029
ZNF497	0.107
CDY1B	-0.39925
SLC30A4	0.21475
TUB	-0.387875
ARHGEF18	0.27075
ARRB1	0.49175
KCNK1	0.982375
EREG	-3.4059
SCAMP5	0.205
RUNDC3B	2.6105
ADAMTS20	-0.05025
IL17RB	-0.56875
FLJ20323	-0.30125
MCAM	1.191125
POLR3E	-1.19716666666667
AQR	0.422666666666667
IPMK	0.282
CDCA7	-3.375
CAMP	2.05775
GRHL3	0.9675
ADAMTSL2	1.43033333333333
CLMN	2.55366666666667
SSTR3	0.4755
MAGEA5	-2.88583333333333
OVOL2	3.59225
JMJD1B	0.53975
RBL2	0.3663
PYGO2	0.656
PPP1R10	0.2605
CSE1L	-1.20366666666667
LCA5	1.19325
RDH16	-0.51875
ASRGL1	0.185
TOM1	1.01483333333333
PTX3	-2.96275
TTC15	0.61825
SCGB3A1	3.45583333333333
MRPL50	-1.37125
RCAN3	0.72975
SLC26A11	0.00375
STYX	-0.2775
CINP	-0.29175
MARCH7	0.14475
PFKM	-0.728166666666667
SGMS1	0.804833333333333
RIOK3	0.001
C1orf110	0.2575
CES7	-0.110714285714286
LOC440248	-0.70425
PPP1R12C	0.15175
C10orf27	-0.041
ATG9A	-0.81425
MRPS26	0.38625
TMEM40	1.986
ELP3	-0.3979
ZNF787	-0.00800000000000001
HIAT1	0.38575
C8orf34	2.19983333333333
MGC4655	-0.0033
PELI1	1.30116666666667
PPT1	0.2934
SLC35C2	-0.154166666666667
C6orf125	-1.2345
MUC4	-0.612833333333333
RFC4	-2.38985714285714
GNB2	0.4005
NUP50	0.0243571428571429
SULT4A1	-1.31166666666667
C7	4.40925
CCDC130	0.289
ARRDC4	1.238
RQCD1	-0.8065
GLYCTK	-0.747
AYTL2	-0.966272727272727
MTUS1	1.2943
LEMD3	0.781
PLEKHF2	1.683
HOXA7	0.4025
GTF3C2	-0.9625
DYNLRB2	2.43925
CNOT10	-0.3125
MR1	0.451
FFAR1	0.1245
PRIC285	-0.0555
SLITRK6	2.04975
LIX1	-2.0319
UBE1L2	-0.534083333333333
F8	1.561125
ACHE	0.39
KPNA5	0.48175
TNFRSF12A	-2.12916666666667
EGR3	2.819
SERPIND1	-3.48533333333333
OASL	2.36275
IFRD1	-1.249875
WDFY1	0.5135
ZNF267	0.4995
ACCN5	-0.2575
ZBTB6	0.02725
PPP1R3A	0.2525
PRRT3	0.70875
FBXL19	-1.0075
TXNIP	1.67314285714286
ACTN2	-0.79675
ATG9B	-0.331625
C9orf117	0.7135
IL27	-1.147
RPL36AL	0.0683333333333333
KLK15	-0.26975
CHAD	2.0055
RAP2B	-0.3048
HEBP2	1.07725
ZNF342	0.8335
CAMK2G	-0.239333333333333
TLR3	1.9135
FGF14	2.01225
HMGB2	-1.512875
TRPM5	-0.436333333333333
OR5M11	0.118
KIF3B	0.466578947368421
PRICKLE2	1.62225
MTMR9	-0.05275
C3orf27	0.27125
GLRA3	-2.02733333333333
NSDHL	-0.589666666666667
TMEM32	0.1765
POLR2D	-1.18191666666667
MYADML	-0.0015
C9orf114	-0.64025
MRGPRX1	0.1355
TOPORS	0.49325
CLDN19	2.6345
C1QL4	-0.292
RNF165	0.069
DHRS9	0.99725
DNAH2	-0.196833333333333
FXR1	-0.384833333333333
ZMYM3	-0.952125
CASP3	0.337
FAM120C	-0.72425
SCLY	-1.34675
CA7	0.406
ENTPD5	1.01533333333333
ZNF461	0.1715
PDIA5	-0.0895
C1orf19	-0.584666666666667
TMEM67	-0.165
KCTD20	-0.246
WDR47	0.382
FLJ38723	0.1945
KLRF1	1.36866666666667
TAS2R16	0.031
CLDN12	0.25675
PRKCE	0.50575
UBXD4	-0.471
ITGAM	2.51583333333333
GLT8D3	-0.599
WDR31	0.1578
RGS2	2.25425
OR51L1	-0.045
MST1R	0.28575
KIAA1737	1.27375
OR4A5	0.181
GLIS1	-0.2235
PTMA	0.163571428571429
NAPA	1.174
PRDM11	0.25625
LIPF	0.5225
DIRAS3	1.577
ASGR2	-3.633375
C1QTNF4	1.999
PIK3R4	0.3715
ARMC3	0.97775
NDUFV3	-0.262416666666667
BTBD3	-0.032
PPP1R2	0.359916666666667
UBE2NL	-0.67675
FOSL2	0.099
FAM119A	-1.4385
TUBA4A	-0.0807
KRTAP12-1	-0.09025
SFRS2	-0.32775
RHPN1	-0.2948
EEF2	0.0715
ZDHHC11	-1.3375
EPHA3	-0.4812
RBM12	-0.2655
H2AFJ	0.365666666666667
EDIL3	2.827
KIF26A	-0.21475
SERGEF	0.359
B3GALT4	2.508
LOC90925	2.9535
OSCAR	0.090625
NPFF	0.193625
DEDD	0.372125
TMEM155	-0.03975
PTPN1	-0.2805
SCYL2	0.0535
SKAP1	2.82875
LEAP2	-1.72383333333333
GADD45G	1.5825
IFITM3	0.96175
PILRB	-0.917166666666667
SLU7	0.3158125
DSC3	2.10575
DNMT3L	-1.34025
PAPD5	-0.233875
B3GNT3	0.705
LHCGR	3.0665
MSL-1	-0.3205
UBE2S	-2.02075
SAP130	-0.26625
ANAPC11	-0.662
MAGED4B	-2.106
ATP6V1B2	-0.0173333333333333
C14orf179	0.637875
CAPZA1	0.094
CDYL2	0.107333333333333
GLRX3	-1.15166666666667
LOC136288	-0.03425
MOBKL1A	-0.3985
HTR2B	3.46675
CRYGD	0.461
NUS1	-0.711333333333333
PGRMC1	0.299
MYOM2	-0.434
FLJ39653	-1.09
CHM	0.3312
OR5M8	-0.1235
ZNF619	0.2025
FAM105A	2.12675
CCNL1	-0.104625
NAP1L3	0.776
C10orf57	2.072
B3GALNT1	0.401
CSN1S2A	1.397
TCP10L	-0.02575
GDAP2	0.036
DMKN	0.338666666666667
COX6B1	0.16
DNASE2	0.343833333333333
MSH5	-2.17875
LGMN	0.49
USP31	-0.1083
OR13C8	0.228
SDCBP	0.2724
NUDT11	-2.12383333333333
PYGL	-0.1425
SNPH	0.861666666666667
B3GNT4	-0.937
MIZF	-0.511
NUBPL	-0.2185
NOD1	0.529833333333333
CDH22	1.034125
NUBP1	0.3865
DSCAM	-3.89325
DGKI	1.207
FAM136A	-1.12125
AKAP1	0.201833333333333
SLC16A6	-1.078
RIN3	0.76975
PSG2	-0.5005
DIP2B	-0.296583333333333
PSORS1C1	0.3405
KIAA0495	0.2185
FLJ90709	-0.262666666666667
LPA	-0.253
PIGA	-0.150333333333333
LY75	3.50016666666667
UTS2	-4.90533333333333
RREB1	-0.133625
GALNACT-2	0.5854
MGC3196	-0.433
FLJ31568	0.64825
LPHN1	0.148375
SP1	0.23275
TOX4	0.4965
HSPA9	-0.2869
APOBEC1	-1.201
SLC35E4	-0.247
LSM5	-1.27025
SURF1	-0.0405
ZBTB1	0.113166666666667
GTF2F1	0.12
RPS15A	0.286
DUSP21	-0.476666666666667
GINS4	-3.516
MYO15A	0.0408333333333333
GIMAP7	3.95075
MGC13379	1.1945
ATP6V1E2	-0.378333333333333
UTP3	0.03825
HNRPA3	-0.494875
MT4	0.2505
C14orf155	0.155
U1SNRNPBP	0.2835
CKLF	-0.976
PLEKHN1	-1.41816666666667
MBNL1	0.925416666666667
NUP160	-1.16125
ACSM2A	-1.6895
LOC129881	0.1005
KIAA1529	0.00424999999999999
FLJ22639	-2.482
HAND1	-1.694
GSX1	0.3905
FGA	-4.2549375
SERPINB1	0.01625
ZNF642	0.34775
IGFBP1	-6.451125
SLC1A1	0.0735
DHX57	-0.212875
ZNF766	0.535
PTPN21	-0.0608
GDPD3	-0.857333333333333
PNPLA5	-0.0105
TBR1	-0.0738333333333333
FAM116A	0.407
IQGAP1	1.101125
FOS	3.721125
ZNF226	-0.00837500000000002
FIGNL1	-0.839
C14orf1	0.084
ZMYND17	-0.1865
PUS7	-1.638
TUBB6	-0.674875
KCNQ2	-1.269
MARCH6	0.0706666666666667
CCDC33	0.0405
PRODH	0.6975
RBM11	-0.0715
EPHA6	0.49225
SLC43A1	-0.26625
LOC196541	0.158
NTN1	0.678416666666667
ING4	1.04525
PCDHB10	0.92
DPH2	-0.641666666666667
SPACA4	-0.382
FBXL21	-5.128
DIAPH1	-0.168833333333333
ZNF71	0.539166666666667
CEP76	-0.901
CORO1A	1.267
RRM2	-2.688875
EDG4	0.1925
OS9	0.296833333333333
SLC4A1AP	-0.06225
COG5	-0.00749999999999999
COPS8	-0.39675
NGLY1	-0.47225
NCBP2	-0.91275
C17orf42	-1.31516666666667
GPSM3	1.1185
SIL1	0.705166666666667
ASB6	-0.14625
SMAD5OS	-0.288166666666667
UNC93A	-3.4965
A1BG	-0.0593333333333333
C21orf62	0.27475
FMO5	-0.594333333333333
ATRIP	0.164666666666667
CEBPG	-0.0891666666666667
C7orf38	0.0611666666666667
TNFRSF1B	1.86583333333333
CLEC1A	3.25833333333333
IQSEC1	0.832875
PATZ1	0.9863
RBM22	0.732375
BAG2	-2.408
PAQR5	-2.00366666666667
C9orf127	0.8647
THNSL1	-0.477
SHROOM3	2.1397
JAM2	2.23125
SNRPN	-0.23475
ALX4	0.558
CACNA1S	-0.1345
FAM130A1	1.30075
CORIN	1.4985
CD300LB	0.608
PLEKHG6	0.829
LRRC40	-1.07375
PCLKC	-1.726
PCDHB16	0.805
WNT2B	1.223
ASNS	-2.39966666666667
MRPL49	-0.00649999999999998
FLJ46111	-1.54925
ISG20	1.36675
SMU1	0.124666666666667
CASZ1	0.356
POLR1D	-0.143666666666667
GIN1	-0.33825
SNAG1	0.546666666666667
ANKRD29	0.43225
CDKN2AIP	0.044
KRR1	0.0215
CXCL1	-0.437833333333333
EPM2A	0.2185
PC	1.9045
DEFB127	0.3095
PDZRN4	4.08466666666667
FAH	0.64825
OR51E1	2.5385
CDC2L6	0.133166666666667
DNTTIP1	-0.1805
PAX8	-0.10025
TMEM116	0.301
C1orf150	-0.7625
PRO2012	-0.0615
MRPL40	-0.662666666666667
BEX1	-3.0061
SLC2A4	0.89
PKMYT1	-1.955
FEZF2	0.686333333333333
SLC26A9	-0.64525
MAP2	0.362833333333333
LYL1	-0.02725
SLC25A19	-1.20083333333333
NOS3	0.557
ZNF34	0.771333333333333
TMPRSS11F	0.34525
FAM43A	0.7205
FCRL4	0.890666666666667
KLF14	-0.42375
FLRT2	0.966166666666667
WRN	-1.468
SDF2	0.1187
KRT8P12	-1.0185
C6orf195	-0.14
C9orf125	-0.691666666666667
DZIP3	0.273625
RIT1	-0.22275
SCML1	-2.07066666666667
RHBDF2	0.196125
OR2G3	0.797
REXO1L1	-0.7145
MAP3K7IP3	-0.415125
C3orf57	-5.32325
FBXW11	-0.9105
ETAA1	-0.7155
C14orf131	-0.2633
AKT1S1	-0.5365
SLC12A5	-0.91875
C9orf164	1.35775
NRIP3	1.0845
NOS1AP	0.61475
TMEM121	1.05075
SAP30BP	-0.1873
DGCR6	0.68125
WDR76	-1.37275
FAM82B	-0.473083333333333
LOC606495	-0.1955
MAP9	1.19525
BCDIN3D	0.65925
CXorf36	3.50766666666667
DSCR3	-0.3941
ZFAND3	0.216875
C7orf43	-0.0748333333333333
SPSB3	0.4712
C19orf19	-0.0065
FAM133A	-2.15025
C12orf25	0.29075
SLC39A3	-0.7355
DISP2	-1.53575
PI4KAP2	-1.2255
MKRN3	-2.4585
ADAMTS13	-0.754
CBLN3	-0.2645
TTYH1	1.823
C3orf18	0.65525
FLJ13236	0.13175
ZMYND12	2.7545
C18orf25	0.042
GLB1L3	-0.6
ATP13A5	3.962
RANBP10	0.181
CD96	0.7673
DENND1C	1.688
RBMS3	1.7864
SLC41A3	0.423833333333333
DGCR6L	0.65475
TMEM128	0.696333333333333
CSNK1G3	-0.178571428571429
MOBKL2C	1.36175
TSPAN6	0.086625
MATN2	1.7294
MSL2L1	0.319833333333333
ST6GALNAC2	-0.163333333333333
FGFBP2	1.1385
FGL1	-6.98383333333333
MPP3	-0.0991666666666667
ARHGEF6	2.12583333333333
TGFBR2	1.912625
ACMSD	-0.563
IL33	5.52825
C9orf5	0.0865833333333333
DEAF1	-0.0221
AMN	-0.16
DEFA6	0.110625
RNF212	-0.609
METT5D1	0.181166666666667
CIB1	0.7153
TSSK1B	-0.06225
KIAA1727	1.39575
ZNF680	0.316416666666667
LOC399900	-1.385
LOC152217	-0.26475
CTNNAL1	-2.519
CIT	-3.18575
TLE6	0.5815
ZNF607	-0.943
HERC4	-0.863166666666667
DRAP1	-0.4362
PEMT	-0.62725
C10orf111	-0.1165
ZNF575	0.981125
KCTD7	0.0855
MYO1F	1.52375
LOC285382	1.6475
RAB11A	0.884
PLCD3	-0.74225
C15orf28	-0.171
PTBP2	-0.576875
CTB-1048E9.5	-0.2575
C19orf60	-0.2645
C7orf25	-0.1185
SETD7	0.917625
HOXB9	-4.443
VANGL1	-0.037
CHAF1B	-1.69275
NDUFA3	0.38325
KIAA1328	0.0546666666666667
SHARPIN	-0.0235
TTC23	-0.109125
UGP2	0.550666666666667
ANKIB1	0.1329
CIRBP	1.82728571428571
SEC14L4	-3.13216666666667
OVCH1	-0.0156666666666667
VPS52	-0.1155
FAT	-0.33675
M6PRBP1	-0.25925
GPRIN3	1.6855
PPM1F	-0.726333333333333
TSR1	-0.91125
CCDC85A	2.6985
PCSK5	2.45575
ZFHX3	0.4955
HEMK1	-0.3201
PGBD2	0.60175
RSRC2	-0.2455
AURKC	-0.745666666666667
SCRIB	0.121625
ORM2	-4.47116666666667
FAM115A	-0.243
FZD6	-0.1215
UNC119	-0.00666666666666666
GPX3	0.2529
NOV	1.02475
CABC1	0.570375
CDC42SE2	0.915875
EIF2S2	-0.7537
RNF130	0.916875
CKAP5	-0.809666666666667
RP11-413M3.2	0.1625
C10orf18	0.3903
TMEM93	-0.831
DYX1C1	0.849
KCNMB2	-0.109375
ANK3	1.38866666666667
KRT5	1.7134
CDH12	-0.679875
QRSL1	0.172375
JUB	-1.8675
SHC4	0.55925
CCL15	2.4325
CCDC22	-0.142
SNX24	-1.07275
RARS	-0.73375
MORC2	-0.111875
FAM48A	0.356
MT1H	-0.1065
PPP1R14C	-1.3265
FOXD1	-2.32185714285714
C1orf213	-1.8005
AMT	-1.1302
DSN1	-1.2065
PTPLAD2	2.51775
DIS3L	0.0445
RASL11A	1.91325
GPRC5B	1.2395
FRMD7	0.1595
STRN4	0.39575
KITLG	2.20077272727273
HDGF	-0.815
OR1S1	0.972
SETX	0.396
DDR2	1.6345
KCTD12	2.92725
LYZL2	-0.49525
WDR52	-0.078
TMEM2	0.6055
ZNF579	0.251833333333333
LOC200810	-0.32025
TNFSF9	-2.247625
PPFIA4	-4.01775
CNIH3	-0.526333333333333
MAP4K4	-0.725214285714286
ROD1	0.0141428571428571
ALS2CR12	0.2615
DOCK3	-1.144
PAQR9	-4.2535
ASB17	0.447333333333333
STX16	-1.117125
FEZ2	0.511833333333333
DLAT	-1.1495
KIF21B	-0.608666666666667
CDC5L	-0.3275
TMEM119	2.77033333333333
CRIP3	-0.98475
TPSD1	0.566833333333333
TEPP	0.3025
GNGT2	1.51625
C21orf121	-0.065
WNK1	-0.196916666666667
FLJ10490	0.1337
OR51B5	-2.635
LOC203547	-0.89
HAS1	0.4705
PPA1	-0.3405
ST7	-0.0715
C11orf46	0.5794
POPDC3	-4.63266666666667
ACOX2	2.077
ATCAY	-0.764333333333333
TM4SF19	-2.94775
MFSD9	-0.678166666666667
PDHB	0.08675
ERN1	-0.185
LCE3C	0.417
GPR111	0.0505
NOTCH3	1.76816666666667
ADAMTS5	2.87375
B3GALT1	-0.69975
UGCGL1	-0.9555
FAM58A	0.109
FBXO32	2.42725
CLPP	-0.37075
NXPH1	6.424
MTMR3	1.219
ATP1B3	-1.148125
TMEM16A	4.137625
HIST1H3F	-1.0535
TRIM25	-0.397333333333333
SDCBP2	1.38
CRKL	-0.292875
HOXB2	1.72433333333333
ANP32B	-0.915875
GATM	2.6555
AP4E1	-0.195875
EDG5	0.428875
CDKN3	-2.9135
CDH4	-1.211
PGD	-0.912333333333333
RND1	0.4135
GAD1	-2.8827
MPG	-0.061625
LOC440350	0.0925
ZNF133	0.194
SERPINB12	0.1125
AMELY	-0.271666666666667
DHX36	-0.67125
TNFAIP8L2	3.51383333333333
PHTF2	-0.397833333333333
CCDC112	-1.03583333333333
IQCC	-0.858
HEYL	3.2255
FTSJ2	-0.720166666666667
APPL1	0.682625
RAB43	0.435642857142857
OR10G2	0.0885
WAC	0.286666666666667
ADCY9	-0.198625
RUNDC2B	0.623833333333333
PYCRL	-0.3779
AGPAT7	-0.344
SLC22A9	-1.3325
CDKAL1	0.3325
PDYN	-0.315
C20orf74	0.96525
MTMR11	-0.06175
VAV3	3.54466666666667
DAPL1	1.651
STXBP3	0.10475
EIF3G	0.52175
ARHGAP22	-0.52725
NPFFR1	0.0695
NPC1	-0.415666666666667
ALDH9A1	1.804
ZNF600	0.51175
ZNF678	0.357166666666667
RASSF1	0.0150833333333334
ADD2	-2.5845
PITPNB	0.190625
PKD2L2	-0.418
LRP11	-0.804
CDKL1	0.2935
SMEK2	0.567
PRODH2	-3.561
C11orf54	-0.445166666666667
SFRS11	-0.319
IL7	1.48383333333333
ALS2CR16	1.12225
BTG3	-1.64266666666667
PAK2	-0.2945
RP11-679B17.1	-0.057
GATA4	-2.12233333333333
ATP2B1	0.23825
LOC130940	1.0045
C1orf172	2.285
ATF7IP2	-1.32
SLC25A43	0.2885
CENTG3	0.00441666666666667
IGF2BP1	-4.3867
FCHSD1	0.519
CAMK2N2	0.770166666666667
ELAVL3	0.2589
NBPF15	-0.313666666666667
UBE2J2	-0.349416666666667
GNL2	-0.71375
PRR3	-0.4527
NLF2	0.33375
OR4F6	-0.2925
KLHL24	1.222
CCDC88A	-1.1667
SGPP1	-0.652166666666667
C10orf11	0.3805
SLC35B4	-1.354
UGT3A2	0.2245
ARNT2	2.5637
CBR1	0.31575
ITPR3	-0.596666666666667
TRAPPC6B	-0.3832
AMZ1	-1.411
ARP11	1.2105
WDSUB1	0.6805
APBA1	2.04733333333333
RAB2A	0.6808
C6orf162	-0.205
HPSE2	2.1855
PLCE1	-0.05275
INSL3	1.63075
DLG1	-0.0187
PTPLA	-2.80625
PIGX	0.0682499999999999
TFIP11	0.600666666666667
FIBIN	3.2045
POLR2G	-0.67825
GRAP2	-0.7381
DNAJB8	-0.1695
CNBP	0.600166666666667
WASF1	-1.6555
INPP5E	-1.301
HSPB1	-0.558375
TMEM167	-0.5769
CUBN	0.76575
IGF1	4.408125
ITPK1	0.1535
NAALAD2	-0.361625
G3BP1	-0.375
NT5DC1	0.24275
CYP39A1	1.2815
TMEM139	1.08658333333333
POLK	0.2386
GLULD1	-1.641
RBM15	-0.908
AMZ2	-0.6505
GDF15	-3.85433333333333
MESDC2	-0.24425
INCA	1.47766666666667
ACY1L2	-1.03
GZMM	0.8485
PAIP1	-0.1725
CACNA2D1	0.31175
STK32C	-0.778833333333333
SH3BP4	0.805833333333333
DEC1	-0.1975
PADI1	0.226
UBB	0.2056
PON3	2.17166666666667
PROP1	0.247
ANKRD13B	-0.994
ADCK1	-0.0415
TCF25	0.0319166666666667
SLC38A5	-2.8475
CXorf26	-0.023
C19orf39	0.3505
PPP1R13B	0.6125
ARL2	-0.51
TCL6	0.273666666666667
TOP3A	-1.017
SLC16A14	1.342625
FXYD6	2.22083333333333
HIST1H4E	-0.9325
BBC3	0.021
UNC5A	0.600833333333333
FAM86C	-0.236
PI4KB	0.913375
B3GAT1	-0.6345
SUSD2	1.73666666666667
OAZ2	-0.082
NOC4L	-0.72
C10orf12	-0.54075
FADS1	-2.75066666666667
LOC144097	-0.71275
DKK2	2.7005
KIAA1949	1.15225
RHOT1	-0.0481
OXT	1.189
GPR153	0.417
ARL4A	-0.428333333333333
SAAL1	-1.81325
CCDC64	-0.2795
USE1	0.139166666666667
HNMT	0.399
PCGF3	-0.0118125
CYP2C19	0.12575
C20orf4	0.524
CCDC11	0.0145
ACSBG2	0.12825
RWDD2A	0.32475
PALLD	2.6835
CPLX4	0.4925
LOC492311	1.32175
KPNA2	-2.667
MACROD1	-0.2652
TMCO3	0.1805
C15orf52	1.014
BIRC5	-3.11953333333333
PRR16	1.1455
FAM63B	0.51075
KATNB1	-0.841
WNT8B	-0.0185
CPLX3	0.26825
GHR	3.185625
CCDC124	-0.86875
BCLAF1	0.110875
