Hybridization REF	TCGA-BH-A0HO-01A-11R-A034-07
ZNF434	0.0763333333333334
SMARCD1	-0.566833333333333
ZFP106	-0.02725
ZNF347	-0.00409999999999999
GTF2E1	-0.25275
RY1	0.0781666666666667
ATAD2B	0.064375
ARHGAP17	-0.7095
KCNIP3	0.771
SFPQ	-0.108625
GFRA4	0.459166666666667
AKR1B10	-4.42525
TIGD6	0.554333333333333
RGS16	0.92525
URB1	-0.3075
OR4C46	-0.163666666666667
TOP3B	-0.9665
NFATC4	0.186
CA14	-4.0165
BMPR1A	-0.473166666666667
SNRP70	-1.87475
PRL	-0.1989
C6orf130	-0.73675
STAG2	-0.4685
CD55	-1.51385714285714
RPS23	0.204833333333333
SSX2	-1.53383333333333
FDPSL2A	-0.428
FBXO27	0.083
SYNGR3	-0.259333333333333
TMSL3	2.20175
EML1	-0.059
NUP93	-1.41908333333333
SMAD3	-1.0206
KIAA1189	0.430833333333333
HNRPUL2	-0.0648333333333333
TBC1D12	1.975
C16orf24	0.68825
MRVI1	2.42533333333333
ZNF581	0.342
ELOVL3	-0.4625
OR51Q1	0.24575
CACNB3	0.3505
GALNT13	-1.625125
C10orf84	1.08475
NEDD4	-0.292
SPO11	1.5135
OR5AU1	0.281
NEK4	1.28985714285714
PRKAR2A	-0.3
IHPK1	-0.587666666666667
ATP6V0B	0.528375
CACNA1E	1.015
CEACAM8	1.05783333333333
PEX14	-0.0235
FLJ12993	-2.372
ZBTB38	-0.142
PCTK2	1.26883333333333
LRRC16	0.4624
FBLIM1	-0.133
FYCO1	2.06275
RP5-1022P6.2	0.641333333333333
CMTM1	0.2635
PLTP	-0.452833333333333
RAPH1	0.522
DOCK8	1.033625
EZH2	-2.09686666666667
SLC25A1	-0.971666666666667
PLEKHB1	1.2116
GRB7	0.3841
ZFP37	-1.488
MRPL33	-0.01425
PELO	-0.1265
ARMC1	-0.698818181818182
C9orf27	0.36
FLJ25778	0.71
C9orf37	-1.1625
TMEM66	1.00975
SPRN	0.0935
HBEGF	-0.303
PI4KA	-0.4695
LEPRE1	-1.07
POU2AF1	-3.829625
MRPL12	-0.00166666666666666
REP15	-1.253
ZC3H3	0.07325
RASAL1	-0.468
DDAH1	1.192625
ACBD5	0.463125
TMC2	-0.388
CCDC137	-1.5225
SAMD13	4.03183333333333
UGT2B15	-2.83583333333333
TIPARP	-0.35175
DNASE1L3	1.1815
TRIM72	0.588333333333333
DBX2	0.273666666666667
IPO8	0.12875
C21orf88	-2.506
MAP3K14	-0.323
LOC51233	0.923666666666667
GGTLA4	0.79175
PDE6D	-0.01575
ZNF117	-0.32975
CLK2	-1.12025
NKRF	-1.05025
TNFSF15	1.1434
DUSP2	-0.470125
SECISBP2	-0.064
GABRR2	0.074
PPAP2C	1.62825
LOC51145	0.2405
PAG1	0.568125
PIK3C3	0.334
GNG10	0.5695
APOL4	0.948833333333333
ANKRD28	-0.97875
STMN3	-2.3212
RAB14	0.9204
CDK2AP2	-0.0435
HDDC3	0.109125
COMMD7	-0.156875
CXXC1	-0.376
HMCN1	-1.06383333333333
CD40	0.80475
DYNC1LI2	-0.8159375
GDI1	-0.05275
LOC646938	-0.148
VSNL1	-3.46833333333333
PIH1D1	-0.16
RAET1G	-0.91
KRTAP5-9	0.5585
EFTUD2	-0.726
ZNF311	-0.791833333333333
ATP6V1G3	-1.4875
OR2W3	0.42025
SCN4A	0.15725
MED10	-1.634875
FAM135A	-0.4358
ARHGAP4	-0.9175
EHMT2	-1.191875
UFD1L	0.21225
ERMP1	0.4225
MAG1	-1.41033333333333
THAP8	0.6635
HACE1	-0.452
FAM82C	0.56
C3orf20	0.7035
UNC84A	-0.814833333333333
SCD5	-0.0182857142857143
LASS6	1.463125
LSG1	-0.573916666666667
MAL	-5.371
GPR22	0.165
WDR5B	1.27425
ACTRT1	0.626
C17orf60	0.995833333333333
GRIN2C	0.2196
ARMC8	-0.457916666666667
SLC47A1	-2.71133333333333
DMPK	-0.22525
DHRS13	0.559833333333333
SMC1A	-0.692333333333333
KRTAP17-1	0.8175
SMYD5	-0.98075
TUSC2	0.54925
CRHR2	0.7335
KIR3DL2	0.6235
CCDC104	0.96525
ATP2C1	1.000625
CROT	0.056
PABPC3	-0.908166666666667
EGR1	-0.595333333333333
THSD1	0.847
KHK	-0.5295
SLC12A2	1.0813125
CD58	-0.00875000000000001
STOX2	-1.24166666666667
CCDC76	-0.5418
CCDC48	4.405
DNAH1	-0.527166666666667
ZIC4	-0.253875
OR1G1	0.775
PSMC6	-0.189
PROKR1	0.482
ABCB1	-0.670375
TRAT1	-1.5525
LLGL1	0.235
MTF1	0.66725
USP54	1.412
PAGE2B	-2.808
ITGB7	-3.9935
CCDC81	-1.236
LOC149837	1.17075
SCUBE1	-0.353
ZSCAN10	0.8145
HUWE1	0.0380714285714286
CDH17	-0.197
CD180	0.86875
IL17A	-0.1405
TMPO	-1.276125
KIAA1524	-1.5065
HDGFRP3	0.9285
OXCT1	-0.465818181818182
RRAS2	-2.291
LTBP2	1.447875
SV2B	0.5005
CYP2A6	1.230375
PKD1L2	-1.57366666666667
PPM1M	1.1305
FLJ22662	1.6305
ZNF502	-0.077
GP6	-1.03025
CRYBA2	1.157
LEF1	-0.3378
CTPS	-1.32257142857143
EYA1	-2.21133333333333
EPS8L1	1.27175
MAPK14	-0.704
SERPINB2	-3.12225
GTF2F2	0.843833333333333
ZNHIT4	-0.208
PLA1A	0.425
C20orf114	3.984
HPR	-3.8965
C18orf2	-2.56183333333333
SATB2	-2.00275
KCNJ9	0.34825
MGC157906	0.823
MOCS3	-0.18225
C17orf71	-0.719166666666667
PPHLN1	-0.4252
HIST1H2BN	-0.56625
RAPGEF1	-0.1445
MAP3K8	2.528
DLG4	0.219333333333333
STC1	-0.45325
CDGAP	1.1685
DDX26B	-2.1555
LOC150223	-1.42725
CPSF3	-0.932166666666667
TMEM14A	0.8905
MYH3	-2.41
GPKOW	0.20275
SULT1A1	0.160833333333333
SPON1	2.7812
YY1AP1	-0.0323333333333333
RAB23	-0.48125
PLA2G4A	-3.41875
MAPRE3	1.04275
ZNF516	2.05778571428571
GGPS1	1.213
EXOC3L2	-0.930625
C19orf42	0.77
MAP2K2	-0.0268333333333333
HIST1H2BB	0.11225
RNF19B	1.134
C6orf128	0.504666666666667
TLR8	3.5735
PCDHA9	0.1595
CARS2	0.74775
CLUL1	4.63033333333333
RHAG	-3.83716666666667
UNK	0.0795
EXOC8	0.8012
C9orf95	2.042
C14orf143	0.0238333333333333
MAML3	0.471125
LDHA	-2.035
MRPL20	0.749375
KLHDC6	0.5355
ATP5S	0.270833333333333
C8orf55	-0.57125
PHF19	-2.413
KRTAP13-4	0.6915
TTC5	-0.18525
XKR5	-0.07225
SILV	-4.75
TEX28	-0.2115
TCTN1	2.089
CX40.1	0.4995
PPP2R5C	0.14675
C12orf30	-0.791833333333333
CAPG	1.761
MPZL1	1.2296
ARSB	-0.820833333333333
TDH	-2.20625
WASF4	0.09675
TSSK3	-0.727
7A5	1.763
CRISPLD1	0.202625
MAD1L1	-0.842333333333333
SPIN4	-0.666666666666667
AMPD1	-0.3925
DPYSL5	-1.2185
INPP1	0.426333333333333
ANKRD11	-2.05011111111111
NPAS4	0.076375
GCET2	0.0551
RNASE9	0.5305
GUCY2D	0.317
CCDC98	0.50725
FGF4	-0.04725
CPM	-1.14316666666667
SLC26A4	-1.47366666666667
PLD5	0.0256666666666667
FAM59A	2.0501
FBXO5	-2.11322222222222
SIPA1L1	-0.09575
DPYS	0.6425
ATG4D	0.516
TGM3	0.808
MTCH1	-0.78225
HK1	-0.17
CDC26	0.319125
GALNT12	-3.404
LOC339229	0.27575
MRPL35	-0.173
ORC4L	-0.0105
TNKS	-0.0476428571428571
C2orf24	-0.155333333333333
ZNF553	0.369833333333333
GGTLA1	2.0488
ZNF497	0.395
CDY1B	-0.03225
SLC30A4	0.189571428571429
TUB	0.169375
ARHGEF18	-0.2895
ARRB1	0.83175
KCNK1	-4.096625
EREG	-3.11433333333333
SCAMP5	-1.204
RUNDC3B	1.874
ADAMTS20	-0.56475
IL17RB	-0.45
FLJ20323	-0.628
MCAM	-0.155875
POLR3E	-1.92158333333333
AQR	0.410166666666667
IPMK	0.3255
CDCA7	-4.613
CAMP	-0.79275
GRHL3	-0.44625
ADAMTSL2	1.29416666666667
CLMN	2.40766666666667
SSTR3	0.3585
MAGEA5	-1.759
OVOL2	3.8695
JMJD1B	0.193
RBL2	0.1889
PYGO2	0.831
PPP1R10	0.232166666666667
CSE1L	-1.352
LCA5	1.1635
RDH16	0.36775
ASRGL1	-2.950875
TOM1	0.162666666666667
PTX3	-6.44125
TTC15	0.68225
SCGB3A1	2.52866666666667
MRPL50	-0.75625
RCAN3	0.8415
SLC26A11	0.4385
STYX	0.434833333333333
CINP	0.20125
MARCH7	0.09925
PFKM	-1.58916666666667
SGMS1	-0.0976666666666667
RIOK3	-0.3436
C1orf110	0.29
CES7	0.185875
LOC440248	-2.73675
PPP1R12C	-0.34925
C10orf27	0.3615
ATG9A	-0.66775
MRPS26	0.869125
TMEM40	-1.46975
ELP3	-0.1992
ZNF787	-0.00690000000000002
HIAT1	0.260875
C8orf34	0.888833333333333
MGC4655	-0.0557
PELI1	-0.353
PPT1	1.046
SLC35C2	-0.625
C6orf125	0.7445
MUC4	-1.298
RFC4	-2.39671428571429
GNB2	-0.156666666666667
NUP50	0.134857142857143
SULT4A1	-2.581
C7	1.444
CCDC130	-0.178166666666667
ARRDC4	0.42275
RQCD1	0.147
GLYCTK	-0.15225
AYTL2	-1.13645454545455
MTUS1	1.1534
LEMD3	-0.5195
PLEKHF2	1.29925
HOXA7	-0.59075
GTF3C2	-1.537
DYNLRB2	3.568
CNOT10	-0.46275
MR1	1.408
FFAR1	0.2685
PRIC285	0.2055
SLITRK6	6.73225
LIX1	-2.3331
UBE1L2	-0.0201666666666666
F8	1.57
ACHE	-0.0348333333333333
KPNA5	0.095
TNFRSF12A	-1.63866666666667
EGR3	-0.492
SERPIND1	-3.72166666666667
OASL	3.5735
IFRD1	-2.11575
WDFY1	-0.297333333333333
ZNF267	0.108625
ACCN5	-0.1315
ZBTB6	-0.23325
PPP1R3A	-0.946
PRRT3	2.125
FBXL19	-0.4105
TXNIP	0.493928571428571
ACTN2	-1.31025
ATG9B	-0.432625
C9orf117	1.813125
IL27	-1.6375
RPL36AL	0.395666666666667
KLK15	-0.931
CHAD	3.4655
RAP2B	0.0545
HEBP2	0.845
ZNF342	0.2255
CAMK2G	-0.5585
TLR3	3.207
FGF14	-0.1255
HMGB2	-1.45975
TRPM5	0.107166666666667
OR5M11	0.3375
KIF3B	0.0282105263157895
PRICKLE2	0.89775
MTMR9	0.216375
C3orf27	0.43775
GLRA3	-1.9055
NSDHL	-0.593666666666667
TMEM32	-0.53825
POLR2D	-1.12483333333333
MYADML	0.534
C9orf114	-0.5935
MRGPRX1	0.5195
TOPORS	0.515
CLDN19	-0.6935
C1QL4	-0.0315
RNF165	-0.5295
DHRS9	-1.1155
DNAH2	0.502
FXR1	-0.556333333333333
ZMYM3	-1.392125
CASP3	-0.625333333333333
FAM120C	-0.3035
SCLY	-0.8265
CA7	0.328
ENTPD5	2.13416666666667
ZNF461	0.357375
PDIA5	-0.22475
C1orf19	-0.315166666666667
TMEM67	0.381
KCTD20	-1.04975
WDR47	0.746
FLJ38723	0.318
KLRF1	0.269333333333333
TAS2R16	0.563
CLDN12	2.1015
PRKCE	0.785
UBXD4	-1.0985
ITGAM	3.15933333333333
GLT8D3	-0.291375
WDR31	1.0192
RGS2	-1.2335
OR51L1	0.4795
MST1R	0.72625
KIAA1737	1.03075
OR4A5	0.674
GLIS1	-1.5675
PTMA	0.0213571428571429
NAPA	1.04825
PRDM11	-0.18825
LIPF	0.2645
DIRAS3	0.2685
ASGR2	-4.010125
C1QTNF4	0.7715
PIK3R4	-0.202166666666667
ARMC3	-1.20775
NDUFV3	-0.0465833333333333
BTBD3	-0.0508333333333333
PPP1R2	1.78533333333333
UBE2NL	0.2835
FOSL2	0.0678571428571429
FAM119A	-1.211
TUBA4A	-0.4838
KRTAP12-1	0.5955
SFRS2	-1.4715
RHPN1	0.0758
EEF2	-0.207
ZDHHC11	0.366166666666667
EPHA3	-1.1699
RBM12	-0.61725
H2AFJ	0.4975
EDIL3	7.1995
KIF26A	-1.40625
SERGEF	1.37725
B3GALT4	2.29975
LOC90925	0.187166666666667
OSCAR	1.195
NPFF	-1.234125
DEDD	0.63725
TMEM155	-0.290857142857143
PTPN1	-0.54375
SCYL2	0.111166666666667
SKAP1	3.33625
LEAP2	-2.4785
GADD45G	1.5503
IFITM3	1.538
PILRB	-2.2135
SLU7	0.38875
DSC3	-0.803
DNMT3L	-1.1385
PAPD5	0.2095
B3GNT3	-1.83783333333333
LHCGR	0.578
MSL-1	-0.531
UBE2S	-2.073375
SAP130	-0.8765
ANAPC11	0.229
MAGED4B	-3.1025
ATP6V1B2	0.760166666666667
C14orf179	1.7195
CAPZA1	0.322
CDYL2	-1.0415
GLRX3	-0.7715
LOC136288	-0.965
MOBKL1A	0.27075
HTR2B	2.54575
CRYGD	-0.204666666666667
NUS1	0.117833333333333
PGRMC1	-0.0275
MYOM2	-0.3795
FLJ39653	-2.26016666666667
CHM	-0.0521
OR5M8	0.5425
ZNF619	0.7135
FAM105A	1.5545
CCNL1	-1.716375
NAP1L3	-0.68425
C10orf57	1.83033333333333
B3GALNT1	1.325
CSN1S2A	0.212
TCP10L	-0.15925
GDAP2	0.222
DMKN	-0.181
COX6B1	0.3885
DNASE2	1.41966666666667
MSH5	-2.12175
LGMN	-0.2605
USP31	0.0104
OR13C8	0.7985
SDCBP	-0.1778
NUDT11	-2.63133333333333
PYGL	-1.303
SNPH	1.11116666666667
B3GNT4	-1.002
MIZF	-1.0671
NUBPL	-0.378125
NOD1	-0.540166666666667
CDH22	-0.339125
NUBP1	0.196333333333333
DSCAM	-3.83725
DGKI	-0.1005
FAM136A	-0.6
AKAP1	-0.6115
SLC16A6	-0.37525
RIN3	0.5725
PSG2	0.02025
DIP2B	-0.0351666666666667
PSORS1C1	-0.9535
KIAA0495	-1.2025
FLJ90709	-0.867666666666667
LPA	-0.316166666666667
PIGA	-0.1315
LY75	1.90683333333333
UTS2	-5.097
RREB1	-0.151625
GALNACT-2	0.3641
MGC3196	-0.6005
FLJ31568	-0.58175
LPHN1	-0.1165
SP1	0.889875
TOX4	0.212666666666667
HSPA9	0.1286
APOBEC1	-0.502
SLC35E4	-2.49625
LSM5	-1.284
SURF1	0.073
ZBTB1	-0.0993333333333333
GTF2F1	-0.042875
RPS15A	-0.283642857142857
DUSP21	-3.70074341541719e-17
GINS4	-3.09816666666667
MYO15A	1.21933333333333
GIMAP7	3.16425
MGC13379	0.557
ATP6V1E2	-0.0346666666666667
UTP3	0.648
HNRPA3	-0.7221875
MT4	-1.152
C14orf155	0.72975
U1SNRNPBP	0.64575
CKLF	-0.0498333333333333
PLEKHN1	-0.882333333333333
MBNL1	-0.356
NUP160	-1.815
ACSM2A	-2.106
LOC129881	0.13
KIAA1529	-0.72075
FLJ22639	-1.769
HAND1	-1.396
GSX1	0.7945
FGA	-4.1426875
SERPINB1	0.74275
ZNF642	0.886
IGFBP1	-8.45925
SLC1A1	4.2335
DHX57	-0.30275
ZNF766	-0.365
PTPN21	-0.9736
GDPD3	-3.1155
PNPLA5	0.453
TBR1	-0.4145
FAM116A	0.23825
IQGAP1	0.89025
FOS	-0.11625
ZNF226	0.832
FIGNL1	-1.45283333333333
C14orf1	0.388666666666667
ZMYND17	-0.45
PUS7	-0.9735
TUBB6	-1.679125
KCNQ2	-1.126
MARCH6	-0.581166666666667
CCDC33	0.0165
PRODH	-1.27775
RBM11	1.3295
EPHA6	0.185375
SLC43A1	2.455
LOC196541	0.288
NTN1	-0.505
ING4	-0.322
PCDHB10	0.46275
DPH2	-0.627166666666667
SPACA4	0.2615
FBXL21	-4.8755
DIAPH1	-0.761333333333333
ZNF71	0.390166666666667
CEP76	-0.985
CORO1A	-0.29
RRM2	-2.413625
EDG4	0.99775
OS9	0.2445
SLC4A1AP	-0.31075
COG5	-0.12725
COPS8	-0.369
NGLY1	-0.48975
NCBP2	-0.016125
C17orf42	-0.1515
GPSM3	0.7665
SIL1	1.874
ASB6	-0.64075
SMAD5OS	0.701
UNC93A	-3.05175
A1BG	0.637
C21orf62	0.53225
FMO5	1.12858333333333
ATRIP	0.4115
CEBPG	-0.244166666666667
C7orf38	-0.132833333333333
TNFRSF1B	0.475333333333333
CLEC1A	1.30183333333333
IQSEC1	0.222125
PATZ1	0.9455
RBM22	0.252375
BAG2	-2.852
PAQR5	0.141333333333333
C9orf127	0.3707
THNSL1	0.793
SHROOM3	2.9951
JAM2	1.145
SNRPN	-2.61175
ALX4	0.2435
CACNA1S	0.474
FAM130A1	-0.31275
CORIN	2.099
CD300LB	0.792
PLEKHG6	0.8895
LRRC40	-0.648
PCLKC	-1.12375
PCDHB16	-0.0985
WNT2B	-0.308666666666667
ASNS	-1.80688888888889
MRPL49	-0.4125
FLJ46111	-1.40325
ISG20	1.557
SMU1	0.697166666666667
CASZ1	0.635
POLR1D	0.542
GIN1	0.19575
SNAG1	0.419666666666667
ANKRD29	2.87425
CDKN2AIP	-0.19975
KRR1	-0.05175
CXCL1	-3.5025
EPM2A	-0.3916
PC	-0.855333333333333
DEFB127	0.203
PDZRN4	1.57833333333333
FAH	0.8975
OR51E1	2.5695
CDC2L6	-0.4495
DNTTIP1	-0.741
PAX8	0.05
TMEM116	0.34775
C1orf150	0.0435
PRO2012	0.3075
MRPL40	0.222833333333333
BEX1	-3.6673
SLC2A4	-0.0758333333333333
PKMYT1	-1.87175
FEZF2	-0.254666666666667
SLC26A9	-2.41575
MAP2	0.306166666666667
LYL1	-0.72775
SLC25A19	-0.479666666666667
NOS3	-0.221
ZNF34	0.240666666666667
TMPRSS11F	-0.8835
FAM43A	-0.95975
FCRL4	-0.135
KLF14	0.378
FLRT2	-0.6915
WRN	-0.99475
SDF2	1.087
KRT8P12	-1.279
C6orf195	0.9705
C9orf125	-1.5515
DZIP3	-0.39275
RIT1	0.262666666666667
SCML1	-3.307
RHBDF2	0.668
OR2G3	0.568
REXO1L1	-0.0135
MAP3K7IP3	-0.37025
C3orf57	-5.45375
FBXW11	-0.496
ETAA1	-0.63525
C14orf131	-0.2806
AKT1S1	-0.341
SLC12A5	-0.60025
C9orf164	0.75725
NRIP3	-1.202875
NOS1AP	-0.4725
TMEM121	2.22475
SAP30BP	-0.2989
DGCR6	0.47
WDR76	-1.8195
FAM82B	-0.207583333333333
LOC606495	-0.0485
MAP9	2.77466666666667
BCDIN3D	1.11475
CXorf36	3.73616666666667
DSCR3	0.0536
ZFAND3	-0.414625
C7orf43	0.0661666666666667
SPSB3	0.3528
C19orf19	0.41275
FAM133A	-3.352375
C12orf25	0.3255
SLC39A3	-0.363875
DISP2	0.18775
PI4KAP2	-2.095
MKRN3	-2.5295
ADAMTS13	-0.603
CBLN3	0.3849
TTYH1	-1.73966666666667
C3orf18	1.7065
FLJ13236	-2.01175
ZMYND12	4.05575
C18orf25	0.262125
GLB1L3	-1.0345
ATP13A5	1.015
RANBP10	-0.30625
CD96	-1.2387
DENND1C	0.55
RBMS3	-0.1099
SLC41A3	0.968666666666667
DGCR6L	0.5015
TMEM128	0.798
CSNK1G3	0.463357142857143
MOBKL2C	1.383375
TSPAN6	-2.95725
MATN2	-2.2633
MSL2L1	-0.383333333333333
ST6GALNAC2	0.422833333333333
FGFBP2	0.12525
FGL1	-4.96183333333333
MPP3	-0.362666666666667
ARHGEF6	0.236
TGFBR2	0.183375
ACMSD	-0.5625
IL33	2.33575
C9orf5	-0.1405
DEAF1	0.4455
AMN	0.479
DEFA6	-0.089
RNF212	1.71
METT5D1	-0.0583333333333334
CIB1	1.1247
TSSK1B	0.6915
KIAA1727	0.61625
ZNF680	-0.140166666666667
LOC399900	-2.5025
LOC152217	-0.238333333333333
CTNNAL1	-3.2565
CIT	-0.973666666666667
TLE6	1.7605
ZNF607	-0.765
HERC4	-0.525
DRAP1	-0.3695
PEMT	0.062
C10orf111	-0.939
ZNF575	1.0605
KCTD7	-0.183
MYO1F	0.774
LOC285382	-0.3145
RAB11A	0.3211
PLCD3	-0.92625
C15orf28	0.12525
PTBP2	-1.140875
CTB-1048E9.5	0.010875
C19orf60	0.263333333333333
C7orf25	0.305833333333333
SETD7	2.043625
HOXB9	-4.738
VANGL1	0.29
CHAF1B	-2.39325
NDUFA3	0.76325
KIAA1328	-0.102333333333333
SHARPIN	-0.0185
TTC23	-1.441375
UGP2	0.338916666666667
ANKIB1	-0.5336
CIRBP	1.36514285714286
SEC14L4	-3.10283333333333
OVCH1	0.135166666666667
VPS52	-0.414
FAT	-2.2615
M6PRBP1	-0.547
GPRIN3	3.957
PPM1F	-0.748333333333333
TSR1	-0.53525
CCDC85A	0.77975
PCSK5	0.84
ZFHX3	-0.4755
HEMK1	-0.5019
PGBD2	0.11425
RSRC2	-0.223833333333333
AURKC	-1.52666666666667
SCRIB	-0.186
ORM2	-4.87833333333333
FAM115A	-0.8096
FZD6	-1.9855
UNC119	0.280833333333333
GPX3	-1.0397
NOV	-0.83775
CABC1	-0.686
CDC42SE2	-0.2313125
EIF2S2	-0.644
RNF130	1.242625
CKAP5	-1.30816666666667
RP11-413M3.2	0.74625
C10orf18	0.3576
TMEM93	0.00125
DYX1C1	2.37925
KCNMB2	-2.414375
ANK3	2.98266666666667
KRT5	-2.2355
CDH12	-1.46571428571429
QRSL1	-0.25225
JUB	-2.4525
SHC4	1.676
CCL15	1.617
CCDC22	0.62175
SNX24	-0.10025
RARS	-0.03575
MORC2	-0.081875
FAM48A	-0.455
MT1H	-2.592
PPP1R14C	-3.5765
FOXD1	-2.79185714285714
C1orf213	-2.2565
AMT	-0.0189
DSN1	-2.4375
PTPLAD2	4.808
DIS3L	0.21475
RASL11A	1.8835
GPRC5B	-0.528125
FRMD7	0.2375
STRN4	0.0835
KITLG	0.299590909090909
HDGF	-1.09025
OR1S1	0.341
SETX	-0.1401
DDR2	-0.278625
KCTD12	2.2
LYZL2	0.3515
WDR52	-0.401
TMEM2	0.57075
ZNF579	0.223833333333333
LOC200810	-0.0525
TNFSF9	-2.327125
PPFIA4	-4.10175
CNIH3	0.611166666666667
MAP4K4	-1.74
ROD1	0.0792857142857143
ALS2CR12	-0.0993333333333333
DOCK3	-1.76116666666667
PAQR9	-4.1365
ASB17	-0.0892
STX16	-1.427875
FEZ2	-0.1894
DLAT	-0.235
KIF21B	-1.2025
CDC5L	-0.7275
TMEM119	2.08566666666667
CRIP3	-1.5985
TPSD1	-0.0928333333333333
TEPP	-0.0325
GNGT2	2.08125
C21orf121	0.00374999999999999
WNK1	-0.2415
FLJ10490	1.062
OR51B5	-1.9145
LOC203547	-0.078875
HAS1	-0.2425
PPA1	0.481333333333333
ST7	0.238875
C11orf46	0.7366
POPDC3	-4.06966666666667
ACOX2	-1.11716666666667
ATCAY	-0.258083333333333
TM4SF19	-0.45675
MFSD9	-0.384333333333333
PDHB	0.20975
ERN1	-0.269
LCE3C	0.67
GPR111	0.066
NOTCH3	1.181
ADAMTS5	1.50925
B3GALT1	-1.57275
UGCGL1	0.094
FAM58A	0.970666666666667
FBXO32	1.48625
CLPP	0.0935
NXPH1	1.61875
MTMR3	1.20533333333333
ATP1B3	-0.29325
TMEM16A	2.805375
HIST1H3F	-0.349666666666667
TRIM25	0.00633333333333336
SDCBP2	1.878
CRKL	-1.18
HOXB2	2.22416666666667
ANP32B	-0.943875
GATM	3.1625
AP4E1	0.07625
EDG5	0.275375
CDKN3	-1.89233333333333
CDH4	-2.883
PGD	-0.603666666666667
RND1	0.7305
GAD1	-2.1718
MPG	0.309625
LOC440350	-1.355
ZNF133	-0.42575
SERPINB12	0.7005
AMELY	0.128666666666667
DHX36	-0.997
TNFAIP8L2	4.06583333333333
PHTF2	0.0511666666666667
CCDC112	-0.294833333333333
IQCC	-0.641
HEYL	3.35666666666667
FTSJ2	-1.10766666666667
APPL1	0.69075
RAB43	0.365857142857143
OR10G2	0.676
WAC	0.352666666666667
ADCY9	0.031375
RUNDC2B	0.536
PYCRL	0.455
AGPAT7	-0.853666666666667
SLC22A9	-0.7436
CDKAL1	-1.4785
PDYN	-0.470166666666667
C20orf74	0.575
MTMR11	1.81
VAV3	4.09916666666667
DAPL1	7.41225
STXBP3	1.241
EIF3G	0.27025
ARHGAP22	-0.573
NPFFR1	0.012
NPC1	-1.04666666666667
ALDH9A1	1.14983333333333
ZNF600	0.128
ZNF678	0.147166666666667
RASSF1	0.01575
ADD2	-2.735875
PITPNB	-0.35525
PKD2L2	-0.0821428571428571
LRP11	0.287
CDKL1	-0.3815
SMEK2	0.349
PRODH2	-3.31666666666667
C11orf54	0.5225
SFRS11	-0.867666666666667
IL7	0.7355
ALS2CR16	0.1775
BTG3	-0.6235
PAK2	-0.449333333333333
RP11-679B17.1	-0.47275
GATA4	-1.03116666666667
ATP2B1	-1.16175
LOC130940	0.078
C1orf172	2.67666666666667
ATF7IP2	-1.65525
SLC25A43	-0.0175
CENTG3	0.0681666666666667
IGF2BP1	-4.2661
FCHSD1	0.426
CAMK2N2	0.406666666666667
ELAVL3	-0.2912
NBPF15	-0.847
UBE2J2	-0.063
GNL2	-0.591
PRR3	-0.1886
NLF2	1.21075
OR4F6	0.376
KLHL24	0.336833333333333
CCDC88A	-1.5068
SGPP1	1.03083333333333
C10orf11	2.117
SLC35B4	-1.466
UGT3A2	-0.856
ARNT2	1.504
CBR1	0.5755
ITPR3	-0.300166666666667
TRAPPC6B	0.2488
AMZ1	-0.521
ARP11	2.46225
WDSUB1	-0.1675
APBA1	1.42483333333333
RAB2A	0.9488
C6orf162	-0.38775
HPSE2	-0.187333333333333
PLCE1	2.392
INSL3	0.52225
DLG1	0.3389
PTPLA	-3.2765
PIGX	0.538375
TFIP11	0.2095
FIBIN	2.4485
POLR2G	-0.693
GRAP2	-2.5096
DNAJB8	0.2535
CNBP	0.516
WASF1	-2.9545
INPP5E	-1.3696
HSPB1	-0.97875
TMEM167	-0.196
CUBN	0.28875
IGF1	3.0146875
ITPK1	0.7263
NAALAD2	-0.703625
G3BP1	0.5725
NT5DC1	1.805
CYP39A1	-0.9135
TMEM139	1.64758333333333
POLK	0.5322
GLULD1	-0.7425
RBM15	-1.50366666666667
AMZ2	0.05575
GDF15	-0.982833333333333
MESDC2	-0.3285
INCA	0.630833333333333
ACY1L2	-3.0385
GZMM	-0.7535
PAIP1	-0.2
CACNA2D1	0.46425
STK32C	1.20366666666667
SH3BP4	1.0515
DEC1	0.00650000000000001
PADI1	-0.4125
UBB	0.2525
PON3	-2.05933333333333
PROP1	0.612
ANKRD13B	-0.921
ADCK1	-0.642
TCF25	-0.632666666666667
SLC38A5	-3.03275
CXorf26	-0.243833333333333
C19orf39	0.5135
PPP1R13B	-0.06625
ARL2	-0.559
TCL6	0.0793333333333334
TOP3A	-0.763
SLC16A14	0.106625
FXYD6	0.853
HIST1H4E	-0.32
BBC3	0.135947368421053
UNC5A	1.15033333333333
FAM86C	-0.1208
PI4KB	0.380625
B3GAT1	-4.2465
SUSD2	0.787666666666667
OAZ2	-0.4155
NOC4L	-0.21025
C10orf12	0.20425
FADS1	-1.83766666666667
LOC144097	-0.5415
DKK2	0.994666666666667
KIAA1949	-0.041
RHOT1	0.4796
OXT	0.718833333333333
GPR153	0.56275
ARL4A	-1.5565
SAAL1	-0.3545
CCDC64	-0.604
USE1	0.121666666666667
HNMT	0.838666666666667
PCGF3	-0.294
CYP2C19	0.01675
C20orf4	-0.5405
CCDC11	2.62625
ACSBG2	0.54825
RWDD2A	0.63925
PALLD	1.434
CPLX4	0.549
