Hybridization REF	TCGA-BH-A0BV-11A-31R-A089-07
RY1	-0.348666666666667
ATAD2B	-0.028625
ARHGAP17	0.0539
KCNIP3	-0.607
SFPQ	0.025
GFRA4	-0.298666666666667
AKR1B10	-2.152875
TIGD6	1.02283333333333
RGS16	1.115125
URB1	-0.227666666666667
OR4C46	-0.213166666666667
TOP3B	-0.86775
NFATC4	0.472
CA14	-4.4495
BMPR1A	0.784333333333333
SNRP70	-0.510125
PRL	-0.513833333333333
C6orf130	-0.345
STAG2	0.429
CD55	-0.308642857142857
RPS23	1.47716666666667
SSX2	-1.68233333333333
FDPSL2A	-0.8015
FBXO27	0.73475
SYNGR3	-2.26583333333333
TMSL3	0.2755
EML1	-0.397
NUP93	-1.30383333333333
SMAD3	-0.0834
KIAA1189	-0.694833333333333
HNRPUL2	0.1545
TBC1D12	0.732666666666667
C16orf24	-0.32
MRVI1	2.0225
ZNF581	-0.370333333333333
ELOVL3	1.057
OR51Q1	0.051
CACNB3	0.765666666666667
GALNT13	-0.80975
C10orf84	0.63375
NEDD4	-0.0779
SPO11	-0.0715
OR5AU1	0.4315
NEK4	-0.135142857142857
PRKAR2A	-0.8715
IHPK1	-0.480833333333333
ATP6V0B	-0.26725
CACNA1E	-0.2735
CEACAM8	0.233833333333333
PEX14	0.4855
FLJ12993	0.5535
ZBTB38	0.719916666666667
PCTK2	0.753333333333333
LRRC16	0.1134
FBLIM1	0.971583333333333
FYCO1	1.12675
RP5-1022P6.2	1.653
CMTM1	-0.410166666666667
PLTP	1.68133333333333
RAPH1	0.714125
DOCK8	0.747375
EZH2	-2.21713333333333
SLC25A1	-0.316
PLEKHB1	1.2746
GRB7	1.7937
ZFP37	0.94825
MRPL33	-0.59375
PELO	-0.2175
ARMC1	-0.134363636363636
C9orf27	0.11225
FLJ25778	-0.184
C9orf37	-1.28583333333333
TMEM66	1.86125
SPRN	0.52775
HBEGF	1.72
PI4KA	-0.628
LEPRE1	-0.17875
POU2AF1	-1.868
MRPL12	-1.49383333333333
REP15	0.2595
ZC3H3	0.15525
RASAL1	1.13675
DDAH1	1.454375
ACBD5	0.112375
TMC2	-0.171
CCDC137	-1.52475
SAMD13	0.975833333333333
UGT2B15	-0.682333333333333
TIPARP	1.4165
DNASE1L3	3.19425
TRIM72	0.299166666666667
DBX2	2.70125
IPO8	-0.265
C21orf88	0.5712
MAP3K14	0.76625
LOC51233	0.263
GGTLA4	1.33275
PDE6D	-0.184
ZNF117	0.988
CLK2	-0.37225
NKRF	-0.52125
TNFSF15	0.6303
DUSP2	2.219
SECISBP2	-0.0223
GABRR2	0.0875
PPAP2C	1.667
LOC51145	0.212
PAG1	-0.218625
PIK3C3	-0.02025
GNG10	0.366
APOL4	0.909
ANKRD28	-0.62975
STMN3	-0.9836
RAB14	0.7123
CDK2AP2	-0.5785
HDDC3	0.064125
COMMD7	0.194375
CXXC1	-0.17625
HMCN1	1.25983333333333
CD40	0.90525
DYNC1LI2	0.6723125
GDI1	-0.00275
LOC646938	-0.22925
VSNL1	0.198666666666667
PIH1D1	-0.431333333333333
RAET1G	-1.729
KRTAP5-9	-0.6545
EFTUD2	-1.1265
ZNF311	0.492833333333333
ATP6V1G3	-0.28
OR2W3	-0.39
SCN4A	1.17675
MED10	-0.712125
FAM135A	0.1726
ARHGAP4	-1.3115
EHMT2	-1.185625
UFD1L	-1.03175
ERMP1	-0.15
MAG1	-0.954333333333333
THAP8	-0.0543333333333333
HACE1	0.302
FAM82C	0.595833333333333
C3orf20	-0.7055
UNC84A	-0.042
SCD5	0.0272142857142857
LASS6	0.84625
LSG1	-0.294916666666667
MAL	-5.114
GPR22	0.0265
WDR5B	1.331
ACTRT1	0.403
C17orf60	-0.717166666666667
GRIN2C	-0.0527
ARMC8	-0.159333333333333
SLC47A1	-2.06883333333333
DMPK	0.12775
DHRS13	-1.01
SMC1A	-1.01683333333333
KRTAP17-1	1.51875
SMYD5	-0.503
TUSC2	-0.155
CRHR2	0.217
KIR3DL2	0.055
CCDC104	0.58975
ATP2C1	0.792
CROT	0.97375
PABPC3	0.046
EGR1	4.602
THSD1	1.82725
KHK	-1.635
SLC12A2	2.611125
CD58	-0.77275
STOX2	1.56
CCDC76	-0.0003
CCDC48	3.1595
DNAH1	0.4265
ZIC4	-0.178375
OR1G1	0.636
PSMC6	-0.449833333333333
PROKR1	-0.2815
ABCB1	1.1
TRAT1	-2.02325
LLGL1	-0.06
MTF1	0.605
USP54	1.31525
PAGE2B	-2.854
ITGB7	-4.21275
CCDC81	0.097
LOC149837	0.561
SCUBE1	1.238
ZSCAN10	-0.281
HUWE1	-0.301571428571429
CDH17	0.7785
CD180	0.925
IL17A	0.10425
TMPO	-1.71975
KIAA1524	-2.03416666666667
HDGFRP3	-0.428166666666667
OXCT1	-0.243363636363636
RRAS2	-0.164666666666667
LTBP2	2.94
SV2B	2.105
CYP2A6	3.577375
PKD1L2	0.279
PPM1M	1.00625
FLJ22662	2.04216666666667
ZNF502	2.20975
GP6	-0.87925
CRYBA2	-1.58725
LEF1	-2.8224
CTPS	-2.554
EYA1	-2.22583333333333
EPS8L1	0.9445
MAPK14	-0.411166666666667
SERPINB2	-5.158125
GTF2F2	-0.2375
ZNHIT4	0.0475
PLA1A	0.389375
C20orf114	3.0565
HPR	-3.604
C18orf2	-3.14466666666667
SATB2	-2.06225
KCNJ9	-0.33125
MGC157906	0.0705
MOCS3	-0.10975
C17orf71	-0.3865
PPHLN1	-0.0057
HIST1H2BN	-2.579375
RAPGEF1	-0.88875
MAP3K8	1.17375
DLG4	0.211
STC1	1.01816666666667
CDGAP	2.03725
DDX26B	0.4405
LOC150223	-1.9915
CPSF3	-1.19266666666667
TMEM14A	-0.2005
MYH3	-0.4495
GPKOW	-0.06875
SULT1A1	0.158833333333333
SPON1	4.2853
YY1AP1	0.349666666666667
RAB23	0.1065
PLA2G4A	-1.3785
MAPRE3	0.80675
ZNF516	0.434
GGPS1	0.24475
EXOC3L2	-0.516625
C19orf42	0.6032
MAP2K2	-0.249
HIST1H2BB	-1.78575
RNF19B	1.016
C6orf128	0.8305
TLR8	1.814
PCDHA9	0.1245
CARS2	0.129875
CLUL1	3.0095
RHAG	-4.46233333333333
UNK	0.103
EXOC8	0.6532
C9orf95	0.72775
C14orf143	-0.836
MAML3	-0.014875
LDHA	-2.40925
MRPL20	-0.2225
KLHDC6	1.16316666666667
ATP5S	0.151
C8orf55	-0.03725
PHF19	-2.578375
KRTAP13-4	0.425
TTC5	0.8085
XKR5	-0.46075
SILV	-4.9575
TEX28	-0.1995
TCTN1	1.23
CX40.1	-0.219
PPP2R5C	0.11
C12orf30	-1.30566666666667
CAPG	1.19775
MPZL1	0.86445
ARSB	-1.70366666666667
TDH	-0.813
WASF4	0.742
TSSK3	-0.711833333333333
7A5	0.878
CRISPLD1	3.866375
MAD1L1	-0.948
SPIN4	-0.234666666666667
AMPD1	2.008
DPYSL5	-0.0965
INPP1	1.28566666666667
ANKRD11	-0.511666666666667
NPAS4	0.377625
GCET2	0.5524
RNASE9	0.54
GUCY2D	0.25
CCDC98	0.46575
FGF4	-0.658875
CPM	0.320333333333333
SLC26A4	-0.0833333333333333
PLD5	1.49025
FAM59A	2.1323
FBXO5	-2.17688888888889
SIPA1L1	-0.086375
DPYS	1.15225
ATG4D	-0.79025
TGM3	0.985
MTCH1	0.189875
HK1	-0.321857142857143
CDC26	-0.039125
GALNT12	-1.7885
LOC339229	-0.5805
MRPL35	-1.026
ORC4L	0.470375
TNKS	0.0047142857142857
C2orf24	-0.0385
ZNF553	-0.435333333333333
GGTLA1	2.4762
ZNF497	-0.022
CDY1B	0.24075
SLC30A4	0.30875
TUB	0.26
ARHGEF18	-0.1675
ARRB1	0.8875
KCNK1	-0.36425
EREG	1.51
SCAMP5	-0.391
RUNDC3B	3.0565
ADAMTS20	-0.26875
IL17RB	0.647
FLJ20323	-0.7395
MCAM	1.0925
POLR3E	-1.54991666666667
AQR	0.104
IPMK	0.6435
CDCA7	-3.708625
CAMP	-0.42125
GRHL3	-0.2215
ADAMTSL2	-0.203833333333333
CLMN	1.84916666666667
SSTR3	0.039
MAGEA5	-2.825
OVOL2	3.749
JMJD1B	0.49475
RBL2	0.552
PYGO2	0.22275
PPP1R10	0.7925
CSE1L	-1.52716666666667
LCA5	2.27375
RDH16	-0.60325
ASRGL1	-1.968125
TOM1	0.338833333333333
PTX3	-3.4265
TTC15	0.331
SCGB3A1	3.73
MRPL50	-0.83275
RCAN3	0.423125
SLC26A11	0.8925
STYX	-0.5865
CINP	-0.2195
MARCH7	0.45625
PFKM	-0.393166666666667
SGMS1	0.338166666666667
RIOK3	0.1032
C1orf110	0.191
CES7	-0.08125
LOC440248	-0.2745
PPP1R12C	-0.20325
C10orf27	0.2735
ATG9A	-0.75525
MRPS26	-0.132125
TMEM40	1.27825
ELP3	-0.0344
ZNF787	-0.3731
HIAT1	0.84375
C8orf34	1.2035
MGC4655	0.2947
PELI1	2.16816666666667
PPT1	0.2751
SLC35C2	-0.358666666666667
C6orf125	-1.25975
MUC4	-1.77533333333333
RFC4	-2.54828571428571
GNB2	-0.0668333333333333
NUP50	-0.670071428571429
SULT4A1	-0.382666666666667
C7	3.409625
CCDC130	0.0568333333333333
ARRDC4	1.1055
RQCD1	-0.73975
GLYCTK	-1.34375
AYTL2	-1.74654545454545
MTUS1	1.6712
LEMD3	0.6405
PLEKHF2	0.26125
HOXA7	1.729125
GTF3C2	-1.171
DYNLRB2	2.37875
CNOT10	-0.562
MR1	0.0485
FFAR1	-0.24875
PRIC285	-0.467
SLITRK6	4.43225
LIX1	-2.3892
UBE1L2	-0.431333333333333
F8	1.63525
ACHE	-0.00183333333333332
KPNA5	0.9445
TNFRSF12A	-0.742
EGR3	4.633
SERPIND1	-4.01433333333333
OASL	-0.53125
IFRD1	-0.413875
WDFY1	0.1695
ZNF267	0.58525
ACCN5	0.1535
ZBTB6	0.084
PPP1R3A	-0.332
PRRT3	0.69125
FBXL19	-0.9035
TXNIP	1.30142857142857
ACTN2	-2.05525
ATG9B	-0.73275
C9orf117	0.220375
IL27	0.633
RPL36AL	0.0873333333333333
KLK15	-0.23025
CHAD	2.135
RAP2B	-0.462
HEBP2	1.52625
ZNF342	0.194
CAMK2G	0.0203333333333333
TLR3	1.86625
FGF14	1.38075
HMGB2	-1.824875
TRPM5	-0.4765
OR5M11	0.6675
KIF3B	0.0163684210526316
PRICKLE2	1.5245
MTMR9	0.116375
C3orf27	-0.029
GLRA3	2.85016666666667
NSDHL	-0.394333333333333
TMEM32	0.11575
POLR2D	-1.26383333333333
MYADML	-0.0745
C9orf114	-0.557
MRGPRX1	-0.2935
TOPORS	0.753
CLDN19	2.583
C1QL4	0.376
RNF165	1.0105
DHRS9	-0.135
DNAH2	-0.6165
FXR1	-0.0933333333333333
ZMYM3	-0.418
CASP3	-0.330666666666667
FAM120C	-1.054
SCLY	-1.787
CA7	-0.176
ENTPD5	0.853833333333333
ZNF461	0.38225
PDIA5	-0.05725
C1orf19	-0.871666666666667
TMEM67	0.1855
KCTD20	-0.45025
WDR47	0.812
FLJ38723	-0.244
KLRF1	0.864666666666667
TAS2R16	-0.061
CLDN12	1.18875
PRKCE	0.4755
UBXD4	-0.1935
ITGAM	2.10266666666667
GLT8D3	-0.431625
WDR31	0.8424
RGS2	3.935
OR51L1	-0.383
MST1R	-0.28175
KIAA1737	1.38
OR4A5	0.575
GLIS1	-0.239666666666667
PTMA	-0.1165
NAPA	1.0355
PRDM11	0.1605
LIPF	0.856
DIRAS3	3.509
ASGR2	-4.683125
C1QTNF4	1.94525
PIK3R4	0.280833333333333
ARMC3	0.637
NDUFV3	-0.60175
BTBD3	0.564
PPP1R2	0.103916666666667
UBE2NL	-0.48825
FOSL2	0.846857142857143
FAM119A	-1.62333333333333
TUBA4A	-0.365
KRTAP12-1	-0.39125
SFRS2	-0.70875
RHPN1	-1.0408
EEF2	0.641
ZDHHC11	0.168333333333333
EPHA3	-1.3226
RBM12	0.03
H2AFJ	0.5145
EDIL3	2.8115
KIF26A	-0.35025
SERGEF	0.4415
B3GALT4	2.003
LOC90925	0.590333333333333
OSCAR	-0.9935
NPFF	0.395625
DEDD	0.178875
TMEM155	-0.7825
PTPN1	-0.1575
SCYL2	0.3095
SKAP1	1.356
LEAP2	-2.49983333333333
GADD45G	0.7307
IFITM3	0.0275
PILRB	-0.6045
SLU7	0.2975
DSC3	3.40875
DNMT3L	-1.8405
PAPD5	-0.05425
B3GNT3	1.96566666666667
LHCGR	0.8465
MSL-1	0.14925
UBE2S	-2.612375
SAP130	-0.50275
ANAPC11	-0.408
MAGED4B	-0.4385
ATP6V1B2	-0.0438333333333333
C14orf179	0.813375
CAPZA1	-0.4285
CDYL2	-1.49533333333333
GLRX3	-0.902833333333333
LOC136288	-0.30325
MOBKL1A	0.1065
HTR2B	2.54175
CRYGD	0.0703333333333333
NUS1	-0.3885
PGRMC1	0.6025
MYOM2	2.023
FLJ39653	-1.00166666666667
CHM	0.572
OR5M8	0.003
ZNF619	0.2045
FAM105A	0.56375
CCNL1	0.521375
NAP1L3	0.692
C10orf57	2.0165
B3GALNT1	0.788333333333333
CSN1S2A	-0.5285
TCP10L	-0.10425
GDAP2	-0.2245
DMKN	0.921166666666667
COX6B1	-0.64525
DNASE2	-0.128833333333333
MSH5	-1.94825
LGMN	-0.31225
USP31	0.1754
OR13C8	0.4555
SDCBP	0.0481
NUDT11	-1.01133333333333
PYGL	-0.6785
SNPH	0.193666666666667
B3GNT4	-0.9425
MIZF	-0.2366
NUBPL	0.202625
NOD1	0.291333333333333
CDH22	0.679125
NUBP1	-0.253
DSCAM	-3.54425
DGKI	1.448
FAM136A	-0.923
AKAP1	0.732
SLC16A6	-1.24275
RIN3	0.39575
PSG2	-0.523
DIP2B	0.488416666666667
PSORS1C1	1.1644
KIAA0495	0.3785
FLJ90709	-0.376166666666667
LPA	-0.495166666666667
PIGA	-0.0458333333333333
LY75	3.53266666666667
UTS2	-7.55466666666667
RREB1	0.01225
GALNACT-2	0.5087
MGC3196	-1.14825
FLJ31568	0.90575
LPHN1	0.429875
SP1	0.33125
TOX4	0.340666666666667
HSPA9	-0.6574
APOBEC1	-0.3965
SLC35E4	-0.67575
LSM5	-1.545
SURF1	0.075
ZBTB1	0.346666666666667
GTF2F1	0.146625
RPS15A	-0.158357142857143
DUSP21	-0.829
GINS4	-3.62416666666667
MYO15A	0.478166666666667
GIMAP7	3.9015
MGC13379	1.07075
ATP6V1E2	-0.0376666666666667
UTP3	0.38825
HNRPA3	-0.5016875
MT4	-0.742
C14orf155	-0.411666666666667
U1SNRNPBP	0.30375
CKLF	-1.16916666666667
PLEKHN1	-1.57666666666667
MBNL1	0.585
NUP160	-1.18125
ACSM2A	-1.54625
LOC129881	0.8265
KIAA1529	0.25325
FLJ22639	-1.5465
HAND1	-1.6455
GSX1	-0.0955
FGA	-3.6390625
SERPINB1	-0.433
ZNF642	0.44375
IGFBP1	-4.12675
SLC1A1	1.211125
DHX57	-0.130625
ZNF766	0.546
PTPN21	0.2683
GDPD3	-1.5235
PNPLA5	0.1095
TBR1	-0.5218
FAM116A	0.0425
IQGAP1	0.78275
FOS	4.392
ZNF226	0.35
FIGNL1	-0.664666666666667
C14orf1	-0.00283333333333333
ZMYND17	0.0695
PUS7	-1.12916666666667
TUBB6	-0.402875
KCNQ2	-1.67925
MARCH6	-0.0173333333333334
CCDC33	-0.6
PRODH	-0.96825
RBM11	1.34975
EPHA6	0.051375
SLC43A1	-1.06725
LOC196541	0.752
NTN1	0.71275
ING4	1.20225
PCDHB10	2.1255
DPH2	-0.994166666666667
SPACA4	-0.213
FBXL21	-5.221
DIAPH1	-1.05316666666667
ZNF71	0.522333333333333
CEP76	-0.5165
CORO1A	-1.77275
RRM2	-3.916375
EDG4	0.6405
OS9	0.523833333333333
SLC4A1AP	-0.12
COG5	-0.4375
COPS8	-0.4365
NGLY1	-0.6145
NCBP2	-0.978625
C17orf42	0.0878333333333333
GPSM3	-0.494625
SIL1	0.327
ASB6	-0.199
SMAD5OS	0.603166666666667
UNC93A	-3.54275
A1BG	-0.246166666666667
C21orf62	0.28875
FMO5	0.840666666666666
ATRIP	-0.221666666666667
CEBPG	0.0991666666666667
C7orf38	0.1695
TNFRSF1B	0.759333333333333
CLEC1A	2.21533333333333
IQSEC1	0.11
PATZ1	0.8584
RBM22	0.8215
BAG2	-2.20983333333333
PAQR5	-2.47333333333333
C9orf127	0.4539
THNSL1	0.257
SHROOM3	2.884
JAM2	2.437
SNRPN	-1.0315
ALX4	0.0465
CACNA1S	-0.3515
FAM130A1	0.85525
CORIN	2.0155
CD300LB	0.018
PLEKHG6	1.056
LRRC40	-0.79825
PCLKC	-2.02375
PCDHB16	1.8165
WNT2B	1.7765
ASNS	-2.359
MRPL49	-0.157125
FLJ46111	-0.7845
ISG20	0.271875
SMU1	0.0626666666666667
CASZ1	0.5735
POLR1D	-0.048
GIN1	-0.103
SNAG1	1.0395
ANKRD29	0.625
CDKN2AIP	0.1335
KRR1	0.224
CXCL1	-1.14433333333333
EPM2A	0.433
PC	0.471333333333333
DEFB127	0.3755
PDZRN4	1.74916666666667
FAH	0.162
OR51E1	2.8415
CDC2L6	-0.109833333333333
DNTTIP1	-0.442
PAX8	-0.419
TMEM116	0.4655
C1orf150	0.5125
PRO2012	0.25825
MRPL40	-0.7305
BEX1	-3.2226
SLC2A4	1.81583333333333
PKMYT1	-2.805
FEZF2	-0.00816666666666669
SLC26A9	-1.505
MAP2	0.11625
LYL1	-1.7375
SLC25A19	-1.50983333333333
NOS3	-0.1975
ZNF34	0.739833333333333
TMPRSS11F	-0.598
FAM43A	1.004
FCRL4	-0.184666666666667
KLF14	0.0095
FLRT2	1.16233333333333
WRN	-0.7745
SDF2	0.6547
KRT8P12	-0.60775
C6orf195	0.2035
C9orf125	-0.5675
DZIP3	0.154875
RIT1	-0.30575
SCML1	-0.879333333333333
RHBDF2	-0.888
OR2G3	0.1595
REXO1L1	-1.088
MAP3K7IP3	-0.73075
C3orf57	-2.71625
FBXW11	-0.749833333333333
ETAA1	-0.219
C14orf131	0.1871
AKT1S1	-0.5665
SLC12A5	-0.848125
C9orf164	1.158
NRIP3	-0.40275
NOS1AP	1.06875
TMEM121	0.554
SAP30BP	0.0125
DGCR6	0.45375
WDR76	-2.35275
FAM82B	-0.38875
LOC606495	0.0025
MAP9	1.94366666666667
BCDIN3D	0.4865
CXorf36	3.61033333333333
DSCR3	-0.5357
ZFAND3	0.0741250000000001
C7orf43	-0.173333333333333
SPSB3	0.3072
C19orf19	-0.1885
FAM133A	-2.280125
C12orf25	0.74025
SLC39A3	-1.07725
DISP2	1.18325
PI4KAP2	-1.596
MKRN3	-3.0995
ADAMTS13	-0.464125
CBLN3	0.3832
TTYH1	2.584
C3orf18	1.071
FLJ13236	-1.041
ZMYND12	3.31525
C18orf25	0.121
GLB1L3	0.579
ATP13A5	4.789
RANBP10	0.1485
CD96	-2.3679
DENND1C	-0.62925
RBMS3	2.278
SLC41A3	0.958833333333333
DGCR6L	0.36025
TMEM128	0.900666666666667
CSNK1G3	0.170285714285714
MOBKL2C	1.50075
TSPAN6	0.614625
MATN2	2.3225
MSL2L1	-0.217166666666667
ST6GALNAC2	0.4075
FGFBP2	3.562375
FGL1	-6.5865
MPP3	-0.2645
ARHGEF6	2.09716666666667
TGFBR2	1.571
ACMSD	0.61825
IL33	5.229
C9orf5	0.16525
DEAF1	0.0671
AMN	-0.731
DEFA6	-0.19275
RNF212	-0.636
METT5D1	0.485666666666667
CIB1	-0.0212
TSSK1B	0.23975
KIAA1727	1.175
ZNF680	1.2455
LOC399900	-1.2505
LOC152217	-0.277
CTNNAL1	-2.0215
CIT	-2.905
TLE6	-0.03125
ZNF607	-0.95725
HERC4	-0.335666666666667
DRAP1	-0.8477
PEMT	-0.00175
C10orf111	0.215
ZNF575	0.26425
KCTD7	-0.121
MYO1F	0.0245
LOC285382	1.25975
RAB11A	0.5403
PLCD3	-0.286
C15orf28	-0.23025
PTBP2	0.09475
CTB-1048E9.5	-0.657375
C19orf60	-0.5395
C7orf25	0.5145
SETD7	1.085
HOXB9	-5.312
VANGL1	-0.42075
CHAF1B	-2.20525
NDUFA3	-0.134
KIAA1328	0.360666666666667
SHARPIN	-0.170125
TTC23	0.557125
UGP2	0.49525
ANKIB1	0.2548
CIRBP	2.06714285714286
SEC14L4	-3.08483333333333
OVCH1	0.132833333333333
VPS52	0.11925
FAT	0.37125
M6PRBP1	-0.35975
GPRIN3	-0.12
PPM1F	-0.7815
TSR1	-1.0535
CCDC85A	3.7305
PCSK5	2.6995
ZFHX3	-0.0355
HEMK1	-0.2564
PGBD2	0.67925
RSRC2	0.0603333333333333
AURKC	-1.068
SCRIB	0.325125
ORM2	-5.07283333333333
FAM115A	0.4608
FZD6	0.321625
UNC119	0.231166666666667
GPX3	1.6793
NOV	0.834875
CABC1	0.786375
CDC42SE2	0.2135625
EIF2S2	-0.9396
RNF130	0.72625
CKAP5	-1.1055
RP11-413M3.2	-0.28325
C10orf18	0.4866
TMEM93	-0.841
DYX1C1	1.21375
KCNMB2	1.756375
ANK3	1.97191666666667
KRT5	2.6749
CDH12	1.26775
QRSL1	0.066
JUB	-0.659
SHC4	1.135375
CCL15	2.0305
CCDC22	-0.539
SNX24	-0.4675
RARS	-0.76125
MORC2	0.053375
FAM48A	0.16925
MT1H	-0.319
PPP1R14C	-0.545333333333333
FOXD1	-2.93471428571429
C1orf213	-0.86975
AMT	0.0422
DSN1	-1.658
PTPLAD2	2.3935
DIS3L	0.09075
RASL11A	0.67
GPRC5B	1.267125
FRMD7	0.972
STRN4	0.23175
KITLG	1.147
HDGF	-1.30675
OR1S1	0.5655
SETX	0.0452
DDR2	1.973875
KCTD12	2.623
LYZL2	0.0455
WDR52	0.5165
TMEM2	0.42575
ZNF579	-0.211166666666667
LOC200810	-0.505
TNFSF9	-2.08875
PPFIA4	-3.24125
CNIH3	0.111
MAP4K4	-0.623357142857143
ROD1	-0.3035
ALS2CR12	-0.221666666666667
DOCK3	-0.995833333333333
PAQR9	-4.61875
ASB17	0.155166666666667
STX16	-0.677
FEZ2	0.2915
DLAT	-1.00783333333333
KIF21B	-1.912
CDC5L	-0.118
TMEM119	1.44933333333333
CRIP3	-1.05725
TPSD1	0.413166666666667
TEPP	-0.19925
GNGT2	0.5855
C21orf121	0.0745
WNK1	0.0718333333333334
FLJ10490	0.1908
OR51B5	-2.8335
LOC203547	-1.28875
HAS1	2.3875
PPA1	0.6115
ST7	-0.28075
C11orf46	0.9342
POPDC3	-2.98116666666667
ACOX2	0.775
ATCAY	-0.988083333333333
TM4SF19	-1.67775
MFSD9	-0.794166666666667
PDHB	-0.2805
ERN1	-0.142
LCE3C	0.0635
GPR111	0.413
NOTCH3	1.0475
ADAMTS5	5.07
B3GALT1	0.01075
UGCGL1	-1.4275
FAM58A	-0.100166666666667
FBXO32	2.56575
CLPP	-0.61925
NXPH1	-1.4005
MTMR3	1.1145
ATP1B3	-1.425375
TMEM16A	4.27875
HIST1H3F	-1.31266666666667
TRIM25	-0.8075
SDCBP2	0.8085
CRKL	-0.417
HOXB2	-0.1625
ANP32B	-0.7585
GATM	3.9015
AP4E1	-0.260375
EDG5	0.306375
CDKN3	-3.8415
CDH4	-1.00325
PGD	-0.5415
RND1	0.031
GAD1	-2.8486
MPG	-0.4355
LOC440350	-0.134
ZNF133	1.04425
SERPINB12	-0.0705
AMELY	-0.3336
DHX36	-0.60975
TNFAIP8L2	2.134
PHTF2	-0.609055555555556
CCDC112	-0.7635
IQCC	-0.702
HEYL	2.54333333333333
FTSJ2	-0.653166666666667
APPL1	0.64275
RAB43	0.355785714285714
OR10G2	-0.07
WAC	0.137
ADCY9	-0.419375
RUNDC2B	0.175666666666667
PYCRL	-0.5905
AGPAT7	0.107666666666667
SLC22A9	-1.29516666666667
CDKAL1	0.1805
PDYN	-0.162333333333333
C20orf74	0.24325
MTMR11	0.6335
VAV3	2.73616666666667
DAPL1	4.37275
STXBP3	0.537
EIF3G	0.22725
ARHGAP22	-2.4085
NPFFR1	-0.3415
NPC1	-0.172166666666667
ALDH9A1	1.47316666666667
ZNF600	0.262875
ZNF678	0.955
RASSF1	0.266916666666667
ADD2	-2.633625
PITPNB	0.21575
PKD2L2	0.05825
LRP11	-0.2705
CDKL1	0.03375
SMEK2	-0.0675
PRODH2	-4.02866666666667
C11orf54	0.815333333333333
SFRS11	-0.377833333333333
IL7	0.294166666666667
ALS2CR16	1.3945
BTG3	-0.408333333333333
PAK2	-0.841722222222222
RP11-679B17.1	0.0265
GATA4	-2.3905
ATP2B1	-0.0135
LOC130940	2.6815
C1orf172	2.6195
ATF7IP2	-1.224
SLC25A43	0.566333333333333
CENTG3	0.000666666666666672
IGF2BP1	-4.6053
FCHSD1	0.1605
CAMK2N2	-0.282166666666667
ELAVL3	-0.4326
NBPF15	-0.492166666666667
UBE2J2	0.14025
GNL2	-0.7295
PRR3	-0.1919
NLF2	-0.369
OR4F6	-0.0715
KLHL24	1.24516666666667
CCDC88A	-1.7492
SGPP1	-0.4645
C10orf11	-0.595333333333333
SLC35B4	-1.48866666666667
UGT3A2	-0.79
ARNT2	-0.4904
CBR1	0.08125
ITPR3	-1.11066666666667
TRAPPC6B	-0.3155
AMZ1	0.62
ARP11	1.601
WDSUB1	1.0455
APBA1	2.693
RAB2A	0.355
C6orf162	0.383875
HPSE2	2.5305
PLCE1	0.24975
INSL3	0.957
DLG1	0.0667
PTPLA	-1.80275
PIGX	-0.477625
TFIP11	0.173166666666667
FIBIN	2.2885
POLR2G	-0.91725
GRAP2	-2.2029
DNAJB8	-0.13475
CNBP	-0.0823333333333334
WASF1	-0.14925
INPP5E	-0.2424
HSPB1	-0.949375
TMEM167	-0.402
CUBN	0.60625
IGF1	5.35425
ITPK1	-0.0404
NAALAD2	-0.448
G3BP1	-0.3125
NT5DC1	0.603625
CYP39A1	3.067
TMEM139	1.85708333333333
POLK	0.412111111111111
GLULD1	-1.7735
RBM15	-1.1505
AMZ2	-0.0825
GDF15	-2.521
MESDC2	-0.56275
INCA	0.465333333333333
ACY1L2	-0.1295
GZMM	-1.82283333333333
PAIP1	0.09925
CACNA2D1	1.4835
STK32C	-0.00316666666666666
SH3BP4	0.880833333333333
DEC1	-0.107
PADI1	-0.3095
UBB	-0.1265
PON3	0.996
PROP1	-0.01
ANKRD13B	-0.278
ADCK1	0.00425
TCF25	0.175
SLC38A5	-3.38125
CXorf26	-0.254833333333333
C19orf39	-0.05275
PPP1R13B	0.86825
ARL2	-0.9365
TCL6	-0.204916666666667
TOP3A	-0.9815
SLC16A14	0.19
FXYD6	2.08883333333333
HIST1H4E	-1.1745
BBC3	-0.0583157894736842
UNC5A	-0.111666666666667
FAM86C	-0.1959
PI4KB	0.57525
B3GAT1	0.134
SUSD2	2.32716666666667
OAZ2	0.0286666666666667
NOC4L	-0.6765
C10orf12	-0.224
FADS1	-3.12833333333333
LOC144097	-0.66175
DKK2	1.908
KIAA1949	-0.3745
RHOT1	0.3213
OXT	1.211
GPR153	-0.21775
ARL4A	0.158833333333333
SAAL1	-1.36875
CCDC64	-0.7665
USE1	-0.0345
HNMT	1.0815
PCGF3	0.40975
CYP2C19	0.26925
C20orf4	0.0835
CCDC11	1.67325
ACSBG2	0.651
RWDD2A	-0.321
PALLD	2.49675
CPLX4	-1.115
LOC492311	2.2195
KPNA2	-2.63233333333333
MACROD1	-0.6876
TMCO3	0.203
C15orf52	2.06983333333333
BIRC5	-3.7052
PRR16	0.417666666666667
FAM63B	0.490875
KATNB1	-0.694666666666667
WNT8B	0.054
CPLX3	0.13025
GHR	4.2625
CCDC124	-0.9845
BCLAF1	0.514625
