Hybridization REF	TCGA-A8-A09E-01A-11R-A00Z-07
RY1	-0.475666666666667
ATAD2B	0.41325
ARHGAP17	-0.6005
KCNIP3	-0.87825
SFPQ	-0.12825
GFRA4	0.570666666666667
AKR1B10	-1.32025
TIGD6	0.907166666666667
RGS16	1.089625
URB1	-0.4435
OR4C46	0.185166666666667
TOP3B	-0.97125
NFATC4	1.356
CA14	-3.4795
BMPR1A	-0.133333333333333
SNRP70	-0.561375
PRL	-0.0554166666666666
C6orf130	0.00575
STAG2	-0.108
CD55	-0.460928571428571
RPS23	1.04233333333333
SSX2	-1.05983333333333
FDPSL2A	0.477
FBXO27	1.792375
SYNGR3	-0.577333333333333
TMSL3	1.35975
EML1	-0.038
NUP93	-0.408916666666667
SMAD3	0.2393
KIAA1189	0.5925
HNRPUL2	-0.663833333333333
TBC1D12	0.656
C16orf24	0.43025
MRVI1	1.00416666666667
ZNF581	-1.04266666666667
ELOVL3	-0.5535
OR51Q1	0.0845
CACNB3	0.182833333333333
GALNT13	-1.08475
C10orf84	0.5554375
NEDD4	-0.2324
SPO11	1.525
OR5AU1	0.524
NEK4	1.17935714285714
PRKAR2A	0.449
IHPK1	-0.663333333333333
ATP6V0B	-0.026875
CACNA1E	0.597
CEACAM8	0.8255
PEX14	-1.459
FLJ12993	-1.9165
ZBTB38	0.258833333333333
PCTK2	0.303166666666667
LRRC16	0.7771
FBLIM1	0.983333333333333
FYCO1	1.18625
RP5-1022P6.2	-0.105166666666667
CMTM1	0.217666666666667
PLTP	-0.730833333333333
RAPH1	0.4765
DOCK8	0.704625
EZH2	-0.9574
SLC25A1	0.445333333333333
PLEKHB1	1.1725
GRB7	1.6038
ZFP37	-2.49625
MRPL33	-0.204
PELO	-0.91375
ARMC1	0.0396363636363636
C9orf27	-0.023625
FLJ25778	0.89
C9orf37	-1.17
TMEM66	1.74375
SPRN	-0.399
HBEGF	0.62425
PI4KA	-0.404
LEPRE1	-1.39275
POU2AF1	-4.949625
MRPL12	-0.238333333333333
REP15	-0.1075
ZC3H3	0.90125
RASAL1	-1.128
DDAH1	0.86325
ACBD5	1.070875
TMC2	0.4165
CCDC137	-0.6435
SAMD13	-3.37316666666667
UGT2B15	-1.263
TIPARP	0.66025
DNASE1L3	0.63325
TRIM72	0.941
DBX2	0.29325
IPO8	0.1345
C21orf88	-0.6354
MAP3K14	0.54425
LOC51233	0.8065
GGTLA4	0.26925
PDE6D	0.616
ZNF117	-1.33975
CLK2	-0.540625
NKRF	-0.7005
TNFSF15	-0.4299
DUSP2	0.017375
SECISBP2	-0.0235
GABRR2	0.566
PPAP2C	1.6105
LOC51145	0.211166666666667
PAG1	-1.427875
PIK3C3	-0.35425
GNG10	0.5795
APOL4	0.3015
ANKRD28	-0.585875
STMN3	-0.2717
RAB14	0.8371
CDK2AP2	-0.95275
HDDC3	0.33625
COMMD7	0.91475
CXXC1	-0.6135
HMCN1	-0.903833333333333
CD40	-0.39325
DYNC1LI2	0.50525
GDI1	0.40925
LOC646938	-0.02625
VSNL1	-3.2795
PIH1D1	-0.149333333333333
RAET1G	1.121
KRTAP5-9	-0.233
EFTUD2	-0.53675
ZNF311	0.8335
ATP6V1G3	0.011
OR2W3	-0.315
SCN4A	0.346
MED10	-0.382
FAM135A	-2.1472
ARHGAP4	-2.23575
EHMT2	-0.3945
UFD1L	-0.134
ERMP1	-0.2
MAG1	-1.436
THAP8	0.169166666666667
HACE1	-0.658666666666667
FAM82C	1.07283333333333
C3orf20	0.251
UNC84A	-0.0768333333333334
SCD5	-0.5955
LASS6	1.977875
LSG1	0.377916666666667
MAL	-5.72
GPR22	-0.2855
WDR5B	0.9415
ACTRT1	-0.3805
C17orf60	-0.790333333333333
GRIN2C	-0.1206
ARMC8	-0.455166666666667
SLC47A1	-0.780833333333333
DMPK	0.627
DHRS13	0.7065
SMC1A	-0.766166666666667
KRTAP17-1	2.88025
SMYD5	0.18975
TUSC2	0.745625
CRHR2	0.698
KIR3DL2	1.0575
CCDC104	0.3995
ATP2C1	1.3375
CROT	0.82125
PABPC3	-0.127333333333333
EGR1	-0.319
THSD1	-0.425
KHK	0.485
SLC12A2	2.3750625
CD58	-1.0495
STOX2	-1.494
CCDC76	-0.7498
CCDC48	5.19575
DNAH1	0.0286666666666667
ZIC4	-0.509875
OR1G1	0.262
PSMC6	-0.435666666666667
PROKR1	-0.099
ABCB1	-1.39575
TRAT1	-1.51425
LLGL1	0.6815
MTF1	0.033
USP54	1.00175
PAGE2B	-2.527
ITGB7	-2.916
CCDC81	-0.659
LOC149837	0.53625
SCUBE1	0.3675
ZSCAN10	0.7475
HUWE1	0.408928571428572
CDH17	0.419
CD180	-0.16
IL17A	0.16475
TMPO	-0.93475
KIAA1524	-0.786666666666667
HDGFRP3	0.432333333333333
OXCT1	-0.00181818181818182
RRAS2	-3.04566666666667
LTBP2	1.9099375
SV2B	1.40933333333333
CYP2A6	3.21075
PKD1L2	-0.493
PPM1M	1.151
FLJ22662	0.00116666666666667
ZNF502	-0.674
GP6	-0.22475
CRYBA2	-0.944
LEF1	0.1317
CTPS	-2.36371428571429
EYA1	-2.75433333333333
EPS8L1	2.01225
MAPK14	-0.0275
SERPINB2	-5.136125
GTF2F2	-0.475
ZNHIT4	0.2915
PLA1A	0.389625
C20orf114	3.966
HPR	-1.815
C18orf2	-3.4515
SATB2	-3.18625
KCNJ9	-0.14
MGC157906	1.361
MOCS3	0.0655
C17orf71	0.2605
PPHLN1	-0.14
HIST1H2BN	0.094625
RAPGEF1	-0.3875
MAP3K8	0.32725
DLG4	0.0916666666666666
STC1	2.96183333333333
CDGAP	1.288
DDX26B	-2.9025
LOC150223	-1.5835
CPSF3	-0.683666666666667
TMEM14A	1.16325
MYH3	-1.51275
GPKOW	0.317
SULT1A1	-0.195333333333333
SPON1	2.5069
YY1AP1	0.583166666666667
RAB23	-0.58975
PLA2G4A	-5.4185
MAPRE3	0.526
ZNF516	-2.02321428571429
GGPS1	1.38825
EXOC3L2	-0.206125
C19orf42	0.5908
MAP2K2	-0.027
HIST1H2BB	0.86225
RNF19B	0.953666666666667
C6orf128	0.219166666666667
TLR8	2.68475
PCDHA9	0.527
CARS2	0.6965
CLUL1	2.1655
RHAG	-3.94383333333333
UNK	-0.1165
EXOC8	1.7148
C9orf95	1.65325
C14orf143	0.977166666666667
MAML3	0.174625
LDHA	-1.6865
MRPL20	-0.285375
KLHDC6	-0.032
ATP5S	0.217666666666667
C8orf55	0.95375
PHF19	-2.215375
KRTAP13-4	0.5205
TTC5	0.09725
XKR5	-0.5655
SILV	-4.04733333333333
TEX28	-0.0635
TCTN1	1.416
CX40.1	0.23125
PPP2R5C	-0.147
C12orf30	-1.1195
CAPG	2.274
MPZL1	1.7434
ARSB	-1.32766666666667
TDH	-1.67175
WASF4	-0.10225
TSSK3	-0.711833333333333
7A5	2.0895
CRISPLD1	3.537125
MAD1L1	-0.7115
SPIN4	-0.205666666666667
AMPD1	-2.37275
DPYSL5	0.3555
INPP1	-0.832
ANKRD11	-1.04755555555556
NPAS4	0.16175
GCET2	-0.4605
RNASE9	0.709
GUCY2D	0.6185
CCDC98	-0.3925
FGF4	-0.237
CPM	-1.5105
SLC26A4	-2.09933333333333
PLD5	-0.118
FAM59A	-2.574
FBXO5	-2.40566666666667
SIPA1L1	-0.288125
DPYS	-0.108
ATG4D	0.44525
TGM3	1.717
MTCH1	0.755
HK1	-0.055
CDC26	-0.172125
GALNT12	-3.60066666666667
LOC339229	0.196
MRPL35	-0.0635000000000001
ORC4L	0.652875
TNKS	0.2005
C2orf24	0.731333333333333
ZNF553	0.367166666666667
GGTLA1	2.2397
ZNF497	-1.16225
CDY1B	0.2995
SLC30A4	0.012125
TUB	-0.234875
ARHGEF18	-0.08425
ARRB1	1.03475
KCNK1	-3.95925
EREG	-3.3685
SCAMP5	0.5005
RUNDC3B	0.3995
ADAMTS20	-0.29275
IL17RB	1.18625
FLJ20323	-0.7485
MCAM	-0.675625
POLR3E	-1.21433333333333
AQR	0.445666666666667
IPMK	-1.131
CDCA7	-3.81825
CAMP	1.44475
GRHL3	0.803
ADAMTSL2	0.694166666666667
CLMN	2.016
SSTR3	0.705
MAGEA5	-2.04333333333333
OVOL2	4.11325
JMJD1B	0.204
RBL2	0.939
PYGO2	0.84725
PPP1R10	0.7885
CSE1L	-0.551666666666667
LCA5	0.3965
RDH16	0.3825
ASRGL1	-2.962625
TOM1	0.377333333333333
PTX3	-6.13975
TTC15	0.5245
SCGB3A1	0.686166666666667
MRPL50	-0.737
RCAN3	0.79225
SLC26A11	1.1535
STYX	0.301
CINP	0.46875
MARCH7	0.085
PFKM	-2.06483333333333
SGMS1	-0.463666666666667
RIOK3	-0.4808
C1orf110	0.064
CES7	0.0805
LOC440248	-1.63475
PPP1R12C	-0.21125
C10orf27	1.28
ATG9A	-0.86625
MRPS26	1.095
TMEM40	-0.89175
ELP3	0.8384
ZNF787	0.4291
HIAT1	0.18975
C8orf34	0.589833333333333
MGC4655	-0.432
PELI1	-1.5395
PPT1	-0.1593
SLC35C2	0.304666666666667
C6orf125	0.34825
MUC4	-1.2855
RFC4	-1.383
GNB2	0.409666666666667
NUP50	-0.383928571428571
SULT4A1	-1.57383333333333
C7	3.0825
CCDC130	-0.247333333333333
ARRDC4	-0.58875
RQCD1	-0.49525
GLYCTK	-0.5115
AYTL2	-0.481818181818182
MTUS1	2.6668
LEMD3	-0.1615
PLEKHF2	1.601
HOXA7	-0.55975
GTF3C2	-0.951
DYNLRB2	3.38875
CNOT10	0.154
MR1	1.18433333333333
FFAR1	-0.161
PRIC285	0.22775
SLITRK6	6.98
LIX1	-2.0739
UBE1L2	-0.584333333333333
F8	2.250625
ACHE	0.213833333333333
KPNA5	-0.455
TNFRSF12A	-1.56333333333333
EGR3	0.8885
SERPIND1	-3.338
OASL	3.819
IFRD1	-2.685625
WDFY1	-0.0368333333333333
ZNF267	-0.0485
ACCN5	0.1025
ZBTB6	0.07975
PPP1R3A	0.079
PRRT3	2.5795
FBXL19	-0.389
TXNIP	-0.685642857142857
ACTN2	1.18925
ATG9B	-0.705625
C9orf117	0.288875
IL27	-0.0675
RPL36AL	-0.108
KLK15	0.29925
CHAD	0.8505
RAP2B	-0.2411
HEBP2	0.298
ZNF342	-0.415
CAMK2G	-0.800666666666667
TLR3	1.105
FGF14	0.04625
HMGB2	-0.52975
TRPM5	-0.164333333333333
OR5M11	0.342
KIF3B	0.694315789473684
PRICKLE2	0.9295
MTMR9	0.277
C3orf27	0.38975
GLRA3	-1.91183333333333
NSDHL	0.481333333333333
TMEM32	-0.286
POLR2D	-0.845
MYADML	0.422
C9orf114	-0.661
MRGPRX1	0.05
TOPORS	0.113
CLDN19	-0.963
C1QL4	0.1605
RNF165	-2.548
DHRS9	-0.317
DNAH2	0.122
FXR1	-0.680333333333333
ZMYM3	-0.163375
CASP3	0.154666666666667
FAM120C	-0.532125
SCLY	-1.036
CA7	0.2345
ENTPD5	0.181333333333333
ZNF461	-0.076
PDIA5	0.7705
C1orf19	0.603666666666667
TMEM67	0.05375
KCTD20	-0.1805
WDR47	0.328
FLJ38723	0.302
KLRF1	-0.0645
TAS2R16	-0.3215
CLDN12	0.8215
PRKCE	-0.95275
UBXD4	-0.1265
ITGAM	1.69216666666667
GLT8D3	-0.514625
WDR31	1.5085
RGS2	-0.86075
OR51L1	0.58
MST1R	1.53675
KIAA1737	0.91375
OR4A5	0.3965
GLIS1	-1.52566666666667
PTMA	-0.120428571428571
NAPA	1.8295
PRDM11	-0.067
LIPF	0.0335
DIRAS3	-0.899
ASGR2	-4.159125
C1QTNF4	-0.4565
PIK3R4	0.691333333333333
ARMC3	0.67975
NDUFV3	0.190666666666667
BTBD3	0.00483333333333334
PPP1R2	0.124416666666667
UBE2NL	0.18425
FOSL2	1.41971428571429
FAM119A	-0.883833333333333
TUBA4A	-0.3432
KRTAP12-1	0.24525
SFRS2	-0.46175
RHPN1	0.1069
EEF2	-0.172
ZDHHC11	0.0465
EPHA3	-1.9795
RBM12	-0.506
H2AFJ	2.07708333333333
EDIL3	1.93
KIF26A	-1.7105
SERGEF	-0.733
B3GALT4	2.583
LOC90925	0.252833333333333
OSCAR	-0.45325
NPFF	-0.473875
DEDD	0.73825
TMEM155	-1.292875
PTPN1	0.507
SCYL2	0.633166666666667
SKAP1	3.016
LEAP2	-2.645
GADD45G	1.2623
IFITM3	1.98425
PILRB	-1.41066666666667
SLU7	0.2976875
DSC3	-0.796333333333333
DNMT3L	-1.6995
PAPD5	0.905375
B3GNT3	-2.30983333333333
LHCGR	0.7005
MSL-1	0.94475
UBE2S	-1.111375
SAP130	-0.28675
ANAPC11	0.6645
MAGED4B	-2.8605
ATP6V1B2	0.2045
C14orf179	1.217625
CAPZA1	-0.28675
CDYL2	-0.22
GLRX3	-1.04233333333333
LOC136288	-0.40475
MOBKL1A	-2.5255
HTR2B	2.673
CRYGD	0.2024
NUS1	-1.02366666666667
PGRMC1	0.185
MYOM2	-0.606
FLJ39653	-1.576
CHM	0.1933
OR5M8	0.9945
ZNF619	0.3665
FAM105A	-0.615
CCNL1	-1.32075
NAP1L3	-1.334
C10orf57	2.22783333333333
B3GALNT1	-0.048
CSN1S2A	-0.197
TCP10L	0.39575
GDAP2	-0.481875
DMKN	-0.297333333333333
COX6B1	0.622
DNASE2	1.52483333333333
MSH5	-1.48875
LGMN	0.209625
USP31	-0.2025
OR13C8	0.616
SDCBP	0.6352
NUDT11	-3.24683333333333
PYGL	-0.827333333333333
SNPH	-2.056
B3GNT4	-0.8885
MIZF	-1.6859
NUBPL	0.088625
NOD1	-0.586
CDH22	0.0765
NUBP1	0.8845
DSCAM	-3.84675
DGKI	-0.0795
FAM136A	-0.82525
AKAP1	1.079
SLC16A6	0.17625
RIN3	-0.46575
PSG2	-0.05775
DIP2B	0.24
PSORS1C1	1.3825
KIAA0495	-0.8875
FLJ90709	-0.960833333333333
LPA	-0.516166666666667
PIGA	-0.61
LY75	1.8815
UTS2	-6.87066666666667
RREB1	0.465625
GALNACT-2	0.0151
MGC3196	-2.42475
FLJ31568	0.919
LPHN1	-0.460625
SP1	1.161875
TOX4	0.371
HSPA9	0.2529
APOBEC1	-0.0735
SLC35E4	-1.139
LSM5	-1.05375
SURF1	-0.4615
ZBTB1	-1.0575
GTF2F1	0.28225
RPS15A	-0.247785714285714
DUSP21	-0.632166666666667
GINS4	-2.30516666666667
MYO15A	1.52016666666667
GIMAP7	2.789
MGC13379	-0.621
ATP6V1E2	-0.0866666666666667
UTP3	-0.39475
HNRPA3	0.151625
MT4	-0.149
C14orf155	0.2845
U1SNRNPBP	0.47175
CKLF	-0.346666666666667
PLEKHN1	-0.0893333333333333
MBNL1	-0.18675
NUP160	-1.5675
ACSM2A	-1.2195
LOC129881	-1.37575
KIAA1529	-0.41675
FLJ22639	-1.6745
HAND1	-0.8575
GSX1	0.605
FGA	-4.0225625
SERPINB1	0.17
ZNF642	0.56525
IGFBP1	-8.11825
SLC1A1	0.906125
DHX57	0.05075
ZNF766	0.9015
PTPN21	-1.321
GDPD3	-2.3865
PNPLA5	0.471
TBR1	-0.512833333333333
FAM116A	0.54875
IQGAP1	0.974
FOS	1.097625
ZNF226	-0.20675
FIGNL1	-0.526833333333333
C14orf1	0.603
ZMYND17	-0.21
PUS7	-0.379166666666667
TUBB6	-1.655125
KCNQ2	-0.99625
MARCH6	-0.15675
CCDC33	0.6575
PRODH	-0.36875
RBM11	0.76575
EPHA6	0.390375
SLC43A1	-2.19825
LOC196541	-0.03975
NTN1	1.09433333333333
ING4	0.6465
PCDHB10	0.28075
DPH2	-0.9155
SPACA4	-0.02875
FBXL21	-4.411
DIAPH1	-0.760333333333333
ZNF71	0.250166666666667
CEP76	-1.125
CORO1A	-1.59925
RRM2	-0.8455
EDG4	1.6105
OS9	0.436
SLC4A1AP	0.17825
COG5	-0.566
COPS8	0.000499999999999997
NGLY1	0.04825
NCBP2	0.086625
C17orf42	0.335
GPSM3	-0.0445000000000001
SIL1	1.31466666666667
ASB6	-1.2785
SMAD5OS	1.17783333333333
UNC93A	-3.02525
A1BG	-0.343166666666667
C21orf62	0.74
FMO5	2.41883333333333
ATRIP	1.27716666666667
CEBPG	0.181666666666667
C7orf38	-0.325833333333333
TNFRSF1B	-0.0548333333333333
CLEC1A	0.737
IQSEC1	0.387
PATZ1	1.2704
RBM22	0.6255
BAG2	-3.15883333333333
PAQR5	-0.878
C9orf127	-0.1096
THNSL1	0.926
SHROOM3	1.8913
JAM2	0.2825
SNRPN	-1.93225
ALX4	0.282
CACNA1S	-0.033
FAM130A1	0.69075
CORIN	2.0625
CD300LB	1.0465
PLEKHG6	1.271
LRRC40	-0.95175
PCLKC	-1.30025
PCDHB16	0.059
WNT2B	0.0658333333333333
ASNS	-1.68444444444444
MRPL49	2.78825
FLJ46111	0.42775
ISG20	0.116625
SMU1	-0.649666666666667
CASZ1	0.9095
POLR1D	-0.0255833333333333
GIN1	-0.27025
SNAG1	0.6095
ANKRD29	-2.4325
CDKN2AIP	-0.475
KRR1	0.1185
CXCL1	-4.5875
EPM2A	-0.1257
PC	-1.57633333333333
DEFB127	-0.831
PDZRN4	1.05033333333333
FAH	1.134625
OR51E1	1.4665
CDC2L6	0.3215
DNTTIP1	-0.047
PAX8	-0.4565
TMEM116	0.499
C1orf150	1.7035
PRO2012	0.78625
MRPL40	0.1985
BEX1	-3.2875
SLC2A4	-0.185666666666667
PKMYT1	-0.38475
FEZF2	-0.831166666666667
SLC26A9	-1.966
MAP2	-0.053
LYL1	-1.519
SLC25A19	-0.499166666666667
NOS3	-0.1395
ZNF34	1.4695
TMPRSS11F	-1.268
FAM43A	-0.7925
FCRL4	-0.0758333333333333
KLF14	-0.12075
FLRT2	-1.06966666666667
WRN	-0.43775
SDF2	1.4455
KRT8P12	0.32175
C6orf195	-0.1025
C9orf125	-2.00983333333333
DZIP3	-0.180125
RIT1	0.765416666666667
SCML1	-3.792
RHBDF2	0.425375
OR2G3	0.466
REXO1L1	-0.11
MAP3K7IP3	-0.24325
C3orf57	-7.072
FBXW11	-0.496
ETAA1	-0.82225
C14orf131	0.0484
AKT1S1	0.584
SLC12A5	-1.50225
C9orf164	1.9795
NRIP3	-1.402
NOS1AP	0.167
TMEM121	1.118
SAP30BP	0.0617
DGCR6	0.6245
WDR76	-0.17575
FAM82B	0.343333333333333
LOC606495	-0.3315
MAP9	0.974416666666667
BCDIN3D	0.88875
CXorf36	2.61833333333333
DSCR3	-0.3567
ZFAND3	0.603
C7orf43	0.223666666666667
SPSB3	0.6043
C19orf19	0.46475
FAM133A	-2.864
C12orf25	0.5485
SLC39A3	0.05475
DISP2	-2.1405
PI4KAP2	-1.337
MKRN3	-2.37066666666667
ADAMTS13	-0.74425
CBLN3	0.3844
TTYH1	-1.82183333333333
C3orf18	1.9175
FLJ13236	-0.4405
ZMYND12	2.5815
C18orf25	-0.0328749999999999
GLB1L3	-1.2685
ATP13A5	0.361
RANBP10	-0.04975
CD96	-2.1332
DENND1C	-1.48825
RBMS3	-0.7034
SLC41A3	0.711666666666667
DGCR6L	0.5515
TMEM128	0.157
CSNK1G3	0.213142857142857
MOBKL2C	0.612
TSPAN6	0.688125
MATN2	-1.0354
MSL2L1	-0.169
ST6GALNAC2	1.27366666666667
FGFBP2	0.7075
FGL1	-6.539
MPP3	0.249833333333333
ARHGEF6	0.617666666666667
TGFBR2	-0.3115
ACMSD	1.73975
IL33	2.47875
C9orf5	0.00841666666666669
DEAF1	0.2259
AMN	0.13
DEFA6	0.0111428571428571
RNF212	-1.47025
METT5D1	0.373
CIB1	1.3712
TSSK1B	0.3185
KIAA1727	1.63275
ZNF680	-0.684833333333334
LOC399900	-1.8555
LOC152217	0.0678333333333334
CTNNAL1	-1.609
CIT	-1.6745
TLE6	1.40225
ZNF607	-0.48925
HERC4	-1.583
DRAP1	-0.9846
PEMT	-0.08775
C10orf111	-0.5925
ZNF575	0.7305
KCTD7	-0.03875
MYO1F	0.033375
LOC285382	-0.14925
RAB11A	1.3048
PLCD3	-0.601
C15orf28	0.3535
PTBP2	-1.485
CTB-1048E9.5	-0.166125
C19orf60	0.183666666666667
C7orf25	0.577
SETD7	1.027375
HOXB9	-4.3535
VANGL1	-0.0761250000000001
CHAF1B	-0.77425
NDUFA3	0.4355
KIAA1328	-0.276833333333333
SHARPIN	0.653625
TTC23	-0.789875
UGP2	0.569916666666667
ANKIB1	0.6599
CIRBP	1.13057142857143
SEC14L4	-3.492
OVCH1	0.251333333333333
VPS52	0.438
FAT	-2.341625
M6PRBP1	0.6925
GPRIN3	-0.4795
PPM1F	-0.892166666666667
TSR1	-0.03275
CCDC85A	5.73
PCSK5	0.48825
ZFHX3	0.7865
HEMK1	-0.4083
PGBD2	0.23525
RSRC2	0.0211666666666667
AURKC	-1.58683333333333
SCRIB	0.03025
ORM2	-2.7575
FAM115A	0.5784
FZD6	-0.24725
UNC119	1.05883333333333
GPX3	-0.0734
NOV	-0.828375
CABC1	0.7465
CDC42SE2	-0.574625
EIF2S2	-0.2197
RNF130	0.430625
CKAP5	-0.29
RP11-413M3.2	0.6185
C10orf18	1.8623
TMEM93	0.07275
DYX1C1	2.56475
KCNMB2	-2.485
ANK3	1.22991666666667
KRT5	-1.9933
CDH12	-1.35675
QRSL1	-0.90775
JUB	-1.92975
SHC4	-3.124625
CCL15	1.83616666666667
CCDC22	0.82025
SNX24	0.42725
RARS	-0.66575
MORC2	0.530125
FAM48A	0.4215
MT1H	-0.1345
PPP1R14C	-3.34683333333333
FOXD1	-2.77921428571429
C1orf213	-2.6295
AMT	-1.6605
DSN1	-0.37825
PTPLAD2	2.88875
DIS3L	0.7075
RASL11A	0.91225
GPRC5B	1.474875
FRMD7	2.1885
STRN4	0.63
KITLG	1.37859090909091
HDGF	0.308
OR1S1	0.176
SETX	0.1458
DDR2	-0.783
KCTD12	0.74875
LYZL2	0.8145
WDR52	0.72
TMEM2	-0.906875
ZNF579	0.5655
LOC200810	0.231
TNFSF9	-1.964375
PPFIA4	-1.7785
CNIH3	-0.6595
MAP4K4	-1.13614285714286
ROD1	0.0970714285714286
ALS2CR12	-1.042
DOCK3	-1.739
PAQR9	-4.4905
ASB17	0.264166666666667
STX16	-0.83275
FEZ2	0.314833333333333
DLAT	-1.18483333333333
KIF21B	-1.61216666666667
CDC5L	0.007
TMEM119	1.1355
CRIP3	-1.6305
TPSD1	0.2145
TEPP	0.23725
GNGT2	0.445
C21orf121	0.21925
WNK1	-0.301583333333333
FLJ10490	1.0245
OR51B5	-2.188
LOC203547	-0.630125
HAS1	0.9635
PPA1	0.0241666666666667
ST7	0.550875
C11orf46	0.7824
POPDC3	-4.16533333333333
ACOX2	3.8335
ATCAY	-0.278166666666667
TM4SF19	-1.4565
MFSD9	-0.0873333333333333
PDHB	0.45975
ERN1	0.00775000000000001
LCE3C	0.0985
GPR111	1.2495
NOTCH3	1.87133333333333
ADAMTS5	1.4375
B3GALT1	-0.952
UGCGL1	-0.395833333333333
FAM58A	0.495833333333333
FBXO32	1.637
CLPP	0.3975
NXPH1	-2.3235
MTMR3	0.563666666666667
ATP1B3	-0.02925
TMEM16A	4.502625
HIST1H3F	0.7925
TRIM25	0.421166666666667
SDCBP2	0.0755
CRKL	-0.863375
HOXB2	2.56616666666667
ANP32B	-0.4445
GATM	-0.6765
AP4E1	0.5145
EDG5	0.427875
CDKN3	-0.9395
CDH4	-1.27925
PGD	-1.11916666666667
RND1	0.7385
GAD1	-2.0747
MPG	0.604875
LOC440350	-0.4835
ZNF133	0.20875
SERPINB12	0.3515
AMELY	-0.786166666666667
DHX36	0.00875
TNFAIP8L2	2.02233333333333
PHTF2	-0.2605
CCDC112	-0.154166666666667
IQCC	-0.18075
HEYL	2.3335
FTSJ2	-0.432
APPL1	1.37275
RAB43	0.0765714285714285
OR10G2	0.3535
WAC	0.202666666666667
ADCY9	-0.106875
RUNDC2B	-0.0863333333333333
PYCRL	1.3284
AGPAT7	0.3825
SLC22A9	-0.9654
CDKAL1	-0.1955
PDYN	-0.449166666666667
C20orf74	-0.2865
MTMR11	-0.23375
VAV3	1.14841666666667
DAPL1	-0.18775
STXBP3	0.02325
EIF3G	-0.247
ARHGAP22	-2.50575
NPFFR1	0.732
NPC1	-0.861833333333333
ALDH9A1	2.09733333333333
ZNF600	-0.805875
ZNF678	-0.52
RASSF1	-0.1925
ADD2	-3.127375
PITPNB	0.59475
PKD2L2	0.0231428571428571
LRP11	0.67875
CDKL1	-0.152
SMEK2	-0.04025
PRODH2	-3.269
C11orf54	-0.738833333333333
SFRS11	-0.57
IL7	-1.15166666666667
ALS2CR16	0.06675
BTG3	-2.9595
PAK2	0.514944444444444
RP11-679B17.1	-1.2045
GATA4	-1.07833333333333
ATP2B1	-0.98825
LOC130940	0.2375
C1orf172	1.98983333333333
ATF7IP2	-3.38225
SLC25A43	0.6725
CENTG3	-0.283583333333333
IGF2BP1	-4.0752
FCHSD1	-0.0265
CAMK2N2	0.716166666666667
ELAVL3	0.1857
NBPF15	-0.321666666666667
UBE2J2	-0.365916666666667
GNL2	-1.1485
PRR3	-0.2116
NLF2	0.78025
OR4F6	0.00600000000000001
KLHL24	0.9765
CCDC88A	-3.0731
SGPP1	0.142833333333333
C10orf11	-1.71816666666667
SLC35B4	-0.875166666666667
UGT3A2	-1.6575
ARNT2	0.5485
CBR1	-3.087375
ITPR3	-0.7825
TRAPPC6B	-0.4207
AMZ1	1.8365
ARP11	1.808
WDSUB1	1.17125
APBA1	0.982833333333333
RAB2A	0.6682
C6orf162	-0.346
HPSE2	0.066
PLCE1	-1.708
INSL3	0.2975
DLG1	0.2459
PTPLA	-4.246
PIGX	1.045125
TFIP11	0.338833333333333
FIBIN	2.6595
POLR2G	-1.4365
GRAP2	-2.0758
DNAJB8	0.1615
CNBP	0.633833333333333
WASF1	-3.72
INPP5E	-0.7431
HSPB1	2.1615
TMEM167	-0.2646
CUBN	1.03575
IGF1	2.192
ITPK1	0.6772
NAALAD2	-1.3835
G3BP1	-0.1794
NT5DC1	-0.11075
CYP39A1	2.2315
TMEM139	0.60225
POLK	0.1075
GLULD1	-2.81375
RBM15	-0.8985
AMZ2	0.5735
GDF15	0.173166666666667
MESDC2	0.459
INCA	-0.490666666666667
ACY1L2	-3.217
GZMM	-1.02566666666667
PAIP1	0.2405
CACNA2D1	-1.034
STK32C	-0.138833333333333
SH3BP4	2.14316666666667
DEC1	0.1675
PADI1	-0.1745
UBB	0.8876
PON3	0.668333333333333
PROP1	1.393
ANKRD13B	0.454
ADCK1	0.28425
TCF25	0.336333333333333
SLC38A5	-2.763
CXorf26	0.645166666666667
C19orf39	0.486
PPP1R13B	1.64675
ARL2	0.4995
TCL6	0.318916666666667
TOP3A	0.025
SLC16A14	1.225375
FXYD6	0.552
HIST1H4E	-0.637
BBC3	0.768894736842105
UNC5A	1.02166666666667
FAM86C	0.8298
PI4KB	0.865125
B3GAT1	-3.78325
SUSD2	0.714333333333333
OAZ2	0.342666666666667
NOC4L	-0.207
C10orf12	-0.70375
FADS1	-2.132
LOC144097	-1.402
DKK2	1.65283333333333
KIAA1949	-1.16275
RHOT1	0.5716
OXT	1.17183333333333
GPR153	0.74475
ARL4A	-2.24216666666667
SAAL1	-1.1485
CCDC64	-0.325
USE1	-0.0801666666666667
HNMT	0.763333333333333
PCGF3	-0.64675
CYP2C19	0.4535
C20orf4	0.7105
CCDC11	2.0665
ACSBG2	0.6425
RWDD2A	0.651
PALLD	1.506875
CPLX4	-0.0705
LOC492311	0.7255
KPNA2	-0.707833333333333
MACROD1	-0.4218
TMCO3	-0.517333333333333
C15orf52	0.223166666666667
BIRC5	-0.760733333333333
PRR16	-0.9195
FAM63B	0.043
KATNB1	-0.704833333333333
