Hybridization REF	TCGA-B6-A0IQ-01A-11R-A034-07
SLC9A5	-1.5005
EPDR1	-1.3294
MUSK	0.176166666666667
ZNF434	-2.794
SMARCD1	-0.8215
ZFP106	0.522
ZNF347	0.1035
GTF2E1	0.4795
RY1	-0.154833333333333
ATAD2B	1.941
ARHGAP17	0.3843
KCNIP3	-0.9945
SFPQ	1.0525
GFRA4	0.5575
AKR1B10	-3.175375
TIGD6	0.2225
RGS16	1.8695
URB1	-0.254666666666667
OR4C46	0.458833333333333
TOP3B	-0.8335
NFATC4	0.244
CA14	-3.61275
BMPR1A	0.713833333333333
SNRP70	-0.851625
PRL	-0.106833333333333
C6orf130	-1.1855
STAG2	0.5155
CD55	-1.28764285714286
RPS23	-0.712833333333333
SSX2	-1.20616666666667
FDPSL2A	-0.50225
FBXO27	0.69675
SYNGR3	-1.5005
TMSL3	2.1625
EML1	-3.107
NUP93	-0.7565
SMAD3	-0.4714
KIAA1189	-0.366
HNRPUL2	0.0373333333333334
TBC1D12	-0.5545
C16orf24	-0.1735
MRVI1	1.59433333333333
ZNF581	0.263666666666667
ELOVL3	1.184
OR51Q1	-0.16
CACNB3	1.03716666666667
GALNT13	-0.370875
C10orf84	0.1991875
NEDD4	-1.8704
SPO11	-0.17
OR5AU1	-0.157
NEK4	0.143428571428571
PRKAR2A	-0.8855
IHPK1	-0.0133333333333333
ATP6V0B	-0.394875
CACNA1E	1.9035
CEACAM8	-0.16
PEX14	0.356
FLJ12993	0.2445
ZBTB38	-1.02566666666667
PCTK2	-0.526833333333333
LRRC16	0.6669
FBLIM1	1.23083333333333
FYCO1	-0.0535
RP5-1022P6.2	-0.0496666666666667
CMTM1	-0.0378333333333333
PLTP	0.684166666666667
RAPH1	0.59775
DOCK8	-0.00899999999999997
EZH2	0.1082
SLC25A1	-0.988833333333333
PLEKHB1	2.0377
GRB7	0.8653
ZFP37	0.6955
MRPL33	-0.75
PELO	-0.99875
ARMC1	-0.119636363636364
C9orf27	0.08475
FLJ25778	-0.075
C9orf37	-0.361
TMEM66	-0.919
SPRN	0.21225
HBEGF	0.666375
PI4KA	-0.819
LEPRE1	-0.372
POU2AF1	-0.089
MRPL12	0.285833333333333
REP15	-0.597
ZC3H3	0.0025
RASAL1	1.7775
DDAH1	0.96275
ACBD5	0.12475
TMC2	0.1075
CCDC137	-0.52625
SAMD13	0.978333333333333
UGT2B15	-4.00816666666667
TIPARP	-0.73925
DNASE1L3	-1.128
TRIM72	0.206666666666667
DBX2	0.412
IPO8	0.24325
C21orf88	0.6133
MAP3K14	0.65725
LOC51233	-0.351
GGTLA4	0.329
PDE6D	0.15775
ZNF117	-0.108
CLK2	0.44825
NKRF	1.03575
TNFSF15	0.6543
DUSP2	1.15075
SECISBP2	-0.1765
GABRR2	0.207
PPAP2C	1.3565
LOC51145	0.0198333333333334
PAG1	-0.62475
PIK3C3	0.75475
GNG10	-1.006
APOL4	0.897666666666667
ANKRD28	-1.1465
STMN3	-1.1643
RAB14	0.8409
CDK2AP2	-0.552
HDDC3	-0.677875
COMMD7	-0.78675
CXXC1	-0.00425
HMCN1	-1.34783333333333
CD40	0.662
DYNC1LI2	-0.6846875
GDI1	0.39825
LOC646938	-0.23225
VSNL1	2.851
PIH1D1	-0.139
RAET1G	-0.144
KRTAP5-9	0.148
EFTUD2	-0.15575
ZNF311	0.2275
ATP6V1G3	0.2335
OR2W3	-0.9305
SCN4A	0.101
MED10	-1.57725
FAM135A	0.3678
ARHGAP4	-0.97625
EHMT2	0.1055
UFD1L	-0.91425
ERMP1	1.67875
MAG1	-2.0895
THAP8	0.528833333333333
HACE1	0.276833333333333
FAM82C	-0.0331666666666667
C3orf20	-0.1375
UNC84A	-0.7965
SCD5	-0.130071428571429
LASS6	0.72275
LSG1	0.302333333333333
MAL	-4.2895
GPR22	0.1035
WDR5B	1.2345
ACTRT1	-0.324
C17orf60	-1.678
GRIN2C	0.9585
ARMC8	0.63625
SLC47A1	-2.54933333333333
DMPK	0.02975
DHRS13	-1.2475
SMC1A	0.506
KRTAP17-1	-0.091
SMYD5	-0.38
TUSC2	-0.20175
CRHR2	0.576
KIR3DL2	-0.011
CCDC104	0.07575
ATP2C1	0.988375
CROT	-1.2515
PABPC3	0.540166666666667
EGR1	-0.573
THSD1	-0.487
KHK	-0.694
SLC12A2	1.231
CD58	-1.1845
STOX2	-0.622833333333333
CCDC76	-0.0159
CCDC48	-0.117
DNAH1	0.624833333333333
ZIC4	0.49225
OR1G1	0.032
PSMC6	-1.31816666666667
PROKR1	0.7545
ABCB1	-1.352125
TRAT1	-1.54075
LLGL1	0.406
MTF1	0.25475
USP54	-0.096
PAGE2B	-0.723
ITGB7	-3.21475
CCDC81	-0.3735
LOC149837	-0.187
SCUBE1	-0.0555
ZSCAN10	1.2515
HUWE1	0.784714285714286
CDH17	0.1415
CD180	-0.0935
IL17A	0.09675
TMPO	-0.451875
KIAA1524	-0.0705
HDGFRP3	0.374
OXCT1	0.319272727272727
RRAS2	-0.044
LTBP2	1.6200625
SV2B	2.82283333333333
CYP2A6	0.306
PKD1L2	-1.0995
PPM1M	-0.22325
FLJ22662	2.227
ZNF502	0.7575
GP6	-0.9535
CRYBA2	-0.857
LEF1	-3.0567
CTPS	-0.401
EYA1	-2.553
EPS8L1	-0.20675
MAPK14	-0.704833333333334
SERPINB2	-4.6245
GTF2F2	-0.494666666666667
ZNHIT4	-0.081
PLA1A	0.163375
C20orf114	-0.291
HPR	-2.7545
C18orf2	-2.68416666666667
SATB2	-2.87175
KCNJ9	0.07425
MGC157906	0.2675
MOCS3	-0.08825
C17orf71	-0.456166666666667
PPHLN1	-0.4436
HIST1H2BN	-0.5315
RAPGEF1	-0.0735
MAP3K8	-0.61225
DLG4	-0.0553333333333333
STC1	-0.314833333333333
CDGAP	1.758
DDX26B	1.10575
LOC150223	-1.3305
CPSF3	0.1665
TMEM14A	0.48025
MYH3	-0.6075
GPKOW	0.27675
SULT1A1	-0.850333333333333
SPON1	3.6629
YY1AP1	0.712166666666667
RAB23	0.7425
PLA2G4A	-2.859
MAPRE3	-0.2455
ZNF516	1.89735714285714
GGPS1	1.52525
EXOC3L2	0.199625
C19orf42	0.5605
MAP2K2	-0.2385
HIST1H2BB	-0.69675
RNF19B	0.104
C6orf128	0.978166666666667
TLR8	1.47175
PCDHA9	1.511
CARS2	-0.0880000000000001
CLUL1	1.35033333333333
RHAG	-3.3295
UNK	0.658
EXOC8	1.0556
C9orf95	0.06725
C14orf143	-1.38933333333333
MAML3	-0.07525
LDHA	-1.90675
MRPL20	0.6435
KLHDC6	0.638166666666667
ATP5S	-0.456
C8orf55	-0.34875
PHF19	-0.965125
KRTAP13-4	0.5595
TTC5	-0.547
XKR5	-0.69075
SILV	-3.778
TEX28	0.1265
TCTN1	0.1705
CX40.1	0.22825
PPP2R5C	-0.494375
C12orf30	-0.844833333333333
CAPG	1.93925
MPZL1	0.87355
ARSB	-1.18333333333333
TDH	-2.14425
WASF4	0.44175
TSSK3	-0.767333333333333
7A5	-1.3945
CRISPLD1	-0.05025
MAD1L1	-0.975166666666667
SPIN4	1.08966666666667
AMPD1	1.0255
DPYSL5	0.834
INPP1	-1.11916666666667
ANKRD11	-0.366
NPAS4	-0.319875
GCET2	-0.4723
RNASE9	-0.0645
GUCY2D	-0.1165
CCDC98	-0.6685
FGF4	-0.477125
CPM	-1.57383333333333
SLC26A4	-0.3055
PLD5	0.0685
FAM59A	-0.9766
FBXO5	-0.285777777777778
SIPA1L1	0.91225
DPYS	1.13566666666667
ATG4D	-0.2605
TGM3	0.0875
MTCH1	-0.695875
HK1	-0.437357142857143
CDC26	0.414875
GALNT12	-3.558
LOC339229	-0.26825
MRPL35	0.089625
ORC4L	0.50175
TNKS	-0.1575
C2orf24	-0.157166666666667
ZNF553	2.225
GGTLA1	2.217
ZNF497	0.522
CDY1B	0.34925
SLC30A4	-0.11825
TUB	-0.32075
ARHGEF18	0.3865
ARRB1	-0.5835
KCNK1	0.987125
EREG	-2.2404
SCAMP5	0.00375
RUNDC3B	1.345
ADAMTS20	0.17025
IL17RB	-0.898875
FLJ20323	-1.365
MCAM	0.504
POLR3E	-0.562833333333333
AQR	0.752166666666667
IPMK	0.9505
CDCA7	0.2305
CAMP	0.92925
GRHL3	1.89275
ADAMTSL2	0.662
CLMN	-0.3915
SSTR3	0.3235
MAGEA5	-1.99366666666667
OVOL2	3.32825
JMJD1B	0.59875
RBL2	-0.9922
PYGO2	1.72875
PPP1R10	0.909833333333333
CSE1L	-0.458833333333333
LCA5	1.564
RDH16	0.1435
ASRGL1	-2.996375
TOM1	-0.973666666666667
PTX3	-0.82175
TTC15	1.0055
SCGB3A1	2.138
MRPL50	-1.02225
RCAN3	1.1255
SLC26A11	0.35575
STYX	-1.02433333333333
CINP	-0.6175
MARCH7	-0.321
PFKM	-0.6985
SGMS1	1.419
RIOK3	-0.2758
C1orf110	0.391
CES7	0.037875
LOC440248	-0.1885
PPP1R12C	-0.0915
C10orf27	0.1835
ATG9A	0.41475
MRPS26	0.749625
TMEM40	2.33175
ELP3	-0.7838
ZNF787	0.9422
HIAT1	-0.5835
C8orf34	-0.0745
MGC4655	-1.0033
PELI1	2.225
PPT1	-0.7305
SLC35C2	-0.947666666666667
C6orf125	0.122
MUC4	-0.3295
RFC4	-0.758285714285714
GNB2	-0.437666666666667
NUP50	0.3305
SULT4A1	-0.278
C7	0.463625
CCDC130	0.539333333333333
ARRDC4	0.04775
RQCD1	-0.321
GLYCTK	-0.9175
AYTL2	-0.584454545454545
MTUS1	-1.1518
LEMD3	0.679666666666667
PLEKHF2	-1.03375
HOXA7	-1.08125
GTF3C2	-1.001
DYNLRB2	0.36625
CNOT10	0.10225
MR1	-0.769166666666667
FFAR1	-0.25575
PRIC285	0.448
SLITRK6	2.891
LIX1	-1.8625
UBE1L2	-0.719916666666667
F8	0.682375
ACHE	-0.0315
KPNA5	-0.24725
TNFRSF12A	-2.06283333333333
EGR3	-0.772
SERPIND1	-2.88266666666667
OASL	2.1085
IFRD1	-0.233625
WDFY1	-0.525833333333333
ZNF267	-0.727625
ACCN5	-1.0025
ZBTB6	0.7925
PPP1R3A	-0.017
PRRT3	1.48125
FBXL19	-0.2875
TXNIP	0.535357142857143
ACTN2	4.04075
ATG9B	-0.03
C9orf117	0.57925
IL27	1.017
RPL36AL	0.0383333333333334
KLK15	0.14975
CHAD	-0.0935
RAP2B	0.0657
HEBP2	1.1335
ZNF342	-0.662
CAMK2G	-0.844
TLR3	-0.18175
FGF14	-0.13775
HMGB2	0.242
TRPM5	0.0371666666666667
OR5M11	0.3965
KIF3B	-0.0782631578947369
PRICKLE2	-0.66925
MTMR9	-0.311875
C3orf27	0.08075
GLRA3	-1.50183333333333
NSDHL	0.2485
TMEM32	0.2745
POLR2D	-0.254416666666667
MYADML	0.329
C9orf114	-0.95275
MRGPRX1	0.31
TOPORS	1.36275
CLDN19	-0.90875
C1QL4	-0.5185
RNF165	1.8005
DHRS9	-0.67025
DNAH2	0.48
FXR1	-0.0356666666666667
ZMYM3	-0.32325
CASP3	0.201
FAM120C	0.38075
SCLY	-0.4055
CA7	0.0525
ENTPD5	-0.292166666666667
ZNF461	0.012625
PDIA5	0.28575
C1orf19	0.107833333333333
TMEM67	-0.17675
KCTD20	-0.70275
WDR47	1.13
FLJ38723	0.3955
KLRF1	-0.185666666666667
TAS2R16	0.6865
CLDN12	-0.56525
PRKCE	0.26625
UBXD4	-0.50925
ITGAM	1.81516666666667
GLT8D3	-0.40275
WDR31	0.5036
RGS2	1.07225
OR51L1	1.042
MST1R	0.5625
KIAA1737	0.1805
OR4A5	0.261
GLIS1	-1.29716666666667
PTMA	1.33671428571429
NAPA	-0.49425
PRDM11	-0.0935
LIPF	0.28
DIRAS3	0.07125
ASGR2	-3.905875
C1QTNF4	-0.16225
PIK3R4	0.580166666666667
ARMC3	1.67775
NDUFV3	0.1715
BTBD3	-0.141166666666667
PPP1R2	-0.225583333333333
UBE2NL	-0.2655
FOSL2	0.280071428571429
FAM119A	-0.495
TUBA4A	0.3123
KRTAP12-1	0.23575
SFRS2	-0.46875
RHPN1	-0.4085
EEF2	-0.644833333333333
ZDHHC11	0.9265
EPHA3	-1.8845
RBM12	0.208
H2AFJ	-0.793166666666667
EDIL3	-0.8205
KIF26A	-1.77825
SERGEF	0.22475
B3GALT4	1.30625
LOC90925	2.53366666666667
OSCAR	-0.162875
NPFF	0.43825
DEDD	1.16925
TMEM155	-0.400125
PTPN1	-0.4885
SCYL2	0.457666666666667
SKAP1	0.83375
LEAP2	-1.50316666666667
GADD45G	1.6149
IFITM3	0.624375
PILRB	-0.4445
SLU7	0.5135625
DSC3	3.21975
DNMT3L	-0.505
PAPD5	-1.1445
B3GNT3	-2.11333333333333
LHCGR	0.3395
MSL-1	0.57325
UBE2S	-0.1335
SAP130	0.0655
ANAPC11	0.623
MAGED4B	2.1155
ATP6V1B2	-0.449333333333333
C14orf179	0.542375
CAPZA1	-0.99375
CDYL2	-1.35966666666667
GLRX3	-1.19283333333333
LOC136288	-0.60875
MOBKL1A	-0.36
HTR2B	0.7445
CRYGD	0.0213333333333333
NUS1	-0.742166666666667
PGRMC1	0.8885
MYOM2	-0.8155
FLJ39653	-2.21883333333333
CHM	-0.1225
OR5M8	0.4485
ZNF619	-0.3795
FAM105A	-0.5425
CCNL1	-0.18325
NAP1L3	1.3015
C10orf57	1.46466666666667
B3GALNT1	0.737333333333333
CSN1S2A	0.3525
TCP10L	0.98275
GDAP2	0.090875
DMKN	-2.132
COX6B1	0.39
DNASE2	0.193
MSH5	-1.07675
LGMN	-0.544875
USP31	0.3072
OR13C8	0.0555
SDCBP	-1.5234
NUDT11	1.53983333333333
PYGL	-3.39566666666667
SNPH	0.351166666666667
B3GNT4	-0.697
MIZF	0.2196
NUBPL	-1.112625
NOD1	-0.2275
CDH22	0.2065
NUBP1	0.8425
DSCAM	-3.547
DGKI	0.7925
FAM136A	-0.19575
AKAP1	0.327833333333333
SLC16A6	-2.711
RIN3	0.1795
PSG2	-0.36225
DIP2B	0.280583333333333
PSORS1C1	1.3655
KIAA0495	-0.805
FLJ90709	-1.00733333333333
LPA	-0.0998333333333333
PIGA	0.164333333333333
LY75	2.51816666666667
UTS2	-5.038
RREB1	-0.19825
GALNACT-2	0.9882
MGC3196	-0.3995
FLJ31568	0.896
LPHN1	-1.853875
SP1	0.767125
TOX4	0.005
HSPA9	0.108
APOBEC1	0.1
SLC35E4	-1.2535
LSM5	-0.60625
SURF1	-0.6485
ZBTB1	-0.520166666666667
GTF2F1	-0.019625
RPS15A	0.806928571428571
DUSP21	-0.1645
GINS4	-1.76483333333333
MYO15A	-0.346833333333333
GIMAP7	2.3555
MGC13379	0.96525
ATP6V1E2	-0.336166666666667
UTP3	-0.60575
HNRPA3	0.00268749999999999
MT4	-0.216
C14orf155	0.2905
U1SNRNPBP	0.759
CKLF	-0.809333333333333
PLEKHN1	-0.799333333333333
MBNL1	-0.0261666666666667
NUP160	-0.46325
ACSM2A	-1.346
LOC129881	1.37975
KIAA1529	0.47775
FLJ22639	0.33025
HAND1	-1.0705
GSX1	0.4275
FGA	-3.314
SERPINB1	-1.574
ZNF642	0.25925
IGFBP1	-7.473875
SLC1A1	1.7925
DHX57	0.554125
ZNF766	-0.249
PTPN21	-0.4498
GDPD3	-0.596166666666667
PNPLA5	0.3895
TBR1	0.4565
FAM116A	-0.2665
IQGAP1	0.266875
FOS	-1.535875
ZNF226	-0.349375
FIGNL1	0.0986666666666666
C14orf1	-0.392333333333333
ZMYND17	-0.1875
PUS7	1.19683333333333
TUBB6	0.19625
KCNQ2	-1.1965
MARCH6	0.389166666666667
CCDC33	0.1935
PRODH	-1.69925
RBM11	0.856
EPHA6	0.222375
SLC43A1	0.23925
LOC196541	3.413625
NTN1	1.37958333333333
ING4	1.04125
PCDHB10	3.0205
DPH2	-0.509833333333333
SPACA4	0.0265
FBXL21	-3.337
DIAPH1	-0.1855
ZNF71	1.63283333333333
CEP76	0.2635
CORO1A	-0.241
RRM2	-1.96075
EDG4	1.60775
OS9	-0.1825
SLC4A1AP	0.1215
COG5	-0.08175
COPS8	-0.6705
NGLY1	-1.58375
NCBP2	1.022125
C17orf42	-0.646666666666667
GPSM3	0.902375
SIL1	0.330833333333333
ASB6	0.26475
SMAD5OS	0.437333333333333
UNC93A	-2.33225
A1BG	0.0268333333333333
C21orf62	-0.0905
FMO5	-1.73125
ATRIP	-0.003
CEBPG	0.995833333333333
C7orf38	0.597333333333333
TNFRSF1B	-0.215666666666667
CLEC1A	0.9955
IQSEC1	-0.521875
PATZ1	0.7917
RBM22	0.74225
BAG2	-0.3105
PAQR5	-1.03516666666667
C9orf127	1.2534
THNSL1	1.3935
SHROOM3	1.0333
JAM2	-0.13775
SNRPN	-2.2905
ALX4	-0.075
CACNA1S	-0.0385
FAM130A1	1.01025
CORIN	0.9265
CD300LB	0.399
PLEKHG6	0.2665
LRRC40	-0.103
PCLKC	-0.9205
PCDHB16	-1.638
WNT2B	-0.217833333333333
ASNS	-0.502555555555556
MRPL49	-0.776375
FLJ46111	-1.81625
ISG20	-0.295375
SMU1	0.840166666666667
CASZ1	0.308
POLR1D	-0.33475
GIN1	-0.0725
SNAG1	-1.0105
ANKRD29	-2.7375
CDKN2AIP	-0.3195
KRR1	-0.35825
CXCL1	-1.52483333333333
EPM2A	-0.4996
PC	0.358166666666667
DEFB127	-0.0175
PDZRN4	-0.216333333333333
FAH	-1.717125
OR51E1	1.355
CDC2L6	0.221666666666667
DNTTIP1	-0.844
PAX8	0.5275
TMEM116	-0.64525
C1orf150	0.3165
PRO2012	0.27925
MRPL40	-0.912833333333333
BEX1	-2.4715
SLC2A4	-1.484
PKMYT1	-1.18075
FEZF2	0.234166666666667
SLC26A9	-0.9895
MAP2	0.83075
LYL1	-1.602
SLC25A19	-0.213833333333333
NOS3	-0.609
ZNF34	0.109833333333333
TMPRSS11F	-0.555
FAM43A	0.23275
FCRL4	-0.00833333333333333
KLF14	0.69575
FLRT2	0.218666666666667
WRN	-0.463
SDF2	-0.4348
KRT8P12	-0.718
C6orf195	0.745
C9orf125	-2.16216666666667
DZIP3	0.02
RIT1	0.108666666666667
SCML1	-0.768166666666667
RHBDF2	1.124375
OR2G3	0.9265
REXO1L1	0.573
MAP3K7IP3	0.304
C3orf57	-5.3375
FBXW11	-0.444
ETAA1	-0.5255
C14orf131	0.00560000000000002
AKT1S1	-0.37725
SLC12A5	-0.74675
C9orf164	0.4285
NRIP3	-1.1305
NOS1AP	0.63725
TMEM121	-0.71475
SAP30BP	0.1074
DGCR6	-0.11275
WDR76	-0.3725
FAM82B	-1.37283333333333
LOC606495	-0.908
MAP9	1.4015
BCDIN3D	0.11675
CXorf36	1.83966666666667
DSCR3	-0.5884
ZFAND3	-0.234
C7orf43	0.162333333333333
SPSB3	0.3234
C19orf19	0.7765
FAM133A	-0.984875
C12orf25	0.15625
SLC39A3	-0.02225
DISP2	0.52675
PI4KAP2	-1.802
MKRN3	1.36933333333333
ADAMTS13	-0.26175
CBLN3	0.2091
TTYH1	2.88466666666667
C3orf18	0.17375
FLJ13236	-1.97025
ZMYND12	1.0925
C18orf25	1.203125
GLB1L3	-0.8075
ATP13A5	1.198
RANBP10	-0.20575
CD96	-0.00289999999999999
DENND1C	0.0875
RBMS3	-0.9536
SLC41A3	1.09783333333333
DGCR6L	-0.1795
TMEM128	-0.281666666666667
CSNK1G3	-0.277285714285714
MOBKL2C	0.3495
TSPAN6	0.976875
MATN2	-2.262
MSL2L1	1.69066666666667
ST6GALNAC2	-2.64683333333333
FGFBP2	1.994375
FGL1	-5.91083333333333
MPP3	-0.0798333333333334
ARHGEF6	0.033
TGFBR2	-0.475
ACMSD	-0.9205
IL33	4.435
C9orf5	-0.01425
DEAF1	-0.4689
AMN	0.557
DEFA6	0.052625
RNF212	-1.317
METT5D1	-0.0223333333333334
CIB1	-0.9077
TSSK1B	0.69725
KIAA1727	1.633
ZNF680	-0.29325
LOC399900	-1.328
LOC152217	0.248833333333333
CTNNAL1	-2.736
CIT	-0.60575
TLE6	-1.9885
ZNF607	-0.51525
HERC4	-0.6715
DRAP1	-0.4575
PEMT	-0.086
C10orf111	0.277
ZNF575	1.69775
KCTD7	-0.17775
MYO1F	0.224875
LOC285382	-0.46875
RAB11A	-0.4535
PLCD3	-1.0515
C15orf28	-0.19525
PTBP2	0.774125
CTB-1048E9.5	-0.53075
C19orf60	0.583333333333333
C7orf25	0.355666666666667
SETD7	0.088875
HOXB9	-3.7665
VANGL1	0.067
CHAF1B	-0.7105
NDUFA3	0.62475
KIAA1328	0.108166666666667
SHARPIN	-0.3105
TTC23	-0.081625
UGP2	-0.198
ANKIB1	0.1049
CIRBP	-0.497857142857143
SEC14L4	-1.3725
OVCH1	-0.0205
VPS52	-0.647
FAT	0.261625
M6PRBP1	-0.32325
GPRIN3	-1.179
PPM1F	-0.6655
TSR1	0.128
CCDC85A	2.151
PCSK5	-0.2495
ZFHX3	-0.648
HEMK1	-0.3206
PGBD2	0.39225
RSRC2	0.137666666666667
AURKC	-1.30466666666667
SCRIB	0.128625
ORM2	-2.53683333333333
FAM115A	0.6228
FZD6	0.32675
UNC119	0.0746666666666667
GPX3	-1.1136
NOV	-0.76475
CABC1	1.463125
CDC42SE2	-0.8618125
EIF2S2	-0.8043
RNF130	0.645625
CKAP5	0.371666666666667
RP11-413M3.2	1.221625
C10orf18	1.4234
TMEM93	0.09825
DYX1C1	0.2285
KCNMB2	-1.16375
ANK3	3.12425
KRT5	1.6718
CDH12	0.19575
QRSL1	-0.7275
JUB	-1.23075
SHC4	0.6925
CCL15	-0.378333333333333
CCDC22	0.02125
SNX24	-1.93725
RARS	-0.24225
MORC2	0.965375
FAM48A	-0.66525
MT1H	-0.552
PPP1R14C	1.99633333333333
FOXD1	-2.09814285714286
C1orf213	-0.533
AMT	-1.332
DSN1	-0.96125
PTPLAD2	1.24325
DIS3L	-1.15125
RASL11A	-0.62475
GPRC5B	1.053375
FRMD7	1.2085
STRN4	0.10975
KITLG	-0.924476190476191
HDGF	0.59825
OR1S1	-0.1715
SETX	-0.0541
DDR2	0.309625
KCTD12	1.13475
LYZL2	-0.52125
WDR52	0.168
TMEM2	-1.0345
ZNF579	1.413
LOC200810	0.59975
TNFSF9	-1.932625
PPFIA4	-1.4055
CNIH3	-0.4175
MAP4K4	0.106142857142857
ROD1	0.522642857142857
ALS2CR12	-0.343666666666667
DOCK3	1.76483333333333
PAQR9	-3.45225
ASB17	-0.406
STX16	-1.247
FEZ2	-0.523166666666667
DLAT	-0.535
KIF21B	-0.844833333333333
CDC5L	0.08725
TMEM119	0.0948333333333333
CRIP3	1.40425
TPSD1	-0.0756666666666667
TEPP	0.53875
GNGT2	0.63175
C21orf121	2.37875
WNK1	0.691333333333333
FLJ10490	0.7357
OR51B5	-1.2645
LOC203547	-0.132125
HAS1	-1.4445
PPA1	0.0813333333333333
ST7	-0.310625
C11orf46	0.2223
POPDC3	-3.778
ACOX2	-2.807
ATCAY	-0.250833333333333
TM4SF19	-1.663
MFSD9	-0.194
PDHB	-1.02325
ERN1	-0.4105
LCE3C	-0.5035
GPR111	0.2765
NOTCH3	3.98783333333333
ADAMTS5	1.15375
B3GALT1	-0.6235
UGCGL1	0.4045
FAM58A	1.39616666666667
FBXO32	1.04925
CLPP	0.242
NXPH1	-0.93675
MTMR3	0.439
ATP1B3	-0.055375
TMEM16A	4.4015
HIST1H3F	0.473166666666667
TRIM25	-0.234166666666667
SDCBP2	0.259
CRKL	-1.65275
HOXB2	-2.16883333333333
ANP32B	-0.25
GATM	-0.0015
AP4E1	-0.527875
EDG5	0.39775
CDKN3	-1.12616666666667
CDH4	-0.8495
PGD	-0.4055
RND1	0.378
GAD1	-3.1139
MPG	-0.770375
LOC440350	0.092
ZNF133	1.12
SERPINB12	0.5155
AMELY	0.1075
DHX36	-0.072
TNFAIP8L2	2.19216666666667
PHTF2	-0.00316666666666666
CCDC112	0.486166666666667
IQCC	-0.64625
HEYL	3.07633333333333
FTSJ2	-0.877333333333333
APPL1	0.52275
RAB43	0.700642857142857
OR10G2	0.1595
WAC	0.601833333333333
ADCY9	-1.525
RUNDC2B	0.541666666666667
PYCRL	0.0734
AGPAT7	-0.765333333333333
SLC22A9	-1.04766666666667
CDKAL1	-1.087
PDYN	0.097
C20orf74	-0.4555
MTMR11	2.02025
VAV3	-0.0299166666666667
DAPL1	2.52075
STXBP3	0.33975
EIF3G	-0.35775
ARHGAP22	2.67325
NPFFR1	0.033
NPC1	-0.642666666666667
ALDH9A1	1.3355
ZNF600	-0.241375
ZNF678	0.1085
RASSF1	-0.35325
ADD2	0.166875
PITPNB	-0.4955
PKD2L2	0.39475
LRP11	-1.367
CDKL1	-0.69825
SMEK2	0.387
PRODH2	-2.62116666666667
C11orf54	-0.108333333333333
SFRS11	-0.354333333333333
IL7	-1.13916666666667
ALS2CR16	1.25925
BTG3	0.6985
PAK2	-0.252
RP11-679B17.1	0.34175
GATA4	-1.45666666666667
ATP2B1	-0.4515
LOC130940	-0.9835
C1orf172	2.83633333333333
ATF7IP2	1.622
SLC25A43	-0.4905
CENTG3	0.11975
IGF2BP1	-3.478
FCHSD1	0.1125
CAMK2N2	0.9875
ELAVL3	-0.2523
NBPF15	-0.125166666666667
UBE2J2	-0.18
GNL2	0.4445
PRR3	-0.1111
NLF2	1.69775
OR4F6	0.3685
KLHL24	2.07816666666667
CCDC88A	-0.7697
SGPP1	-3.0055
C10orf11	-0.195833333333333
SLC35B4	0.0203333333333333
UGT3A2	-0.4865
ARNT2	1.0382
CBR1	-0.265375
ITPR3	-0.307166666666667
TRAPPC6B	-0.7232
AMZ1	-1.043
ARP11	1.19425
WDSUB1	-0.74325
APBA1	0.586333333333333
RAB2A	-0.4286
C6orf162	1.0635
HPSE2	0.03575
PLCE1	0.045
INSL3	0.188
DLG1	-0.00969999999999997
PTPLA	-2.44875
PIGX	-1.096375
TFIP11	-0.341833333333333
FIBIN	1.261
POLR2G	-0.294
GRAP2	-1.9957
DNAJB8	-0.42525
CNBP	1.00483333333333
WASF1	0.75725
INPP5E	-0.5556
HSPB1	-1.694
TMEM167	-0.1838
CUBN	-0.404
IGF1	-0.00262500000000002
ITPK1	-0.7194
NAALAD2	-1.214
G3BP1	0.8212
NT5DC1	-0.432
CYP39A1	0.2675
TMEM139	1.73508333333333
POLK	-0.9345
GLULD1	-0.5275
RBM15	-0.992
AMZ2	-0.37025
GDF15	-4.049
MESDC2	-0.5565
INCA	0.782333333333333
ACY1L2	0.8585
GZMM	-0.810833333333333
PAIP1	0.66125
CACNA2D1	-0.0485
STK32C	-0.445166666666667
SH3BP4	-1.2555
DEC1	0.138
PADI1	-0.0385
UBB	0.0722
PON3	2.184
PROP1	0.7375
ANKRD13B	1.5545
ADCK1	-0.65825
TCF25	-0.856666666666667
SLC38A5	-1.438
CXorf26	-0.527333333333333
C19orf39	0.411
PPP1R13B	-0.37075
ARL2	-0.751
TCL6	0.36975
TOP3A	-0.029
SLC16A14	2.152625
FXYD6	3.02333333333333
HIST1H4E	0.31175
BBC3	-0.0835789473684211
UNC5A	0.0326666666666667
FAM86C	-0.2996
PI4KB	1.5665
B3GAT1	-2.84275
SUSD2	1.52533333333333
OAZ2	-0.0393333333333333
NOC4L	-0.091
C10orf12	0.4
FADS1	-1.788
LOC144097	0.0715
DKK2	-0.1855
KIAA1949	-0.06925
RHOT1	-0.5128
OXT	0.374166666666667
GPR153	1.19525
ARL4A	-0.219
SAAL1	-0.0255
CCDC64	-0.306
USE1	0.853666666666667
HNMT	-1.0655
PCGF3	0.172125
CYP2C19	0.303666666666667
C20orf4	-0.0775
CCDC11	2.2855
ACSBG2	0.186
