Hybridization REF	TCGA-AN-A0AL-01A-11R-A00Z-07
ZNF434	-0.998166666666667
SMARCD1	-0.4535
ZFP106	-0.32875
ZNF347	0.0227
GTF2E1	0.10075
RY1	-0.401666666666667
ATAD2B	0.891
ARHGAP17	-0.3412
KCNIP3	0.3425
SFPQ	0.5815
GFRA4	1.31933333333333
AKR1B10	-0.88875
TIGD6	-0.699333333333333
RGS16	2.25
URB1	-0.184833333333333
OR4C46	0.4034
TOP3B	-0.818
NFATC4	1.0265
CA14	-4.529
BMPR1A	-0.622166666666667
SNRP70	-0.723125
PRL	0.184909090909091
C6orf130	-0.87375
STAG2	0.2405
CD55	-0.433928571428571
RPS23	-0.31
SSX2	0.856833333333333
FDPSL2A	-0.34125
FBXO27	-0.71775
SYNGR3	-0.301833333333333
TMSL3	2.06575
EML1	-1.6115
NUP93	-0.7825
SMAD3	-0.2034
KIAA1189	0.811666666666667
HNRPUL2	1.27
TBC1D12	0.0118333333333333
C16orf24	0.204
MRVI1	1.79183333333333
ZNF581	-0.622666666666667
ELOVL3	-1.016
OR51Q1	-0.0423333333333333
CACNB3	-0.600833333333333
GALNT13	4.74275
C10orf84	0.78025
NEDD4	-0.5499
SPO11	1.3705
OR5AU1	0.256
NEK4	0.0905714285714285
PRKAR2A	-0.182833333333333
IHPK1	-0.536833333333333
ATP6V0B	0.26675
CACNA1E	2.592
CEACAM8	0.58225
PEX14	-0.596
FLJ12993	2.5485
ZBTB38	1.13075
PCTK2	-0.042
LRRC16	2.0249
FBLIM1	1.42708333333333
FYCO1	-0.011
RP5-1022P6.2	0.65
CMTM1	1.34066666666667
PLTP	0.461833333333333
RAPH1	1.65475
DOCK8	0.430714285714286
EZH2	-0.804
SLC25A1	-0.761833333333333
PLEKHB1	2.9344
GRB7	0.2119
ZFP37	-1.20975
MRPL33	0.328
PELO	-0.39
ARMC1	-0.525363636363636
C9orf27	0.319
FLJ25778	-0.0335
C9orf37	-1.3495
TMEM66	-0.11725
SPRN	0.289625
HBEGF	1.4915
PI4KA	-1.032
LEPRE1	0.58525
POU2AF1	0.801125
MRPL12	0.271333333333333
REP15	0.513
ZC3H3	0.767
RASAL1	2.74975
DDAH1	2.143
ACBD5	0.54975
TMC2	0.4905
CCDC137	0.30775
SAMD13	2.70183333333333
UGT2B15	-3.16383333333333
TIPARP	-0.748
DNASE1L3	0.6405
TRIM72	0.899833333333333
DBX2	0.021
IPO8	1.02975
C21orf88	-0.3538
MAP3K14	0.50025
LOC51233	0.623
GGTLA4	2.33375
PDE6D	-0.3175
ZNF117	-0.746
CLK2	-1.293375
NKRF	-1.2735
TNFSF15	1.3188
DUSP2	0.30675
SECISBP2	-0.8728
GABRR2	-0.405
PPAP2C	2.084
LOC51145	0.272166666666667
PAG1	0.38675
PIK3C3	-0.601
GNG10	0.039
APOL4	0.997166666666667
ANKRD28	-1.566375
STMN3	-1.6559
RAB14	0.8847
CDK2AP2	0.50275
HDDC3	-0.10925
COMMD7	0.12025
CXXC1	-0.84425
HMCN1	-0.0888333333333333
CD40	1.28875
DYNC1LI2	0.0784375
GDI1	0.03725
LOC646938	-0.4565
VSNL1	-1.70916666666667
PIH1D1	-0.0303333333333333
RAET1G	1.4035
KRTAP5-9	0.549
EFTUD2	-0.778
ZNF311	-0.9035
ATP6V1G3	0.412666666666667
OR2W3	-0.519666666666667
SCN4A	0.17025
MED10	-0.781625
FAM135A	0.5496
ARHGAP4	-1.05125
EHMT2	-0.924625
UFD1L	0.56775
ERMP1	-1.11675
MAG1	-0.523166666666667
THAP8	0.449333333333333
HACE1	-1.4525
FAM82C	0.874
C3orf20	0.2135
UNC84A	0.263333333333333
SCD5	1.32092857142857
LASS6	0.41275
LSG1	0.7615
MAL	-4.35075
GPR22	-0.2575
WDR5B	0.13925
ACTRT1	0.2915
C17orf60	1.87366666666667
GRIN2C	0.6565
ARMC8	-0.309416666666667
SLC47A1	-3.69133333333333
DMPK	-0.9715
DHRS13	-0.663833333333333
SMC1A	-0.377833333333333
KRTAP17-1	0.25825
SMYD5	-0.67825
TUSC2	0.155875
CRHR2	0.2415
KIR3DL2	0.147
CCDC104	-0.88125
ATP2C1	1.746375
CROT	-1.70125
PABPC3	0.431833333333333
EGR1	0.842
THSD1	-0.03225
KHK	-0.58
SLC12A2	1.437625
CD58	-0.43875
STOX2	1.47266666666667
CCDC76	-0.9428
CCDC48	1.5325
DNAH1	-0.123
ZIC4	0.458
OR1G1	0.496
PSMC6	-0.225666666666667
PROKR1	0.223
ABCB1	-0.637
TRAT1	-0.35875
LLGL1	0.2695
MTF1	1.88425
USP54	0.610625
PAGE2B	5.425
ITGB7	-2.8435
CCDC81	-0.3325
LOC149837	0.24725
SCUBE1	-0.2905
ZSCAN10	2.3415
HUWE1	0.399285714285714
CDH17	-0.036
CD180	3.104
IL17A	0.1735
TMPO	-0.22025
KIAA1524	-0.208833333333333
HDGFRP3	-0.236666666666667
OXCT1	-0.966
RRAS2	-0.959833333333333
LTBP2	2.3269375
SV2B	1.77083333333333
CYP2A6	0.28625
PKD1L2	-0.661666666666667
PPM1M	-0.19275
FLJ22662	1.83366666666667
ZNF502	0.68025
GP6	-0.00300000000000003
CRYBA2	0.29775
LEF1	-0.9134
CTPS	-1.00457142857143
EYA1	-0.22
EPS8L1	1.54625
MAPK14	-0.0706666666666667
SERPINB2	-4.676875
GTF2F2	0.415
ZNHIT4	-0.6075
PLA1A	0.76
C20orf114	5.42825
HPR	-3.5275
C18orf2	-2.6828
SATB2	-2.1505
KCNJ9	0.153428571428571
MGC157906	1.2295
MOCS3	-0.62125
C17orf71	-0.879666666666667
PPHLN1	0.2563
HIST1H2BN	-0.2135
RAPGEF1	-0.494375
MAP3K8	0.318
DLG4	0.562833333333333
STC1	1.35375
CDGAP	1.359
DDX26B	-0.81025
LOC150223	-1.297
CPSF3	-0.721
TMEM14A	0.0895
MYH3	-2.5655
GPKOW	-0.13375
SULT1A1	-1.352
SPON1	3.5085
YY1AP1	-0.0405
RAB23	0.53375
PLA2G4A	0.03975
MAPRE3	0.47075
ZNF516	-1.33628571428571
GGPS1	0.064
EXOC3L2	0.546875
C19orf42	-0.0151
MAP2K2	-0.0825
HIST1H2BB	-0.20225
RNF19B	1.93733333333333
C6orf128	1.34066666666667
TLR8	1.917
PCDHA9	-0.257
CARS2	0.68725
CLUL1	1.23083333333333
RHAG	-3.818
UNK	-0.5225
EXOC8	-0.2338
C9orf95	0.884
C14orf143	-0.7575
MAML3	0.1385
LDHA	-1.3715
MRPL20	0.735
KLHDC6	0.9064
ATP5S	-0.670666666666667
C8orf55	0.6975
PHF19	-1.59325
KRTAP13-4	1.4655
TTC5	-0.69975
XKR5	-0.5885
SILV	-4.10966666666667
TEX28	-0.9795
TCTN1	-0.21025
CX40.1	0.999333333333333
PPP2R5C	0.583375
C12orf30	-0.4965
CAPG	2.30175
MPZL1	1.57785
ARSB	-0.491833333333333
TDH	-1.44025
WASF4	1.8515
TSSK3	-0.7825
7A5	3.961
CRISPLD1	3.984
MAD1L1	0.221666666666667
SPIN4	-0.058
AMPD1	0.9345
DPYSL5	0.4435
INPP1	2.18233333333333
ANKRD11	-0.0665555555555555
NPAS4	0.2835
GCET2	1.1262
RNASE9	0.4285
GUCY2D	1.10833333333333
CCDC98	-1.109
FGF4	-0.27
CPM	-0.3685
SLC26A4	-0.846833333333333
PLD5	1.3535
FAM59A	0.7531
FBXO5	-1.149
SIPA1L1	1.12875
DPYS	1.3585
ATG4D	0.28975
TGM3	-0.4435
MTCH1	0.1695
HK1	-0.408230769230769
CDC26	0.181875
GALNT12	-2.94866666666667
LOC339229	-0.17625
MRPL35	0.073
ORC4L	-0.134375
TNKS	0.819357142857143
C2orf24	0.893666666666667
ZNF553	-0.970166666666667
GGTLA1	3.4214
ZNF497	-1.19725
CDY1B	0.465
SLC30A4	0.185428571428571
TUB	-2.12225
ARHGEF18	-0.22675
ARRB1	0.422
KCNK1	2.050375
EREG	-2.1372
SCAMP5	0.81175
RUNDC3B	1.1565
ADAMTS20	0.00899999999999999
IL17RB	-0.958
FLJ20323	0.00825
MCAM	1.88525
POLR3E	-2.44545454545455
AQR	0.660333333333333
IPMK	0.56
CDCA7	-1.793125
CAMP	-0.12325
GRHL3	0.81475
ADAMTSL2	1.54216666666667
CLMN	3.25666666666667
SSTR3	0.8885
MAGEA5	1.00233333333333
OVOL2	3.804
JMJD1B	-0.76425
RBL2	-0.3347
PYGO2	0.339
PPP1R10	0.472833333333333
CSE1L	-0.970666666666667
LCA5	0.66825
RDH16	-0.30325
ASRGL1	1.09275
TOM1	0.983333333333333
PTX3	-2.0465
TTC15	0.47575
SCGB3A1	2.61533333333333
MRPL50	-0.4335
RCAN3	2.35725
SLC26A11	-0.3295
STYX	0.7935
CINP	0.206
MARCH7	0.55875
PFKM	-2.08316666666667
SGMS1	0.8465
RIOK3	0.208
C1orf110	-0.013
CES7	0.418125
LOC440248	-2.74975
PPP1R12C	-0.039
C10orf27	1.406
ATG9A	0.85175
MRPS26	0.9125
TMEM40	-1.948
ELP3	-0.093
ZNF787	1.6319
HIAT1	-0.05625
C8orf34	1.02016666666667
MGC4655	1.0244
PELI1	1.9555
PPT1	-0.5486
SLC35C2	-0.409
C6orf125	-1.02375
MUC4	-1.04416666666667
RFC4	-0.885
GNB2	0.797
NUP50	1.25071428571429
SULT4A1	-1.452
C7	1.553625
CCDC130	0.0645
ARRDC4	0.621
RQCD1	0.8515
GLYCTK	-0.919
AYTL2	-0.851727272727273
MTUS1	2.3116
LEMD3	1.15233333333333
PLEKHF2	0.32225
HOXA7	2.558375
GTF3C2	-0.92
DYNLRB2	-1.38925
CNOT10	-1.002
MR1	0.432166666666667
FFAR1	0.2605
PRIC285	0.66125
SLITRK6	1.20875
LIX1	-0.2966
UBE1L2	-0.311
F8	0.62125
ACHE	0.197166666666667
KPNA5	-1.01875
TNFRSF12A	-0.0503333333333333
EGR3	-0.419
SERPIND1	-2.81766666666667
OASL	3.17275
IFRD1	-0.0375
WDFY1	0.833333333333333
ZNF267	0.059375
ACCN5	-0.121
ZBTB6	-0.52325
PPP1R3A	0.926
PRRT3	-0.5845
FBXL19	-0.1735
TXNIP	1.1635
ACTN2	-1.4205
ATG9B	0.41725
C9orf117	0.161625
IL27	-0.157
RPL36AL	0.053
KLK15	1.03425
CHAD	0.6555
RAP2B	0.6126
HEBP2	2.06075
ZNF342	-0.0405
CAMK2G	-0.992166666666667
TLR3	1.4425
FGF14	-0.31275
HMGB2	-1.221125
TRPM5	0.488
OR5M11	0.687
KIF3B	0.606947368421053
PRICKLE2	0.07875
MTMR9	-0.356
C3orf27	0.1205
GLRA3	-1.66366666666667
NSDHL	0.0916666666666667
TMEM32	-0.12025
POLR2D	-0.583083333333333
MYADML	0.607
C9orf114	-0.33925
MRGPRX1	0.557
TOPORS	0.12725
CLDN19	-1.382
C1QL4	0.1945
RNF165	-3.549
DHRS9	1.28325
DNAH2	-1.328
FXR1	-0.491
ZMYM3	-1.18475
CASP3	0.33
FAM120C	0.620125
SCLY	-1.5435
CA7	-0.3235
ENTPD5	0.627333333333333
ZNF461	-0.224
PDIA5	0.40675
C1orf19	-0.1765
TMEM67	-1.3515
KCTD20	-0.094
WDR47	-0.138
FLJ38723	3.5845
KLRF1	-0.3005
TAS2R16	0.1945
CLDN12	-0.17275
PRKCE	1.04125
UBXD4	-0.4735
ITGAM	2.02533333333333
GLT8D3	0.00662499999999999
WDR31	0.6118
RGS2	1.70275
OR51L1	0.688
MST1R	0.471
KIAA1737	0.21275
OR4A5	0.602
GLIS1	-1.4735
PTMA	0.851
NAPA	0.74675
PRDM11	-0.012
LIPF	0.075
DIRAS3	-0.2085
ASGR2	-3.823125
C1QTNF4	0.26425
PIK3R4	-0.507166666666667
ARMC3	-0.64525
NDUFV3	-0.383083333333333
BTBD3	1.42583333333333
PPP1R2	0.453916666666667
UBE2NL	0.20225
FOSL2	1.51378571428571
FAM119A	0.0216666666666667
TUBA4A	0.5454
KRTAP12-1	0.36925
SFRS2	-0.57275
RHPN1	-0.5944
EEF2	-1.60483333333333
ZDHHC11	-4.11033333333333
EPHA3	-1.1066
RBM12	-0.9765
H2AFJ	-0.300416666666667
EDIL3	3.3295
KIF26A	-1.79225
SERGEF	0.10225
B3GALT4	3.31625
LOC90925	3.13883333333333
OSCAR	0.104875
NPFF	-0.60575
DEDD	0.67025
TMEM155	-0.65325
PTPN1	0.13975
SCYL2	0.920166666666667
SKAP1	1.31625
LEAP2	-3.83516666666667
GADD45G	2.2482
IFITM3	1.06025
PILRB	-2.07216666666667
SLU7	-0.7055625
DSC3	2.346
DNMT3L	-1.2735
PAPD5	-0.016125
B3GNT3	1.802
LHCGR	0.431
MSL-1	-0.93925
UBE2S	-0.45675
SAP130	-0.648
ANAPC11	0.6775
MAGED4B	-0.8585
ATP6V1B2	0.303833333333333
C14orf179	0.63025
CAPZA1	0.314875
CDYL2	-0.367
GLRX3	0.0535
LOC136288	0.395333333333333
MOBKL1A	-0.06225
HTR2B	2.397
CRYGD	-0.261166666666667
NUS1	0.8335
PGRMC1	-0.3485
MYOM2	-0.73825
FLJ39653	-0.756666666666667
CHM	-0.1039
OR5M8	0.4075
ZNF619	-0.072
FAM105A	-0.21175
CCNL1	-1.423375
NAP1L3	-1.029
C10orf57	0.170833333333333
B3GALNT1	1.51316666666667
CSN1S2A	-0.101
TCP10L	-0.94075
GDAP2	0.465125
DMKN	-3.46066666666667
COX6B1	0.84825
DNASE2	0.896833333333333
MSH5	-2.49125
LGMN	0.54725
USP31	-0.3314
OR13C8	0.75
SDCBP	0.8067
NUDT11	-2.06066666666667
PYGL	0.231
SNPH	-0.639833333333333
B3GNT4	1.0735
MIZF	-0.7551
NUBPL	-0.374625
NOD1	0.284166666666667
CDH22	0.2605
NUBP1	0.0336666666666667
DSCAM	-4.015
DGKI	0.1295
FAM136A	-0.60775
AKAP1	-0.373666666666667
SLC16A6	-2.1395
RIN3	1.37475
PSG2	-0.16525
DIP2B	-0.2435
PSORS1C1	-0.2855
KIAA0495	-1.2745
FLJ90709	-1.373
LPA	-0.127833333333333
PIGA	0.708666666666667
LY75	2.88933333333333
UTS2	-5.672
RREB1	0.107125
GALNACT-2	0.6117
MGC3196	0.22975
FLJ31568	-1.3355
LPHN1	-1.13225
SP1	0.64325
TOX4	-0.269
HSPA9	0.0270000000000001
APOBEC1	0.184
SLC35E4	-0.79
LSM5	0.064
SURF1	-0.012
ZBTB1	0.451333333333333
GTF2F1	-0.360625
RPS15A	-0.982
DUSP21	-0.597166666666667
GINS4	-1.873
MYO15A	-0.703833333333333
GIMAP7	4.17225
MGC13379	0.74975
ATP6V1E2	-0.286333333333333
UTP3	-0.23475
HNRPA3	0.5031875
MT4	0.7305
C14orf155	0.558
U1SNRNPBP	0.52425
CKLF	0.129333333333333
PLEKHN1	0.407833333333333
MBNL1	0.516333333333333
NUP160	-1.23575
ACSM2A	-1.088
LOC129881	-1.068
KIAA1529	-1.3825
FLJ22639	-2.16225
HAND1	-0.5145
GSX1	0.5415
FGA	-4.07386666666667
SERPINB1	0.58875
ZNF642	0.4105
IGFBP1	-7.72425
SLC1A1	0.933
DHX57	-0.515375
ZNF766	0.5925
PTPN21	0.9065
GDPD3	-1.85983333333333
PNPLA5	0.254
TBR1	-0.346666666666667
FAM116A	-0.328
IQGAP1	0.531125
FOS	1.35975
ZNF226	-0.22425
FIGNL1	0.00166666666666667
C14orf1	0.669333333333333
ZMYND17	-0.238
PUS7	-0.831166666666667
TUBB6	-0.509375
KCNQ2	-1.64775
MARCH6	-0.547
CCDC33	1.0695
PRODH	-1.69925
RBM11	-1.93425
EPHA6	1.24214285714286
SLC43A1	-1.0945
LOC196541	-0.231666666666667
NTN1	1.80116666666667
ING4	-0.6125
PCDHB10	2.19125
DPH2	-0.611
SPACA4	0.13025
FBXL21	-3.265
DIAPH1	-0.499666666666667
ZNF71	0.767
CEP76	-0.466
CORO1A	0.724
RRM2	-1.09475
EDG4	1.26125
OS9	0.496166666666667
SLC4A1AP	-0.16775
COG5	-0.43825
COPS8	-0.8585
NGLY1	-1.34925
NCBP2	0.402625
C17orf42	-1.64666666666667
GPSM3	1.46625
SIL1	0.498
ASB6	0.49775
SMAD5OS	0.511666666666667
UNC93A	-2.821375
A1BG	-0.842666666666667
C21orf62	0.2285
FMO5	-0.565
ATRIP	-0.880666666666667
CEBPG	-0.139333333333333
C7orf38	0.016
TNFRSF1B	1.38783333333333
CLEC1A	0.916333333333333
IQSEC1	-0.45775
PATZ1	1.4783
RBM22	1.305
BAG2	-0.985666666666667
PAQR5	-1.21666666666667
C9orf127	1.2906
THNSL1	-1.04075
SHROOM3	2.8058
JAM2	0.729
SNRPN	-2.83225
ALX4	0.2485
CACNA1S	0.353
FAM130A1	-0.42075
CORIN	1.8645
CD300LB	0.727
PLEKHG6	1.205
LRRC40	-0.56025
PCLKC	-0.869
PCDHB16	-0.0815
WNT2B	0.0348333333333333
ASNS	-1.24422222222222
MRPL49	0.80625
FLJ46111	-0.67925
ISG20	1.9435
SMU1	-0.0118333333333333
CASZ1	-0.054
POLR1D	-0.49975
GIN1	-1.119
SNAG1	0.330333333333333
ANKRD29	-1.61025
CDKN2AIP	-0.48725
KRR1	1.8935
CXCL1	-1.21383333333333
EPM2A	-0.4119
PC	-0.286
DEFB127	0.4195
PDZRN4	1.031
FAH	-0.872125
OR51E1	1.7685
CDC2L6	0.794
DNTTIP1	0.51725
PAX8	-0.99775
TMEM116	0.674
C1orf150	0.508
PRO2012	0.1025
MRPL40	-0.4535
BEX1	-3.8788
SLC2A4	-0.957
PKMYT1	-0.92025
FEZF2	0.0558333333333333
SLC26A9	4.43475
MAP2	3.03941666666667
LYL1	-0.3695
SLC25A19	-0.0338333333333333
NOS3	1.046
ZNF34	0.651666666666667
TMPRSS11F	-0.0543333333333333
FAM43A	0.50575
FCRL4	0.2282
KLF14	1.21575
FLRT2	-0.741333333333333
WRN	-0.88775
SDF2	-0.0836
KRT8P12	-0.29275
C6orf195	-0.4815
C9orf125	0.649
DZIP3	-0.38875
RIT1	0.274916666666667
SCML1	-1.6635
RHBDF2	0.96225
OR2G3	0.8915
REXO1L1	-1.1245
MAP3K7IP3	0.0385
C3orf57	-3.35125
FBXW11	-1.46416666666667
ETAA1	-0.45325
C14orf131	-0.4453
AKT1S1	-0.129
SLC12A5	-0.4735
C9orf164	0.888
NRIP3	-0.612125
NOS1AP	-0.37
TMEM121	0.38325
SAP30BP	0.0199
DGCR6	0.6375
WDR76	-0.724
FAM82B	-0.990583333333333
LOC606495	-0.82
MAP9	1.353
BCDIN3D	-0.1625
CXorf36	3.99883333333333
DSCR3	-0.3629
ZFAND3	0.748875
C7orf43	0.4895
SPSB3	-0.3464
C19orf19	0.59675
FAM133A	-1.691625
C12orf25	-0.775
SLC39A3	-0.333375
DISP2	1.20725
PI4KAP2	-2.335
MKRN3	-0.0495
ADAMTS13	-1.3855
CBLN3	0.8296
TTYH1	3.16616666666667
C3orf18	0.09725
FLJ13236	-0.68075
ZMYND12	1.82925
C18orf25	0.097
GLB1L3	-0.1015
ATP13A5	0.4335
RANBP10	-0.322
CD96	0.2923
DENND1C	0.487
RBMS3	0.4724
SLC41A3	1.156
DGCR6L	0.48325
TMEM128	0.0106666666666667
CSNK1G3	-0.784285714285714
MOBKL2C	1.50575
TSPAN6	-0.480375
MATN2	0.1745
MSL2L1	0.474833333333333
ST6GALNAC2	1.557
FGFBP2	2.255375
FGL1	-5.7545
MPP3	-3.3025
ARHGEF6	0.898
TGFBR2	0.478
ACMSD	-0.07725
IL33	3.136
C9orf5	0.05225
DEAF1	-0.1307
AMN	0.918
DEFA6	0.086875
RNF212	-1.57675
METT5D1	-0.152166666666667
CIB1	0.7954
TSSK1B	0.062
KIAA1727	0.36375
ZNF680	-0.15575
LOC399900	-0.9175
LOC152217	0.50125
CTNNAL1	-2.238
CIT	-1.337
TLE6	-0.81025
ZNF607	-1.20725
HERC4	-1.84166666666667
DRAP1	0.1015
PEMT	-1.11025
C10orf111	-0.219
ZNF575	1.637375
KCTD7	0.2405
MYO1F	0.666
LOC285382	2.05225
RAB11A	0.1981
PLCD3	-0.29625
C15orf28	0.063
PTBP2	-0.7605
CTB-1048E9.5	0.50875
C19orf60	0.837333333333333
C7orf25	0.015
SETD7	-0.0885
HOXB9	-3.82
VANGL1	1.2326875
CHAF1B	-0.44025
NDUFA3	0.48075
KIAA1328	-0.852
SHARPIN	0.1385
TTC23	1.51825
UGP2	1.10016666666667
ANKIB1	0.4047
CIRBP	-0.778571428571428
SEC14L4	-0.7305
OVCH1	0.271
VPS52	-1.279
FAT	-0.19825
M6PRBP1	-0.34775
GPRIN3	0.4225
PPM1F	0.924333333333333
TSR1	-0.814
CCDC85A	0.67125
PCSK5	2.341
ZFHX3	0.1825
HEMK1	-1.7205
PGBD2	0.7065
RSRC2	0.0516666666666667
AURKC	-1.60716666666667
SCRIB	0.1125
ORM2	-3.73966666666667
FAM115A	-0.6348
FZD6	1.202125
UNC119	-0.369
GPX3	-1.2582
NOV	1.408
CABC1	-1.833
CDC42SE2	0.1815625
EIF2S2	-0.5094
RNF130	0.92
CKAP5	-0.980333333333333
RP11-413M3.2	1.08175
C10orf18	-0.3158
TMEM93	-0.524
DYX1C1	-1.56975
KCNMB2	-1.526875
ANK3	-0.19275
KRT5	-2.3374
CDH12	-1.48414285714286
QRSL1	-0.70425
JUB	-1.47275
SHC4	0.6355
CCL15	1.162
CCDC22	-0.14225
SNX24	-0.595
RARS	-0.8445
MORC2	0.543625
FAM48A	-0.2545
MT1H	0.121
PPP1R14C	0.663333333333333
FOXD1	0.851285714285714
C1orf213	-2.4925
AMT	-2.529
DSN1	-0.47575
PTPLAD2	1.06766666666667
DIS3L	0.04525
RASL11A	1.14225
GPRC5B	2.782
FRMD7	-0.4
STRN4	0.384
KITLG	2.35881818181818
HDGF	1.1345
OR1S1	-0.099
SETX	-0.1626
DDR2	0.25475
KCTD12	2.28725
LYZL2	-0.46725
WDR52	0.339
TMEM2	1.93925
ZNF579	1.50566666666667
LOC200810	-0.21625
TNFSF9	-1.6055
PPFIA4	-3.19175
CNIH3	0.0163333333333333
MAP4K4	-0.591785714285714
ROD1	0.584642857142857
ALS2CR12	0.291333333333333
DOCK3	-1.5796
PAQR9	-3.89175
ASB17	0.159833333333333
STX16	-0.965625
FEZ2	0.2175
DLAT	0.731
KIF21B	-1.2225
CDC5L	0.44525
TMEM119	0.714333333333333
CRIP3	-0.99925
TPSD1	1.48233333333333
TEPP	1.90075
GNGT2	1.57075
C21orf121	1.8445
WNK1	0.80825
FLJ10490	1.248
OR51B5	-1.978
LOC203547	-0.1615
HAS1	1.6035
PPA1	-0.125666666666667
ST7	0.629375
C11orf46	0.3487
POPDC3	-1.57333333333333
ACOX2	-2.1365
ATCAY	-0.0165000000000001
TM4SF19	-1.4945
MFSD9	0.119833333333333
PDHB	-1.26075
ERN1	0.26625
LCE3C	0.221
GPR111	-0.018
NOTCH3	3.182
ADAMTS5	3.53025
B3GALT1	-0.55975
UGCGL1	1.20066666666667
FAM58A	1.37016666666667
FBXO32	1.26675
CLPP	-0.90775
NXPH1	-1.742
MTMR3	1.04316666666667
ATP1B3	1.0435
TMEM16A	3.563
HIST1H3F	0.00183333333333332
TRIM25	0.148
SDCBP2	3.7585
CRKL	-1.170875
HOXB2	-0.326166666666667
ANP32B	0.116
GATM	4.141
AP4E1	-0.16325
EDG5	0.756375
CDKN3	-0.565333333333333
CDH4	-2.13925
PGD	-0.0435
RND1	-0.463
GAD1	-1.4009
MPG	-0.085625
LOC440350	-0.7615
ZNF133	0.18125
SERPINB12	0.7235
AMELY	-0.700333333333333
DHX36	-1.0445
TNFAIP8L2	3.208
PHTF2	0.384
CCDC112	-0.880166666666667
IQCC	-0.5945
HEYL	4.06833333333333
FTSJ2	0.3965
APPL1	0.104125
RAB43	1.55607142857143
OR10G2	-0.5945
WAC	0.372
ADCY9	-1.053
RUNDC2B	0.7925
PYCRL	0.0245
AGPAT7	-0.438833333333333
SLC22A9	-0.886
CDKAL1	-0.022
PDYN	-0.157333333333333
C20orf74	1.7625
MTMR11	-0.9175
VAV3	0.0459166666666667
DAPL1	0.7945
STXBP3	0.1955
EIF3G	-0.5395
ARHGAP22	0.45175
NPFFR1	0.3235
NPC1	0.098
ALDH9A1	0.997
ZNF600	-0.09925
ZNF678	-0.689833333333333
RASSF1	0.106666666666667
ADD2	-2.53825
PITPNB	1.158875
PKD2L2	0.286714285714286
LRP11	0.75125
CDKL1	-0.03825
SMEK2	0.549
PRODH2	-2.86283333333333
C11orf54	-0.411666666666667
SFRS11	-0.533666666666667
IL7	0.453666666666667
ALS2CR16	2.29975
BTG3	0.679
PAK2	0.534166666666667
RP11-679B17.1	-1.2595
GATA4	-1.331
ATP2B1	0.43625
LOC130940	1.439
C1orf172	2.81933333333333
ATF7IP2	-2.266
SLC25A43	-0.619
CENTG3	0.676166666666667
IGF2BP1	-3.8298
FCHSD1	0.3405
CAMK2N2	2.7725
ELAVL3	0.2821
NBPF15	-0.83
UBE2J2	-0.28925
GNL2	-0.208
PRR3	-0.165
NLF2	2.18675
OR4F6	0.7605
KLHL24	1.42883333333333
CCDC88A	-0.4864
SGPP1	-0.375666666666667
C10orf11	-0.184333333333333
SLC35B4	-1.01583333333333
UGT3A2	-1.7875
ARNT2	1.2586
CBR1	0.66025
ITPR3	-0.959
TRAPPC6B	0.2206
AMZ1	-2.0445
ARP11	1.7685
WDSUB1	0.024
APBA1	0.247333333333333
RAB2A	1.1229
C6orf162	-0.703875
HPSE2	0.584
PLCE1	1.82625
INSL3	0.53975
DLG1	0.7833
PTPLA	-4.16025
PIGX	0.220875
TFIP11	0.681666666666667
FIBIN	3.401
POLR2G	-0.59725
GRAP2	-0.8992
DNAJB8	-0.36175
CNBP	0.429666666666667
WASF1	-1.47725
INPP5E	-1.3968
HSPB1	0.72625
TMEM167	-0.1975
CUBN	0.60975
IGF1	2.7060625
ITPK1	-0.461
NAALAD2	-1.21542857142857
G3BP1	-0.4259
NT5DC1	-0.356625
CYP39A1	1.063
TMEM139	0.105
POLK	-0.498111111111111
GLULD1	-2.199
RBM15	-0.7135
AMZ2	-0.3065
GDF15	-1.23766666666667
MESDC2	-0.1355
INCA	1.00466666666667
ACY1L2	-1.257
GZMM	-0.385166666666667
PAIP1	-0.04325
CACNA2D1	-0.211
STK32C	-1.43216666666667
SH3BP4	0.816666666666667
DEC1	1.0085
PADI1	0.117
UBB	0.0568
PON3	-1.27933333333333
PROP1	1.7165
ANKRD13B	-1.5065
ADCK1	-0.4385
TCF25	0.5785
SLC38A5	-2.319
CXorf26	0.182833333333333
C19orf39	-0.53325
PPP1R13B	1.34175
ARL2	-0.38
TCL6	0.462545454545454
TOP3A	-0.7835
SLC16A14	1.74875
FXYD6	1.5545
HIST1H4E	0.35875
BBC3	0.697578947368421
UNC5A	0.250666666666667
FAM86C	-0.5991
PI4KB	0.404875
B3GAT1	-3.1835
SUSD2	2.46733333333333
OAZ2	-0.303333333333333
NOC4L	0.06625
C10orf12	-0.1845
FADS1	-1.15816666666667
LOC144097	-0.6095
DKK2	0.0238333333333333
KIAA1949	0.1445
RHOT1	-0.0261
OXT	1.53016666666667
GPR153	2.3955
ARL4A	-0.491
SAAL1	-1.11
CCDC64	0.1985
USE1	-0.214333333333333
HNMT	0.468833333333333
PCGF3	0.12525
CYP2C19	0.958666666666667
C20orf4	0.088
CCDC11	-1.485
ACSBG2	0.0875
RWDD2A	0.17625
PALLD	2.37025
CPLX4	1.139
LOC492311	0.43275
KPNA2	-0.579833333333333
MACROD1	-0.8462
TMCO3	0.233333333333333
C15orf52	1.62016666666667
BIRC5	0.390133333333333
