Hybridization REF	TCGA-E2-A10F-01A-11R-A10J-07
RY1	-0.6435
ATAD2B	0.196875
ARHGAP17	-0.2315
KCNIP3	-0.923
SFPQ	0.1605
GFRA4	0.345666666666667
AKR1B10	-3.701375
TIGD6	1.082
RGS16	2.397875
URB1	-0.4575
OR4C46	0.1415
TOP3B	-1.252
NFATC4	0.794
CA14	-4.017
BMPR1A	-0.0476666666666667
SNRP70	-0.708
PRL	0.264666666666667
C6orf130	-0.544
STAG2	0.202
CD55	-0.264571428571429
RPS23	0.229
SSX2	-1.38983333333333
FDPSL2A	-0.5245
FBXO27	0.248
SYNGR3	-0.236833333333333
TMSL3	1.80275
EML1	-1.065
NUP93	-0.869666666666667
SMAD3	-0.5779
KIAA1189	0.814333333333333
HNRPUL2	0.284333333333333
TBC1D12	1.34566666666667
C16orf24	1.194
MRVI1	2.154
ZNF581	-0.240166666666667
ELOVL3	0.255
OR51Q1	0.324
CACNB3	1.49633333333333
GALNT13	-0.216625
C10orf84	1.162375
NEDD4	-0.0302
SPO11	-0.744
OR5AU1	0.946
NEK4	0.0344285714285714
PRKAR2A	-0.0966666666666667
IHPK1	-0.164166666666667
ATP6V0B	-0.02575
CACNA1E	1.1955
CEACAM8	-0.046
PEX14	0.1235
FLJ12993	-1.235
ZBTB38	0.5115
PCTK2	0.381333333333333
LRRC16	0.2183
FBLIM1	1.35458333333333
FYCO1	1.52325
RP5-1022P6.2	-0.423666666666667
CMTM1	0.496166666666667
PLTP	0.519833333333333
RAPH1	0.474
DOCK8	1.471875
EZH2	-1.45493333333333
SLC25A1	-1.258
PLEKHB1	-0.1197
GRB7	0.323
ZFP37	0.53425
MRPL33	-0.80525
PELO	-0.272
ARMC1	-0.255363636363636
C9orf27	-0.051875
FLJ25778	0.1995
C9orf37	-0.735333333333333
TMEM66	0.825
SPRN	-0.21525
HBEGF	0.128
PI4KA	-0.8205
LEPRE1	-0.051
POU2AF1	-3.394875
MRPL12	-0.874833333333333
REP15	0.022
ZC3H3	0.20075
RASAL1	-1.658
DDAH1	1.4085
ACBD5	0.3795
TMC2	0.3595
CCDC137	-0.32675
SAMD13	-1.6825
UGT2B15	-3.475
TIPARP	0.63225
DNASE1L3	1.18
TRIM72	0.149833333333333
DBX2	1.30025
IPO8	-0.01
C21orf88	0.5056
MAP3K14	0.58525
LOC51233	0.267833333333333
GGTLA4	-1.33
PDE6D	0.1205
ZNF117	-0.37325
CLK2	0.1765
NKRF	-0.74825
TNFSF15	0.8434
DUSP2	0.369125
SECISBP2	-0.0684
GABRR2	0.066
PPAP2C	0.559
LOC51145	0.187166666666667
PAG1	0.135875
PIK3C3	-0.05125
GNG10	0.435
APOL4	0.821333333333333
ANKRD28	-0.536875
STMN3	-0.353
RAB14	0.7681
CDK2AP2	-0.396
HDDC3	-0.13
COMMD7	0.233625
CXXC1	-0.10075
HMCN1	0.390666666666667
CD40	1.06325
DYNC1LI2	-0.0463125
GDI1	0.088
LOC646938	-0.1425
VSNL1	-2.04683333333333
PIH1D1	-0.145166666666667
RAET1G	-1.3615
KRTAP5-9	-0.7095
EFTUD2	-0.72775
ZNF311	0.1635
ATP6V1G3	0.33575
OR2W3	0.91475
SCN4A	0.41
MED10	-0.702875
FAM135A	-0.6866
ARHGAP4	-0.6385
EHMT2	-0.592375
UFD1L	-1.21725
ERMP1	0.69075
MAG1	-1.13633333333333
THAP8	0.468666666666667
HACE1	-0.826666666666667
FAM82C	0.399166666666667
C3orf20	-0.0515
UNC84A	-0.888166666666667
SCD5	-0.3535
LASS6	1.59075
LSG1	0.0185833333333333
MAL	-5.8665
GPR22	-0.2735
WDR5B	0.848
ACTRT1	0.00900000000000001
C17orf60	0.939
GRIN2C	-0.003
ARMC8	-0.448833333333333
SLC47A1	-1.07166666666667
DMPK	0.77675
DHRS13	-1.6525
SMC1A	-1.06416666666667
KRTAP17-1	1.023
SMYD5	-0.2915
TUSC2	0.229625
CRHR2	0.414
KIR3DL2	-0.1335
CCDC104	0.20025
ATP2C1	0.796
CROT	1.4285
PABPC3	0.231166666666667
EGR1	1.4495
THSD1	0.77475
KHK	-1.21325
SLC12A2	0.8875
CD58	-0.195
STOX2	-1.161
CCDC76	-0.2488
CCDC48	3.644
DNAH1	0.0898333333333333
ZIC4	-0.23025
OR1G1	-0.294
PSMC6	-0.3265
PROKR1	0.054
ABCB1	-0.864
TRAT1	0.00325
LLGL1	0.0665
MTF1	1.13425
USP54	0.59325
PAGE2B	-2.1135
ITGB7	-4.1015
CCDC81	0.6985
LOC149837	0.4955
SCUBE1	0.5445
ZSCAN10	0.822
HUWE1	-0.124285714285714
CDH17	0.111
CD180	0.7635
IL17A	0.21225
TMPO	-0.874
KIAA1524	-1.0895
HDGFRP3	0.1195
OXCT1	-1.18981818181818
RRAS2	-0.955166666666667
LTBP2	2.9375625
SV2B	1.38316666666667
CYP2A6	0.155875
PKD1L2	-0.368
PPM1M	1.32375
FLJ22662	1.75166666666667
ZNF502	1.389
GP6	-0.611
CRYBA2	-0.8685
LEF1	-1.6014
CTPS	-1.63871428571429
EYA1	-3.18583333333333
EPS8L1	1.354
MAPK14	-0.498166666666667
SERPINB2	-4.044875
GTF2F2	-0.172833333333333
ZNHIT4	-0.2045
PLA1A	0.952625
C20orf114	3.199
HPR	-3.7335
C18orf2	-3.02216666666667
SATB2	-2.152
KCNJ9	-0.107
MGC157906	0.7885
MOCS3	-0.0655
C17orf71	-0.373333333333333
PPHLN1	0.1776
HIST1H2BN	-0.40875
RAPGEF1	-0.08025
MAP3K8	0.17775
DLG4	-0.096
STC1	0.04875
CDGAP	1.81275
DDX26B	-1.2345
LOC150223	-2.05675
CPSF3	-0.822
TMEM14A	0.481
MYH3	-2.03375
GPKOW	-0.03725
SULT1A1	-0.303666666666667
SPON1	3.9232
YY1AP1	0.754333333333333
RAB23	0.33275
PLA2G4A	-3.1755
MAPRE3	0.679
ZNF516	0.863142857142857
GGPS1	1.2795
EXOC3L2	-0.01225
C19orf42	0.4689
MAP2K2	-0.1135
HIST1H2BB	0.283
RNF19B	1.3545
C6orf128	0.127666666666667
TLR8	2.7385
PCDHA9	0.1935
CARS2	0.420625
CLUL1	1.54116666666667
RHAG	-4.97833333333333
UNK	-0.279
EXOC8	0.9745
C9orf95	1.0925
C14orf143	-0.305166666666667
MAML3	0.23625
LDHA	-1.6905
MRPL20	0.140875
KLHDC6	0.568666666666667
ATP5S	-0.417
C8orf55	-0.11075
PHF19	-1.89925
KRTAP13-4	0.5045
TTC5	0.393
XKR5	-0.1685
SILV	-5.30016666666667
TEX28	0.0255
TCTN1	1.1575
CX40.1	-0.32875
PPP2R5C	-0.168375
C12orf30	-0.866
CAPG	2.55875
MPZL1	1.16715
ARSB	-0.497666666666667
TDH	-1.04775
WASF4	0.5945
TSSK3	-0.883833333333333
7A5	1.59
CRISPLD1	2.64775
MAD1L1	-0.595666666666667
SPIN4	-0.698166666666667
AMPD1	-0.348
DPYSL5	0.1705
INPP1	-0.0843333333333333
ANKRD11	-0.836611111111111
NPAS4	0.099625
GCET2	0.2201
RNASE9	-0.377
GUCY2D	0.115166666666667
CCDC98	0.4385
FGF4	-0.2725
CPM	0.0458333333333333
SLC26A4	-1.3265
PLD5	0.36225
FAM59A	0.5934
FBXO5	-2.55311111111111
SIPA1L1	-0.2035
DPYS	0.2355
ATG4D	-0.1145
TGM3	1.043
MTCH1	-0.191375
HK1	0.471428571428571
CDC26	-0.25675
GALNT12	-2.22016666666667
LOC339229	-0.1515
MRPL35	-0.2405
ORC4L	0.1775
TNKS	0.0727857142857143
C2orf24	0.509166666666667
ZNF553	0.575666666666667
GGTLA1	2.5816
ZNF497	0.5565
CDY1B	0.1315
SLC30A4	0.63675
TUB	-1.031
ARHGEF18	0.426
ARRB1	0.2855
KCNK1	2.437125
EREG	-0.5612
SCAMP5	-0.63225
RUNDC3B	1.33575
ADAMTS20	-0.2785
IL17RB	-0.430375
FLJ20323	-0.752
MCAM	0.7165
POLR3E	-1.00525
AQR	-0.335666666666667
IPMK	0.4235
CDCA7	-4.925875
CAMP	1.22325
GRHL3	-0.12275
ADAMTSL2	1.46016666666667
CLMN	1.17783333333333
SSTR3	0.3395
MAGEA5	-2.60483333333333
OVOL2	3.59825
JMJD1B	0.009
RBL2	0.2073
PYGO2	0.92025
PPP1R10	0.225166666666667
CSE1L	-1.09233333333333
LCA5	1.0465
RDH16	-0.26175
ASRGL1	-2.25125
TOM1	0.044
PTX3	-5.723
TTC15	0.64025
SCGB3A1	1.223
MRPL50	-0.66
RCAN3	1.55325
SLC26A11	0.745
STYX	-0.355166666666667
CINP	-0.124
MARCH7	-0.01125
PFKM	-0.2245
SGMS1	0.516
RIOK3	-0.1109
C1orf110	0.8475
CES7	0.09075
LOC440248	-2.18675
PPP1R12C	0.15
C10orf27	1.117
ATG9A	-0.57
MRPS26	0.23725
TMEM40	-0.0035
ELP3	0.2128
ZNF787	0.5672
HIAT1	0.366375
C8orf34	0.9945
MGC4655	0.689
PELI1	0.81
PPT1	0.7743
SLC35C2	-0.196666666666667
C6orf125	-0.45225
MUC4	-1.51933333333333
RFC4	-1.96014285714286
GNB2	0.328
NUP50	-0.532357142857143
SULT4A1	-1.32283333333333
C7	2.380625
CCDC130	-0.163166666666667
ARRDC4	0.01875
RQCD1	-0.32325
GLYCTK	-1.37175
AYTL2	-0.819
MTUS1	1.1697
LEMD3	-0.0888333333333333
PLEKHF2	0.76025
HOXA7	0.319375
GTF3C2	-0.6945
DYNLRB2	1.97475
CNOT10	-0.11675
MR1	1.16383333333333
FFAR1	0.3015
PRIC285	0.1145
SLITRK6	6.913
LIX1	-1.3601
UBE1L2	-0.824833333333333
F8	1.44775
ACHE	0.314666666666667
KPNA5	-0.29925
TNFRSF12A	-0.351666666666667
EGR3	1.596
SERPIND1	-4.23616666666667
OASL	3.3075
IFRD1	-2.080375
WDFY1	0.403666666666667
ZNF267	0.604125
ACCN5	0.0225
ZBTB6	0.14775
PPP1R3A	0.0385
PRRT3	1.48775
FBXL19	-0.4405
TXNIP	0.6355
ACTN2	0.32925
ATG9B	-0.4745
C9orf117	0.391125
IL27	0.0275
RPL36AL	0.115666666666667
KLK15	-0.16925
CHAD	1.318
RAP2B	0.0647
HEBP2	0.551
ZNF342	0.384
CAMK2G	-0.241333333333333
TLR3	2.667
FGF14	0.6695
HMGB2	-0.887375
TRPM5	-0.305833333333333
OR5M11	0.1525
KIF3B	0.439210526315789
PRICKLE2	1.5285
MTMR9	0.262875
C3orf27	0.01425
GLRA3	-1.16433333333333
NSDHL	-0.508
TMEM32	-0.43975
POLR2D	-0.91
MYADML	0.463
C9orf114	0.22775
MRGPRX1	0.2095
TOPORS	0.7645
CLDN19	0.033
C1QL4	0.71
RNF165	-0.8405
DHRS9	0.72375
DNAH2	0.489
FXR1	-0.438333333333333
ZMYM3	-0.358
CASP3	0.153166666666667
FAM120C	-0.781125
SCLY	-1.20875
CA7	0.249
ENTPD5	-0.748666666666666
ZNF461	0.11775
PDIA5	-0.32275
C1orf19	0.143666666666667
TMEM67	0.0125
KCTD20	-0.369
WDR47	1.015
FLJ38723	0.5195
KLRF1	0.489666666666667
TAS2R16	-0.104
CLDN12	-0.1055
PRKCE	0.8455
UBXD4	-0.7205
ITGAM	3.20383333333333
GLT8D3	-0.19275
WDR31	1.3489
RGS2	0.54175
OR51L1	0.39
MST1R	1.18975
KIAA1737	0.71375
OR4A5	0.23
GLIS1	-0.697166666666667
PTMA	0.282357142857143
NAPA	0.8245
PRDM11	0.1715
LIPF	0.184
DIRAS3	2.087
ASGR2	-4.7325
C1QTNF4	0.67775
PIK3R4	0.3905
ARMC3	3.10525
NDUFV3	-0.210416666666667
BTBD3	-0.776166666666667
PPP1R2	0.399
UBE2NL	-0.349
FOSL2	1.63757142857143
FAM119A	-1.54066666666667
TUBA4A	-0.1958
KRTAP12-1	0.168
SFRS2	-0.54025
RHPN1	-0.3594
EEF2	0.273166666666667
ZDHHC11	-0.7635
EPHA3	-0.103
RBM12	-0.4235
H2AFJ	0.274916666666667
EDIL3	3.6765
KIF26A	-1.51625
SERGEF	-0.05125
B3GALT4	2.55025
LOC90925	0.3365
OSCAR	0.707375
NPFF	-0.48575
DEDD	0.371625
TMEM155	-0.72975
PTPN1	0.4395
SCYL2	0.183166666666667
SKAP1	3.026
LEAP2	-2.79516666666667
GADD45G	2.2205
IFITM3	1.198
PILRB	-0.9635
SLU7	0.0938125
DSC3	0.9335
DNMT3L	-1.019
PAPD5	0.493125
B3GNT3	-0.706
LHCGR	0.1785
MSL-1	0.17
UBE2S	-2.019375
SAP130	-0.2605
ANAPC11	0.2905
MAGED4B	-0.8275
ATP6V1B2	0.75
C14orf179	0.35925
CAPZA1	0.165875
CDYL2	-0.301
GLRX3	-0.8455
LOC136288	0.00275000000000001
MOBKL1A	-0.5125
HTR2B	3.777
CRYGD	0.0233333333333333
NUS1	-1.1465
PGRMC1	-0.1735
MYOM2	-0.7755
FLJ39653	-1.291
CHM	0.189
OR5M8	0.089
ZNF619	0.4805
FAM105A	1.2645
CCNL1	-0.957125
NAP1L3	0.883
C10orf57	1.447
B3GALNT1	0.902666666666667
CSN1S2A	0.6035
TCP10L	0.34825
GDAP2	-0.27475
DMKN	0.2985
COX6B1	-0.13975
DNASE2	0.957833333333333
MSH5	-1.65625
LGMN	0.39825
USP31	0.0807
OR13C8	0.1975
SDCBP	0.4185
NUDT11	-1.815
PYGL	-0.585833333333333
SNPH	-0.866166666666667
B3GNT4	-0.67
MIZF	-0.154
NUBPL	-0.097125
NOD1	0.161666666666667
CDH22	1.173875
NUBP1	0.475833333333333
DSCAM	-4.435
DGKI	1.199
FAM136A	-1.218
AKAP1	0.0821666666666667
SLC16A6	0.23075
RIN3	0.896
PSG2	0.29925
DIP2B	0.224333333333333
PSORS1C1	1.3582
KIAA0495	0.5685
FLJ90709	-0.351166666666667
LPA	-0.203166666666667
PIGA	-0.4005
LY75	2.39416666666667
UTS2	-5.934
RREB1	0.347375
GALNACT-2	0.8114
MGC3196	-0.7935
FLJ31568	-0.01475
LPHN1	-0.358875
SP1	0.921125
TOX4	0.4785
HSPA9	-0.3105
APOBEC1	1.2255
SLC35E4	-0.6935
LSM5	-1.3955
SURF1	0.54525
ZBTB1	0.0955833333333334
GTF2F1	0.363875
RPS15A	0.0120714285714286
DUSP21	-0.132666666666667
GINS4	-3.02883333333333
MYO15A	0.658
GIMAP7	2.94275
MGC13379	0.648
ATP6V1E2	-0.520333333333333
UTP3	-0.21175
HNRPA3	-0.383375
MT4	-0.4525
C14orf155	-0.0055
U1SNRNPBP	0.271
CKLF	-0.548333333333333
PLEKHN1	0.542666666666667
MBNL1	0.39775
NUP160	-0.9415
ACSM2A	-1.4885
LOC129881	0.74775
KIAA1529	-0.1715
FLJ22639	-1.41
HAND1	-1.379
GSX1	0.144
FGA	-4.240875
SERPINB1	0.1135
ZNF642	0.8675
IGFBP1	-9.306125
SLC1A1	3.913375
DHX57	0.140625
ZNF766	1.2045
PTPN21	-0.1955
GDPD3	-2.3685
PNPLA5	0.1185
TBR1	0.156666666666667
FAM116A	0.06725
IQGAP1	1.003625
FOS	1.222125
ZNF226	0.00775
FIGNL1	-0.878666666666667
C14orf1	-0.3585
ZMYND17	-0.203
PUS7	-0.817833333333333
TUBB6	-0.45675
KCNQ2	-1.817
MARCH6	-0.271916666666667
CCDC33	0.2105
PRODH	-0.457
RBM11	2.217
EPHA6	-0.426625
SLC43A1	-0.802
LOC196541	-0.00387500000000005
NTN1	0.428916666666667
ING4	0.55225
PCDHB10	0.799
DPH2	-0.403
SPACA4	-0.54025
FBXL21	-4.088
DIAPH1	-0.368666666666667
ZNF71	0.779
CEP76	-0.728
CORO1A	0.3085
RRM2	-2.689875
EDG4	0.86875
OS9	0.179166666666667
SLC4A1AP	-0.4315
COG5	-0.08575
COPS8	0.05375
NGLY1	-0.63525
NCBP2	-0.45875
C17orf42	-0.685166666666667
GPSM3	0.61625
SIL1	0.916333333333333
ASB6	0.0845
SMAD5OS	-0.234333333333333
UNC93A	-3.390625
A1BG	0.2315
C21orf62	0.5695
FMO5	1.21908333333333
ATRIP	0.9725
CEBPG	-0.376833333333333
C7orf38	-0.062
TNFRSF1B	0.992166666666667
CLEC1A	1.26066666666667
IQSEC1	0.086875
PATZ1	0.8138
RBM22	0.668
BAG2	-1.8565
PAQR5	-2.0105
C9orf127	0.6459
THNSL1	-0.00325
SHROOM3	1.7994
JAM2	1.3455
SNRPN	-1.88025
ALX4	0.529
CACNA1S	1.2865
FAM130A1	0.7335
CORIN	3.914
CD300LB	0.7145
PLEKHG6	0.9185
LRRC40	-0.54675
PCLKC	-1.464
PCDHB16	0.1135
WNT2B	0.608
ASNS	-2.37333333333333
MRPL49	0.150125
FLJ46111	-0.3205
ISG20	-0.144125
SMU1	-0.312666666666667
CASZ1	0.248
POLR1D	-0.0240833333333333
GIN1	-0.10675
SNAG1	0.416
ANKRD29	0.23075
CDKN2AIP	0.04525
KRR1	-0.16825
CXCL1	-4.339
EPM2A	-0.1099
PC	-0.627666666666667
DEFB127	-0.664
PDZRN4	2.16533333333333
FAH	0.434375
OR51E1	1.3715
CDC2L6	-0.0466666666666667
DNTTIP1	-0.4045
PAX8	-0.3055
TMEM116	-0.09
C1orf150	0.121
PRO2012	0.48225
MRPL40	-1.1385
BEX1	1.4558
SLC2A4	-0.753
PKMYT1	-1.40525
FEZF2	-0.268
SLC26A9	-1.2505
MAP2	0.17025
LYL1	-0.61
SLC25A19	-0.61
NOS3	-0.304
ZNF34	0.8855
TMPRSS11F	-0.16825
FAM43A	-0.5805
FCRL4	0.2595
KLF14	0.02675
FLRT2	0.192666666666667
WRN	-1.27975
SDF2	0.5025
KRT8P12	-0.2275
C6orf195	0.601
C9orf125	-1.1065
DZIP3	-0.58725
RIT1	0.201666666666667
SCML1	-0.626833333333333
RHBDF2	0.448375
OR2G3	0.3775
REXO1L1	-0.324
MAP3K7IP3	-0.355625
C3orf57	-5.9805
FBXW11	-0.687666666666667
ETAA1	-0.18625
C14orf131	0.178
AKT1S1	-0.072
SLC12A5	-0.79425
C9orf164	1.19975
NRIP3	0.98075
NOS1AP	-0.281
TMEM121	0.7065
SAP30BP	-0.1108
DGCR6	0.168
WDR76	-0.963
FAM82B	-0.2305
LOC606495	0.2655
MAP9	2.11008333333333
BCDIN3D	0.6885
CXorf36	1.94833333333333
DSCR3	-0.2783
ZFAND3	0.3595
C7orf43	0.22
SPSB3	0.7686
C19orf19	0.03425
FAM133A	-1.024125
C12orf25	0.22275
SLC39A3	-0.539125
DISP2	0.20175
PI4KAP2	-1.748
MKRN3	-2.989
ADAMTS13	-0.376375
CBLN3	0.4016
TTYH1	-1.989
C3orf18	1.88975
FLJ13236	0.328
ZMYND12	2.672
C18orf25	0.14975
GLB1L3	-0.4715
ATP13A5	-0.799
RANBP10	-0.32875
CD96	-0.3648
DENND1C	0.332
RBMS3	1.066
SLC41A3	0.122166666666667
DGCR6L	0.08625
TMEM128	0.487333333333333
CSNK1G3	0.191071428571429
MOBKL2C	1.42975
TSPAN6	-0.92775
MATN2	-1.2926
MSL2L1	0.000999999999999999
ST6GALNAC2	-0.750666666666667
FGFBP2	0.506125
FGL1	-7.53683333333333
MPP3	0.197
ARHGEF6	1.078
TGFBR2	0.82475
ACMSD	2.126
IL33	3.06
C9orf5	0.01075
DEAF1	0.508
AMN	0.307
DEFA6	0.17325
RNF212	0.40775
METT5D1	0.588166666666667
CIB1	0.8003
TSSK1B	0.2885
KIAA1727	1.11
ZNF680	0.0075
LOC399900	-1.043
LOC152217	-0.695083333333333
CTNNAL1	-3.3655
CIT	-1.67533333333333
TLE6	1.697
ZNF607	-0.59975
HERC4	-0.9895
DRAP1	-0.4295
PEMT	-0.564
C10orf111	-1.2255
ZNF575	1.1105
KCTD7	-0.16
MYO1F	1.15675
LOC285382	1.01325
RAB11A	0.3676
PLCD3	-0.307
C15orf28	0.0825
PTBP2	-0.536875
CTB-1048E9.5	-0.459625
C19orf60	-0.365833333333333
C7orf25	0.0983333333333333
SETD7	0.826125
HOXB9	-5.638
VANGL1	0.211125
CHAF1B	-2.0205
NDUFA3	0.0025
KIAA1328	0.253666666666667
SHARPIN	0.373
TTC23	0.357625
UGP2	0.259166666666667
ANKIB1	0.4309
CIRBP	1.61714285714286
SEC14L4	-3.37933333333333
OVCH1	-0.176833333333333
VPS52	0.041
FAT	-0.323125
M6PRBP1	0.4735
GPRIN3	1.5755
PPM1F	-1.0045
TSR1	-1.1305
CCDC85A	3.10525
PCSK5	2.4355
ZFHX3	0.095
HEMK1	-0.1899
PGBD2	0.41725
RSRC2	-0.0796666666666667
AURKC	-1.41266666666667
SCRIB	-0.314375
ORM2	-4.117
FAM115A	0.3765
FZD6	-0.475
UNC119	0.157
GPX3	-0.2688
NOV	1.059125
CABC1	0.04175
CDC42SE2	0.1750625
EIF2S2	-0.8068
RNF130	0.99175
CKAP5	-0.589
RP11-413M3.2	0.25625
C10orf18	0.5198
TMEM93	-1.11975
DYX1C1	1.95375
KCNMB2	-0.85075
ANK3	0.754166666666667
KRT5	-0.5765
CDH12	-1.00175
QRSL1	-0.58075
JUB	-0.75875
SHC4	-1.374375
CCL15	1.11433333333333
CCDC22	0.0415
SNX24	0.6175
RARS	-0.3385
MORC2	-0.193125
FAM48A	0.50375
MT1H	-1.2355
PPP1R14C	-2.201
FOXD1	-2.82971428571429
C1orf213	-1.99275
AMT	-1.1665
DSN1	-1.41325
PTPLAD2	3.0085
DIS3L	-0.08225
RASL11A	1.8715
GPRC5B	-0.332625
FRMD7	0.175
STRN4	0.191
KITLG	1.85904545454545
HDGF	0.4285
OR1S1	-0.005
SETX	0.3123
DDR2	0.639875
KCTD12	2.49125
LYZL2	0.34575
WDR52	0.2265
TMEM2	0.870375
ZNF579	0.873166666666667
LOC200810	0.3435
TNFSF9	-2.249
PPFIA4	-2.09825
CNIH3	0.8985
MAP4K4	-1.0735
ROD1	0.155571428571429
ALS2CR12	0.172666666666667
DOCK3	-0.988
PAQR9	-4.34975
ASB17	0.104166666666667
STX16	-1.1125
FEZ2	0.611
DLAT	-0.721666666666667
KIF21B	-1.45016666666667
CDC5L	-0.43375
TMEM119	2.1715
CRIP3	-1.44875
TPSD1	0.515666666666667
TEPP	-0.1605
GNGT2	1.34975
C21orf121	-0.05025
WNK1	0.379666666666667
FLJ10490	0.1572
OR51B5	-2.707
LOC203547	-0.796875
HAS1	0.1195
PPA1	-0.371
ST7	0.0775
C11orf46	0.6783
POPDC3	-4.30133333333333
ACOX2	0.083
ATCAY	-0.450583333333333
TM4SF19	0.68675
MFSD9	-0.494833333333333
PDHB	-0.134
ERN1	-0.29625
LCE3C	0.044
GPR111	0.1415
NOTCH3	1.606
ADAMTS5	2.376
B3GALT1	-0.88575
UGCGL1	-0.5385
FAM58A	0.171
FBXO32	1.86675
CLPP	-0.5485
NXPH1	-0.99725
MTMR3	0.497166666666667
ATP1B3	-1.1915
TMEM16A	3.521
HIST1H3F	0.531333333333333
TRIM25	-0.022
SDCBP2	0.699
CRKL	-1.105875
HOXB2	1.42916666666667
ANP32B	-0.530875
GATM	3.5835
AP4E1	-0.06075
EDG5	0.1565
CDKN3	-2.15083333333333
CDH4	-2.56175
PGD	-0.416333333333333
RND1	0.3985
GAD1	-2.2191
MPG	0.466375
LOC440350	-0.5335
ZNF133	-0.3355
SERPINB12	-0.056
AMELY	-0.522666666666667
DHX36	-0.47325
TNFAIP8L2	2.923
PHTF2	-0.188277777777778
CCDC112	-0.270166666666667
IQCC	-0.4125
HEYL	3.0565
FTSJ2	-0.603333333333333
APPL1	0.83425
RAB43	0.0938571428571429
OR10G2	-0.0055
WAC	0.334333333333333
ADCY9	0.967625
RUNDC2B	0.781
PYCRL	0.4449
AGPAT7	-0.614666666666667
SLC22A9	-0.396666666666667
CDKAL1	-0.2635
PDYN	-0.476166666666667
C20orf74	-0.469
MTMR11	1.9795
VAV3	3.57616666666667
DAPL1	1.5725
STXBP3	0.45675
EIF3G	0.21625
ARHGAP22	-0.50025
NPFFR1	0
NPC1	-0.270166666666667
ALDH9A1	1.58166666666667
ZNF600	0.415625
ZNF678	-0.179333333333333
RASSF1	-0.062
ADD2	-2.588375
PITPNB	0.080375
PKD2L2	0.17875
LRP11	-0.82575
CDKL1	0.3965
SMEK2	-0.0235
PRODH2	-3.80433333333333
C11orf54	0.3235
SFRS11	-0.364833333333333
IL7	1.61716666666667
ALS2CR16	0.84225
BTG3	-1.462
PAK2	0.258944444444444
RP11-679B17.1	-0.7445
GATA4	-2.14966666666667
ATP2B1	-0.41
LOC130940	0.471
C1orf172	2.39783333333333
ATF7IP2	-0.26175
SLC25A43	0.5335
CENTG3	-0.266333333333333
IGF2BP1	-4.2033
FCHSD1	0.1485
CAMK2N2	0.8835
ELAVL3	-0.0578
NBPF15	0.398166666666667
UBE2J2	0.0291666666666667
GNL2	-1.0095
PRR3	-0.2959
NLF2	0.881
OR4F6	0.2045
KLHL24	0.842333333333333
CCDC88A	-0.9517
SGPP1	-0.783666666666667
C10orf11	0.389166666666667
SLC35B4	-1.05783333333333
UGT3A2	-0.402
ARNT2	1.237
CBR1	-1.40125
ITPR3	-0.8635
TRAPPC6B	-0.3047
AMZ1	2.1115
ARP11	0.3725
WDSUB1	0.194
APBA1	0.423333333333333
RAB2A	0.5479
C6orf162	-0.849875
HPSE2	-0.192
PLCE1	-0.807
INSL3	0.3345
DLG1	-0.6286
PTPLA	-3.217
PIGX	0.38775
TFIP11	0.200666666666667
FIBIN	3.412
POLR2G	-0.207
GRAP2	-1.213
DNAJB8	-0.03825
CNBP	0.283333333333333
WASF1	-2.357
INPP5E	-0.7099
HSPB1	0.5919375
TMEM167	-0.3547
CUBN	0.2205
IGF1	3.0491875
ITPK1	0.6752
NAALAD2	-0.524625
G3BP1	-0.1735
NT5DC1	0.183875
CYP39A1	-0.3095
TMEM139	-0.170666666666667
POLK	0.219
GLULD1	-0.83025
RBM15	-0.586833333333333
AMZ2	0.1895
GDF15	-2.88216666666667
MESDC2	-0.1145
INCA	1.02633333333333
ACY1L2	-2.774
GZMM	-0.0806666666666667
PAIP1	0.3035
CACNA2D1	0.11825
STK32C	0.192333333333333
SH3BP4	0.919333333333333
DEC1	-0.191
PADI1	0.065
UBB	-0.0361
PON3	-3.30066666666667
PROP1	0.2425
ANKRD13B	-0.178
ADCK1	-0.553
TCF25	-0.0410833333333333
SLC38A5	-1.675
CXorf26	-0.0706666666666667
C19orf39	0.3145
PPP1R13B	0.3315
ARL2	-0.381
TCL6	0.00358333333333333
TOP3A	-1.045
SLC16A14	-0.502375
FXYD6	1.3905
HIST1H4E	-0.331
BBC3	0.615842105263158
UNC5A	-0.324
FAM86C	0.0482
PI4KB	0.922
B3GAT1	-3.56625
SUSD2	1.80383333333333
OAZ2	0.0311666666666667
NOC4L	-0.236
C10orf12	-0.58825
FADS1	-2.89866666666667
LOC144097	-0.64675
DKK2	2.81766666666667
KIAA1949	0.5495
RHOT1	0.2055
OXT	1.2685
GPR153	0.92025
ARL4A	-1.35133333333333
SAAL1	-1.057
CCDC64	-0.5765
USE1	0.0191666666666667
HNMT	1.25533333333333
PCGF3	0.2079375
CYP2C19	-0.1835
C20orf4	0.3925
CCDC11	1.0885
ACSBG2	0.1615
RWDD2A	-0.74425
PALLD	3.053375
CPLX4	0.302
LOC492311	1.27625
KPNA2	-1.542
MACROD1	-0.3633
TMCO3	0.665666666666667
C15orf52	-0.3295
BIRC5	-1.753
PRR16	0.190833333333333
FAM63B	0.347125
KATNB1	-0.999
WNT8B	-0.65
CPLX3	0.1435
GHR	1.62675
CCDC124	-0.80375
BCLAF1	-0.78075
GOLGA3	0.598
CLEC4E	2.98983333333333
