Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
ARHGAP17	0.0959
KCNIP3	-1.097
SFPQ	-0.056
GFRA4	-0.3205
AKR1B10	-1.41875
TIGD6	1.09766666666667
RGS16	1.308875
URB1	-0.428
OR4C46	-0.097
TOP3B	-0.4335
NFATC4	0.1835
CA14	-4.42725
BMPR1A	0.2035
SNRP70	0.195375
PRL	-0.00125000000000001
C6orf130	-0.468
STAG2	0.37
CD55	-0.441357142857143
RPS23	1.45933333333333
SSX2	-1.2275
FDPSL2A	-0.29725
FBXO27	1.074875
SYNGR3	-1.60883333333333
TMSL3	-0.04975
EML1	-0.2325
NUP93	-0.764416666666667
SMAD3	-0.2023
KIAA1189	0.0243333333333333
HNRPUL2	0.597166666666667
TBC1D12	0.886333333333333
C16orf24	-0.023
MRVI1	1.1405
ZNF581	-0.614333333333333
ELOVL3	-0.7545
OR51Q1	0.23975
CACNB3	1.0225
GALNT13	-2.021375
C10orf84	0.3621875
NEDD4	-0.4604
SPO11	0.4375
OR5AU1	0.517
NEK4	0.137571428571429
PRKAR2A	-0.451666666666667
IHPK1	-0.295
ATP6V0B	-0.953875
CACNA1E	-0.8535
CEACAM8	0.831166666666667
PEX14	-0.108
FLJ12993	1.6995
ZBTB38	0.582833333333333
PCTK2	0.257666666666667
LRRC16	0.813
FBLIM1	1.16258333333333
FYCO1	0.834
RP5-1022P6.2	1.44733333333333
CMTM1	-0.577
PLTP	0.797333333333333
RAPH1	0.91625
DOCK8	1.524375
EZH2	-1.48213333333333
SLC25A1	-0.556833333333333
PLEKHB1	-0.1699
GRB7	0.7006
ZFP37	1.8375
MRPL33	-0.21225
PELO	-0.258
ARMC1	-0.439
C9orf27	-0.097375
FLJ25778	0.179
C9orf37	-0.922333333333333
TMEM66	1.76625
SPRN	0.467125
HBEGF	1.12725
PI4KA	-0.6065
LEPRE1	-1.52125
POU2AF1	-1.072875
MRPL12	-1.59083333333333
REP15	0.121
ZC3H3	0.45875
RASAL1	-1.068
DDAH1	0.689375
ACBD5	0.806375
TMC2	-0.0605
CCDC137	-1.3805
SAMD13	1.12416666666667
UGT2B15	-1.9495
TIPARP	0.97525
DNASE1L3	1.85825
TRIM72	0.27
DBX2	1.72175
IPO8	-0.24075
C21orf88	0.059
MAP3K14	0.9355
LOC51233	0.152166666666667
GGTLA4	-0.31075
PDE6D	0.433
ZNF117	1.0225
CLK2	0.682375
NKRF	-0.769
TNFSF15	0.4639
DUSP2	0.16225
SECISBP2	0.207
GABRR2	-0.6035
PPAP2C	1.34725
LOC51145	-0.1365
PAG1	-0.17925
PIK3C3	0.45
GNG10	0.082
APOL4	1.0405
ANKRD28	-0.644375
STMN3	-0.3832
RAB14	0.9257
CDK2AP2	-0.4
HDDC3	-0.501
COMMD7	0.70675
CXXC1	0.2255
HMCN1	0.2025
CD40	0.4275
DYNC1LI2	0.4379375
GDI1	0.64025
LOC646938	-0.1465
VSNL1	-1.02766666666667
PIH1D1	-0.444333333333333
RAET1G	-0.0895
KRTAP5-9	-1.0555
EFTUD2	-1.29925
ZNF311	1.17416666666667
ATP6V1G3	-0.03975
OR2W3	0.8325
SCN4A	0.40725
MED10	-0.618
FAM135A	-0.312
ARHGAP4	-0.94975
EHMT2	-0.815625
UFD1L	-0.9575
ERMP1	1.15525
MAG1	-0.156666666666667
THAP8	0.305833333333333
HACE1	0.495
FAM82C	0.924166666666667
C3orf20	-0.4185
UNC84A	0.0701666666666667
SCD5	-0.233857142857143
LASS6	1.739
LSG1	0.203333333333333
MAL	-4.6665
GPR22	0.153
WDR5B	1.34825
ACTRT1	0.3185
C17orf60	-0.136333333333333
GRIN2C	-0.5299
ARMC8	-0.245666666666667
SLC47A1	-2.30733333333333
DMPK	0.14125
DHRS13	-0.6945
SMC1A	-0.887166666666667
KRTAP17-1	0.555
SMYD5	0.36475
TUSC2	-0.536625
CRHR2	0.0235
KIR3DL2	0.6665
CCDC104	0.8795
ATP2C1	1.238
CROT	1.8125
PABPC3	-0.0391666666666667
EGR1	2.71316666666667
THSD1	1.287
KHK	-1.67075
SLC12A2	1.941125
CD58	-0.76575
STOX2	0.178666666666667
CCDC76	-0.5589
CCDC48	4.22275
DNAH1	0.271333333333333
ZIC4	-0.021125
OR1G1	0.516
PSMC6	0.106166666666667
PROKR1	-0.6205
ABCB1	1.241375
TRAT1	-0.163
LLGL1	0.4145
MTF1	-0.48375
USP54	0.414
PAGE2B	-2.41
ITGB7	-3.64475
CCDC81	0.0125
LOC149837	0.26825
SCUBE1	0.4005
ZSCAN10	-1.6155
HUWE1	-0.203285714285714
CDH17	0.2605
CD180	1.188
IL17A	0.23225
TMPO	-1.453625
KIAA1524	-1.206
HDGFRP3	0.188833333333333
OXCT1	-1.23418181818182
RRAS2	-1.76016666666667
LTBP2	3.316375
SV2B	2.47566666666667
CYP2A6	0.99
PKD1L2	-0.155666666666667
PPM1M	1.28925
FLJ22662	2.50166666666667
ZNF502	1.38125
GP6	-0.386
CRYBA2	-0.90425
LEF1	-2.1322
CTPS	-2.733
EYA1	-2.60166666666667
EPS8L1	1.5985
MAPK14	-0.0874166666666667
SERPINB2	-5.132625
GTF2F2	-0.4175
ZNHIT4	0.265
PLA1A	1.07125
C20orf114	3.5495
HPR	-3.5215
C18orf2	-2.68683333333333
SATB2	0.31325
KCNJ9	-0.404625
MGC157906	0.03
MOCS3	0.467
C17orf71	-0.296
PPHLN1	-0.2625
HIST1H2BN	-1.8605
RAPGEF1	-0.404625
MAP3K8	2.08025
DLG4	-0.0455
STC1	-0.412583333333333
CDGAP	2.32125
DDX26B	-0.2315
LOC150223	-1.6945
CPSF3	-0.621333333333333
TMEM14A	0.15425
MYH3	-0.76825
GPKOW	0.0555
SULT1A1	-0.413833333333333
SPON1	2.4597
YY1AP1	0.954666666666667
RAB23	-0.1905
PLA2G4A	-2.93775
MAPRE3	0.849
ZNF516	0.601928571428571
GGPS1	1.3145
EXOC3L2	-0.49
C19orf42	0.8891
MAP2K2	-0.0486666666666667
HIST1H2BB	-0.28625
RNF19B	1.43633333333333
C6orf128	0.508666666666667
TLR8	2.95225
PCDHA9	1.504
CARS2	0.2715
CLUL1	4.19733333333333
RHAG	-4.37966666666667
UNK	0.0885
EXOC8	1.6047
C9orf95	1.327
C14orf143	0.198166666666667
MAML3	-0.1025
LDHA	-1.8805
MRPL20	-0.496625
KLHDC6	0.503833333333333
ATP5S	0.198833333333333
C8orf55	-0.12125
PHF19	-2.031375
KRTAP13-4	0.1835
TTC5	1.15875
XKR5	-0.893
SILV	-4.574
TEX28	-0.1715
TCTN1	1.8685
CX40.1	0.03925
PPP2R5C	0.102
C12orf30	-0.7655
CAPG	1.90625
MPZL1	1.68505
ARSB	-1.05866666666667
TDH	-1.6565
WASF4	-1.297
TSSK3	-0.9135
7A5	1.151
CRISPLD1	2.365
MAD1L1	-0.9125
SPIN4	-0.366166666666667
AMPD1	1.75675
DPYSL5	0.6175
INPP1	1.23433333333333
ANKRD11	-1.16111111111111
NPAS4	0.034625
GCET2	1.4255
RNASE9	-0.59
GUCY2D	0.0495
CCDC98	0.51075
FGF4	-0.240375
CPM	-0.427166666666667
SLC26A4	-1.1435
PLD5	1.0255
FAM59A	1.2607
FBXO5	-2.43722222222222
SIPA1L1	0.3895
DPYS	1.05775
ATG4D	-0.12775
TGM3	1.423
MTCH1	0.41375
HK1	-0.305642857142857
CDC26	0.10875
GALNT12	-2.90716666666667
LOC339229	-0.5975
MRPL35	-0.3075
ORC4L	0.96525
TNKS	0.200214285714286
C2orf24	0.845333333333333
ZNF553	-0.085
GGTLA1	2.6667
ZNF497	0.575
CDY1B	0.07325
SLC30A4	0.6265
TUB	-0.192625
ARHGEF18	0.57625
ARRB1	0.939
KCNK1	-0.96825
EREG	-3.7287
SCAMP5	0.14125
RUNDC3B	2.992
ADAMTS20	-0.013
IL17RB	-0.38975
FLJ20323	-0.152
MCAM	0.462375
POLR3E	-1.2635
AQR	0.1745
IPMK	-1.125
CDCA7	-2.89125
CAMP	3.16575
GRHL3	1.267
ADAMTSL2	0.511
CLMN	2.43516666666667
SSTR3	0.0035
MAGEA5	-2.08483333333333
OVOL2	4.04975
JMJD1B	0.353
RBL2	0.577
PYGO2	0.85675
PPP1R10	0.651
CSE1L	-1.07833333333333
LCA5	1.6075
RDH16	-0.36575
ASRGL1	-1.867125
TOM1	0.7125
PTX3	-3.458
TTC15	0.5955
SCGB3A1	1.44616666666667
MRPL50	-0.166
RCAN3	0.591625
SLC26A11	0.84025
STYX	0.290333333333333
CINP	-0.228
MARCH7	0.659
PFKM	-0.590833333333333
SGMS1	1.7915
RIOK3	-0.0142
C1orf110	0.4795
CES7	0.58575
LOC440248	-0.683
PPP1R12C	0.26775
C10orf27	0.2435
ATG9A	-0.26525
MRPS26	0.178
TMEM40	0.36975
ELP3	-0.0225
ZNF787	-0.4062
HIAT1	0.2305
C8orf34	2.046
MGC4655	0.3131
PELI1	1.18033333333333
PPT1	0.6168
SLC35C2	-0.121166666666667
C6orf125	-1.1495
MUC4	-1.41983333333333
RFC4	-2.00342857142857
GNB2	0.937666666666667
NUP50	-0.147714285714286
SULT4A1	-1.07066666666667
C7	4.581375
CCDC130	-0.170666666666667
ARRDC4	0.1415
RQCD1	-0.954
GLYCTK	-1.2175
AYTL2	-0.693
MTUS1	2.2234
LEMD3	0.651166666666667
PLEKHF2	1.9595
HOXA7	0.406875
GTF3C2	-0.2275
DYNLRB2	3.1525
CNOT10	-0.09025
MR1	0.7785
FFAR1	-0.11325
PRIC285	-0.03625
SLITRK6	2.43575
LIX1	-2.6213
UBE1L2	-1.46433333333333
F8	1.753625
ACHE	-0.232333333333333
KPNA5	0.22225
TNFRSF12A	-2.39283333333333
EGR3	3.2885
SERPIND1	-4.03183333333333
OASL	0.5085
IFRD1	-1.5175
WDFY1	0.0661666666666667
ZNF267	0.507875
ACCN5	0.059
ZBTB6	1.19625
PPP1R3A	0.3625
PRRT3	0.748
FBXL19	-0.661
TXNIP	1.82492857142857
ACTN2	1.38
ATG9B	-0.46575
C9orf117	0.96425
IL27	0.1865
RPL36AL	0.0175
KLK15	-0.22575
CHAD	1.152
RAP2B	-1.0139
HEBP2	1.76625
ZNF342	1.432
CAMK2G	0.315833333333333
TLR3	1.254
FGF14	2.845
HMGB2	-1.521625
TRPM5	-0.376
OR5M11	0.659
KIF3B	0.740473684210526
PRICKLE2	0.9295
MTMR9	0.251
C3orf27	0.33675
GLRA3	0.662166666666667
NSDHL	0.0513333333333333
TMEM32	-0.23425
POLR2D	-1.07075
MYADML	0.081
C9orf114	-0.0825
MRGPRX1	0.525
TOPORS	0.7115
CLDN19	2.34425
C1QL4	0.2025
RNF165	0.692
DHRS9	0.375
DNAH2	0.131
FXR1	-0.0566666666666667
ZMYM3	0.04825
CASP3	-0.483833333333333
FAM120C	-1.494375
SCLY	-1.42275
CA7	0.1485
ENTPD5	2.05683333333333
ZNF461	0.342625
PDIA5	1.1935
C1orf19	0.139833333333333
TMEM67	0.434
KCTD20	-0.478
WDR47	0.82
FLJ38723	0.205
KLRF1	0.958833333333333
TAS2R16	0.2525
CLDN12	0.79525
PRKCE	0.29225
UBXD4	0.47225
ITGAM	2.19533333333333
GLT8D3	-0.43275
WDR31	0.6862
RGS2	2.13
OR51L1	-0.1575
MST1R	0.39525
KIAA1737	1.36975
OR4A5	0.1385
GLIS1	-1.72566666666667
PTMA	0.182
NAPA	1.28075
PRDM11	-0.1
LIPF	-0.6555
DIRAS3	3.0205
ASGR2	-4.141625
C1QTNF4	1.43425
PIK3R4	0.89
ARMC3	4.058
NDUFV3	-0.74425
BTBD3	0.294666666666667
PPP1R2	0.46775
UBE2NL	-0.5745
FOSL2	1.47521428571429
FAM119A	-1.39
TUBA4A	-1.1355
KRTAP12-1	0.0815
SFRS2	-0.4255
RHPN1	-0.6939
EEF2	0.086
ZDHHC11	-0.2265
EPHA3	-1.1009
RBM12	-0.18775
H2AFJ	0.567916666666667
EDIL3	2.8165
KIF26A	-1.11675
SERGEF	0.14125
B3GALT4	2.03525
LOC90925	0.860166666666667
OSCAR	-0.2975
NPFF	-0.081875
DEDD	0.698375
TMEM155	-1.248875
PTPN1	-0.17825
SCYL2	0.4615
SKAP1	2.48925
LEAP2	-1.97033333333333
GADD45G	1.8862
IFITM3	0.238625
PILRB	-0.318333333333333
SLU7	0.3104375
DSC3	3.11575
DNMT3L	-1.926
PAPD5	-0.219
B3GNT3	-1.10666666666667
LHCGR	0.1735
MSL-1	0.6815
UBE2S	-2.260625
SAP130	-0.134
ANAPC11	-0.32375
MAGED4B	-0.6775
ATP6V1B2	0.493666666666667
C14orf179	0.89975
CAPZA1	-0.120875
CDYL2	-0.0795
GLRX3	-1.3155
LOC136288	-0.825
MOBKL1A	-0.337
HTR2B	3.926
CRYGD	0.065
NUS1	-0.814333333333333
PGRMC1	1.2835
MYOM2	0.96125
FLJ39653	-0.630666666666667
CHM	0.8246
OR5M8	0.6045
ZNF619	0.421
FAM105A	1.80125
CCNL1	-0.203625
NAP1L3	0.6005
C10orf57	2.586
B3GALNT1	1.349
CSN1S2A	0.00800000000000001
TCP10L	-0.838
GDAP2	-0.285875
DMKN	1.76983333333333
COX6B1	-0.60475
DNASE2	0.926
MSH5	-2.06775
LGMN	-0.06675
USP31	0.7375
OR13C8	0.1375
SDCBP	-0.4022
NUDT11	-1.2505
PYGL	0.666833333333333
SNPH	2.05966666666667
B3GNT4	-0.5225
MIZF	0.1277
NUBPL	0.189375
NOD1	0.2475
CDH22	2.739625
NUBP1	0.241
DSCAM	-3.593
DGKI	0.459
FAM136A	-0.77725
AKAP1	1.00233333333333
SLC16A6	-0.21025
RIN3	0.87125
PSG2	-0.0765
DIP2B	-0.675
PSORS1C1	-0.9276
KIAA0495	0.638
FLJ90709	-0.317833333333333
LPA	-0.276
PIGA	-0.124333333333333
LY75	3.709
UTS2	-4.148
RREB1	0.566625
GALNACT-2	0.8161
MGC3196	-1.47775
FLJ31568	1.137
LPHN1	-0.245875
SP1	1.132
TOX4	0.743666666666667
HSPA9	-0.7268
APOBEC1	-0.3105
SLC35E4	-0.30475
LSM5	-1.258
SURF1	0.3845
ZBTB1	0.676333333333333
GTF2F1	0.549125
RPS15A	-0.272642857142857
DUSP21	-1.243
GINS4	-2.48416666666667
MYO15A	0.994
GIMAP7	3.5105
MGC13379	0.11475
ATP6V1E2	0.359333333333333
UTP3	-0.18125
HNRPA3	-0.352875
MT4	-0.4685
C14orf155	0.14275
U1SNRNPBP	-0.2205
CKLF	-1.21266666666667
PLEKHN1	-1.1215
MBNL1	0.2225
NUP160	-1.5145
ACSM2A	-1.458
LOC129881	1.747
KIAA1529	0.55725
FLJ22639	-1.55025
HAND1	-1.013
GSX1	0.271
FGA	-4.3245
SERPINB1	-0.04425
ZNF642	0.792
IGFBP1	-7.534375
SLC1A1	1.27075
DHX57	0.1285
ZNF766	1.256
PTPN21	-0.27
GDPD3	-2.14433333333333
PNPLA5	0.046
TBR1	0.399166666666667
FAM116A	0.07825
IQGAP1	0.59775
FOS	2.966125
ZNF226	0.033125
FIGNL1	-0.481833333333333
C14orf1	0.581
ZMYND17	0.6335
PUS7	-0.706333333333333
TUBB6	-0.824625
KCNQ2	-1.836
MARCH6	0.11225
CCDC33	-0.476
PRODH	-0.08825
RBM11	1.97075
EPHA6	0.075875
SLC43A1	-0.90825
LOC196541	-0.219875
NTN1	0.0329166666666667
ING4	0.738
PCDHB10	2.1225
DPH2	-1.30233333333333
SPACA4	0.268
FBXL21	-4.531
DIAPH1	-0.404333333333333
ZNF71	0.906166666666667
CEP76	-0.124
CORO1A	-0.354
RRM2	-2.548
EDG4	1.0845
OS9	1.12933333333333
SLC4A1AP	0.31025
COG5	0.20375
COPS8	-0.251
NGLY1	-0.34125
NCBP2	-0.02425
C17orf42	0.2175
GPSM3	-0.40225
SIL1	0.564
ASB6	-0.07075
SMAD5OS	0.0585
UNC93A	-2.917875
A1BG	-0.268833333333333
C21orf62	0.7005
FMO5	0.184666666666667
ATRIP	0.0316666666666667
CEBPG	0.152333333333333
C7orf38	0.8785
TNFRSF1B	0.8935
CLEC1A	2.90016666666667
IQSEC1	0.667875
PATZ1	1.7481
RBM22	0.7555
BAG2	-2.80033333333333
PAQR5	-0.1855
C9orf127	0.4028
THNSL1	0.46925
SHROOM3	2.5923
JAM2	2.31825
SNRPN	-0.944
ALX4	0.449
CACNA1S	-0.3795
FAM130A1	1.4635
CORIN	0.8445
CD300LB	0.238
PLEKHG6	0.717
LRRC40	-1.2055
PCLKC	-1.15275
PCDHB16	0.459333333333333
WNT2B	1.54366666666667
ASNS	-1.98255555555556
MRPL49	0.853
FLJ46111	0.478
ISG20	-0.27725
SMU1	-0.1635
CASZ1	-0.0125
POLR1D	-0.41275
GIN1	-0.01
SNAG1	0.792333333333333
ANKRD29	0.7325
CDKN2AIP	0.126
KRR1	-0.02775
CXCL1	-3.45
EPM2A	0.3212
PC	-0.5575
DEFB127	-0.161
PDZRN4	2.84766666666667
FAH	0.288875
OR51E1	0.417
CDC2L6	0.192666666666667
DNTTIP1	-0.206
PAX8	-0.913
TMEM116	-0.60775
C1orf150	-0.302
PRO2012	0.245
MRPL40	-1.05366666666667
BEX1	-3.3748
SLC2A4	-0.6045
PKMYT1	-1.61625
FEZF2	-0.482833333333333
SLC26A9	-0.758
MAP2	0.27525
LYL1	-1.207
SLC25A19	-1.8685
NOS3	0.2875
ZNF34	0.9285
TMPRSS11F	0.00199999999999999
FAM43A	0.353
FCRL4	0.241833333333333
KLF14	-0.31725
FLRT2	0.612333333333333
WRN	-0.518
SDF2	0.5178
KRT8P12	0.2025
C6orf195	0.31
C9orf125	-0.308833333333333
DZIP3	0.214375
RIT1	-0.09325
SCML1	0.065
RHBDF2	-0.129
OR2G3	0.6125
REXO1L1	-0.3475
MAP3K7IP3	-0.00837500000000002
C3orf57	-4.2675
FBXW11	-1.184
ETAA1	0.283
C14orf131	0.3526
AKT1S1	0.7035
SLC12A5	-0.699375
C9orf164	1.796
NRIP3	-1.55025
NOS1AP	1.73275
TMEM121	0.77825
SAP30BP	-0.0676
DGCR6	0.62775
WDR76	-1.8215
FAM82B	-0.791083333333333
LOC606495	-0.1525
MAP9	1.82641666666667
BCDIN3D	0.68925
CXorf36	3.4685
DSCR3	-1.0135
ZFAND3	0.55425
C7orf43	0.221833333333333
SPSB3	0.7399
C19orf19	-0.4235
FAM133A	-1.301875
C12orf25	0.24225
SLC39A3	-0.49075
DISP2	-1.3475
PI4KAP2	-1.4255
MKRN3	-2.847
ADAMTS13	-0.132875
CBLN3	0.0877
TTYH1	-0.723166666666667
C3orf18	0.152
FLJ13236	-0.285
ZMYND12	2.99375
C18orf25	0.741125
GLB1L3	0.598
ATP13A5	3.7285
RANBP10	-0.356
CD96	-0.7939
DENND1C	-0.4415
RBMS3	1.4425
SLC41A3	0.478166666666667
DGCR6L	0.57425
TMEM128	0.198333333333333
CSNK1G3	-0.615285714285715
MOBKL2C	0.987625
TSPAN6	1.160375
MATN2	2.289
MSL2L1	0.799833333333333
ST6GALNAC2	1.55066666666667
FGFBP2	0.16125
FGL1	-6.16166666666667
MPP3	0.939
ARHGEF6	0.611166666666667
TGFBR2	1.54775
ACMSD	2.948
IL33	5.2385
C9orf5	0.309833333333333
DEAF1	-0.1813
AMN	-1.0875
DEFA6	0.0695
RNF212	-1.37925
METT5D1	0.431166666666667
CIB1	0.4622
TSSK1B	-0.17675
KIAA1727	1.193
ZNF680	0.98275
LOC399900	-0.404
LOC152217	-1.04275
CTNNAL1	-1.876
CIT	-3.24
TLE6	0.59625
ZNF607	-1.094
HERC4	-0.828666666666667
DRAP1	-0.6285
PEMT	-1.227
C10orf111	0.0195
ZNF575	-0.387625
KCTD7	0.03275
MYO1F	0.669375
LOC285382	0.65725
RAB11A	1.3436
PLCD3	0.25425
C15orf28	0.258
PTBP2	-0.452375
CTB-1048E9.5	-0.336125
C19orf60	-1.32266666666667
C7orf25	1.214
SETD7	0.719
HOXB9	-4.5765
VANGL1	-0.59975
CHAF1B	-2.0145
NDUFA3	-0.8125
KIAA1328	0.754166666666667
SHARPIN	0.12025
TTC23	-0.175875
UGP2	0.322833333333333
ANKIB1	0.5535
CIRBP	1.87214285714286
SEC14L4	-3.05933333333333
OVCH1	0.457833333333333
VPS52	0.838
FAT	-0.97475
M6PRBP1	0.406
GPRIN3	1.1435
PPM1F	-0.661333333333333
TSR1	-1.058
CCDC85A	3.3025
PCSK5	2.15125
ZFHX3	-0.433
HEMK1	-0.5706
PGBD2	0.79875
RSRC2	0.140833333333333
AURKC	-1.33416666666667
SCRIB	-0.20525
ORM2	-3.967
FAM115A	0.8311
FZD6	-0.47825
UNC119	0.642166666666667
GPX3	0.4906
NOV	1.42075
CABC1	0.7135
CDC42SE2	0.009125
EIF2S2	-0.9765
RNF130	0.3695
CKAP5	-0.275333333333333
RP11-413M3.2	-0.770625
C10orf18	1.0886
TMEM93	-1.1495
DYX1C1	1.99175
KCNMB2	-1.78275
ANK3	2.6185
KRT5	2.6247
CDH12	0.48975
QRSL1	0.028875
JUB	-0.341
SHC4	-0.725625
CCL15	1.994
CCDC22	-0.20875
SNX24	-0.376
RARS	-0.6535
MORC2	0.531375
FAM48A	0.168
MT1H	-1.011
PPP1R14C	-1.35566666666667
FOXD1	-1.60814285714286
C1orf213	-2.2965
AMT	-0.9133
DSN1	-0.9185
PTPLAD2	2.7425
DIS3L	0.28675
RASL11A	0.0045
GPRC5B	0.670375
FRMD7	1.1325
STRN4	-0.01525
KITLG	2.01127272727273
HDGF	0.105
OR1S1	0.046
SETX	0.3354
DDR2	0.38475
KCTD12	2.459
LYZL2	0.30075
WDR52	1.296
TMEM2	-0.635875
ZNF579	-0.663333333333333
LOC200810	-0.2835
TNFSF9	-1.683875
PPFIA4	-2.20825
CNIH3	0.219666666666667
MAP4K4	-0.208142857142857
ROD1	-0.326714285714286
ALS2CR12	0.0816666666666667
DOCK3	-1.26333333333333
PAQR9	-5.269
ASB17	-0.178
STX16	-0.857625
FEZ2	0.616833333333333
DLAT	-0.977333333333333
KIF21B	-0.9435
CDC5L	-0.395
TMEM119	1.91566666666667
CRIP3	0.32325
TPSD1	0.3405
TEPP	-0.09425
GNGT2	0.98975
C21orf121	0.82575
WNK1	0.110916666666667
FLJ10490	-0.7124
OR51B5	-2.751
LOC203547	-1.286875
HAS1	-0.072
PPA1	-0.456166666666667
ST7	0.443375
C11orf46	1.2671
POPDC3	-2.724
ACOX2	1.19283333333333
ATCAY	-0.910583333333333
TM4SF19	-2.22725
MFSD9	-0.674333333333333
PDHB	0.00975
ERN1	0.0035
LCE3C	-0.1925
GPR111	0.6255
NOTCH3	0.346333333333333
ADAMTS5	2.94675
B3GALT1	-0.54725
UGCGL1	0.3075
FAM58A	0.0488333333333333
FBXO32	3.2075
CLPP	-0.68925
NXPH1	3.93425
MTMR3	1.2435
ATP1B3	-1.09775
TMEM16A	4.540375
HIST1H3F	-0.2795
TRIM25	0.211333333333333
SDCBP2	1.55
CRKL	-0.902125
HOXB2	-0.190333333333333
ANP32B	-0.355625
GATM	3.147
AP4E1	0.2225
EDG5	-0.039875
CDKN3	-2.42483333333333
CDH4	-2.76425
PGD	-0.956
RND1	1.245
GAD1	-1.4796
MPG	-0.5435
LOC440350	-0.171
ZNF133	0.96025
SERPINB12	-0.1075
AMELY	0.13875
DHX36	-0.08075
TNFAIP8L2	2.4035
PHTF2	-0.365666666666667
CCDC112	-0.229833333333333
IQCC	0.03775
HEYL	2.03266666666667
FTSJ2	-0.413666666666667
APPL1	0.038375
RAB43	0.582571428571429
OR10G2	-0.231
WAC	0.315333333333333
ADCY9	0.818625
RUNDC2B	-0.0411666666666667
PYCRL	0.1374
AGPAT7	0.3985
SLC22A9	-0.973666666666667
CDKAL1	-0.3505
PDYN	-0.6155
C20orf74	0.53575
MTMR11	1.0075
VAV3	3.26683333333333
DAPL1	3.001
STXBP3	0.4235
EIF3G	-0.12875
ARHGAP22	-1.2965
NPFFR1	0.2
NPC1	0.255166666666667
ALDH9A1	1.796
ZNF600	1.4045
ZNF678	0.857
RASSF1	-0.299333333333333
ADD2	-2.45875
PITPNB	-0.27475
PKD2L2	0.521
LRP11	0.2805
CDKL1	0.06925
SMEK2	0.343
PRODH2	-3.22133333333333
C11orf54	-0.204666666666667
SFRS11	-0.422166666666667
IL7	0.502666666666667
ALS2CR16	0.76925
BTG3	-1.08583333333333
PAK2	-0.761777777777778
RP11-679B17.1	-0.30675
GATA4	-2.255
ATP2B1	0.432
LOC130940	2.2685
C1orf172	2.04783333333333
ATF7IP2	-0.5235
SLC25A43	0.694333333333333
CENTG3	-0.2715
IGF2BP1	-4.1405
FCHSD1	-0.0325
CAMK2N2	-1.49633333333333
ELAVL3	-0.0156
NBPF15	0.476
UBE2J2	-0.0276666666666667
GNL2	-1.2885
PRR3	-0.1481
NLF2	-0.80575
OR4F6	0.206
KLHL24	1.1855
CCDC88A	-1.9413
SGPP1	-1.3695
C10orf11	0.610333333333333
SLC35B4	-1.15966666666667
UGT3A2	-1.3405
ARNT2	2.2165
CBR1	-0.70575
ITPR3	-1.14583333333333
TRAPPC6B	0.1569
AMZ1	0.079
ARP11	1.171
WDSUB1	1.8155
APBA1	1.03583333333333
RAB2A	0.1928
C6orf162	-0.199375
HPSE2	1.49225
PLCE1	1.1665
INSL3	0.19325
DLG1	0.3196
PTPLA	-2.422
PIGX	0.371875
TFIP11	0.545666666666667
FIBIN	3.072
POLR2G	-0.63775
GRAP2	-1.2992
DNAJB8	-0.2135
CNBP	0.471166666666667
WASF1	-1.767
INPP5E	0.0681
HSPB1	-0.681625
TMEM167	-0.6441
CUBN	0.294
IGF1	3.5306875
ITPK1	0.0648
NAALAD2	-0.793125
G3BP1	-0.5598
NT5DC1	0.6265
CYP39A1	2.041
TMEM139	1.04933333333333
POLK	0.3423
GLULD1	-2.0565
RBM15	-1.02033333333333
AMZ2	0.16125
GDF15	-1.38533333333333
MESDC2	-0.00975
INCA	0.383166666666667
ACY1L2	-1.3415
GZMM	-1.09366666666667
PAIP1	0.3145
CACNA2D1	0.3
STK32C	-1.04033333333333
SH3BP4	2.11516666666667
DEC1	0.2455
PADI1	0.334
UBB	-0.355
PON3	0.0741666666666667
PROP1	-0.205
ANKRD13B	-0.2565
ADCK1	0.9175
TCF25	-0.0730833333333333
SLC38A5	-3.05275
CXorf26	0.0813333333333333
C19orf39	0.17575
PPP1R13B	1.498
ARL2	-0.9985
TCL6	0.265833333333333
TOP3A	-0.669
SLC16A14	2.80225
FXYD6	2.03583333333333
HIST1H4E	-0.91525
BBC3	0.234052631578947
UNC5A	0.404
FAM86C	0.1758
PI4KB	1.4125
B3GAT1	-0.52
SUSD2	2.18583333333333
OAZ2	-0.0375
NOC4L	-0.47125
C10orf12	-0.52075
FADS1	-3.559
LOC144097	-0.6665
DKK2	2.98383333333333
KIAA1949	-0.70725
RHOT1	0.4974
OXT	0.2725
GPR153	-1.11125
ARL4A	0.243333333333333
SAAL1	-1.18925
CCDC64	-0.1715
USE1	-0.0436666666666667
HNMT	0.9325
PCGF3	-0.10825
CYP2C19	0.9085
C20orf4	0.175
CCDC11	2.0275
ACSBG2	1.3665
RWDD2A	0.53175
PALLD	2.098
CPLX4	1.391
LOC492311	1.53725
KPNA2	-1.92066666666667
MACROD1	-0.9166
TMCO3	-0.168333333333333
C15orf52	0.7635
BIRC5	-2.82706666666667
PRR16	0.0913333333333333
FAM63B	0.07025
KATNB1	-1.1415
WNT8B	-0.382
CPLX3	-0.5975
GHR	2.6085
CCDC124	-0.9395
BCLAF1	-0.112625
GOLGA3	0.1588
CLEC4E	4.06016666666667
AKR1CL1	-0.304
BBS7	-0.253875
