Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
RY1	-0.1135
ATAD2B	0.5285
ARHGAP17	-0.0499
KCNIP3	-0.865
SFPQ	-0.12425
GFRA4	0.1285
AKR1B10	-2.734125
TIGD6	1.02833333333333
RGS16	1.52725
URB1	-0.823
OR4C46	-0.111166666666667
TOP3B	-1.45075
NFATC4	0.0145
CA14	-4.10975
BMPR1A	0.433333333333333
SNRP70	-1.498125
PRL	0.975583333333333
C6orf130	-0.30125
STAG2	0.38825
CD55	-1.02535714285714
RPS23	0.559166666666667
SSX2	-1.14566666666667
FDPSL2A	-0.51875
FBXO27	0.1595
SYNGR3	-1.708
TMSL3	1.778
EML1	-0.984
NUP93	-1.04658333333333
SMAD3	-0.5877
KIAA1189	0.0516666666666667
HNRPUL2	-0.190666666666667
TBC1D12	0.458166666666667
C16orf24	0.466
MRVI1	1.76266666666667
ZNF581	0.248333333333333
ELOVL3	0.7345
OR51Q1	0.377
CACNB3	0.104666666666667
GALNT13	0.06175
C10orf84	1.135125
NEDD4	-0.0655
SPO11	0.903
OR5AU1	-0.576
NEK4	0.645214285714286
PRKAR2A	-0.4435
IHPK1	-0.5165
ATP6V0B	0.06875
CACNA1E	0.058
CEACAM8	1.0455
PEX14	-0.343
FLJ12993	2.682
ZBTB38	-0.12425
PCTK2	0.669333333333333
LRRC16	1.9152
FBLIM1	0.735583333333333
FYCO1	1.185
RP5-1022P6.2	0.474916666666667
CMTM1	0.185833333333333
PLTP	1.43483333333333
RAPH1	1.12425
DOCK8	1.41025
EZH2	-1.36306666666667
SLC25A1	-0.9975
PLEKHB1	-0.4406
GRB7	0.1322
ZFP37	0.176
MRPL33	-0.03475
PELO	-0.443
ARMC1	-0.585
C9orf27	-0.21675
FLJ25778	-0.4115
C9orf37	-1.48016666666667
TMEM66	1.70475
SPRN	-0.1995
HBEGF	0.28775
PI4KA	-1.451
LEPRE1	-0.43675
POU2AF1	-0.145625
MRPL12	-1.26116666666667
REP15	-0.1265
ZC3H3	-0.9665
RASAL1	0.7225
DDAH1	1.27825
ACBD5	0.5755
TMC2	0.4945
CCDC137	-1.97425
SAMD13	2.12916666666667
UGT2B15	-3.61483333333333
TIPARP	0.5145
DNASE1L3	3.3965
TRIM72	0.342833333333333
DBX2	1.51925
IPO8	-0.27225
C21orf88	0.7
MAP3K14	0.19625
LOC51233	0.830333333333333
GGTLA4	0.0425
PDE6D	-0.04675
ZNF117	0.24525
CLK2	-0.992
NKRF	-1.0445
TNFSF15	-0.3061
DUSP2	0.145875
SECISBP2	-0.139
GABRR2	-0.2515
PPAP2C	0.915
LOC51145	-0.188666666666667
PAG1	0.718
PIK3C3	-0.323
GNG10	0.6375
APOL4	0.729166666666667
ANKRD28	-1.367375
STMN3	-1.5589
RAB14	1.1197
CDK2AP2	-0.371
HDDC3	-0.38725
COMMD7	0.670125
CXXC1	-0.91525
HMCN1	0.453
CD40	1.4185
DYNC1LI2	-0.4608125
GDI1	-0.573
LOC646938	-0.0992500000000001
VSNL1	-0.157166666666667
PIH1D1	-0.360333333333333
RAET1G	-0.3675
KRTAP5-9	-0.7375
EFTUD2	-1.239
ZNF311	-0.107666666666667
ATP6V1G3	0.977
OR2W3	0.3945
SCN4A	0.49525
MED10	-0.760875
FAM135A	-0.6026
ARHGAP4	-0.807
EHMT2	-1.431125
UFD1L	-0.781
ERMP1	2.00525
MAG1	-0.9785
THAP8	0.0441666666666667
HACE1	-0.6685
FAM82C	0.394833333333333
C3orf20	0.0325
UNC84A	-0.5965
SCD5	-0.0394615384615385
LASS6	0.795875
LSG1	-0.567333333333333
MAL	-3.89275
GPR22	4.0775
WDR5B	0.99525
ACTRT1	0.3665
C17orf60	-0.107666666666667
GRIN2C	0.2457
ARMC8	-0.349416666666667
SLC47A1	-2.069
DMPK	-0.843
DHRS13	-1.16616666666667
SMC1A	-1.0515
KRTAP17-1	0.15525
SMYD5	-1.185
TUSC2	0.578
CRHR2	0.6
KIR3DL2	-0.5945
CCDC104	0.37275
ATP2C1	0.718
CROT	1.7155
PABPC3	-0.286333333333333
EGR1	2.71416666666667
THSD1	1.09075
KHK	-1.61925
SLC12A2	1.3431875
CD58	-0.98475
STOX2	-0.488666666666667
CCDC76	-0.7475
CCDC48	5.192
DNAH1	0.439
ZIC4	-0.558428571428571
OR1G1	-1.3565
PSMC6	-0.280833333333333
PROKR1	0.383
ABCB1	0.683
TRAT1	1.26025
LLGL1	-0.09
MTF1	1.17325
USP54	1.04275
PAGE2B	-2.015
ITGB7	-3.4435
CCDC81	-1.0195
LOC149837	0.302
SCUBE1	0.1285
ZSCAN10	0.086
HUWE1	-0.0107142857142858
CDH17	-0.1115
CD180	1.0225
IL17A	-0.3035
TMPO	-1.320125
KIAA1524	-1.704
HDGFRP3	-0.491666666666667
OXCT1	-0.530363636363636
RRAS2	-0.823
LTBP2	3.177125
SV2B	2.372
CYP2A6	1.191625
PKD1L2	-0.762166666666667
PPM1M	1.3925
FLJ22662	2.061
ZNF502	1.33875
GP6	-1.395
CRYBA2	-0.3875
LEF1	-1.6847
CTPS	-2.32257142857143
EYA1	-2.143
EPS8L1	1.221
MAPK14	-0.401333333333333
SERPINB2	-1.13475
GTF2F2	-0.358
ZNHIT4	-0.1805
PLA1A	1.26825
C20orf114	2.19925
HPR	-0.656
C18orf2	-3.0916
SATB2	-2.2265
KCNJ9	-0.00187499999999997
MGC157906	0.8145
MOCS3	-0.076
C17orf71	-0.8085
PPHLN1	0.1733
HIST1H2BN	-1.178625
RAPGEF1	-0.88325
MAP3K8	0.69625
DLG4	0.334666666666667
STC1	-0.781
CDGAP	1.27825
DDX26B	-0.377
LOC150223	-2.2925
CPSF3	-0.663833333333333
TMEM14A	0.03825
MYH3	-2.1805
GPKOW	0.153
SULT1A1	0.2025
SPON1	4.9144
YY1AP1	0.059
RAB23	0.00150000000000001
PLA2G4A	-2.6975
MAPRE3	-0.26
ZNF516	0.301071428571429
GGPS1	1.79975
EXOC3L2	-0.70725
C19orf42	1.2857
MAP2K2	-0.5
HIST1H2BB	-0.67125
RNF19B	0.445333333333333
C6orf128	-0.0806666666666667
TLR8	3.46425
PCDHA9	0.307
CARS2	0.34125
CLUL1	2.1325
RHAG	-3.878
UNK	-0.6175
EXOC8	1.322
C9orf95	1.34475
C14orf143	0.701833333333333
MAML3	0.594125
LDHA	-2.42725
MRPL20	0.348
KLHDC6	1.02433333333333
ATP5S	0.471666666666667
C8orf55	-0.28525
PHF19	-2.325875
KRTAP13-4	0.5805
TTC5	-0.60575
XKR5	-0.04375
SILV	-4.634
TEX28	0.3
TCTN1	0.51425
CX40.1	0.435
PPP2R5C	0.3165
C12orf30	-1.3205
CAPG	1.6815
MPZL1	1.4751
ARSB	-1.395
TDH	-2.01975
WASF4	1.63775
TSSK3	-1.06833333333333
7A5	0.438
CRISPLD1	2.206875
MAD1L1	-0.723666666666667
SPIN4	-0.285
AMPD1	2.2935
DPYSL5	0.7625
INPP1	0.0366666666666667
ANKRD11	-1.34922222222222
NPAS4	-0.142125
GCET2	1.6402
RNASE9	-0.902
GUCY2D	-0.0928333333333333
CCDC98	0.664
FGF4	-0.99325
CPM	0.0683333333333333
SLC26A4	-1.279
PLD5	0.5255
FAM59A	1.111
FBXO5	-1.71766666666667
SIPA1L1	-0.368
DPYS	0.6615
ATG4D	-0.2345
TGM3	0.524
MTCH1	-0.413375
HK1	-0.0884285714285714
CDC26	0.697375
GALNT12	-1.87233333333333
LOC339229	-0.65775
MRPL35	0.086
ORC4L	0.04675
TNKS	0.123714285714286
C2orf24	0.113666666666667
ZNF553	0.213833333333333
GGTLA1	3.1918
ZNF497	0.04175
CDY1B	0.755
SLC30A4	-0.12075
TUB	-0.403125
ARHGEF18	-0.031
ARRB1	0.615
KCNK1	-1.04725
EREG	-2.6712
SCAMP5	0.0135
RUNDC3B	2.61975
ADAMTS20	-0.60825
IL17RB	0.045875
FLJ20323	0.0705
MCAM	0.2255
POLR3E	-2.19016666666667
AQR	0.908166666666667
IPMK	0.825
CDCA7	-3.41125
CAMP	2.11425
GRHL3	0.4545
ADAMTSL2	0.731833333333333
CLMN	3.11116666666667
SSTR3	0.403
MAGEA5	-2.4235
OVOL2	4.31325
JMJD1B	0.59575
RBL2	0.2091
PYGO2	0.684
PPP1R10	0.0495
CSE1L	-1.447
LCA5	1.46975
RDH16	-0.39325
ASRGL1	-1.286625
TOM1	-0.468833333333333
PTX3	-4.3695
TTC15	0.5005
SCGB3A1	2.75833333333333
MRPL50	-0.5675
RCAN3	0.834
SLC26A11	0.163
STYX	0.352333333333333
CINP	0.21525
MARCH7	0.35175
PFKM	-1.434
SGMS1	1.153
RIOK3	-0.4259
C1orf110	0.468
CES7	-0.07575
LOC440248	-2.5155
PPP1R12C	-0.72925
C10orf27	0.4695
ATG9A	-0.81475
MRPS26	0.621
TMEM40	3.786
ELP3	-0.0473
ZNF787	-0.3678
HIAT1	0.050625
C8orf34	0.991333333333333
MGC4655	0.0971
PELI1	0.566166666666667
PPT1	0.2671
SLC35C2	-0.307333333333333
C6orf125	-0.693
MUC4	-1.75716666666667
RFC4	-2.01885714285714
GNB2	-0.306666666666667
NUP50	-0.345214285714286
SULT4A1	-1.8794
C7	5.86775
CCDC130	-0.462166666666667
ARRDC4	0.7515
RQCD1	-0.7745
GLYCTK	-0.87325
AYTL2	-0.521
MTUS1	1.9166
LEMD3	0.0273333333333333
PLEKHF2	1.86275
HOXA7	2.1335
GTF3C2	-2.068
DYNLRB2	3.46625
CNOT10	-0.4655
MR1	0.970833333333333
FFAR1	0.2645
PRIC285	-0.23225
SLITRK6	1.79625
LIX1	-1.6422
UBE1L2	0.0255
F8	0.7845
ACHE	0.293666666666667
KPNA5	0.5325
TNFRSF12A	-2.523
EGR3	2.1435
SERPIND1	-3.4685
OASL	1.7735
IFRD1	-2.059625
WDFY1	0.0148333333333333
ZNF267	0.60875
ACCN5	0.3675
ZBTB6	-0.01375
PPP1R3A	-1.196
PRRT3	1.3085
FBXL19	-1.1605
TXNIP	1.74542857142857
ACTN2	-0.5325
ATG9B	-1.16316666666667
C9orf117	0.480625
IL27	1.1535
RPL36AL	0.576
KLK15	0.750666666666667
CHAD	2.407
RAP2B	0.1877
HEBP2	1.44275
ZNF342	1.0375
CAMK2G	-0.404833333333333
TLR3	2.788
FGF14	1.69725
HMGB2	-0.9215
TRPM5	-0.171833333333333
OR5M11	-0.0765
KIF3B	-0.0212105263157895
PRICKLE2	1.16275
MTMR9	0.183875
C3orf27	0.195
GLRA3	-1.50766666666667
NSDHL	-0.651333333333333
TMEM32	0.00325
POLR2D	-1.64058333333333
MYADML	0.3715
C9orf114	-0.415
MRGPRX1	-0.465
TOPORS	0.70125
CLDN19	0.66425
C1QL4	-0.5325
RNF165	-1.2205
DHRS9	0.9695
DNAH2	-0.0673333333333333
FXR1	-0.347666666666667
ZMYM3	-1.214
CASP3	0.373666666666667
FAM120C	-1.04575
SCLY	-1.0855
CA7	0.5795
ENTPD5	1.31466666666667
ZNF461	0.442875
PDIA5	0.35175
C1orf19	0.621166666666667
TMEM67	0.088
KCTD20	-0.89225
WDR47	0.6325
FLJ38723	-0.333
KLRF1	1.00883333333333
TAS2R16	0.8045
CLDN12	0.536
PRKCE	-0.06025
UBXD4	-0.7535
ITGAM	2.86916666666667
GLT8D3	0.057
WDR31	-0.1483
RGS2	2.136
OR51L1	0.1735
MST1R	0.0505
KIAA1737	1.93275
OR4A5	0.9385
GLIS1	-1.22533333333333
PTMA	0.456714285714286
NAPA	0.939
PRDM11	-0.08225
LIPF	0.6045
DIRAS3	2.095
ASGR2	-3.717
C1QTNF4	1.63075
PIK3R4	0.138666666666667
ARMC3	1.7975
NDUFV3	-0.500833333333333
BTBD3	-0.239833333333333
PPP1R2	0.767083333333333
UBE2NL	0.14675
FOSL2	0.472357142857143
FAM119A	-0.949166666666667
TUBA4A	-0.8207
KRTAP12-1	0.1925
SFRS2	-1.07925
RHPN1	-0.79
EEF2	-0.376666666666667
ZDHHC11	-1.909
EPHA3	-0.2927
RBM12	-0.54175
H2AFJ	0.405666666666667
EDIL3	2.9535
KIF26A	-0.9815
SERGEF	0.214
B3GALT4	2.56475
LOC90925	1.66466666666667
OSCAR	0.014375
NPFF	-0.523125
DEDD	0.525375
TMEM155	-0.36075
PTPN1	-0.5115
SCYL2	0.0531666666666667
SKAP1	2.76725
LEAP2	-1.92166666666667
GADD45G	2.13
IFITM3	1.115375
PILRB	-2.25
SLU7	0.24925
DSC3	1.65625
DNMT3L	-1.35925
PAPD5	-0.459125
B3GNT3	1.279
LHCGR	-0.311
MSL-1	-0.54175
UBE2S	-2.343
SAP130	-0.664
ANAPC11	-0.23025
MAGED4B	-1.9675
ATP6V1B2	0.951333333333333
C14orf179	1.103875
CAPZA1	0.597
CDYL2	-0.124666666666667
GLRX3	-0.860333333333333
LOC136288	-1.40875
MOBKL1A	-0.3455
HTR2B	5.12575
CRYGD	0.410666666666667
NUS1	-0.501
PGRMC1	1.7605
MYOM2	0.56025
FLJ39653	-1.78833333333333
CHM	-0.2627
OR5M8	-0.4065
ZNF619	0.9055
FAM105A	1.4825
CCNL1	-1.29575
NAP1L3	1.209
C10orf57	2.25833333333333
B3GALNT1	0.3825
CSN1S2A	1.0285
TCP10L	0.75675
GDAP2	0.508875
DMKN	0.787666666666667
COX6B1	0.72125
DNASE2	0.499833333333333
MSH5	-2.352
LGMN	0.134375
USP31	-0.3137
OR13C8	0.3615
SDCBP	0.2536
NUDT11	-1.48033333333333
PYGL	-1.4765
SNPH	1.0975
B3GNT4	-1.2995
MIZF	-1.0971
NUBPL	-0.087
NOD1	0.0248333333333333
CDH22	1.042625
NUBP1	0.3115
DSCAM	-3.794
DGKI	0.547
FAM136A	-0.87325
AKAP1	-0.227166666666667
SLC16A6	-0.65375
RIN3	-0.04475
PSG2	-0.201
DIP2B	0.297166666666667
PSORS1C1	-1
KIAA0495	-0.657
FLJ90709	-0.290333333333333
LPA	-0.282666666666667
PIGA	0.216833333333333
LY75	3.41366666666667
UTS2	-5.54
RREB1	-0.059625
GALNACT-2	0.0819
MGC3196	-0.47725
FLJ31568	-0.54025
LPHN1	-0.584375
SP1	1.338625
TOX4	0.289833333333333
HSPA9	0.0818
APOBEC1	-0.337
SLC35E4	-1.8365
LSM5	-0.9055
SURF1	0.15225
ZBTB1	0.289833333333333
GTF2F1	-0.19575
RPS15A	0.803285714285714
DUSP21	-0.8468
GINS4	-3.57266666666667
MYO15A	-0.313666666666667
GIMAP7	5.087
MGC13379	1.25625
ATP6V1E2	-0.9025
UTP3	0.1465
HNRPA3	-0.5085
MT4	-0.984
C14orf155	-0.00724999999999999
U1SNRNPBP	0.092
CKLF	-0.572
PLEKHN1	-0.985333333333333
MBNL1	0.223583333333333
NUP160	-1.56125
ACSM2A	-1.07925
LOC129881	0.63125
KIAA1529	-0.75075
FLJ22639	-2.0445
HAND1	-1.0735
GSX1	0.2325
FGA	-3.91528571428571
SERPINB1	-0.20075
ZNF642	0.536
IGFBP1	-8.168
SLC1A1	1.84475
DHX57	-0.508625
ZNF766	0.2495
PTPN21	-0.054
GDPD3	-2.24816666666667
PNPLA5	0.2005
TBR1	-0.2788
FAM116A	-0.0445
IQGAP1	0.836
FOS	1.714625
ZNF226	0.482875
FIGNL1	-0.420833333333333
C14orf1	0.0538333333333333
ZMYND17	-0.8435
PUS7	-1.572
TUBB6	-1.086875
KCNQ2	-1.584
MARCH6	-0.37725
CCDC33	-0.07
PRODH	-0.651
RBM11	0.9675
EPHA6	0.059
SLC43A1	0.889
LOC196541	1.52225
NTN1	0.692083333333333
ING4	0.278
PCDHB10	1.06575
DPH2	-1.84583333333333
SPACA4	0.1335
FBXL21	-4.517
DIAPH1	-0.525666666666667
ZNF71	0.5505
CEP76	-0.8315
CORO1A	0.14775
RRM2	-1.4865
EDG4	0.8515
OS9	-0.2125
SLC4A1AP	-0.29675
COG5	-0.5435
COPS8	0.08225
NGLY1	-0.34725
NCBP2	-0.102875
C17orf42	-0.421833333333333
GPSM3	0.53775
SIL1	0.555
ASB6	-0.67525
SMAD5OS	0.479333333333333
UNC93A	-3.255875
A1BG	0.1375
C21orf62	0.438
FMO5	-0.101083333333333
ATRIP	0.0305
CEBPG	-0.0478333333333333
C7orf38	0.067
TNFRSF1B	1.17
CLEC1A	3.8118
IQSEC1	0.17625
PATZ1	0.4448
RBM22	0.732375
BAG2	-1.9755
PAQR5	-2.10483333333333
C9orf127	2.1543
THNSL1	-0.17225
SHROOM3	2.4156
JAM2	2.54475
SNRPN	-2.201
ALX4	0.201
CACNA1S	0.0005
FAM130A1	1.14175
CORIN	1.71
CD300LB	0.5445
PLEKHG6	0.6175
LRRC40	-0.79175
PCLKC	-1.12375
PCDHB16	1.362
WNT2B	2.93683333333333
ASNS	-3.12833333333333
MRPL49	-0.328375
FLJ46111	-1.465
ISG20	0.952
SMU1	0.529166666666667
CASZ1	2.5035
POLR1D	-0.118916666666667
GIN1	0.03225
SNAG1	0.659666666666667
ANKRD29	-0.0455
CDKN2AIP	0.44725
KRR1	0.436
CXCL1	-1.907
EPM2A	0.0113
PC	-0.219666666666667
DEFB127	0.3425
PDZRN4	2.50966666666667
FAH	1.01775
OR51E1	3.3515
CDC2L6	-0.2335
DNTTIP1	-0.593
PAX8	-0.07275
TMEM116	1.048
C1orf150	1.637
PRO2012	-0.17675
MRPL40	-0.586166666666667
BEX1	-3.1665
SLC2A4	0.785333333333333
PKMYT1	-2.08575
FEZF2	-1.118
SLC26A9	-1.94766666666667
MAP2	0.8357
LYL1	-0.93675
SLC25A19	-1.50833333333333
NOS3	-0.012
ZNF34	-0.0141666666666667
TMPRSS11F	0.273
FAM43A	-0.794
FCRL4	-0.1554
KLF14	0.58225
FLRT2	1.266
WRN	-0.9635
SDF2	0.4393
KRT8P12	-1.03075
C6orf195	-0.938
C9orf125	-0.709333333333333
DZIP3	-0.4655
RIT1	0.7575
SCML1	-0.714666666666667
RHBDF2	-0.588125
OR2G3	-0.2225
REXO1L1	-0.7185
MAP3K7IP3	0.2845
C3orf57	-5.962
FBXW11	-0.883666666666667
ETAA1	-0.78275
C14orf131	-0.7594
AKT1S1	-0.72975
SLC12A5	-0.229714285714286
C9orf164	1.3655
NRIP3	-1.13757142857143
NOS1AP	0.0325
TMEM121	0.719
SAP30BP	-0.5436
DGCR6	0.30175
WDR76	-1.262
FAM82B	-0.369666666666667
LOC606495	-0.3195
MAP9	0.656916666666667
BCDIN3D	1.35175
CXorf36	3.70533333333333
DSCR3	-0.0726
ZFAND3	0.21975
C7orf43	-0.329166666666667
SPSB3	0.2262
C19orf19	0.188
FAM133A	-1.322
C12orf25	-0.43225
SLC39A3	-0.85925
DISP2	1.8155
PI4KAP2	-3.098
MKRN3	-2.03566666666667
ADAMTS13	-0.8635
CBLN3	0.2007
TTYH1	0.134833333333333
C3orf18	0.9335
FLJ13236	-0.17425
ZMYND12	3.858
C18orf25	-0.019875
GLB1L3	-3.1445
ATP13A5	3.3655
RANBP10	-0.10025
CD96	0.5497
DENND1C	0.87625
RBMS3	1.1719
SLC41A3	0.513166666666667
DGCR6L	0.05275
TMEM128	0.985
CSNK1G3	0.354714285714286
MOBKL2C	1.175
TSPAN6	0.286875
MATN2	0.9717
MSL2L1	-0.345
ST6GALNAC2	0.6395
FGFBP2	0.899125
FGL1	-5.688
MPP3	0.376833333333333
ARHGEF6	1.017
TGFBR2	1.20325
ACMSD	0.0285
IL33	5.18275
C9orf5	-0.161416666666667
DEAF1	-0.2538
AMN	-0.39
DEFA6	0.237285714285714
RNF212	-0.51375
METT5D1	0.267833333333333
CIB1	0.7439
TSSK1B	-0.0515
KIAA1727	0.77175
ZNF680	0.653666666666667
LOC399900	-2.741
LOC152217	-0.343
CTNNAL1	-2.5585
CIT	-3.03158333333333
TLE6	0.2725
ZNF607	-0.907
HERC4	-0.788
DRAP1	-0.4318
PEMT	-0.35275
C10orf111	-1.313
ZNF575	0.79825
KCTD7	-0.12725
MYO1F	0.977875
LOC285382	-1.10625
RAB11A	1.3672
PLCD3	-1.26725
C15orf28	-1.2345
PTBP2	-0.70725
CTB-1048E9.5	-0.622
C19orf60	-0.0171666666666667
C7orf25	0.094
SETD7	1.707125
HOXB9	-4.571
VANGL1	-0.1786875
CHAF1B	-1.75475
NDUFA3	0.54275
KIAA1328	-0.208833333333333
SHARPIN	-0.743875
TTC23	-0.187875
UGP2	0.49175
ANKIB1	-0.3304
CIRBP	1.69528571428571
SEC14L4	-3.27683333333333
OVCH1	0.422
VPS52	-0.72875
FAT	-0.74175
M6PRBP1	-0.55325
GPRIN3	0.193
PPM1F	-0.8435
TSR1	-1.11675
CCDC85A	1.66825
PCSK5	2.5735
ZFHX3	-0.0935
HEMK1	-0.573
PGBD2	1.163
RSRC2	-0.340333333333333
AURKC	-1.23916666666667
SCRIB	-1.228625
ORM2	-4.3425
FAM115A	-0.25
FZD6	0.069875
UNC119	-0.674166666666667
GPX3	0.2577
NOV	1.648375
CABC1	-0.128375
CDC42SE2	0.60975
EIF2S2	-0.8222
RNF130	1.805875
CKAP5	-1.447
RP11-413M3.2	0.312
C10orf18	0.0648999999999999
TMEM93	-0.81275
DYX1C1	1.84075
KCNMB2	-0.483625
ANK3	1.35166666666667
KRT5	0.6695
CDH12	-0.833125
QRSL1	-0.0355
JUB	-1.31775
SHC4	-0.521
CCL15	2.255
CCDC22	0.10025
SNX24	-0.8485
RARS	-0.07475
MORC2	-0.058
FAM48A	-0.2745
MT1H	-0.664
PPP1R14C	-1.44083333333333
FOXD1	-2.66935714285714
C1orf213	-1.862
AMT	-1.7967
DSN1	-1.809
PTPLAD2	2.54375
DIS3L	-0.47625
RASL11A	1.92225
GPRC5B	0.33025
FRMD7	0.6215
STRN4	-0.403
KITLG	2.70222727272727
HDGF	-0.58725
OR1S1	0.6615
SETX	-0.2061
DDR2	0.993875
KCTD12	2.658
LYZL2	-0.20225
WDR52	0.3265
TMEM2	0.04725
ZNF579	-0.1685
LOC200810	0.15075
TNFSF9	-2.072375
PPFIA4	-3.089
CNIH3	0.147833333333333
MAP4K4	-1.19164285714286
ROD1	0.155857142857143
ALS2CR12	-0.180166666666667
DOCK3	-1.53
PAQR9	-4.0865
ASB17	0.4395
STX16	-1.5335
FEZ2	0.59
DLAT	-0.283333333333333
KIF21B	-1.0315
CDC5L	-0.64675
TMEM119	2.34866666666667
CRIP3	-1.21975
TPSD1	1.152
TEPP	0.04125
GNGT2	1.64775
C21orf121	2.5625
WNK1	-0.324583333333333
FLJ10490	0.0421
OR51B5	-2.293
LOC203547	-0.15625
HAS1	-1.7355
PPA1	0.180833333333333
ST7	0.171125
C11orf46	0.5346
POPDC3	-3.7605
ACOX2	5.13416666666667
ATCAY	-0.656833333333333
TM4SF19	0.199
MFSD9	-0.279666666666667
PDHB	0.83125
ERN1	-0.2965
LCE3C	-0.317
GPR111	-0.4045
NOTCH3	2.164
ADAMTS5	3.552
B3GALT1	-0.864
UGCGL1	-0.323833333333333
FAM58A	0.669
FBXO32	1.55725
CLPP	-0.3115
NXPH1	5.24525
MTMR3	0.925
ATP1B3	-0.866875
TMEM16A	3.959375
HIST1H3F	-0.272333333333333
TRIM25	-0.5465
SDCBP2	0.5125
CRKL	-1.1635
HOXB2	1.02983333333333
ANP32B	-0.229125
GATM	4.322
AP4E1	-0.32975
EDG5	0.409375
CDKN3	-1.82783333333333
CDH4	-2.65125
PGD	-1.01583333333333
RND1	0.384
GAD1	-2.9548
MPG	0.0595
LOC440350	-1.4755
ZNF133	0.0745
SERPINB12	-0.1915
AMELY	-0.094
DHX36	-1.3055
TNFAIP8L2	3.546
PHTF2	-0.718888888888889
CCDC112	-0.781666666666667
IQCC	-1.25075
HEYL	3.51033333333333
FTSJ2	-0.722666666666667
APPL1	0.645
RAB43	0.818285714285714
OR10G2	0.1315
WAC	0.588333333333333
ADCY9	0.991
RUNDC2B	0.2465
PYCRL	-0.4586
AGPAT7	-0.958833333333333
SLC22A9	-1.6736
CDKAL1	-0.4115
PDYN	-0.853166666666667
C20orf74	0.96975
MTMR11	0.57825
VAV3	4.58083333333333
DAPL1	1.8385
STXBP3	0.266
EIF3G	-0.21875
ARHGAP22	-0.75125
NPFFR1	0.37
NPC1	-0.763666666666667
ALDH9A1	1.10516666666667
ZNF600	0.180875
ZNF678	0.7385
RASSF1	-0.4035
ADD2	-2.712875
PITPNB	-0.46425
PKD2L2	0.92025
LRP11	-1.176
CDKL1	0.0065
SMEK2	0.632
PRODH2	-3.24733333333333
C11orf54	0.489666666666667
SFRS11	-0.3805
IL7	0.802833333333333
ALS2CR16	0.5845
BTG3	-1.19966666666667
PAK2	0.118333333333333
RP11-679B17.1	-0.30525
GATA4	-1.55833333333333
ATP2B1	-0.5735
LOC130940	1.72
C1orf172	2.7255
ATF7IP2	-0.7025
SLC25A43	-0.2885
CENTG3	-0.37875
IGF2BP1	-4.244
FCHSD1	0.416
CAMK2N2	0.431333333333333
ELAVL3	0.1677
NBPF15	-0.168166666666667
UBE2J2	-0.79
GNL2	-0.93875
PRR3	-0.8059
NLF2	0.35375
OR4F6	-0.6075
KLHL24	0.956
CCDC88A	-1.5919
SGPP1	-0.771166666666667
C10orf11	1.39833333333333
SLC35B4	-1.15533333333333
UGT3A2	-1.0285
ARNT2	2.2501
CBR1	-0.847875
ITPR3	-1.1905
TRAPPC6B	0.2619
AMZ1	-1.481
ARP11	0.988
WDSUB1	0.7415
APBA1	0.6035
RAB2A	1.0433
C6orf162	0.13325
HPSE2	1.54266666666667
PLCE1	-0.6205
INSL3	1.426
DLG1	0.0614
PTPLA	-2.813
PIGX	-0.0737500000000001
TFIP11	-0.269333333333333
FIBIN	3.7875
POLR2G	-0.2885
GRAP2	-1.0543
DNAJB8	0.55025
CNBP	0.801166666666667
WASF1	-1.7915
INPP5E	-1.7626
HSPB1	-0.867
TMEM167	-0.0133
CUBN	0.386
IGF1	5.166875
ITPK1	0.2516
NAALAD2	-0.023
G3BP1	0.6922
NT5DC1	0.118125
CYP39A1	1.1925
TMEM139	1.13290909090909
POLK	-0.8057
GLULD1	-0.72975
RBM15	-0.795
AMZ2	-0.6555
GDF15	-3.28883333333333
MESDC2	0.2205
INCA	1.4655
ACY1L2	-1.5045
GZMM	0.627166666666667
PAIP1	-0.026
CACNA2D1	0.79175
STK32C	-0.9135
SH3BP4	1.0945
DEC1	-1.093
PADI1	1.036
UBB	0.4644
PON3	0.196166666666667
PROP1	0.629
ANKRD13B	-1.761
ADCK1	-0.3465
TCF25	-0.3385
SLC38A5	-2.93875
CXorf26	0.800666666666667
C19orf39	0.38825
PPP1R13B	0.5135
ARL2	-0.933
TCL6	-0.03675
TOP3A	-0.8215
SLC16A14	1.437
FXYD6	2.1855
HIST1H4E	-0.06925
BBC3	-0.402736842105263
UNC5A	0.707833333333333
FAM86C	-0.5954
PI4KB	0.232625
B3GAT1	-1.116
SUSD2	2.085
OAZ2	-0.221333333333333
NOC4L	-0.9635
C10orf12	-0.50275
FADS1	-2.87583333333333
LOC144097	-0.886
DKK2	2.32283333333333
KIAA1949	0.17375
RHOT1	-0.0408
OXT	1.49633333333333
GPR153	0.025
ARL4A	0.2025
SAAL1	-1.336
CCDC64	-1.052
USE1	-0.0793333333333334
HNMT	1.00966666666667
PCGF3	-0.02275
CYP2C19	-0.58275
C20orf4	-0.0275
CCDC11	0.59225
ACSBG2	-0.0195
RWDD2A	1.003
PALLD	2.51275
CPLX4	-0.429
LOC492311	1.67075
KPNA2	-2.78883333333333
MACROD1	-0.4135
TMCO3	-0.119833333333333
C15orf52	1.26083333333333
BIRC5	-2.43353333333333
PRR16	0.912833333333333
FAM63B	0.241125
KATNB1	-1.27366666666667
WNT8B	-0.2175
