Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
GTF2E1	1.07425
RY1	0.1245
ATAD2B	0.530125
ARHGAP17	0.2632
KCNIP3	-0.725
SFPQ	-0.2645
GFRA4	-0.290166666666667
AKR1B10	-4.185375
TIGD6	0.566666666666667
RGS16	2.487
URB1	-0.709666666666667
OR4C46	-0.361333333333333
TOP3B	-0.9745
NFATC4	0.038
CA14	-4.50375
BMPR1A	-0.102
SNRP70	-0.5535
PRL	0.848416666666667
C6orf130	-0.712
STAG2	0.628
CD55	-0.481357142857143
RPS23	-0.791833333333333
SSX2	-2.29466666666667
FDPSL2A	-0.62775
FBXO27	0.851
SYNGR3	-1.62683333333333
TMSL3	1.465
EML1	-0.437
NUP93	0.12325
SMAD3	-0.3216
KIAA1189	1.67633333333333
HNRPUL2	0.383666666666667
TBC1D12	0.655166666666667
C16orf24	0.7965
MRVI1	2.15566666666667
ZNF581	-0.382833333333333
ELOVL3	0.8535
OR51Q1	0.0585
CACNB3	-0.104166666666667
GALNT13	-1.782375
C10orf84	0.644375
NEDD4	-0.2043
SPO11	0.957
OR5AU1	0.403
NEK4	-0.0371428571428571
PRKAR2A	-0.0916666666666667
IHPK1	0.023
ATP6V0B	0.447
CACNA1E	-0.559
CEACAM8	-0.402
PEX14	0.075
FLJ12993	-0.897
ZBTB38	0.910083333333333
PCTK2	0.919666666666667
LRRC16	-0.2371
FBLIM1	0.273166666666667
FYCO1	0.51725
RP5-1022P6.2	1.01783333333333
CMTM1	0.582166666666667
PLTP	0.945833333333333
RAPH1	0.52375
DOCK8	2.771375
EZH2	-1.1912
SLC25A1	-0.3915
PLEKHB1	0.4797
GRB7	-0.5757
ZFP37	0.468
MRPL33	-0.29575
PELO	-0.47325
ARMC1	0.354818181818182
C9orf27	-0.169875
FLJ25778	0.065
C9orf37	-1.05716666666667
TMEM66	1.45
SPRN	0.201625
HBEGF	1.499625
PI4KA	-0.4015
LEPRE1	-0.17975
POU2AF1	1.162125
MRPL12	-0.201666666666667
REP15	-0.0625
ZC3H3	0.40625
RASAL1	-1.2085
DDAH1	0.285
ACBD5	0.592
TMC2	-0.0505
CCDC137	-0.1145
SAMD13	-2.0205
UGT2B15	-3.44916666666667
TIPARP	-0.05775
DNASE1L3	2.745
TRIM72	0.4565
DBX2	2.0305
IPO8	0.58925
C21orf88	1.776
MAP3K14	1.20275
LOC51233	0.145
GGTLA4	-0.02425
PDE6D	0.176
ZNF117	0.98375
CLK2	-0.77825
NKRF	-0.3675
TNFSF15	1.8258
DUSP2	1.781125
SECISBP2	-0.3687
GABRR2	0.4215
PPAP2C	1.2345
LOC51145	-0.1245
PAG1	1.395625
PIK3C3	-0.29975
GNG10	0.4595
APOL4	1.43783333333333
ANKRD28	-1.216375
STMN3	-0.6814
RAB14	0.581
CDK2AP2	0.198
HDDC3	-0.33375
COMMD7	0.738875
CXXC1	-0.552
HMCN1	-0.0638333333333333
CD40	2.01475
DYNC1LI2	0.46625
GDI1	0.17225
LOC646938	0.05875
VSNL1	-2.82183333333333
PIH1D1	-0.0311666666666667
RAET1G	-1.8725
KRTAP5-9	-0.583
EFTUD2	-0.5985
ZNF311	-1.6765
ATP6V1G3	0.6125
OR2W3	-0.68475
SCN4A	0.624
MED10	-0.3725
FAM135A	0.1195
ARHGAP4	0.67775
EHMT2	-0.788625
UFD1L	-0.34325
ERMP1	-0.43975
MAG1	-0.254166666666667
THAP8	0.603666666666667
HACE1	-0.3875
FAM82C	0.256333333333333
C3orf20	-0.3725
UNC84A	-0.950333333333333
SCD5	-0.464642857142857
LASS6	2.006625
LSG1	0.600666666666667
MAL	-2.875
GPR22	2.2875
WDR5B	0.7945
ACTRT1	0.427
C17orf60	1.88916666666667
GRIN2C	-0.5937
ARMC8	1.80416666666667
SLC47A1	-2.83866666666667
DMPK	-0.20225
DHRS13	-0.085
SMC1A	0.2045
KRTAP17-1	0.02475
SMYD5	-0.1235
TUSC2	-0.22325
CRHR2	0.151
KIR3DL2	1.841
CCDC104	0.53025
ATP2C1	0.409875
CROT	0.98125
PABPC3	0.0545
EGR1	1.55216666666667
THSD1	0.5705
KHK	-0.334
SLC12A2	0.135375
CD58	0.16925
STOX2	-0.762833333333333
CCDC76	-0.035
CCDC48	3.195
DNAH1	0.0511666666666667
ZIC4	-0.760625
OR1G1	0.5145
PSMC6	-0.643
PROKR1	-0.0595
ABCB1	0.799375
TRAT1	2.71225
LLGL1	0.1375
MTF1	1.28475
USP54	0.579125
PAGE2B	-1.792
ITGB7	-2.3145
CCDC81	-0.2845
LOC149837	0.68
SCUBE1	-0.191
ZSCAN10	-0.7625
HUWE1	0.194928571428571
CDH17	1.339
CD180	2.43025
IL17A	0.02225
TMPO	-0.765
KIAA1524	-1.25916666666667
HDGFRP3	-0.149166666666667
OXCT1	-0.711636363636364
RRAS2	-2.07133333333333
LTBP2	2.6651875
SV2B	2.65983333333333
CYP2A6	1.08225
PKD1L2	-0.758166666666667
PPM1M	0.9925
FLJ22662	3.21783333333333
ZNF502	1.3065
GP6	-1.07325
CRYBA2	0.41675
LEF1	-0.412
CTPS	-1.168
EYA1	-2.83833333333333
EPS8L1	0.23225
MAPK14	-0.157166666666667
SERPINB2	-5.790125
GTF2F2	-0.0933333333333333
ZNHIT4	0.3055
PLA1A	2.373125
C20orf114	1.38875
HPR	-2.6495
C18orf2	-3.832
SATB2	-1.43725
KCNJ9	0.5205
MGC157906	0.637
MOCS3	0.54125
C17orf71	-0.373833333333333
PPHLN1	0.3271
HIST1H2BN	-1.73525
RAPGEF1	0.434
MAP3K8	2.99175
DLG4	-0.905333333333333
STC1	-1.41983333333333
CDGAP	2.2195
DDX26B	0.204
LOC150223	-1.0885
CPSF3	-0.447
TMEM14A	0.3355
MYH3	-0.6075
GPKOW	0.1105
SULT1A1	-0.678
SPON1	3.163
YY1AP1	0.2345
RAB23	0.16325
PLA2G4A	-2.75375
MAPRE3	0.56425
ZNF516	-0.949857142857143
GGPS1	0.10275
EXOC3L2	-0.163375
C19orf42	0.4267
MAP2K2	-0.538666666666667
HIST1H2BB	-1.34175
RNF19B	1.6695
C6orf128	0.6625
TLR8	3.54825
PCDHA9	-0.7195
CARS2	-0.1525
CLUL1	-0.216
RHAG	-3.76833333333333
UNK	0.3175
EXOC8	0.4613
C9orf95	0.7675
C14orf143	-0.436333333333333
MAML3	0.117125
LDHA	-1.47275
MRPL20	0.406875
KLHDC6	0.270166666666667
ATP5S	0.100333333333333
C8orf55	0.26775
PHF19	-1.32775
KRTAP13-4	0.154
TTC5	0.19
XKR5	-0.8575
SILV	-3.59316666666667
TEX28	0.1845
TCTN1	0.94175
CX40.1	-0.233
PPP2R5C	0.31875
C12orf30	-0.1545
CAPG	2.412
MPZL1	0.6002
ARSB	-0.714666666666667
TDH	-2.159
WASF4	0.66975
TSSK3	-0.83
7A5	0.026
CRISPLD1	-0.076125
MAD1L1	-0.6475
SPIN4	0.7645
AMPD1	1.3645
DPYSL5	-0.6425
INPP1	0.3895
ANKRD11	-0.238444444444444
NPAS4	-0.02725
GCET2	2.7271
RNASE9	0.0235
GUCY2D	0.149833333333333
CCDC98	-0.02375
FGF4	-0.801375
CPM	0.0196666666666667
SLC26A4	-1.55133333333333
PLD5	0.07625
FAM59A	0.6941
FBXO5	-1.05944444444444
SIPA1L1	-0.219625
DPYS	1.3795
ATG4D	-0.24175
TGM3	0.8235
MTCH1	0.18775
HK1	-0.298642857142857
CDC26	-0.05225
GALNT12	-1.6425
LOC339229	0.14425
MRPL35	-0.536125
ORC4L	0.747125
TNKS	-0.244214285714286
C2orf24	0.170666666666667
ZNF553	-0.472333333333333
GGTLA1	2.7066
ZNF497	0.0555
CDY1B	0.0135
SLC30A4	0.8985
TUB	-1.04925
ARHGEF18	0.0495
ARRB1	1.0055
KCNK1	-0.839875
EREG	-2.0633
SCAMP5	1.06375
RUNDC3B	1.8105
ADAMTS20	-0.2465
IL17RB	-3.5275
FLJ20323	-0.36775
MCAM	0.138125
POLR3E	-1.11741666666667
AQR	0.0716666666666667
IPMK	0.185
CDCA7	-2.412875
CAMP	1.25
GRHL3	0.521
ADAMTSL2	0.8785
CLMN	0.777
SSTR3	0.3125
MAGEA5	-1.64066666666667
OVOL2	2.7405
JMJD1B	0.07675
RBL2	1.0702
PYGO2	0.09
PPP1R10	-0.497833333333333
CSE1L	-0.0198333333333333
LCA5	0.2605
RDH16	1.75025
ASRGL1	-0.32375
TOM1	0.950166666666667
PTX3	-3.261
TTC15	0.41925
SCGB3A1	1.5335
MRPL50	-0.761
RCAN3	0.994875
SLC26A11	1.35125
STYX	-0.172333333333333
CINP	-0.2485
MARCH7	0.6535
PFKM	-1.0695
SGMS1	-0.16
RIOK3	0.0982
C1orf110	-0.5575
CES7	2.09675
LOC440248	-1.267
PPP1R12C	-0.159
C10orf27	0.3675
ATG9A	-0.76975
MRPS26	0.565875
TMEM40	1.05825
ELP3	-0.5577
ZNF787	-0.4997
HIAT1	0.705
C8orf34	0.883833333333333
MGC4655	-0.5321
PELI1	0.941666666666667
PPT1	0.9576
SLC35C2	0.0971666666666667
C6orf125	-0.32625
MUC4	-1.718
RFC4	-1.61642857142857
GNB2	-0.05
NUP50	0.0758571428571429
SULT4A1	-2.25133333333333
C7	3.837125
CCDC130	-0.183
ARRDC4	0.77175
RQCD1	0.3805
GLYCTK	-0.54175
AYTL2	-0.927272727272727
MTUS1	0.506
LEMD3	0.709166666666667
PLEKHF2	0.9765
HOXA7	-0.1475
GTF3C2	-0.795
DYNLRB2	1.4875
CNOT10	-0.712
MR1	0.546666666666667
FFAR1	0.096
PRIC285	0.67275
SLITRK6	1.36925
LIX1	-2.7664
UBE1L2	-0.578333333333333
F8	1.218
ACHE	0.450333333333333
KPNA5	1.10025
TNFRSF12A	-0.518333333333333
EGR3	2.281
SERPIND1	-3.26166666666667
OASL	3.0505
IFRD1	-0.815875
WDFY1	1.12766666666667
ZNF267	1.261875
ACCN5	0.888
ZBTB6	0.117
PPP1R3A	-0.153
PRRT3	0.5325
FBXL19	-0.657
TXNIP	1.16185714285714
ACTN2	1.9745
ATG9B	-0.41425
C9orf117	0.058
IL27	-1.4115
RPL36AL	0.0886666666666667
KLK15	0.013
CHAD	-0.3225
RAP2B	0.1893
HEBP2	-0.05075
ZNF342	-0.0255
CAMK2G	0.479333333333333
TLR3	1.70125
FGF14	0.74275
HMGB2	-1.1105
TRPM5	-0.546833333333333
OR5M11	0.067
KIF3B	0.895315789473684
PRICKLE2	0.59475
MTMR9	-0.214875
C3orf27	-0.07025
GLRA3	-2.77683333333333
NSDHL	-0.202833333333333
TMEM32	0.049
POLR2D	-0.4785
MYADML	-0.0365
C9orf114	-0.80425
MRGPRX1	0.2945
TOPORS	0.40325
CLDN19	-0.67025
C1QL4	-0.2795
RNF165	-0.8745
DHRS9	0.031
DNAH2	-1.39016666666667
FXR1	-0.729
ZMYM3	-0.8535
CASP3	0.1215
FAM120C	-0.9595
SCLY	-0.83125
CA7	-0.41
ENTPD5	-0.227666666666667
ZNF461	0.136375
PDIA5	0.20675
C1orf19	-0.6635
TMEM67	0.023
KCTD20	-0.412
WDR47	0.144
FLJ38723	1.1065
KLRF1	2.51183333333333
TAS2R16	0.0655
CLDN12	-0.158
PRKCE	0.39575
UBXD4	0.175
ITGAM	2.6525
GLT8D3	0.441
WDR31	0.2116
RGS2	2.51525
OR51L1	0.0555
MST1R	-0.422
KIAA1737	0.06925
OR4A5	0.1025
GLIS1	-1.49716666666667
PTMA	0.840571428571429
NAPA	1.23825
PRDM11	0.1575
LIPF	-0.248
DIRAS3	0.42475
ASGR2	-3.072375
C1QTNF4	1.35825
PIK3R4	0.587166666666667
ARMC3	2.32775
NDUFV3	-0.30575
BTBD3	0.301833333333333
PPP1R2	0.766083333333333
UBE2NL	-0.03975
FOSL2	0.694642857142857
FAM119A	0.0228333333333333
TUBA4A	0.1809
KRTAP12-1	-0.1045
SFRS2	0.23425
RHPN1	-0.211
EEF2	-0.490333333333333
ZDHHC11	0.172333333333333
EPHA3	-1.6502
RBM12	-0.154
H2AFJ	0.346666666666667
EDIL3	1.4445
KIF26A	-1.18075
SERGEF	-0.19125
B3GALT4	1.833
LOC90925	2.97433333333333
OSCAR	1.035
NPFF	-0.4515
DEDD	0.227875
TMEM155	0.16225
PTPN1	1.299
SCYL2	0.660833333333333
SKAP1	2.71525
LEAP2	-3.08716666666667
GADD45G	0.6144
IFITM3	1.458
PILRB	-0.676333333333333
SLU7	0.113
DSC3	0.27575
DNMT3L	-1.86475
PAPD5	0.5615
B3GNT3	-1.183
LHCGR	0.034
MSL-1	-0.0825
UBE2S	-0.78
SAP130	0.11125
ANAPC11	0.30225
MAGED4B	-2.149
ATP6V1B2	0.287166666666667
C14orf179	0.537375
CAPZA1	0.140375
CDYL2	0.309833333333333
GLRX3	-0.116833333333333
LOC136288	-0.47425
MOBKL1A	1.16125
HTR2B	3.19275
CRYGD	-0.290333333333333
NUS1	0.511
PGRMC1	0.4045
MYOM2	0.147
FLJ39653	-1.54033333333333
CHM	0.5555
OR5M8	0.14
ZNF619	-0.628
FAM105A	1.8575
CCNL1	-0.20375
NAP1L3	0.47775
C10orf57	3.044
B3GALNT1	2.2825
CSN1S2A	-0.063
TCP10L	-1.23525
GDAP2	0.591125
DMKN	0.112666666666667
COX6B1	0.1115
DNASE2	0.699
MSH5	-2.005
LGMN	0.468625
USP31	-0.0424
OR13C8	0.7495
SDCBP	-0.1628
NUDT11	-2.75033333333333
PYGL	-1.51033333333333
SNPH	0.634166666666667
B3GNT4	-0.4035
MIZF	-0.825
NUBPL	0.25275
NOD1	0.578166666666667
CDH22	1.096
NUBP1	0.165833333333333
DSCAM	-3.21425
DGKI	0.9295
FAM136A	-0.3625
AKAP1	-0.00166666666666667
SLC16A6	0.54175
RIN3	0.625
PSG2	-0.21325
DIP2B	-0.542083333333333
PSORS1C1	-1.1241
KIAA0495	-0.754
FLJ90709	-0.309333333333333
LPA	-0.462166666666667
PIGA	0.00316666666666667
LY75	3.469
UTS2	-4.58833333333333
RREB1	-0.158375
GALNACT-2	1.1473
MGC3196	-0.506
FLJ31568	-0.222
LPHN1	0.332125
SP1	-0.1465
TOX4	0.2385
HSPA9	-0.4999
APOBEC1	-0.343
SLC35E4	-0.01075
LSM5	-1.1745
SURF1	0.39
ZBTB1	0.359916666666667
GTF2F1	-0.452
RPS15A	-0.395214285714286
DUSP21	-0.847833333333333
GINS4	-2.33766666666667
MYO15A	0.6405
GIMAP7	3.43025
MGC13379	0.9695
ATP6V1E2	-0.680666666666667
UTP3	0.5845
HNRPA3	-0.1464375
MT4	-0.711
C14orf155	-0.23525
U1SNRNPBP	0.222
CKLF	0.105833333333333
PLEKHN1	-0.142
MBNL1	0.899833333333333
NUP160	-1.00525
ACSM2A	-2.3995
LOC129881	0.728
KIAA1529	-0.65675
FLJ22639	-1.71925
HAND1	-2.2135
GSX1	0.0605
FGA	-4.4423125
SERPINB1	0.14875
ZNF642	0.98325
IGFBP1	-7.34575
SLC1A1	-1.052125
DHX57	-0.28975
ZNF766	1.297
PTPN21	-0.7095
GDPD3	0.2635
PNPLA5	-0.176
TBR1	0.3065
FAM116A	-0.4755
IQGAP1	0.63975
FOS	1.084
ZNF226	-0.041375
FIGNL1	-1.326
C14orf1	-0.371333333333333
ZMYND17	-0.037
PUS7	-0.772166666666667
TUBB6	-0.68175
KCNQ2	-1.58975
MARCH6	-0.08225
CCDC33	-0.2785
PRODH	-1.06
RBM11	0.499
EPHA6	-0.377375
SLC43A1	-0.56725
LOC196541	-0.2325
NTN1	0.577916666666667
ING4	0.508
PCDHB10	-0.4725
DPH2	-0.4435
SPACA4	0.155
FBXL21	-4.6845
DIAPH1	-0.432666666666667
ZNF71	0.243833333333333
CEP76	-0.7615
CORO1A	1.40625
RRM2	-0.31125
EDG4	1.13275
OS9	0.212666666666667
SLC4A1AP	0.11025
COG5	0.532
COPS8	0.04525
NGLY1	-0.76975
NCBP2	-0.019625
C17orf42	-0.169
GPSM3	1.0225
SIL1	0.4985
ASB6	-0.74875
SMAD5OS	-0.360333333333333
UNC93A	-3.808625
A1BG	0.299166666666667
C21orf62	0.401
FMO5	-2.11966666666667
ATRIP	-0.681333333333333
CEBPG	-0.0798333333333333
C7orf38	-0.106
TNFRSF1B	1.76383333333333
CLEC1A	2.82283333333333
IQSEC1	0.358125
PATZ1	0.3214
RBM22	0.765875
BAG2	-2.19566666666667
PAQR5	-0.0381666666666667
C9orf127	0.4235
THNSL1	-0.38825
SHROOM3	2.0055
JAM2	2.05825
SNRPN	-0.29875
ALX4	-0.083
CACNA1S	-0.244
FAM130A1	0.3225
CORIN	1.3015
CD300LB	1.654
PLEKHG6	0.93
LRRC40	-0.74525
PCLKC	-1.7825
PCDHB16	-0.748
WNT2B	0.5885
ASNS	-1.09055555555556
MRPL49	-0.091125
FLJ46111	-0.29175
ISG20	2.1695
SMU1	0.205666666666667
CASZ1	-0.0955
POLR1D	-0.205
GIN1	-0.22575
SNAG1	0.538
ANKRD29	-0.788
CDKN2AIP	-0.24075
KRR1	-0.02375
CXCL1	-1.77483333333333
EPM2A	-0.6112
PC	0.194
DEFB127	-0.544
PDZRN4	0.569666666666667
FAH	0.227875
OR51E1	2.0445
CDC2L6	0.774666666666667
DNTTIP1	0.37275
PAX8	-0.401
TMEM116	-0.50475
C1orf150	0.017
PRO2012	0.13375
MRPL40	-0.540333333333333
BEX1	-3.088
SLC2A4	-0.0383333333333334
PKMYT1	-0.95675
FEZF2	-0.856833333333333
SLC26A9	-0.23775
MAP2	-0.371916666666667
LYL1	-0.45825
SLC25A19	-0.1645
NOS3	0.2375
ZNF34	0.281333333333333
TMPRSS11F	-0.65
FAM43A	0.29525
FCRL4	3.28533333333333
KLF14	-0.00375
FLRT2	-0.648166666666667
WRN	-1.16525
SDF2	0.3777
KRT8P12	-0.1745
C6orf195	0.4285
C9orf125	-1.61983333333333
DZIP3	0.655
RIT1	-0.236916666666667
SCML1	-0.834333333333333
RHBDF2	0.340125
OR2G3	-0.1875
REXO1L1	0.4895
MAP3K7IP3	0.02425
C3orf57	-2.04225
FBXW11	0.00533333333333334
ETAA1	-0.381
C14orf131	-0.6096
AKT1S1	-0.42425
SLC12A5	0.49575
C9orf164	1.28625
NRIP3	0.099
NOS1AP	0.081
TMEM121	1.02375
SAP30BP	0.0295
DGCR6	0.8335
WDR76	-0.859
FAM82B	-0.135166666666667
LOC606495	-0.41
MAP9	0.387
BCDIN3D	-0.645
CXorf36	3.3615
DSCR3	0.3319
ZFAND3	-0.1145
C7orf43	-0.0496666666666667
SPSB3	-0.3942
C19orf19	-0.17025
FAM133A	-2.962625
C12orf25	0.5945
SLC39A3	-0.545375
DISP2	2.30975
PI4KAP2	-1.611
MKRN3	-2.744
ADAMTS13	-1.0505
CBLN3	0.6174
TTYH1	-1.13716666666667
C3orf18	-0.678
FLJ13236	0.51275
ZMYND12	2.18525
C18orf25	0.628
GLB1L3	-1.4485
ATP13A5	0.6845
RANBP10	-0.11775
CD96	1.5584
DENND1C	1.84375
RBMS3	0.9787
SLC41A3	-0.0215
DGCR6L	0.658
TMEM128	-0.523666666666667
CSNK1G3	-0.301285714285714
MOBKL2C	1.096
TSPAN6	-0.737125
MATN2	-0.3194
MSL2L1	0.377166666666667
ST6GALNAC2	-0.4425
FGFBP2	1.46625
FGL1	-5.72766666666667
MPP3	-0.430333333333333
ARHGEF6	1.935
TGFBR2	1.469
ACMSD	-1.23825
IL33	4.56675
C9orf5	-0.287083333333333
DEAF1	-0.8031
AMN	-1.127
DEFA6	0.0125
RNF212	-1.41375
METT5D1	0.158
CIB1	0.2252
TSSK1B	0.019
KIAA1727	1.99675
ZNF680	0.677666666666667
LOC399900	-0.5135
LOC152217	-0.503333333333333
CTNNAL1	-2.5235
CIT	-1.98358333333333
TLE6	0.42625
ZNF607	-0.83825
HERC4	-0.446333333333333
DRAP1	0.6545
PEMT	0.03875
C10orf111	0.236
ZNF575	-0.0691249999999999
KCTD7	-0.46
MYO1F	1.40925
LOC285382	0.13925
RAB11A	0.7012
PLCD3	-0.65375
C15orf28	-0.22375
PTBP2	-1.207375
CTB-1048E9.5	-0.187875
C19orf60	-0.572
C7orf25	0.00733333333333333
SETD7	0.518875
HOXB9	-3.4145
VANGL1	0.3806875
CHAF1B	-0.498
NDUFA3	0.1025
KIAA1328	-0.0923333333333333
SHARPIN	0.057125
TTC23	-0.24
UGP2	0.16575
ANKIB1	0.9779
CIRBP	0.550857142857143
SEC14L4	-3.3175
OVCH1	0.624833333333333
VPS52	-1.05175
FAT	-1.545625
M6PRBP1	-0.3815
GPRIN3	2.574
PPM1F	-0.471333333333333
TSR1	-0.70925
CCDC85A	2.02325
PCSK5	1.37775
ZFHX3	0.6285
HEMK1	-0.6839
PGBD2	-0.4075
RSRC2	-0.025
AURKC	-0.7135
SCRIB	-0.014375
ORM2	-3.70983333333333
FAM115A	-0.126
FZD6	-1.340375
UNC119	0.209
GPX3	0.7188
NOV	-1.284
CABC1	-0.136375
CDC42SE2	1.178625
EIF2S2	0.1097
RNF130	0.741
CKAP5	0.731333333333333
RP11-413M3.2	-0.300875
C10orf18	0.7877
TMEM93	0.07225
DYX1C1	0.5265
KCNMB2	-2.031125
ANK3	4.33366666666667
KRT5	-0.1511
CDH12	-2.077125
QRSL1	-0.180625
JUB	-0.985
SHC4	-2.406375
CCL15	1.2785
CCDC22	-0.1915
SNX24	0.0985
RARS	-0.648
MORC2	-0.262625
FAM48A	0.03925
MT1H	1.0835
PPP1R14C	-2.9625
FOXD1	-2.53514285714286
C1orf213	-2.3575
AMT	-1.962
DSN1	-0.1645
PTPLAD2	3.05325
DIS3L	-0.46
RASL11A	0.5025
GPRC5B	0.078
FRMD7	0.704
STRN4	0.26575
KITLG	2.17918181818182
HDGF	-0.34125
OR1S1	0.058
SETX	0.8681
DDR2	0.49825
KCTD12	2.48025
LYZL2	2.10375
WDR52	-0.99
TMEM2	1.038
ZNF579	-0.69
LOC200810	-0.23875
TNFSF9	-1.713375
PPFIA4	-3.2775
CNIH3	-0.573333333333333
MAP4K4	-0.285571428571429
ROD1	0.129357142857143
ALS2CR12	-0.269333333333333
DOCK3	-1.67883333333333
PAQR9	-4.65425
ASB17	0.322666666666667
STX16	-0.292375
FEZ2	-0.0845
DLAT	-0.605333333333333
KIF21B	-0.238166666666667
CDC5L	-0.203
TMEM119	2.901
CRIP3	-1.29725
TPSD1	0.100833333333333
TEPP	-0.43225
GNGT2	1.427
C21orf121	-0.36075
WNK1	0.171583333333333
FLJ10490	-0.3837
OR51B5	-2.955
LOC203547	-0.43625
HAS1	0.6365
PPA1	0.524
ST7	-0.156
C11orf46	0.8464
POPDC3	-4.29833333333333
ACOX2	-0.802166666666667
ATCAY	-1.077
TM4SF19	-2.35625
MFSD9	-0.0241666666666667
PDHB	-0.289
ERN1	-0.0565
LCE3C	-0.403
GPR111	0.0945
NOTCH3	0.736
ADAMTS5	1.129
B3GALT1	-2.1715
UGCGL1	-0.256666666666667
FAM58A	0.6365
FBXO32	1.36375
CLPP	0.02075
NXPH1	-1.203
MTMR3	0.4785
ATP1B3	0.58175
TMEM16A	3.737
HIST1H3F	-0.635333333333333
TRIM25	0.618166666666667
SDCBP2	1.7345
CRKL	-1.091125
HOXB2	1.70983333333333
ANP32B	-0.371375
GATM	1.9055
AP4E1	0.06775
EDG5	0.2705
CDKN3	-1.38033333333333
CDH4	-2.3095
PGD	-0.901833333333333
RND1	1.255
GAD1	-3.4139
MPG	-0.319
LOC440350	-0.222
ZNF133	0.1595
SERPINB12	0.1565
AMELY	0.0225
DHX36	-0.598
TNFAIP8L2	2.76216666666667
PHTF2	0.607777777777778
CCDC112	-1.16966666666667
IQCC	-0.8325
HEYL	2.001
FTSJ2	-1.16066666666667
APPL1	0.317125
RAB43	0.7385
OR10G2	0.032
WAC	0.361166666666667
ADCY9	0.014
RUNDC2B	1.03816666666667
PYCRL	0.0782
AGPAT7	-0.45
SLC22A9	-1.475
CDKAL1	0.09
PDYN	-1.005
C20orf74	1.05475
MTMR11	0.117
VAV3	2.253
DAPL1	-1.084
STXBP3	0.288
EIF3G	-0.10275
ARHGAP22	-0.5945
NPFFR1	-0.094
NPC1	-0.3465
ALDH9A1	1.0865
ZNF600	0.783875
ZNF678	0.9175
RASSF1	-0.109833333333333
ADD2	-2.117625
PITPNB	0.392125
PKD2L2	-0.0805
LRP11	-0.04075
CDKL1	0.55775
SMEK2	0.626
PRODH2	-2.87716666666667
C11orf54	-0.5425
SFRS11	-0.109
IL7	1.33983333333333
ALS2CR16	1.34825
BTG3	-1.1005
PAK2	0.284388888888889
RP11-679B17.1	-0.0495
GATA4	-0.891333333333333
ATP2B1	0.8625
LOC130940	0.954
C1orf172	1.4805
ATF7IP2	-0.80475
SLC25A43	0.7975
CENTG3	-0.594916666666667
IGF2BP1	-2.6843
FCHSD1	0.141
CAMK2N2	-0.411666666666667
ELAVL3	-0.5236
NBPF15	0.014
UBE2J2	-0.104083333333333
GNL2	-0.83325
PRR3	-0.8016
NLF2	-0.25675
OR4F6	0.0635
KLHL24	0.745333333333333
CCDC88A	-0.7813
SGPP1	-0.492833333333333
C10orf11	-0.0756666666666667
SLC35B4	-0.7495
UGT3A2	-1.32
ARNT2	-0.2276
CBR1	0.62975
ITPR3	-0.585666666666667
TRAPPC6B	-0.156
AMZ1	0.195
ARP11	2.07375
WDSUB1	1.19
APBA1	0.3665
RAB2A	0.7521
C6orf162	-0.23725
HPSE2	1.10475
PLCE1	-1.214
INSL3	1.4165
DLG1	-0.143
PTPLA	-3.31225
PIGX	0.48675
TFIP11	0.102166666666667
FIBIN	2.004
POLR2G	-0.5505
GRAP2	0.4712
DNAJB8	0.059
CNBP	0.4275
WASF1	-1.407
INPP5E	-1.006
HSPB1	0.3885
TMEM167	-0.4584
CUBN	0.89125
IGF1	4.1074375
ITPK1	0.00349999999999998
NAALAD2	-0.949
G3BP1	-0.3392
NT5DC1	0.189375
CYP39A1	0.116
TMEM139	0.634916666666667
POLK	0.2597
GLULD1	-2.37125
RBM15	-1.05283333333333
AMZ2	0.2695
GDF15	-2.76266666666667
MESDC2	-0.338
INCA	1.978
ACY1L2	-1.669
GZMM	1.59766666666667
PAIP1	-0.13275
CACNA2D1	0.14825
STK32C	1.70433333333333
SH3BP4	0.105166666666667
DEC1	0.0525
PADI1	-0.301
UBB	0.4563
PON3	-0.473166666666667
PROP1	0.072
ANKRD13B	-0.1525
ADCK1	-0.22825
TCF25	0.373583333333333
SLC38A5	-1.619
CXorf26	0.420833333333333
C19orf39	0.6465
PPP1R13B	-0.46875
ARL2	-0.6565
TCL6	0.228083333333333
TOP3A	-0.308
SLC16A14	1.987875
FXYD6	1.42516666666667
HIST1H4E	-0.9425
BBC3	-0.313631578947368
UNC5A	0.154166666666667
FAM86C	-0.4851
PI4KB	0.2855
B3GAT1	-1.60275
SUSD2	1.88583333333333
OAZ2	-0.269
NOC4L	-0.29175
C10orf12	-0.25675
FADS1	-0.451333333333333
LOC144097	-0.63625
DKK2	1.61166666666667
KIAA1949	0.74725
RHOT1	0.3786
OXT	1.23833333333333
GPR153	-0.4865
ARL4A	-0.725666666666667
SAAL1	-1.76725
CCDC64	0.7655
USE1	-0.0836666666666667
HNMT	0.652666666666667
PCGF3	-0.4160625
CYP2C19	0.1435
C20orf4	0.5875
CCDC11	-0.14
ACSBG2	-0.136
RWDD2A	0.649
PALLD	2.274625
CPLX4	0.4155
LOC492311	0.268
KPNA2	-1.16666666666667
MACROD1	-1.3807
TMCO3	-0.611833333333333
C15orf52	-0.672833333333333
BIRC5	-1.02753333333333
PRR16	0.323
FAM63B	0.134875
KATNB1	-0.391833333333333
WNT8B	0.6125
