Hybridization REF	TCGA-E2-A15F-01A-11R-A115-07
ATAD2B	0.81175
ARHGAP17	0.136
KCNIP3	0.01875
SFPQ	0.414625
GFRA4	-0.0796666666666666
AKR1B10	-2.908625
TIGD6	0.959666666666667
RGS16	1.091375
URB1	-0.740333333333333
OR4C46	-0.331166666666667
TOP3B	-2.02825
NFATC4	-1.138
CA14	-2.8215
BMPR1A	0.9105
SNRP70	-1.8845
PRL	0.48875
C6orf130	-0.67275
STAG2	-0.5675
CD55	0.783928571428571
RPS23	-0.735666666666667
SSX2	-2.22683333333333
FDPSL2A	-1.239
FBXO27	1.082375
SYNGR3	-0.357833333333333
TMSL3	2.23525
EML1	-0.6445
NUP93	-0.8665
SMAD3	-0.1738
KIAA1189	0.366
HNRPUL2	-0.408166666666667
TBC1D12	1.692
C16orf24	0.88625
MRVI1	2.34916666666667
ZNF581	-0.349333333333333
ELOVL3	-0.5205
OR51Q1	0.22375
CACNB3	0.839333333333333
GALNT13	-2.287625
C10orf84	1.1346875
NEDD4	-0.2917
SPO11	-0.438
OR5AU1	0.202
NEK4	0.924357142857143
PRKAR2A	-0.435333333333333
IHPK1	-0.251333333333333
ATP6V0B	1.07375
CACNA1E	-0.2115
CEACAM8	1.00333333333333
PEX14	-0.3015
FLJ12993	0.3925
ZBTB38	-1.02666666666667
PCTK2	1.1825
LRRC16	0.6639
FBLIM1	-0.7065
FYCO1	1.09475
RP5-1022P6.2	-1.20583333333333
CMTM1	1.42816666666667
PLTP	-0.6805
RAPH1	1.204375
DOCK8	0.756375
EZH2	-1.1934
SLC25A1	-1.18116666666667
PLEKHB1	1.2471
GRB7	0.5674
ZFP37	-0.6185
MRPL33	0.39675
PELO	-0.271
ARMC1	-0.0225454545454545
C9orf27	-0.565714285714286
FLJ25778	-0.0905
C9orf37	-1.36716666666667
TMEM66	1.326
SPRN	1.368
HBEGF	0.82
PI4KA	-1.517
LEPRE1	-0.8405
POU2AF1	-0.78225
MRPL12	-0.7765
REP15	-0.615
ZC3H3	-0.243
RASAL1	-1.8815
DDAH1	1.705
ACBD5	0.64875
TMC2	0.2395
CCDC137	-1.58575
SAMD13	-2.08366666666667
UGT2B15	-3.625
TIPARP	-0.49
DNASE1L3	2.697
TRIM72	0.645
DBX2	1.0135
IPO8	-0.30475
C21orf88	0.4295
MAP3K14	0.2435
LOC51233	0.548833333333333
GGTLA4	-1.1545
PDE6D	0.40025
ZNF117	-0.207
CLK2	-1.491375
NKRF	-0.6475
TNFSF15	-0.526
DUSP2	-0.3125
SECISBP2	-0.3737
GABRR2	-0.368
PPAP2C	0.991
LOC51145	-0.406833333333333
PAG1	-0.07475
PIK3C3	0.30425
GNG10	1.1115
APOL4	-0.034
ANKRD28	-0.69675
STMN3	0.3271
RAB14	0.3016
CDK2AP2	-0.74325
HDDC3	0.333875
COMMD7	0.6835
CXXC1	-0.9485
HMCN1	-1.3925
CD40	0.5905
DYNC1LI2	-0.8289375
GDI1	0.0305
LOC646938	-0.439
VSNL1	-1.31616666666667
PIH1D1	-0.224166666666667
RAET1G	-0.4745
KRTAP5-9	-0.389
EFTUD2	-0.668
ZNF311	-0.373666666666667
ATP6V1G3	0.1435
OR2W3	-0.97325
SCN4A	0.31925
MED10	0.131625
FAM135A	-1.2981
ARHGAP4	-1.2555
EHMT2	-1.630125
UFD1L	-0.67075
ERMP1	0.23325
MAG1	-0.826
THAP8	0.526333333333333
HACE1	-0.866333333333334
FAM82C	-0.469
C3orf20	0.705
UNC84A	-0.2905
SCD5	0.472428571428571
LASS6	1.65375
LSG1	0.282
MAL	-4.274
GPR22	-0.401
WDR5B	1.909
ACTRT1	0.6655
C17orf60	-0.0915
GRIN2C	-0.0128
ARMC8	-0.0111666666666667
SLC47A1	-0.0766666666666667
DMPK	0.76025
DHRS13	-0.525666666666667
SMC1A	0.122333333333333
KRTAP17-1	0.8715
SMYD5	-0.87325
TUSC2	1.340125
CRHR2	0.6655
KIR3DL2	0.1235
CCDC104	1.32075
ATP2C1	1.043875
CROT	0.66625
PABPC3	-1.50983333333333
EGR1	0.458
THSD1	0.644
KHK	-0.75525
SLC12A2	1.2695
CD58	-0.93775
STOX2	0.904833333333333
CCDC76	-0.4043
CCDC48	4.96075
DNAH1	0.325166666666667
ZIC4	-0.208125
OR1G1	0.001
PSMC6	-0.635
PROKR1	0.247
ABCB1	-0.120875
TRAT1	-0.99675
LLGL1	-0.2025
MTF1	0.54025
USP54	0.623875
PAGE2B	-1.993
ITGB7	-3.86625
CCDC81	0.16
LOC149837	0.59575
SCUBE1	-0.635
ZSCAN10	-0.394
HUWE1	-0.160428571428571
CDH17	0.532
CD180	0.54375
IL17A	-0.026
TMPO	-0.956875
KIAA1524	-1.0275
HDGFRP3	0.9855
OXCT1	0.415454545454545
RRAS2	-0.266166666666667
LTBP2	2.3675625
SV2B	2.57483333333333
CYP2A6	4.735
PKD1L2	-1.09583333333333
PPM1M	0.8265
FLJ22662	3.29416666666667
ZNF502	0.435
GP6	-0.7755
CRYBA2	1.8395
LEF1	-2.5016
CTPS	-1.02557142857143
EYA1	-3.38066666666667
EPS8L1	1.058
MAPK14	-1.54908333333333
SERPINB2	-5.236875
GTF2F2	0.242166666666667
ZNHIT4	0.126
PLA1A	0.87825
C20orf114	2.16575
HPR	-1.546
C18orf2	-3.5775
SATB2	-1.1695
KCNJ9	-0.29825
MGC157906	0.506
MOCS3	1.01475
C17orf71	0.0978333333333333
PPHLN1	-0.2271
HIST1H2BN	-0.913
RAPGEF1	-1.405125
MAP3K8	1.31025
DLG4	0.185833333333333
STC1	3.53641666666667
CDGAP	1.14425
DDX26B	-1.2955
LOC150223	-2.39275
CPSF3	-0.2035
TMEM14A	0.215
MYH3	-0.7125
GPKOW	0.46925
SULT1A1	-0.463666666666667
SPON1	3.5684
YY1AP1	0.256166666666667
RAB23	0.2425
PLA2G4A	-3.622
MAPRE3	0.06475
ZNF516	0.840357142857143
GGPS1	0.93525
EXOC3L2	-0.776875
C19orf42	1.5025
MAP2K2	-1.01
HIST1H2BB	-0.5705
RNF19B	0.9655
C6orf128	0.314166666666667
TLR8	3.089
PCDHA9	-0.301
CARS2	0.98275
CLUL1	3.91933333333333
RHAG	-4.25633333333333
UNK	-0.387
EXOC8	0.5984
C9orf95	1.44375
C14orf143	0.00716666666666667
MAML3	-0.081625
LDHA	-1.0545
MRPL20	0.9535
KLHDC6	-0.103166666666667
ATP5S	-0.285666666666667
C8orf55	-0.33725
PHF19	-2.584625
KRTAP13-4	0.3795
TTC5	-1.17525
XKR5	-0.9075
SILV	-4.17383333333333
TEX28	-0.337
TCTN1	1.2905
CX40.1	0.10975
PPP2R5C	-0.587
C12orf30	-0.881333333333333
CAPG	2.28675
MPZL1	1.0191
ARSB	-1.77966666666667
TDH	-1.50025
WASF4	0.17375
TSSK3	-1.06816666666667
7A5	-0.497
CRISPLD1	3.693
MAD1L1	-0.615333333333333
SPIN4	-0.683833333333333
AMPD1	0.78275
DPYSL5	-0.679
INPP1	0.856833333333333
ANKRD11	-1.73838888888889
NPAS4	-0.003625
GCET2	0.3981
RNASE9	-1.327
GUCY2D	0.2412
CCDC98	0.178
FGF4	-0.491125
CPM	0.771666666666667
SLC26A4	-0.9545
PLD5	0.06775
FAM59A	-0.6758
FBXO5	-2.00144444444444
SIPA1L1	-0.470125
DPYS	-0.684
ATG4D	0.098
TGM3	1.1315
MTCH1	-0.885125
HK1	0.312285714285714
CDC26	0.0555
GALNT12	-2.97233333333333
LOC339229	-0.28775
MRPL35	-0.0301249999999999
ORC4L	0.768875
TNKS	-0.282928571428571
C2orf24	0.0296666666666667
ZNF553	0.8695
GGTLA1	2.7242
ZNF497	0.777
CDY1B	0.93525
SLC30A4	-0.017375
TUB	0.65525
ARHGEF18	0.06025
ARRB1	-0.5165
KCNK1	1.0955
EREG	-2.9475
SCAMP5	0.6455
RUNDC3B	1.82775
ADAMTS20	-0.429
IL17RB	2.518875
FLJ20323	0.11725
MCAM	-0.9145
POLR3E	-1.65416666666667
AQR	0.947166666666667
IPMK	-1.394
CDCA7	-5.071625
CAMP	6.01175
GRHL3	1.634
ADAMTSL2	0.299333333333333
CLMN	0.791833333333333
SSTR3	0.4855
MAGEA5	-2.2295
OVOL2	3.54225
JMJD1B	0.31775
RBL2	-0.1841
PYGO2	0.12225
PPP1R10	0.24
CSE1L	-0.788333333333333
LCA5	1.23975
RDH16	3.45775
ASRGL1	-2.158875
TOM1	-1.37566666666667
PTX3	-3.063
TTC15	0.682
SCGB3A1	2.0475
MRPL50	-1.10175
RCAN3	-0.746625
SLC26A11	1.2225
STYX	-0.913333333333333
CINP	-0.12425
MARCH7	0.22825
PFKM	-1.06033333333333
SGMS1	0.316166666666667
RIOK3	-0.0478
C1orf110	0.837
CES7	0.663375
LOC440248	-0.65625
PPP1R12C	-0.739
C10orf27	0.131
ATG9A	-0.70175
MRPS26	0.753125
TMEM40	1.93825
ELP3	-0.2887
ZNF787	-1.097
HIAT1	0.813625
C8orf34	1.135
MGC4655	-0.4482
PELI1	-0.296166666666667
PPT1	-0.7823
SLC35C2	-1.17216666666667
C6orf125	-0.122
MUC4	-1.4775
RFC4	-1.37914285714286
GNB2	-0.700333333333333
NUP50	-0.2455
SULT4A1	-0.621833333333333
C7	4.6445
CCDC130	-0.117666666666667
ARRDC4	0.52225
RQCD1	0.50475
GLYCTK	-1.15175
AYTL2	-0.636090909090909
MTUS1	0.2305
LEMD3	0.101833333333333
PLEKHF2	1.71125
HOXA7	-0.522375
GTF3C2	-2.2085
DYNLRB2	3.4775
CNOT10	-0.10325
MR1	0.0761666666666667
FFAR1	0.22
PRIC285	-0.00675
SLITRK6	1.535
LIX1	-2.9079
UBE1L2	0.06925
F8	1.72575
ACHE	-0.2165
KPNA5	-0.7635
TNFRSF12A	-1.5205
EGR3	2.6775
SERPIND1	-3.566
OASL	3.70475
IFRD1	-1.410375
WDFY1	-0.653333333333333
ZNF267	0.55625
ACCN5	0.196
ZBTB6	-0.685
PPP1R3A	0.384
PRRT3	2.54675
FBXL19	-1.353
TXNIP	0.538785714285714
ACTN2	4.64075
ATG9B	-0.31125
C9orf117	0.5205
IL27	0.3455
RPL36AL	-0.247666666666667
KLK15	-0.981
CHAD	2.025
RAP2B	0.0603
HEBP2	0.43925
ZNF342	0.0705
CAMK2G	-0.798
TLR3	2.3905
FGF14	-0.7565
HMGB2	0.305625
TRPM5	-0.0998333333333333
OR5M11	0.807
KIF3B	-0.272368421052632
PRICKLE2	0.483
MTMR9	0.359625
C3orf27	0.30075
GLRA3	-2.93516666666667
NSDHL	-0.185
TMEM32	-0.264
POLR2D	-0.821916666666667
MYADML	0.2195
C9orf114	-1.215
MRGPRX1	0.3825
TOPORS	-0.179
CLDN19	-0.6735
C1QL4	-0.3405
RNF165	-1.005
DHRS9	0.33675
DNAH2	-0.3275
FXR1	-1.40983333333333
ZMYM3	-1.318625
CASP3	0.791166666666667
FAM120C	-1.519625
SCLY	-0.90625
CA7	0.2495
ENTPD5	-0.895666666666667
ZNF461	0.9235
PDIA5	-0.89525
C1orf19	-0.00333333333333333
TMEM67	0.60325
KCTD20	-2.07775
WDR47	1.4085
FLJ38723	1.159
KLRF1	-0.2965
TAS2R16	-0.3915
CLDN12	0.34775
PRKCE	-0.2965
UBXD4	-0.48175
ITGAM	2.59033333333333
GLT8D3	0.00849999999999999
WDR31	-0.0482000000000001
RGS2	0.828
OR51L1	0.562
MST1R	-0.18625
KIAA1737	0.74225
OR4A5	-0.754
GLIS1	-2.064
PTMA	-0.0951428571428572
NAPA	1.5285
PRDM11	0.4975
LIPF	0.812
DIRAS3	2.913
ASGR2	-3.61075
C1QTNF4	0.99875
PIK3R4	0.3335
ARMC3	3.371
NDUFV3	-0.157
BTBD3	-0.527666666666667
PPP1R2	0.728333333333333
UBE2NL	1.03325
FOSL2	0.771071428571428
FAM119A	-0.737166666666667
TUBA4A	0.1656
KRTAP12-1	0.338
SFRS2	-0.8015
RHPN1	-0.2192
EEF2	-1.68116666666667
ZDHHC11	-0.358166666666667
EPHA3	-0.5807
RBM12	-0.29275
H2AFJ	2.80075
EDIL3	1.3985
KIF26A	-1.72475
SERGEF	0.58525
B3GALT4	2.034
LOC90925	0.400833333333333
OSCAR	0.907
NPFF	-0.39575
DEDD	0.308875
TMEM155	-1.732125
PTPN1	0.86575
SCYL2	0.828333333333333
SKAP1	3.976
LEAP2	-1.8135
GADD45G	2.5588
IFITM3	1.793625
PILRB	-0.967333333333333
SLU7	0.5731875
DSC3	0.9095
DNMT3L	-1.273
PAPD5	0.026125
B3GNT3	-1.98133333333333
LHCGR	0.076
MSL-1	0.034
UBE2S	-1.01425
SAP130	-0.29525
ANAPC11	0.71525
MAGED4B	-2.283
ATP6V1B2	-0.119166666666667
C14orf179	0.86625
CAPZA1	0.183625
CDYL2	-0.570333333333333
GLRX3	-0.1135
LOC136288	-1.23725
MOBKL1A	0.57075
HTR2B	3.128
CRYGD	0.0325
NUS1	-0.543833333333333
PGRMC1	0.069
MYOM2	0.208
FLJ39653	-1.297
CHM	-0.7442
OR5M8	0.4595
ZNF619	0.8015
FAM105A	1.9935
CCNL1	-0.613375
NAP1L3	-0.04225
C10orf57	1.92583333333333
B3GALNT1	2.34116666666667
CSN1S2A	0.5705
TCP10L	2.02
GDAP2	0.922125
DMKN	0.660666666666667
COX6B1	1.3255
DNASE2	0.7905
MSH5	-2.0325
LGMN	-0.3175
USP31	-0.00159999999999999
OR13C8	0.9145
SDCBP	1.1315
NUDT11	-2.24883333333333
PYGL	-1.19116666666667
SNPH	0.052
B3GNT4	0.342
MIZF	-1.4078
NUBPL	-0.63975
NOD1	-0.205166666666667
CDH22	1.558
NUBP1	0.136
DSCAM	-3.3995
DGKI	0.626
FAM136A	-0.912
AKAP1	0.145833333333333
SLC16A6	1.30175
RIN3	-0.53475
PSG2	-0.336
DIP2B	-0.368416666666667
PSORS1C1	-0.1023
KIAA0495	-0.1675
FLJ90709	-0.0103333333333333
LPA	-0.350833333333333
PIGA	0.289666666666667
LY75	2.4975
UTS2	-4.79033333333333
RREB1	-0.9005
GALNACT-2	0.3704
MGC3196	-1.264
FLJ31568	0.27175
LPHN1	-0.29775
SP1	1.228875
TOX4	-0.1045
HSPA9	0.9922
APOBEC1	0.6075
SLC35E4	-1.62725
LSM5	-0.66925
SURF1	-0.33225
ZBTB1	0.45625
GTF2F1	-0.093
RPS15A	0.185642857142857
DUSP21	-1.55283333333333
GINS4	-2.4925
MYO15A	0.669666666666667
GIMAP7	3.645
MGC13379	1.13075
ATP6V1E2	-0.0325
UTP3	1.0305
HNRPA3	-0.1810625
MT4	0.465
C14orf155	-0.02225
U1SNRNPBP	0.5795
CKLF	-0.839333333333333
PLEKHN1	-0.639833333333333
MBNL1	-0.983416666666667
NUP160	-1.0605
ACSM2A	-2.07175
LOC129881	2.4505
KIAA1529	-0.17275
FLJ22639	-0.9475
HAND1	-1.3935
GSX1	0.748
FGA	-4.5366875
SERPINB1	0.033
ZNF642	1.21225
IGFBP1	-7.046125
SLC1A1	-1.2955
DHX57	-0.45525
ZNF766	-0.6605
PTPN21	-0.3226
GDPD3	0.3885
PNPLA5	-0.174
TBR1	0.213
FAM116A	0.779
IQGAP1	0.771
FOS	-0.237375
ZNF226	0.93725
FIGNL1	-0.101166666666667
C14orf1	-0.580166666666667
ZMYND17	-1.3385
PUS7	-0.698666666666667
TUBB6	-0.659
KCNQ2	-1.17125
MARCH6	-0.210583333333333
CCDC33	0.1015
PRODH	-1.43725
RBM11	4.084
EPHA6	2.47575
SLC43A1	0.08075
LOC196541	0.442142857142857
NTN1	0.744333333333333
ING4	0.62675
PCDHB10	0.8945
DPH2	-0.584166666666667
SPACA4	1.34
FBXL21	-5.7375
DIAPH1	-1.39183333333333
ZNF71	0.767333333333333
CEP76	-0.0865
CORO1A	-1.00975
RRM2	-2.585375
EDG4	0.31925
OS9	-0.686166666666667
SLC4A1AP	0.155
COG5	-0.53925
COPS8	0.5685
NGLY1	-0.00425000000000003
NCBP2	-0.047375
C17orf42	0.422833333333333
GPSM3	-0.538
SIL1	0.53
ASB6	-0.887
SMAD5OS	0.614333333333333
UNC93A	-3.6555
A1BG	1.36183333333333
C21orf62	0.30725
FMO5	-1.10858333333333
ATRIP	0.495
CEBPG	1.26533333333333
C7orf38	0.115333333333333
TNFRSF1B	-0.187166666666667
CLEC1A	1.49233333333333
IQSEC1	0.12225
PATZ1	0.0139
RBM22	0.05525
BAG2	-1.97666666666667
PAQR5	0.566666666666667
C9orf127	0.5815
THNSL1	0.9285
SHROOM3	2.7931
JAM2	0.7745
SNRPN	-1.87225
ALX4	-0.259
CACNA1S	-0.058
FAM130A1	1.5585
CORIN	2.4175
CD300LB	0.7185
PLEKHG6	-0.0165
LRRC40	-0.589
PCLKC	-0.8985
PCDHB16	0.422
WNT2B	0.986
ASNS	-1.475
MRPL49	0.297125
FLJ46111	-0.57025
ISG20	1.26775
SMU1	-0.2175
CASZ1	0.5275
POLR1D	0.0909999999999999
GIN1	0.61325
SNAG1	0.678666666666667
ANKRD29	0.2325
CDKN2AIP	0.36825
KRR1	0.238
CXCL1	-2.54333333333333
EPM2A	-0.3516
PC	-0.0808333333333333
DEFB127	0.267
PDZRN4	1.02066666666667
FAH	0.38375
OR51E1	2.445
CDC2L6	-1.00866666666667
DNTTIP1	-0.542
PAX8	-0.390333333333333
TMEM116	0.249
C1orf150	0.2735
PRO2012	-0.1715
MRPL40	-0.290166666666667
BEX1	2.5364
SLC2A4	-0.176166666666667
PKMYT1	-1.8655
FEZF2	-0.460666666666667
SLC26A9	-2.17575
MAP2	0.400333333333333
LYL1	-1.7475
SLC25A19	-0.890833333333333
NOS3	-0.3855
ZNF34	0.952
TMPRSS11F	-1.84
FAM43A	-1.26275
FCRL4	0.4105
KLF14	0.22175
FLRT2	0.08
WRN	-1.139
SDF2	1.1719
KRT8P12	-0.58525
C6orf195	0.129
C9orf125	-1.39183333333333
DZIP3	-0.672
RIT1	0.724916666666667
SCML1	-0.655
RHBDF2	0.94325
OR2G3	-0.054
REXO1L1	-0.744
MAP3K7IP3	0.05625
C3orf57	-3.54975
FBXW11	-0.329166666666667
ETAA1	-0.29025
C14orf131	-0.9457
AKT1S1	-0.351
SLC12A5	-0.85575
C9orf164	1.8065
NRIP3	0.08
NOS1AP	0.455
TMEM121	0.61675
SAP30BP	0.0885
DGCR6	0.19025
WDR76	-1.3345
FAM82B	0.105666666666667
LOC606495	-0.5545
MAP9	3.22425
BCDIN3D	1.681
CXorf36	4.1755
DSCR3	0.2349
ZFAND3	0.272125
C7orf43	0.116
SPSB3	-0.2225
C19orf19	0.1005
FAM133A	-3.417
C12orf25	1.21025
SLC39A3	-0.302125
DISP2	0.761
PI4KAP2	-3.4625
MKRN3	-3.16133333333333
ADAMTS13	-0.722625
CBLN3	0.4958
TTYH1	-1.68966666666667
C3orf18	1.5135
FLJ13236	-1.5725
ZMYND12	4.36375
C18orf25	1.018
GLB1L3	-0.867
ATP13A5	1.23
RANBP10	-0.146
CD96	-0.9041
DENND1C	0.42325
RBMS3	0.2557
SLC41A3	1.009
DGCR6L	0.08275
TMEM128	1.47533333333333
CSNK1G3	0.544
MOBKL2C	0.996375
TSPAN6	0.868
MATN2	0.5046
MSL2L1	-0.805
ST6GALNAC2	0.134333333333333
FGFBP2	-0.289875
FGL1	-5.78783333333333
MPP3	0.346833333333333
ARHGEF6	2.1055
TGFBR2	-0.0745
ACMSD	0.078
IL33	3.9405
C9orf5	-0.399166666666667
DEAF1	-1.0373
AMN	-0.147
DEFA6	0.26475
RNF212	-1.60625
METT5D1	-0.00483333333333336
CIB1	1.078
TSSK1B	0.180666666666667
KIAA1727	2.366
ZNF680	1.2965
LOC399900	-1.3815
LOC152217	0.569333333333333
CTNNAL1	-3.1845
CIT	-1.60775
TLE6	0.434
ZNF607	0.13475
HERC4	-0.744166666666667
DRAP1	-0.2312
PEMT	-0.2525
C10orf111	-0.245
ZNF575	0.171
KCTD7	-0.62425
MYO1F	-0.00437500000000003
LOC285382	-0.2435
RAB11A	1.8854
PLCD3	-1.057
C15orf28	0.11375
PTBP2	-0.195875
CTB-1048E9.5	-0.349625
C19orf60	0.659666666666667
C7orf25	0.7825
SETD7	0.18225
HOXB9	-4.302
VANGL1	-0.7298125
CHAF1B	-1.1455
NDUFA3	1.3445
KIAA1328	0.1515
SHARPIN	0.064625
TTC23	-0.7605
UGP2	1.00358333333333
ANKIB1	-0.5837
CIRBP	0.918
SEC14L4	-2.66683333333333
OVCH1	0.0836666666666667
VPS52	-0.996
FAT	-0.692625
M6PRBP1	-0.664
GPRIN3	0.5205
PPM1F	-1.28833333333333
TSR1	-0.13275
CCDC85A	4.43875
PCSK5	1.07175
ZFHX3	-0.265
HEMK1	-0.1136
PGBD2	0.35525
RSRC2	0.172333333333333
AURKC	-0.0993333333333333
SCRIB	-0.34825
ORM2	-3.971
FAM115A	-0.67
FZD6	0.818875
UNC119	0.586166666666667
GPX3	-0.1856
NOV	0.240625
CABC1	-0.313375
CDC42SE2	-0.1291875
EIF2S2	0.4357
RNF130	1.31475
CKAP5	-0.578333333333333
RP11-413M3.2	0.14075
C10orf18	1.0708
TMEM93	0.82125
DYX1C1	3.2785
KCNMB2	-2.318875
ANK3	0.887083333333333
KRT5	0.2207
CDH12	-2.138375
QRSL1	-0.397875
JUB	-2.45725
SHC4	-1.15925
CCL15	2.39166666666667
CCDC22	-0.42675
SNX24	1.859
RARS	0.28775
MORC2	0.265625
FAM48A	-0.0525
MT1H	0.393
PPP1R14C	-0.536833333333333
FOXD1	-2.31821428571429
C1orf213	-1.19625
AMT	-1.6474
DSN1	-1.81875
PTPLAD2	4.2975
DIS3L	0.398
RASL11A	0.558
GPRC5B	0.63925
FRMD7	0.29
STRN4	0.219
KITLG	3.75977272727273
HDGF	-2.25425
OR1S1	0.263
SETX	-0.8474
DDR2	0.035
KCTD12	1.29225
LYZL2	3.90775
WDR52	-1.117
TMEM2	-0.271375
ZNF579	-1.0485
LOC200810	-0.4555
TNFSF9	-1.678125
PPFIA4	-2.0365
CNIH3	0.0578333333333333
MAP4K4	-1.45321428571429
ROD1	0.492571428571429
ALS2CR12	-0.566
DOCK3	1.737
PAQR9	-4.2445
ASB17	0.196833333333333
STX16	-0.662125
FEZ2	0.179
DLAT	-0.767333333333334
KIF21B	-1.40866666666667
CDC5L	-0.89775
TMEM119	1.5135
CRIP3	-2.12125
TPSD1	0.156666666666667
TEPP	-0.2925
GNGT2	1.65625
C21orf121	1.0245
WNK1	0.0535
FLJ10490	0.2348
OR51B5	-1.8555
LOC203547	-0.4295
HAS1	0.2515
PPA1	0.108833333333333
ST7	0.07075
C11orf46	0.9875
POPDC3	-1.7585
ACOX2	1.72466666666667
ATCAY	-0.772833333333333
TM4SF19	-1.329
MFSD9	-0.383333333333333
PDHB	0.55775
ERN1	-0.16525
LCE3C	0.3755
GPR111	0.093
NOTCH3	1.272
ADAMTS5	1.6745
B3GALT1	-0.98225
UGCGL1	-0.321333333333333
FAM58A	0.897
FBXO32	1.4685
CLPP	0.22925
NXPH1	-1.90575
MTMR3	0.492333333333333
ATP1B3	0.99625
TMEM16A	4.536375
HIST1H3F	-0.481166666666667
TRIM25	-0.431833333333333
SDCBP2	1.748
CRKL	-1.381
HOXB2	1.62933333333333
ANP32B	-1.461375
GATM	2.8265
AP4E1	0.222375
EDG5	0.3995
CDKN3	-1.83966666666667
CDH4	0.498
PGD	-1.1345
RND1	1.3675
GAD1	-2.7195
MPG	-0.433
LOC440350	-0.852
ZNF133	0.53175
SERPINB12	-0.0165
AMELY	0.184333333333333
DHX36	-0.46925
TNFAIP8L2	3.43583333333333
PHTF2	-0.729555555555556
CCDC112	-0.564333333333333
IQCC	-0.8565
HEYL	3.04166666666667
FTSJ2	-0.388666666666667
APPL1	0.222125
RAB43	0.244285714285714
OR10G2	0.097
WAC	0.511166666666667
ADCY9	0.335125
RUNDC2B	-1.16233333333333
PYCRL	0.5004
AGPAT7	-0.140833333333333
SLC22A9	-1.20383333333333
CDKAL1	-1.5855
PDYN	-1.056
C20orf74	-1.40975
MTMR11	0.6385
VAV3	4.078
DAPL1	1.6315
STXBP3	0.93075
EIF3G	-0.309
ARHGAP22	-0.63775
NPFFR1	0.069
NPC1	-0.182166666666667
ALDH9A1	0.876333333333333
ZNF600	1.022125
ZNF678	0.203166666666667
RASSF1	-0.0386666666666666
ADD2	-2.822125
PITPNB	-0.788
PKD2L2	-0.600625
LRP11	-0.01775
CDKL1	-0.58
SMEK2	0.4495
PRODH2	-2.971
C11orf54	0.4515
SFRS11	-0.0168333333333333
IL7	0.1215
ALS2CR16	-0.04725
BTG3	-0.757666666666667
PAK2	-0.0613333333333333
RP11-679B17.1	-1.10475
GATA4	-0.965833333333333
ATP2B1	-1.33975
LOC130940	2.4155
C1orf172	2.8495
ATF7IP2	0.9715
SLC25A43	0.438166666666667
CENTG3	-0.770083333333333
IGF2BP1	-3.926
FCHSD1	0.279
CAMK2N2	-1.21666666666667
ELAVL3	-0.4248
NBPF15	-1.8425
UBE2J2	-0.388916666666667
GNL2	-0.4445
PRR3	-0.5113
NLF2	-0.322
OR4F6	-0.276
KLHL24	-0.852
CCDC88A	-2.6292
SGPP1	-0.429833333333333
C10orf11	1.77683333333333
SLC35B4	-1.24033333333333
UGT3A2	-1.1775
ARNT2	1.7802
CBR1	0.095625
ITPR3	-1.25266666666667
TRAPPC6B	-0.5624
AMZ1	3.098
ARP11	2.7055
WDSUB1	0.4275
APBA1	0.314166666666667
RAB2A	1.5352
C6orf162	0.2755
HPSE2	0.69675
PLCE1	-1.11125
INSL3	1.01025
DLG1	0.1379
PTPLA	-2.72775
PIGX	0.3565
TFIP11	-0.266666666666667
FIBIN	2.6155
POLR2G	-0.13325
GRAP2	-2.3275
DNAJB8	-0.212
CNBP	1.43483333333333
WASF1	-1.65525
INPP5E	-1.7685
HSPB1	1.128125
TMEM167	0.0264
CUBN	-0.65825
IGF1	3.4434375
ITPK1	-0.0457
NAALAD2	-1.74575
G3BP1	0.7103
NT5DC1	-0.2615
CYP39A1	-0.1445
TMEM139	1.00866666666667
POLK	-0.0992
GLULD1	-2.424
RBM15	-1.87883333333333
AMZ2	0.6505
GDF15	-0.210666666666667
MESDC2	-0.1805
INCA	0.837833333333334
ACY1L2	-1.4115
GZMM	-0.549833333333333
PAIP1	0.5525
CACNA2D1	-0.18675
STK32C	-0.785833333333333
SH3BP4	1.22183333333333
DEC1	0.0595
PADI1	-0.00700000000000001
UBB	1.0268
PON3	-2.31766666666667
PROP1	0.5045
ANKRD13B	-0.7875
ADCK1	-1.52575
TCF25	-1.07675
SLC38A5	-2.718
CXorf26	-0.808833333333333
C19orf39	0.76025
PPP1R13B	0.32125
ARL2	-1.279
TCL6	0.209333333333333
TOP3A	-0.86
SLC16A14	2.395875
FXYD6	1.1065
HIST1H4E	-1.16
BBC3	-0.648368421052631
UNC5A	0.283333333333333
FAM86C	-0.4663
PI4KB	-0.104625
B3GAT1	-1.6215
SUSD2	1.445
OAZ2	-0.551166666666667
NOC4L	-0.5595
C10orf12	0.25325
FADS1	-2.54033333333333
LOC144097	0.18475
DKK2	-0.034
KIAA1949	-0.234
RHOT1	0.8077
OXT	0.8875
GPR153	-1.26825
ARL4A	-1.32583333333333
SAAL1	-0.07425
CCDC64	-0.4515
USE1	0.0981666666666667
HNMT	1.24483333333333
PCGF3	0.1575625
CYP2C19	-0.3225
C20orf4	0.6645
CCDC11	2.617
ACSBG2	0.81525
RWDD2A	0.649
PALLD	1.48
CPLX4	0.3905
LOC492311	1.2415
KPNA2	-1.00083333333333
MACROD1	0.1158
TMCO3	0.3545
C15orf52	-0.0576666666666667
BIRC5	-1.21026666666667
