Hybridization REF	TCGA-A8-A09D-01A-11R-A00Z-07
ZNF434	-0.0413333333333333
SMARCD1	-0.669
ZFP106	-0.14875
ZNF347	0.1952
GTF2E1	0.37625
RY1	0.364
ATAD2B	0.61125
ARHGAP17	-0.1874
KCNIP3	-0.9415
SFPQ	-0.117625
GFRA4	0.877
AKR1B10	-2.48775
TIGD6	1.20316666666667
RGS16	1.418625
URB1	-0.312333333333333
OR4C46	0.0798
TOP3B	-0.20575
NFATC4	0.992
CA14	-4.8585
BMPR1A	0.133
SNRP70	-0.86125
PRL	0.773181818181818
C6orf130	-0.9715
STAG2	0.07275
CD55	-0.938785714285714
RPS23	0.314666666666667
SSX2	-1.572
FDPSL2A	-0.72575
FBXO27	1.49825
SYNGR3	-0.8335
TMSL3	1.28575
EML1	-0.7325
NUP93	-0.49
SMAD3	-0.1928
KIAA1189	0.858666666666667
HNRPUL2	0.586333333333333
TBC1D12	0.837166666666667
C16orf24	0.9395
MRVI1	1.64516666666667
ZNF581	0.8505
ELOVL3	0.889
OR51Q1	-0.14175
CACNB3	0.860833333333333
GALNT13	-0.04975
C10orf84	0.7180625
NEDD4	0.1368
SPO11	0.848
OR5AU1	0.611
NEK4	-0.403571428571429
PRKAR2A	-0.325333333333333
IHPK1	-0.948166666666667
ATP6V0B	1.196375
CACNA1E	1.7075
CEACAM8	0.2228
PEX14	0.0395
FLJ12993	3.402
ZBTB38	0.49875
PCTK2	0.306666666666667
LRRC16	-0.2529
FBLIM1	0.762416666666667
FYCO1	0.63275
RP5-1022P6.2	-0.672833333333333
CMTM1	0.672333333333333
PLTP	1.24833333333333
RAPH1	0.85475
DOCK8	1.4445
EZH2	-0.990066666666667
SLC25A1	0.298666666666667
PLEKHB1	-0.9457
GRB7	0.3939
ZFP37	-0.4695
MRPL33	-0.984
PELO	-0.3115
ARMC1	2.12972727272727
C9orf27	0.962666666666667
FLJ25778	0.482
C9orf37	-1.74033333333333
TMEM66	1.003
SPRN	0.206125
HBEGF	-0.5235
PI4KA	-0.2005
LEPRE1	-0.37125
POU2AF1	-4.634875
MRPL12	0.533
REP15	-0.4725
ZC3H3	0.5145
RASAL1	-0.90725
DDAH1	1.125125
ACBD5	0.820375
TMC2	-0.5875
CCDC137	0.1625
SAMD13	-0.6175
UGT2B15	-4.65433333333333
TIPARP	-0.7315
DNASE1L3	2.805
TRIM72	0.4402
DBX2	1.125
IPO8	-0.16075
C21orf88	-0.7558
MAP3K14	-0.58175
LOC51233	-0.102
GGTLA4	-0.802
PDE6D	-0.58825
ZNF117	1.30725
CLK2	-1.004125
NKRF	-0.70275
TNFSF15	0.0106
DUSP2	-1.0015
SECISBP2	0.2783
GABRR2	-0.593
PPAP2C	1.1855
LOC51145	0.1858
PAG1	0.13675
PIK3C3	-0.815
GNG10	0.3055
APOL4	0.5345
ANKRD28	-0.475375
STMN3	-0.5147
RAB14	1.2844
CDK2AP2	-0.018
HDDC3	-0.19875
COMMD7	0.292
CXXC1	-0.95225
HMCN1	-0.322833333333333
CD40	0.34475
DYNC1LI2	1.0086875
GDI1	0.4605
LOC646938	-0.06375
VSNL1	-3.38466666666667
PIH1D1	0.7675
RAET1G	0.9995
KRTAP5-9	0.607
EFTUD2	-0.858
ZNF311	-1.125
ATP6V1G3	0.29425
OR2W3	-0.89075
SCN4A	0.67975
MED10	-0.70775
FAM135A	0.2004
ARHGAP4	-1.01475
EHMT2	-0.97175
UFD1L	0.4755
ERMP1	0.2335
MAG1	-1.47183333333333
THAP8	0.586666666666667
HACE1	-0.661333333333333
FAM82C	1.083
C3orf20	0.0285
UNC84A	-0.259
SCD5	0.216307692307692
LASS6	1.912875
LSG1	0.338333333333333
MAL	-5.17625
GPR22	-0.798
WDR5B	0.83875
ACTRT1	0.314
C17orf60	0.671
GRIN2C	0.9823
ARMC8	-0.624583333333333
SLC47A1	-1.74083333333333
DMPK	0.21775
DHRS13	-0.212333333333333
SMC1A	-0.523666666666667
KRTAP17-1	0.802333333333333
SMYD5	0.07075
TUSC2	0.011375
CRHR2	0.4655
KIR3DL2	0.715
CCDC104	-0.219
ATP2C1	0.06175
CROT	-0.15125
PABPC3	0.931166666666667
EGR1	-1.51333333333333
THSD1	0.6975
KHK	-1.27
SLC12A2	0.597625
CD58	-0.7355
STOX2	0.0878333333333333
CCDC76	-0.7818
CCDC48	5.43525
DNAH1	-0.401666666666667
ZIC4	-0.19375
OR1G1	0.2675
PSMC6	-0.509
PROKR1	0.0985
ABCB1	-1.648375
TRAT1	-1.3795
LLGL1	0.3745
MTF1	2.0505
USP54	0.11325
PAGE2B	-2.4675
ITGB7	-3.469
CCDC81	-0.13
LOC149837	0.994
SCUBE1	-0.2135
ZSCAN10	1.5
HUWE1	0.129785714285714
CDH17	2.244
CD180	1.1395
IL17A	0.03
TMPO	-1.868375
KIAA1524	-0.4135
HDGFRP3	0.0583333333333333
OXCT1	-0.959636363636364
RRAS2	-0.274166666666667
LTBP2	3.3155625
SV2B	1.9815
CYP2A6	1.081625
PKD1L2	-0.774333333333333
PPM1M	0.3155
FLJ22662	2.81333333333333
ZNF502	0.507
GP6	-0.6475
CRYBA2	-0.76625
LEF1	-2.2101
CTPS	-1.42042857142857
EYA1	-3.11666666666667
EPS8L1	1.80225
MAPK14	-0.23025
SERPINB2	-4.84175
GTF2F2	-0.742
ZNHIT4	-0.508
PLA1A	1.1055
C20orf114	2.98275
HPR	-1.4245
C18orf2	-3.40383333333333
SATB2	0.07675
KCNJ9	0.291285714285714
MGC157906	0.693
MOCS3	-0.5295
C17orf71	0.319166666666667
PPHLN1	-0.3857
HIST1H2BN	0.33225
RAPGEF1	-0.830875
MAP3K8	0.59225
DLG4	0.447666666666667
STC1	-1.21608333333333
CDGAP	1.70125
DDX26B	-1.3235
LOC150223	-0.745
CPSF3	-1.34783333333333
TMEM14A	-0.54775
MYH3	-2.23775
GPKOW	-0.36275
SULT1A1	-0.363333333333333
SPON1	3.579
YY1AP1	-0.500833333333333
RAB23	0.02625
PLA2G4A	-3.19425
MAPRE3	-0.281333333333333
ZNF516	-0.156071428571429
GGPS1	0.42575
EXOC3L2	0.23075
C19orf42	0.7021
MAP2K2	-0.331666666666667
HIST1H2BB	1.0405
RNF19B	1.17233333333333
C6orf128	0.2985
TLR8	3.6655
PCDHA9	-1.696
CARS2	-0.0145
CLUL1	0.204833333333333
RHAG	-4.04283333333333
UNK	-0.2975
EXOC8	0.3623
C9orf95	0.29925
C14orf143	-0.334666666666667
MAML3	-0.446142857142857
LDHA	-2.10675
MRPL20	0.103375
KLHDC6	0.717
ATP5S	-0.740666666666667
C8orf55	-0.2665
PHF19	-1.90925
KRTAP13-4	0.6555
TTC5	0.3935
XKR5	-0.5575
SILV	-4.5975
TEX28	0.287
TCTN1	0.17425
CX40.1	0.47225
PPP2R5C	-0.830375
C12orf30	-1.85866666666667
CAPG	2.17125
MPZL1	0.37645
ARSB	-0.739
TDH	-0.9805
WASF4	2.1165
TSSK3	-0.809833333333333
7A5	0.94
CRISPLD1	-0.651375
MAD1L1	-0.345833333333333
SPIN4	-0.4575
AMPD1	-1.673
DPYSL5	-0.182
INPP1	-0.187666666666667
ANKRD11	-0.459222222222222
NPAS4	-0.157
GCET2	0.2621
RNASE9	-0.076
GUCY2D	0.574333333333333
CCDC98	-0.33925
FGF4	-0.607875
CPM	3.1695
SLC26A4	-1.43283333333333
PLD5	-0.146
FAM59A	0.8972
FBXO5	-1.23522222222222
SIPA1L1	-0.474375
DPYS	0.3435
ATG4D	0.5175
TGM3	0.8055
MTCH1	-0.328625
HK1	0.210071428571429
CDC26	-0.0845
GALNT12	-1.67883333333333
LOC339229	0.41
MRPL35	-0.24825
ORC4L	-0.669875
TNKS	0.19
C2orf24	0.569833333333333
ZNF553	0.3185
GGTLA1	3.4703
ZNF497	-0.18275
CDY1B	0.174
SLC30A4	0.477375
TUB	-0.737625
ARHGEF18	-0.081
ARRB1	-0.52425
KCNK1	1.033625
EREG	-3.50811111111111
SCAMP5	1.478
RUNDC3B	3.247
ADAMTS20	-0.358333333333333
IL17RB	-2.35
FLJ20323	-0.68325
MCAM	1.070125
POLR3E	-1.42775
AQR	0.117666666666667
IPMK	1
CDCA7	-3.830875
CAMP	3.1025
GRHL3	1.39
ADAMTSL2	1.45933333333333
CLMN	1.08066666666667
SSTR3	0.6015
MAGEA5	-2.04083333333333
OVOL2	3.09425
JMJD1B	0.2505
RBL2	0.0496
PYGO2	0.479
PPP1R10	0.0665
CSE1L	2.51333333333333
LCA5	1.1735
RDH16	-0.31475
ASRGL1	-2.137875
TOM1	-0.0518333333333333
PTX3	-6.502
TTC15	0.16775
SCGB3A1	1.2535
MRPL50	-0.681
RCAN3	1.10025
SLC26A11	1.529
STYX	-0.447666666666667
CINP	-0.70575
MARCH7	-0.66825
PFKM	-1.616
SGMS1	0.414833333333333
RIOK3	0.3267
C1orf110	-0.0375
CES7	-0.401125
LOC440248	-1.3365
PPP1R12C	0.36575
C10orf27	1.012
ATG9A	-0.304
MRPS26	0.83575
TMEM40	2.93
ELP3	-0.1774
ZNF787	0.8752
HIAT1	0.47875
C8orf34	1.9445
MGC4655	0.1136
PELI1	0.0756666666666667
PPT1	0.1706
SLC35C2	-0.169666666666667
C6orf125	-0.101
MUC4	-2.12066666666667
RFC4	-2.78814285714286
GNB2	0.145833333333333
NUP50	-0.522285714285714
SULT4A1	-1.10416666666667
C7	3.39025
CCDC130	0.0128333333333333
ARRDC4	0.5025
RQCD1	-0.4175
GLYCTK	-0.67225
AYTL2	-0.751727272727273
MTUS1	1.0839
LEMD3	2.05283333333333
PLEKHF2	3.8805
HOXA7	0.705875
GTF3C2	-1.8805
DYNLRB2	2.84775
CNOT10	-1.17825
MR1	-0.6625
FFAR1	-0.24875
PRIC285	0.219
SLITRK6	-0.4945
LIX1	-2.01477777777778
UBE1L2	-0.221583333333333
F8	0.677
ACHE	0.4315
KPNA5	0.4205
TNFRSF12A	0.0183333333333333
EGR3	0.1975
SERPIND1	-3.26883333333333
OASL	2.30775
IFRD1	-2.29325
WDFY1	0.333333333333333
ZNF267	0.023125
ACCN5	0.1695
ZBTB6	-0.5995
PPP1R3A	-0.8995
PRRT3	2.602
FBXL19	-0.9065
TXNIP	1.31692857142857
ACTN2	-1.185
ATG9B	-0.262375
C9orf117	0.16675
IL27	0.1815
RPL36AL	-0.1425
KLK15	-0.315666666666667
CHAD	2.246
RAP2B	0.6418
HEBP2	1.51975
ZNF342	1.379
CAMK2G	-0.0631666666666666
TLR3	1.35875
FGF14	0.5745
HMGB2	-1.48275
TRPM5	0.391666666666667
OR5M11	0.6775
KIF3B	0.334894736842105
PRICKLE2	0.8635
MTMR9	0.4155
C3orf27	0.72325
GLRA3	-1.39
NSDHL	-0.147166666666667
TMEM32	-0.15625
POLR2D	-1.42033333333333
MYADML	0.203
C9orf114	-0.34275
MRGPRX1	-0.1135
TOPORS	0.43375
CLDN19	-2.3255
C1QL4	-0.3035
RNF165	0.346
DHRS9	1.5835
DNAH2	-1.41616666666667
FXR1	-1.26833333333333
ZMYM3	-1.419125
CASP3	0.200833333333333
FAM120C	-0.564875
SCLY	-1.60875
CA7	0.1055
ENTPD5	0.5615
ZNF461	-0.1325
PDIA5	-0.21725
C1orf19	-1.195
TMEM67	0.40475
KCTD20	-0.49575
WDR47	0.9455
FLJ38723	1.6915
KLRF1	1.30683333333333
TAS2R16	0.8725
CLDN12	-0.203
PRKCE	0.28
UBXD4	-1.3595
ITGAM	3.09233333333333
GLT8D3	-0.071625
WDR31	-0.1961
RGS2	-0.06475
OR51L1	0.5835
MST1R	-1.65875
KIAA1737	0.04925
OR4A5	0.457
GLIS1	-1.69116666666667
PTMA	0.449571428571429
NAPA	0.69375
PRDM11	0.50175
LIPF	2.6765
DIRAS3	-0.66775
ASGR2	-4.285875
C1QTNF4	0.3505
PIK3R4	-0.3835
ARMC3	1.03675
NDUFV3	0.350083333333333
BTBD3	-0.581666666666667
PPP1R2	0.71
UBE2NL	1.8155
FOSL2	0.439071428571429
FAM119A	-1.49066666666667
TUBA4A	-0.8415
KRTAP12-1	0.20175
SFRS2	-0.32025
RHPN1	-0.2381
EEF2	0.088
ZDHHC11	-1.10716666666667
EPHA3	-0.9483
RBM12	-0.033
H2AFJ	1.4615
EDIL3	4.0495
KIF26A	-0.603
SERGEF	-0.55725
B3GALT4	2.32125
LOC90925	-0.232666666666667
OSCAR	1.074375
NPFF	-0.61975
DEDD	0.1195
TMEM155	-1.09275
PTPN1	0.41525
SCYL2	-0.410166666666667
SKAP1	2.0525
LEAP2	-3.10616666666667
GADD45G	1.9652
IFITM3	0.46175
PILRB	-1.7185
SLU7	-0.0253125
DSC3	-1.2425
DNMT3L	-1.31525
PAPD5	0.848125
B3GNT3	-1.5855
LHCGR	0.3225
MSL-1	0.12975
UBE2S	-0.600625
SAP130	-0.97325
ANAPC11	0.86175
MAGED4B	-3.1485
ATP6V1B2	0.659
C14orf179	0.596875
CAPZA1	-0.189125
CDYL2	-0.151333333333333
GLRX3	-0.7865
LOC136288	-1.28
MOBKL1A	-0.4405
HTR2B	3.7355
CRYGD	0.107166666666667
NUS1	-0.414833333333333
PGRMC1	0.0015
MYOM2	-0.6085
FLJ39653	-1.31633333333333
CHM	0.3088
OR5M8	-0.0015
ZNF619	-0.9905
FAM105A	0.68575
CCNL1	-1.522875
NAP1L3	-0.08125
C10orf57	1.60766666666667
B3GALNT1	0.628833333333333
CSN1S2A	0.9425
TCP10L	-0.37975
GDAP2	-0.130875
DMKN	-3.40416666666667
COX6B1	0.25975
DNASE2	0.585333333333333
MSH5	-2.42125
LGMN	0.502875
USP31	-0.39
OR13C8	-0.4625
SDCBP	0.1195
NUDT11	-2.6015
PYGL	-0.732
SNPH	0.1875
B3GNT4	-0.6105
MIZF	-1.153
NUBPL	-0.174625
NOD1	-0.094
CDH22	-0.453375
NUBP1	0.132166666666667
DSCAM	-3.60325
DGKI	1.1125
FAM136A	-0.26825
AKAP1	0.752833333333333
SLC16A6	1.16575
RIN3	0.7865
PSG2	-0.33175
DIP2B	-0.33375
PSORS1C1	0.108
KIAA0495	-1.119
FLJ90709	-0.504666666666667
LPA	-0.619333333333333
PIGA	-0.145666666666667
LY75	0.931166666666667
UTS2	-6.81966666666667
RREB1	0.0275
GALNACT-2	0.5897
MGC3196	-0.58225
FLJ31568	-0.50675
LPHN1	-0.1955
SP1	0.755875
TOX4	0.286666666666667
HSPA9	-0.3097
APOBEC1	0.839
SLC35E4	-0.99725
LSM5	-1.518
SURF1	0.3035
ZBTB1	0.3665
GTF2F1	0.020375
RPS15A	-0.367071428571429
DUSP21	-1.34883333333333
GINS4	-3.22766666666667
MYO15A	0.0271666666666667
GIMAP7	4.038
MGC13379	0.724
ATP6V1E2	-1.02016666666667
UTP3	-0.35225
HNRPA3	-0.1605
MT4	0.6015
C14orf155	0.576666666666667
U1SNRNPBP	2.47775
CKLF	-0.4455
PLEKHN1	1.20233333333333
MBNL1	0.233666666666667
NUP160	-0.4755
ACSM2A	-2.1725
LOC129881	-0.96125
KIAA1529	-1.6265
FLJ22639	-2.6505
HAND1	-1.4
GSX1	0.53
FGA	-4.2964
SERPINB1	-0.20725
ZNF642	0.27625
IGFBP1	-8.454875
SLC1A1	-0.9865
DHX57	-0.3625
ZNF766	0.618
PTPN21	-0.0872
GDPD3	1.41183333333333
PNPLA5	0.1875
TBR1	-0.1632
FAM116A	-0.663
IQGAP1	0.6245
FOS	-2.31175
ZNF226	-0.436875
FIGNL1	-0.93
C14orf1	-0.7825
ZMYND17	-0.133
PUS7	-1.083
TUBB6	-0.36325
KCNQ2	-1.2045
MARCH6	-0.249583333333333
CCDC33	0.442
PRODH	-1.292
RBM11	2.532
EPHA6	0.117625
SLC43A1	-1.07575
LOC196541	-0.36775
NTN1	2.18175
ING4	-0.519
PCDHB10	0.94625
DPH2	-0.554166666666667
SPACA4	0.57675
FBXL21	-3.172
DIAPH1	-0.875333333333333
ZNF71	0.749833333333333
CEP76	0.08
CORO1A	-0.3885
RRM2	-1.577625
EDG4	1.149
OS9	1.40366666666667
SLC4A1AP	-0.31
COG5	-0.69125
COPS8	-0.371
NGLY1	-0.12425
NCBP2	-0.353375
C17orf42	-0.506333333333333
GPSM3	0.723125
SIL1	0.938833333333334
ASB6	0.3015
SMAD5OS	-0.427
UNC93A	-3.26375
A1BG	-0.00316666666666665
C21orf62	0.474
FMO5	-1.74166666666667
ATRIP	0.202666666666667
CEBPG	0.214833333333333
C7orf38	-0.53
TNFRSF1B	1.07016666666667
CLEC1A	1.6895
IQSEC1	0.604
PATZ1	1.6496
RBM22	1.316875
BAG2	-2.68566666666667
PAQR5	-1.05916666666667
C9orf127	0.3027
THNSL1	0.4
SHROOM3	0.675
JAM2	1.172
SNRPN	-1.6445
ALX4	-0.055
CACNA1S	-0.588
FAM130A1	0.17325
CORIN	3.832
CD300LB	0.9525
PLEKHG6	1.133
LRRC40	-1.541
PCLKC	-1.55875
PCDHB16	0.979333333333333
WNT2B	1.2245
ASNS	-2.20588888888889
MRPL49	-0.0315
FLJ46111	-0.1655
ISG20	0.219375
SMU1	-0.400666666666667
CASZ1	1.0035
POLR1D	-0.80225
GIN1	-0.424
SNAG1	0.441
ANKRD29	-1.06575
CDKN2AIP	0.28275
KRR1	0.20075
CXCL1	-5.08866666666667
EPM2A	0.5211
PC	0.286666666666667
DEFB127	-0.112
PDZRN4	1.0584
FAH	0.539
OR51E1	2.784
CDC2L6	0.127333333333333
DNTTIP1	-0.49975
PAX8	-0.4105
TMEM116	-0.83525
C1orf150	-0.6265
PRO2012	0.13775
MRPL40	-0.563666666666667
BEX1	-3.6514
SLC2A4	0.344333333333333
PKMYT1	-1.20675
FEZF2	-0.773333333333333
SLC26A9	-1.5885
MAP2	-0.651916666666667
LYL1	-0.6735
SLC25A19	0.088
NOS3	0.4555
ZNF34	0.6935
TMPRSS11F	-0.1325
FAM43A	0.345
FCRL4	0.0486666666666667
KLF14	0.52225
FLRT2	-0.467166666666667
WRN	-1.30625
SDF2	0.168
KRT8P12	-0.056
C6orf195	-1.102
C9orf125	-1.292
DZIP3	-0.04925
RIT1	0.150916666666667
SCML1	-0.723
RHBDF2	0.544875
OR2G3	0.1485
REXO1L1	-1.0885
MAP3K7IP3	-0.95675
C3orf57	-6.117
FBXW11	-0.792833333333333
ETAA1	-1.12425
C14orf131	-0.5088
AKT1S1	0.4585
SLC12A5	-0.792125
C9orf164	1.785
NRIP3	0.0908749999999999
NOS1AP	0.402
TMEM121	1.4965
SAP30BP	0.368
DGCR6	1.37025
WDR76	-2.5235
FAM82B	-1.11066666666667
LOC606495	-0.592
MAP9	2.42183333333333
BCDIN3D	0.28
CXorf36	3.57783333333333
DSCR3	-0.4085
ZFAND3	0.22375
C7orf43	0.162666666666667
SPSB3	0.4361
C19orf19	0.5895
FAM133A	-2.023875
C12orf25	0.327
SLC39A3	-0.452625
DISP2	0.38575
PI4KAP2	-1.883
MKRN3	-3.03816666666667
ADAMTS13	-1.2775
CBLN3	0.00469999999999999
TTYH1	-1.30333333333333
C3orf18	-0.218
FLJ13236	0.229
ZMYND12	1.4205
C18orf25	-0.2695
GLB1L3	-2.3
ATP13A5	1.9365
RANBP10	0.07725
CD96	-1.3069
DENND1C	-0.1685
RBMS3	1.5466
SLC41A3	0.4525
DGCR6L	1.25975
TMEM128	0.76
CSNK1G3	0.2375
MOBKL2C	1.19825
TSPAN6	-1.177375
MATN2	-0.8399
MSL2L1	-0.299333333333333
ST6GALNAC2	1.01966666666667
FGFBP2	2.518375
FGL1	-7.05583333333333
MPP3	-1.60433333333333
ARHGEF6	1.559
TGFBR2	0.948625
ACMSD	-1.447
IL33	3.21675
C9orf5	0.23575
DEAF1	-0.0802
AMN	0.809
DEFA6	0.011375
RNF212	-1.56275
METT5D1	-0.244166666666667
CIB1	0.7106
TSSK1B	0.936
KIAA1727	0.9655
ZNF680	0.930909090909091
LOC399900	-1.7295
LOC152217	-0.37575
CTNNAL1	-2.85
CIT	-2.27566666666667
TLE6	-1.57475
ZNF607	0.014
HERC4	-1.2205
DRAP1	-0.2379
PEMT	1.148
C10orf111	0.3855
ZNF575	1.247125
KCTD7	-0.31375
MYO1F	0.733625
LOC285382	1.05925
RAB11A	0.8635
PLCD3	-0.70425
C15orf28	-0.69675
PTBP2	-1.26675
CTB-1048E9.5	0.505875
C19orf60	-0.0513333333333334
C7orf25	-0.0243333333333333
SETD7	1.352125
HOXB9	-4.718
VANGL1	-0.353875
CHAF1B	-1.76375
NDUFA3	0.367
KIAA1328	-0.837333333333333
SHARPIN	-0.39125
TTC23	-0.571875
UGP2	0.343416666666667
ANKIB1	0.4933
CIRBP	1.31614285714286
SEC14L4	-2.85166666666667
OVCH1	0.303166666666667
VPS52	-0.62025
FAT	-1.06625
M6PRBP1	0.05925
GPRIN3	0.465
PPM1F	-0.041
TSR1	-0.39875
CCDC85A	2.989
PCSK5	1.956
ZFHX3	1.061
HEMK1	-1.4708
PGBD2	-0.30625
RSRC2	-0.572833333333333
AURKC	-0.3285
SCRIB	-0.05475
ORM2	-4.3675
FAM115A	0.5762
FZD6	1.364
UNC119	-0.0733333333333333
GPX3	1.5899
NOV	-0.519625
CABC1	0.21525
CDC42SE2	-0.1950625
EIF2S2	-1.2824
RNF130	1.03525
CKAP5	0.447166666666667
RP11-413M3.2	1.2525
C10orf18	0.5929
TMEM93	-0.0635
DYX1C1	0.171
KCNMB2	-2.33071428571429
ANK3	1.3985
KRT5	-2.9236
CDH12	-1.388875
QRSL1	-0.766375
JUB	-2.041
SHC4	-2.935625
CCL15	2.15366666666667
CCDC22	0.2075
SNX24	0.27075
RARS	-0.76725
MORC2	0.23475
FAM48A	-0.51
MT1H	-0.239
PPP1R14C	-3.85933333333333
FOXD1	-0.905571428571428
C1orf213	-1.13575
AMT	-2.4795
DSN1	-1.662
PTPLAD2	1.7375
DIS3L	-0.263
RASL11A	0.21675
GPRC5B	-0.186625
FRMD7	-0.037
STRN4	0.22025
KITLG	0.519954545454545
HDGF	-0.8995
OR1S1	0.2945
SETX	0.4868
DDR2	1.63575
KCTD12	2.49975
LYZL2	0.266
WDR52	0.174
TMEM2	0.71375
ZNF579	0.971166666666667
LOC200810	-0.15975
TNFSF9	-2.04875
PPFIA4	-4.12575
CNIH3	1.00366666666667
MAP4K4	-1.13207142857143
ROD1	0.244928571428571
ALS2CR12	-0.802833333333333
DOCK3	0.158
PAQR9	-4.65425
ASB17	0.0141666666666667
STX16	-0.071875
FEZ2	0.209666666666667
DLAT	-0.584666666666667
KIF21B	-1.41316666666667
CDC5L	-0.879
TMEM119	1.7975
CRIP3	-2.03633333333333
TPSD1	0.0855
TEPP	0.361
GNGT2	1.55625
C21orf121	1.66875
WNK1	-0.207666666666667
FLJ10490	1.0508
OR51B5	-1.997
LOC203547	-0.590375
HAS1	-1.245
PPA1	0.00650000000000001
ST7	-0.224875
C11orf46	0.565
POPDC3	-4.04733333333333
ACOX2	0.408333333333333
ATCAY	-0.278416666666667
TM4SF19	2.0125
MFSD9	-0.719166666666667
PDHB	-0.83475
ERN1	0.00825000000000002
LCE3C	0.023
GPR111	0.1905
NOTCH3	2.2775
ADAMTS5	3.751
B3GALT1	-0.9415
UGCGL1	-1.26283333333333
FAM58A	0.237833333333333
FBXO32	0.58325
CLPP	-0.00425
NXPH1	-1.74525
MTMR3	1.665
ATP1B3	-0.602375
TMEM16A	4.438875
HIST1H3F	0.586333333333333
TRIM25	0.797666666666667
SDCBP2	0.765
CRKL	0.05975
HOXB2	-0.971666666666667
ANP32B	-0.745
GATM	3.997
AP4E1	-0.129125
EDG5	0.326625
CDKN3	-0.178833333333333
CDH4	-2.57575
PGD	-0.489333333333333
RND1	1.0595
GAD1	-3.4522
MPG	-0.0905
LOC440350	-0.2265
ZNF133	-0.29275
SERPINB12	0.3275
AMELY	-0.872333333333333
DHX36	-1.253
TNFAIP8L2	3.032
PHTF2	0.166666666666667
CCDC112	-0.472166666666667
IQCC	-0.052
HEYL	3.6625
FTSJ2	-0.4675
APPL1	0.419625
RAB43	0.377714285714286
OR10G2	0.211
WAC	0.135333333333333
ADCY9	-0.122875
RUNDC2B	0.9725
PYCRL	0.1886
AGPAT7	-1.03183333333333
SLC22A9	-1.40466666666667
CDKAL1	-0.608
PDYN	-0.900166666666667
C20orf74	-0.09225
MTMR11	-0.50475
VAV3	1.76691666666667
DAPL1	-0.709
STXBP3	-0.0505
EIF3G	0.30925
ARHGAP22	-0.60225
NPFFR1	0.2495
NPC1	-0.457666666666667
ALDH9A1	0.800833333333333
ZNF600	0.570375
ZNF678	1.14333333333333
RASSF1	-0.368083333333333
ADD2	-3.526875
PITPNB	0.872375
PKD2L2	0.621714285714286
LRP11	0.7075
CDKL1	0.1105
SMEK2	0.52175
PRODH2	-3.3325
C11orf54	-0.293833333333333
SFRS11	-0.468166666666667
IL7	0.143166666666667
ALS2CR16	1.87275
BTG3	-1.25
PAK2	0.265166666666667
RP11-679B17.1	1.0325
GATA4	1.15783333333333
ATP2B1	-0.4555
LOC130940	-0.245
C1orf172	2.81816666666667
ATF7IP2	-0.9945
SLC25A43	0.251333333333333
CENTG3	0.259666666666667
IGF2BP1	-3.9906
FCHSD1	-0.0625
CAMK2N2	1.3355
ELAVL3	0.123
NBPF15	0.230333333333333
UBE2J2	0.524166666666667
GNL2	-1.008
PRR3	-0.7297
NLF2	1.4295
OR4F6	-0.488
KLHL24	0.652
CCDC88A	-1.3169
SGPP1	0.8585
C10orf11	0.311833333333333
SLC35B4	-0.902166666666667
UGT3A2	-0.5905
ARNT2	0.6333
CBR1	-0.178625
ITPR3	-0.451
TRAPPC6B	1.4276
AMZ1	2.556
ARP11	0.51025
WDSUB1	-0.8365
APBA1	0.5605
RAB2A	2.1976
C6orf162	-0.918375
HPSE2	1.19625
PLCE1	-0.8775
INSL3	0.98675
DLG1	-0.3877
PTPLA	-2.482
PIGX	0.108
TFIP11	0.749
FIBIN	3.331
POLR2G	-0.40575
GRAP2	-2.626
DNAJB8	-0.483
CNBP	0.255333333333333
WASF1	-2.54525
INPP5E	-0.9915
HSPB1	0.6589375
TMEM167	-0.4639
CUBN	0.36475
IGF1	3.4934375
ITPK1	0.4232
NAALAD2	-0.879857142857143
G3BP1	0.3127
NT5DC1	0.0315000000000001
CYP39A1	-0.9015
TMEM139	-0.876916666666667
POLK	-0.3394
GLULD1	1.601
RBM15	-0.9175
AMZ2	0.10625
GDF15	-2.23683333333333
MESDC2	-0.209
INCA	0.377666666666667
ACY1L2	-2.2925
GZMM	-1.24233333333333
PAIP1	-0.291
CACNA2D1	0.23025
STK32C	0.534333333333333
SH3BP4	0.622166666666667
DEC1	0.279
PADI1	0.2605
UBB	0.8662
PON3	1.47016666666667
PROP1	0.5135
ANKRD13B	-0.558
ADCK1	-1.00675
TCF25	0.438166666666667
SLC38A5	-2.19075
CXorf26	0.976833333333333
C19orf39	0.7725
PPP1R13B	0.55375
ARL2	-0.5905
TCL6	0.427636363636364
TOP3A	-0.6565
SLC16A14	1.395375
FXYD6	1.26283333333333
HIST1H4E	-0.70325
BBC3	0.146631578947368
UNC5A	0.481833333333333
FAM86C	-0.3005
PI4KB	-0.002
B3GAT1	0.8125
SUSD2	2.97483333333333
OAZ2	-0.589333333333333
NOC4L	-0.62
C10orf12	-0.7055
FADS1	-3.3815
LOC144097	-0.5975
DKK2	2.48783333333333
KIAA1949	-0.04175
RHOT1	0.2797
OXT	1.81766666666667
GPR153	1.267
ARL4A	-1.61216666666667
SAAL1	-1.5945
CCDC64	-0.646
USE1	-0.669666666666667
HNMT	0.473333333333333
PCGF3	0.38875
CYP2C19	-0.49525
C20orf4	0.4295
CCDC11	-0.46275
ACSBG2	-0.281
RWDD2A	0.163
