Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
ZNF347	0.5414
GTF2E1	0.1655
RY1	-0.615666666666667
ATAD2B	0.675875
ARHGAP17	0.3847
KCNIP3	-1.17425
SFPQ	0.1775
GFRA4	1.00883333333333
AKR1B10	-3.4785
TIGD6	1.32516666666667
RGS16	2.62275
URB1	-1.04866666666667
OR4C46	0.553833333333333
TOP3B	-1.00025
NFATC4	1.135
CA14	-4.20925
BMPR1A	-0.5305
SNRP70	-0.99125
PRL	0.922
C6orf130	-0.20675
STAG2	-0.291
CD55	-0.409928571428571
RPS23	0.504833333333333
SSX2	-1.452
FDPSL2A	-0.93825
FBXO27	0.886625
SYNGR3	-1.8375
TMSL3	1.63625
EML1	-1.279
NUP93	-1.368
SMAD3	0.7521
KIAA1189	1.44533333333333
HNRPUL2	0.264
TBC1D12	0.567
C16orf24	1.95775
MRVI1	1.267
ZNF581	-0.264833333333333
ELOVL3	-0.397
OR51Q1	0.203
CACNB3	1.11066666666667
GALNT13	-0.309
C10orf84	0.87125
NEDD4	0.027
SPO11	0.3015
OR5AU1	-0.4345
NEK4	0.287142857142857
PRKAR2A	-0.332
IHPK1	0.559
ATP6V0B	0.000499999999999994
CACNA1E	2.491
CEACAM8	-0.0166666666666667
PEX14	0.008
FLJ12993	3.403
ZBTB38	0.518416666666667
PCTK2	0.373
LRRC16	0.652
FBLIM1	0.59675
FYCO1	1.816
RP5-1022P6.2	-0.407583333333333
CMTM1	0.141833333333333
PLTP	0.7405
RAPH1	1.34875
DOCK8	0.95375
EZH2	-1.95973333333333
SLC25A1	-0.862333333333333
PLEKHB1	-1.2028
GRB7	0.9794
ZFP37	-0.9765
MRPL33	-0.377
PELO	-0.51925
ARMC1	0.234545454545455
C9orf27	-0.33325
FLJ25778	0.1285
C9orf37	-0.951833333333333
TMEM66	-0.21725
SPRN	-0.308
HBEGF	0.217875
PI4KA	-0.6405
LEPRE1	-0.27625
POU2AF1	0.661
MRPL12	-0.445666666666667
REP15	-0.3835
ZC3H3	0.87875
RASAL1	-2.0485
DDAH1	2.018875
ACBD5	-0.140125
TMC2	0.154
CCDC137	-1.14575
SAMD13	-2.247
UGT2B15	-3.89183333333333
TIPARP	1.049
DNASE1L3	2.3035
TRIM72	0.247
DBX2	1
IPO8	-0.1195
C21orf88	0.0158
MAP3K14	0.50925
LOC51233	0.281166666666667
GGTLA4	0.32025
PDE6D	-0.33425
ZNF117	-0.25475
CLK2	-0.93125
NKRF	-0.73125
TNFSF15	1.6649
DUSP2	-0.601875
SECISBP2	0.2916
GABRR2	0.3645
PPAP2C	2.052
LOC51145	0.0198333333333333
PAG1	0.100125
PIK3C3	0.34825
GNG10	-0.5415
APOL4	1.27066666666667
ANKRD28	-0.560875
STMN3	-0.5642
RAB14	0.8559
CDK2AP2	-0.267
HDDC3	0.10325
COMMD7	0.48275
CXXC1	-0.05725
HMCN1	0.0551666666666667
CD40	0.893
DYNC1LI2	-0.2735
GDI1	0.22975
LOC646938	-0.32825
VSNL1	-2.8065
PIH1D1	0.00233333333333333
RAET1G	-1.5315
KRTAP5-9	-0.4465
EFTUD2	-0.38875
ZNF311	1.23516666666667
ATP6V1G3	0.1615
OR2W3	0.09125
SCN4A	0.55825
MED10	-1.59425
FAM135A	-0.4964
ARHGAP4	-0.56975
EHMT2	-0.675625
UFD1L	-0.65975
ERMP1	0.72275
MAG1	-2.08783333333333
THAP8	0.9465
HACE1	-0.334
FAM82C	0.413666666666667
C3orf20	-0.058
UNC84A	-0.507666666666667
SCD5	0.505071428571429
LASS6	1.724875
LSG1	-0.121333333333333
MAL	-4.20525
GPR22	-0.043
WDR5B	1.603
ACTRT1	-0.1975
C17orf60	0.659
GRIN2C	0.5133
ARMC8	-0.343416666666667
SLC47A1	-1.30783333333333
DMPK	0.42525
DHRS13	-0.317833333333333
SMC1A	-0.8665
KRTAP17-1	0.36375
SMYD5	-0.523
TUSC2	0.57575
CRHR2	0.4615
KIR3DL2	-0.086
CCDC104	0.46575
ATP2C1	0.428125
CROT	0.64375
PABPC3	0.2125
EGR1	0.0995
THSD1	0.97325
KHK	-1.62475
SLC12A2	1.648375
CD58	-0.843
STOX2	-0.863
CCDC76	-0.5952
CCDC48	3.147
DNAH1	0.429333333333333
ZIC4	1.144375
OR1G1	0.0165
PSMC6	-0.661333333333333
PROKR1	0.6805
ABCB1	-1.16075
TRAT1	-0.3075
LLGL1	0.0735
MTF1	0.8275
USP54	0.808625
PAGE2B	-2.056
ITGB7	-3.41725
CCDC81	-0.144
LOC149837	-0.11325
SCUBE1	1.17
ZSCAN10	1.9345
HUWE1	0.281785714285714
CDH17	-0.547
CD180	1.629
IL17A	0.255
TMPO	-1.551625
KIAA1524	-1.79533333333333
HDGFRP3	-1.12766666666667
OXCT1	-2.14609090909091
RRAS2	-1.421
LTBP2	3.3823125
SV2B	2.42416666666667
CYP2A6	0.694875
PKD1L2	-0.9195
PPM1M	0.5515
FLJ22662	1.55266666666667
ZNF502	1.64675
GP6	-0.92425
CRYBA2	-1.2395
LEF1	-0.5834
CTPS	-2.73257142857143
EYA1	-2.97516666666667
EPS8L1	1.85975
MAPK14	-0.45625
SERPINB2	-5.373
GTF2F2	-0.00933333333333334
ZNHIT4	0.0355
PLA1A	0.91625
C20orf114	0.5235
HPR	-1.823
C18orf2	-3.10783333333333
SATB2	-1.994
KCNJ9	-0.212
MGC157906	0.5425
MOCS3	-0.3975
C17orf71	-0.1335
PPHLN1	-0.1049
HIST1H2BN	-0.75125
RAPGEF1	-0.9815
MAP3K8	0.138
DLG4	1.0215
STC1	-1.88825
CDGAP	1.6075
DDX26B	-1.07675
LOC150223	-1.50225
CPSF3	-0.654833333333333
TMEM14A	0.133
MYH3	-0.652
GPKOW	0.2135
SULT1A1	1.055
SPON1	3.9989
YY1AP1	-0.409833333333333
RAB23	0.278
PLA2G4A	-3.73275
MAPRE3	-0.2635
ZNF516	-0.374928571428571
GGPS1	0.3265
EXOC3L2	0.467625
C19orf42	0.5417
MAP2K2	-0.121833333333333
HIST1H2BB	-1.17425
RNF19B	0.837
C6orf128	0.526
TLR8	3.1665
PCDHA9	0.624
CARS2	0.6225
CLUL1	2.531
RHAG	-3.95683333333333
UNK	0.118
EXOC8	0.3079
C9orf95	1.05525
C14orf143	0.110166666666667
MAML3	0.186875
LDHA	-2.2955
MRPL20	0.252
KLHDC6	0.237666666666667
ATP5S	-0.427833333333333
C8orf55	0.6725
PHF19	-2.516375
KRTAP13-4	0.1235
TTC5	-0.17275
XKR5	-0.427
SILV	-4.062
TEX28	0.446
TCTN1	1.28425
CX40.1	-0.03
PPP2R5C	-0.225375
C12orf30	-1.7585
CAPG	2.5065
MPZL1	0.2601
ARSB	-0.842333333333333
TDH	-0.34675
WASF4	0.894
TSSK3	-0.650333333333333
7A5	1.4395
CRISPLD1	-0.15575
MAD1L1	-0.499833333333333
SPIN4	-0.2825
AMPD1	1.53975
DPYSL5	-0.2555
INPP1	-0.5225
ANKRD11	-1.09166666666667
NPAS4	-0.096
GCET2	0.2602
RNASE9	0.3145
GUCY2D	0.157333333333333
CCDC98	-0.70025
FGF4	-0.38825
CPM	-0.138166666666667
SLC26A4	-0.580833333333333
PLD5	0.40975
FAM59A	1.7175
FBXO5	-2.53477777777778
SIPA1L1	0.377125
DPYS	0.6455
ATG4D	0.0075
TGM3	0.1745
MTCH1	-0.35875
HK1	0.316076923076923
CDC26	0.226
GALNT12	-2.28233333333333
LOC339229	0.12975
MRPL35	0.12925
ORC4L	0.243
TNKS	-0.392642857142857
C2orf24	0.295833333333333
ZNF553	1.43133333333333
GGTLA1	3.3856
ZNF497	1.08075
CDY1B	2.041
SLC30A4	-0.42725
TUB	-1.427125
ARHGEF18	0.08875
ARRB1	0.456
KCNK1	-0.916625
EREG	-0.5608
SCAMP5	-0.38325
RUNDC3B	0.659
ADAMTS20	-0.29825
IL17RB	1.272125
FLJ20323	-0.66825
MCAM	0.347125
POLR3E	-0.44975
AQR	0.365166666666667
IPMK	0.173
CDCA7	-4.806375
CAMP	2.341
GRHL3	0.81525
ADAMTSL2	2.365
CLMN	1.8695
SSTR3	0.3935
MAGEA5	-2.50483333333333
OVOL2	4.38775
JMJD1B	0.26675
RBL2	-0.1078
PYGO2	0.77375
PPP1R10	0.0741666666666667
CSE1L	-1.26033333333333
LCA5	1.711
RDH16	-0.14
ASRGL1	-2.060375
TOM1	0.3835
PTX3	-6.25625
TTC15	0.5915
SCGB3A1	2.81166666666667
MRPL50	-1.601
RCAN3	1.048
SLC26A11	0.50725
STYX	-0.680333333333333
CINP	0.08525
MARCH7	-0.80375
PFKM	-0.622333333333333
SGMS1	0.920333333333333
RIOK3	-0.061
C1orf110	-0.513
CES7	-0.031125
LOC440248	-1.94425
PPP1R12C	-0.07225
C10orf27	0.909
ATG9A	-0.40825
MRPS26	0.56825
TMEM40	3.476
ELP3	-0.4767
ZNF787	0.8633
HIAT1	-0.618
C8orf34	1.06116666666667
MGC4655	-0.1499
PELI1	0.547
PPT1	0.8029
SLC35C2	-0.323166666666667
C6orf125	0.069
MUC4	-1.76633333333333
RFC4	-2.32685714285714
GNB2	0.0913333333333333
NUP50	-0.240428571428571
SULT4A1	-2.02466666666667
C7	3.7795
CCDC130	0.122333333333333
ARRDC4	-0.435
RQCD1	-1.143
GLYCTK	-0.99525
AYTL2	-0.834454545454545
MTUS1	0.5083
LEMD3	0.631
PLEKHF2	2.75425
HOXA7	0.2935
GTF3C2	-1.891
DYNLRB2	3.67
CNOT10	-0.19575
MR1	0.269333333333333
FFAR1	0.06775
PRIC285	0.176
SLITRK6	6.33
LIX1	-2.4157
UBE1L2	-0.527916666666667
F8	0.670125
ACHE	0.281333333333333
KPNA5	-0.82125
TNFRSF12A	-0.0215
EGR3	1.28
SERPIND1	-3.3695
OASL	2.01675
IFRD1	-2.072
WDFY1	0.216166666666667
ZNF267	-0.018625
ACCN5	-0.5255
ZBTB6	-0.979
PPP1R3A	0.023
PRRT3	1.501
FBXL19	-0.3165
TXNIP	0.9265
ACTN2	-1.34775
ATG9B	-0.66975
C9orf117	1.448125
IL27	-1.014
RPL36AL	0.0115
KLK15	0.38025
CHAD	3.0235
RAP2B	0.1871
HEBP2	1.146
ZNF342	0.149
CAMK2G	-0.581
TLR3	1.38875
FGF14	1.137
HMGB2	-1.64975
TRPM5	-0.0375
OR5M11	0.207
KIF3B	0.609157894736842
PRICKLE2	1.26275
MTMR9	0.037875
C3orf27	0.21675
GLRA3	6.88633333333333
NSDHL	-0.374333333333333
TMEM32	-0.82875
POLR2D	-1.63366666666667
MYADML	0.2595
C9orf114	-0.911
MRGPRX1	0.4685
TOPORS	0.558
CLDN19	-0.63925
C1QL4	-0.079
RNF165	-1.891
DHRS9	0.84575
DNAH2	-0.447666666666667
FXR1	-0.768833333333333
ZMYM3	-0.98975
CASP3	0.0363333333333333
FAM120C	0.188
SCLY	-0.8495
CA7	0.335
ENTPD5	0.174
ZNF461	-0.4635
PDIA5	-1.20825
C1orf19	-1.02683333333333
TMEM67	0.84125
KCTD20	-0.41225
WDR47	0.8415
FLJ38723	-0.069
KLRF1	1.31166666666667
TAS2R16	-0.4395
CLDN12	-0.0495
PRKCE	-0.83175
UBXD4	-1.14075
ITGAM	2.577
GLT8D3	-0.327
WDR31	1.295
RGS2	0.735
OR51L1	0.1515
MST1R	0.74425
KIAA1737	1.466
OR4A5	0.752
GLIS1	-1.424
PTMA	0.305642857142857
NAPA	1.159
PRDM11	0.084
LIPF	-0.456
DIRAS3	0.29075
ASGR2	-3.780875
C1QTNF4	0.6075
PIK3R4	0.562166666666667
ARMC3	3.134
NDUFV3	-0.37875
BTBD3	-1.02583333333333
PPP1R2	0.43425
UBE2NL	-0.99125
FOSL2	0.915642857142857
FAM119A	-1.66433333333333
TUBA4A	-0.9408
KRTAP12-1	-0.09775
SFRS2	-0.9965
RHPN1	0.3964
EEF2	-0.682833333333333
ZDHHC11	-1.19983333333333
EPHA3	-1.3448
RBM12	0.6095
H2AFJ	1.283
EDIL3	2.47
KIF26A	-1.1975
SERGEF	-0.415
B3GALT4	2.6035
LOC90925	3.62016666666667
OSCAR	-0.172
NPFF	0.052625
DEDD	-0.022875
TMEM155	-0.787875
PTPN1	1.24425
SCYL2	0.3625
SKAP1	1.797
LEAP2	-1.54533333333333
GADD45G	1.1533
IFITM3	1.2445
PILRB	-1.24783333333333
SLU7	0.5130625
DSC3	-0.10825
DNMT3L	-1.672
PAPD5	-0.337875
B3GNT3	-2.15566666666667
LHCGR	0.2605
MSL-1	-0.49525
UBE2S	-1.792375
SAP130	-0.17475
ANAPC11	0.588
MAGED4B	-2.4815
ATP6V1B2	0.242333333333333
C14orf179	1.528125
CAPZA1	-0.4415
CDYL2	-0.253666666666667
GLRX3	-1.36083333333333
LOC136288	-1.0625
MOBKL1A	-0.04525
HTR2B	4.277
CRYGD	-0.522
NUS1	-1.43083333333333
PGRMC1	-0.549
MYOM2	1.063
FLJ39653	-1.68716666666667
CHM	-0.1295
OR5M8	0.149
ZNF619	0.2185
FAM105A	0.74925
CCNL1	-0.8965
NAP1L3	0.31975
C10orf57	2.01766666666667
B3GALNT1	-0.348166666666667
CSN1S2A	-0.916
TCP10L	-0.259
GDAP2	0.104375
DMKN	0.0145
COX6B1	0.534
DNASE2	0.919666666666667
MSH5	-2.0105
LGMN	0.21775
USP31	-0.0338
OR13C8	0.557
SDCBP	-0.4437
NUDT11	-2.11516666666667
PYGL	-0.994833333333333
SNPH	-0.793666666666667
B3GNT4	-1.35
MIZF	-0.4566
NUBPL	-0.267375
NOD1	0.0986666666666667
CDH22	0.446375
NUBP1	1.134
DSCAM	-4.09375
DGKI	1.426
FAM136A	-1.035
AKAP1	-0.184666666666667
SLC16A6	-1.44225
RIN3	0.6315
PSG2	-0.30475
DIP2B	0.253166666666667
PSORS1C1	-1.2898
KIAA0495	-0.279
FLJ90709	0.1445
LPA	-0.572333333333333
PIGA	-0.599
LY75	1.895
UTS2	-5.59816666666667
RREB1	-0.04825
GALNACT-2	0.000599999999999982
MGC3196	-0.181
FLJ31568	-0.6685
LPHN1	-0.217125
SP1	0.793375
TOX4	0.683833333333333
HSPA9	0.143
APOBEC1	0.62
SLC35E4	-0.716
LSM5	-0.96975
SURF1	0.77525
ZBTB1	0.539583333333333
GTF2F1	0.01475
RPS15A	0.378357142857143
DUSP21	-0.458833333333333
GINS4	-3.019
MYO15A	0.548
GIMAP7	4.05225
MGC13379	1.02575
ATP6V1E2	-0.712166666666667
UTP3	-0.262
HNRPA3	-0.298125
MT4	0.2875
C14orf155	0.26625
U1SNRNPBP	0.75475
CKLF	-0.6305
PLEKHN1	0.546
MBNL1	0.0286666666666667
NUP160	-1.78475
ACSM2A	-1.6035
LOC129881	1.182
KIAA1529	0.0965
FLJ22639	-0.6245
HAND1	-2.2735
GSX1	-0.116
FGA	-4.190375
SERPINB1	0.87675
ZNF642	0.828
IGFBP1	-8.51875
SLC1A1	0.874375
DHX57	-0.40825
ZNF766	0.1205
PTPN21	0.7104
GDPD3	1.50633333333333
PNPLA5	0.4975
TBR1	0.268666666666667
FAM116A	0.30775
IQGAP1	1.073875
FOS	-0.7505
ZNF226	-0.24975
FIGNL1	-1.17433333333333
C14orf1	0.0585
ZMYND17	-0.8305
PUS7	-1.76533333333333
TUBB6	-1.069125
KCNQ2	-1.49225
MARCH6	0.223583333333333
CCDC33	0.5445
PRODH	-1.46175
RBM11	1.14525
EPHA6	0.311285714285714
SLC43A1	-0.592
LOC196541	0.52625
NTN1	2.36808333333333
ING4	1.46925
PCDHB10	0.453
DPH2	-0.856
SPACA4	-0.2715
FBXL21	-4.187
DIAPH1	-0.7475
ZNF71	0.397333333333333
CEP76	-0.5885
CORO1A	0.07775
RRM2	-3.905625
EDG4	1.17425
OS9	0.2105
SLC4A1AP	-0.098
COG5	-0.74925
COPS8	-0.24075
NGLY1	-0.47725
NCBP2	-0.38375
C17orf42	-0.615166666666667
GPSM3	1.594125
SIL1	1.11333333333333
ASB6	-0.516
SMAD5OS	0.566333333333333
UNC93A	-3.328
A1BG	0.276333333333333
C21orf62	0.43775
FMO5	0.76925
ATRIP	0.429333333333333
CEBPG	-0.417
C7orf38	0.151333333333333
TNFRSF1B	1.09683333333333
CLEC1A	1.905
IQSEC1	0.513625
PATZ1	1.1497
RBM22	0.67525
BAG2	-2.12783333333333
PAQR5	-2.704
C9orf127	0.7925
THNSL1	-2.1145
SHROOM3	2.2125
JAM2	1.6405
SNRPN	-1.944
ALX4	-0.139
CACNA1S	-0.3245
FAM130A1	1.27625
CORIN	4.301
CD300LB	0.8345
PLEKHG6	0.729
LRRC40	-1.1085
PCLKC	-1.65475
PCDHB16	0.787833333333333
WNT2B	1.1655
ASNS	-3.28655555555556
MRPL49	-0.30225
FLJ46111	-0.185
ISG20	-0.033875
SMU1	0.0801666666666667
CASZ1	0.7385
POLR1D	-0.194666666666667
GIN1	-0.163
SNAG1	-0.156333333333333
ANKRD29	-1.4195
CDKN2AIP	0.07125
KRR1	0.0545
CXCL1	-4.755
EPM2A	-0.3413
PC	0.3405
DEFB127	-0.4205
PDZRN4	1.4275
FAH	0.82625
OR51E1	2.6455
CDC2L6	0.125
DNTTIP1	-0.18725
PAX8	0.35025
TMEM116	0.5845
C1orf150	-0.02
PRO2012	0.028
MRPL40	0.126833333333333
BEX1	-4.0037
SLC2A4	-0.347
PKMYT1	-1.4025
FEZF2	-0.5155
SLC26A9	-1.62575
MAP2	0.944166666666667
LYL1	-0.5525
SLC25A19	-0.611833333333333
NOS3	0.023
ZNF34	1.93566666666667
TMPRSS11F	-0.667
FAM43A	-0.06275
FCRL4	1.16116666666667
KLF14	0.297
FLRT2	0.211833333333333
WRN	-1.934
SDF2	0.7327
KRT8P12	-0.087
C6orf195	1.041
C9orf125	-1.08716666666667
DZIP3	-0.395625
RIT1	-0.02475
SCML1	-1.40983333333333
RHBDF2	-0.163875
OR2G3	0.438
REXO1L1	0.0885
MAP3K7IP3	0.08225
C3orf57	-2.708
FBXW11	-0.562
ETAA1	-0.4315
C14orf131	-0.4564
AKT1S1	-0.3045
SLC12A5	-0.87275
C9orf164	1.896
NRIP3	-0.249
NOS1AP	-1.0965
TMEM121	1.0085
SAP30BP	0.1155
DGCR6	0.718
WDR76	-2.15625
FAM82B	0.304
LOC606495	-0.5515
MAP9	-0.0876666666666667
BCDIN3D	1.12
CXorf36	3.321
DSCR3	-0.1375
ZFAND3	0.367625
C7orf43	0.0401666666666667
SPSB3	1.8264
C19orf19	0.4135
FAM133A	-2.36225
C12orf25	0.48975
SLC39A3	-0.137875
DISP2	1.76675
PI4KAP2	-2.3155
MKRN3	-2.61883333333333
ADAMTS13	-0.627875
CBLN3	0.2238
TTYH1	-1.31483333333333
C3orf18	0.813
FLJ13236	1.06775
ZMYND12	3.87025
C18orf25	0.5175
GLB1L3	-1.1755
ATP13A5	0.8965
RANBP10	-0.11925
CD96	-0.0832
DENND1C	0.84075
RBMS3	0.9781
SLC41A3	0.275333333333333
DGCR6L	0.499
TMEM128	0.549
CSNK1G3	0.496785714285714
MOBKL2C	0.964625
TSPAN6	-1.62175
MATN2	-1.1375
MSL2L1	0.565666666666667
ST6GALNAC2	0.29
FGFBP2	1.408
FGL1	-6.94433333333333
MPP3	-0.358833333333333
ARHGEF6	2.23816666666667
TGFBR2	0.685375
ACMSD	-0.97025
IL33	3.86625
C9orf5	-0.231
DEAF1	0.0334
AMN	1.294
DEFA6	0.2435
RNF212	-0.30625
METT5D1	0.202833333333333
CIB1	0.7739
TSSK1B	0.01425
KIAA1727	-0.86475
ZNF680	0.225
LOC399900	-1.2545
LOC152217	0.0890833333333333
CTNNAL1	-3.172
CIT	-1.13041666666667
TLE6	1.46475
ZNF607	-0.75025
HERC4	-1.146
DRAP1	-0.4916
PEMT	0.659
C10orf111	-0.3795
ZNF575	2.0545
KCTD7	-0.269
MYO1F	1.21575
LOC285382	0.0385
RAB11A	0.3493
PLCD3	-0.49275
C15orf28	-0.1115
PTBP2	-0.625625
CTB-1048E9.5	-0.29125
C19orf60	0.310333333333333
C7orf25	0.0258333333333333
SETD7	0.622
HOXB9	-4.81
VANGL1	-0.5091875
CHAF1B	-2.8225
NDUFA3	0.793
KIAA1328	0.194
SHARPIN	0.5925
TTC23	0.768
UGP2	0.368833333333333
ANKIB1	0.1271
CIRBP	1.23742857142857
SEC14L4	-3.51766666666667
OVCH1	0.27
VPS52	0.026
FAT	-0.861625
M6PRBP1	0.25925
GPRIN3	0.615
PPM1F	-1.03833333333333
TSR1	-0.97725
CCDC85A	2.252
PCSK5	2.2285
ZFHX3	0.2685
HEMK1	0.2027
PGBD2	0.27775
RSRC2	-0.242833333333333
AURKC	-1.31333333333333
SCRIB	0.934625
ORM2	-4.563
FAM115A	-0.9003
FZD6	-1.342125
UNC119	0.313833333333333
GPX3	1.2161
NOV	-0.35125
CABC1	-0.30675
CDC42SE2	-0.2575625
EIF2S2	-0.9176
RNF130	1.041875
CKAP5	-1.09033333333333
RP11-413M3.2	0.8405
C10orf18	0.4516
TMEM93	-0.152
DYX1C1	1.619
KCNMB2	-1.634375
ANK3	1.10675
KRT5	-1.2442
CDH12	-1.501875
QRSL1	0.012875
JUB	-0.91975
SHC4	-1.83975
CCL15	1.99466666666667
CCDC22	0.472
SNX24	-0.929
RARS	-0.47525
MORC2	0.343875
FAM48A	0.1575
MT1H	-0.1515
PPP1R14C	-2.57783333333333
FOXD1	-2.1485
C1orf213	-1.7075
AMT	-1.0816
DSN1	-1.6865
PTPLAD2	1.54075
DIS3L	-0.06125
RASL11A	2.72575
GPRC5B	0.33275
FRMD7	-0.973
STRN4	0.30575
KITLG	1.27104545454545
HDGF	-1.0695
OR1S1	0.354
SETX	-0.1415
DDR2	0.8325
KCTD12	2.04325
LYZL2	-0.4445
WDR52	-0.0545
TMEM2	0.463375
ZNF579	1.46066666666667
LOC200810	0.71075
TNFSF9	-2.06975
PPFIA4	-3.92
CNIH3	0.6855
MAP4K4	-1.65021428571429
ROD1	0.436214285714286
ALS2CR12	0.0608333333333333
DOCK3	-1.03483333333333
PAQR9	-3.525
ASB17	0.1675
STX16	-1.6535
FEZ2	0.557
DLAT	-0.823833333333333
KIF21B	-1.13466666666667
CDC5L	-0.86225
TMEM119	2.03816666666667
CRIP3	-1.059
TPSD1	0.156
TEPP	0.81475
GNGT2	1.477
C21orf121	-0.09825
WNK1	0.167166666666667
FLJ10490	1.6014
OR51B5	-2.7725
LOC203547	-0.989375
HAS1	-0.339
PPA1	-1.10233333333333
ST7	-0.194375
C11orf46	-0.1461
POPDC3	-3.52666666666667
ACOX2	3.51183333333333
ATCAY	-0.3655
TM4SF19	-0.65325
MFSD9	-0.4795
PDHB	-0.28925
ERN1	-0.24525
LCE3C	-0.685
GPR111	0.247
NOTCH3	2.75566666666667
ADAMTS5	3.1375
B3GALT1	-0.85775
UGCGL1	-0.6975
FAM58A	0.2815
FBXO32	1.85475
CLPP	-0.17575
NXPH1	-1.70875
MTMR3	1.0605
ATP1B3	-1.164375
TMEM16A	4.218625
HIST1H3F	-0.0468333333333333
TRIM25	-0.590833333333333
SDCBP2	-0.126
CRKL	-1.1575
HOXB2	1.40333333333333
ANP32B	-1.113625
GATM	4.2665
AP4E1	-0.58675
EDG5	0.540875
CDKN3	-2.5985
CDH4	-2.31575
PGD	-0.857666666666667
RND1	0.814
GAD1	-3.1009
MPG	0.949125
LOC440350	0.28
ZNF133	0.22625
SERPINB12	0.1775
AMELY	-0.423333333333333
DHX36	-0.69575
TNFAIP8L2	3.578
PHTF2	-0.00927777777777777
CCDC112	-0.0516666666666667
IQCC	-0.61
HEYL	3.28133333333333
FTSJ2	-0.8875
APPL1	0.6985
RAB43	0.433571428571429
OR10G2	-0.2755
WAC	0.137333333333333
ADCY9	1.112625
RUNDC2B	0.738833333333333
PYCRL	1.2542
AGPAT7	-0.756
SLC22A9	-1.06
CDKAL1	-0.5105
PDYN	-0.551
C20orf74	1.846
MTMR11	0.7555
VAV3	3.8455
DAPL1	0.26875
STXBP3	0.456
EIF3G	0.18625
ARHGAP22	-0.66875
NPFFR1	0.259
NPC1	-0.481333333333333
ALDH9A1	0.869166666666667
ZNF600	-0.018125
ZNF678	-0.3725
RASSF1	0.236333333333333
ADD2	-2.74675
PITPNB	-0.305
PKD2L2	-0.15475
LRP11	-1.332
CDKL1	0.105
SMEK2	0.0045
PRODH2	-3.232
C11orf54	0.457333333333333
SFRS11	-0.963666666666667
IL7	0.586666666666667
ALS2CR16	1.581
BTG3	-2.07783333333333
PAK2	0.0243333333333334
RP11-679B17.1	-0.26175
GATA4	-2.13383333333333
ATP2B1	-1.002
LOC130940	1.671
C1orf172	2.4195
ATF7IP2	-0.97725
SLC25A43	-1.00766666666667
CENTG3	0.273916666666667
IGF2BP1	-3.8414
FCHSD1	-0.0655
CAMK2N2	2.00516666666667
ELAVL3	-0.0031
NBPF15	-0.782166666666667
UBE2J2	-0.422666666666667
GNL2	-1.16175
PRR3	-0.8676
NLF2	1.774
OR4F6	0.287
KLHL24	1.3315
CCDC88A	-1.5014
SGPP1	-1.17516666666667
C10orf11	0.424
SLC35B4	-1.261
UGT3A2	-1.399
ARNT2	-1.1306
CBR1	0.5845
ITPR3	-0.547333333333333
TRAPPC6B	-0.7222
AMZ1	2.4715
ARP11	0.99975
WDSUB1	0.7245
APBA1	0.1705
RAB2A	0.9477
C6orf162	0.11675
HPSE2	0.56975
PLCE1	-0.72325
INSL3	1.61025
DLG1	0.0731
PTPLA	-3.35275
PIGX	-0.405375
TFIP11	0.5995
FIBIN	3.9385
POLR2G	-0.3945
GRAP2	-1.9424
DNAJB8	0.00575
CNBP	0.615
WASF1	-0.85175
INPP5E	-1.4343
HSPB1	0.98475
TMEM167	-0.271
CUBN	0.1315
IGF1	3.45175
ITPK1	0.4125
NAALAD2	-1.5005
G3BP1	0.426
NT5DC1	0.9015
CYP39A1	-0.9985
TMEM139	0.527083333333333
POLK	-0.5856
GLULD1	-1.4745
RBM15	-1.222
AMZ2	0.141
GDF15	-2.368
MESDC2	-0.45475
INCA	0.4825
ACY1L2	-1.9835
GZMM	-0.261666666666667
PAIP1	-0.04325
CACNA2D1	0.17275
STK32C	-1.35216666666667
SH3BP4	1.221
DEC1	0.09
PADI1	-0.2745
UBB	0.7793
PON3	-2.2995
PROP1	0.7905
ANKRD13B	0.3775
ADCK1	0.04975
TCF25	-0.25025
SLC38A5	-1.8745
CXorf26	-0.0603333333333333
C19orf39	0.77375
PPP1R13B	0.83875
ARL2	-0.839
TCL6	0.1195
TOP3A	0.005
SLC16A14	0.334625
FXYD6	1.75283333333333
HIST1H4E	-0.01075
BBC3	1.19594736842105
UNC5A	0.425166666666667
FAM86C	-0.1556
PI4KB	-0.104875
B3GAT1	-3.41425
SUSD2	1.8475
OAZ2	-0.044
NOC4L	-0.20275
C10orf12	-0.40975
FADS1	-3.041
LOC144097	-0.703
DKK2	1.96266666666667
KIAA1949	0.28575
RHOT1	-0.0957
OXT	2.07666666666667
GPR153	1.96925
ARL4A	-2.20683333333333
SAAL1	-2.36
CCDC64	-0.5645
USE1	0.268166666666667
HNMT	0.737
PCGF3	0.345
CYP2C19	0.07225
C20orf4	0.5165
CCDC11	2.1595
ACSBG2	0.2535
RWDD2A	-0.3555
PALLD	3.075875
CPLX4	0.672
LOC492311	1.9505
KPNA2	-2.12133333333333
MACROD1	-0.156
TMCO3	-0.375666666666667
C15orf52	0.241666666666667
BIRC5	-2.45286666666667
PRR16	0.244166666666667
FAM63B	0.49725
KATNB1	-1.1565
WNT8B	-0.438
CPLX3	0.342
GHR	2.399125
CCDC124	-0.308
BCLAF1	-0.36
GOLGA3	0.2696
CLEC4E	3.18366666666667
