Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
MSN	-0.624142857142857
SLC9A5	0.879
EPDR1	-0.8871
MUSK	0.427833333333333
ZNF434	-0.2835
SMARCD1	-0.822666666666667
ZFP106	-0.53275
ZNF347	0.0905
GTF2E1	1.89025
RY1	-0.437333333333333
ATAD2B	0.93475
ARHGAP17	-0.0396
KCNIP3	-1.37775
SFPQ	0.214375
GFRA4	1.08033333333333
AKR1B10	-3.310625
TIGD6	0.557833333333333
RGS16	4.880375
URB1	-0.156666666666667
OR4C46	0.272666666666667
TOP3B	-1.037
NFATC4	0.3035
CA14	-4.58675
BMPR1A	0.1465
SNRP70	-0.836625
PRL	0.0463333333333333
C6orf130	-1.52
STAG2	0.309
CD55	-0.383857142857143
RPS23	-0.264
SSX2	-0.954833333333333
FDPSL2A	-1.26225
FBXO27	1.0485
SYNGR3	-0.740333333333333
TMSL3	1.5105
EML1	-0.889
NUP93	-1.32325
SMAD3	-0.6503
KIAA1189	0.718
HNRPUL2	1.05116666666667
TBC1D12	0.595166666666667
C16orf24	0.898
MRVI1	1.53
ZNF581	-0.551166666666667
ELOVL3	-0.426
OR51Q1	-0.3275
CACNB3	0.637333333333333
GALNT13	-1.623125
C10orf84	0.8743125
NEDD4	-0.84
SPO11	1.0865
OR5AU1	0.186
NEK4	0.648142857142857
PRKAR2A	0.1885
IHPK1	-0.369666666666667
ATP6V0B	0.71925
CACNA1E	1.8485
CEACAM8	-0.0913333333333334
PEX14	0.674
FLJ12993	4.514
ZBTB38	-0.0920833333333333
PCTK2	-0.325
LRRC16	-0.5423
FBLIM1	0.605083333333333
FYCO1	1.515
RP5-1022P6.2	-0.266416666666667
CMTM1	-0.175333333333333
PLTP	0.501166666666667
RAPH1	0.920625
DOCK8	1.3515
EZH2	-1.22866666666667
SLC25A1	-0.819833333333333
PLEKHB1	0.2868
GRB7	1.1201
ZFP37	-1.12125
MRPL33	-0.7215
PELO	-1.04425
ARMC1	-0.194909090909091
C9orf27	-0.506428571428571
FLJ25778	0.5665
C9orf37	-1.06283333333333
TMEM66	-1.094
SPRN	0.8385
HBEGF	1.505
PI4KA	-0.5055
LEPRE1	-0.83375
POU2AF1	-2.172125
MRPL12	0.296833333333333
REP15	-1.1225
ZC3H3	0.13575
RASAL1	-1.427
DDAH1	0.37925
ACBD5	1.176
TMC2	-0.148
CCDC137	0.55825
SAMD13	0.4245
UGT2B15	-4.47233333333333
TIPARP	-0.061
DNASE1L3	1.87475
TRIM72	0.898833333333333
DBX2	0.34175
IPO8	0.39225
C21orf88	-0.6298
MAP3K14	0.38025
LOC51233	0.759333333333334
GGTLA4	2.1665
PDE6D	-1.16475
ZNF117	0.34525
CLK2	-0.746
NKRF	-0.69725
TNFSF15	0.1468
DUSP2	1.1825
SECISBP2	-0.2348
GABRR2	-0.041
PPAP2C	2.0705
LOC51145	0.391833333333333
PAG1	-0.571625
PIK3C3	-0.368
GNG10	-0.8895
APOL4	0.439833333333333
ANKRD28	-1.38375
STMN3	-1.8817
RAB14	0.3923
CDK2AP2	0.085
HDDC3	-0.0195
COMMD7	-0.133125
CXXC1	-0.66425
HMCN1	-1.1645
CD40	0.4695
DYNC1LI2	-0.10175
GDI1	0.591
LOC646938	-0.017
VSNL1	-3.24933333333333
PIH1D1	-0.0136666666666667
RAET1G	-0.9795
KRTAP5-9	0.5615
EFTUD2	-0.29025
ZNF311	-1.52183333333333
ATP6V1G3	0.62175
OR2W3	-0.472
SCN4A	0.4565
MED10	-1.74525
FAM135A	-0.286
ARHGAP4	0.08475
EHMT2	-0.412
UFD1L	-0.04875
ERMP1	1.31
MAG1	-1.418
THAP8	0.728833333333333
HACE1	-0.405166666666667
FAM82C	0.578166666666667
C3orf20	0.239
UNC84A	0.239666666666667
SCD5	-0.492230769230769
LASS6	1.187375
LSG1	0.4535
MAL	-4.99625
GPR22	-0.333
WDR5B	-0.085
ACTRT1	0.903
C17orf60	0.1595
GRIN2C	0.4221
ARMC8	-0.547
SLC47A1	-2.12833333333333
DMPK	0.16225
DHRS13	0.134166666666667
SMC1A	-0.287
KRTAP17-1	0.3595
SMYD5	-0.99625
TUSC2	0.639875
CRHR2	0.069
KIR3DL2	0.9535
CCDC104	0.24525
ATP2C1	-0.33925
CROT	-0.195
PABPC3	2.04
EGR1	0.813833333333333
THSD1	0.635
KHK	-1.4595
SLC12A2	0.515125
CD58	-1.3415
STOX2	-1.113
CCDC76	-0.3398
CCDC48	4.65525
DNAH1	0.281333333333333
ZIC4	-0.1385
OR1G1	1.276
PSMC6	-0.696333333333333
PROKR1	-0.0585
ABCB1	-0.6005
TRAT1	-0.06875
LLGL1	-0.0655
MTF1	1.709
USP54	0.048125
PAGE2B	-2.7595
ITGB7	-3.13625
CCDC81	-0.258
LOC149837	0.13025
SCUBE1	-0.457
ZSCAN10	1.812
HUWE1	0.282642857142857
CDH17	-0.181
CD180	0.09175
IL17A	0.04475
TMPO	-1.96
KIAA1524	-2.105
HDGFRP3	-0.155333333333333
OXCT1	-1.68554545454545
RRAS2	-1.08216666666667
LTBP2	1.883375
SV2B	0.904666666666667
CYP2A6	0.539125
PKD1L2	-0.450333333333333
PPM1M	0.33575
FLJ22662	1.47183333333333
ZNF502	2.058
GP6	-0.7755
CRYBA2	0.18575
LEF1	-2.346
CTPS	-1.82914285714286
EYA1	-2.993
EPS8L1	1.473
MAPK14	-0.60525
SERPINB2	-5.024
GTF2F2	-0.153333333333333
ZNHIT4	-0.2535
PLA1A	0.6255
C20orf114	3.26475
HPR	-3.548
C18orf2	-2.8252
SATB2	1.52175
KCNJ9	0.336375
MGC157906	-0.0215
MOCS3	-0.66075
C17orf71	-0.773333333333333
PPHLN1	-0.3052
HIST1H2BN	-0.835625
RAPGEF1	0.23125
MAP3K8	3.9845
DLG4	0.329166666666667
STC1	1.26558333333333
CDGAP	1.27325
DDX26B	-0.3715
LOC150223	-0.46175
CPSF3	-0.8135
TMEM14A	-0.548
MYH3	-1.6965
GPKOW	-0.2335
SULT1A1	0.128833333333333
SPON1	1.6356
YY1AP1	-0.0943333333333333
RAB23	-0.64425
PLA2G4A	-4.233
MAPRE3	-0.0975
ZNF516	1.11792857142857
GGPS1	1.31625
EXOC3L2	0.605375
C19orf42	-0.0769
MAP2K2	-0.0865
HIST1H2BB	-0.7535
RNF19B	0.794333333333333
C6orf128	-0.166166666666667
TLR8	2.414
PCDHA9	1.124
CARS2	-0.203875
CLUL1	0.276666666666667
RHAG	-4.02533333333333
UNK	0.3945
EXOC8	-1.0496
C9orf95	0.541
C14orf143	0.308833333333333
MAML3	0.106875
LDHA	-2.76175
MRPL20	0.464625
KLHDC6	0.329833333333333
ATP5S	-0.108
C8orf55	0.40075
PHF19	-2.179125
KRTAP13-4	0.654
TTC5	-1.04
XKR5	-0.23275
SILV	-4.33783333333333
TEX28	-0.504
TCTN1	0.3435
CX40.1	0.171
PPP2R5C	-0.39025
C12orf30	-0.384833333333333
CAPG	2.10825
MPZL1	-0.20365
ARSB	-1.434
TDH	-1.72075
WASF4	0.89575
TSSK3	-0.6465
7A5	2.513
CRISPLD1	0.81075
MAD1L1	-0.526833333333333
SPIN4	-0.808
AMPD1	0.03025
DPYSL5	0.058
INPP1	-0.0243333333333333
ANKRD11	0.966777777777778
NPAS4	-0.22475
GCET2	0.028
RNASE9	-0.075
GUCY2D	0.057
CCDC98	-0.48175
FGF4	-0.570625
CPM	-0.651333333333333
SLC26A4	-0.74
PLD5	0.34125
FAM59A	0.6775
FBXO5	-2.19922222222222
SIPA1L1	0.80275
DPYS	0.984333333333333
ATG4D	0.17975
TGM3	0.8315
MTCH1	-1.131
HK1	-0.0207857142857143
CDC26	-0.853625
GALNT12	-3.51583333333333
LOC339229	0.67825
MRPL35	-0.109875
ORC4L	-0.0755
TNKS	1.14028571428571
C2orf24	0.0918333333333333
ZNF553	-0.00700000000000001
GGTLA1	2.6648
ZNF497	0.6785
CDY1B	-0.151
SLC30A4	0.573714285714286
TUB	-0.767125
ARHGEF18	-0.429
ARRB1	-0.01725
KCNK1	0.496375
EREG	-2.4083
SCAMP5	-0.309
RUNDC3B	1.933
ADAMTS20	-0.52625
IL17RB	0.131625
FLJ20323	-1.17475
MCAM	0.4085
POLR3E	-0.2315
AQR	0.872333333333333
IPMK	1.635
CDCA7	-4.608375
CAMP	2.649
GRHL3	2.41025
ADAMTSL2	0.873166666666667
CLMN	1.553
SSTR3	0.639
MAGEA5	-1.974
OVOL2	3.67425
JMJD1B	0.6395
RBL2	0.6895
PYGO2	1.179
PPP1R10	0.730666666666667
CSE1L	-0.9085
LCA5	0.79675
RDH16	-0.00924999999999999
ASRGL1	-2.551
TOM1	-0.240333333333333
PTX3	-6.0895
TTC15	0.92625
SCGB3A1	4.4075
MRPL50	-1.85675
RCAN3	0.6915
SLC26A11	1.3205
STYX	-0.502166666666667
CINP	-0.82975
MARCH7	-0.435
PFKM	-1.50683333333333
SGMS1	0.3025
RIOK3	-0.128
C1orf110	0.417
CES7	-0.056
LOC440248	0.34875
PPP1R12C	-0.1715
C10orf27	0.775
ATG9A	-0.71875
MRPS26	1.028625
TMEM40	1.82675
ELP3	-1.3874
ZNF787	1.219
HIAT1	-0.6535
C8orf34	0.449166666666667
MGC4655	-0.0631
PELI1	0.2075
PPT1	0.1093
SLC35C2	-0.930833333333333
C6orf125	0.31875
MUC4	-1.46216666666667
RFC4	-2.80671428571429
GNB2	0.0608333333333333
NUP50	-0.325571428571429
SULT4A1	-1.14916666666667
C7	1.5055
CCDC130	0.713
ARRDC4	0.19325
RQCD1	-1.46475
GLYCTK	-0.819
AYTL2	-0.552
MTUS1	0.6867
LEMD3	-0.248
PLEKHF2	1.66875
HOXA7	-0.0785
GTF3C2	-1.491
DYNLRB2	3.90275
CNOT10	-0.1035
MR1	-0.713333333333333
FFAR1	0.2605
PRIC285	0.07375
SLITRK6	-1.26575
LIX1	-1.9435
UBE1L2	-0.27025
F8	1.147375
ACHE	0.164166666666667
KPNA5	-0.792
TNFRSF12A	-1.38016666666667
EGR3	0.687
SERPIND1	-3.16516666666667
OASL	3.5645
IFRD1	-0.952125
WDFY1	-0.590333333333333
ZNF267	-0.845875
ACCN5	-0.0905
ZBTB6	-0.48475
PPP1R3A	0.127
PRRT3	1.90025
FBXL19	0.4685
TXNIP	1.06928571428571
ACTN2	-1.92275
ATG9B	-0.379125
C9orf117	0.986875
IL27	0.689
RPL36AL	0.0638333333333333
KLK15	0.099
CHAD	2.923
RAP2B	-0.2202
HEBP2	1.997
ZNF342	0.983
CAMK2G	0.354833333333333
TLR3	1.35275
FGF14	0.02975
HMGB2	-0.663125
TRPM5	0.247166666666667
OR5M11	-0.1445
KIF3B	0.281842105263158
PRICKLE2	-0.0485
MTMR9	-0.672375
C3orf27	0.2575
GLRA3	-1.24283333333333
NSDHL	-0.390166666666667
TMEM32	-1.6145
POLR2D	-1.49683333333333
MYADML	0.3995
C9orf114	-1.09625
MRGPRX1	-0.0145
TOPORS	0.84675
CLDN19	-0.457
C1QL4	0.1225
RNF165	-0.904
DHRS9	-1.51525
DNAH2	-1.4355
FXR1	-1.15083333333333
ZMYM3	-0.9625
CASP3	0.3385
FAM120C	0.050875
SCLY	-1.86175
CA7	0.17
ENTPD5	0.487333333333333
ZNF461	-0.19775
PDIA5	-0.753
C1orf19	-1.12883333333333
TMEM67	0.7795
KCTD20	-1.00175
WDR47	0.6795
FLJ38723	2.641
KLRF1	0.321
TAS2R16	1.056
CLDN12	-0.77275
PRKCE	-0.867
UBXD4	-1.74375
ITGAM	2.90166666666667
GLT8D3	-0.365
WDR31	0.2357
RGS2	2.221
OR51L1	0.8725
MST1R	1.4015
KIAA1737	0.951
OR4A5	-0.929
GLIS1	-1.30916666666667
PTMA	0.471857142857143
NAPA	0.91725
PRDM11	0.83275
LIPF	0.3805
DIRAS3	-0.32575
ASGR2	-3.79625
C1QTNF4	0.02875
PIK3R4	-0.305666666666667
ARMC3	0.64975
NDUFV3	0.210416666666667
BTBD3	-1.33283333333333
PPP1R2	0.68625
UBE2NL	-0.4735
FOSL2	1.34864285714286
FAM119A	-1.55783333333333
TUBA4A	-0.7463
KRTAP12-1	0.1155
SFRS2	-0.3825
RHPN1	0.5267
EEF2	0.0296666666666667
ZDHHC11	1.41366666666667
EPHA3	-1.8449
RBM12	-0.83275
H2AFJ	2.13575
EDIL3	1.163
KIF26A	-0.77675
SERGEF	0.0635
B3GALT4	2.37175
LOC90925	0.2036
OSCAR	0.494875
NPFF	-0.345875
DEDD	0.341625
TMEM155	-1.0875
PTPN1	3.401
SCYL2	-0.2375
SKAP1	2.66425
LEAP2	-2.585
GADD45G	1.1618
IFITM3	1.40325
PILRB	-0.0326666666666667
SLU7	-0.039625
DSC3	-0.45125
DNMT3L	-1.0525
PAPD5	2.307875
B3GNT3	0.366666666666667
LHCGR	0.1695
MSL-1	0.38125
UBE2S	-1.023125
SAP130	-0.45525
ANAPC11	0.978
MAGED4B	-2.8515
ATP6V1B2	-0.252166666666667
C14orf179	1.092625
CAPZA1	0.139125
CDYL2	0.589833333333333
GLRX3	-1.17766666666667
LOC136288	-0.53575
MOBKL1A	-0.30175
HTR2B	1.9225
CRYGD	0.0683333333333334
NUS1	-1.13883333333333
PGRMC1	-0.5465
MYOM2	-1.12675
FLJ39653	-1.45966666666667
CHM	-0.5439
OR5M8	0.1015
ZNF619	-0.451
FAM105A	1.78825
CCNL1	-0.237875
NAP1L3	-1.50825
C10orf57	1.65866666666667
B3GALNT1	0.183833333333333
CSN1S2A	-0.014
TCP10L	-1.33375
GDAP2	0.617
DMKN	-3.08916666666667
COX6B1	0.7615
DNASE2	1.53833333333333
MSH5	-1.83175
LGMN	-0.04525
USP31	-0.2128
OR13C8	0.441
SDCBP	-0.7185
NUDT11	-3.4095
PYGL	-1.60016666666667
SNPH	2.13416666666667
B3GNT4	0.5585
MIZF	-0.903
NUBPL	-1.145125
NOD1	-0.462166666666667
CDH22	-0.0662499999999999
NUBP1	0.261166666666667
DSCAM	-3.78775
DGKI	0.0975
FAM136A	-0.97325
AKAP1	0.747333333333334
SLC16A6	0.0775
RIN3	0.9285
PSG2	0.0425
DIP2B	0.395166666666667
PSORS1C1	-0.7619
KIAA0495	-0.234
FLJ90709	-0.524833333333333
LPA	0.0211666666666667
PIGA	-0.9405
LY75	2.066
UTS2	-5.3595
RREB1	0.5915
GALNACT-2	-0.1225
MGC3196	-0.14675
FLJ31568	-0.25975
LPHN1	0.304
SP1	0.6365
TOX4	-0.0643333333333333
HSPA9	0.2093
APOBEC1	0.469
SLC35E4	-0.3005
LSM5	-1.3755
SURF1	0.10825
ZBTB1	0.747416666666667
GTF2F1	-0.016
RPS15A	-0.460642857142857
DUSP21	0.077
GINS4	-3.04533333333333
MYO15A	-0.544666666666667
GIMAP7	4.38225
MGC13379	0.2445
ATP6V1E2	-1.45716666666667
UTP3	-1.16225
HNRPA3	-0.231375
MT4	-0.8095
C14orf155	0.13
U1SNRNPBP	1.3195
CKLF	-0.3885
PLEKHN1	2.963
MBNL1	0.03
NUP160	-1.49025
ACSM2A	-1.20725
LOC129881	-0.6105
KIAA1529	0.262
FLJ22639	-0.24575
HAND1	-0.7895
GSX1	0.2925
FGA	-4.0586875
SERPINB1	0.0455
ZNF642	0.731
IGFBP1	-7.899125
SLC1A1	0.77325
DHX57	-0.127375
ZNF766	0.6185
PTPN21	0.2675
GDPD3	2.61533333333333
PNPLA5	0.0655
TBR1	0.458833333333333
FAM116A	-0.13175
IQGAP1	0.79925
FOS	1.600875
ZNF226	-0.0315
FIGNL1	-1.38516666666667
C14orf1	0.0405
ZMYND17	-0.2765
PUS7	-0.625333333333333
TUBB6	-0.7925
KCNQ2	-1.0555
MARCH6	0.0974166666666667
CCDC33	0.9455
PRODH	-1.2525
RBM11	1.446
EPHA6	0.760285714285714
SLC43A1	-1.56525
LOC196541	0.262428571428571
NTN1	0.208083333333333
ING4	-0.23875
PCDHB10	-0.54475
DPH2	-1.2805
SPACA4	0.7405
FBXL21	-4.1995
DIAPH1	-0.5955
ZNF71	0.302666666666667
CEP76	-0.822
CORO1A	-0.279
RRM2	-2.38475
EDG4	0.52125
OS9	0.145833333333333
SLC4A1AP	-0.1485
COG5	-1.062
COPS8	-1.63
NGLY1	-1.31675
NCBP2	-0.023375
C17orf42	-1.5875
GPSM3	1.17
SIL1	1.36116666666667
ASB6	-0.0285
SMAD5OS	-0.534833333333333
UNC93A	-2.887875
A1BG	0.304666666666667
C21orf62	-0.0115
FMO5	-1.21333333333333
ATRIP	0.280333333333333
CEBPG	0.199666666666667
C7orf38	-0.720333333333333
TNFRSF1B	1.568
CLEC1A	1.2805
IQSEC1	0.13275
PATZ1	0.5273
RBM22	1.38025
BAG2	-2.90233333333333
PAQR5	0.940333333333333
C9orf127	0.5612
THNSL1	-0.16075
SHROOM3	2.7301
JAM2	0.8965
SNRPN	-1.704
ALX4	-0.1465
CACNA1S	0.3375
FAM130A1	0.8855
CORIN	1.3735
CD300LB	1.214
PLEKHG6	0.8645
LRRC40	-1.6235
PCLKC	-1.067
PCDHB16	0.0503333333333333
WNT2B	-0.1455
ASNS	-2.15144444444444
MRPL49	0.19375
FLJ46111	0.993
ISG20	0.75075
SMU1	-0.3295
CASZ1	0.8945
POLR1D	-0.798333333333333
GIN1	-0.66125
SNAG1	-0.226833333333333
ANKRD29	-1.0285
CDKN2AIP	0.105
KRR1	-0.1425
CXCL1	-3.5885
EPM2A	-0.8687
PC	-0.342333333333333
DEFB127	0.7005
PDZRN4	0.623166666666667
FAH	0.871375
OR51E1	1.5535
CDC2L6	0.422166666666667
DNTTIP1	-1.136
PAX8	0.20475
TMEM116	-0.62175
C1orf150	0.6125
PRO2012	0.051
MRPL40	-0.152833333333333
BEX1	-3.2159
SLC2A4	-0.319
PKMYT1	-1.483
FEZF2	-0.4875
SLC26A9	-2.83425
MAP2	-0.04225
LYL1	-0.9895
SLC25A19	-0.140833333333333
NOS3	0.1115
ZNF34	0.703166666666667
TMPRSS11F	-0.0715
FAM43A	-0.426
FCRL4	-0.00116666666666665
KLF14	0.50025
FLRT2	-1.46316666666667
WRN	-1.69
SDF2	-0.0657
KRT8P12	1.51275
C6orf195	-0.47
C9orf125	-2.73033333333333
DZIP3	0.048125
RIT1	-0.184166666666667
SCML1	0.288
RHBDF2	0.792625
OR2G3	-1.151
REXO1L1	0.1955
MAP3K7IP3	-0.164625
C3orf57	-5.02425
FBXW11	0.261
ETAA1	-0.746
C14orf131	-0.0942
AKT1S1	0.1005
SLC12A5	-0.704857142857143
C9orf164	0.25975
NRIP3	-0.484125
NOS1AP	0.81425
TMEM121	1.3875
SAP30BP	-0.0539
DGCR6	0.64825
WDR76	-1.77175
FAM82B	-0.205083333333333
LOC606495	-0.297
MAP9	1.61116666666667
BCDIN3D	0.538
CXorf36	3.1375
DSCR3	-1.1311
ZFAND3	0.054875
C7orf43	0.664833333333333
SPSB3	0.2796
C19orf19	1.16175
FAM133A	-3.24425
C12orf25	0.6745
SLC39A3	-0.20775
DISP2	1.4315
PI4KAP2	-1.68
MKRN3	-1.9655
ADAMTS13	-0.331875
CBLN3	0.1965
TTYH1	-0.502333333333333
C3orf18	1.23075
FLJ13236	-0.4905
ZMYND12	3.0415
C18orf25	0.5335
GLB1L3	-0.8505
ATP13A5	1.5045
RANBP10	0.14275
CD96	0.1374
DENND1C	0.692
RBMS3	0.4067
SLC41A3	0.6915
DGCR6L	0.385
TMEM128	-0.0636666666666667
CSNK1G3	-0.205
MOBKL2C	0.20825
TSPAN6	-1.238
MATN2	-0.9497
MSL2L1	0.222333333333333
ST6GALNAC2	-0.763
FGFBP2	-0.069
FGL1	-6.723
MPP3	1.22783333333333
ARHGEF6	1.06166666666667
TGFBR2	-0.04375
ACMSD	-1.03575
IL33	2.4665
C9orf5	-0.604666666666667
DEAF1	-0.1373
AMN	1.4565
DEFA6	0.1075
RNF212	-1.40125
METT5D1	-0.0156666666666667
CIB1	0.6371
TSSK1B	-0.26825
KIAA1727	-0.1115
ZNF680	0.407166666666667
LOC399900	-1.836
LOC152217	-0.137333333333333
CTNNAL1	-3.6765
CIT	-1.4815
TLE6	3.102
ZNF607	-1.3015
HERC4	-0.558666666666667
DRAP1	0.2757
PEMT	-1.038
C10orf111	0.0545
ZNF575	1.14625
KCTD7	-0.04025
MYO1F	1.227
LOC285382	0.0815
RAB11A	0.6218
PLCD3	-0.7285
C15orf28	-0.19375
PTBP2	-0.85975
CTB-1048E9.5	-1.27025
C19orf60	0.757
C7orf25	-0.0075
SETD7	0.83975
HOXB9	-4.192
VANGL1	0.736125
CHAF1B	-1.409
NDUFA3	0.668
KIAA1328	-0.6725
SHARPIN	0.101125
TTC23	-0.98475
UGP2	-0.20075
ANKIB1	0.5341
CIRBP	1.60728571428571
SEC14L4	-2.64666666666667
OVCH1	-0.273666666666667
VPS52	-0.502
FAT	-1.758
M6PRBP1	-0.264
GPRIN3	0.817
PPM1F	-0.0141666666666667
TSR1	-0.8375
CCDC85A	1.20325
PCSK5	1.11225
ZFHX3	0.619
HEMK1	-0.3779
PGBD2	1.04525
RSRC2	0.251166666666667
AURKC	-1.29933333333333
SCRIB	0.223375
ORM2	-3.80883333333333
FAM115A	0.9526
FZD6	2.88675
UNC119	0.187166666666667
GPX3	-0.501
NOV	-1.122125
CABC1	-0.392
CDC42SE2	-0.7798125
EIF2S2	-1.3294
RNF130	0.99125
CKAP5	-0.576166666666667
RP11-413M3.2	0.724
C10orf18	0.2766
TMEM93	-0.50525
DYX1C1	0.70175
KCNMB2	-1.73925
ANK3	2.18916666666667
KRT5	-1.5227
CDH12	-0.692125
QRSL1	-0.84125
JUB	-1.45325
SHC4	-1.968
CCL15	1.84716666666667
CCDC22	-0.04
SNX24	-0.25725
RARS	-0.7615
MORC2	-0.067625
FAM48A	-0.6395
MT1H	-2.3935
PPP1R14C	-3.52633333333333
FOXD1	-0.499357142857143
C1orf213	-2.124
AMT	-0.9795
DSN1	-1.7145
PTPLAD2	1.94925
DIS3L	0.30975
RASL11A	0.48725
GPRC5B	-0.367625
FRMD7	-0.913
STRN4	0.5275
KITLG	2.03809090909091
HDGF	0.419
OR1S1	0.722
SETX	0.49
DDR2	-0.769
KCTD12	1.782
LYZL2	3.773
WDR52	1.2795
TMEM2	-0.027
ZNF579	1.34466666666667
LOC200810	-0.413
TNFSF9	-1.570625
PPFIA4	-3.007
CNIH3	-0.413333333333333
MAP4K4	-1.30628571428571
ROD1	0.369142857142857
ALS2CR12	0.365166666666667
DOCK3	-0.716166666666667
PAQR9	-4.772
ASB17	0.1995
STX16	1.72375
FEZ2	-0.600166666666667
DLAT	0.0143333333333333
KIF21B	-0.779333333333333
CDC5L	-0.12875
TMEM119	1.213
CRIP3	-1.316
TPSD1	0.7205
TEPP	0.705
GNGT2	1.44175
C21orf121	-0.0535
WNK1	0.272333333333333
FLJ10490	1.4112
OR51B5	-1.9575
LOC203547	-0.92325
HAS1	-0.5655
PPA1	-0.546166666666667
ST7	-0.543
C11orf46	-0.3728
POPDC3	-4.28383333333333
ACOX2	2.64533333333333
ATCAY	0.0207499999999999
TM4SF19	-1.80225
MFSD9	-0.398833333333333
PDHB	-0.161
ERN1	-0.155
LCE3C	0.116
GPR111	0.4075
NOTCH3	1.37333333333333
ADAMTS5	1.59975
B3GALT1	-0.857
UGCGL1	0.264666666666667
FAM58A	0.174666666666667
FBXO32	2.22925
CLPP	-0.08
NXPH1	-2.165
MTMR3	0.252166666666667
ATP1B3	-0.790625
TMEM16A	4.0175
HIST1H3F	-0.508333333333333
TRIM25	0.367
SDCBP2	0.7615
CRKL	-1.897625
HOXB2	1.264
ANP32B	-0.780375
GATM	2.0585
AP4E1	0.039875
EDG5	0.0595
CDKN3	-1.986
CDH4	-1.8925
PGD	-0.00416666666666667
RND1	0.7825
GAD1	-2.0664
MPG	0.323625
LOC440350	0.307
ZNF133	-0.555
SERPINB12	0.056
AMELY	0.187833333333333
DHX36	-1.04275
TNFAIP8L2	3.5035
PHTF2	-0.0687777777777778
CCDC112	-0.819833333333333
IQCC	-1.074
HEYL	2.8835
FTSJ2	-0.573166666666667
APPL1	1.40475
RAB43	0.666785714285714
OR10G2	-0.052
WAC	0.4745
ADCY9	1.232375
RUNDC2B	1.132
PYCRL	0.2851
AGPAT7	-0.58
SLC22A9	-0.727666666666667
CDKAL1	-0.7825
PDYN	-0.363666666666667
C20orf74	0.46375
MTMR11	-0.5545
VAV3	2.0215
DAPL1	0.65925
STXBP3	1.0705
EIF3G	-0.6755
ARHGAP22	-0.17775
NPFFR1	0.2665
NPC1	-0.378166666666667
ALDH9A1	1.2535
ZNF600	0.52125
ZNF678	0.270166666666667
RASSF1	0.902
ADD2	-2.74725
PITPNB	-0.17175
PKD2L2	0.433125
LRP11	-0.86275
CDKL1	-0.507
SMEK2	-0.089
PRODH2	-3.1455
C11orf54	-0.529
SFRS11	-0.04
IL7	-0.856833333333333
ALS2CR16	1.608
BTG3	-2.02016666666667
PAK2	-0.434444444444444
RP11-679B17.1	-0.35025
GATA4	1.03716666666667
ATP2B1	-0.37175
LOC130940	0.678
C1orf172	2.50833333333333
ATF7IP2	-0.8965
SLC25A43	-0.486333333333333
CENTG3	0.854833333333333
IGF2BP1	-3.9443
FCHSD1	0.213
CAMK2N2	1.38716666666667
ELAVL3	-0.0245
NBPF15	0.259333333333333
UBE2J2	0.287666666666667
GNL2	-0.0475
PRR3	0.00410000000000002
NLF2	1.92475
OR4F6	-0.898
KLHL24	0.804333333333333
CCDC88A	-1.2376
SGPP1	-0.923
C10orf11	0.419166666666667
SLC35B4	-1.57333333333333
UGT3A2	-1.6405
ARNT2	-0.5134
CBR1	-0.2255
ITPR3	-0.400333333333333
TRAPPC6B	-0.1954
AMZ1	3.6165
ARP11	1.42575
WDSUB1	-0.46175
APBA1	0.209166666666667
RAB2A	0.7085
C6orf162	-0.728875
HPSE2	0.427
PLCE1	1.767
INSL3	0.90275
DLG1	-0.4344
PTPLA	-4.1915
PIGX	-0.361
TFIP11	-0.471
FIBIN	1.591
POLR2G	-0.40475
GRAP2	-1.7676
DNAJB8	-0.202
CNBP	0.4455
WASF1	-2.7075
INPP5E	-1.3154
HSPB1	1.1123125
TMEM167	-0.6679
CUBN	-0.122
IGF1	2.8931875
ITPK1	1.0625
NAALAD2	-0.944375
G3BP1	-0.0633
NT5DC1	0.677125
CYP39A1	-1.8105
TMEM139	0.0924166666666667
POLK	-0.7776
GLULD1	-1.20975
RBM15	-0.1505
AMZ2	0.439
GDF15	1.62466666666667
MESDC2	-0.18775
INCA	0.543666666666667
ACY1L2	-2.5465
GZMM	0.1335
PAIP1	0.0285
CACNA2D1	-0.35775
STK32C	0.857833333333333
SH3BP4	0.031
DEC1	0.0865
PADI1	0.494
UBB	-0.0863
PON3	-1.17016666666667
PROP1	0.6995
ANKRD13B	0.073
ADCK1	-0.238
TCF25	0.594416666666667
SLC38A5	-2.8455
CXorf26	0.2625
C19orf39	1.03275
PPP1R13B	1.64175
ARL2	-0.9775
TCL6	0.616916666666667
TOP3A	-0.696
SLC16A14	0.427625
FXYD6	0.707833333333333
HIST1H4E	-0.2895
BBC3	1.03331578947368
UNC5A	0.284166666666667
FAM86C	-0.6199
PI4KB	-0.17975
B3GAT1	-3.67875
SUSD2	2.02
OAZ2	-0.267666666666667
NOC4L	-0.07575
C10orf12	0.1495
FADS1	-1.20766666666667
LOC144097	-0.1215
DKK2	0.455833333333333
KIAA1949	0.37375
RHOT1	0.0964
OXT	1.26266666666667
GPR153	1.4745
ARL4A	-2.49416666666667
SAAL1	-1.43875
CCDC64	0.4385
USE1	0.100833333333333
HNMT	0.1145
PCGF3	0.83225
CYP2C19	0.68325
C20orf4	0.023
