Hybridization REF	TCGA-BH-A0BR-01A-21R-A115-07
ARHGAP17	0.4573
KCNIP3	-0.41625
SFPQ	-0.13775
GFRA4	0.0306666666666667
AKR1B10	-0.796375
TIGD6	0.6935
RGS16	2.803
URB1	-0.125166666666667
OR4C46	-0.2355
TOP3B	-1.09275
NFATC4	0.045
CA14	-4.7015
BMPR1A	1.01233333333333
SNRP70	-1.1895
PRL	0.315181818181818
C6orf130	-0.29125
STAG2	-0.14775
CD55	0.522642857142857
RPS23	0.199833333333333
SSX2	-1.6995
FDPSL2A	-0.80675
FBXO27	-0.47625
SYNGR3	-1.089
TMSL3	0.8185
EML1	0.127
NUP93	-0.584333333333333
SMAD3	-0.2511
KIAA1189	1.3045
HNRPUL2	0.380666666666667
TBC1D12	0.865166666666667
C16orf24	0.374
MRVI1	1.81416666666667
ZNF581	-0.838833333333333
ELOVL3	-0.259
OR51Q1	-0.14525
CACNB3	1.22333333333333
GALNT13	0.00687500000000001
C10orf84	0.79075
NEDD4	-0.3784
SPO11	0.5955
OR5AU1	0.6125
NEK4	0.371428571428571
PRKAR2A	-0.608833333333333
IHPK1	-0.581
ATP6V0B	0.947625
CACNA1E	0.1535
CEACAM8	0.715333333333333
PEX14	0.2875
FLJ12993	0.298
ZBTB38	0.187166666666667
PCTK2	1.1055
LRRC16	0.1077
FBLIM1	1.62975
FYCO1	0.93425
RP5-1022P6.2	-0.439833333333333
CMTM1	1.09383333333333
PLTP	1.7185
RAPH1	1.475375
DOCK8	0.533625
EZH2	-1.85566666666667
SLC25A1	-0.769333333333333
PLEKHB1	1.8507
GRB7	0.2303
ZFP37	-0.8975
MRPL33	-0.1865
PELO	0.01975
ARMC1	-0.846363636363636
C9orf27	0.0035
FLJ25778	0.301
C9orf37	-1.41233333333333
TMEM66	0.9855
SPRN	0.07025
HBEGF	0.896625
PI4KA	-1.726
LEPRE1	1.2595
POU2AF1	-4.138125
MRPL12	-1.14483333333333
REP15	0.271
ZC3H3	0.05775
RASAL1	-0.92125
DDAH1	0.83425
ACBD5	-0.08975
TMC2	0.2135
CCDC137	-0.42675
SAMD13	-0.456166666666667
UGT2B15	1.45433333333333
TIPARP	-0.9685
DNASE1L3	0.44975
TRIM72	0.1865
DBX2	1.0445
IPO8	0.325
C21orf88	-1.1161
MAP3K14	0.00475
LOC51233	0.2755
GGTLA4	-0.05225
PDE6D	0.624
ZNF117	0.55625
CLK2	-1.246875
NKRF	-1.26125
TNFSF15	0.1638
DUSP2	-0.623875
SECISBP2	-0.7094
GABRR2	-0.2805
PPAP2C	0.881
LOC51145	-0.1955
PAG1	0.014125
PIK3C3	0.187
GNG10	0.711
APOL4	0.899333333333333
ANKRD28	-0.9265
STMN3	-0.7833
RAB14	0.9388
CDK2AP2	0.62725
HDDC3	-0.535875
COMMD7	0.23925
CXXC1	-0.4105
HMCN1	0.869333333333333
CD40	1.3215
DYNC1LI2	0.924
GDI1	0.726
LOC646938	-0.135
VSNL1	-1.39416666666667
PIH1D1	-1.02366666666667
RAET1G	0.01
KRTAP5-9	-0.057
EFTUD2	-0.62975
ZNF311	0.327
ATP6V1G3	0.1865
OR2W3	-0.6475
SCN4A	0.1805
MED10	0.16925
FAM135A	-0.7532
ARHGAP4	-0.95275
EHMT2	-0.32975
UFD1L	-0.30225
ERMP1	0.18
MAG1	-1.39433333333333
THAP8	0.431333333333333
HACE1	-0.653833333333333
FAM82C	0.665666666666667
C3orf20	0.108
UNC84A	-0.167666666666667
SCD5	-0.719
LASS6	1.967375
LSG1	1.04108333333333
MAL	-4.998
GPR22	-0.809
WDR5B	0.80225
ACTRT1	-0.0325
C17orf60	0.868166666666667
GRIN2C	-0.2894
ARMC8	-0.498416666666667
SLC47A1	-1.69166666666667
DMPK	-0.482
DHRS13	-1.3885
SMC1A	-0.120666666666667
KRTAP17-1	0.1575
SMYD5	-0.4975
TUSC2	0.13725
CRHR2	0.3195
KIR3DL2	0.185
CCDC104	0.4255
ATP2C1	0.502125
CROT	1.759
PABPC3	-1.03666666666667
EGR1	0.324166666666667
THSD1	0.47475
KHK	-0.882
SLC12A2	1.53275
CD58	0.17475
STOX2	-1.3685
CCDC76	-0.8521
CCDC48	3.41125
DNAH1	-0.1755
ZIC4	-0.0795
OR1G1	0.073
PSMC6	0.951166666666666
PROKR1	0.05
ABCB1	-0.550625
TRAT1	-0.496
LLGL1	-0.0455
MTF1	1.60525
USP54	1.368375
PAGE2B	-1.979
ITGB7	-4.28925
CCDC81	0.0825
LOC149837	0.56725
SCUBE1	-0.168
ZSCAN10	0.2935
HUWE1	-0.0147857142857143
CDH17	0.7285
CD180	1.031
IL17A	0.137
TMPO	-1.796
KIAA1524	-0.604333333333333
HDGFRP3	0.0283333333333333
OXCT1	-2.091
RRAS2	-1.34533333333333
LTBP2	2.6736875
SV2B	2.67116666666667
CYP2A6	0.114625
PKD1L2	-0.3155
PPM1M	0.325
FLJ22662	1.51416666666667
ZNF502	0.21125
GP6	-0.704
CRYBA2	1.614
LEF1	-1.6261
CTPS	-2.02742857142857
EYA1	-1.13683333333333
EPS8L1	1.27475
MAPK14	0.0205833333333333
SERPINB2	-4.36275
GTF2F2	-1.10633333333333
ZNHIT4	0.39
PLA1A	-0.108375
C20orf114	2.77125
HPR	-4.4335
C18orf2	-2.94033333333333
SATB2	-1.5385
KCNJ9	0.14275
MGC157906	0.5215
MOCS3	0.04425
C17orf71	-1.03183333333333
PPHLN1	0.6086
HIST1H2BN	-0.632
RAPGEF1	-0.49525
MAP3K8	0.74
DLG4	-0.135666666666667
STC1	0.132666666666667
CDGAP	1.82925
DDX26B	-1.513
LOC150223	-1.8775
CPSF3	-0.512833333333333
TMEM14A	0.40125
MYH3	-2.45675
GPKOW	0.12975
SULT1A1	0.110333333333333
SPON1	4.59
YY1AP1	-0.00733333333333333
RAB23	0.91175
PLA2G4A	-3.68075
MAPRE3	0.54525
ZNF516	-0.735071428571429
GGPS1	0.4915
EXOC3L2	-0.465875
C19orf42	-0.0244
MAP2K2	-1.1315
HIST1H2BB	-0.09775
RNF19B	1.8755
C6orf128	1.50266666666667
TLR8	3.10725
PCDHA9	0.869
CARS2	-0.81125
CLUL1	1.85283333333333
RHAG	-4.471
UNK	-0.659
EXOC8	0.4003
C9orf95	0.948
C14orf143	0.987666666666667
MAML3	0.256
LDHA	-1.68375
MRPL20	0.705875
KLHDC6	-0.0491666666666667
ATP5S	2.3545
C8orf55	-0.25925
PHF19	-2.14925
KRTAP13-4	0.36
TTC5	-0.509
XKR5	-0.0535
SILV	-5.14066666666667
TEX28	-0.051
TCTN1	1.12875
CX40.1	0.015
PPP2R5C	0.15725
C12orf30	-1.14316666666667
CAPG	2.893
MPZL1	1.2895
ARSB	-0.4205
TDH	-2.15575
WASF4	2.03775
TSSK3	-0.639333333333333
7A5	3.6775
CRISPLD1	0.519125
MAD1L1	-0.632166666666667
SPIN4	-1.07766666666667
AMPD1	-1.41575
DPYSL5	0.298
INPP1	0.00883333333333334
ANKRD11	-0.0835555555555555
NPAS4	0.089875
GCET2	0.3189
RNASE9	0.6085
GUCY2D	0.216
CCDC98	-0.66275
FGF4	0.086
CPM	0.561666666666667
SLC26A4	-1.02866666666667
PLD5	-0.02225
FAM59A	1.7244
FBXO5	-1.22655555555556
SIPA1L1	-0.275125
DPYS	0.37925
ATG4D	-0.2915
TGM3	1.019
MTCH1	-0.08725
HK1	0.241428571428571
CDC26	0.370875
GALNT12	0.670666666666667
LOC339229	-0.79625
MRPL35	-0.032
ORC4L	0.168125
TNKS	-0.227928571428571
C2orf24	0.422666666666667
ZNF553	0.290833333333333
GGTLA1	2.708
ZNF497	0.96525
CDY1B	0.2475
SLC30A4	0.46375
TUB	-0.8785
ARHGEF18	-0.7485
ARRB1	-0.26025
KCNK1	-1.208125
EREG	-2.1256
SCAMP5	-0.5135
RUNDC3B	1.328
ADAMTS20	2.04925
IL17RB	-2.024375
FLJ20323	-0.5735
MCAM	0.183625
POLR3E	-1.53541666666667
AQR	0.8585
IPMK	0.899
CDCA7	-3.864
CAMP	1.81175
GRHL3	1.0035
ADAMTSL2	1.79366666666667
CLMN	2.20533333333333
SSTR3	0.2035
MAGEA5	-1.936
OVOL2	2.84925
JMJD1B	0.61875
RBL2	0.7013
PYGO2	0.751
PPP1R10	-0.303333333333333
CSE1L	-1.24116666666667
LCA5	1.42575
RDH16	0.11475
ASRGL1	2.0245
TOM1	0.423833333333333
PTX3	-3.88675
TTC15	0.0075
SCGB3A1	1.61233333333333
MRPL50	-0.5885
RCAN3	1.0125
SLC26A11	0.8635
STYX	0.631333333333333
CINP	-0.08275
MARCH7	0.5135
PFKM	-1.88383333333333
SGMS1	0.7435
RIOK3	0.7203
C1orf110	-0.172
CES7	-0.062875
LOC440248	-2.08875
PPP1R12C	-0.21725
C10orf27	0.3775
ATG9A	-0.5535
MRPS26	-0.216125
TMEM40	1.27525
ELP3	-0.5382
ZNF787	0.0802
HIAT1	0.754125
C8orf34	0.7615
MGC4655	0.7445
PELI1	0.680666666666667
PPT1	0.2385
SLC35C2	-0.575
C6orf125	-0.301
MUC4	-1.08916666666667
RFC4	-0.857714285714286
GNB2	0.417333333333333
NUP50	-0.405928571428571
SULT4A1	-0.785
C7	1.930125
CCDC130	-0.205333333333333
ARRDC4	0.744
RQCD1	0.53775
GLYCTK	-1.0215
AYTL2	1.12981818181818
MTUS1	1.1029
LEMD3	0.247166666666667
PLEKHF2	0.37675
HOXA7	0.3265
GTF3C2	-0.516
DYNLRB2	1.4825
CNOT10	-1.04725
MR1	0.786333333333333
FFAR1	0.183
PRIC285	0.2215
SLITRK6	5.81475
LIX1	-1.4445
UBE1L2	-0.536
F8	0.7985
ACHE	0.389666666666667
KPNA5	0.046
TNFRSF12A	0.277
EGR3	0.621
SERPIND1	-4.27616666666667
OASL	1.05825
IFRD1	-0.784
WDFY1	0.887
ZNF267	0.975125
ACCN5	0.453
ZBTB6	0.35725
PPP1R3A	0.253
PRRT3	-0.062
FBXL19	-0.575
TXNIP	-0.242714285714286
ACTN2	-1.28375
ATG9B	-0.26275
C9orf117	0.382625
IL27	-0.039
RPL36AL	1.11866666666667
KLK15	0.37125
CHAD	0.4305
RAP2B	0.0499
HEBP2	3.24875
ZNF342	0.183
CAMK2G	0.009
TLR3	1.7285
FGF14	0.567
HMGB2	-1.18175
TRPM5	-0.0933333333333333
OR5M11	0.733
KIF3B	0.557473684210526
PRICKLE2	1.15875
MTMR9	-0.19775
C3orf27	0.1355
GLRA3	-0.957
NSDHL	0.0925
TMEM32	-0.252
POLR2D	-1.07691666666667
MYADML	0.126
C9orf114	-0.709
MRGPRX1	-0.1535
TOPORS	0.11925
CLDN19	-0.31775
C1QL4	0.2245
RNF165	-1.607
DHRS9	0.809
DNAH2	0.551833333333333
FXR1	0.2435
ZMYM3	-0.872875
CASP3	0.997
FAM120C	-0.937375
SCLY	-0.39975
CA7	0.0245
ENTPD5	0.819
ZNF461	-0.402625
PDIA5	0.123
C1orf19	0.0951666666666667
TMEM67	-0.27225
KCTD20	-0.09775
WDR47	0.951
FLJ38723	4.991
KLRF1	2.066
TAS2R16	0.196
CLDN12	1.22275
PRKCE	0.072
UBXD4	-0.243
ITGAM	2.921
GLT8D3	0.43925
WDR31	0.8992
RGS2	1.05
OR51L1	0.1585
MST1R	1.2065
KIAA1737	0.168
OR4A5	-0.918
GLIS1	-1.38833333333333
PTMA	0.577857142857143
NAPA	1.078
PRDM11	-0.0705
LIPF	-0.3695
DIRAS3	1.46375
ASGR2	-4.048125
C1QTNF4	-0.00825
PIK3R4	-0.46
ARMC3	2.75125
NDUFV3	0.0626666666666667
BTBD3	-0.507166666666667
PPP1R2	0.965583333333333
UBE2NL	0.61925
FOSL2	1.18392857142857
FAM119A	-0.595833333333333
TUBA4A	-0.4432
KRTAP12-1	0.06125
SFRS2	-0.3295
RHPN1	-0.3896
EEF2	-0.895166666666667
ZDHHC11	2.31866666666667
EPHA3	-0.8326
RBM12	-1.4055
H2AFJ	0.951916666666667
EDIL3	4.6765
KIF26A	-1.65425
SERGEF	0.1955
B3GALT4	2.971
LOC90925	0.1925
OSCAR	0.736375
NPFF	-0.380375
DEDD	0.204
TMEM155	-0.809625
PTPN1	0.4115
SCYL2	1.175
SKAP1	1.989
LEAP2	-4.0975
GADD45G	0.7466
IFITM3	0.643125
PILRB	-2.05033333333333
SLU7	0.1745
DSC3	0.948
DNMT3L	-1.05575
PAPD5	0.4985
B3GNT3	0.782833333333333
LHCGR	0.2975
MSL-1	-0.12525
UBE2S	-1.191375
SAP130	-0.21475
ANAPC11	-0.1805
MAGED4B	-2.0505
ATP6V1B2	0.673666666666667
C14orf179	0.45825
CAPZA1	0.181
CDYL2	-0.578166666666667
GLRX3	0.0325
LOC136288	-0.16125
MOBKL1A	-0.81875
HTR2B	3.72975
CRYGD	0.0118333333333333
NUS1	0.109666666666667
PGRMC1	1.262
MYOM2	-0.9
FLJ39653	-1.77066666666667
CHM	0.3885
OR5M8	0.254
ZNF619	-0.2305
FAM105A	0.904
CCNL1	-1.462125
NAP1L3	0.7815
C10orf57	2.02333333333333
B3GALNT1	1.95016666666667
CSN1S2A	0.3685
TCP10L	1.88375
GDAP2	0.734625
DMKN	-0.247166666666667
COX6B1	0.757
DNASE2	1.08183333333333
MSH5	-1.91625
LGMN	0.352
USP31	-0.4924
OR13C8	0.2785
SDCBP	0.00320000000000001
NUDT11	-1.45
PYGL	2.248
SNPH	-1.167
B3GNT4	0.033
MIZF	-0.944
NUBPL	-0.019375
NOD1	-0.00783333333333333
CDH22	1.037125
NUBP1	0.313666666666667
DSCAM	-3.9045
DGKI	0.972
FAM136A	-0.49775
AKAP1	-1.30733333333333
SLC16A6	-1.52825
RIN3	0.364
PSG2	0.12975
DIP2B	-0.155333333333333
PSORS1C1	0.9547
KIAA0495	-0.546
FLJ90709	-0.2425
LPA	-0.126666666666667
PIGA	0.8585
LY75	1.6855
UTS2	-5.624
RREB1	-0.00475
GALNACT-2	1.4978
MGC3196	-0.3775
FLJ31568	-0.28075
LPHN1	-0.613875
SP1	1.311125
TOX4	0.458833333333333
HSPA9	0.1397
APOBEC1	-0.913
SLC35E4	-1.10725
LSM5	-0.67375
SURF1	-0.581
ZBTB1	0.393333333333333
GTF2F1	0.49975
RPS15A	-0.498142857142857
DUSP21	-0.179166666666667
GINS4	-2.79416666666667
MYO15A	-0.3875
GIMAP7	3.803
MGC13379	0.913
ATP6V1E2	-1.50483333333333
UTP3	-0.57975
HNRPA3	-0.629875
MT4	0.686
C14orf155	0.14275
U1SNRNPBP	-0.247
CKLF	-0.112
PLEKHN1	0.682833333333333
MBNL1	-0.0445833333333333
NUP160	-1.48675
ACSM2A	-0.6155
LOC129881	0.8445
KIAA1529	0.28425
FLJ22639	-1.6975
HAND1	-0.194
GSX1	0.3785
FGA	-3.7625
SERPINB1	-0.1315
ZNF642	1.06325
IGFBP1	-8.09625
SLC1A1	1.500375
DHX57	-0.144
ZNF766	0.0965
PTPN21	0.4772
GDPD3	-1.77516666666667
PNPLA5	-0.2245
TBR1	-0.00379999999999998
FAM116A	-0.38075
IQGAP1	0.868375
FOS	0.612375
ZNF226	-0.298875
FIGNL1	-0.964
C14orf1	-0.332333333333333
ZMYND17	-0.478
PUS7	-1.30716666666667
TUBB6	-0.349875
KCNQ2	-1.5955
MARCH6	-0.0744166666666667
CCDC33	-0.033
PRODH	0.64175
RBM11	0.0075
EPHA6	0.146875
SLC43A1	-1.20375
LOC196541	1.28525
NTN1	0.608333333333333
ING4	0.278
PCDHB10	3.17725
DPH2	-0.500833333333333
SPACA4	-0.05075
FBXL21	-3.878
DIAPH1	0.052
ZNF71	0.6565
CEP76	-0.1825
CORO1A	-1.08125
RRM2	-1.57225
EDG4	0.0585
OS9	0.955833333333333
SLC4A1AP	0.27825
COG5	0.37575
COPS8	0.13525
NGLY1	-1.32475
NCBP2	0.418375
C17orf42	-0.7805
GPSM3	0.810875
SIL1	1.11066666666667
ASB6	-0.00025
SMAD5OS	1.2315
UNC93A	-2.3805
A1BG	1.07916666666667
C21orf62	0.42
FMO5	-1.45791666666667
ATRIP	-1.07183333333333
CEBPG	-0.177666666666667
C7orf38	0.4475
TNFRSF1B	0.7515
CLEC1A	1.748
IQSEC1	-0.4275
PATZ1	0.1865
RBM22	1.744125
BAG2	-1.747
PAQR5	-1.07566666666667
C9orf127	0.3136
THNSL1	-1
SHROOM3	1.3341
JAM2	1.1855
SNRPN	-2.3825
ALX4	0.0545
CACNA1S	-0.002
FAM130A1	0.92125
CORIN	2.0215
CD300LB	0.5635
PLEKHG6	0.567
LRRC40	-0.6095
PCLKC	-0.5705
PCDHB16	1.08533333333333
WNT2B	1.239
ASNS	-2.59966666666667
MRPL49	0.178125
FLJ46111	-0.104
ISG20	-1.03775
SMU1	0.113166666666667
CASZ1	0.333
POLR1D	-0.67925
GIN1	-0.10475
SNAG1	0.934333333333333
ANKRD29	-0.6615
CDKN2AIP	-0.37925
KRR1	0.00625
CXCL1	-3.40316666666667
EPM2A	0.674
PC	-0.351333333333333
DEFB127	0.339
PDZRN4	4.302
FAH	0.155875
OR51E1	0.9085
CDC2L6	0.150666666666667
DNTTIP1	0.27675
PAX8	-0.72325
TMEM116	-0.241
C1orf150	-0.2235
PRO2012	0.71375
MRPL40	-0.952
BEX1	-3.836
SLC2A4	-0.237333333333333
PKMYT1	-1.3955
FEZF2	-0.668333333333333
SLC26A9	-0.244
MAP2	-0.149
LYL1	-1.1315
SLC25A19	-0.801
NOS3	-0.1615
ZNF34	-0.038
TMPRSS11F	-0.34825
FAM43A	0.26625
FCRL4	0.354
KLF14	-0.00499999999999999
FLRT2	0.130333333333333
WRN	-1.23725
SDF2	0.4353
KRT8P12	0.08925
C6orf195	-3.8415
C9orf125	-1.08983333333333
DZIP3	0.56875
RIT1	0.648333333333333
SCML1	-1.43
RHBDF2	-0.498375
OR2G3	0.142
REXO1L1	0.2075
MAP3K7IP3	0.391375
C3orf57	0.07275
FBXW11	-0.4215
ETAA1	-0.01025
C14orf131	-0.7012
AKT1S1	-0.66325
SLC12A5	-0.699
C9orf164	1.0665
NRIP3	-0.1135
NOS1AP	-1.48725
TMEM121	0.67725
SAP30BP	-0.2004
DGCR6	0.10525
WDR76	-1.1225
FAM82B	-1.1265
LOC606495	-0.82
MAP9	1.62883333333333
BCDIN3D	0.3605
CXorf36	2.68583333333333
DSCR3	0.1249
ZFAND3	0.747875
C7orf43	0.170833333333333
SPSB3	-0.1389
C19orf19	0.229
FAM133A	-1.924625
C12orf25	0.18725
SLC39A3	-0.808125
DISP2	-0.584
PI4KAP2	-3.4965
MKRN3	-1.81466666666667
ADAMTS13	-1.387125
CBLN3	0.0935
TTYH1	-1.39483333333333
C3orf18	0.3205
FLJ13236	1.1425
ZMYND12	2.96875
C18orf25	0.661375
GLB1L3	-0.5635
ATP13A5	2.5715
RANBP10	0.1095
CD96	-0.7156
DENND1C	0.01075
RBMS3	0.9358
SLC41A3	-0.506833333333333
DGCR6L	0.0315
TMEM128	-0.284
CSNK1G3	0.134928571428571
MOBKL2C	0.997375
TSPAN6	0.042125
MATN2	0.3372
MSL2L1	-1.05716666666667
ST6GALNAC2	-1.47166666666667
FGFBP2	-0.02275
FGL1	-6.004
MPP3	-0.0373333333333333
ARHGEF6	0.6955
TGFBR2	0.893625
ACMSD	3.334
IL33	2.63475
C9orf5	0.309083333333333
DEAF1	-0.8923
AMN	-0.2925
DEFA6	0.09
RNF212	-0.99625
METT5D1	0.218166666666667
CIB1	1.7119
TSSK1B	-0.22625
KIAA1727	-1.12225
ZNF680	0.875666666666667
LOC399900	-1.384
LOC152217	0.107833333333333
CTNNAL1	-2.1175
CIT	-2.1315
TLE6	-0.387
ZNF607	-1.384
HERC4	-1.09183333333333
DRAP1	0.233
PEMT	-0.58375
C10orf111	0.2365
ZNF575	0.248875
KCTD7	0.19825
MYO1F	0.68525
LOC285382	1.08525
RAB11A	0.377
PLCD3	-0.91875
C15orf28	0.1505
PTBP2	-1.091875
CTB-1048E9.5	-0.41625
C19orf60	-0.183333333333333
C7orf25	0.364833333333333
SETD7	0.920875
HOXB9	-3.9625
VANGL1	1.1606875
CHAF1B	-0.59875
NDUFA3	0.792
KIAA1328	0.132166666666667
SHARPIN	0.01425
TTC23	0.155375
UGP2	0.06125
ANKIB1	0.5062
CIRBP	0.397142857142857
SEC14L4	-2.4785
OVCH1	0.188666666666667
VPS52	-0.135
FAT	0.041125
M6PRBP1	0.19575
GPRIN3	1.0705
PPM1F	0.450333333333333
TSR1	-1.12625
CCDC85A	1.559
PCSK5	2.24725
ZFHX3	0.928
HEMK1	-1.7092
PGBD2	0.11625
RSRC2	-0.058
AURKC	-0.210166666666667
SCRIB	-0.783875
ORM2	-4.74666666666667
FAM115A	0.2415
FZD6	0.925125
UNC119	-0.00783333333333334
GPX3	0.1797
NOV	-0.193875
CABC1	-1.349
CDC42SE2	0.436
EIF2S2	-0.8041
RNF130	1.22325
CKAP5	-1.13566666666667
RP11-413M3.2	0.239
C10orf18	0.7653
TMEM93	-0.68075
DYX1C1	2.0855
KCNMB2	-1.299
ANK3	0.241916666666667
KRT5	-0.725
CDH12	-1.015625
QRSL1	-0.4805
JUB	-1.24325
SHC4	-2.324375
CCL15	1.9595
CCDC22	-0.27275
SNX24	0.124
RARS	-0.1535
MORC2	-0.282875
FAM48A	-0.409
MT1H	1.4415
PPP1R14C	-1.38966666666667
FOXD1	-2.02421428571429
C1orf213	-2.325
AMT	-2.3114
DSN1	-1.43725
PTPLAD2	2.82975
DIS3L	-0.93875
RASL11A	-0.4045
GPRC5B	-0.07325
FRMD7	1.649
STRN4	-0.00525
KITLG	1.20440909090909
HDGF	-0.29
OR1S1	0.394
SETX	0.8022
DDR2	1.348375
KCTD12	2.243
LYZL2	-0.32475
WDR52	1.68
TMEM2	2.24825
ZNF579	0.300333333333333
LOC200810	0.21525
TNFSF9	-0.985875
PPFIA4	-3.9835
CNIH3	0.636666666666667
MAP4K4	-0.180714285714286
ROD1	0.783571428571429
ALS2CR12	0.255833333333333
DOCK3	-1.42066666666667
PAQR9	-4.342
ASB17	-0.1355
STX16	-1.287125
FEZ2	0.183166666666667
DLAT	-0.656833333333333
KIF21B	-1.05416666666667
CDC5L	-0.00025
TMEM119	1.08566666666667
CRIP3	-1.38525
TPSD1	0.111
TEPP	-0.5495
GNGT2	1.17475
C21orf121	1.0835
WNK1	0.0361666666666666
FLJ10490	-0.401
OR51B5	-1.4305
LOC203547	-0.439625
HAS1	1.652
PPA1	0.424
ST7	0.141375
C11orf46	0.4822
POPDC3	-2.8955
ACOX2	0.890333333333333
ATCAY	-0.5615
TM4SF19	0.88825
MFSD9	0.2285
PDHB	-0.666
ERN1	0.35225
LCE3C	0.122
GPR111	-0.1835
NOTCH3	2.09583333333333
ADAMTS5	3.342
B3GALT1	-0.6225
UGCGL1	0.247666666666667
FAM58A	0.500833333333333
FBXO32	1.82325
CLPP	-0.087
NXPH1	2.5575
MTMR3	0.439333333333333
ATP1B3	-0.76575
TMEM16A	4.22725
HIST1H3F	-0.220333333333333
TRIM25	-0.3095
SDCBP2	2.955
CRKL	-1.224625
HOXB2	0.963666666666667
ANP32B	-0.9755
GATM	3.0485
AP4E1	-0.263
EDG5	0.428875
CDKN3	-2.2945
CDH4	-2.3035
PGD	0.412666666666667
RND1	1.3235
GAD1	-0.453
MPG	0.0895
LOC440350	-0.6785
ZNF133	-1.077
SERPINB12	-0.245
AMELY	0.0345
DHX36	-1.249
TNFAIP8L2	2.93
PHTF2	0.536111111111111
CCDC112	-0.255166666666667
IQCC	-1.3355
HEYL	2.9255
FTSJ2	-0.778166666666667
APPL1	0.136125
RAB43	0.786142857142857
OR10G2	0.3125
WAC	-0.118666666666667
ADCY9	-0.278625
RUNDC2B	0.226
PYCRL	-0.0618
AGPAT7	-0.691333333333333
SLC22A9	-0.763
CDKAL1	0.0375
PDYN	-1.1315
C20orf74	0.16725
MTMR11	-0.03225
VAV3	3.78416666666667
DAPL1	4.45375
STXBP3	0.3885
EIF3G	-0.156
ARHGAP22	0.96325
NPFFR1	0.3465
NPC1	0.530833333333333
ALDH9A1	0.822
ZNF600	-0.15675
ZNF678	0.699166666666667
RASSF1	-0.241166666666667
ADD2	-2.04975
PITPNB	0.000499999999999973
PKD2L2	0.672285714285714
LRP11	1.81825
CDKL1	0.83575
SMEK2	0.8795
PRODH2	-3.44383333333333
C11orf54	-0.329666666666667
SFRS11	-0.510666666666667
IL7	0.4675
ALS2CR16	1.335
BTG3	-0.0103333333333333
PAK2	0.376333333333333
RP11-679B17.1	-1.47275
GATA4	-2.03916666666667
ATP2B1	-0.18475
LOC130940	1.564
C1orf172	2.3355
ATF7IP2	-2.91925
SLC25A43	0.353166666666667
CENTG3	-0.296333333333333
IGF2BP1	-4.0635
FCHSD1	0.0955
CAMK2N2	0.279166666666667
ELAVL3	-0.00179999999999999
NBPF15	-0.804166666666667
UBE2J2	0.0178333333333333
GNL2	-0.371
PRR3	-0.3554
NLF2	0.342
OR4F6	-0.034
KLHL24	1.842
CCDC88A	-0.7689
SGPP1	0.431833333333333
C10orf11	1.22283333333333
SLC35B4	-0.3845
UGT3A2	-1.1785
ARNT2	1.3995
CBR1	-0.35075
ITPR3	-0.125
TRAPPC6B	1.7471
AMZ1	-1.3315
ARP11	0.692
WDSUB1	0.59375
APBA1	0.494166666666667
RAB2A	0.7512
C6orf162	-0.5905
HPSE2	-0.07125
PLCE1	-0.374
INSL3	0.404
DLG1	0.5567
PTPLA	-3.0475
PIGX	1.207375
TFIP11	-0.099
FIBIN	3.748
POLR2G	-0.226
GRAP2	-2.0263
DNAJB8	0.00699999999999999
CNBP	-0.846833333333333
WASF1	-1.745
INPP5E	-0.8881
HSPB1	1.5299375
TMEM167	0.3571
CUBN	0.605
IGF1	2.8824375
ITPK1	-0.2337
NAALAD2	-0.845875
G3BP1	0.2423
NT5DC1	0.806
CYP39A1	2.1835
TMEM139	-0.574916666666667
POLK	0.5776
GLULD1	-2.0275
RBM15	-0.691166666666667
AMZ2	-0.4025
GDF15	-2.83583333333333
MESDC2	-0.1145
INCA	0.464333333333333
ACY1L2	-2.806
GZMM	-0.4585
PAIP1	-0.01675
CACNA2D1	0.537
STK32C	-0.0186666666666667
SH3BP4	1.36766666666667
DEC1	-0.1575
PADI1	0.2675
UBB	0.1631
PON3	-0.223666666666667
PROP1	0.1565
ANKRD13B	-0.736
ADCK1	0.182
TCF25	0.44175
SLC38A5	-1.96725
CXorf26	0.556666666666667
C19orf39	1.22725
PPP1R13B	0.882
ARL2	-0.653
TCL6	0.0175833333333333
TOP3A	-0.646
SLC16A14	0.726375
FXYD6	1.41833333333333
HIST1H4E	-0.01625
BBC3	-0.068
UNC5A	0.258833333333333
FAM86C	-0.3722
PI4KB	0.266625
B3GAT1	-3.114
SUSD2	1.352
OAZ2	-0.157666666666667
NOC4L	-0.09625
C10orf12	1.0345
FADS1	-2.23366666666667
LOC144097	0.1585
DKK2	1.643
KIAA1949	0.95325
RHOT1	0.1204
OXT	1.24266666666667
GPR153	0.31775
ARL4A	-0.135833333333333
SAAL1	-2.0895
CCDC64	-0.3455
USE1	-0.623166666666667
HNMT	0.439666666666667
PCGF3	-0.4071875
CYP2C19	0.05925
C20orf4	0.2825
CCDC11	1.2695
ACSBG2	0.335
RWDD2A	0.0725
PALLD	3.328625
CPLX4	2.237
LOC492311	1.12425
KPNA2	-1.64533333333333
MACROD1	0.00250000000000002
TMCO3	0.7315
C15orf52	-0.4165
BIRC5	-1.36666666666667
PRR16	0.280833333333333
FAM63B	0.566375
KATNB1	-0.458666666666667
WNT8B	-0.42
CPLX3	0.071
GHR	1.2585
CCDC124	-0.56375
BCLAF1	-0.081875
