Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
IRF2BP2	0.614125
ZNF230	-0.3945
MSN	-1.18142857142857
SLC9A5	-1.501
EPDR1	-2.3437
MUSK	-0.166166666666667
ZNF434	-0.0476666666666667
SMARCD1	-0.369833333333333
ZFP106	-0.78775
ZNF347	0.8652
GTF2E1	0.88725
RY1	0.1005
ATAD2B	1.394625
ARHGAP17	-0.0825
KCNIP3	0.1135
SFPQ	0.074
GFRA4	-0.324666666666667
AKR1B10	-4.167875
TIGD6	1.09666666666667
RGS16	1.107375
URB1	-2.4884
OR4C46	-0.00679999999999996
TOP3B	-1.1325
NFATC4	0.583
CA14	-4.45825
BMPR1A	0.651
SNRP70	-1.088625
PRL	0.704857142857143
C6orf130	0.1215
STAG2	-0.98
CD55	-1.31814285714286
RPS23	-0.741666666666667
SSX2	-1.48716666666667
FDPSL2A	-0.61925
FBXO27	-0.010125
SYNGR3	-1.33583333333333
TMSL3	1.2365
EML1	-1.296
NUP93	-0.655166666666667
SMAD3	-1.3807
KIAA1189	0.1636
HNRPUL2	-0.00483333333333332
TBC1D12	0.405666666666667
C16orf24	0.994
MRVI1	2.13383333333333
ZNF581	-0.169833333333333
ELOVL3	-0.1475
OR51Q1	0.548
CACNB3	1.88216666666667
GALNT13	-0.750125
C10orf84	1.4900625
NEDD4	-0.8953
SPO11	null
OR5AU1	1.429
NEK4	0.634214285714286
PRKAR2A	-0.336666666666667
IHPK1	-0.834166666666667
ATP6V0B	1.5445
CACNA1E	0.595
CEACAM8	1.83966666666667
PEX14	-0.187
FLJ12993	1.0765
ZBTB38	-0.233666666666667
PCTK2	0.136666666666667
LRRC16	2.1572
FBLIM1	0.316333333333333
FYCO1	1.5415
RP5-1022P6.2	-1.13658333333333
CMTM1	-0.186166666666667
PLTP	-0.7255
RAPH1	0.919625
DOCK8	0.471142857142857
EZH2	-0.424466666666667
SLC25A1	-0.578666666666667
PLEKHB1	-1.4086
GRB7	0.8006
ZFP37	0.3895
MRPL33	-0.66475
PELO	-0.19425
ARMC1	-0.121545454545455
C9orf27	0.4464
FLJ25778	0.91
C9orf37	-1.21733333333333
TMEM66	-1.28425
SPRN	0.831
HBEGF	-1.2595
PI4KA	-0.8985
LEPRE1	-0.8415
POU2AF1	-3.34825
MRPL12	0.357
REP15	0.385
ZC3H3	0.71225
RASAL1	-0.69
DDAH1	0.616875
ACBD5	0.778285714285714
TMC2	1.625
CCDC137	-0.33125
SAMD13	-1.40133333333333
UGT2B15	-1.67733333333333
TIPARP	-0.37325
DNASE1L3	0.04125
TRIM72	0.462833333333333
DBX2	1.28833333333333
IPO8	0.80475
C21orf88	-0.7616
MAP3K14	0.13125
LOC51233	1.3262
GGTLA4	-0.631
PDE6D	-0.21075
ZNF117	-0.12925
CLK2	-0.173
NKRF	-0.90525
TNFSF15	-0.2317
DUSP2	-0.603375
SECISBP2	0.1926
GABRR2	0.826
PPAP2C	0.80125
LOC51145	-0.7734
PAG1	-0.526125
PIK3C3	-0.3675
GNG10	-1.4205
APOL4	-0.1318
ANKRD28	-0.75375
STMN3	-2.7425
RAB14	0.276
CDK2AP2	-0.3665
HDDC3	-0.16175
COMMD7	0.384
CXXC1	-0.90025
HMCN1	-0.7425
CD40	-0.1855
DYNC1LI2	-0.3635
GDI1	0.0265
LOC646938	-1.3485
VSNL1	-3.64633333333333
PIH1D1	-0.526333333333333
RAET1G	1.0275
KRTAP5-9	0.351
EFTUD2	0.16275
ZNF311	0.842333333333333
ATP6V1G3	1.614
OR2W3	0.075
SCN4A	0.481
MED10	-0.983125
FAM135A	-0.7097
ARHGAP4	-2.35225
EHMT2	-0.58025
UFD1L	0.351
ERMP1	0.59075
MAG1	-3.07233333333333
THAP8	1.0775
HACE1	-0.687833333333333
FAM82C	-0.0381666666666667
C3orf20	-0.1285
UNC84A	-0.135333333333333
SCD5	0.444083333333333
LASS6	1.75175
LSG1	0.625833333333333
MAL	-5.475
GPR22	0.3765
WDR5B	0.10675
ACTRT1	null
C17orf60	-1.72083333333333
GRIN2C	-0.00209999999999997
ARMC8	0.16375
SLC47A1	-2.169
DMPK	0.08425
DHRS13	0.475333333333333
SMC1A	-0.282833333333333
KRTAP17-1	2.5515
SMYD5	-0.18275
TUSC2	0.6985
CRHR2	0.585
KIR3DL2	1.777
CCDC104	0.34325
ATP2C1	0.39075
CROT	0.225
PABPC3	-0.488666666666667
EGR1	-0.5305
THSD1	0.52875
KHK	-1.3615
SLC12A2	-0.633266666666667
CD58	-1.32275
STOX2	-2.0855
CCDC76	-1.6596
CCDC48	2.92525
DNAH1	-0.179666666666667
ZIC4	-0.856
OR1G1	1.564
PSMC6	-0.888333333333333
PROKR1	0.8485
ABCB1	-1.7525
TRAT1	-1.83875
LLGL1	-1.344
MTF1	2.111
USP54	1.47725
PAGE2B	-1.069
ITGB7	-4.29
CCDC81	-0.594
LOC149837	0.64625
SCUBE1	-1.0335
ZSCAN10	0.682
HUWE1	0.309071428571429
CDH17	0.931
CD180	-0.911
IL17A	-0.046
TMPO	-0.6365
KIAA1524	-1.2322
HDGFRP3	-0.464166666666667
OXCT1	-1.21790909090909
RRAS2	-1.08716666666667
LTBP2	1.709375
SV2B	1.77833333333333
CYP2A6	1.617375
PKD1L2	-1.20116666666667
PPM1M	-1.13975
FLJ22662	1.20083333333333
ZNF502	2.3655
GP6	-0.3755
CRYBA2	-1.59275
LEF1	-0.5638
CTPS	-0.192285714285714
EYA1	-3.1975
EPS8L1	1.0025
MAPK14	-0.913416666666667
SERPINB2	-5.484625
GTF2F2	-1.17566666666667
ZNHIT4	-0.083
PLA1A	0.466
C20orf114	5.018
HPR	-4.12
C18orf2	-2.56066666666667
SATB2	-2.86325
KCNJ9	0.416142857142857
MGC157906	0.8835
MOCS3	-0.2585
C17orf71	-0.146333333333333
PPHLN1	0.0241
HIST1H2BN	-0.73725
RAPGEF1	-0.07775
MAP3K8	-0.59075
DLG4	0.244666666666667
STC1	-1.27125
CDGAP	-0.44525
DDX26B	-2.3275
LOC150223	-0.94225
CPSF3	-0.391333333333333
TMEM14A	0.4855
MYH3	-1.85725
GPKOW	0.26375
SULT1A1	-0.273833333333333
SPON1	2.3988
YY1AP1	0.734666666666667
RAB23	-0.03075
PLA2G4A	-6.67325
MAPRE3	-1.15
ZNF516	0.949857142857143
GGPS1	1.8755
EXOC3L2	-0.502875
C19orf42	1.1436
MAP2K2	-0.791666666666667
HIST1H2BB	-1.22425
RNF19B	1.119
C6orf128	0.322333333333333
TLR8	2.6705
PCDHA9	1.772
CARS2	-1.39
CLUL1	2.08083333333333
RHAG	-3.86766666666667
UNK	0.465
EXOC8	0.8353
C9orf95	0.66475
C14orf143	0.227166666666667
MAML3	-0.010125
LDHA	-2.25525
MRPL20	-0.8255
KLHDC6	1.81366666666667
ATP5S	0.0526666666666667
C8orf55	0.5055
PHF19	-1.180875
KRTAP13-4	0.866
TTC5	-0.51825
XKR5	0.95525
SILV	-4.537
TEX28	0.455
TCTN1	0.95425
CX40.1	0.69325
PPP2R5C	-0.0815
C12orf30	-0.649666666666667
CAPG	1.85375
MPZL1	0.33815
ARSB	-1.62
TDH	-2.86933333333333
WASF4	0.8995
TSSK3	-1.4735
7A5	2.852
CRISPLD1	-1.503375
MAD1L1	-0.599
SPIN4	0.0813333333333333
AMPD1	-0.794
DPYSL5	-1.952
INPP1	-1.14566666666667
ANKRD11	-1.42527777777778
NPAS4	-0.647571428571428
GCET2	-0.8192
RNASE9	1.1155
GUCY2D	0.1964
CCDC98	0.59025
FGF4	-0.543625
CPM	-1.63316666666667
SLC26A4	-2.0382
PLD5	1.02333333333333
FAM59A	-1.0156
FBXO5	-0.308222222222222
SIPA1L1	0.271375
DPYS	0.888
ATG4D	0.682
TGM3	0.739
MTCH1	-0.281125
HK1	-0.5055
CDC26	0.504625
GALNT12	-3.6745
LOC339229	0.20925
MRPL35	0.22975
ORC4L	-0.632
TNKS	-1.03971428571429
C2orf24	0.620166666666667
ZNF553	1.08333333333333
GGTLA1	2.5021
ZNF497	0.34275
CDY1B	-0.7235
SLC30A4	-0.087
TUB	0.677125
ARHGEF18	0.106
ARRB1	-0.1005
KCNK1	1.165625
EREG	-2.4619
SCAMP5	-0.56025
RUNDC3B	1.0745
ADAMTS20	-0.728333333333333
IL17RB	1.506625
FLJ20323	-0.5085
MCAM	-0.5595
POLR3E	-1.3435
AQR	0.1675
IPMK	1.0275
CDCA7	-1.505125
CAMP	5.59625
GRHL3	-0.0195
ADAMTSL2	0.687833333333333
CLMN	2.78416666666667
SSTR3	0.4905
MAGEA5	-2.2355
OVOL2	4.52175
JMJD1B	0.816
RBL2	-0.7067
PYGO2	1.6575
PPP1R10	0.787666666666667
CSE1L	-1.35533333333333
LCA5	0.72
RDH16	-0.5065
ASRGL1	-2.636375
TOM1	-0.7235
PTX3	-6.211
TTC15	-0.1485
SCGB3A1	1.47183333333333
MRPL50	-0.79
RCAN3	0.97625
SLC26A11	1.17725
STYX	0.584333333333333
CINP	-0.42375
MARCH7	-0.4895
PFKM	-1.3165
SGMS1	-0.296833333333333
RIOK3	0.7979
C1orf110	-0.301
CES7	-0.189625
LOC440248	-1.8265
PPP1R12C	-0.25
C10orf27	-0.378
ATG9A	-0.49075
MRPS26	1.87675
TMEM40	0.399
ELP3	-0.6643
ZNF787	0.7297
HIAT1	-1.145875
C8orf34	0.615
MGC4655	-1.4471
PELI1	-0.2495
PPT1	0.9847
SLC35C2	-0.771833333333333
C6orf125	0.644
MUC4	-1.6085
RFC4	-0.611
GNB2	-0.336333333333333
NUP50	0.737357142857143
SULT4A1	-1.054
C7	0.999125
CCDC130	0.417666666666667
ARRDC4	0.27525
RQCD1	-0.69225
GLYCTK	-0.84525
AYTL2	0.059
MTUS1	0.5895
LEMD3	-0.518333333333333
PLEKHF2	0.318
HOXA7	-1.25528571428571
GTF3C2	-2.3575
DYNLRB2	2.95875
CNOT10	0.117
MR1	0.304833333333333
FFAR1	0.698
PRIC285	0.34825
SLITRK6	4.44875
LIX1	-2.4528
UBE1L2	-0.680416666666667
F8	-0.282375
ACHE	0.702
KPNA5	0.811
TNFRSF12A	-0.727833333333333
EGR3	-2.009
SERPIND1	-3.4155
OASL	2.488
IFRD1	-0.118375
WDFY1	-0.384833333333333
ZNF267	-0.163625
ACCN5	0.557
ZBTB6	-0.503
PPP1R3A	0.15
PRRT3	1.5875
FBXL19	-0.0855
TXNIP	1.31928571428571
ACTN2	-0.78
ATG9B	-0.34575
C9orf117	1.45225
IL27	-1.943
RPL36AL	0.566833333333333
KLK15	-0.0525
CHAD	1.596
RAP2B	-0.0192
HEBP2	2.0015
ZNF342	0.794
CAMK2G	-0.0946666666666667
TLR3	1.16425
FGF14	-0.533333333333333
HMGB2	0.147625
TRPM5	-0.0805000000000001
OR5M11	-0.2795
KIF3B	0.939631578947368
PRICKLE2	0.04325
MTMR9	-0.732625
C3orf27	0.0455
GLRA3	-4.0108
NSDHL	-0.237666666666667
TMEM32	-1.6465
POLR2D	-0.841583333333333
MYADML	0.113
C9orf114	-0.79625
MRGPRX1	null
TOPORS	1.34825
CLDN19	-1.75666666666667
C1QL4	0.232
RNF165	-0.5625
DHRS9	-0.13475
DNAH2	-0.253166666666667
FXR1	-0.1295
ZMYM3	-0.5335
CASP3	-0.0711666666666667
FAM120C	0.05125
SCLY	-0.63875
CA7	-2.3865
ENTPD5	0.401333333333333
ZNF461	0.032625
PDIA5	-1.0195
C1orf19	-0.240333333333333
TMEM67	0.793
KCTD20	-0.46525
WDR47	-0.2545
FLJ38723	0.544
KLRF1	-0.616833333333333
TAS2R16	0.3975
CLDN12	-1.1275
PRKCE	-0.17375
UBXD4	-1.481
ITGAM	3.399
GLT8D3	0.39325
WDR31	0.9129
RGS2	-1.55975
OR51L1	1.098
MST1R	0.903
KIAA1737	0.85725
OR4A5	null
GLIS1	-1.35733333333333
PTMA	1.05821428571429
NAPA	-0.00275000000000002
PRDM11	0.74625
LIPF	1.132
DIRAS3	2.06925
ASGR2	-4.11275
C1QTNF4	0.331
PIK3R4	0.110833333333333
ARMC3	2.8415
NDUFV3	-0.572666666666667
BTBD3	-0.00433333333333332
PPP1R2	1.07633333333333
UBE2NL	0.32725
FOSL2	0.316785714285714
FAM119A	-1.50316666666667
TUBA4A	-1.3802
KRTAP12-1	0.14
SFRS2	-0.827
RHPN1	0.5447
EEF2	-1.19883333333333
ZDHHC11	-0.794666666666667
EPHA3	-1.7096
RBM12	-0.53175
H2AFJ	0.525166666666667
EDIL3	2.1635
KIF26A	-1.20775
SERGEF	0.2055
B3GALT4	2.61725
LOC90925	0.137
OSCAR	-0.77325
NPFF	0.262875
DEDD	0.968125
TMEM155	-0.3595
PTPN1	-0.0665
SCYL2	0.348
SKAP1	3.3275
LEAP2	-2.43916666666667
GADD45G	3.4177
IFITM3	0.51925
PILRB	-0.731166666666667
SLU7	0.868875
DSC3	-1.66925
DNMT3L	-1.66225
PAPD5	-0.6525
B3GNT3	-1.699
LHCGR	0.348
MSL-1	0.77575
UBE2S	-0.53775
SAP130	-0.8115
ANAPC11	0.37325
MAGED4B	-0.7815
ATP6V1B2	-0.472833333333333
C14orf179	1.7965
CAPZA1	-1.027625
CDYL2	-0.2545
GLRX3	-0.895666666666666
LOC136288	-2.041
MOBKL1A	-0.216
HTR2B	2.37175
CRYGD	-0.6085
NUS1	-0.366333333333333
PGRMC1	-0.309
MYOM2	-1.9765
FLJ39653	-1.31366666666667
CHM	-0.2149
OR5M8	-0.268
ZNF619	1.105
FAM105A	-0.5265
CCNL1	-1.0815
NAP1L3	-1.2305
C10orf57	1.69
B3GALNT1	0.873
CSN1S2A	-0.143
TCP10L	-0.3295
GDAP2	-0.22
DMKN	-0.514333333333333
COX6B1	1.027
DNASE2	0.987333333333333
MSH5	-1.2455
LGMN	-0.44375
USP31	0.2575
OR13C8	0.0695
SDCBP	-0.2344
NUDT11	-2.874
PYGL	0.130833333333333
SNPH	3.06383333333333
B3GNT4	-1.5765
MIZF	-0.7521
NUBPL	-0.839625
NOD1	0.0791666666666667
CDH22	0.0808571428571429
NUBP1	0.452666666666667
DSCAM	-3.85425
DGKI	-2.128
FAM136A	0.0725
AKAP1	0.5835
SLC16A6	-0.53625
RIN3	-0.288
PSG2	-1.63
DIP2B	0.816833333333333
PSORS1C1	0.7848
KIAA0495	-1.072
FLJ90709	0.723333333333333
LPA	-0.237166666666667
PIGA	-0.229
LY75	2.21166666666667
UTS2	-3.762
RREB1	0.31325
GALNACT-2	-0.0272000000000001
MGC3196	-0.18575
FLJ31568	-0.274
LPHN1	0.398875
SP1	0.821125
TOX4	0.428833333333333
HSPA9	0.3262
APOBEC1	null
SLC35E4	-1.69725
LSM5	-1.15725
SURF1	-0.405
ZBTB1	0.42975
GTF2F1	-1.103
RPS15A	-0.0632857142857143
DUSP21	0.9926
GINS4	-2.87116666666667
MYO15A	-0.202
GIMAP7	3.21633333333333
MGC13379	1.4065
ATP6V1E2	-1.819
UTP3	-0.06725
HNRPA3	-0.7065625
MT4	-1.343
C14orf155	-2.17866666666667
U1SNRNPBP	1.4035
CKLF	-0.372
PLEKHN1	-0.361166666666667
MBNL1	-0.5615
NUP160	-0.7745
ACSM2A	-1.32725
LOC129881	0.401
KIAA1529	-0.11375
FLJ22639	-1.72575
HAND1	-1.4015
GSX1	-0.265
FGA	-4.4610625
SERPINB1	0.38425
ZNF642	1.26425
IGFBP1	-7.98825
SLC1A1	1.013125
DHX57	0.100285714285714
ZNF766	-0.482
PTPN21	-0.261125
GDPD3	-1.8225
PNPLA5	0.266
TBR1	-0.0426666666666667
FAM116A	0.68875
IQGAP1	-0.00862500000000004
FOS	-1.1525
ZNF226	0.090375
FIGNL1	0.130666666666667
C14orf1	0.0581666666666667
ZMYND17	-0.48
PUS7	-0.637
TUBB6	-0.565125
KCNQ2	-1.18275
MARCH6	-0.242166666666667
CCDC33	0.3405
PRODH	0.4195
RBM11	0.34675
EPHA6	-0.3956
SLC43A1	-0.308
LOC196541	-0.06625
NTN1	1.5872
ING4	0.587
PCDHB10	0.80125
DPH2	0.5005
SPACA4	0.0487500000000001
FBXL21	-3.3455
DIAPH1	0.218166666666667
ZNF71	1.51833333333333
CEP76	-0.2205
CORO1A	-1.79675
RRM2	-2.841375
EDG4	2.07825
OS9	-0.441
SLC4A1AP	-0.3195
COG5	-1.56
COPS8	-0.8935
NGLY1	-1.25325
NCBP2	1.2755
C17orf42	-0.2795
GPSM3	0.391375
SIL1	0.548666666666667
ASB6	0.619
SMAD5OS	0.608166666666667
UNC93A	-2.8205
A1BG	0.377166666666667
C21orf62	0.764
FMO5	1.10958333333333
ATRIP	0.443666666666667
CEBPG	0.362666666666667
C7orf38	0.842833333333333
TNFRSF1B	-0.805833333333333
CLEC1A	0.3628
IQSEC1	-1.115875
PATZ1	0.7207
RBM22	1.662375
BAG2	-3.35033333333333
PAQR5	-0.589666666666667
C9orf127	2.0568
THNSL1	-0.31
SHROOM3	3.2039
JAM2	0.177
SNRPN	-4.655
ALX4	-1.1255
CACNA1S	0.49
FAM130A1	0.5755
CORIN	2.648
CD300LB	0.542
PLEKHG6	-0.2145
LRRC40	-0.384
PCLKC	-1.28775
PCDHB16	2.182
WNT2B	-0.2255
ASNS	-2.81733333333333
MRPL49	-0.4465
FLJ46111	-0.9555
ISG20	-0.865875
SMU1	-0.0769999999999999
CASZ1	0.2805
POLR1D	0.122583333333333
GIN1	-0.13025
SNAG1	-0.0745
ANKRD29	-1.6805
CDKN2AIP	0.73225
KRR1	-0.474
CXCL1	-3.93266666666667
EPM2A	-0.2709
PC	-0.6985
DEFB127	-1.5845
PDZRN4	0.6845
FAH	-0.565375
OR51E1	1.765
CDC2L6	0.730833333333333
DNTTIP1	-0.645
PAX8	-0.735333333333334
TMEM116	-0.19875
C1orf150	0.669
PRO2012	1.1865
MRPL40	-0.308333333333333
BEX1	-4.03144444444444
SLC2A4	-1.3338
PKMYT1	-0.885
FEZF2	-0.524833333333333
SLC26A9	-1.071
MAP2	0.4465
LYL1	-1.951
SLC25A19	0.335
NOS3	-0.755
ZNF34	0.683
TMPRSS11F	-0.6925
FAM43A	-1.0165
FCRL4	1.17183333333333
KLF14	0.1725
FLRT2	-1.47383333333333
WRN	-1.14775
SDF2	0.8104
KRT8P12	-0.82425
C6orf195	null
C9orf125	-1.90566666666667
DZIP3	-0.36725
RIT1	1.11
SCML1	-1.00133333333333
RHBDF2	0.524625
OR2G3	0.165
REXO1L1	0.892
MAP3K7IP3	0.429875
C3orf57	-3.33675
FBXW11	0.108166666666667
ETAA1	-0.553
C14orf131	0.0397
AKT1S1	-1.15825
SLC12A5	-0.87325
C9orf164	1.42325
NRIP3	-1.02042857142857
NOS1AP	0.5985
TMEM121	0.12075
SAP30BP	0.1999
DGCR6	0.32225
WDR76	-0.55325
FAM82B	0.0929166666666667
LOC606495	-0.181
MAP9	1.11541666666667
BCDIN3D	1.313
CXorf36	2.8382
DSCR3	-1.2136
ZFAND3	0.321125
C7orf43	0.180833333333333
SPSB3	0.4532
C19orf19	0.66075
FAM133A	-3.48914285714286
C12orf25	-0.011
SLC39A3	-0.60075
DISP2	-1.88825
PI4KAP2	-2.612
MKRN3	-1.96633333333333
ADAMTS13	-0.38575
CBLN3	0.2567
TTYH1	-1.8825
C3orf18	0.243
FLJ13236	0.161
ZMYND12	3.302
C18orf25	-0.03725
GLB1L3	-1.7675
ATP13A5	-1.478
RANBP10	-0.59225
CD96	-0.6828
DENND1C	-0.2215
RBMS3	-0.3197
SLC41A3	0.826333333333333
DGCR6L	0.651
TMEM128	0.0186666666666667
CSNK1G3	0.0492142857142857
MOBKL2C	1.787875
TSPAN6	-0.64725
MATN2	1.4244
MSL2L1	0.0166666666666667
ST6GALNAC2	1.361
FGFBP2	-0.13125
FGL1	-6.71983333333333
MPP3	-0.145666666666667
ARHGEF6	-0.560333333333333
TGFBR2	-1.077875
ACMSD	5.391
IL33	2.0935
C9orf5	0.154166666666667
DEAF1	0.2281
AMN	0.3165
DEFA6	0.0955
RNF212	-0.2355
METT5D1	0.0431666666666667
CIB1	0.2631
TSSK1B	1.05266666666667
KIAA1727	1.86525
ZNF680	0.577090909090909
LOC399900	-2.0255
LOC152217	0.801833333333334
CTNNAL1	-1.822
CIT	-0.408333333333333
TLE6	-2.045
ZNF607	-0.4185
HERC4	-1.684
DRAP1	-0.1132
PEMT	-0.306
C10orf111	-1.1275
ZNF575	0.885375
KCTD7	-1.41
MYO1F	-0.37525
LOC285382	-1.0435
RAB11A	-0.0676
PLCD3	-1.188
C15orf28	-0.495
PTBP2	-0.59875
CTB-1048E9.5	-0.56625
C19orf60	-0.0793333333333333
C7orf25	-0.00583333333333334
SETD7	0.80175
HOXB9	-4.045
VANGL1	0.124
CHAF1B	-1.555
NDUFA3	0.49575
KIAA1328	-0.5005
SHARPIN	0.760625
TTC23	-0.404625
UGP2	0.220166666666667
ANKIB1	-0.776
CIRBP	0.485285714285714
SEC14L4	-3.593
OVCH1	0.229
VPS52	-0.57825
FAT	-2.02
M6PRBP1	-1.5895
GPRIN3	0.327
PPM1F	-2.046
TSR1	-0.63125
CCDC85A	0.607
PCSK5	1.02575
ZFHX3	-0.34
HEMK1	-0.5619
PGBD2	0.45575
RSRC2	0.473833333333333
AURKC	-1.84916666666667
SCRIB	0.69425
ORM2	-4.13216666666667
FAM115A	-0.1104
FZD6	2.029125
UNC119	-0.0113333333333333
GPX3	-1.3873
NOV	-0.998125
CABC1	0.438125
CDC42SE2	-0.28825
EIF2S2	-0.7428
RNF130	1.082375
CKAP5	-0.334333333333333
RP11-413M3.2	1.028875
C10orf18	-0.1176
TMEM93	0.2315
DYX1C1	1.586
KCNMB2	-0.471625
ANK3	0.440083333333333
KRT5	-2.1952
CDH12	-2.29257142857143
QRSL1	0.306875
JUB	-1.38425
SHC4	-2.6395
CCL15	1.5305
CCDC22	0.2925
SNX24	-0.7535
RARS	-0.14775
MORC2	0.685125
FAM48A	-0.50625
MT1H	-1.6115
PPP1R14C	-2.97883333333333
FOXD1	-2.68735714285714
C1orf213	-1.8155
AMT	-1.727
DSN1	-0.1505
PTPLAD2	2.33675
DIS3L	-0.7715
RASL11A	0.94775
GPRC5B	-0.70925
FRMD7	-0.1405
STRN4	0.209
KITLG	1.30690909090909
HDGF	0.125
OR1S1	0.978
SETX	0.0291
DDR2	-0.69125
KCTD12	0.43525
LYZL2	0.544666666666667
WDR52	0.371
TMEM2	0.335
ZNF579	0.622833333333333
LOC200810	0.00750000000000001
TNFSF9	-2.465125
PPFIA4	-1.80075
CNIH3	-0.558166666666667
MAP4K4	-1.95235714285714
ROD1	1.04207142857143
ALS2CR12	-0.5522
DOCK3	-1.2095
PAQR9	-3.5405
ASB17	0.555
STX16	-1.22175
FEZ2	-0.8992
DLAT	-0.591333333333333
KIF21B	-1.2235
CDC5L	-0.04575
TMEM119	0.7258
CRIP3	-2.66566666666667
TPSD1	-1.06183333333333
TEPP	0.453
GNGT2	1.12475
C21orf121	0.923
WNK1	0.130333333333333
FLJ10490	0.5339
OR51B5	-2.15
LOC203547	-0.952875
HAS1	-0.5345
PPA1	-1.37466666666667
ST7	-0.0915
C11orf46	-0.2547
POPDC3	-4.1085
ACOX2	0.7325
ATCAY	-0.12175
TM4SF19	-0.55325
MFSD9	0.242
PDHB	-0.40875
ERN1	0.2365
LCE3C	0.2355
GPR111	0.00450000000000006
NOTCH3	2.20616666666667
ADAMTS5	1.352
B3GALT1	-2.50675
UGCGL1	-0.019
FAM58A	0.5915
FBXO32	2.27125
CLPP	-0.13775
NXPH1	-2.184
MTMR3	-0.2115
ATP1B3	-0.741375
TMEM16A	4.24825
HIST1H3F	0.543166666666667
TRIM25	-0.153
SDCBP2	0.8155
CRKL	-1.678625
HOXB2	0.1795
ANP32B	-0.44725
GATM	3.296
AP4E1	-0.063
EDG5	0.29975
CDKN3	-0.488666666666667
CDH4	-2.9875
PGD	-1.84083333333333
RND1	1.762
GAD1	-2.4215
MPG	0.20425
LOC440350	0.556
ZNF133	0.87925
SERPINB12	0.438
AMELY	0.1356
DHX36	-0.4805
TNFAIP8L2	2.58966666666667
PHTF2	0.0307222222222223
CCDC112	-0.1065
IQCC	1.57825
HEYL	3.045
FTSJ2	-0.0971666666666667
APPL1	0.652125
RAB43	0.288571428571429
OR10G2	1.0055
WAC	0.5615
ADCY9	0.83175
RUNDC2B	-0.0601666666666667
PYCRL	1.2771
AGPAT7	-0.967666666666667
SLC22A9	-1.19983333333333
CDKAL1	-0.4105
PDYN	-0.678
C20orf74	-0.17825
MTMR11	1.97375
VAV3	4.04566666666667
DAPL1	0.94975
STXBP3	-0.3245
EIF3G	-0.15825
ARHGAP22	0.17475
NPFFR1	0.3795
NPC1	0.337833333333333
ALDH9A1	1.18883333333333
ZNF600	0.40625
ZNF678	1.08766666666667
RASSF1	-0.00600000000000004
ADD2	-3.41685714285714
PITPNB	-0.55225
PKD2L2	-0.165
LRP11	-0.29525
CDKL1	-0.46375
SMEK2	0.0705
PRODH2	-3.44816666666667
C11orf54	-0.0553333333333333
SFRS11	-0.154166666666667
IL7	-0.795
ALS2CR16	1.6565
BTG3	-0.824833333333333
PAK2	0.0353888888888889
RP11-679B17.1	-0.5765
GATA4	-1.6605
ATP2B1	-1.18175
LOC130940	0.2325
C1orf172	3.09866666666667
ATF7IP2	-0.00649999999999999
SLC25A43	-0.652
CENTG3	-0.202583333333333
IGF2BP1	-4.4032
FCHSD1	0.5055
CAMK2N2	0.211333333333333
ELAVL3	-0.377111111111111
NBPF15	-0.190333333333333
UBE2J2	-0.419181818181818
GNL2	0.989
PRR3	0.1019
NLF2	1.266
OR4F6	0.6545
KLHL24	1.02683333333333
CCDC88A	-2.7682
SGPP1	-2.68316666666667
C10orf11	-0.329833333333333
SLC35B4	-1.062
UGT3A2	0.3175
ARNT2	1.885
CBR1	-0.289875
ITPR3	-0.0198333333333333
TRAPPC6B	0.3174
AMZ1	0.8115
ARP11	0.714
WDSUB1	-0.29925
APBA1	0.4654
RAB2A	0.7146
C6orf162	0.294875
HPSE2	-1.216
PLCE1	-0.456
INSL3	0.165
DLG1	0.488
PTPLA	-4.052
PIGX	0.511375
TFIP11	0.105166666666667
FIBIN	1.9085
POLR2G	-0.211
GRAP2	-2.76377777777778
DNAJB8	0.688333333333333
CNBP	0.9175
WASF1	-2.4625
INPP5E	-0.4603
HSPB1	0.2224375
TMEM167	-0.5428
CUBN	-0.25825
IGF1	1.7004375
ITPK1	0.4664
NAALAD2	-0.809142857142857
G3BP1	0.9965
NT5DC1	0.574625
CYP39A1	-2.188
TMEM139	0.5085
POLK	-0.4097
GLULD1	-0.961
RBM15	-0.723166666666667
AMZ2	-0.01525
GDF15	-1.90016666666667
MESDC2	-0.51675
INCA	0.02
ACY1L2	-3.51
GZMM	-0.422333333333333
PAIP1	-0.12025
CACNA2D1	-0.92875
STK32C	0.320833333333333
SH3BP4	1.19133333333333
DEC1	0.782
PADI1	-0.383
UBB	0.0556
PON3	1.0295
PROP1	1.1325
ANKRD13B	0.036
ADCK1	-0.9345
TCF25	-0.5425
SLC38A5	-3.0845
CXorf26	0.278833333333333
C19orf39	1.03225
PPP1R13B	0.4255
ARL2	-1.1095
TCL6	-0.213090909090909
TOP3A	-0.244
SLC16A14	1.5235
FXYD6	1.62216666666667
HIST1H4E	-0.43725
BBC3	0.419947368421053
UNC5A	0.229333333333333
FAM86C	-0.5426
PI4KB	0.387875
B3GAT1	-3.283
SUSD2	0.3755
OAZ2	-0.885333333333333
NOC4L	0.3445
C10orf12	0.41375
FADS1	-1.76866666666667
LOC144097	-0.10325
DKK2	0.966666666666667
KIAA1949	-0.51075
RHOT1	-0.0534
OXT	1.09033333333333
GPR153	0.65575
