Hybridization REF	TCGA-BH-A0EA-01A-11R-A115-07
ZNF347	0.6758
GTF2E1	-0.627
RY1	-0.762666666666667
ATAD2B	-0.0045
ARHGAP17	0.3886
KCNIP3	-0.89975
SFPQ	-0.2425
GFRA4	0.4345
AKR1B10	-4.14925
TIGD6	1.667
RGS16	1.888875
URB1	-0.370666666666667
OR4C46	-0.248
TOP3B	-0.89325
NFATC4	0.3065
CA14	-0.982
BMPR1A	0.215666666666667
SNRP70	-0.9265
PRL	0.266636363636364
C6orf130	-0.4505
STAG2	0.794
CD55	-1.10157142857143
RPS23	0.486
SSX2	-2.11083333333333
FDPSL2A	-0.83025
FBXO27	1.12425
SYNGR3	-1.79966666666667
TMSL3	0.6085
EML1	-0.357
NUP93	-1.8135
SMAD3	-0.8476
KIAA1189	1.32933333333333
HNRPUL2	0.170666666666667
TBC1D12	1.181
C16orf24	1.161
MRVI1	2.71083333333333
ZNF581	-0.457333333333333
ELOVL3	0.9175
OR51Q1	0.058
CACNB3	1.03533333333333
GALNT13	-0.61
C10orf84	0.41625
NEDD4	-0.2472
SPO11	0.203
OR5AU1	-0.171
NEK4	0.270571428571429
PRKAR2A	-0.563333333333333
IHPK1	-0.1895
ATP6V0B	0.232
CACNA1E	1.335
CEACAM8	0.578166666666667
PEX14	0.0065
FLJ12993	-0.003
ZBTB38	0.970666666666667
PCTK2	0.506833333333333
LRRC16	-0.024
FBLIM1	1.23566666666667
FYCO1	1.67375
RP5-1022P6.2	0.533833333333333
CMTM1	-0.464333333333333
PLTP	1.11433333333333
RAPH1	0.74675
DOCK8	1.838125
EZH2	-2.9076
SLC25A1	-0.279666666666667
PLEKHB1	0.8677
GRB7	0.7767
ZFP37	0.773
MRPL33	0.16325
PELO	-0.551
ARMC1	-0.91
C9orf27	-0.187833333333333
FLJ25778	0.4825
C9orf37	-1.4495
TMEM66	0.22575
SPRN	0.488625
HBEGF	1.238875
PI4KA	-0.721
LEPRE1	-0.07975
POU2AF1	-2.065875
MRPL12	-1.25133333333333
REP15	-0.2135
ZC3H3	0.4095
RASAL1	-0.93975
DDAH1	0.932875
ACBD5	-0.275125
TMC2	-0.0455
CCDC137	-0.8525
SAMD13	-1.502
UGT2B15	0.267166666666667
TIPARP	-0.176
DNASE1L3	3.35
TRIM72	0.483833333333333
DBX2	1.061
IPO8	-0.58125
C21orf88	0.7876
MAP3K14	0.66975
LOC51233	0.0333333333333333
GGTLA4	-0.4905
PDE6D	-0.546
ZNF117	1.0305
CLK2	-0.513875
NKRF	-0.47825
TNFSF15	0.3003
DUSP2	-0.24425
SECISBP2	0.4981
GABRR2	-1.378
PPAP2C	1.61475
LOC51145	0.313833333333333
PAG1	-0.742125
PIK3C3	-0.335
GNG10	-0.185
APOL4	0.8995
ANKRD28	-1.296625
STMN3	-0.8677
RAB14	1.0325
CDK2AP2	0.10075
HDDC3	-0.445
COMMD7	-0.07875
CXXC1	-0.84275
HMCN1	1.19833333333333
CD40	1.04425
DYNC1LI2	0.4296875
GDI1	1.31425
LOC646938	-0.362
VSNL1	-1.511
PIH1D1	-0.7215
RAET1G	0.182
KRTAP5-9	-1.124
EFTUD2	-1.18325
ZNF311	0.717833333333333
ATP6V1G3	-0.0765
OR2W3	0.0335
SCN4A	0.97575
MED10	-1.36725
FAM135A	-0.5377
ARHGAP4	-0.28575
EHMT2	-0.4595
UFD1L	-0.64425
ERMP1	0.217
MAG1	-0.317166666666667
THAP8	0.5145
HACE1	-0.384166666666667
FAM82C	0.501666666666667
C3orf20	0.138
UNC84A	-0.389166666666667
SCD5	-0.453642857142857
LASS6	2.05475
LSG1	-0.0158333333333333
MAL	-3.83075
GPR22	-0.853
WDR5B	1.37575
ACTRT1	-0.043
C17orf60	-0.281166666666667
GRIN2C	0.1107
ARMC8	-0.76425
SLC47A1	-2.477
DMPK	1.22875
DHRS13	-0.729
SMC1A	-0.542333333333333
KRTAP17-1	2.06825
SMYD5	-0.20625
TUSC2	0.43525
CRHR2	0.109
KIR3DL2	-0.214
CCDC104	0.3285
ATP2C1	0.119125
CROT	0.34275
PABPC3	-0.1015
EGR1	1.42816666666667
THSD1	1.51
KHK	-1.88075
SLC12A2	2.942375
CD58	-0.66
STOX2	0.241333333333333
CCDC76	-0.3823
CCDC48	5.488
DNAH1	-0.102333333333333
ZIC4	0.099875
OR1G1	-0.0615
PSMC6	-0.8285
PROKR1	0.37
ABCB1	0.523
TRAT1	-1.8785
LLGL1	-0.3425
MTF1	2.379
USP54	1.264375
PAGE2B	-2.553
ITGB7	-3.6985
CCDC81	-0.4445
LOC149837	-0.34575
SCUBE1	1.009
ZSCAN10	2.1635
HUWE1	0.276642857142857
CDH17	-0.6425
CD180	0.62675
IL17A	0.0165
TMPO	-2.68325
KIAA1524	-2.36116666666667
HDGFRP3	-0.323333333333333
OXCT1	-1.12218181818182
RRAS2	-0.958833333333333
LTBP2	3.0055
SV2B	2.20166666666667
CYP2A6	1.377125
PKD1L2	-0.182333333333333
PPM1M	1.3135
FLJ22662	2.18116666666667
ZNF502	1.6555
GP6	-0.789
CRYBA2	-0.27675
LEF1	-2.4605
CTPS	-2.51585714285714
EYA1	-2.51266666666667
EPS8L1	1.30725
MAPK14	-0.554666666666667
SERPINB2	-4.828625
GTF2F2	-1.1195
ZNHIT4	0.1825
PLA1A	0.547
C20orf114	2.31975
HPR	-2.955
C18orf2	-3.698
SATB2	-2.426
KCNJ9	-0.186
MGC157906	0.614
MOCS3	-0.715
C17orf71	-0.792333333333333
PPHLN1	-0.0629
HIST1H2BN	-0.207875
RAPGEF1	-0.085625
MAP3K8	1.4885
DLG4	0.664166666666667
STC1	-1.80666666666667
CDGAP	2.18075
DDX26B	-0.24475
LOC150223	-1.7295
CPSF3	-1.11683333333333
TMEM14A	-0.1505
MYH3	-1.1995
GPKOW	0.37175
SULT1A1	0.028
SPON1	4.1174
YY1AP1	1.336
RAB23	-0.1305
PLA2G4A	-2.96175
MAPRE3	1.089
ZNF516	0.841857142857143
GGPS1	0.8105
EXOC3L2	0.51275
C19orf42	0.0181
MAP2K2	-0.771166666666667
HIST1H2BB	-0.0655
RNF19B	1.08633333333333
C6orf128	-0.1735
TLR8	2.596
PCDHA9	0.2925
CARS2	0.043125
CLUL1	3.9245
RHAG	-4.83
UNK	0.192
EXOC8	0.7572
C9orf95	1.44525
C14orf143	0.492166666666667
MAML3	0.502375
LDHA	-2.25925
MRPL20	0.12525
KLHDC6	0.768666666666667
ATP5S	0.1125
C8orf55	-0.77125
PHF19	-1.994375
KRTAP13-4	0.3635
TTC5	-0.492
XKR5	-0.258
SILV	-4.84683333333333
TEX28	-0.07
TCTN1	1.68025
CX40.1	0.06975
PPP2R5C	-0.22825
C12orf30	-1.59133333333333
CAPG	2.45675
MPZL1	1.10835
ARSB	-1.47583333333333
TDH	-1.357
WASF4	2.1185
TSSK3	-0.717833333333333
7A5	1.72
CRISPLD1	1.564375
MAD1L1	-1.07166666666667
SPIN4	-0.916
AMPD1	0.9355
DPYSL5	0.28
INPP1	0.0581666666666667
ANKRD11	-0.475055555555556
NPAS4	0.26175
GCET2	0.1628
RNASE9	-0.35
GUCY2D	0.131833333333333
CCDC98	-0.64725
FGF4	-0.525625
CPM	1.34216666666667
SLC26A4	-1.27133333333333
PLD5	0.76875
FAM59A	0.1372
FBXO5	-2.967
SIPA1L1	0.04725
DPYS	1.29875
ATG4D	-0.72625
TGM3	0.5605
MTCH1	-0.613375
HK1	-0.0198571428571429
CDC26	0.402875
GALNT12	-2.71916666666667
LOC339229	-0.18
MRPL35	-0.602625
ORC4L	0.361625
TNKS	-0.172571428571429
C2orf24	0.298333333333333
ZNF553	0.4445
GGTLA1	3.4671
ZNF497	0.08775
CDY1B	0.274
SLC30A4	0.979
TUB	-0.960875
ARHGEF18	-0.1175
ARRB1	0.184
KCNK1	0.406875
EREG	-3.3565
SCAMP5	0.08175
RUNDC3B	2.77175
ADAMTS20	-0.43675
IL17RB	-2.013375
FLJ20323	-0.32825
MCAM	1.3025
POLR3E	-0.747083333333333
AQR	0.0633333333333333
IPMK	1.0125
CDCA7	-5.0115
CAMP	2.57225
GRHL3	2.07075
ADAMTSL2	1.72233333333333
CLMN	2.467
SSTR3	0.066
MAGEA5	-3.032
OVOL2	3.236
JMJD1B	0.112
RBL2	-0.2924
PYGO2	1.2675
PPP1R10	0.208
CSE1L	-1.606
LCA5	2.0785
RDH16	-0.466
ASRGL1	-0.956
TOM1	0.637166666666667
PTX3	-3.59225
TTC15	0.34025
SCGB3A1	2.387
MRPL50	-0.82175
RCAN3	0.8785
SLC26A11	0.65875
STYX	-0.615333333333333
CINP	-0.3385
MARCH7	-0.78925
PFKM	-0.522333333333333
SGMS1	0.787666666666667
RIOK3	-0.056
C1orf110	2.055
CES7	0.36875
LOC440248	-1.447
PPP1R12C	-0.5015
C10orf27	0.3955
ATG9A	-0.7285
MRPS26	-0.243
TMEM40	1.6245
ELP3	-0.531
ZNF787	0.6118
HIAT1	0.10775
C8orf34	4.018
MGC4655	0.1568
PELI1	0.953666666666667
PPT1	0.0102
SLC35C2	-0.825166666666667
C6orf125	-0.75975
MUC4	-1.66466666666667
RFC4	-2.69714285714286
GNB2	0.216666666666667
NUP50	-0.596714285714286
SULT4A1	-0.880666666666667
C7	4.745125
CCDC130	0.127666666666667
ARRDC4	0.494
RQCD1	-0.96
GLYCTK	-1.13675
AYTL2	-1.20472727272727
MTUS1	1.5287
LEMD3	0.525666666666667
PLEKHF2	1.28425
HOXA7	1.472375
GTF3C2	-1.9235
DYNLRB2	4.4015
CNOT10	-0.502
MR1	0.724
FFAR1	-0.386
PRIC285	-0.07475
SLITRK6	6.0985
LIX1	-2.1578
UBE1L2	-1.27841666666667
F8	1.821625
ACHE	0.279
KPNA5	0.0915
TNFRSF12A	-0.8275
EGR3	1.7875
SERPIND1	-4.12883333333333
OASL	0.0375
IFRD1	-1.921
WDFY1	0.0723333333333333
ZNF267	0.216125
ACCN5	-0.167
ZBTB6	-0.57525
PPP1R3A	-1.15
PRRT3	1.68825
FBXL19	-0.7985
TXNIP	1.26257142857143
ACTN2	-0.87975
ATG9B	-0.62525
C9orf117	1.597125
IL27	0.233
RPL36AL	0.0381666666666667
KLK15	0.502
CHAD	2.453
RAP2B	-0.5371
HEBP2	1.3955
ZNF342	0.3585
CAMK2G	0.152166666666667
TLR3	1.82125
FGF14	1.17875
HMGB2	-4.003375
TRPM5	-0.0991666666666667
OR5M11	0.243
KIF3B	1.16536842105263
PRICKLE2	1.71
MTMR9	-0.078875
C3orf27	-0.2555
GLRA3	-2.60016666666667
NSDHL	-0.0308333333333333
TMEM32	0.21
POLR2D	-1.97883333333333
MYADML	-0.0235
C9orf114	-0.7325
MRGPRX1	1.0855
TOPORS	0.4535
CLDN19	1.31925
C1QL4	-0.667
RNF165	2.85
DHRS9	1.1265
DNAH2	0.744333333333333
FXR1	-0.7735
ZMYM3	-1.0105
CASP3	-0.178
FAM120C	-0.3835
SCLY	-1.5315
CA7	0.1965
ENTPD5	0.266333333333333
ZNF461	0.0035
PDIA5	-0.6035
C1orf19	-0.337833333333333
TMEM67	0.46925
KCTD20	-0.76575
WDR47	0.392
FLJ38723	3.3045
KLRF1	0.793333333333333
TAS2R16	0.1075
CLDN12	0.87675
PRKCE	0.7845
UBXD4	-0.7025
ITGAM	3.10533333333333
GLT8D3	-0.516
WDR31	1.7633
RGS2	0.50125
OR51L1	0.0165
MST1R	1.00475
KIAA1737	0.982
OR4A5	0.945
GLIS1	-0.7735
PTMA	-0.3595
NAPA	1.863
PRDM11	-0.36725
LIPF	0.2535
DIRAS3	0.97775
ASGR2	-4.063
C1QTNF4	1.448
PIK3R4	0.235333333333333
ARMC3	5.52825
NDUFV3	-0.28075
BTBD3	-0.506666666666667
PPP1R2	0.00883333333333334
UBE2NL	-1.30125
FOSL2	0.636285714285714
FAM119A	-2.1295
TUBA4A	-0.5071
KRTAP12-1	0.14925
SFRS2	-0.68275
RHPN1	-0.4948
EEF2	-0.0998333333333333
ZDHHC11	-0.7115
EPHA3	-0.1048
RBM12	-0.51575
H2AFJ	0.479916666666667
EDIL3	4.2225
KIF26A	-0.859
SERGEF	1.33575
B3GALT4	2.73125
LOC90925	1.16166666666667
OSCAR	0.030875
NPFF	0.164625
DEDD	0.329625
TMEM155	-0.97275
PTPN1	0.0995
SCYL2	-0.0858333333333333
SKAP1	2.6325
LEAP2	-1.51366666666667
GADD45G	2.4026
IFITM3	1.260375
PILRB	-0.8955
SLU7	-0.1486875
DSC3	2.70025
DNMT3L	-1.60025
PAPD5	0.0305
B3GNT3	-1.78883333333333
LHCGR	-0.2895
MSL-1	-0.71125
UBE2S	-2.52525
SAP130	-0.1745
ANAPC11	-0.03525
MAGED4B	-2.0175
ATP6V1B2	-0.344666666666667
C14orf179	0.901875
CAPZA1	-1.430125
CDYL2	-0.542833333333333
GLRX3	-1.07116666666667
LOC136288	-0.34425
MOBKL1A	-0.89225
HTR2B	3.74625
CRYGD	-0.212166666666667
NUS1	-1.8435
PGRMC1	-0.294
MYOM2	0.179
FLJ39653	-0.202166666666667
CHM	0.8996
OR5M8	0.4415
ZNF619	0.1745
FAM105A	1.635
CCNL1	-0.773
NAP1L3	0.778
C10orf57	2.5455
B3GALNT1	0.0295
CSN1S2A	-1.0525
TCP10L	0.77775
GDAP2	-0.329125
DMKN	0.1675
COX6B1	0.505
DNASE2	0.398833333333333
MSH5	-2.5885
LGMN	-0.324875
USP31	0.2526
OR13C8	0.5135
SDCBP	-0.3535
NUDT11	-2.03416666666667
PYGL	-0.297
SNPH	0.0703333333333333
B3GNT4	-0.865
MIZF	-0.493
NUBPL	0.234875
NOD1	0.0368333333333333
CDH22	1.943875
NUBP1	0.100833333333333
DSCAM	-3.9955
DGKI	0.8415
FAM136A	-1.57575
AKAP1	0.343333333333333
SLC16A6	-0.20025
RIN3	0.0005
PSG2	-0.6075
DIP2B	0.213583333333333
PSORS1C1	0.3273
KIAA0495	-0.15
FLJ90709	-0.650833333333333
LPA	-0.349833333333333
PIGA	-0.351166666666667
LY75	3.08116666666667
UTS2	-6.52816666666667
RREB1	-0.45375
GALNACT-2	0.2834
MGC3196	0.0605
FLJ31568	0.831
LPHN1	1.420125
SP1	0.75575
TOX4	0.1285
HSPA9	-0.9557
APOBEC1	-0.512
SLC35E4	0.00025
LSM5	-0.742
SURF1	0.4985
ZBTB1	0.53375
GTF2F1	-0.051625
RPS15A	-0.160928571428571
DUSP21	-0.538833333333333
GINS4	-3.68666666666667
MYO15A	1.10266666666667
GIMAP7	4.03825
MGC13379	0.951
ATP6V1E2	0.028
UTP3	-0.189
HNRPA3	-0.4453125
MT4	-0.5505
C14orf155	0.20325
U1SNRNPBP	0.1405
CKLF	-1.0745
PLEKHN1	1.071
MBNL1	0.322916666666667
NUP160	-1.72775
ACSM2A	-1.92475
LOC129881	1.8635
KIAA1529	0.81075
FLJ22639	-1.945
HAND1	-1.34
GSX1	0.043
FGA	-5.029125
SERPINB1	-0.4865
ZNF642	1.218
IGFBP1	-8.472625
SLC1A1	4.681
DHX57	-0.36075
ZNF766	1.0175
PTPN21	0.1953
GDPD3	-1.34233333333333
PNPLA5	-0.2595
TBR1	0.266
FAM116A	0.1595
IQGAP1	0.20775
FOS	1.646
ZNF226	-0.041875
FIGNL1	-1.33883333333333
C14orf1	-0.298666666666667
ZMYND17	-1.1645
PUS7	-1.33883333333333
TUBB6	-0.68375
KCNQ2	-1.82975
MARCH6	-0.351166666666667
CCDC33	-0.231
PRODH	-0.737
RBM11	1.1175
EPHA6	0.193
SLC43A1	-0.094
LOC196541	0.885
NTN1	1.13175
ING4	0.3625
PCDHB10	0.2315
DPH2	-0.982666666666666
SPACA4	-0.0275
FBXL21	-4.9775
DIAPH1	-1.20466666666667
ZNF71	0.267166666666667
CEP76	-0.9445
CORO1A	-1.32825
RRM2	-4.8375
EDG4	-0.09925
OS9	0.1515
SLC4A1AP	-0.12425
COG5	0.1645
COPS8	-0.777
NGLY1	-0.83875
NCBP2	-0.885875
C17orf42	-0.653666666666667
GPSM3	1.20525
SIL1	0.266333333333333
ASB6	-0.34725
SMAD5OS	0.448833333333333
UNC93A	-4.070625
A1BG	0.0945
C21orf62	-0.185
FMO5	1.56
ATRIP	-0.0466666666666667
CEBPG	-0.6135
C7orf38	0.524333333333333
TNFRSF1B	1.3
CLEC1A	2.2885
IQSEC1	0.45525
PATZ1	1.4327
RBM22	1.962125
BAG2	-1.96033333333333
PAQR5	-1.42433333333333
C9orf127	1.0175
THNSL1	-0.515
SHROOM3	2.4465
JAM2	2.194
SNRPN	-1.2135
ALX4	-0.1705
CACNA1S	-0.4025
FAM130A1	1.45475
CORIN	2.9555
CD300LB	0.3105
PLEKHG6	1.051
LRRC40	-0.74475
PCLKC	-1.5925
PCDHB16	0.293166666666667
WNT2B	0.783
ASNS	-2.69622222222222
MRPL49	-0.89025
FLJ46111	-1.84275
ISG20	-0.711125
SMU1	-0.433666666666667
CASZ1	0.341
POLR1D	-0.924083333333333
GIN1	-0.2935
SNAG1	0.350666666666667
ANKRD29	0.17425
CDKN2AIP	0.16775
KRR1	-0.144
CXCL1	-3.2895
EPM2A	-0.4891
PC	0.61
DEFB127	0.473
PDZRN4	4.88116666666667
FAH	1.021875
OR51E1	2.948
CDC2L6	2.116
DNTTIP1	-0.65
PAX8	1.213
TMEM116	0.777
C1orf150	-0.134
PRO2012	0.4195
MRPL40	-0.390333333333333
BEX1	-3.2822
SLC2A4	1.57933333333333
PKMYT1	-2.8485
FEZF2	-0.169666666666667
SLC26A9	-0.64575
MAP2	0.206166666666667
LYL1	-0.85425
SLC25A19	-1.59216666666667
NOS3	0.3155
ZNF34	0.642333333333333
TMPRSS11F	0.354
FAM43A	1.16775
FCRL4	1.42233333333333
KLF14	0.40275
FLRT2	1.30483333333333
WRN	-1.2325
SDF2	0.6961
KRT8P12	-1.38325
C6orf195	0.078
C9orf125	-0.662166666666667
DZIP3	1.073375
RIT1	0.73125
SCML1	-1.47583333333333
RHBDF2	-0.751375
OR2G3	0.0445
REXO1L1	-1.365
MAP3K7IP3	-0.042125
C3orf57	-4.577
FBXW11	-0.475666666666667
ETAA1	0.182
C14orf131	0.0218
AKT1S1	-0.26275
SLC12A5	-0.51025
C9orf164	0.8925
NRIP3	0.51975
NOS1AP	-0.129
TMEM121	2.0095
SAP30BP	-0.4109
DGCR6	0.3945
WDR76	-2.402
FAM82B	-0.994333333333333
LOC606495	-0.8565
MAP9	2.90983333333333
BCDIN3D	0.6895
CXorf36	4.1625
DSCR3	-0.9586
ZFAND3	-0.447
C7orf43	-0.433833333333333
SPSB3	0.5675
C19orf19	-0.02
FAM133A	-0.886125
C12orf25	0.224
SLC39A3	-0.412125
DISP2	-1.4815
PI4KAP2	-2.6995
MKRN3	-3.4415
ADAMTS13	-0.535375
CBLN3	0.53
TTYH1	-1.417
C3orf18	0.97
FLJ13236	-0.04775
ZMYND12	3.2185
C18orf25	-0.014875
GLB1L3	-0.313
ATP13A5	0.00900000000000001
RANBP10	-0.468
CD96	-1.282
DENND1C	-0.36425
RBMS3	1.3949
SLC41A3	0.255166666666667
DGCR6L	-0.017
TMEM128	0.697
CSNK1G3	0.448357142857143
MOBKL2C	0.774
TSPAN6	0.750875
MATN2	0.5571
MSL2L1	-0.119
ST6GALNAC2	-0.120166666666667
FGFBP2	1.054375
FGL1	-6.60883333333333
MPP3	-0.562333333333333
ARHGEF6	2.173
TGFBR2	0.982
ACMSD	-1.18925
IL33	4.42075
C9orf5	-0.05025
DEAF1	0.3303
AMN	-0.049
DEFA6	-0.05175
RNF212	-0.48
METT5D1	-0.173833333333333
CIB1	0.7383
TSSK1B	0.1215
KIAA1727	1.07725
ZNF680	0.66475
LOC399900	-1.3
LOC152217	-0.562
CTNNAL1	-1.1145
CIT	-2.58875
TLE6	0.75075
ZNF607	-1.37675
HERC4	-1.09333333333333
DRAP1	-0.2039
PEMT	0.323
C10orf111	-0.7165
ZNF575	1.743125
KCTD7	0.06275
MYO1F	1.00275
LOC285382	1.5475
RAB11A	0.1374
PLCD3	-0.226
C15orf28	-0.14675
PTBP2	-1.11225
CTB-1048E9.5	-0.5475
C19orf60	-0.169166666666667
C7orf25	0.7815
SETD7	0.87025
HOXB9	-4.326
VANGL1	-0.3374375
CHAF1B	-2.13575
NDUFA3	1.65175
KIAA1328	0.0993333333333333
SHARPIN	-0.309625
TTC23	0.666375
UGP2	-0.00583333333333333
ANKIB1	0.3003
CIRBP	0.897142857142857
SEC14L4	-1.582
OVCH1	0.306333333333333
VPS52	0.37525
FAT	0.686375
M6PRBP1	-0.63225
GPRIN3	0.789
PPM1F	-0.639333333333333
TSR1	-1.385
CCDC85A	3.75
PCSK5	2.8595
ZFHX3	0.8945
HEMK1	-0.5167
PGBD2	0.76975
RSRC2	-0.641333333333333
AURKC	-1.85283333333333
SCRIB	0.375625
ORM2	-4.2855
FAM115A	0.6835
FZD6	-0.01875
UNC119	0.3025
GPX3	1.02
NOV	2.061
CABC1	0.975625
CDC42SE2	-0.90925
EIF2S2	-1.9358
RNF130	0.4135
CKAP5	-1.31916666666667
RP11-413M3.2	0.568875
C10orf18	0.7808
TMEM93	-0.88325
DYX1C1	1.4985
KCNMB2	-2.250875
ANK3	2.21733333333333
KRT5	2.1206
CDH12	-1.426625
QRSL1	-0.456875
JUB	-1.01825
SHC4	0.97175
CCL15	2.66333333333333
CCDC22	-0.09375
SNX24	-0.1225
RARS	-1.19525
MORC2	-0.05775
FAM48A	-0.7155
MT1H	0.6175
PPP1R14C	-0.534
FOXD1	-1.88528571428571
C1orf213	-0.80875
AMT	-1.3983
DSN1	-2.16425
PTPLAD2	3.34875
DIS3L	-0.01125
RASL11A	1.48475
GPRC5B	1.0535
FRMD7	0.5325
STRN4	0.4835
KITLG	0.417818181818182
HDGF	0.1525
OR1S1	-0.1205
SETX	0.5512
DDR2	1.846625
KCTD12	2.6725
LYZL2	-1.00575
WDR52	1.164
TMEM2	1.429125
ZNF579	1.39666666666667
LOC200810	-0.3075
TNFSF9	-1.911625
PPFIA4	-3.7755
CNIH3	-0.821
MAP4K4	-0.717214285714286
ROD1	-0.0108571428571429
ALS2CR12	-0.758333333333333
DOCK3	-1.49733333333333
PAQR9	-5.23275
ASB17	-0.00499999999999999
STX16	-1.42325
FEZ2	0.181166666666667
DLAT	-0.5735
KIF21B	-1.232
CDC5L	-0.48025
TMEM119	2.54316666666667
CRIP3	-1.69325
TPSD1	0.137
TEPP	0.6125
GNGT2	1.18775
C21orf121	0.7805
WNK1	-0.19225
FLJ10490	1.5381
OR51B5	-2.8225
LOC203547	-0.684
HAS1	-0.25
PPA1	-0.181
ST7	-0.202125
C11orf46	0.3729
POPDC3	-3.579
ACOX2	1.21966666666667
ATCAY	-0.858166666666667
TM4SF19	0.92575
MFSD9	-1.0505
PDHB	-0.3335
ERN1	-0.36025
LCE3C	-0.02
GPR111	-0.3305
NOTCH3	2.67583333333333
ADAMTS5	3.45625
B3GALT1	-1.137
UGCGL1	-1.043
FAM58A	0.675833333333333
FBXO32	2.32925
CLPP	-0.23975
NXPH1	3.924
MTMR3	0.782
ATP1B3	-1.44825
TMEM16A	4.002625
HIST1H3F	0.0463333333333333
TRIM25	-0.871333333333333
SDCBP2	-0.033
CRKL	0.270125
HOXB2	0.604666666666667
ANP32B	-0.871625
GATM	3.3575
AP4E1	-0.650125
EDG5	0.16925
CDKN3	-3.95166666666667
CDH4	-2.19575
PGD	-1.66266666666667
RND1	0.4075
GAD1	-0.8494
MPG	0.293625
LOC440350	0.461
ZNF133	-0.0695
SERPINB12	-0.298
AMELY	-0.278333333333333
DHX36	-0.5045
TNFAIP8L2	3.112
PHTF2	0.0485
CCDC112	-1.3435
IQCC	-0.76025
HEYL	3.35366666666667
FTSJ2	-1.0315
APPL1	0.966375
RAB43	0.286785714285714
OR10G2	0.2075
WAC	0.280833333333333
ADCY9	-0.46
RUNDC2B	0.8815
PYCRL	-0.1493
AGPAT7	-0.576166666666667
SLC22A9	-1.4955
CDKAL1	-0.8695
PDYN	-1.275
C20orf74	1.2555
MTMR11	1.71725
VAV3	3.16158333333333
DAPL1	5.2035
STXBP3	0.2955
EIF3G	-0.04575
ARHGAP22	0.1845
NPFFR1	0.251
NPC1	-0.663666666666667
ALDH9A1	2.61333333333333
ZNF600	0.033625
ZNF678	0.995666666666667
RASSF1	-0.0644166666666666
ADD2	-2.996375
PITPNB	0.075
PKD2L2	0.180142857142857
LRP11	-1.035
CDKL1	-0.408
SMEK2	0.345
PRODH2	-3.5805
C11orf54	0.0975
SFRS11	-0.84
IL7	1.51816666666667
ALS2CR16	1.97125
BTG3	-1.29916666666667
PAK2	-0.644611111111111
RP11-679B17.1	0.4075
GATA4	-2.43633333333333
ATP2B1	-0.9105
LOC130940	2.0345
C1orf172	2.84083333333333
ATF7IP2	-1.30825
SLC25A43	0.743833333333333
CENTG3	-0.103
IGF2BP1	-3.8847
FCHSD1	0.1325
CAMK2N2	2.33233333333333
ELAVL3	-0.4992
NBPF15	0.363666666666667
UBE2J2	-0.5745
GNL2	-1.28725
PRR3	-0.802
NLF2	1.6435
OR4F6	0.3075
KLHL24	1.2245
CCDC88A	-1.2435
SGPP1	-0.656166666666667
C10orf11	1.10366666666667
SLC35B4	-1.668
UGT3A2	-1.209
ARNT2	0.9049
CBR1	0.853375
ITPR3	-1.243
TRAPPC6B	-0.9792
AMZ1	-0.729
ARP11	0.1215
WDSUB1	0.131
APBA1	0.5685
RAB2A	0.2461
C6orf162	-0.738375
HPSE2	0.46025
PLCE1	-0.14525
INSL3	1.0285
DLG1	0.1778
PTPLA	-2.10675
PIGX	-0.1005
TFIP11	0.311333333333333
FIBIN	2.826
POLR2G	-0.704
GRAP2	-2.4006
DNAJB8	-0.2005
CNBP	-0.831166666666667
WASF1	-1.27
INPP5E	-0.5873
HSPB1	-0.099125
TMEM167	-0.4822
CUBN	0.441
IGF1	4.6245625
ITPK1	-0.0316999999999999
NAALAD2	-0.466125
G3BP1	-0.6862
NT5DC1	0.7125
CYP39A1	0.9885
TMEM139	1.59225
POLK	0.6388
GLULD1	-1.87175
RBM15	-1.16066666666667
AMZ2	0.2485
GDF15	-3.21616666666667
MESDC2	-0.6055
INCA	0.419833333333333
ACY1L2	-0.353
GZMM	-0.810166666666667
PAIP1	-0.529
CACNA2D1	0.1165
STK32C	-0.111833333333333
SH3BP4	0.309
DEC1	0.2025
PADI1	0.446
UBB	-0.1093
PON3	0.9385
PROP1	0.3885
ANKRD13B	-1.051
ADCK1	-0.226
TCF25	0.0348333333333333
SLC38A5	-2.87775
CXorf26	0.131333333333333
C19orf39	0.23525
PPP1R13B	0.861
ARL2	-0.9415
TCL6	-0.0916666666666667
TOP3A	-0.589
SLC16A14	0.699375
FXYD6	2.04133333333333
HIST1H4E	0.7415
BBC3	0.800736842105263
UNC5A	0.139166666666667
FAM86C	-0.0836
PI4KB	1.024125
B3GAT1	-3.13725
SUSD2	2.37383333333333
OAZ2	-0.00333333333333335
NOC4L	-0.3775
C10orf12	-0.66075
FADS1	-2.42883333333333
LOC144097	-0.74875
DKK2	2.34716666666667
KIAA1949	0.3245
RHOT1	-0.1063
OXT	1.60616666666667
GPR153	1.8795
ARL4A	-0.639
SAAL1	-1.86425
CCDC64	-0.562
USE1	0.1255
HNMT	0.730166666666667
PCGF3	-0.260125
CYP2C19	0.60225
C20orf4	0.4585
CCDC11	2.219
ACSBG2	0.40775
RWDD2A	0.199
PALLD	2.555
CPLX4	-0.4845
LOC492311	1.9435
KPNA2	-2.69933333333333
MACROD1	-0.5046
TMCO3	-0.7545
C15orf52	0.758333333333333
BIRC5	-3.6344
PRR16	2.336
FAM63B	1.671
KATNB1	-1.49033333333333
