Hybridization REF	TCGA-A1-A0SD-01A-11R-A115-07
ARHGAP17	-0.0696
KCNIP3	-0.1555
SFPQ	-0.243125
GFRA4	0.0205
AKR1B10	2.031375
TIGD6	1.29133333333333
RGS16	2.04225
URB1	-1.08016666666667
OR4C46	0.4166
TOP3B	-1.22925
NFATC4	0.294
CA14	-3.4785
BMPR1A	0.232666666666667
SNRP70	-1.759125
PRL	-0.239416666666667
C6orf130	0.2815
STAG2	0.4535
CD55	-0.228357142857143
RPS23	1.30233333333333
SSX2	-2.0796
FDPSL2A	-1.13275
FBXO27	0.150625
SYNGR3	-1.13016666666667
TMSL3	1.24025
EML1	0.2295
NUP93	-1.11041666666667
SMAD3	-0.3467
KIAA1189	2.8805
HNRPUL2	-0.886833333333333
TBC1D12	1.676
C16orf24	0.7675
MRVI1	2.38966666666667
ZNF581	-0.2825
ELOVL3	-0.8965
OR51Q1	0.378
CACNB3	1.103
GALNT13	0.450875
C10orf84	1.4304375
NEDD4	0.371
SPO11	0.319
OR5AU1	0.3985
NEK4	0.396428571428571
PRKAR2A	-0.827
IHPK1	0.373666666666667
ATP6V0B	0.711625
CACNA1E	-0.5885
CEACAM8	0.07525
PEX14	0.094
FLJ12993	2.4155
ZBTB38	0.333166666666667
PCTK2	0.527666666666667
LRRC16	0.6209
FBLIM1	-0.0235
FYCO1	1.4945
RP5-1022P6.2	-0.27825
CMTM1	0.731833333333333
PLTP	0.361
RAPH1	1.03775
DOCK8	0.92525
EZH2	-1.7928
SLC25A1	-1.29183333333333
PLEKHB1	0.2412
GRB7	0.5898
ZFP37	0.6545
MRPL33	0.3615
PELO	-0.1105
ARMC1	-0.381272727272727
C9orf27	0.3495
FLJ25778	-1.219
C9orf37	-1.33666666666667
TMEM66	0.65725
SPRN	0.58275
HBEGF	-0.640625
PI4KA	-1.1745
LEPRE1	0.0585
POU2AF1	-3.662125
MRPL12	-1.45683333333333
REP15	1.3145
ZC3H3	-0.32925
RASAL1	-1.794
DDAH1	1.096625
ACBD5	0.165625
TMC2	-0.0635
CCDC137	-1.86025
SAMD13	0.551833333333333
UGT2B15	-2.29416666666667
TIPARP	-0.85675
DNASE1L3	1.1215
TRIM72	0.390666666666667
DBX2	-0.11725
IPO8	0.33075
C21orf88	-0.1737
MAP3K14	-0.93075
LOC51233	0.272166666666667
GGTLA4	-2.3905
PDE6D	0.1795
ZNF117	0.52575
CLK2	-1.280375
NKRF	-0.107
TNFSF15	0.1137
DUSP2	-1.366625
SECISBP2	-0.0351
GABRR2	-0.1355
PPAP2C	1.79675
LOC51145	0.121333333333333
PAG1	0.312625
PIK3C3	-0.01125
GNG10	1.8
APOL4	-0.276833333333333
ANKRD28	-0.561125
STMN3	1.1101
RAB14	1.2215
CDK2AP2	-0.3875
HDDC3	-0.33175
COMMD7	0.530125
CXXC1	-0.51425
HMCN1	1.0875
CD40	-0.00249999999999999
DYNC1LI2	0.3605625
GDI1	1.0905
LOC646938	-0.13025
VSNL1	-0.419833333333333
PIH1D1	-0.5025
RAET1G	-0.7045
KRTAP5-9	-0.3505
EFTUD2	-1.18925
ZNF311	0.789833333333333
ATP6V1G3	-0.7455
OR2W3	-0.3215
SCN4A	0.272
MED10	0.078875
FAM135A	0.4823
ARHGAP4	-1.6465
EHMT2	-1.048125
UFD1L	-0.05825
ERMP1	1.3495
MAG1	-0.299666666666667
THAP8	0.833833333333333
HACE1	-0.333833333333333
FAM82C	-0.028
C3orf20	0.197
UNC84A	-0.714166666666667
SCD5	0.553285714285714
LASS6	0.88725
LSG1	-0.374666666666667
MAL	-5.47625
GPR22	-0.267
WDR5B	1.16775
ACTRT1	0.383
C17orf60	0.637333333333333
GRIN2C	-0.1198
ARMC8	-0.18475
SLC47A1	0.697833333333333
DMPK	0.32225
DHRS13	-0.2345
SMC1A	-0.198333333333333
KRTAP17-1	-0.333
SMYD5	-0.99
TUSC2	0.33225
CRHR2	0.572
KIR3DL2	-0.4175
CCDC104	1.3595
ATP2C1	0.810375
CROT	1.169
PABPC3	-1.19016666666667
EGR1	0.583166666666667
THSD1	1.45425
KHK	-1.0535
SLC12A2	2.0183125
CD58	-0.738
STOX2	0.082
CCDC76	-0.2653
CCDC48	3.3285
DNAH1	-0.202
ZIC4	-0.284
OR1G1	0.2095
PSMC6	-0.0553333333333333
PROKR1	0.287
ABCB1	-0.804375
TRAT1	-2.8105
LLGL1	-0.1145
MTF1	0.72375
USP54	0.776875
PAGE2B	-1.484
ITGB7	-4.28575
CCDC81	-0.6515
LOC149837	0.54425
SCUBE1	-0.163
ZSCAN10	-0.5315
HUWE1	0.0663571428571429
CDH17	0.164
CD180	0.4065
IL17A	-0.14125
TMPO	-1.104875
KIAA1524	-1.67083333333333
HDGFRP3	0.7675
OXCT1	0.379636363636364
RRAS2	-1.992
LTBP2	1.8648125
SV2B	-0.650333333333333
CYP2A6	0.10125
PKD1L2	0.304
PPM1M	0.8695
FLJ22662	0.1525
ZNF502	1.13125
GP6	-0.675
CRYBA2	-1.003
LEF1	-2.0337
CTPS	-2.03957142857143
EYA1	-2.88883333333333
EPS8L1	0.2245
MAPK14	-0.836833333333333
SERPINB2	-3.570375
GTF2F2	0.137333333333333
ZNHIT4	-0.2155
PLA1A	-0.991625
C20orf114	4.49875
HPR	-5.028
C18orf2	-3.7936
SATB2	0.83175
KCNJ9	-0.355
MGC157906	-0.3295
MOCS3	0.05275
C17orf71	-0.415666666666667
PPHLN1	-0.0423
HIST1H2BN	-0.631875
RAPGEF1	-0.929125
MAP3K8	1.3365
DLG4	-0.0318333333333333
STC1	3.34783333333333
CDGAP	1.40025
DDX26B	-1.1925
LOC150223	-1.91275
CPSF3	-0.457
TMEM14A	0.981
MYH3	-1.94675
GPKOW	1.0205
SULT1A1	-1.06333333333333
SPON1	5.4277
YY1AP1	0.5635
RAB23	0.925
PLA2G4A	-4.153
MAPRE3	-0.07175
ZNF516	1.41835714285714
GGPS1	0.68025
EXOC3L2	-0.746125
C19orf42	0.9462
MAP2K2	-0.92
HIST1H2BB	0.45725
RNF19B	1.06433333333333
C6orf128	0.682333333333333
TLR8	2.517
PCDHA9	0.1595
CARS2	-0.548875
CLUL1	2.47883333333333
RHAG	-4.35716666666667
UNK	0.3055
EXOC8	0.3812
C9orf95	1.549
C14orf143	0.6215
MAML3	0.00849999999999999
LDHA	-1.80125
MRPL20	0.056875
KLHDC6	0.4334
ATP5S	0.285166666666667
C8orf55	-0.668
PHF19	-2.222
KRTAP13-4	0.377
TTC5	-0.18775
XKR5	-0.45175
SILV	-4.66733333333333
TEX28	-0.051
TCTN1	1.132
CX40.1	0.09075
PPP2R5C	0.29225
C12orf30	-1.767
CAPG	2.68975
MPZL1	0.2441
ARSB	-1.09166666666667
TDH	-1.24
WASF4	1.06075
TSSK3	-0.289833333333333
7A5	2.4105
CRISPLD1	2.932125
MAD1L1	-1.05916666666667
SPIN4	0.452
AMPD1	-1.846
DPYSL5	0.0555
INPP1	0.941
ANKRD11	-1.16766666666667
NPAS4	0.23475
GCET2	-0.00269999999999997
RNASE9	-0.6615
GUCY2D	0.0921666666666667
CCDC98	0.951
FGF4	-0.10625
CPM	-0.812333333333333
SLC26A4	-1.2075
PLD5	0.3435
FAM59A	0.7969
FBXO5	-2.00055555555556
SIPA1L1	-0.107625
DPYS	0.04675
ATG4D	-0.584
TGM3	1.6425
MTCH1	-0.453375
HK1	-0.353
CDC26	0.4695
GALNT12	-2.42583333333333
LOC339229	-0.3765
MRPL35	-0.29975
ORC4L	0.438875
TNKS	-0.761714285714286
C2orf24	0.0973333333333333
ZNF553	0.909166666666667
GGTLA1	2.5304
ZNF497	0.47675
CDY1B	0.0853333333333333
SLC30A4	0.6365
TUB	0.32025
ARHGEF18	0.3825
ARRB1	0.61275
KCNK1	0.894375
EREG	-3.779
SCAMP5	0.52625
RUNDC3B	2.913
ADAMTS20	0.423333333333333
IL17RB	2.25175
FLJ20323	-0.91775
MCAM	-0.187125
POLR3E	-1.672
AQR	0.118666666666667
IPMK	0.322
CDCA7	-5.205
CAMP	5.6265
GRHL3	2.187
ADAMTSL2	0.994666666666667
CLMN	0.876166666666667
SSTR3	0.2615
MAGEA5	-2.4865
OVOL2	3.76275
JMJD1B	0.6645
RBL2	0.2615
PYGO2	0.50375
PPP1R10	0.0423333333333333
CSE1L	-1.3485
LCA5	2.3355
RDH16	0.98775
ASRGL1	-3.164625
TOM1	-0.0931666666666667
PTX3	-5.514
TTC15	0.101
SCGB3A1	-0.0813333333333333
MRPL50	-0.68925
RCAN3	0.086375
SLC26A11	1.72075
STYX	-0.343166666666667
CINP	0.02175
MARCH7	0.44675
PFKM	-0.431333333333333
SGMS1	0.123
RIOK3	-0.5316
C1orf110	0.4245
CES7	1.396875
LOC440248	-1.92275
PPP1R12C	-1.20325
C10orf27	0.3635
ATG9A	-0.9435
MRPS26	0.427875
TMEM40	-0.2145
ELP3	-0.4206
ZNF787	-0.9265
HIAT1	0.327875
C8orf34	0.823
MGC4655	0.4377
PELI1	0.378666666666667
PPT1	-0.8928
SLC35C2	-0.8505
C6orf125	-0.13375
MUC4	-1.68183333333333
RFC4	-1.63714285714286
GNB2	-0.4675
NUP50	-0.0682142857142857
SULT4A1	-0.0441666666666667
C7	1.12085714285714
CCDC130	-0.444833333333333
ARRDC4	0.2195
RQCD1	-0.44925
GLYCTK	-1.1875
AYTL2	-1.44718181818182
MTUS1	0.7915
LEMD3	0.177
PLEKHF2	1.34975
HOXA7	0.618
GTF3C2	-1.6315
DYNLRB2	4.66125
CNOT10	-0.249
MR1	0.104166666666667
FFAR1	0.0375
PRIC285	-0.05175
SLITRK6	5.8975
LIX1	-1.3195
UBE1L2	0.055
F8	2.9605
ACHE	-0.217166666666667
KPNA5	0.46975
TNFRSF12A	-1.40033333333333
EGR3	1.0025
SERPIND1	-4.06583333333333
OASL	0.648
IFRD1	-1.687875
WDFY1	0.542666666666667
ZNF267	0.909625
ACCN5	-0.0555
ZBTB6	0.541
PPP1R3A	-0.0395
PRRT3	2.2815
FBXL19	-0.9455
TXNIP	0.944571428571429
ACTN2	-1.0585
ATG9B	-0.420125
C9orf117	-0.84625
IL27	0.274
RPL36AL	0.748
KLK15	-0.68
CHAD	0.43
RAP2B	0.2893
HEBP2	0.904
ZNF342	-0.883
CAMK2G	-0.0641666666666667
TLR3	2.06425
FGF14	1.08425
HMGB2	-1.642125
TRPM5	-0.110166666666667
OR5M11	0.23
KIF3B	0.767368421052632
PRICKLE2	0.96575
MTMR9	0.12375
C3orf27	0.36475
GLRA3	-0.160166666666667
NSDHL	0.1605
TMEM32	0.58625
POLR2D	-1.8835
MYADML	0.18
C9orf114	-0.88575
MRGPRX1	-0.546
TOPORS	1.015
CLDN19	-0.96275
C1QL4	0.1775
RNF165	-0.123
DHRS9	-0.09175
DNAH2	0.4085
FXR1	-0.741833333333333
ZMYM3	-0.779625
CASP3	-0.136166666666667
FAM120C	-1.06325
SCLY	-0.6515
CA7	0.0245
ENTPD5	-0.0975
ZNF461	0.3415
PDIA5	-1.03375
C1orf19	-0.413166666666667
TMEM67	0.38475
KCTD20	-1.46225
WDR47	0.9605
FLJ38723	-0.1175
KLRF1	0.4385
TAS2R16	0.1355
CLDN12	0.7515
PRKCE	1.087
UBXD4	-0.33975
ITGAM	2.4665
GLT8D3	-0.08175
WDR31	0.3222
RGS2	0.971
OR51L1	0.103
MST1R	-0.0545
KIAA1737	1.045
OR4A5	-0.098
GLIS1	0.657833333333333
PTMA	0.709
NAPA	0.80025
PRDM11	0.63675
LIPF	0.855
DIRAS3	4.332
ASGR2	-4.261875
C1QTNF4	1.849
PIK3R4	-0.0156666666666667
ARMC3	0.613
NDUFV3	-0.765833333333333
BTBD3	0.459666666666667
PPP1R2	0.889
UBE2NL	0.12375
FOSL2	0.206071428571429
FAM119A	-1.08433333333333
TUBA4A	-1.6443
KRTAP12-1	0.24325
SFRS2	-1.057
RHPN1	-0.7
EEF2	-0.918166666666667
ZDHHC11	1.12433333333333
EPHA3	0.2788
RBM12	0.1255
H2AFJ	2.18558333333333
EDIL3	4.761
KIF26A	-1.8575
SERGEF	1.80025
B3GALT4	2.807
LOC90925	0.183166666666667
OSCAR	-0.04875
NPFF	-0.6335
DEDD	0.188875
TMEM155	-0.67225
PTPN1	0.4715
SCYL2	0.375666666666667
SKAP1	-0.90125
LEAP2	-2.15233333333333
GADD45G	2.3697
IFITM3	1.848875
PILRB	-1.60766666666667
SLU7	0.609375
DSC3	0.16975
DNMT3L	-1.3385
PAPD5	-0.11575
B3GNT3	-0.846833333333333
LHCGR	0.1575
MSL-1	-0.65825
UBE2S	-2.208875
SAP130	-0.15725
ANAPC11	0.0565
MAGED4B	-1.801
ATP6V1B2	-0.065
C14orf179	1.048375
CAPZA1	-0.099875
CDYL2	-0.363666666666667
GLRX3	-0.570666666666667
LOC136288	0.10775
MOBKL1A	0.35425
HTR2B	3.73525
CRYGD	0.136833333333333
NUS1	-1.12516666666667
PGRMC1	0.832
MYOM2	-0.194
FLJ39653	-0.8215
CHM	1.09
OR5M8	0.1855
ZNF619	0.5045
FAM105A	2.14425
CCNL1	-1.226875
NAP1L3	2.96025
C10orf57	0.931333333333333
B3GALNT1	2.36416666666667
CSN1S2A	-0.254
TCP10L	0.2635
GDAP2	0.12375
DMKN	1.42816666666667
COX6B1	0.1735
DNASE2	0.263166666666667
MSH5	-2.688
LGMN	-0.465125
USP31	0.1697
OR13C8	0.046
SDCBP	-0.1786
NUDT11	-0.628666666666667
PYGL	0.200333333333333
SNPH	-1.1375
B3GNT4	-0.1425
MIZF	-1.5348
NUBPL	-0.0515
NOD1	-0.796333333333333
CDH22	-0.417125
NUBP1	-0.596833333333333
DSCAM	-3.8705
DGKI	1.8335
FAM136A	-0.80475
AKAP1	-0.998833333333333
SLC16A6	1.20325
RIN3	-0.78225
PSG2	0.809
DIP2B	-0.64025
PSORS1C1	-0.7221
KIAA0495	-0.516
FLJ90709	-0.472833333333333
LPA	0.265666666666667
PIGA	0.0375
LY75	0.6935
UTS2	-6.28566666666667
RREB1	-1.024
GALNACT-2	1.1133
MGC3196	-1.42975
FLJ31568	0.87925
LPHN1	0.464375
SP1	0.3705
TOX4	0.5775
HSPA9	-0.7149
APOBEC1	1.178
SLC35E4	-1.3465
LSM5	-0.85325
SURF1	0.07075
ZBTB1	1.31291666666667
GTF2F1	-0.190125
RPS15A	-0.340928571428571
DUSP21	-0.687
GINS4	-2.65283333333333
MYO15A	1.0825
GIMAP7	3.3
MGC13379	0.10575
ATP6V1E2	-0.271
UTP3	0.352
HNRPA3	-0.06175
MT4	-0.0375
C14orf155	1.00225
U1SNRNPBP	0.451
CKLF	-0.151333333333333
PLEKHN1	-0.507333333333333
MBNL1	-0.194416666666667
NUP160	-0.98875
ACSM2A	-1.66325
LOC129881	2.0295
KIAA1529	0.34225
FLJ22639	-1.88175
HAND1	-2.4495
GSX1	0.433
FGA	-4.5144375
SERPINB1	0.30225
ZNF642	1.25675
IGFBP1	-7.890125
SLC1A1	1.936625
DHX57	-0.724625
ZNF766	-0.153
PTPN21	0.4139
GDPD3	-0.499666666666667
PNPLA5	0.23
TBR1	-0.0531666666666667
FAM116A	-0.08975
IQGAP1	0.86925
FOS	-0.28175
ZNF226	0.724
FIGNL1	-0.399333333333333
C14orf1	-0.369666666666667
ZMYND17	-0.883
PUS7	-1.28416666666667
TUBB6	-1.29325
KCNQ2	-1.3665
MARCH6	0.489083333333333
CCDC33	-0.1535
PRODH	-1.503
RBM11	4.0645
EPHA6	0.289125
SLC43A1	-0.44575
LOC196541	1.054
NTN1	-0.2145
ING4	0.58675
PCDHB10	1.70925
DPH2	-1.19033333333333
SPACA4	0.539
FBXL21	-5.0075
DIAPH1	-1.014
ZNF71	0.472
CEP76	-0.823
CORO1A	-1.78575
RRM2	-2.93875
EDG4	0.36975
OS9	-0.256833333333333
SLC4A1AP	-0.0365
COG5	-0.22175
COPS8	0.20975
NGLY1	-1.03625
NCBP2	-0.46675
C17orf42	-0.087
GPSM3	-0.42175
SIL1	-0.191166666666667
ASB6	-1.18725
SMAD5OS	0.155833333333333
UNC93A	-3.23725
A1BG	0.949333333333333
C21orf62	0.534
FMO5	-2.15891666666667
ATRIP	-0.265166666666667
CEBPG	-0.2025
C7orf38	0.969333333333333
TNFRSF1B	-0.443666666666667
CLEC1A	1.75983333333333
IQSEC1	0.384875
PATZ1	1.0099
RBM22	0.863125
BAG2	-1.299
PAQR5	-1.19433333333333
C9orf127	1.299
THNSL1	0.16075
SHROOM3	2.3478
JAM2	1.492
SNRPN	-1.19
ALX4	0.072
CACNA1S	0.426
FAM130A1	1.2285
CORIN	5.11
CD300LB	0.3925
PLEKHG6	0.3935
LRRC40	-0.41025
PCLKC	-0.83475
PCDHB16	1.3345
WNT2B	1.5545
ASNS	-1.56822222222222
MRPL49	-0.916
FLJ46111	-0.5945
ISG20	-0.26525
SMU1	0.532666666666667
CASZ1	-0.0325
POLR1D	-0.5065
GIN1	0.32625
SNAG1	1.123
ANKRD29	-0.2915
CDKN2AIP	0.37825
KRR1	0.2535
CXCL1	-4.2545
EPM2A	-0.6237
PC	0.312166666666667
DEFB127	-1.071
PDZRN4	3.25983333333333
FAH	0.582625
OR51E1	1.6545
CDC2L6	-0.324666666666667
DNTTIP1	-0.39225
PAX8	-0.54225
TMEM116	0.02
C1orf150	0.585
PRO2012	0.235
MRPL40	0.0138333333333333
BEX1	2.7132
SLC2A4	-1.12566666666667
PKMYT1	-1.8565
FEZF2	-1.3415
SLC26A9	-1.7515
MAP2	0.986666666666667
LYL1	-1.6925
SLC25A19	-1.39116666666667
NOS3	-1.187
ZNF34	0.735
TMPRSS11F	-1.193
FAM43A	-1.02975
FCRL4	0.5545
KLF14	0.2315
FLRT2	1.95116666666667
WRN	-1.50675
SDF2	1.0538
KRT8P12	-0.70925
C6orf195	0.442
C9orf125	-1.07466666666667
DZIP3	0.526125
RIT1	0.4615
SCML1	-0.642666666666667
RHBDF2	-0.167125
OR2G3	1.219
REXO1L1	-3.499
MAP3K7IP3	-0.415125
C3orf57	0.9575
FBXW11	-0.217666666666667
ETAA1	0.3715
C14orf131	-0.2921
AKT1S1	-1.05575
SLC12A5	-1.00875
C9orf164	1.16575
NRIP3	0.2875
NOS1AP	-1.3495
TMEM121	1.7545
SAP30BP	-0.2966
DGCR6	0.24
WDR76	-1.3165
FAM82B	-0.494583333333333
LOC606495	-0.644
MAP9	2.828
BCDIN3D	1.05825
CXorf36	3.16983333333333
DSCR3	-0.5145
ZFAND3	-0.299125
C7orf43	-0.156833333333333
SPSB3	-0.2112
C19orf19	-0.0195
FAM133A	0.235875
C12orf25	0.473
SLC39A3	-0.989375
DISP2	-0.708
PI4KAP2	-2.8495
MKRN3	-2.7755
ADAMTS13	-0.156375
CBLN3	0.1767
TTYH1	-1.643
C3orf18	1.45625
FLJ13236	-1.50775
ZMYND12	3.5805
C18orf25	0.531625
GLB1L3	-1.0735
ATP13A5	1.206
RANBP10	0.17825
CD96	-2.3362
DENND1C	-1.1735
RBMS3	1.4897
SLC41A3	0.173
DGCR6L	0.0515
TMEM128	0.951333333333333
CSNK1G3	0.912142857142857
MOBKL2C	0.750375
TSPAN6	1.195625
MATN2	-2.2379
MSL2L1	-0.601166666666667
ST6GALNAC2	0.371166666666667
FGFBP2	-0.821375
FGL1	-6.573
MPP3	-0.198833333333333
ARHGEF6	1.56816666666667
TGFBR2	0.786875
ACMSD	-0.2135
IL33	1.28825
C9orf5	-0.349
DEAF1	0.1987
AMN	-0.644
DEFA6	0.1565
RNF212	-1.62325
METT5D1	1.44666666666667
CIB1	-0.0865
TSSK1B	-0.07375
KIAA1727	0.93275
ZNF680	0.886416666666667
LOC399900	-2.0005
LOC152217	-0.83425
CTNNAL1	-2.0315
CIT	-2.022
TLE6	1.3575
ZNF607	-1.21225
HERC4	-0.382333333333333
DRAP1	0.3397
PEMT	-0.6405
C10orf111	-0.492
ZNF575	0.86925
KCTD7	-0.471
MYO1F	-0.055375
LOC285382	1.00325
RAB11A	0.8457
PLCD3	-0.60375
C15orf28	-0.145
PTBP2	-0.3135
CTB-1048E9.5	-0.429
C19orf60	-0.401166666666667
C7orf25	0.564833333333333
SETD7	0.903
HOXB9	-4.2395
VANGL1	-0.03025
CHAF1B	-1.66775
NDUFA3	0.6695
KIAA1328	0.583166666666667
SHARPIN	-0.448125
TTC23	-0.288
UGP2	0.32125
ANKIB1	0.00520000000000004
CIRBP	1.26757142857143
SEC14L4	-3.05766666666667
OVCH1	0.167666666666667
VPS52	-0.375
FAT	0.09225
M6PRBP1	-0.79575
GPRIN3	1.571
PPM1F	-1.23633333333333
TSR1	-1.6355
CCDC85A	5.51325
PCSK5	2.45275
ZFHX3	1.161
HEMK1	-0.827
PGBD2	0.4575
RSRC2	0.0376666666666667
AURKC	-1.509
SCRIB	-0.502625
ORM2	-4.874
FAM115A	-0.2872
FZD6	0.861875
UNC119	-0.272833333333333
GPX3	-1.8733
NOV	-0.341625
CABC1	-1.02525
CDC42SE2	-0.38625
EIF2S2	-0.6007
RNF130	0.76925
CKAP5	-0.9425
RP11-413M3.2	0.083125
C10orf18	0.7333
TMEM93	-0.97025
DYX1C1	2.61625
KCNMB2	-0.68925
ANK3	1.06733333333333
KRT5	-1.6634
CDH12	-1.344125
QRSL1	-0.524625
JUB	-0.74275
SHC4	4.3295
CCL15	1.4195
CCDC22	0.45625
SNX24	1.46875
RARS	-0.3465
MORC2	-0.17625
FAM48A	-0.1555
MT1H	0.1865
PPP1R14C	-2.99016666666667
FOXD1	-2.55207142857143
C1orf213	-1.68125
AMT	-1.3007
DSN1	-1.13125
PTPLAD2	2.724
DIS3L	-0.255
RASL11A	-0.41525
GPRC5B	-0.360375
FRMD7	1.668
STRN4	-0.09325
KITLG	2.71418181818182
HDGF	-1.34475
OR1S1	0.2465
SETX	-0.1709
DDR2	1.299125
KCTD12	2.32175
LYZL2	2.7245
WDR52	0.0675
TMEM2	1.421375
ZNF579	-0.337666666666667
LOC200810	-0.333
TNFSF9	-1.714875
PPFIA4	-2.86125
CNIH3	1.58516666666667
MAP4K4	-0.398928571428571
ROD1	0.268428571428571
ALS2CR12	-0.572833333333333
DOCK3	-1.47266666666667
PAQR9	-4.82825
ASB17	0.619333333333333
STX16	-1.33025
FEZ2	0.4375
DLAT	-1.03066666666667
KIF21B	-1.779
CDC5L	-0.4125
TMEM119	1.65283333333333
CRIP3	-1.8615
TPSD1	0.272333333333333
TEPP	-0.4625
GNGT2	0.921
C21orf121	0.9715
WNK1	-0.216916666666667
FLJ10490	-0.274
OR51B5	-2.1905
LOC203547	-0.558625
HAS1	-0.446
PPA1	-0.653833333333333
ST7	0.023875
C11orf46	1.5331
POPDC3	-0.100666666666667
ACOX2	1.85783333333333
ATCAY	-0.801
TM4SF19	-1.567
MFSD9	-0.504833333333333
PDHB	-0.00699999999999999
ERN1	-0.1075
LCE3C	0.0375
GPR111	-0.07
NOTCH3	1.29233333333333
ADAMTS5	2.276
B3GALT1	-0.87575
UGCGL1	-1.1765
FAM58A	1.39766666666667
FBXO32	1.4295
CLPP	-0.30825
NXPH1	-1.853
MTMR3	1.08633333333333
ATP1B3	-0.6125
TMEM16A	3.79375
HIST1H3F	0.0856666666666667
TRIM25	-1.0815
SDCBP2	2.5725
CRKL	-1.032
HOXB2	-0.00716666666666667
ANP32B	-1.225
GATM	3.0105
AP4E1	-0.07775
EDG5	0.37475
CDKN3	-1.97583333333333
CDH4	-2.77575
PGD	-1.32233333333333
RND1	0.2635
GAD1	-2.3809
MPG	-0.29925
LOC440350	-0.752
ZNF133	0.5145
SERPINB12	0.7265
AMELY	-0.3658
DHX36	-0.5355
TNFAIP8L2	2.98483333333333
PHTF2	0.0825555555555556
CCDC112	-0.0186666666666667
IQCC	-0.9025
HEYL	3.31483333333333
FTSJ2	-0.738333333333333
APPL1	0.163375
RAB43	0.266857142857143
OR10G2	0.864
WAC	0.08
ADCY9	-0.25925
RUNDC2B	-0.0651666666666667
PYCRL	-0.4584
AGPAT7	0.0518333333333333
SLC22A9	-1.0605
CDKAL1	-0.623
PDYN	-0.221833333333333
C20orf74	0.107
MTMR11	2.017
VAV3	2.72458333333333
DAPL1	4.4595
STXBP3	0.9865
EIF3G	-0.10325
ARHGAP22	-1.028
NPFFR1	-0.002
NPC1	-0.6585
ALDH9A1	0.682333333333333
ZNF600	0.130125
ZNF678	0.750333333333333
RASSF1	-0.695083333333333
ADD2	-2.58575
PITPNB	0.0055
PKD2L2	0.051375
LRP11	-0.107
CDKL1	0.08125
SMEK2	0.24225
PRODH2	-3.157
C11orf54	0.00233333333333334
SFRS11	-1.26266666666667
IL7	-0.0145
ALS2CR16	0.61525
BTG3	-1.0585
PAK2	-0.0912777777777777
RP11-679B17.1	-0.459
GATA4	-2.22516666666667
ATP2B1	-0.18725
LOC130940	3.2215
C1orf172	3.04233333333333
ATF7IP2	-1.127
SLC25A43	0.660166666666667
CENTG3	-0.5825
IGF2BP1	-4.1355
FCHSD1	0.469
CAMK2N2	-0.423166666666667
ELAVL3	-0.1137
NBPF15	-0.6245
UBE2J2	-0.54725
GNL2	-0.7635
PRR3	-0.4264
NLF2	0.01825
OR4F6	0.0655
KLHL24	0.722333333333333
CCDC88A	-1.3093
SGPP1	0.480666666666667
C10orf11	-0.570333333333333
SLC35B4	-1.48366666666667
UGT3A2	-1.8475
ARNT2	2.0355
CBR1	-1.796625
ITPR3	-0.643666666666667
TRAPPC6B	-0.1538
AMZ1	2.417
ARP11	2.39025
WDSUB1	0.747
APBA1	0.63
RAB2A	0.6597
C6orf162	-0.02875
HPSE2	0.217333333333333
PLCE1	-1.09875
INSL3	-0.07175
DLG1	0.0491
PTPLA	-1.31525
PIGX	0.015875
TFIP11	-0.138
FIBIN	3.8205
POLR2G	-0.65775
GRAP2	-2.8213
DNAJB8	0.35325
CNBP	0.202166666666667
WASF1	-1.17675
INPP5E	-1.2334
HSPB1	-0.3955625
TMEM167	-9.99999999999668e-05
CUBN	0.94725
IGF1	3.6251875
ITPK1	-0.0334
NAALAD2	-1.53875
G3BP1	-0.6571
NT5DC1	0.51575
CYP39A1	-0.03
TMEM139	-0.11175
POLK	0.1392
GLULD1	-1.207
RBM15	-1.27516666666667
AMZ2	0.10825
GDF15	-2.31633333333333
MESDC2	-0.1165
INCA	-0.149166666666667
ACY1L2	-3.1165
GZMM	-1.38683333333333
PAIP1	0.69675
CACNA2D1	0.71
STK32C	-0.560333333333333
SH3BP4	1.67166666666667
DEC1	-0.224
PADI1	-0.4375
UBB	-0.17
PON3	-2.77966666666667
PROP1	0.394
ANKRD13B	-0.4935
ADCK1	-0.59875
TCF25	-0.383583333333333
SLC38A5	-2.26
CXorf26	0.612166666666667
C19orf39	0.0035
PPP1R13B	-0.697
ARL2	-0.8255
TCL6	-0.0289166666666666
TOP3A	-1.186
SLC16A14	1.559125
FXYD6	1.61533333333333
HIST1H4E	-0.269
BBC3	-0.0939473684210527
UNC5A	0.2545
FAM86C	-0.4926
PI4KB	-0.289375
B3GAT1	-3.7725
SUSD2	0.444666666666667
OAZ2	-0.189833333333333
NOC4L	-0.5815
C10orf12	-0.61925
FADS1	-2.38883333333333
LOC144097	-0.9955
DKK2	2.4395
KIAA1949	0.39925
RHOT1	0.3501
OXT	1.64183333333333
GPR153	-0.303
ARL4A	-0.517
SAAL1	0.27475
CCDC64	-0.3525
USE1	-0.157166666666667
HNMT	0.702166666666667
PCGF3	-0.13225
CYP2C19	0.113
C20orf4	0.227
CCDC11	1.88875
ACSBG2	1.74675
RWDD2A	-0.019
PALLD	2.97125
CPLX4	-0.318
LOC492311	1.4405
KPNA2	-2.124
MACROD1	-1.008
TMCO3	-0.390833333333333
C15orf52	-1.71383333333333
