Hybridization REF	TCGA-A2-A0EO-01A-11R-A034-07
EPDR1	-1.6724
MUSK	-0.203833333333333
ZNF434	0.303
SMARCD1	-0.642166666666667
ZFP106	-0.1515
ZNF347	0.1329
GTF2E1	0.4295
RY1	-0.6845
ATAD2B	0.5835
ARHGAP17	-0.4789
KCNIP3	-0.7585
SFPQ	0.279875
GFRA4	0.548666666666667
AKR1B10	-4.259625
TIGD6	1.22083333333333
RGS16	2.40575
URB1	-0.6235
OR4C46	-0.186833333333333
TOP3B	-1.20025
NFATC4	1.0665
CA14	-4.026
BMPR1A	0.00899999999999999
SNRP70	-1.34975
PRL	0.0513333333333333
C6orf130	-0.76325
STAG2	0.39825
CD55	-0.519714285714286
RPS23	1.20733333333333
SSX2	-1.585
FDPSL2A	-0.68775
FBXO27	0.25125
SYNGR3	-1.4575
TMSL3	2.19275
EML1	-1.0365
NUP93	-1.503
SMAD3	-0.601
KIAA1189	0.431166666666667
HNRPUL2	0.602
TBC1D12	0.961666666666667
C16orf24	0.7085
MRVI1	3.0025
ZNF581	0.128666666666667
ELOVL3	-1.5065
OR51Q1	-0.424
CACNB3	0.738833333333333
GALNT13	-0.7615
C10orf84	1.65725
NEDD4	-0.4346
SPO11	0.218
OR5AU1	0.3905
NEK4	0.288642857142857
PRKAR2A	-0.727833333333333
IHPK1	0.330166666666667
ATP6V0B	-0.010875
CACNA1E	1.256
CEACAM8	0.128833333333333
PEX14	0.0095
FLJ12993	-0.5695
ZBTB38	0.816666666666667
PCTK2	0.374
LRRC16	0.1189
FBLIM1	0.870833333333333
FYCO1	1.16975
RP5-1022P6.2	-0.328333333333333
CMTM1	0.510166666666667
PLTP	0.639333333333333
RAPH1	0.818625
DOCK8	0.638375
EZH2	-2.0508
SLC25A1	-0.6585
PLEKHB1	-0.825
GRB7	1.7178
ZFP37	-0.761
MRPL33	-0.67975
PELO	-0.186
ARMC1	-0.276
C9orf27	-0.294
FLJ25778	0.437
C9orf37	-1.32433333333333
TMEM66	0.5045
SPRN	0.06125
HBEGF	0.89825
PI4KA	-0.9425
LEPRE1	-0.246
POU2AF1	-1.24075
MRPL12	-0.807833333333333
REP15	-0.0165
ZC3H3	-0.015
RASAL1	-1.17225
DDAH1	1.522125
ACBD5	0.422125
TMC2	0.5315
CCDC137	-1.01475
SAMD13	-0.0101666666666667
UGT2B15	1.49383333333333
TIPARP	0.6135
DNASE1L3	1.833
TRIM72	0.233833333333333
DBX2	2.7585
IPO8	0.40225
C21orf88	-1.236
MAP3K14	0.19
LOC51233	0.615166666666667
GGTLA4	-0.997
PDE6D	-0.21125
ZNF117	-1.01725
CLK2	-0.389125
NKRF	-0.6175
TNFSF15	2.2221
DUSP2	-0.432375
SECISBP2	-0.3341
GABRR2	-0.118
PPAP2C	1.699
LOC51145	0.297833333333333
PAG1	0.517125
PIK3C3	-0.0145
GNG10	-0.4025
APOL4	1.275
ANKRD28	-0.136
STMN3	-0.1848
RAB14	0.5972
CDK2AP2	-0.62375
HDDC3	0.267625
COMMD7	-0.036875
CXXC1	-0.1935
HMCN1	1.319
CD40	0.78225
DYNC1LI2	0.01125
GDI1	-0.07725
LOC646938	-0.55475
VSNL1	-0.8975
PIH1D1	-0.455666666666667
RAET1G	-1.568
KRTAP5-9	-0.3445
EFTUD2	-0.70775
ZNF311	-1.0995
ATP6V1G3	0.4505
OR2W3	-0.50725
SCN4A	0.57375
MED10	-1.18775
FAM135A	-0.2369
ARHGAP4	-1.1185
EHMT2	-1.054625
UFD1L	-0.70775
ERMP1	0.936
MAG1	-1.45066666666667
THAP8	-0.0881666666666667
HACE1	-0.9275
FAM82C	0.1225
C3orf20	0.242
UNC84A	-0.125
SCD5	-0.0119285714285714
LASS6	1.871125
LSG1	-0.01075
MAL	-4.639
GPR22	-0.3905
WDR5B	1.45
ACTRT1	-0.336
C17orf60	-0.0356666666666667
GRIN2C	0.0981
ARMC8	-0.68275
SLC47A1	-2.90116666666667
DMPK	-0.43575
DHRS13	-0.360333333333333
SMC1A	-0.8395
KRTAP17-1	1.47125
SMYD5	-1.06125
TUSC2	0.132625
CRHR2	0.132
KIR3DL2	0.1325
CCDC104	0.197
ATP2C1	0.215375
CROT	1.429
PABPC3	-0.2005
EGR1	0.5415
THSD1	0.807
KHK	-1.28025
SLC12A2	2.699125
CD58	-1.266
STOX2	0.199166666666667
CCDC76	-0.6066
CCDC48	3.39125
DNAH1	-0.588833333333333
ZIC4	-0.300857142857143
OR1G1	-1.3115
PSMC6	-0.630833333333333
PROKR1	0.298
ABCB1	0.644
TRAT1	-0.74075
LLGL1	-0.118
MTF1	1.43775
USP54	1.249875
PAGE2B	-1.55
ITGB7	-3.37325
CCDC81	0.08
LOC149837	-0.1105
SCUBE1	0.7015
ZSCAN10	1.1565
HUWE1	0.227928571428571
CDH17	2.1495
CD180	0.59875
IL17A	0.07
TMPO	-1.651125
KIAA1524	-1.58533333333333
HDGFRP3	0.199166666666667
OXCT1	-0.471272727272727
RRAS2	-0.514166666666667
LTBP2	3.82525
SV2B	2.45766666666667
CYP2A6	0.966
PKD1L2	-0.9448
PPM1M	0.538
FLJ22662	1.13683333333333
ZNF502	1.04175
GP6	-1.505
CRYBA2	-0.79425
LEF1	-1.5977
CTPS	-2.66742857142857
EYA1	-2.9465
EPS8L1	1.04975
MAPK14	-0.711666666666667
SERPINB2	-5.025125
GTF2F2	-0.112833333333333
ZNHIT4	-0.5645
PLA1A	0.27025
C20orf114	4.36025
HPR	-4.007
C18orf2	-3.55683333333333
SATB2	-1.16725
KCNJ9	0.294571428571429
MGC157906	0.189
MOCS3	-0.44575
C17orf71	-0.310666666666667
PPHLN1	-0.1417
HIST1H2BN	-0.043125
RAPGEF1	-0.043375
MAP3K8	0.23975
DLG4	0.1765
STC1	1.68275
CDGAP	1.94025
DDX26B	-0.612
LOC150223	-1.53575
CPSF3	-1.09333333333333
TMEM14A	-0.74125
MYH3	-2.43
GPKOW	0.07225
SULT1A1	-0.824833333333333
SPON1	4.6266
YY1AP1	0.242166666666667
RAB23	0.413
PLA2G4A	-3.24025
MAPRE3	-0.6335
ZNF516	1.05021428571429
GGPS1	0.56325
EXOC3L2	-0.2065
C19orf42	0.1403
MAP2K2	-0.440166666666667
HIST1H2BB	0.711
RNF19B	1.05933333333333
C6orf128	-0.409333333333333
TLR8	3.49725
PCDHA9	-0.119
CARS2	-0.112
CLUL1	1.93383333333333
RHAG	-4.1245
UNK	-0.268
EXOC8	0.6658
C9orf95	1.45075
C14orf143	-0.0653333333333334
MAML3	-0.017125
LDHA	-1.60575
MRPL20	0.399875
KLHDC6	0.260166666666667
ATP5S	-0.596333333333333
C8orf55	0.1825
PHF19	-2.290875
KRTAP13-4	-0.1525
TTC5	-0.024
XKR5	-0.25275
SILV	-4.65166666666667
TEX28	0.417
TCTN1	1.03675
CX40.1	0.0905
PPP2R5C	-0.168
C12orf30	-1.21816666666667
CAPG	1.669
MPZL1	0.7965
ARSB	-1.68433333333333
TDH	-3.72575
WASF4	1.79425
TSSK3	-0.296166666666667
7A5	1.1645
CRISPLD1	1.5235
MAD1L1	-0.545333333333333
SPIN4	0.310833333333333
AMPD1	1.87175
DPYSL5	-1.8205
INPP1	0.3875
ANKRD11	-0.773666666666667
NPAS4	-0.189125
GCET2	0.1537
RNASE9	-3.5025
GUCY2D	0.190166666666667
CCDC98	0.61025
FGF4	-0.818125
CPM	-0.843333333333333
SLC26A4	-1.15316666666667
PLD5	0.305
FAM59A	1.0499
FBXO5	-2.67822222222222
SIPA1L1	0.212375
DPYS	1.06975
ATG4D	-0.75475
TGM3	0.9845
MTCH1	-1.004375
HK1	0.309642857142857
CDC26	-0.13125
GALNT12	-2.65283333333333
LOC339229	-0.0615
MRPL35	-0.3455
ORC4L	-0.13325
TNKS	0.106571428571429
C2orf24	0.199
ZNF553	0.521
GGTLA1	3.3808
ZNF497	0.37825
CDY1B	-1.3705
SLC30A4	0.344875
TUB	-0.67025
ARHGEF18	0.58925
ARRB1	1.0765
KCNK1	2.931125
EREG	-2.36611111111111
SCAMP5	-0.277
RUNDC3B	2.71875
ADAMTS20	-0.11925
IL17RB	-0.13575
FLJ20323	-0.91325
MCAM	0.158375
POLR3E	-2.2315
AQR	0.531666666666667
IPMK	1.4655
CDCA7	-4.4695
CAMP	-0.0335
GRHL3	-1.203
ADAMTSL2	1.24333333333333
CLMN	1.81866666666667
SSTR3	0.353
MAGEA5	-2.31016666666667
OVOL2	4.472
JMJD1B	0.573
RBL2	0.0112
PYGO2	1.012
PPP1R10	0.332166666666667
CSE1L	-1.5245
LCA5	1.69175
RDH16	-0.8175
ASRGL1	-1.53725
TOM1	-0.108666666666667
PTX3	-4.53
TTC15	0.274
SCGB3A1	2.29483333333333
MRPL50	-1.33025
RCAN3	0.79375
SLC26A11	0.84525
STYX	-0.00166666666666666
CINP	-0.28875
MARCH7	-0.145
PFKM	-1.23966666666667
SGMS1	0.919
RIOK3	-0.289
C1orf110	-0.2235
CES7	-0.450625
LOC440248	-3.26675
PPP1R12C	-0.29575
C10orf27	0.7075
ATG9A	-0.6245
MRPS26	0.7275
TMEM40	0.23725
ELP3	-0.0119
ZNF787	0.3827
HIAT1	-0.052625
C8orf34	0.861333333333334
MGC4655	0.00949999999999999
PELI1	0.415833333333333
PPT1	0.5485
SLC35C2	-0.457833333333333
C6orf125	-1.492
MUC4	-1.80683333333333
RFC4	-2.86342857142857
GNB2	0.124666666666667
NUP50	-0.00785714285714287
SULT4A1	-1.5812
C7	3.8855
CCDC130	-0.042
ARRDC4	-0.1295
RQCD1	-1.353
GLYCTK	-1.47325
AYTL2	-0.488272727272727
MTUS1	1.7606
LEMD3	0.447666666666667
PLEKHF2	1.69
HOXA7	1.045625
GTF3C2	-1.713
DYNLRB2	4.22575
CNOT10	-0.85825
MR1	-0.316333333333333
FFAR1	0.14325
PRIC285	-0.109
SLITRK6	7.4655
LIX1	-1.7965
UBE1L2	-0.32575
F8	1.29
ACHE	0.311333333333333
KPNA5	-0.3385
TNFRSF12A	-0.565833333333333
EGR3	0.5835
SERPIND1	-3.46066666666667
OASL	1.0115
IFRD1	-2.462125
WDFY1	0.231666666666667
ZNF267	0.23525
ACCN5	0.575
ZBTB6	0.05725
PPP1R3A	1.122
PRRT3	1.7855
FBXL19	-0.7665
TXNIP	1.66714285714286
ACTN2	-1.0125
ATG9B	-0.464428571428571
C9orf117	-0.38
IL27	0.033
RPL36AL	0.174833333333333
KLK15	0.512
CHAD	1.6815
RAP2B	-0.0234
HEBP2	1.02925
ZNF342	1.031
CAMK2G	-0.309833333333333
TLR3	2.9665
FGF14	1.525
HMGB2	-1.07275
TRPM5	-0.0953333333333333
OR5M11	-0.057
KIF3B	0.880789473684211
PRICKLE2	1.80875
MTMR9	0.23025
C3orf27	0.33675
GLRA3	-2.074
NSDHL	-0.2185
TMEM32	0.199
POLR2D	-1.47891666666667
MYADML	0.5165
C9orf114	-0.88625
MRGPRX1	-0.028
TOPORS	0.6525
CLDN19	1.54375
C1QL4	0.2045
RNF165	-0.3145
DHRS9	-0.7215
DNAH2	-0.385333333333333
FXR1	-0.896333333333334
ZMYM3	-1.356
CASP3	0.169
FAM120C	-0.405
SCLY	-1.6485
CA7	0.3985
ENTPD5	0.0815
ZNF461	0.04825
PDIA5	-0.62775
C1orf19	-0.827
TMEM67	0.751
KCTD20	-0.7105
WDR47	0.7685
FLJ38723	4.709
KLRF1	0.039
TAS2R16	0.294
CLDN12	1.1735
PRKCE	0.33875
UBXD4	-1.25025
ITGAM	2.8945
GLT8D3	-0.035125
WDR31	0.8164
RGS2	2.58325
OR51L1	0.1665
MST1R	0.3415
KIAA1737	1.58375
OR4A5	0.973
GLIS1	-0.447666666666667
PTMA	0.0787142857142857
NAPA	-0.20825
PRDM11	-0.05725
LIPF	-0.429
DIRAS3	2.12725
ASGR2	-3.944
C1QTNF4	1.9955
PIK3R4	0.172333333333333
ARMC3	-0.102
NDUFV3	-1.09691666666667
BTBD3	-0.381166666666667
PPP1R2	0.210166666666667
UBE2NL	-0.94625
FOSL2	1.23314285714286
FAM119A	-1.804
TUBA4A	-0.5637
KRTAP12-1	0.13625
SFRS2	-1.27375
RHPN1	-0.2216
EEF2	-0.0678333333333333
ZDHHC11	-2.20466666666667
EPHA3	-1.8878
RBM12	0.06
H2AFJ	1.44008333333333
EDIL3	3.3795
KIF26A	-1.00875
SERGEF	0.555
B3GALT4	2.4375
LOC90925	1.2455
OSCAR	0.378375
NPFF	-1.093375
DEDD	0.538125
TMEM155	-0.3355
PTPN1	0.5325
SCYL2	0.341833333333333
SKAP1	1.50025
LEAP2	-2.7825
GADD45G	3.4055
IFITM3	1.397625
PILRB	-1.75683333333333
SLU7	0.1396875
DSC3	3.42575
DNMT3L	-1.274
PAPD5	0.4355
B3GNT3	-0.395666666666667
LHCGR	-1.0405
MSL-1	0.2465
UBE2S	-1.9455
SAP130	-0.5775
ANAPC11	0.22175
MAGED4B	-0.8195
ATP6V1B2	0.786333333333333
C14orf179	1.473625
CAPZA1	-0.308625
CDYL2	-0.550833333333333
GLRX3	-0.926666666666667
LOC136288	-0.87775
MOBKL1A	-0.137
HTR2B	3.22125
CRYGD	-0.278333333333333
NUS1	-1.05883333333333
PGRMC1	0.376
MYOM2	-0.8305
FLJ39653	-1.359
CHM	-0.0333
OR5M8	0.616
ZNF619	0.6105
FAM105A	1.40525
CCNL1	-1.325875
NAP1L3	0.74975
C10orf57	1.79983333333333
B3GALNT1	1.16483333333333
CSN1S2A	0.151
TCP10L	0.62175
GDAP2	-0.1255
DMKN	-0.701166666666667
COX6B1	-0.31675
DNASE2	0.500833333333333
MSH5	-2.5155
LGMN	-0.226375
USP31	0.6887
OR13C8	0.2925
SDCBP	0.3596
NUDT11	-1.1395
PYGL	-1.78216666666667
SNPH	-0.8825
B3GNT4	-0.942
MIZF	-0.2952
NUBPL	-0.098875
NOD1	0.278166666666667
CDH22	1.667375
NUBP1	0.493666666666667
DSCAM	-3.9705
DGKI	0.6525
FAM136A	-1.35375
AKAP1	0.318166666666667
SLC16A6	-0.2055
RIN3	0.449
PSG2	-0.06975
DIP2B	0.206166666666667
PSORS1C1	-0.6409
KIAA0495	-0.964
FLJ90709	-0.404833333333333
LPA	-0.473666666666667
PIGA	-0.5795
LY75	2.77366666666667
UTS2	-4.77366666666667
RREB1	0.012625
GALNACT-2	0.6192
MGC3196	-1.949
FLJ31568	-0.09325
LPHN1	-0.648375
SP1	0.845125
TOX4	0.609833333333333
HSPA9	-0.3609
APOBEC1	-1.6295
SLC35E4	-1.49125
LSM5	-1.2905
SURF1	0.3965
ZBTB1	0.20725
GTF2F1	-0.16775
RPS15A	0.07
DUSP21	-0.9595
GINS4	-3.98316666666667
MYO15A	-1.12833333333333
GIMAP7	3.587
MGC13379	1.16075
ATP6V1E2	-1.30266666666667
UTP3	-0.12675
HNRPA3	-0.52125
MT4	-0.2185
C14orf155	-0.10425
U1SNRNPBP	0.836
CKLF	-0.443833333333333
PLEKHN1	-0.124
MBNL1	0.318416666666667
NUP160	-1.24025
ACSM2A	-1.6415
LOC129881	0.8185
KIAA1529	-1.43425
FLJ22639	-1.8465
HAND1	-1.202
GSX1	0.036
FGA	-4.36653333333333
SERPINB1	-0.44175
ZNF642	0.32475
IGFBP1	-8.09325
SLC1A1	3.854625
DHX57	-0.446625
ZNF766	0.1505
PTPN21	0.7766
GDPD3	-0.7475
PNPLA5	-0.134
TBR1	0.54525
FAM116A	0.081
IQGAP1	0.878875
FOS	1.845375
ZNF226	0.096
FIGNL1	-0.371166666666667
C14orf1	-0.115333333333333
ZMYND17	-0.735
PUS7	-1.7825
TUBB6	-0.866875
KCNQ2	-1.42575
MARCH6	-0.130916666666667
CCDC33	0.1355
PRODH	-0.507
RBM11	1.51125
EPHA6	0.442285714285714
SLC43A1	-0.23075
LOC196541	0.503375
NTN1	1.23491666666667
ING4	0.48875
PCDHB10	1.53725
DPH2	-1.1765
SPACA4	-0.489
FBXL21	-3.177
DIAPH1	-0.5185
ZNF71	0.769
CEP76	-0.6715
CORO1A	-0.261
RRM2	-4.1265
EDG4	0.70075
OS9	0.298666666666667
SLC4A1AP	-0.44975
COG5	-0.28725
COPS8	-0.87475
NGLY1	-1.093
NCBP2	-0.571625
C17orf42	-0.5325
GPSM3	0.7275
SIL1	0.601666666666667
ASB6	-0.5075
SMAD5OS	-0.1245
UNC93A	-3.252
A1BG	-0.0993333333333333
C21orf62	0.25725
FMO5	0.583333333333333
ATRIP	0.194166666666667
CEBPG	-0.517
C7orf38	0.277333333333333
TNFRSF1B	1.14566666666667
CLEC1A	2.10316666666667
IQSEC1	-0.021125
PATZ1	1.4728
RBM22	2.133625
BAG2	-1.9275
PAQR5	-2.71
C9orf127	0.9097
THNSL1	-0.000750000000000015
SHROOM3	2.9767
JAM2	2.319
SNRPN	-2.666
ALX4	-0.43
CACNA1S	0.071
FAM130A1	0.89775
CORIN	4.1305
CD300LB	0.344
PLEKHG6	0.077
LRRC40	-0.6115
PCLKC	-1.59775
PCDHB16	1.71083333333333
WNT2B	0.554166666666667
ASNS	-2.75188888888889
MRPL49	-0.19375
FLJ46111	-0.4955
ISG20	-0.61975
SMU1	-0.433
CASZ1	1.057
POLR1D	-0.1645
GIN1	-0.40225
SNAG1	0.186166666666667
ANKRD29	-0.44525
CDKN2AIP	0.39425
KRR1	-0.1855
CXCL1	-2.87233333333333
EPM2A	-0.3298
PC	-0.759166666666667
DEFB127	0.8075
PDZRN4	1.80316666666667
FAH	-0.1655
OR51E1	0.8015
CDC2L6	0.499666666666667
DNTTIP1	-0.40225
PAX8	0.16475
TMEM116	0.2415
C1orf150	-1.3705
PRO2012	-0.37025
MRPL40	-0.186166666666667
BEX1	-3.8752
SLC2A4	-1.18566666666667
PKMYT1	-2.0655
FEZF2	0.3695
SLC26A9	-1.3665
MAP2	0.414333333333333
LYL1	-0.895
SLC25A19	-0.517666666666667
NOS3	0.3275
ZNF34	1.25116666666667
TMPRSS11F	-1.119
FAM43A	-0.113
FCRL4	0.984833333333333
KLF14	0.5295
FLRT2	0.731666666666667
WRN	-1.047
SDF2	0.6866
KRT8P12	-0.38875
C6orf195	-0.284
C9orf125	-0.458
DZIP3	0.437875
RIT1	0.06225
SCML1	-1.54333333333333
RHBDF2	0.19575
OR2G3	-0.0945
REXO1L1	-0.32
MAP3K7IP3	0.31375
C3orf57	-2.14375
FBXW11	-0.116
ETAA1	-0.6855
C14orf131	-0.1188
AKT1S1	-0.81625
SLC12A5	-1.25271428571429
C9orf164	0.1815
NRIP3	3.34475
NOS1AP	-0.35325
TMEM121	2.01525
SAP30BP	-0.1948
DGCR6	0.49675
WDR76	-1.70075
FAM82B	-0.403
LOC606495	-0.488
MAP9	3.01491666666667
BCDIN3D	1.22
CXorf36	3.923
DSCR3	-0.6131
ZFAND3	-0.52825
C7orf43	-0.237166666666667
SPSB3	0.7379
C19orf19	0.3405
FAM133A	-2.270375
C12orf25	0.4965
SLC39A3	-0.699625
DISP2	-0.51025
PI4KAP2	-2.3495
MKRN3	-2.72533333333333
ADAMTS13	-1.039125
CBLN3	0.2234
TTYH1	-0.0868333333333333
C3orf18	0.93275
FLJ13236	-2.242
ZMYND12	3.19475
C18orf25	0.505875
GLB1L3	-1.5325
ATP13A5	0.7485
RANBP10	-0.4045
CD96	-0.7466
DENND1C	0.21875
RBMS3	1.751
SLC41A3	1.19266666666667
DGCR6L	0.295
TMEM128	0.94
CSNK1G3	0.828142857142857
MOBKL2C	0.74725
TSPAN6	0.137625
MATN2	-0.0302
MSL2L1	0.356
ST6GALNAC2	0.724333333333333
FGFBP2	0.314125
FGL1	-5.832
MPP3	-1.54833333333333
ARHGEF6	1.9145
TGFBR2	0.82475
ACMSD	-0.24
IL33	4.2405
C9orf5	0.0381666666666667
DEAF1	0.5136
AMN	0.355
DEFA6	-0.170625
RNF212	-1.2665
METT5D1	0.530666666666667
CIB1	0.366
TSSK1B	0.36025
KIAA1727	2.426
ZNF680	0.0497499999999999
LOC399900	-1.4515
LOC152217	-0.214916666666667
CTNNAL1	-2.373
CIT	-2.06225
TLE6	0.54975
ZNF607	-0.78075
HERC4	-0.649833333333333
DRAP1	-0.2536
PEMT	-0.771
C10orf111	-0.048
ZNF575	1.514125
KCTD7	0.26225
MYO1F	0.566125
LOC285382	-0.4825
RAB11A	0.3047
PLCD3	-1.027
C15orf28	-0.204
PTBP2	-0.802875
CTB-1048E9.5	-0.42725
C19orf60	0.206333333333333
C7orf25	0.0838333333333333
SETD7	0.8475
HOXB9	-4.5655
VANGL1	-0.224
CHAF1B	-2.4575
NDUFA3	0.1415
KIAA1328	0.404166666666667
SHARPIN	-0.155
TTC23	-0.10075
UGP2	0.203583333333333
ANKIB1	0.5441
CIRBP	0.723428571428572
SEC14L4	-3.03866666666667
OVCH1	-0.0363333333333333
VPS52	-1.25075
FAT	1.10275
M6PRBP1	-0.207
GPRIN3	0.951
PPM1F	-0.2765
TSR1	-1.33075
CCDC85A	2.31075
PCSK5	2.952
ZFHX3	0.152
HEMK1	-0.6456
PGBD2	0.297
RSRC2	0.0713333333333333
AURKC	-1.28966666666667
SCRIB	0.176375
ORM2	-4.05966666666667
FAM115A	0.2846
FZD6	1.291125
UNC119	-0.585333333333333
GPX3	-0.7544
NOV	1.46525
CABC1	0.459875
CDC42SE2	-0.0601250000000001
EIF2S2	-1.0334
RNF130	1.03575
CKAP5	-0.932
RP11-413M3.2	0.896875
C10orf18	0.1848
TMEM93	-0.936
DYX1C1	1.606
KCNMB2	-1.800875
ANK3	1.92125
KRT5	1.5448
CDH12	-1.25375
QRSL1	-1.02175
JUB	0.1315
SHC4	-0.4685
CCL15	1.08516666666667
CCDC22	0.36875
SNX24	0.5865
RARS	-0.42375
MORC2	0.598875
FAM48A	-0.68475
MT1H	-0.0755
PPP1R14C	-0.919833333333333
FOXD1	-2.51921428571429
C1orf213	-2.322
AMT	-2.1705
DSN1	-1.68875
PTPLAD2	1.866
DIS3L	-0.453
RASL11A	2.1875
GPRC5B	0.28575
FRMD7	-0.7215
STRN4	-0.20775
KITLG	2.10563636363636
HDGF	-0.04725
OR1S1	-0.136
SETX	0.1107
DDR2	1.180375
KCTD12	2.37075
LYZL2	-0.8175
WDR52	-0.418
TMEM2	1.44875
ZNF579	0.909166666666667
LOC200810	0.0185
TNFSF9	-2.552
PPFIA4	-3.89675
CNIH3	1.56333333333333
MAP4K4	-1.20121428571429
ROD1	0.235785714285714
ALS2CR12	-2.2385
DOCK3	-2.16416666666667
PAQR9	-4.456
ASB17	1.0745
STX16	-1.381375
FEZ2	-0.230666666666667
DLAT	-0.3155
KIF21B	-1.67433333333333
CDC5L	-0.8465
TMEM119	2.28883333333333
CRIP3	-2.30625
TPSD1	0.164333333333333
TEPP	0.21575
GNGT2	1.60575
C21orf121	-0.83975
WNK1	0.024
FLJ10490	0.627
OR51B5	-1.9425
LOC203547	-0.755
HAS1	-1.1225
PPA1	-0.412333333333333
ST7	-0.0585
C11orf46	0.581
POPDC3	-4.792
ACOX2	0.531666666666667
ATCAY	-0.35475
TM4SF19	-1.2325
MFSD9	-0.722666666666667
PDHB	-0.68225
ERN1	-0.491
LCE3C	-0.5125
GPR111	0.8235
NOTCH3	2.15716666666667
ADAMTS5	3.35875
B3GALT1	-0.9645
UGCGL1	-0.6235
FAM58A	0.4685
FBXO32	3.44725
CLPP	-0.24575
NXPH1	0.5045
MTMR3	0.9645
ATP1B3	-0.1895
TMEM16A	4.26675
HIST1H3F	1.03083333333333
TRIM25	-0.761166666666667
SDCBP2	0.88
CRKL	-1.036125
HOXB2	0.942333333333333
ANP32B	-0.569
GATM	2.143
AP4E1	-0.3855
EDG5	0.00925
CDKN3	-2.48483333333333
CDH4	-2.277
PGD	-1.44883333333333
RND1	0.9615
GAD1	-1.9426
MPG	0.2935
LOC440350	-1.053
ZNF133	0.40075
SERPINB12	0.091
AMELY	-0.608666666666667
DHX36	-0.983
TNFAIP8L2	3.39366666666667
PHTF2	0.563555555555555
CCDC112	-0.649333333333333
IQCC	-0.78425
HEYL	3.53033333333333
FTSJ2	-0.687
APPL1	1.0635
RAB43	0.146071428571429
OR10G2	-1.268
WAC	0.659
ADCY9	0.213875
RUNDC2B	0.380333333333333
PYCRL	0.8195
AGPAT7	-0.737666666666667
SLC22A9	-2.2555
CDKAL1	-0.681
PDYN	-0.256833333333333
C20orf74	1.185
MTMR11	0.979
VAV3	4.05816666666667
DAPL1	0.13025
STXBP3	0.36475
EIF3G	-0.1725
ARHGAP22	0.63375
NPFFR1	0.036
NPC1	-0.288333333333333
ALDH9A1	1.122
ZNF600	-0.1995
ZNF678	-0.454333333333333
RASSF1	-0.0990833333333333
ADD2	-3.20975
PITPNB	0.244
PKD2L2	-0.147571428571429
LRP11	-1.02375
CDKL1	0.45125
SMEK2	0.071
PRODH2	-3.1835
C11orf54	0.357833333333333
SFRS11	-0.604833333333333
IL7	1.65933333333333
ALS2CR16	0.84425
BTG3	-0.200833333333333
PAK2	0.242111111111111
RP11-679B17.1	-0.4955
GATA4	-1.7815
ATP2B1	0.249
LOC130940	0.5905
C1orf172	2.75166666666667
ATF7IP2	-2.59725
SLC25A43	-1.11366666666667
CENTG3	0.170166666666667
IGF2BP1	-4.0589
FCHSD1	0.0925
CAMK2N2	1.04083333333333
ELAVL3	-0.354777777777778
NBPF15	-0.401333333333333
UBE2J2	-0.555916666666667
GNL2	-0.857
PRR3	-0.6391
NLF2	1.248
OR4F6	0.5995
KLHL24	1.578
CCDC88A	-1.3629
SGPP1	-0.5885
C10orf11	-0.1575
SLC35B4	-1.20866666666667
UGT3A2	-1.128
ARNT2	0.06
CBR1	-1.145625
ITPR3	-1.165
TRAPPC6B	-0.6262
AMZ1	1.191
ARP11	0.84475
WDSUB1	-0.79275
APBA1	0.783
RAB2A	0.6879
C6orf162	-0.20825
HPSE2	0.605
PLCE1	1.786
INSL3	0.131
DLG1	-0.3183
PTPLA	-3.70575
PIGX	-0.432
TFIP11	0.493166666666667
FIBIN	3.8955
POLR2G	-0.11925
GRAP2	-1.5594
DNAJB8	0.97375
CNBP	0.384666666666667
WASF1	-1.09525
INPP5E	-1.4851
HSPB1	0.337375
TMEM167	-0.306
CUBN	-0.01375
IGF1	4.41925
ITPK1	-0.00780000000000001
NAALAD2	-1.73875
G3BP1	0.4358
NT5DC1	0.19425
CYP39A1	0.371
TMEM139	1.38775
POLK	-0.0134
GLULD1	-1.4235
RBM15	-1.51583333333333
AMZ2	0.10625
GDF15	-2.45566666666667
MESDC2	-0.27675
INCA	0.101166666666667
ACY1L2	-1.1625
GZMM	-0.206166666666667
PAIP1	0.6585
CACNA2D1	0.712
STK32C	-0.162833333333333
SH3BP4	0.952833333333333
DEC1	0.4855
PADI1	-0.864
UBB	-0.3394
PON3	-1.691
PROP1	0.568
ANKRD13B	0.038
ADCK1	-0.639
TCF25	-0.255833333333333
SLC38A5	-2.03325
CXorf26	0.147166666666667
C19orf39	-0.40975
PPP1R13B	0.83225
ARL2	-0.7935
TCL6	-0.2395
TOP3A	-1.089
SLC16A14	0.943375
FXYD6	2.45483333333333
HIST1H4E	-0.0215
BBC3	0.883684210526316
UNC5A	0.246
FAM86C	-0.3131
PI4KB	0.330625
B3GAT1	-3.7925
SUSD2	1.54616666666667
OAZ2	-0.137166666666667
NOC4L	-0.52375
C10orf12	-0.267
FADS1	-2.79716666666667
LOC144097	-1.0195
DKK2	0.5865
KIAA1949	0.12125
RHOT1	-0.0283
OXT	1.189
GPR153	1.1455
ARL4A	-0.00266666666666668
SAAL1	-1.28275
CCDC64	-0.928
USE1	-0.429666666666667
HNMT	0.655833333333333
PCGF3	-0.0393125
CYP2C19	-0.0235
C20orf4	0.402
CCDC11	1.06575
