Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
GTF2E1	-0.01075
RY1	-0.787666666666667
ATAD2B	0.26325
ARHGAP17	-0.3069
KCNIP3	-0.19425
SFPQ	-0.13175
GFRA4	0.915333333333333
AKR1B10	-3.737875
TIGD6	0.911333333333333
RGS16	1.344375
URB1	-0.1865
OR4C46	0.1545
TOP3B	-1.037
NFATC4	1.637
CA14	-3.286
BMPR1A	0.221833333333333
SNRP70	-0.85275
PRL	0.27025
C6orf130	-0.3615
STAG2	-0.042
CD55	-1.26028571428571
RPS23	0.959666666666667
SSX2	-0.811333333333333
FDPSL2A	-0.79975
FBXO27	1.237125
SYNGR3	-1.24633333333333
TMSL3	1.1175
EML1	-1.436
NUP93	-0.438833333333333
SMAD3	-0.7364
KIAA1189	0.1545
HNRPUL2	0.749166666666667
TBC1D12	0.392166666666667
C16orf24	1.1345
MRVI1	2.53316666666667
ZNF581	0.00866666666666667
ELOVL3	-0.7675
OR51Q1	-0.05275
CACNB3	1.2145
GALNT13	-1.984
C10orf84	0.7586875
NEDD4	-0.4265
SPO11	-0.324
OR5AU1	0.072
NEK4	-0.204428571428571
PRKAR2A	-0.6475
IHPK1	-0.108166666666667
ATP6V0B	0.086
CACNA1E	2.476
CEACAM8	-0.293833333333333
PEX14	-0.0615
FLJ12993	1.765
ZBTB38	0.06475
PCTK2	0.151166666666667
LRRC16	1.0989
FBLIM1	1.44783333333333
FYCO1	1.2175
RP5-1022P6.2	-0.0124166666666667
CMTM1	0.625333333333333
PLTP	0.356666666666667
RAPH1	0.439375
DOCK8	1.50925
EZH2	-2.10486666666667
SLC25A1	-0.548333333333333
PLEKHB1	0.7982
GRB7	1.0878
ZFP37	0.0305
MRPL33	-0.6105
PELO	-0.20425
ARMC1	-0.0375454545454545
C9orf27	-0.068
FLJ25778	0.1045
C9orf37	-1.39
TMEM66	-0.076
SPRN	0.634375
HBEGF	-0.400125
PI4KA	-0.9655
LEPRE1	-0.2755
POU2AF1	-1.800875
MRPL12	0.219833333333333
REP15	-0.033
ZC3H3	0.45125
RASAL1	0.30825
DDAH1	0.526875
ACBD5	-0.055375
TMC2	-0.628
CCDC137	-0.59575
SAMD13	0.6775
UGT2B15	-3.57666666666667
TIPARP	0.00625
DNASE1L3	2.1605
TRIM72	0.551
DBX2	1.3815
IPO8	-0.0695
C21orf88	-0.6432
MAP3K14	0.436
LOC51233	0.373333333333333
GGTLA4	0.05325
PDE6D	-0.11175
ZNF117	-0.4125
CLK2	-1.256625
NKRF	-0.32075
TNFSF15	0.2929
DUSP2	-0.3005
SECISBP2	-0.4113
GABRR2	1.0145
PPAP2C	1.854
LOC51145	-0.162833333333333
PAG1	-0.13425
PIK3C3	-0.13125
GNG10	-0.465
APOL4	0.927333333333333
ANKRD28	-1.17625
STMN3	0.3527
RAB14	0.9192
CDK2AP2	-0.0485
HDDC3	-0.00212500000000002
COMMD7	0.25725
CXXC1	-0.7235
HMCN1	0.0995
CD40	1.28225
DYNC1LI2	0.375125
GDI1	0.23325
LOC646938	-0.27025
VSNL1	0.4725
PIH1D1	-0.131833333333333
RAET1G	0.2335
KRTAP5-9	-0.163
EFTUD2	-0.1685
ZNF311	-0.515333333333333
ATP6V1G3	0.01275
OR2W3	-0.61225
SCN4A	0.0575
MED10	-1.260625
FAM135A	-0.4545
ARHGAP4	0.07975
EHMT2	-0.552125
UFD1L	-0.36825
ERMP1	-0.24975
MAG1	-1.3265
THAP8	0.905
HACE1	-0.479
FAM82C	-0.227333333333333
C3orf20	0.5245
UNC84A	-0.882
SCD5	0.4585
LASS6	1.8645
LSG1	0.488583333333333
MAL	-4.582
GPR22	0.0265
WDR5B	1.0555
ACTRT1	0.892
C17orf60	-0.111666666666667
GRIN2C	0.8285
ARMC8	-0.474333333333333
SLC47A1	-1.66266666666667
DMPK	-0.089
DHRS13	-0.4995
SMC1A	-0.736166666666667
KRTAP17-1	0.59875
SMYD5	-0.7095
TUSC2	0.344625
CRHR2	0.235
KIR3DL2	0.337
CCDC104	0.5345
ATP2C1	0.459
CROT	0.1995
PABPC3	-0.218666666666667
EGR1	0.953166666666667
THSD1	1.12275
KHK	-1.5555
SLC12A2	1.1044375
CD58	-0.78725
STOX2	0.4015
CCDC76	-0.8832
CCDC48	3.876
DNAH1	-0.434333333333333
ZIC4	-0.486
OR1G1	1.087
PSMC6	-0.378833333333333
PROKR1	0.2385
ABCB1	1.43775
TRAT1	-1.097
LLGL1	0.367
MTF1	0.67275
USP54	0.661375
PAGE2B	-1.371
ITGB7	-3.17275
CCDC81	0.045
LOC149837	0.328
SCUBE1	-0.2285
ZSCAN10	1.829
HUWE1	-0.3115
CDH17	0.639
CD180	0.51025
IL17A	0.201
TMPO	-1.168
KIAA1524	-1.15816666666667
HDGFRP3	0.114833333333333
OXCT1	-1.177
RRAS2	-0.897333333333333
LTBP2	3.6968125
SV2B	2.08516666666667
CYP2A6	1.54125
PKD1L2	-1.33266666666667
PPM1M	0.265
FLJ22662	1.92066666666667
ZNF502	2.34775
GP6	-1.475
CRYBA2	-0.1065
LEF1	-1.6778
CTPS	-1.99171428571429
EYA1	-2.5075
EPS8L1	1.00375
MAPK14	-0.430166666666667
SERPINB2	-4.909625
GTF2F2	-0.0715
ZNHIT4	-0.079
PLA1A	0.855625
C20orf114	4.07775
HPR	-4.1645
C18orf2	-2.67316666666667
SATB2	-1.59625
KCNJ9	0.238625
MGC157906	0.7405
MOCS3	0.19025
C17orf71	-0.330333333333333
PPHLN1	-0.1123
HIST1H2BN	0.450875
RAPGEF1	-0.19
MAP3K8	-0.741
DLG4	0.443166666666667
STC1	-0.455166666666667
CDGAP	1.53675
DDX26B	-0.531
LOC150223	-1.1695
CPSF3	-0.759
TMEM14A	0.239
MYH3	-1.72325
GPKOW	-0.1275
SULT1A1	0.531666666666667
SPON1	4.7123
YY1AP1	-0.206333333333333
RAB23	0.0255
PLA2G4A	-2.97875
MAPRE3	0.00775000000000001
ZNF516	0.962285714285714
GGPS1	0.32
EXOC3L2	-0.037125
C19orf42	0.354
MAP2K2	-0.239833333333333
HIST1H2BB	0.6905
RNF19B	0.811666666666667
C6orf128	0.696
TLR8	1.6215
PCDHA9	0.214
CARS2	0.107125
CLUL1	1.94116666666667
RHAG	-3.95
UNK	-0.1445
EXOC8	0.4876
C9orf95	0.52875
C14orf143	0.0748333333333333
MAML3	-0.151375
LDHA	-2.24825
MRPL20	0.152
KLHDC6	0.255333333333333
ATP5S	0.191333333333333
C8orf55	0.711
PHF19	-2.19725
KRTAP13-4	-0.004
TTC5	-0.21875
XKR5	-0.48625
SILV	-4.23816666666667
TEX28	0.2005
TCTN1	1.5
CX40.1	0.36025
PPP2R5C	-0.542375
C12orf30	-1.44766666666667
CAPG	2.5665
MPZL1	0.96035
ARSB	-1.19983333333333
TDH	-1.404
WASF4	1.0945
TSSK3	-1.54483333333333
7A5	1.203
CRISPLD1	3.360375
MAD1L1	-0.722666666666667
SPIN4	-1.00066666666667
AMPD1	-0.86675
DPYSL5	0.74
INPP1	0.4635
ANKRD11	-0.591722222222222
NPAS4	-0.213
GCET2	0.2082
RNASE9	0.377
GUCY2D	0.503666666666667
CCDC98	-0.62025
FGF4	-0.65225
CPM	-1.82316666666667
SLC26A4	-1.5045
PLD5	0.2785
FAM59A	0.2827
FBXO5	-2.54822222222222
SIPA1L1	0.15125
DPYS	0.52125
ATG4D	0.534
TGM3	1.586
MTCH1	-0.318
HK1	0.335285714285714
CDC26	0.177
GALNT12	-3.5615
LOC339229	0.5645
MRPL35	-0.279
ORC4L	-0.129625
TNKS	-0.488357142857143
C2orf24	0.297166666666667
ZNF553	0.686833333333333
GGTLA1	3.3231
ZNF497	0.308
CDY1B	0.38725
SLC30A4	0.085
TUB	-0.49975
ARHGEF18	-0.33825
ARRB1	1.29
KCNK1	0.93825
EREG	-1.2344
SCAMP5	1.058
RUNDC3B	1.828
ADAMTS20	-0.254
IL17RB	-1.498125
FLJ20323	-1.07725
MCAM	0.428875
POLR3E	-2.23933333333333
AQR	-0.0473333333333333
IPMK	0.38
CDCA7	-4.021125
CAMP	3.333
GRHL3	-0.15725
ADAMTSL2	1.106
CLMN	1.59233333333333
SSTR3	0.171
MAGEA5	-2.5755
OVOL2	3.802
JMJD1B	0.0325
RBL2	0.1404
PYGO2	0.52625
PPP1R10	0.171833333333333
CSE1L	-0.785333333333333
LCA5	2.13025
RDH16	0.9885
ASRGL1	-2.040625
TOM1	-0.109166666666667
PTX3	-4.93775
TTC15	0.3125
SCGB3A1	2.71466666666667
MRPL50	-0.715
RCAN3	0.6835
SLC26A11	0.61325
STYX	-0.374333333333333
CINP	-0.493
MARCH7	-0.9255
PFKM	-0.432833333333333
SGMS1	0.898
RIOK3	-0.447
C1orf110	0.5905
CES7	-0.013875
LOC440248	-2.68925
PPP1R12C	-0.6265
C10orf27	0.5675
ATG9A	-0.4615
MRPS26	0.994625
TMEM40	2.33025
ELP3	-0.7632
ZNF787	0.6729
HIAT1	-0.2765
C8orf34	1.78566666666667
MGC4655	-0.0423
PELI1	1.06816666666667
PPT1	-0.1002
SLC35C2	0.139
C6orf125	0.11675
MUC4	0.272333333333333
RFC4	-1.78414285714286
GNB2	-0.1945
NUP50	-0.218357142857143
SULT4A1	-1.31216666666667
C7	0.531875
CCDC130	-0.130666666666667
ARRDC4	-0.5025
RQCD1	-1.01975
GLYCTK	-1.0055
AYTL2	-1.04109090909091
MTUS1	0.8129
LEMD3	0.281
PLEKHF2	1.96525
HOXA7	1.247375
GTF3C2	-1.3755
DYNLRB2	3.39875
CNOT10	-0.56175
MR1	0.4235
FFAR1	0.00375000000000001
PRIC285	0.31525
SLITRK6	4.81975
LIX1	-1.7052
UBE1L2	-0.950666666666667
F8	0.945875
ACHE	0.348166666666667
KPNA5	-0.2565
TNFRSF12A	-0.8615
EGR3	0.6945
SERPIND1	-3.2165
OASL	3.91175
IFRD1	-1.482375
WDFY1	0.00816666666666667
ZNF267	-0.439625
ACCN5	0.97
ZBTB6	-0.59775
PPP1R3A	-0.0675
PRRT3	1.2625
FBXL19	-0.6495
TXNIP	0.0588571428571429
ACTN2	-1.17375
ATG9B	-0.2775
C9orf117	1.12975
IL27	-0.115
RPL36AL	0.399666666666667
KLK15	-0.05625
CHAD	2.7535
RAP2B	0.1523
HEBP2	0.9525
ZNF342	0.043
CAMK2G	-0.429166666666667
TLR3	1.7855
FGF14	1.563
HMGB2	-1.898625
TRPM5	0.0455
OR5M11	-0.282
KIF3B	0.484684210526316
PRICKLE2	1.4415
MTMR9	-0.19125
C3orf27	-0.00549999999999998
GLRA3	-1.593
NSDHL	-0.215333333333333
TMEM32	0.02275
POLR2D	-1.13933333333333
MYADML	-0.1425
C9orf114	-0.6335
MRGPRX1	-0.315
TOPORS	0.6085
CLDN19	2.95175
C1QL4	0.035
RNF165	0.286
DHRS9	-0.824
DNAH2	0.258666666666667
FXR1	-0.399166666666667
ZMYM3	-1.258875
CASP3	-0.0176666666666667
FAM120C	0.2615
SCLY	-1.32625
CA7	0.3375
ENTPD5	-0.0628333333333333
ZNF461	-0.27875
PDIA5	-0.4405
C1orf19	-0.798166666666667
TMEM67	0.25275
KCTD20	-0.44075
WDR47	0.3205
FLJ38723	3.4965
KLRF1	0.184333333333333
TAS2R16	0.6965
CLDN12	-0.198
PRKCE	0.14325
UBXD4	-1.08525
ITGAM	1.688
GLT8D3	-0.043
WDR31	0.752
RGS2	1.5315
OR51L1	0.269
MST1R	0.23225
KIAA1737	0.56525
OR4A5	-0.3285
GLIS1	-0.2835
PTMA	0.295642857142857
NAPA	0.6035
PRDM11	-0.48625
LIPF	0.4825
DIRAS3	2.40775
ASGR2	-3.67175
C1QTNF4	2.73175
PIK3R4	0.073
ARMC3	1.04075
NDUFV3	-0.08475
BTBD3	-0.071
PPP1R2	0.618166666666667
UBE2NL	-0.46575
FOSL2	0.415071428571429
FAM119A	-1.3705
TUBA4A	-0.7034
KRTAP12-1	0.2675
SFRS2	-0.7545
RHPN1	0.5053
EEF2	-0.624333333333333
ZDHHC11	-0.785833333333333
EPHA3	-1.9233
RBM12	0.223
H2AFJ	3.5505
EDIL3	0.8715
KIF26A	-1.65125
SERGEF	0.5695
B3GALT4	2.59575
LOC90925	0.5225
OSCAR	0.12125
NPFF	-0.466375
DEDD	0.14225
TMEM155	-0.8625
PTPN1	1.19275
SCYL2	0.314833333333333
SKAP1	2.281
LEAP2	-3.23066666666667
GADD45G	1.8924
IFITM3	1.934
PILRB	-2.51233333333333
SLU7	0.4055
DSC3	1.99175
DNMT3L	-1.2835
PAPD5	0.205375
B3GNT3	0.442
LHCGR	0.197
MSL-1	0.17
UBE2S	-1.70375
SAP130	-0.3955
ANAPC11	0.455
MAGED4B	-0.876
ATP6V1B2	-0.0686666666666667
C14orf179	1.287875
CAPZA1	-0.642625
CDYL2	-0.233333333333333
GLRX3	-0.957166666666667
LOC136288	-1.022
MOBKL1A	-0.3775
HTR2B	2.722
CRYGD	-0.264333333333333
NUS1	-1.40816666666667
PGRMC1	0.1225
MYOM2	-0.157
FLJ39653	-2.30916666666667
CHM	-0.4218
OR5M8	0.05
ZNF619	-0.074
FAM105A	1.6445
CCNL1	-1.4835
NAP1L3	0.9625
C10orf57	1.39083333333333
B3GALNT1	1.00166666666667
CSN1S2A	-0.687
TCP10L	1.52225
GDAP2	-0.15625
DMKN	0.767833333333333
COX6B1	0.68175
DNASE2	0.831
MSH5	-2.064
LGMN	0.0800000000000001
USP31	0.373
OR13C8	0.3355
SDCBP	-0.3432
NUDT11	-1.02216666666667
PYGL	-0.331
SNPH	-0.0305
B3GNT4	-1.4165
MIZF	-0.6306
NUBPL	-0.0355
NOD1	-0.026
CDH22	0.6625
NUBP1	0.380166666666667
DSCAM	-3.624
DGKI	2.058
FAM136A	-0.689
AKAP1	0.6795
SLC16A6	-0.47125
RIN3	0.409
PSG2	-0.4765
DIP2B	0.246166666666667
PSORS1C1	-0.069
KIAA0495	-0.8375
FLJ90709	-0.0798333333333333
LPA	-0.430333333333333
PIGA	-0.364
LY75	3.49466666666667
UTS2	-5.66733333333333
RREB1	-0.520625
GALNACT-2	-0.0633
MGC3196	0.0675
FLJ31568	0.74025
LPHN1	0.058
SP1	0.951125
TOX4	0.667333333333333
HSPA9	0.1154
APOBEC1	0.671
SLC35E4	-1.6925
LSM5	-1.3005
SURF1	1.08525
ZBTB1	0.28925
GTF2F1	-0.125125
RPS15A	0.189071428571429
DUSP21	-0.577833333333333
GINS4	-2.81
MYO15A	1.02033333333333
GIMAP7	3.69025
MGC13379	1.08525
ATP6V1E2	0.138833333333333
UTP3	-0.3155
HNRPA3	-0.70075
MT4	0.324
C14orf155	0.01825
U1SNRNPBP	0.87825
CKLF	-0.211166666666667
PLEKHN1	-0.393333333333333
MBNL1	-0.0235833333333333
NUP160	-1.621
ACSM2A	-1.58725
LOC129881	0.24375
KIAA1529	-0.48025
FLJ22639	-2.3625
HAND1	-1.405
GSX1	0.3035
FGA	-3.79793333333333
SERPINB1	0.66225
ZNF642	0.2855
IGFBP1	-8.1765
SLC1A1	0.98875
DHX57	-0.119875
ZNF766	-0.0005
PTPN21	0.1401
GDPD3	-1.36466666666667
PNPLA5	0.2035
TBR1	0.245333333333333
FAM116A	0.106
IQGAP1	0.625875
FOS	0.199875
ZNF226	-0.263125
FIGNL1	-1.115
C14orf1	-0.0803333333333333
ZMYND17	0.053
PUS7	-1.739
TUBB6	-0.832875
KCNQ2	-1.35275
MARCH6	-0.277583333333333
CCDC33	0.5845
PRODH	0.604
RBM11	1.413
EPHA6	0.7915
SLC43A1	-0.064
LOC196541	0.65475
NTN1	1.44216666666667
ING4	0.7815
PCDHB10	0.85725
DPH2	-0.788833333333333
SPACA4	0.0875
FBXL21	-3.4205
DIAPH1	-0.414666666666667
ZNF71	0.579333333333333
CEP76	-0.7235
CORO1A	-0.469
RRM2	-2.525125
EDG4	0.8755
OS9	0.2965
SLC4A1AP	-0.63825
COG5	-1.0195
COPS8	-0.4265
NGLY1	-1.1715
NCBP2	0.468625
C17orf42	-0.225166666666667
GPSM3	1.395625
SIL1	1.24416666666667
ASB6	-0.00725
SMAD5OS	0.493
UNC93A	-2.96425
A1BG	-0.272833333333333
C21orf62	0.41125
FMO5	-1.39
ATRIP	-0.155333333333333
CEBPG	0.206833333333333
C7orf38	0.0481666666666667
TNFRSF1B	0.828666666666667
CLEC1A	1.0745
IQSEC1	0.07675
PATZ1	0.7669
RBM22	1.789125
BAG2	-3.2165
PAQR5	-1.4655
C9orf127	0.6902
THNSL1	0.1495
SHROOM3	2.0604
JAM2	1.4435
SNRPN	-2.70375
ALX4	-0.0675
CACNA1S	0.193
FAM130A1	0.67
CORIN	1.7235
CD300LB	0.4375
PLEKHG6	0.1005
LRRC40	-0.94375
PCLKC	-1.18425
PCDHB16	1.35833333333333
WNT2B	0.535166666666667
ASNS	-1.05244444444444
MRPL49	-0.0298571428571428
FLJ46111	-0.399
ISG20	1.342
SMU1	-0.426166666666667
CASZ1	0.322
POLR1D	-0.0780833333333334
GIN1	0.077
SNAG1	0.100333333333333
ANKRD29	0.1425
CDKN2AIP	-0.21275
KRR1	0.09375
CXCL1	-2.095
EPM2A	-0.4701
PC	0.114666666666667
DEFB127	0.9895
PDZRN4	0.832333333333333
FAH	0.68575
OR51E1	2.632
CDC2L6	-0.282166666666667
DNTTIP1	0.0315
PAX8	-0.4845
TMEM116	0.5125
C1orf150	0.543
PRO2012	0.0035
MRPL40	-0.241333333333333
BEX1	-1.0408
SLC2A4	-0.564666666666667
PKMYT1	-1.9415
FEZF2	0.1985
SLC26A9	-1.54225
MAP2	0.447916666666667
LYL1	-1.0725
SLC25A19	-0.578666666666667
NOS3	0.054
ZNF34	1.1135
TMPRSS11F	-0.6745
FAM43A	0.207
FCRL4	0.204666666666667
KLF14	0.34525
FLRT2	0.336666666666667
WRN	-1.27225
SDF2	0.9145
KRT8P12	-0.183
C6orf195	0.4015
C9orf125	-1.46266666666667
DZIP3	-0.30725
RIT1	0.0516666666666667
SCML1	-2.6415
RHBDF2	0.549875
OR2G3	-0.3785
REXO1L1	-0.247
MAP3K7IP3	-0.919125
C3orf57	-3.4165
FBXW11	-0.442833333333333
ETAA1	-0.596
C14orf131	-0.7696
AKT1S1	-0.4295
SLC12A5	-0.698857142857143
C9orf164	1.026
NRIP3	-0.470125
NOS1AP	-0.59425
TMEM121	1.09525
SAP30BP	-0.053
DGCR6	0.86925
WDR76	-2.12075
FAM82B	-0.087
LOC606495	-0.753
MAP9	2.251
BCDIN3D	0.6125
CXorf36	3.0015
DSCR3	-0.3249
ZFAND3	0.4915
C7orf43	-0.00333333333333336
SPSB3	0.5208
C19orf19	0.3485
FAM133A	-1.68225
C12orf25	0.344
SLC39A3	-0.481
DISP2	2.83325
PI4KAP2	-2.1935
MKRN3	-2.57283333333333
ADAMTS13	-0.587375
CBLN3	0.1891
TTYH1	-0.398
C3orf18	0.659
FLJ13236	0.1525
ZMYND12	3.0245
C18orf25	0.1965
GLB1L3	-1.493
ATP13A5	0.637
RANBP10	0.0245
CD96	-0.8025
DENND1C	-0.173
RBMS3	1.9616
SLC41A3	0.672333333333333
DGCR6L	0.70525
TMEM128	0.586
CSNK1G3	0.395714285714286
MOBKL2C	0.862375
TSPAN6	-0.030875
MATN2	1.9342
MSL2L1	0.194
ST6GALNAC2	1.2625
FGFBP2	0.737
FGL1	-5.80633333333333
MPP3	-0.894833333333333
ARHGEF6	0.516166666666667
TGFBR2	0.377
ACMSD	1.69225
IL33	3.44
C9orf5	-0.238333333333333
DEAF1	0.2891
AMN	0.8055
DEFA6	-0.165
RNF212	-0.058
METT5D1	-0.266833333333333
CIB1	0.6601
TSSK1B	-0.165
KIAA1727	0.528
ZNF680	-0.141416666666667
LOC399900	-2.028
LOC152217	0.565833333333333
CTNNAL1	-2.602
CIT	-2.20908333333333
TLE6	1.156
ZNF607	-0.28425
HERC4	-1.2605
DRAP1	0.1875
PEMT	-0.00175
C10orf111	-0.1975
ZNF575	1.606875
KCTD7	-0.052
MYO1F	0.521125
LOC285382	-0.09025
RAB11A	0.5174
PLCD3	-0.42525
C15orf28	-0.53825
PTBP2	-0.69875
CTB-1048E9.5	-0.104875
C19orf60	0.523166666666667
C7orf25	0.0538333333333333
SETD7	0.629875
HOXB9	-3.8895
VANGL1	-0.4903125
CHAF1B	-2.09875
NDUFA3	0.12975
KIAA1328	-0.098
SHARPIN	0.492375
TTC23	0.426
UGP2	0.153916666666667
ANKIB1	0.1871
CIRBP	0.884285714285714
SEC14L4	-2.73583333333333
OVCH1	0.1678
VPS52	-0.11675
FAT	0.247375
M6PRBP1	-0.208
GPRIN3	0.013
PPM1F	0.493666666666667
TSR1	-0.791
CCDC85A	0.78175
PCSK5	2.19375
ZFHX3	0.7295
HEMK1	-1.7768
PGBD2	0.19875
RSRC2	-0.320666666666667
AURKC	-1.71683333333333
SCRIB	0.092625
ORM2	-2.662
FAM115A	-0.225
FZD6	0.26775
UNC119	0.254166666666667
GPX3	-1.4324
NOV	-0.12675
CABC1	-0.10025
CDC42SE2	-0.2265
EIF2S2	-0.4129
RNF130	0.87525
CKAP5	-1.14366666666667
RP11-413M3.2	1.302875
C10orf18	0.3452
TMEM93	-0.323
DYX1C1	0.8325
KCNMB2	-0.561
ANK3	1.16791666666667
KRT5	1.7609
CDH12	1.417375
QRSL1	-0.49025
JUB	-0.54
SHC4	2.82925
CCL15	1.02533333333333
CCDC22	-0.03525
SNX24	0.27075
RARS	-0.35925
MORC2	0.005625
FAM48A	-0.134
MT1H	1.331
PPP1R14C	-0.926166666666667
FOXD1	-1.15021428571429
C1orf213	-2.1205
AMT	-0.5503
DSN1	-1.3005
PTPLAD2	2.29475
DIS3L	-0.31425
RASL11A	1.021
GPRC5B	1.09475
FRMD7	1.1345
STRN4	0.17175
KITLG	0.833681818181818
HDGF	-0.609
OR1S1	0.101
SETX	0.1386
DDR2	0.757
KCTD12	1.98525
LYZL2	1.46825
WDR52	-1.502
TMEM2	1.0985
ZNF579	1.33616666666667
LOC200810	0.51125
TNFSF9	-2.148375
PPFIA4	-3.1315
CNIH3	0.979166666666667
MAP4K4	-1.25
ROD1	0.386142857142857
ALS2CR12	-0.199
DOCK3	0.047
PAQR9	-3.4635
ASB17	0.4242
STX16	-1.408125
FEZ2	0.0123333333333333
DLAT	-0.781833333333333
KIF21B	-1.479
CDC5L	-0.5755
TMEM119	0.898333333333333
CRIP3	-1.142
TPSD1	0.392
TEPP	0.79125
GNGT2	1.7515
C21orf121	-0.70775
WNK1	-0.477916666666667
FLJ10490	1.0836
OR51B5	-2.4845
LOC203547	-0.747375
HAS1	-1.543
PPA1	-0.377166666666667
ST7	-0.52175
C11orf46	0.2684
POPDC3	-3.71966666666667
ACOX2	3.30416666666667
ATCAY	-0.235833333333333
TM4SF19	-1.919
MFSD9	-0.0378333333333333
PDHB	-0.29775
ERN1	-0.42025
LCE3C	0.066
GPR111	0.052
NOTCH3	2.66916666666667
ADAMTS5	3.11625
B3GALT1	0.2275
UGCGL1	-0.255666666666667
FAM58A	0.6485
FBXO32	3.3045
CLPP	-0.30025
NXPH1	-0.69825
MTMR3	0.6725
ATP1B3	-0.629125
TMEM16A	4.4515
HIST1H3F	0.596
TRIM25	-0.176833333333333
SDCBP2	2.458
CRKL	-1.184625
HOXB2	-0.738333333333333
ANP32B	-0.473875
GATM	2.5055
AP4E1	-0.244875
EDG5	0.5325
CDKN3	-2.315
CDH4	-0.339
PGD	-0.957
RND1	0.898
GAD1	-3.1612
MPG	0.38575
LOC440350	-0.905
ZNF133	0.194
SERPINB12	0.0165
AMELY	-0.470666666666667
DHX36	-0.4185
TNFAIP8L2	3.51733333333333
PHTF2	-0.420166666666667
CCDC112	-0.6875
IQCC	-1.099
HEYL	3.8115
FTSJ2	-0.980333333333333
APPL1	0.40975
RAB43	0.524285714285714
OR10G2	-0.068
WAC	0.155666666666667
ADCY9	1.061375
RUNDC2B	0.2395
PYCRL	1.0762
AGPAT7	-0.652166666666667
SLC22A9	-0.894833333333333
CDKAL1	-0.5785
PDYN	-0.4265
C20orf74	-0.19475
MTMR11	0.78525
VAV3	4.04516666666667
DAPL1	0.33925
STXBP3	0.03025
EIF3G	-0.0155
ARHGAP22	1.33775
NPFFR1	-0.1555
NPC1	-0.3975
ALDH9A1	1.19116666666667
ZNF600	-0.427125
ZNF678	-0.2375
RASSF1	-0.416583333333333
ADD2	-2.578875
PITPNB	-0.030125
PKD2L2	-0.20225
LRP11	-0.628
CDKL1	0.04025
SMEK2	0.086
PRODH2	-3.1255
C11orf54	0.3275
SFRS11	-1.004
IL7	-0.366833333333333
ALS2CR16	1.26425
BTG3	-1.32383333333333
PAK2	0.538444444444445
RP11-679B17.1	-0.43425
GATA4	-0.264166666666667
ATP2B1	0.289
LOC130940	1.5725
C1orf172	2.56783333333333
ATF7IP2	-0.65075
SLC25A43	-0.347833333333333
CENTG3	0.147666666666667
IGF2BP1	-3.8355
FCHSD1	0.234
CAMK2N2	1.92066666666667
ELAVL3	-0.323
NBPF15	-1.327
UBE2J2	-0.51475
GNL2	-1.07375
PRR3	-0.301
NLF2	1.768
OR4F6	0.5625
KLHL24	1.3835
CCDC88A	-1.6495
SGPP1	-0.568333333333333
C10orf11	-0.172666666666667
SLC35B4	-1.18083333333333
UGT3A2	0.6725
ARNT2	0.1425
CBR1	0.1755
ITPR3	-0.457666666666667
TRAPPC6B	-0.393
AMZ1	1.7925
ARP11	1.9965
WDSUB1	0.24125
APBA1	1.15766666666667
RAB2A	0.6506
C6orf162	-0.52125
HPSE2	0.1045
PLCE1	-0.40225
INSL3	0.939
DLG1	0.0548
PTPLA	-2.198
PIGX	-0.02275
TFIP11	0.237333333333333
FIBIN	2.2185
POLR2G	-0.37
GRAP2	-2.1043
DNAJB8	0.43475
CNBP	0.527166666666667
WASF1	-1.08275
INPP5E	-1.4253
HSPB1	0.7875625
TMEM167	-0.3103
CUBN	-0.57075
IGF1	2.908
ITPK1	0.6648
NAALAD2	-1.157375
G3BP1	-0.1201
NT5DC1	-0.0025
CYP39A1	2.0095
TMEM139	1.616
POLK	-0.4587
GLULD1	-1.128
RBM15	-1.30716666666667
AMZ2	-0.049
GDF15	-1.50116666666667
MESDC2	-0.126
INCA	0.865666666666667
ACY1L2	-1.1945
GZMM	-0.296333333333333
PAIP1	0.05625
CACNA2D1	0.0885
STK32C	-0.503666666666667
SH3BP4	0.395
DEC1	-0.2415
PADI1	-0.049
UBB	0.2785
PON3	-0.422
PROP1	0.859
ANKRD13B	0.88
ADCK1	-0.15575
TCF25	0.393166666666667
SLC38A5	-2.9415
CXorf26	-0.134333333333333
C19orf39	1.6805
PPP1R13B	0.539
ARL2	-0.41
TCL6	0.310666666666667
TOP3A	-0.5845
SLC16A14	-0.149
FXYD6	2.85966666666667
HIST1H4E	0.14825
BBC3	0.513894736842105
UNC5A	0.347166666666667
FAM86C	-0.1419
PI4KB	0.046375
B3GAT1	-1.3365
SUSD2	3.441
OAZ2	-0.120166666666667
NOC4L	0.3425
C10orf12	-0.64025
FADS1	-1.96516666666667
LOC144097	-0.57475
DKK2	1.0915
KIAA1949	-0.072
RHOT1	0.0456
OXT	1.22683333333333
GPR153	1.77675
ARL4A	0.0581666666666667
SAAL1	-1.396
CCDC64	-0.57
USE1	0.1095
HNMT	0.794
PCGF3	-0.2018125
CYP2C19	-0.47075
C20orf4	0.9135
CCDC11	1.6665
ACSBG2	-0.13425
RWDD2A	-0.000249999999999997
PALLD	2.4475
CPLX4	0.879
LOC492311	1.16325
KPNA2	-1.883
MACROD1	0.0749
TMCO3	-0.652166666666666
C15orf52	0.996833333333333
BIRC5	-2.02706666666667
PRR16	-0.364166666666667
