Hybridization REF	TCGA-A2-A0EM-01A-11R-A034-07
MUSK	0.141166666666667
ZNF434	-0.348
SMARCD1	-0.528166666666667
ZFP106	-0.148
ZNF347	0.0883
GTF2E1	-0.12325
RY1	-0.00483333333333333
ATAD2B	0.00650000000000002
ARHGAP17	-0.236
KCNIP3	-0.89125
SFPQ	-0.038
GFRA4	0.0818333333333333
AKR1B10	-3.72975
TIGD6	1.2755
RGS16	2.13525
URB1	-0.666666666666667
OR4C46	0.634666666666667
TOP3B	-0.81575
NFATC4	0.452
CA14	-2.0235
BMPR1A	0.494166666666667
SNRP70	-0.95125
PRL	0.0841818181818182
C6orf130	-0.51875
STAG2	0.072
CD55	-1.31
RPS23	0.350833333333333
SSX2	-1.13
FDPSL2A	0.3875
FBXO27	0.31875
SYNGR3	-1.11083333333333
TMSL3	1.6475
EML1	-1.3845
NUP93	-1.10866666666667
SMAD3	-1.1333
KIAA1189	0.5285
HNRPUL2	0.203833333333333
TBC1D12	0.872333333333333
C16orf24	1.4425
MRVI1	1.35783333333333
ZNF581	-0.481833333333333
ELOVL3	-0.402
OR51Q1	0.00925000000000001
CACNB3	1.068
GALNT13	-1.3
C10orf84	1.211125
NEDD4	-0.2098
SPO11	0.6935
OR5AU1	-0.3195
NEK4	0.794642857142857
PRKAR2A	-0.548666666666667
IHPK1	-0.749833333333333
ATP6V0B	1.087625
CACNA1E	0.852
CEACAM8	-0.178666666666667
PEX14	-0.3055
FLJ12993	-2.0325
ZBTB38	0.439416666666667
PCTK2	1.2955
LRRC16	1.2247
FBLIM1	1.29783333333333
FYCO1	1.1145
RP5-1022P6.2	-0.967416666666667
CMTM1	0.023
PLTP	-0.319833333333333
RAPH1	1.03925
DOCK8	-0.048375
EZH2	-1.47833333333333
SLC25A1	-0.8105
PLEKHB1	-0.4886
GRB7	0.3527
ZFP37	-0.658
MRPL33	-0.46625
PELO	-0.48475
ARMC1	-0.413636363636364
C9orf27	-0.287714285714286
FLJ25778	0.5355
C9orf37	-1.14266666666667
TMEM66	1.11375
SPRN	-0.087875
HBEGF	-0.04825
PI4KA	-0.705
LEPRE1	-0.23625
POU2AF1	-3.747875
MRPL12	-0.8585
REP15	-2.1985
ZC3H3	-0.066
RASAL1	-1.53675
DDAH1	1.863125
ACBD5	0.182857142857143
TMC2	-0.8295
CCDC137	-1.4935
SAMD13	-2.30516666666667
UGT2B15	0.406166666666667
TIPARP	-0.467
DNASE1L3	0.311
TRIM72	0.350833333333333
DBX2	0.9135
IPO8	0.46175
C21orf88	-1.1096
MAP3K14	-0.837
LOC51233	0.0681666666666667
GGTLA4	0.3015
PDE6D	-0.22125
ZNF117	-0.11925
CLK2	-0.5575
NKRF	-1.098
TNFSF15	0.038
DUSP2	-0.630875
SECISBP2	-0.3064
GABRR2	0.825
PPAP2C	1.648
LOC51145	-0.5646
PAG1	-0.91975
PIK3C3	0.69175
GNG10	0.6755
APOL4	0.4052
ANKRD28	-0.476875
STMN3	-1.6223
RAB14	0.3313
CDK2AP2	-0.314
HDDC3	-0.391375
COMMD7	0.37575
CXXC1	-0.2555
HMCN1	0.5585
CD40	0.38225
DYNC1LI2	-0.578125
GDI1	-0.00600000000000001
LOC646938	-0.366
VSNL1	-1.31783333333333
PIH1D1	-0.2835
RAET1G	-1.017
KRTAP5-9	-0.01
EFTUD2	-0.43375
ZNF311	0.245666666666667
ATP6V1G3	1.0595
OR2W3	0.5795
SCN4A	0.42525
MED10	-1.36825
FAM135A	-0.5259
ARHGAP4	-1.3865
EHMT2	-0.7065
UFD1L	-0.32775
ERMP1	0.49325
MAG1	-2.18983333333333
THAP8	0.031
HACE1	-0.915666666666667
FAM82C	0.251333333333333
C3orf20	-0.5255
UNC84A	-0.705833333333333
SCD5	-0.157357142857143
LASS6	1.872
LSG1	-0.379333333333333
MAL	-5.02975
GPR22	-0.186
WDR5B	1.09125
ACTRT1	0.077
C17orf60	0.118
GRIN2C	-0.0247
ARMC8	-0.577333333333333
SLC47A1	0.195
DMPK	0.078
DHRS13	0.422833333333333
SMC1A	-0.664166666666667
KRTAP17-1	0.53375
SMYD5	-0.5835
TUSC2	0.277
CRHR2	0.145
KIR3DL2	-0.0255
CCDC104	0.732
ATP2C1	0.6895
CROT	1.1695
PABPC3	-0.978833333333333
EGR1	-0.956
THSD1	0.2915
KHK	-2.011
SLC12A2	2.3892
CD58	-0.34225
STOX2	-1.701
CCDC76	-0.6375
CCDC48	5.0235
DNAH1	-0.887
ZIC4	-0.233285714285714
OR1G1	0.653
PSMC6	-0.508333333333333
PROKR1	0.204
ABCB1	-1.086125
TRAT1	-2.61175
LLGL1	-0.0915
MTF1	1.16875
USP54	0.183
PAGE2B	-1.916
ITGB7	-3.72275
CCDC81	-0.2185
LOC149837	0.4535
SCUBE1	2.716
ZSCAN10	0.605
HUWE1	-0.0647142857142857
CDH17	-0.535
CD180	-0.7435
IL17A	0.06
TMPO	-1.021
KIAA1524	-1.36833333333333
HDGFRP3	0.55
OXCT1	-1.03945454545455
RRAS2	-0.869166666666667
LTBP2	2.5108125
SV2B	-0.3305
CYP2A6	4.79425
PKD1L2	-1.34483333333333
PPM1M	0.95725
FLJ22662	0.574666666666667
ZNF502	0.955
GP6	-0.62175
CRYBA2	-0.85
LEF1	-2.1577
CTPS	-1.53785714285714
EYA1	-3.266
EPS8L1	1.99025
MAPK14	-0.69775
SERPINB2	-4.008
GTF2F2	0.155333333333333
ZNHIT4	-0.9075
PLA1A	-0.588375
C20orf114	3.2635
HPR	-3.9325
C18orf2	0.904666666666667
SATB2	-1.95525
KCNJ9	0.02725
MGC157906	0.0015
MOCS3	-0.11175
C17orf71	-0.161166666666667
PPHLN1	-0.4194
HIST1H2BN	-1.5395
RAPGEF1	-0.257625
MAP3K8	0.51
DLG4	0.5795
STC1	2.16491666666667
CDGAP	1.3455
DDX26B	-2.2815
LOC150223	-1.791
CPSF3	-0.6545
TMEM14A	0.127
MYH3	-3.1085
GPKOW	0.0495
SULT1A1	-0.0903333333333333
SPON1	4.2228
YY1AP1	0.563166666666667
RAB23	-0.1795
PLA2G4A	-4.2445
MAPRE3	0.15
ZNF516	-0.840642857142857
GGPS1	1.79625
EXOC3L2	-0.30425
C19orf42	1.0474
MAP2K2	-0.232666666666667
HIST1H2BB	-1.3815
RNF19B	0.917
C6orf128	0.421166666666667
TLR8	1.67625
PCDHA9	-0.1735
CARS2	0.642125
CLUL1	4.43083333333333
RHAG	-3.84666666666667
UNK	0.0455
EXOC8	1.2885
C9orf95	0.308
C14orf143	0.593
MAML3	0.401428571428571
LDHA	-2.202
MRPL20	0.50075
KLHDC6	0.368
ATP5S	0.1945
C8orf55	-0.288
PHF19	-2.276875
KRTAP13-4	0.416
TTC5	-0.02175
XKR5	-1.20475
SILV	-4.44083333333333
TEX28	-1.9155
TCTN1	1.38425
CX40.1	0.42325
PPP2R5C	-0.15075
C12orf30	-0.959
CAPG	1.92175
MPZL1	1.2094
ARSB	-2.21666666666667
TDH	-1.99825
WASF4	1.2335
TSSK3	-1.291
7A5	1.4345
CRISPLD1	0.4645
MAD1L1	-0.769166666666667
SPIN4	-0.0886666666666667
AMPD1	-1.904
DPYSL5	-0.5545
INPP1	0.048
ANKRD11	-1.87438888888889
NPAS4	-0.257571428571429
GCET2	-0.773888888888889
RNASE9	-0.034
GUCY2D	-0.140833333333333
CCDC98	0.11275
FGF4	-0.5605
CPM	-1.41083333333333
SLC26A4	-1.82033333333333
PLD5	0.9735
FAM59A	-0.9403
FBXO5	-2.06677777777778
SIPA1L1	-0.035375
DPYS	0.397
ATG4D	-0.61225
TGM3	-0.1325
MTCH1	-0.43075
HK1	0.371785714285714
CDC26	0.096375
GALNT12	-3.352
LOC339229	-0.417
MRPL35	0.0865
ORC4L	-0.110125
TNKS	0.108071428571429
C2orf24	0.370166666666667
ZNF553	0.56
GGTLA1	2.4911
ZNF497	-0.115
CDY1B	0.743
SLC30A4	0.698875
TUB	-1.29275
ARHGEF18	0.387
ARRB1	0.0975
KCNK1	-2.38575
EREG	-2.3789
SCAMP5	-0.296
RUNDC3B	1.314
ADAMTS20	1.43766666666667
IL17RB	1.01725
FLJ20323	-0.26475
MCAM	0.02575
POLR3E	-1.38258333333333
AQR	0.455666666666667
IPMK	-0.063
CDCA7	-4.768625
CAMP	3.199
GRHL3	0.434
ADAMTSL2	1.04833333333333
CLMN	2.42366666666667
SSTR3	0.2005
MAGEA5	-1.55683333333333
OVOL2	4.12375
JMJD1B	0.31075
RBL2	0.0225
PYGO2	1.55675
PPP1R10	0.420666666666667
CSE1L	-1.198
LCA5	1.097
RDH16	-0.639
ASRGL1	0.268875
TOM1	0.299166666666667
PTX3	-6.16325
TTC15	0.40225
SCGB3A1	3.218
MRPL50	-0.703
RCAN3	0.9765
SLC26A11	1.03775
STYX	0.7005
CINP	-0.04775
MARCH7	0.79775
PFKM	-2.18166666666667
SGMS1	0.388833333333333
RIOK3	0.2476
C1orf110	0.2885
CES7	-0.176428571428571
LOC440248	-3.11325
PPP1R12C	-0.48475
C10orf27	0.3485
ATG9A	-0.699
MRPS26	0.5005
TMEM40	1.1685
ELP3	0.3836
ZNF787	0.223
HIAT1	0.817
C8orf34	0.225166666666667
MGC4655	-0.4121
PELI1	0.625333333333333
PPT1	0.2043
SLC35C2	-0.6265
C6orf125	-0.10575
MUC4	-1.4876
RFC4	-2.31385714285714
GNB2	0.18
NUP50	0.323357142857143
SULT4A1	-1.06866666666667
C7	2.0395
CCDC130	0.241333333333333
ARRDC4	1.10225
RQCD1	-0.3395
GLYCTK	-1.026
AYTL2	-1.45972727272727
MTUS1	1.0948
LEMD3	0.100166666666667
PLEKHF2	1.244
HOXA7	2.537125
GTF3C2	-1.568
DYNLRB2	3.56075
CNOT10	-0.54225
MR1	0.5505
FFAR1	0.189
PRIC285	-0.20875
SLITRK6	5.86725
LIX1	-1.6045
UBE1L2	-0.719833333333333
F8	0.25725
ACHE	0.206833333333333
KPNA5	0.3905
TNFRSF12A	-0.658166666666667
EGR3	-1.0575
SERPIND1	-3.2365
OASL	0.5165
IFRD1	-2.76525
WDFY1	0.196333333333333
ZNF267	0.50875
ACCN5	0.403
ZBTB6	0.2305
PPP1R3A	0.665
PRRT3	1.86775
FBXL19	-0.383
TXNIP	1.79121428571429
ACTN2	-2.21075
ATG9B	-0.4305
C9orf117	1.178875
IL27	0.428
RPL36AL	0.1365
KLK15	0.21875
CHAD	1.521
RAP2B	0.1138
HEBP2	1.614
ZNF342	0.178
CAMK2G	-0.385833333333333
TLR3	1.30075
FGF14	0.425
HMGB2	-1.95157142857143
TRPM5	0.118166666666667
OR5M11	0.481
KIF3B	0.5
PRICKLE2	0.81525
MTMR9	0.722375
C3orf27	0.12425
GLRA3	-0.552833333333333
NSDHL	0.114166666666667
TMEM32	-0.11475
POLR2D	-1.10283333333333
MYADML	0.3495
C9orf114	-0.60375
MRGPRX1	0.6635
TOPORS	0.69075
CLDN19	0.74325
C1QL4	0.14
RNF165	-1.15
DHRS9	-0.86775
DNAH2	0.464333333333333
FXR1	-0.174666666666667
ZMYM3	-1.0645
CASP3	-1.06933333333333
FAM120C	-0.574
SCLY	-1.098
CA7	-0.099
ENTPD5	1.27633333333333
ZNF461	0.31025
PDIA5	-0.84475
C1orf19	-0.140166666666667
TMEM67	0.31775
KCTD20	-0.64325
WDR47	1.065
FLJ38723	0.546
KLRF1	-0.612166666666667
TAS2R16	0.594
CLDN12	1.756
PRKCE	-0.279
UBXD4	-0.83075
ITGAM	2.95833333333333
GLT8D3	-0.56375
WDR31	0.9909
RGS2	-0.90925
OR51L1	0.5905
MST1R	0.60925
KIAA1737	1.295
OR4A5	1.109
GLIS1	-0.398333333333333
PTMA	0.175642857142857
NAPA	0.15375
PRDM11	0.18575
LIPF	-0.0415
DIRAS3	2.5965
ASGR2	-4.1195
C1QTNF4	1.177
PIK3R4	-0.00833333333333332
ARMC3	1.0855
NDUFV3	-0.447083333333333
BTBD3	-0.273166666666667
PPP1R2	0.9595
UBE2NL	0.0865
FOSL2	0.735214285714285
FAM119A	-1.76133333333333
TUBA4A	-1.1238
KRTAP12-1	-0.49375
SFRS2	-0.80125
RHPN1	-0.3531
EEF2	-0.1305
ZDHHC11	-0.129333333333333
EPHA3	-0.9685
RBM12	-0.5385
H2AFJ	1.00966666666667
EDIL3	4.476
KIF26A	-1.53175
SERGEF	0.982
B3GALT4	2.977
LOC90925	0.37575
OSCAR	0.103
NPFF	-0.670375
DEDD	0.72925
TMEM155	-1.139375
PTPN1	-0.2645
SCYL2	0.463333333333333
SKAP1	-0.58825
LEAP2	-1.26183333333333
GADD45G	1.415
IFITM3	0.65075
PILRB	-1.93916666666667
SLU7	0.181125
DSC3	1.2455
DNMT3L	-1.61925
PAPD5	0.087625
B3GNT3	-2.1005
LHCGR	0.5535
MSL-1	-0.61275
UBE2S	-1.87875
SAP130	-0.544
ANAPC11	0.31825
MAGED4B	-2.898
ATP6V1B2	0.5005
C14orf179	1.20875
CAPZA1	0.13275
CDYL2	0.1675
GLRX3	-0.969833333333333
LOC136288	-1.57925
MOBKL1A	0.781
HTR2B	1.9995
CRYGD	-0.235
NUS1	0.00949999999999999
PGRMC1	0.4405
MYOM2	-1.869
FLJ39653	-1.52116666666667
CHM	-0.6227
OR5M8	0.2085
ZNF619	0.9
FAM105A	3.55
CCNL1	-1.6795
NAP1L3	0.445
C10orf57	2.02633333333333
B3GALNT1	1.2595
CSN1S2A	0.1235
TCP10L	0.2725
GDAP2	-0.08025
DMKN	-0.689166666666667
COX6B1	-0.01325
DNASE2	0.982666666666667
MSH5	-2.028
LGMN	-0.427125
USP31	0.0014
OR13C8	0.097
SDCBP	-0.2218
NUDT11	-1.68166666666667
PYGL	-0.835833333333333
SNPH	1.47283333333333
B3GNT4	-0.943
MIZF	-0.8966
NUBPL	-0.418714285714286
NOD1	-0.541666666666667
CDH22	0.663625
NUBP1	0.234666666666667
DSCAM	-3.86475
DGKI	0.7495
FAM136A	-1.2155
AKAP1	-0.399666666666667
SLC16A6	0.667
RIN3	-0.23925
PSG2	0.155
DIP2B	0.0297499999999999
PSORS1C1	0.3846
KIAA0495	-0.278
FLJ90709	-0.485
LPA	-0.688
PIGA	-0.0826666666666667
LY75	0.928333333333333
UTS2	-6.16533333333333
RREB1	-0.087375
GALNACT-2	0.2853
MGC3196	-0.3855
FLJ31568	-0.6375
LPHN1	0.456875
SP1	0.622
TOX4	0.597333333333333
HSPA9	-0.2989
APOBEC1	0.721
SLC35E4	-1.174
LSM5	-1.13775
SURF1	0.33325
ZBTB1	-0.14625
GTF2F1	-0.222375
RPS15A	0.0875
DUSP21	0.00399999999999997
GINS4	-3.6455
MYO15A	0.538166666666667
GIMAP7	2.2365
MGC13379	0.6445
ATP6V1E2	-0.348
UTP3	0.49025
HNRPA3	-0.5110625
MT4	0.848
C14orf155	-0.27775
U1SNRNPBP	0.58875
CKLF	-0.632833333333333
PLEKHN1	-0.217166666666667
MBNL1	0.00350000000000001
NUP160	-1.42125
ACSM2A	-1.17475
LOC129881	-0.078
KIAA1529	-0.956
FLJ22639	-2.38625
HAND1	-0.9615
GSX1	-1.6205
FGA	-3.9845625
SERPINB1	-0.233
ZNF642	0.985
IGFBP1	-8.00625
SLC1A1	5.67675
DHX57	-0.265125
ZNF766	0.0145
PTPN21	0.6205
GDPD3	-3.03283333333333
PNPLA5	0.233
TBR1	0.147166666666667
FAM116A	0.17825
IQGAP1	1.120125
FOS	-0.966875
ZNF226	0.229125
FIGNL1	-0.7725
C14orf1	0.357833333333333
ZMYND17	0.363
PUS7	-1.07266666666667
TUBB6	-0.8215
KCNQ2	-1.6995
MARCH6	-0.260666666666667
CCDC33	0.525
PRODH	-0.97775
RBM11	0.73825
EPHA6	0.776285714285714
SLC43A1	-1.0405
LOC196541	0.473142857142857
NTN1	0.615166666666667
ING4	0.506
PCDHB10	-0.1105
DPH2	-0.756833333333333
SPACA4	-0.3205
FBXL21	-10.296
DIAPH1	-0.429333333333333
ZNF71	0.507833333333333
CEP76	0.233
CORO1A	-0.9305
RRM2	-3.205
EDG4	0.99425
OS9	-0.00433333333333332
SLC4A1AP	-0.43625
COG5	-0.51125
COPS8	-0.09475
NGLY1	-0.6685
NCBP2	-0.169125
C17orf42	-0.220333333333333
GPSM3	0.225
SIL1	0.402166666666667
ASB6	-0.16475
SMAD5OS	-0.4005
UNC93A	-2.907875
A1BG	-0.3225
C21orf62	0.73025
FMO5	2.91516666666667
ATRIP	0.063
CEBPG	-0.244666666666667
C7orf38	0.328833333333333
TNFRSF1B	0.346666666666667
CLEC1A	0.803833333333333
IQSEC1	-0.192625
PATZ1	1.3177
RBM22	0.902375
BAG2	-2.52816666666667
PAQR5	-0.712333333333333
C9orf127	0.8763
THNSL1	-0.541
SHROOM3	2.773
JAM2	0.7415
SNRPN	-2.2535
ALX4	0.1285
CACNA1S	-0.852
FAM130A1	1.107
CORIN	3.3545
CD300LB	0.066
PLEKHG6	0.7705
LRRC40	-0.7915
PCLKC	-1.0045
PCDHB16	0.647666666666667
WNT2B	0.793666666666667
ASNS	-2.72722222222222
MRPL49	-0.23425
FLJ46111	-2.572
ISG20	-0.40125
SMU1	0.121833333333333
CASZ1	-1.104
POLR1D	-0.177416666666667
GIN1	-0.2245
SNAG1	-0.077
ANKRD29	-1.39925
CDKN2AIP	-1.00625
KRR1	0.45325
CXCL1	-4.28633333333333
EPM2A	0.1072
PC	0.0763333333333333
DEFB127	3.932
PDZRN4	1.89366666666667
FAH	0.52625
OR51E1	1.305
CDC2L6	-0.1235
DNTTIP1	-0.68675
PAX8	1.86725
TMEM116	0.06175
C1orf150	0.057
PRO2012	0.08275
MRPL40	-0.2295
BEX1	-3.7953
SLC2A4	-1.3185
PKMYT1	-1.59575
FEZF2	0.0575
SLC26A9	-1.26025
MAP2	-0.4566
LYL1	-1.456
SLC25A19	-0.9475
NOS3	-0.3525
ZNF34	-0.0285
TMPRSS11F	-1.31133333333333
FAM43A	-1.0845
FCRL4	0.37425
KLF14	-0.33125
FLRT2	0.0868333333333333
WRN	-1.16225
SDF2	0.825
KRT8P12	-1.3185
C6orf195	-1.412
C9orf125	-1.6505
DZIP3	0.338875
RIT1	1.137
SCML1	-1.10433333333333
RHBDF2	0.074
OR2G3	-0.326
REXO1L1	0.3735
MAP3K7IP3	-0.3055
C3orf57	-3.31825
FBXW11	-0.0593333333333333
ETAA1	-0.54325
C14orf131	-0.2551
AKT1S1	-0.5535
SLC12A5	-0.87575
C9orf164	1.0135
NRIP3	2.3625
NOS1AP	0.35575
TMEM121	1.70825
SAP30BP	-0.3405
DGCR6	0.6875
WDR76	-1.239
FAM82B	-0.89075
LOC606495	-0.6245
MAP9	1.48733333333333
BCDIN3D	1.471
CXorf36	2.80983333333333
DSCR3	-0.3978
ZFAND3	-0.159625
C7orf43	-0.0836666666666667
SPSB3	0.8234
C19orf19	0.5965
FAM133A	-2.02275
C12orf25	-1.14825
SLC39A3	-0.393875
DISP2	2.697
PI4KAP2	-2.0005
MKRN3	-2.06683333333333
ADAMTS13	-0.757125
CBLN3	-0.4025
TTYH1	-1.91116666666667
C3orf18	1.664
FLJ13236	-1.2365
ZMYND12	3.2135
C18orf25	0.84625
GLB1L3	-0.9865
ATP13A5	-0.1735
RANBP10	-0.558
CD96	-1.7837
DENND1C	-0.83075
RBMS3	1.0894
SLC41A3	0.585166666666667
DGCR6L	0.57525
TMEM128	0.955166666666667
CSNK1G3	0.463142857142857
MOBKL2C	0.93425
TSPAN6	1.205625
MATN2	-1.275
MSL2L1	-0.304166666666667
ST6GALNAC2	1.1365
FGFBP2	-0.95875
FGL1	-6.30966666666667
MPP3	-1.65733333333333
ARHGEF6	0.600166666666667
TGFBR2	0.245625
ACMSD	3.897
IL33	2.136
C9orf5	-0.42675
DEAF1	-0.012
AMN	0.4675
DEFA6	-0.43025
RNF212	-1.08766666666667
METT5D1	0.6105
CIB1	0.9237
TSSK1B	0.16825
KIAA1727	0.7675
ZNF680	0.755583333333333
LOC399900	-1.6915
LOC152217	-0.1355
CTNNAL1	-1.351
CIT	-1.81483333333333
TLE6	2.02775
ZNF607	-0.8025
HERC4	-0.771666666666667
DRAP1	-0.4695
PEMT	-0.001
C10orf111	-1.178
ZNF575	0.95125
KCTD7	-0.66075
MYO1F	0.247875
LOC285382	-0.54325
RAB11A	0.6643
PLCD3	-0.4995
C15orf28	-0.055
PTBP2	-0.906625
CTB-1048E9.5	0.067875
C19orf60	-0.382833333333333
C7orf25	0.441833333333333
SETD7	1.296
HOXB9	-4.5245
VANGL1	-0.1389375
CHAF1B	-2.22325
NDUFA3	0.67575
KIAA1328	0.651166666666667
SHARPIN	-0.505875
TTC23	-0.466875
UGP2	-0.0148333333333333
ANKIB1	0.1345
CIRBP	1.92314285714286
SEC14L4	-3.30066666666667
OVCH1	0.783833333333333
VPS52	-0.286
FAT	-0.195
M6PRBP1	-0.136
GPRIN3	0.169
PPM1F	-0.505
TSR1	-0.599
CCDC85A	1.40575
PCSK5	2.2965
ZFHX3	-0.529
HEMK1	-0.5325
PGBD2	0.532
RSRC2	-0.344
AURKC	-1.94233333333333
SCRIB	-0.15875
ORM2	-4.23033333333333
FAM115A	-0.0374
FZD6	1.752875
UNC119	0.153666666666667
GPX3	-1.1457
NOV	1.236875
CABC1	0.08025
CDC42SE2	0.0295
EIF2S2	-1.086
RNF130	0.756875
CKAP5	-1.18916666666667
RP11-413M3.2	0.294875
C10orf18	0.1888
TMEM93	-0.00850000000000001
DYX1C1	1.9445
KCNMB2	-0.96125
ANK3	1.69008333333333
KRT5	0.4608
CDH12	-1.456875
QRSL1	-0.35075
JUB	-0.976
SHC4	-1.22
CCL15	1.069
CCDC22	0.1915
SNX24	0.8345
RARS	-0.465
MORC2	0.22975
FAM48A	-0.51475
MT1H	-2.075
PPP1R14C	-1.06783333333333
FOXD1	-2.60021428571429
C1orf213	-2.13
AMT	-2.5285
DSN1	-1.74025
PTPLAD2	3.36025
DIS3L	-0.11725
RASL11A	1.8745
GPRC5B	0.344
FRMD7	0.279
STRN4	0.18975
KITLG	1.47672727272727
HDGF	-0.14075
OR1S1	-0.0615
SETX	-0.2342
DDR2	0.822
KCTD12	1.917
LYZL2	0.20375
WDR52	-0.2365
TMEM2	0.704125
ZNF579	0.2905
LOC200810	0.20125
TNFSF9	-2.099875
PPFIA4	-2.214
CNIH3	0.029
MAP4K4	-1.12071428571429
ROD1	0.263285714285714
ALS2CR12	-0.180166666666667
DOCK3	-0.8235
PAQR9	-5.71433333333333
ASB17	0.875833333333333
STX16	-1.67925
FEZ2	0.318666666666667
DLAT	-0.125166666666667
KIF21B	-1.56433333333333
CDC5L	-0.61525
TMEM119	1.28716666666667
CRIP3	-0.554
TPSD1	0.421
TEPP	-0.114
GNGT2	0.12075
C21orf121	-0.17225
WNK1	-0.00433333333333333
FLJ10490	0.625
OR51B5	-1.8515
LOC203547	-0.585125
HAS1	-0.2875
PPA1	-0.443166666666667
ST7	0.1365
C11orf46	0.7981
POPDC3	-3.7265
ACOX2	3.5715
ATCAY	-0.360666666666667
TM4SF19	-2.1855
MFSD9	-0.605666666666667
PDHB	0.695
ERN1	0.02625
LCE3C	0.362
GPR111	-0.6605
NOTCH3	1.93116666666667
ADAMTS5	2.20575
B3GALT1	-0.170333333333333
UGCGL1	-0.555333333333333
FAM58A	0.511833333333333
FBXO32	1.46675
CLPP	-0.027
NXPH1	-0.4605
MTMR3	1.2125
ATP1B3	-0.707625
TMEM16A	3.385
HIST1H3F	-0.917666666666667
TRIM25	-0.155
SDCBP2	0.894
CRKL	-0.17125
HOXB2	-0.651166666666667
ANP32B	-1.012625
GATM	3.624
AP4E1	-0.30475
EDG5	-0.08375
CDKN3	-2.50166666666667
CDH4	-2.334
PGD	-0.922833333333333
RND1	1.135
GAD1	-3.0592
MPG	0.360125
LOC440350	-0.768
ZNF133	-0.1435
SERPINB12	-0.828
AMELY	-0.389333333333333
DHX36	-1.18775
TNFAIP8L2	2.99483333333333
PHTF2	-0.0202777777777777
CCDC112	-0.481166666666667
IQCC	-0.621
HEYL	3.0835
FTSJ2	-0.709333333333333
APPL1	1.05175
RAB43	0.406857142857143
OR10G2	0.31
WAC	0.360333333333333
ADCY9	0.58125
RUNDC2B	-0.0160000000000001
PYCRL	0.1707
AGPAT7	-1.08683333333333
SLC22A9	-0.918333333333333
CDKAL1	-0.7295
PDYN	-0.3266
C20orf74	1.2365
MTMR11	2.0285
VAV3	3.42066666666667
DAPL1	2.90925
STXBP3	0.949
EIF3G	-0.071
ARHGAP22	-0.3215
NPFFR1	0.049
NPC1	-0.134666666666667
ALDH9A1	1.9935
ZNF600	-0.036875
ZNF678	0.581
RASSF1	0.0486666666666667
ADD2	-2.4475
PITPNB	-0.027
PKD2L2	0.175285714285714
LRP11	-1.16175
CDKL1	-0.2705
SMEK2	0.2
PRODH2	-3.165
C11orf54	0.511166666666667
SFRS11	-0.2175
IL7	-1.09866666666667
ALS2CR16	1.2825
BTG3	-1.16833333333333
PAK2	-0.399888888888889
RP11-679B17.1	-0.35325
GATA4	-1.6345
ATP2B1	-0.30225
LOC130940	1.242
C1orf172	3.0815
ATF7IP2	-1.1695
SLC25A43	-0.922666666666667
CENTG3	0.01725
IGF2BP1	-4.694
FCHSD1	0.43
CAMK2N2	0.3855
ELAVL3	-0.18
NBPF15	-0.4955
UBE2J2	-0.124416666666667
GNL2	-0.73825
PRR3	-0.3418
NLF2	0.8625
OR4F6	-0.282
KLHL24	1.274
CCDC88A	-2.088
SGPP1	-0.796833333333333
C10orf11	1.62416666666667
SLC35B4	-1.103
UGT3A2	-3.941
ARNT2	2.6183
CBR1	0.340375
ITPR3	-0.871666666666667
TRAPPC6B	-0.6007
AMZ1	0.5405
ARP11	0.47775
WDSUB1	0.3145
APBA1	-0.3018
RAB2A	0.8792
C6orf162	0.074625
HPSE2	0.228333333333333
PLCE1	-0.8735
INSL3	0.2675
DLG1	0.3412
PTPLA	-1.509
PIGX	0.300125
TFIP11	0.6015
FIBIN	3.353
POLR2G	-0.24475
GRAP2	-2.0033
DNAJB8	0.373666666666667
CNBP	0.474
WASF1	-1.33325
INPP5E	-1.244
HSPB1	-1.0600625
TMEM167	-0.5161
CUBN	-0.33425
IGF1	2.7544375
ITPK1	0.5586
NAALAD2	-0.534625
G3BP1	0.9894
NT5DC1	1.051875
CYP39A1	-1.161
TMEM139	1.26075
POLK	-0.106125
GLULD1	-1.5335
RBM15	-1.14216666666667
AMZ2	-0.27475
GDF15	-2.1285
MESDC2	-0.0755
INCA	-0.388666666666667
ACY1L2	0.4685
GZMM	-1.31283333333333
PAIP1	0.1625
CACNA2D1	-0.14675
STK32C	0.406166666666667
SH3BP4	0.652
DEC1	-0.501
PADI1	-0.85
UBB	0.501
PON3	3.22233333333333
PROP1	0.5445
ANKRD13B	-1.0435
ADCK1	-0.50375
TCF25	-0.4905
SLC38A5	-2.26575
CXorf26	-0.281166666666667
C19orf39	0.301
PPP1R13B	0.6625
ARL2	-0.591
TCL6	0.3215
TOP3A	-1.266
SLC16A14	1.075125
FXYD6	1.15933333333333
HIST1H4E	-0.14675
BBC3	0.506736842105263
UNC5A	0.4975
FAM86C	-0.3125
PI4KB	0.5945
B3GAT1	-3.44275
SUSD2	1.23883333333333
OAZ2	0.335833333333333
NOC4L	-0.5655
C10orf12	-0.74025
FADS1	-1.983
LOC144097	-0.8055
DKK2	1.18233333333333
KIAA1949	-0.4055
RHOT1	0.4716
OXT	0.849666666666667
GPR153	0.378
ARL4A	-1.57983333333333
SAAL1	-1.127
CCDC64	-1.684
USE1	-0.2465
HNMT	0.732333333333333
PCGF3	-0.29875
CYP2C19	0.09175
C20orf4	0.023
CCDC11	1.1655
ACSBG2	-0.41175
