Hybridization REF	TCGA-E2-A15S-01A-11R-A115-07
ZFP106	0.17525
ZNF347	1.5044
GTF2E1	-0.06975
RY1	-0.334333333333333
ATAD2B	0.584
ARHGAP17	-0.1001
KCNIP3	-1.481
SFPQ	0.515875
GFRA4	-0.176166666666667
AKR1B10	-4.279625
TIGD6	2.138
RGS16	0.0495
URB1	-0.368166666666667
OR4C46	0.308
TOP3B	-1.001
NFATC4	1.468
CA14	-2.8985
BMPR1A	1.36033333333333
SNRP70	-0.788625
PRL	-0.258
C6orf130	0.39625
STAG2	0.84275
CD55	-1.51364285714286
RPS23	1.08433333333333
SSX2	-1.6838
FDPSL2A	-1.1095
FBXO27	1.591875
SYNGR3	-0.705
TMSL3	-1.6985
EML1	-1.2715
NUP93	-1.61366666666667
SMAD3	1.9395
KIAA1189	-0.8095
HNRPUL2	0.319833333333333
TBC1D12	3.153
C16orf24	0.09825
MRVI1	0.9795
ZNF581	0.122333333333333
ELOVL3	-0.9155
OR51Q1	0.1835
CACNB3	1.1
GALNT13	-0.730375
C10orf84	-0.0355
NEDD4	-0.9508
SPO11	0.6775
OR5AU1	0.387
NEK4	0.839642857142857
PRKAR2A	0.0901666666666667
IHPK1	0.676166666666667
ATP6V0B	1.3595
CACNA1E	-0.4405
CEACAM8	0.492166666666667
PEX14	-0.526
FLJ12993	5.293
ZBTB38	-0.570583333333333
PCTK2	1.723
LRRC16	-0.893
FBLIM1	-0.160916666666667
FYCO1	0.51025
RP5-1022P6.2	-0.845666666666667
CMTM1	-1.09366666666667
PLTP	-0.736
RAPH1	1.522875
DOCK8	-0.85525
EZH2	-0.366466666666667
SLC25A1	-0.596
PLEKHB1	1.1823
GRB7	0.8127
ZFP37	-0.04575
MRPL33	0.68325
PELO	-0.15925
ARMC1	0.436818181818182
C9orf27	-0.252375
FLJ25778	0.3185
C9orf37	-1.00766666666667
TMEM66	0.414
SPRN	1.344375
HBEGF	-0.570375
PI4KA	0.088
LEPRE1	-0.885
POU2AF1	-4.680875
MRPL12	-0.286833333333333
REP15	-0.8355
ZC3H3	0.572
RASAL1	-1.13025
DDAH1	0.41025
ACBD5	0.394625
TMC2	0.0575
CCDC137	0.3255
SAMD13	-2.0885
UGT2B15	-4.36233333333333
TIPARP	-2.21
DNASE1L3	1.558
TRIM72	0.453833333333333
DBX2	0.75125
IPO8	0.8885
C21orf88	-0.4326
MAP3K14	-0.7345
LOC51233	0.6395
GGTLA4	1.36125
PDE6D	-1.79475
ZNF117	1.2825
CLK2	-0.882875
NKRF	0.0475
TNFSF15	0.0755
DUSP2	-1.326125
SECISBP2	1.2249
GABRR2	0.0375
PPAP2C	0.70025
LOC51145	0.0998333333333333
PAG1	-0.88
PIK3C3	0.05125
GNG10	0.6685
APOL4	-0.1825
ANKRD28	-0.113375
STMN3	0.7373
RAB14	0.8326
CDK2AP2	0.20925
HDDC3	0.442
COMMD7	0.176375
CXXC1	-0.24275
HMCN1	-0.752666666666667
CD40	-0.54775
DYNC1LI2	0.481625
GDI1	1.64375
LOC646938	-0.22925
VSNL1	-4.7725
PIH1D1	-0.2685
RAET1G	-1.814
KRTAP5-9	-0.605
EFTUD2	-0.167
ZNF311	1.88466666666667
ATP6V1G3	0.54625
OR2W3	-0.01375
SCN4A	0.67775
MED10	0.88275
FAM135A	0.1826
ARHGAP4	-1.3825
EHMT2	0.35
UFD1L	-0.2735
ERMP1	0.41775
MAG1	-0.197833333333333
THAP8	0.079
HACE1	0.404833333333333
FAM82C	0.8875
C3orf20	0.2465
UNC84A	-0.634
SCD5	1.66678571428571
LASS6	1.62425
LSG1	0.52725
MAL	-4.49025
GPR22	-0.381
WDR5B	1.224
ACTRT1	0.1815
C17orf60	-1.0265
GRIN2C	-0.2636
ARMC8	-0.487916666666667
SLC47A1	-2.78083333333333
DMPK	0.8335
DHRS13	0.637166666666667
SMC1A	0.679666666666667
KRTAP17-1	0.39825
SMYD5	-0.6835
TUSC2	0.7125
CRHR2	0.4165
KIR3DL2	-0.2675
CCDC104	0.9365
ATP2C1	0.297
CROT	-0.0785
PABPC3	1.42116666666667
EGR1	-2.74316666666667
THSD1	0.6455
KHK	-0.90925
SLC12A2	3.066
CD58	-1.806
STOX2	0.258166666666667
CCDC76	-0.811
CCDC48	3.6615
DNAH1	-0.0131666666666667
ZIC4	-0.1515
OR1G1	1.0185
PSMC6	0.0306666666666667
PROKR1	-0.042
ABCB1	-0.887375
TRAT1	-2.5595
LLGL1	-0.4395
MTF1	2.134
USP54	0.651375
PAGE2B	-2.576
ITGB7	-3.55925
CCDC81	-0.2375
LOC149837	0.603
SCUBE1	1.5385
ZSCAN10	-0.318
HUWE1	0.216071428571429
CDH17	0.303
CD180	0.09225
IL17A	-0.01125
TMPO	-0.368375
KIAA1524	-0.740166666666667
HDGFRP3	1.41483333333333
OXCT1	-0.194090909090909
RRAS2	-1.13683333333333
LTBP2	1.1811875
SV2B	0.822333333333333
CYP2A6	0.743
PKD1L2	-0.5865
PPM1M	0.991
FLJ22662	2.61733333333333
ZNF502	1.4365
GP6	-0.504
CRYBA2	0.72275
LEF1	-3.8388
CTPS	-1.35185714285714
EYA1	-3.10233333333333
EPS8L1	1.8405
MAPK14	0.5955
SERPINB2	-5.3765
GTF2F2	-1.74733333333333
ZNHIT4	0.315
PLA1A	-1.187
C20orf114	3.56575
HPR	-4.331
C18orf2	-3.4605
SATB2	-1.18875
KCNJ9	0.169125
MGC157906	0.338
MOCS3	0.88125
C17orf71	0.906666666666667
PPHLN1	0.5919
HIST1H2BN	0.66875
RAPGEF1	-0.406
MAP3K8	0.97725
DLG4	0.0725
STC1	-0.943916666666667
CDGAP	0.33575
DDX26B	-1.4915
LOC150223	-0.5905
CPSF3	-0.123833333333333
TMEM14A	0.66675
MYH3	-2.18775
GPKOW	0.20325
SULT1A1	-0.174666666666667
SPON1	1.2886
YY1AP1	0.881
RAB23	0.04375
PLA2G4A	-4.52425
MAPRE3	1.32775
ZNF516	1.89021428571429
GGPS1	0.07075
EXOC3L2	-0.197875
C19orf42	0.0452
MAP2K2	-1.6525
HIST1H2BB	1.0055
RNF19B	0.999166666666667
C6orf128	0.0453333333333333
TLR8	2.15425
PCDHA9	2.5335
CARS2	-0.275875
CLUL1	3.1075
RHAG	-4.0785
UNK	0.586
EXOC8	0.5639
C9orf95	-1.10125
C14orf143	-0.297666666666667
MAML3	0.336625
LDHA	-1.98775
MRPL20	0.95725
KLHDC6	-0.0291666666666667
ATP5S	0.705333333333333
C8orf55	0.693
PHF19	-1.16775
KRTAP13-4	0.3325
TTC5	0.15225
XKR5	-0.84775
SILV	-4.681
TEX28	-0.232
TCTN1	1.83975
CX40.1	0.23075
PPP2R5C	-0.83625
C12orf30	-0.546
CAPG	1.357
MPZL1	-0.17515
ARSB	-0.8825
TDH	-0.20175
WASF4	0.66975
TSSK3	-0.856666666666667
7A5	-2.124
CRISPLD1	0.37525
MAD1L1	-1.2785
SPIN4	-0.270166666666667
AMPD1	-0.37525
DPYSL5	0.614
INPP1	-0.737333333333333
ANKRD11	-0.329
NPAS4	-0.101375
GCET2	-0.1821
RNASE9	0.1055
GUCY2D	0.0758333333333333
CCDC98	-0.03075
FGF4	-0.442875
CPM	-0.705333333333333
SLC26A4	-2.41933333333333
PLD5	0.55825
FAM59A	0.57
FBXO5	-1.10744444444444
SIPA1L1	-0.9935
DPYS	0.28775
ATG4D	-0.69325
TGM3	0.686
MTCH1	0.56775
HK1	0.409071428571429
CDC26	0.1795
GALNT12	-0.411666666666667
LOC339229	0.33425
MRPL35	-0.398625
ORC4L	1.1265
TNKS	-0.0946428571428571
C2orf24	0.177833333333333
ZNF553	0.731333333333333
GGTLA1	2.5296
ZNF497	0.16075
CDY1B	-0.015
SLC30A4	1.918875
TUB	0.235875
ARHGEF18	-1.0085
ARRB1	1.87275
KCNK1	0.648375
EREG	-3.5645
SCAMP5	2.785
RUNDC3B	1.6475
ADAMTS20	0.63025
IL17RB	-0.498125
FLJ20323	-1.123
MCAM	-0.68375
POLR3E	-0.97275
AQR	0.464
IPMK	1.183
CDCA7	-2.769875
CAMP	4.27375
GRHL3	-1.61775
ADAMTSL2	-0.0996666666666667
CLMN	0.944166666666666
SSTR3	0.1055
MAGEA5	-2.25233333333333
OVOL2	3.57175
JMJD1B	0.298
RBL2	0.0863
PYGO2	0.65625
PPP1R10	0.549666666666667
CSE1L	0.240833333333333
LCA5	1.88525
RDH16	0.1975
ASRGL1	-0.665875
TOM1	0.128666666666667
PTX3	-6.234
TTC15	0.54125
SCGB3A1	0.638333333333333
MRPL50	-0.59025
RCAN3	-0.017375
SLC26A11	2.66525
STYX	-0.676666666666667
CINP	-0.784
MARCH7	-0.28475
PFKM	0.759666666666667
SGMS1	-0.225333333333333
RIOK3	0.4369
C1orf110	0.6925
CES7	-0.134875
LOC440248	0.24225
PPP1R12C	-0.416
C10orf27	0.2315
ATG9A	-1.3265
MRPS26	-0.417875
TMEM40	-0.38675
ELP3	-1.2537
ZNF787	-0.4467
HIAT1	-0.13025
C8orf34	-0.128166666666667
MGC4655	-0.093
PELI1	-0.274833333333333
PPT1	1.6904
SLC35C2	-1.16066666666667
C6orf125	0.16775
MUC4	-1.669
RFC4	-1.17285714285714
GNB2	-0.0385
NUP50	0.163714285714286
SULT4A1	0.38
C7	2.694375
CCDC130	-0.559833333333333
ARRDC4	-0.55
RQCD1	-0.2395
GLYCTK	-0.35075
AYTL2	-0.237363636363636
MTUS1	0.408
LEMD3	0.89
PLEKHF2	3.80075
HOXA7	-0.651875
GTF3C2	-0.702
DYNLRB2	1.61025
CNOT10	0.16875
MR1	-1.53083333333333
FFAR1	-0.028
PRIC285	-0.166
SLITRK6	3.23225
LIX1	-2.5224
UBE1L2	0.0394166666666667
F8	0.8065
ACHE	0.2315
KPNA5	1.3665
TNFRSF12A	-3.70133333333333
EGR3	-1.8485
SERPIND1	-3.6975
OASL	0.30625
IFRD1	-0.77725
WDFY1	-0.4005
ZNF267	-0.19075
ACCN5	0.5195
ZBTB6	1.01775
PPP1R3A	-0.164
PRRT3	2.6535
FBXL19	-0.641
TXNIP	-0.415642857142857
ACTN2	-1.9905
ATG9B	-0.290375
C9orf117	0.8605
IL27	-0.44
RPL36AL	0.107833333333333
KLK15	-0.1095
CHAD	0.326
RAP2B	-0.7293
HEBP2	0.67425
ZNF342	0.216
CAMK2G	0.590333333333333
TLR3	-1.01375
FGF14	-0.062
HMGB2	-0.422375
TRPM5	0.225
OR5M11	0.0705
KIF3B	1.45452631578947
PRICKLE2	0.263
MTMR9	-0.3835
C3orf27	0.136
GLRA3	-2.35866666666667
NSDHL	0.325166666666667
TMEM32	0.131
POLR2D	-1.072
MYADML	0.1815
C9orf114	-0.38125
MRGPRX1	0.4935
TOPORS	0.45175
CLDN19	-0.31175
C1QL4	0.0875
RNF165	2.4665
DHRS9	0.92875
DNAH2	-1.68233333333333
FXR1	-0.794666666666667
ZMYM3	-0.558375
CASP3	-0.221666666666667
FAM120C	-0.7245
SCLY	-1.1415
CA7	0.24
ENTPD5	1.4335
ZNF461	0.26875
PDIA5	-1.00375
C1orf19	-1.35916666666667
TMEM67	1.8685
KCTD20	0.06525
WDR47	0.276
FLJ38723	0.285
KLRF1	0.162
TAS2R16	0.571
CLDN12	0.23975
PRKCE	0.1945
UBXD4	0.091
ITGAM	1.29916666666667
GLT8D3	0.461875
WDR31	0.8578
RGS2	-2.14475
OR51L1	0.1355
MST1R	-1.0555
KIAA1737	-0.092
OR4A5	0.3355
GLIS1	-2.24866666666667
PTMA	-0.210857142857143
NAPA	1.42375
PRDM11	-0.183
LIPF	-0.3915
DIRAS3	-0.69
ASGR2	-4.078375
C1QTNF4	0.77875
PIK3R4	0.138833333333333
ARMC3	1.84825
NDUFV3	-0.444166666666667
BTBD3	-0.269833333333333
PPP1R2	0.497833333333333
UBE2NL	0.151
FOSL2	-0.0497142857142857
FAM119A	-1.34133333333333
TUBA4A	-0.2635
KRTAP12-1	-0.228
SFRS2	0.11525
RHPN1	0.6178
EEF2	-0.911666666666667
ZDHHC11	-0.3395
EPHA3	-0.7522
RBM12	0.33625
H2AFJ	1.86125
EDIL3	1.0215
KIF26A	-1.46075
SERGEF	0.76075
B3GALT4	2.5705
LOC90925	0.8465
OSCAR	-0.609375
NPFF	-0.163625
DEDD	0.57325
TMEM155	-1.251875
PTPN1	1.19975
SCYL2	0.709666666666667
SKAP1	2.27625
LEAP2	-2.27616666666667
GADD45G	2.679
IFITM3	-0.18925
PILRB	0.498
SLU7	0.768
DSC3	0.6315
DNMT3L	-1.6145
PAPD5	0.261125
B3GNT3	-2.2095
LHCGR	0.1695
MSL-1	0.96425
UBE2S	-0.359875
SAP130	0.0755
ANAPC11	1.01425
MAGED4B	-0.296
ATP6V1B2	-0.908
C14orf179	0.6355
CAPZA1	-0.749625
CDYL2	0.935666666666667
GLRX3	-1.765
LOC136288	-0.2265
MOBKL1A	-0.38925
HTR2B	3.3905
CRYGD	-0.159333333333333
NUS1	-1.642
PGRMC1	-0.3945
MYOM2	1.5625
FLJ39653	-0.7205
CHM	1.1566
OR5M8	0.0525
ZNF619	0.4295
FAM105A	0.945
CCNL1	0.15225
NAP1L3	-0.3715
C10orf57	2.761
B3GALNT1	1.65183333333333
CSN1S2A	0.036
TCP10L	-1.681
GDAP2	0.23075
DMKN	-2.915
COX6B1	-0.0685
DNASE2	-0.159666666666667
MSH5	-1.24125
LGMN	-0.81875
USP31	-0.402
OR13C8	0.613
SDCBP	-0.9531
NUDT11	-1.09983333333333
PYGL	-1.84566666666667
SNPH	0.469666666666667
B3GNT4	-0.7285
MIZF	-0.3694
NUBPL	-0.223625
NOD1	-0.953333333333333
CDH22	0.276375
NUBP1	-0.5895
DSCAM	-3.40775
DGKI	0.1895
FAM136A	-0.72375
AKAP1	-0.290833333333333
SLC16A6	2.3955
RIN3	-1.281
PSG2	-0.1565
DIP2B	0.927916666666667
PSORS1C1	-0.7927
KIAA0495	0.184
FLJ90709	-1.26716666666667
LPA	-0.0963333333333333
PIGA	-0.556666666666667
LY75	-0.367333333333333
UTS2	-5.879
RREB1	-0.502875
GALNACT-2	0.8685
MGC3196	-0.01225
FLJ31568	2.75875
LPHN1	0.784375
SP1	1.315625
TOX4	0.341166666666667
HSPA9	-0.1694
APOBEC1	1.017
SLC35E4	0.1655
LSM5	-1.93325
SURF1	-0.687
ZBTB1	0.633166666666667
GTF2F1	-0.7625
RPS15A	-1.56778571428571
DUSP21	-0.565
GINS4	-0.1565
MYO15A	-0.0155
GIMAP7	3.25225
MGC13379	0.96925
ATP6V1E2	-0.331833333333333
UTP3	0.121
HNRPA3	-0.1313125
MT4	-0.4335
C14orf155	0.09225
U1SNRNPBP	0.5825
CKLF	-1.4035
PLEKHN1	0.231166666666667
MBNL1	-0.85875
NUP160	-1.119
ACSM2A	-1.712
LOC129881	0.5225
KIAA1529	0.33675
FLJ22639	-0.728
HAND1	-0.969
GSX1	0.3415
FGA	-4.3851875
SERPINB1	0.18825
ZNF642	1.98575
IGFBP1	-7.758
SLC1A1	-1.2725
DHX57	0.321625
ZNF766	1.424
PTPN21	-1.2452
GDPD3	-0.4295
PNPLA5	-0.2655
TBR1	0.328
FAM116A	0.744
IQGAP1	-0.213
FOS	-1.9925
ZNF226	0.827125
FIGNL1	-0.998166666666667
C14orf1	-0.675666666666667
ZMYND17	0.8905
PUS7	-1.31566666666667
TUBB6	-0.949375
KCNQ2	-1.10575
MARCH6	1.30975
CCDC33	-0.492
PRODH	0.34475
RBM11	2.9125
EPHA6	0.465875
SLC43A1	0.656
LOC196541	0.201125
NTN1	0.0435833333333333
ING4	1.04325
PCDHB10	-0.1295
DPH2	-0.873166666666667
SPACA4	1.2275
FBXL21	-4.283
DIAPH1	-1.03483333333333
ZNF71	0.7575
CEP76	1.3265
CORO1A	-2.35725
RRM2	-0.1005
EDG4	-0.20975
OS9	-0.109833333333333
SLC4A1AP	0.9675
COG5	-0.601
COPS8	-0.8265
NGLY1	-0.44475
NCBP2	0.118375
C17orf42	0.204
GPSM3	0.043375
SIL1	-0.852333333333333
ASB6	-0.4665
SMAD5OS	0.284833333333333
UNC93A	-3.446375
A1BG	1.10033333333333
C21orf62	0.5325
FMO5	-1.48275
ATRIP	0.581833333333333
CEBPG	-0.11
C7orf38	0.872666666666667
TNFRSF1B	-0.347333333333333
CLEC1A	1.11566666666667
IQSEC1	0.825875
PATZ1	1.5838
RBM22	2.02425
BAG2	-1.88016666666667
PAQR5	0.166666666666667
C9orf127	0.6611
THNSL1	-0.77275
SHROOM3	-0.7264
JAM2	0.75325
SNRPN	0.2745
ALX4	0.229
CACNA1S	-0.3335
FAM130A1	2.07725
CORIN	0.326
CD300LB	0.7005
PLEKHG6	0.59
LRRC40	-1.28
PCLKC	-1.152
PCDHB16	0.0471666666666667
WNT2B	-0.982
ASNS	-0.773222222222222
MRPL49	0.167
FLJ46111	-1.30225
ISG20	-0.122
SMU1	0.250833333333333
CASZ1	0.5925
POLR1D	-0.666916666666667
GIN1	0.02475
SNAG1	-0.0456666666666667
ANKRD29	2.142
CDKN2AIP	0.194
KRR1	1.09375
CXCL1	-3.7085
EPM2A	-0.3859
PC	-0.8505
DEFB127	-1.227
PDZRN4	0.339
FAH	-0.501375
OR51E1	1.2475
CDC2L6	1.43116666666667
DNTTIP1	-0.5465
PAX8	-0.32575
TMEM116	1.25225
C1orf150	0.292
PRO2012	0.163
MRPL40	-0.0328333333333333
BEX1	1.1921
SLC2A4	-1.036
PKMYT1	-1.079
FEZF2	-0.502833333333333
SLC26A9	1.5185
MAP2	0.0965
LYL1	-2.18775
SLC25A19	0.685166666666667
NOS3	-0.6685
ZNF34	1.35083333333333
TMPRSS11F	-0.994
FAM43A	-0.53125
FCRL4	0.0523333333333333
KLF14	0.392
FLRT2	-1.3675
WRN	-1.61875
SDF2	0.8314
KRT8P12	-1.36475
C6orf195	-0.7725
C9orf125	-0.0358333333333333
DZIP3	0.615875
RIT1	-0.160833333333333
SCML1	-0.247833333333333
RHBDF2	-1.398375
OR2G3	0.3595
REXO1L1	-0.542
MAP3K7IP3	-0.510625
C3orf57	-5.2165
FBXW11	1.27733333333333
ETAA1	-0.1065
C14orf131	-0.4141
AKT1S1	-0.88875
SLC12A5	1.90875
C9orf164	1.55325
NRIP3	1.044
NOS1AP	-1.72475
TMEM121	1.5215
SAP30BP	0.5022
DGCR6	0.53675
WDR76	-0.1145
FAM82B	0.27775
LOC606495	-0.658
MAP9	2.78758333333333
BCDIN3D	1.22125
CXorf36	3.61533333333333
DSCR3	-1.2079
ZFAND3	0.31525
C7orf43	-0.226166666666667
SPSB3	-0.2665
C19orf19	0.05975
FAM133A	-3.370875
C12orf25	0.3715
SLC39A3	-0.82875
DISP2	0.17075
PI4KAP2	-1.3325
MKRN3	-2.8305
ADAMTS13	-0.773875
CBLN3	0.5746
TTYH1	-1.39283333333333
C3orf18	-0.7115
FLJ13236	-0.9455
ZMYND12	2.71275
C18orf25	1.03775
GLB1L3	-0.808
ATP13A5	0.465
RANBP10	-0.33225
CD96	-2.2361
DENND1C	-2.03275
RBMS3	-0.3172
SLC41A3	0.2375
DGCR6L	0.431
TMEM128	1.2595
CSNK1G3	1.05307142857143
MOBKL2C	0.678125
TSPAN6	-1.158
MATN2	0.1925
MSL2L1	-0.182833333333333
ST6GALNAC2	2.90416666666667
FGFBP2	-0.362
FGL1	-6.1245
MPP3	0.462333333333333
ARHGEF6	0.775
TGFBR2	-0.531
ACMSD	3.06375
IL33	3.14525
C9orf5	0.339833333333333
DEAF1	-0.0734
AMN	-0.5165
DEFA6	0.0945
RNF212	1.70875
METT5D1	0.578333333333333
CIB1	0.1299
TSSK1B	0.158
KIAA1727	1.837
ZNF680	0.680833333333333
LOC399900	-0.5535
LOC152217	-0.242416666666667
CTNNAL1	-2.1695
CIT	0.218333333333333
TLE6	0.17425
ZNF607	-1.26975
HERC4	-0.133
DRAP1	0.1199
PEMT	-1.091
C10orf111	-0.666
ZNF575	-0.29375
KCTD7	0.2245
MYO1F	-0.1795
LOC285382	2.32275
RAB11A	1.3519
PLCD3	-0.48225
C15orf28	0.3185
PTBP2	-1.4045
CTB-1048E9.5	-0.382875
C19orf60	-1.32866666666667
C7orf25	0.6365
SETD7	-0.466125
HOXB9	-4.1395
VANGL1	0.393875
CHAF1B	-0.793
NDUFA3	1.27075
KIAA1328	0.493
SHARPIN	0.821125
TTC23	-1.044625
UGP2	-0.1745
ANKIB1	0.962
CIRBP	0.894571428571428
SEC14L4	-3.075
OVCH1	0.425166666666667
VPS52	1.151
FAT	-1.608625
M6PRBP1	-1.28725
GPRIN3	2.481
PPM1F	-1.025
TSR1	-1.3215
CCDC85A	1.298
PCSK5	0.18575
ZFHX3	1.3525
HEMK1	0.00470000000000001
PGBD2	0.4385
RSRC2	0.0755
AURKC	-0.855833333333333
SCRIB	1.51125
ORM2	-4.2995
FAM115A	0.9078
FZD6	1.7345
UNC119	0.1525
GPX3	-1.4363
NOV	-1.28875
CABC1	-0.137
CDC42SE2	-0.2535625
EIF2S2	-1.0394
RNF130	0.04675
CKAP5	0.113
RP11-413M3.2	-0.27325
C10orf18	1.601
TMEM93	-0.64125
DYX1C1	1.602
KCNMB2	-0.37
ANK3	0.824166666666667
KRT5	-1.1649
CDH12	-1.336125
QRSL1	0.02975
JUB	-1.978
SHC4	1.687
CCL15	1.483
CCDC22	-0.939
SNX24	0.65425
RARS	0.2105
MORC2	-0.448625
FAM48A	-0.06175
MT1H	-0.07
PPP1R14C	-3.21683333333333
FOXD1	0.321571428571429
C1orf213	-2.15125
AMT	-1.3532
DSN1	-0.7155
PTPLAD2	0.362
DIS3L	0.27525
RASL11A	-0.6375
GPRC5B	-0.99325
FRMD7	0.235
STRN4	0.623
KITLG	-0.1585
HDGF	0.03375
OR1S1	0.125
SETX	0.0132
DDR2	-0.47325
KCTD12	0.60675
LYZL2	1.21525
WDR52	1.931
TMEM2	-0.830375
ZNF579	-0.190833333333333
LOC200810	1.3475
TNFSF9	-1.69225
PPFIA4	-3.18425
CNIH3	-1.25833333333333
MAP4K4	-1.04007142857143
ROD1	1.48035714285714
ALS2CR12	0.756666666666667
DOCK3	0.300333333333333
PAQR9	-3.9765
ASB17	-0.312833333333333
STX16	0.75275
FEZ2	-0.287833333333333
DLAT	-0.7095
KIF21B	-1.69716666666667
CDC5L	0.58675
TMEM119	1.06816666666667
CRIP3	-0.77975
TPSD1	-0.272166666666667
TEPP	-0.44625
GNGT2	0.72175
C21orf121	0.32475
WNK1	0.339833333333333
FLJ10490	-0.4773
OR51B5	-2.8865
LOC203547	-0.993875
HAS1	-0.3815
PPA1	-0.885333333333333
ST7	-0.550875
C11orf46	1.2443
POPDC3	-2.18766666666667
ACOX2	2.299
ATCAY	-0.915166666666667
TM4SF19	1.17875
MFSD9	-0.5675
PDHB	0.373
ERN1	-0.04
LCE3C	0.3515
GPR111	-0.032
NOTCH3	1.54166666666667
ADAMTS5	0.49975
B3GALT1	-1.461
UGCGL1	-0.759333333333333
FAM58A	0.162666666666667
FBXO32	1.20175
CLPP	-0.09475
NXPH1	2.59925
MTMR3	0.996166666666667
ATP1B3	-1.03525
TMEM16A	3.771125
HIST1H3F	0.8795
TRIM25	-0.4155
SDCBP2	-0.828
CRKL	0.041125
HOXB2	2.3675
ANP32B	-0.6955
GATM	1.3765
AP4E1	0.223125
EDG5	0.091875
CDKN3	-0.9425
CDH4	-1.92225
PGD	-1.78066666666667
RND1	0.7205
GAD1	-3.5746
MPG	-0.805
LOC440350	0.67
ZNF133	0.03925
SERPINB12	-0.912
AMELY	0.0356666666666667
DHX36	-0.40175
TNFAIP8L2	1.87766666666667
PHTF2	0.293388888888889
CCDC112	-0.954
IQCC	0.39225
HEYL	2.41383333333333
FTSJ2	-0.882833333333333
APPL1	0.89975
RAB43	-0.3815
OR10G2	0.2815
WAC	-0.107833333333333
ADCY9	0.62575
RUNDC2B	-0.427166666666667
PYCRL	0.8685
AGPAT7	0.305833333333333
SLC22A9	-0.883
CDKAL1	0.08
PDYN	-0.278833333333333
C20orf74	-0.0295
MTMR11	0.23075
VAV3	2.19208333333333
DAPL1	2.34925
STXBP3	0.10425
EIF3G	-1.29675
ARHGAP22	-2.4
NPFFR1	0.0515
NPC1	0.446
ALDH9A1	1.73933333333333
ZNF600	1.197
ZNF678	1.12266666666667
RASSF1	-0.115416666666667
ADD2	-2.179
PITPNB	-0.09675
PKD2L2	0.008125
LRP11	-0.43925
CDKL1	-1.05175
SMEK2	0.38775
PRODH2	-3.10383333333333
C11orf54	-0.842833333333333
SFRS11	-0.534
IL7	-2.3005
ALS2CR16	0.826
BTG3	-0.243333333333333
PAK2	-0.246611111111111
RP11-679B17.1	1.22125
GATA4	-1.41
ATP2B1	0.237
LOC130940	1.84
C1orf172	3.02066666666667
ATF7IP2	-1.20175
SLC25A43	0.740333333333333
CENTG3	0.123583333333333
IGF2BP1	-2.0044
FCHSD1	0.2455
CAMK2N2	-0.138
ELAVL3	-0.0602
NBPF15	0.622
UBE2J2	-0.0521666666666667
GNL2	-0.393
PRR3	-0.233
NLF2	-0.298
OR4F6	0.31
KLHL24	0.7265
CCDC88A	-2.1023
SGPP1	0.469333333333333
C10orf11	-1.00933333333333
SLC35B4	-1.54666666666667
UGT3A2	-0.327
ARNT2	1.751
CBR1	-0.754375
ITPR3	0.2565
TRAPPC6B	-0.5446
AMZ1	-0.6555
ARP11	1.9515
WDSUB1	0.7615
APBA1	0.320333333333333
RAB2A	0.8096
C6orf162	-0.487375
HPSE2	0.89175
PLCE1	-1.46875
INSL3	0.29075
DLG1	0.016
PTPLA	-1.926
PIGX	0.58175
TFIP11	0.284333333333333
FIBIN	-0.079
POLR2G	0.29925
GRAP2	-2.406
DNAJB8	0.17875
CNBP	0.159166666666667
WASF1	-0.1315
INPP5E	0.286
HSPB1	0.280625
TMEM167	-0.2163
CUBN	0.251
IGF1	2.5103125
ITPK1	0.2283
NAALAD2	-1.36825
G3BP1	0.2011
NT5DC1	0.344
CYP39A1	-0.7105
TMEM139	0.768166666666667
POLK	0.5396
GLULD1	-1.97825
RBM15	-1.58316666666667
AMZ2	1.40575
GDF15	-1.89616666666667
MESDC2	-0.98775
INCA	-0.442333333333333
ACY1L2	0.7915
GZMM	-1.45616666666667
PAIP1	-0.25675
CACNA2D1	-0.068
STK32C	-0.761833333333333
SH3BP4	-0.822666666666667
DEC1	-0.093
PADI1	-0.189
UBB	0.3298
PON3	-1.40316666666667
PROP1	0.3455
ANKRD13B	-0.0715
ADCK1	-0.6055
TCF25	-0.278333333333333
SLC38A5	-3.189
CXorf26	-0.0661666666666667
C19orf39	0.0345
PPP1R13B	0.183
ARL2	-1.207
TCL6	-0.171166666666667
TOP3A	-0.885
SLC16A14	1.114
FXYD6	1.284
HIST1H4E	0.084
BBC3	-0.128052631578947
UNC5A	0.440333333333333
FAM86C	0.2951
PI4KB	0.140625
B3GAT1	-1.91
SUSD2	1.83616666666667
OAZ2	0.891666666666667
NOC4L	-0.0145
C10orf12	1.1365
FADS1	-3.11416666666667
LOC144097	0.1605
DKK2	1.159
KIAA1949	-0.30425
RHOT1	0.2688
OXT	0.3115
GPR153	-0.1905
ARL4A	-1.62333333333333
SAAL1	-1.00275
CCDC64	0.0975
USE1	-0.744666666666667
HNMT	0.00283333333333334
PCGF3	0.9853125
CYP2C19	0.5945
C20orf4	1.01
CCDC11	1.7845
ACSBG2	-0.12025
RWDD2A	0.96925
PALLD	0.2105
CPLX4	-0.412
LOC492311	1.60125
KPNA2	-0.4985
MACROD1	-0.565
TMCO3	-0.952833333333333
C15orf52	0.861833333333333
BIRC5	0.0912
PRR16	-1.08066666666667
FAM63B	1.029375
KATNB1	-1.2835
WNT8B	0.242
