Hybridization REF	TCGA-A2-A04W-01A-31R-A115-07
ZNF347	1.5852
GTF2E1	-0.25825
RY1	0.169833333333333
ATAD2B	-0.162375
ARHGAP17	-0.000199999999999995
KCNIP3	-1.29475
SFPQ	0.1985
GFRA4	0.055
AKR1B10	-0.1855
TIGD6	-0.0283333333333333
RGS16	3.333
URB1	0.289333333333333
OR4C46	-0.0553333333333333
TOP3B	-1.105
NFATC4	0.55
CA14	-4.5035
BMPR1A	0.5575
SNRP70	-0.449625
PRL	-0.0861666666666666
C6orf130	-1.73075
STAG2	-0.25025
CD55	0.9305
RPS23	0.199166666666667
SSX2	-1.495
FDPSL2A	-0.487
FBXO27	1.45625
SYNGR3	-0.2985
TMSL3	1.2775
EML1	0.0985
NUP93	-0.782416666666667
SMAD3	0.0602
KIAA1189	1.37333333333333
HNRPUL2	0.677
TBC1D12	0.142666666666667
C16orf24	0.57325
MRVI1	3.3005
ZNF581	0.5005
ELOVL3	0.02
OR51Q1	0.548
CACNB3	0.963333333333333
GALNT13	-0.941125
C10orf84	0.79025
NEDD4	-0.9694
SPO11	0.816
OR5AU1	0.244
NEK4	0.4045
PRKAR2A	0.441333333333333
IHPK1	-0.0645
ATP6V0B	1.48075
CACNA1E	-0.3235
CEACAM8	1.90616666666667
PEX14	0.6055
FLJ12993	-0.531
ZBTB38	-0.05375
PCTK2	0.002
LRRC16	-0.0503
FBLIM1	1.34341666666667
FYCO1	1.20425
RP5-1022P6.2	0.808083333333333
CMTM1	0.245166666666667
PLTP	0.496166666666667
RAPH1	1.062375
DOCK8	0.7925
EZH2	-1.99673333333333
SLC25A1	0.216166666666667
PLEKHB1	0.5613
GRB7	3.2417
ZFP37	-0.539
MRPL33	-0.1855
PELO	0.4085
ARMC1	-0.351818181818182
C9orf27	0.146375
FLJ25778	-0.4555
C9orf37	-1.24466666666667
TMEM66	0.556
SPRN	0.25275
HBEGF	1.336375
PI4KA	-0.612
LEPRE1	1.09575
POU2AF1	-2.555625
MRPL12	-0.389833333333333
REP15	-0.0785
ZC3H3	-0.03525
RASAL1	1.70675
DDAH1	1.119625
ACBD5	0.1895
TMC2	0.221
CCDC137	-0.7715
SAMD13	0.764166666666667
UGT2B15	3.09683333333333
TIPARP	-0.33475
DNASE1L3	-0.27275
TRIM72	0.502666666666667
DBX2	2.0865
IPO8	-0.05825
C21orf88	-1.0326
MAP3K14	-0.49575
LOC51233	0.752333333333333
GGTLA4	2.64375
PDE6D	-0.04575
ZNF117	0.62525
CLK2	-0.786
NKRF	-1.27475
TNFSF15	3.3263
DUSP2	-0.204375
SECISBP2	-1.17
GABRR2	0.3375
PPAP2C	1.9195
LOC51145	-0.208666666666667
PAG1	-0.24025
PIK3C3	0.134
GNG10	-0.359
APOL4	1.38216666666667
ANKRD28	-0.809
STMN3	-0.9697
RAB14	1.3354
CDK2AP2	0.151
HDDC3	-0.666125
COMMD7	0.494625
CXXC1	-0.71325
HMCN1	0.702333333333333
CD40	-0.216
DYNC1LI2	1.05675
GDI1	0.89675
LOC646938	0.046
VSNL1	-0.0915
PIH1D1	0.253833333333333
RAET1G	-0.43
KRTAP5-9	-0.152
EFTUD2	-1.68425
ZNF311	-1.83883333333333
ATP6V1G3	0.33525
OR2W3	-0.51425
SCN4A	-0.01825
MED10	0.288
FAM135A	-0.633
ARHGAP4	-1.78925
EHMT2	-1.341875
UFD1L	0.52925
ERMP1	1.1795
MAG1	-0.261333333333333
THAP8	-0.368833333333333
HACE1	-0.526166666666667
FAM82C	0.798333333333333
C3orf20	0.3615
UNC84A	-0.1465
SCD5	-0.201428571428571
LASS6	2.136375
LSG1	0.453833333333333
MAL	-4.44475
GPR22	-0.058
WDR5B	1.48075
ACTRT1	0.487
C17orf60	0.0258333333333333
GRIN2C	0.1961
ARMC8	-0.2205
SLC47A1	-2.52366666666667
DMPK	0.9265
DHRS13	-0.667166666666667
SMC1A	-0.236666666666667
KRTAP17-1	0.071
SMYD5	0.17275
TUSC2	0.8035
CRHR2	0.5235
KIR3DL2	-0.428
CCDC104	0.1765
ATP2C1	1.29675
CROT	1.51725
PABPC3	-0.346333333333333
EGR1	3.08883333333333
THSD1	-0.27875
KHK	-1.318
SLC12A2	2.6849375
CD58	0.256
STOX2	0.249166666666667
CCDC76	-0.6448
CCDC48	3.234
DNAH1	-0.0991666666666667
ZIC4	-0.1155
OR1G1	0.385
PSMC6	-0.3425
PROKR1	0.465
ABCB1	-0.884625
TRAT1	-1.901
LLGL1	0.1505
MTF1	0.87325
USP54	0.209375
PAGE2B	-2.176
ITGB7	-3.75775
CCDC81	0.3555
LOC149837	0.39125
SCUBE1	-0.1955
ZSCAN10	-0.566
HUWE1	-0.197714285714286
CDH17	1.0985
CD180	-0.3265
IL17A	0.339
TMPO	-2.189625
KIAA1524	-0.739833333333333
HDGFRP3	-0.653833333333333
OXCT1	0.289181818181818
RRAS2	0.256333333333333
LTBP2	1.915375
SV2B	0.5515
CYP2A6	1.367875
PKD1L2	-0.7465
PPM1M	0.1055
FLJ22662	1.25983333333333
ZNF502	2.1115
GP6	-0.46075
CRYBA2	0.66475
LEF1	-1.1669
CTPS	-1.32857142857143
EYA1	-3.2475
EPS8L1	2.59625
MAPK14	-0.670916666666667
SERPINB2	-4.75575
GTF2F2	-0.4145
ZNHIT4	-0.111
PLA1A	-0.140625
C20orf114	4.693
HPR	-4.912
C18orf2	-3.3115
SATB2	-2.1445
KCNJ9	0.300625
MGC157906	0.5455
MOCS3	0.12325
C17orf71	-0.888166666666667
PPHLN1	-0.0754
HIST1H2BN	-1.60275
RAPGEF1	-0.585125
MAP3K8	0.40425
DLG4	0.203166666666667
STC1	0.31025
CDGAP	1.759
DDX26B	-1.64475
LOC150223	-1.777
CPSF3	-0.870666666666667
TMEM14A	-0.074
MYH3	-1.75775
GPKOW	-0.31075
SULT1A1	-0.806666666666667
SPON1	4.5791
YY1AP1	-0.140833333333333
RAB23	0.451
PLA2G4A	-4.871
MAPRE3	0.4845
ZNF516	-1.68264285714286
GGPS1	0.8135
EXOC3L2	-0.405125
C19orf42	0.717
MAP2K2	-0.545333333333333
HIST1H2BB	-0.452
RNF19B	1.11216666666667
C6orf128	1.65333333333333
TLR8	1.41225
PCDHA9	-0.6175
CARS2	1.158125
CLUL1	0.433666666666667
RHAG	-3.854
UNK	-0.684
EXOC8	0.8182
C9orf95	-0.15425
C14orf143	-0.304333333333333
MAML3	0.12025
LDHA	-0.47575
MRPL20	0.11775
KLHDC6	-0.11
ATP5S	0.610166666666667
C8orf55	0.751
PHF19	-2.184625
KRTAP13-4	0.3245
TTC5	-0.664
XKR5	0.108
SILV	-4.26466666666667
TEX28	-0.7255
TCTN1	0.899
CX40.1	0.153
PPP2R5C	-0.2445
C12orf30	0.0218333333333333
CAPG	1.40775
MPZL1	1.62025
ARSB	-0.155
TDH	-1.6845
WASF4	-0.05075
TSSK3	-0.7085
7A5	3.447
CRISPLD1	0.09325
MAD1L1	-0.683
SPIN4	-0.413
AMPD1	0.2815
DPYSL5	0.104
INPP1	-0.266
ANKRD11	-0.487555555555556
NPAS4	0.374125
GCET2	-0.2198
RNASE9	0.351
GUCY2D	0.441
CCDC98	-0.67975
FGF4	0.221
CPM	-0.477833333333333
SLC26A4	-2.14166666666667
PLD5	-0.30825
FAM59A	1.7484
FBXO5	-1.51111111111111
SIPA1L1	0.03275
DPYS	0.57675
ATG4D	0.25925
TGM3	0.687
MTCH1	-0.2375
HK1	0.161071428571429
CDC26	-0.179625
GALNT12	1.57366666666667
LOC339229	-0.73975
MRPL35	-0.170875
ORC4L	0.929125
TNKS	0.0707857142857143
C2orf24	0.640166666666667
ZNF553	0.223666666666667
GGTLA1	3.157
ZNF497	-0.137
CDY1B	0.3495
SLC30A4	0.897875
TUB	0.16925
ARHGEF18	-0.147
ARRB1	-0.43425
KCNK1	2.90975
EREG	0.1247
SCAMP5	-0.412
RUNDC3B	2.36325
ADAMTS20	-0.1085
IL17RB	-0.99975
FLJ20323	0.439
MCAM	1.25775
POLR3E	-1.97908333333333
AQR	0.0871666666666667
IPMK	-0.8055
CDCA7	-2.8055
CAMP	5.18125
GRHL3	1.1725
ADAMTSL2	1.47733333333333
CLMN	1.581
SSTR3	0.3175
MAGEA5	-2.1165
OVOL2	3.364
JMJD1B	-0.4235
RBL2	-0.3585
PYGO2	0.211
PPP1R10	0.462166666666667
CSE1L	-0.68
LCA5	1.018
RDH16	0.0025
ASRGL1	1.883
TOM1	0.574666666666667
PTX3	-5.69325
TTC15	0.54075
SCGB3A1	1.59666666666667
MRPL50	-1.0705
RCAN3	1.00925
SLC26A11	0.44925
STYX	-0.0375
CINP	-0.491
MARCH7	0.6435
PFKM	-0.822166666666667
SGMS1	1.18166666666667
RIOK3	0.505
C1orf110	1.063
CES7	0.132875
LOC440248	-2.2755
PPP1R12C	0.11875
C10orf27	0.72
ATG9A	-0.04725
MRPS26	0.44725
TMEM40	3.64425
ELP3	-0.5656
ZNF787	1.0323
HIAT1	0.6115
C8orf34	1.02166666666667
MGC4655	1.1511
PELI1	0.981333333333333
PPT1	1.0815
SLC35C2	-0.132333333333333
C6orf125	-0.35075
MUC4	0.534
RFC4	-2.10057142857143
GNB2	0.630666666666667
NUP50	0.2615
SULT4A1	-0.0708333333333333
C7	0.870375
CCDC130	-0.579833333333333
ARRDC4	1.578
RQCD1	0.29675
GLYCTK	-0.796
AYTL2	0.828727272727273
MTUS1	1.9616
LEMD3	0.764
PLEKHF2	1.08625
HOXA7	0.5175
GTF3C2	-1.2265
DYNLRB2	2.78525
CNOT10	-1.12975
MR1	-0.689833333333333
FFAR1	0.33975
PRIC285	0.19875
SLITRK6	3.46025
LIX1	-1.8751
UBE1L2	1.65983333333333
F8	0.038625
ACHE	0.395
KPNA5	0.42325
TNFRSF12A	0.641833333333333
EGR3	1.911
SERPIND1	-3.5535
OASL	0.75975
IFRD1	-0.871875
WDFY1	0.1395
ZNF267	0.254375
ACCN5	0.007
ZBTB6	1.12525
PPP1R3A	-0.075
PRRT3	2.04475
FBXL19	-0.7765
TXNIP	0.552857142857143
ACTN2	0.56575
ATG9B	0.001
C9orf117	0.70925
IL27	-2.13
RPL36AL	0.4795
KLK15	-0.0465
CHAD	2.613
RAP2B	-0.1973
HEBP2	1.34425
ZNF342	1.229
CAMK2G	0.748166666666667
TLR3	-0.12325
FGF14	0.137
HMGB2	-2.41475
TRPM5	0.0995
OR5M11	0.5875
KIF3B	0.841368421052632
PRICKLE2	2.19925
MTMR9	0.088875
C3orf27	0.446
GLRA3	-1.5402
NSDHL	0.3855
TMEM32	-0.183
POLR2D	-0.834
MYADML	0.658
C9orf114	-1.2545
MRGPRX1	0.2695
TOPORS	0.99175
CLDN19	-0.43725
C1QL4	0.153
RNF165	-1.017
DHRS9	2.1535
DNAH2	-0.762666666666667
FXR1	-0.915666666666667
ZMYM3	-1.163125
CASP3	0.3235
FAM120C	-1.108375
SCLY	-1.82275
CA7	0.0045
ENTPD5	0.00516666666666667
ZNF461	0.07675
PDIA5	0.87975
C1orf19	-0.4835
TMEM67	0.1895
KCTD20	-0.79675
WDR47	1.2765
FLJ38723	1.2295
KLRF1	1.85666666666667
TAS2R16	0.0265
CLDN12	0.788
PRKCE	-0.00899999999999998
UBXD4	-0.638
ITGAM	2.11466666666667
GLT8D3	0.12475
WDR31	-0.2924
RGS2	1.86875
OR51L1	0.2795
MST1R	1.90225
KIAA1737	0.2195
OR4A5	0.0255
GLIS1	-0.8965
PTMA	0.293071428571429
NAPA	2.402
PRDM11	0.082
LIPF	0.476
DIRAS3	1.68375
ASGR2	-4.000125
C1QTNF4	0.758
PIK3R4	0.0185
ARMC3	2.83275
NDUFV3	-0.00558333333333334
BTBD3	-0.429833333333333
PPP1R2	0.19025
UBE2NL	0.14875
FOSL2	1.66057142857143
FAM119A	-1.106
TUBA4A	0.0519
KRTAP12-1	0.0825
SFRS2	-0.615
RHPN1	-0.1373
EEF2	-0.593166666666667
ZDHHC11	0.159
EPHA3	-1.75
RBM12	-0.34075
H2AFJ	0.727583333333333
EDIL3	4.0765
KIF26A	0.02875
SERGEF	1.26225
B3GALT4	0.82075
LOC90925	0.186
OSCAR	0.869375
NPFF	-1.063375
DEDD	0.293875
TMEM155	-1.14525
PTPN1	-0.42625
SCYL2	1.07516666666667
SKAP1	0.215
LEAP2	-3.7095
GADD45G	0.9225
IFITM3	0.265375
PILRB	-1.76666666666667
SLU7	-0.3543125
DSC3	-0.434
DNMT3L	-1.26575
PAPD5	0.364375
B3GNT3	3.5075
LHCGR	0.625
MSL-1	2.3065
UBE2S	-0.408875
SAP130	-0.6105
ANAPC11	0.1585
MAGED4B	-1.0275
ATP6V1B2	0.290666666666667
C14orf179	0.474
CAPZA1	0.439125
CDYL2	0.498333333333333
GLRX3	-0.0235
LOC136288	-0.029
MOBKL1A	1.997
HTR2B	3.8255
CRYGD	-0.045
NUS1	1.74933333333333
PGRMC1	1.4455
MYOM2	-1.4435
FLJ39653	-2.17416666666667
CHM	0.4839
OR5M8	0.268
ZNF619	-0.039
FAM105A	0.0435
CCNL1	-0.974375
NAP1L3	0.53625
C10orf57	1.9645
B3GALNT1	1.45533333333333
CSN1S2A	0.3335
TCP10L	-0.57525
GDAP2	1.108875
DMKN	-0.988333333333333
COX6B1	0.06825
DNASE2	0.289333333333333
MSH5	-2.50875
LGMN	0.147
USP31	-0.3135
OR13C8	0.828
SDCBP	-0.6899
NUDT11	-1.42316666666667
PYGL	-0.120166666666667
SNPH	1.01433333333333
B3GNT4	0.714
MIZF	-1.0961
NUBPL	0.074125
NOD1	0.0945
CDH22	-0.44925
NUBP1	-0.150333333333333
DSCAM	-3.25525
DGKI	1.202
FAM136A	-0.713
AKAP1	-0.249
SLC16A6	0.81775
RIN3	0.441
PSG2	0.6055
DIP2B	0.358583333333333
PSORS1C1	0.823
KIAA0495	0.539
FLJ90709	-0.921166666666667
LPA	-0.185666666666667
PIGA	-0.325166666666667
LY75	2.88166666666667
UTS2	-5.866
RREB1	-0.075625
GALNACT-2	1.0109
MGC3196	-1.0645
FLJ31568	0.72575
LPHN1	0.252625
SP1	1.005375
TOX4	-0.197833333333333
HSPA9	0.3443
APOBEC1	0.4575
SLC35E4	-1.38925
LSM5	-0.28225
SURF1	0.34675
ZBTB1	0.125083333333333
GTF2F1	0.213125
RPS15A	-0.729
DUSP21	-0.217333333333333
GINS4	-1.30183333333333
MYO15A	-0.183
GIMAP7	3.114
MGC13379	0.06825
ATP6V1E2	-0.393333333333333
UTP3	2.47575
HNRPA3	-0.3656875
MT4	0.021
C14orf155	0.41125
U1SNRNPBP	0.41925
CKLF	-0.3285
PLEKHN1	-0.04
MBNL1	-0.78425
NUP160	-0.939
ACSM2A	-1.81425
LOC129881	1.318
KIAA1529	-1.47125
FLJ22639	-1.7695
HAND1	-0.3285
GSX1	0.8345
FGA	-3.9024375
SERPINB1	-0.81575
ZNF642	0.3705
IGFBP1	-7.639375
SLC1A1	2.71425
DHX57	0.36125
ZNF766	0.8265
PTPN21	-0.17
GDPD3	-0.251
PNPLA5	0.0675
TBR1	0.4026
FAM116A	-0.214
IQGAP1	0.60125
FOS	2.53325
ZNF226	0.377375
FIGNL1	-0.252666666666667
C14orf1	0.290166666666667
ZMYND17	-1.0595
PUS7	-0.667
TUBB6	-0.2445
KCNQ2	-1.556
MARCH6	0.531083333333333
CCDC33	0.0465
PRODH	1.31025
RBM11	0.82775
EPHA6	0.0944285714285714
SLC43A1	-0.73425
LOC196541	0.00385714285714286
NTN1	0.877916666666667
ING4	-0.64775
PCDHB10	3.07725
DPH2	-0.4475
SPACA4	0.25775
FBXL21	-4.058
DIAPH1	-0.734666666666667
ZNF71	2.37816666666667
CEP76	-0.9735
CORO1A	-0.7705
RRM2	-1.691625
EDG4	0.787
OS9	0.666333333333333
SLC4A1AP	-0.18975
COG5	0.50575
COPS8	-0.4905
NGLY1	-1.1965
NCBP2	0.433875
C17orf42	-1.13083333333333
GPSM3	-0.51575
SIL1	0.266833333333333
ASB6	-0.257
SMAD5OS	1.05116666666667
UNC93A	-2.816375
A1BG	-0.792333333333333
C21orf62	0.242
FMO5	-2.06491666666667
ATRIP	-0.784666666666667
CEBPG	0.352666666666667
C7orf38	0.141666666666667
TNFRSF1B	0.660666666666667
CLEC1A	1.04116666666667
IQSEC1	0.14325
PATZ1	0.8642
RBM22	0.435625
BAG2	-1.9145
PAQR5	-1.31083333333333
C9orf127	1.7921
THNSL1	-0.3845
SHROOM3	1.3641
JAM2	0.742
SNRPN	-2.46575
ALX4	0.2
CACNA1S	0.3445
FAM130A1	0.60725
CORIN	4.122
CD300LB	0.71
PLEKHG6	1.579
LRRC40	-0.662
PCLKC	-0.61275
PCDHB16	0.984
WNT2B	-0.0106666666666667
ASNS	-0.0771111111111111
MRPL49	0.158125
FLJ46111	-0.18375
ISG20	-0.311375
SMU1	0.1235
CASZ1	0.378
POLR1D	-0.1245
GIN1	-0.84425
SNAG1	0.805833333333333
ANKRD29	-1.963
CDKN2AIP	-0.201
KRR1	-0.354
CXCL1	1.14283333333333
EPM2A	0.6006
PC	-0.704
DEFB127	-0.057
PDZRN4	1.76333333333333
FAH	0.272375
OR51E1	1.3515
CDC2L6	-0.556333333333333
DNTTIP1	-0.22625
PAX8	0.73725
TMEM116	-1.11825
C1orf150	-0.0165
PRO2012	0.38325
MRPL40	-0.452833333333333
BEX1	-3.7383
SLC2A4	-0.829666666666667
PKMYT1	-0.77125
FEZF2	-0.235666666666667
SLC26A9	-0.85775
MAP2	-0.2005
LYL1	-1.904
SLC25A19	-1.35316666666667
NOS3	0.0765
ZNF34	0.0095
TMPRSS11F	-0.2295
FAM43A	-0.26075
FCRL4	0.380666666666667
KLF14	0.615
FLRT2	0.147166666666667
WRN	-0.337
SDF2	1.2574
KRT8P12	-0.0955
C6orf195	-0.0255
C9orf125	-2.231
DZIP3	-1.017625
RIT1	-1.38608333333333
SCML1	-1.79333333333333
RHBDF2	-0.396625
OR2G3	0.636
REXO1L1	-0.3215
MAP3K7IP3	-0.14925
C3orf57	-0.5805
FBXW11	-0.941333333333333
ETAA1	-0.197
C14orf131	-1.4736
AKT1S1	0.33225
SLC12A5	-0.88725
C9orf164	0.599
NRIP3	-0.586125
NOS1AP	-1.295
TMEM121	0.6465
SAP30BP	-0.2131
DGCR6	0.971
WDR76	-2.72425
FAM82B	-0.7375
LOC606495	-0.488
MAP9	2.40483333333333
BCDIN3D	0.015
CXorf36	2.78233333333333
DSCR3	-0.5396
ZFAND3	0.78325
C7orf43	0.676666666666667
SPSB3	-0.0293
C19orf19	0.1015
FAM133A	-2.26425
C12orf25	0.264
SLC39A3	0.0675
DISP2	-0.3425
PI4KAP2	-1.947
MKRN3	-2.443
ADAMTS13	-0.99925
CBLN3	0.3473
TTYH1	-0.185333333333333
C3orf18	-0.3525
FLJ13236	1.46375
ZMYND12	2.233
C18orf25	0.828
GLB1L3	-0.6445
ATP13A5	3.186
RANBP10	-0.3815
CD96	-1.293
DENND1C	-0.9585
RBMS3	0.9493
SLC41A3	0.49
DGCR6L	0.89525
TMEM128	-0.0991666666666667
CSNK1G3	-0.681071428571429
MOBKL2C	0.843875
TSPAN6	0.46525
MATN2	-0.2332
MSL2L1	0.5415
ST6GALNAC2	-1.12333333333333
FGFBP2	-0.625875
FGL1	-5.6425
MPP3	-1.31833333333333
ARHGEF6	0.0411666666666667
TGFBR2	0.345125
ACMSD	-1.076
IL33	1.323
C9orf5	-0.0443333333333333
DEAF1	-0.598
AMN	-0.441
DEFA6	0.029125
RNF212	-1.0085
METT5D1	0.131333333333333
CIB1	0.7629
TSSK1B	0.137
KIAA1727	0.6205
ZNF680	0.60425
LOC399900	-0.849
LOC152217	-0.870166666666667
CTNNAL1	-2.749
CIT	-2.77083333333333
TLE6	-0.35025
ZNF607	1.20775
HERC4	-0.777166666666667
DRAP1	-0.0778
PEMT	-1.06725
C10orf111	0.0205
ZNF575	0.0195
KCTD7	0.1815
MYO1F	0.299
LOC285382	-0.14925
RAB11A	0.9146
PLCD3	-0.93725
C15orf28	0.27725
PTBP2	-1.40425
CTB-1048E9.5	-0.39575
C19orf60	0.2475
C7orf25	0.863333333333333
SETD7	0.9685
HOXB9	-3.4855
VANGL1	0.9511875
CHAF1B	-1.853
NDUFA3	-0.46375
KIAA1328	0.626666666666667
SHARPIN	0.039
TTC23	-0.260625
UGP2	0.350833333333333
ANKIB1	0.554
CIRBP	0.0984285714285714
SEC14L4	-2.8095
OVCH1	0.155333333333333
VPS52	-0.82675
FAT	1.388
M6PRBP1	0.523
GPRIN3	-0.12
PPM1F	-0.0216666666666667
TSR1	-0.6555
CCDC85A	1.411
PCSK5	2.6445
ZFHX3	0.6745
HEMK1	-1.2206
PGBD2	0.04625
RSRC2	-0.0686666666666667
AURKC	-0.294833333333333
SCRIB	-1.069125
ORM2	-3.8185
FAM115A	1.0463
FZD6	0.69925
UNC119	0.905833333333333
GPX3	-1.2955
NOV	0.45275
CABC1	-1.2315
CDC42SE2	-0.8635625
EIF2S2	-0.0969
RNF130	1.319125
CKAP5	-0.139333333333333
RP11-413M3.2	0.4355
C10orf18	0.8587
TMEM93	-0.372
DYX1C1	1.444
KCNMB2	-1.802625
ANK3	1.13316666666667
KRT5	-2.4739
CDH12	-0.919571428571429
QRSL1	1.7945
JUB	-0.43425
SHC4	-0.2945
CCL15	0.7
CCDC22	-0.8105
SNX24	-0.4805
RARS	-0.886
MORC2	0.08175
FAM48A	-0.31225
MT1H	-0.077
PPP1R14C	-1.92383333333333
FOXD1	-0.522857142857143
C1orf213	-2.664
AMT	-2.5531
DSN1	-0.6965
PTPLAD2	0.8965
DIS3L	0.11325
RASL11A	2.045
GPRC5B	0.24475
FRMD7	0.653
STRN4	0.11675
KITLG	1.68163636363636
HDGF	-0.5425
OR1S1	0.5685
SETX	0.4516
DDR2	0.4635
KCTD12	1.25725
LYZL2	1.45975
WDR52	0.381
TMEM2	0.928625
ZNF579	-0.153166666666667
LOC200810	1.607
TNFSF9	-1.17175
PPFIA4	-3.1935
CNIH3	1.705
MAP4K4	0.137642857142857
ROD1	-0.311785714285714
ALS2CR12	-0.4755
DOCK3	0.872833333333333
PAQR9	-4.6
ASB17	0.572833333333333
STX16	-1.224375
FEZ2	0.203166666666667
DLAT	0.336666666666667
KIF21B	-0.459666666666667
CDC5L	-0.86575
TMEM119	1.79666666666667
CRIP3	-1.61275
TPSD1	0.0311666666666667
TEPP	-0.57675
GNGT2	1.26875
C21orf121	0.58075
WNK1	0.574083333333333
FLJ10490	-0.0304999999999999
OR51B5	-2.2215
LOC203547	-0.6055
HAS1	0.942
PPA1	-0.0243333333333333
ST7	0.57325
C11orf46	0.6674
POPDC3	-3.43833333333333
ACOX2	0.696333333333333
ATCAY	-0.585416666666667
TM4SF19	-0.34625
MFSD9	0.130666666666667
PDHB	-0.73125
ERN1	-0.1715
LCE3C	0.424
GPR111	0.19
NOTCH3	0.596
ADAMTS5	2.54125
B3GALT1	-0.484
UGCGL1	0.929333333333333
FAM58A	1.68433333333333
FBXO32	1.373
CLPP	-0.29325
NXPH1	4.14275
MTMR3	1.13616666666667
ATP1B3	-0.502125
TMEM16A	4.03125
HIST1H3F	-0.472
TRIM25	0.281666666666667
SDCBP2	3.9335
CRKL	-1.46275
HOXB2	0.89
ANP32B	-0.888625
GATM	0.2385
AP4E1	-0.237125
EDG5	0.4385
CDKN3	-1.66516666666667
CDH4	-1.76875
PGD	1.54266666666667
RND1	1.7295
GAD1	-2.9242
MPG	-0.34625
LOC440350	-1.021
ZNF133	-0.149
SERPINB12	-0.274
AMELY	0.1396
DHX36	-0.842
TNFAIP8L2	2.475
PHTF2	-0.244833333333333
CCDC112	-0.884666666666667
IQCC	-0.93275
HEYL	2.74966666666667
FTSJ2	-0.336333333333333
APPL1	0.1345
RAB43	1.49857142857143
OR10G2	-0.0495
WAC	-0.0873333333333333
ADCY9	0.79375
RUNDC2B	0.667833333333333
PYCRL	0.4955
AGPAT7	-0.498666666666667
SLC22A9	-0.757666666666667
CDKAL1	-1.409
PDYN	-0.478333333333333
C20orf74	0.69725
MTMR11	0.17425
VAV3	3.39466666666667
DAPL1	4.374
STXBP3	0.576
EIF3G	-0.75525
ARHGAP22	-1.0895
NPFFR1	-0.128
NPC1	-0.4365
ALDH9A1	0.829166666666667
ZNF600	0.415375
ZNF678	0.694833333333333
RASSF1	0.471083333333333
ADD2	-2.356625
PITPNB	0.307375
PKD2L2	0.391125
LRP11	0.93625
CDKL1	0.477
SMEK2	0.54325
PRODH2	-2.81266666666667
C11orf54	-1.014
SFRS11	-0.695666666666667
IL7	-0.973666666666667
ALS2CR16	0.5125
BTG3	-0.532666666666667
PAK2	-0.588833333333333
RP11-679B17.1	-1.351
GATA4	-0.196
ATP2B1	-0.3425
LOC130940	1.2225
C1orf172	1.97833333333333
ATF7IP2	-2.19675
SLC25A43	0.8485
CENTG3	-0.0130833333333334
IGF2BP1	-3.1768
FCHSD1	0.3175
CAMK2N2	-0.604333333333333
ELAVL3	0.00449999999999998
NBPF15	-0.474666666666667
UBE2J2	-0.111833333333333
GNL2	0.06575
PRR3	-0.5816
NLF2	0.16325
OR4F6	-0.022
KLHL24	0.343666666666667
CCDC88A	-1.865
SGPP1	-0.136666666666667
C10orf11	-0.472666666666667
SLC35B4	-0.700833333333333
UGT3A2	-0.678
ARNT2	0.4384
CBR1	0.106
ITPR3	-0.791166666666667
TRAPPC6B	-0.0831
AMZ1	-1.187
ARP11	1.6595
WDSUB1	0.995
APBA1	0.0221666666666667
RAB2A	1.1166
C6orf162	-0.898375
HPSE2	1.37875
PLCE1	0.19625
INSL3	0.1125
DLG1	-0.4601
PTPLA	-3.89475
PIGX	-0.020875
TFIP11	0.428166666666667
FIBIN	3.6285
POLR2G	-0.81775
GRAP2	-2.2122
DNAJB8	0.2135
CNBP	0.296333333333333
WASF1	-1.2725
INPP5E	-1.0522
HSPB1	-1.2345
TMEM167	0.5579
CUBN	-0.0185
IGF1	2.4449375
ITPK1	-0.5502
NAALAD2	-1.354
G3BP1	-0.838
NT5DC1	1.98275
CYP39A1	1.201
TMEM139	-0.806333333333333
POLK	-0.560888888888889
GLULD1	-1.6265
RBM15	-0.809333333333333
AMZ2	-0.06575
GDF15	-0.196666666666667
MESDC2	-0.79
INCA	-0.335333333333333
ACY1L2	-2.9605
GZMM	-1.1525
PAIP1	0.5285
CACNA2D1	-0.549
STK32C	-0.747
SH3BP4	2.15083333333333
DEC1	0.255
PADI1	0.257
UBB	0.4361
PON3	-2.72416666666667
PROP1	0.503
ANKRD13B	0.326
ADCK1	-0.858
TCF25	0.377
SLC38A5	-2.213
CXorf26	0.963833333333333
C19orf39	0.36775
PPP1R13B	0.40825
ARL2	-1.1805
TCL6	0.301916666666667
TOP3A	-0.636
SLC16A14	2.285625
FXYD6	1.88783333333333
HIST1H4E	-1.086
BBC3	-0.439894736842105
UNC5A	0.54
FAM86C	-0.2048
PI4KB	0.407125
B3GAT1	-2.5515
SUSD2	3.26783333333333
OAZ2	-0.272333333333333
NOC4L	-0.4255
C10orf12	2.18875
FADS1	-2.63533333333333
LOC144097	0.06875
DKK2	0.902
KIAA1949	-0.3805
RHOT1	-0.6909
OXT	0.9625
GPR153	-0.34125
ARL4A	0.171833333333333
SAAL1	-0.83225
CCDC64	0.3385
USE1	-0.642833333333333
HNMT	0.122333333333333
PCGF3	0.4354375
CYP2C19	0.0035
C20orf4	-0.1815
CCDC11	0.582
ACSBG2	-0.05275
RWDD2A	0.20475
PALLD	3.081375
CPLX4	0.282
LOC492311	0.79225
KPNA2	-1.40766666666667
MACROD1	-0.8265
TMCO3	1.24833333333333
C15orf52	1.70466666666667
BIRC5	-0.941866666666667
PRR16	0.680833333333333
