Hybridization REF	TCGA-D8-A13Z-01A-11R-A115-07
GTF2E1	0.106
RY1	0.466666666666667
ATAD2B	1.338875
ARHGAP17	0.1448
KCNIP3	-1.6905
SFPQ	0.20225
GFRA4	-0.0591666666666667
AKR1B10	0.907
TIGD6	0.033
RGS16	1.91175
URB1	-0.424333333333333
OR4C46	-0.8605
TOP3B	-0.92775
NFATC4	0.066
CA14	-4.8415
BMPR1A	0.956833333333333
SNRP70	-0.713625
PRL	-0.0086
C6orf130	-1.0095
STAG2	-0.20175
CD55	-0.568285714285714
RPS23	-1.0465
SSX2	-2.05083333333333
FDPSL2A	1.5405
FBXO27	-0.41
SYNGR3	-1.5125
TMSL3	2.83725
EML1	-1.6805
NUP93	-0.218833333333333
SMAD3	-0.516
KIAA1189	2.2015
HNRPUL2	0.118
TBC1D12	-0.129333333333333
C16orf24	0.39775
MRVI1	1.81683333333333
ZNF581	-0.446
ELOVL3	-0.6605
OR51Q1	0.657
CACNB3	0.6375
GALNT13	-0.85025
C10orf84	0.1405
NEDD4	-1.195
SPO11	0.639
OR5AU1	0.1005
NEK4	-0.434785714285714
PRKAR2A	-0.575833333333333
IHPK1	-0.599833333333333
ATP6V0B	0.84825
CACNA1E	0.527
CEACAM8	1.5255
PEX14	0.157
FLJ12993	-0.5585
ZBTB38	-0.2045
PCTK2	1.31683333333333
LRRC16	0.5148
FBLIM1	1.38025
FYCO1	1.0655
RP5-1022P6.2	0.21425
CMTM1	0.672666666666667
PLTP	0.341166666666667
RAPH1	0.314375
DOCK8	0.7685
EZH2	-0.6854
SLC25A1	-0.584333333333333
PLEKHB1	0.3985
GRB7	1.012
ZFP37	0.12025
MRPL33	-0.13775
PELO	-0.59725
ARMC1	-0.641909090909091
C9orf27	0.41575
FLJ25778	0.018
C9orf37	-1.36333333333333
TMEM66	-0.1115
SPRN	0.783625
HBEGF	1.009375
PI4KA	-1.3515
LEPRE1	0.45775
POU2AF1	-1.244625
MRPL12	-0.8795
REP15	0.6125
ZC3H3	0.279
RASAL1	0.98575
DDAH1	0.757875
ACBD5	0.3335
TMC2	0.51
CCDC137	-0.421
SAMD13	1.1765
UGT2B15	-0.156
TIPARP	-0.626
DNASE1L3	1.3825
TRIM72	0.247
DBX2	0.83475
IPO8	1.47975
C21orf88	-1.6711
MAP3K14	1.391
LOC51233	0.289
GGTLA4	0.41675
PDE6D	0.25125
ZNF117	0.1755
CLK2	-0.64025
NKRF	-0.70925
TNFSF15	2.3085
DUSP2	0.629625
SECISBP2	-0.862
GABRR2	-0.7395
PPAP2C	2
LOC51145	0.471
PAG1	-0.22475
PIK3C3	-0.8825
GNG10	-0.025
APOL4	1.1785
ANKRD28	-1.59075
STMN3	-1.4486
RAB14	0.0245
CDK2AP2	-0.4355
HDDC3	-0.849625
COMMD7	0.534125
CXXC1	-0.445
HMCN1	-1.0695
CD40	1.509
DYNC1LI2	0.029625
GDI1	0.22075
LOC646938	-0.38175
VSNL1	-1.57933333333333
PIH1D1	0.364666666666667
RAET1G	0.289
KRTAP5-9	0.176
EFTUD2	-0.6555
ZNF311	0.277333333333333
ATP6V1G3	-0.29
OR2W3	0.174
SCN4A	0.14325
MED10	-0.619
FAM135A	-0.8188
ARHGAP4	-1.138
EHMT2	-0.43775
UFD1L	-0.2915
ERMP1	-0.437
MAG1	-2.021
THAP8	0.236833333333333
HACE1	-0.2985
FAM82C	0.395333333333333
C3orf20	0.2005
UNC84A	-0.546
SCD5	0.292428571428571
LASS6	0.907
LSG1	0.168
MAL	-3.68175
GPR22	0.0055
WDR5B	0.581
ACTRT1	0.649
C17orf60	0.3635
GRIN2C	0.7951
ARMC8	0.42925
SLC47A1	-1.85816666666667
DMPK	-0.108
DHRS13	-0.895166666666667
SMC1A	-0.851
KRTAP17-1	-0.86375
SMYD5	-0.027
TUSC2	0.112125
CRHR2	0.32
KIR3DL2	1.0565
CCDC104	0.53775
ATP2C1	1.656875
CROT	1.13475
PABPC3	-1.1315
EGR1	-0.06
THSD1	0.4925
KHK	-0.38775
SLC12A2	2.6974375
CD58	0.5275
STOX2	-0.970666666666667
CCDC76	-1.2755
CCDC48	3.68275
DNAH1	-0.226166666666667
ZIC4	-0.656875
OR1G1	0.951
PSMC6	-0.045
PROKR1	0.127
ABCB1	-0.717875
TRAT1	-0.308
LLGL1	0.141
MTF1	1.2775
USP54	1.986625
PAGE2B	-1.7765
ITGB7	-3.182
CCDC81	0.2085
LOC149837	0.946
SCUBE1	0.285
ZSCAN10	0.0205
HUWE1	0.216714285714286
CDH17	0.605
CD180	1.61125
IL17A	0.516
TMPO	-0.32025
KIAA1524	-0.279833333333333
HDGFRP3	-2.18216666666667
OXCT1	0.244727272727273
RRAS2	-0.431166666666667
LTBP2	2.39625
SV2B	1.80866666666667
CYP2A6	0.295125
PKD1L2	-0.666333333333333
PPM1M	0.619
FLJ22662	2.58733333333333
ZNF502	0.04975
GP6	-0.6255
CRYBA2	2.06725
LEF1	-2.296
CTPS	-0.750428571428571
EYA1	-3.91183333333333
EPS8L1	1.24325
MAPK14	0.10825
SERPINB2	-5.783
GTF2F2	-0.465833333333333
ZNHIT4	-0.2915
PLA1A	0.79925
C20orf114	4.23425
HPR	-4.9845
C18orf2	-3.898
SATB2	-2.67125
KCNJ9	-0.112
MGC157906	0.6035
MOCS3	0.314
C17orf71	0.0588333333333333
PPHLN1	0.9393
HIST1H2BN	-0.562125
RAPGEF1	-0.870625
MAP3K8	1.08075
DLG4	0.00566666666666666
STC1	0.512666666666667
CDGAP	1.63925
DDX26B	-0.60775
LOC150223	-1.86375
CPSF3	0.323166666666667
TMEM14A	1.60875
MYH3	-1.6225
GPKOW	0.4855
SULT1A1	-0.6805
SPON1	3.1323
YY1AP1	0.402
RAB23	1.41775
PLA2G4A	0.26375
MAPRE3	0.247
ZNF516	-1.27407142857143
GGPS1	1.184
EXOC3L2	-0.4715
C19orf42	-0.3447
MAP2K2	-0.429
HIST1H2BB	-0.03975
RNF19B	1.93583333333333
C6orf128	1.16833333333333
TLR8	4.201
PCDHA9	2.045
CARS2	0.053
CLUL1	1.6145
RHAG	-4.30833333333333
UNK	-0.5215
EXOC8	0.5192
C9orf95	-0.60175
C14orf143	-0.142
MAML3	0.06175
LDHA	-0.8755
MRPL20	-0.245375
KLHDC6	1.22366666666667
ATP5S	0.767833333333333
C8orf55	-0.00125
PHF19	-2.0995
KRTAP13-4	0.495
TTC5	0.1465
XKR5	-0.79625
SILV	-4.69016666666667
TEX28	0.739
TCTN1	0.89875
CX40.1	0.17275
PPP2R5C	0.16925
C12orf30	-1.24433333333333
CAPG	2.54625
MPZL1	1.77055
ARSB	-0.833666666666667
TDH	-2.0535
WASF4	0.7585
TSSK3	-0.0136666666666667
7A5	3.377
CRISPLD1	-0.937375
MAD1L1	-0.336333333333333
SPIN4	-0.241333333333333
AMPD1	0.392
DPYSL5	0.153
INPP1	-0.382666666666667
ANKRD11	-1.2895
NPAS4	0.35675
GCET2	0.9691
RNASE9	0.3055
GUCY2D	0.33
CCDC98	-0.5375
FGF4	-0.1915
CPM	-1.19316666666667
SLC26A4	-1.8505
PLD5	-0.06775
FAM59A	0.0906
FBXO5	-0.317555555555556
SIPA1L1	0.42325
DPYS	0.71325
ATG4D	0.22275
TGM3	1.16
MTCH1	0.72
HK1	0.710428571428571
CDC26	-0.162125
GALNT12	1.51666666666667
LOC339229	-0.051
MRPL35	0.2215
ORC4L	-0.437875
TNKS	-0.877571428571428
C2orf24	-0.0405
ZNF553	0.585333333333333
GGTLA1	3.056
ZNF497	-1.05725
CDY1B	0.1895
SLC30A4	0.359625
TUB	-0.786875
ARHGEF18	0.909
ARRB1	-0.44925
KCNK1	2.04225
EREG	-3.7444
SCAMP5	0.36175
RUNDC3B	1.766
ADAMTS20	-0.6385
IL17RB	-0.02275
FLJ20323	-0.78175
MCAM	0.054875
POLR3E	-1.83416666666667
AQR	0.210666666666667
IPMK	0.11
CDCA7	-1.030125
CAMP	3.0175
GRHL3	2.118
ADAMTSL2	0.6455
CLMN	1.6075
SSTR3	0.5955
MAGEA5	-2.41616666666667
OVOL2	3.63875
JMJD1B	0.70625
RBL2	-0.5085
PYGO2	0.79825
PPP1R10	0.743833333333333
CSE1L	-0.728333333333333
LCA5	1.43075
RDH16	0.393
ASRGL1	0.0125
TOM1	0.0978333333333333
PTX3	-5.53725
TTC15	0.763
SCGB3A1	0.908833333333333
MRPL50	-1.095
RCAN3	0.700625
SLC26A11	0.18325
STYX	0.431833333333333
CINP	-0.27775
MARCH7	-0.154
PFKM	-1.44716666666667
SGMS1	1.69766666666667
RIOK3	0.37
C1orf110	2.3075
CES7	-0.189125
LOC440248	-2.04325
PPP1R12C	-0.42775
C10orf27	0.372
ATG9A	-0.32125
MRPS26	0.873125
TMEM40	2.211
ELP3	-1.0846
ZNF787	-0.1068
HIAT1	0.4175
C8orf34	1.05833333333333
MGC4655	0.4924
PELI1	1.55583333333333
PPT1	-0.0564
SLC35C2	-0.219333333333333
C6orf125	0.2245
MUC4	-0.4985
RFC4	-0.539428571428571
GNB2	0.302166666666667
NUP50	0.240928571428571
SULT4A1	0.193166666666667
C7	1.94525
CCDC130	0.135666666666667
ARRDC4	0.61225
RQCD1	-0.16275
GLYCTK	-1.06775
AYTL2	-0.850272727272727
MTUS1	-0.1872
LEMD3	0.3685
PLEKHF2	0.718
HOXA7	0.387125
GTF3C2	-0.4115
DYNLRB2	0.606
CNOT10	-0.53925
MR1	0.907
FFAR1	-0.20175
PRIC285	1.6585
SLITRK6	-0.20425
LIX1	-2.9481
UBE1L2	-0.689416666666667
F8	0.21425
ACHE	0.592166666666667
KPNA5	1.3575
TNFRSF12A	0.492333333333333
EGR3	-1.4575
SERPIND1	-2.97483333333333
OASL	3.44
IFRD1	-1.1035
WDFY1	0.0978333333333333
ZNF267	1.141125
ACCN5	2.0495
ZBTB6	-1.095
PPP1R3A	-0.192
PRRT3	0.55475
FBXL19	-0.8715
TXNIP	1.586
ACTN2	-0.3435
ATG9B	-0.357875
C9orf117	-0.13875
IL27	0.057
RPL36AL	1.487
KLK15	0.29275
CHAD	0.5895
RAP2B	0.7256
HEBP2	2.8165
ZNF342	1.1905
CAMK2G	0.351166666666667
TLR3	1.03525
FGF14	0.4505
HMGB2	0.6005
TRPM5	0.112666666666667
OR5M11	0.244
KIF3B	0.610842105263158
PRICKLE2	1.045
MTMR9	-0.896125
C3orf27	0.205
GLRA3	-3.04533333333333
NSDHL	0.841666666666667
TMEM32	0.049
POLR2D	-0.3385
MYADML	0.507
C9orf114	-0.8575
MRGPRX1	0.3825
TOPORS	-0.035
CLDN19	-0.5105
C1QL4	0.146
RNF165	0.643
DHRS9	2.2345
DNAH2	0.673
FXR1	-0.910833333333333
ZMYM3	-0.357625
CASP3	-0.460666666666667
FAM120C	0.053875
SCLY	-1.0775
CA7	0.2195
ENTPD5	0.2535
ZNF461	0.458
PDIA5	1.13675
C1orf19	0.502
TMEM67	-0.0645
KCTD20	0.8045
WDR47	0.045
FLJ38723	0.1115
KLRF1	3.40616666666667
TAS2R16	0.07
CLDN12	0.61425
PRKCE	-0.014
UBXD4	0.3585
ITGAM	3.07983333333333
GLT8D3	0.554875
WDR31	0.1202
RGS2	-0.25175
OR51L1	0.11
MST1R	2.24225
KIAA1737	0.123
OR4A5	-0.3255
GLIS1	-1.57083333333333
PTMA	0.588071428571429
NAPA	0.96425
PRDM11	-0.18275
LIPF	1.7355
DIRAS3	0.61875
ASGR2	-4.033375
C1QTNF4	0.69675
PIK3R4	0.241666666666667
ARMC3	3.6945
NDUFV3	0.148333333333333
BTBD3	0.703833333333333
PPP1R2	0.312166666666667
UBE2NL	1.07475
FOSL2	1.35992857142857
FAM119A	-0.814833333333333
TUBA4A	0.4789
KRTAP12-1	0.357
SFRS2	-0.24
RHPN1	-0.7308
EEF2	-1.161
ZDHHC11	-0.5
EPHA3	-2.0738
RBM12	-0.651
H2AFJ	0.840166666666667
EDIL3	2.6545
KIF26A	-0.86075
SERGEF	0.81875
B3GALT4	1.2705
LOC90925	1.8245
OSCAR	1.36475
NPFF	-0.0545
DEDD	0.8715
TMEM155	-0.590375
PTPN1	-0.70775
SCYL2	0.7205
SKAP1	1.1625
LEAP2	-3.3065
GADD45G	1.3963
IFITM3	1.426375
PILRB	-1.86916666666667
SLU7	-0.179
DSC3	1.2825
DNMT3L	-1.49525
PAPD5	-0.561125
B3GNT3	3.46866666666667
LHCGR	0.0535
MSL-1	0.261
UBE2S	-0.65325
SAP130	-0.01125
ANAPC11	0.1485
MAGED4B	-2.129
ATP6V1B2	-0.0416666666666667
C14orf179	0.543125
CAPZA1	-0.150375
CDYL2	0.168833333333333
GLRX3	1.02516666666667
LOC136288	-1.2435
MOBKL1A	-0.8105
HTR2B	3.665
CRYGD	0.00300000000000001
NUS1	0.575666666666667
PGRMC1	1.4165
MYOM2	-0.29025
FLJ39653	-2.41483333333333
CHM	-0.4084
OR5M8	0.034
ZNF619	-0.2755
FAM105A	0.86575
CCNL1	-1.082125
NAP1L3	-0.55375
C10orf57	1.591
B3GALNT1	1.69633333333333
CSN1S2A	0.88
TCP10L	1.742
GDAP2	1.10575
DMKN	0.3135
COX6B1	0.69775
DNASE2	1.04183333333333
MSH5	-1.654
LGMN	1.005
USP31	0.3198
OR13C8	0.4925
SDCBP	0.3185
NUDT11	-2.90683333333333
PYGL	-0.750166666666667
SNPH	0.021
B3GNT4	1.837
MIZF	-0.2886
NUBPL	1.008
NOD1	0.197166666666667
CDH22	1.146875
NUBP1	0.584333333333333
DSCAM	-3.69075
DGKI	0.7315
FAM136A	0.3005
AKAP1	0.260166666666667
SLC16A6	-3.0415
RIN3	0.902
PSG2	-0.2025
DIP2B	0.653583333333333
PSORS1C1	1.7167
KIAA0495	-0.2985
FLJ90709	-0.590166666666667
LPA	0.136666666666667
PIGA	1.00916666666667
LY75	2.383
UTS2	-6.30433333333333
RREB1	0.70175
GALNACT-2	1.1636
MGC3196	-0.45825
FLJ31568	-0.63525
LPHN1	-0.04225
SP1	0.78825
TOX4	0.197833333333333
HSPA9	0.3381
APOBEC1	2.519
SLC35E4	-1.33475
LSM5	-0.878
SURF1	0.2395
ZBTB1	-0.3495
GTF2F1	0.052875
RPS15A	-0.644285714285714
DUSP21	-0.7098
GINS4	-2.84733333333333
MYO15A	-0.226
GIMAP7	3.05325
MGC13379	0.93725
ATP6V1E2	0.502666666666667
UTP3	-0.4955
HNRPA3	-0.2353125
MT4	0.2255
C14orf155	0.43625
U1SNRNPBP	0.71625
CKLF	-0.131333333333333
PLEKHN1	-0.863666666666667
MBNL1	-0.217083333333333
NUP160	-0.8255
ACSM2A	-1.1835
LOC129881	-0.8775
KIAA1529	-0.656
FLJ22639	-1.583
HAND1	-1.903
GSX1	0.631
FGA	-4.525
SERPINB1	0.00075
ZNF642	1.04925
IGFBP1	-8.232375
SLC1A1	1.847125
DHX57	0.827625
ZNF766	0.0605
PTPN21	0.0357
GDPD3	-1.471
PNPLA5	-0.0605
TBR1	1.49233333333333
FAM116A	-0.08475
IQGAP1	0.48275
FOS	0.331125
ZNF226	0.774375
FIGNL1	-0.0898333333333333
C14orf1	1.15683333333333
ZMYND17	-0.8045
PUS7	-1.05816666666667
TUBB6	-0.129625
KCNQ2	-1.281
MARCH6	-0.579333333333333
CCDC33	0.4065
PRODH	-0.39575
RBM11	0.61675
EPHA6	-0.841857142857143
SLC43A1	-0.78125
LOC196541	0.3035
NTN1	1.10383333333333
ING4	0.48125
PCDHB10	1.895
DPH2	-0.200833333333333
SPACA4	0.2175
FBXL21	-5.452
DIAPH1	-0.168833333333333
ZNF71	0.981333333333333
CEP76	0.3685
CORO1A	-0.0565
RRM2	0.121875
EDG4	1.84975
OS9	0.594
SLC4A1AP	0.57925
COG5	0.292
COPS8	-0.2305
NGLY1	-0.79875
NCBP2	-0.071375
C17orf42	-0.706
GPSM3	0.650625
SIL1	0.664166666666667
ASB6	-0.177
SMAD5OS	2.22316666666667
UNC93A	-2.660375
A1BG	-0.904333333333333
C21orf62	0.63675
FMO5	-1.674
ATRIP	-0.502166666666667
CEBPG	0.588333333333333
C7orf38	-0.16
TNFRSF1B	1.0445
CLEC1A	2.2085
IQSEC1	-0.12275
PATZ1	0.6201
RBM22	-0.091125
BAG2	-1.63366666666667
PAQR5	-2.09983333333333
C9orf127	0.7547
THNSL1	0.62375
SHROOM3	1.149
JAM2	0.27225
SNRPN	-1.359
ALX4	0.5415
CACNA1S	-0.553
FAM130A1	0.32275
CORIN	3.2245
CD300LB	0.745
PLEKHG6	0.821
LRRC40	-0.40225
PCLKC	-1.2995
PCDHB16	-0.615166666666667
WNT2B	0.538333333333333
ASNS	-1.46333333333333
MRPL49	-0.335375
FLJ46111	0.2765
ISG20	1.552375
SMU1	0.802833333333333
CASZ1	0.771
POLR1D	-0.961333333333333
GIN1	-0.60025
SNAG1	0.3785
ANKRD29	-2.2765
CDKN2AIP	-1.35875
KRR1	0.23175
CXCL1	2.76833333333333
EPM2A	1.1999
PC	-0.610166666666667
DEFB127	-0.812
PDZRN4	0.962666666666667
FAH	-0.555125
OR51E1	2.4395
CDC2L6	1.1085
DNTTIP1	1.1705
PAX8	-0.0615
TMEM116	0.22875
C1orf150	-0.427
PRO2012	0.028
MRPL40	-0.983666666666667
BEX1	-2.1107
SLC2A4	-1.132
PKMYT1	-0.23625
FEZF2	-0.224666666666667
SLC26A9	4.05725
MAP2	0.711666666666667
LYL1	-1.01675
SLC25A19	-0.362833333333333
NOS3	0.382
ZNF34	0.472666666666667
TMPRSS11F	-1.68875
FAM43A	0.58525
FCRL4	1.29316666666667
KLF14	-0.1025
FLRT2	-0.7295
WRN	-2.57175
SDF2	0.4153
KRT8P12	0.4085
C6orf195	0.109
C9orf125	-1.3105
DZIP3	-1.182875
RIT1	0.946583333333333
SCML1	-2.4655
RHBDF2	0.500625
OR2G3	-0.394
REXO1L1	-0.2095
MAP3K7IP3	0.490125
C3orf57	-2.2265
FBXW11	-1.00233333333333
ETAA1	-0.14675
C14orf131	-1.1177
AKT1S1	0.1515
SLC12A5	-0.99725
C9orf164	1.766
NRIP3	-0.6485
NOS1AP	-0.969
TMEM121	-0.762
SAP30BP	0.3894
DGCR6	-0.2125
WDR76	-0.10075
FAM82B	-1.06316666666667
LOC606495	0.036
MAP9	1.30733333333333
BCDIN3D	-0.19325
CXorf36	4.56233333333333
DSCR3	0.5982
ZFAND3	1.444375
C7orf43	0.4315
SPSB3	0.2138
C19orf19	0.42975
FAM133A	-3.738875
C12orf25	-0.006
SLC39A3	-0.166125
DISP2	-0.03675
PI4KAP2	-3.147
MKRN3	-2.874
ADAMTS13	-1.6915
CBLN3	0.2792
TTYH1	-1.65533333333333
C3orf18	-0.8465
FLJ13236	0.5575
ZMYND12	1.842
C18orf25	0.13125
GLB1L3	-1.177
ATP13A5	2.0435
RANBP10	0.1245
CD96	-0.6212
DENND1C	0.5405
RBMS3	0.219
SLC41A3	0.4835
DGCR6L	-0.23875
TMEM128	-0.364833333333333
CSNK1G3	-0.445857142857143
MOBKL2C	1.579875
TSPAN6	1.717125
MATN2	0.4232
MSL2L1	-0.792833333333333
ST6GALNAC2	1.09333333333333
FGFBP2	0.50525
FGL1	-6.47066666666667
MPP3	0.455833333333333
ARHGEF6	0.6145
TGFBR2	0.55075
ACMSD	-1.401
IL33	3.0635
C9orf5	-0.555666666666667
DEAF1	-0.6017
AMN	-0.6785
DEFA6	0.137125
RNF212	-1.968
METT5D1	-0.7365
CIB1	1.1585
TSSK1B	0.2375
KIAA1727	0.3455
ZNF680	0.659583333333333
LOC399900	-1.3695
LOC152217	0.495
CTNNAL1	-2.6935
CIT	0.107833333333333
TLE6	2.198
ZNF607	0.0895
HERC4	-0.731666666666667
DRAP1	-0.5519
PEMT	-0.282
C10orf111	0.9405
ZNF575	0.507125
KCTD7	-0.2405
MYO1F	0.935625
LOC285382	-0.16875
RAB11A	0.1644
PLCD3	-0.67
C15orf28	-0.13425
PTBP2	-0.932
CTB-1048E9.5	-0.01225
C19orf60	-0.0193333333333333
C7orf25	0.187333333333333
SETD7	0.21675
HOXB9	-4.1575
VANGL1	0.9801875
CHAF1B	-0.30275
NDUFA3	0.5085
KIAA1328	-0.611333333333333
SHARPIN	0.134
TTC23	0.494375
UGP2	1.21016666666667
ANKIB1	-0.4378
CIRBP	0.185142857142857
SEC14L4	-2.94383333333333
OVCH1	2.88983333333333
VPS52	-0.32625
FAT	-0.4475
M6PRBP1	0.12875
GPRIN3	0.4515
PPM1F	-1.02066666666667
TSR1	-0.7215
CCDC85A	0.17725
PCSK5	0.656
ZFHX3	0.3915
HEMK1	-1.4994
PGBD2	1.2705
RSRC2	-0.1
AURKC	-0.373833333333333
SCRIB	-0.552875
ORM2	-4.42966666666667
FAM115A	-0.5621
FZD6	0.781875
UNC119	0.00366666666666667
GPX3	-1.1181
NOV	-0.0295
CABC1	-0.374
CDC42SE2	1.2316875
EIF2S2	-0.1225
RNF130	1.3595
CKAP5	-0.499833333333333
RP11-413M3.2	0.364125
C10orf18	1.0748
TMEM93	-0.12075
DYX1C1	0.89275
KCNMB2	-1.528
ANK3	1.32275
KRT5	-0.0909
CDH12	-1.711125
QRSL1	0.2265
JUB	-1.02625
SHC4	-1.191625
CCL15	1.14733333333333
CCDC22	0.4285
SNX24	0.18
RARS	0.00875
MORC2	0.436125
FAM48A	0.3325
MT1H	-0.1055
PPP1R14C	0.0763333333333333
FOXD1	-1.38592857142857
C1orf213	-2.08525
AMT	-2.2381
DSN1	-1.25825
PTPLAD2	1.768
DIS3L	-0.8345
RASL11A	0.2835
GPRC5B	0.751375
FRMD7	0.0505
STRN4	0.29075
KITLG	0.647136363636364
HDGF	-0.94025
OR1S1	0.2725
SETX	-0.2217
DDR2	0.765375
KCTD12	1.29125
LYZL2	-0.06075
WDR52	-1.227
TMEM2	1.056875
ZNF579	-0.0268333333333333
LOC200810	0.93675
TNFSF9	-1.508125
PPFIA4	-2.249
CNIH3	1.066
MAP4K4	-0.382428571428571
ROD1	0.542
ALS2CR12	-1.10283333333333
DOCK3	0.543333333333333
PAQR9	-4.214
ASB17	0.341333333333333
STX16	-1.42225
FEZ2	0.616
DLAT	-0.573666666666667
KIF21B	-1.13933333333333
CDC5L	0.8235
TMEM119	2.144
CRIP3	-1.765
TPSD1	0.298333333333333
TEPP	-0.43575
GNGT2	1.75325
C21orf121	2.493
WNK1	0.500916666666667
FLJ10490	0.3841
OR51B5	-2.66
LOC203547	-0.429625
HAS1	-0.1935
PPA1	1.0225
ST7	0.4105
C11orf46	0.3047
POPDC3	-3.46483333333333
ACOX2	2.03183333333333
ATCAY	-0.837333333333333
TM4SF19	0.6215
MFSD9	0.760666666666667
PDHB	0.02525
ERN1	-0.27875
LCE3C	0.249
GPR111	1.03
NOTCH3	2.0105
ADAMTS5	2.78975
B3GALT1	-1.168
UGCGL1	-0.336333333333333
FAM58A	0.727833333333333
FBXO32	1.65375
CLPP	-0.1705
NXPH1	0.7715
MTMR3	0.396166666666667
ATP1B3	-0.0525
TMEM16A	3.659375
HIST1H3F	0.191666666666667
TRIM25	-0.485833333333333
SDCBP2	3.704
CRKL	-0.960875
HOXB2	1.129
ANP32B	-1.002
GATM	1.15
AP4E1	-0.096375
EDG5	0.418625
CDKN3	0.387166666666667
CDH4	-2.22375
PGD	0.214833333333333
RND1	1.5535
GAD1	-3.4979
MPG	-0.027625
LOC440350	-0.9345
ZNF133	0.3685
SERPINB12	0.9755
AMELY	-1.15733333333333
DHX36	-0.7985
TNFAIP8L2	3.327
PHTF2	0.260944444444444
CCDC112	-0.1625
IQCC	-0.09275
HEYL	2.99833333333333
FTSJ2	-0.491166666666667
APPL1	-0.793
RAB43	1.31164285714286
OR10G2	0.6485
WAC	0.884
ADCY9	-0.0795
RUNDC2B	0.343166666666667
PYCRL	-0.251
AGPAT7	-0.519166666666667
SLC22A9	-1.31333333333333
CDKAL1	0.815
PDYN	-1.202
C20orf74	1.12975
MTMR11	1.36675
VAV3	1.71625
DAPL1	3.01525
STXBP3	-0.59875
EIF3G	-0.13525
ARHGAP22	-0.80075
NPFFR1	0.535
NPC1	0.228333333333333
ALDH9A1	0.703166666666667
ZNF600	0.808875
ZNF678	0.538666666666667
RASSF1	-0.131916666666667
ADD2	-3.041375
PITPNB	-0.51
PKD2L2	0.062625
LRP11	0.963
CDKL1	-0.2375
SMEK2	1.01575
PRODH2	-3.318
C11orf54	-0.499833333333333
SFRS11	-0.267333333333333
IL7	0.136833333333333
ALS2CR16	0.731
BTG3	0.539666666666667
PAK2	0.0182777777777778
RP11-679B17.1	-0.275
GATA4	-2.29833333333333
ATP2B1	-0.2955
LOC130940	0.7415
C1orf172	2.62
ATF7IP2	-1.59025
SLC25A43	0.203666666666667
CENTG3	-0.592416666666667
IGF2BP1	-4.1743
FCHSD1	-0.157
CAMK2N2	-0.0661666666666667
ELAVL3	-0.2038
NBPF15	-1.79533333333333
UBE2J2	0.0988333333333333
GNL2	-0.104
PRR3	-0.0162
NLF2	0.38275
OR4F6	0.0655
KLHL24	0.539666666666667
CCDC88A	-1.7475
SGPP1	-0.73
C10orf11	1.75166666666667
SLC35B4	-0.649166666666667
UGT3A2	0.782
ARNT2	0.0065
CBR1	-1.78025
ITPR3	0.410666666666667
TRAPPC6B	1.198
AMZ1	-0.3015
ARP11	1.173
WDSUB1	-0.41775
APBA1	0.8185
RAB2A	0.823
C6orf162	0.874125
HPSE2	0.9135
PLCE1	-0.64125
INSL3	0.46175
DLG1	0.534
PTPLA	-1.9195
PIGX	0.219375
TFIP11	0.0456666666666667
FIBIN	2.8635
POLR2G	-0.94025
GRAP2	-1.5864
DNAJB8	0.02025
CNBP	0.854166666666667
WASF1	-0.19975
INPP5E	-1.0955
HSPB1	-0.56475
TMEM167	-0.6148
CUBN	0.5165
IGF1	2.6389375
ITPK1	-0.5945
NAALAD2	-2.488625
G3BP1	0.451
NT5DC1	1.202
CYP39A1	2.575
TMEM139	1.0965
POLK	-1.16744444444444
GLULD1	-2.48725
RBM15	-0.681833333333333
AMZ2	-0.58975
GDF15	-0.749666666666667
MESDC2	-0.39475
INCA	1.77833333333333
ACY1L2	-3.128
GZMM	-0.413333333333333
PAIP1	0.09825
CACNA2D1	-0.85275
STK32C	-0.382666666666667
SH3BP4	1.043
DEC1	0.2255
PADI1	0.864
UBB	0.761
PON3	2.1465
PROP1	0.3845
ANKRD13B	-0.544
ADCK1	0.1725
TCF25	-0.85225
SLC38A5	-2.25775
CXorf26	0.242166666666667
C19orf39	1.37475
PPP1R13B	0.812
ARL2	-0.282
TCL6	0.43425
TOP3A	-0.309
SLC16A14	-0.6045
FXYD6	1.85933333333333
HIST1H4E	0.0157499999999999
BBC3	-0.611947368421052
UNC5A	0.399833333333333
FAM86C	-0.9477
PI4KB	0.22975
B3GAT1	-0.953
SUSD2	0.799666666666667
OAZ2	-1.065
NOC4L	0.276
C10orf12	0.76225
FADS1	-1.33683333333333
LOC144097	0.316
DKK2	0.662333333333333
KIAA1949	0.658
RHOT1	-0.0675
OXT	1.331
GPR153	0.0465
ARL4A	-0.585666666666667
SAAL1	-0.66725
CCDC64	0.17
USE1	-0.1965
HNMT	0.3155
PCGF3	-0.4398125
CYP2C19	1.309
C20orf4	0.2765
CCDC11	-0.142
ACSBG2	0.05075
RWDD2A	0.89725
PALLD	2.3005
CPLX4	0.504
LOC492311	0.6085
KPNA2	-0.729833333333333
MACROD1	-1.5998
TMCO3	0.166333333333333
C15orf52	0.960666666666667
BIRC5	-0.532666666666667
PRR16	0.0485
FAM63B	-0.671625
KATNB1	-0.4695
WNT8B	-0.469
CPLX3	-0.3905
GHR	-0.5965
CCDC124	-0.033
BCLAF1	-0.80125
GOLGA3	0.5289
