Hybridization REF	TCGA-A2-A0YH-01A-11R-A109-07
KCNIP3	-1.27775
SFPQ	-0.299125
GFRA4	-0.1975
AKR1B10	-2.231
TIGD6	0.800166666666667
RGS16	0.855
URB1	-0.294166666666667
OR4C46	0.003
TOP3B	-0.402
NFATC4	0.639
CA14	-3.297
BMPR1A	0.463333333333333
SNRP70	-0.816125
PRL	0.106833333333333
C6orf130	-1.1315
STAG2	0.1855
CD55	-0.736857142857143
RPS23	0.135833333333333
SSX2	-1.285
FDPSL2A	-0.50025
FBXO27	1.65625
SYNGR3	-0.239666666666667
TMSL3	0.7185
EML1	-0.909
NUP93	-0.107333333333333
SMAD3	-0.188
KIAA1189	-0.0206666666666667
HNRPUL2	0.356333333333333
TBC1D12	0.925833333333333
C16orf24	1.2405
MRVI1	1.80533333333333
ZNF581	-0.415666666666667
ELOVL3	0.455
OR51Q1	0.2555
CACNB3	0.7185
GALNT13	-0.128
C10orf84	0.7403125
NEDD4	-0.4899
SPO11	0.7145
OR5AU1	0.404
NEK4	0.594214285714286
PRKAR2A	0.6695
IHPK1	-0.0841666666666667
ATP6V0B	0.572875
CACNA1E	-0.087
CEACAM8	1.0995
PEX14	0.129
FLJ12993	2.0475
ZBTB38	0.177166666666667
PCTK2	1.2555
LRRC16	-0.0501
FBLIM1	0.0781666666666667
FYCO1	1.27325
RP5-1022P6.2	-0.0745833333333333
CMTM1	-0.299166666666667
PLTP	2.53233333333333
RAPH1	0.036625
DOCK8	1.969875
EZH2	-1.5462
SLC25A1	0.2575
PLEKHB1	0.663
GRB7	0.4989
ZFP37	-0.76125
MRPL33	-0.05775
PELO	-0.21325
ARMC1	1.38627272727273
C9orf27	0.2355
FLJ25778	0.05
C9orf37	-1.15566666666667
TMEM66	0.8765
SPRN	0.264375
HBEGF	-0.3145
PI4KA	0.3775
LEPRE1	-0.69175
POU2AF1	0.18
MRPL12	-0.551166666666667
REP15	0.0875
ZC3H3	1.33125
RASAL1	-0.86375
DDAH1	0.96
ACBD5	0.742125
TMC2	0.1125
CCDC137	-1.06525
SAMD13	-0.863833333333333
UGT2B15	-2.82566666666667
TIPARP	-0.12475
DNASE1L3	0.29525
TRIM72	0.639833333333333
DBX2	0.21
IPO8	0.4335
C21orf88	0.6833
MAP3K14	0.28025
LOC51233	0.559666666666667
GGTLA4	1.1465
PDE6D	-0.22825
ZNF117	0.641
CLK2	-0.318
NKRF	-0.58025
TNFSF15	0.8313
DUSP2	0.3205
SECISBP2	-0.3309
GABRR2	-0.0485
PPAP2C	0.9855
LOC51145	-0.0436666666666667
PAG1	0.05725
PIK3C3	-0.091
GNG10	0.037
APOL4	1.0675
ANKRD28	-1.01875
STMN3	-1.1755
RAB14	0.2745
CDK2AP2	-0.85225
HDDC3	0.0265
COMMD7	1.242375
CXXC1	-0.48925
HMCN1	0.16
CD40	0.95
DYNC1LI2	-0.551625
GDI1	0.544
LOC646938	-0.34075
VSNL1	-1.81583333333333
PIH1D1	0.1225
RAET1G	-0.185
KRTAP5-9	0.1505
EFTUD2	-0.21425
ZNF311	0.294166666666667
ATP6V1G3	0.30825
OR2W3	0.025
SCN4A	0.02525
MED10	-0.943
FAM135A	-0.4895
ARHGAP4	-0.63075
EHMT2	-0.459625
UFD1L	0.41775
ERMP1	2.12075
MAG1	-0.511333333333333
THAP8	0.969166666666667
HACE1	-0.956333333333333
FAM82C	1.21583333333333
C3orf20	0.603
UNC84A	-0.811833333333333
SCD5	-0.450923076923077
LASS6	1.727
LSG1	0.605166666666667
MAL	-5.1715
GPR22	-2.644
WDR5B	1.1525
ACTRT1	0.4935
C17orf60	2.2725
GRIN2C	-0.267
ARMC8	0.0430833333333333
SLC47A1	-0.7175
DMPK	-0.15475
DHRS13	0.261166666666667
SMC1A	-0.465166666666667
KRTAP17-1	0.78125
SMYD5	-0.37
TUSC2	0.482125
CRHR2	0.1135
KIR3DL2	-0.3025
CCDC104	-0.19775
ATP2C1	0.580625
CROT	-0.131
PABPC3	1.511
EGR1	-2.329
THSD1	0.0795
KHK	-1.88025
SLC12A2	0.8430625
CD58	-0.0075
STOX2	-2.01633333333333
CCDC76	-0.9917
CCDC48	3.51875
DNAH1	-0.0138333333333333
ZIC4	-0.141
OR1G1	0.1175
PSMC6	0.447333333333333
PROKR1	-0.1445
ABCB1	-0.723125
TRAT1	0.0535
LLGL1	0.15
MTF1	0.488
USP54	0.342625
PAGE2B	-1.659
ITGB7	-3.26525
CCDC81	-0.5035
LOC149837	0.69375
SCUBE1	0.679
ZSCAN10	-0.327
HUWE1	0.650214285714286
CDH17	0.254
CD180	1.72475
IL17A	0.08
TMPO	-0.625375
KIAA1524	-1.49
HDGFRP3	-0.206166666666667
OXCT1	-0.486090909090909
RRAS2	-2.7915
LTBP2	2.38375
SV2B	0.0335
CYP2A6	1.965125
PKD1L2	-0.847833333333333
PPM1M	1.141
FLJ22662	3.334
ZNF502	0.404
GP6	-0.569
CRYBA2	-1.2215
LEF1	-1.5037
CTPS	-1.12742857142857
EYA1	-2.66816666666667
EPS8L1	1.231
MAPK14	0.168416666666667
SERPINB2	-4.209625
GTF2F2	-0.5135
ZNHIT4	-0.1485
PLA1A	0.918875
C20orf114	4.77725
HPR	-4.825
C18orf2	-1.6765
SATB2	-1.11975
KCNJ9	0.014875
MGC157906	1.317
MOCS3	1.02925
C17orf71	0.1335
PPHLN1	0.0853
HIST1H2BN	-0.695625
RAPGEF1	-0.4405
MAP3K8	1.16925
DLG4	0.187333333333333
STC1	1.02566666666667
CDGAP	1.79725
DDX26B	-1.50625
LOC150223	0.17225
CPSF3	-1.65966666666667
TMEM14A	-0.01825
MYH3	-2.807
GPKOW	0.34775
SULT1A1	-0.423
SPON1	4.8807
YY1AP1	0.495666666666667
RAB23	-0.031
PLA2G4A	-3.044
MAPRE3	-0.06925
ZNF516	0.346642857142857
GGPS1	1.45525
EXOC3L2	-0.52775
C19orf42	1.0998
MAP2K2	-0.385666666666667
HIST1H2BB	0.87575
RNF19B	1.67616666666667
C6orf128	-0.0295
TLR8	4.232
PCDHA9	0.1585
CARS2	0.456875
CLUL1	2.49433333333333
RHAG	-3.97233333333333
UNK	-0.1795
EXOC8	1.0984
C9orf95	0.26175
C14orf143	0.110166666666667
MAML3	0.199875
LDHA	-1.059
MRPL20	0.235875
KLHDC6	-0.123166666666667
ATP5S	0.281
C8orf55	1.49075
PHF19	-1.942875
KRTAP13-4	0.6175
TTC5	1.08325
XKR5	-0.3155
SILV	-4.49866666666667
TEX28	-0.2135
TCTN1	1.05725
CX40.1	-0.20425
PPP2R5C	0.4735
C12orf30	-0.552833333333333
CAPG	2.317
MPZL1	0.67195
ARSB	-0.31
TDH	-1.005
WASF4	-0.2675
TSSK3	-1.019
7A5	1.077
CRISPLD1	1.132125
MAD1L1	-0.646
SPIN4	-0.696333333333333
AMPD1	1.187
DPYSL5	-0.08
INPP1	-0.674666666666667
ANKRD11	-1.55722222222222
NPAS4	0.134
GCET2	0.5854
RNASE9	-0.7785
GUCY2D	0.438666666666667
CCDC98	0.48825
FGF4	-0.109625
CPM	2.132
SLC26A4	-2.27383333333333
PLD5	0.14375
FAM59A	0.0445
FBXO5	-1.46555555555556
SIPA1L1	0.362
DPYS	0.5095
ATG4D	-0.42075
TGM3	0.515
MTCH1	0.174625
HK1	0.0842857142857143
CDC26	-0.40975
GALNT12	-2.56033333333333
LOC339229	-0.26525
MRPL35	-0.697625
ORC4L	0.033625
TNKS	-0.565214285714286
C2orf24	-0.1245
ZNF553	0.738833333333333
GGTLA1	2.2578
ZNF497	0.32375
CDY1B	-0.36175
SLC30A4	0.495875
TUB	-1.269
ARHGEF18	-0.36275
ARRB1	0.65025
KCNK1	1.555375
EREG	-2.2843
SCAMP5	0.31275
RUNDC3B	1.141
ADAMTS20	-0.0735
IL17RB	-0.39075
FLJ20323	-0.229
MCAM	-0.1315
POLR3E	-0.178333333333333
AQR	0.677166666666667
IPMK	0.336
CDCA7	-3.324125
CAMP	4.64075
GRHL3	1.9305
ADAMTSL2	0.727166666666667
CLMN	2.65866666666667
SSTR3	0.5385
MAGEA5	-1.01483333333333
OVOL2	3.49075
JMJD1B	-0.191
RBL2	0.6685
PYGO2	0.59525
PPP1R10	0.348833333333333
CSE1L	-0.379666666666667
LCA5	0.31525
RDH16	2.7995
ASRGL1	-2.52875
TOM1	0.732666666666667
PTX3	-5.76625
TTC15	-0.37375
SCGB3A1	0.2915
MRPL50	-1.02925
RCAN3	0.70825
SLC26A11	0.56675
STYX	0.447
CINP	0.55375
MARCH7	-0.36925
PFKM	-1.13716666666667
SGMS1	0.353333333333333
RIOK3	0.2325
C1orf110	-0.03
CES7	0.099625
LOC440248	-1.80325
PPP1R12C	-0.07625
C10orf27	0.583
ATG9A	-1.186
MRPS26	0.580375
TMEM40	1.00975
ELP3	-0.549
ZNF787	0.2721
HIAT1	0.433
C8orf34	0.884666666666667
MGC4655	0.1341
PELI1	-0.196166666666667
PPT1	2.3672
SLC35C2	-0.003
C6orf125	-0.14625
MUC4	-1.35316666666667
RFC4	-1.91542857142857
GNB2	0.130833333333333
NUP50	-0.167357142857143
SULT4A1	-1.18466666666667
C7	0.556125
CCDC130	-0.976666666666667
ARRDC4	0.06475
RQCD1	-0.5605
GLYCTK	-0.99775
AYTL2	-1.12490909090909
MTUS1	0.5592
LEMD3	0.158833333333333
PLEKHF2	3.28675
HOXA7	-0.397625
GTF3C2	-0.83
DYNLRB2	1.67025
CNOT10	0.1305
MR1	1.00216666666667
FFAR1	-0.034
PRIC285	-0.0225
SLITRK6	0.72025
LIX1	-1.9521
UBE1L2	-0.28925
F8	0.48925
ACHE	0.261833333333333
KPNA5	0.03725
TNFRSF12A	-0.611
EGR3	-0.2655
SERPIND1	-3.543
OASL	4.20625
IFRD1	-2.020125
WDFY1	0.570333333333333
ZNF267	0.75475
ACCN5	0.643
ZBTB6	0.298
PPP1R3A	-0.112
PRRT3	2.07275
FBXL19	-0.307
TXNIP	0.723428571428571
ACTN2	-0.298
ATG9B	-0.227375
C9orf117	0.5895
IL27	0.789
RPL36AL	0.166833333333333
KLK15	-0.9415
CHAD	1.6775
RAP2B	-0.0876
HEBP2	1.56425
ZNF342	0.6175
CAMK2G	0.102166666666667
TLR3	2.8265
FGF14	0.1865
HMGB2	-0.768875
TRPM5	1.00983333333333
OR5M11	0.209
KIF3B	0.973263157894737
PRICKLE2	0.641
MTMR9	-0.753125
C3orf27	0.07
GLRA3	-1.4585
NSDHL	-0.0608333333333333
TMEM32	-0.3875
POLR2D	-0.61775
MYADML	0.04
C9orf114	-1.06675
MRGPRX1	0.3525
TOPORS	0.6775
CLDN19	-0.58475
C1QL4	0.3305
RNF165	-1.101
DHRS9	1.26725
DNAH2	-0.0995
FXR1	-0.736666666666667
ZMYM3	-0.048875
CASP3	0.220666666666667
FAM120C	-0.813875
SCLY	-1.63025
CA7	0.2645
ENTPD5	0.724333333333333
ZNF461	0.00625000000000003
PDIA5	0.063
C1orf19	-0.227333333333333
TMEM67	1.2545
KCTD20	-0.1455
WDR47	0.7995
FLJ38723	-0.4415
KLRF1	1.292
TAS2R16	0.6135
CLDN12	0.14725
PRKCE	0.21425
UBXD4	-0.69825
ITGAM	3.103
GLT8D3	0.125625
WDR31	0.2027
RGS2	-0.39425
OR51L1	0.028
MST1R	-0.741
KIAA1737	1.10175
OR4A5	-0.0325
GLIS1	-1.21766666666667
PTMA	-0.262214285714286
NAPA	2.0195
PRDM11	0.2525
LIPF	0.4725
DIRAS3	0.431
ASGR2	-4.305375
C1QTNF4	0.27225
PIK3R4	0.658666666666667
ARMC3	1.98
NDUFV3	-0.2805
BTBD3	-0.373
PPP1R2	-0.00408333333333334
UBE2NL	0.67175
FOSL2	0.838071428571429
FAM119A	-1.68633333333333
TUBA4A	-0.7914
KRTAP12-1	0.173
SFRS2	-0.1955
RHPN1	-0.0299
EEF2	-0.952833333333333
ZDHHC11	-1.431
EPHA3	0.1908
RBM12	-1.1075
H2AFJ	-0.852
EDIL3	3.812
KIF26A	-2.22975
SERGEF	-0.70925
B3GALT4	2.22675
LOC90925	3.17683333333333
OSCAR	1.65025
NPFF	-1.246375
DEDD	0.6045
TMEM155	-0.630625
PTPN1	1.927
SCYL2	0.317166666666667
SKAP1	1.1425
LEAP2	-3.56416666666667
GADD45G	0.8492
IFITM3	1.929375
PILRB	-2.24366666666667
SLU7	0.2631875
DSC3	-0.054
DNMT3L	-0.7415
PAPD5	1.033375
B3GNT3	-1.077
LHCGR	0.247
MSL-1	0.68925
UBE2S	-1.161625
SAP130	-0.75825
ANAPC11	0.8385
MAGED4B	-2.333
ATP6V1B2	0.601
C14orf179	1.2685
CAPZA1	-0.053
CDYL2	0.0488333333333333
GLRX3	-0.689333333333333
LOC136288	-1.1035
MOBKL1A	-1.19175
HTR2B	3.8205
CRYGD	0.1255
NUS1	-0.0813333333333333
PGRMC1	0.734
MYOM2	-0.74525
FLJ39653	-0.530666666666667
CHM	0.7225
OR5M8	0.269
ZNF619	0.657
FAM105A	1.52475
CCNL1	-1.1945
NAP1L3	-0.051
C10orf57	2.26366666666667
B3GALNT1	1.01083333333333
CSN1S2A	0.1445
TCP10L	-0.6475
GDAP2	1.417625
DMKN	0.547166666666667
COX6B1	0.229
DNASE2	0.755166666666667
MSH5	-1.96175
LGMN	0.841375
USP31	0.0125
OR13C8	0.2375
SDCBP	0.3304
NUDT11	-2.32133333333333
PYGL	1.1195
SNPH	-0.825
B3GNT4	-0.92
MIZF	-0.1941
NUBPL	0.42825
NOD1	-0.265166666666667
CDH22	0.0245
NUBP1	1.0435
DSCAM	-3.63975
DGKI	0.4445
FAM136A	-1.23575
AKAP1	1.69883333333333
SLC16A6	0.85
RIN3	0.907
PSG2	0.0405
DIP2B	1.31641666666667
PSORS1C1	-0.5241
KIAA0495	0.755
FLJ90709	0.168
LPA	-0.2425
PIGA	-0.0908333333333333
LY75	2.232
UTS2	-5.04816666666667
RREB1	0.085625
GALNACT-2	0.8168
MGC3196	-0.6455
FLJ31568	1.17025
LPHN1	-0.08975
SP1	1.358875
TOX4	0.4785
HSPA9	-0.2678
APOBEC1	0.214
SLC35E4	-0.73425
LSM5	-1.015
SURF1	0.85525
ZBTB1	-0.659083333333333
GTF2F1	-0.140625
RPS15A	-0.570785714285714
DUSP21	-0.8204
GINS4	1.13483333333333
MYO15A	-0.292666666666667
GIMAP7	3.812
MGC13379	0.75075
ATP6V1E2	-1.663
UTP3	0.25375
HNRPA3	-1.225
MT4	-0.457
C14orf155	0.0195
U1SNRNPBP	0.143
CKLF	-0.7985
PLEKHN1	-0.890833333333333
MBNL1	0.09875
NUP160	-0.73175
ACSM2A	-1.25125
LOC129881	-0.243
KIAA1529	-0.939
FLJ22639	-2.18725
HAND1	-0.9005
GSX1	0.1925
FGA	-4.2213125
SERPINB1	-0.17175
ZNF642	0.45225
IGFBP1	-7.641125
SLC1A1	-0.895125
DHX57	0.089
ZNF766	1.362
PTPN21	-0.3384
GDPD3	3.54566666666667
PNPLA5	-0.274
TBR1	1.10766666666667
FAM116A	0.06875
IQGAP1	0.57225
FOS	-0.038125
ZNF226	-0.18225
FIGNL1	-0.420666666666667
C14orf1	0.760666666666667
ZMYND17	0.0785
PUS7	-0.675666666666667
TUBB6	-1.094
KCNQ2	-1.361
MARCH6	-0.257916666666667
CCDC33	-0.158
PRODH	-1.36625
RBM11	0.97775
EPHA6	0.01975
SLC43A1	-0.45175
LOC196541	0.575375
NTN1	0.719666666666667
ING4	0.41075
PCDHB10	-0.59975
DPH2	-0.6315
SPACA4	0.1475
FBXL21	-4.766
DIAPH1	-0.8285
ZNF71	0.597333333333333
CEP76	-0.348
CORO1A	-0.112
RRM2	-2.10725
EDG4	0.217
OS9	0.644833333333333
SLC4A1AP	0.49675
COG5	0.0755
COPS8	-0.18875
NGLY1	-0.2575
NCBP2	-0.205125
C17orf42	0.163333333333333
GPSM3	0.215375
SIL1	0.193166666666667
ASB6	-0.518
SMAD5OS	-0.710333333333333
UNC93A	-2.70175
A1BG	-0.269
C21orf62	0.51775
FMO5	0.373
ATRIP	0.546666666666667
CEBPG	0.415666666666667
C7orf38	-0.198333333333333
TNFRSF1B	1.82966666666667
CLEC1A	2.56983333333333
IQSEC1	0.5055
PATZ1	1.2699
RBM22	0.790625
BAG2	-2.41833333333333
PAQR5	1.64216666666667
C9orf127	0.5407
THNSL1	0.065
SHROOM3	1.7698
JAM2	0.94125
SNRPN	-1.5895
ALX4	-0.1435
CACNA1S	-0.0285
FAM130A1	1.228
CORIN	2.641
CD300LB	0.61
PLEKHG6	1.367
LRRC40	-1.18
PCLKC	-1.156
PCDHB16	-0.960666666666667
WNT2B	-0.735833333333333
ASNS	-2.44266666666667
MRPL49	0.87425
FLJ46111	1.78925
ISG20	1.5895
SMU1	0.1955
CASZ1	0.675
POLR1D	-0.23075
GIN1	-0.5385
SNAG1	1.06466666666667
ANKRD29	0.0605
CDKN2AIP	-0.21475
KRR1	0.25075
CXCL1	-4.832
EPM2A	0.4691
PC	-0.9115
DEFB127	-0.605
PDZRN4	4.31333333333333
FAH	0.421625
OR51E1	1.332
CDC2L6	0.112166666666667
DNTTIP1	0.1135
PAX8	0.1765
TMEM116	0.13575
C1orf150	0.067
PRO2012	0.05925
MRPL40	0.435
BEX1	-1.0926
SLC2A4	-0.817333333333333
PKMYT1	-0.517
FEZF2	-0.327166666666667
SLC26A9	-1.05075
MAP2	0.16375
LYL1	-0.98225
SLC25A19	-0.062
NOS3	-0.3685
ZNF34	1.95366666666667
TMPRSS11F	-0.6105
FAM43A	-0.5385
FCRL4	-0.0461666666666667
KLF14	-0.0465
FLRT2	-0.112666666666667
WRN	-1.8795
SDF2	1.177
KRT8P12	1.142
C6orf195	-0.067
C9orf125	-2.02966666666667
DZIP3	-0.319125
RIT1	0.125416666666667
SCML1	-2.98416666666667
RHBDF2	0.061
OR2G3	0.056
REXO1L1	-0.1365
MAP3K7IP3	-0.391375
C3orf57	-1.77025
FBXW11	-0.545
ETAA1	-1.30625
C14orf131	0.4113
AKT1S1	0.84125
SLC12A5	-0.757375
C9orf164	1.43875
NRIP3	-0.161875
NOS1AP	-0.2115
TMEM121	1.99075
SAP30BP	0.2178
DGCR6	1.3045
WDR76	-0.47825
FAM82B	0.834416666666667
LOC606495	-0.3745
MAP9	1.85833333333333
BCDIN3D	1.257
CXorf36	2.40666666666667
DSCR3	-0.1276
ZFAND3	0.96275
C7orf43	-0.4715
SPSB3	0.551
C19orf19	-0.04375
FAM133A	-1.91375
C12orf25	0.156
SLC39A3	-0.586625
DISP2	-0.8585
PI4KAP2	-0.774
MKRN3	-1.8105
ADAMTS13	-0.802
CBLN3	0.1821
TTYH1	-1.13533333333333
C3orf18	1.229
FLJ13236	-0.1555
ZMYND12	2.097
C18orf25	0.30575
GLB1L3	-1.0305
ATP13A5	0.6545
RANBP10	-1.1445
CD96	-0.3634
DENND1C	0.6865
RBMS3	0.4063
SLC41A3	-0.00266666666666666
DGCR6L	1.27475
TMEM128	0.543166666666667
CSNK1G3	-0.453642857142857
MOBKL2C	0.877
TSPAN6	-0.16775
MATN2	1.8443
MSL2L1	-0.181666666666667
ST6GALNAC2	-0.243833333333333
FGFBP2	-0.82575
FGL1	-6.87483333333333
MPP3	-1.55666666666667
ARHGEF6	2.05616666666667
TGFBR2	0.912375
ACMSD	0.1095
IL33	0.60625
C9orf5	-0.577583333333333
DEAF1	-0.0417
AMN	-0.1915
DEFA6	0.152
RNF212	-1.25225
METT5D1	0.258333333333333
CIB1	0.3864
TSSK1B	0.12825
KIAA1727	1.34
ZNF680	0.407
LOC399900	-1.1645
LOC152217	-0.16775
CTNNAL1	-2.9045
CIT	-2.39825
TLE6	0.54275
ZNF607	-0.6625
HERC4	-0.981333333333333
DRAP1	0.0139
PEMT	-0.71425
C10orf111	-0.546
ZNF575	0.0785
KCTD7	-0.08675
MYO1F	1.109875
LOC285382	1.0235
RAB11A	0.7483
PLCD3	-0.32475
C15orf28	0.06075
PTBP2	-1.5995
CTB-1048E9.5	0.6705
C19orf60	-0.153
C7orf25	0.854666666666667
SETD7	0.023375
HOXB9	-4.8215
VANGL1	0.5825
CHAF1B	-1.71125
NDUFA3	0.901
KIAA1328	0.411833333333333
SHARPIN	1.700125
TTC23	-0.384875
UGP2	-0.017
ANKIB1	1.0479
CIRBP	0.401428571428571
SEC14L4	-2.34566666666667
OVCH1	0.362666666666667
VPS52	0.861
FAT	-0.75325
M6PRBP1	-0.29275
GPRIN3	1.586
PPM1F	-0.981333333333333
TSR1	0.15425
CCDC85A	2.95275
PCSK5	1.52375
ZFHX3	-0.448
HEMK1	-0.1866
PGBD2	-0.06275
RSRC2	-0.145666666666667
AURKC	-1.602
SCRIB	1.5115
ORM2	-3.69766666666667
FAM115A	0.2407
FZD6	0.067875
UNC119	0.387166666666667
GPX3	-0.8122
NOV	1.483625
CABC1	0.466625
CDC42SE2	0.2289375
EIF2S2	-0.3506
RNF130	1.051375
CKAP5	-0.0708333333333333
RP11-413M3.2	-0.44825
C10orf18	0.1063
TMEM93	-0.2465
DYX1C1	1.57325
KCNMB2	-1.85925
ANK3	1.312
KRT5	-2.3456
CDH12	-0.69825
QRSL1	0.31325
JUB	-0.14325
SHC4	-2.43575
CCL15	0.544166666666667
CCDC22	0.065
SNX24	-0.194
RARS	-0.3185
MORC2	-0.3735
FAM48A	0.25875
MT1H	-1.494
PPP1R14C	-3.44133333333333
FOXD1	-3.29214285714286
C1orf213	-2.878
AMT	-2.0476
DSN1	-0.52925
PTPLAD2	5.11325
DIS3L	0.14075
RASL11A	0.32075
GPRC5B	0.526875
FRMD7	0.957
STRN4	0.801
KITLG	3.22081818181818
HDGF	0.241
OR1S1	0.198
SETX	-0.0103
DDR2	-0.07675
KCTD12	2.25575
LYZL2	2.531
WDR52	0.2355
TMEM2	0.01975
ZNF579	0.0923333333333333
LOC200810	1.3135
TNFSF9	-1.499375
PPFIA4	-3.07075
CNIH3	-0.649666666666667
MAP4K4	-1.12342857142857
ROD1	-0.0502857142857143
ALS2CR12	0.247166666666667
DOCK3	-1.7795
PAQR9	-4.331
ASB17	0.271666666666667
STX16	-1.0985
FEZ2	-0.2825
DLAT	-0.254
KIF21B	-0.609333333333333
CDC5L	-0.1475
TMEM119	2.05516666666667
CRIP3	-1.34325
TPSD1	0.704166666666667
TEPP	-0.5105
GNGT2	2.03225
C21orf121	1.2725
WNK1	0.907333333333333
FLJ10490	0.1506
OR51B5	-2.0695
LOC203547	-0.2925
HAS1	-0.83
PPA1	-0.0331666666666667
ST7	0.370625
C11orf46	0.9205
POPDC3	-3.083
ACOX2	2.4175
ATCAY	-0.554416666666667
TM4SF19	0.78
MFSD9	-0.531833333333333
PDHB	0.33325
ERN1	0.04775
LCE3C	-0.0265
GPR111	0.0145
NOTCH3	0.0601666666666667
ADAMTS5	1.94025
B3GALT1	-1.2585
UGCGL1	-0.149166666666667
FAM58A	0.449333333333333
FBXO32	2.54425
CLPP	-0.28375
NXPH1	-0.00575
MTMR3	0.602666666666667
ATP1B3	-1.138375
TMEM16A	4.01625
HIST1H3F	0.247166666666667
TRIM25	0.839333333333333
SDCBP2	-0.363
CRKL	-0.037875
HOXB2	1.33733333333333
ANP32B	-0.986
GATM	3.3935
AP4E1	-0.081625
EDG5	0.107125
CDKN3	-0.8795
CDH4	-2.513
PGD	-0.256666666666667
RND1	1.162
GAD1	-3.3215
MPG	-0.013
LOC440350	-0.4485
ZNF133	-0.3015
SERPINB12	-0.0765
AMELY	0.1085
DHX36	-0.423
TNFAIP8L2	3.52816666666667
PHTF2	0.267333333333333
CCDC112	-0.868166666666667
IQCC	-0.23925
HEYL	1.77266666666667
FTSJ2	0.244666666666667
APPL1	0.833375
RAB43	-0.124571428571429
OR10G2	-0.072
WAC	0.289166666666667
ADCY9	1.73
RUNDC2B	0.654666666666667
PYCRL	1.9847
AGPAT7	-0.2725
SLC22A9	-0.881
CDKAL1	0.2925
PDYN	-0.143333333333333
C20orf74	-0.09575
MTMR11	0.67125
VAV3	3.6285
DAPL1	-0.8645
STXBP3	0.49025
EIF3G	-0.744
ARHGAP22	-1.3355
NPFFR1	0.13
NPC1	0.3245
ALDH9A1	1.17233333333333
ZNF600	1.06375
ZNF678	0.594166666666667
RASSF1	-0.364
ADD2	-2.07775
PITPNB	0.49725
PKD2L2	-0.131125
LRP11	0.508
CDKL1	0.5295
SMEK2	-0.30475
PRODH2	-3.38583333333333
C11orf54	0.102166666666667
SFRS11	-0.947333333333333
IL7	0.863833333333333
ALS2CR16	-0.11325
BTG3	-1.032
PAK2	-0.299555555555556
RP11-679B17.1	-0.81325
GATA4	-1.61933333333333
ATP2B1	0.06025
LOC130940	0.494
C1orf172	2.03966666666667
ATF7IP2	-0.85925
SLC25A43	0.659333333333333
CENTG3	-0.439
IGF2BP1	-4.21
FCHSD1	-0.002
CAMK2N2	-0.0918333333333333
ELAVL3	0.132
NBPF15	-0.241333333333333
UBE2J2	0.352666666666667
GNL2	-1.0615
PRR3	-0.011
NLF2	-0.1935
OR4F6	0.0375
KLHL24	0.612333333333333
CCDC88A	-1.2049
SGPP1	-1.15316666666667
C10orf11	0.0151666666666667
SLC35B4	-1.0495
UGT3A2	-0.757
ARNT2	0.0237
CBR1	-0.034125
ITPR3	-0.815833333333333
TRAPPC6B	0.6817
AMZ1	0.6875
ARP11	1.94975
WDSUB1	0.205
APBA1	0.193833333333333
RAB2A	2.1212
C6orf162	-0.79825
HPSE2	0.17625
PLCE1	-1.62375
INSL3	0.196
DLG1	0.1351
PTPLA	-3.9215
PIGX	0.31475
TFIP11	0.695333333333333
FIBIN	3.3915
POLR2G	-0.45575
GRAP2	-1.0018
DNAJB8	-0.08125
CNBP	-0.224833333333333
WASF1	-1.218
INPP5E	-1.0817
HSPB1	0.2863125
TMEM167	-0.5282
CUBN	-0.2055
IGF1	4.15875
ITPK1	1.1345
NAALAD2	-0.87275
G3BP1	-0.8211
NT5DC1	-0.351
CYP39A1	-0.838
TMEM139	1.449
POLK	0.1444
GLULD1	-2.00225
RBM15	-0.337166666666667
AMZ2	-0.01075
GDF15	-1.49916666666667
MESDC2	0.2685
INCA	2.63166666666667
ACY1L2	-3.3465
GZMM	-0.939333333333333
PAIP1	0.00750000000000001
CACNA2D1	-0.13025
STK32C	-0.266
SH3BP4	0.404666666666667
DEC1	-0.088
PADI1	0.159
UBB	0.301
PON3	2.2795
PROP1	0.029
ANKRD13B	-0.7215
ADCK1	1.17975
TCF25	-0.499
SLC38A5	-2.35725
CXorf26	0.919166666666667
C19orf39	0.28575
PPP1R13B	1.01025
ARL2	-0.608
TCL6	0.0618333333333333
TOP3A	-0.787
SLC16A14	0.9885
FXYD6	1.7225
HIST1H4E	-0.7325
BBC3	-0.140315789473684
UNC5A	0.127833333333333
FAM86C	0.0173
PI4KB	0.952125
B3GAT1	-1.204
SUSD2	2.11583333333333
OAZ2	-0.279333333333333
NOC4L	-0.19
C10orf12	0.0125
FADS1	-2.2755
LOC144097	-0.554
DKK2	2.84033333333333
KIAA1949	0.07375
RHOT1	0.8254
OXT	0.671333333333333
GPR153	-0.2725
ARL4A	-1.68766666666667
SAAL1	-1.74625
CCDC64	-0.167
USE1	0.121833333333333
HNMT	0.605666666666667
PCGF3	-0.314625
CYP2C19	-0.04925
C20orf4	0.5235
CCDC11	0.72375
ACSBG2	-0.5265
RWDD2A	0.45175
PALLD	2.138375
CPLX4	-0.0445
LOC492311	0.2465
KPNA2	-1.02283333333333
MACROD1	-0.6527
TMCO3	-0.788666666666667
C15orf52	-0.0658333333333333
BIRC5	-0.913866666666667
PRR16	0.567
FAM63B	0.388375
KATNB1	-1.507
WNT8B	-0.451
CPLX3	-0.086
GHR	4.854
CCDC124	-0.33925
