Hybridization REF	TCGA-BH-A0RX-01A-21R-A084-07
RGS16	2.422875
URB1	-0.684666666666667
OR4C46	0.135333333333333
TOP3B	-0.73625
NFATC4	0.3825
CA14	-4.42475
BMPR1A	0.542166666666667
SNRP70	-0.599125
PRL	-0.0160833333333333
C6orf130	-1.424
STAG2	0.05625
CD55	-0.728214285714286
RPS23	-0.276166666666667
SSX2	-0.617833333333333
FDPSL2A	-0.45475
FBXO27	1.510875
SYNGR3	-1.22566666666667
TMSL3	2.37725
EML1	-0.8655
NUP93	-0.225666666666667
SMAD3	-1.1528
KIAA1189	0.826166666666667
HNRPUL2	0.5465
TBC1D12	0.383333333333333
C16orf24	-0.36225
MRVI1	2.37083333333333
ZNF581	-0.713
ELOVL3	-0.166
OR51Q1	-0.133
CACNB3	1.63583333333333
GALNT13	-1.240625
C10orf84	0.77925
NEDD4	-0.8974
SPO11	0.102
OR5AU1	0.2115
NEK4	-0.309571428571429
PRKAR2A	-0.5815
IHPK1	-0.3625
ATP6V0B	0.515875
CACNA1E	1.665
CEACAM8	0.136833333333333
PEX14	-0.378
FLJ12993	1.4235
ZBTB38	0.31725
PCTK2	-0.0648333333333333
LRRC16	0.3689
FBLIM1	1.69441666666667
FYCO1	0.6725
RP5-1022P6.2	-0.331333333333333
CMTM1	0.722333333333333
PLTP	2.91033333333333
RAPH1	-0.151125
DOCK8	1.69325
EZH2	-1.1588
SLC25A1	-0.0265
PLEKHB1	1.554
GRB7	0.4942
ZFP37	-0.24475
MRPL33	-0.661
PELO	-0.745
ARMC1	0.997181818181818
C9orf27	0.77125
FLJ25778	0.922
C9orf37	-1.75316666666667
TMEM66	0.129
SPRN	0.027375
HBEGF	0.474875
PI4KA	-1.351
LEPRE1	-0.20425
POU2AF1	0.7945
MRPL12	-0.393833333333333
REP15	-0.3505
ZC3H3	1.11225
RASAL1	0.1905
DDAH1	1.2405
ACBD5	1.49325
TMC2	-0.1805
CCDC137	-0.9195
SAMD13	-1.25466666666667
UGT2B15	-2.55066666666667
TIPARP	-1.34125
DNASE1L3	1.90125
TRIM72	0.498333333333333
DBX2	0.297
IPO8	1.36475
C21orf88	-0.8443
MAP3K14	0.152
LOC51233	0.775333333333333
GGTLA4	1.48825
PDE6D	-0.5335
ZNF117	0.10725
CLK2	-0.968375
NKRF	0.03175
TNFSF15	0.8697
DUSP2	0.517
SECISBP2	-0.7108
GABRR2	-0.4195
PPAP2C	1.758
LOC51145	-0.0926666666666667
PAG1	0.802
PIK3C3	-0.27975
GNG10	-0.494
APOL4	1.98166666666667
ANKRD28	-1.18475
STMN3	0.4115
RAB14	0.3505
CDK2AP2	-0.27475
HDDC3	-0.4825
COMMD7	0.437875
CXXC1	-0.77
HMCN1	-0.626166666666667
CD40	2.04625
DYNC1LI2	0.5215
GDI1	0.0965
LOC646938	-0.177
VSNL1	0.5985
PIH1D1	-0.392333333333333
RAET1G	1.5085
KRTAP5-9	0.3345
EFTUD2	-0.3165
ZNF311	-1.31066666666667
ATP6V1G3	0.1265
OR2W3	-0.44375
SCN4A	0.36
MED10	-1.25275
FAM135A	-0.039
ARHGAP4	0.073
EHMT2	-0.40775
UFD1L	0.15625
ERMP1	0.52075
MAG1	0.443833333333333
THAP8	1.00466666666667
HACE1	-1.3355
FAM82C	-0.1375
C3orf20	-0.8075
UNC84A	-0.603
SCD5	-0.256153846153846
LASS6	0.2765
LSG1	0.396083333333333
MAL	-4.35825
GPR22	0.7415
WDR5B	0.22025
ACTRT1	0.0155
C17orf60	-0.0306666666666667
GRIN2C	0.3084
ARMC8	-0.410166666666667
SLC47A1	-2.55416666666667
DMPK	-0.56325
DHRS13	0.041
SMC1A	-0.557166666666667
KRTAP17-1	3.05475
SMYD5	-0.5885
TUSC2	0.253625
CRHR2	0.1015
KIR3DL2	1.427
CCDC104	-0.02375
ATP2C1	0.57975
CROT	-1.39925
PABPC3	1.3895
EGR1	-0.685333333333333
THSD1	0.59575
KHK	-1.56525
SLC12A2	2.0768125
CD58	-0.4885
STOX2	0.727833333333333
CCDC76	-0.9815
CCDC48	1.75575
DNAH1	-0.542166666666667
ZIC4	-0.10425
OR1G1	0.1135
PSMC6	-1.113
PROKR1	0.3055
ABCB1	0.4685
TRAT1	0.8645
LLGL1	-0.306
MTF1	1.31525
USP54	0.2715
PAGE2B	-1.322
ITGB7	-2.743
CCDC81	-0.316
LOC149837	0.43475
SCUBE1	0.1065
ZSCAN10	1.3765
HUWE1	0.2555
CDH17	0.6145
CD180	1.5465
IL17A	-0.00425
TMPO	-0.81175
KIAA1524	-1.309
HDGFRP3	-1.19283333333333
OXCT1	-1.17236363636364
RRAS2	-0.169666666666667
LTBP2	2.590375
SV2B	1.26333333333333
CYP2A6	-0.180375
PKD1L2	-1.092
PPM1M	0.174
FLJ22662	2.1935
ZNF502	1.74775
GP6	-0.85
CRYBA2	-0.000249999999999998
LEF1	-1.6435
CTPS	-0.915142857142857
EYA1	-2.68183333333333
EPS8L1	0.184
MAPK14	-0.481
SERPINB2	-2.185625
GTF2F2	-0.5165
ZNHIT4	-0.1325
PLA1A	2.097625
C20orf114	1.64725
HPR	-2.8405
C18orf2	-2.3975
SATB2	-2.48525
KCNJ9	0.286285714285714
MGC157906	0.567
MOCS3	0.83525
C17orf71	-0.648333333333333
PPHLN1	0.0855
HIST1H2BN	-0.747875
RAPGEF1	-0.182
MAP3K8	0.983
DLG4	0.343333333333333
STC1	0.499
CDGAP	1.83575
DDX26B	0.193
LOC150223	-0.30975
CPSF3	-0.0746666666666667
TMEM14A	-0.86075
MYH3	-1.8145
GPKOW	-0.525
SULT1A1	-1.47233333333333
SPON1	5.0645
YY1AP1	0.105
RAB23	-0.47925
PLA2G4A	0.29175
MAPRE3	-0.49375
ZNF516	-0.778071428571429
GGPS1	0.6595
EXOC3L2	0.0516249999999999
C19orf42	0.1305
MAP2K2	-0.612833333333333
HIST1H2BB	-0.69275
RNF19B	2.03616666666667
C6orf128	-0.345666666666667
TLR8	3.43225
PCDHA9	0.0695
CARS2	-0.143625
CLUL1	0.516666666666667
RHAG	-3.742
UNK	-0.4405
EXOC8	0.2725
C9orf95	1.3595
C14orf143	-0.799166666666667
MAML3	-0.00849999999999999
LDHA	-2.17875
MRPL20	-0.222
KLHDC6	1.1515
ATP5S	-0.316333333333333
C8orf55	0.687
PHF19	-2.059375
KRTAP13-4	0.8065
TTC5	-0.84275
XKR5	-0.263
SILV	-4.35166666666667
TEX28	-0.0855
TCTN1	0.1585
CX40.1	-0.0045
PPP2R5C	-0.469875
C12orf30	-1.12883333333333
CAPG	2.34875
MPZL1	1.3035
ARSB	-1.10666666666667
TDH	-1.91375
WASF4	1.10375
TSSK3	-0.282666666666667
7A5	-0.8665
CRISPLD1	3.160125
MAD1L1	-0.125333333333333
SPIN4	-0.6195
AMPD1	1.61375
DPYSL5	0.441
INPP1	-0.029
ANKRD11	-0.0947777777777778
NPAS4	-0.307875
GCET2	0.6296
RNASE9	0.0465
GUCY2D	-0.093
CCDC98	-0.643
FGF4	-0.76225
CPM	-0.565166666666667
SLC26A4	-0.267
PLD5	-0.20425
FAM59A	-0.382
FBXO5	-1.33477777777778
SIPA1L1	0.7475
DPYS	1.57175
ATG4D	-0.59825
TGM3	0.043
MTCH1	-0.96475
HK1	0.240571428571429
CDC26	-0.056875
GALNT12	-2.71783333333333
LOC339229	-0.25275
MRPL35	-0.08925
ORC4L	-0.6175
TNKS	-0.379785714285714
C2orf24	-0.029
ZNF553	-0.199166666666667
GGTLA1	3.3931
ZNF497	-0.668
CDY1B	0.208
SLC30A4	0.51225
TUB	-0.229375
ARHGEF18	-0.479
ARRB1	-0.19775
KCNK1	2.24925
EREG	-1.9568
SCAMP5	1.12125
RUNDC3B	2.91825
ADAMTS20	0.331
IL17RB	-1.114875
FLJ20323	-0.8555
MCAM	1.11525
POLR3E	-1.96333333333333
AQR	0.359833333333333
IPMK	0.51
CDCA7	-2.175875
CAMP	3.4635
GRHL3	1.57925
ADAMTSL2	1.14716666666667
CLMN	1.19266666666667
SSTR3	0.3075
MAGEA5	-1.8325
OVOL2	2.88475
JMJD1B	0.0945
RBL2	0.3235
PYGO2	1.1855
PPP1R10	1.26283333333333
CSE1L	-0.233
LCA5	-0.19025
RDH16	-0.3395
ASRGL1	-1.48775
TOM1	0.095
PTX3	-1.80175
TTC15	0.95875
SCGB3A1	1.45116666666667
MRPL50	-0.56825
RCAN3	1.19875
SLC26A11	-0.3845
STYX	-0.359
CINP	-0.677
MARCH7	-0.76675
PFKM	-0.857166666666667
SGMS1	0.785333333333333
RIOK3	-0.3585
C1orf110	0.544
CES7	0.214875
LOC440248	-2.79425
PPP1R12C	-0.805
C10orf27	0.421
ATG9A	-0.66575
MRPS26	1.740625
TMEM40	0.7925
ELP3	-0.5561
ZNF787	0.6886
HIAT1	-0.33525
C8orf34	0.273833333333333
MGC4655	-0.2783
PELI1	1.71183333333333
PPT1	-0.3559
SLC35C2	-0.519666666666667
C6orf125	-0.12675
MUC4	-0.835166666666666
RFC4	-2.12728571428571
GNB2	-0.397333333333333
NUP50	0.0652857142857143
SULT4A1	-0.335
C7	2.668625
CCDC130	-0.480166666666667
ARRDC4	-0.96775
RQCD1	-0.79225
GLYCTK	-0.964
AYTL2	0.0505454545454545
MTUS1	0.4154
LEMD3	-0.0846666666666667
PLEKHF2	0.36575
HOXA7	0.847
GTF3C2	-1.1115
DYNLRB2	0.21275
CNOT10	-0.3985
MR1	-0.425333333333333
FFAR1	-0.0725
PRIC285	0.691
SLITRK6	4.59675
LIX1	-0.1187
UBE1L2	-0.6675
F8	0.61
ACHE	0.364833333333333
KPNA5	-0.32325
TNFRSF12A	-1.613
EGR3	-1
SERPIND1	-3.01233333333333
OASL	3.989
IFRD1	-0.459625
WDFY1	0.296833333333333
ZNF267	0.127125
ACCN5	-0.0615
ZBTB6	-0.7815
PPP1R3A	-0.2385
PRRT3	0.7275
FBXL19	-0.539
TXNIP	0.091
ACTN2	0.681
ATG9B	-0.664
C9orf117	0.477125
IL27	-0.964
RPL36AL	-0.249833333333333
KLK15	0.13375
CHAD	0.3465
RAP2B	0.3779
HEBP2	1.27775
ZNF342	0.251
CAMK2G	0.0816666666666667
TLR3	1.1575
FGF14	-0.27875
HMGB2	-1.199125
TRPM5	0.119
OR5M11	0.114
KIF3B	0.483105263157895
PRICKLE2	0.1265
MTMR9	-0.58925
C3orf27	0.312
GLRA3	-2.07733333333333
NSDHL	-0.141
TMEM32	-0.58025
POLR2D	-0.932916666666667
MYADML	0.1895
C9orf114	-0.804
MRGPRX1	0.504
TOPORS	0.69375
CLDN19	-0.06075
C1QL4	0.7145
RNF165	0.13
DHRS9	-0.07575
DNAH2	-0.089
FXR1	-0.681166666666667
ZMYM3	-0.47375
CASP3	0.382333333333333
FAM120C	0.353375
SCLY	-1.43175
CA7	0.1255
ENTPD5	-0.176
ZNF461	0.27375
PDIA5	0.43125
C1orf19	-0.0691666666666667
TMEM67	0.263
KCTD20	-0.23225
WDR47	-0.2885
FLJ38723	-0.2385
KLRF1	1.15733333333333
TAS2R16	0.1695
CLDN12	-0.39125
PRKCE	0.514
UBXD4	-0.31425
ITGAM	2.7205
GLT8D3	0.034
WDR31	-0.5189
RGS2	4.7855
OR51L1	0.424
MST1R	-0.52025
KIAA1737	-0.23875
OR4A5	0.677
GLIS1	-1.288
PTMA	0.385285714285714
NAPA	0.37975
PRDM11	-0.4945
LIPF	0.2115
DIRAS3	1.99675
ASGR2	-3.419125
C1QTNF4	1.62425
PIK3R4	-0.290166666666667
ARMC3	3.40025
NDUFV3	-0.07075
BTBD3	1.77416666666667
PPP1R2	0.496416666666667
UBE2NL	0.0855
FOSL2	0.871214285714286
FAM119A	-1.478
TUBA4A	-0.0231
KRTAP12-1	0.2085
SFRS2	-0.58725
RHPN1	-0.3194
EEF2	-0.981833333333333
ZDHHC11	-2.50766666666667
EPHA3	-1.3799
RBM12	-0.20875
H2AFJ	0.7055
EDIL3	1.647
KIF26A	-0.9585
SERGEF	-0.42075
B3GALT4	2.397
LOC90925	2.9945
OSCAR	1.2835
NPFF	-1.07125
DEDD	0.919625
TMEM155	-0.462125
PTPN1	0.0695
SCYL2	-0.0653333333333333
SKAP1	2.51225
LEAP2	-3.299
GADD45G	1.0105
IFITM3	1.4315
PILRB	-2.15466666666667
SLU7	-0.1784375
DSC3	0.38675
DNMT3L	-0.85
PAPD5	0.260375
B3GNT3	0.308666666666667
LHCGR	0.495
MSL-1	0.7925
UBE2S	-0.907125
SAP130	-0.716
ANAPC11	-0.0535
MAGED4B	-1.922
ATP6V1B2	0.3135
C14orf179	0.8265
CAPZA1	-0.12025
CDYL2	-0.916166666666667
GLRX3	-0.526166666666667
LOC136288	-0.16575
MOBKL1A	-0.35825
HTR2B	1.83975
CRYGD	0.00316666666666667
NUS1	-0.0196666666666667
PGRMC1	0.496
MYOM2	-0.359
FLJ39653	-2.86616666666667
CHM	-0.4063
OR5M8	0.62
ZNF619	-0.637
FAM105A	1.04375
CCNL1	-1.682375
NAP1L3	-0.45825
C10orf57	1.718
B3GALNT1	0.902166666666667
CSN1S2A	-0.318
TCP10L	-0.519
GDAP2	0.10825
DMKN	-0.7465
COX6B1	0.4385
DNASE2	0.2035
MSH5	-1.89425
LGMN	0.386125
USP31	-0.1041
OR13C8	0.219
SDCBP	1.6061
NUDT11	-2.28366666666667
PYGL	-1.22983333333333
SNPH	-0.376666666666667
B3GNT4	-0.3735
MIZF	-0.4653
NUBPL	-1.641625
NOD1	0.566833333333333
CDH22	0.359
NUBP1	0.399833333333333
DSCAM	-3.8865
DGKI	5.3035
FAM136A	-0.02725
AKAP1	1.13283333333333
SLC16A6	-1.24375
RIN3	1.056
PSG2	-0.082
DIP2B	0.87975
PSORS1C1	1.1568
KIAA0495	-1.1285
FLJ90709	-0.4555
LPA	-0.682666666666667
PIGA	-0.288166666666667
LY75	3.37616666666667
UTS2	-5.21916666666667
RREB1	-0.3795
GALNACT-2	0.6803
MGC3196	-0.39675
FLJ31568	1.313
LPHN1	0.457625
SP1	0.247125
TOX4	-0.5915
HSPA9	-0.4131
APOBEC1	0.807
SLC35E4	-1.658
LSM5	-0.882
SURF1	-0.0275
ZBTB1	-0.0240833333333333
GTF2F1	-0.472625
RPS15A	-0.0887857142857143
DUSP21	-0.163333333333333
GINS4	-1.58033333333333
MYO15A	-0.633333333333333
GIMAP7	4.121
MGC13379	1.2765
ATP6V1E2	-0.297833333333333
UTP3	-1.08175
HNRPA3	-1.1031875
MT4	0.722
C14orf155	-0.0855
U1SNRNPBP	0.33675
CKLF	0.0213333333333333
PLEKHN1	-0.096
MBNL1	0.364416666666667
NUP160	-1.254
ACSM2A	-0.63
LOC129881	-0.35975
KIAA1529	-0.175
FLJ22639	-2.1245
HAND1	-2.113
GSX1	0.528
FGA	-3.4766
SERPINB1	0.245
ZNF642	0.44
IGFBP1	-7.6675
SLC1A1	0.274375
DHX57	0.378375
ZNF766	0.263
PTPN21	-0.4397
GDPD3	-2.28983333333333
PNPLA5	-0.221
TBR1	0.219333333333333
FAM116A	-0.10325
IQGAP1	0.353375
FOS	-0.7615
ZNF226	-0.188
FIGNL1	0.154666666666667
C14orf1	-0.608
ZMYND17	0.2225
PUS7	0.1525
TUBB6	-0.123375
KCNQ2	-1.35175
MARCH6	0.0816666666666667
CCDC33	0.9295
PRODH	-1.47475
RBM11	-1.0605
EPHA6	0.378
SLC43A1	-1.18825
LOC196541	0.225625
NTN1	0.569333333333333
ING4	-0.35475
PCDHB10	1.36125
DPH2	-0.419666666666667
SPACA4	0.15325
FBXL21	-2.48
DIAPH1	-0.377833333333333
ZNF71	1.0285
CEP76	-0.2975
CORO1A	0.665
RRM2	-1.26775
EDG4	0.69025
OS9	0.577333333333333
SLC4A1AP	-0.334
COG5	-0.71475
COPS8	-0.976
NGLY1	-1.438
NCBP2	0.235875
C17orf42	-0.278333333333333
GPSM3	1.392875
SIL1	0.3965
ASB6	-0.09525
SMAD5OS	-0.413833333333333
UNC93A	-2.5555
A1BG	-0.9145
C21orf62	0.4915
FMO5	-1.90016666666667
ATRIP	-0.303166666666667
CEBPG	0.600166666666667
C7orf38	-0.152333333333333
TNFRSF1B	1.948
CLEC1A	1.6165
IQSEC1	0.0085
PATZ1	0.6409
RBM22	1.126
BAG2	-2.22733333333333
PAQR5	-0.873666666666667
C9orf127	0.236
THNSL1	0.702
SHROOM3	1.2501
JAM2	1.423
SNRPN	-2.4925
ALX4	-0.193
CACNA1S	0.314
FAM130A1	0.84875
CORIN	0.893
CD300LB	0.7325
PLEKHG6	0.2935
LRRC40	-0.9265
PCLKC	-1.6585
PCDHB16	-0.419333333333333
WNT2B	0.0765
ASNS	-1.14055555555556
MRPL49	-0.19725
FLJ46111	-1.04975
ISG20	1.601
SMU1	0.752
CASZ1	0.3865
POLR1D	-0.691166666666667
GIN1	-1.05425
SNAG1	0.148333333333333
ANKRD29	-1.0105
CDKN2AIP	-0.287
KRR1	-0.66575
CXCL1	-2.11483333333333
EPM2A	-0.4413
PC	-0.053
DEFB127	0.7425
PDZRN4	0.9635
FAH	-0.970875
OR51E1	2.9025
CDC2L6	-0.106833333333333
DNTTIP1	-0.448
PAX8	-0.06475
TMEM116	-1.42125
C1orf150	0.345
PRO2012	-0.09425
MRPL40	-0.455
BEX1	-3.855
SLC2A4	-0.991833333333333
PKMYT1	-1.52825
FEZF2	-0.565
SLC26A9	-0.0915
MAP2	1.00166666666667
LYL1	-0.5445
SLC25A19	-0.2275
NOS3	1.475
ZNF34	0.589166666666667
TMPRSS11F	0.309
FAM43A	0.45125
FCRL4	0.962666666666667
KLF14	0.537
FLRT2	0.0601666666666667
WRN	-1.255
SDF2	0.3717
KRT8P12	-0.026
C6orf195	0.706
C9orf125	-1.226
DZIP3	-0.409375
RIT1	0.6905
SCML1	-1.193
RHBDF2	1.664375
OR2G3	0.7095
REXO1L1	-0.131
MAP3K7IP3	-0.107125
C3orf57	-5.79775
FBXW11	-0.992666666666667
ETAA1	-1.035
C14orf131	-0.8684
AKT1S1	-0.43
SLC12A5	-0.184875
C9orf164	2.0215
NRIP3	-0.573125
NOS1AP	-0.1865
TMEM121	0.583
SAP30BP	-0.4742
DGCR6	0.8295
WDR76	-0.775
FAM82B	-0.274083333333333
LOC606495	-0.095
MAP9	0.700666666666667
BCDIN3D	0.5725
CXorf36	3.80933333333333
DSCR3	-0.8263
ZFAND3	0.153875
C7orf43	0.227
SPSB3	-0.6309
C19orf19	0.433
FAM133A	-2.5425
C12orf25	0.0365
SLC39A3	-0.371625
DISP2	0.00425
PI4KAP2	-2.595
MKRN3	-2.059
ADAMTS13	-0.664375
CBLN3	0.0707
TTYH1	3.0855
C3orf18	-0.3865
FLJ13236	-0.86575
ZMYND12	2.5205
C18orf25	0.4635
GLB1L3	-0.582
ATP13A5	0.1755
RANBP10	0.06325
CD96	0.6596
DENND1C	1.34425
RBMS3	0.4846
SLC41A3	0.582
DGCR6L	0.53425
TMEM128	-0.896166666666667
CSNK1G3	-0.479428571428571
MOBKL2C	0.968
TSPAN6	0.858
MATN2	-0.5197
MSL2L1	0.174
ST6GALNAC2	0.358
FGFBP2	0.458375
FGL1	-5.71133333333333
MPP3	-1.97216666666667
ARHGEF6	2.22583333333333
TGFBR2	1.085625
ACMSD	-0.1615
IL33	4.31625
C9orf5	-0.250833333333333
DEAF1	-0.1391
AMN	0.8
DEFA6	0.103375
RNF212	-0.77225
METT5D1	-0.894666666666667
CIB1	-0.222
TSSK1B	0.2245
KIAA1727	-0.38775
ZNF680	0.12875
LOC399900	-1.6135
LOC152217	-0.0155833333333334
CTNNAL1	-2.276
CIT	-1.52916666666667
TLE6	-1.375
ZNF607	-0.4495
HERC4	0.0678333333333333
DRAP1	0.0543
PEMT	0.34325
C10orf111	-0.298
ZNF575	1.045625
KCTD7	-0.0265
MYO1F	1.411125
LOC285382	-0.2345
RAB11A	0.0124
PLCD3	-0.7865
C15orf28	-0.22375
PTBP2	-1.098125
CTB-1048E9.5	0.450375
C19orf60	0.898666666666667
C7orf25	0.740166666666667
SETD7	0.121875
HOXB9	-2.309
VANGL1	0.2026875
CHAF1B	-2.317
NDUFA3	0.62925
KIAA1328	-0.2675
SHARPIN	0.205875
TTC23	-0.219
UGP2	0.53475
ANKIB1	1.1609
CIRBP	0.131
SEC14L4	1.51633333333333
OVCH1	0.277666666666667
VPS52	-1.033
FAT	-0.4995
M6PRBP1	-0.02525
GPRIN3	0.5695
PPM1F	-0.313833333333333
TSR1	0.368
CCDC85A	1.02775
PCSK5	1.8785
ZFHX3	0.165
HEMK1	-1.3337
PGBD2	0.502
RSRC2	-0.3775
AURKC	-1.54333333333333
SCRIB	0.58425
ORM2	-1.386
FAM115A	0.9117
FZD6	0.9775
UNC119	0.447333333333333
GPX3	0.6394
NOV	-0.24625
CABC1	0.379875
CDC42SE2	0.3330625
EIF2S2	-0.6678
RNF130	1.027625
CKAP5	-0.528833333333333
RP11-413M3.2	1.116875
C10orf18	0.9292
TMEM93	1.14325
DYX1C1	1.8
KCNMB2	-1.434375
ANK3	0.650333333333333
KRT5	1.4752
CDH12	1.120375
QRSL1	-0.508375
JUB	-0.98225
SHC4	1.7325
CCL15	2.03766666666667
CCDC22	-0.21525
SNX24	-1.228
RARS	-0.92275
MORC2	0.890625
FAM48A	-0.35075
MT1H	-0.3085
PPP1R14C	2.045
FOXD1	-2.15307142857143
C1orf213	-2.3415
AMT	-2.1539
DSN1	-0.89875
PTPLAD2	2.8765
DIS3L	-0.376
RASL11A	1.0555
GPRC5B	1.40925
FRMD7	0.00900000000000001
STRN4	0.257
KITLG	0.319681818181818
HDGF	1.16625
OR1S1	-0.052
SETX	0.5499
DDR2	1.094625
KCTD12	2.144
LYZL2	1.48775
WDR52	-0.6395
TMEM2	2.981625
ZNF579	1.0375
LOC200810	0.21725
TNFSF9	-1.50225
PPFIA4	-3.4195
CNIH3	-0.6575
MAP4K4	-0.332928571428571
ROD1	0.263571428571429
ALS2CR12	-0.873666666666667
DOCK3	-0.671833333333333
PAQR9	-3.3545
ASB17	0.366833333333333
STX16	-1.112125
FEZ2	-0.407
DLAT	0.106166666666667
KIF21B	-0.453166666666667
CDC5L	-0.29775
TMEM119	1.01416666666667
CRIP3	-1.24125
TPSD1	-0.2735
TEPP	1.12725
GNGT2	2.259
C21orf121	0.2585
WNK1	-0.0933333333333334
FLJ10490	0.9536
OR51B5	-2.3245
LOC203547	-0.355875
HAS1	0.632
PPA1	0.427
ST7	-0.329125
C11orf46	0.4555
POPDC3	-3.50133333333333
ACOX2	-1.16283333333333
ATCAY	-0.12575
TM4SF19	-1.48
MFSD9	0.0185
PDHB	-1.2655
ERN1	-0.0315
LCE3C	0.585
GPR111	0.0965
NOTCH3	1.769
ADAMTS5	2.93
B3GALT1	-1.62625
UGCGL1	0.483666666666667
FAM58A	1.33433333333333
FBXO32	2.70775
CLPP	-0.12125
NXPH1	-0.787666666666667
MTMR3	0.559333333333333
ATP1B3	-0.28125
TMEM16A	3.483625
HIST1H3F	-0.00800000000000001
TRIM25	0.572833333333333
SDCBP2	1.0565
CRKL	-1.0415
HOXB2	-0.0423333333333333
ANP32B	-0.04425
GATM	1.8455
AP4E1	-0.278125
EDG5	0.77225
CDKN3	-1.93966666666667
CDH4	-2.0685
PGD	-0.812166666666667
RND1	-0.439
GAD1	-3.0181
MPG	-0.500625
LOC440350	-0.6405
ZNF133	0.37825
SERPINB12	0.334
AMELY	-0.143666666666667
DHX36	-0.94075
TNFAIP8L2	3.60783333333333
PHTF2	0.256444444444444
CCDC112	-0.708666666666667
IQCC	-1.265
HEYL	3.448
FTSJ2	-0.1935
APPL1	0.691125
RAB43	0.637571428571429
OR10G2	0.5685
WAC	0.492
ADCY9	-0.758875
RUNDC2B	0.555166666666667
PYCRL	1.4564
AGPAT7	-0.131833333333333
SLC22A9	-0.841
CDKAL1	0.1405
PDYN	4.25933333333333
C20orf74	1.01225
MTMR11	0.16575
VAV3	1.05366666666667
DAPL1	-0.33675
STXBP3	-0.39675
EIF3G	-0.57975
ARHGAP22	0.02725
NPFFR1	0.411
NPC1	-0.103166666666667
ALDH9A1	1.66316666666667
ZNF600	-0.189375
ZNF678	0.445833333333333
RASSF1	-0.567416666666667
ADD2	-1.611375
PITPNB	0.472
PKD2L2	-0.183875
LRP11	-0.18425
CDKL1	0.464
SMEK2	0.0415
PRODH2	-3.0365
C11orf54	-0.270166666666667
SFRS11	-1.02916666666667
IL7	0.816166666666667
ALS2CR16	0.88125
BTG3	-1.27266666666667
PAK2	-0.317111111111111
RP11-679B17.1	-0.502
GATA4	-1.49083333333333
ATP2B1	0.93175
LOC130940	-0.5765
C1orf172	1.94483333333333
ATF7IP2	-0.839
SLC25A43	-0.129666666666667
CENTG3	0.462416666666667
IGF2BP1	-3.6767
FCHSD1	-0.2245
CAMK2N2	1.19566666666667
ELAVL3	-0.2996
NBPF15	-0.924
UBE2J2	-0.55675
GNL2	-0.32125
PRR3	0.2494
NLF2	1.4025
OR4F6	0.032
KLHL24	1.58866666666667
CCDC88A	-0.1258
SGPP1	-1.17566666666667
C10orf11	0.081
SLC35B4	-0.438166666666667
UGT3A2	-1.026
ARNT2	-0.9484
CBR1	-1.50325
ITPR3	-1.456
TRAPPC6B	-0.6137
AMZ1	-0.3785
ARP11	2.94625
WDSUB1	-0.14975
APBA1	0.855833333333333
RAB2A	2.0398
C6orf162	-0.38175
HPSE2	0.2305
PLCE1	0.839
INSL3	1.3065
DLG1	-0.303
PTPLA	-2.56875
PIGX	-0.719875
TFIP11	0.218333333333333
FIBIN	4.1555
POLR2G	-0.2935
GRAP2	-1.4686
DNAJB8	-0.65875
CNBP	0.603
WASF1	-0.55825
INPP5E	-1.166
HSPB1	-0.011125
TMEM167	-0.3426
CUBN	0.427
IGF1	3.8051875
ITPK1	-0.2909
NAALAD2	-0.972375
G3BP1	0.3515
NT5DC1	-0.49275
CYP39A1	1.899
TMEM139	2.23325
POLK	-0.693111111111111
GLULD1	-0.68825
RBM15	-0.6735
AMZ2	-0.80575
GDF15	-3.108
MESDC2	-0.505
INCA	1.7845
ACY1L2	-0.759
GZMM	1.06733333333333
PAIP1	0.0505
CACNA2D1	-0.1575
STK32C	0.121666666666667
SH3BP4	-0.682666666666667
DEC1	0.0285
PADI1	0.49
UBB	0.00229999999999996
PON3	-0.427166666666667
PROP1	0.852
ANKRD13B	2.2095
ADCK1	-0.8315
TCF25	0.017
SLC38A5	-1.171
CXorf26	0.351833333333333
C19orf39	0.3185
PPP1R13B	0.2235
ARL2	-0.601
TCL6	0.176666666666667
TOP3A	-0.31
SLC16A14	1.196875
FXYD6	3.4665
HIST1H4E	0.12275
BBC3	0.376526315789474
UNC5A	-0.096
FAM86C	-0.8924
PI4KB	0.377
B3GAT1	-1.7975
SUSD2	2.54416666666667
OAZ2	-0.504833333333333
NOC4L	-0.14725
C10orf12	-0.5505
FADS1	-1.15833333333333
LOC144097	-0.02275
DKK2	1.82733333333333
KIAA1949	0.96775
RHOT1	0.0954
OXT	1.006
GPR153	1.3285
ARL4A	0.0321666666666667
SAAL1	-1.3555
CCDC64	-0.13
USE1	0.0668333333333333
HNMT	-0.033
PCGF3	-0.8778125
CYP2C19	-0.36425
C20orf4	0.7025
CCDC11	0.343
ACSBG2	-0.16825
RWDD2A	-0.5145
PALLD	1.73125
CPLX4	0.678
LOC492311	-0.12075
KPNA2	-0.927333333333333
MACROD1	-0.0826
TMCO3	-1.61083333333333
C15orf52	0.402666666666667
BIRC5	0.628466666666667
PRR16	0.592166666666667
FAM63B	-0.23125
KATNB1	-0.588666666666667
WNT8B	0.638
CPLX3	0.62675
GHR	1.313625
CCDC124	0.206
BCLAF1	-0.54775
GOLGA3	0.089
