Hybridization REF	TCGA-AN-A0AM-01A-11R-A034-07
ZNF434	0.291833333333333
SMARCD1	-0.423
ZFP106	-0.649
ZNF347	0.0942
GTF2E1	-0.00600000000000002
RY1	-0.230166666666667
ATAD2B	0.711625
ARHGAP17	0.1602
KCNIP3	-0.73275
SFPQ	-0.04
GFRA4	0.71
AKR1B10	-0.364375
TIGD6	0.352166666666667
RGS16	1.506125
URB1	-0.0535
OR4C46	0.1955
TOP3B	-0.581
NFATC4	0.011
CA14	-3.916
BMPR1A	-0.137166666666667
SNRP70	-1.19675
PRL	0.0815
C6orf130	-1.3265
STAG2	-1.0395
CD55	-0.544071428571429
RPS23	0.796333333333333
SSX2	-0.857333333333333
FDPSL2A	0.134
FBXO27	1.860875
SYNGR3	-1.01116666666667
TMSL3	0.16925
EML1	-0.214
NUP93	-0.790333333333333
SMAD3	0.1059
KIAA1189	1.12116666666667
HNRPUL2	-0.0815
TBC1D12	-0.276333333333333
C16orf24	1.80025
MRVI1	1.83933333333333
ZNF581	0.2175
ELOVL3	0.8265
OR51Q1	0.08225
CACNB3	-0.0406666666666667
GALNT13	-0.647875
C10orf84	0.295375
NEDD4	-0.3229
SPO11	0.531
OR5AU1	0.362
NEK4	0.0777857142857143
PRKAR2A	0.366
IHPK1	-0.730666666666667
ATP6V0B	0.46225
CACNA1E	1.097
CEACAM8	-0.336
PEX14	-0.092
FLJ12993	-1.911
ZBTB38	0.47975
PCTK2	-0.609666666666667
LRRC16	-0.011
FBLIM1	0.35425
FYCO1	0.71525
RP5-1022P6.2	-0.883333333333333
CMTM1	-0.0435
PLTP	-0.0716666666666667
RAPH1	0.683375
DOCK8	0.72725
EZH2	-1.50766666666667
SLC25A1	0.105166666666667
PLEKHB1	0.1586
GRB7	-0.6707
ZFP37	-1.65725
MRPL33	0.2455
PELO	0.713
ARMC1	-0.348818181818182
C9orf27	-0.03925
FLJ25778	0.5585
C9orf37	-1.77033333333333
TMEM66	0.09025
SPRN	0.719875
HBEGF	0.509375
PI4KA	-0.488
LEPRE1	-0.419
POU2AF1	-1.557375
MRPL12	1.882
REP15	0.2025
ZC3H3	-0.07925
RASAL1	-0.98625
DDAH1	1.1225
ACBD5	0.408625
TMC2	0.231
CCDC137	1.52125
SAMD13	-0.0875
UGT2B15	-1.9645
TIPARP	-1.03425
DNASE1L3	0.02625
TRIM72	0.648333333333333
DBX2	0.27475
IPO8	-0.0245
C21orf88	-0.4279
MAP3K14	0.23475
LOC51233	0.569666666666667
GGTLA4	2.21875
PDE6D	-0.2065
ZNF117	-1.057
CLK2	-1.30625
NKRF	-1.737
TNFSF15	0.5143
DUSP2	-0.333375
SECISBP2	-0.8068
GABRR2	0.236
PPAP2C	2.57975
LOC51145	0.189333333333333
PAG1	-0.354125
PIK3C3	-0.43075
GNG10	-0.6745
APOL4	1.423
ANKRD28	-0.265125
STMN3	-1.7209
RAB14	0.2834
CDK2AP2	0.14025
HDDC3	0.495
COMMD7	-0.39725
CXXC1	-0.3875
HMCN1	-0.383833333333333
CD40	0.88475
DYNC1LI2	0.051375
GDI1	-0.505
LOC646938	-0.0965
VSNL1	-2.77316666666667
PIH1D1	0.255833333333333
RAET1G	-0.28
KRTAP5-9	0.445
EFTUD2	-0.6295
ZNF311	-0.4975
ATP6V1G3	-0.07475
OR2W3	-0.7795
SCN4A	-0.00874999999999998
MED10	-0.24525
FAM135A	-0.798
ARHGAP4	-1.01375
EHMT2	-0.74025
UFD1L	0.44575
ERMP1	-0.46975
MAG1	-1.07866666666667
THAP8	0.820666666666667
HACE1	0.100833333333333
FAM82C	-0.106666666666667
C3orf20	0.1005
UNC84A	-0.291833333333333
SCD5	0.149
LASS6	0.960125
LSG1	0.624666666666667
MAL	-5.02525
GPR22	0.078
WDR5B	0.10375
ACTRT1	0.2705
C17orf60	0.193
GRIN2C	0.0597
ARMC8	-0.603416666666667
SLC47A1	-0.5895
DMPK	0.49075
DHRS13	1.652
SMC1A	-0.5725
KRTAP17-1	0.147
SMYD5	-0.414
TUSC2	0.51375
CRHR2	0.2605
KIR3DL2	0.455
CCDC104	0.46675
ATP2C1	0.28175
CROT	-0.56325
PABPC3	-0.538333333333333
EGR1	0.226333333333333
THSD1	-0.365
KHK	0.04325
SLC12A2	-0.1238125
CD58	-1.81475
STOX2	1.566
CCDC76	-0.9127
CCDC48	2.0175
DNAH1	-0.0945
ZIC4	-0.15725
OR1G1	0.409
PSMC6	-0.626333333333333
PROKR1	0.0825
ABCB1	-1.439125
TRAT1	-1.1705
LLGL1	0.1165
MTF1	1.751
USP54	-0.036
PAGE2B	-1.8355
ITGB7	-3.23475
CCDC81	-0.3615
LOC149837	-0.28325
SCUBE1	1.34
ZSCAN10	0.885
HUWE1	0.219
CDH17	0.2975
CD180	-0.33175
IL17A	-0.01675
TMPO	-1.690375
KIAA1524	-0.5355
HDGFRP3	-0.270833333333333
OXCT1	-1.26009090909091
RRAS2	-0.482333333333333
LTBP2	2.5391875
SV2B	0.923
CYP2A6	1.425125
PKD1L2	-0.368666666666667
PPM1M	-0.366
FLJ22662	1.23533333333333
ZNF502	-0.28725
GP6	-0.47075
CRYBA2	2.257
LEF1	-2.3851
CTPS	-1.16128571428571
EYA1	-1.77383333333333
EPS8L1	1.68225
MAPK14	-0.710583333333333
SERPINB2	-4.3145
GTF2F2	-0.674166666666667
ZNHIT4	-0.107
PLA1A	-0.151875
C20orf114	0.7995
HPR	-1.704
C18orf2	-2.07633333333333
SATB2	-1.084
KCNJ9	-0.04325
MGC157906	0.5415
MOCS3	1.47225
C17orf71	0.156833333333333
PPHLN1	-0.2374
HIST1H2BN	-0.325
RAPGEF1	-0.351625
MAP3K8	-0.31325
DLG4	0.0973333333333333
STC1	0.161333333333333
CDGAP	0.27875
DDX26B	-0.8625
LOC150223	-0.98175
CPSF3	-0.855833333333333
TMEM14A	0.649
MYH3	-1.9125
GPKOW	0.11375
SULT1A1	0.0481666666666667
SPON1	3.2654
YY1AP1	-0.229666666666667
RAB23	-0.414
PLA2G4A	0.22475
MAPRE3	0.39075
ZNF516	0.938571428571429
GGPS1	0.7385
EXOC3L2	-0.042375
C19orf42	0.5724
MAP2K2	0.462833333333333
HIST1H2BB	0.067
RNF19B	0.7615
C6orf128	-0.186666666666667
TLR8	2.226
PCDHA9	0.2245
CARS2	1.062375
CLUL1	-0.499
RHAG	-3.4925
UNK	0.004
EXOC8	1.2583
C9orf95	-0.0955
C14orf143	-0.6775
MAML3	0.174125
LDHA	-1.644
MRPL20	0.675625
KLHDC6	0.0325
ATP5S	0.718166666666667
C8orf55	0.00925
PHF19	-2.139875
KRTAP13-4	0.564
TTC5	-0.48025
XKR5	-0.07575
SILV	-4.2205
TEX28	-0.5075
TCTN1	0.62675
CX40.1	0.2515
PPP2R5C	-0.28425
C12orf30	-1.0085
CAPG	1.452
MPZL1	1.293
ARSB	-0.925833333333333
TDH	-1.51375
WASF4	0.90225
TSSK3	-0.853
7A5	-0.632
CRISPLD1	-0.478875
MAD1L1	-0.530833333333333
SPIN4	-0.818666666666667
AMPD1	0.28275
DPYSL5	0.057
INPP1	0.3435
ANKRD11	-0.6885
NPAS4	-0.173125
GCET2	-0.2832
RNASE9	-0.00950000000000001
GUCY2D	0.349666666666667
CCDC98	-0.67175
FGF4	-0.224
CPM	-0.573666666666667
SLC26A4	-1.37383333333333
PLD5	0.68175
FAM59A	-0.0839
FBXO5	-1.629
SIPA1L1	0.334625
DPYS	0.36725
ATG4D	0.081
TGM3	0.416
MTCH1	-0.618125
HK1	0.0925714285714286
CDC26	-0.029375
GALNT12	-2.4235
LOC339229	1.11375
MRPL35	-0.191875
ORC4L	0.0195
TNKS	-0.548785714285714
C2orf24	0.568833333333333
ZNF553	0.545333333333333
GGTLA1	2.7639
ZNF497	0.65625
CDY1B	-0.615
SLC30A4	0.182
TUB	-0.23675
ARHGEF18	-0.302
ARRB1	-0.40425
KCNK1	1.64475
EREG	0.6857
SCAMP5	-0.406
RUNDC3B	0.145
ADAMTS20	-0.0375
IL17RB	1.787
FLJ20323	-0.6355
MCAM	-0.54575
POLR3E	-0.81225
AQR	0.0958333333333333
IPMK	0.3625
CDCA7	-2.813375
CAMP	3.28775
GRHL3	-0.58375
ADAMTSL2	1.06933333333333
CLMN	0.734
SSTR3	0.37
MAGEA5	-1.62
OVOL2	2.4885
JMJD1B	-0.0435
RBL2	0.182
PYGO2	0.57275
PPP1R10	0.373
CSE1L	-1.20916666666667
LCA5	0.874
RDH16	0.5945
ASRGL1	-1.90425
TOM1	0.819833333333333
PTX3	-6.57575
TTC15	0.3865
SCGB3A1	4.152
MRPL50	-1.90875
RCAN3	0.754875
SLC26A11	1.9265
STYX	0.0991666666666667
CINP	-0.01925
MARCH7	-0.946
PFKM	-1.4605
SGMS1	1.41516666666667
RIOK3	-0.5002
C1orf110	0.5525
CES7	0.08575
LOC440248	-2.00225
PPP1R12C	-0.17925
C10orf27	0.2685
ATG9A	0.03625
MRPS26	0.329875
TMEM40	1.65975
ELP3	-0.5896
ZNF787	0.993
HIAT1	-0.60675
C8orf34	0.628666666666667
MGC4655	0.5083
PELI1	0.1495
PPT1	-0.9069
SLC35C2	0.351166666666667
C6orf125	-0.383
MUC4	-1.10366666666667
RFC4	-1.638
GNB2	-0.3355
NUP50	0.5065
SULT4A1	-0.4525
C7	-0.100375
CCDC130	0.34
ARRDC4	-0.617
RQCD1	-0.1555
GLYCTK	-0.622
AYTL2	0.798181818181818
MTUS1	1.6458
LEMD3	1.187
PLEKHF2	1.038
HOXA7	1.1835
GTF3C2	-0.9755
DYNLRB2	2.2175
CNOT10	-0.32875
MR1	0.624833333333333
FFAR1	-0.14425
PRIC285	0.2355
SLITRK6	6.983
LIX1	-1.2756
UBE1L2	-0.607166666666667
F8	0.0585
ACHE	0.429
KPNA5	-1.05625
TNFRSF12A	-0.2065
EGR3	0.331
SERPIND1	-2.86566666666667
OASL	3.01325
IFRD1	-1.133625
WDFY1	0.124
ZNF267	0.395625
ACCN5	0.29
ZBTB6	-0.75975
PPP1R3A	0.053
PRRT3	1.63525
FBXL19	-0.1595
TXNIP	-1.03864285714286
ACTN2	2.7475
ATG9B	-0.071875
C9orf117	0.315875
IL27	0.7395
RPL36AL	1.08833333333333
KLK15	0.056
CHAD	0.8505
RAP2B	-0.0887
HEBP2	2.5585
ZNF342	0.232
CAMK2G	-0.253166666666667
TLR3	2.29225
FGF14	-0.06925
HMGB2	-1.930875
TRPM5	-0.0468333333333333
OR5M11	0.381
KIF3B	-0.337210526315789
PRICKLE2	1.2655
MTMR9	-0.710875
C3orf27	0.77875
GLRA3	2.34883333333333
NSDHL	-0.470166666666667
TMEM32	1.44625
POLR2D	-1.03533333333333
MYADML	0.265
C9orf114	-0.942
MRGPRX1	0.3455
TOPORS	0.24925
CLDN19	-1.03775
C1QL4	0.097
RNF165	-1.6
DHRS9	-1.6535
DNAH2	-0.455
FXR1	-1.13366666666667
ZMYM3	-1.212625
CASP3	0.269166666666667
FAM120C	-0.59675
SCLY	-0.09475
CA7	-0.0845
ENTPD5	0.0176666666666667
ZNF461	-0.043375
PDIA5	0.54275
C1orf19	-0.125833333333333
TMEM67	-0.773
KCTD20	-0.9075
WDR47	0.1465
FLJ38723	0.138
KLRF1	-0.192333333333333
TAS2R16	0.4255
CLDN12	-0.8465
PRKCE	-0.40775
UBXD4	-0.4135
ITGAM	2.39883333333333
GLT8D3	-0.18
WDR31	0.3653
RGS2	-0.43325
OR51L1	0.4395
MST1R	2.124
KIAA1737	1.29125
OR4A5	-0.121
GLIS1	-1.03516666666667
PTMA	0.093
NAPA	0.94525
PRDM11	-0.078
LIPF	0.2425
DIRAS3	0.47975
ASGR2	-3.7555
C1QTNF4	0.38925
PIK3R4	-0.0498333333333333
ARMC3	0.42175
NDUFV3	-0.0895833333333333
BTBD3	-1.55216666666667
PPP1R2	0.541416666666667
UBE2NL	-0.6245
FOSL2	0.855214285714286
FAM119A	-0.563666666666667
TUBA4A	0.727
KRTAP12-1	0.14825
SFRS2	-0.0615
RHPN1	-0.5341
EEF2	-0.0566666666666667
ZDHHC11	0.760833333333333
EPHA3	-1.6024
RBM12	0.1445
H2AFJ	1.21941666666667
EDIL3	1.6595
KIF26A	-0.91125
SERGEF	-0.1215
B3GALT4	1.88325
LOC90925	0.660166666666667
OSCAR	0.46575
NPFF	-0.28925
DEDD	0.184875
TMEM155	-0.646
PTPN1	0.01025
SCYL2	-0.0126666666666667
SKAP1	2.51425
LEAP2	-2.5175
GADD45G	0.8744
IFITM3	0.97575
PILRB	-1.84633333333333
SLU7	0.5281875
DSC3	-0.18125
DNMT3L	-1.0575
PAPD5	0.661125
B3GNT3	-1.54566666666667
LHCGR	0.1065
MSL-1	-0.45775
UBE2S	-0.58425
SAP130	-0.6725
ANAPC11	1.0355
MAGED4B	-1.088
ATP6V1B2	-0.214166666666667
C14orf179	1.429
CAPZA1	-0.282125
CDYL2	0.0193333333333333
GLRX3	-0.949833333333333
LOC136288	-0.3805
MOBKL1A	-0.61025
HTR2B	1.00825
CRYGD	0.0658333333333333
NUS1	-0.6305
PGRMC1	-0.527
MYOM2	-2.495
FLJ39653	-2.30583333333333
CHM	-0.6957
OR5M8	0.383
ZNF619	0.109
FAM105A	0.01525
CCNL1	-1.398625
NAP1L3	-1.141
C10orf57	2.81166666666667
B3GALNT1	1.73816666666667
CSN1S2A	0.125
TCP10L	-0.58125
GDAP2	-0.165875
DMKN	-0.295166666666667
COX6B1	1.01975
DNASE2	1.75666666666667
MSH5	-1.9995
LGMN	0.03325
USP31	-0.0308
OR13C8	0.1445
SDCBP	-0.4266
NUDT11	-0.791166666666667
PYGL	0.146666666666667
SNPH	0.800333333333333
B3GNT4	0.1515
MIZF	-1.0629
NUBPL	-0.37875
NOD1	-0.122166666666667
CDH22	0.29275
NUBP1	0.9675
DSCAM	-3.504
DGKI	0.057
FAM136A	0.13725
AKAP1	-0.840333333333333
SLC16A6	-0.23225
RIN3	0.847
PSG2	0.036
DIP2B	0.358916666666667
PSORS1C1	0.0164
KIAA0495	-1.2405
FLJ90709	-0.173166666666667
LPA	-0.159833333333333
PIGA	3.07233333333333
LY75	0.657833333333333
UTS2	-5.224
RREB1	-0.238625
GALNACT-2	0.0673
MGC3196	0.0055
FLJ31568	-0.16925
LPHN1	0.357375
SP1	0.160375
TOX4	0.250666666666667
HSPA9	0.4071
APOBEC1	-0.4155
SLC35E4	-1.18625
LSM5	-1.09375
SURF1	0.11025
ZBTB1	-0.0640833333333333
GTF2F1	-0.032
RPS15A	0.453642857142857
DUSP21	-0.317666666666667
GINS4	-2.54933333333333
MYO15A	-0.500166666666667
GIMAP7	2.748
MGC13379	1.1585
ATP6V1E2	0.149333333333333
UTP3	-0.4135
HNRPA3	-0.6080625
MT4	0.263
C14orf155	0.2835
U1SNRNPBP	1.4345
CKLF	-0.3365
PLEKHN1	0.944833333333333
MBNL1	-0.507166666666667
NUP160	-1.1275
ACSM2A	-1.638
LOC129881	-0.6145
KIAA1529	-1.19775
FLJ22639	-1.7035
HAND1	-0.758
GSX1	0.3815
FGA	-2.66425
SERPINB1	0.35075
ZNF642	0.71575
IGFBP1	-6.889
SLC1A1	0.8145
DHX57	-0.0265
ZNF766	0.387
PTPN21	-0.2026
GDPD3	-1.817
PNPLA5	-0.128
TBR1	0.165
FAM116A	-0.29375
IQGAP1	1.122375
FOS	-1.5265
ZNF226	0.23475
FIGNL1	-0.922
C14orf1	-0.103166666666667
ZMYND17	-0.1415
PUS7	-1.00966666666667
TUBB6	-0.403625
KCNQ2	-0.63775
MARCH6	1.59991666666667
CCDC33	0.6025
PRODH	-0.12425
RBM11	1.1035
EPHA6	-0.069625
SLC43A1	0.058
LOC196541	0.206375
NTN1	0.823333333333333
ING4	-0.1625
PCDHB10	1.508
DPH2	-0.294
SPACA4	0.1215
FBXL21	-3.1565
DIAPH1	0.124166666666667
ZNF71	0.881666666666667
CEP76	-0.947
CORO1A	-0.63075
RRM2	-1.187125
EDG4	1.0355
OS9	2.58133333333333
SLC4A1AP	-0.07275
COG5	-1.2555
COPS8	-0.557
NGLY1	-0.71725
NCBP2	0.466375
C17orf42	-1.10283333333333
GPSM3	0.573125
SIL1	1.61366666666667
ASB6	-0.95025
SMAD5OS	0.957
UNC93A	-2.76225
A1BG	0.69
C21orf62	0.16075
FMO5	0.863833333333333
ATRIP	-0.505166666666667
CEBPG	0.106833333333333
C7orf38	-0.7425
TNFRSF1B	0.8235
CLEC1A	0.391166666666667
IQSEC1	-0.064625
PATZ1	0.8203
RBM22	0.353625
BAG2	-0.596333333333333
PAQR5	-2.22766666666667
C9orf127	-0.0962
THNSL1	-0.478
SHROOM3	1.5784
JAM2	0.28675
SNRPN	-2.5015
ALX4	0.2365
CACNA1S	0.402
FAM130A1	-0.0095
CORIN	1.5875
CD300LB	0.4965
PLEKHG6	0.543
LRRC40	-1.33175
PCLKC	-0.7515
PCDHB16	0.9905
WNT2B	0.4275
ASNS	-0.994222222222222
MRPL49	0.173375
FLJ46111	-1.15125
ISG20	1.4825
SMU1	0.144166666666667
CASZ1	0.3375
POLR1D	0.0490833333333334
GIN1	-0.326
SNAG1	0.150833333333333
ANKRD29	-1.877
CDKN2AIP	-0.49325
KRR1	-0.66525
CXCL1	-1.95766666666667
EPM2A	0.2264
PC	0.07
DEFB127	0.2885
PDZRN4	1.73983333333333
FAH	1.365625
OR51E1	1.4245
CDC2L6	0.442833333333333
DNTTIP1	0.8015
PAX8	-1.154
TMEM116	-0.826
C1orf150	0.1765
PRO2012	0.214
MRPL40	0.36
BEX1	-2.6577
SLC2A4	-1.34916666666667
PKMYT1	-0.68775
FEZF2	-0.0595
SLC26A9	-0.89575
MAP2	-0.04225
LYL1	-1.24575
SLC25A19	0.395833333333333
NOS3	-0.203
ZNF34	0.053
TMPRSS11F	-0.54575
FAM43A	-0.3205
FCRL4	0.0101666666666667
KLF14	0.74175
FLRT2	-0.910833333333333
WRN	-1.62375
SDF2	2.0336
KRT8P12	-0.6765
C6orf195	0.487
C9orf125	-2.50416666666667
DZIP3	-0.4395
RIT1	-0.144
SCML1	1.47616666666667
RHBDF2	2.12475
OR2G3	0.2105
REXO1L1	-0.318
MAP3K7IP3	-1.094375
C3orf57	-4.64075
FBXW11	0.251166666666667
ETAA1	-1.22425
C14orf131	-0.821
AKT1S1	0.40125
SLC12A5	-0.73725
C9orf164	0.78875
NRIP3	-0.371125
NOS1AP	-1.3975
TMEM121	0.9465
SAP30BP	0.6462
DGCR6	0.83175
WDR76	-1.37475
FAM82B	-0.543833333333333
LOC606495	-0.2235
MAP9	2.08691666666667
BCDIN3D	0.49425
CXorf36	1.4625
DSCR3	-0.6822
ZFAND3	0.00437499999999999
C7orf43	0.185833333333333
SPSB3	0.4822
C19orf19	0.50525
FAM133A	-1.4385
C12orf25	0.515
SLC39A3	-0.286125
DISP2	-0.92075
PI4KAP2	-1.7315
MKRN3	-1.62066666666667
ADAMTS13	-0.995625
CBLN3	0.2691
TTYH1	-1.14333333333333
C3orf18	-0.402
FLJ13236	0.86325
ZMYND12	2.57825
C18orf25	0.078
GLB1L3	0.107
ATP13A5	0.1915
RANBP10	-0.3025
CD96	-0.4755
DENND1C	0.1385
RBMS3	0.0279
SLC41A3	0.819333333333333
DGCR6L	0.69325
TMEM128	-0.934
CSNK1G3	0.300642857142857
MOBKL2C	0.812375
TSPAN6	-0.558125
MATN2	-0.0451
MSL2L1	-0.444166666666667
ST6GALNAC2	1.76466666666667
FGFBP2	-0.72875
FGL1	-4.132
MPP3	-0.4775
ARHGEF6	1.23266666666667
TGFBR2	0.015625
ACMSD	5.5245
IL33	0.59
C9orf5	0.32325
DEAF1	-0.3952
AMN	0.658
DEFA6	0.14025
RNF212	-1.103
METT5D1	-0.564833333333333
CIB1	1.9589
TSSK1B	0.06675
KIAA1727	-0.32175
ZNF680	-0.285583333333333
LOC399900	-0.938
LOC152217	-0.232833333333333
CTNNAL1	-1.7755
CIT	-1.78616666666667
TLE6	1.3005
ZNF607	-0.7165
HERC4	-0.964666666666667
DRAP1	-0.2335
PEMT	-0.60525
C10orf111	-0.623
ZNF575	1.432625
KCTD7	-0.332
MYO1F	0.64975
LOC285382	-0.83
RAB11A	0.1172
PLCD3	-0.9365
C15orf28	-0.06875
PTBP2	-1.810375
CTB-1048E9.5	0.35725
C19orf60	-0.0738333333333333
C7orf25	0.226333333333333
SETD7	1.126125
HOXB9	-2.5145
VANGL1	-0.2555625
CHAF1B	-0.51
NDUFA3	0.314
KIAA1328	-1.10816666666667
SHARPIN	0.16025
TTC23	-0.637875
UGP2	0.239666666666667
ANKIB1	-0.2502
CIRBP	0.377142857142857
SEC14L4	3.19616666666667
OVCH1	0.064
VPS52	-0.75775
FAT	-1.426625
M6PRBP1	-0.13225
GPRIN3	-0.0915
PPM1F	-0.471833333333333
TSR1	0.366
CCDC85A	0.074
PCSK5	1.073
ZFHX3	-0.0465
HEMK1	-0.4003
PGBD2	-0.084
RSRC2	-0.4495
AURKC	-0.944333333333333
SCRIB	-0.4465
ORM2	-2.6815
FAM115A	-0.5757
FZD6	-0.028875
UNC119	1.6745
GPX3	0.0176
NOV	-1.56275
CABC1	-0.72175
CDC42SE2	0.107125
EIF2S2	-0.7211
RNF130	1.76425
CKAP5	-0.532666666666667
RP11-413M3.2	1.171625
C10orf18	0.5426
TMEM93	0.1005
DYX1C1	0.42875
KCNMB2	-1.3325
ANK3	-0.43725
KRT5	-2.2288
CDH12	-0.724125
QRSL1	0.598875
JUB	-0.55575
SHC4	-2.265375
CCL15	0.539
CCDC22	0.4345
SNX24	0.177
RARS	-0.016
MORC2	0.112125
FAM48A	-0.409
MT1H	-0.97
PPP1R14C	-0.6025
FOXD1	-0.647642857142857
C1orf213	-2.0015
AMT	-1.9774
DSN1	-1.7035
PTPLAD2	2.39325
DIS3L	-0.31
RASL11A	-0.17675
GPRC5B	-0.30625
FRMD7	-0.079
STRN4	0.177
KITLG	-0.505090909090909
HDGF	-0.1
OR1S1	0.2115
SETX	-0.3115
DDR2	-0.384375
KCTD12	1.7895
LYZL2	-0.54425
WDR52	-0.4515
TMEM2	0.33075
ZNF579	0.953166666666667
LOC200810	0.702
TNFSF9	-1.642375
PPFIA4	-2.65725
CNIH3	0.0946666666666667
MAP4K4	-1.6005
ROD1	-0.217928571428571
ALS2CR12	-0.451166666666667
DOCK3	-0.00783333333333332
PAQR9	-3.54375
ASB17	0.0305
STX16	-1.045875
FEZ2	0.00900000000000001
DLAT	-0.256333333333333
KIF21B	-0.8255
CDC5L	-1.267
TMEM119	0.357666666666667
CRIP3	-1.73125
TPSD1	-0.1606
TEPP	0.55175
GNGT2	1.0865
C21orf121	-0.15475
WNK1	2.15516666666667
FLJ10490	1.1047
OR51B5	-2.06
LOC203547	-0.722375
HAS1	-0.345
PPA1	-0.147833333333333
ST7	0.129875
C11orf46	-0.1238
POPDC3	0.902
ACOX2	4.09466666666667
ATCAY	-0.12975
TM4SF19	-1.26025
MFSD9	-0.3545
PDHB	-0.49875
ERN1	0.5045
LCE3C	0.1805
GPR111	0.2575
NOTCH3	1.87666666666667
ADAMTS5	2.924
B3GALT1	-0.861
UGCGL1	0.101166666666667
FAM58A	0.4075
FBXO32	0.8355
CLPP	-0.16675
NXPH1	-0.438
MTMR3	0.6505
ATP1B3	-0.377625
TMEM16A	3.16575
HIST1H3F	0.0188333333333333
TRIM25	-0.1655
SDCBP2	2.7765
CRKL	-1.017
HOXB2	0.0845
ANP32B	-0.7915
GATM	0.319
AP4E1	-0.2895
EDG5	0.257875
CDKN3	-0.497666666666667
CDH4	-2.26875
PGD	0.849
RND1	0.479
GAD1	-2.2512
MPG	1.3655
LOC440350	-0.4235
ZNF133	-0.46
SERPINB12	0.156
AMELY	-0.0853333333333333
DHX36	-0.58175
TNFAIP8L2	2.9495
PHTF2	-0.128888888888889
CCDC112	-0.111333333333333
IQCC	-0.453
HEYL	2.9815
FTSJ2	-0.0698333333333333
APPL1	0.262375
RAB43	1.279
OR10G2	0.1675
WAC	0.194833333333333
ADCY9	0.72025
RUNDC2B	0.625333333333333
PYCRL	0.8074
AGPAT7	-0.439666666666667
SLC22A9	-0.673333333333333
CDKAL1	-1.2945
PDYN	-0.339833333333333
C20orf74	-0.03125
MTMR11	0.69225
VAV3	2.70558333333333
DAPL1	3.0895
STXBP3	-0.5085
EIF3G	-0.01525
ARHGAP22	-1.0875
NPFFR1	0.2385
NPC1	-0.637666666666667
ALDH9A1	1.567
ZNF600	0.058875
ZNF678	-0.77
RASSF1	0.0908333333333333
ADD2	-1.823625
PITPNB	0.374625
PKD2L2	-0.064625
LRP11	1.0825
CDKL1	-0.23475
SMEK2	-0.02475
PRODH2	-2.86116666666667
C11orf54	-0.460166666666667
SFRS11	-0.996
IL7	1.2055
ALS2CR16	0.8555
BTG3	-0.650666666666667
PAK2	-0.423611111111111
RP11-679B17.1	-0.70325
GATA4	-1.29466666666667
ATP2B1	-0.64775
LOC130940	0.0195
C1orf172	2.62283333333333
ATF7IP2	0.22075
SLC25A43	-0.647833333333333
CENTG3	-0.1865
IGF2BP1	-3.4621
FCHSD1	0.0405
CAMK2N2	1.16966666666667
ELAVL3	-0.0784
NBPF15	-0.425833333333333
UBE2J2	0.18
GNL2	-0.66475
PRR3	-0.3211
NLF2	1.1685
OR4F6	0.2965
KLHL24	0.1055
CCDC88A	-1.7985
SGPP1	-0.0688333333333333
C10orf11	0.757166666666667
SLC35B4	-1.2805
UGT3A2	-0.1135
ARNT2	2.1559
CBR1	-0.70275
ITPR3	-0.670333333333333
TRAPPC6B	-0.2035
AMZ1	3.6145
ARP11	1.8895
WDSUB1	-0.38025
APBA1	0.139333333333333
RAB2A	0.7618
C6orf162	0.48475
HPSE2	0.12425
PLCE1	-1.438
INSL3	0.15525
DLG1	-0.693
PTPLA	-1.0155
PIGX	0.06025
TFIP11	0.544166666666667
FIBIN	3.1945
POLR2G	-0.22725
GRAP2	-1.5908
DNAJB8	0.164
CNBP	0.138166666666667
WASF1	-2.36575
INPP5E	-1.4481
HSPB1	-0.0396875
TMEM167	-0.2196
CUBN	-0.0475
IGF1	0.9355625
ITPK1	0.1737
NAALAD2	-1.145125
G3BP1	-0.1734
NT5DC1	-0.333375
CYP39A1	1.575
TMEM139	-1.139
POLK	-0.5659
GLULD1	-1.049
RBM15	-0.682833333333333
AMZ2	1.32375
GDF15	-2.70166666666667
MESDC2	0.728
INCA	1.02216666666667
ACY1L2	0.2515
GZMM	-0.226833333333333
PAIP1	-0.10925
CACNA2D1	0.14825
STK32C	1.385
SH3BP4	0.550333333333333
DEC1	-0.058
PADI1	0.39
UBB	0.4335
PON3	-2.92483333333333
PROP1	0.6485
ANKRD13B	0.195
ADCK1	-0.401
TCF25	0.140666666666667
SLC38A5	-1.79175
CXorf26	0.238166666666667
C19orf39	0.846
PPP1R13B	0.2925
ARL2	-0.68
TCL6	0.167666666666667
TOP3A	-0.5765
SLC16A14	1.97575
FXYD6	0.9305
HIST1H4E	-0.345
BBC3	0.381947368421053
UNC5A	0.0606666666666667
FAM86C	-0.2567
PI4KB	0.771875
B3GAT1	-2.03175
SUSD2	1.59616666666667
OAZ2	-0.2485
NOC4L	-0.22225
C10orf12	-0.9605
FADS1	-0.434666666666667
LOC144097	-0.4205
DKK2	0.5715
KIAA1949	-0.31125
RHOT1	-0.5166
OXT	0.862166666666667
GPR153	0.98525
ARL4A	-1.09116666666667
SAAL1	-1.07975
CCDC64	0.109
USE1	0.0585
HNMT	-0.7045
PCGF3	0.00518750000000001
CYP2C19	-0.134
C20orf4	-0.198
CCDC11	0.1345
ACSBG2	0.194
RWDD2A	2.48675
PALLD	1.740375
CPLX4	0.2745
LOC492311	0.35
KPNA2	0.00833333333333333
