Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
SLC9A5	-2.0535
EPDR1	-1.4096
MUSK	0.0263333333333333
ZNF434	-0.0341666666666667
SMARCD1	-1.06283333333333
ZFP106	-0.027
ZNF347	0.4898
GTF2E1	0.095
RY1	-0.2215
ATAD2B	0.478125
ARHGAP17	-0.3941
KCNIP3	-0.838
SFPQ	0.10725
GFRA4	0.193166666666667
AKR1B10	-3.86025
TIGD6	1.51216666666667
RGS16	2.630125
URB1	-0.68
OR4C46	-0.2368
TOP3B	-1.009
NFATC4	0.869
CA14	-3.5005
BMPR1A	0.332833333333333
SNRP70	-1.08575
PRL	-0.646
C6orf130	-0.59425
STAG2	0.307
CD55	-1.31714285714286
RPS23	0.0535
SSX2	-1.1585
FDPSL2A	-0.4315
FBXO27	0.078125
SYNGR3	-1.98283333333333
TMSL3	1.365
EML1	-0.9035
NUP93	-1.49541666666667
SMAD3	0.0885
KIAA1189	0.0796666666666667
HNRPUL2	-0.352333333333333
TBC1D12	0.544666666666667
C16orf24	0.8205
MRVI1	2.1745
ZNF581	-0.514666666666667
ELOVL3	0.0545
OR51Q1	0.85725
CACNB3	1.0935
GALNT13	-1.16
C10orf84	1.2773125
NEDD4	0.1298
SPO11	2.033
OR5AU1	0.549
NEK4	0.798214285714286
PRKAR2A	-0.545666666666667
IHPK1	-0.2545
ATP6V0B	0.476875
CACNA1E	0.622
CEACAM8	-0.3566
PEX14	-0.043
FLJ12993	2.5535
ZBTB38	0.686833333333333
PCTK2	1.08633333333333
LRRC16	0.7663
FBLIM1	0.7485
FYCO1	1.56625
RP5-1022P6.2	0.163333333333333
CMTM1	0.0838333333333334
PLTP	0.4335
RAPH1	0.874375
DOCK8	0.2945
EZH2	-2.21786666666667
SLC25A1	-1.12066666666667
PLEKHB1	0.8873
GRB7	0.8225
ZFP37	-0.16225
MRPL33	-0.2665
PELO	-0.3035
ARMC1	-0.340818181818182
C9orf27	0.00875
FLJ25778	0.7605
C9orf37	-1.13316666666667
TMEM66	0.2765
SPRN	-0.11175
HBEGF	0.705125
PI4KA	-0.5965
LEPRE1	-0.33775
POU2AF1	-2.81075
MRPL12	-0.9365
REP15	-0.341
ZC3H3	-0.30625
RASAL1	-1.7965
DDAH1	1.088375
ACBD5	0.00737499999999998
TMC2	-0.5845
CCDC137	-1.3395
SAMD13	0.0341666666666667
UGT2B15	-1.28633333333333
TIPARP	0.18375
DNASE1L3	1.01875
TRIM72	0.218833333333333
DBX2	1.98125
IPO8	-0.0095
C21orf88	-0.4955
MAP3K14	-0.1205
LOC51233	0.368333333333333
GGTLA4	0.3655
PDE6D	-0.106
ZNF117	0.39425
CLK2	-0.234
NKRF	-1.17075
TNFSF15	-0.2216
DUSP2	-0.60325
SECISBP2	-0.012
GABRR2	-0.619
PPAP2C	1.2205
LOC51145	-0.0688333333333333
PAG1	-0.297375
PIK3C3	0.085
GNG10	-0.1955
APOL4	0.243
ANKRD28	-0.6425
STMN3	-1.3195
RAB14	0.881
CDK2AP2	-0.509
HDDC3	0.505375
COMMD7	0.547375
CXXC1	-0.46775
HMCN1	0.316833333333333
CD40	0.4125
DYNC1LI2	-0.2628125
GDI1	-0.3685
LOC646938	-0.15675
VSNL1	-1.19166666666667
PIH1D1	-0.405
RAET1G	0.071
KRTAP5-9	-0.4775
EFTUD2	-0.68325
ZNF311	0.306166666666667
ATP6V1G3	0.56975
OR2W3	0.8575
SCN4A	0.2485
MED10	-0.9215
FAM135A	-0.3712
ARHGAP4	-1.67875
EHMT2	-0.79175
UFD1L	-0.14475
ERMP1	0.6845
MAG1	-0.884833333333333
THAP8	0.167666666666667
HACE1	-0.393
FAM82C	0.2955
C3orf20	-0.5455
UNC84A	-0.377833333333333
SCD5	-0.299214285714286
LASS6	1.41775
LSG1	-0.202916666666667
MAL	-5.19825
GPR22	-1.5
WDR5B	0.83225
ACTRT1	0.2265
C17orf60	-0.9325
GRIN2C	0.14
ARMC8	-0.48
SLC47A1	-3.2775
DMPK	-0.0705
DHRS13	-0.199166666666667
SMC1A	-0.617
KRTAP17-1	-0.05925
SMYD5	-1.051
TUSC2	0.618375
CRHR2	0.831
KIR3DL2	-0.229
CCDC104	0.3365
ATP2C1	0.741375
CROT	1.47975
PABPC3	-0.852
EGR1	3.353
THSD1	1.40675
KHK	-1.25425
SLC12A2	3.28125
CD58	-0.96525
STOX2	-0.2045
CCDC76	-0.5191
CCDC48	5.9245
DNAH1	-0.337
ZIC4	-0.135125
OR1G1	0.746
PSMC6	-0.373
PROKR1	0.306
ABCB1	0.0915
TRAT1	-2.76625
LLGL1	0.039
MTF1	1.25675
USP54	0.309375
PAGE2B	-2.164
ITGB7	-4.25325
CCDC81	-0.1025
LOC149837	0.3015
SCUBE1	1.515
ZSCAN10	0.5635
HUWE1	-0.348142857142857
CDH17	1.2135
CD180	-1.05875
IL17A	-0.53975
TMPO	-1.473625
KIAA1524	-0.947
HDGFRP3	0.5105
OXCT1	-1.04227272727273
RRAS2	-0.701333333333333
LTBP2	2.985375
SV2B	2.5445
CYP2A6	1.882875
PKD1L2	-1.17466666666667
PPM1M	0.65125
FLJ22662	2.15683333333333
ZNF502	1.6695
GP6	-0.9945
CRYBA2	-1.54425
LEF1	-2.2206
CTPS	-2.51828571428571
EYA1	-2.51466666666667
EPS8L1	1.48725
MAPK14	-0.370666666666667
SERPINB2	-4.845625
GTF2F2	-0.520166666666667
ZNHIT4	-1.015
PLA1A	-0.351125
C20orf114	4.37025
HPR	-3.5435
C18orf2	-1.8165
SATB2	-1.46325
KCNJ9	0.28675
MGC157906	0.0625
MOCS3	-0.23
C17orf71	-0.5645
PPHLN1	-0.2295
HIST1H2BN	-1.3335
RAPGEF1	-0.461
MAP3K8	-0.29875
DLG4	0.480166666666667
STC1	-0.392083333333333
CDGAP	1.56525
DDX26B	-1.56825
LOC150223	-1.907
CPSF3	-0.852
TMEM14A	0.303
MYH3	-1.355
GPKOW	0.28525
SULT1A1	-0.998833333333333
SPON1	3.8159
YY1AP1	0.983
RAB23	-0.0205
PLA2G4A	-3.05825
MAPRE3	0.54725
ZNF516	0.895571428571428
GGPS1	1.95925
EXOC3L2	-0.12325
C19orf42	0.7167
MAP2K2	-0.4535
HIST1H2BB	-1.03175
RNF19B	0.480166666666667
C6orf128	-0.0448333333333334
TLR8	2.50475
PCDHA9	-0.6115
CARS2	0.447875
CLUL1	3.33133333333333
RHAG	-4.20366666666667
UNK	-0.0005
EXOC8	1.6904
C9orf95	1.06425
C14orf143	0.755333333333333
MAML3	0.291714285714286
LDHA	-2.6615
MRPL20	0.197375
KLHDC6	0.992666666666667
ATP5S	0.2755
C8orf55	-0.99175
PHF19	-2.27625
KRTAP13-4	0.123
TTC5	0.04075
XKR5	-0.51625
SILV	-4.846
TEX28	0.353
TCTN1	0.883
CX40.1	-0.00225
PPP2R5C	-0.205375
C12orf30	-1.4715
CAPG	1.71525
MPZL1	1.00705
ARSB	-2.01433333333333
TDH	-1.82766666666667
WASF4	1.6685
TSSK3	-1.013
7A5	1.0475
CRISPLD1	1.213375
MAD1L1	-0.670166666666667
SPIN4	-0.00816666666666667
AMPD1	1.011
DPYSL5	1.1935
INPP1	0.417833333333333
ANKRD11	-1.26866666666667
NPAS4	-0.650875
GCET2	-0.200777777777778
RNASE9	-1.3525
GUCY2D	-0.0768333333333333
CCDC98	0.00699999999999999
FGF4	-1.52175
CPM	-0.746666666666667
SLC26A4	-0.707666666666667
PLD5	0.8775
FAM59A	0.8214
FBXO5	-2.08488888888889
SIPA1L1	-0.725125
DPYS	0.47025
ATG4D	-0.58475
TGM3	-1.272
MTCH1	-0.26425
HK1	-0.0552307692307693
CDC26	0.46575
GALNT12	-2.8735
LOC339229	-0.22275
MRPL35	-0.57125
ORC4L	-0.5205
TNKS	-0.718
C2orf24	0.083
ZNF553	0.295666666666667
GGTLA1	2.9851
ZNF497	0.4125
CDY1B	1.35325
SLC30A4	0.65675
TUB	-0.245
ARHGEF18	0.16475
ARRB1	0.9105
KCNK1	-1.2235
EREG	-3.6038
SCAMP5	-0.032
RUNDC3B	2.59075
ADAMTS20	-0.533666666666667
IL17RB	-0.03075
FLJ20323	-0.33875
MCAM	0.046125
POLR3E	-1.6155
AQR	0.250833333333333
IPMK	0.339
CDCA7	-5.06814285714286
CAMP	2.10575
GRHL3	0.77275
ADAMTSL2	1.036
CLMN	2.55983333333333
SSTR3	-0.083
MAGEA5	-2.691
OVOL2	4.67225
JMJD1B	0.58275
RBL2	-0.4289
PYGO2	1.588
PPP1R10	0.250333333333333
CSE1L	-1.65
LCA5	2.25325
RDH16	-0.7045
ASRGL1	-0.766875
TOM1	0.174
PTX3	-5.148
TTC15	0.7315
SCGB3A1	2.67516666666667
MRPL50	-0.7675
RCAN3	0.767125
SLC26A11	1.259
STYX	0.409166666666667
CINP	-0.3585
MARCH7	0.55325
PFKM	-1.01966666666667
SGMS1	0.796833333333333
RIOK3	-0.3679
C1orf110	0.639
CES7	0.6315
LOC440248	-2.75075
PPP1R12C	-0.4355
C10orf27	0.7125
ATG9A	-0.54375
MRPS26	0.7255
TMEM40	-0.46375
ELP3	-0.1342
ZNF787	-0.0528
HIAT1	0.42175
C8orf34	0.379333333333333
MGC4655	-0.3281
PELI1	0.515
PPT1	0.5809
SLC35C2	-0.598333333333333
C6orf125	0.12275
MUC4	-2.48433333333333
RFC4	-2.18271428571429
GNB2	0.0656666666666666
NUP50	0.0675714285714285
SULT4A1	-1.89033333333333
C7	5.0075
CCDC130	0.276
ARRDC4	1.32725
RQCD1	-1.011
GLYCTK	-1.08225
AYTL2	-0.587818181818182
MTUS1	1.1449
LEMD3	0.219333333333333
PLEKHF2	1.76975
HOXA7	0.585625
GTF3C2	-2.0245
DYNLRB2	3.43325
CNOT10	-0.59125
MR1	0.608166666666667
FFAR1	-0.04775
PRIC285	-0.55275
SLITRK6	2.01975
LIX1	-1.7398
UBE1L2	-0.67825
F8	1.3065
ACHE	-0.381666666666667
KPNA5	-0.17175
TNFRSF12A	-2.122
EGR3	2.1695
SERPIND1	-3.76083333333333
OASL	0.78375
IFRD1	-2.2275
WDFY1	0.3525
ZNF267	0.217375
ACCN5	0.1765
ZBTB6	0.278
PPP1R3A	-1.968
PRRT3	1.783
FBXL19	-0.6395
TXNIP	2.36714285714286
ACTN2	-2.1335
ATG9B	-1.14657142857143
C9orf117	1.107375
IL27	0.0145
RPL36AL	-0.113166666666667
KLK15	-0.195666666666667
CHAD	2.485
RAP2B	-0.4089
HEBP2	1.70225
ZNF342	0.412
CAMK2G	-0.552166666666667
TLR3	2.124
FGF14	2.232
HMGB2	-1.59975
TRPM5	-0.334666666666667
OR5M11	0.4295
KIF3B	0.262473684210526
PRICKLE2	2.06175
MTMR9	0.069875
C3orf27	-0.65125
GLRA3	-0.611833333333333
NSDHL	-0.0476666666666667
TMEM32	0.1625
POLR2D	-1.78466666666667
MYADML	0.0485
C9orf114	-0.12575
MRGPRX1	0.473
TOPORS	1.00825
CLDN19	0.49025
C1QL4	-0.5025
RNF165	0.0155
DHRS9	0.02925
DNAH2	0.653666666666667
FXR1	-0.352166666666667
ZMYM3	-1.17825
CASP3	-0.137833333333333
FAM120C	-0.63725
SCLY	-1.427
CA7	-0.169
ENTPD5	1.005
ZNF461	0.197875
PDIA5	-0.51025
C1orf19	0.0106666666666667
TMEM67	0.34525
KCTD20	-0.728
WDR47	0.615
FLJ38723	0.4905
KLRF1	-0.7175
TAS2R16	0.4785
CLDN12	0.9375
PRKCE	0.7065
UBXD4	-0.79675
ITGAM	2.5955
GLT8D3	-0.102625
WDR31	1.2105
RGS2	1.66675
OR51L1	0.527
MST1R	0.93725
KIAA1737	1.44775
OR4A5	0.3845
GLIS1	-0.3845
PTMA	0.303714285714286
NAPA	0.65225
PRDM11	0.12175
LIPF	-0.4035
DIRAS3	3.5695
ASGR2	-4.4465
C1QTNF4	1.32075
PIK3R4	0.235666666666667
ARMC3	0.92925
NDUFV3	-0.429416666666667
BTBD3	0.114833333333333
PPP1R2	0.935583333333333
UBE2NL	-0.392
FOSL2	0.547714285714286
FAM119A	-1.11383333333333
TUBA4A	-1.159
KRTAP12-1	-0.368
SFRS2	-1.10925
RHPN1	-0.4686
EEF2	-0.2685
ZDHHC11	-0.141166666666667
EPHA3	-0.4854
RBM12	-0.32875
H2AFJ	1.2275
EDIL3	2.9225
KIF26A	-0.6235
SERGEF	0.96125
B3GALT4	2.9825
LOC90925	-0.2078
OSCAR	-0.182125
NPFF	-0.441875
DEDD	0.842125
TMEM155	-0.535
PTPN1	-0.122
SCYL2	0.207333333333333
SKAP1	3.2215
LEAP2	-2.362
GADD45G	3.0628
IFITM3	0.9595
PILRB	-1.16533333333333
SLU7	0.2363125
DSC3	1.19175
DNMT3L	-2.3905
PAPD5	-0.20525
B3GNT3	-1.61116666666667
LHCGR	0.699
MSL-1	-0.52725
UBE2S	-2.217375
SAP130	-0.926
ANAPC11	0.0595
MAGED4B	-0.4005
ATP6V1B2	-0.153666666666667
C14orf179	1.07425
CAPZA1	0.00625000000000001
CDYL2	-0.104333333333333
GLRX3	-1.00116666666667
LOC136288	-0.7165
MOBKL1A	0.12975
HTR2B	4.632
CRYGD	0.1865
NUS1	-0.621166666666667
PGRMC1	0.8545
MYOM2	-0.43625
FLJ39653	-0.662833333333333
CHM	0.0497
OR5M8	0.76
ZNF619	1.115
FAM105A	2.497
CCNL1	-1.147875
NAP1L3	0.82225
C10orf57	1.95166666666667
B3GALNT1	1.19483333333333
CSN1S2A	-0.139
TCP10L	0.041
GDAP2	-0.104375
DMKN	0.484
COX6B1	0.1375
DNASE2	0.663333333333333
MSH5	-2.248
LGMN	-0.37025
USP31	-0.3293
OR13C8	0.9555
SDCBP	0.3902
NUDT11	-1.74483333333333
PYGL	-1.226
SNPH	1.18783333333333
B3GNT4	-1.325
MIZF	-1.014
NUBPL	0.0205
NOD1	0.0281666666666667
CDH22	1.0835
NUBP1	0.253666666666667
DSCAM	-3.9735
DGKI	0.2585
FAM136A	-0.9795
AKAP1	-0.5125
SLC16A6	1.409
RIN3	-0.09125
PSG2	-0.99025
DIP2B	0.448
PSORS1C1	0.1089
KIAA0495	-0.1605
FLJ90709	-0.526166666666667
LPA	-1.0264
PIGA	0.115166666666667
LY75	2.04583333333333
UTS2	-6.69983333333333
RREB1	-0.16325
GALNACT-2	0.1864
MGC3196	-0.3595
FLJ31568	0.60975
LPHN1	-0.175
SP1	0.6145
TOX4	0.522166666666667
HSPA9	-0.2036
APOBEC1	1.342
SLC35E4	-0.921
LSM5	-0.7235
SURF1	0.20225
ZBTB1	-0.291416666666667
GTF2F1	-0.068375
RPS15A	-0.294
DUSP21	-0.876666666666667
GINS4	-3.75666666666667
MYO15A	0.33
GIMAP7	4.137
MGC13379	0.5095
ATP6V1E2	-0.3905
UTP3	0.1555
HNRPA3	-0.3465
MT4	0.288
C14orf155	-0.5155
U1SNRNPBP	0.74925
CKLF	-0.767
PLEKHN1	-1.1015
MBNL1	0.2855
NUP160	-1.46
ACSM2A	-1.92466666666667
LOC129881	-1.2765
KIAA1529	-0.63675
FLJ22639	-2.2915
HAND1	-1.3425
GSX1	0.3605
FGA	-3.8306
SERPINB1	0.01075
ZNF642	0.96225
IGFBP1	-8.135375
SLC1A1	3.6665
DHX57	-0.2315
ZNF766	0.5415
PTPN21	0.3155
GDPD3	-1.80316666666667
PNPLA5	0.4025
TBR1	0.115
FAM116A	0.4995
IQGAP1	0.831625
FOS	4
ZNF226	0.406
FIGNL1	-0.0985
C14orf1	0.4355
ZMYND17	-0.513
PUS7	-1.5165
TUBB6	-0.8665
KCNQ2	-1.614
MARCH6	-0.166416666666667
CCDC33	-0.034
PRODH	1.2685
RBM11	2.01125
EPHA6	0.732
SLC43A1	1.0945
LOC196541	0.244875
NTN1	1.44854545454545
ING4	0.63875
PCDHB10	0.4055
DPH2	-1.17416666666667
SPACA4	-0.60125
FBXL21	-2.5885
DIAPH1	-0.660666666666667
ZNF71	0.5075
CEP76	-0.9935
CORO1A	-1.60825
RRM2	-3.75325
EDG4	0.81825
OS9	-0.0451666666666667
SLC4A1AP	-0.315
COG5	-0.42525
COPS8	-0.15275
NGLY1	-0.71225
NCBP2	-0.141625
C17orf42	-0.776833333333333
GPSM3	0.2635
SIL1	0.471666666666667
ASB6	-0.46725
SMAD5OS	0.256833333333333
UNC93A	-4.103875
A1BG	0.141166666666667
C21orf62	0.5155
FMO5	2.61516666666667
ATRIP	0.0728333333333333
CEBPG	-0.159833333333333
C7orf38	0.468833333333333
TNFRSF1B	0.3775
CLEC1A	1.667
IQSEC1	0.5295
PATZ1	1.4578
RBM22	0.858125
BAG2	-1.59766666666667
PAQR5	-1.34116666666667
C9orf127	1.6654
THNSL1	0.46625
SHROOM3	2.4036
JAM2	2.59775
SNRPN	-1.3735
ALX4	-0.956
CACNA1S	-0.517
FAM130A1	0.81025
CORIN	-0.5045
CD300LB	-0.0855
PLEKHG6	0.0265
LRRC40	-0.37975
PCLKC	-1.712
PCDHB16	1.46283333333333
WNT2B	1.20483333333333
ASNS	-2.35166666666667
MRPL49	-0.5625
FLJ46111	-1.84525
ISG20	-0.668625
SMU1	0.3132
CASZ1	0.4755
POLR1D	-0.694916666666667
GIN1	-0.09625
SNAG1	0.431166666666667
ANKRD29	-0.05325
CDKN2AIP	0.387
KRR1	-0.0695
CXCL1	-2.3035
EPM2A	-0.1008
PC	0.224333333333333
DEFB127	-0.951
PDZRN4	1.02333333333333
FAH	1.772625
OR51E1	2.026
CDC2L6	-0.149333333333333
DNTTIP1	-0.922
PAX8	-1.15833333333333
TMEM116	0.8625
C1orf150	0.5435
PRO2012	0.332333333333333
MRPL40	-0.2085
BEX1	-3.2783
SLC2A4	0.203666666666667
PKMYT1	-2.423
FEZF2	-0.8465
SLC26A9	-2.735
MAP2	0.583666666666667
LYL1	-1.5055
SLC25A19	-0.781
NOS3	-0.225
ZNF34	0.673166666666667
TMPRSS11F	0.49075
FAM43A	0.22275
FCRL4	-0.134
KLF14	0.259
FLRT2	0.740833333333333
WRN	-2.12325
SDF2	1.0561
KRT8P12	-1.213
C6orf195	-0.042
C9orf125	-0.6125
DZIP3	0.542
RIT1	1.08033333333333
SCML1	-2.41716666666667
RHBDF2	-0.72775
OR2G3	0.748
REXO1L1	-0.4785
MAP3K7IP3	-0.172625
C3orf57	-4.9655
FBXW11	-0.192333333333333
ETAA1	-0.07875
C14orf131	-0.0604
AKT1S1	-0.8635
SLC12A5	-2.04175
C9orf164	0.075
NRIP3	2.674125
NOS1AP	-0.262
TMEM121	2.43425
SAP30BP	-0.1399
DGCR6	0.91075
WDR76	-0.59975
FAM82B	-0.709833333333333
LOC606495	-0.4895
MAP9	2.46541666666667
BCDIN3D	1.74375
CXorf36	4.27066666666667
DSCR3	-0.5916
ZFAND3	-0.2705
C7orf43	-0.361833333333333
SPSB3	0.5819
C19orf19	0.15425
FAM133A	-2.166
C12orf25	-0.455
SLC39A3	-0.57
DISP2	-0.07625
PI4KAP2	-2.215
MKRN3	-3.059
ADAMTS13	-0.548625
CBLN3	-0.1587
TTYH1	-1.37916666666667
C3orf18	1.392
FLJ13236	-1.6885
ZMYND12	3.85825
C18orf25	0.47425
GLB1L3	-1.377
ATP13A5	1.794
RANBP10	-0.24225
CD96	-2.0439
DENND1C	-1.38775
RBMS3	1.888
SLC41A3	0.935166666666667
DGCR6L	0.9585
TMEM128	0.848333333333333
CSNK1G3	0.874642857142857
MOBKL2C	1.468875
TSPAN6	-0.329375
MATN2	0.3401
MSL2L1	0.5165
ST6GALNAC2	1.13433333333333
FGFBP2	2.037875
FGL1	-7.14783333333333
MPP3	-0.820833333333333
ARHGEF6	0.490833333333333
TGFBR2	0.905375
ACMSD	1.73325
IL33	4.85375
C9orf5	0.141083333333333
DEAF1	-0.2789
AMN	0.0845
DEFA6	0.0305
RNF212	-0.23075
METT5D1	0.3585
CIB1	0.7946
TSSK1B	-0.02325
KIAA1727	2.08725
ZNF680	1.22758333333333
LOC399900	-0.953
LOC152217	-0.172583333333333
CTNNAL1	-2.0455
CIT	-2.27433333333333
TLE6	1.3045
ZNF607	-0.6705
HERC4	-0.391833333333333
DRAP1	-0.7702
PEMT	-0.31775
C10orf111	-1.5515
ZNF575	1.078875
KCTD7	0.43425
MYO1F	-0.533875
LOC285382	0.19375
RAB11A	0.6677
PLCD3	-0.8295
C15orf28	-0.1875
PTBP2	-0.373125
CTB-1048E9.5	-0.27475
C19orf60	-0.0298333333333333
C7orf25	0.158833333333333
SETD7	1.07125
HOXB9	-5.085
VANGL1	-0.0705000000000001
CHAF1B	-2.07725
NDUFA3	0.3965
KIAA1328	0.171666666666667
SHARPIN	-0.39375
TTC23	0.37025
UGP2	0.343583333333333
ANKIB1	0.1071
CIRBP	1.82157142857143
SEC14L4	-3.3945
OVCH1	0.102833333333333
VPS52	-0.66
FAT	-0.98825
M6PRBP1	-0.66125
GPRIN3	-0.0405
PPM1F	-1.11833333333333
TSR1	-0.646
CCDC85A	2.24625
PCSK5	2.9085
ZFHX3	-0.165
HEMK1	-0.3419
PGBD2	1.0555
RSRC2	0.194833333333333
AURKC	-2.58666666666667
SCRIB	-0.17325
ORM2	-4.92233333333333
FAM115A	0.239
FZD6	-0.49075
UNC119	-0.122166666666667
GPX3	-0.0897
NOV	0.560625
CABC1	0.487625
CDC42SE2	-0.34525
EIF2S2	-1.5043
RNF130	0.902625
CKAP5	-1.12333333333333
RP11-413M3.2	0.595125
C10orf18	-0.1173
TMEM93	-0.28675
DYX1C1	1.4245
KCNMB2	-1.608375
ANK3	2.02266666666667
KRT5	0.153
CDH12	-1.107125
QRSL1	-0.584125
JUB	-0.83725
SHC4	1.264875
CCL15	2.67533333333333
CCDC22	0.0765
SNX24	-0.04425
RARS	-0.608
MORC2	0.134625
FAM48A	-0.681
MT1H	-1.5
PPP1R14C	-2.348
FOXD1	-2.40792857142857
C1orf213	-2.38
AMT	-2.0518
DSN1	-1.29675
PTPLAD2	4.478
DIS3L	-0.28825
RASL11A	2.26475
GPRC5B	-0.0665
FRMD7	-0.243
STRN4	0.00025
KITLG	1.91813636363636
HDGF	-0.395
OR1S1	0.247
SETX	-0.0243
DDR2	0.939875
KCTD12	2.6205
LYZL2	-0.809
WDR52	0.768
TMEM2	-0.108
ZNF579	0.381666666666667
LOC200810	-0.4245
TNFSF9	-2.402125
PPFIA4	-4.18725
CNIH3	1.05283333333333
MAP4K4	-1.36757142857143
ROD1	-0.0391428571428571
ALS2CR12	-0.290333333333333
DOCK3	-1.71433333333333
PAQR9	-4.146
ASB17	-0.0283333333333334
STX16	-1.65825
FEZ2	0.3965
DLAT	-0.923333333333333
KIF21B	-2.03033333333333
CDC5L	-0.68225
TMEM119	2.5115
CRIP3	-0.8895
TPSD1	0.430833333333333
TEPP	0.4265
GNGT2	0.80525
C21orf121	0.18025
WNK1	-0.204833333333333
FLJ10490	0.6329
OR51B5	-2.1315
LOC203547	-0.810875
HAS1	1.293
PPA1	-0.996
ST7	-0.259
C11orf46	0.5258
POPDC3	-4.39566666666667
ACOX2	2.37416666666667
ATCAY	-0.547166666666667
TM4SF19	-2.9075
MFSD9	-0.8546
PDHB	0.097
ERN1	-1.23425
LCE3C	-0.2025
GPR111	-0.313
NOTCH3	2.14583333333333
ADAMTS5	3.94425
B3GALT1	-0.30975
UGCGL1	-1.66883333333333
FAM58A	0.5595
FBXO32	0.71825
CLPP	0.0105
NXPH1	5.63225
MTMR3	0.960166666666667
ATP1B3	-1.10525
TMEM16A	4.679875
HIST1H3F	-0.616166666666667
TRIM25	-0.6535
SDCBP2	-0.3465
CRKL	-0.3175
HOXB2	1.93333333333333
ANP32B	-0.915375
GATM	5.203
AP4E1	-0.200875
EDG5	0.320375
CDKN3	-2.66133333333333
CDH4	-2.90175
PGD	-1.41316666666667
RND1	1.129
GAD1	-3.2567
MPG	0.017
LOC440350	-0.8845
ZNF133	0.3955
SERPINB12	-0.155
AMELY	0.531666666666667
DHX36	-0.77575
TNFAIP8L2	2.627
PHTF2	-0.589055555555556
CCDC112	-0.615166666666667
IQCC	-0.52025
HEYL	3.74066666666667
FTSJ2	-0.829333333333333
APPL1	1.211125
RAB43	0.422285714285714
OR10G2	0.178
WAC	0.444666666666667
ADCY9	-0.093875
RUNDC2B	0.0336666666666667
PYCRL	-0.4697
AGPAT7	-0.8385
SLC22A9	-0.9125
CDKAL1	-0.474
PDYN	-0.8315
C20orf74	1.489
MTMR11	1.797
VAV3	4.51141666666667
DAPL1	2.26875
STXBP3	0.8635
EIF3G	0.047
ARHGAP22	-1.5725
NPFFR1	-0.865
NPC1	-0.692666666666667
ALDH9A1	2.00433333333333
ZNF600	0.021125
ZNF678	1.15616666666667
RASSF1	-0.688916666666667
ADD2	-2.340625
PITPNB	-0.0185
PKD2L2	0.870428571428571
LRP11	-0.95025
CDKL1	-0.20925
SMEK2	0.4295
PRODH2	-3.82266666666667
C11orf54	-0.149
SFRS11	-0.472
IL7	0.293
ALS2CR16	1.31725
BTG3	-0.7365
PAK2	-0.149166666666667
RP11-679B17.1	-0.18075
GATA4	-2.02516666666667
ATP2B1	-0.302
LOC130940	1.21
C1orf172	3.49566666666667
ATF7IP2	-0.41325
SLC25A43	-0.570333333333333
CENTG3	-0.0330833333333333
IGF2BP1	-4.6294
FCHSD1	-0.1875
CAMK2N2	0.623833333333333
ELAVL3	0.0138888888888889
NBPF15	-0.082
UBE2J2	0.0850909090909091
GNL2	-1.0055
PRR3	-0.235
NLF2	0.64525
OR4F6	0.844
KLHL24	1.3565
CCDC88A	-2.0936
SGPP1	-0.520166666666667
C10orf11	0.513166666666667
SLC35B4	-1.24666666666667
UGT3A2	-1.7805
ARNT2	0.1684
CBR1	-0.97325
ITPR3	-0.784833333333333
TRAPPC6B	-0.5706
AMZ1	1.0655
ARP11	0.926
WDSUB1	0.42325
APBA1	0.3105
RAB2A	0.6229
C6orf162	0.423125
HPSE2	0.85725
PLCE1	-0.90825
INSL3	0.0375
DLG1	0.3155
PTPLA	-1.45675
PIGX	-0.135
TFIP11	0.634333333333333
FIBIN	3.7635
POLR2G	-0.20975
GRAP2	-2.1455
DNAJB8	0.194666666666667
CNBP	0.789666666666667
WASF1	-1.73625
INPP5E	-1.1474
HSPB1	-0.3255625
TMEM167	-0.3296
CUBN	0.24125
IGF1	4.8826875
ITPK1	-0.0341
NAALAD2	-0.389625
G3BP1	0.6675
NT5DC1	0.7475
CYP39A1	0.894
TMEM139	1.21508333333333
POLK	0.1039
GLULD1	-0.42625
RBM15	-1.16116666666667
AMZ2	-0.246
GDF15	-3.49183333333333
MESDC2	-0.159
INCA	-0.035
ACY1L2	-1.636
GZMM	-1.67916666666667
PAIP1	-0.016
CACNA2D1	0.382
STK32C	-1.01816666666667
SH3BP4	1.60516666666667
DEC1	-0.972
PADI1	0.138
UBB	-0.0287
PON3	2.46616666666667
PROP1	0.689
ANKRD13B	-0.7125
ADCK1	-0.56925
TCF25	-0.281166666666667
SLC38A5	-3.174
CXorf26	-0.0696666666666667
C19orf39	0.21025
PPP1R13B	0.73075
ARL2	-0.5135
TCL6	0.0555
TOP3A	-0.5585
SLC16A14	0.816875
FXYD6	1.84366666666667
HIST1H4E	-0.5905
BBC3	0.507421052631579
UNC5A	0.8505
FAM86C	-0.4437
PI4KB	0.78
B3GAT1	-2.577
SUSD2	2.351
OAZ2	0.0988333333333333
NOC4L	-0.7155
C10orf12	-0.25725
FADS1	-3.9125
LOC144097	-0.68775
DKK2	2.43033333333333
KIAA1949	-0.272
RHOT1	0.1867
OXT	0.711333333333333
GPR153	0.571
ARL4A	-0.506833333333333
SAAL1	-1.35275
CCDC64	-1.41
USE1	-0.416333333333333
HNMT	0.7045
PCGF3	-0.2225
