Hybridization REF	TCGA-BH-A0EI-01A-11R-A115-07
RY1	-0.599666666666667
ATAD2B	0.089625
ARHGAP17	-0.0133
KCNIP3	0.375
SFPQ	-0.066875
GFRA4	0.227166666666667
AKR1B10	-2.274125
TIGD6	1.34916666666667
RGS16	2.118875
URB1	-0.0703333333333333
OR4C46	0.127
TOP3B	-1.1385
NFATC4	1.0095
CA14	-3.67575
BMPR1A	0.655333333333333
SNRP70	-0.212125
PRL	-0.0731666666666667
C6orf130	-0.753
STAG2	0.31575
CD55	-0.425714285714286
RPS23	0.263833333333333
SSX2	-2.30083333333333
FDPSL2A	-0.0655
FBXO27	0.627375
SYNGR3	-1.03233333333333
TMSL3	-0.30975
EML1	-0.398
NUP93	-1.44875
SMAD3	0.1578
KIAA1189	1.39733333333333
HNRPUL2	0.2415
TBC1D12	1.75266666666667
C16orf24	0.7955
MRVI1	2.4265
ZNF581	-0.112
ELOVL3	-0.2005
OR51Q1	0.428666666666667
CACNB3	1.15916666666667
GALNT13	-1.59742857142857
C10orf84	0.679375
NEDD4	0.0773
SPO11	3.164
OR5AU1	0.6075
NEK4	0.753857142857143
PRKAR2A	-0.190166666666667
IHPK1	0.175833333333333
ATP6V0B	0.127
CACNA1E	0.3955
CEACAM8	1.7996
PEX14	-0.1185
FLJ12993	4.153
ZBTB38	0.76875
PCTK2	1.14116666666667
LRRC16	0.3536
FBLIM1	0.92975
FYCO1	1.7685
RP5-1022P6.2	-0.218166666666667
CMTM1	-0.493833333333333
PLTP	0.755833333333333
RAPH1	1.03425
DOCK8	1.241125
EZH2	-2.1078
SLC25A1	-0.639
PLEKHB1	1.575
GRB7	1.31
ZFP37	0.081
MRPL33	0.185
PELO	-0.20425
ARMC1	-0.419727272727273
C9orf27	-0.278285714285714
FLJ25778	-0.24
C9orf37	-1.30333333333333
TMEM66	1.08625
SPRN	1.0505
HBEGF	0.851625
PI4KA	-0.821
LEPRE1	-0.53175
POU2AF1	-2.133
MRPL12	-0.690666666666667
REP15	0.339
ZC3H3	1.20125
RASAL1	-0.938
DDAH1	0.651625
ACBD5	0.655375
TMC2	0.106
CCDC137	-0.9145
SAMD13	-0.739333333333333
UGT2B15	-1.94516666666667
TIPARP	-1.2815
DNASE1L3	2.0535
TRIM72	0.662333333333333
DBX2	1.538
IPO8	0.37125
C21orf88	-0.7052
MAP3K14	0.34
LOC51233	1.0112
GGTLA4	-0.704
PDE6D	-0.1295
ZNF117	0.94075
CLK2	0.232
NKRF	-0.74825
TNFSF15	-0.0853
DUSP2	-0.415625
SECISBP2	0.3569
GABRR2	-1.1055
PPAP2C	0.61125
LOC51145	-0.617833333333333
PAG1	-0.096125
PIK3C3	-0.64675
GNG10	0.1615
APOL4	1.2168
ANKRD28	-1.061125
STMN3	-0.9552
RAB14	1.0552
CDK2AP2	0.54425
HDDC3	-0.216
COMMD7	0.8165
CXXC1	-1.0085
HMCN1	-0.521333333333333
CD40	0.89725
DYNC1LI2	0.5329375
GDI1	1.55675
LOC646938	-0.53525
VSNL1	-1.05983333333333
PIH1D1	-0.333166666666667
RAET1G	-0.6005
KRTAP5-9	-0.661
EFTUD2	-0.7045
ZNF311	0.123666666666667
ATP6V1G3	0.58675
OR2W3	-0.85825
SCN4A	0.359
MED10	-0.95825
FAM135A	-1.0364
ARHGAP4	-1.0785
EHMT2	-0.4445
UFD1L	-1.03875
ERMP1	0.04275
MAG1	-0.633833333333333
THAP8	0.366
HACE1	-0.0856666666666667
FAM82C	1.35466666666667
C3orf20	-0.142
UNC84A	-0.529
SCD5	1.00169230769231
LASS6	2.49225
LSG1	0.293083333333333
MAL	-5.31725
GPR22	0.4795
WDR5B	0.7865
ACTRT1	0.124
C17orf60	0.0443333333333333
GRIN2C	0.00740000000000005
ARMC8	-0.00508333333333335
SLC47A1	-2.57166666666667
DMPK	1.01375
DHRS13	0.3105
SMC1A	-0.9865
KRTAP17-1	1.282
SMYD5	0.55375
TUSC2	0.45275
CRHR2	0.1965
KIR3DL2	0.406
CCDC104	0.44675
ATP2C1	0.590625
CROT	1.36625
PABPC3	-0.210666666666667
EGR1	0.971833333333333
THSD1	1.1405
KHK	-1.96225
SLC12A2	2.168
CD58	-0.805
STOX2	-0.232
CCDC76	-1.0956
CCDC48	4.294
DNAH1	0.198666666666667
ZIC4	-0.135625
OR1G1	-1.0705
PSMC6	-0.409666666666667
PROKR1	0.1385
ABCB1	0.315875
TRAT1	-1.18475
LLGL1	-0.362
MTF1	0.65575
USP54	0.613375
PAGE2B	-2.288
ITGB7	-4.30775
CCDC81	0.1105
LOC149837	0.15525
SCUBE1	0.5685
ZSCAN10	0.825
HUWE1	-0.190357142857143
CDH17	-0.294
CD180	1.24525
IL17A	0.0145
TMPO	-1.463875
KIAA1524	-2.7178
HDGFRP3	0.315
OXCT1	-0.539545454545455
RRAS2	-1.19583333333333
LTBP2	3.383875
SV2B	2.20533333333333
CYP2A6	0.4145
PKD1L2	-0.899
PPM1M	1.8095
FLJ22662	2.79033333333333
ZNF502	1.32825
GP6	-0.85975
CRYBA2	-0.95425
LEF1	-1.6383
CTPS	-2.98357142857143
EYA1	-1.91166666666667
EPS8L1	1.6615
MAPK14	-0.257416666666667
SERPINB2	-5.199125
GTF2F2	-1.1245
ZNHIT4	0.685
PLA1A	1.456375
C20orf114	3.242
HPR	-4.157
C18orf2	-3.87133333333333
SATB2	-1.7795
KCNJ9	0.281285714285714
MGC157906	0.139
MOCS3	0.52325
C17orf71	-0.639166666666667
PPHLN1	0.1818
HIST1H2BN	-0.738875
RAPGEF1	-0.33925
MAP3K8	2.9755
DLG4	-0.0393333333333333
STC1	1.66275
CDGAP	2.4155
DDX26B	-1.14675
LOC150223	-2.014
CPSF3	-1.07066666666667
TMEM14A	0.9505
MYH3	-2.30725
GPKOW	0.25
SULT1A1	0.248666666666667
SPON1	2.9558
YY1AP1	1.0135
RAB23	0.4205
PLA2G4A	-3.4675
MAPRE3	0.874
ZNF516	0.534714285714286
GGPS1	0.7495
EXOC3L2	0.0395
C19orf42	0.3689
MAP2K2	-0.876333333333333
HIST1H2BB	-0.0295
RNF19B	1.79666666666667
C6orf128	0.225333333333333
TLR8	2.52
PCDHA9	-0.165
CARS2	-1.01725
CLUL1	2.70916666666667
RHAG	-4.85083333333333
UNK	0.2665
EXOC8	0.4371
C9orf95	0.8165
C14orf143	0.146
MAML3	0.261625
LDHA	-1.84075
MRPL20	-0.266125
KLHDC6	1.56983333333333
ATP5S	0.0896666666666667
C8orf55	0.475
PHF19	-2.2495
KRTAP13-4	0.4955
TTC5	0.093
XKR5	-0.89725
SILV	-5.5865
TEX28	-0.2405
TCTN1	1.245
CX40.1	-0.217333333333333
PPP2R5C	-0.310125
C12orf30	-1.20783333333333
CAPG	2.2805
MPZL1	1.0005
ARSB	-0.913
TDH	-1.7925
WASF4	0.92675
TSSK3	-0.679666666666667
7A5	0.8265
CRISPLD1	2.114125
MAD1L1	-0.484166666666667
SPIN4	-1.10833333333333
AMPD1	0.8295
DPYSL5	-0.449
INPP1	0.173166666666667
ANKRD11	-0.637555555555556
NPAS4	0.140714285714286
GCET2	0.6705
RNASE9	1.766
GUCY2D	-0.0165
CCDC98	-0.18325
FGF4	-0.283375
CPM	-0.207833333333333
SLC26A4	-1.612
PLD5	0.361
FAM59A	0.1059
FBXO5	-2.41511111111111
SIPA1L1	0.901875
DPYS	2.26925
ATG4D	-0.66175
TGM3	1.7555
MTCH1	0.383625
HK1	0.446428571428571
CDC26	-0.119375
GALNT12	-2.86766666666667
LOC339229	-0.2225
MRPL35	-0.227375
ORC4L	0.3055
TNKS	-0.0120714285714286
C2orf24	0.696333333333333
ZNF553	-0.0213333333333333
GGTLA1	3.3129
ZNF497	0.478
CDY1B	0.594
SLC30A4	0.968
TUB	-0.243375
ARHGEF18	-0.4995
ARRB1	0.7245
KCNK1	2.75225
EREG	-3.5965
SCAMP5	2.11925
RUNDC3B	3.41775
ADAMTS20	-0.6515
IL17RB	-0.996875
FLJ20323	-1.03125
MCAM	0.729375
POLR3E	-1.14791666666667
AQR	0.1385
IPMK	1.1935
CDCA7	-4.356375
CAMP	3.69275
GRHL3	1.26675
ADAMTSL2	1.23
CLMN	2.605
SSTR3	0.3605
MAGEA5	-2.68533333333333
OVOL2	4.05475
JMJD1B	0.37825
RBL2	0.1589
PYGO2	1.4275
PPP1R10	0.0976666666666666
CSE1L	-1.13816666666667
LCA5	1.59225
RDH16	-0.38475
ASRGL1	-2.828875
TOM1	0.762833333333333
PTX3	-5.50225
TTC15	0.561
SCGB3A1	2.04666666666667
MRPL50	-0.8875
RCAN3	0.045125
SLC26A11	1.76075
STYX	-0.5475
CINP	0.013
MARCH7	0.0055
PFKM	-0.794166666666667
SGMS1	0.978666666666667
RIOK3	-0.5614
C1orf110	0.183
CES7	1.357375
LOC440248	-1.5235
PPP1R12C	-0.29575
C10orf27	0.5085
ATG9A	-0.31575
MRPS26	0.321125
TMEM40	1.1335
ELP3	-0.3232
ZNF787	0.5428
HIAT1	0.24975
C8orf34	1.0995
MGC4655	0.2737
PELI1	0.358333333333333
PPT1	0.7289
SLC35C2	0.0936666666666667
C6orf125	-0.8585
MUC4	-1.59466666666667
RFC4	-2.55671428571429
GNB2	0.6155
NUP50	-0.644428571428571
SULT4A1	-1.52933333333333
C7	4.228125
CCDC130	-0.639666666666667
ARRDC4	0.591
RQCD1	-0.67725
GLYCTK	-0.94725
AYTL2	-0.636636363636363
MTUS1	1.6842
LEMD3	0.536833333333333
PLEKHF2	1.64375
HOXA7	1.0195
GTF3C2	-1.0515
DYNLRB2	2.61
CNOT10	-0.34575
MR1	0.6065
FFAR1	-0.662
PRIC285	0.294
SLITRK6	2.095
LIX1	-2.0341
UBE1L2	-0.309166666666667
F8	1.231
ACHE	0.221
KPNA5	-0.008
TNFRSF12A	-1.20033333333333
EGR3	-0.05
SERPIND1	-4.70283333333333
OASL	2.7255
IFRD1	-2.4365
WDFY1	0.549666666666667
ZNF267	-0.156375
ACCN5	0.901
ZBTB6	0.21775
PPP1R3A	-0.3425
PRRT3	2.396
FBXL19	-0.808
TXNIP	1.18078571428571
ACTN2	-1.722
ATG9B	-0.359
C9orf117	0.2495
IL27	-1.2605
RPL36AL	-0.202666666666667
KLK15	-0.417
CHAD	1.9135
RAP2B	-0.8182
HEBP2	1.69125
ZNF342	0.6195
CAMK2G	0.604166666666667
TLR3	2.11625
FGF14	1.5885
HMGB2	-2.300625
TRPM5	-0.249333333333333
OR5M11	-0.2825
KIF3B	1.34178947368421
PRICKLE2	0.5215
MTMR9	0.1025
C3orf27	0.2335
GLRA3	-1.3954
NSDHL	-0.352
TMEM32	-0.44
POLR2D	-1.3095
MYADML	0.198
C9orf114	-0.4255
MRGPRX1	-0.953
TOPORS	0.31725
CLDN19	1.9665
C1QL4	0.1825
RNF165	0.2525
DHRS9	0.23225
DNAH2	-0.965666666666667
FXR1	-0.964333333333333
ZMYM3	-0.692125
CASP3	0.0706666666666667
FAM120C	-1.186125
SCLY	-1.63925
CA7	-0.0465
ENTPD5	2.0235
ZNF461	-0.14625
PDIA5	0.00325
C1orf19	-1.04316666666667
TMEM67	0.4855
KCTD20	-0.185
WDR47	0.2595
FLJ38723	4.119
KLRF1	0.390166666666667
TAS2R16	0.6345
CLDN12	0.63325
PRKCE	0.83675
UBXD4	-0.57525
ITGAM	2.26183333333333
GLT8D3	-0.1475
WDR31	0.8647
RGS2	0.60625
OR51L1	0.127
MST1R	-0.71975
KIAA1737	1.07225
OR4A5	-2.0375
GLIS1	-1.47383333333333
PTMA	0.252857142857143
NAPA	2.65025
PRDM11	-0.000749999999999994
LIPF	-1.113
DIRAS3	1.198
ASGR2	-4.662125
C1QTNF4	1.0675
PIK3R4	0.601166666666667
ARMC3	1.5165
NDUFV3	-0.2995
BTBD3	0.254333333333333
PPP1R2	0.270583333333333
UBE2NL	-0.61225
FOSL2	0.950642857142857
FAM119A	-1.18266666666667
TUBA4A	-0.969
KRTAP12-1	1.2355
SFRS2	-0.16825
RHPN1	0.2306
EEF2	-0.851666666666667
ZDHHC11	0.0651666666666667
EPHA3	-0.7462
RBM12	-0.27725
H2AFJ	0.919
EDIL3	3.839
KIF26A	-1.09475
SERGEF	-0.30725
B3GALT4	2.7275
LOC90925	2.57283333333333
OSCAR	-0.3305
NPFF	-0.389
DEDD	0.549375
TMEM155	-1.142625
PTPN1	0.5305
SCYL2	0.125833333333333
SKAP1	2.12375
LEAP2	-3.11033333333333
GADD45G	2.3326
IFITM3	1.7435
PILRB	-1.36516666666667
SLU7	0.117875
DSC3	3.36375
DNMT3L	-2.12225
PAPD5	0.57275
B3GNT3	-0.756666666666667
LHCGR	1.284
MSL-1	0.23225
UBE2S	-1.944
SAP130	-0.37275
ANAPC11	0.50625
MAGED4B	-0.043
ATP6V1B2	0.233
C14orf179	1.02425
CAPZA1	-1.0335
CDYL2	-0.261666666666667
GLRX3	-0.882833333333333
LOC136288	-0.888666666666667
MOBKL1A	-0.6625
HTR2B	4.42225
CRYGD	-0.2515
NUS1	-0.911333333333333
PGRMC1	0.1715
MYOM2	0.184
FLJ39653	-0.656
CHM	0.8337
OR5M8	-0.0175
ZNF619	-0.086
FAM105A	0.4705
CCNL1	-0.87525
NAP1L3	0.48725
C10orf57	2.58433333333333
B3GALNT1	1.11633333333333
CSN1S2A	-0.503
TCP10L	-1.49425
GDAP2	-0.317375
DMKN	0.164666666666667
COX6B1	0.019
DNASE2	0.409
MSH5	-2.69325
LGMN	-0.29575
USP31	0.4448
OR13C8	1.5515
SDCBP	-1.0034
NUDT11	-1.89033333333333
PYGL	1.14966666666667
SNPH	-0.5925
B3GNT4	-0.7075
MIZF	-0.8532
NUBPL	0.479375
NOD1	0.0178333333333333
CDH22	2.431
NUBP1	-0.0886666666666667
DSCAM	-3.97275
DGKI	1.217
FAM136A	-1.14975
AKAP1	0.282833333333333
SLC16A6	0.71875
RIN3	0.68575
PSG2	0.4435
DIP2B	0.0385833333333333
PSORS1C1	-1.2679
KIAA0495	-0.17
FLJ90709	-0.646833333333333
LPA	-0.796333333333333
PIGA	-0.753166666666667
LY75	2.8565
UTS2	-4.61516666666667
RREB1	-0.04025
GALNACT-2	1.1596
MGC3196	-0.43025
FLJ31568	-0.07025
LPHN1	0.44275
SP1	1.431
TOX4	0.297833333333333
HSPA9	-0.5424
APOBEC1	-0.4635
SLC35E4	-0.34325
LSM5	-1.28175
SURF1	0.78525
ZBTB1	0.641416666666667
GTF2F1	-0.27025
RPS15A	-0.917285714285714
DUSP21	-0.2952
GINS4	-3.07616666666667
MYO15A	-1.18416666666667
GIMAP7	4.29075
MGC13379	-0.2355
ATP6V1E2	-0.978666666666667
UTP3	0.09
HNRPA3	-0.3555625
MT4	0.1415
C14orf155	-0.11825
U1SNRNPBP	0.75325
CKLF	-1.02133333333333
PLEKHN1	-0.0221666666666667
MBNL1	0.051
NUP160	-1.57525
ACSM2A	-1.10875
LOC129881	0.137
KIAA1529	-0.84
FLJ22639	-1.8815
HAND1	-0.717
GSX1	0.613
FGA	-4.94273333333333
SERPINB1	0.1965
ZNF642	0.58325
IGFBP1	-8.8445
SLC1A1	1.05175
DHX57	-0.241625
ZNF766	0.74
PTPN21	-0.709111111111111
GDPD3	1.434
PNPLA5	-0.018
TBR1	0.1365
FAM116A	0.1005
IQGAP1	0.63725
FOS	2.80775
ZNF226	0.24275
FIGNL1	-1.3755
C14orf1	0.1695
ZMYND17	-0.1885
PUS7	-1.19866666666667
TUBB6	-0.612875
KCNQ2	-1.86375
MARCH6	0.260666666666667
CCDC33	-0.2465
PRODH	-1.1765
RBM11	1.668
EPHA6	1.065
SLC43A1	-0.3865
LOC196541	-0.677142857142857
NTN1	1.06766666666667
ING4	0.30525
PCDHB10	0.8835
DPH2	-1.48516666666667
SPACA4	0.052
FBXL21	-5.2745
DIAPH1	-0.301833333333333
ZNF71	0.5025
CEP76	-1.358
CORO1A	-0.93875
RRM2	-2.967875
EDG4	0.692
OS9	0.860833333333333
SLC4A1AP	0.29025
COG5	0.49275
COPS8	-0.373
NGLY1	-0.82425
NCBP2	-0.313625
C17orf42	-0.708
GPSM3	0.746625
SIL1	0.808166666666667
ASB6	-0.243
SMAD5OS	-0.236
UNC93A	-3.89871428571429
A1BG	0.349333333333333
C21orf62	-0.4355
FMO5	-1.347
ATRIP	0.715166666666667
CEBPG	-0.5155
C7orf38	0.563
TNFRSF1B	1.0805
CLEC1A	2.964
IQSEC1	0.80675
PATZ1	0.9056
RBM22	1.557
BAG2	-2.35416666666667
PAQR5	-0.697833333333333
C9orf127	0.5636
THNSL1	-0.65475
SHROOM3	2.2361
JAM2	1.70975
SNRPN	-0.87725
ALX4	-0.2
CACNA1S	-0.443
FAM130A1	0.6735
CORIN	1.9165
CD300LB	0.342
PLEKHG6	1.2075
LRRC40	-1.13225
PCLKC	-1.196
PCDHB16	0.57
WNT2B	1.7805
ASNS	-2.31622222222222
MRPL49	0.097375
FLJ46111	0.8785
ISG20	0.910875
SMU1	0.00650000000000001
CASZ1	0.1815
POLR1D	-1.034
GIN1	-0.2165
SNAG1	0.778
ANKRD29	-0.08025
CDKN2AIP	0.085
KRR1	0.2715
CXCL1	-3.6855
EPM2A	-0.2796
PC	0.221166666666667
DEFB127	0.655
PDZRN4	3.86016666666667
FAH	-0.070375
OR51E1	2.634
CDC2L6	0.0448333333333333
DNTTIP1	-0.00950000000000001
PAX8	0.16575
TMEM116	-0.13925
C1orf150	-0.8205
PRO2012	-0.24925
MRPL40	-1.04316666666667
BEX1	-4.0068
SLC2A4	-0.8865
PKMYT1	-1.84
FEZF2	-0.8402
SLC26A9	-0.7865
MAP2	0.939166666666667
LYL1	-1.00175
SLC25A19	-1.59533333333333
NOS3	0.835
ZNF34	1.07966666666667
TMPRSS11F	-0.0173333333333333
FAM43A	0.7595
FCRL4	0.0606666666666667
KLF14	-0.152
FLRT2	0.2645
WRN	-0.871
SDF2	0.968
KRT8P12	0.59275
C6orf195	-0.38
C9orf125	-0.8835
DZIP3	0.831125
RIT1	0.0654166666666666
SCML1	-0.5935
RHBDF2	-0.175625
OR2G3	0.892
REXO1L1	-0.3525
MAP3K7IP3	0.19275
C3orf57	-4.46925
FBXW11	-0.511
ETAA1	-0.45625
C14orf131	0.0162
AKT1S1	0.2825
SLC12A5	0.078375
C9orf164	2.01375
NRIP3	-0.30375
NOS1AP	0.29175
TMEM121	2.1585
SAP30BP	0.0658
DGCR6	0.26375
WDR76	-1.65075
FAM82B	-0.419583333333333
LOC606495	-0.8345
MAP9	2.4705
BCDIN3D	0.372
CXorf36	4.03616666666667
DSCR3	-0.7738
ZFAND3	0.41575
C7orf43	0.157666666666667
SPSB3	0.5351
C19orf19	-0.08725
FAM133A	-1.31
C12orf25	-0.141
SLC39A3	-0.534875
DISP2	-0.84675
PI4KAP2	-2.544
MKRN3	-1.79183333333333
ADAMTS13	-0.74275
CBLN3	0.2312
TTYH1	-0.576666666666667
C3orf18	1.21425
FLJ13236	-1.70525
ZMYND12	2.14875
C18orf25	-0.2615
GLB1L3	-0.448
ATP13A5	4.3895
RANBP10	-0.6855
CD96	-1.609
DENND1C	-0.7905
RBMS3	1.2369
SLC41A3	0.287333333333333
DGCR6L	0.09575
TMEM128	0.8515
CSNK1G3	0.3485
MOBKL2C	0.73925
TSPAN6	-0.55
MATN2	0.1222
MSL2L1	0.0601666666666667
ST6GALNAC2	1.488
FGFBP2	0.68225
FGL1	-5.99233333333333
MPP3	-0.983333333333333
ARHGEF6	1.04633333333333
TGFBR2	0.69675
ACMSD	0.1715
IL33	4.1425
C9orf5	-0.0885833333333333
DEAF1	0.2278
AMN	-0.3615
DEFA6	-0.00271428571428572
RNF212	0.34775
METT5D1	0.168666666666667
CIB1	0.6983
TSSK1B	-0.16275
KIAA1727	2.666
ZNF680	0.7065
LOC399900	-1.834
LOC152217	-0.867416666666666
CTNNAL1	-2.1485
CIT	-2.54541666666667
TLE6	0.5175
ZNF607	-0.99275
HERC4	-0.5055
DRAP1	0.9619
PEMT	0.18425
C10orf111	-1.0005
ZNF575	0.6645
KCTD7	-0.73075
MYO1F	0.61975
LOC285382	0.886
RAB11A	1.1874
PLCD3	-0.19175
C15orf28	-0.05125
PTBP2	-0.89275
CTB-1048E9.5	-0.553625
C19orf60	-0.495833333333333
C7orf25	0.660833333333333
SETD7	1.063625
HOXB9	-4.3835
VANGL1	-0.0835625
CHAF1B	-2.04725
NDUFA3	0.88725
KIAA1328	-0.222833333333333
SHARPIN	0.6715
TTC23	0.07975
UGP2	-0.3905
ANKIB1	0.6925
CIRBP	0.513714285714286
SEC14L4	-3.319
OVCH1	0.144333333333333
VPS52	0.866
FAT	-0.11875
M6PRBP1	-0.39925
GPRIN3	1.7635
PPM1F	0.139833333333333
TSR1	-1.36625
CCDC85A	2.48575
PCSK5	2.02675
ZFHX3	0.901
HEMK1	-0.3986
PGBD2	-0.252
RSRC2	0.038
AURKC	-1.564
SCRIB	0.6105
ORM2	-4.93116666666667
FAM115A	1.0551
FZD6	0.9445
UNC119	0.162833333333333
GPX3	0.6229
NOV	0.773375
CABC1	0.1195
CDC42SE2	-0.33625
EIF2S2	-1.1486
RNF130	0.366
CKAP5	-0.314166666666667
RP11-413M3.2	0.046125
C10orf18	0.7255
TMEM93	-0.80625
DYX1C1	1.5105
KCNMB2	-2.82625
ANK3	2.47408333333333
KRT5	2.1423
CDH12	-0.97225
QRSL1	0.300875
JUB	-1.279
SHC4	0.114375
CCL15	2.02116666666667
CCDC22	-0.17975
SNX24	0.0105
RARS	-0.7785
MORC2	-0.611125
FAM48A	-0.59125
MT1H	-0.938
PPP1R14C	-0.437833333333333
FOXD1	-2.54742857142857
C1orf213	-2.68
AMT	-2.2317
DSN1	-1.1285
PTPLAD2	1.48125
DIS3L	0.13025
RASL11A	-0.66675
GPRC5B	0.234625
FRMD7	2.6055
STRN4	0.4795
KITLG	1.80268181818182
HDGF	0.35275
OR1S1	0.4815
SETX	0.4095
DDR2	0.934625
KCTD12	1.913
LYZL2	0.7795
WDR52	0.4855
TMEM2	1.547375
ZNF579	0.7725
LOC200810	0.571
TNFSF9	-1.681625
PPFIA4	-4.0525
CNIH3	0.423166666666667
MAP4K4	-0.445785714285714
ROD1	-0.0523571428571428
ALS2CR12	0.603
DOCK3	-1.06466666666667
PAQR9	-4.861
ASB17	1.5432
STX16	-0.82925
FEZ2	0.1115
DLAT	-1.08066666666667
KIF21B	-1.34933333333333
CDC5L	-0.20325
TMEM119	2.616
CRIP3	-2.31575
TPSD1	0.0511666666666667
TEPP	0.06925
GNGT2	1.40125
C21orf121	-0.59075
WNK1	-0.12625
FLJ10490	0.0987
OR51B5	-2.7605
LOC203547	-1.10175
HAS1	-1.1105
PPA1	0.397333333333333
ST7	0.201875
C11orf46	0.7049
POPDC3	-3.90983333333333
ACOX2	-0.046
ATCAY	-0.886083333333333
TM4SF19	-1.12125
MFSD9	-0.597333333333333
PDHB	0.195
ERN1	-0.11375
LCE3C	0.234
GPR111	0.545
NOTCH3	1.99083333333333
ADAMTS5	2.82725
B3GALT1	-0.627
UGCGL1	-0.893333333333333
FAM58A	0.300166666666667
FBXO32	2.57025
CLPP	-0.73275
NXPH1	5.39775
MTMR3	0.462333333333333
ATP1B3	-1.129625
TMEM16A	4.686625
HIST1H3F	-0.316333333333333
TRIM25	-0.366833333333333
SDCBP2	1.1505
CRKL	-0.780875
HOXB2	2.05233333333333
ANP32B	-0.57575
GATM	2.987
AP4E1	0.20875
EDG5	0.191375
CDKN3	-2.2355
CDH4	-2.10675
PGD	-1.02033333333333
RND1	1.28
GAD1	-2.8144
MPG	-0.28525
LOC440350	-0.12
ZNF133	0.17
SERPINB12	0.41
AMELY	-0.3144
DHX36	-0.7615
TNFAIP8L2	2.6645
PHTF2	0.104722222222222
CCDC112	-0.923166666666667
IQCC	-1.28125
HEYL	3.30633333333333
FTSJ2	-0.5275
APPL1	0.581
RAB43	0.222214285714286
OR10G2	-0.074
WAC	0.456333333333333
ADCY9	0.404625
RUNDC2B	0.321666666666667
PYCRL	0.9459
AGPAT7	0.036
SLC22A9	-1.476
CDKAL1	-0.0665
PDYN	0.21375
C20orf74	0.15925
MTMR11	0.4195
VAV3	3.08041666666667
DAPL1	2.14675
STXBP3	0.1685
EIF3G	-0.8455
ARHGAP22	0.21025
NPFFR1	0.066
NPC1	-0.705833333333333
ALDH9A1	1.7875
ZNF600	0.31675
ZNF678	0.770666666666667
RASSF1	-0.561916666666667
ADD2	-2.6955
PITPNB	0.031875
PKD2L2	-0.874166666666667
LRP11	0.50125
CDKL1	-0.07775
SMEK2	0.63125
PRODH2	-3.9405
C11orf54	0.128833333333333
SFRS11	-1.40966666666667
IL7	0.401333333333333
ALS2CR16	1.92975
BTG3	-1.39533333333333
PAK2	-0.664111111111111
RP11-679B17.1	-0.8035
GATA4	-2.31066666666667
ATP2B1	-0.3555
LOC130940	1.6115
C1orf172	2.30166666666667
ATF7IP2	-0.73775
SLC25A43	0.725833333333333
CENTG3	0.0630833333333333
IGF2BP1	-4.4508
FCHSD1	0.168
CAMK2N2	0.940333333333333
ELAVL3	-0.4847
NBPF15	0.361
UBE2J2	-0.507090909090909
GNL2	-1.118
PRR3	-0.2485
NLF2	0.70525
OR4F6	-0.425
KLHL24	1.17366666666667
CCDC88A	-1.6545
SGPP1	-0.593666666666667
C10orf11	0.252833333333333
SLC35B4	-1.67383333333333
UGT3A2	-0.9745
ARNT2	1.727
CBR1	0.361875
ITPR3	-0.341166666666667
TRAPPC6B	-0.1019
AMZ1	-0.759
ARP11	1.15
WDSUB1	0.65475
APBA1	1.2345
RAB2A	0.756
C6orf162	-0.360375
HPSE2	2.14225
PLCE1	-0.6885
INSL3	0.443
DLG1	-0.3314
PTPLA	-2.5915
PIGX	0.01875
TFIP11	0.0188333333333333
FIBIN	3.2555
POLR2G	-1.15675
GRAP2	-2.2176
DNAJB8	-0.4235
CNBP	-0.0726666666666667
WASF1	-0.648
INPP5E	-0.2902
HSPB1	0.61
TMEM167	-0.3532
CUBN	0.64075
IGF1	3.454875
ITPK1	0.2847
NAALAD2	-0.849
G3BP1	-0.6918
NT5DC1	0.417125
CYP39A1	0.3445
TMEM139	1.51975
POLK	0.601666666666667
GLULD1	-2.485
RBM15	-1.25066666666667
AMZ2	0.0775
GDF15	-0.8565
MESDC2	0.04825
INCA	0.601833333333333
ACY1L2	-1.0275
GZMM	-1.168
PAIP1	0.068
CACNA2D1	0.38675
STK32C	-0.464666666666667
SH3BP4	1.43216666666667
DEC1	-0.7875
PADI1	1.038
UBB	0.0464
PON3	2.45116666666667
PROP1	0.4145
ANKRD13B	-0.641
ADCK1	0.29175
TCF25	0.12925
SLC38A5	-2.77825
CXorf26	0.396666666666667
C19orf39	-0.3255
PPP1R13B	1.04525
ARL2	-0.7285
TCL6	-0.1952
TOP3A	-0.784
SLC16A14	1.909625
FXYD6	2.12033333333333
HIST1H4E	-0.6905
BBC3	0.860052631578947
UNC5A	0.444666666666667
FAM86C	0.2295
PI4KB	1.540125
B3GAT1	-3.544
SUSD2	1.5905
OAZ2	0.0281666666666667
NOC4L	0.27475
C10orf12	-0.376
FADS1	-2.67333333333333
LOC144097	-0.822
DKK2	3.15716666666667
KIAA1949	0.24075
RHOT1	0.6054
OXT	1.089
GPR153	0.9575
ARL4A	-0.510833333333333
SAAL1	-2.12925
CCDC64	0.399
USE1	-0.251833333333333
HNMT	0.446833333333333
PCGF3	0.0750625
CYP2C19	-0.09025
C20orf4	1.0325
CCDC11	0.725
ACSBG2	0.1945
RWDD2A	0.03
PALLD	2.590375
CPLX4	-0.488
LOC492311	1.4215
KPNA2	-2.08183333333333
MACROD1	-0.331
TMCO3	-0.7085
C15orf52	0.1435
