Hybridization REF	TCGA-AR-A0TP-01A-11R-A084-07
SMARCD1	-0.642666666666667
ZFP106	-0.8175
ZNF347	0.7104
GTF2E1	0.1855
RY1	-0.549166666666667
ATAD2B	0.208375
ARHGAP17	-0.2938
KCNIP3	-0.503
SFPQ	0.4035
GFRA4	0.393333333333333
AKR1B10	-4.504375
TIGD6	0.272166666666667
RGS16	0.806625
URB1	-0.639666666666667
OR4C46	0.00399999999999998
TOP3B	-0.164
NFATC4	-0.269
CA14	-5.06275
BMPR1A	0.870833333333333
SNRP70	-0.549125
PRL	-0.079
C6orf130	-1.267
STAG2	0.13425
CD55	-0.581571428571429
RPS23	0.197333333333333
SSX2	-1.69933333333333
FDPSL2A	0.4775
FBXO27	1.27825
SYNGR3	-0.889333333333333
TMSL3	0.95425
EML1	-0.286
NUP93	-0.151833333333333
SMAD3	-0.5432
KIAA1189	0.7
HNRPUL2	0.860833333333333
TBC1D12	1.00716666666667
C16orf24	-0.017
MRVI1	-0.100666666666667
ZNF581	-0.0363333333333333
ELOVL3	1.5875
OR51Q1	0.4485
CACNB3	0.485333333333333
GALNT13	2.1615
C10orf84	0.455125
NEDD4	-1.316
SPO11	0.729
OR5AU1	0.8865
NEK4	-1.12207142857143
PRKAR2A	-0.8085
IHPK1	-0.156333333333333
ATP6V0B	0.63525
CACNA1E	0.805
CEACAM8	-0.098
PEX14	-0.0015
FLJ12993	-1.0545
ZBTB38	0.702916666666667
PCTK2	0.910833333333333
LRRC16	1.8179
FBLIM1	2.37508333333333
FYCO1	-0.73675
RP5-1022P6.2	-0.876666666666667
CMTM1	0.515333333333333
PLTP	0.343833333333333
RAPH1	0.93525
DOCK8	0.2245
EZH2	0.3386
SLC25A1	-0.089
PLEKHB1	2.6189
GRB7	1.1786
ZFP37	-0.23575
MRPL33	-0.397
PELO	-0.813
ARMC1	-0.421363636363636
C9orf27	0.134714285714286
FLJ25778	0.6075
C9orf37	-1.62133333333333
TMEM66	0.49725
SPRN	0.101125
HBEGF	1.135625
PI4KA	-0.316
LEPRE1	-0.94575
POU2AF1	-5.270625
MRPL12	-0.401333333333333
REP15	0.129
ZC3H3	1.358
RASAL1	2.21425
DDAH1	2.081375
ACBD5	-0.2785
TMC2	-0.0205
CCDC137	-1.235
SAMD13	1.2385
UGT2B15	-4.9358
TIPARP	0.38175
DNASE1L3	-1.0375
TRIM72	0.2635
DBX2	0.354
IPO8	-0.3205
C21orf88	-2.1499
MAP3K14	-0.31875
LOC51233	0.5265
GGTLA4	2.748
PDE6D	-0.51175
ZNF117	-0.751
CLK2	0.58675
NKRF	-0.459
TNFSF15	-0.1626
DUSP2	-0.057875
SECISBP2	-0.3193
GABRR2	0.233
PPAP2C	1.919
LOC51145	0.141333333333333
PAG1	1.43375
PIK3C3	-0.15575
GNG10	-0.321
APOL4	-0.447333333333333
ANKRD28	-0.843375
STMN3	-1.9139
RAB14	-0.1129
CDK2AP2	-0.0535
HDDC3	0.2965
COMMD7	0.52975
CXXC1	-0.01275
HMCN1	-1.0625
CD40	1.1475
DYNC1LI2	0.5785
GDI1	0.13975
LOC646938	0.31175
VSNL1	1.43316666666667
PIH1D1	-0.513666666666667
RAET1G	0.644
KRTAP5-9	0.587
EFTUD2	-1.13125
ZNF311	0.882
ATP6V1G3	0.028
OR2W3	-0.73025
SCN4A	-0.14375
MED10	-0.70975
FAM135A	0.0203
ARHGAP4	-0.59975
EHMT2	-0.00262499999999999
UFD1L	-0.2085
ERMP1	0.16275
MAG1	-2.09083333333333
THAP8	0.790166666666667
HACE1	0.168
FAM82C	-0.337
C3orf20	-0.125
UNC84A	-0.109
SCD5	0.324785714285714
LASS6	0.542
LSG1	-0.33
MAL	-5.79325
GPR22	0.171
WDR5B	1.6215
ACTRT1	1.211
C17orf60	-0.981833333333333
GRIN2C	0.4132
ARMC8	0.367333333333333
SLC47A1	-2.59416666666667
DMPK	-0.6995
DHRS13	-0.328333333333333
SMC1A	-0.364666666666667
KRTAP17-1	0.69875
SMYD5	-0.33475
TUSC2	-0.992125
CRHR2	0.663
KIR3DL2	0.624
CCDC104	-0.71025
ATP2C1	1.28175
CROT	-0.21425
PABPC3	1.10083333333333
EGR1	-0.1785
THSD1	-1.016
KHK	0.37225
SLC12A2	3.052375
CD58	0.62175
STOX2	1.39266666666667
CCDC76	-0.374
CCDC48	0.5475
DNAH1	-0.228333333333333
ZIC4	-0.5425
OR1G1	0.3585
PSMC6	-1.2205
PROKR1	-0.154
ABCB1	-3.111875
TRAT1	-2.80725
LLGL1	0.4425
MTF1	-0.04125
USP54	1.270625
PAGE2B	-3.125
ITGB7	-3.6845
CCDC81	0.373
LOC149837	0.23275
SCUBE1	2.2165
ZSCAN10	0.5665
HUWE1	0.0594285714285714
CDH17	0.3645
CD180	-0.17825
IL17A	0.04825
TMPO	-0.574
KIAA1524	-0.849166666666667
HDGFRP3	0.809166666666667
OXCT1	0.331090909090909
RRAS2	-1.086
LTBP2	1.9226875
SV2B	4.03166666666667
CYP2A6	0.231875
PKD1L2	-1.2045
PPM1M	0.569
FLJ22662	2.50583333333333
ZNF502	1.48225
GP6	-1.22775
CRYBA2	-0.41925
LEF1	-0.6523
CTPS	-0.506714285714286
EYA1	-3.87166666666667
EPS8L1	-0.485
MAPK14	0.341333333333333
SERPINB2	-4.88
GTF2F2	-0.355
ZNHIT4	-0.0215
PLA1A	-0.899375
C20orf114	0.89925
HPR	-4.6595
C18orf2	-2.94483333333333
SATB2	-3.082
KCNJ9	0.08425
MGC157906	0.798
MOCS3	0.142
C17orf71	-0.73
PPHLN1	-1.0184
HIST1H2BN	-1.535125
RAPGEF1	-0.860875
MAP3K8	0.737
DLG4	-0.128833333333333
STC1	-0.1275
CDGAP	2.43
DDX26B	-0.53
LOC150223	-0.6595
CPSF3	-0.834833333333333
TMEM14A	0.9195
MYH3	-1.28525
GPKOW	-0.13675
SULT1A1	-1.3735
SPON1	3.9299
YY1AP1	1.053
RAB23	0.026
PLA2G4A	-0.5755
MAPRE3	0.372
ZNF516	-0.763071428571429
GGPS1	0.84675
EXOC3L2	-0.366875
C19orf42	-0.1731
MAP2K2	0.096
HIST1H2BB	-0.07475
RNF19B	1.32066666666667
C6orf128	-0.361833333333333
TLR8	1.49525
PCDHA9	-0.167
CARS2	1.032625
CLUL1	4.40883333333333
RHAG	-4.03033333333333
UNK	0.157
EXOC8	0.68
C9orf95	1.036
C14orf143	-1.369
MAML3	0.226875
LDHA	-2.0365
MRPL20	-0.11925
KLHDC6	3.52716666666667
ATP5S	-1.3085
C8orf55	1.2965
PHF19	-1.301
KRTAP13-4	0.341
TTC5	0.369
XKR5	0.182
SILV	-4.84766666666667
TEX28	0.089
TCTN1	0.375
CX40.1	0.1875
PPP2R5C	0.679125
C12orf30	-0.462666666666667
CAPG	1.878
MPZL1	2.7756
ARSB	-1.27583333333333
TDH	-2.344
WASF4	0.34225
TSSK3	-0.538666666666667
7A5	-1.0565
CRISPLD1	5.088875
MAD1L1	-0.170666666666667
SPIN4	0.905166666666667
AMPD1	2.53775
DPYSL5	0.117
INPP1	-0.0763333333333333
ANKRD11	-0.4165
NPAS4	0.10275
GCET2	-0.7757
RNASE9	0.083
GUCY2D	0.270166666666667
CCDC98	-0.52025
FGF4	-0.710125
CPM	0.112333333333333
SLC26A4	0.3245
PLD5	0.40275
FAM59A	1.4554
FBXO5	-1.87366666666667
SIPA1L1	-0.44725
DPYS	-0.09225
ATG4D	0.1075
TGM3	-0.051
MTCH1	0.82875
HK1	0.449857142857143
CDC26	-0.524625
GALNT12	-0.625333333333333
LOC339229	-0.0555
MRPL35	-1.106125
ORC4L	0.35775
TNKS	-0.801357142857143
C2orf24	-0.125333333333333
ZNF553	-0.338166666666667
GGTLA1	1.9215
ZNF497	0.37825
CDY1B	0.20025
SLC30A4	-0.095
TUB	0.40775
ARHGEF18	-0.408
ARRB1	0.02375
KCNK1	1.90725
EREG	-2.9671
SCAMP5	0.593
RUNDC3B	-0.7735
ADAMTS20	-0.00125000000000001
IL17RB	0.000500000000000004
FLJ20323	-0.5985
MCAM	1.079625
POLR3E	-1.87691666666667
AQR	-0.463833333333333
IPMK	-0.3925
CDCA7	-1.288875
CAMP	0.62575
GRHL3	-0.08325
ADAMTSL2	0.0996666666666667
CLMN	2.46583333333333
SSTR3	0.371
MAGEA5	-2.20616666666667
OVOL2	3.88625
JMJD1B	-0.09725
RBL2	0.0668
PYGO2	1.1395
PPP1R10	0.727166666666667
CSE1L	-0.681166666666667
LCA5	-0.226
RDH16	-0.1195
ASRGL1	-0.238375
TOM1	0.8485
PTX3	-3.675
TTC15	0.45425
SCGB3A1	1.782
MRPL50	-1.18725
RCAN3	1.306375
SLC26A11	0.02325
STYX	-0.233666666666667
CINP	-0.153
MARCH7	0.176
PFKM	-1.15216666666667
SGMS1	0.161
RIOK3	0.6723
C1orf110	0.7365
CES7	0.497
LOC440248	-1.66075
PPP1R12C	-0.2755
C10orf27	0.5145
ATG9A	-1.1255
MRPS26	0.817125
TMEM40	0.74175
ELP3	-0.8518
ZNF787	0.4768
HIAT1	-0.136375
C8orf34	-0.416166666666667
MGC4655	0.4261
PELI1	2.181
PPT1	0.6389
SLC35C2	0.2455
C6orf125	-0.32675
MUC4	-1.73516666666667
RFC4	-1.02442857142857
GNB2	0.295333333333333
NUP50	0.469785714285714
SULT4A1	-0.854333333333333
C7	-0.656125
CCDC130	0.189166666666667
ARRDC4	0.22575
RQCD1	-0.61925
GLYCTK	-1.704
AYTL2	-0.156636363636364
MTUS1	0.4322
LEMD3	1.51883333333333
PLEKHF2	0.64575
HOXA7	1.309625
GTF3C2	0.122
DYNLRB2	-0.194
CNOT10	-1.0115
MR1	-0.2255
FFAR1	0.03775
PRIC285	0.407
SLITRK6	3.9475
LIX1	-1.4964
UBE1L2	-1.33466666666667
F8	1.14975
ACHE	0.804166666666667
KPNA5	0.11575
TNFRSF12A	-0.606166666666667
EGR3	-2.2525
SERPIND1	-3.55383333333333
OASL	-0.505
IFRD1	-0.487875
WDFY1	-1.149
ZNF267	0.659
ACCN5	0.262
ZBTB6	-0.66825
PPP1R3A	-1.3605
PRRT3	0.4905
FBXL19	-0.264
TXNIP	0.222142857142857
ACTN2	-1.599
ATG9B	0.151625
C9orf117	-0.476375
IL27	-0.4795
RPL36AL	-0.933
KLK15	-0.37175
CHAD	0.2885
RAP2B	-0.1258
HEBP2	1.89675
ZNF342	0.5505
CAMK2G	-0.0438333333333333
TLR3	-0.70775
FGF14	-0.26775
HMGB2	-0.026125
TRPM5	0.112333333333333
OR5M11	0.3955
KIF3B	-0.412052631578947
PRICKLE2	0.057
MTMR9	-1.5705
C3orf27	-0.0485
GLRA3	-1.6646
NSDHL	-0.509166666666667
TMEM32	1.24925
POLR2D	-0.400416666666667
MYADML	0.412
C9orf114	-0.693
MRGPRX1	1.0855
TOPORS	0.581
CLDN19	-1.1975
C1QL4	1.681
RNF165	-0.259
DHRS9	-1.57875
DNAH2	0.764166666666667
FXR1	-0.105
ZMYM3	-0.468875
CASP3	-0.137666666666667
FAM120C	0.320625
SCLY	-1.9115
CA7	0.199
ENTPD5	-0.573
ZNF461	0.39425
PDIA5	0.40225
C1orf19	0.264166666666667
TMEM67	-0.3635
KCTD20	0.355
WDR47	1.623
FLJ38723	0.304
KLRF1	-0.210666666666667
TAS2R16	1.2455
CLDN12	1.1805
PRKCE	1.08275
UBXD4	0.5405
ITGAM	2.86016666666667
GLT8D3	-1.47
WDR31	-0.039
RGS2	5.481
OR51L1	0.675
MST1R	0.30825
KIAA1737	1.29275
OR4A5	0.1305
GLIS1	-0.371333333333333
PTMA	0.0832857142857143
NAPA	0.98425
PRDM11	0.27175
LIPF	0.8205
DIRAS3	0.21275
ASGR2	-4.32175
C1QTNF4	-0.49475
PIK3R4	0.605333333333333
ARMC3	0.385
NDUFV3	-0.469
BTBD3	1.57383333333333
PPP1R2	0.1805
UBE2NL	0.84525
FOSL2	0.564928571428572
FAM119A	-1.0475
TUBA4A	-0.2033
KRTAP12-1	0.326
SFRS2	-0.693
RHPN1	-0.0567
EEF2	-0.133333333333333
ZDHHC11	-0.458
EPHA3	-1.7343
RBM12	-0.02675
H2AFJ	0.182083333333333
EDIL3	3.2925
KIF26A	-0.05425
SERGEF	0.0495
B3GALT4	2.995
LOC90925	-0.231
OSCAR	0.219125
NPFF	-0.54575
DEDD	0.90425
TMEM155	-0.832375
PTPN1	-1.0365
SCYL2	0.555833333333333
SKAP1	2.71525
LEAP2	-2.98666666666667
GADD45G	0.841
IFITM3	-0.979875
PILRB	-1.21
SLU7	-0.4639375
DSC3	4.81525
DNMT3L	-1.69675
PAPD5	0.448375
B3GNT3	1.30983333333333
LHCGR	0.123
MSL-1	-0.03425
UBE2S	-0.81375
SAP130	-0.25675
ANAPC11	0.023
MAGED4B	0.377
ATP6V1B2	-0.522666666666667
C14orf179	-0.302875
CAPZA1	0.047125
CDYL2	-1.70616666666667
GLRX3	-0.4885
LOC136288	-0.48925
MOBKL1A	-0.4465
HTR2B	-0.71975
CRYGD	0.067
NUS1	0.2915
PGRMC1	1.858
MYOM2	0.294
FLJ39653	-2.23683333333333
CHM	-0.2595
OR5M8	0.091
ZNF619	0.452
FAM105A	1.1825
CCNL1	-0.255375
NAP1L3	-2.49
C10orf57	2.00883333333333
B3GALNT1	1.485
CSN1S2A	0.406
TCP10L	0.255
GDAP2	0.76825
DMKN	0.127166666666667
COX6B1	-0.24975
DNASE2	0.955833333333333
MSH5	-1.39875
LGMN	-0.155875
USP31	-0.0586
OR13C8	0.89
SDCBP	0.4133
NUDT11	-0.6095
PYGL	0.0716666666666667
SNPH	0.8845
B3GNT4	1.44
MIZF	-0.0631
NUBPL	-1.022375
NOD1	-0.854
CDH22	1.35825
NUBP1	-1.22483333333333
DSCAM	-3.8075
DGKI	2.583
FAM136A	-0.464
AKAP1	0.92
SLC16A6	-3.10625
RIN3	1.8415
PSG2	-0.198
DIP2B	-0.597
PSORS1C1	0.5108
KIAA0495	-0.691
FLJ90709	-1.784
LPA	-0.589
PIGA	1.51
LY75	3.96433333333333
UTS2	-6.97033333333333
RREB1	-0.087375
GALNACT-2	1.2289
MGC3196	-0.554
FLJ31568	4.35775
LPHN1	0.002375
SP1	-0.093625
TOX4	0.486833333333333
HSPA9	-0.8119
APOBEC1	-1.0285
SLC35E4	-1.2195
LSM5	-1.33675
SURF1	-0.834
ZBTB1	-0.0863333333333333
GTF2F1	-0.56025
RPS15A	-0.108428571428571
DUSP21	-0.4535
GINS4	-2.44533333333333
MYO15A	0.518333333333333
GIMAP7	1.727
MGC13379	1.38475
ATP6V1E2	1.19583333333333
UTP3	-1.241
HNRPA3	-0.537875
MT4	0.001
C14orf155	0.35375
U1SNRNPBP	-0.096
CKLF	-0.342166666666667
PLEKHN1	0.484333333333333
MBNL1	0.436
NUP160	-0.80375
ACSM2A	-2.4615
LOC129881	-0.6725
KIAA1529	-0.041
FLJ22639	-0.943
HAND1	-1.5055
GSX1	0.155
FGA	-4.531375
SERPINB1	-0.9825
ZNF642	0.6895
IGFBP1	-8.473375
SLC1A1	-1.010125
DHX57	-0.444
ZNF766	0.5795
PTPN21	-0.1361
GDPD3	-2.30816666666667
PNPLA5	0.8175
TBR1	0.267666666666667
FAM116A	-0.6415
IQGAP1	1.5795
FOS	0.21675
ZNF226	-0.637625
FIGNL1	0.918
C14orf1	-0.527333333333333
ZMYND17	-0.259
PUS7	0.217666666666667
TUBB6	-0.53475
KCNQ2	-1.3675
MARCH6	0.90675
CCDC33	0.426
PRODH	0.284
RBM11	-3.39075
EPHA6	0.17125
SLC43A1	-0.93375
LOC196541	-0.20525
NTN1	0.730583333333333
ING4	1.03775
PCDHB10	1.78425
DPH2	-0.167
SPACA4	-0.3885
FBXL21	-4.636
DIAPH1	-0.602666666666667
ZNF71	0.992
CEP76	-0.4565
CORO1A	-1.89625
RRM2	-1.681
EDG4	1.34625
OS9	1.643
SLC4A1AP	-0.1375
COG5	-0.277
COPS8	-0.888
NGLY1	-1.418
NCBP2	-0.92425
C17orf42	-1.20066666666667
GPSM3	0.01075
SIL1	-0.420666666666667
ASB6	-0.08325
SMAD5OS	0.119833333333333
UNC93A	-3.161
A1BG	0.227
C21orf62	1.0285
FMO5	-0.645833333333333
ATRIP	-0.544166666666667
CEBPG	0.469
C7orf38	0.141333333333333
TNFRSF1B	-0.433166666666667
CLEC1A	1.191
IQSEC1	-0.065875
PATZ1	1.407
RBM22	-0.0885
BAG2	-1.77916666666667
PAQR5	1.06366666666667
C9orf127	1.7643
THNSL1	1.635
SHROOM3	1.9072
JAM2	-1.33075
SNRPN	-2.0845
ALX4	0.4665
CACNA1S	0.672
FAM130A1	-0.10775
CORIN	0.9465
CD300LB	0.539
PLEKHG6	1.164
LRRC40	-0.7285
PCLKC	-1.7835
PCDHB16	-2.2425
WNT2B	1.00483333333333
ASNS	-0.880333333333333
MRPL49	0.149875
FLJ46111	-0.84925
ISG20	-2.440625
SMU1	0.211166666666667
CASZ1	-0.2155
POLR1D	-0.459583333333333
GIN1	-1.10775
SNAG1	0.425
ANKRD29	-2.2485
CDKN2AIP	0.557
KRR1	0.28425
CXCL1	-3.82566666666667
EPM2A	0.2114
PC	-0.0416666666666667
DEFB127	0.1305
PDZRN4	0.408666666666667
FAH	0.90325
OR51E1	1.6175
CDC2L6	1.202
DNTTIP1	-0.538
PAX8	-1.021
TMEM116	0.325
C1orf150	-0.2415
PRO2012	-0.03175
MRPL40	-0.8145
BEX1	-3.9383
SLC2A4	-0.396
PKMYT1	-0.218
FEZF2	1.35933333333333
SLC26A9	-0.7215
MAP2	1.60233333333333
LYL1	-1.988
SLC25A19	-0.4115
NOS3	-0.305
ZNF34	2.51466666666667
TMPRSS11F	0.082
FAM43A	-1.09625
FCRL4	-0.204166666666667
KLF14	0.22125
FLRT2	-1.985
WRN	-1.2495
SDF2	-0.1399
KRT8P12	-0.33875
C6orf195	0.3505
C9orf125	-2.15366666666667
DZIP3	-1.397125
RIT1	0.429083333333333
SCML1	-1.125
RHBDF2	0.12575
OR2G3	1.02
REXO1L1	0.1675
MAP3K7IP3	-0.688125
C3orf57	-4.24525
FBXW11	-2.096
ETAA1	-0.80925
C14orf131	0.3413
AKT1S1	-0.54125
SLC12A5	-1.046375
C9orf164	3.014
NRIP3	-0.341875
NOS1AP	1.45575
TMEM121	2.478
SAP30BP	0.0977
DGCR6	1.376
WDR76	-0.54625
FAM82B	-0.0581666666666667
LOC606495	-0.638
MAP9	-1.90666666666667
BCDIN3D	0.26025
CXorf36	3.15683333333333
DSCR3	-0.5039
ZFAND3	0.432375
C7orf43	0.2565
SPSB3	0.8836
C19orf19	0.3595
FAM133A	-3.474
C12orf25	0.13425
SLC39A3	-0.76625
DISP2	-0.7225
PI4KAP2	-1.1055
MKRN3	-2.95283333333333
ADAMTS13	-0.989625
CBLN3	0.3289
TTYH1	3.26483333333333
C3orf18	-0.85275
FLJ13236	-0.27175
ZMYND12	3.18225
C18orf25	0.9845
GLB1L3	-1.6055
ATP13A5	0.444
RANBP10	0.16475
CD96	-1.7589
DENND1C	-0.29525
RBMS3	0.4648
SLC41A3	1.84233333333333
DGCR6L	1.496
TMEM128	-0.378666666666667
CSNK1G3	-1.87
MOBKL2C	0.630875
TSPAN6	0.69575
MATN2	1.7909
MSL2L1	0.907333333333333
ST6GALNAC2	-0.0616666666666667
FGFBP2	0.971625
FGL1	-7.4025
MPP3	-0.0825
ARHGEF6	3.67
TGFBR2	-0.039375
ACMSD	-1.035
IL33	3.49375
C9orf5	-0.33075
DEAF1	-0.1958
AMN	0.2335
DEFA6	0.399875
RNF212	-2.3165
METT5D1	-0.854
CIB1	-0.151
TSSK1B	0.9285
KIAA1727	1.4365
ZNF680	-0.463666666666667
LOC399900	-0.25
LOC152217	0.04625
CTNNAL1	-0.6665
CIT	-1.58991666666667
TLE6	1.56875
ZNF607	-0.41725
HERC4	-0.707
DRAP1	-0.2435
PEMT	-0.581
C10orf111	-0.2545
ZNF575	1.066
KCTD7	-0.0355
MYO1F	-0.363375
LOC285382	5.675
RAB11A	-0.4175
PLCD3	-0.57475
C15orf28	0.2355
PTBP2	0.893125
CTB-1048E9.5	0.50475
C19orf60	0.0495
C7orf25	0.791666666666667
SETD7	0.1715
HOXB9	-3.614
VANGL1	0.21425
CHAF1B	-0.1555
NDUFA3	-0.57925
KIAA1328	0.3195
SHARPIN	0.841125
TTC23	0.161125
UGP2	0.346833333333333
ANKIB1	-0.4653
CIRBP	-0.0308571428571429
SEC14L4	-2.14533333333333
OVCH1	-0.0336666666666666
VPS52	0.44875
FAT	1.4015
M6PRBP1	-0.23275
GPRIN3	1.066
PPM1F	0.141833333333333
TSR1	-0.90025
CCDC85A	-0.198
PCSK5	-0.20475
ZFHX3	-0.17
HEMK1	-1.49
PGBD2	1.59025
RSRC2	0.0503333333333333
AURKC	-2.18066666666667
SCRIB	1.095625
ORM2	-4.62666666666667
FAM115A	0.5257
FZD6	1.2235
UNC119	-0.383666666666667
GPX3	-1.9179
NOV	-1.59125
CABC1	0.6795
CDC42SE2	-0.445375
EIF2S2	-0.5984
RNF130	1.194
CKAP5	-0.241333333333333
RP11-413M3.2	0.267
C10orf18	0.5203
TMEM93	-1.26075
DYX1C1	-1.30825
KCNMB2	-2.554625
ANK3	1.26266666666667
KRT5	-2.0035
CDH12	-1.355375
QRSL1	-0.799875
JUB	-0.51525
SHC4	4.403375
CCL15	0.375333333333333
CCDC22	-0.31475
SNX24	-0.9675
RARS	-1.46675
MORC2	1.180125
FAM48A	-0.57125
MT1H	-0.5755
PPP1R14C	0.541333333333333
FOXD1	-2.33714285714286
C1orf213	-0.02725
AMT	-0.6831
DSN1	-0.17075
PTPLAD2	1.4825
DIS3L	-0.33625
RASL11A	0.54025
GPRC5B	2.359375
FRMD7	0.4725
STRN4	0.199
KITLG	1.53545454545455
HDGF	0.86375
OR1S1	0.2755
SETX	-1.3342
DDR2	-1.4615
KCTD12	0.10125
LYZL2	-0.87675
WDR52	0.1105
TMEM2	0.289625
ZNF579	0.517833333333333
LOC200810	0.17
TNFSF9	-1.962
PPFIA4	-1.417
CNIH3	-0.402
MAP4K4	-0.441642857142857
ROD1	-0.100285714285714
ALS2CR12	0.176666666666667
DOCK3	0.358
PAQR9	-4.102
ASB17	0.0096
STX16	-1.130375
FEZ2	-0.234666666666667
DLAT	-0.342666666666667
KIF21B	-1.08883333333333
CDC5L	0.0815
TMEM119	0.8275
CRIP3	-1.275
TPSD1	-0.284166666666667
TEPP	0.69975
GNGT2	0.1845
C21orf121	0.33625
WNK1	0.0206666666666667
FLJ10490	0.7627
OR51B5	-2.5735
LOC203547	-0.693625
HAS1	0.7635
PPA1	-0.270166666666667
ST7	0.548
C11orf46	-1.6669
POPDC3	-3.47066666666667
ACOX2	-3.00483333333333
ATCAY	-0.552333333333333
TM4SF19	-1.4025
MFSD9	-0.6925
PDHB	-1.6325
ERN1	-0.18925
LCE3C	0.607
GPR111	0.345
NOTCH3	1.37416666666667
ADAMTS5	2.04
B3GALT1	1.23575
UGCGL1	0.185333333333333
FAM58A	0.736333333333333
FBXO32	3.51625
CLPP	-0.4135
NXPH1	-2.24725
MTMR3	1.56183333333333
ATP1B3	0.351875
TMEM16A	4.295375
HIST1H3F	-0.403833333333333
TRIM25	-0.344166666666667
SDCBP2	1.842
CRKL	0.12425
HOXB2	-1.90483333333333
ANP32B	0.12125
GATM	1.24
AP4E1	-0.81075
EDG5	0.62075
CDKN3	-1.73883333333333
CDH4	-2.60675
PGD	-0.880666666666667
RND1	-1.0095
GAD1	-3.7684
MPG	-0.01725
LOC440350	-0.443
ZNF133	0.73025
SERPINB12	0.2595
AMELY	-0.587166666666667
DHX36	-0.53375
TNFAIP8L2	1.70266666666667
PHTF2	-0.398444444444444
CCDC112	-1.05316666666667
IQCC	0.302
HEYL	3.01816666666667
FTSJ2	-0.283666666666667
APPL1	0.25925
RAB43	2.06614285714286
OR10G2	-0.085
WAC	0.489833333333333
ADCY9	-0.137375
RUNDC2B	0.0198333333333333
PYCRL	1.3254
AGPAT7	-0.491166666666667
SLC22A9	-1.20833333333333
CDKAL1	0.9315
PDYN	-0.315333333333333
C20orf74	-0.966
MTMR11	2.46675
VAV3	3.35791666666667
DAPL1	-0.03825
STXBP3	0.864
EIF3G	-0.47575
ARHGAP22	0.542
NPFFR1	0.1475
NPC1	0.196333333333333
ALDH9A1	1.0155
ZNF600	0.51975
ZNF678	-0.5255
RASSF1	0.0665
ADD2	-1.011625
PITPNB	0.936625
PKD2L2	-0.245
LRP11	-1.40525
CDKL1	0.1535
SMEK2	-0.06875
PRODH2	-3.518
C11orf54	0.247
SFRS11	-0.778666666666667
IL7	-1.71066666666667
ALS2CR16	-0.4395
BTG3	-0.579166666666667
PAK2	0.117555555555556
RP11-679B17.1	-0.50075
GATA4	-1.689
ATP2B1	-0.2935
LOC130940	2.33
C1orf172	2.96933333333333
ATF7IP2	-3.97975
SLC25A43	0.750166666666667
CENTG3	0.908333333333333
IGF2BP1	-4.07466666666667
FCHSD1	-0.109
CAMK2N2	0.465666666666667
ELAVL3	0.504
NBPF15	-0.873
UBE2J2	0.0699166666666667
GNL2	-0.554
PRR3	0.3448
NLF2	0.742
OR4F6	-0.237
KLHL24	1.43483333333333
CCDC88A	-1.4107
SGPP1	-1.66916666666667
C10orf11	-0.281
SLC35B4	-0.903833333333333
UGT3A2	-1.0085
ARNT2	2.3093
CBR1	0.042
ITPR3	0.24
TRAPPC6B	-0.9037
AMZ1	-1.274
ARP11	3.39575
WDSUB1	1.211
APBA1	1.92616666666667
RAB2A	1.5283
C6orf162	0.69975
HPSE2	0.48
PLCE1	2.9935
INSL3	-0.085
DLG1	-0.0112
PTPLA	-1.37575
PIGX	0.0335
TFIP11	0.877
FIBIN	1.437
POLR2G	-1.142
GRAP2	-1.7568
DNAJB8	-0.00125
CNBP	1.08833333333333
WASF1	-0.3035
INPP5E	-1.273
HSPB1	-1.4395625
TMEM167	-0.5493
CUBN	0.709
IGF1	-0.7604375
ITPK1	0.2312
NAALAD2	-0.403125
G3BP1	-0.5064
NT5DC1	-0.023625
CYP39A1	3.4725
TMEM139	0.863416666666667
POLK	-0.9033
GLULD1	-1.713
RBM15	0.0966666666666667
AMZ2	-0.0955
GDF15	-3.76583333333333
MESDC2	-0.05925
INCA	-1.03083333333333
ACY1L2	-0.016
GZMM	-1.79466666666667
PAIP1	0.13875
CACNA2D1	-0.664
STK32C	1.28416666666667
SH3BP4	1.0485
DEC1	0.094
PADI1	0.4155
UBB	-0.00450000000000001
PON3	0.927166666666667
PROP1	0.3645
ANKRD13B	-0.88
ADCK1	0.07875
TCF25	-0.312166666666667
SLC38A5	-3.1655
CXorf26	-0.755833333333333
C19orf39	-0.24825
PPP1R13B	1.66375
ARL2	-0.407
TCL6	0.300166666666667
TOP3A	-0.533
SLC16A14	-1.796625
FXYD6	3.52366666666667
HIST1H4E	-0.37825
BBC3	-0.0180526315789473
UNC5A	-0.0471666666666667
FAM86C	0.1069
PI4KB	1.076625
B3GAT1	-0.4265
SUSD2	-0.113166666666667
OAZ2	-0.358
NOC4L	-0.219
C10orf12	0.33275
FADS1	-2.34666666666667
LOC144097	-0.28175
DKK2	-0.0971666666666667
KIAA1949	0.624
RHOT1	-0.3672
OXT	1.3305
GPR153	0.536
ARL4A	-3.07366666666667
SAAL1	-1.93225
CCDC64	-0.5945
USE1	-0.5235
HNMT	-0.810833333333333
PCGF3	-0.505875
CYP2C19	-0.08
C20orf4	0.0455
CCDC11	-1.2475
ACSBG2	-0.346
RWDD2A	0.343
PALLD	3.502625
CPLX4	0.043
LOC492311	0.42775
KPNA2	-1.84566666666667
MACROD1	-0.4362
TMCO3	0.398
