Hybridization REF	TCGA-C8-A12N-01A-11R-A115-07
ZNF347	0.6463
GTF2E1	-0.213
RY1	-0.904166666666667
ATAD2B	0.104375
ARHGAP17	0.6576
KCNIP3	-0.88525
SFPQ	0.258625
GFRA4	0.319833333333333
AKR1B10	-3.0305
TIGD6	1.2235
RGS16	2.406875
URB1	-0.448166666666667
OR4C46	-0.0816666666666667
TOP3B	-0.755
NFATC4	1.1
CA14	-3.88275
BMPR1A	0.109833333333333
SNRP70	-0.700625
PRL	-0.0398333333333333
C6orf130	-0.29525
STAG2	-0.63525
CD55	-0.0464285714285714
RPS23	1.174
SSX2	-1.9094
FDPSL2A	-1.6575
FBXO27	1.557125
SYNGR3	-1.2205
TMSL3	1.25625
EML1	-1.144
NUP93	-0.525
SMAD3	0.0902
KIAA1189	2.2525
HNRPUL2	-0.169666666666667
TBC1D12	0.898666666666667
C16orf24	2.2
MRVI1	2.50416666666667
ZNF581	0.358166666666667
ELOVL3	-0.408
OR51Q1	0.06175
CACNB3	1.2495
GALNT13	-0.0245
C10orf84	0.62375
NEDD4	0.1037
SPO11	1.513
OR5AU1	0.161
NEK4	-0.0479285714285714
PRKAR2A	0.0568333333333334
IHPK1	-0.0986666666666667
ATP6V0B	0.73325
CACNA1E	0.7115
CEACAM8	-0.4076
PEX14	-0.2185
FLJ12993	-1.7585
ZBTB38	0.0810833333333333
PCTK2	0.110666666666667
LRRC16	-0.6143
FBLIM1	0.558
FYCO1	1.61575
RP5-1022P6.2	-0.592083333333333
CMTM1	-0.0095
PLTP	1.33833333333333
RAPH1	1.082875
DOCK8	1.091875
EZH2	-2.28426666666667
SLC25A1	0.279833333333333
PLEKHB1	1.6814
GRB7	0.3026
ZFP37	-0.16475
MRPL33	-0.6205
PELO	-1.06625
ARMC1	-0.485727272727273
C9orf27	-0.183625
FLJ25778	0.3845
C9orf37	-0.664666666666667
TMEM66	-0.19575
SPRN	0.660875
HBEGF	-0.017375
PI4KA	-0.6925
LEPRE1	0.488
POU2AF1	-5.037125
MRPL12	-0.2985
REP15	0.109
ZC3H3	1.82125
RASAL1	-0.1255
DDAH1	1.42075
ACBD5	-0.00187500000000001
TMC2	0.099
CCDC137	-0.7205
SAMD13	-3.15833333333333
UGT2B15	-4.8645
TIPARP	-0.6705
DNASE1L3	-1.128
TRIM72	0.142
DBX2	1.2805
IPO8	-0.154
C21orf88	-0.397
MAP3K14	0.48425
LOC51233	0.0953333333333333
GGTLA4	-0.18025
PDE6D	-0.20475
ZNF117	0.83
CLK2	-0.725375
NKRF	-0.96625
TNFSF15	0.5323
DUSP2	-0.72525
SECISBP2	0.0769
GABRR2	0.4125
PPAP2C	2.2235
LOC51145	0.0323333333333333
PAG1	-0.65475
PIK3C3	-0.518
GNG10	0.1965
APOL4	0.3905
ANKRD28	-0.801875
STMN3	-0.1123
RAB14	0.8228
CDK2AP2	1.2105
HDDC3	-0.334375
COMMD7	0.0795
CXXC1	0.33425
HMCN1	0.736166666666667
CD40	0.83075
DYNC1LI2	-0.3981875
GDI1	1.75875
LOC646938	-0.41825
VSNL1	-1.301
PIH1D1	0.155666666666667
RAET1G	1.427
KRTAP5-9	-0.2745
EFTUD2	-0.8705
ZNF311	0.768833333333333
ATP6V1G3	0.72725
OR2W3	0.429
SCN4A	-0.18975
MED10	-1.599375
FAM135A	-1.2353
ARHGAP4	-1.2125
EHMT2	-0.1525
UFD1L	-0.7885
ERMP1	0.83275
MAG1	-1.12183333333333
THAP8	0.885
HACE1	-1.14716666666667
FAM82C	0.461666666666667
C3orf20	0.254
UNC84A	-0.755666666666667
SCD5	-0.767928571428572
LASS6	1.928625
LSG1	0.2625
MAL	-5.557
GPR22	-0.5415
WDR5B	1.93425
ACTRT1	0.2245
C17orf60	0.868
GRIN2C	0.5107
ARMC8	-0.929083333333333
SLC47A1	-2.78416666666667
DMPK	1.18975
DHRS13	-0.427666666666667
SMC1A	-0.475666666666667
KRTAP17-1	0.7825
SMYD5	1.034
TUSC2	0.57175
CRHR2	0.294
KIR3DL2	1.095
CCDC104	0.31375
ATP2C1	-0.169125
CROT	0.49
PABPC3	0.4485
EGR1	-0.785833333333333
THSD1	0.232
KHK	-1.65875
SLC12A2	-0.24375
CD58	-0.62175
STOX2	-1.729
CCDC76	-0.5091
CCDC48	3.94975
DNAH1	0.214
ZIC4	-0.14925
OR1G1	0.405
PSMC6	-0.715
PROKR1	0.2
ABCB1	-1.306375
TRAT1	-2.84775
LLGL1	-0.087
MTF1	0.93525
USP54	0.438625
PAGE2B	-2.969
ITGB7	-3.679
CCDC81	-0.4215
LOC149837	-0.1315
SCUBE1	0.72
ZSCAN10	0.8275
HUWE1	0.131071428571429
CDH17	-0.2665
CD180	2.181
IL17A	0.06525
TMPO	-2.142
KIAA1524	-1.82816666666667
HDGFRP3	-2.64116666666667
OXCT1	-2.79527272727273
RRAS2	-1.44633333333333
LTBP2	2.5411875
SV2B	-1.13616666666667
CYP2A6	-0.108375
PKD1L2	-0.338166666666667
PPM1M	1.9435
FLJ22662	0.710333333333333
ZNF502	1.94475
GP6	-0.53375
CRYBA2	-0.0695
LEF1	-1.4104
CTPS	-2.32842857142857
EYA1	-3.11866666666667
EPS8L1	1.56425
MAPK14	-0.928083333333333
SERPINB2	-3.8735
GTF2F2	-0.889666666666667
ZNHIT4	1.5715
PLA1A	-1.502625
C20orf114	2.903
HPR	-5.2355
C18orf2	-4.16066666666667
SATB2	-2.82
KCNJ9	-0.090875
MGC157906	0.8465
MOCS3	-0.4475
C17orf71	-0.992166666666667
PPHLN1	0.1141
HIST1H2BN	-0.629625
RAPGEF1	-0.497625
MAP3K8	0.446
DLG4	0.377
STC1	-1.19625
CDGAP	2.55525
DDX26B	-0.71325
LOC150223	-0.997
CPSF3	-0.880833333333333
TMEM14A	-0.18125
MYH3	-1.55025
GPKOW	-0.4085
SULT1A1	1.2035
SPON1	4.2425
YY1AP1	-0.268833333333333
RAB23	1.0295
PLA2G4A	-4.5105
MAPRE3	1.82
ZNF516	-0.1075
GGPS1	0.23725
EXOC3L2	-0.2215
C19orf42	0.361
MAP2K2	-0.184166666666667
HIST1H2BB	-0.11325
RNF19B	1.95633333333333
C6orf128	0.363
TLR8	1.5635
PCDHA9	-0.5525
CARS2	-0.135625
CLUL1	1.75516666666667
RHAG	-4.56666666666667
UNK	-0.2865
EXOC8	-0.1317
C9orf95	0.34525
C14orf143	0.8405
MAML3	0.499875
LDHA	-0.83925
MRPL20	0.431375
KLHDC6	-0.5515
ATP5S	-0.137666666666667
C8orf55	0.9035
PHF19	-1.983125
KRTAP13-4	0.5285
TTC5	-0.30775
XKR5	-0.853
SILV	-4.88016666666667
TEX28	0.311
TCTN1	1.88025
CX40.1	0.37575
PPP2R5C	-0.436875
C12orf30	-1.208
CAPG	2.57975
MPZL1	0.25175
ARSB	-0.519166666666667
TDH	-2.7
WASF4	0.6615
TSSK3	-1.23716666666667
7A5	1.942
CRISPLD1	1.3075
MAD1L1	-0.418666666666667
SPIN4	-1.59733333333333
AMPD1	-2.275
DPYSL5	-0.1535
INPP1	-0.514
ANKRD11	-1.70638888888889
NPAS4	0.252375
GCET2	-0.3801
RNASE9	0.604
GUCY2D	0.371833333333333
CCDC98	-0.2735
FGF4	-0.698375
CPM	-0.757333333333333
SLC26A4	-1.4095
PLD5	0.06425
FAM59A	0.2482
FBXO5	-2.26911111111111
SIPA1L1	1.039
DPYS	-0.471
ATG4D	-0.2505
TGM3	0.334
MTCH1	-0.3855
HK1	0.314642857142857
CDC26	-0.02675
GALNT12	-3.01366666666667
LOC339229	0.5115
MRPL35	-0.224125
ORC4L	0.275625
TNKS	-0.833928571428572
C2orf24	0.697833333333333
ZNF553	1.07533333333333
GGTLA1	3.6313
ZNF497	1.06275
CDY1B	0.86
SLC30A4	0.27925
TUB	-1.49225
ARHGEF18	-0.42675
ARRB1	0.253
KCNK1	0.68875
EREG	-3.5154
SCAMP5	0.408
RUNDC3B	0.57
ADAMTS20	0.49575
IL17RB	-0.51875
FLJ20323	-1.49875
MCAM	0.1535
POLR3E	-1.00341666666667
AQR	0.456166666666667
IPMK	0.565
CDCA7	-5.049375
CAMP	2.383
GRHL3	2.02275
ADAMTSL2	2.16133333333333
CLMN	1.6435
SSTR3	0.197
MAGEA5	-2.51683333333333
OVOL2	3.37325
JMJD1B	0.1815
RBL2	-0.2579
PYGO2	1.29675
PPP1R10	0.0851666666666667
CSE1L	-1.46666666666667
LCA5	1.49025
RDH16	1.46325
ASRGL1	-2.96725
TOM1	1.50216666666667
PTX3	-6.48825
TTC15	0.9975
SCGB3A1	2.57133333333333
MRPL50	-0.96425
RCAN3	0.681625
SLC26A11	0.033
STYX	-1.18333333333333
CINP	-0.10525
MARCH7	-1.02325
PFKM	-1.23633333333333
SGMS1	0.0986666666666667
RIOK3	-0.5515
C1orf110	0.6925
CES7	0.140125
LOC440248	-1.14975
PPP1R12C	-0.301
C10orf27	0.56
ATG9A	-0.212
MRPS26	0.574125
TMEM40	1.44375
ELP3	-0.9112
ZNF787	0.4346
HIAT1	-0.745375
C8orf34	1.0385
MGC4655	0.6757
PELI1	0.5255
PPT1	0.4498
SLC35C2	-0.5695
C6orf125	0.1315
MUC4	-1.748
RFC4	-2.89057142857143
GNB2	0.539333333333333
NUP50	-0.3955
SULT4A1	-1.22783333333333
C7	1.13475
CCDC130	0.271833333333333
ARRDC4	0.20775
RQCD1	-1.121
GLYCTK	-0.68025
AYTL2	-1.04572727272727
MTUS1	0.5072
LEMD3	-0.0855
PLEKHF2	1.1035
HOXA7	-0.13125
GTF3C2	-1.5645
DYNLRB2	4.056
CNOT10	-0.28375
MR1	0.0998333333333333
FFAR1	0.02775
PRIC285	0.306
SLITRK6	4.35775
LIX1	-2.4362
UBE1L2	-0.37325
F8	1.30725
ACHE	0.874666666666667
KPNA5	-1.114
TNFRSF12A	-0.252
EGR3	-1.0785
SERPIND1	-4.23533333333333
OASL	2.69425
IFRD1	-1.814125
WDFY1	-0.0436666666666667
ZNF267	-0.022125
ACCN5	-0.1895
ZBTB6	-0.624
PPP1R3A	0.003
PRRT3	1.73325
FBXL19	-0.058
TXNIP	0.244285714285714
ACTN2	-1.8815
ATG9B	-0.071125
C9orf117	1.92825
IL27	-0.9655
RPL36AL	-0.187166666666667
KLK15	-0.286
CHAD	2.8865
RAP2B	-0.2561
HEBP2	0.9275
ZNF342	1.1935
CAMK2G	0.5215
TLR3	2.3295
FGF14	0.482
HMGB2	-2.7305
TRPM5	-0.0525
OR5M11	0.1965
KIF3B	0.549315789473684
PRICKLE2	1.83675
MTMR9	-0.659125
C3orf27	0.319
GLRA3	0.2805
NSDHL	-0.747166666666667
TMEM32	-0.86225
POLR2D	-1.39808333333333
MYADML	0.31
C9orf114	-0.33525
MRGPRX1	-0.7235
TOPORS	0.46425
CLDN19	-0.7835
C1QL4	-0.0305
RNF165	-1.953
DHRS9	0.67975
DNAH2	-0.375666666666667
FXR1	-0.881666666666667
ZMYM3	-0.78075
CASP3	0.074
FAM120C	-0.454125
SCLY	-1.0145
CA7	0.444
ENTPD5	1.213
ZNF461	0.053875
PDIA5	-0.54375
C1orf19	-1.02983333333333
TMEM67	1.00175
KCTD20	-0.56125
WDR47	0.095
FLJ38723	-0.0735
KLRF1	-0.63
TAS2R16	0.5895
CLDN12	-0.3455
PRKCE	0.147
UBXD4	-1.195
ITGAM	2.48783333333333
GLT8D3	-0.968625
WDR31	1.1203
RGS2	0.00125
OR51L1	0.074
MST1R	1.6585
KIAA1737	0.91125
OR4A5	0.2305
GLIS1	-0.8355
PTMA	0.227714285714286
NAPA	3.1245
PRDM11	0.17775
LIPF	0.6375
DIRAS3	2.08675
ASGR2	-4.187125
C1QTNF4	1.31425
PIK3R4	0.0573333333333333
ARMC3	4.74775
NDUFV3	-0.203666666666667
BTBD3	-0.841666666666667
PPP1R2	0.132333333333333
UBE2NL	-1.01775
FOSL2	2.03585714285714
FAM119A	-1.4045
TUBA4A	-0.9255
KRTAP12-1	0.06375
SFRS2	-0.54625
RHPN1	0.7099
EEF2	-0.267166666666667
ZDHHC11	-0.117833333333333
EPHA3	-0.5677
RBM12	-0.38725
H2AFJ	1.13275
EDIL3	3.9575
KIF26A	-2.17
SERGEF	0.09125
B3GALT4	1.967
LOC90925	0.5545
OSCAR	0.786875
NPFF	-0.17375
DEDD	0.26725
TMEM155	-0.66125
PTPN1	0.804
SCYL2	-0.098
SKAP1	2.857
LEAP2	-3.00633333333333
GADD45G	1.4849
IFITM3	2.35675
PILRB	-0.901833333333333
SLU7	-0.208
DSC3	-0.51825
DNMT3L	-1.89825
PAPD5	-0.46475
B3GNT3	-2.478
LHCGR	0.6525
MSL-1	-0.60125
UBE2S	-1.763125
SAP130	-0.28
ANAPC11	-0.0215
MAGED4B	-1.686
ATP6V1B2	-0.422166666666667
C14orf179	1.2035
CAPZA1	-0.748125
CDYL2	0.105833333333333
GLRX3	-1.3025
LOC136288	0.17575
MOBKL1A	0.09825
HTR2B	2.07025
CRYGD	-0.0943333333333333
NUS1	-1.81733333333333
PGRMC1	-0.6095
MYOM2	-1.21375
FLJ39653	-0.849333333333333
CHM	0.1691
OR5M8	0.1525
ZNF619	-0.5135
FAM105A	1.47725
CCNL1	-0.892
NAP1L3	0.3095
C10orf57	2.80833333333333
B3GALNT1	-0.0855
CSN1S2A	-0.54
TCP10L	0.32825
GDAP2	0.4645
DMKN	0.3695
COX6B1	0.61675
DNASE2	0.8395
MSH5	-2.233
LGMN	-0.07775
USP31	-0.4553
OR13C8	0.855
SDCBP	-1.127
NUDT11	-2.32666666666667
PYGL	0.3795
SNPH	-0.280166666666667
B3GNT4	-0.878
MIZF	-0.4118
NUBPL	-0.320625
NOD1	0.3345
CDH22	0.266375
NUBP1	0.880333333333333
DSCAM	-3.93925
DGKI	0.8695
FAM136A	-0.8745
AKAP1	0.177666666666667
SLC16A6	-0.5385
RIN3	0.7225
PSG2	-0.43525
DIP2B	-0.44725
PSORS1C1	1.3438
KIAA0495	0.3655
FLJ90709	-0.044
LPA	-0.695
PIGA	-1.04216666666667
LY75	1.01083333333333
UTS2	-2.14583333333333
RREB1	-0.128625
GALNACT-2	0.2143
MGC3196	0.16525
FLJ31568	-0.69325
LPHN1	0.89775
SP1	1.384125
TOX4	0.244666666666667
HSPA9	-0.5641
APOBEC1	0.293
SLC35E4	-0.8955
LSM5	-0.967
SURF1	0.294
ZBTB1	0.396916666666667
GTF2F1	0.302375
RPS15A	0.218785714285714
DUSP21	-1.322
GINS4	-2.9305
MYO15A	0.941666666666667
GIMAP7	2.22425
MGC13379	1.056
ATP6V1E2	-0.5095
UTP3	-0.7705
HNRPA3	-0.909375
MT4	-0.0865
C14orf155	-0.18875
U1SNRNPBP	0.39025
CKLF	-0.771833333333333
PLEKHN1	0.307
MBNL1	-0.154
NUP160	-1.6265
ACSM2A	-1.30725
LOC129881	1.89
KIAA1529	0.9585
FLJ22639	-1.211
HAND1	-1.5965
GSX1	0.4165
FGA	-4.41725
SERPINB1	0.2365
ZNF642	0.9295
IGFBP1	-5.777625
SLC1A1	2.1155
DHX57	-0.061125
ZNF766	0.0835
PTPN21	0.5008
GDPD3	-0.636
PNPLA5	0.2445
TBR1	-0.38
FAM116A	-0.08725
IQGAP1	1.046875
FOS	1.601875
ZNF226	-0.20925
FIGNL1	-1.7875
C14orf1	0.116
ZMYND17	-0.133
PUS7	-1.34733333333333
TUBB6	-1.092125
KCNQ2	-1.99525
MARCH6	-0.0973333333333333
CCDC33	-0.015
PRODH	-1.16175
RBM11	2.48475
EPHA6	0.570125
SLC43A1	0.43375
LOC196541	0.2225
NTN1	1.22808333333333
ING4	0.88375
PCDHB10	0.2315
DPH2	-0.956333333333333
SPACA4	0.1545
FBXL21	-5.588
DIAPH1	-0.8065
ZNF71	0.530833333333333
CEP76	-0.575
CORO1A	0.0395
RRM2	-3.4965
EDG4	0.45075
OS9	0.483833333333333
SLC4A1AP	-0.00175
COG5	-0.275
COPS8	-0.78075
NGLY1	-1.075
NCBP2	-0.486125
C17orf42	-0.869666666666667
GPSM3	1.206375
SIL1	0.948166666666667
ASB6	-0.4735
SMAD5OS	0.0986666666666667
UNC93A	-3.776375
A1BG	0.649333333333333
C21orf62	-0.44875
FMO5	-0.71725
ATRIP	0.502666666666667
CEBPG	-0.426333333333333
C7orf38	0.602
TNFRSF1B	0.144
CLEC1A	1.58766666666667
IQSEC1	0.121
PATZ1	1.6234
RBM22	1.1455
BAG2	-1.62266666666667
PAQR5	-2.90516666666667
C9orf127	0.4387
THNSL1	-0.64275
SHROOM3	1.9146
JAM2	0.27025
SNRPN	-1.687
ALX4	0.15
CACNA1S	0.8775
FAM130A1	1.556
CORIN	4.1605
CD300LB	0.5145
PLEKHG6	1.067
LRRC40	-1.52525
PCLKC	-1.218
PCDHB16	-0.998166666666667
WNT2B	1.41066666666667
ASNS	-3.17188888888889
MRPL49	0.27075
FLJ46111	1.021
ISG20	-0.4085
SMU1	-0.479333333333333
CASZ1	0.7535
POLR1D	-0.313916666666667
GIN1	-0.36575
SNAG1	0.275333333333333
ANKRD29	-3.681
CDKN2AIP	-0.0625
KRR1	-0.0945
CXCL1	-5.579
EPM2A	-0.4418
PC	0.513333333333333
DEFB127	-0.533
PDZRN4	2.15383333333333
FAH	0.77225
OR51E1	2.0785
CDC2L6	0.108333333333333
DNTTIP1	-0.349
PAX8	-1.508
TMEM116	0.3305
C1orf150	0.507
PRO2012	0.44425
MRPL40	0.395
BEX1	-4.3362
SLC2A4	-1.32183333333333
PKMYT1	-1.5485
FEZF2	-0.3505
SLC26A9	-1.917
MAP2	0.684916666666667
LYL1	-0.94175
SLC25A19	-1.04616666666667
NOS3	-0.032
ZNF34	1.67466666666667
TMPRSS11F	-0.77675
FAM43A	-0.03225
FCRL4	1.45283333333333
KLF14	-0.04925
FLRT2	0.0963333333333333
WRN	-2.1715
SDF2	0.4258
KRT8P12	0.75
C6orf195	-0.276
C9orf125	-2.50033333333333
DZIP3	-0.103
RIT1	-0.0245833333333334
SCML1	-1.47766666666667
RHBDF2	-0.44
OR2G3	0.399
REXO1L1	-0.4835
MAP3K7IP3	-0.382875
C3orf57	-3.752
FBXW11	-0.833833333333333
ETAA1	0.1835
C14orf131	-0.1081
AKT1S1	0.67
SLC12A5	-1.07775
C9orf164	1.5205
NRIP3	0.302125
NOS1AP	-0.60875
TMEM121	0.72975
SAP30BP	-0.2742
DGCR6	1.11125
WDR76	-2.29775
FAM82B	-0.0408333333333333
LOC606495	-0.074
MAP9	2.12258333333333
BCDIN3D	0.4235
CXorf36	3.406
DSCR3	-0.2984
ZFAND3	0.660875
C7orf43	0.573333333333333
SPSB3	1.0646
C19orf19	-0.049
FAM133A	-1.58425
C12orf25	0.2525
SLC39A3	0.555
DISP2	1.039
PI4KAP2	-2.245
MKRN3	-3.22866666666667
ADAMTS13	-0.63875
CBLN3	0.9919
TTYH1	-1.75433333333333
C3orf18	1.55775
FLJ13236	0.19575
ZMYND12	3.9955
C18orf25	0.113875
GLB1L3	-1.0055
ATP13A5	0.677
RANBP10	-0.58125
CD96	-2.3703
DENND1C	-0.6515
RBMS3	0.2658
SLC41A3	-0.197
DGCR6L	0.80425
TMEM128	0.406
CSNK1G3	0.0515
MOBKL2C	0.89
TSPAN6	-1.70925
MATN2	-1.6413
MSL2L1	0.00533333333333333
ST6GALNAC2	-2.551
FGFBP2	-1.569625
FGL1	-6.45716666666667
MPP3	-0.499833333333333
ARHGEF6	2.38933333333333
TGFBR2	0.109125
ACMSD	4.6355
IL33	-0.64675
C9orf5	-0.365083333333333
DEAF1	0.2034
AMN	-0.2875
DEFA6	-0.4815
RNF212	-0.48775
METT5D1	0.287
CIB1	0.932
TSSK1B	0.00499999999999998
KIAA1727	0.341
ZNF680	-0.0768333333333334
LOC399900	-0.8445
LOC152217	-0.638666666666667
CTNNAL1	-3.121
CIT	-3.27233333333333
TLE6	2.46325
ZNF607	-1.33675
HERC4	-0.925333333333333
DRAP1	0.6913
PEMT	0.516
C10orf111	0.0355
ZNF575	0.973375
KCTD7	0.02425
MYO1F	0.81175
LOC285382	0.007
RAB11A	0.8026
PLCD3	-0.18125
C15orf28	-0.177
PTBP2	-0.444875
CTB-1048E9.5	-0.12175
C19orf60	0.172
C7orf25	0.561
SETD7	0.726875
HOXB9	-3.925
VANGL1	0.0524375
CHAF1B	-2.70925
NDUFA3	1.38375
KIAA1328	0.231333333333333
SHARPIN	0.871
TTC23	0.66375
UGP2	-0.153416666666667
ANKIB1	0.1254
CIRBP	0.459857142857143
SEC14L4	-2.91266666666667
OVCH1	0.1315
VPS52	1.49975
FAT	-0.155875
M6PRBP1	0.542
GPRIN3	0.913
PPM1F	-1.03083333333333
TSR1	-0.94425
CCDC85A	2.7175
PCSK5	1.334
ZFHX3	-0.036
HEMK1	0.027
PGBD2	0.004
RSRC2	-0.545333333333333
AURKC	-0.311166666666667
SCRIB	0.4015
ORM2	-4.05133333333333
FAM115A	-0.2369
FZD6	-1.041125
UNC119	0.24
GPX3	-1.2006
NOV	-0.891875
CABC1	-0.100875
CDC42SE2	-1.2469375
EIF2S2	-1.3662
RNF130	0.86625
CKAP5	-0.466166666666667
RP11-413M3.2	0.367125
C10orf18	0.4122
TMEM93	-0.47025
DYX1C1	2.04
KCNMB2	-1.365
ANK3	0.624666666666667
KRT5	-1.6579
CDH12	-1.4675
QRSL1	-0.00525
JUB	-0.69525
SHC4	-2.74725
CCL15	0.462
CCDC22	0.0115
SNX24	0.663
RARS	-0.84325
MORC2	-0.24375
FAM48A	0.408
MT1H	0.805
PPP1R14C	-2.98033333333333
FOXD1	-2.33964285714286
C1orf213	-1.70925
AMT	-1.1478
DSN1	-2.14625
PTPLAD2	4.0845
DIS3L	0.544
RASL11A	1.6835
GPRC5B	-0.50825
FRMD7	0.355
STRN4	1.01075
KITLG	1.78081818181818
HDGF	0.1295
OR1S1	0.2445
SETX	-0.2059
DDR2	0.5925
KCTD12	1.7055
LYZL2	-0.47825
WDR52	1.0055
TMEM2	-0.012125
ZNF579	0.549
LOC200810	0.8215
TNFSF9	-1.71925
PPFIA4	-3.256
CNIH3	-0.141
MAP4K4	-1.20285714285714
ROD1	0.158071428571429
ALS2CR12	-0.365166666666667
DOCK3	-1.583
PAQR9	-5.197
ASB17	0.686666666666667
STX16	-1.52675
FEZ2	-0.390833333333333
DLAT	-0.9515
KIF21B	-1.6935
CDC5L	-0.773
TMEM119	3.15766666666667
CRIP3	-1.406
TPSD1	0.812333333333333
TEPP	-0.15825
GNGT2	1.49625
C21orf121	-0.0305
WNK1	-0.000333333333333334
FLJ10490	1.0152
OR51B5	-3.066
LOC203547	-1.349375
HAS1	-0.118
PPA1	-0.451
ST7	0.866125
C11orf46	0.0267
POPDC3	-4.03083333333333
ACOX2	4.105
ATCAY	-0.708666666666667
TM4SF19	-2.02175
MFSD9	-0.606333333333333
PDHB	-0.164
ERN1	0.0875
LCE3C	0.4285
GPR111	-0.0695
NOTCH3	1.69533333333333
ADAMTS5	1.68075
B3GALT1	-1.37775
UGCGL1	-0.5675
FAM58A	0.1915
FBXO32	2.11475
CLPP	-0.47325
NXPH1	-1.56825
MTMR3	0.892166666666667
ATP1B3	-2.0295
TMEM16A	3.423625
HIST1H3F	0.00883333333333332
TRIM25	-0.813
SDCBP2	0.5935
CRKL	-0.611375
HOXB2	2.13583333333333
ANP32B	-1.1035
GATM	4.111
AP4E1	-0.39525
EDG5	0.18475
CDKN3	-3.12966666666667
CDH4	-1.94675
PGD	-0.737
RND1	0.992
GAD1	-3.3865
MPG	0.928625
LOC440350	1.172
ZNF133	-0.7015
SERPINB12	-0.284
AMELY	-0.823
DHX36	-0.60075
TNFAIP8L2	3.23066666666667
PHTF2	-0.560111111111111
CCDC112	-0.703166666666667
IQCC	-0.6975
HEYL	2.59566666666667
FTSJ2	-0.773166666666667
APPL1	0.1455
RAB43	-0.0257857142857143
OR10G2	-0.0375
WAC	-0.171166666666667
ADCY9	0.191625
RUNDC2B	0.256833333333333
PYCRL	1.4238
AGPAT7	0.721
SLC22A9	-1.4405
CDKAL1	-0.945
PDYN	-0.10275
C20orf74	0.039
MTMR11	0.49825
VAV3	3.98141666666667
DAPL1	-1.06775
STXBP3	0.22475
EIF3G	-0.064
ARHGAP22	-1.3125
NPFFR1	0.768
NPC1	-0.428
ALDH9A1	1.29466666666667
ZNF600	-0.08925
ZNF678	0.6295
RASSF1	0.0955
ADD2	-3.056375
PITPNB	-0.39725
PKD2L2	-0.349375
LRP11	0.0715
CDKL1	-0.4055
SMEK2	0.0415
PRODH2	-3.62933333333333
C11orf54	0.1635
SFRS11	-0.946333333333333
IL7	-0.93
ALS2CR16	0.73325
BTG3	-2.63216666666667
PAK2	-0.2435
RP11-679B17.1	-0.5215
GATA4	-2.32666666666667
ATP2B1	-0.38675
LOC130940	0.9005
C1orf172	2.0755
ATF7IP2	0.15425
SLC25A43	-0.209166666666667
CENTG3	-0.371583333333333
IGF2BP1	-4.3268
FCHSD1	0.2615
CAMK2N2	0.849166666666667
ELAVL3	-0.2397
NBPF15	-0.893
UBE2J2	-0.00116666666666664
GNL2	-0.70875
PRR3	0.0343
NLF2	0.74025
OR4F6	0.047
KLHL24	0.623666666666667
CCDC88A	-1.8413
SGPP1	-1.14866666666667
C10orf11	-0.122666666666667
SLC35B4	-1.48183333333333
UGT3A2	-1.221
ARNT2	1.0167
CBR1	-0.56
ITPR3	-1.32466666666667
TRAPPC6B	-1.0653
AMZ1	2.261
ARP11	1.77525
WDSUB1	-0.183
APBA1	0.606833333333333
RAB2A	0.7685
C6orf162	-0.53225
HPSE2	0.71425
PLCE1	-0.596
INSL3	-0.396
DLG1	-0.6762
PTPLA	-2.80725
PIGX	-0.281625
TFIP11	0.756666666666667
FIBIN	3.557
POLR2G	-0.213
GRAP2	-2.2705
DNAJB8	-0.1835
CNBP	-0.126166666666667
WASF1	-1.0445
INPP5E	-0.5995
HSPB1	1.7048125
TMEM167	-0.6331
CUBN	0.45775
IGF1	1.9835
ITPK1	0.7745
NAALAD2	-1.573125
G3BP1	-0.5436
NT5DC1	0.57125
CYP39A1	-1.6395
TMEM139	2.07383333333333
POLK	-0.248
GLULD1	-0.77875
RBM15	-1.126
AMZ2	-0.06875
GDF15	-3.47116666666667
MESDC2	-0.49425
INCA	0.657833333333333
ACY1L2	-2.388
GZMM	-1.3535
PAIP1	-0.3495
CACNA2D1	-0.05925
STK32C	-0.156833333333333
SH3BP4	0.933166666666667
DEC1	0.5745
PADI1	0.56
UBB	0.3933
PON3	2.18416666666667
PROP1	1.2255
ANKRD13B	0.6235
ADCK1	0.36025
TCF25	-0.29
SLC38A5	-1.2885
CXorf26	-0.137
C19orf39	0.999
PPP1R13B	0.34475
ARL2	-0.1795
TCL6	-0.0531666666666666
TOP3A	-0.1565
SLC16A14	-0.207375
FXYD6	1.25566666666667
HIST1H4E	-0.12625
BBC3	0.640789473684211
UNC5A	0.615833333333333
FAM86C	0.4742
PI4KB	0.79525
B3GAT1	-3.88275
SUSD2	1.1595
OAZ2	0.210333333333333
NOC4L	0.5625
C10orf12	-0.7405
FADS1	-2.482
LOC144097	0.46875
DKK2	2.28316666666667
KIAA1949	0.38975
RHOT1	-0.0337
OXT	2.11133333333333
GPR153	0.8905
ARL4A	-1.791
SAAL1	-2.326
CCDC64	0.411
USE1	0.632333333333333
HNMT	1.01566666666667
PCGF3	0.4353125
CYP2C19	0.0795
C20orf4	0.807
CCDC11	2.97775
ACSBG2	-0.0445
RWDD2A	-0.15725
PALLD	2.873625
CPLX4	0.216
LOC492311	0.99475
KPNA2	-2.62283333333333
MACROD1	0.6222
TMCO3	-0.726166666666667
C15orf52	0.2745
BIRC5	-2.80753333333333
PRR16	0.595333333333333
