Hybridization REF	TCGA-AN-A0FX-01A-11R-A034-07
EPDR1	-2.106
MUSK	0.148166666666667
ZNF434	-0.721666666666667
SMARCD1	-0.576333333333333
ZFP106	-0.1
ZNF347	0.3599
GTF2E1	0.49125
RY1	0.301333333333333
ATAD2B	1.10775
ARHGAP17	-0.4544
KCNIP3	-0.21025
SFPQ	0.0935
GFRA4	0.175166666666667
AKR1B10	-3.849875
TIGD6	0.377166666666667
RGS16	1.798125
URB1	-0.973166666666667
OR4C46	-0.1245
TOP3B	-0.5835
NFATC4	-0.4785
CA14	-4.54175
BMPR1A	0.7375
SNRP70	-1.46675
PRL	0.0345
C6orf130	-0.30875
STAG2	-0.5865
CD55	-0.199
RPS23	-0.854666666666667
SSX2	-1.96166666666667
FDPSL2A	0.01775
FBXO27	-0.43225
SYNGR3	-1.74816666666667
TMSL3	1.1285
EML1	-0.0875
NUP93	-0.750666666666667
SMAD3	-0.2638
KIAA1189	1.32583333333333
HNRPUL2	0.354333333333333
TBC1D12	0.123333333333333
C16orf24	-0.6225
MRVI1	2.1995
ZNF581	-0.880166666666667
ELOVL3	-0.5495
OR51Q1	0.01425
CACNB3	1.00633333333333
GALNT13	0.69425
C10orf84	1.0224375
NEDD4	-0.3548
SPO11	0.8765
OR5AU1	0.143
NEK4	0.0957142857142857
PRKAR2A	-1.52483333333333
IHPK1	-0.337333333333333
ATP6V0B	-0.34975
CACNA1E	0.1705
CEACAM8	-0.27
PEX14	0.1395
FLJ12993	-2.043
ZBTB38	-0.464416666666667
PCTK2	0.671666666666667
LRRC16	1.3034
FBLIM1	1.23508333333333
FYCO1	-0.05025
RP5-1022P6.2	-0.53425
CMTM1	0.836833333333333
PLTP	0.035
RAPH1	1.0345
DOCK8	0.142
EZH2	-0.462133333333333
SLC25A1	-0.775
PLEKHB1	1.5991
GRB7	1.3962
ZFP37	0.64225
MRPL33	0.2905
PELO	-0.49325
ARMC1	-0.373454545454545
C9orf27	0.032375
FLJ25778	-0.255
C9orf37	-1.26566666666667
TMEM66	0.448
SPRN	-0.226625
HBEGF	0.551625
PI4KA	-0.9865
LEPRE1	-0.149
POU2AF1	-1.345375
MRPL12	-0.7655
REP15	0.925
ZC3H3	0.8425
RASAL1	1.394
DDAH1	1.567875
ACBD5	0.139625
TMC2	-0.044
CCDC137	-1.84225
SAMD13	0.784833333333333
UGT2B15	-3.23316666666667
TIPARP	-0.94975
DNASE1L3	0.79125
TRIM72	0.380166666666667
DBX2	0.8345
IPO8	0.52175
C21orf88	-1.2013
MAP3K14	0.63275
LOC51233	0.3225
GGTLA4	0.14675
PDE6D	0.8985
ZNF117	-0.97875
CLK2	-0.94575
NKRF	-1.02275
TNFSF15	-0.00239999999999999
DUSP2	-0.892875
SECISBP2	-0.8797
GABRR2	-0.1385
PPAP2C	2.13375
LOC51145	-0.123833333333333
PAG1	1.084
PIK3C3	0.12025
GNG10	-0.4385
APOL4	-0.373166666666667
ANKRD28	-0.123875
STMN3	-0.1817
RAB14	0.8616
CDK2AP2	-1.11
HDDC3	-0.383625
COMMD7	0.491875
CXXC1	-0.5335
HMCN1	0.105333333333333
CD40	0.40875
DYNC1LI2	0.2675
GDI1	-0.11175
LOC646938	-0.1755
VSNL1	0.7815
PIH1D1	-0.354333333333333
RAET1G	1.384
KRTAP5-9	0.252
EFTUD2	-0.51825
ZNF311	-1.68016666666667
ATP6V1G3	0.154
OR2W3	-1.01975
SCN4A	0.27575
MED10	0.070375
FAM135A	-0.0978
ARHGAP4	-0.869
EHMT2	-1.345125
UFD1L	0.20575
ERMP1	-0.802
MAG1	-1.81983333333333
THAP8	0.8865
HACE1	0.378166666666667
FAM82C	-0.790833333333333
C3orf20	0.386
UNC84A	-0.294833333333333
SCD5	0.124857142857143
LASS6	-0.039375
LSG1	-0.00458333333333333
MAL	-4.78675
GPR22	0.2935
WDR5B	1.321
ACTRT1	0.3665
C17orf60	-0.508
GRIN2C	0.8096
ARMC8	0.14275
SLC47A1	-1.93266666666667
DMPK	-0.3235
DHRS13	-0.974333333333333
SMC1A	-0.1745
KRTAP17-1	0.24125
SMYD5	-1.1335
TUSC2	-0.623375
CRHR2	0.818
KIR3DL2	-0.922
CCDC104	0.589
ATP2C1	1.67575
CROT	-1.3025
PABPC3	0.562333333333333
EGR1	0.833
THSD1	0.683
KHK	-0.5215
SLC12A2	1.1605
CD58	-0.4785
STOX2	1.49916666666667
CCDC76	-0.525
CCDC48	2.157
DNAH1	-0.305
ZIC4	1.087875
OR1G1	0.187
PSMC6	-0.966166666666667
PROKR1	0.316
ABCB1	-0.588125
TRAT1	-1.48375
LLGL1	-0.0665
MTF1	0.0725
USP54	0.692625
PAGE2B	-2.3355
ITGB7	-3.824
CCDC81	-0.6205
LOC149837	0.28625
SCUBE1	-0.2585
ZSCAN10	-0.099
HUWE1	0.123071428571429
CDH17	-0.1875
CD180	-0.20825
IL17A	0.18225
TMPO	0.010125
KIAA1524	-0.306666666666667
HDGFRP3	0.422166666666667
OXCT1	0.765636363636364
RRAS2	-0.448166666666667
LTBP2	2.4841875
SV2B	2.14983333333333
CYP2A6	0.10925
PKD1L2	-0.992333333333333
PPM1M	-0.472
FLJ22662	2.2665
ZNF502	0.53025
GP6	-1.08425
CRYBA2	2.989
LEF1	-0.6942
CTPS	-0.470428571428571
EYA1	-3.0335
EPS8L1	0.113
MAPK14	-0.0481666666666667
SERPINB2	-2.27075
GTF2F2	0.134166666666667
ZNHIT4	-1.032
PLA1A	-0.142
C20orf114	-0.703
HPR	-4.2105
C18orf2	-3.3335
SATB2	-0.68875
KCNJ9	-0.1645
MGC157906	0.519
MOCS3	-0.426
C17orf71	-0.559166666666667
PPHLN1	0.3441
HIST1H2BN	-0.52275
RAPGEF1	-0.27825
MAP3K8	0.15725
DLG4	-0.188
STC1	-0.47675
CDGAP	1.75925
DDX26B	0.91775
LOC150223	-1.9765
CPSF3	0.07
TMEM14A	1.348
MYH3	-0.98275
GPKOW	0.36975
SULT1A1	-2.03266666666667
SPON1	3.5861
YY1AP1	0.773
RAB23	1.289
PLA2G4A	-2.86225
MAPRE3	0.96525
ZNF516	-1.16442857142857
GGPS1	0.60175
EXOC3L2	-0.704375
C19orf42	0.8178
MAP2K2	-0.1225
HIST1H2BB	0.22275
RNF19B	1.12333333333333
C6orf128	0.443166666666667
TLR8	2.58975
PCDHA9	0.3695
CARS2	1.41375
CLUL1	2.24683333333333
RHAG	-3.88816666666667
UNK	0.132
EXOC8	0.454
C9orf95	1.96575
C14orf143	-0.961
MAML3	-0.250125
LDHA	-1.5555
MRPL20	-0.02875
KLHDC6	0.742833333333333
ATP5S	-0.571833333333333
C8orf55	0.191
PHF19	-1.483125
KRTAP13-4	0.3005
TTC5	-0.694
XKR5	-0.20425
SILV	-4.5945
TEX28	-0.0475
TCTN1	0.4565
CX40.1	0.2515
PPP2R5C	-0.1445
C12orf30	-0.8475
CAPG	1.50425
MPZL1	1.42525
ARSB	-1.4095
TDH	-2.172
WASF4	1.4665
TSSK3	-0.944666666666667
7A5	0.8655
CRISPLD1	4.125
MAD1L1	-0.828166666666667
SPIN4	0.99
AMPD1	0.7065
DPYSL5	1.011
INPP1	1.16783333333333
ANKRD11	-0.406111111111111
NPAS4	0.759375
GCET2	0.1748
RNASE9	-0.828
GUCY2D	0.250333333333333
CCDC98	-0.20575
FGF4	-0.328125
CPM	-0.166333333333333
SLC26A4	-1.40316666666667
PLD5	0.45775
FAM59A	1.4574
FBXO5	-1.30988888888889
SIPA1L1	-0.26025
DPYS	0.82175
ATG4D	-0.18925
TGM3	0.502
MTCH1	0.15775
HK1	0.1825
CDC26	0.11075
GALNT12	-3.063
LOC339229	-0.77525
MRPL35	-0.88425
ORC4L	-0.246875
TNKS	-0.199928571428571
C2orf24	0.187666666666667
ZNF553	-0.0986666666666667
GGTLA1	2.3334
ZNF497	-0.401
CDY1B	0.597666666666667
SLC30A4	0.52
TUB	0.696
ARHGEF18	0.51475
ARRB1	-0.5495
KCNK1	1.662125
EREG	-2.7426
SCAMP5	0.353
RUNDC3B	1.7235
ADAMTS20	-0.28075
IL17RB	0.536125
FLJ20323	-1.08975
MCAM	0.200375
POLR3E	-2.43466666666667
AQR	-0.203166666666667
IPMK	0.4815
CDCA7	-1.525375
CAMP	1.1415
GRHL3	0.57025
ADAMTSL2	0.493333333333333
CLMN	1.89433333333333
SSTR3	0.4725
MAGEA5	-2.137
OVOL2	3.50075
JMJD1B	1.09025
RBL2	-0.4187
PYGO2	0.65
PPP1R10	0.284833333333333
CSE1L	-1.42683333333333
LCA5	1.112
RDH16	0.065
ASRGL1	-1.1845
TOM1	-0.198833333333333
PTX3	-3.052
TTC15	0.78375
SCGB3A1	2.35033333333333
MRPL50	-1.118
RCAN3	0.90975
SLC26A11	0.6455
STYX	-0.3505
CINP	-0.6975
MARCH7	0.1145
PFKM	-2.27066666666667
SGMS1	0.0121666666666667
RIOK3	0.0603
C1orf110	0.327
CES7	-0.0104285714285714
LOC440248	-1.81125
PPP1R12C	-0.311
C10orf27	0.393
ATG9A	0.009
MRPS26	0.289125
TMEM40	2.2625
ELP3	-0.5642
ZNF787	-0.1304
HIAT1	0.282
C8orf34	1.011
MGC4655	-0.5115
PELI1	1.48583333333333
PPT1	-0.1549
SLC35C2	-0.834333333333333
C6orf125	-0.73675
MUC4	-1.63466666666667
RFC4	-0.443714285714286
GNB2	-0.7825
NUP50	0.696357142857143
SULT4A1	0.576666666666667
C7	3.1495
CCDC130	0.158333333333333
ARRDC4	0.90675
RQCD1	0.5055
GLYCTK	-1.493
AYTL2	0.0201818181818182
MTUS1	0.6491
LEMD3	0.156
PLEKHF2	-0.01025
HOXA7	1.203625
GTF3C2	-1.26
DYNLRB2	0.104
CNOT10	0.13075
MR1	-0.117833333333333
FFAR1	0.28
PRIC285	-0.03125
SLITRK6	2.2835
LIX1	2.3125
UBE1L2	-0.630833333333333
F8	0.613375
ACHE	-0.0888333333333333
KPNA5	-0.04375
TNFRSF12A	-1.40033333333333
EGR3	-0.2655
SERPIND1	-3.56883333333333
OASL	1.11375
IFRD1	-0.345875
WDFY1	0.082
ZNF267	0.2605
ACCN5	-0.0365
ZBTB6	0.1295
PPP1R3A	0.3425
PRRT3	0.82475
FBXL19	-0.9335
TXNIP	0.854571428571429
ACTN2	-0.57025
ATG9B	-0.205125
C9orf117	-0.05525
IL27	1.246
RPL36AL	-0.226666666666667
KLK15	-0.02425
CHAD	0.7535
RAP2B	0.6588
HEBP2	2.03175
ZNF342	-0.548
CAMK2G	-0.646
TLR3	0.841
FGF14	0.3435
HMGB2	0.181
TRPM5	-0.140666666666667
OR5M11	0.0635
KIF3B	-0.250894736842105
PRICKLE2	0.362
MTMR9	0.1135
C3orf27	0.0935
GLRA3	-0.572
NSDHL	0.248333333333333
TMEM32	0.456
POLR2D	-1.64125
MYADML	0.216
C9orf114	-1.08975
MRGPRX1	0.635
TOPORS	0.802
CLDN19	0.4665
C1QL4	1.046
RNF165	1.22
DHRS9	-0.60925
DNAH2	-0.872333333333333
FXR1	-0.749166666666667
ZMYM3	-0.96375
CASP3	-0.302
FAM120C	-0.593
SCLY	-0.6945
CA7	0.0995
ENTPD5	-1.00333333333333
ZNF461	0.911625
PDIA5	-0.1865
C1orf19	0.2715
TMEM67	-0.0765
KCTD20	-0.5015
WDR47	1.1505
FLJ38723	-0.2025
KLRF1	2.36616666666667
TAS2R16	0.4315
CLDN12	0.56325
PRKCE	0.238
UBXD4	-0.3225
ITGAM	2.34083333333333
GLT8D3	0.12975
WDR31	-0.4005
RGS2	4.024
OR51L1	0.4275
MST1R	-0.6375
KIAA1737	0.89225
OR4A5	-0.1555
GLIS1	-1.582
PTMA	1.53242857142857
NAPA	-0.29625
PRDM11	-0.119
LIPF	0.439
DIRAS3	0.5455
ASGR2	-4.2195
C1QTNF4	0.83325
PIK3R4	0.022
ARMC3	1.78375
NDUFV3	-0.250833333333333
BTBD3	0.313
PPP1R2	0.989416666666667
UBE2NL	0.93375
FOSL2	0.8475
FAM119A	-1.08866666666667
TUBA4A	0.2488
KRTAP12-1	-0.1405
SFRS2	-0.67225
RHPN1	-0.1628
EEF2	-0.631166666666667
ZDHHC11	-0.752833333333333
EPHA3	-1.8158
RBM12	-0.54825
H2AFJ	0.46275
EDIL3	3.5675
KIF26A	-0.389
SERGEF	1.06375
B3GALT4	1.63925
LOC90925	1.03116666666667
OSCAR	0.510375
NPFF	-0.099875
DEDD	0.793625
TMEM155	-0.30325
PTPN1	-0.5415
SCYL2	0.751833333333333
SKAP1	3.2475
LEAP2	-2.51316666666667
GADD45G	1.1255
IFITM3	0.91225
PILRB	-1.567
SLU7	0.9251875
DSC3	2.8835
DNMT3L	-1.23425
PAPD5	-1.294375
B3GNT3	2.357
LHCGR	0.293
MSL-1	0.43275
UBE2S	-1.543375
SAP130	-1.088
ANAPC11	0.229
MAGED4B	-2.502
ATP6V1B2	0.135
C14orf179	0.660125
CAPZA1	0.32275
CDYL2	-0.987
GLRX3	-0.541
LOC136288	-0.466
MOBKL1A	0.20325
HTR2B	2.29725
CRYGD	-0.134833333333333
NUS1	-0.181166666666667
PGRMC1	0.6285
MYOM2	-0.45
FLJ39653	-2.054
CHM	-0.1634
OR5M8	-0.385
ZNF619	0.9085
FAM105A	2.06425
CCNL1	-0.43125
NAP1L3	-0.00325
C10orf57	1.7925
B3GALNT1	2.24233333333333
CSN1S2A	1.92
TCP10L	0.9935
GDAP2	-0.021625
DMKN	1.5505
COX6B1	0.8275
DNASE2	-0.2655
MSH5	-2.1035
LGMN	-0.430875
USP31	0.0278
OR13C8	0.2795
SDCBP	0.1509
NUDT11	-2.6665
PYGL	-2.08566666666667
SNPH	-0.672833333333333
B3GNT4	-0.3825
MIZF	-1.5475
NUBPL	-1.250375
NOD1	0.0888333333333333
CDH22	1.038
NUBP1	-0.744166666666667
DSCAM	-3.81825
DGKI	1.7145
FAM136A	-0.642
AKAP1	0.4485
SLC16A6	-2.4445
RIN3	0.83625
PSG2	-0.013
DIP2B	0.821666666666667
PSORS1C1	0.352
KIAA0495	-1.6755
FLJ90709	-1.13133333333333
LPA	0.4745
PIGA	0.763166666666667
LY75	3.773
UTS2	-6.34183333333333
RREB1	-0.775875
GALNACT-2	1.4898
MGC3196	-1.22525
FLJ31568	2.35575
LPHN1	-0.061
SP1	0.205
TOX4	0.0455
HSPA9	0.0608
APOBEC1	-0.382
SLC35E4	-1.75875
LSM5	-0.68925
SURF1	-0.68725
ZBTB1	1.04125
GTF2F1	-0.286875
RPS15A	-0.0624285714285715
DUSP21	-0.656166666666667
GINS4	-2.87883333333333
MYO15A	-1.08566666666667
GIMAP7	3.49275
MGC13379	0.87025
ATP6V1E2	0.623833333333333
UTP3	-0.14575
HNRPA3	-0.2664375
MT4	0.0585
C14orf155	0.15075
U1SNRNPBP	0.2655
CKLF	0.398333333333333
PLEKHN1	-0.256333333333333
MBNL1	0.276833333333333
NUP160	-0.8195
ACSM2A	-1.839
LOC129881	-1.563
KIAA1529	-0.261
FLJ22639	-0.77675
HAND1	-1.2605
GSX1	0.028
FGA	-4.3055625
SERPINB1	-1.6415
ZNF642	-0.5135
IGFBP1	-8.0395
SLC1A1	0.00362500000000001
DHX57	0.441875
ZNF766	-0.425
PTPN21	-0.2453
GDPD3	-2.16366666666667
PNPLA5	0.4005
TBR1	-0.297166666666667
FAM116A	0.153
IQGAP1	0.598375
FOS	-1.113875
ZNF226	0.623
FIGNL1	0.241
C14orf1	-0.165666666666667
ZMYND17	-0.0155
PUS7	-0.209166666666667
TUBB6	-0.158625
KCNQ2	-0.40075
MARCH6	0.712916666666667
CCDC33	0.0495
PRODH	-0.2945
RBM11	-0.49375
EPHA6	0.667714285714286
SLC43A1	-0.90975
LOC196541	0.048875
NTN1	0.558333333333333
ING4	0.90975
PCDHB10	3.71675
DPH2	-0.577
SPACA4	-0.00875000000000001
FBXL21	-4.4
DIAPH1	-0.349833333333333
ZNF71	1.609
CEP76	-0.7155
CORO1A	-1.71675
RRM2	-2.374125
EDG4	1.0165
OS9	-0.879333333333333
SLC4A1AP	0.03975
COG5	-0.6945
COPS8	0.14925
NGLY1	-0.297
NCBP2	0.57125
C17orf42	-0.542166666666667
GPSM3	-0.25875
SIL1	-0.0493333333333333
ASB6	-0.02075
SMAD5OS	2.27083333333333
UNC93A	-2.458875
A1BG	-0.340333333333333
C21orf62	0.16275
FMO5	-2.55058333333333
ATRIP	-1.05433333333333
CEBPG	1.20583333333333
C7orf38	-0.204166666666667
TNFRSF1B	-0.2965
CLEC1A	1.61316666666667
IQSEC1	0.448125
PATZ1	-0.102
RBM22	0.994625
BAG2	-0.7275
PAQR5	-1.53016666666667
C9orf127	1.328
THNSL1	0.4195
SHROOM3	1.7782
JAM2	0.90175
SNRPN	-2.143
ALX4	0.0505
CACNA1S	0.0475
FAM130A1	0.0605
CORIN	2.7715
CD300LB	0.729
PLEKHG6	0.711
LRRC40	-0.1605
PCLKC	-1.28925
PCDHB16	0.792666666666667
WNT2B	2.104
ASNS	-1.39755555555556
MRPL49	-0.726875
FLJ46111	-1.655
ISG20	0.126
SMU1	0.792666666666667
CASZ1	0.5015
POLR1D	-0.396333333333333
GIN1	-1.029
SNAG1	0.502666666666667
ANKRD29	-0.53475
CDKN2AIP	-0.087
KRR1	0.5235
CXCL1	-1.72166666666667
EPM2A	-0.1683
PC	-0.463833333333333
DEFB127	0.6455
PDZRN4	0.587833333333333
FAH	-0.8325
OR51E1	2.3865
CDC2L6	0.145666666666667
DNTTIP1	-0.75225
PAX8	0.398
TMEM116	-0.65
C1orf150	-0.2795
PRO2012	0.426
MRPL40	-0.5045
BEX1	-2.532
SLC2A4	-0.596166666666667
PKMYT1	-1.44775
FEZF2	0.496166666666667
SLC26A9	-0.15575
MAP2	2.94383333333333
LYL1	-1.63475
SLC25A19	-0.7035
NOS3	-0.524
ZNF34	1.51333333333333
TMPRSS11F	-0.804
FAM43A	-0.35775
FCRL4	0.1655
KLF14	0.47625
FLRT2	-0.0608333333333333
WRN	-0.66825
SDF2	-0.1142
KRT8P12	-0.8295
C6orf195	0.33
C9orf125	0.0855
DZIP3	-0.32475
RIT1	0.286166666666667
SCML1	-1.41583333333333
RHBDF2	0.667375
OR2G3	0.28
REXO1L1	-0.0375
MAP3K7IP3	0.473375
C3orf57	-5.5485
FBXW11	0.253833333333333
ETAA1	-0.779
C14orf131	-0.9405
AKT1S1	-0.60025
SLC12A5	-0.428375
C9orf164	1.3005
NRIP3	-0.705375
NOS1AP	-0.15775
TMEM121	1.242
SAP30BP	0.0528
DGCR6	0.8205
WDR76	-1.45825
FAM82B	-0.494416666666667
LOC606495	-0.848
MAP9	1.37216666666667
BCDIN3D	0.255
CXorf36	3.5245
DSCR3	0.4899
ZFAND3	0.19575
C7orf43	-0.211333333333333
SPSB3	0.5808
C19orf19	0.00774999999999999
FAM133A	-4.076625
C12orf25	0.27475
SLC39A3	-0.893375
DISP2	1.73475
PI4KAP2	-2.4685
MKRN3	-0.7815
ADAMTS13	-0.511
CBLN3	0.1215
TTYH1	3.098
C3orf18	-0.21175
FLJ13236	-2.25675
ZMYND12	0.9005
C18orf25	0.54925
GLB1L3	-1.336
ATP13A5	2.25
RANBP10	0.734
CD96	-1.4785
DENND1C	-0.6475
RBMS3	1.6542
SLC41A3	1.86216666666667
DGCR6L	0.8125
TMEM128	0.1475
CSNK1G3	-0.200642857142857
MOBKL2C	0.804125
TSPAN6	0.87875
MATN2	0.4135
MSL2L1	0.0493333333333333
ST6GALNAC2	0.64
FGFBP2	5.328125
FGL1	-6.46183333333333
MPP3	-0.0736666666666667
ARHGEF6	1.564
TGFBR2	0.401875
ACMSD	-1.02725
IL33	3.45325
C9orf5	-0.83775
DEAF1	-0.0358
AMN	-0.201
DEFA6	0.042375
RNF212	1.20975
METT5D1	-0.450166666666667
CIB1	-0.7219
TSSK1B	-0.24075
KIAA1727	1.5945
ZNF680	-0.462916666666667
LOC399900	-1.7335
LOC152217	0.710416666666667
CTNNAL1	-2.978
CIT	-1.5365
TLE6	-1.02325
ZNF607	-0.33425
HERC4	-0.392
DRAP1	-0.4767
PEMT	-0.307
C10orf111	-0.226
ZNF575	1.296125
KCTD7	0.06775
MYO1F	-0.264875
LOC285382	2.70725
RAB11A	-0.0751
PLCD3	-0.4735
C15orf28	-0.31675
PTBP2	1.355125
CTB-1048E9.5	0.289
C19orf60	0.4695
C7orf25	0.417333333333333
SETD7	1.117125
HOXB9	-3.141
VANGL1	-0.2753125
CHAF1B	0.2595
NDUFA3	0.058
KIAA1328	-0.149833333333333
SHARPIN	0.589125
TTC23	-0.862125
UGP2	0.545666666666667
ANKIB1	-0.4518
CIRBP	0.85
SEC14L4	-2.6955
OVCH1	0.401
VPS52	-1.13125
FAT	1.082375
M6PRBP1	-0.46775
GPRIN3	0.1335
PPM1F	-0.908333333333333
TSR1	-0.6355
CCDC85A	2.04725
PCSK5	2.16175
ZFHX3	0.43
HEMK1	-0.9396
PGBD2	0.741
RSRC2	0.324833333333333
AURKC	-2.39566666666667
SCRIB	1.0885
ORM2	-4.71966666666667
FAM115A	0.14
FZD6	2.119375
UNC119	-0.607333333333333
GPX3	-0.4567
NOV	3.045125
CABC1	0.648625
CDC42SE2	0.8856875
EIF2S2	-0.4906
RNF130	1.736125
CKAP5	-1.2065
RP11-413M3.2	0.155625
C10orf18	0.5266
TMEM93	-0.3965
DYX1C1	0.51275
KCNMB2	-1.468875
ANK3	1.96583333333333
KRT5	1.1774
CDH12	-1.0465
QRSL1	-0.187
JUB	-0.682
SHC4	3.975
CCL15	1.452
CCDC22	0.24875
SNX24	-0.3665
RARS	0.02125
MORC2	1.298625
FAM48A	-0.77
MT1H	-1.14
PPP1R14C	0.968833333333333
FOXD1	0.283357142857143
C1orf213	-1.549
AMT	-1.7827
DSN1	-1.37275
PTPLAD2	2.37525
DIS3L	-1.35725
RASL11A	-0.0885
GPRC5B	0.314625
FRMD7	-0.073
STRN4	0.05
KITLG	0.681454545454546
HDGF	-0.329
OR1S1	0.114
SETX	0.1176
DDR2	1.891125
KCTD12	1.343
LYZL2	0.02725
WDR52	0.5015
TMEM2	0.492
ZNF579	0.239833333333333
LOC200810	-0.86875
TNFSF9	-1.9965
PPFIA4	-1.03025
CNIH3	1.1365
MAP4K4	-0.988214285714286
ROD1	-0.127285714285714
ALS2CR12	-0.774833333333333
DOCK3	0.912
PAQR9	-3.844
ASB17	0.226333333333333
STX16	-1.53625
FEZ2	0.168333333333333
DLAT	-1.2985
KIF21B	-0.605
CDC5L	0.34
TMEM119	0.927333333333333
CRIP3	-0.76
TPSD1	0.489833333333333
TEPP	0.04275
GNGT2	1.11025
C21orf121	-0.21975
WNK1	-0.105916666666667
FLJ10490	0.3286
OR51B5	-2.214
LOC203547	-0.21425
HAS1	-1.092
PPA1	-0.1835
ST7	-0.407
C11orf46	0.6352
POPDC3	-1.54666666666667
ACOX2	-1.24966666666667
ATCAY	-0.4085
TM4SF19	-1.201
MFSD9	-1.24
PDHB	-0.72125
ERN1	-0.7365
LCE3C	-0.006
GPR111	0.403
NOTCH3	1.61566666666667
ADAMTS5	2.7705
B3GALT1	-1.05325
UGCGL1	-0.799833333333333
FAM58A	1.19083333333333
FBXO32	3.46725
CLPP	0.132
NXPH1	-2.05775
MTMR3	1.41733333333333
ATP1B3	0.376875
TMEM16A	3.9565
HIST1H3F	-0.162833333333333
TRIM25	-0.376666666666667
SDCBP2	1.507
CRKL	-0.47
HOXB2	0.374333333333333
ANP32B	-0.81475
GATM	2.39
AP4E1	-0.4115
EDG5	0.54075
CDKN3	-1.342
CDH4	0.0155
PGD	-1.41833333333333
RND1	-0.3875
GAD1	-2.5086
MPG	-0.485625
LOC440350	-1.146
ZNF133	0.77625
SERPINB12	0.6205
AMELY	-0.2035
DHX36	-0.653
TNFAIP8L2	2.48733333333333
PHTF2	0.171611111111111
CCDC112	-0.244333333333333
IQCC	-0.88125
HEYL	3.21816666666667
FTSJ2	-0.966833333333333
APPL1	0.346625
RAB43	0.722857142857143
OR10G2	0.4215
WAC	0.5595
ADCY9	-0.482625
RUNDC2B	-0.407
PYCRL	0.6299
AGPAT7	-1.09766666666667
SLC22A9	-1.069
CDKAL1	0.168
PDYN	0.268
C20orf74	-0.27825
MTMR11	1.37575
VAV3	1.13966666666667
DAPL1	1.307
STXBP3	0.15375
EIF3G	0.0145
ARHGAP22	-0.057
NPFFR1	0.086
NPC1	-0.582833333333333
ALDH9A1	0.768666666666667
ZNF600	0.49825
ZNF678	-0.409333333333333
RASSF1	-0.649
ADD2	-1.4345
PITPNB	0.773
PKD2L2	-0.127125
LRP11	0.38925
CDKL1	0.19975
SMEK2	0.7825
PRODH2	-3.3155
C11orf54	0.249
SFRS11	-0.260333333333333
IL7	0.260166666666667
ALS2CR16	1.2535
BTG3	-0.5385
PAK2	0.638444444444444
RP11-679B17.1	-1.16475
GATA4	-1.93733333333333
ATP2B1	-1.311
LOC130940	1.117
C1orf172	3.15966666666667
ATF7IP2	-2.7265
SLC25A43	-0.4935
CENTG3	-0.19275
IGF2BP1	-3.9949
FCHSD1	0.3495
CAMK2N2	-0.0316666666666667
ELAVL3	0.0541
NBPF15	-0.9915
UBE2J2	-0.463916666666667
GNL2	-0.38875
PRR3	-0.3418
NLF2	0.493
OR4F6	0.3655
KLHL24	1.79083333333333
CCDC88A	-1.5068
SGPP1	-1.45016666666667
C10orf11	1.4475
SLC35B4	-1.04716666666667
UGT3A2	-2.077
ARNT2	1.7537
CBR1	0.642875
ITPR3	-0.4545
TRAPPC6B	-0.5359
AMZ1	1.6415
ARP11	0.2505
WDSUB1	0.05875
APBA1	3.40933333333333
RAB2A	0.8143
C6orf162	0.3105
HPSE2	0.788
PLCE1	1.77575
INSL3	0.8055
DLG1	0.6201
PTPLA	-1.3545
PIGX	-0.3625
TFIP11	0.0771666666666667
FIBIN	3.002
POLR2G	-0.42275
GRAP2	-2.1866
DNAJB8	0.08
CNBP	1.02183333333333
WASF1	-1.04825
INPP5E	-1.254
HSPB1	-0.7573125
TMEM167	-0.5645
CUBN	-0.03975
IGF1	3.4943125
ITPK1	-0.4797
NAALAD2	-1.41225
G3BP1	1.3128
NT5DC1	-0.649625
CYP39A1	3.75
TMEM139	2.85141666666667
POLK	-0.9157
GLULD1	-1.739
RBM15	-1.13616666666667
AMZ2	-0.51875
GDF15	-4.34266666666667
MESDC2	-0.90925
INCA	0.00566666666666666
ACY1L2	-0.335
GZMM	-0.685666666666667
PAIP1	0.9715
CACNA2D1	-0.576
STK32C	1.04266666666667
SH3BP4	0.488166666666667
DEC1	-0.1665
PADI1	0.1165
UBB	-0.2899
PON3	0.722333333333333
PROP1	0.3915
ANKRD13B	0.5025
ADCK1	-1.643
TCF25	-0.512416666666667
SLC38A5	-2.50275
CXorf26	-0.2195
C19orf39	-0.45175
PPP1R13B	0.59675
ARL2	-0.723
TCL6	0.123166666666667
TOP3A	-0.6275
SLC16A14	0.283125
FXYD6	3.12483333333333
HIST1H4E	-0.5555
BBC3	-0.0729473684210526
UNC5A	0.374666666666667
FAM86C	-1.2466
PI4KB	0.74075
B3GAT1	2.82825
SUSD2	1.87933333333333
OAZ2	-0.347833333333333
NOC4L	-0.64625
C10orf12	-0.7455
FADS1	-1.79383333333333
LOC144097	-0.438
DKK2	1.10833333333333
KIAA1949	-0.03
RHOT1	-0.1048
OXT	0.766666666666667
GPR153	-0.09625
ARL4A	-1.16116666666667
SAAL1	-0.1145
CCDC64	-0.796
USE1	0.4025
HNMT	-0.664666666666667
PCGF3	-0.2565625
CYP2C19	0.07875
C20orf4	-0.655
CCDC11	0.6275
ACSBG2	0.1555
RWDD2A	-0.501
PALLD	2.97375
CPLX4	-0.046
LOC492311	1.0745
