Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
ATAD2B	1.10875
ARHGAP17	-0.112
KCNIP3	0.332
SFPQ	-0.079875
GFRA4	-0.0875
AKR1B10	-2.4135
TIGD6	0.808166666666667
RGS16	0.410625
URB1	-1.01866666666667
OR4C46	-0.413666666666667
TOP3B	-1.158
NFATC4	1.1505
CA14	-2.78
BMPR1A	-0.314833333333333
SNRP70	-1.07875
PRL	-0.244416666666667
C6orf130	-0.15175
STAG2	0.63575
CD55	-1.60728571428571
RPS23	-0.222666666666667
SSX2	-0.139166666666667
FDPSL2A	-0.2985
FBXO27	0.393625
SYNGR3	-0.535166666666667
TMSL3	1.086
EML1	-0.3495
NUP93	-1.16625
SMAD3	-0.7681
KIAA1189	0.0165
HNRPUL2	0.7
TBC1D12	0.889833333333333
C16orf24	1.16975
MRVI1	2.49933333333333
ZNF581	-0.819666666666667
ELOVL3	-0.7015
OR51Q1	0.27775
CACNB3	1.90616666666667
GALNT13	-1.48975
C10orf84	1.190625
NEDD4	-0.8029
SPO11	0.289
OR5AU1	-0.015
NEK4	0.275714285714286
PRKAR2A	-0.703333333333333
IHPK1	-0.904333333333333
ATP6V0B	-0.12375
CACNA1E	0.982
CEACAM8	0.0496
PEX14	-0.279
FLJ12993	1.492
ZBTB38	0.16925
PCTK2	0.255666666666667
LRRC16	0.9897
FBLIM1	0.694583333333333
FYCO1	0.64475
RP5-1022P6.2	0.940833333333333
CMTM1	0.0578333333333333
PLTP	-1.332
RAPH1	1.38375
DOCK8	-0.75075
EZH2	-1.48733333333333
SLC25A1	-0.540333333333333
PLEKHB1	2.1455
GRB7	0.3595
ZFP37	-0.1975
MRPL33	0.06225
PELO	-1.07125
ARMC1	-0.0397272727272727
C9orf27	0.148875
FLJ25778	0.5205
C9orf37	-1.29366666666667
TMEM66	0.61875
SPRN	0.499375
HBEGF	-0.6615
PI4KA	-0.782
LEPRE1	-0.51425
POU2AF1	-4.991
MRPL12	-0.744666666666667
REP15	-0.7685
ZC3H3	0.092
RASAL1	-0.1155
DDAH1	1.598
ACBD5	0.993875
TMC2	0.071
CCDC137	-1.14475
SAMD13	0.584
UGT2B15	-0.0335000000000001
TIPARP	-0.872
DNASE1L3	1.2695
TRIM72	0.2525
DBX2	0.082
IPO8	0.0315
C21orf88	0.824
MAP3K14	-0.89925
LOC51233	0.641333333333333
GGTLA4	0.24075
PDE6D	0.1685
ZNF117	0.26175
CLK2	-0.598875
NKRF	-0.4755
TNFSF15	0.3224
DUSP2	-0.852
SECISBP2	0.2835
GABRR2	0.4815
PPAP2C	1.85675
LOC51145	0.523166666666667
PAG1	0.37625
PIK3C3	0.9175
GNG10	-0.2585
APOL4	0.405166666666667
ANKRD28	-1.565875
STMN3	0.4145
RAB14	0.6419
CDK2AP2	-0.109
HDDC3	-0.03925
COMMD7	0.631375
CXXC1	-0.7695
HMCN1	-1.13883333333333
CD40	-0.63575
DYNC1LI2	-0.2305
GDI1	0.426
LOC646938	-0.3425
VSNL1	-3.33433333333333
PIH1D1	-0.497333333333333
RAET1G	-0.2365
KRTAP5-9	0.201
EFTUD2	-0.80075
ZNF311	0.623166666666667
ATP6V1G3	-0.524
OR2W3	-0.8865
SCN4A	0.122
MED10	-1.319875
FAM135A	-3.025
ARHGAP4	-2.2615
EHMT2	-0.593125
UFD1L	-0.08475
ERMP1	0.81825
MAG1	-2.86
THAP8	1.15266666666667
HACE1	-0.167833333333333
FAM82C	-0.1385
C3orf20	-0.1125
UNC84A	-0.3385
SCD5	-0.161357142857143
LASS6	1.5235
LSG1	0.00449999999999999
MAL	-5.74025
GPR22	1.4305
WDR5B	1.569
ACTRT1	-0.0275
C17orf60	-1.39083333333333
GRIN2C	-0.00229999999999997
ARMC8	-0.14575
SLC47A1	-1.36533333333333
DMPK	-0.75025
DHRS13	-0.2435
SMC1A	-0.761166666666667
KRTAP17-1	0.2135
SMYD5	-0.64425
TUSC2	0.1495
CRHR2	0.6265
KIR3DL2	-0.3025
CCDC104	0.72225
ATP2C1	0.89625
CROT	2.02875
PABPC3	-0.424666666666667
EGR1	-1.07733333333333
THSD1	-0.5155
KHK	-0.57325
SLC12A2	1.9401875
CD58	-1.177
STOX2	-1.47
CCDC76	-1.13
CCDC48	5.30625
DNAH1	-0.380666666666667
ZIC4	-0.1315
OR1G1	0.041
PSMC6	-0.371666666666667
PROKR1	0.579
ABCB1	-1.353375
TRAT1	-2.682
LLGL1	-0.455
MTF1	1.24575
USP54	0.273125
PAGE2B	4.088
ITGB7	-3.50025
CCDC81	-0.839
LOC149837	0.03075
SCUBE1	-0.218
ZSCAN10	0.6
HUWE1	0.445785714285714
CDH17	-1.62
CD180	-0.66275
IL17A	0.1335
TMPO	-1.042875
KIAA1524	-1.16116666666667
HDGFRP3	-0.679666666666667
OXCT1	-1.45490909090909
RRAS2	-2.3795
LTBP2	0.86425
SV2B	0.6735
CYP2A6	3.25875
PKD1L2	-0.952166666666666
PPM1M	0.25175
FLJ22662	1.34883333333333
ZNF502	2.0255
GP6	-0.7375
CRYBA2	1.432
LEF1	-3.4431
CTPS	-2.55328571428571
EYA1	1.1415
EPS8L1	0.42925
MAPK14	-0.774
SERPINB2	-5.3285
GTF2F2	-1.865
ZNHIT4	-0.269
PLA1A	-0.043875
C20orf114	5.51125
HPR	-2.9615
C18orf2	-0.5935
SATB2	-2.55425
KCNJ9	-0.341625
MGC157906	-0.0455
MOCS3	0.14125
C17orf71	-0.654666666666667
PPHLN1	0.3428
HIST1H2BN	0.558625
RAPGEF1	-0.881125
MAP3K8	0.69375
DLG4	0.234333333333333
STC1	0.131
CDGAP	-0.3605
DDX26B	-2.59375
LOC150223	-1.19525
CPSF3	-0.530833333333333
TMEM14A	0.6475
MYH3	-2.432
GPKOW	0.30375
SULT1A1	0.00266666666666666
SPON1	2.3159
YY1AP1	1.08033333333333
RAB23	-0.20525
PLA2G4A	-5.92425
MAPRE3	0.42775
ZNF516	1.26478571428571
GGPS1	1.87575
EXOC3L2	-0.049
C19orf42	0.9805
MAP2K2	-0.589
HIST1H2BB	0.90525
RNF19B	0.516
C6orf128	-0.0483333333333333
TLR8	0.646
PCDHA9	0.405
CARS2	0.969125
CLUL1	4.61933333333333
RHAG	-4.34616666666667
UNK	-0.2685
EXOC8	1.0742
C9orf95	1.34575
C14orf143	-0.434
MAML3	0.876125
LDHA	-2.0775
MRPL20	0.210125
KLHDC6	0.564333333333333
ATP5S	-0.171166666666667
C8orf55	0.496
PHF19	-2.112375
KRTAP13-4	0.5555
TTC5	0.029
XKR5	-0.03225
SILV	-4.77083333333333
TEX28	0.0405
TCTN1	1.7385
CX40.1	0.1295
PPP2R5C	0.408375
C12orf30	-1.4552
CAPG	2.459
MPZL1	1.752
ARSB	-1.6095
TDH	-1.7265
WASF4	1.78475
TSSK3	-0.4295
7A5	2.7095
CRISPLD1	0.920875
MAD1L1	-0.614166666666667
SPIN4	-0.165333333333333
AMPD1	-2.593
DPYSL5	0.9475
INPP1	-1.50583333333333
ANKRD11	-0.661277777777778
NPAS4	-0.483
GCET2	-0.1774
RNASE9	-0.3085
GUCY2D	0.252333333333333
CCDC98	-0.42875
FGF4	-0.07475
CPM	-0.546
SLC26A4	-2.19483333333333
PLD5	0.02825
FAM59A	2.9323
FBXO5	-1.278
SIPA1L1	0.822125
DPYS	0.174
ATG4D	-0.342
TGM3	1.418
MTCH1	-0.422875
HK1	-0.487071428571429
CDC26	0.17875
GALNT12	-4.909
LOC339229	-0.0025
MRPL35	0.169
ORC4L	0.050125
TNKS	0.783857142857143
C2orf24	0.277
ZNF553	1.13483333333333
GGTLA1	1.8798
ZNF497	0.128
CDY1B	0.0236666666666667
SLC30A4	0.278
TUB	-1.640875
ARHGEF18	-0.1715
ARRB1	1.06125
KCNK1	-1.09375
EREG	-3.1561
SCAMP5	1.073
RUNDC3B	2.02625
ADAMTS20	-0.04475
IL17RB	-0.7095
FLJ20323	0.93575
MCAM	-0.282875
POLR3E	-1.14441666666667
AQR	0.318166666666667
IPMK	-0.309
CDCA7	-5.64325
CAMP	0.08925
GRHL3	0.29475
ADAMTSL2	0.6935
CLMN	3.07483333333333
SSTR3	0.4715
MAGEA5	-1.95633333333333
OVOL2	4.01525
JMJD1B	-0.1045
RBL2	-0.1707
PYGO2	1.429
PPP1R10	0.5155
CSE1L	-0.835333333333333
LCA5	1.29775
RDH16	1.271
ASRGL1	-0.414125
TOM1	0.248166666666667
PTX3	-6.79275
TTC15	0.788
SCGB3A1	1.294
MRPL50	-0.45675
RCAN3	1.233125
SLC26A11	0.732
STYX	0.243166666666667
CINP	0.39625
MARCH7	-0.28325
PFKM	-1.0455
SGMS1	0.1535
RIOK3	-0.0485
C1orf110	0.151
CES7	0.07825
LOC440248	-2.82825
PPP1R12C	-1.168
C10orf27	0.483
ATG9A	-1.077
MRPS26	1.1665
TMEM40	-0.7985
ELP3	0.5221
ZNF787	0.0309
HIAT1	-0.668375
C8orf34	0.478833333333333
MGC4655	0.3642
PELI1	0.6245
PPT1	0.0805
SLC35C2	-0.66
C6orf125	0.18175
MUC4	-1.72633333333333
RFC4	-1.84385714285714
GNB2	0.901
NUP50	0.135571428571429
SULT4A1	-1.3375
C7	3.1845
CCDC130	-0.480666666666667
ARRDC4	-1.1615
RQCD1	-0.7395
GLYCTK	-1.824
AYTL2	-1.18054545454545
MTUS1	1.6545
LEMD3	0.159333333333333
PLEKHF2	1.26125
HOXA7	0.38975
GTF3C2	-1.8325
DYNLRB2	3.6535
CNOT10	-0.49475
MR1	0.6715
FFAR1	0.19975
PRIC285	-0.02775
SLITRK6	7.87425
LIX1	-1.7507
UBE1L2	-0.425333333333333
F8	1.63475
ACHE	-0.00166666666666665
KPNA5	-0.6275
TNFRSF12A	-2.45833333333333
EGR3	0.1095
SERPIND1	-3.72766666666667
OASL	1.758
IFRD1	-2.327375
WDFY1	-0.308666666666667
ZNF267	-0.376625
ACCN5	-0.0585
ZBTB6	-0.32125
PPP1R3A	-1.4045
PRRT3	2.16825
FBXL19	-0.9215
TXNIP	-0.625
ACTN2	-1.34375
ATG9B	-0.618625
C9orf117	1.375125
IL27	-0.5095
RPL36AL	0.216
KLK15	-0.3555
CHAD	0.5185
RAP2B	-0.6852
HEBP2	1.60575
ZNF342	0.1465
CAMK2G	-0.9695
TLR3	-1.34775
FGF14	-0.1265
HMGB2	-0.992125
TRPM5	0.102
OR5M11	-0.189
KIF3B	1.24642105263158
PRICKLE2	0.6115
MTMR9	-0.081125
C3orf27	0.067
GLRA3	-1.93183333333333
NSDHL	0.229
TMEM32	-0.559
POLR2D	-0.953833333333333
MYADML	0.38
C9orf114	-0.602
MRGPRX1	0.135
TOPORS	0.7595
CLDN19	-1.05725
C1QL4	0.5405
RNF165	2.4095
DHRS9	-1.68975
DNAH2	0.867333333333333
FXR1	-0.605666666666667
ZMYM3	-0.7425
CASP3	-0.235
FAM120C	-1.039375
SCLY	-0.69675
CA7	0.464
ENTPD5	1.52066666666667
ZNF461	0.196
PDIA5	-0.14825
C1orf19	1.0065
TMEM67	0.926
KCTD20	-0.57225
WDR47	0.2455
FLJ38723	-0.673
KLRF1	-0.7622
TAS2R16	0.0635
CLDN12	0.7355
PRKCE	0.16125
UBXD4	-0.69275
ITGAM	2.20833333333333
GLT8D3	-0.240875
WDR31	0.9253
RGS2	-1.72
OR51L1	0.5845
MST1R	0.43525
KIAA1737	2.064
OR4A5	-0.7355
GLIS1	-1.20833333333333
PTMA	0.719428571428571
NAPA	0.48425
PRDM11	0.439
LIPF	-0.296
DIRAS3	-0.72475
ASGR2	-4.57875
C1QTNF4	0.3825
PIK3R4	0.432
ARMC3	4.76875
NDUFV3	-0.585666666666667
BTBD3	-0.1575
PPP1R2	0.522083333333333
UBE2NL	-0.16975
FOSL2	0.857928571428572
FAM119A	-0.644833333333333
TUBA4A	-0.3632
KRTAP12-1	-0.0305
SFRS2	-1.074
RHPN1	0.2114
EEF2	-0.508166666666667
ZDHHC11	-2.031
EPHA3	0.4742
RBM12	-0.279
H2AFJ	0.266583333333333
EDIL3	1.825
KIF26A	-1.928
SERGEF	1.91325
B3GALT4	3.047
LOC90925	0.203166666666667
OSCAR	-0.580375
NPFF	-0.450875
DEDD	0.79725
TMEM155	-1.086375
PTPN1	0.25975
SCYL2	0.268
SKAP1	3.68
LEAP2	-3.22883333333333
GADD45G	2.6743
IFITM3	1.163
PILRB	-1.07833333333333
SLU7	-0.286125
DSC3	-0.37575
DNMT3L	-1.6005
PAPD5	0.312
B3GNT3	-2.52566666666667
LHCGR	-0.806
MSL-1	0.446
UBE2S	-1.479125
SAP130	-0.082
ANAPC11	0.25025
MAGED4B	-2.4345
ATP6V1B2	0.286333333333333
C14orf179	1.988
CAPZA1	-1.118625
CDYL2	0.299166666666667
GLRX3	-0.758833333333333
LOC136288	-0.4545
MOBKL1A	-0.07675
HTR2B	1.31675
CRYGD	-0.539
NUS1	-0.924
PGRMC1	0.198
MYOM2	-1.0815
FLJ39653	-1.37566666666667
CHM	0.9438
OR5M8	0.25
ZNF619	0.4065
FAM105A	0.40175
CCNL1	-1.40225
NAP1L3	-1.0205
C10orf57	1.9415
B3GALNT1	0.7285
CSN1S2A	-0.2235
TCP10L	1.51125
GDAP2	0.961375
DMKN	0.204833333333333
COX6B1	0.55175
DNASE2	0.484
MSH5	-1.472
LGMN	-0.192875
USP31	0.1703
OR13C8	0.058
SDCBP	-0.5633
NUDT11	-4.19633333333333
PYGL	0.47
SNPH	-1.81783333333333
B3GNT4	-0.867
MIZF	-1.6629
NUBPL	0.207375
NOD1	0.281666666666667
CDH22	-0.24825
NUBP1	0.427
DSCAM	-3.73025
DGKI	-0.9415
FAM136A	-0.61575
AKAP1	0.151
SLC16A6	-0.65425
RIN3	-1.48025
PSG2	-0.26225
DIP2B	-0.163083333333333
PSORS1C1	0.2313
KIAA0495	-0.6115
FLJ90709	-0.712666666666667
LPA	-0.426333333333333
PIGA	-0.238833333333333
LY75	-0.758666666666667
UTS2	-6.58633333333333
RREB1	-0.301625
GALNACT-2	0.4531
MGC3196	0.17
FLJ31568	0.09225
LPHN1	-0.616375
SP1	1.60675
TOX4	0.789
HSPA9	-0.413
APOBEC1	1.3115
SLC35E4	-0.69175
LSM5	0.49225
SURF1	0.552
ZBTB1	0.543416666666667
GTF2F1	-0.309125
RPS15A	0.0097857142857143
DUSP21	-0.332166666666667
GINS4	-1.69266666666667
MYO15A	1.33183333333333
GIMAP7	2.43875
MGC13379	1.5815
ATP6V1E2	-0.338333333333333
UTP3	-0.4895
HNRPA3	-0.208
MT4	0.4135
C14orf155	0.38625
U1SNRNPBP	0.681
CKLF	-0.873833333333333
PLEKHN1	1.61533333333333
MBNL1	-0.61125
NUP160	-0.9885
ACSM2A	-1.4255
LOC129881	3.3695
KIAA1529	-0.0515
FLJ22639	-0.8605
HAND1	-1.1185
GSX1	0.3415
FGA	-4.4908125
SERPINB1	-0.068
ZNF642	0.6815
IGFBP1	-8.775375
SLC1A1	3.71475
DHX57	-0.20925
ZNF766	0.3885
PTPN21	-0.523111111111111
GDPD3	0.505666666666667
PNPLA5	0.089
TBR1	0.612666666666667
FAM116A	-0.36725
IQGAP1	0.4145
FOS	-0.9015
ZNF226	0.043
FIGNL1	-0.7475
C14orf1	0.492666666666667
ZMYND17	-0.2825
PUS7	0.0226666666666667
TUBB6	-1.170375
KCNQ2	-1.68225
MARCH6	-0.49975
CCDC33	0.144
PRODH	-1.52525
RBM11	2.6545
EPHA6	-0.03125
SLC43A1	0.30575
LOC196541	0.341428571428571
NTN1	1.17358333333333
ING4	0.62075
PCDHB10	-0.2605
DPH2	-1.08483333333333
SPACA4	0.123
FBXL21	-2.977
DIAPH1	-1.55583333333333
ZNF71	0.5255
CEP76	-0.4325
CORO1A	-2.34675
RRM2	-2.82375
EDG4	0.6385
OS9	0.0296666666666667
SLC4A1AP	0.06175
COG5	0.01075
COPS8	-0.52
NGLY1	-1.263
NCBP2	0.388375
C17orf42	-0.659666666666667
GPSM3	-0.378375
SIL1	0.8005
ASB6	-0.54025
SMAD5OS	-0.282166666666667
UNC93A	-3.351375
A1BG	0.835
C21orf62	-0.22825
FMO5	1.97316666666667
ATRIP	0.123666666666667
CEBPG	-0.1505
C7orf38	1.30383333333333
TNFRSF1B	-0.77
CLEC1A	0.755666666666667
IQSEC1	-0.1185
PATZ1	1.4474
RBM22	0.365125
BAG2	-3.16916666666667
PAQR5	-0.0543333333333333
C9orf127	1.1551
THNSL1	-1.29725
SHROOM3	2.3633
JAM2	-0.054
SNRPN	-2.11275
ALX4	0.3
CACNA1S	-0.272
FAM130A1	0.365
CORIN	1.672
CD300LB	0.753
PLEKHG6	0.971
LRRC40	-1.424
PCLKC	-1.55525
PCDHB16	-0.0566666666666667
WNT2B	-0.6045
ASNS	-1.35766666666667
MRPL49	0.19325
FLJ46111	-0.9365
ISG20	-1.129375
SMU1	0.150333333333333
CASZ1	0.4755
POLR1D	-0.528833333333333
GIN1	-0.46975
SNAG1	-0.229666666666667
ANKRD29	-2.76725
CDKN2AIP	-0.35025
KRR1	-0.026
CXCL1	-5.3425
EPM2A	-0.741
PC	-0.267833333333333
DEFB127	-0.4505
PDZRN4	1.86433333333333
FAH	0.56025
OR51E1	1.715
CDC2L6	2.43516666666667
DNTTIP1	-0.62125
PAX8	0.012
TMEM116	0.991
C1orf150	1.3885
PRO2012	0.26575
MRPL40	-0.112
BEX1	-3.7074
SLC2A4	0.348833333333333
PKMYT1	-1.56825
FEZF2	-0.7055
SLC26A9	-1.2935
MAP2	-0.427666666666667
LYL1	-2.13375
SLC25A19	-1.51633333333333
NOS3	-0.4285
ZNF34	0.629166666666667
TMPRSS11F	0.442
FAM43A	-0.667
FCRL4	0.207
KLF14	0.58925
FLRT2	-0.944666666666667
WRN	-0.02275
SDF2	0.701
KRT8P12	-0.4365
C6orf195	-0.798
C9orf125	-2.4485
DZIP3	0.883125
RIT1	1.2085
SCML1	-3.29316666666667
RHBDF2	-0.245
OR2G3	0.6155
REXO1L1	0.1885
MAP3K7IP3	0.38775
C3orf57	-5.69725
FBXW11	-0.8995
ETAA1	0.18875
C14orf131	0.2695
AKT1S1	-0.74525
SLC12A5	-0.628375
C9orf164	1.78425
NRIP3	0.4365
NOS1AP	0.597
TMEM121	2.09125
SAP30BP	-0.7235
DGCR6	0.81825
WDR76	-0.866
FAM82B	-0.562666666666667
LOC606495	-0.258
MAP9	1.05616666666667
BCDIN3D	1.543
CXorf36	3.26583333333333
DSCR3	-0.6793
ZFAND3	0.44825
C7orf43	0.2405
SPSB3	0.4141
C19orf19	0.1855
FAM133A	2.168
C12orf25	0.562
SLC39A3	-0.496375
DISP2	0.6785
PI4KAP2	-2.861
MKRN3	-0.959666666666667
ADAMTS13	-0.666
CBLN3	0.527
TTYH1	-1.9615
C3orf18	-1.24825
FLJ13236	0.967
ZMYND12	4.329
C18orf25	1.013375
GLB1L3	-1.763
ATP13A5	-0.253
RANBP10	-0.3845
CD96	-2.5913
DENND1C	-2.09575
RBMS3	0.4798
SLC41A3	0.0858333333333333
DGCR6L	0.68575
TMEM128	-0.0436666666666667
CSNK1G3	0.166214285714286
MOBKL2C	0.475125
TSPAN6	-1.006625
MATN2	-1.1695
MSL2L1	0.377166666666667
ST6GALNAC2	1.05416666666667
FGFBP2	0.136
FGL1	-6.12916666666667
MPP3	0.0115
ARHGEF6	0.346166666666667
TGFBR2	-0.681875
ACMSD	-0.02125
IL33	2.44625
C9orf5	0.145166666666667
DEAF1	-0.0592
AMN	-0.07
DEFA6	-0.10975
RNF212	-1.38925
METT5D1	1.025
CIB1	1.0988
TSSK1B	0.337
KIAA1727	1.35775
ZNF680	1.02391666666667
LOC399900	-0.3715
LOC152217	-0.290833333333333
CTNNAL1	-1.2155
CIT	-1.62466666666667
TLE6	1.205
ZNF607	-0.74725
HERC4	-0.572
DRAP1	0.1511
PEMT	-0.234
C10orf111	0.042
ZNF575	1.1095
KCTD7	0.10825
MYO1F	-0.385125
LOC285382	-0.13825
RAB11A	0.0878
PLCD3	-0.8995
C15orf28	-0.5975
PTBP2	-1.357375
CTB-1048E9.5	-0.2745
C19orf60	0.219666666666667
C7orf25	1.3495
SETD7	0.916125
HOXB9	-1.6155
VANGL1	1.304
CHAF1B	-1.4555
NDUFA3	0.58375
KIAA1328	0.855166666666667
SHARPIN	0.00587499999999998
TTC23	-0.95375
UGP2	0.542666666666667
ANKIB1	1.4335
CIRBP	0.932142857142857
SEC14L4	-2.52233333333333
OVCH1	-0.0634
VPS52	-0.4565
FAT	-2.631625
M6PRBP1	-0.41075
GPRIN3	-0.376
PPM1F	-1.7175
TSR1	-1.1065
CCDC85A	1.0025
PCSK5	0.9545
ZFHX3	0.6655
HEMK1	-0.7727
PGBD2	1.09725
RSRC2	-0.33
AURKC	-1.82416666666667
SCRIB	-0.123875
ORM2	-2.85633333333333
FAM115A	0.7974
FZD6	-1.1665
UNC119	0.0526666666666667
GPX3	-0.4447
NOV	-1.52325
CABC1	0.199875
CDC42SE2	-0.44775
EIF2S2	-0.9132
RNF130	0.95925
CKAP5	-0.186666666666667
RP11-413M3.2	0.176375
C10orf18	0.7859
TMEM93	-0.22
DYX1C1	1.5925
KCNMB2	-1.443625
ANK3	1.79808333333333
KRT5	-3.0766
CDH12	2.371375
QRSL1	-0.023875
JUB	-0.18
SHC4	-3.998125
CCL15	1.56383333333333
CCDC22	0.1505
SNX24	0.399
RARS	-0.64575
MORC2	1.039875
FAM48A	-1.21875
MT1H	-1.4685
PPP1R14C	-3.99866666666667
FOXD1	-2.7865
C1orf213	-2.25825
AMT	-2.4472
DSN1	-0.5755
PTPLAD2	2.76375
DIS3L	0.184
RASL11A	-0.17875
GPRC5B	0.530875
FRMD7	-0.253
STRN4	-0.433
KITLG	2.41922727272727
HDGF	0.5695
OR1S1	0.1345
SETX	-0.3223
DDR2	-1.388875
KCTD12	0.261
LYZL2	0.31675
WDR52	1.0685
TMEM2	-0.26375
ZNF579	0.4705
LOC200810	1.725
TNFSF9	-2.474875
PPFIA4	-3.6825
CNIH3	-1.023
MAP4K4	-1.54271428571429
ROD1	0.453142857142857
ALS2CR12	2.496
DOCK3	-2.405
PAQR9	-4.64575
ASB17	0.0151666666666667
STX16	-1.471125
FEZ2	-0.0896666666666667
DLAT	-1.08283333333333
KIF21B	-1.3345
CDC5L	-0.331
TMEM119	0.6225
CRIP3	-2.168
TPSD1	0.526
TEPP	-0.02025
GNGT2	0.82075
C21orf121	0.48
WNK1	0.248333333333333
FLJ10490	1.1017
OR51B5	-2.4075
LOC203547	-0.58425
HAS1	-1.112
PPA1	-1.34466666666667
ST7	0.2255
C11orf46	0.3717
POPDC3	-4.565
ACOX2	-0.8885
ATCAY	-0.639833333333333
TM4SF19	-2.65375
MFSD9	-0.175166666666667
PDHB	-0.586
ERN1	-0.6655
LCE3C	-0.105
GPR111	0.203
NOTCH3	2.25216666666667
ADAMTS5	1.0595
B3GALT1	-0.89825
UGCGL1	0.474166666666667
FAM58A	0.940333333333333
FBXO32	1.249
CLPP	-0.397
NXPH1	4.7865
MTMR3	1.007
ATP1B3	-0.8935
TMEM16A	4.31025
HIST1H3F	1.19366666666667
TRIM25	-0.589333333333333
SDCBP2	-0.3505
CRKL	-1.309125
HOXB2	0.606666666666667
ANP32B	-0.544625
GATM	2.593
AP4E1	-0.306625
EDG5	0.48775
CDKN3	-0.8735
CDH4	-2.96225
PGD	-1.446
RND1	1.1075
GAD1	-2.8826
MPG	0.69025
LOC440350	-1.542
ZNF133	0.429
SERPINB12	-0.339
AMELY	0.4495
DHX36	-0.995
TNFAIP8L2	1.7705
PHTF2	0.544166666666667
CCDC112	-0.6675
IQCC	-0.921
HEYL	2.88233333333333
FTSJ2	-0.573
APPL1	0.27975
RAB43	0.504357142857143
OR10G2	0.3075
WAC	1.04933333333333
ADCY9	1.067625
RUNDC2B	0.9435
PYCRL	0.9706
AGPAT7	-1.18266666666667
SLC22A9	-0.9005
CDKAL1	-0.4475
PDYN	-0.260166666666667
C20orf74	3.0405
MTMR11	2.032
VAV3	3.1545
DAPL1	0.2855
STXBP3	-0.47025
EIF3G	-0.13125
ARHGAP22	-2.15225
NPFFR1	0.049
NPC1	-0.311333333333333
ALDH9A1	2.1035
ZNF600	0.358
ZNF678	0.522
RASSF1	-0.417916666666667
ADD2	-3.292875
PITPNB	-0.01325
PKD2L2	-0.295875
LRP11	0.377
CDKL1	-0.64925
SMEK2	0.8575
PRODH2	-3.49816666666667
C11orf54	-0.601833333333333
SFRS11	-0.711333333333333
IL7	1.30966666666667
ALS2CR16	1.5135
BTG3	-2.0025
PAK2	-0.0798333333333333
RP11-679B17.1	-0.62925
GATA4	-1.61283333333333
ATP2B1	-0.322
LOC130940	1.913
C1orf172	2.41166666666667
ATF7IP2	-1.72175
SLC25A43	0.0308333333333333
CENTG3	-0.831666666666667
IGF2BP1	-3.96
FCHSD1	0.2775
CAMK2N2	0.764666666666667
ELAVL3	0.0818
NBPF15	0.0595
UBE2J2	-0.66175
GNL2	-1.2185
PRR3	-0.7287
NLF2	0.74525
OR4F6	0.015
KLHL24	1.28633333333333
CCDC88A	-2.9386
SGPP1	-3.55183333333333
C10orf11	1.974
SLC35B4	-0.899833333333333
UGT3A2	-1.8845
ARNT2	0.733
CBR1	-0.565875
ITPR3	-1.04383333333333
TRAPPC6B	0.7944
AMZ1	-1.2985
ARP11	2.73025
WDSUB1	1.39075
APBA1	0.723666666666667
RAB2A	1.4356
C6orf162	0.505375
HPSE2	0.909
PLCE1	-2.0055
INSL3	-0.09025
DLG1	0.1284
PTPLA	-4.6725
PIGX	0.156875
TFIP11	0.523666666666667
FIBIN	1.821
POLR2G	0.26525
GRAP2	-2.6628
DNAJB8	-0.1855
CNBP	0.171
WASF1	-3.534
INPP5E	-1.6324
HSPB1	1.1195625
TMEM167	-0.7568
CUBN	0.09025
IGF1	2.2721875
ITPK1	0.7764
NAALAD2	-0.70425
G3BP1	-0.3787
NT5DC1	0.824125
CYP39A1	-0.6315
TMEM139	1.84166666666667
POLK	-0.2715
GLULD1	1.71
RBM15	-0.710666666666667
AMZ2	0.05775
GDF15	-1.715
MESDC2	-0.77725
INCA	-1.21366666666667
ACY1L2	-3.55
GZMM	-0.851
PAIP1	-0.54125
CACNA2D1	-0.34025
STK32C	0.619666666666667
SH3BP4	1.67666666666667
DEC1	-0.4725
PADI1	-0.2385
UBB	0.4538
PON3	2.84816666666667
PROP1	0.964
ANKRD13B	-0.0665
ADCK1	0.07425
TCF25	-0.09275
SLC38A5	-3.325
CXorf26	0.108333333333333
C19orf39	0.5715
PPP1R13B	1.6315
ARL2	-0.164
TCL6	0.304333333333333
TOP3A	0.0125
SLC16A14	1.71925
FXYD6	0.151333333333333
HIST1H4E	-0.0765
BBC3	0.173210526315789
UNC5A	0.7015
FAM86C	0.1942
PI4KB	0.591
B3GAT1	-4.68075
SUSD2	1.41133333333333
OAZ2	-0.5065
NOC4L	-0.53175
C10orf12	-0.08325
FADS1	-0.814333333333333
LOC144097	-0.11725
DKK2	2.33716666666667
KIAA1949	-0.87825
RHOT1	-0.1097
OXT	0.955833333333333
GPR153	0.63375
ARL4A	-0.5605
SAAL1	-1.1535
CCDC64	0.1725
USE1	-0.372
HNMT	-0.0616666666666667
PCGF3	-0.1484375
CYP2C19	0.76275
C20orf4	0.569
CCDC11	2.13425
ACSBG2	-0.077
RWDD2A	1.5175
PALLD	0.784
CPLX4	0.6775
LOC492311	0.9905
KPNA2	-1.69116666666667
MACROD1	0.0721
TMCO3	-0.024
C15orf52	-0.165333333333333
BIRC5	-0.947866666666667
PRR16	1.98033333333333
FAM63B	0.191625
KATNB1	-1.03116666666667
WNT8B	-0.463
CPLX3	0.1775
