Hybridization REF	TCGA-AR-A0TT-01A-31R-A084-07
ZFP106	-0.16075
ZNF347	0.1721
GTF2E1	0.11825
RY1	-0.170333333333333
ATAD2B	0.212625
ARHGAP17	-0.0955
KCNIP3	-1.4815
SFPQ	0.458875
GFRA4	0.436166666666667
AKR1B10	-4.052
TIGD6	0.449666666666667
RGS16	3.661875
URB1	-0.54
OR4C46	0.1945
TOP3B	-0.791
NFATC4	0.1385
CA14	-4.42675
BMPR1A	-0.408833333333333
SNRP70	-0.58475
PRL	-0.0496666666666667
C6orf130	-0.8845
STAG2	-0.3615
CD55	-0.539714285714286
RPS23	-0.132666666666667
SSX2	-0.0818333333333333
FDPSL2A	0.00775
FBXO27	-0.861625
SYNGR3	0.384
TMSL3	1.9095
EML1	-0.414
NUP93	-0.636916666666667
SMAD3	-0.4011
KIAA1189	0.7225
HNRPUL2	0.243166666666667
TBC1D12	0.750166666666667
C16orf24	0.384
MRVI1	1.58283333333333
ZNF581	-0.397833333333333
ELOVL3	-0.4375
OR51Q1	-0.3235
CACNB3	0.2645
GALNT13	-0.60125
C10orf84	0.6306875
NEDD4	-0.1996
SPO11	-0.036
OR5AU1	0.312
NEK4	0.3245
PRKAR2A	-0.576666666666667
IHPK1	-0.501666666666667
ATP6V0B	0.732
CACNA1E	0.8465
CEACAM8	-0.0711666666666667
PEX14	0.0435
FLJ12993	2.7135
ZBTB38	0.256666666666667
PCTK2	0.385833333333333
LRRC16	0.8222
FBLIM1	0.0195
FYCO1	0.20125
RP5-1022P6.2	0.258333333333333
CMTM1	0.773833333333333
PLTP	1.43733333333333
RAPH1	0.314
DOCK8	2.821
EZH2	-1.31533333333333
SLC25A1	-0.995166666666667
PLEKHB1	-0.3671
GRB7	0.4816
ZFP37	-0.85175
MRPL33	-0.4175
PELO	-0.826
ARMC1	0.200909090909091
C9orf27	0.2985
FLJ25778	0.092
C9orf37	-1.0165
TMEM66	0.7085
SPRN	0.45625
HBEGF	0.065875
PI4KA	-0.8245
LEPRE1	-0.888
POU2AF1	1.68525
MRPL12	-0.621666666666667
REP15	0.0655
ZC3H3	0.0845
RASAL1	-1.7905
DDAH1	0.67075
ACBD5	0.8675
TMC2	-0.101
CCDC137	-0.32575
SAMD13	-0.265666666666667
UGT2B15	-2.04866666666667
TIPARP	0.0385
DNASE1L3	1.212
TRIM72	0.0305
DBX2	0.05725
IPO8	0.17375
C21orf88	1.0033
MAP3K14	0.8315
LOC51233	0.310166666666667
GGTLA4	-0.04775
PDE6D	0.071
ZNF117	-0.147
CLK2	0.068
NKRF	-1.17825
TNFSF15	0.6332
DUSP2	0.56325
SECISBP2	0.2204
GABRR2	0.6635
PPAP2C	1.6255
LOC51145	0.150833333333333
PAG1	1.352125
PIK3C3	-0.317
GNG10	0.0685
APOL4	1.39266666666667
ANKRD28	-0.888625
STMN3	-1.5371
RAB14	0.7288
CDK2AP2	-0.22675
HDDC3	0.054625
COMMD7	0.72825
CXXC1	-0.104
HMCN1	-0.227833333333333
CD40	2.0905
DYNC1LI2	0.279875
GDI1	-0.20475
LOC646938	0.06575
VSNL1	-3.53633333333333
PIH1D1	-0.250666666666667
RAET1G	-0.1985
KRTAP5-9	-0.221
EFTUD2	-0.2825
ZNF311	-1.27383333333333
ATP6V1G3	0.1225
OR2W3	-0.34775
SCN4A	0.15675
MED10	-0.540375
FAM135A	-0.1655
ARHGAP4	0.6505
EHMT2	-0.41325
UFD1L	-0.76475
ERMP1	1.0475
MAG1	-1.53166666666667
THAP8	0.430333333333333
HACE1	2.68733333333333
FAM82C	0.779333333333333
C3orf20	-0.298
UNC84A	-0.329
SCD5	-0.0561428571428571
LASS6	2.0595
LSG1	0.246583333333333
MAL	-3.22925
GPR22	-0.12
WDR5B	0.618
ACTRT1	0.1505
C17orf60	1.5235
GRIN2C	0.8398
ARMC8	-0.498333333333333
SLC47A1	-0.640166666666667
DMPK	-0.4075
DHRS13	0.6805
SMC1A	0.287166666666667
KRTAP17-1	0.0115
SMYD5	-0.43075
TUSC2	0.11625
CRHR2	0.00949999999999999
KIR3DL2	1.209
CCDC104	-0.187
ATP2C1	0.407125
CROT	-0.58275
PABPC3	0.342166666666667
EGR1	-1.30633333333333
THSD1	1.3475
KHK	-1.248
SLC12A2	0.803875
CD58	-0.143
STOX2	-1.7215
CCDC76	-0.362
CCDC48	3.34975
DNAH1	0.632
ZIC4	-0.312125
OR1G1	0.1025
PSMC6	-0.4495
PROKR1	0.319
ABCB1	-0.398875
TRAT1	1.831
LLGL1	0.151
MTF1	0.965
USP54	-0.26675
PAGE2B	-2.254
ITGB7	-2.71225
CCDC81	0.0205
LOC149837	0.5035
SCUBE1	0.1485
ZSCAN10	0.7775
HUWE1	0.614928571428571
CDH17	0.5315
CD180	1.8255
IL17A	0.05425
TMPO	-0.584625
KIAA1524	-0.939833333333333
HDGFRP3	0.169166666666667
OXCT1	-0.248636363636364
RRAS2	-1.41383333333333
LTBP2	2.76325
SV2B	1.96116666666667
CYP2A6	0.479875
PKD1L2	-0.999666666666667
PPM1M	0.909
FLJ22662	3.0085
ZNF502	0.29425
GP6	-0.327
CRYBA2	-1.0905
LEF1	-1.1295
CTPS	-1.03385714285714
EYA1	-2.852
EPS8L1	-0.76575
MAPK14	-0.47775
SERPINB2	-4.801125
GTF2F2	0.176833333333333
ZNHIT4	-0.3325
PLA1A	1.529
C20orf114	-0.14025
HPR	-3.565
C18orf2	-2.49466666666667
SATB2	-0.643
KCNJ9	-0.144875
MGC157906	0.2005
MOCS3	0.41225
C17orf71	-0.134666666666667
PPHLN1	-0.1803
HIST1H2BN	-1.162125
RAPGEF1	0.0615
MAP3K8	2.564
DLG4	-0.1815
STC1	0.311833333333333
CDGAP	1.59775
DDX26B	-0.44025
LOC150223	-1.142
CPSF3	-0.9785
TMEM14A	-0.06975
MYH3	-1.59175
GPKOW	0.40825
SULT1A1	1.58316666666667
SPON1	3.3769
YY1AP1	0.481333333333333
RAB23	-0.27075
PLA2G4A	-3.009
MAPRE3	-0.09625
ZNF516	1.00007142857143
GGPS1	1.0685
EXOC3L2	-0.09425
C19orf42	-0.3051
MAP2K2	-0.21
HIST1H2BB	-1.45725
RNF19B	1.5515
C6orf128	-0.288333333333333
TLR8	4.039
PCDHA9	-0.103
CARS2	0.587875
CLUL1	0.403666666666667
RHAG	-3.902
UNK	-0.1495
EXOC8	0.0356
C9orf95	0.25225
C14orf143	0.0173333333333333
MAML3	-0.19
LDHA	-1.9385
MRPL20	0.496375
KLHDC6	0.176166666666667
ATP5S	-0.0706666666666667
C8orf55	-0.358
PHF19	-2.0885
KRTAP13-4	0.433
TTC5	-0.14575
XKR5	-0.2975
SILV	-3.89633333333333
TEX28	-0.4985
TCTN1	0.978
CX40.1	-0.0535
PPP2R5C	0.112375
C12orf30	-0.939666666666667
CAPG	2.714
MPZL1	0.2053
ARSB	-0.5775
TDH	-1.1545
WASF4	0.45025
TSSK3	-0.657
7A5	-0.323
CRISPLD1	-1.315625
MAD1L1	-0.336333333333333
SPIN4	-0.624
AMPD1	2.44
DPYSL5	-0.489
INPP1	-0.148166666666667
ANKRD11	-0.0462222222222222
NPAS4	0.325125
GCET2	1.3138
RNASE9	0.4445
GUCY2D	0.18
CCDC98	0.2135
FGF4	-0.360625
CPM	0.328
SLC26A4	-2.5445
PLD5	0.5455
FAM59A	0.2114
FBXO5	-1.12633333333333
SIPA1L1	-0.1325
DPYS	0.65125
ATG4D	-0.2765
TGM3	0.26
MTCH1	-0.239
HK1	0.176642857142857
CDC26	0.11675
GALNT12	-1.19883333333333
LOC339229	-0.33575
MRPL35	-0.29525
ORC4L	0.342875
TNKS	-0.499785714285714
C2orf24	0.437166666666667
ZNF553	1.22733333333333
GGTLA1	2.6934
ZNF497	0.268
CDY1B	-0.09125
SLC30A4	0.498125
TUB	-1.50525
ARHGEF18	0.1275
ARRB1	0.863
KCNK1	1.522375
EREG	-2.1829
SCAMP5	0.3995
RUNDC3B	0.268
ADAMTS20	0.282
IL17RB	-1.93125
FLJ20323	-0.591
MCAM	0.168625
POLR3E	-1.2865
AQR	0.0935
IPMK	0.76
CDCA7	-2.5
CAMP	0.9765
GRHL3	1.848
ADAMTSL2	1.38233333333333
CLMN	1.07866666666667
SSTR3	0.3915
MAGEA5	-1.094
OVOL2	3.80675
JMJD1B	-0.05075
RBL2	0.7889
PYGO2	1.08325
PPP1R10	0.162
CSE1L	-0.9415
LCA5	2.684
RDH16	1.63575
ASRGL1	-2.054875
TOM1	0.2735
PTX3	-6.18075
TTC15	0.2315
SCGB3A1	0.413166666666667
MRPL50	-0.8315
RCAN3	1.078375
SLC26A11	0.93825
STYX	-0.355333333333333
CINP	-0.61775
MARCH7	0.0445
PFKM	-0.955333333333333
SGMS1	0.574
RIOK3	-0.5562
C1orf110	0.1965
CES7	0.1855
LOC440248	-1.02525
PPP1R12C	0.16125
C10orf27	0.4925
ATG9A	-0.68575
MRPS26	0.63875
TMEM40	0.11
ELP3	-0.8071
ZNF787	0.6051
HIAT1	0.22775
C8orf34	0.263166666666667
MGC4655	0.3583
PELI1	0.2855
PPT1	0.575
SLC35C2	-0.0885
C6orf125	-1.661
MUC4	-1.32683333333333
RFC4	-2.05214285714286
GNB2	0.115666666666667
NUP50	0.682857142857143
SULT4A1	0.375666666666667
C7	1.690875
CCDC130	-0.0938333333333333
ARRDC4	1.661
RQCD1	0.0195
GLYCTK	-0.9285
AYTL2	-0.474818181818182
MTUS1	-0.1192
LEMD3	0.0465
PLEKHF2	1.713
HOXA7	-0.12675
GTF3C2	-0.9875
DYNLRB2	2.927
CNOT10	-0.69325
MR1	0.888666666666667
FFAR1	-0.02625
PRIC285	0.3255
SLITRK6	-0.89825
LIX1	-1.4553
UBE1L2	-0.18825
F8	-0.081
ACHE	0.386333333333333
KPNA5	1.9795
TNFRSF12A	-1.60133333333333
EGR3	-1.189
SERPIND1	-3.23916666666667
OASL	2.63725
IFRD1	-1.508875
WDFY1	0.648333333333333
ZNF267	1.0965
ACCN5	-0.9355
ZBTB6	0.203
PPP1R3A	0.376
PRRT3	0.94525
FBXL19	0.0495
TXNIP	0.743142857142857
ACTN2	-0.92975
ATG9B	-0.11225
C9orf117	0.06725
IL27	-2.228
RPL36AL	-0.216666666666667
KLK15	-0.2
CHAD	0.826
RAP2B	0.4805
HEBP2	1.303
ZNF342	0.469
CAMK2G	0.306833333333333
TLR3	1.33075
FGF14	0.868
HMGB2	0.12175
TRPM5	-0.0815
OR5M11	-0.0925
KIF3B	0.0551578947368421
PRICKLE2	-0.1365
MTMR9	-0.345125
C3orf27	0.093
GLRA3	-1.66166666666667
NSDHL	-0.621
TMEM32	-0.49675
POLR2D	-0.54275
MYADML	0.1555
C9orf114	-0.20275
MRGPRX1	0.4255
TOPORS	0.58975
CLDN19	-1.266
C1QL4	0.0995
RNF165	0.601
DHRS9	2.0845
DNAH2	-0.412833333333333
FXR1	-0.897833333333333
ZMYM3	-0.91775
CASP3	0.227
FAM120C	-0.113375
SCLY	-0.94925
CA7	0.1275
ENTPD5	-0.3705
ZNF461	0.168875
PDIA5	-0.5545
C1orf19	0.14
TMEM67	0.157
KCTD20	-0.6725
WDR47	0.237
FLJ38723	-0.069
KLRF1	1.00883333333333
TAS2R16	0.2975
CLDN12	-0.11375
PRKCE	0.21375
UBXD4	-0.55125
ITGAM	3.33383333333333
GLT8D3	0.095125
WDR31	0.3118
RGS2	-0.20175
OR51L1	0.12
MST1R	-0.86525
KIAA1737	0.776
OR4A5	0.5635
GLIS1	-1.782
PTMA	0.5155
NAPA	1.06575
PRDM11	-0.08
LIPF	-0.4755
DIRAS3	1.311
ASGR2	-3.755375
C1QTNF4	0.06325
PIK3R4	-0.102833333333333
ARMC3	1.413
NDUFV3	-0.805166666666667
BTBD3	-0.209
PPP1R2	0.4035
UBE2NL	-0.2015
FOSL2	0.324142857142857
FAM119A	-0.566666666666667
TUBA4A	-0.1502
KRTAP12-1	0.083
SFRS2	-0.2835
RHPN1	-0.7345
EEF2	0.344666666666667
ZDHHC11	-0.998333333333333
EPHA3	-0.5865
RBM12	-0.09675
H2AFJ	0.00283333333333333
EDIL3	3.6175
KIF26A	-1.88225
SERGEF	-0.5955
B3GALT4	2.441
LOC90925	3.86083333333333
OSCAR	0.98025
NPFF	-0.431875
DEDD	1.0105
TMEM155	-0.064125
PTPN1	0.7515
SCYL2	0.469666666666667
SKAP1	2.98075
LEAP2	-2.75616666666667
GADD45G	2.2255
IFITM3	0.598625
PILRB	-0.445666666666667
SLU7	0.1603125
DSC3	-0.53975
DNMT3L	-0.9105
PAPD5	0.258125
B3GNT3	-1.44366666666667
LHCGR	0.3375
MSL-1	-0.34475
UBE2S	-0.979625
SAP130	-0.416
ANAPC11	0.00025
MAGED4B	-1.22
ATP6V1B2	0.572
C14orf179	0.356875
CAPZA1	0.6155
CDYL2	0.869166666666667
GLRX3	0.769166666666667
LOC136288	-0.175
MOBKL1A	0.287
HTR2B	2.056
CRYGD	-0.0761666666666667
NUS1	1.7095
PGRMC1	-0.7015
MYOM2	-0.22275
FLJ39653	-0.0711666666666667
CHM	-0.3416
OR5M8	0.3015
ZNF619	-0.0675
FAM105A	1.562
CCNL1	-0.68825
NAP1L3	-0.2685
C10orf57	2.4795
B3GALNT1	1.15166666666667
CSN1S2A	-0.399
TCP10L	-0.98375
GDAP2	0.737625
DMKN	-0.999166666666667
COX6B1	-0.024
DNASE2	0.908666666666667
MSH5	-2.047
LGMN	0.38725
USP31	-0.351
OR13C8	0.392
SDCBP	0.801
NUDT11	-1.51316666666667
PYGL	-1.30083333333333
SNPH	-1.1715
B3GNT4	-0.7985
MIZF	-0.4651
NUBPL	0.885625
NOD1	0.461833333333333
CDH22	-0.220875
NUBP1	0.303166666666667
DSCAM	-3.29
DGKI	0.523
FAM136A	-0.55675
AKAP1	-0.182166666666667
SLC16A6	-0.27625
RIN3	0.97525
PSG2	-0.08925
DIP2B	0.129166666666667
PSORS1C1	-0.6605
KIAA0495	-0.35
FLJ90709	-0.482166666666667
LPA	-0.156166666666667
PIGA	0.078
LY75	3.5675
UTS2	-4.67266666666667
RREB1	0.188125
GALNACT-2	0.8328
MGC3196	-0.64575
FLJ31568	-0.30225
LPHN1	-1.127125
SP1	0.304125
TOX4	0.107166666666667
HSPA9	-0.3187
APOBEC1	0.056
SLC35E4	-0.7515
LSM5	-1.069
SURF1	0.65725
ZBTB1	0.708583333333333
GTF2F1	-0.33875
RPS15A	-0.463142857142857
DUSP21	-0.6335
GINS4	-3.08083333333333
MYO15A	-0.3325
GIMAP7	3.89025
MGC13379	0.7185
ATP6V1E2	-1.7125
UTP3	0.1025
HNRPA3	-0.2276875
MT4	-0.027
C14orf155	0.00575
U1SNRNPBP	0.31725
CKLF	-0.165666666666667
PLEKHN1	-1.39833333333333
MBNL1	0.477333333333333
NUP160	-0.64075
ACSM2A	-1.348
LOC129881	-0.82125
KIAA1529	-0.67925
FLJ22639	-1.65925
HAND1	-1.4005
GSX1	0.2835
FGA	-3.85375
SERPINB1	0.10975
ZNF642	0.8645
IGFBP1	-8.016625
SLC1A1	-0.722125
DHX57	-0.426875
ZNF766	0.9435
PTPN21	-0.6091
GDPD3	-1.1465
PNPLA5	-0.1955
TBR1	0.305
FAM116A	0.2555
IQGAP1	1.7965
FOS	-0.044
ZNF226	0.309
FIGNL1	-0.492833333333333
C14orf1	-0.283166666666667
ZMYND17	-0.021
PUS7	-0.974166666666667
TUBB6	-0.946375
KCNQ2	-1.45475
MARCH6	-0.15675
CCDC33	0.411
PRODH	-1.9195
RBM11	-1.0685
EPHA6	0.361625
SLC43A1	-0.57175
LOC196541	-0.035875
NTN1	-0.14675
ING4	0.3375
PCDHB10	-0.56375
DPH2	0.0911666666666667
SPACA4	-0.06225
FBXL21	-3.893
DIAPH1	-0.0308333333333333
ZNF71	1.0095
CEP76	-0.6685
CORO1A	1.198
RRM2	-1.669875
EDG4	0.33725
OS9	0.311333333333333
SLC4A1AP	-0.09625
COG5	-0.624
COPS8	-0.075
NGLY1	-0.68125
NCBP2	-0.63
C17orf42	0.943833333333333
GPSM3	1.135125
SIL1	0.561666666666667
ASB6	-0.279
SMAD5OS	-0.3415
UNC93A	-2.5755
A1BG	0.0275
C21orf62	0.38575
FMO5	-1.98716666666667
ATRIP	-0.287166666666667
CEBPG	-0.0438333333333333
C7orf38	0.1555
TNFRSF1B	1.85633333333333
CLEC1A	1.56166666666667
IQSEC1	0.691625
PATZ1	0.6075
RBM22	0.380125
BAG2	-2.33183333333333
PAQR5	-2.5895
C9orf127	1.9551
THNSL1	-0.64225
SHROOM3	2.6651
JAM2	0.71375
SNRPN	-0.979
ALX4	0.09
CACNA1S	-0.042
FAM130A1	1.05025
CORIN	1.3975
CD300LB	0.655
PLEKHG6	0.833
LRRC40	-0.82075
PCLKC	-1.1725
PCDHB16	-0.465333333333333
WNT2B	0.232
ASNS	-2.23944444444444
MRPL49	0.103875
FLJ46111	-0.4725
ISG20	1.003375
SMU1	-0.00733333333333334
CASZ1	0.3545
POLR1D	-0.246583333333333
GIN1	-0.35475
SNAG1	0.423166666666667
ANKRD29	-1.48075
CDKN2AIP	-0.6095
KRR1	0.35675
CXCL1	-3.8555
EPM2A	0.2594
PC	-0.721333333333333
DEFB127	-1.6895
PDZRN4	1.11
FAH	1.75375
OR51E1	1.7685
CDC2L6	1.721
DNTTIP1	-0.32125
PAX8	0.306
TMEM116	-0.94825
C1orf150	-0.189
PRO2012	0.34
MRPL40	-1.076
BEX1	-3.8178
SLC2A4	-1.03316666666667
PKMYT1	-1.43375
FEZF2	-0.244333333333333
SLC26A9	-0.398
MAP2	-0.194916666666667
LYL1	-0.38
SLC25A19	-0.1535
NOS3	0.255
ZNF34	0.475333333333333
TMPRSS11F	-0.33175
FAM43A	-0.4335
FCRL4	1.7025
KLF14	-0.0535
FLRT2	-0.462166666666667
WRN	-1.8395
SDF2	1.0367
KRT8P12	-0.324
C6orf195	0.0265
C9orf125	-2.1925
DZIP3	-0.072125
RIT1	0.0551666666666667
SCML1	1.04316666666667
RHBDF2	0.539875
OR2G3	0.489
REXO1L1	0.179
MAP3K7IP3	0.463625
C3orf57	-3.96625
FBXW11	-0.244666666666667
ETAA1	-0.49975
C14orf131	-0.6618
AKT1S1	-0.1425
SLC12A5	-0.93725
C9orf164	1.4405
NRIP3	-0.543625
NOS1AP	-0.76875
TMEM121	-1.2775
SAP30BP	-0.1202
DGCR6	0.2215
WDR76	-1.18275
FAM82B	-0.0850833333333334
LOC606495	-0.1695
MAP9	1.76808333333333
BCDIN3D	0.58225
CXorf36	2.41533333333333
DSCR3	-0.5038
ZFAND3	0.332625
C7orf43	0.693833333333333
SPSB3	0.4243
C19orf19	0.168
FAM133A	-2.361625
C12orf25	-0.00724999999999999
SLC39A3	-0.674
DISP2	0.71
PI4KAP2	-1.904
MKRN3	-1.80033333333333
ADAMTS13	-0.33725
CBLN3	0.126
TTYH1	-1.37883333333333
C3orf18	-0.3845
FLJ13236	-0.95325
ZMYND12	2.10875
C18orf25	0.09375
GLB1L3	-0.645
ATP13A5	-0.054
RANBP10	0.38275
CD96	1.1332
DENND1C	1.8465
RBMS3	0.3665
SLC41A3	0.230166666666667
DGCR6L	0.17225
TMEM128	0.507833333333333
CSNK1G3	-0.301428571428571
MOBKL2C	1.199375
TSPAN6	-2.719375
MATN2	-1.2812
MSL2L1	0.0213333333333333
ST6GALNAC2	-0.682833333333333
FGFBP2	0.352
FGL1	-6.67316666666667
MPP3	0.540333333333333
ARHGEF6	1.09183333333333
TGFBR2	0.88625
ACMSD	-0.8255
IL33	2.161
C9orf5	-0.328333333333333
DEAF1	-0.3935
AMN	0.149
DEFA6	-0.192
RNF212	-0.85925
METT5D1	-0.465166666666667
CIB1	2.2522
TSSK1B	-0.05775
KIAA1727	0.26475
ZNF680	-0.0884166666666667
LOC399900	-1.149
LOC152217	-0.4025
CTNNAL1	-3.3975
CIT	-2.05241666666667
TLE6	-0.588
ZNF607	-0.69625
HERC4	-0.591166666666667
DRAP1	-0.2264
PEMT	-0.46
C10orf111	-0.035
ZNF575	0.926375
KCTD7	0.0555
MYO1F	1.7785
LOC285382	-0.34775
RAB11A	0.6275
PLCD3	-1.114
C15orf28	0.139
PTBP2	-1.105375
CTB-1048E9.5	-0.446625
C19orf60	0.130166666666667
C7orf25	0.495333333333333
SETD7	0.426125
HOXB9	-4.381
VANGL1	-0.7319375
CHAF1B	-2.59825
NDUFA3	0.0625
KIAA1328	-0.3025
SHARPIN	-0.121125
TTC23	-0.805
UGP2	0.20125
ANKIB1	0.5836
CIRBP	0.517142857142857
SEC14L4	-3.05383333333333
OVCH1	-0.144333333333333
VPS52	-0.17275
FAT	-1.57125
M6PRBP1	-0.41425
GPRIN3	1.253
PPM1F	-0.692666666666667
TSR1	-0.4155
CCDC85A	0.95825
PCSK5	0.978
ZFHX3	1.1325
HEMK1	-0.2969
PGBD2	-0.0755
RSRC2	0.190333333333333
AURKC	-1.055
SCRIB	-0.551875
ORM2	-4.529
FAM115A	0.0406
FZD6	0.482375
UNC119	0.619666666666667
GPX3	-0.1694
NOV	0.5155
CABC1	-0.04175
CDC42SE2	1.018875
EIF2S2	-0.46
RNF130	1.089375
CKAP5	-0.858666666666667
RP11-413M3.2	0.215375
C10orf18	0.1709
TMEM93	-0.15475
DYX1C1	2.8345
KCNMB2	-1.729625
ANK3	1.50808333333333
KRT5	-2.9449
CDH12	-0.965375
QRSL1	1.648625
JUB	-1.7175
SHC4	-2.2625
CCL15	1.0545
CCDC22	0.2915
SNX24	-0.12275
RARS	-0.57
MORC2	0.203125
FAM48A	0.32075
MT1H	-0.786
PPP1R14C	-3.39166666666667
FOXD1	-1.80814285714286
C1orf213	-1.9305
AMT	-1.787
DSN1	-1.21675
PTPLAD2	2.19875
DIS3L	0.44875
RASL11A	1.5825
GPRC5B	0.092125
FRMD7	0.195
STRN4	0.265
KITLG	1.89895454545455
HDGF	-0.54675
OR1S1	-0.0985
SETX	0.4285
DDR2	-0.494
KCTD12	2.369
LYZL2	0.13925
WDR52	0.159
TMEM2	0.932
ZNF579	0.696833333333334
LOC200810	-0.22775
TNFSF9	-1.767625
PPFIA4	-2.69875
CNIH3	-0.9785
MAP4K4	-1.23292857142857
ROD1	0.2355
ALS2CR12	-0.0615
DOCK3	-0.886833333333333
PAQR9	-3.3945
ASB17	0.0825
STX16	-0.3105
FEZ2	0.464
DLAT	-0.443833333333333
KIF21B	-0.227666666666667
CDC5L	-0.49025
TMEM119	1.7995
CRIP3	-1.42025
TPSD1	-0.580166666666667
TEPP	-0.06425
GNGT2	1.94075
C21orf121	-0.0995
WNK1	-0.26425
FLJ10490	0.6701
OR51B5	-2.2675
LOC203547	-0.67025
HAS1	0.3255
PPA1	0.733833333333333
ST7	-0.316125
C11orf46	0.1818
POPDC3	-3.58933333333333
ACOX2	0.235
ATCAY	-0.331666666666667
TM4SF19	-1.3375
MFSD9	-0.6665
PDHB	0.338
ERN1	-0.18925
LCE3C	0.2285
GPR111	0.6315
NOTCH3	1.25233333333333
ADAMTS5	3.0665
B3GALT1	-1.01825
UGCGL1	-0.045
FAM58A	0.11
FBXO32	0.8745
CLPP	-0.569
NXPH1	-0.90125
MTMR3	0.577333333333333
ATP1B3	-0.94425
TMEM16A	4.0785
HIST1H3F	-0.566
TRIM25	-0.11
SDCBP2	3.9025
CRKL	-0.654625
HOXB2	-0.296666666666667
ANP32B	-0.533
GATM	3.02
AP4E1	-0.039875
EDG5	0.359
CDKN3	-2.217
CDH4	-2.46725
PGD	-0.204333333333333
RND1	0.747
GAD1	-3.5132
MPG	0.06225
LOC440350	-0.3145
ZNF133	0.40075
SERPINB12	-0.4895
AMELY	0.000333333333333338
DHX36	-0.22875
TNFAIP8L2	3.48366666666667
PHTF2	0.314444444444444
CCDC112	-0.0495
IQCC	-0.85875
HEYL	2.82783333333333
FTSJ2	-0.448666666666667
APPL1	1.212875
RAB43	0.595
OR10G2	0.066
WAC	0.645166666666667
ADCY9	-0.720875
RUNDC2B	0.7045
PYCRL	-0.2895
AGPAT7	-0.143166666666667
SLC22A9	-0.727
CDKAL1	-0.5285
PDYN	-0.332333333333333
C20orf74	-0.417
MTMR11	-0.47
VAV3	3.29041666666667
DAPL1	-0.5065
STXBP3	0.1455
EIF3G	-0.55025
ARHGAP22	-0.82825
NPFFR1	0.161
NPC1	-0.0785
ALDH9A1	0.365
ZNF600	0.442375
ZNF678	0.105333333333333
RASSF1	0.0864166666666667
ADD2	-1.95425
PITPNB	0.230625
PKD2L2	0.0125
LRP11	-0.125
CDKL1	-0.08925
SMEK2	0.455
PRODH2	-3.24383333333333
C11orf54	0.0581666666666667
SFRS11	-0.386166666666667
IL7	1.3515
ALS2CR16	0.28275
BTG3	-2.19383333333333
PAK2	0.124388888888889
RP11-679B17.1	0.364
GATA4	-0.279666666666667
ATP2B1	0.4735
LOC130940	0.1765
C1orf172	2.31366666666667
ATF7IP2	1.074
SLC25A43	-0.257666666666667
CENTG3	0.347833333333333
IGF2BP1	-3.7592
FCHSD1	0.298
CAMK2N2	0.7915
ELAVL3	0.0332
NBPF15	-0.190333333333333
UBE2J2	0.146
GNL2	-0.67125
PRR3	-0.4353
NLF2	0.61325
OR4F6	0.2335
KLHL24	0.864
CCDC88A	-0.6801
SGPP1	-0.278
C10orf11	0.932166666666667
SLC35B4	-0.940166666666667
UGT3A2	-0.188
ARNT2	0.4336
CBR1	-0.388625
ITPR3	-0.525833333333333
TRAPPC6B	-0.2742
AMZ1	1.917
ARP11	1.80325
WDSUB1	0.515
APBA1	0.0876666666666667
RAB2A	0.6698
C6orf162	-0.732875
HPSE2	0.24975
PLCE1	-1.16225
INSL3	1.161
DLG1	-0.2806
PTPLA	-3.41625
PIGX	-0.6265
TFIP11	0.246
FIBIN	2.771
POLR2G	-0.18125
GRAP2	-0.312
DNAJB8	0.06025
CNBP	-0.0756666666666667
WASF1	0.11225
INPP5E	-0.4481
HSPB1	0.33925
TMEM167	-0.481
CUBN	-0.05625
IGF1	3.1193125
ITPK1	0.5819
NAALAD2	-1.082125
G3BP1	-0.0782
NT5DC1	2.381125
CYP39A1	-0.983
TMEM139	-0.0315
POLK	-0.0895
GLULD1	-1.14
RBM15	-0.635333333333333
AMZ2	0.13775
GDF15	-2.9195
MESDC2	-0.16625
INCA	1.50333333333333
ACY1L2	-2.064
GZMM	1.08016666666667
PAIP1	0.65
CACNA2D1	-0.2165
STK32C	1.9795
SH3BP4	0.9245
DEC1	0.095
PADI1	0.143
UBB	0.3047
PON3	1.00583333333333
PROP1	0.3645
ANKRD13B	0.552
ADCK1	-0.35475
TCF25	0.7065
SLC38A5	-1.97075
CXorf26	-1.01133333333333
C19orf39	0.0945
PPP1R13B	0.201
ARL2	-0.401
TCL6	-0.0546666666666667
TOP3A	-0.696
SLC16A14	1.5395
FXYD6	1.19333333333333
HIST1H4E	-0.19975
BBC3	0.653947368421052
UNC5A	-0.146166666666667
FAM86C	-0.2509
PI4KB	0.683625
B3GAT1	-0.19375
SUSD2	2.12283333333333
OAZ2	-0.117833333333333
NOC4L	-0.36725
C10orf12	-0.39875
FADS1	-2.4645
LOC144097	-0.58225
DKK2	1.7825
KIAA1949	0.83375
RHOT1	-0.1002
OXT	0.834833333333333
GPR153	0.76075
ARL4A	-1.7225
SAAL1	-1.8215
CCDC64	0.0245
USE1	0.0613333333333333
HNMT	0.684
PCGF3	0.6431875
CYP2C19	-0.04425
C20orf4	0.3995
CCDC11	0.6365
ACSBG2	0.268
RWDD2A	0.50725
PALLD	2.524125
CPLX4	-0.1795
LOC492311	1.04
KPNA2	-1.34066666666667
MACROD1	-0.0385
TMCO3	0.263833333333333
C15orf52	0.789333333333333
BIRC5	-1.35453333333333
