Hybridization REF	TCGA-A2-A0CX-01A-21R-A00Z-07
ZNF434	0.858666666666667
SMARCD1	-0.457166666666667
ZFP106	-0.84675
ZNF347	-0.1353
GTF2E1	0.52925
RY1	-0.0988333333333333
ATAD2B	1.184375
ARHGAP17	0.5851
KCNIP3	-1.5345
SFPQ	0.576375
GFRA4	-0.434166666666667
AKR1B10	1.074625
TIGD6	0.531833333333333
RGS16	3.206625
URB1	0.293
OR4C46	0.482833333333333
TOP3B	-0.85725
NFATC4	0.0545
CA14	-4.25775
BMPR1A	0.5275
SNRP70	-1.198375
PRL	0.0608333333333333
C6orf130	-0.35475
STAG2	-0.01375
CD55	0.322285714285714
RPS23	-0.0961666666666667
SSX2	-0.1975
FDPSL2A	0.17325
FBXO27	0.64525
SYNGR3	-0.7335
TMSL3	1.71
EML1	-1.1035
NUP93	-0.172416666666667
SMAD3	-1.2667
KIAA1189	0.438833333333333
HNRPUL2	0.129833333333333
TBC1D12	0.458166666666667
C16orf24	1.0445
MRVI1	1.63133333333333
ZNF581	-0.930833333333333
ELOVL3	-0.4565
OR51Q1	0.896666666666667
CACNB3	1.06183333333333
GALNT13	-0.3245
C10orf84	0.46175
NEDD4	-0.00419999999999999
SPO11	1.5295
OR5AU1	-0.512
NEK4	-0.181642857142857
PRKAR2A	-0.337666666666667
IHPK1	-0.8315
ATP6V0B	-0.692375
CACNA1E	-0.546
CEACAM8	-0.213
PEX14	-0.3735
FLJ12993	2.5145
ZBTB38	-0.144833333333333
PCTK2	0.921166666666667
LRRC16	0.8881
FBLIM1	0.2365
FYCO1	0.359
RP5-1022P6.2	0.439083333333333
CMTM1	0.0701666666666667
PLTP	0.611166666666667
RAPH1	0.56575
DOCK8	0.913
EZH2	-1.52973333333333
SLC25A1	0.1465
PLEKHB1	-0.531444444444444
GRB7	3.8559
ZFP37	0.0595
MRPL33	0.4925
PELO	-0.112
ARMC1	1.18045454545455
C9orf27	0.19675
FLJ25778	0.574
C9orf37	-1.54583333333333
TMEM66	0.393
SPRN	0.25325
HBEGF	0.826125
PI4KA	-0.9545
LEPRE1	0.09625
POU2AF1	-2.773625
MRPL12	0.195833333333333
REP15	-0.101
ZC3H3	-0.17075
RASAL1	0.498
DDAH1	0.2635
ACBD5	-0.140625
TMC2	0.2685
CCDC137	1.17525
SAMD13	1.23066666666667
UGT2B15	-2.16766666666667
TIPARP	0.5705
DNASE1L3	-0.6345
TRIM72	-0.569833333333333
DBX2	-0.3335
IPO8	0.327
C21orf88	-0.347
MAP3K14	-0.01075
LOC51233	0.0946666666666667
GGTLA4	2.684
PDE6D	-0.8785
ZNF117	-0.56375
CLK2	-0.67375
NKRF	0.1585
TNFSF15	-0.3041
DUSP2	0.24925
SECISBP2	-0.0983
GABRR2	0.0585
PPAP2C	1.92375
LOC51145	0.269666666666667
PAG1	-0.407875
PIK3C3	0.20175
GNG10	-0.387
APOL4	1.6172
ANKRD28	-0.062625
STMN3	-1.9598
RAB14	0.9265
CDK2AP2	-0.6825
HDDC3	-0.355
COMMD7	-0.22525
CXXC1	-1.09625
HMCN1	0.6154
CD40	0.695
DYNC1LI2	0.3786875
GDI1	-0.131
LOC646938	-0.06025
VSNL1	1.5645
PIH1D1	-0.983333333333333
RAET1G	-0.1755
KRTAP5-9	0.1215
EFTUD2	-0.1705
ZNF311	-1.191
ATP6V1G3	0.39625
OR2W3	0.3015
SCN4A	0.191
MED10	-0.468625
FAM135A	-0.9027
ARHGAP4	-1.22875
EHMT2	-0.681375
UFD1L	-0.15575
ERMP1	0.3085
MAG1	-1.28266666666667
THAP8	-0.194166666666667
HACE1	-1.11283333333333
FAM82C	0.4265
C3orf20	0.766
UNC84A	-1.17866666666667
SCD5	0.101857142857143
LASS6	1.8185
LSG1	1.30083333333333
MAL	-0.7015
GPR22	0.0345
WDR5B	0.5295
ACTRT1	0.8515
C17orf60	0.358
GRIN2C	-0.454
ARMC8	-0.05675
SLC47A1	-1.80416666666667
DMPK	-0.32575
DHRS13	0.268833333333333
SMC1A	-0.041
KRTAP17-1	0.155
SMYD5	-0.48325
TUSC2	0.38125
CRHR2	0.7575
KIR3DL2	-0.2765
CCDC104	-0.23025
ATP2C1	1.24275
CROT	0.63525
PABPC3	1.64383333333333
EGR1	-0.961333333333333
THSD1	-0.48975
KHK	-2.224
SLC12A2	1.1423125
CD58	-0.9135
STOX2	-1.32566666666667
CCDC76	-1.1934
CCDC48	4.627
DNAH1	-0.3222
ZIC4	0.207142857142857
OR1G1	0.0705
PSMC6	-0.517833333333333
PROKR1	0.1805
ABCB1	-1.084625
TRAT1	-0.911
LLGL1	-0.0065
MTF1	2.75925
USP54	-0.236
PAGE2B	-2.945
ITGB7	-3.7445
CCDC81	-0.0325
LOC149837	-0.0765
SCUBE1	-0.2555
ZSCAN10	-0.826
HUWE1	0.311928571428571
CDH17	-1.666
CD180	0.81925
IL17A	0.32675
TMPO	-0.760625
KIAA1524	-0.362833333333333
HDGFRP3	-0.706666666666667
OXCT1	-0.613636363636364
RRAS2	-0.8935
LTBP2	2.1866875
SV2B	-0.804333333333333
CYP2A6	-0.1775
PKD1L2	-0.651
PPM1M	-0.3605
FLJ22662	3.614
ZNF502	2.214
GP6	-0.828
CRYBA2	1.0845
LEF1	-2.1133
CTPS	-0.892714285714286
EYA1	-2.64733333333333
EPS8L1	0.17325
MAPK14	-0.580833333333333
SERPINB2	-3.207375
GTF2F2	-0.104
ZNHIT4	0.1
PLA1A	0.689375
C20orf114	1.931
HPR	-4.371
C18orf2	-1.34333333333333
SATB2	-2.6245
KCNJ9	0.156857142857143
MGC157906	0.276
MOCS3	0.22975
C17orf71	0.537833333333333
PPHLN1	0.4867
HIST1H2BN	0.1895
RAPGEF1	-0.135125
MAP3K8	-0.08375
DLG4	0.0285
STC1	1.19383333333333
CDGAP	0.862
DDX26B	-1.71325
LOC150223	-0.79275
CPSF3	-0.565666666666667
TMEM14A	0.5795
MYH3	-2.54975
GPKOW	-0.15175
SULT1A1	-0.938666666666667
SPON1	3.8323
YY1AP1	-0.0531666666666667
RAB23	0.47175
PLA2G4A	-4.00675
MAPRE3	-0.189
ZNF516	-1.52814285714286
GGPS1	1.2235
EXOC3L2	-0.510375
C19orf42	0.3522
MAP2K2	-0.810333333333333
HIST1H2BB	0.4865
RNF19B	0.816666666666667
C6orf128	-0.208
TLR8	2.61075
PCDHA9	0.3105
CARS2	-0.186375
CLUL1	-0.354833333333333
RHAG	-3.72083333333333
UNK	-0.443
EXOC8	0.6869
C9orf95	-0.0225
C14orf143	0.131166666666667
MAML3	-0.302
LDHA	-1.6835
MRPL20	0.298375
KLHDC6	0.5962
ATP5S	-0.251333333333333
C8orf55	-0.7435
PHF19	-1.9005
KRTAP13-4	0.387
TTC5	-0.88575
XKR5	0.61975
SILV	-4.275
TEX28	-0.6115
TCTN1	0.97325
CX40.1	0.1555
PPP2R5C	-0.164
C12orf30	-0.878
CAPG	1.5995
MPZL1	1.42205
ARSB	-1.26666666666667
TDH	-1.442
WASF4	1.1625
TSSK3	-0.772
7A5	0.34
CRISPLD1	0.017875
MAD1L1	-1.0305
SPIN4	-0.802166666666667
AMPD1	0.06725
DPYSL5	-0.6445
INPP1	-0.9235
ANKRD11	-0.493944444444445
NPAS4	-0.00449999999999999
GCET2	-0.1266
RNASE9	0.336
GUCY2D	0.3895
CCDC98	-0.64675
FGF4	0.261375
CPM	0.1775
SLC26A4	-1.1706
PLD5	0.56225
FAM59A	1.2364
FBXO5	-2.47444444444444
SIPA1L1	-0.02375
DPYS	0.599
ATG4D	-0.78325
TGM3	0.8755
MTCH1	-0.961875
HK1	-0.0890714285714286
CDC26	0.499
GALNT12	-3.03
LOC339229	0.21525
MRPL35	0.30875
ORC4L	-0.2055
TNKS	-0.000571428571428612
C2orf24	-0.446833333333333
ZNF553	0.471
GGTLA1	2.3547
ZNF497	-0.0995
CDY1B	0.7655
SLC30A4	0.871142857142857
TUB	-1.525125
ARHGEF18	-0.356
ARRB1	0.141
KCNK1	2.970375
EREG	-2.4176
SCAMP5	-0.83975
RUNDC3B	1.57775
ADAMTS20	0.598666666666667
IL17RB	-2.12525
FLJ20323	-0.93575
MCAM	0.72325
POLR3E	-0.623333333333333
AQR	1.18833333333333
IPMK	0.531
CDCA7	-3.445125
CAMP	5.4905
GRHL3	-0.19475
ADAMTSL2	1.201
CLMN	2.15233333333333
SSTR3	0.455
MAGEA5	-1.4505
OVOL2	3.6415
JMJD1B	-0.08025
RBL2	0.4605
PYGO2	0.941
PPP1R10	1.22083333333333
CSE1L	-0.555333333333333
LCA5	1.41275
RDH16	1.77975
ASRGL1	0.07225
TOM1	-0.105
PTX3	-6.77075
TTC15	0.57825
SCGB3A1	0.642333333333333
MRPL50	-0.3335
RCAN3	0.732375
SLC26A11	0.56
STYX	0.552166666666667
CINP	-0.0375
MARCH7	-0.41775
PFKM	-0.746166666666667
SGMS1	1.09883333333333
RIOK3	-0.0482
C1orf110	-0.46
CES7	0.2425
LOC440248	-2.475
PPP1R12C	-1.1565
C10orf27	0.263
ATG9A	-0.9125
MRPS26	0.867875
TMEM40	1.5485
ELP3	-0.4722
ZNF787	-0.5044
HIAT1	0.070125
C8orf34	0.8065
MGC4655	-0.1893
PELI1	0.943833333333333
PPT1	0.7308
SLC35C2	-0.364833333333333
C6orf125	-0.0445
MUC4	-0.4215
RFC4	-1.98528571428571
GNB2	-0.859166666666667
NUP50	0.5195
SULT4A1	-0.816
C7	0.168625
CCDC130	-0.172166666666667
ARRDC4	0.262
RQCD1	-1.035
GLYCTK	-0.5915
AYTL2	0.295727272727273
MTUS1	2.1023
LEMD3	0.217666666666667
PLEKHF2	1.47375
HOXA7	0.664625
GTF3C2	-1.6285
DYNLRB2	2.169
CNOT10	-0.12125
MR1	0.805833333333333
FFAR1	0.19775
PRIC285	-0.1155
SLITRK6	-0.3245
LIX1	-1.2835
UBE1L2	0.268583333333333
F8	-0.014625
ACHE	-0.465833333333333
KPNA5	-0.84225
TNFRSF12A	-1.66883333333333
EGR3	-1.4325
SERPIND1	-3.0435
OASL	2.59975
IFRD1	-1.681625
WDFY1	0.0955
ZNF267	0.534125
ACCN5	0.303
ZBTB6	-0.58175
PPP1R3A	0.3465
PRRT3	-0.142
FBXL19	-0.137
TXNIP	1.087
ACTN2	-0.9045
ATG9B	-0.183428571428571
C9orf117	0.348
IL27	0.076
RPL36AL	-0.108666666666667
KLK15	0.24725
CHAD	0.2615
RAP2B	-0.036
HEBP2	1.78825
ZNF342	0.2985
CAMK2G	0.276833333333333
TLR3	1.24825
FGF14	-0.02
HMGB2	-1.168
TRPM5	-0.0513333333333333
OR5M11	-0.05
KIF3B	1.37078947368421
PRICKLE2	0.4925
MTMR9	-0.429375
C3orf27	-0.04625
GLRA3	-1.17983333333333
NSDHL	0.437166666666667
TMEM32	-0.01025
POLR2D	0.0226666666666667
MYADML	0.224
C9orf114	-1.108
MRGPRX1	0.904
TOPORS	0.696
CLDN19	-0.29875
C1QL4	0.401
RNF165	-1.8895
DHRS9	-0.60825
DNAH2	-0.427
FXR1	-0.892666666666667
ZMYM3	-1.165125
CASP3	0.999
FAM120C	-0.27825
SCLY	-0.89075
CA7	0.524
ENTPD5	0.0305
ZNF461	-0.210625
PDIA5	1.34925
C1orf19	0.0705
TMEM67	0.62025
KCTD20	-0.4615
WDR47	0.3455
FLJ38723	1.6865
KLRF1	-0.1085
TAS2R16	1.1725
CLDN12	-0.18875
PRKCE	-0.5905
UBXD4	-0.51525
ITGAM	2.72766666666667
GLT8D3	0.21375
WDR31	-0.1896
RGS2	1.794
OR51L1	0.5125
MST1R	0.93175
KIAA1737	0.70975
OR4A5	0.482
GLIS1	-1.13883333333333
PTMA	0.625857142857143
NAPA	0.16825
PRDM11	-0.289
LIPF	null
DIRAS3	1.99075
ASGR2	-4.061125
C1QTNF4	0.339
PIK3R4	0.705
ARMC3	4.38725
NDUFV3	-0.342
BTBD3	-0.819833333333333
PPP1R2	1.48066666666667
UBE2NL	-0.25075
FOSL2	0.563428571428572
FAM119A	-1.20416666666667
TUBA4A	-0.4469
KRTAP12-1	-0.02775
SFRS2	-0.689
RHPN1	-0.6005
EEF2	-0.811
ZDHHC11	0.538
EPHA3	-0.7052
RBM12	0.15125
H2AFJ	1.17016666666667
EDIL3	3.716
KIF26A	-1.616
SERGEF	-1.17775
B3GALT4	2.31975
LOC90925	0.419
OSCAR	0.133
NPFF	-0.472875
DEDD	0.841375
TMEM155	0.10125
PTPN1	0.71175
SCYL2	0.990333333333333
SKAP1	0.985
LEAP2	-2.85466666666667
GADD45G	1.3616
IFITM3	1.03075
PILRB	-1.934
SLU7	-0.5858125
DSC3	0.283
DNMT3L	-0.86325
PAPD5	0.90525
B3GNT3	-1.99716666666667
LHCGR	0.2895
MSL-1	0.911
UBE2S	-2.08975
SAP130	0.125
ANAPC11	0.75625
MAGED4B	-1.628
ATP6V1B2	0.402833333333333
C14orf179	0.949125
CAPZA1	-0.568125
CDYL2	-0.0998333333333333
GLRX3	-1.14633333333333
LOC136288	-0.74375
MOBKL1A	-0.1005
HTR2B	2.17775
CRYGD	0.220166666666667
NUS1	-0.764
PGRMC1	0.392
MYOM2	-0.3685
FLJ39653	-2.2875
CHM	0.1552
OR5M8	-0.125
ZNF619	-0.6515
FAM105A	0.932
CCNL1	-1.112375
NAP1L3	-0.14525
C10orf57	1.66966666666667
B3GALNT1	1.08
CSN1S2A	-0.2895
TCP10L	-1.04175
GDAP2	0.243375
DMKN	-1.0675
COX6B1	0.80075
DNASE2	0.758166666666667
MSH5	-1.8925
LGMN	0.5475
USP31	-0.4753
OR13C8	1.3175
SDCBP	0.0268
NUDT11	-1.926
PYGL	-0.456666666666667
SNPH	1.81133333333333
B3GNT4	-0.3375
MIZF	-1.2265
NUBPL	-0.21475
NOD1	-0.470833333333333
CDH22	0.882
NUBP1	0.311666666666667
DSCAM	-3.301
DGKI	-0.52
FAM136A	-0.58275
AKAP1	1.96033333333333
SLC16A6	-1.27575
RIN3	0.25425
PSG2	-0.369
DIP2B	0.495083333333333
PSORS1C1	-0.9753
KIAA0495	-1.049
FLJ90709	-0.712333333333333
LPA	-0.109666666666667
PIGA	-0.442666666666667
LY75	1.60833333333333
UTS2	-5.14516666666667
RREB1	-0.3285
GALNACT-2	0.6674
MGC3196	-0.15425
FLJ31568	-0.134
LPHN1	-1.21625
SP1	0.7835
TOX4	-0.0586666666666667
HSPA9	-0.4443
APOBEC1	-0.0985
SLC35E4	-1.1185
LSM5	-0.7155
SURF1	0.62275
ZBTB1	-0.367916666666667
GTF2F1	-0.5115
RPS15A	0.838071428571429
DUSP21	-0.166
GINS4	-1.43216666666667
MYO15A	0.418666666666667
GIMAP7	4.1245
MGC13379	0.911
ATP6V1E2	0.0701666666666667
UTP3	-0.665
HNRPA3	-0.4375625
MT4	0.407
C14orf155	0.3905
U1SNRNPBP	0.9615
CKLF	-0.545833333333333
PLEKHN1	1.12666666666667
MBNL1	-0.09
NUP160	-1.47925
ACSM2A	-1.02075
LOC129881	-0.0515
KIAA1529	-1.422
FLJ22639	-1.56525
HAND1	-0.201
GSX1	0.3295
FGA	-3.45821428571429
SERPINB1	-0.18825
ZNF642	1.36525
IGFBP1	-7.775375
SLC1A1	3.69575
DHX57	0.192375
ZNF766	1.9525
PTPN21	-0.0697777777777778
GDPD3	0.506833333333333
PNPLA5	-0.141
TBR1	-0.270833333333333
FAM116A	-0.60325
IQGAP1	0.87975
FOS	0.345625
ZNF226	-0.1985
FIGNL1	-0.2375
C14orf1	0.282666666666667
ZMYND17	0.2715
PUS7	-0.661
TUBB6	-0.876875
KCNQ2	-1.49625
MARCH6	0.8865
CCDC33	-0.013
PRODH	-0.97125
RBM11	0.10425
EPHA6	0.9485
SLC43A1	-0.63525
LOC196541	0.413625
NTN1	0.315416666666667
ING4	0.472
PCDHB10	0.301
DPH2	-0.928666666666667
SPACA4	-0.03425
FBXL21	-3.6355
DIAPH1	-0.914166666666667
ZNF71	0.8845
CEP76	0.012
CORO1A	-0.901
RRM2	-1.1265
EDG4	1.074
OS9	0.682
SLC4A1AP	0.07975
COG5	-0.31225
COPS8	-0.445
NGLY1	0.3425
NCBP2	1.522125
C17orf42	0.621333333333333
GPSM3	-0.476375
SIL1	0.6435
ASB6	-0.4685
SMAD5OS	-0.535333333333333
UNC93A	-2.639875
A1BG	-0.0246666666666667
C21orf62	0.34325
FMO5	-0.00983333333333334
ATRIP	-0.747833333333333
CEBPG	-0.0908333333333333
C7orf38	-0.605
TNFRSF1B	0.681
CLEC1A	0.8505
IQSEC1	-0.6335
PATZ1	1.1756
RBM22	1.1965
BAG2	-1.7975
PAQR5	0.660333333333333
C9orf127	0.2002
THNSL1	-1.67075
SHROOM3	2.5094
JAM2	0.9765
SNRPN	-2.1505
ALX4	0.2295
CACNA1S	0.3995
FAM130A1	1.4885
CORIN	3.2515
CD300LB	0.579
PLEKHG6	0.6605
LRRC40	-0.016
PCLKC	-0.13
PCDHB16	-0.233833333333333
WNT2B	0.588666666666667
ASNS	-1.74477777777778
MRPL49	0.202875
FLJ46111	-1.32475
ISG20	0.25175
SMU1	-0.6785
CASZ1	-0.254
POLR1D	-0.20075
GIN1	-0.64825
SNAG1	0.4625
ANKRD29	-1.802
CDKN2AIP	-0.104
KRR1	-0.027
CXCL1	-4.97616666666667
EPM2A	-0.6623
PC	-0.237333333333333
DEFB127	0.827
PDZRN4	1.47283333333333
FAH	0.366125
OR51E1	2.1385
CDC2L6	0.195
DNTTIP1	-0.54925
PAX8	-1.39066666666667
TMEM116	0.15075
C1orf150	0.4455
PRO2012	0.1095
MRPL40	0.0603333333333333
BEX1	-3.5915
SLC2A4	-0.491166666666667
PKMYT1	-1.27725
FEZF2	-0.5624
SLC26A9	2.9695
MAP2	-0.577363636363636
LYL1	-1.649
SLC25A19	-0.317333333333333
NOS3	-0.235
ZNF34	-0.200166666666667
TMPRSS11F	0.3645
FAM43A	-0.30575
FCRL4	0.695333333333333
KLF14	0.50175
FLRT2	-1.0585
WRN	-0.603
SDF2	1.1729
KRT8P12	-0.73325
C6orf195	-0.372
C9orf125	-1.66733333333333
DZIP3	0.40575
RIT1	0.38625
SCML1	-2.82516666666667
RHBDF2	0.593
OR2G3	0.4995
REXO1L1	5.2055
MAP3K7IP3	-0.1005
C3orf57	-6.238
FBXW11	-1.1025
ETAA1	-0.2345
C14orf131	-0.7111
AKT1S1	-0.425
SLC12A5	-0.522125
C9orf164	0.11825
NRIP3	0.964125
NOS1AP	0.04125
TMEM121	1.46475
SAP30BP	-0.0501
DGCR6	0.6195
WDR76	-1.35575
FAM82B	0.204666666666667
LOC606495	-0.649
MAP9	1.49158333333333
BCDIN3D	1.3855
CXorf36	2.88166666666667
DSCR3	-0.8167
ZFAND3	0.1315
C7orf43	0.146166666666667
SPSB3	-0.0752
C19orf19	0.367
FAM133A	-0.78325
C12orf25	-0.47575
SLC39A3	-0.22075
DISP2	-1.61975
PI4KAP2	-2.275
MKRN3	-1.63016666666667
ADAMTS13	-0.633375
CBLN3	0.262777777777778
TTYH1	0.151833333333333
C3orf18	-0.35625
FLJ13236	1.5285
ZMYND12	3.142
C18orf25	0.379375
GLB1L3	0.0285
ATP13A5	2.2065
RANBP10	-0.502
CD96	-0.6803
DENND1C	-0.18
RBMS3	0.84
SLC41A3	0.328833333333333
DGCR6L	0.18575
TMEM128	0.676833333333333
CSNK1G3	-0.0897142857142857
MOBKL2C	0.48625
TSPAN6	0.123875
MATN2	-2.0123
MSL2L1	0.6355
ST6GALNAC2	0.2655
FGFBP2	-1.484875
FGL1	-2.87016666666667
MPP3	1.856
ARHGEF6	-0.143666666666667
TGFBR2	0.211
ACMSD	0.93925
IL33	1.85325
C9orf5	0.394583333333333
DEAF1	-0.7778
AMN	-0.519
DEFA6	0.20525
RNF212	-0.94775
METT5D1	-0.037
CIB1	0.4574
TSSK1B	-0.2545
KIAA1727	0.665
ZNF680	-0.428083333333333
LOC399900	-2.022
LOC152217	1.17641666666667
CTNNAL1	-2.5365
CIT	-1.49916666666667
TLE6	0.411
ZNF607	-0.52
HERC4	-0.6995
DRAP1	-0.9604
PEMT	-1.39675
C10orf111	-0.1855
ZNF575	0.0268750000000001
KCTD7	-0.3525
MYO1F	0.6635
LOC285382	0.06975
RAB11A	0.5463
PLCD3	-1.22575
C15orf28	-0.27075
PTBP2	-1.083125
CTB-1048E9.5	0.950875
C19orf60	0.598833333333333
C7orf25	-0.0268333333333333
SETD7	0.818125
HOXB9	-3.0085
VANGL1	-0.293
CHAF1B	-1.34775
NDUFA3	0.02125
KIAA1328	0.125
SHARPIN	-0.355125
TTC23	-0.0728571428571429
UGP2	0.417833333333333
ANKIB1	0.5923
CIRBP	0.126
SEC14L4	-2.423
OVCH1	0.119
VPS52	-0.851
FAT	-1.17775
M6PRBP1	-0.21025
GPRIN3	-0.3095
PPM1F	0.0526666666666667
TSR1	-0.4305
CCDC85A	0.83025
PCSK5	1.7505
ZFHX3	0.63
HEMK1	-1.07
PGBD2	1.58325
RSRC2	0.1735
AURKC	-0.899333333333333
SCRIB	-0.626375
ORM2	0.319666666666667
FAM115A	0.9483
FZD6	0.105625
UNC119	0.747666666666667
GPX3	-0.9404
NOV	1.0385
CABC1	0.519125
CDC42SE2	-0.759125
EIF2S2	-0.2029
RNF130	1.029375
CKAP5	-0.819833333333333
RP11-413M3.2	-0.23475
C10orf18	0.2578
TMEM93	-0.2775
DYX1C1	1.51225
KCNMB2	-1.31016666666667
ANK3	1.624
KRT5	-0.8054
CDH12	-0.958
QRSL1	-0.5555
JUB	-1.521
SHC4	-1.0985
CCL15	0.743833333333333
CCDC22	-0.152
SNX24	-0.388
RARS	-0.8175
MORC2	0.998
FAM48A	-0.27725
MT1H	-0.0435
PPP1R14C	-1.7595
FOXD1	-2.87221428571429
C1orf213	-2.91
AMT	-2.2049
DSN1	-0.06675
PTPLAD2	0.91225
DIS3L	-0.341
RASL11A	0.534
GPRC5B	1.08325
FRMD7	2.3335
STRN4	-0.43525
KITLG	1.46968181818182
HDGF	1.3685
OR1S1	0.6775
SETX	0.2263
DDR2	-0.00275
KCTD12	1.90425
LYZL2	0.21775
WDR52	1.182
TMEM2	0.87975
ZNF579	-0.733333333333333
LOC200810	0.67525
TNFSF9	-1.223
PPFIA4	-2.0775
CNIH3	-0.531333333333333
MAP4K4	-0.504214285714286
ROD1	0.174928571428571
ALS2CR12	-0.053
DOCK3	-1.31766666666667
PAQR9	-3.52375
ASB17	1.05183333333333
STX16	-1.125875
FEZ2	0.0476666666666666
DLAT	-0.394833333333333
KIF21B	-1.15466666666667
CDC5L	0.109
TMEM119	0.792666666666667
CRIP3	-1.784
TPSD1	0.287333333333333
TEPP	-0.36175
GNGT2	1.595
C21orf121	-1.14075
WNK1	0.0368333333333333
FLJ10490	0.1005
OR51B5	-2.042
LOC203547	0.043375
HAS1	-0.87
PPA1	-0.181166666666667
ST7	-0.103
C11orf46	-0.2688
POPDC3	-3.53866666666667
ACOX2	1.22283333333333
ATCAY	-0.81375
TM4SF19	-0.889
MFSD9	0.0996666666666667
PDHB	-0.5205
ERN1	0.16775
LCE3C	0.516
GPR111	-0.033
NOTCH3	2.0505
ADAMTS5	3.15975
B3GALT1	-0.6635
UGCGL1	1.3525
FAM58A	0.522
FBXO32	2.56825
CLPP	-0.224
NXPH1	5.1995
MTMR3	0.701833333333333
ATP1B3	-0.680625
TMEM16A	3.58375
HIST1H3F	0.699
TRIM25	0.0755
SDCBP2	0.7245
CRKL	-1.227875
HOXB2	1.4515
ANP32B	0.1885
GATM	1.89
AP4E1	0.078375
EDG5	0.4275
CDKN3	-0.986
CDH4	-1.69625
PGD	-1.17033333333333
RND1	1.169
GAD1	-2.79833333333333
MPG	0.61575
LOC440350	-0.927
ZNF133	-0.475
SERPINB12	-0.197
AMELY	0.141166666666667
DHX36	-0.4805
TNFAIP8L2	3.29066666666667
PHTF2	0.165166666666667
CCDC112	-0.668
IQCC	-1.2365
HEYL	2.62583333333333
FTSJ2	-0.6035
APPL1	0.6145
RAB43	1.00078571428571
OR10G2	0.2905
WAC	0.185166666666667
ADCY9	-0.755375
RUNDC2B	1.15216666666667
PYCRL	1.0974
AGPAT7	-0.930166666666667
SLC22A9	-0.712333333333333
CDKAL1	-1.454
PDYN	-1.2632
C20orf74	1.51925
MTMR11	-0.196
VAV3	2.75841666666667
DAPL1	1.03175
STXBP3	-0.02
EIF3G	-0.8075
ARHGAP22	-0.116
NPFFR1	0.191
NPC1	0.1955
ALDH9A1	2.05083333333333
ZNF600	0.19
ZNF678	-0.213
RASSF1	-0.555333333333333
ADD2	-2.028625
PITPNB	0.786875
PKD2L2	0.443714285714286
LRP11	-0.884
CDKL1	-0.11325
SMEK2	1.00525
PRODH2	-2.89433333333333
C11orf54	-1.11516666666667
SFRS11	0.4835
IL7	0.630666666666667
ALS2CR16	0.22925
BTG3	-1.74966666666667
PAK2	0.969833333333333
RP11-679B17.1	0.043
GATA4	-1.96566666666667
ATP2B1	0.349
LOC130940	-0.237
C1orf172	2.37216666666667
ATF7IP2	-0.533
SLC25A43	-0.387
CENTG3	-0.566416666666667
IGF2BP1	-3.2628
FCHSD1	0.309
CAMK2N2	-0.616833333333333
ELAVL3	0.5855
NBPF15	-0.219833333333333
UBE2J2	-0.620416666666667
GNL2	-0.874
PRR3	-0.484
NLF2	-0.41825
OR4F6	0.2735
KLHL24	1.5195
CCDC88A	-1.041
SGPP1	-1.29
C10orf11	0.0141666666666667
SLC35B4	-0.688833333333333
UGT3A2	-0.4625
ARNT2	-1.7554
CBR1	-0.97275
ITPR3	-0.961166666666667
TRAPPC6B	-0.6095
AMZ1	0.275
ARP11	2.1175
WDSUB1	0.46
APBA1	0.244166666666667
RAB2A	1.4312
C6orf162	0.0135
HPSE2	0.20425
PLCE1	-1.0815
INSL3	-0.022
DLG1	0.4006
PTPLA	-3.5465
PIGX	0.526625
TFIP11	0.951166666666667
FIBIN	3.329
POLR2G	-0.60325
GRAP2	-2.0329
DNAJB8	0.292666666666667
CNBP	0.679333333333333
WASF1	0.2955
INPP5E	-1.4602
HSPB1	-0.0969375
TMEM167	-0.3929
CUBN	0.78
IGF1	2.6848125
ITPK1	0.0182
NAALAD2	-0.860125
G3BP1	0.201
NT5DC1	0.3125
CYP39A1	-1.1215
TMEM139	-0.302
POLK	-0.482
GLULD1	-1.84325
RBM15	-0.646166666666667
AMZ2	0.31525
GDF15	-3.91966666666667
MESDC2	0.28275
INCA	0.191
ACY1L2	-1.727
GZMM	0.109833333333333
PAIP1	0.7965
CACNA2D1	-0.638
STK32C	-0.589166666666667
SH3BP4	0.528333333333333
DEC1	-0.002
PADI1	-0.2065
UBB	0.3608
PON3	-1.83066666666667
PROP1	0.4645
ANKRD13B	1.1065
ADCK1	-0.89075
TCF25	0.176333333333333
SLC38A5	-2.30725
CXorf26	1.66033333333333
C19orf39	0.896
PPP1R13B	1.36525
ARL2	-1.376
TCL6	0.2871
TOP3A	0.732
SLC16A14	1.3245
FXYD6	1.34983333333333
HIST1H4E	-0.349
BBC3	0.107
UNC5A	0.3195
FAM86C	-0.446
PI4KB	0.45375
B3GAT1	-3.00975
SUSD2	3.259
OAZ2	-0.208833333333333
NOC4L	-0.37525
C10orf12	0.0305
FADS1	-1.72733333333333
LOC144097	-0.56875
DKK2	1.17916666666667
KIAA1949	-0.2475
RHOT1	-0.6125
OXT	1.21166666666667
GPR153	-1.278
ARL4A	-0.9705
SAAL1	-2.1025
CCDC64	-0.269
USE1	-0.283
HNMT	0.491833333333333
PCGF3	0.591
CYP2C19	-0.0885
C20orf4	0.8105
CCDC11	2.6205
ACSBG2	-0.76675
RWDD2A	0.5605
PALLD	2.9355
CPLX4	1.895
LOC492311	0.085
