Hybridization REF	TCGA-B6-A0IA-01A-11R-A034-07
SMARCD1	-0.777333333333333
ZFP106	-0.19975
ZNF347	0.0598
GTF2E1	1.27025
RY1	0.378833333333333
ATAD2B	0.799875
ARHGAP17	0.386
KCNIP3	-0.41475
SFPQ	0.3295
GFRA4	0.530666666666667
AKR1B10	-3.972625
TIGD6	0.927166666666667
RGS16	0.990375
URB1	-0.2715
OR4C46	-0.305
TOP3B	-1.00975
NFATC4	0.235
CA14	-3.884
BMPR1A	-0.9215
SNRP70	-1.34075
PRL	-0.114545454545455
C6orf130	-0.35025
STAG2	0.10075
CD55	-1.10007142857143
RPS23	0.178166666666667
SSX2	-0.949166666666667
FDPSL2A	-0.429
FBXO27	1.056125
SYNGR3	-0.453666666666667
TMSL3	0.5615
EML1	-3.43
NUP93	-1.38758333333333
SMAD3	-1.0157
KIAA1189	0.778833333333333
HNRPUL2	0.456666666666667
TBC1D12	0.990166666666667
C16orf24	2.498
MRVI1	1.70583333333333
ZNF581	-0.8125
ELOVL3	0.587
OR51Q1	0.309
CACNB3	1.28933333333333
GALNT13	-1.5565
C10orf84	1.6391875
NEDD4	-0.3524
SPO11	0.313
OR5AU1	0.2485
NEK4	1.5915
PRKAR2A	0.8995
IHPK1	0.807833333333333
ATP6V0B	0.50175
CACNA1E	1.397
CEACAM8	-0.1725
PEX14	-0.0035
FLJ12993	-1.158
ZBTB38	0.8235
PCTK2	-0.314833333333333
LRRC16	1.1151
FBLIM1	0.720583333333333
FYCO1	2.0245
RP5-1022P6.2	-0.630333333333333
CMTM1	-0.723333333333333
PLTP	-1.37683333333333
RAPH1	1.095
DOCK8	0.102625
EZH2	-1.81766666666667
SLC25A1	-1.16066666666667
PLEKHB1	1.0138
GRB7	1.0328
ZFP37	-0.947
MRPL33	0.11675
PELO	-1.7685
ARMC1	-0.108
C9orf27	0.401375
FLJ25778	-0.0245
C9orf37	-1.40633333333333
TMEM66	-0.63825
SPRN	0.413625
HBEGF	-0.503625
PI4KA	-1.4445
LEPRE1	-1.007
POU2AF1	-5.77175
MRPL12	-0.615666666666667
REP15	-2.086
ZC3H3	0.4495
RASAL1	-0.57775
DDAH1	2.0255
ACBD5	0.52
TMC2	0.237
CCDC137	-0.964
SAMD13	-3.49166666666667
UGT2B15	5.0455
TIPARP	1.0725
DNASE1L3	-0.915
TRIM72	0.476166666666667
DBX2	-0.156
IPO8	0.2285
C21orf88	-1.2041
MAP3K14	-0.955
LOC51233	0.688
GGTLA4	1.11575
PDE6D	0.11275
ZNF117	0.593
CLK2	-1.153375
NKRF	-0.97425
TNFSF15	0.3962
DUSP2	-0.99875
SECISBP2	0.362
GABRR2	null
PPAP2C	1.85225
LOC51145	0.511833333333333
PAG1	-2.6885
PIK3C3	-0.0055
GNG10	1.5605
APOL4	0.615166666666667
ANKRD28	-0.731
STMN3	-1.3242
RAB14	0.8495
CDK2AP2	0.30075
HDDC3	0.315875
COMMD7	-0.473
CXXC1	-1.5945
HMCN1	-1.8168
CD40	0.35025
DYNC1LI2	-0.4373125
GDI1	0.62
LOC646938	0.3275
VSNL1	-4.091
PIH1D1	-0.327833333333333
RAET1G	0.302
KRTAP5-9	0.11
EFTUD2	-0.4515
ZNF311	-2.068
ATP6V1G3	0.316666666666667
OR2W3	-0.0505
SCN4A	0.24175
MED10	-1.600125
FAM135A	-3.2242
ARHGAP4	-2.16725
EHMT2	-0.571
UFD1L	0.04375
ERMP1	0.96575
MAG1	-2.5145
THAP8	0.370833333333333
HACE1	-1.71333333333333
FAM82C	0.298833333333333
C3orf20	0.4415
UNC84A	-0.3945
SCD5	-0.160384615384615
LASS6	1.494375
LSG1	0.219083333333333
MAL	-5.721
GPR22	-0.0255
WDR5B	2.025
ACTRT1	-0.0455
C17orf60	-1.47816666666667
GRIN2C	1.1297
ARMC8	0.483916666666667
SLC47A1	0.825666666666667
DMPK	0.107
DHRS13	1.28133333333333
SMC1A	-0.469
KRTAP17-1	0.09875
SMYD5	-1.30625
TUSC2	1.88575
CRHR2	0.772
KIR3DL2	0.2625
CCDC104	1.40975
ATP2C1	0.832875
CROT	-0.21525
PABPC3	-0.299
EGR1	0.0913333333333333
THSD1	-1.5515
KHK	-2.1615
SLC12A2	0.2709375
CD58	-0.1095
STOX2	-1.26266666666667
CCDC76	-0.6429
CCDC48	4.69575
DNAH1	-0.208833333333333
ZIC4	-0.561125
OR1G1	0.1955
PSMC6	-0.553
PROKR1	1.3145
ABCB1	-2.664
TRAT1	-3.23
LLGL1	0.4705
MTF1	2.3075
USP54	0.57075
PAGE2B	-3.148
ITGB7	-3.616
CCDC81	-0.5895
LOC149837	0.3
SCUBE1	1.578
ZSCAN10	1.1565
HUWE1	-0.0222142857142858
CDH17	1.071
CD180	-0.61425
IL17A	0.52075
TMPO	-1.182625
KIAA1524	-1.49083333333333
HDGFRP3	-0.0488333333333333
OXCT1	-3.03863636363636
RRAS2	-1.99116666666667
LTBP2	0.386
SV2B	-1.25083333333333
CYP2A6	6.035375
PKD1L2	-0.6775
PPM1M	1.0135
FLJ22662	-0.677666666666667
ZNF502	-0.641
GP6	-0.17775
CRYBA2	-0.4595
LEF1	-3.4893
CTPS	-1.661
EYA1	-3.41066666666667
EPS8L1	1.7625
MAPK14	-0.987666666666667
SERPINB2	-4.619875
GTF2F2	-0.026
ZNHIT4	-0.1405
PLA1A	0.43375
C20orf114	5.9065
HPR	-4.5865
C18orf2	-2.418
SATB2	-3.484
KCNJ9	0.5975
MGC157906	1.089
MOCS3	0.5195
C17orf71	-0.849166666666667
PPHLN1	0.3652
HIST1H2BN	1.0115
RAPGEF1	-0.751
MAP3K8	1.724
DLG4	1.04283333333333
STC1	-1.2405
CDGAP	-0.14125
DDX26B	-2.7705
LOC150223	-1.218
CPSF3	-0.533
TMEM14A	0.64775
MYH3	-2.15725
GPKOW	0.0995
SULT1A1	0.359833333333333
SPON1	1.882
YY1AP1	0.176166666666667
RAB23	-2.07175
PLA2G4A	-6.115
MAPRE3	0.70825
ZNF516	1.26042857142857
GGPS1	1.7915
EXOC3L2	-0.359625
C19orf42	0.3914
MAP2K2	-0.674666666666667
HIST1H2BB	0.9245
RNF19B	1.17683333333333
C6orf128	0.772166666666667
TLR8	0.43
PCDHA9	-3.294
CARS2	0.248
CLUL1	2.83583333333333
RHAG	-3.68866666666667
UNK	-0.363
EXOC8	1.316
C9orf95	1.86275
C14orf143	0.645833333333333
MAML3	0.501625
LDHA	-1.9935
MRPL20	0.321375
KLHDC6	0.284833333333333
ATP5S	0.8335
C8orf55	0.532
PHF19	-1.840875
KRTAP13-4	0.9235
TTC5	-1.04875
XKR5	0.21775
SILV	-4.29783333333333
TEX28	-0.49
TCTN1	2.03925
CX40.1	0.61075
PPP2R5C	0.11725
C12orf30	-1.11966666666667
CAPG	2.28675
MPZL1	1.21155
ARSB	-1.6495
TDH	-1.73725
WASF4	2.38825
TSSK3	-0.164166666666667
7A5	3.457
CRISPLD1	-1.558875
MAD1L1	-0.640166666666667
SPIN4	-1.47733333333333
AMPD1	-1.869
DPYSL5	-0.1855
INPP1	-2.20966666666667
ANKRD11	-1.44988888888889
NPAS4	-0.140625
GCET2	-0.168375
RNASE9	-0.263
GUCY2D	0.297166666666667
CCDC98	-1.308
FGF4	-0.14025
CPM	-2.0885
SLC26A4	-1.61116666666667
PLD5	0.39125
FAM59A	-2.8446
FBXO5	-3.20333333333333
SIPA1L1	0.74175
DPYS	0.7325
ATG4D	-0.216
TGM3	0.844
MTCH1	-1.157375
HK1	0.301714285714286
CDC26	-0.1135
GALNT12	-4.606
LOC339229	0.2385
MRPL35	0.068125
ORC4L	-0.056625
TNKS	-0.492214285714286
C2orf24	0.395166666666667
ZNF553	0.907833333333333
GGTLA1	0.7299
ZNF497	0.56075
CDY1B	1.36925
SLC30A4	0.086375
TUB	-0.5885
ARHGEF18	-0.137
ARRB1	0.29925
KCNK1	-2.953625
EREG	-3.56488888888889
SCAMP5	0.402
RUNDC3B	-0.262
ADAMTS20	-0.02225
IL17RB	0.393
FLJ20323	-1.129
MCAM	-0.371625
POLR3E	-0.965333333333333
AQR	1.009
IPMK	0.5625
CDCA7	-5.07425
CAMP	3.96925
GRHL3	-0.42525
ADAMTSL2	0.737166666666667
CLMN	1.15366666666667
SSTR3	1.014
MAGEA5	-1.40683333333333
OVOL2	3.997
JMJD1B	0.33975
RBL2	-0.3281
PYGO2	1.21825
PPP1R10	0.3205
CSE1L	-1.17066666666667
LCA5	1.598
RDH16	0.008
ASRGL1	1.823
TOM1	-0.472833333333333
PTX3	-6.77475
TTC15	0.916
SCGB3A1	5.7735
MRPL50	-0.368
RCAN3	1.786625
SLC26A11	0.381
STYX	0.00516666666666663
CINP	0.1415
MARCH7	-0.46525
PFKM	-1.4135
SGMS1	0.759666666666667
RIOK3	0.1092
C1orf110	0.3835
CES7	0.179125
LOC440248	-3.088
PPP1R12C	-1.2315
C10orf27	0.798
ATG9A	-1.20775
MRPS26	1.07875
TMEM40	1.0155
ELP3	-0.3366
ZNF787	0.3567
HIAT1	-1.323125
C8orf34	0.164333333333333
MGC4655	-0.6823
PELI1	0.577166666666667
PPT1	-0.3624
SLC35C2	-1.711
C6orf125	1.16975
MUC4	-1.304
RFC4	-2.23728571428571
GNB2	-0.8795
NUP50	0.417785714285714
SULT4A1	-0.475166666666667
C7	0.205714285714286
CCDC130	0.0108333333333333
ARRDC4	-0.81725
RQCD1	-0.80025
GLYCTK	-0.75825
AYTL2	-1.69972727272727
MTUS1	0.6899
LEMD3	-0.352
PLEKHF2	0.7355
HOXA7	-0.267
GTF3C2	-1.653
DYNLRB2	3.868
CNOT10	0.35325
MR1	1.34733333333333
FFAR1	0.47625
PRIC285	0.14925
SLITRK6	6.401
LIX1	-1.8485
UBE1L2	-0.97275
F8	1.106125
ACHE	1.62383333333333
KPNA5	-1.943
TNFRSF12A	0.904166666666667
EGR3	-2.266
SERPIND1	-3.35316666666667
OASL	3.035
IFRD1	-2.223
WDFY1	-0.00466666666666667
ZNF267	0.909625
ACCN5	-0.0735
ZBTB6	0.47025
PPP1R3A	-0.055
PRRT3	3.71775
FBXL19	-0.338
TXNIP	-0.211142857142857
ACTN2	-0.25025
ATG9B	0.01025
C9orf117	2.211
IL27	0.5715
RPL36AL	0.1025
KLK15	0.31875
CHAD	4.042
RAP2B	-0.0655
HEBP2	0.959
ZNF342	-0.114
CAMK2G	-0.349166666666667
TLR3	0.713
FGF14	-1.01666666666667
HMGB2	-1.3515
TRPM5	0.5655
OR5M11	0.275
KIF3B	0.98278947368421
PRICKLE2	1.708
MTMR9	-0.25325
C3orf27	0.34525
GLRA3	-1.347
NSDHL	-0.537833333333333
TMEM32	-0.67175
POLR2D	-1.33925
MYADML	0.6165
C9orf114	-1.3635
MRGPRX1	0.8185
TOPORS	1.10375
CLDN19	-0.7285
C1QL4	0.00949999999999998
RNF165	-1.421
DHRS9	-1.6585
DNAH2	-0.561666666666667
FXR1	-0.321166666666667
ZMYM3	-1.42975
CASP3	-0.3225
FAM120C	-0.2985
SCLY	-0.95525
CA7	0.815
ENTPD5	0.4055
ZNF461	0.28175
PDIA5	-1.0775
C1orf19	0.711666666666667
TMEM67	0.76475
KCTD20	-0.27175
WDR47	0.978
FLJ38723	-0.5695
KLRF1	-0.112
TAS2R16	0.4325
CLDN12	0.463
PRKCE	-0.3915
UBXD4	-1.152
ITGAM	2.29683333333333
GLT8D3	-0.45875
WDR31	1.3694
RGS2	-0.70775
OR51L1	1.0585
MST1R	2.5675
KIAA1737	1.1885
OR4A5	0.826
GLIS1	-1.67266666666667
PTMA	0.682
NAPA	0.8675
PRDM11	-0.084
LIPF	-0.324
DIRAS3	1.23025
ASGR2	-4.1205
C1QTNF4	0.51925
PIK3R4	0.6315
ARMC3	1.8425
NDUFV3	-0.18175
BTBD3	-0.8555
PPP1R2	2.09616666666667
UBE2NL	-0.24675
FOSL2	1.90528571428571
FAM119A	-0.844166666666667
TUBA4A	-0.7793
KRTAP12-1	0.59925
SFRS2	-0.8635
RHPN1	0.6633
EEF2	-0.731
ZDHHC11	-0.980833333333333
EPHA3	-1.5482
RBM12	-0.5055
H2AFJ	1.51641666666667
EDIL3	2.3315
KIF26A	-2.26175
SERGEF	0.47775
B3GALT4	3.84675
LOC90925	-0.0408
OSCAR	0.355375
NPFF	-0.965875
DEDD	0.65675
TMEM155	-0.747875
PTPN1	0.77775
SCYL2	0.245
SKAP1	3.95125
LEAP2	-2.166
GADD45G	2.6913
IFITM3	0.981375
PILRB	-2.80916666666667
SLU7	0.686125
DSC3	0.691
DNMT3L	-1.293
PAPD5	-0.73475
B3GNT3	0.693666666666667
LHCGR	1.456
MSL-1	-0.473
UBE2S	-1.453
SAP130	-0.61525
ANAPC11	0.60775
MAGED4B	-2.3355
ATP6V1B2	-0.987166666666667
C14orf179	1.483
CAPZA1	-0.145875
CDYL2	-1.35816666666667
GLRX3	-0.896666666666667
LOC136288	0.9035
MOBKL1A	0.068
HTR2B	-0.0835
CRYGD	-0.0186666666666667
NUS1	-1.32083333333333
PGRMC1	-0.253
MYOM2	-2.03
FLJ39653	-3.6035
CHM	-0.4075
OR5M8	-0.3495
ZNF619	0.5905
FAM105A	-0.43875
CCNL1	-1.395125
NAP1L3	-1.742
C10orf57	2.296
B3GALNT1	1.85333333333333
CSN1S2A	0.425
TCP10L	0.96825
GDAP2	0.622375
DMKN	-0.1465
COX6B1	1.056
DNASE2	0.9025
MSH5	-2.0505
LGMN	-0.577625
USP31	0.0801
OR13C8	0.586
SDCBP	0.426
NUDT11	-3.368
PYGL	-0.109
SNPH	-1.96133333333333
B3GNT4	-0.78
MIZF	-1.2028
NUBPL	-0.53825
NOD1	-1.35983333333333
CDH22	-0.264857142857143
NUBP1	1.51333333333333
DSCAM	-3.36025
DGKI	-0.407
FAM136A	-0.62425
AKAP1	0.275
SLC16A6	4.6615
RIN3	-1.11725
PSG2	0.07675
DIP2B	-0.34975
PSORS1C1	1.6026
KIAA0495	-1.0745
FLJ90709	0.2865
LPA	-0.334666666666667
PIGA	-0.221833333333333
LY75	1.1415
UTS2	-6.33183333333333
RREB1	-0.686875
GALNACT-2	1.6173
MGC3196	-0.43025
FLJ31568	0.11575
LPHN1	-0.276875
SP1	1.433375
TOX4	0.494
HSPA9	0.4083
APOBEC1	2.481
SLC35E4	-1.63425
LSM5	-0.56925
SURF1	1.01325
ZBTB1	0.115
GTF2F1	-0.21175
RPS15A	0.851928571428571
DUSP21	-0.3695
GINS4	-1.03083333333333
MYO15A	0.732333333333333
GIMAP7	2.12325
MGC13379	0.316
ATP6V1E2	0.278666666666667
UTP3	-0.09175
HNRPA3	-0.557
MT4	0.728
C14orf155	0.0345
U1SNRNPBP	0.92675
CKLF	-1.1795
PLEKHN1	2.16716666666667
MBNL1	0.0793333333333333
NUP160	-1.7495
ACSM2A	-0.9445
LOC129881	2.26175
KIAA1529	-1.651
FLJ22639	-1.56925
HAND1	-0.994
GSX1	0.6545
FGA	-4.09007142857143
SERPINB1	-0.758
ZNF642	1.41125
IGFBP1	-8.119375
SLC1A1	2.092125
DHX57	0.620625
ZNF766	0.392
PTPN21	-0.6327
GDPD3	-2.08183333333333
PNPLA5	0.5205
TBR1	-0.417666666666667
FAM116A	0.3675
IQGAP1	1.370125
FOS	1.891125
ZNF226	-0.657
FIGNL1	-0.371166666666667
C14orf1	0.352
ZMYND17	-0.9375
PUS7	-0.8195
TUBB6	-1.808
KCNQ2	0.0435
MARCH6	-0.0379166666666667
CCDC33	0.432
PRODH	-0.16325
RBM11	1.40825
EPHA6	0.87725
SLC43A1	-1.4025
LOC196541	0.182375
NTN1	0.475333333333333
ING4	0.01175
PCDHB10	-1.13525
DPH2	-1.045
SPACA4	-0.483
FBXL21	-3.242
DIAPH1	-0.584
ZNF71	0.401333333333333
CEP76	-0.9785
CORO1A	-2.069
RRM2	-2.274125
EDG4	0.24925
OS9	-0.04
SLC4A1AP	0.028
COG5	-0.79675
COPS8	-0.3015
NGLY1	-1.06575
NCBP2	0.834625
C17orf42	-1.377
GPSM3	0.617
SIL1	0.9115
ASB6	-0.5425
SMAD5OS	-0.4355
UNC93A	-3.0895
A1BG	0.8065
C21orf62	0.93875
FMO5	2.54708333333333
ATRIP	0.155
CEBPG	0.233
C7orf38	0.571
TNFRSF1B	-0.398333333333333
CLEC1A	0.524166666666667
IQSEC1	0.133
PATZ1	1.0057
RBM22	1.439375
BAG2	-4.41083333333333
PAQR5	-0.558666666666667
C9orf127	0.2077
THNSL1	-0.2295
SHROOM3	2.4621
JAM2	-1.16825
SNRPN	-1.8675
ALX4	0.311
CACNA1S	1.2955
FAM130A1	0.32375
CORIN	1.4735
CD300LB	0.8995
PLEKHG6	0.9075
LRRC40	-0.71
PCLKC	-0.478
PCDHB16	-1.47216666666667
WNT2B	0.0275
ASNS	-1.923
MRPL49	0.351125
FLJ46111	-0.4955
ISG20	1.04075
SMU1	0.662333333333333
CASZ1	0.6255
POLR1D	-0.443833333333333
GIN1	-0.023
SNAG1	-0.220666666666667
ANKRD29	-0.84675
CDKN2AIP	0.47825
KRR1	-0.079
CXCL1	-5.30616666666667
EPM2A	-1.3678
PC	-0.0176666666666667
DEFB127	-0.237
PDZRN4	0.276
FAH	0.811125
OR51E1	0.672
CDC2L6	0.11
DNTTIP1	-0.83225
PAX8	0.10525
TMEM116	0.34375
C1orf150	-0.0965
PRO2012	0.266
MRPL40	0.537666666666667
BEX1	1.9062
SLC2A4	-0.534333333333333
PKMYT1	-1.24
FEZF2	-0.245833333333333
SLC26A9	-1.56375
MAP2	-0.262666666666667
LYL1	-2.196
SLC25A19	-0.942166666666667
NOS3	-0.36
ZNF34	0.923666666666667
TMPRSS11F	-0.00625000000000001
FAM43A	-0.652
FCRL4	-0.1865
KLF14	1.37325
FLRT2	-1.89333333333333
WRN	-0.38575
SDF2	0.8055
KRT8P12	-0.01025
C6orf195	-0.544
C9orf125	-3.00516666666667
DZIP3	0.52325
RIT1	1.1085
SCML1	-4.18266666666667
RHBDF2	-0.702875
OR2G3	-0.056
REXO1L1	0.4585
MAP3K7IP3	-0.11325
C3orf57	-1.35975
FBXW11	-0.450833333333333
ETAA1	0.87175
C14orf131	-0.4903
AKT1S1	-1.22575
SLC12A5	-0.882875
C9orf164	0.70675
NRIP3	0.151875
NOS1AP	0.9785
TMEM121	1.52225
SAP30BP	-0.4215
DGCR6	1.1075
WDR76	-0.8905
FAM82B	0.628583333333333
LOC606495	-0.515
MAP9	-0.213166666666667
BCDIN3D	1.4005
CXorf36	2.139
DSCR3	-0.5853
ZFAND3	0.5135
C7orf43	0.347666666666667
SPSB3	0.2466
C19orf19	0.78125
FAM133A	-2.069625
C12orf25	0.242
SLC39A3	-0.4435
DISP2	0.4935
PI4KAP2	-2.9855
MKRN3	-2.98516666666667
ADAMTS13	-0.68275
CBLN3	0.6955
TTYH1	-1.52033333333333
C3orf18	2.437
FLJ13236	-0.05875
ZMYND12	3.76
C18orf25	0.766625
GLB1L3	-1.1145
ATP13A5	0.42
RANBP10	-1.2705
CD96	-2.8215
DENND1C	-1.58025
RBMS3	-0.9698
SLC41A3	0.180833333333333
DGCR6L	1.00175
TMEM128	0.4065
CSNK1G3	0.501285714285714
MOBKL2C	0.04775
TSPAN6	-0.477625
MATN2	-2.2317
MSL2L1	0.3165
ST6GALNAC2	0.4835
FGFBP2	-1.362375
FGL1	-6.64683333333333
MPP3	-1.77616666666667
ARHGEF6	-1.06066666666667
TGFBR2	-1.62375
ACMSD	3.7575
IL33	-0.7255
C9orf5	-0.062
DEAF1	-0.3629
AMN	0.8185
DEFA6	-0.107875
RNF212	-1.36925
METT5D1	1.0635
CIB1	1.2057
TSSK1B	-0.25075
KIAA1727	0.58325
ZNF680	0.603583333333333
LOC399900	-1.583
LOC152217	-0.48025
CTNNAL1	-1.5275
CIT	-0.991833333333333
TLE6	1.3865
ZNF607	-1.43125
HERC4	-1.03916666666667
DRAP1	-0.0637
PEMT	-0.60875
C10orf111	-1.016
ZNF575	1.181875
KCTD7	0.06425
MYO1F	-0.2255
LOC285382	-1.03733333333333
RAB11A	1.0697
PLCD3	-0.428
C15orf28	0.09275
PTBP2	-1.44675
CTB-1048E9.5	0.065
C19orf60	0.833
C7orf25	1.00333333333333
SETD7	0.91275
HOXB9	-4.8335
VANGL1	0.6219375
CHAF1B	-2.086
NDUFA3	1.25475
KIAA1328	0.251666666666667
SHARPIN	0.246
TTC23	-2.164375
UGP2	0.318083333333333
ANKIB1	0.2905
CIRBP	0.901428571428571
SEC14L4	-1.96816666666667
OVCH1	-0.120833333333333
VPS52	-0.57175
FAT	-3.00775
M6PRBP1	0.2025
GPRIN3	-0.2995
PPM1F	-1.25
TSR1	-0.69575
CCDC85A	2.1245
PCSK5	-0.56475
ZFHX3	-1.369
HEMK1	-0.2423
PGBD2	0.47375
RSRC2	0.0908333333333333
AURKC	-1.63583333333333
SCRIB	0.330625
ORM2	-3.25783333333333
FAM115A	0.5733
FZD6	-2.2405
UNC119	-0.087
GPX3	-1.1726
NOV	-0.9435
CABC1	0.191125
CDC42SE2	-1.471375
EIF2S2	-1.6027
RNF130	0.2775
CKAP5	-1.08816666666667
RP11-413M3.2	0.824875
C10orf18	0.7806
TMEM93	0.32125
DYX1C1	2.525
KCNMB2	-1.66575
ANK3	0.322083333333333
KRT5	-1.3208
CDH12	-1.2
QRSL1	-1.184
JUB	-1.407
SHC4	-2.356625
CCL15	0.616333333333333
CCDC22	-0.49675
SNX24	-2.20575
RARS	-0.98875
MORC2	-0.26325
FAM48A	-0.34475
MT1H	-2.3575
PPP1R14C	-2.30233333333333
FOXD1	-2.46692857142857
C1orf213	-2.2875
AMT	-2.4381
DSN1	-1.862
PTPLAD2	4.544
DIS3L	-0.181
RASL11A	1.56525
GPRC5B	-0.638285714285714
FRMD7	0.0225
STRN4	-0.09575
KITLG	1.01368181818182
HDGF	1.062
OR1S1	0.378
SETX	-0.0343
DDR2	-1.875625
KCTD12	-0.2395
LYZL2	0.1155
WDR52	-0.0835
TMEM2	-0.073625
ZNF579	0.681833333333333
LOC200810	0.5495
TNFSF9	-2.21025
PPFIA4	-1.98175
CNIH3	-1.49833333333333
MAP4K4	-1.59064285714286
ROD1	0.600071428571429
ALS2CR12	-0.8185
DOCK3	-1.296
PAQR9	-4.2785
ASB17	0.279666666666667
STX16	-1.508125
FEZ2	-0.777666666666667
DLAT	-0.107666666666667
KIF21B	-1.23033333333333
CDC5L	0.049
TMEM119	0.374
CRIP3	1.13075
TPSD1	0.0843333333333334
TEPP	0.628
GNGT2	0.44875
C21orf121	0.34725
WNK1	0.720416666666667
FLJ10490	1.4966
OR51B5	-1.545
LOC203547	-0.233875
HAS1	-0.7125
PPA1	-0.022
ST7	0.332875
C11orf46	-0.0916
POPDC3	-2.562
ACOX2	4.231
ATCAY	0.00141666666666671
TM4SF19	1.0875
MFSD9	-0.353666666666667
PDHB	0.6455
ERN1	-0.4705
LCE3C	0.052
GPR111	-0.02
NOTCH3	1.4355
ADAMTS5	2.3305
B3GALT1	-0.95575
UGCGL1	-0.162333333333333
FAM58A	0.731166666666667
FBXO32	2.90275
CLPP	0.10875
NXPH1	-1.7385
MTMR3	0.788
ATP1B3	-0.573375
TMEM16A	3.266625
HIST1H3F	1.344
TRIM25	-0.092
SDCBP2	-0.024
CRKL	-1.30325
HOXB2	1.828
ANP32B	-0.93775
GATM	3.708
AP4E1	0.22625
EDG5	0.41575
CDKN3	-0.936833333333333
CDH4	-2.29125
PGD	-1.726
RND1	0.9925
GAD1	0.4021
MPG	1.285
LOC440350	-1.3775
ZNF133	-1.21675
SERPINB12	-0.808
AMELY	-0.2105
DHX36	-0.157
TNFAIP8L2	2.3005
PHTF2	-0.129888888888889
CCDC112	-0.632333333333333
IQCC	-1.253
HEYL	1.59733333333333
FTSJ2	-1.001
APPL1	0.835875
RAB43	0.379
OR10G2	0.241
WAC	0.342
ADCY9	1.18675
RUNDC2B	1.21033333333333
PYCRL	1.1344
AGPAT7	-0.623666666666667
SLC22A9	-1.3332
CDKAL1	0.245
PDYN	-0.449
C20orf74	2.0565
MTMR11	2.31725
VAV3	3.96883333333333
DAPL1	3.24375
STXBP3	1.327
EIF3G	-0.99475
ARHGAP22	-1.6895
NPFFR1	0.694
NPC1	-0.00716666666666666
ALDH9A1	2.01633333333333
ZNF600	-0.83425
ZNF678	0.976
RASSF1	-0.0165833333333334
ADD2	-2.916
PITPNB	-0.711125
PKD2L2	0.191875
LRP11	-0.62975
CDKL1	-1.02875
SMEK2	0.548
PRODH2	-2.9775
C11orf54	0.797666666666667
SFRS11	-0.652333333333333
IL7	-2.23116666666667
ALS2CR16	1.506
BTG3	-0.448166666666667
PAK2	0.424166666666667
RP11-679B17.1	0.01425
GATA4	-1.72383333333333
ATP2B1	-0.33175
LOC130940	1.7535
C1orf172	2.61333333333333
ATF7IP2	0.0175
SLC25A43	-0.736333333333333
CENTG3	-0.491833333333333
IGF2BP1	-3.8353
FCHSD1	0.6155
CAMK2N2	1.59583333333333
ELAVL3	-0.0495
NBPF15	-1.21983333333333
UBE2J2	-0.49925
GNL2	-0.31175
PRR3	0.1231
NLF2	1.5105
OR4F6	-0.083
KLHL24	2.4425
CCDC88A	-2.9802
SGPP1	0.2585
C10orf11	-0.133333333333333
SLC35B4	-1.04533333333333
UGT3A2	-1.3335
ARNT2	1.8602
CBR1	0.2775
ITPR3	-0.992333333333333
TRAPPC6B	0.0263
AMZ1	2.581
ARP11	2.1995
WDSUB1	0.4695
APBA1	-0.339666666666667
RAB2A	0.6174
C6orf162	0.377875
HPSE2	0.5085
PLCE1	-1.62625
INSL3	0.01475
DLG1	0.7433
PTPLA	-4.4185
PIGX	0.976875
TFIP11	0.463833333333333
FIBIN	1.398
POLR2G	-0.61075
GRAP2	-2.7962
DNAJB8	0.41625
CNBP	1.49483333333333
WASF1	-3.70425
INPP5E	-1.8388
HSPB1	0.8578125
TMEM167	-0.0327
CUBN	-0.5145
IGF1	0.965875
ITPK1	1.3988
NAALAD2	-0.96925
G3BP1	-0.2966
NT5DC1	0.5885
CYP39A1	-1.243
TMEM139	2.65025
POLK	0.276111111111111
GLULD1	-1.12275
RBM15	-0.620333333333333
AMZ2	0.262
GDF15	1.3725
MESDC2	0.42925
INCA	-1.52283333333333
ACY1L2	-2.509
GZMM	-1.2375
PAIP1	0.44225
CACNA2D1	-0.18175
STK32C	-0.0275
SH3BP4	1.0375
DEC1	-0.526
PADI1	-0.2175
UBB	-0.2305
PON3	2.65866666666667
PROP1	1.3765
ANKRD13B	-0.543
ADCK1	-1.49125
TCF25	-0.703083333333333
SLC38A5	-2.337
CXorf26	-0.461
C19orf39	0.487
PPP1R13B	0.71875
ARL2	-0.9985
TCL6	0.781583333333333
TOP3A	-0.433
SLC16A14	-0.1805
FXYD6	0.557
HIST1H4E	0.34925
BBC3	0.890684210526316
UNC5A	0.307666666666667
FAM86C	-0.1248
PI4KB	-0.364625
B3GAT1	-2.44
SUSD2	0.582166666666667
OAZ2	0.0113333333333333
NOC4L	-0.645
C10orf12	0.5585
FADS1	-0.638333333333333
LOC144097	-0.49375
DKK2	-0.496
KIAA1949	-0.30175
RHOT1	0.1215
OXT	1.21283333333333
GPR153	1.22525
ARL4A	-2.05566666666667
SAAL1	-1.82225
CCDC64	0.1365
USE1	0.273
HNMT	0.823166666666667
PCGF3	0.1661875
CYP2C19	0.08825
C20orf4	-0.2675
CCDC11	2.75225
ACSBG2	-0.1095
RWDD2A	-0.70125
PALLD	-0.03775
CPLX4	-0.1645
LOC492311	-0.325
KPNA2	-1.806
MACROD1	-1.1484
TMCO3	-0.0766666666666667
C15orf52	-1.5455
BIRC5	-1.39366666666667
PRR16	-1.53416666666667
FAM63B	0.73875
