Hybridization REF	TCGA-A8-A08G-01A-11R-A00Z-07
ATAD2B	-0.141875
ARHGAP17	-0.152
KCNIP3	-1.069
SFPQ	0.367875
GFRA4	-0.128
AKR1B10	-0.483875
TIGD6	1.18783333333333
RGS16	1.321375
URB1	0.079
OR4C46	0.0811666666666667
TOP3B	-1.04125
NFATC4	0.743
CA14	-4.6115
BMPR1A	0.725666666666667
SNRP70	0.025875
PRL	-0.093
C6orf130	-0.80475
STAG2	0.056
CD55	0.187142857142857
RPS23	0.595
SSX2	-1.747
FDPSL2A	0.64375
FBXO27	0.6505
SYNGR3	-0.914666666666667
TMSL3	-0.12675
EML1	-0.714
NUP93	-0.84175
SMAD3	-1.6732
KIAA1189	0.877833333333333
HNRPUL2	0.188333333333333
TBC1D12	0.884833333333333
C16orf24	0.70475
MRVI1	1.95116666666667
ZNF581	-0.698
ELOVL3	0.8635
OR51Q1	-0.09325
CACNB3	1.88933333333333
GALNT13	-0.952375
C10orf84	0.4266875
NEDD4	-0.4549
SPO11	-0.201
OR5AU1	0.285
NEK4	0.284571428571429
PRKAR2A	0.946833333333333
IHPK1	-0.591333333333333
ATP6V0B	1.45675
CACNA1E	-0.5795
CEACAM8	1.07966666666667
PEX14	-0.4955
FLJ12993	-1.153
ZBTB38	-0.000416666666666676
PCTK2	0.668833333333333
LRRC16	-0.6561
FBLIM1	0.386083333333333
FYCO1	1.06875
RP5-1022P6.2	-0.7935
CMTM1	0.505333333333333
PLTP	0.635833333333333
RAPH1	0.799125
DOCK8	1.318375
EZH2	-1.09993333333333
SLC25A1	-0.365166666666667
PLEKHB1	1.1733
GRB7	0.4385
ZFP37	-0.177
MRPL33	-0.84425
PELO	-0.0425
ARMC1	0.0950909090909091
C9orf27	0.237
FLJ25778	0.133
C9orf37	-0.690333333333333
TMEM66	0.93425
SPRN	0.480625
HBEGF	-0.076875
PI4KA	-0.121
LEPRE1	-0.73775
POU2AF1	-4.31425
MRPL12	-1.24
REP15	0.4425
ZC3H3	0.84275
RASAL1	-0.77875
DDAH1	0.806
ACBD5	0.617625
TMC2	0.2555
CCDC137	-0.96375
SAMD13	-3.23633333333333
UGT2B15	-1.03133333333333
TIPARP	-0.41325
DNASE1L3	-0.32325
TRIM72	0.591333333333333
DBX2	0.89925
IPO8	0.37975
C21orf88	-1.1829
MAP3K14	0.3685
LOC51233	0.221166666666667
GGTLA4	-0.01
PDE6D	-0.028
ZNF117	0.05775
CLK2	0.456375
NKRF	-0.77
TNFSF15	0.2998
DUSP2	0.213125
SECISBP2	0.5375
GABRR2	0.291
PPAP2C	2.599
LOC51145	-0.0346666666666667
PAG1	-0.35125
PIK3C3	-0.5975
GNG10	-0.4095
APOL4	0.776333333333333
ANKRD28	-0.606
STMN3	-0.1434
RAB14	0.8693
CDK2AP2	0.61325
HDDC3	-0.109375
COMMD7	0.423
CXXC1	-0.101
HMCN1	-0.288
CD40	0.17325
DYNC1LI2	0.08425
GDI1	1.49125
LOC646938	-0.344
VSNL1	-2.41283333333333
PIH1D1	0.1825
RAET1G	-0.379
KRTAP5-9	0.364
EFTUD2	-0.10975
ZNF311	0.078
ATP6V1G3	-0.389
OR2W3	0.07125
SCN4A	0.16775
MED10	-0.943875
FAM135A	-0.0077
ARHGAP4	3.87925
EHMT2	-0.5495
UFD1L	-1.22425
ERMP1	0.43225
MAG1	-0.00483333333333333
THAP8	0.281833333333333
HACE1	0.3095
FAM82C	0.759833333333333
C3orf20	0.223
UNC84A	0.344666666666667
SCD5	-0.602214285714286
LASS6	2.756625
LSG1	0.227166666666667
MAL	-5.56825
GPR22	0.0505
WDR5B	0.878
ACTRT1	0.2065
C17orf60	0.690666666666667
GRIN2C	-0.4972
ARMC8	-0.869
SLC47A1	-2.20566666666667
DMPK	0.20025
DHRS13	0.7365
SMC1A	0.1295
KRTAP17-1	1.3965
SMYD5	-0.463
TUSC2	0.484875
CRHR2	0.285
KIR3DL2	0.6365
CCDC104	0.154
ATP2C1	0.731875
CROT	0.90625
PABPC3	-0.4515
EGR1	-0.9945
THSD1	0.18075
KHK	-2.12875
SLC12A2	0.160625
CD58	-0.6895
STOX2	-1.748
CCDC76	-0.9847
CCDC48	3.166
DNAH1	0.3085
ZIC4	-0.481125
OR1G1	-0.6155
PSMC6	-0.3485
PROKR1	-0.2575
ABCB1	-1.022
TRAT1	-1.51675
LLGL1	0.2975
MTF1	0.211
USP54	0.14825
PAGE2B	-1.9765
ITGB7	-3.416
CCDC81	0.3765
LOC149837	0.74425
SCUBE1	-0.0435
ZSCAN10	-0.9965
HUWE1	0.285571428571429
CDH17	-0.4465
CD180	1.148
IL17A	0.49275
TMPO	-0.450375
KIAA1524	-1.33833333333333
HDGFRP3	1.32633333333333
OXCT1	-0.460181818181818
RRAS2	-1.92233333333333
LTBP2	2.6499375
SV2B	-0.4995
CYP2A6	0.499375
PKD1L2	-0.208666666666667
PPM1M	1.18275
FLJ22662	1.90083333333333
ZNF502	-0.24225
GP6	-0.1195
CRYBA2	-0.68725
LEF1	1.1882
CTPS	-1.029
EYA1	-2.98566666666667
EPS8L1	1.778
MAPK14	-0.628333333333333
SERPINB2	-5.4535
GTF2F2	0.0603333333333333
ZNHIT4	-0.1405
PLA1A	0.821875
C20orf114	4.4215
HPR	-2.9955
C18orf2	-2.66283333333333
SATB2	-0.0585
KCNJ9	0.127375
MGC157906	1.3385
MOCS3	1.1365
C17orf71	0.969166666666667
PPHLN1	0.0488
HIST1H2BN	-1.47975
RAPGEF1	-0.094875
MAP3K8	0.31825
DLG4	-0.380666666666667
STC1	-0.0975
CDGAP	1.91475
DDX26B	-1.2595
LOC150223	-2.01475
CPSF3	-0.8535
TMEM14A	0.6235
MYH3	-3.26575
GPKOW	0.42075
SULT1A1	-0.4515
SPON1	2.491
YY1AP1	1.03033333333333
RAB23	0.51375
PLA2G4A	-4.3025
MAPRE3	0.67025
ZNF516	0.534642857142857
GGPS1	1.2925
EXOC3L2	-0.47725
C19orf42	0.2155
MAP2K2	0.324833333333333
HIST1H2BB	-0.21125
RNF19B	2.21183333333333
C6orf128	-0.784833333333333
TLR8	3.71975
PCDHA9	-0.0655
CARS2	0.725625
CLUL1	2.02683333333333
RHAG	-4.2315
UNK	-0.2225
EXOC8	1.2393
C9orf95	1.12675
C14orf143	0.0595000000000001
MAML3	0.210125
LDHA	-1.002
MRPL20	0.272375
KLHDC6	0.144666666666667
ATP5S	-1.096
C8orf55	0.6105
PHF19	-2.110875
KRTAP13-4	0.424
TTC5	0.51675
XKR5	-0.83425
SILV	-4.47016666666667
TEX28	-0.1745
TCTN1	2.026
CX40.1	0.514
PPP2R5C	-0.34475
C12orf30	-0.658666666666667
CAPG	2.237
MPZL1	0.4806
ARSB	-0.667166666666667
TDH	-1.918
WASF4	-1.2385
TSSK3	-1.12166666666667
7A5	0.009
CRISPLD1	-0.1025
MAD1L1	0.260833333333333
SPIN4	-0.0131666666666667
AMPD1	-1.50725
DPYSL5	0.0785
INPP1	0.235333333333333
ANKRD11	-1.336
NPAS4	-0.274125
GCET2	0.0015
RNASE9	0.437
GUCY2D	0.565333333333333
CCDC98	-0.2145
FGF4	-0.327875
CPM	-0.7875
SLC26A4	-0.800833333333333
PLD5	0.28075
FAM59A	0.0737
FBXO5	-1.32722222222222
SIPA1L1	0.041625
DPYS	-0.05075
ATG4D	0.2735
TGM3	0.3085
MTCH1	0.26175
HK1	0.0295
CDC26	-0.637625
GALNT12	-3.44916666666667
LOC339229	-0.3825
MRPL35	-1.175875
ORC4L	0.312
TNKS	-0.616571428571429
C2orf24	0.576666666666667
ZNF553	0.3265
GGTLA1	2.2984
ZNF497	-0.117
CDY1B	0.41275
SLC30A4	0.807125
TUB	-0.774875
ARHGEF18	0.65275
ARRB1	0.45475
KCNK1	0.02175
EREG	-3.3302
SCAMP5	0.671
RUNDC3B	2.84
ADAMTS20	0.0415
IL17RB	-0.321375
FLJ20323	-0.45025
MCAM	-0.093125
POLR3E	-1.0045
AQR	-0.287166666666667
IPMK	-0.6815
CDCA7	-4.8315
CAMP	5.00575
GRHL3	1.5025
ADAMTSL2	0.584166666666667
CLMN	0.989666666666667
SSTR3	0.453
MAGEA5	-2.20283333333333
OVOL2	3.97
JMJD1B	0.847
RBL2	0.7161
PYGO2	1.301
PPP1R10	0.6165
CSE1L	-0.2905
LCA5	0.96475
RDH16	2.31925
ASRGL1	-2.539
TOM1	0.9245
PTX3	-6.8645
TTC15	1.07625
SCGB3A1	1.61166666666667
MRPL50	-0.904
RCAN3	0.91725
SLC26A11	1.55
STYX	-0.694
CINP	-0.27825
MARCH7	0.187
PFKM	-0.115166666666667
SGMS1	-0.0673333333333333
RIOK3	-0.4484
C1orf110	-0.113
CES7	-0.01625
LOC440248	-1.57075
PPP1R12C	-0.05875
C10orf27	1.2845
ATG9A	-0.1305
MRPS26	0.317375
TMEM40	1.44025
ELP3	-1.0329
ZNF787	-0.0505
HIAT1	-0.0995
C8orf34	1.2535
MGC4655	0.7632
PELI1	0.307166666666667
PPT1	0.9212
SLC35C2	0.422666666666667
C6orf125	-0.6625
MUC4	-1.56366666666667
RFC4	-1.91928571428571
GNB2	1.295
NUP50	-0.5115
SULT4A1	1.2105
C7	1.06075
CCDC130	-0.184833333333333
ARRDC4	3.26
RQCD1	-0.7085
GLYCTK	-0.81525
AYTL2	-0.911
MTUS1	-0.1671
LEMD3	0.8565
PLEKHF2	2.1225
HOXA7	-1.02375
GTF3C2	-0.353
DYNLRB2	3.014
CNOT10	-0.5165
MR1	0.602666666666667
FFAR1	0.09325
PRIC285	1.02
SLITRK6	-0.8815
LIX1	-1.9958
UBE1L2	-0.707
F8	5.52225
ACHE	0.695
KPNA5	-0.04575
TNFRSF12A	-0.663666666666667
EGR3	1.551
SERPIND1	-3.27966666666667
OASL	3.827
IFRD1	-1.474875
WDFY1	-0.103833333333333
ZNF267	0.41125
ACCN5	0.463
ZBTB6	1.02725
PPP1R3A	-0.011
PRRT3	1.58175
FBXL19	-0.0785
TXNIP	0.0793571428571429
ACTN2	1.10975
ATG9B	0.07075
C9orf117	0.970625
IL27	-0.9225
RPL36AL	-1.0805
KLK15	-0.08775
CHAD	2.023
RAP2B	-0.8243
HEBP2	0.3125
ZNF342	1.0995
CAMK2G	0.0701666666666667
TLR3	2.03625
FGF14	0.5215
HMGB2	-0.6595
TRPM5	0.005
OR5M11	0.417
KIF3B	0.655157894736842
PRICKLE2	0.302
MTMR9	-0.654375
C3orf27	0.3095
GLRA3	3.84716666666667
NSDHL	0.323333333333333
TMEM32	-0.1945
POLR2D	-0.6685
MYADML	0.2695
C9orf114	0.49075
MRGPRX1	0.0735
TOPORS	-0.0305
CLDN19	-0.6055
C1QL4	-0.1285
RNF165	-1.64
DHRS9	-0.5215
DNAH2	-1.81233333333333
FXR1	-0.9105
ZMYM3	0.212625
CASP3	0.500333333333333
FAM120C	-1.5985
SCLY	-1.14775
CA7	0.2275
ENTPD5	-0.536666666666667
ZNF461	0.36275
PDIA5	-0.5
C1orf19	-0.312333333333333
TMEM67	0.6115
KCTD20	-0.3935
WDR47	1.1305
FLJ38723	0.1435
KLRF1	-0.054
TAS2R16	0.2675
CLDN12	0.88675
PRKCE	1.2955
UBXD4	-0.26025
ITGAM	3.05016666666667
GLT8D3	0.401
WDR31	0.8172
RGS2	-0.93575
OR51L1	0.3765
MST1R	1.6905
KIAA1737	1.438
OR4A5	-0.5465
GLIS1	-1.26433333333333
PTMA	0.0252142857142857
NAPA	1.79275
PRDM11	-0.13675
LIPF	-0.0925
DIRAS3	0.43275
ASGR2	-4.387875
C1QTNF4	-0.07725
PIK3R4	0.721166666666667
ARMC3	3.989
NDUFV3	0.155083333333333
BTBD3	-0.106833333333333
PPP1R2	0.316416666666667
UBE2NL	-0.3535
FOSL2	0.729285714285714
FAM119A	-1.46366666666667
TUBA4A	0.1125
KRTAP12-1	0.39625
SFRS2	0.00549999999999998
RHPN1	0.1159
EEF2	-0.402666666666667
ZDHHC11	0.735166666666667
EPHA3	-1.483
RBM12	-0.19375
H2AFJ	1.52891666666667
EDIL3	3.538
KIF26A	-2.25675
SERGEF	-0.2585
B3GALT4	2.59725
LOC90925	0.167833333333333
OSCAR	0.19925
NPFF	-0.462625
DEDD	0.9605
TMEM155	-0.890375
PTPN1	0.659
SCYL2	0.453666666666667
SKAP1	3.037
LEAP2	-2.06183333333333
GADD45G	1.149
IFITM3	1.534125
PILRB	-0.301
SLU7	0.3141875
DSC3	-1.37475
DNMT3L	-1.7115
PAPD5	1.1935
B3GNT3	-1.7815
LHCGR	-0.139
MSL-1	1.16625
UBE2S	-1.59925
SAP130	-0.39275
ANAPC11	-0.11725
MAGED4B	-0.9445
ATP6V1B2	-0.2025
C14orf179	0.572875
CAPZA1	1.06775
CDYL2	0.801666666666667
GLRX3	-0.812666666666667
LOC136288	-0.0005
MOBKL1A	-0.00649999999999999
HTR2B	2.351
CRYGD	-0.00416666666666668
NUS1	-0.330833333333333
PGRMC1	-0.296
MYOM2	-0.48725
FLJ39653	-0.0338333333333333
CHM	0.4249
OR5M8	0.452
ZNF619	-1.0185
FAM105A	0.98875
CCNL1	-0.854875
NAP1L3	-0.6205
C10orf57	2.345
B3GALNT1	2.32366666666667
CSN1S2A	-0.232
TCP10L	0.2285
GDAP2	0.417
DMKN	-1.88516666666667
COX6B1	-0.5545
DNASE2	0.928666666666667
MSH5	-2.1425
LGMN	0.27275
USP31	0.3747
OR13C8	0.5825
SDCBP	-0.0277
NUDT11	-2.06066666666667
PYGL	-1.81916666666667
SNPH	0.1945
B3GNT4	-0.4065
MIZF	-0.7285
NUBPL	0.3075
NOD1	-0.146833333333333
CDH22	-0.149
NUBP1	0.0645
DSCAM	-4.287
DGKI	0.8095
FAM136A	-0.7585
AKAP1	1.0835
SLC16A6	1.38425
RIN3	0.57025
PSG2	0.093
DIP2B	-0.336166666666667
PSORS1C1	0.2925
KIAA0495	0.8645
FLJ90709	-0.141833333333333
LPA	-0.114
PIGA	-0.617166666666667
LY75	2.83166666666667
UTS2	-5.9375
RREB1	0.369625
GALNACT-2	1.1726
MGC3196	-1.31475
FLJ31568	0.37575
LPHN1	1.138875
SP1	1.053125
TOX4	0.1275
HSPA9	0.8107
APOBEC1	-0.193
SLC35E4	-0.458
LSM5	-1.192
SURF1	0.6085
ZBTB1	0.4555
GTF2F1	0.35475
RPS15A	-0.485357142857143
DUSP21	-0.272333333333333
GINS4	-2.93066666666667
MYO15A	0.504833333333333
GIMAP7	2.09925
MGC13379	-0.42225
ATP6V1E2	0.0443333333333333
UTP3	-0.02575
HNRPA3	-0.7950625
MT4	0.128
C14orf155	0.078
U1SNRNPBP	0.55775
CKLF	-0.947833333333333
PLEKHN1	-0.7835
MBNL1	-0.240083333333333
NUP160	-1.706
ACSM2A	-1.51925
LOC129881	-0.14425
KIAA1529	-1.23175
FLJ22639	-2.3725
HAND1	-1.601
GSX1	0.4015
FGA	-3.6716875
SERPINB1	0.057
ZNF642	0.948
IGFBP1	-8.309875
SLC1A1	0.428625
DHX57	-0.091
ZNF766	-0.1385
PTPN21	-0.6662
GDPD3	2.23366666666667
PNPLA5	0.035
TBR1	-0.00700000000000001
FAM116A	-0.27225
IQGAP1	1.063625
FOS	0.428875
ZNF226	-0.924625
FIGNL1	-0.106833333333333
C14orf1	0.660833333333333
ZMYND17	0.067
PUS7	-0.954166666666667
TUBB6	-1.51075
KCNQ2	-1.604
MARCH6	0.639166666666667
CCDC33	0.0615
PRODH	-2.32725
RBM11	2.01025
EPHA6	0.56275
SLC43A1	-0.4235
LOC196541	0.0405
NTN1	-0.548083333333333
ING4	0.748
PCDHB10	0.44125
DPH2	-0.303833333333333
SPACA4	0.3715
FBXL21	-3.133
DIAPH1	-0.417333333333333
ZNF71	0.457666666666667
CEP76	-0.6515
CORO1A	-0.1715
RRM2	-1.711
EDG4	0.949
OS9	1.33516666666667
SLC4A1AP	0.12325
COG5	0.34925
COPS8	0.08675
NGLY1	-0.75475
NCBP2	-0.827875
C17orf42	0.0303333333333333
GPSM3	-0.54925
SIL1	1.7735
ASB6	0.2415
SMAD5OS	-1.089
UNC93A	-3.6125
A1BG	-0.464166666666667
C21orf62	-0.15075
FMO5	0.607166666666667
ATRIP	1.01183333333333
CEBPG	0.0326666666666667
C7orf38	0.528333333333333
TNFRSF1B	1.1225
CLEC1A	1.986
IQSEC1	0.769
PATZ1	1.3025
RBM22	0.911625
BAG2	-2.032
PAQR5	0.602666666666667
C9orf127	1.7033
THNSL1	1.112
SHROOM3	3.0612
JAM2	0.1915
SNRPN	-1.95875
ALX4	0.222
CACNA1S	0.0535
FAM130A1	1.65175
CORIN	3.6315
CD300LB	1
PLEKHG6	1.7435
LRRC40	-1.25425
PCLKC	-1.556
PCDHB16	-0.991333333333333
WNT2B	0.1855
ASNS	-1.02944444444444
MRPL49	0.87525
FLJ46111	1.10525
ISG20	0.803625
SMU1	-0.526166666666667
CASZ1	0.7895
POLR1D	0.248083333333333
GIN1	-0.20375
SNAG1	0.637166666666667
ANKRD29	-0.40875
CDKN2AIP	0.069
KRR1	0.1465
CXCL1	-4.7175
EPM2A	0.4876
PC	1.75383333333333
DEFB127	-0.1095
PDZRN4	1.95416666666667
FAH	0.046125
OR51E1	2.477
CDC2L6	-0.0695
DNTTIP1	0.43575
PAX8	0.01875
TMEM116	0.7175
C1orf150	0.743
PRO2012	0.32325
MRPL40	-1.11866666666667
BEX1	-0.9592
SLC2A4	-0.875166666666667
PKMYT1	-0.516
FEZF2	-0.417833333333333
SLC26A9	-1.88175
MAP2	-0.00458333333333334
LYL1	-1.537
SLC25A19	-0.5225
NOS3	-0.1045
ZNF34	1.2385
TMPRSS11F	-0.14925
FAM43A	0.366
FCRL4	-0.368833333333333
KLF14	-0.34775
FLRT2	-1.309
WRN	-2.2195
SDF2	0.8237
KRT8P12	0.649
C6orf195	0.469
C9orf125	-0.973333333333333
DZIP3	0.198125
RIT1	-0.102416666666667
SCML1	-2.689
RHBDF2	1.02275
OR2G3	0.5785
REXO1L1	-0.24
MAP3K7IP3	-0.37075
C3orf57	-2.50375
FBXW11	-0.288666666666667
ETAA1	-0.48425
C14orf131	0.124
AKT1S1	0.94325
SLC12A5	-1.264625
C9orf164	1.805
NRIP3	-1.43525
NOS1AP	0.63275
TMEM121	0.79625
SAP30BP	0.2345
DGCR6	0.4625
WDR76	-0.529
FAM82B	-0.6675
LOC606495	0.454
MAP9	2.32941666666667
BCDIN3D	0.825
CXorf36	2.30816666666667
DSCR3	0.4572
ZFAND3	0.455625
C7orf43	0.858666666666667
SPSB3	0.8303
C19orf19	0.0265
FAM133A	-2.13425
C12orf25	0.87625
SLC39A3	-0.51575
DISP2	1.294
PI4KAP2	-0.9275
MKRN3	-1.30133333333333
ADAMTS13	-0.06675
CBLN3	0.649666666666667
TTYH1	-1.82416666666667
C3orf18	2.12775
FLJ13236	-0.6425
ZMYND12	2.57175
C18orf25	0.416625
GLB1L3	-0.7955
ATP13A5	-0.195
RANBP10	-0.22725
CD96	-1.4968
DENND1C	-0.71475
RBMS3	0.1971
SLC41A3	0.339333333333333
DGCR6L	0.20075
TMEM128	0.6605
CSNK1G3	-0.182285714285714
MOBKL2C	1.24975
TSPAN6	-1.590375
MATN2	-2.0951
MSL2L1	0.461333333333333
ST6GALNAC2	0.814
FGFBP2	-1.28275
FGL1	-7.48433333333333
MPP3	0.356
ARHGEF6	0.900166666666667
TGFBR2	0.434375
ACMSD	2.34625
IL33	0.9705
C9orf5	0.172583333333333
DEAF1	1.4503
AMN	-0.9375
DEFA6	0.19075
RNF212	-1.4665
METT5D1	0.916166666666667
CIB1	0.7576
TSSK1B	-0.0965
KIAA1727	2.02925
ZNF680	0.466916666666667
LOC399900	-0.8855
LOC152217	-1.3185
CTNNAL1	-4.0765
CIT	-1.83766666666667
TLE6	2.2095
ZNF607	-0.44625
HERC4	-0.467166666666667
DRAP1	-0.5149
PEMT	-0.97425
C10orf111	-0.5255
ZNF575	-0.3975
KCTD7	-0.194
MYO1F	0.734875
LOC285382	1.425
RAB11A	0.6732
PLCD3	-0.51425
C15orf28	-0.073
PTBP2	-1.526875
CTB-1048E9.5	-0.396
C19orf60	-0.675166666666667
C7orf25	0.729333333333333
SETD7	1.06125
HOXB9	-4.63
VANGL1	0.7136875
CHAF1B	-0.79075
NDUFA3	-0.8315
KIAA1328	-0.381333333333333
SHARPIN	1.124375
TTC23	-1.066
UGP2	0.27
ANKIB1	0.7121
CIRBP	1.04971428571429
SEC14L4	-2.86066666666667
OVCH1	-0.195666666666667
VPS52	0.8815
FAT	-2.1425
M6PRBP1	0.48225
GPRIN3	1.7955
PPM1F	-0.979166666666667
TSR1	-1.67575
CCDC85A	1.55275
PCSK5	0.74975
ZFHX3	-0.329
HEMK1	-0.1108
PGBD2	1.09975
RSRC2	0.238
AURKC	-1.24816666666667
SCRIB	0.196375
ORM2	-4.36266666666667
FAM115A	0.6658
FZD6	-0.0625
UNC119	0.867333333333333
GPX3	0.3527
NOV	-1.84475
CABC1	1.206625
CDC42SE2	0.0825625
EIF2S2	-0.6473
RNF130	0.5815
CKAP5	-0.526666666666667
RP11-413M3.2	-0.394625
C10orf18	0.3638
TMEM93	0.04825
DYX1C1	1.20875
KCNMB2	-1.449375
ANK3	-0.33025
KRT5	-2.5814
CDH12	-1.764875
QRSL1	0.143875
JUB	-2.669
SHC4	-2.5585
CCL15	0.874166666666667
CCDC22	0.6085
SNX24	1.068
RARS	-0.3355
MORC2	-0.14675
FAM48A	1.05525
MT1H	-2.106
PPP1R14C	-3.3
FOXD1	-3.29735714285714
C1orf213	-2.864
AMT	-0.2651
DSN1	-0.3995
PTPLAD2	2.46425
DIS3L	-0.183
RASL11A	-0.8535
GPRC5B	-0.32275
FRMD7	-0.0355
STRN4	0.55975
KITLG	0.548636363636364
HDGF	0.46
OR1S1	-0.478
SETX	-0.0282
DDR2	-0.162375
KCTD12	1.24675
LYZL2	0.51075
WDR52	0.341
TMEM2	0.17375
ZNF579	-0.476166666666667
LOC200810	0.721
TNFSF9	-1.754875
PPFIA4	-1.82225
CNIH3	0.233
MAP4K4	-1.00378571428571
ROD1	0.352642857142857
ALS2CR12	-0.557
DOCK3	-1.594
PAQR9	-4.45625
ASB17	-0.3995
STX16	0.04125
FEZ2	-0.1635
DLAT	-0.989666666666667
KIF21B	-1.29433333333333
CDC5L	-0.27625
TMEM119	2.54
CRIP3	-1.5575
TPSD1	0.181833333333333
TEPP	-0.855
GNGT2	1.14175
C21orf121	0.04175
WNK1	1.128
FLJ10490	-0.4561
OR51B5	-2.7425
LOC203547	-0.9535
HAS1	-0.76
PPA1	-0.808333333333333
ST7	0.87975
C11orf46	1.0183
POPDC3	-3.33433333333333
ACOX2	1.2485
ATCAY	-0.799083333333333
TM4SF19	-0.647
MFSD9	-0.787166666666667
PDHB	-0.43425
ERN1	0.30775
LCE3C	0.334
GPR111	-0.1765
NOTCH3	0.172333333333333
ADAMTS5	0.7445
B3GALT1	-0.855
UGCGL1	-0.602333333333333
FAM58A	1.17016666666667
FBXO32	0.43275
CLPP	-0.52825
NXPH1	-0.55625
MTMR3	0.803833333333333
ATP1B3	-0.94175
TMEM16A	4.32325
HIST1H3F	-0.191166666666667
TRIM25	0.914666666666667
SDCBP2	1.759
CRKL	-2.00875
HOXB2	1.8015
ANP32B	-0.4355
GATM	2.466
AP4E1	-0.165625
EDG5	0.424125
CDKN3	-2.21383333333333
CDH4	-2.74175
PGD	0.6265
RND1	1.2175
GAD1	-3.53522222222222
MPG	0.06125
LOC440350	-0.3595
ZNF133	-0.7915
SERPINB12	0.1055
AMELY	-0.284166666666667
DHX36	-0.67475
TNFAIP8L2	2.71766666666667
PHTF2	-0.0926666666666667
CCDC112	-0.3615
IQCC	0.28025
HEYL	2.3055
FTSJ2	0.19
APPL1	0.1565
RAB43	-0.353071428571429
OR10G2	0.1625
WAC	0.763833333333333
ADCY9	-0.293875
RUNDC2B	-0.139333333333333
PYCRL	0.2583
AGPAT7	0.0628333333333333
SLC22A9	-0.995666666666667
CDKAL1	-0.157
PDYN	-0.377333333333333
C20orf74	-0.88275
MTMR11	1.528
VAV3	1.32583333333333
DAPL1	-1.56325
STXBP3	0.40225
EIF3G	-0.29225
ARHGAP22	-1.6555
NPFFR1	0.236
NPC1	-0.1455
ALDH9A1	1.242
ZNF600	0.37
ZNF678	0.0275
RASSF1	-0.2675
ADD2	-2.8315
PITPNB	-0.679125
PKD2L2	-0.364285714285714
LRP11	0.926
CDKL1	-0.1035
SMEK2	-0.14
PRODH2	-3.38166666666667
C11orf54	-0.973333333333333
SFRS11	-0.274333333333333
IL7	-0.638
ALS2CR16	-0.6165
BTG3	-1.34866666666667
PAK2	-0.312388888888889
RP11-679B17.1	0.3075
GATA4	-2.00566666666667
ATP2B1	1.0575
LOC130940	1.2255
C1orf172	2.4395
ATF7IP2	-1.33125
SLC25A43	0.577666666666667
CENTG3	0.199666666666667
IGF2BP1	-4.3706
FCHSD1	0.682
CAMK2N2	-0.5895
ELAVL3	0.0576
NBPF15	0.996333333333333
UBE2J2	0.7785
GNL2	-0.87775
PRR3	-0.1224
NLF2	-0.45725
OR4F6	0.1455
KLHL24	0.302166666666667
CCDC88A	-2.0313
SGPP1	-0.217666666666667
C10orf11	-0.362666666666667
SLC35B4	-0.755666666666667
UGT3A2	-0.528
ARNT2	1.1177
CBR1	-2.638
ITPR3	0.160166666666667
TRAPPC6B	-1.0315
AMZ1	2.421
ARP11	2.194
WDSUB1	1.09125
APBA1	0.276
RAB2A	0.9257
C6orf162	-0.839
HPSE2	0.08475
PLCE1	-1.88775
INSL3	-0.23875
DLG1	0.3162
PTPLA	-3.52
PIGX	0.18525
TFIP11	0.272333333333333
FIBIN	3.2515
POLR2G	-0.6615
GRAP2	-1.6281
DNAJB8	0.4805
CNBP	0.383166666666667
WASF1	-0.55325
INPP5E	-0.2341
HSPB1	1.4398125
TMEM167	-0.5948
CUBN	-0.31625
IGF1	1.7128125
ITPK1	1.166
NAALAD2	-1.35425
G3BP1	-0.651
NT5DC1	0.321875
CYP39A1	-0.926
TMEM139	0.568666666666667
POLK	0.2433
GLULD1	-1.777
RBM15	-0.207333333333333
AMZ2	1.2985
GDF15	-0.356333333333333
MESDC2	-0.078
INCA	0.280166666666667
ACY1L2	-3.5
GZMM	-1.19133333333333
PAIP1	0.7385
CACNA2D1	-0.1265
STK32C	0.431166666666667
SH3BP4	1.093
DEC1	0.2195
PADI1	0.8965
UBB	0.6219
PON3	3.634
PROP1	0.5085
ANKRD13B	-0.298
ADCK1	1.24925
TCF25	0.2125
SLC38A5	-2.58125
CXorf26	-0.169
C19orf39	0.123
PPP1R13B	0.8495
ARL2	-0.7135
TCL6	0.215583333333333
TOP3A	-1.078
SLC16A14	0.832625
FXYD6	0.5205
HIST1H4E	-2.05375
BBC3	-0.151157894736842
UNC5A	0.183666666666667
FAM86C	-0.326
PI4KB	1.589125
B3GAT1	-3.54475
SUSD2	2.94783333333333
OAZ2	-0.100333333333333
NOC4L	-0.08425
C10orf12	-0.61025
FADS1	-2.486
LOC144097	-0.46575
DKK2	1.18483333333333
KIAA1949	-0.29525
RHOT1	1.0526
OXT	0.7225
GPR153	-0.716
ARL4A	-1.63483333333333
SAAL1	-2.0325
CCDC64	0.519
USE1	-0.675333333333333
HNMT	0.398666666666667
PCGF3	1.131875
CYP2C19	0.18675
C20orf4	0.7295
CCDC11	2.51425
ACSBG2	-0.29125
RWDD2A	-0.2835
PALLD	1.616375
CPLX4	-0.1295
LOC492311	1.578
KPNA2	-0.622833333333333
MACROD1	-0.2709
TMCO3	1.58466666666667
C15orf52	0.6995
BIRC5	-1.0034
PRR16	-0.780166666666667
FAM63B	-0.3825
KATNB1	-0.657833333333333
