Hybridization REF	TCGA-E2-A10A-01A-21R-A115-07
ZNF347	0.9696
GTF2E1	0.10675
RY1	0.0281666666666667
ATAD2B	0.23625
ARHGAP17	0.132
KCNIP3	-0.2035
SFPQ	0.505
GFRA4	0.160666666666667
AKR1B10	-4.19275
TIGD6	1.03766666666667
RGS16	2.8215
URB1	-0.509166666666667
OR4C46	0.2295
TOP3B	-1.29525
NFATC4	-0.0345
CA14	-4.59825
BMPR1A	0.546333333333333
SNRP70	-1.277375
PRL	0.0238333333333333
C6orf130	-0.543
STAG2	-0.5845
CD55	-0.382571428571429
RPS23	0.362666666666667
SSX2	-1.64166666666667
FDPSL2A	-0.7755
FBXO27	0.928625
SYNGR3	0.3415
TMSL3	0.7655
EML1	0.447
NUP93	-1.379
SMAD3	1.6409
KIAA1189	1.681
HNRPUL2	0.252666666666667
TBC1D12	1.12933333333333
C16orf24	0.63875
MRVI1	1.87466666666667
ZNF581	-1.31333333333333
ELOVL3	0.123
OR51Q1	-0.053
CACNB3	1.38783333333333
GALNT13	0.05575
C10orf84	1.3928125
NEDD4	0.3615
SPO11	0.2995
OR5AU1	0.549
NEK4	0.773071428571429
PRKAR2A	0.487333333333333
IHPK1	-0.321
ATP6V0B	1.36325
CACNA1E	-0.808
CEACAM8	1.56416666666667
PEX14	-0.359
FLJ12993	1.187
ZBTB38	0.129333333333333
PCTK2	1.31883333333333
LRRC16	-0.4069
FBLIM1	0.06225
FYCO1	1.82175
RP5-1022P6.2	-0.730333333333333
CMTM1	0.467166666666667
PLTP	0.207166666666667
RAPH1	0.752875
DOCK8	1.101625
EZH2	-1.06973333333333
SLC25A1	-0.976666666666667
PLEKHB1	1.8166
GRB7	0.684
ZFP37	-1.796
MRPL33	0.036
PELO	0.40975
ARMC1	-0.400909090909091
C9orf27	0.04225
FLJ25778	-0.2795
C9orf37	-1.10583333333333
TMEM66	0.436
SPRN	0.066625
HBEGF	0.466375
PI4KA	-1.0645
LEPRE1	-0.49225
POU2AF1	-3.278125
MRPL12	-1.0445
REP15	0.5645
ZC3H3	0.22475
RASAL1	-1.1125
DDAH1	1.1915
ACBD5	0.904625
TMC2	0.19
CCDC137	-1.03925
SAMD13	0.5765
UGT2B15	0.0288333333333333
TIPARP	-0.593
DNASE1L3	-0.44425
TRIM72	0.574
DBX2	0.01275
IPO8	0.19525
C21orf88	-0.9908
MAP3K14	-0.327
LOC51233	-0.0893333333333333
GGTLA4	-2.49425
PDE6D	-0.0125
ZNF117	1.544
CLK2	-0.596
NKRF	-0.756
TNFSF15	0.4715
DUSP2	-0.56025
SECISBP2	0.5765
GABRR2	-0.7265
PPAP2C	1.40175
LOC51145	0.633666666666667
PAG1	-0.420875
PIK3C3	0.39625
GNG10	0.796
APOL4	0.444666666666667
ANKRD28	-0.18375
STMN3	-2.1854
RAB14	1.2465
CDK2AP2	0.00375
HDDC3	0.062625
COMMD7	0.00774999999999999
CXXC1	-0.2435
HMCN1	0.0463333333333333
CD40	0.96375
DYNC1LI2	0.119625
GDI1	1.06975
LOC646938	-0.23825
VSNL1	-2.73616666666667
PIH1D1	-0.0525
RAET1G	-0.8105
KRTAP5-9	-0.151
EFTUD2	-0.808
ZNF311	0.248666666666667
ATP6V1G3	0.98225
OR2W3	0.098
SCN4A	0.09
MED10	-0.63275
FAM135A	-0.4227
ARHGAP4	-1.28025
EHMT2	-0.5685
UFD1L	-0.48
ERMP1	0.9635
MAG1	-1.05616666666667
THAP8	0.0461666666666667
HACE1	-0.0296666666666667
FAM82C	1.23866666666667
C3orf20	0.135
UNC84A	-0.0356666666666667
SCD5	-0.537857142857143
LASS6	2.237625
LSG1	0.557166666666667
MAL	-5.7405
GPR22	0.532
WDR5B	0.8875
ACTRT1	0.4855
C17orf60	0.4215
GRIN2C	-0.4233
ARMC8	0.0700833333333333
SLC47A1	-1.10916666666667
DMPK	0.39
DHRS13	-0.733166666666667
SMC1A	0.0441666666666667
KRTAP17-1	0.77275
SMYD5	0.06675
TUSC2	0.39325
CRHR2	0.234
KIR3DL2	-0.432
CCDC104	0.98325
ATP2C1	1.28325
CROT	-0.076
PABPC3	-0.745333333333333
EGR1	0.763
THSD1	0.91575
KHK	-1.29175
SLC12A2	1.3314375
CD58	-0.51925
STOX2	-1.18566666666667
CCDC76	-0.0211
CCDC48	4.42825
DNAH1	-0.0465
ZIC4	-0.079375
OR1G1	0.406
PSMC6	1.23583333333333
PROKR1	-0.134
ABCB1	-1.81475
TRAT1	-2.81
LLGL1	-0.096
MTF1	1.27625
USP54	0.80025
PAGE2B	-2.2645
ITGB7	-4.1855
CCDC81	0.2555
LOC149837	0.17875
SCUBE1	0.1765
ZSCAN10	-0.712
HUWE1	-0.284428571428571
CDH17	-0.028
CD180	1.4815
IL17A	-0.009
TMPO	-0.58475
KIAA1524	-0.578
HDGFRP3	1.53466666666667
OXCT1	0.0257272727272727
RRAS2	-0.856166666666667
LTBP2	2.029875
SV2B	0.0991666666666667
CYP2A6	0.209875
PKD1L2	-0.623
PPM1M	1.40975
FLJ22662	1.133
ZNF502	-0.2105
GP6	-0.5405
CRYBA2	0.7815
LEF1	-0.0335
CTPS	-0.958285714285714
EYA1	-2.816
EPS8L1	1.326
MAPK14	-0.634166666666667
SERPINB2	-4.896
GTF2F2	-0.0473333333333333
ZNHIT4	-0.0305
PLA1A	0.8655
C20orf114	4.289
HPR	-3.895
C18orf2	-3.22616666666667
SATB2	-1.62825
KCNJ9	0.162625
MGC157906	1.22
MOCS3	-0.1055
C17orf71	-0.417833333333333
PPHLN1	0.4259
HIST1H2BN	-1.1975
RAPGEF1	0.0795
MAP3K8	1.04675
DLG4	0.164
STC1	-1.24633333333333
CDGAP	1.63525
DDX26B	-1.419
LOC150223	-2.2915
CPSF3	-0.409
TMEM14A	1.32025
MYH3	-1.8335
GPKOW	0.38
SULT1A1	-0.497
SPON1	2.6859
YY1AP1	0.543666666666667
RAB23	0.334
PLA2G4A	-4.19175
MAPRE3	0.52375
ZNF516	0.880214285714286
GGPS1	-0.0765
EXOC3L2	-0.5185
C19orf42	0.9162
MAP2K2	-0.995166666666667
HIST1H2BB	-0.58175
RNF19B	2.0725
C6orf128	0.377166666666667
TLR8	2.079
PCDHA9	0.471
CARS2	0.21925
CLUL1	1.26416666666667
RHAG	-4.66716666666667
UNK	0.1325
EXOC8	-0.4035
C9orf95	0.078
C14orf143	1.08033333333333
MAML3	0.11075
LDHA	-0.87175
MRPL20	-0.187375
KLHDC6	0.363833333333333
ATP5S	1.09366666666667
C8orf55	-0.7465
PHF19	-1.926875
KRTAP13-4	0.5325
TTC5	-0.9735
XKR5	-0.86675
SILV	-5.28083333333333
TEX28	-0.096
TCTN1	1.5845
CX40.1	0.2265
PPP2R5C	0.11775
C12orf30	-0.572666666666667
CAPG	1.64525
MPZL1	0.8659
ARSB	-0.9555
TDH	-1.528
WASF4	0.16425
TSSK3	-0.871166666666667
7A5	2.395
CRISPLD1	0.3705
MAD1L1	-0.993
SPIN4	-0.446166666666667
AMPD1	-0.534
DPYSL5	0.404
INPP1	0.495166666666667
ANKRD11	-1.3395
NPAS4	0.041
GCET2	-0.358
RNASE9	0.0965
GUCY2D	0.265333333333333
CCDC98	-0.44325
FGF4	0.106375
CPM	-0.601333333333333
SLC26A4	-1.88916666666667
PLD5	0.143
FAM59A	1.6575
FBXO5	-1.34377777777778
SIPA1L1	-0.439125
DPYS	0.6285
ATG4D	-0.046
TGM3	1.7265
MTCH1	-0.14825
HK1	-0.0302142857142857
CDC26	0.314
GALNT12	-3.327
LOC339229	-0.18775
MRPL35	-0.202375
ORC4L	0.521
TNKS	-0.446857142857143
C2orf24	0.4035
ZNF553	0.843833333333333
GGTLA1	2.2748
ZNF497	-0.2285
CDY1B	-0.367
SLC30A4	0.665125
TUB	0.056125
ARHGEF18	0.1505
ARRB1	0.21425
KCNK1	-0.268625
EREG	-2.1899
SCAMP5	1.52
RUNDC3B	0.0435
ADAMTS20	-1.766
IL17RB	1.405125
FLJ20323	-0.78175
MCAM	0.0445
POLR3E	-0.48525
AQR	0.648333333333333
IPMK	-0.2235
CDCA7	-3.373875
CAMP	2.33075
GRHL3	0.49225
ADAMTSL2	0.9045
CLMN	1.79566666666667
SSTR3	0.275
MAGEA5	-2.235
OVOL2	3.34975
JMJD1B	0.52525
RBL2	0.5239
PYGO2	1.03375
PPP1R10	0.241
CSE1L	-1.383
LCA5	2.292
RDH16	1.06325
ASRGL1	-2.4585
TOM1	-0.130666666666667
PTX3	-6.422
TTC15	0.319
SCGB3A1	1.87716666666667
MRPL50	-0.37075
RCAN3	-0.0355
SLC26A11	1.10275
STYX	0.322166666666667
CINP	0.0535
MARCH7	0.1105
PFKM	-0.602833333333333
SGMS1	-0.821166666666667
RIOK3	-0.1881
C1orf110	-0.1935
CES7	-0.116125
LOC440248	-0.719
PPP1R12C	-0.71075
C10orf27	0.4365
ATG9A	-0.17
MRPS26	0.091125
TMEM40	-1.244
ELP3	-0.715
ZNF787	-0.4213
HIAT1	0.3815
C8orf34	1.41333333333333
MGC4655	0.0727
PELI1	-0.459333333333333
PPT1	1.1495
SLC35C2	-0.572333333333333
C6orf125	-0.3025
MUC4	-0.981833333333333
RFC4	-0.971857142857143
GNB2	0.0968333333333333
NUP50	-0.756857142857143
SULT4A1	-1.30933333333333
C7	0.73525
CCDC130	-0.309
ARRDC4	-0.41525
RQCD1	0.5645
GLYCTK	-0.46675
AYTL2	-1.10681818181818
MTUS1	0.7558
LEMD3	0.258833333333333
PLEKHF2	2.14975
HOXA7	-0.54525
GTF3C2	-1.525
DYNLRB2	2.5165
CNOT10	0.26775
MR1	0.617
FFAR1	0.031
PRIC285	-0.16975
SLITRK6	4.65775
LIX1	-1.6181
UBE1L2	-0.10175
F8	1.557625
ACHE	-0.559833333333333
KPNA5	0.4235
TNFRSF12A	-1.48233333333333
EGR3	0.358
SERPIND1	-4.17966666666667
OASL	2.4185
IFRD1	-1.369
WDFY1	0.1075
ZNF267	0.43925
ACCN5	-0.538
ZBTB6	0.43025
PPP1R3A	-0.126
PRRT3	2.17025
FBXL19	-0.5885
TXNIP	0.518357142857143
ACTN2	-2.18625
ATG9B	-0.192
C9orf117	1.313125
IL27	-1.0175
RPL36AL	-0.466333333333333
KLK15	-0.57675
CHAD	3.1455
RAP2B	-0.5196
HEBP2	1.3155
ZNF342	0.3385
CAMK2G	0.245333333333333
TLR3	3.29125
FGF14	0.45125
HMGB2	-1.0845
TRPM5	-0.145166666666667
OR5M11	-0.055
KIF3B	0.531631578947368
PRICKLE2	0.91875
MTMR9	-0.00024999999999999
C3orf27	0.24625
GLRA3	1.32133333333333
NSDHL	-0.534833333333333
TMEM32	-0.5635
POLR2D	-1.309
MYADML	-0.0835
C9orf114	-0.93725
MRGPRX1	0.439
TOPORS	0.514
CLDN19	-0.87725
C1QL4	0.027
RNF165	-2.0855
DHRS9	-0.6025
DNAH2	0.5835
FXR1	-0.978333333333333
ZMYM3	-0.7985
CASP3	0.21
FAM120C	-1.4405
SCLY	-0.63225
CA7	0.0775
ENTPD5	-0.739833333333333
ZNF461	0.156375
PDIA5	-0.8685
C1orf19	0.171666666666667
TMEM67	0.9175
KCTD20	-0.51875
WDR47	0.6525
FLJ38723	0.138
KLRF1	-0.027
TAS2R16	-0.1295
CLDN12	0.4625
PRKCE	1.0325
UBXD4	-0.50425
ITGAM	2.6955
GLT8D3	0.309375
WDR31	0.471
RGS2	0.7545
OR51L1	0.217
MST1R	1.565
KIAA1737	0.4775
OR4A5	-0.126
GLIS1	-2.16066666666667
PTMA	0.705071428571428
NAPA	1.8885
PRDM11	0.457
LIPF	-0.9495
DIRAS3	2.21125
ASGR2	-4.343375
C1QTNF4	-0.25275
PIK3R4	0.203166666666667
ARMC3	0.8085
NDUFV3	-0.468
BTBD3	-0.00566666666666666
PPP1R2	0.935416666666666
UBE2NL	0.0355
FOSL2	0.718214285714286
FAM119A	-0.825333333333333
TUBA4A	-0.8613
KRTAP12-1	0.55175
SFRS2	-0.603
RHPN1	-0.4647
EEF2	-0.801333333333333
ZDHHC11	0.0831666666666667
EPHA3	-1.4289
RBM12	-0.251
H2AFJ	1.009
EDIL3	3.3165
KIF26A	-2.17975
SERGEF	0.47375
B3GALT4	2.312
LOC90925	0.103833333333333
OSCAR	0.433
NPFF	-0.44575
DEDD	0.5875
TMEM155	-0.61075
PTPN1	-0.051
SCYL2	0.6505
SKAP1	2.9165
LEAP2	-2.105
GADD45G	1.6477
IFITM3	1.993875
PILRB	-0.787666666666667
SLU7	0.5195
DSC3	-1.01525
DNMT3L	-1.60025
PAPD5	0.18925
B3GNT3	-2.53916666666667
LHCGR	0.2555
MSL-1	-0.34575
UBE2S	-1.560125
SAP130	-0.343
ANAPC11	0.31925
MAGED4B	-2.2115
ATP6V1B2	0.0613333333333333
C14orf179	0.654
CAPZA1	-0.059125
CDYL2	-0.7475
GLRX3	-0.329666666666667
LOC136288	0.68625
MOBKL1A	0.1715
HTR2B	2.099
CRYGD	-0.256166666666667
NUS1	-0.828166666666667
PGRMC1	-0.4775
MYOM2	1.5725
FLJ39653	-0.912333333333333
CHM	0.5908
OR5M8	0.1975
ZNF619	-0.077
FAM105A	0.23825
CCNL1	-0.444625
NAP1L3	-0.1765
C10orf57	1.84966666666667
B3GALNT1	1.85866666666667
CSN1S2A	0.0495
TCP10L	0.4325
GDAP2	0.601
DMKN	-1.8415
COX6B1	0.37075
DNASE2	0.770833333333333
MSH5	-2.633
LGMN	-0.681875
USP31	0.6301
OR13C8	0.261
SDCBP	-0.3491
NUDT11	-2.66933333333333
PYGL	0.136
SNPH	0.998333333333333
B3GNT4	-0.6925
MIZF	-0.9449
NUBPL	0.381
NOD1	-0.584833333333333
CDH22	-0.902875
NUBP1	0.644333333333333
DSCAM	-4.1065
DGKI	0.698
FAM136A	-0.51775
AKAP1	0.263833333333333
SLC16A6	1.85025
RIN3	0.34425
PSG2	0.19875
DIP2B	-0.454083333333333
PSORS1C1	0.1047
KIAA0495	-0.4185
FLJ90709	0.2115
LPA	-0.136166666666667
PIGA	-0.4705
LY75	2.86233333333333
UTS2	-3.695
RREB1	-0.479875
GALNACT-2	0.9555
MGC3196	-0.7005
FLJ31568	0.19925
LPHN1	0.637625
SP1	1.378875
TOX4	-0.1325
HSPA9	-0.1864
APOBEC1	0.374
SLC35E4	-0.53675
LSM5	-0.726
SURF1	0.07325
ZBTB1	0.508666666666667
GTF2F1	-0.33
RPS15A	-0.776857142857143
DUSP21	-0.4045
GINS4	-0.774666666666667
MYO15A	1.628
GIMAP7	2.80325
MGC13379	0.444
ATP6V1E2	-0.198166666666667
UTP3	0.72575
HNRPA3	-0.11475
MT4	0.1075
C14orf155	0.14225
U1SNRNPBP	0.524
CKLF	-0.762833333333333
PLEKHN1	-0.878
MBNL1	-0.731333333333333
NUP160	-1.0725
ACSM2A	-1.1925
LOC129881	2.20775
KIAA1529	0.473
FLJ22639	-1.71825
HAND1	-0.542
GSX1	0.092
FGA	-4.301875
SERPINB1	0.38975
ZNF642	1.985
IGFBP1	-8.332
SLC1A1	2.84525
DHX57	-0.833125
ZNF766	-0.115
PTPN21	1.0163
GDPD3	-1.48133333333333
PNPLA5	-0.1095
TBR1	-0.5725
FAM116A	0.955
IQGAP1	0.896875
FOS	0.95075
ZNF226	0.582
FIGNL1	-0.857333333333333
C14orf1	-0.629666666666667
ZMYND17	0.561
PUS7	-1.207
TUBB6	-0.945875
KCNQ2	-1.84775
MARCH6	0.380833333333333
CCDC33	-0.3065
PRODH	-0.1215
RBM11	3.609
EPHA6	0.2625
SLC43A1	0.58075
LOC196541	0.624625
NTN1	0.33975
ING4	-0.25475
PCDHB10	1.95075
DPH2	-0.505666666666667
SPACA4	0.31975
FBXL21	-5.2355
DIAPH1	-0.556833333333333
ZNF71	0.466666666666667
CEP76	-0.456
CORO1A	-1.169
RRM2	-1.922875
EDG4	0.34175
OS9	0.2865
SLC4A1AP	0.4255
COG5	-0.029
COPS8	-0.1535
NGLY1	-0.61025
NCBP2	-0.34575
C17orf42	0.4125
GPSM3	-0.11875
SIL1	0.3565
ASB6	-1.00425
SMAD5OS	-0.003
UNC93A	-3.045875
A1BG	0.326833333333333
C21orf62	0.00874999999999998
FMO5	0.378333333333333
ATRIP	0.204166666666667
CEBPG	-0.2025
C7orf38	0.3725
TNFRSF1B	-0.0861666666666667
CLEC1A	1.074
IQSEC1	0.652375
PATZ1	0.3944
RBM22	0.941625
BAG2	-2.32833333333333
PAQR5	-1.25016666666667
C9orf127	1.5699
THNSL1	-0.41575
SHROOM3	3.437
JAM2	0.3795
SNRPN	-0.26675
ALX4	-0.504
CACNA1S	-0.1915
FAM130A1	1.005
CORIN	1.5865
CD300LB	0.4795
PLEKHG6	0.468
LRRC40	-0.39
PCLKC	-0.79875
PCDHB16	-0.388833333333333
WNT2B	-0.0295
ASNS	-1.31955555555556
MRPL49	0.629375
FLJ46111	0.04325
ISG20	1.261375
SMU1	0.0218333333333333
CASZ1	0.5785
POLR1D	-0.349416666666667
GIN1	0.2215
SNAG1	0.151166666666667
ANKRD29	-0.02775
CDKN2AIP	0.4535
KRR1	0.33175
CXCL1	-4.07616666666667
EPM2A	-0.2212
PC	-0.4675
DEFB127	-0.713
PDZRN4	2.3235
FAH	0.038875
OR51E1	1.754
CDC2L6	-0.441166666666667
DNTTIP1	-0.26575
PAX8	-0.615
TMEM116	0.634
C1orf150	-0.714
PRO2012	0.25225
MRPL40	-1.24933333333333
BEX1	-3.4159
SLC2A4	-0.891
PKMYT1	-0.697
FEZF2	-0.5758
SLC26A9	-1.02175
MAP2	0.1125
LYL1	-1.66525
SLC25A19	-1.20183333333333
NOS3	-0.698
ZNF34	0.706166666666667
TMPRSS11F	-0.78475
FAM43A	-0.02425
FCRL4	0.651
KLF14	0.1015
FLRT2	-1.59983333333333
WRN	-1.40425
SDF2	0.9114
KRT8P12	-0.145
C6orf195	0.3095
C9orf125	-1.6915
DZIP3	0.253375
RIT1	0.251
SCML1	-0.552166666666667
RHBDF2	0.204375
OR2G3	0.4235
REXO1L1	0.2785
MAP3K7IP3	-0.1135
C3orf57	-0.76325
FBXW11	0.125666666666667
ETAA1	-0.409
C14orf131	0.0549
AKT1S1	-0.039
SLC12A5	-0.335625
C9orf164	1.9915
NRIP3	-0.90275
NOS1AP	-0.19425
TMEM121	1.978
SAP30BP	-0.0539
DGCR6	-0.58175
WDR76	0.00875
FAM82B	-0.777916666666667
LOC606495	-0.4595
MAP9	3.33791666666667
BCDIN3D	1.31525
CXorf36	3.15466666666667
DSCR3	-0.1541
ZFAND3	0.041125
C7orf43	-0.0886666666666667
SPSB3	0.7314
C19orf19	-0.12725
FAM133A	-2.054375
C12orf25	0.09275
SLC39A3	-0.19925
DISP2	0.07725
PI4KAP2	-2.306
MKRN3	-2.64683333333333
ADAMTS13	-0.724375
CBLN3	0.2424
TTYH1	-2.56383333333333
C3orf18	1.348
FLJ13236	-0.28025
ZMYND12	3.314
C18orf25	0.3955
GLB1L3	-0.341
ATP13A5	-0.1775
RANBP10	-0.45025
CD96	-2.0047
DENND1C	-0.71025
RBMS3	-0.0127
SLC41A3	0.4055
DGCR6L	-0.79675
TMEM128	0.998166666666667
CSNK1G3	0.866928571428571
MOBKL2C	0.877375
TSPAN6	-0.81325
MATN2	-2.6221
MSL2L1	-0.0611666666666667
ST6GALNAC2	0.0598333333333333
FGFBP2	-0.658875
FGL1	-6.15716666666667
MPP3	0.528166666666667
ARHGEF6	1.12216666666667
TGFBR2	-0.251875
ACMSD	0.5245
IL33	0.20975
C9orf5	0.08175
DEAF1	-0.5972
AMN	-0.756
DEFA6	0.13425
RNF212	-1.5345
METT5D1	0.237333333333333
CIB1	1.6393
TSSK1B	0.25775
KIAA1727	1.9055
ZNF680	0.873583333333333
LOC399900	-0.653
LOC152217	-0.525333333333333
CTNNAL1	-2.393
CIT	-1.86691666666667
TLE6	1.189
ZNF607	-1.4945
HERC4	-0.795666666666667
DRAP1	0.1819
PEMT	-0.5285
C10orf111	-0.38
ZNF575	-0.0640000000000001
KCTD7	0.05725
MYO1F	0.584125
LOC285382	0.849
RAB11A	1.2569
PLCD3	-0.61775
C15orf28	0.1695
PTBP2	-0.523625
CTB-1048E9.5	-0.92075
C19orf60	-0.122333333333333
C7orf25	0.895333333333333
SETD7	1.372
HOXB9	-4.4075
VANGL1	0.3913125
CHAF1B	-0.48875
NDUFA3	0.7945
KIAA1328	0.704666666666667
SHARPIN	-0.094875
TTC23	-0.741375
UGP2	-0.287166666666667
ANKIB1	0.2563
CIRBP	0.734285714285714
SEC14L4	-3.245
OVCH1	0.196
VPS52	0.4485
FAT	-0.528625
M6PRBP1	-0.40025
GPRIN3	2.273
PPM1F	-0.711833333333333
TSR1	-0.66175
CCDC85A	4.0625
PCSK5	1.67975
ZFHX3	0.2075
HEMK1	-0.1658
PGBD2	-0.57
RSRC2	0.317
AURKC	-1.2535
SCRIB	-0.09
ORM2	-5.19916666666667
FAM115A	0.8458
FZD6	0.454
UNC119	0.134833333333333
GPX3	-0.7708
NOV	-1.546625
CABC1	-1.59275
CDC42SE2	-0.5288125
EIF2S2	-0.9571
RNF130	0.58
CKAP5	-0.352166666666667
RP11-413M3.2	-0.6455
C10orf18	0.8677
TMEM93	0.15725
DYX1C1	3.4085
KCNMB2	-2.031125
ANK3	1.35391666666667
KRT5	-3.2265
CDH12	-1.59075
QRSL1	-0.07275
JUB	-1.4965
SHC4	-2.7585
CCL15	0.7635
CCDC22	-0.0735
SNX24	0.588
RARS	-0.213
MORC2	-0.31775
FAM48A	0.36175
MT1H	-0.498
PPP1R14C	-3.44366666666667
FOXD1	-3.05521428571429
C1orf213	-3.03875
AMT	-1.7568
DSN1	-1.1245
PTPLAD2	1.28825
DIS3L	0.87975
RASL11A	-0.10375
GPRC5B	-0.74075
FRMD7	-0.382
STRN4	0.346
KITLG	0.639318181818182
HDGF	-0.86925
OR1S1	0.191
SETX	0.1831
DDR2	0.334875
KCTD12	1.583
LYZL2	-0.023
WDR52	0.7655
TMEM2	0.88425
ZNF579	-0.422333333333333
LOC200810	0.073
TNFSF9	-1.513125
PPFIA4	-3.30575
CNIH3	-0.195166666666667
MAP4K4	-1.11107142857143
ROD1	0.285
ALS2CR12	0.00900000000000002
DOCK3	-1.97083333333333
PAQR9	-4.25075
ASB17	0.063
STX16	-1.163875
FEZ2	0.2225
DLAT	-0.791833333333333
KIF21B	-1.4755
CDC5L	-0.01225
TMEM119	0.989833333333333
CRIP3	-1.7075
TPSD1	-0.1925
TEPP	-0.71575
GNGT2	1.30625
C21orf121	-0.6155
WNK1	-0.28325
FLJ10490	-0.031
OR51B5	-2.268
LOC203547	-0.82525
HAS1	-0.4
PPA1	0.0815
ST7	0.510375
C11orf46	0.7941
POPDC3	-3.7455
ACOX2	1.1425
ATCAY	-0.742083333333333
TM4SF19	-0.6515
MFSD9	-0.535333333333333
PDHB	0.746
ERN1	-0.2345
LCE3C	0.148
GPR111	0.322
NOTCH3	1.00483333333333
ADAMTS5	2.9895
B3GALT1	-1.35675
UGCGL1	-0.164666666666667
FAM58A	0.346166666666667
FBXO32	0.41825
CLPP	-0.04175
NXPH1	0.94275
MTMR3	0.391166666666667
ATP1B3	-1.032875
TMEM16A	3.7715
HIST1H3F	-0.465333333333333
TRIM25	-0.234833333333333
SDCBP2	2.14
CRKL	-1.17425
HOXB2	1.17566666666667
ANP32B	-0.9275
GATM	1.6145
AP4E1	0.714125
EDG5	0.04925
CDKN3	-0.531
CDH4	-2.472
PGD	-1.39966666666667
RND1	1.7025
GAD1	-3.4346
MPG	-0.106875
LOC440350	0.4995
ZNF133	-0.1245
SERPINB12	1.2165
AMELY	0.216666666666667
DHX36	-0.29775
TNFAIP8L2	2.88333333333333
PHTF2	-0.175444444444444
CCDC112	-0.163
IQCC	-0.8465
HEYL	2.74416666666667
FTSJ2	-0.724166666666667
APPL1	0.5985
RAB43	0.577
OR10G2	0.31
WAC	0.460166666666667
ADCY9	-0.112875
RUNDC2B	-0.316833333333333
PYCRL	-0.1174
AGPAT7	0.00299999999999999
SLC22A9	-1.2375
CDKAL1	-0.6695
PDYN	-1.1265
C20orf74	-0.13675
MTMR11	2.22175
VAV3	4.391
DAPL1	-0.123
STXBP3	0.85625
EIF3G	-0.67025
ARHGAP22	-1.52575
NPFFR1	-0.1195
NPC1	-0.4075
ALDH9A1	0.912333333333333
ZNF600	0.18425
ZNF678	1.29333333333333
RASSF1	-0.705583333333333
ADD2	-3.005
PITPNB	-0.723875
PKD2L2	0.192
LRP11	1.178
CDKL1	-0.0965
SMEK2	0.249
PRODH2	-3.467
C11orf54	-0.431666666666667
SFRS11	-0.732166666666667
IL7	0.738333333333333
ALS2CR16	0.906
BTG3	-1.58583333333333
PAK2	-0.319388888888889
RP11-679B17.1	-0.681
GATA4	-1.6155
ATP2B1	-1.52525
LOC130940	2.6585
C1orf172	2.23
ATF7IP2	-0.123
SLC25A43	0.242666666666667
CENTG3	-0.171166666666667
IGF2BP1	-3.7706
FCHSD1	0.1405
CAMK2N2	-0.401666666666667
ELAVL3	0.0269
NBPF15	0.467333333333333
UBE2J2	-0.689916666666667
GNL2	-0.0515
PRR3	-0.6877
NLF2	-0.15425
OR4F6	-0.34
KLHL24	0.345833333333333
CCDC88A	-1.7209
SGPP1	-0.4405
C10orf11	-0.319333333333333
SLC35B4	-1.2605
UGT3A2	-2.106
ARNT2	1.2816
CBR1	-2.25625
ITPR3	-0.470666666666667
TRAPPC6B	-0.18
AMZ1	3.333
ARP11	1.1405
WDSUB1	0.8065
APBA1	0.0665
RAB2A	0.7296
C6orf162	-0.17525
HPSE2	0.076
PLCE1	-0.49175
INSL3	-0.23325
DLG1	0.2774
PTPLA	-2.72025
PIGX	0.00812499999999999
TFIP11	-0.3475
FIBIN	2.8825
POLR2G	-0.4435
GRAP2	-2.2499
DNAJB8	-0.05175
CNBP	-0.289333333333333
WASF1	-0.1805
INPP5E	-0.7758
HSPB1	1.27275
TMEM167	0.2787
CUBN	0.269
IGF1	0.6451875
ITPK1	0.9079
NAALAD2	-1.918375
G3BP1	-0.3677
NT5DC1	0.879875
CYP39A1	-0.8345
TMEM139	1.75833333333333
POLK	0.3044
GLULD1	-1.10875
RBM15	-1.10466666666667
AMZ2	0.228
GDF15	0.393166666666667
MESDC2	0.0305
INCA	0.649
ACY1L2	-3.0975
GZMM	-1.262
PAIP1	0.40175
CACNA2D1	0.94075
STK32C	-0.471833333333333
SH3BP4	1.49016666666667
DEC1	0.296
PADI1	0.1345
UBB	0.7622
PON3	-2.86616666666667
PROP1	0.267
ANKRD13B	-0.9965
ADCK1	-0.35725
TCF25	-0.551333333333333
SLC38A5	-2.81525
CXorf26	-0.204333333333333
C19orf39	0.42625
PPP1R13B	-0.3305
ARL2	-1.0735
TCL6	0.2055
TOP3A	-0.2695
SLC16A14	0.19725
FXYD6	0.732166666666667
HIST1H4E	-0.5355
BBC3	-0.145894736842105
UNC5A	0.394333333333333
FAM86C	-0.6532
PI4KB	0.340125
B3GAT1	-3.67775
SUSD2	0.345833333333333
OAZ2	0.454666666666667
NOC4L	0.091
C10orf12	-0.259
FADS1	-2.0555
LOC144097	-0.01475
DKK2	1.25266666666667
KIAA1949	-0.38275
RHOT1	0.4274
OXT	1.19033333333333
GPR153	-0.3145
ARL4A	-0.0161666666666667
SAAL1	-1.1045
CCDC64	-0.046
USE1	-0.409
HNMT	0.119
PCGF3	0.6399375
CYP2C19	0.72125
C20orf4	0.1515
CCDC11	1.9995
ACSBG2	0.39825
RWDD2A	0.25
PALLD	2.471875
CPLX4	-1.218
LOC492311	1.376
KPNA2	-1.07416666666667
MACROD1	0.1798
TMCO3	0.593833333333333
C15orf52	1.56516666666667
