Hybridization REF	TCGA-A8-A07S-01A-11R-A034-07
MSN	-0.672714285714286
SLC9A5	-1.7095
EPDR1	-2.2149
MUSK	0.300666666666667
ZNF434	0.765833333333333
SMARCD1	-0.380666666666667
ZFP106	-0.01525
ZNF347	0.1271
GTF2E1	-0.14175
RY1	-0.4115
ATAD2B	0.09325
ARHGAP17	-0.4371
KCNIP3	-0.4265
SFPQ	0.176
GFRA4	0.506333333333333
AKR1B10	-2.75725
TIGD6	1.15766666666667
RGS16	0.996875
URB1	-0.313
OR4C46	0.1
TOP3B	-0.54275
NFATC4	0.878
CA14	-0.08175
BMPR1A	0.6265
SNRP70	-1.167
PRL	0.171
C6orf130	0.062
STAG2	0.13525
CD55	-1.30764285714286
RPS23	0.599666666666667
SSX2	-1.17816666666667
FDPSL2A	-0.3505
FBXO27	0.52
SYNGR3	-1.23883333333333
TMSL3	0.91575
EML1	-1.922
NUP93	-1.28608333333333
SMAD3	-0.4982
KIAA1189	1.02666666666667
HNRPUL2	0.745166666666667
TBC1D12	0.986833333333333
C16orf24	0.9635
MRVI1	2.213
ZNF581	-0.4305
ELOVL3	-0.729
OR51Q1	0.10025
CACNB3	1.1125
GALNT13	-0.411375
C10orf84	1.0625625
NEDD4	-1.0915
SPO11	-0.033
OR5AU1	0.095
NEK4	0.957357142857143
PRKAR2A	-0.0991666666666667
IHPK1	-0.786166666666667
ATP6V0B	0.356125
CACNA1E	0.85
CEACAM8	0.894666666666667
PEX14	0.2345
FLJ12993	-1.6765
ZBTB38	0.437
PCTK2	1.3025
LRRC16	1.0326
FBLIM1	1.50025
FYCO1	1.58125
RP5-1022P6.2	1.40558333333333
CMTM1	-0.32
PLTP	-0.484
RAPH1	1.126625
DOCK8	0.055875
EZH2	-0.787333333333333
SLC25A1	-1.33633333333333
PLEKHB1	1.6306
GRB7	0.0931
ZFP37	-1.85125
MRPL33	-0.06825
PELO	-0.716
ARMC1	-0.0979090909090909
C9orf27	0.2095
FLJ25778	0.222
C9orf37	-0.710666666666667
TMEM66	-0.02125
SPRN	0.04925
HBEGF	0.04125
PI4KA	-0.5475
LEPRE1	-1.1725
POU2AF1	-4.72675
MRPL12	-0.687166666666667
REP15	-0.581
ZC3H3	0.2005
RASAL1	-1.547
DDAH1	1.925375
ACBD5	0.39175
TMC2	-0.5835
CCDC137	-0.826
SAMD13	-1.6705
UGT2B15	-3.91933333333333
TIPARP	-1.52525
DNASE1L3	-0.2925
TRIM72	0.467833333333333
DBX2	0.85675
IPO8	-0.14675
C21orf88	-1.578
MAP3K14	0.13175
LOC51233	0.4945
GGTLA4	0.962
PDE6D	-0.346
ZNF117	0.2155
CLK2	-0.094125
NKRF	-1.319
TNFSF15	-0.0431
DUSP2	0.69475
SECISBP2	0.1032
GABRR2	0.062
PPAP2C	2.62025
LOC51145	-0.0683333333333333
PAG1	-1.016875
PIK3C3	-0.21425
GNG10	0.4525
APOL4	0.243166666666667
ANKRD28	-1.385375
STMN3	-1.3322
RAB14	1.0263
CDK2AP2	0.1885
HDDC3	0.39475
COMMD7	0.064875
CXXC1	-0.4565
HMCN1	-1.185
CD40	-0.3205
DYNC1LI2	-0.426625
GDI1	0.0845
LOC646938	-0.1585
VSNL1	-3.06816666666667
PIH1D1	-0.198333333333333
RAET1G	-0.047
KRTAP5-9	-0.4175
EFTUD2	-0.83275
ZNF311	0.805333333333333
ATP6V1G3	0.1695
OR2W3	-0.20825
SCN4A	0.22
MED10	-1.375875
FAM135A	-1.0776
ARHGAP4	-1.17575
EHMT2	-0.458625
UFD1L	-0.22275
ERMP1	0.57525
MAG1	-2.53766666666667
THAP8	0.413
HACE1	-1.01816666666667
FAM82C	0.6385
C3orf20	-0.3415
UNC84A	-0.5225
SCD5	-0.315714285714286
LASS6	2.591375
LSG1	0.00649999999999999
MAL	-5.8265
GPR22	-0.397
WDR5B	1.03925
ACTRT1	0.584
C17orf60	-0.2385
GRIN2C	2.727
ARMC8	-0.605583333333333
SLC47A1	-2.2745
DMPK	-0.0755
DHRS13	-0.272666666666667
SMC1A	-0.659333333333333
KRTAP17-1	-0.37025
SMYD5	-0.52325
TUSC2	0.487375
CRHR2	0.1025
KIR3DL2	0.963
CCDC104	0.76725
ATP2C1	0.58075
CROT	0.218
PABPC3	-0.245166666666667
EGR1	0.308
THSD1	1.149
KHK	-1.922
SLC12A2	0.818375
CD58	-1.0345
STOX2	-1.356
CCDC76	-0.7618
CCDC48	5.34525
DNAH1	0.109833333333333
ZIC4	-0.25525
OR1G1	-0.4195
PSMC6	-0.1185
PROKR1	0.058
ABCB1	-1.326125
TRAT1	-2.3285
LLGL1	0.184
MTF1	1.0325
USP54	0.4535
PAGE2B	-1.695
ITGB7	-3.2805
CCDC81	-0.2775
LOC149837	0.09275
SCUBE1	3.386
ZSCAN10	0.7665
HUWE1	0.0873571428571428
CDH17	0.041
CD180	0.23225
IL17A	-0.09825
TMPO	-0.9435
KIAA1524	-0.969666666666667
HDGFRP3	0.150333333333333
OXCT1	-1.27909090909091
RRAS2	-1.01083333333333
LTBP2	1.7106875
SV2B	-0.0258333333333333
CYP2A6	5.9475
PKD1L2	-0.862666666666667
PPM1M	0.8595
FLJ22662	1.07983333333333
ZNF502	1.241
GP6	-0.8165
CRYBA2	-0.083
LEF1	-0.8322
CTPS	-1.80014285714286
EYA1	-2.62533333333333
EPS8L1	1.15375
MAPK14	-0.54925
SERPINB2	-4.887875
GTF2F2	-0.128
ZNHIT4	-0.1975
PLA1A	-0.666375
C20orf114	1.33575
HPR	-4.5625
C18orf2	-2.05016666666667
SATB2	-2.44375
KCNJ9	-0.065375
MGC157906	0.247
MOCS3	-0.29025
C17orf71	-0.415833333333333
PPHLN1	0.0555
HIST1H2BN	-0.12725
RAPGEF1	-0.62375
MAP3K8	-0.473
DLG4	0.153833333333333
STC1	0.871916666666667
CDGAP	0.92375
DDX26B	-2.33225
LOC150223	-1.78375
CPSF3	-0.755833333333333
TMEM14A	0.769
MYH3	-1.39475
GPKOW	0.111
SULT1A1	0.0771666666666667
SPON1	2.7036
YY1AP1	0.93
RAB23	-1.088
PLA2G4A	-4.39775
MAPRE3	-0.00674999999999999
ZNF516	1.04942857142857
GGPS1	1.761
EXOC3L2	-0.32
C19orf42	0.9078
MAP2K2	-0.3785
HIST1H2BB	0.44875
RNF19B	0.882666666666667
C6orf128	-0.43
TLR8	2.014
PCDHA9	0.405
CARS2	0.19125
CLUL1	4.80916666666667
RHAG	-4.23466666666667
UNK	0.064
EXOC8	1.405
C9orf95	1.38375
C14orf143	0.720333333333333
MAML3	-0.055875
LDHA	-1.828
MRPL20	0.77475
KLHDC6	0.1876
ATP5S	0.730833333333333
C8orf55	-0.0155
PHF19	-2.044625
KRTAP13-4	0.479
TTC5	-0.39175
XKR5	-0.12325
SILV	-4.49966666666667
TEX28	0.2295
TCTN1	1.49875
CX40.1	0.072
PPP2R5C	0.030875
C12orf30	-1.22883333333333
CAPG	2.01025
MPZL1	1.07195
ARSB	-1.52583333333333
TDH	-2.35475
WASF4	0.843
TSSK3	-0.676
7A5	1.625
CRISPLD1	-0.613625
MAD1L1	-0.725
SPIN4	-0.561833333333333
AMPD1	-1.48725
DPYSL5	-0.0355
INPP1	0.392833333333333
ANKRD11	-1.29972222222222
NPAS4	-0.23725
GCET2	-0.1903
RNASE9	0.14
GUCY2D	0.136666666666667
CCDC98	-0.2455
FGF4	-0.579875
CPM	1.87533333333333
SLC26A4	-1.446
PLD5	0.45575
FAM59A	-1.8528
FBXO5	-2.19277777777778
SIPA1L1	-0.241875
DPYS	0.1935
ATG4D	0.32975
TGM3	0.2795
MTCH1	-0.428
HK1	-0.0503571428571429
CDC26	-0.087625
GALNT12	-3.40716666666667
LOC339229	-0.11025
MRPL35	0.172375
ORC4L	0.33375
TNKS	-0.383642857142857
C2orf24	-0.00799999999999999
ZNF553	0.522333333333333
GGTLA1	2.6928
ZNF497	0.159
CDY1B	0.12375
SLC30A4	0.1115
TUB	-1.235625
ARHGEF18	-0.20575
ARRB1	0.1325
KCNK1	-3.493375
EREG	-2.8108
SCAMP5	-1.497
RUNDC3B	0.63575
ADAMTS20	-0.14425
IL17RB	0.52925
FLJ20323	-0.5065
MCAM	0.337625
POLR3E	-1.3805
AQR	0.165166666666667
IPMK	-0.0005
CDCA7	-4
CAMP	-0.005
GRHL3	0.01175
ADAMTSL2	0.945
CLMN	1.94766666666667
SSTR3	0.17
MAGEA5	-2.336
OVOL2	3.98525
JMJD1B	0.34725
RBL2	-0.2702
PYGO2	1.1755
PPP1R10	0.152333333333333
CSE1L	-0.894
LCA5	0.47425
RDH16	-0.192
ASRGL1	-2.769
TOM1	0.791
PTX3	-7.18725
TTC15	0.51425
SCGB3A1	1.848
MRPL50	-0.66425
RCAN3	2.43525
SLC26A11	1.178
STYX	-0.07
CINP	-0.065
MARCH7	0.15425
PFKM	-1.21666666666667
SGMS1	0.8215
RIOK3	0.0908
C1orf110	0.2335
CES7	0.113875
LOC440248	-1.85225
PPP1R12C	-0.37175
C10orf27	0.6445
ATG9A	-1.06625
MRPS26	0.507
TMEM40	-0.52075
ELP3	-0.3815
ZNF787	0.3465
HIAT1	0.255375
C8orf34	0.208833333333333
MGC4655	0.0854
PELI1	1.77716666666667
PPT1	-0.2306
SLC35C2	-0.475666666666667
C6orf125	-0.0405
MUC4	-1.35766666666667
RFC4	-1.84971428571429
GNB2	0.458166666666667
NUP50	0.128142857142857
SULT4A1	-1.23166666666667
C7	0.738125
CCDC130	-0.104
ARRDC4	-0.8415
RQCD1	-0.43775
GLYCTK	-0.8325
AYTL2	-1.35327272727273
MTUS1	1.1435
LEMD3	0.125666666666667
PLEKHF2	1.482
HOXA7	-0.285
GTF3C2	-0.92
DYNLRB2	4.13425
CNOT10	-0.40525
MR1	1.32566666666667
FFAR1	0.49825
PRIC285	-0.14825
SLITRK6	6.68225
LIX1	-1.4759
UBE1L2	-0.409916666666667
F8	1.113
ACHE	0.362
KPNA5	-0.30125
TNFRSF12A	-1.24233333333333
EGR3	-1.4285
SERPIND1	-3.532
OASL	2.5395
IFRD1	-2.360625
WDFY1	0.0536666666666667
ZNF267	0.220625
ACCN5	0.1425
ZBTB6	0.04925
PPP1R3A	0.1745
PRRT3	2.11425
FBXL19	-0.364
TXNIP	0.711571428571429
ACTN2	-1.29275
ATG9B	-0.525375
C9orf117	1.6005
IL27	-0.5575
RPL36AL	0.3105
KLK15	0.48575
CHAD	1.9075
RAP2B	-0.3519
HEBP2	1.13325
ZNF342	0.552
CAMK2G	-0.111666666666667
TLR3	2.54325
FGF14	-0.102
HMGB2	0.3285
TRPM5	-0.170833333333333
OR5M11	0.209
KIF3B	0.769631578947368
PRICKLE2	1.27575
MTMR9	-0.469875
C3orf27	0.03225
GLRA3	-1.82533333333333
NSDHL	-0.623333333333333
TMEM32	-0.0335
POLR2D	-1.13058333333333
MYADML	0.0295
C9orf114	-0.248
MRGPRX1	0.109
TOPORS	0.67725
CLDN19	-0.98
C1QL4	0.0245
RNF165	-0.522
DHRS9	-1.20875
DNAH2	-1.33966666666667
FXR1	-0.3775
ZMYM3	-0.495875
CASP3	0.210666666666667
FAM120C	-0.630875
SCLY	-0.98625
CA7	0.084
ENTPD5	0.699666666666667
ZNF461	-0.038
PDIA5	-0.26075
C1orf19	0.320166666666667
TMEM67	0.224
KCTD20	-0.8345
WDR47	0.6705
FLJ38723	0.5155
KLRF1	1.6915
TAS2R16	0.395
CLDN12	0.9835
PRKCE	0.697
UBXD4	-0.79975
ITGAM	2.2415
GLT8D3	-0.53575
WDR31	1.2305
RGS2	-1.05375
OR51L1	0.2125
MST1R	1.24625
KIAA1737	1.58525
OR4A5	0.272
GLIS1	-1.23316666666667
PTMA	0.2965
NAPA	1.34175
PRDM11	0.258
LIPF	0.0825
DIRAS3	0.89525
ASGR2	-4.351875
C1QTNF4	0.35075
PIK3R4	0.3005
ARMC3	0.3355
NDUFV3	-0.05
BTBD3	-0.890833333333333
PPP1R2	0.321083333333333
UBE2NL	-0.5455
FOSL2	1.00407142857143
FAM119A	-1.412
TUBA4A	-0.9734
KRTAP12-1	-0.07625
SFRS2	-0.40975
RHPN1	-0.0157
EEF2	-0.0341666666666667
ZDHHC11	-1.8355
EPHA3	-1.0376
RBM12	-0.02525
H2AFJ	0.877416666666667
EDIL3	7.133
KIF26A	-1.59875
SERGEF	-0.0185
B3GALT4	3.09675
LOC90925	-0.0648333333333333
OSCAR	-0.1275
NPFF	-0.59675
DEDD	0.5055
TMEM155	-0.528625
PTPN1	0.68175
SCYL2	0.301833333333333
SKAP1	2.938
LEAP2	-2.789
GADD45G	1.7217
IFITM3	0.66325
PILRB	-1.37166666666667
SLU7	0.381875
DSC3	-0.057
DNMT3L	-0.7795
PAPD5	-0.36725
B3GNT3	-2.2675
LHCGR	0.164
MSL-1	-0.04375
UBE2S	-1.680875
SAP130	-0.448
ANAPC11	0.5545
MAGED4B	-2.641
ATP6V1B2	-0.296666666666667
C14orf179	1.153125
CAPZA1	-0.000374999999999986
CDYL2	0.412666666666667
GLRX3	-0.9935
LOC136288	-0.2075
MOBKL1A	-0.584
HTR2B	2.40875
CRYGD	0.193666666666667
NUS1	-1.43433333333333
PGRMC1	-0.2045
MYOM2	-1.19025
FLJ39653	-2.1005
CHM	0.1986
OR5M8	0.043
ZNF619	0.863
FAM105A	2.07
CCNL1	-1.23675
NAP1L3	-0.55275
C10orf57	2.00666666666667
B3GALNT1	0.496666666666667
CSN1S2A	0.583
TCP10L	0.45125
GDAP2	0.0565
DMKN	0.544333333333333
COX6B1	0.2565
DNASE2	1.078
MSH5	-1.9
LGMN	-0.026375
USP31	0.0735
OR13C8	0.2955
SDCBP	-0.0576
NUDT11	-2.50983333333333
PYGL	2.09366666666667
SNPH	1.39
B3GNT4	-1.2055
MIZF	-0.772
NUBPL	0.177875
NOD1	-0.405166666666667
CDH22	0.169625
NUBP1	0.820666666666667
DSCAM	-3.9435
DGKI	-0.0675
FAM136A	-1.01
AKAP1	0.621833333333333
SLC16A6	-0.4075
RIN3	0.11575
PSG2	-0.1035
DIP2B	-0.00283333333333335
PSORS1C1	0.3223
KIAA0495	-0.509
FLJ90709	-0.748666666666667
LPA	-0.228166666666667
PIGA	0.307166666666667
LY75	2.46433333333333
UTS2	-6.23116666666667
RREB1	0.24075
GALNACT-2	0.3602
MGC3196	-0.53975
FLJ31568	-0.721
LPHN1	0.076125
SP1	0.719875
TOX4	0.363166666666667
HSPA9	0.1048
APOBEC1	0.44
SLC35E4	-1.3065
LSM5	-1.30275
SURF1	0.6625
ZBTB1	0.260666666666667
GTF2F1	0.062375
RPS15A	-0.0707142857142857
DUSP21	-0.160333333333333
GINS4	-3.28116666666667
MYO15A	1.1835
GIMAP7	2.5085
MGC13379	0.55975
ATP6V1E2	-0.129666666666667
UTP3	0.159
HNRPA3	-0.1055
MT4	0.6115
C14orf155	0.01225
U1SNRNPBP	0.618
CKLF	-0.220666666666667
PLEKHN1	-0.633833333333333
MBNL1	0.0919166666666667
NUP160	-1.08875
ACSM2A	-1.22925
LOC129881	0.1645
KIAA1529	0.27225
FLJ22639	-2.28425
HAND1	-0.697
GSX1	0.3665
FGA	-3.5048125
SERPINB1	0.13075
ZNF642	1.09225
IGFBP1	-8.451875
SLC1A1	4.0555
DHX57	-0.418375
ZNF766	0.9625
PTPN21	-0.7743
GDPD3	-2.97566666666667
PNPLA5	-0.3865
TBR1	-0.243
FAM116A	0.266
IQGAP1	1.59675
FOS	0.14125
ZNF226	0.40575
FIGNL1	-0.910333333333333
C14orf1	-0.0121666666666667
ZMYND17	-0.423
PUS7	-0.6145
TUBB6	-1.21125
KCNQ2	-1.46575
MARCH6	-0.194666666666667
CCDC33	0.13
PRODH	-1.43075
RBM11	2.3175
EPHA6	0.5185
SLC43A1	0.67275
LOC196541	0.39675
NTN1	1.60808333333333
ING4	0.3275
PCDHB10	-0.46525
DPH2	-0.611
SPACA4	-0.1265
FBXL21	-3.6685
DIAPH1	-0.374166666666667
ZNF71	0.579333333333333
CEP76	-0.636
CORO1A	-1.03675
RRM2	-1.3525
EDG4	0.84075
OS9	-0.0455
SLC4A1AP	-0.0805
COG5	-0.4495
COPS8	-0.46075
NGLY1	-0.6675
NCBP2	-0.15075
C17orf42	-0.588666666666667
GPSM3	0.627875
SIL1	1.30533333333333
ASB6	-0.359
SMAD5OS	-0.5115
UNC93A	-2.4235
A1BG	-0.0756666666666666
C21orf62	0.51625
FMO5	1.87458333333333
ATRIP	0.25
CEBPG	-0.232166666666667
C7orf38	0.00916666666666666
TNFRSF1B	0.155833333333333
CLEC1A	0.751166666666667
IQSEC1	0.528375
PATZ1	2.0506
RBM22	0.90025
BAG2	-3.05066666666667
PAQR5	0.281333333333333
C9orf127	0.5806
THNSL1	-0.26175
SHROOM3	2.4083
JAM2	-0.10125
SNRPN	-1.92325
ALX4	0.00650000000000001
CACNA1S	-0.00899999999999999
FAM130A1	1.55025
CORIN	2.296
CD300LB	0.6075
PLEKHG6	0.7455
LRRC40	-0.7505
PCLKC	-1.04325
PCDHB16	-0.810166666666667
WNT2B	-0.0243333333333333
ASNS	-3.13888888888889
MRPL49	0.09775
FLJ46111	-0.6655
ISG20	-0.354375
SMU1	0.17
CASZ1	0.6055
POLR1D	-0.134166666666667
GIN1	0.12025
SNAG1	-0.121
ANKRD29	-2.21125
CDKN2AIP	0.023
KRR1	0.502
CXCL1	-3.88333333333333
EPM2A	-0.2041
PC	0.323166666666667
DEFB127	0.0215
PDZRN4	1.274
FAH	1.3785
OR51E1	2.1955
CDC2L6	-0.566333333333333
DNTTIP1	-0.25375
PAX8	-0.50825
TMEM116	-0.2595
C1orf150	0.308
PRO2012	0.5655
MRPL40	0.1305
BEX1	-3.3791
SLC2A4	-1.358
PKMYT1	-0.9915
FEZF2	-0.0526666666666667
SLC26A9	-1.3845
MAP2	0.05525
LYL1	-1.42925
SLC25A19	-0.920333333333333
NOS3	-0.4575
ZNF34	0.393333333333333
TMPRSS11F	-0.35175
FAM43A	-0.6755
FCRL4	0.2212
KLF14	-0.066
FLRT2	-1.344
WRN	-1.9375
SDF2	0.9096
KRT8P12	-0.63875
C6orf195	0.2075
C9orf125	-1.95483333333333
DZIP3	-0.075625
RIT1	0.40975
SCML1	-3.391
RHBDF2	-0.310875
OR2G3	0.4775
REXO1L1	-0.019
MAP3K7IP3	-0.493
C3orf57	-7.355
FBXW11	-0.559166666666667
ETAA1	-0.13225
C14orf131	0.2994
AKT1S1	0.00925
SLC12A5	-1.046875
C9orf164	0.1275
NRIP3	0.35075
NOS1AP	-1.4095
TMEM121	0.705
SAP30BP	-0.3331
DGCR6	0.3005
WDR76	-1.06025
FAM82B	-0.0860833333333333
LOC606495	-0.168
MAP9	2.37075
BCDIN3D	1.46825
CXorf36	2.46133333333333
DSCR3	-0.1067
ZFAND3	0.19
C7orf43	0.00216666666666667
SPSB3	0.596
C19orf19	0.301
FAM133A	-2.4145
C12orf25	0.15175
SLC39A3	-0.276125
DISP2	-1.132
PI4KAP2	-1.788
MKRN3	-2.23133333333333
ADAMTS13	-0.163875
CBLN3	0.1087
TTYH1	-1.7365
C3orf18	2.1555
FLJ13236	0.45125
ZMYND12	3.19875
C18orf25	0.09375
GLB1L3	-0.7735
ATP13A5	-0.1345
RANBP10	-0.3745
CD96	-2.1976
DENND1C	-0.73925
RBMS3	-0.1588
SLC41A3	0.406166666666667
DGCR6L	0.18475
TMEM128	0.511333333333333
CSNK1G3	0.157571428571429
MOBKL2C	1.202875
TSPAN6	-0.759
MATN2	-2.0242
MSL2L1	0.220666666666667
ST6GALNAC2	-1.5705
FGFBP2	-1.326375
FGL1	-6.93516666666667
MPP3	-0.956166666666667
ARHGEF6	1.76966666666667
TGFBR2	-0.405
ACMSD	2.3615
IL33	0.45
C9orf5	-0.0464166666666667
DEAF1	0.2477
AMN	0.2365
DEFA6	0.082
RNF212	0.519
METT5D1	0.340666666666667
CIB1	1.1533
TSSK1B	0.2785
KIAA1727	2.106
ZNF680	0.526833333333333
LOC399900	-1.42
LOC152217	-0.431416666666667
CTNNAL1	-3.1275
CIT	-1.40416666666667
TLE6	1.28375
ZNF607	-1.14675
HERC4	-0.871833333333333
DRAP1	-0.7393
PEMT	-0.3865
C10orf111	-0.4425
ZNF575	0.914
KCTD7	-0.22525
MYO1F	0.419375
LOC285382	0.24075
RAB11A	0.7966
PLCD3	-1.034
C15orf28	0.05475
PTBP2	-0.393375
CTB-1048E9.5	-0.244
C19orf60	-0.804
C7orf25	0.916166666666667
SETD7	1.462
HOXB9	-4.586
VANGL1	1.1515625
CHAF1B	-1.16075
NDUFA3	0.45425
KIAA1328	0.359333333333333
SHARPIN	0.1645
TTC23	0.058625
UGP2	0.184416666666667
ANKIB1	0.1571
CIRBP	2.02457142857143
SEC14L4	-2.85083333333333
OVCH1	0.045
VPS52	0.09425
FAT	-1.726
M6PRBP1	0.5295
GPRIN3	0.406
PPM1F	-0.666333333333333
TSR1	-0.3855
CCDC85A	5.60075
PCSK5	0.93525
ZFHX3	0.1125
HEMK1	0.000700000000000001
PGBD2	0.119
RSRC2	0.1545
AURKC	0.959
SCRIB	-0.410125
ORM2	-3.6105
FAM115A	-0.1536
FZD6	-0.23875
UNC119	0.757333333333333
GPX3	-1.1895
NOV	-1.13175
CABC1	-0.5965
CDC42SE2	-0.34425
EIF2S2	-0.6726
RNF130	1.229625
CKAP5	-0.672
RP11-413M3.2	0.308125
C10orf18	0.7373
TMEM93	-0.47375
DYX1C1	2.594
KCNMB2	-1.72875
ANK3	1.76708333333333
KRT5	-2.0669
CDH12	-1.134375
QRSL1	-1.125375
JUB	-1.267
SHC4	-2.22825
CCL15	0.739166666666667
CCDC22	0.3215
SNX24	-0.4645
RARS	-0.5155
MORC2	0.273375
FAM48A	-0.0175
MT1H	-1.8485
PPP1R14C	-3.04466666666667
FOXD1	-2.63314285714286
C1orf213	-2.14775
AMT	-1.6869
DSN1	-1.2295
PTPLAD2	4.4125
DIS3L	0.11825
RASL11A	-0.0845
GPRC5B	-0.407375
FRMD7	-0.331
STRN4	0.0555
KITLG	1.38163636363636
HDGF	0.58375
OR1S1	0.004
SETX	0.0498
DDR2	-0.24375
KCTD12	1.31875
LYZL2	-0.77975
WDR52	1.343
TMEM2	-0.757375
ZNF579	0.539333333333333
LOC200810	0.44525
TNFSF9	-2.276625
PPFIA4	-3.77125
CNIH3	0.0316666666666667
MAP4K4	-1.82078571428571
ROD1	0.190142857142857
ALS2CR12	-0.182333333333333
DOCK3	-1.018
PAQR9	-3.71825
ASB17	0.291666666666667
STX16	-1.109
FEZ2	0.285666666666667
DLAT	-0.266666666666667
KIF21B	-1.5305
CDC5L	-0.3635
TMEM119	1.01066666666667
CRIP3	-2.05725
TPSD1	-0.0946666666666667
TEPP	-0.0905
GNGT2	0.96925
C21orf121	-0.409
WNK1	-0.313583333333333
FLJ10490	0.6855
OR51B5	-1.784
LOC203547	-0.766
HAS1	-0.739
PPA1	-0.0236666666666667
ST7	1.09425
C11orf46	0.657
POPDC3	-3.64883333333333
ACOX2	4.66916666666667
ATCAY	-0.284916666666667
TM4SF19	-1.43775
MFSD9	-0.64
PDHB	0.464
ERN1	0.64125
LCE3C	-0.2945
GPR111	0.0025
NOTCH3	1.76016666666667
ADAMTS5	1.519
B3GALT1	-0.79125
UGCGL1	0.1465
FAM58A	-0.115333333333333
FBXO32	1.51025
CLPP	-0.2815
NXPH1	-1.5895
MTMR3	0.975833333333333
ATP1B3	-1.949875
TMEM16A	4.04875
HIST1H3F	0.3875
TRIM25	0.116166666666667
SDCBP2	0.9225
CRKL	-0.632125
HOXB2	2.487
ANP32B	-0.875375
GATM	3.884
AP4E1	-0.004375
EDG5	-0.00824999999999999
CDKN3	-1.4015
CDH4	-2.49025
PGD	-0.458833333333333
RND1	0.3325
GAD1	0.2775
MPG	0.599
LOC440350	-0.4985
ZNF133	-0.574
SERPINB12	0.2675
AMELY	-0.0508333333333333
DHX36	-0.706
TNFAIP8L2	2.65083333333333
PHTF2	0.698611111111111
CCDC112	-0.204833333333333
IQCC	-0.23025
HEYL	3.02216666666667
FTSJ2	-0.7695
APPL1	1.2125
RAB43	0.0151428571428571
OR10G2	-0.156
WAC	0.4175
ADCY9	0.267625
RUNDC2B	1.61083333333333
PYCRL	0.6094
AGPAT7	-0.393166666666667
SLC22A9	-0.891
CDKAL1	-0.463
PDYN	-0.375
C20orf74	1.78275
MTMR11	1.9165
VAV3	4.00966666666667
DAPL1	1.44
STXBP3	0.51775
EIF3G	-0.19575
ARHGAP22	-1.73375
NPFFR1	0.2685
NPC1	-0.182333333333333
ALDH9A1	1.43033333333333
ZNF600	0.4815
ZNF678	0.634166666666667
RASSF1	0.425833333333333
ADD2	-2.37475
PITPNB	0.179125
PKD2L2	-0.23
LRP11	-0.705
CDKL1	-0.5045
SMEK2	0.176
PRODH2	-3.42916666666667
C11orf54	-0.141833333333333
SFRS11	-0.353666666666667
IL7	-0.689666666666667
ALS2CR16	0.2785
BTG3	-0.865833333333333
PAK2	-0.473444444444444
RP11-679B17.1	-0.78875
GATA4	-1.654
ATP2B1	-0.534
LOC130940	0.8665
C1orf172	2.73533333333333
ATF7IP2	-1.69525
SLC25A43	-0.338166666666667
CENTG3	-0.169416666666667
IGF2BP1	-3.8582
FCHSD1	0.143
CAMK2N2	0.509666666666667
ELAVL3	-0.0733
NBPF15	-0.2505
UBE2J2	0.208666666666667
GNL2	-0.73025
PRR3	-0.1153
NLF2	0.7405
OR4F6	0.0175
KLHL24	0.905333333333333
CCDC88A	-1.7864
SGPP1	-1.86666666666667
C10orf11	-0.993666666666667
SLC35B4	-1.45283333333333
UGT3A2	-1.0515
ARNT2	4.855
CBR1	-2.154375
ITPR3	-0.0955
TRAPPC6B	-0.0965
AMZ1	-1.7525
ARP11	0.9965
WDSUB1	0.839
APBA1	0.247666666666667
RAB2A	0.3585
C6orf162	-1.171125
HPSE2	-0.03825
PLCE1	-1.1455
INSL3	0.372
DLG1	-0.118
PTPLA	-4.059
PIGX	0.376
TFIP11	0.321666666666667
FIBIN	2.4925
POLR2G	-0.17925
GRAP2	-2.1072
DNAJB8	-0.3165
CNBP	0.163666666666667
WASF1	-2.6825
INPP5E	-1.1412
HSPB1	0.2346875
TMEM167	-0.4167
CUBN	-0.18975
IGF1	1.24575
ITPK1	0.5472
NAALAD2	-0.720625
G3BP1	-0.3018
NT5DC1	-0.146125
CYP39A1	-0.96
TMEM139	0.83025
POLK	-0.0555
GLULD1	-1.392
RBM15	-0.781333333333333
AMZ2	0.16425
GDF15	-2.79333333333333
MESDC2	0.173
INCA	-0.261
ACY1L2	-3.679
GZMM	-1.21883333333333
PAIP1	0.22225
CACNA2D1	1.141
STK32C	0.0486666666666667
SH3BP4	0.837333333333333
DEC1	-0.149
PADI1	0.023
UBB	0.2358
PON3	3.11466666666667
PROP1	0.219
ANKRD13B	-1.4985
ADCK1	-0.37
TCF25	-0.420333333333333
SLC38A5	-3.18175
CXorf26	-0.381333333333333
C19orf39	0.51725
PPP1R13B	1.214
ARL2	-0.9345
TCL6	-0.0475
TOP3A	-0.668
SLC16A14	-1.420375
FXYD6	0.7095
HIST1H4E	-0.02225
BBC3	0.416368421052632
UNC5A	0.6435
FAM86C	-0.004
PI4KB	1.13325
B3GAT1	-3.786
SUSD2	1.05066666666667
OAZ2	0.1305
NOC4L	-0.578
C10orf12	-0.2835
FADS1	-3.56983333333333
LOC144097	-0.7185
DKK2	0.881666666666667
KIAA1949	0.0975
RHOT1	0.2704
OXT	0.658166666666667
GPR153	0.64725
ARL4A	-1.74666666666667
SAAL1	-3.04075
CCDC64	-0.238
USE1	-0.436166666666667
HNMT	1.13683333333333
PCGF3	0.77
CYP2C19	0.4795
