Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
ARHGAP17	-0.1221
KCNIP3	-1.4985
SFPQ	0.56925
GFRA4	-0.217833333333333
AKR1B10	2.446
TIGD6	0.461833333333333
RGS16	1.48575
URB1	-0.233
OR4C46	-0.1165
TOP3B	-1.35475
NFATC4	-0.6585
CA14	-5.2245
BMPR1A	0.979
SNRP70	-1.69225
PRL	0.0319166666666667
C6orf130	-1.77625
STAG2	0.401
CD55	-0.762214285714286
RPS23	-0.327333333333333
SSX2	-1.25266666666667
FDPSL2A	-0.09325
FBXO27	0.558
SYNGR3	-1.40283333333333
TMSL3	1.339
EML1	-1.435
NUP93	0.112666666666667
SMAD3	-1.3268
KIAA1189	0.839666666666667
HNRPUL2	-0.4245
TBC1D12	0.891
C16orf24	-0.2775
MRVI1	1.55916666666667
ZNF581	-1.36316666666667
ELOVL3	1.071
OR51Q1	0.54175
CACNB3	0.888666666666667
GALNT13	2.373875
C10orf84	0.2049375
NEDD4	-0.4452
SPO11	0.2985
OR5AU1	0.6685
NEK4	0.374428571428571
PRKAR2A	-0.324166666666667
IHPK1	-0.6705
ATP6V0B	-0.6775
CACNA1E	-0.614
CEACAM8	0.8316
PEX14	-0.8315
FLJ12993	-2.84
ZBTB38	0.15975
PCTK2	0.998666666666667
LRRC16	0.4307
FBLIM1	0.146666666666667
FYCO1	0.17025
RP5-1022P6.2	0.26425
CMTM1	0.126166666666667
PLTP	-0.786833333333333
RAPH1	2.04725
DOCK8	0.404
EZH2	-1.06393333333333
SLC25A1	-0.923333333333333
PLEKHB1	0.3113
GRB7	2.0385
ZFP37	0.85525
MRPL33	-0.052
PELO	0.6305
ARMC1	-0.048
C9orf27	-0.047125
FLJ25778	0.0125
C9orf37	-1.783
TMEM66	0.82375
SPRN	-0.141625
HBEGF	1.53775
PI4KA	-1.7295
LEPRE1	-0.86475
POU2AF1	-1.370625
MRPL12	-0.538833333333333
REP15	0.2065
ZC3H3	-0.076
RASAL1	-0.0555
DDAH1	-0.564
ACBD5	1.10125
TMC2	-0.096
CCDC137	-0.19575
SAMD13	0.311666666666667
UGT2B15	-1.09616666666667
TIPARP	0.22075
DNASE1L3	-1.169
TRIM72	0.5365
DBX2	0.4525
IPO8	0.23225
C21orf88	-1.381
MAP3K14	1.08875
LOC51233	0.213666666666667
GGTLA4	-1.06375
PDE6D	-0.01925
ZNF117	0.46525
CLK2	-0.299375
NKRF	1.03175
TNFSF15	-0.0548
DUSP2	-0.525875
SECISBP2	-1.4695
GABRR2	-0.426
PPAP2C	1.537
LOC51145	0.102166666666667
PAG1	-0.114
PIK3C3	0.34075
GNG10	0.297
APOL4	0.365666666666667
ANKRD28	-0.442
STMN3	-2.4744
RAB14	0.2854
CDK2AP2	0.1595
HDDC3	-0.367875
COMMD7	0.11675
CXXC1	-0.7675
HMCN1	-0.697333333333333
CD40	0.236
DYNC1LI2	1.266625
GDI1	0.2915
LOC646938	0.79175
VSNL1	1.5395
PIH1D1	-0.274833333333333
RAET1G	-0.2055
KRTAP5-9	-0.463
EFTUD2	-0.502
ZNF311	-0.634
ATP6V1G3	-0.055
OR2W3	-0.17275
SCN4A	0.23075
MED10	0.068875
FAM135A	1.0059
ARHGAP4	-0.36875
EHMT2	-1.507
UFD1L	-0.28225
ERMP1	1.1375
MAG1	-0.5925
THAP8	0.224333333333333
HACE1	0.346833333333333
FAM82C	0.0725
C3orf20	0.2585
UNC84A	0.174
SCD5	-0.029
LASS6	0.75075
LSG1	0.721083333333333
MAL	-5.1375
GPR22	-0.133
WDR5B	0.57775
ACTRT1	0.6055
C17orf60	0.0786666666666667
GRIN2C	-0.3005
ARMC8	0.587416666666667
SLC47A1	-2.22183333333333
DMPK	-0.00375
DHRS13	-0.081
SMC1A	-0.113833333333333
KRTAP17-1	0.3135
SMYD5	-0.37025
TUSC2	-0.52475
CRHR2	0.682
KIR3DL2	0.128
CCDC104	0.45975
ATP2C1	2.5505
CROT	0.3
PABPC3	0.004
EGR1	-0.412333333333333
THSD1	-0.2965
KHK	-1.209
SLC12A2	0.6008125
CD58	1.79225
STOX2	-0.490833333333333
CCDC76	-0.0188
CCDC48	1.49925
DNAH1	-0.331833333333333
ZIC4	0.017125
OR1G1	-0.656
PSMC6	-0.0531666666666667
PROKR1	-0.2415
ABCB1	-0.768625
TRAT1	-1.4275
LLGL1	-0.13
MTF1	0.9055
USP54	0.278125
PAGE2B	-2.2285
ITGB7	-4.103
CCDC81	0.33
LOC149837	0.31775
SCUBE1	-0.0365
ZSCAN10	-1.8245
HUWE1	0.231571428571429
CDH17	1.294
CD180	0.53525
IL17A	0.0725
TMPO	-0.081625
KIAA1524	-0.530833333333333
HDGFRP3	-0.3215
OXCT1	-0.532727272727273
RRAS2	0.151166666666667
LTBP2	1.284
SV2B	-0.490333333333333
CYP2A6	0.10425
PKD1L2	-1.09766666666667
PPM1M	-0.36025
FLJ22662	2.68366666666667
ZNF502	1.5695
GP6	-0.17225
CRYBA2	3.59725
LEF1	-2.3519
CTPS	-1.531
EYA1	-1.972
EPS8L1	-0.645
MAPK14	-0.3385
SERPINB2	-5.1725
GTF2F2	0.459
ZNHIT4	-0.6205
PLA1A	-0.9175
C20orf114	-0.27625
HPR	-4.925
C18orf2	-2.89983333333333
SATB2	-0.2825
KCNJ9	-0.275875
MGC157906	0.4405
MOCS3	0.731
C17orf71	-0.0286666666666667
PPHLN1	0.4506
HIST1H2BN	-1.61975
RAPGEF1	-0.69375
MAP3K8	1.412
DLG4	-0.4065
STC1	0.987916666666667
CDGAP	0.647
DDX26B	-1.48975
LOC150223	-2.0865
CPSF3	-0.509333333333333
TMEM14A	1.07
MYH3	-1.17675
GPKOW	0.008
SULT1A1	-1.129
SPON1	1.7421
YY1AP1	0.900333333333333
RAB23	0.5735
PLA2G4A	-1.29525
MAPRE3	0.1665
ZNF516	-2.28235714285714
GGPS1	1.422
EXOC3L2	-0.8285
C19orf42	0.099
MAP2K2	-0.675666666666667
HIST1H2BB	-1.611
RNF19B	0.384833333333333
C6orf128	-0.1285
TLR8	3.15125
PCDHA9	1.516
CARS2	0.7675
CLUL1	0.297666666666667
RHAG	-4.43633333333333
UNK	-0.1585
EXOC8	1.4799
C9orf95	0.7755
C14orf143	0.248166666666667
MAML3	-0.036125
LDHA	-0.736
MRPL20	-0.045125
KLHDC6	0.5948
ATP5S	-0.780666666666667
C8orf55	-0.89925
PHF19	-1.614625
KRTAP13-4	0.461
TTC5	0.11175
XKR5	-0.33225
SILV	-4.965
TEX28	0.1955
TCTN1	0.702
CX40.1	0.35675
PPP2R5C	0.640125
C12orf30	0.5885
CAPG	1.5865
MPZL1	2.13805
ARSB	-0.413166666666667
TDH	-1.8805
WASF4	-0.27225
TSSK3	-0.606833333333333
7A5	2.378
CRISPLD1	-1.1265
MAD1L1	-1.71583333333333
SPIN4	0.628
AMPD1	0.5705
DPYSL5	0.2045
INPP1	-0.454
ANKRD11	-0.886277777777778
NPAS4	0.093375
GCET2	0.0322
RNASE9	0.3055
GUCY2D	0.179
CCDC98	-0.52175
FGF4	0.142625
CPM	-0.295166666666667
SLC26A4	-0.386166666666667
PLD5	-0.0685
FAM59A	2.7986
FBXO5	-0.435888888888889
SIPA1L1	-0.3505
DPYS	0.541
ATG4D	-0.03325
TGM3	0.8245
MTCH1	-1.22625
HK1	-0.436
CDC26	-0.20775
GALNT12	-3.611
LOC339229	-0.54475
MRPL35	0.243125
ORC4L	0.17975
TNKS	-2.04314285714286
C2orf24	-0.270666666666667
ZNF553	-0.127
GGTLA1	1.6723
ZNF497	-0.21075
CDY1B	0.377
SLC30A4	0.159875
TUB	-1.933375
ARHGEF18	0.12525
ARRB1	-0.33375
KCNK1	3.381125
EREG	0.9207
SCAMP5	-1.10525
RUNDC3B	2.20325
ADAMTS20	0.12975
IL17RB	-0.3775
FLJ20323	-0.22475
MCAM	-0.175125
POLR3E	-1.49116666666667
AQR	0.0306666666666667
IPMK	1.5965
CDCA7	-2.371875
CAMP	4.8345
GRHL3	0.347
ADAMTSL2	0.298333333333333
CLMN	0.779666666666667
SSTR3	0.2695
MAGEA5	-1.916
OVOL2	3.33425
JMJD1B	-0.21425
RBL2	0.8143
PYGO2	0.45275
PPP1R10	-0.614666666666667
CSE1L	-0.4055
LCA5	1.5805
RDH16	0.17125
ASRGL1	-0.545375
TOM1	-0.295833333333333
PTX3	-6.14275
TTC15	-0.2
SCGB3A1	-0.286
MRPL50	-0.96775
RCAN3	0.358125
SLC26A11	1.08525
STYX	0.725333333333333
CINP	0.1395
MARCH7	0.83475
PFKM	-1.19983333333333
SGMS1	1.81616666666667
RIOK3	0.7765
C1orf110	0.4745
CES7	-0.102375
LOC440248	-1.75875
PPP1R12C	-1.4155
C10orf27	0.026
ATG9A	-1.382
MRPS26	-0.385375
TMEM40	3.07
ELP3	-0.7409
ZNF787	-1.1885
HIAT1	0.664125
C8orf34	0.663666666666667
MGC4655	-0.0944
PELI1	0.627833333333333
PPT1	-0.3716
SLC35C2	-0.771833333333333
C6orf125	-0.737
MUC4	1.3835
RFC4	-0.578
GNB2	-1.46433333333333
NUP50	0.776214285714286
SULT4A1	1.66216666666667
C7	0.216125
CCDC130	0.0865
ARRDC4	0.51675
RQCD1	0.3125
GLYCTK	-1.41475
AYTL2	-0.191636363636364
MTUS1	2.2058
LEMD3	0.871
PLEKHF2	0.89375
HOXA7	0.04525
GTF3C2	-1.0805
DYNLRB2	1.27025
CNOT10	-0.579
MR1	0.779
FFAR1	0.25425
PRIC285	0.101
SLITRK6	3.11475
LIX1	-2.2054
UBE1L2	-0.190833333333333
F8	1.353375
ACHE	0.3345
KPNA5	-0.027
TNFRSF12A	-0.802166666666667
EGR3	0.4235
SERPIND1	-3.11416666666667
OASL	0.70925
IFRD1	-0.33275
WDFY1	-0.714
ZNF267	1.428125
ACCN5	1.0015
ZBTB6	0.44275
PPP1R3A	0.5245
PRRT3	-0.54125
FBXL19	-0.812
TXNIP	-0.679571428571428
ACTN2	-2.0645
ATG9B	-0.15125
C9orf117	0.705875
IL27	-1.7855
RPL36AL	-0.391333333333333
KLK15	-0.19625
CHAD	0.5595
RAP2B	1.4025
HEBP2	2.66075
ZNF342	0.3625
CAMK2G	0.255833333333333
TLR3	1.17475
FGF14	1.86925
HMGB2	-0.895625
TRPM5	0.106333333333333
OR5M11	0.103
KIF3B	0.416
PRICKLE2	0.16125
MTMR9	0.164125
C3orf27	0.448
GLRA3	-1.92533333333333
NSDHL	1.35
TMEM32	0.60425
POLR2D	-0.694416666666667
MYADML	0.4195
C9orf114	-0.854
MRGPRX1	0.16
TOPORS	-0.35075
CLDN19	-0.61375
C1QL4	0.1585
RNF165	-0.4975
DHRS9	0.578
DNAH2	-0.847333333333333
FXR1	-0.619666666666667
ZMYM3	-2.041
CASP3	0.330666666666667
FAM120C	-1.579625
SCLY	-1.78925
CA7	0.26
ENTPD5	0.106666666666667
ZNF461	0.297375
PDIA5	0.1015
C1orf19	0.730333333333333
TMEM67	0.0055
KCTD20	-0.633
WDR47	1.411
FLJ38723	-0.088
KLRF1	-0.546333333333333
TAS2R16	0.5685
CLDN12	0.8145
PRKCE	-0.03575
UBXD4	0.382
ITGAM	2.98333333333333
GLT8D3	0.462875
WDR31	0.0853
RGS2	0.6585
OR51L1	0.3715
MST1R	2.09975
KIAA1737	-0.172
OR4A5	0.5135
GLIS1	-2.46383333333333
PTMA	0.00300000000000001
NAPA	0.89275
PRDM11	-0.33625
LIPF	0.534
DIRAS3	-0.93525
ASGR2	-4.480125
C1QTNF4	-0.93725
PIK3R4	0.380333333333333
ARMC3	1.56425
NDUFV3	-0.327666666666667
BTBD3	0.9855
PPP1R2	1.11558333333333
UBE2NL	0.57825
FOSL2	1.34135714285714
FAM119A	1.054
TUBA4A	0.1473
KRTAP12-1	0.08175
SFRS2	-0.0145
RHPN1	-0.2034
EEF2	-0.297666666666667
ZDHHC11	0.102
EPHA3	-1.2174
RBM12	-0.3655
H2AFJ	1.12266666666667
EDIL3	3.802
KIF26A	-0.9485
SERGEF	-0.77775
B3GALT4	1.5415
LOC90925	0.8775
OSCAR	0.6085
NPFF	-0.753
DEDD	0.959
TMEM155	-0.53875
PTPN1	0
SCYL2	1.6355
SKAP1	-0.29725
LEAP2	-2.61616666666667
GADD45G	1.3171
IFITM3	0.331375
PILRB	-1.78683333333333
SLU7	-0.2199375
DSC3	2.09125
DNMT3L	-1.57375
PAPD5	1.234
B3GNT3	1.40383333333333
LHCGR	0.0845
MSL-1	0.93925
UBE2S	-1.4605
SAP130	-0.0305
ANAPC11	0.9145
MAGED4B	-2.7255
ATP6V1B2	0.932666666666667
C14orf179	0.26275
CAPZA1	0.6895
CDYL2	-0.487666666666667
GLRX3	-0.237
LOC136288	-0.34675
MOBKL1A	-1.071
HTR2B	0.482
CRYGD	0.0483333333333333
NUS1	0.865333333333333
PGRMC1	0.613
MYOM2	-1.3535
FLJ39653	-0.577666666666667
CHM	0.4314
OR5M8	0.6485
ZNF619	0.1655
FAM105A	1.36425
CCNL1	-0.01325
NAP1L3	-1.19575
C10orf57	0.978166666666667
B3GALNT1	1.32816666666667
CSN1S2A	-0.704
TCP10L	0.41075
GDAP2	2.50325
DMKN	0.44
COX6B1	0.47425
DNASE2	1.5095
MSH5	-2.407
LGMN	-0.01625
USP31	0.0465
OR13C8	0.51
SDCBP	0.65
NUDT11	-3.05083333333333
PYGL	-1.20183333333333
SNPH	1.6735
B3GNT4	0.977
MIZF	-0.5132
NUBPL	0.08175
NOD1	-0.519
CDH22	-0.159625
NUBP1	0.168666666666667
DSCAM	-3.74525
DGKI	0.74
FAM136A	-0.52675
AKAP1	0.893666666666667
SLC16A6	0.13925
RIN3	-1.20725
PSG2	0.09
DIP2B	0.39425
PSORS1C1	-0.0176
KIAA0495	-1.0055
FLJ90709	-0.4825
LPA	-0.12
PIGA	0.655333333333333
LY75	1.93916666666667
UTS2	-3.1075
RREB1	-0.46325
GALNACT-2	1.8557
MGC3196	-0.92225
FLJ31568	0.24375
LPHN1	0.160375
SP1	1.591625
TOX4	0.0941666666666667
HSPA9	-0.6032
APOBEC1	3.1505
SLC35E4	-1.0925
LSM5	-0.66375
SURF1	0.2985
ZBTB1	0.22225
GTF2F1	-1.1005
RPS15A	-0.396142857142857
DUSP21	-0.929166666666667
GINS4	-1.15
MYO15A	0.220166666666667
GIMAP7	3.07425
MGC13379	0.552
ATP6V1E2	1.02233333333333
UTP3	0.22925
HNRPA3	-0.316625
MT4	-0.09
C14orf155	0.00924999999999998
U1SNRNPBP	-0.026
CKLF	0.1895
PLEKHN1	0.254666666666667
MBNL1	0.531166666666667
NUP160	-0.66325
ACSM2A	-1.649
LOC129881	0.1525
KIAA1529	-0.486
FLJ22639	-1.3405
HAND1	-0.577
GSX1	0.398
FGA	-4.6948125
SERPINB1	2.16525
ZNF642	1.36525
IGFBP1	-7.583125
SLC1A1	2.93125
DHX57	0.331625
ZNF766	1.262
PTPN21	0.0385555555555555
GDPD3	-0.0365
PNPLA5	-0.174
TBR1	0.111833333333333
FAM116A	0.1195
IQGAP1	1.054625
FOS	0.5045
ZNF226	0.128875
FIGNL1	0.468
C14orf1	-0.53
ZMYND17	-0.1455
PUS7	-0.397
TUBB6	-0.4045
KCNQ2	-1.77675
MARCH6	-0.586
CCDC33	0.2465
PRODH	0.5395
RBM11	1.492
EPHA6	-0.285
SLC43A1	-2.243
LOC196541	0.0798571428571429
NTN1	-0.56925
ING4	-0.6255
PCDHB10	2.2975
DPH2	-0.903833333333333
SPACA4	0.5775
FBXL21	-4.2635
DIAPH1	-0.172
ZNF71	0.913833333333333
CEP76	0.4225
CORO1A	-2.25875
RRM2	-0.506375
EDG4	1.138
OS9	-0.151833333333333
SLC4A1AP	0.23425
COG5	0.18825
COPS8	-0.5195
NGLY1	0.1565
NCBP2	-0.03175
C17orf42	0.300833333333333
GPSM3	-0.866
SIL1	-0.443333333333333
ASB6	-0.24525
SMAD5OS	0.706166666666667
UNC93A	-3.563875
A1BG	0.0356666666666667
C21orf62	-0.15
FMO5	0.487916666666667
ATRIP	-0.9395
CEBPG	0.941833333333333
C7orf38	-0.3495
TNFRSF1B	-0.268833333333333
CLEC1A	0.888666666666667
IQSEC1	-0.1105
PATZ1	0.1461
RBM22	0.553875
BAG2	-1.95066666666667
PAQR5	-1.83766666666667
C9orf127	0.5629
THNSL1	-2.8345
SHROOM3	1.8332
JAM2	-0.32575
SNRPN	-1.65025
ALX4	0.115
CACNA1S	-0.3665
FAM130A1	0.91475
CORIN	1.494
CD300LB	0.4375
PLEKHG6	0.563
LRRC40	0.02925
PCLKC	-0.86075
PCDHB16	-0.546666666666667
WNT2B	0.783
ASNS	-1.34977777777778
MRPL49	-0.22125
FLJ46111	-1.15225
ISG20	0.89675
SMU1	-0.8574
CASZ1	-0.0255
POLR1D	-0.805833333333333
GIN1	-0.24525
SNAG1	0.700666666666667
ANKRD29	-1.53425
CDKN2AIP	0.01425
KRR1	0.12175
CXCL1	2.00933333333333
EPM2A	0.7408
PC	-1.295
DEFB127	0.197
PDZRN4	0.615
FAH	0.011
OR51E1	2.6345
CDC2L6	0.6845
DNTTIP1	-0.47975
PAX8	-0.67675
TMEM116	-0.46775
C1orf150	0.1995
PRO2012	0.4925
MRPL40	-1.01366666666667
BEX1	-4.0542
SLC2A4	-1.85633333333333
PKMYT1	-1.2235
FEZF2	-0.500166666666667
SLC26A9	-0.4925
MAP2	0.857666666666667
LYL1	-2.08325
SLC25A19	-0.033
NOS3	-0.5875
ZNF34	0.535833333333333
TMPRSS11F	0.25775
FAM43A	-0.7765
FCRL4	-0.338166666666667
KLF14	0.57525
FLRT2	-1.31866666666667
WRN	-0.88975
SDF2	1.3064
KRT8P12	-0.25975
C6orf195	-0.097
C9orf125	-2.47966666666667
DZIP3	-1.4765
RIT1	0.997416666666667
SCML1	-0.257
RHBDF2	0.372625
OR2G3	0.0045
REXO1L1	0.3015
MAP3K7IP3	1.1525
C3orf57	-1.208
FBXW11	-1.0595
ETAA1	-0.15075
C14orf131	-0.4454
AKT1S1	-1.31275
SLC12A5	-0.684125
C9orf164	-0.07
NRIP3	-0.364875
NOS1AP	-1.7445
TMEM121	-0.59225
SAP30BP	0.3108
DGCR6	-0.7825
WDR76	-1.0085
FAM82B	-0.374666666666667
LOC606495	-0.46
MAP9	2.71816666666667
BCDIN3D	1.06625
CXorf36	3.14383333333333
DSCR3	-1.2465
ZFAND3	-0.18025
C7orf43	0.5545
SPSB3	-0.4364
C19orf19	0.21825
FAM133A	-3.53957142857143
C12orf25	0.32
SLC39A3	-0.142875
DISP2	-2.2475
PI4KAP2	-2.6075
MKRN3	-0.842166666666667
ADAMTS13	-0.749375
CBLN3	0.1474
TTYH1	-1.765
C3orf18	-0.31225
FLJ13236	0.82925
ZMYND12	1.795
C18orf25	1.25325
GLB1L3	-0.963
ATP13A5	0.032
RANBP10	-0.05925
CD96	-0.9107
DENND1C	-0.891
RBMS3	-1.3877
SLC41A3	-0.716333333333333
DGCR6L	-0.7335
TMEM128	0.825333333333333
CSNK1G3	0.657142857142857
MOBKL2C	0.419625
TSPAN6	-0.466875
MATN2	-1.7052
MSL2L1	-0.614666666666667
ST6GALNAC2	-0.473666666666667
FGFBP2	-0.220625
FGL1	-4.22766666666667
MPP3	2.1435
ARHGEF6	2.52883333333333
TGFBR2	-0.240125
ACMSD	5.26675
IL33	0.93025
C9orf5	-0.345833333333333
DEAF1	-1.5635
AMN	-0.8565
DEFA6	0.044375
RNF212	-0.302
METT5D1	-0.0996666666666667
CIB1	0.7264
TSSK1B	0.591
KIAA1727	1.91875
ZNF680	0.684583333333333
LOC399900	-0.308
LOC152217	-0.432
CTNNAL1	-3.0325
CIT	-0.801416666666667
TLE6	0.2645
ZNF607	-0.47925
HERC4	-0.4385
DRAP1	-0.3638
PEMT	-1.124
C10orf111	0.281
ZNF575	-1.1155
KCTD7	0.22775
MYO1F	0.057625
LOC285382	1.07075
RAB11A	0.7134
PLCD3	-1.06725
C15orf28	-0.0835
PTBP2	-0.218125
CTB-1048E9.5	-0.200375
C19orf60	0.7395
C7orf25	1.183
SETD7	1.6455
HOXB9	-4.364
VANGL1	0.4221875
CHAF1B	-2.35725
NDUFA3	0.0045
KIAA1328	0.464666666666667
SHARPIN	-0.124625
TTC23	-0.50775
UGP2	0.9315
ANKIB1	-0.0125
CIRBP	-0.581428571428572
SEC14L4	-2.51
OVCH1	-0.0605
VPS52	-0.8475
FAT	0.252625
M6PRBP1	0.3765
GPRIN3	-0.016
PPM1F	-0.674833333333333
TSR1	-0.575
CCDC85A	2.7265
PCSK5	0.21425
ZFHX3	-0.9705
HEMK1	-1.2345
PGBD2	1.57725
RSRC2	0.6
AURKC	-1.53166666666667
SCRIB	0.333
ORM2	-2.37083333333333
FAM115A	-0.2682
FZD6	0.663125
UNC119	-0.405666666666667
GPX3	-1.4785
NOV	1.217625
CABC1	-0.342
CDC42SE2	0.1111875
EIF2S2	0.1527
RNF130	1.0005
CKAP5	-0.818333333333333
RP11-413M3.2	0.42925
C10orf18	2.2529
TMEM93	-0.37975
DYX1C1	2.25525
KCNMB2	-2.1145
ANK3	3.37258333333333
KRT5	0.4979
CDH12	-0.3135
QRSL1	-0.313375
JUB	-1.17525
SHC4	-1.694875
CCL15	0.431333333333333
CCDC22	-0.56775
SNX24	-0.457
RARS	-0.7155
MORC2	0.890375
FAM48A	-0.08375
MT1H	0.323
PPP1R14C	-1.397
FOXD1	-1.82178571428571
C1orf213	-2.864
AMT	-2.6336
DSN1	-0.473
PTPLAD2	1.18425
DIS3L	-0.41975
RASL11A	-1.32125
GPRC5B	0.215
FRMD7	-0.122
STRN4	-0.45375
KITLG	1.6445
HDGF	0.80275
OR1S1	0.659
SETX	0.5464
DDR2	-0.051125
KCTD12	2.23325
LYZL2	-0.38475
WDR52	0.0835
TMEM2	1.013875
ZNF579	-2.15733333333333
LOC200810	-0.79125
TNFSF9	-1.238625
PPFIA4	-1.82675
CNIH3	0.2945
MAP4K4	-0.240714285714286
ROD1	0.618142857142857
ALS2CR12	0.662
DOCK3	-1.77266666666667
PAQR9	-4.904
ASB17	-0.0798333333333334
STX16	-0.181125
FEZ2	-0.172
DLAT	0.419166666666667
KIF21B	-1.18633333333333
CDC5L	0.09375
TMEM119	0.4805
CRIP3	-1.57125
TPSD1	-0.294
TEPP	-0.82375
GNGT2	1.08825
C21orf121	-0.42025
WNK1	0.745333333333333
FLJ10490	-0.881
OR51B5	-2.6305
LOC203547	1.61875
HAS1	-0.0175
PPA1	0.266166666666667
ST7	-0.279375
C11orf46	-0.3793
POPDC3	-3.17183333333333
ACOX2	0.793833333333333
ATCAY	-0.782166666666667
TM4SF19	0.8775
MFSD9	0.0785
PDHB	-0.8765
ERN1	0.3635
LCE3C	0.2445
GPR111	0.666
NOTCH3	2.65733333333333
ADAMTS5	2.42525
B3GALT1	-0.1485
UGCGL1	0.709333333333333
FAM58A	1.192
FBXO32	1.205
CLPP	-1.0605
NXPH1	-1.786
MTMR3	0.820666666666667
ATP1B3	0.767375
TMEM16A	4.62775
HIST1H3F	0.306
TRIM25	0.305833333333333
SDCBP2	2.5005
CRKL	-0.595625
HOXB2	-1.63416666666667
ANP32B	-0.804875
GATM	4.9405
AP4E1	0.500375
EDG5	0.519625
CDKN3	-0.5435
CDH4	-2.075
PGD	-1.57166666666667
RND1	1.1825
GAD1	-2.5216
MPG	-0.66975
LOC440350	-0.486
ZNF133	-0.11375
SERPINB12	-0.346
AMELY	-0.139833333333333
DHX36	1.4775
TNFAIP8L2	2.48933333333333
PHTF2	-0.422111111111111
CCDC112	0.172666666666667
IQCC	-1.3885
HEYL	1.961
FTSJ2	-0.311833333333333
APPL1	0.279125
RAB43	0.183714285714286
OR10G2	0.332
WAC	0.923333333333333
ADCY9	-0.788625
RUNDC2B	-0.647
PYCRL	0.0879
AGPAT7	-0.105666666666667
SLC22A9	-1.18166666666667
CDKAL1	-0.614
PDYN	-0.9272
C20orf74	0.5885
MTMR11	1.7045
VAV3	3.83191666666667
DAPL1	-0.81
STXBP3	1.23175
EIF3G	-0.408
ARHGAP22	-2.34025
NPFFR1	0.028
NPC1	0.306833333333333
ALDH9A1	1.162
ZNF600	1.34175
ZNF678	0.660333333333333
RASSF1	-0.55575
ADD2	-2.828125
PITPNB	0.6435
PKD2L2	0.157857142857143
LRP11	1.06075
CDKL1	-0.285
SMEK2	0.98375
PRODH2	-3.15483333333333
C11orf54	-0.201333333333333
SFRS11	-0.430333333333333
IL7	2.05833333333333
ALS2CR16	-0.6335
BTG3	0.204
PAK2	0.382111111111111
RP11-679B17.1	-2.15325
GATA4	-1.8895
ATP2B1	0.746
LOC130940	2.1805
C1orf172	2.41016666666667
ATF7IP2	-2.4105
SLC25A43	1.5
CENTG3	-1.68475
IGF2BP1	-3.6552
FCHSD1	0.357
CAMK2N2	-2.4075
ELAVL3	-0.0217
NBPF15	0.139
UBE2J2	-0.641166666666667
GNL2	-0.8045
PRR3	-0.7672
NLF2	-1.00125
OR4F6	0.1165
KLHL24	1.636
CCDC88A	-1.9866
SGPP1	-1.16283333333333
C10orf11	0.5765
SLC35B4	-1.15016666666667
UGT3A2	-0.9485
ARNT2	0.7324
CBR1	-2.850875
ITPR3	-0.776
TRAPPC6B	0.6979
AMZ1	-0.7655
ARP11	1.05975
WDSUB1	0.409
APBA1	-0.0506666666666667
RAB2A	1.4365
C6orf162	0.89
HPSE2	0.86875
PLCE1	-1.49025
INSL3	0.2955
DLG1	0.5286
PTPLA	-0.355
PIGX	0.27575
TFIP11	-0.454333333333333
FIBIN	2.034
POLR2G	-0.832
GRAP2	-2.0039
DNAJB8	-0.00725000000000003
CNBP	0.222333333333333
WASF1	-0.3815
INPP5E	-0.3061
HSPB1	-0.1495
TMEM167	0.109
CUBN	0.46375
IGF1	0.25
ITPK1	-0.7197
NAALAD2	-1.42075
G3BP1	0.2627
NT5DC1	1.481375
CYP39A1	3.825
TMEM139	-1.22958333333333
POLK	-0.1344
GLULD1	-2.166
RBM15	0.113
AMZ2	0.672
GDF15	-3.6335
MESDC2	-0.11775
INCA	1.47966666666667
ACY1L2	0.6775
GZMM	-1.15916666666667
PAIP1	0.43475
CACNA2D1	0.2325
STK32C	-1.14133333333333
SH3BP4	0.539666666666667
DEC1	-0.549
PADI1	0.331
UBB	-0.0307
PON3	-2.6655
PROP1	0.4765
ANKRD13B	-0.3025
ADCK1	-0.63675
TCF25	-1.09391666666667
SLC38A5	-3.072
CXorf26	0.606
C19orf39	1.98425
PPP1R13B	0.99475
ARL2	-1.101
TCL6	0.0466666666666667
TOP3A	-0.9855
SLC16A14	1.1135
FXYD6	0.296833333333333
HIST1H4E	-0.40175
BBC3	-1.24078947368421
UNC5A	0.098
FAM86C	0.0024
PI4KB	0.62825
B3GAT1	-3.4345
SUSD2	2.66266666666667
OAZ2	-0.613
NOC4L	-0.63825
C10orf12	0.29525
FADS1	-3.7375
LOC144097	-0.31375
DKK2	1.07566666666667
KIAA1949	-0.355
RHOT1	0.7024
OXT	0.391333333333333
GPR153	-2.2615
ARL4A	0.878
SAAL1	-0.95275
CCDC64	0.0315
USE1	0.344
HNMT	1.09216666666667
PCGF3	0.8823125
CYP2C19	-0.02225
C20orf4	-0.01
CCDC11	1.70775
ACSBG2	-0.524
RWDD2A	0.7985
PALLD	1.619
CPLX4	-0.165
LOC492311	0.45075
KPNA2	0.353833333333333
MACROD1	-1.2217
TMCO3	1.14783333333333
C15orf52	-0.293
BIRC5	-0.132533333333333
PRR16	-0.273
FAM63B	0.502625
KATNB1	-0.315333333333333
WNT8B	0.069
CPLX3	-0.4285
GHR	2.125375
CCDC124	-1.15225
BCLAF1	-0.993125
GOLGA3	0.6485
