Hybridization REF	TCGA-AN-A0XN-01A-21R-A109-07
ZNF347	0.2865
GTF2E1	-0.121
RY1	-0.3295
ATAD2B	-0.4055
ARHGAP17	-0.2417
KCNIP3	-0.851
SFPQ	-0.22275
GFRA4	0.248333333333333
AKR1B10	-2.521
TIGD6	0.31
RGS16	3.813375
URB1	-0.504333333333333
OR4C46	-0.138
TOP3B	-0.84575
NFATC4	0.665
CA14	-4.6335
BMPR1A	0.262
SNRP70	-0.891875
PRL	-0.0656363636363636
C6orf130	-1.04825
STAG2	0.2775
CD55	1.21321428571429
RPS23	0.185666666666667
SSX2	-1.52233333333333
FDPSL2A	-0.6265
FBXO27	-0.346
SYNGR3	-1.38883333333333
TMSL3	1.338
EML1	-0.451
NUP93	-0.89425
SMAD3	-1.2089
KIAA1189	3.50133333333333
HNRPUL2	0.651666666666667
TBC1D12	0.6145
C16orf24	0.5345
MRVI1	2.4775
ZNF581	0.319
ELOVL3	0.3755
OR51Q1	-0.16475
CACNB3	1.04416666666667
GALNT13	0.39225
C10orf84	0.46725
NEDD4	0.4936
SPO11	0.1465
OR5AU1	0.3575
NEK4	-0.233142857142857
PRKAR2A	-0.06
IHPK1	0.415333333333333
ATP6V0B	0.170375
CACNA1E	1.009
CEACAM8	-0.0916666666666667
PEX14	-0.2505
FLJ12993	-0.4635
ZBTB38	0.303833333333333
PCTK2	0.621833333333333
LRRC16	-0.6466
FBLIM1	0.983916666666667
FYCO1	1.40875
RP5-1022P6.2	-0.687083333333333
CMTM1	0.720833333333333
PLTP	1.28733333333333
RAPH1	1.26625
DOCK8	1.248875
EZH2	-2.3034
SLC25A1	-1.08766666666667
PLEKHB1	0.0545
GRB7	0.3331
ZFP37	0.312
MRPL33	-0.599
PELO	0.11325
ARMC1	-0.144363636363636
C9orf27	-0.220285714285714
FLJ25778	0.212
C9orf37	-1.31583333333333
TMEM66	0.70575
SPRN	0.250875
HBEGF	1.3415
PI4KA	-1.1245
LEPRE1	0.79375
POU2AF1	-4.154625
MRPL12	-0.4405
REP15	0.591
ZC3H3	0.3125
RASAL1	-2.1445
DDAH1	1.488375
ACBD5	-0.308875
TMC2	0.3355
CCDC137	-1.44775
SAMD13	-2.69616666666667
UGT2B15	-3.9015
TIPARP	-0.195
DNASE1L3	-0.4945
TRIM72	0.397
DBX2	0.29475
IPO8	-0.19975
C21orf88	-0.1618
MAP3K14	0.6785
LOC51233	0.704333333333333
GGTLA4	0.20375
PDE6D	0.2825
ZNF117	-0.155
CLK2	-0.59475
NKRF	-0.72175
TNFSF15	0.6972
DUSP2	0.62275
SECISBP2	-0.3902
GABRR2	-0.2115
PPAP2C	1.177
LOC51145	0.00166666666666669
PAG1	0.668375
PIK3C3	-0.05875
GNG10	0.5535
APOL4	1.0285
ANKRD28	-0.537
STMN3	-0.8161
RAB14	0.4445
CDK2AP2	-0.24725
HDDC3	-0.31975
COMMD7	0.508
CXXC1	-0.2665
HMCN1	0.804
CD40	1.41975
DYNC1LI2	0.3270625
GDI1	0.06275
LOC646938	-0.08475
VSNL1	-1.95933333333333
PIH1D1	0.05
RAET1G	0.4565
KRTAP5-9	0.3195
EFTUD2	-0.7905
ZNF311	-0.1255
ATP6V1G3	0.60725
OR2W3	0.06475
SCN4A	0.085
MED10	-0.12225
FAM135A	-0.1664
ARHGAP4	-0.95275
EHMT2	-0.704125
UFD1L	-0.97575
ERMP1	0.05575
MAG1	-1.39033333333333
THAP8	0.710333333333333
HACE1	0.8995
FAM82C	0.2835
C3orf20	0.554
UNC84A	-0.510833333333333
SCD5	0.231785714285714
LASS6	1.73875
LSG1	0.512333333333333
MAL	-5.16575
GPR22	0.304
WDR5B	0.74625
ACTRT1	0.3575
C17orf60	1.49416666666667
GRIN2C	-0.4237
ARMC8	-0.283333333333333
SLC47A1	-1.82
DMPK	-0.03325
DHRS13	-0.542833333333333
SMC1A	-1.14916666666667
KRTAP17-1	0.35575
SMYD5	-0.577
TUSC2	-0.023625
CRHR2	0.39
KIR3DL2	0.9145
CCDC104	0.53625
ATP2C1	0.361625
CROT	0.0125
PABPC3	0.201333333333333
EGR1	0.923
THSD1	0.93075
KHK	-2.11475
SLC12A2	-0.780375
CD58	-0.06025
STOX2	-1.13716666666667
CCDC76	-0.6586
CCDC48	2.30175
DNAH1	-0.573833333333333
ZIC4	0.40675
OR1G1	0.214
PSMC6	-0.119666666666667
PROKR1	0.0605
ABCB1	-2.120625
TRAT1	-0.71325
LLGL1	0.00149999999999999
MTF1	1.04225
USP54	0.8605
PAGE2B	-1.8815
ITGB7	-3.1875
CCDC81	0.382
LOC149837	0.2265
SCUBE1	-0.2645
ZSCAN10	0.5245
HUWE1	-0.0177142857142857
CDH17	-1.669
CD180	1.69
IL17A	-0.01175
TMPO	-1.49925
KIAA1524	-1.7005
HDGFRP3	-0.477166666666667
OXCT1	-1.41090909090909
RRAS2	-0.413333333333333
LTBP2	3.4390625
SV2B	0.558333333333333
CYP2A6	0.621375
PKD1L2	-1.12316666666667
PPM1M	0.83975
FLJ22662	1.53533333333333
ZNF502	1.54375
GP6	-0.491
CRYBA2	-0.71225
LEF1	-1.3569
CTPS	-1.74771428571429
EYA1	-3.17716666666667
EPS8L1	1.072
MAPK14	0.0155833333333333
SERPINB2	-2.99075
GTF2F2	-0.696666666666667
ZNHIT4	0.07
PLA1A	1.908
C20orf114	3.309
HPR	-3.993
C18orf2	-2.35316666666667
SATB2	-0.897
KCNJ9	0.409125
MGC157906	0.443
MOCS3	0.18175
C17orf71	-0.3
PPHLN1	-0.1557
HIST1H2BN	-1.49725
RAPGEF1	-0.823625
MAP3K8	0.60025
DLG4	0.892
STC1	-0.422083333333333
CDGAP	2.521
DDX26B	-0.60075
LOC150223	-1.86575
CPSF3	-1.31616666666667
TMEM14A	0.2525
MYH3	-1.60625
GPKOW	0.23275
SULT1A1	-0.852333333333333
SPON1	4.3757
YY1AP1	0.436833333333333
RAB23	1.46825
PLA2G4A	-3.30325
MAPRE3	-0.19675
ZNF516	-0.478285714285714
GGPS1	0.75375
EXOC3L2	-0.096375
C19orf42	0.3224
MAP2K2	0.0913333333333333
HIST1H2BB	-0.247
RNF19B	1.3475
C6orf128	1.116
TLR8	2.97625
PCDHA9	0.165
CARS2	0.40325
CLUL1	2.0545
RHAG	-3.44166666666667
UNK	-0.446
EXOC8	0.6185
C9orf95	0.84225
C14orf143	-0.553
MAML3	0.23375
LDHA	-0.779
MRPL20	-0.169
KLHDC6	0.141
ATP5S	-0.236166666666667
C8orf55	-0.37125
PHF19	-1.903125
KRTAP13-4	0.667
TTC5	-0.0225
XKR5	-0.719
SILV	-4.51033333333333
TEX28	0.417
TCTN1	1.31775
CX40.1	0.23425
PPP2R5C	0.00975000000000004
C12orf30	-1.098
CAPG	2.60625
MPZL1	0.9669
ARSB	-0.5215
TDH	-2.0515
WASF4	0.7675
TSSK3	-0.578833333333333
7A5	1.431
CRISPLD1	1.095375
MAD1L1	-0.3765
SPIN4	-0.994
AMPD1	-1.57
DPYSL5	-1.1065
INPP1	0.378166666666667
ANKRD11	-0.755166666666667
NPAS4	0.07125
GCET2	-0.2336
RNASE9	-0.2465
GUCY2D	0.7455
CCDC98	0.521
FGF4	-0.507875
CPM	-0.129666666666667
SLC26A4	-1.46283333333333
PLD5	0.20225
FAM59A	0.5639
FBXO5	-2.19177777777778
SIPA1L1	0.28975
DPYS	0.856
ATG4D	-0.133
TGM3	1.7865
MTCH1	-0.2775
HK1	-0.122571428571429
CDC26	-0.16625
GALNT12	-2.44433333333333
LOC339229	-0.384
MRPL35	-0.33625
ORC4L	0.1995
TNKS	0.0388571428571429
C2orf24	0.4075
ZNF553	-0.2745
GGTLA1	3.2789
ZNF497	0.576
CDY1B	-0.528
SLC30A4	-0.12
TUB	-0.507625
ARHGEF18	0.282
ARRB1	0.288
KCNK1	0.30225
EREG	-2.6858
SCAMP5	-0.47075
RUNDC3B	0.22
ADAMTS20	0.2005
IL17RB	0.24725
FLJ20323	-0.6615
MCAM	1.238875
POLR3E	-1.83341666666667
AQR	0.0845
IPMK	-0.255
CDCA7	-2.29775
CAMP	0.64675
GRHL3	2.521
ADAMTSL2	2.06766666666667
CLMN	0.609666666666667
SSTR3	0.5055
MAGEA5	-2.3205
OVOL2	2.863
JMJD1B	-0.229
RBL2	-0.0871
PYGO2	0.36625
PPP1R10	0.252
CSE1L	-0.753833333333333
LCA5	1.2675
RDH16	0.38975
ASRGL1	-0.791875
TOM1	1.40116666666667
PTX3	-4.859
TTC15	0.13675
SCGB3A1	2.95516666666667
MRPL50	-0.74575
RCAN3	0.69925
SLC26A11	0.15125
STYX	0.285666666666667
CINP	0.284
MARCH7	0.293
PFKM	-0.425166666666667
SGMS1	0.1245
RIOK3	0.1198
C1orf110	0.508
CES7	-0.0955
LOC440248	-2.04325
PPP1R12C	-0.421
C10orf27	1.2095
ATG9A	-0.34975
MRPS26	0.059625
TMEM40	3.8255
ELP3	-0.6023
ZNF787	0.3183
HIAT1	0.51525
C8orf34	1.86033333333333
MGC4655	0.4737
PELI1	0.0968333333333333
PPT1	1.2623
SLC35C2	-0.116833333333333
C6orf125	-0.36
MUC4	-1.576
RFC4	-1.98614285714286
GNB2	0.546833333333333
NUP50	0.0287857142857143
SULT4A1	-0.826833333333333
C7	-0.080625
CCDC130	0.0401666666666667
ARRDC4	0.01
RQCD1	-0.17075
GLYCTK	-1.4245
AYTL2	1.11318181818182
MTUS1	0.8633
LEMD3	0.399333333333333
PLEKHF2	0.76125
HOXA7	0.08125
GTF3C2	-1.117
DYNLRB2	2.48225
CNOT10	-0.43775
MR1	0.594666666666667
FFAR1	0.006
PRIC285	0.303
SLITRK6	6.9445
LIX1	-1.501
UBE1L2	-0.2515
F8	1.010875
ACHE	0.685166666666667
KPNA5	0.11275
TNFRSF12A	0.621666666666667
EGR3	0.8075
SERPIND1	-3.2275
OASL	2.67125
IFRD1	-0.673375
WDFY1	0.611166666666667
ZNF267	0.140625
ACCN5	0.121
ZBTB6	-1.03275
PPP1R3A	0.234
PRRT3	2.38875
FBXL19	-0.484
TXNIP	0.136
ACTN2	-0.748
ATG9B	-0.393625
C9orf117	-0.316125
IL27	1.119
RPL36AL	0.0316666666666667
KLK15	0.816
CHAD	1.987
RAP2B	-0.000399999999999995
HEBP2	0.857
ZNF342	0.3085
CAMK2G	-0.181666666666667
TLR3	1.5585
FGF14	0.95275
HMGB2	-1.7565
TRPM5	-0.144666666666667
OR5M11	0.7345
KIF3B	0.550263157894737
PRICKLE2	1.68975
MTMR9	-0.1135
C3orf27	0.4885
GLRA3	-1.42
NSDHL	-0.257166666666667
TMEM32	0.60025
POLR2D	-0.430583333333333
MYADML	0.201
C9orf114	-1.19375
MRGPRX1	0.4835
TOPORS	0.28175
CLDN19	-1.5385
C1QL4	0.6545
RNF165	-1.214
DHRS9	0.6705
DNAH2	-1.12366666666667
FXR1	-0.113166666666667
ZMYM3	-0.50075
CASP3	1.10566666666667
FAM120C	-0.694
SCLY	-0.8435
CA7	0.3665
ENTPD5	-0.313666666666667
ZNF461	0.355
PDIA5	0.01325
C1orf19	-0.701833333333333
TMEM67	0.24425
KCTD20	0.025
WDR47	0.8335
FLJ38723	1.2195
KLRF1	0.484666666666667
TAS2R16	0.0255
CLDN12	0.099
PRKCE	-0.07275
UBXD4	-0.67475
ITGAM	3.1215
GLT8D3	-0.34275
WDR31	0.7019
RGS2	2.8555
OR51L1	0.3515
MST1R	-1.582
KIAA1737	0.18025
OR4A5	0.3745
GLIS1	0.227
PTMA	0.413857142857143
NAPA	0.7785
PRDM11	0.11075
LIPF	1.5115
DIRAS3	0.22875
ASGR2	-4.282875
C1QTNF4	0.8915
PIK3R4	0.2295
ARMC3	1.97725
NDUFV3	-0.0535
BTBD3	-0.389333333333333
PPP1R2	0.399916666666667
UBE2NL	-0.34425
FOSL2	1.15592857142857
FAM119A	-1.1185
TUBA4A	0.3804
KRTAP12-1	0.1915
SFRS2	-0.73925
RHPN1	-0.4878
EEF2	-0.309
ZDHHC11	-0.599833333333333
EPHA3	0.5457
RBM12	-0.22525
H2AFJ	-0.313583333333333
EDIL3	6.065
KIF26A	-0.819
SERGEF	0.6265
B3GALT4	2.4425
LOC90925	0.132166666666667
OSCAR	1.5295
NPFF	-0.557125
DEDD	0.658125
TMEM155	-0.419375
PTPN1	0.265
SCYL2	0.369333333333333
SKAP1	0.108
LEAP2	-3.615
GADD45G	1.161
IFITM3	0.716375
PILRB	-1.05766666666667
SLU7	-0.1001875
DSC3	0.09725
DNMT3L	-1.1525
PAPD5	-0.137625
B3GNT3	-2.1365
LHCGR	-0.044
MSL-1	-0.05425
UBE2S	-1.450375
SAP130	-0.101
ANAPC11	-0.0765
MAGED4B	-1.4025
ATP6V1B2	0.862833333333333
C14orf179	0.82025
CAPZA1	-0.12075
CDYL2	0.402666666666667
GLRX3	-1.00066666666667
LOC136288	-0.56225
MOBKL1A	-0.0955
HTR2B	2.585
CRYGD	-0.0643333333333333
NUS1	0.0878333333333333
PGRMC1	0.2335
MYOM2	0.0175
FLJ39653	-1.7155
CHM	0.4258
OR5M8	0.8575
ZNF619	0.4715
FAM105A	1.2865
CCNL1	-0.99475
NAP1L3	1.4825
C10orf57	2.10533333333333
B3GALNT1	1.13916666666667
CSN1S2A	0.862
TCP10L	-0.8185
GDAP2	0.07075
DMKN	0.512333333333333
COX6B1	0.236
DNASE2	0.954
MSH5	-1.94075
LGMN	0.4515
USP31	-0.5053
OR13C8	0.8935
SDCBP	0.829
NUDT11	-1.86516666666667
PYGL	1.25533333333333
SNPH	-0.939833333333334
B3GNT4	-0.171
MIZF	-0.3848
NUBPL	0.5585
NOD1	0.144333333333333
CDH22	-0.35875
NUBP1	-0.2275
DSCAM	-4.02
DGKI	2.258
FAM136A	-0.81025
AKAP1	-0.181
SLC16A6	-0.3745
RIN3	1.103
PSG2	1.32525
DIP2B	-0.1425
PSORS1C1	2.0187
KIAA0495	-0.5085
FLJ90709	0.0675
LPA	-0.301
PIGA	-0.206333333333333
LY75	1.84716666666667
UTS2	-6.06516666666667
RREB1	-0.69125
GALNACT-2	1.6142
MGC3196	-0.14775
FLJ31568	0.26575
LPHN1	-0.117
SP1	0.54325
TOX4	0.00866666666666666
HSPA9	-0.0552
APOBEC1	-0.0275
SLC35E4	-1.15125
LSM5	-0.94175
SURF1	-0.13725
ZBTB1	-0.00183333333333338
GTF2F1	0.001375
RPS15A	-0.143285714285714
DUSP21	-0.437
GINS4	-1.598
MYO15A	0.004
GIMAP7	2.62525
MGC13379	1.41225
ATP6V1E2	-1.793
UTP3	-0.345
HNRPA3	-0.4054375
MT4	0.4285
C14orf155	0.32775
U1SNRNPBP	-0.03225
CKLF	0.069
PLEKHN1	0.172166666666667
MBNL1	0.274416666666667
NUP160	-0.929
ACSM2A	-1.684
LOC129881	1.53725
KIAA1529	-0.62075
FLJ22639	-1.923
HAND1	-1.422
GSX1	0.3
FGA	-3.904
SERPINB1	0.1975
ZNF642	0.47525
IGFBP1	-8.10375
SLC1A1	0.8745
DHX57	0.03225
ZNF766	0.2635
PTPN21	0.6026
GDPD3	-1.78633333333333
PNPLA5	0.2855
TBR1	-0.00216666666666668
FAM116A	-0.394
IQGAP1	0.752875
FOS	1.469625
ZNF226	-0.536125
FIGNL1	-0.879
C14orf1	0.103666666666667
ZMYND17	-0.621
PUS7	-0.5745
TUBB6	-0.323
KCNQ2	-1.549
MARCH6	0.55625
CCDC33	0.3895
PRODH	-1.06975
RBM11	1.09025
EPHA6	0.244375
SLC43A1	-0.8695
LOC196541	0.285125
NTN1	1.11608333333333
ING4	0.45825
PCDHB10	1.47325
DPH2	-0.989333333333333
SPACA4	0.24675
FBXL21	-3.3315
DIAPH1	-1.00616666666667
ZNF71	0.779166666666667
CEP76	-0.534
CORO1A	-0.03875
RRM2	-2.859375
EDG4	-0.0135
OS9	0.5845
SLC4A1AP	-0.29625
COG5	0.078
COPS8	0.51475
NGLY1	-0.39775
NCBP2	0.016375
C17orf42	-0.5605
GPSM3	0.574125
SIL1	0.615333333333333
ASB6	-0.374
SMAD5OS	-0.234166666666667
UNC93A	-3.108375
A1BG	0.584333333333333
C21orf62	0.49425
FMO5	-1.23591666666667
ATRIP	-0.152833333333333
CEBPG	-0.158166666666667
C7orf38	-0.266666666666667
TNFRSF1B	0.982333333333333
CLEC1A	1.856
IQSEC1	0.799125
PATZ1	0.2583
RBM22	0.8375
BAG2	-0.89
PAQR5	-1.80266666666667
C9orf127	1.2078
THNSL1	-0.11675
SHROOM3	1.6612
JAM2	1.84875
SNRPN	-1.868
ALX4	0.0535
CACNA1S	0.7605
FAM130A1	0.89525
CORIN	4.5285
CD300LB	0.7335
PLEKHG6	0.304
LRRC40	-0.69
PCLKC	-1.279
PCDHB16	1.63133333333333
WNT2B	1.47616666666667
ASNS	-0.987
MRPL49	0.69775
FLJ46111	-0.65625
ISG20	-0.3805
SMU1	-0.132
CASZ1	0.3605
POLR1D	0.259833333333333
GIN1	-0.9845
SNAG1	1.06516666666667
ANKRD29	-1.33325
CDKN2AIP	-0.4075
KRR1	-0.15925
CXCL1	-3.68983333333333
EPM2A	-0.1802
PC	-0.177333333333333
DEFB127	0.149
PDZRN4	2.3925
FAH	0.4885
OR51E1	2.887
CDC2L6	0.696833333333333
DNTTIP1	-0.085
PAX8	0.3985
TMEM116	-0.15775
C1orf150	0.63
PRO2012	0.42275
MRPL40	-0.547
BEX1	-3.7174
SLC2A4	-0.6205
PKMYT1	-1.6135
FEZF2	-0.0405
SLC26A9	-0.87475
MAP2	3.04591666666667
LYL1	-0.54125
SLC25A19	-0.3935
NOS3	-0.0705
ZNF34	0.694666666666667
TMPRSS11F	-0.54
FAM43A	-0.1585
FCRL4	1.727
KLF14	-0.0735
FLRT2	0.200166666666667
WRN	-1.60525
SDF2	0.6454
KRT8P12	-0.475
C6orf195	1.028
C9orf125	-1.14883333333333
DZIP3	-0.24525
RIT1	0.484
SCML1	-1.6645
RHBDF2	0.465375
OR2G3	-0.0915
REXO1L1	-0.577
MAP3K7IP3	0.264875
C3orf57	-0.11625
FBXW11	-0.996166666666667
ETAA1	-0.70925
C14orf131	-0.5364
AKT1S1	-0.19675
SLC12A5	-0.772571428571428
C9orf164	0.92475
NRIP3	0.100875
NOS1AP	-1.76925
TMEM121	0.3285
SAP30BP	0.0485
DGCR6	0.1575
WDR76	-1.57075
FAM82B	-0.18975
LOC606495	-0.138
MAP9	2.051
BCDIN3D	0.5475
CXorf36	3.537
DSCR3	0.1862
ZFAND3	0.829875
C7orf43	0.00766666666666666
SPSB3	0.0936
C19orf19	0.38
FAM133A	-0.471875
C12orf25	0.28875
SLC39A3	-0.13125
DISP2	-1.5705
PI4KAP2	-2.0705
MKRN3	-2.24483333333333
ADAMTS13	-0.969375
CBLN3	0.1321
TTYH1	-1.15716666666667
C3orf18	1.29025
FLJ13236	0.50125
ZMYND12	2.10475
C18orf25	0.290625
GLB1L3	-0.821
ATP13A5	0.171
RANBP10	8.67361737988404e-19
CD96	-1.2091
DENND1C	0.1025
RBMS3	1.7377
SLC41A3	0.086
DGCR6L	0.22775
TMEM128	0.105
CSNK1G3	-0.337928571428571
MOBKL2C	1.0295
TSPAN6	-0.1155
MATN2	-0.2375
MSL2L1	-0.43
ST6GALNAC2	-1.00066666666667
FGFBP2	-0.60925
FGL1	-6.92183333333333
MPP3	0.4845
ARHGEF6	1.513
TGFBR2	0.899125
ACMSD	0.60625
IL33	-0.14
C9orf5	-0.056
DEAF1	-0.5409
AMN	0.315
DEFA6	0.128375
RNF212	-0.8565
METT5D1	-0.343666666666667
CIB1	0.1856
TSSK1B	0.07125
KIAA1727	0.7935
ZNF680	-0.281916666666667
LOC399900	-0.959
LOC152217	0.138333333333333
CTNNAL1	-2.7365
CIT	-3.058
TLE6	0.865
ZNF607	-0.46325
HERC4	-1.24516666666667
DRAP1	0.00460000000000001
PEMT	-0.64125
C10orf111	-0.2855
ZNF575	1.339375
KCTD7	0.10425
MYO1F	1.267
LOC285382	-0.46575
RAB11A	-0.0609
PLCD3	-0.30975
C15orf28	-0.4325
PTBP2	-1.398375
CTB-1048E9.5	0.888
C19orf60	0.000833333333333339
C7orf25	0.348
SETD7	1.183
HOXB9	-3.8105
VANGL1	-0.2123125
CHAF1B	-2.12825
NDUFA3	0.39425
KIAA1328	0.0191666666666667
SHARPIN	-0.003125
TTC23	0.253125
UGP2	0.552916666666667
ANKIB1	0.4
CIRBP	0.292285714285714
SEC14L4	-3.4475
OVCH1	-0.0961666666666666
VPS52	-0.222
FAT	0.3135
M6PRBP1	0.226
GPRIN3	1.2105
PPM1F	-0.482
TSR1	-0.5245
CCDC85A	0.84175
PCSK5	1.94675
ZFHX3	0.749
HEMK1	-0.7721
PGBD2	0.21
RSRC2	-0.629166666666667
AURKC	-0.587333333333333
SCRIB	-0.110125
ORM2	-0.866333333333333
FAM115A	-0.1603
FZD6	0.859875
UNC119	0.213833333333333
GPX3	-0.9117
NOV	-0.17575
CABC1	0.171375
CDC42SE2	-0.5326875
EIF2S2	0.0504
RNF130	0.941625
CKAP5	-0.703166666666667
RP11-413M3.2	0.68325
C10orf18	1.2516
TMEM93	-0.5505
DYX1C1	1.1165
KCNMB2	-0.680125
ANK3	-0.141833333333333
KRT5	-2.7616
CDH12	-1.408
QRSL1	1.318
JUB	-0.459
SHC4	-2.48775
CCL15	1.29916666666667
CCDC22	0.10825
SNX24	0.13275
RARS	-0.63425
MORC2	0.577
FAM48A	-0.06575
MT1H	-0.189
PPP1R14C	-1.51233333333333
FOXD1	-1.25207142857143
C1orf213	-2.27775
AMT	-1.8925
DSN1	-1.39975
PTPLAD2	2.111
DIS3L	-0.49525
RASL11A	1.797
GPRC5B	0.153875
FRMD7	2.081
STRN4	0.042
KITLG	1.97304545454545
HDGF	0.1835
OR1S1	-0.0145
SETX	-0.092
DDR2	1.539
KCTD12	2.687
LYZL2	1.30625
WDR52	-0.53
TMEM2	1.445125
ZNF579	0.5005
LOC200810	-0.2415
TNFSF9	-1.645875
PPFIA4	-1.872
CNIH3	2.16583333333333
MAP4K4	-0.352928571428571
ROD1	-0.0756428571428572
ALS2CR12	-0.5435
DOCK3	-0.748166666666667
PAQR9	-3.5165
ASB17	0.426833333333333
STX16	-1.12425
FEZ2	0.211666666666667
DLAT	-1.0215
KIF21B	-1.28133333333333
CDC5L	-0.0525
TMEM119	3.23333333333333
CRIP3	-1.90625
TPSD1	0.107
TEPP	0.17425
GNGT2	1.42975
C21orf121	-0.1415
WNK1	0.241666666666667
FLJ10490	0.1538
OR51B5	-2.541
LOC203547	-0.41925
HAS1	0.2215
PPA1	-0.731
ST7	0.56875
C11orf46	0.4418
POPDC3	-2.34783333333333
ACOX2	3.27733333333333
ATCAY	-0.452166666666667
TM4SF19	1.1085
MFSD9	-0.148
PDHB	-0.37975
ERN1	-0.135
LCE3C	0.158
GPR111	0.1925
NOTCH3	2.02616666666667
ADAMTS5	3.00925
B3GALT1	-1.084
UGCGL1	-0.346833333333333
FAM58A	0.296166666666667
FBXO32	3.37475
CLPP	-0.08125
NXPH1	-0.79525
MTMR3	0.875833333333333
ATP1B3	-0.8815
TMEM16A	3.870875
HIST1H3F	-0.171666666666667
TRIM25	-0.0696666666666667
SDCBP2	0.963
CRKL	-1.03
HOXB2	0.9265
ANP32B	-0.558
GATM	3.1215
AP4E1	-0.324125
EDG5	0.1395
CDKN3	-1.0385
CDH4	-2.58525
PGD	-0.832666666666667
RND1	0.7935
GAD1	-2.4394
MPG	0.086375
LOC440350	-1.0845
ZNF133	-0.193
SERPINB12	0.1825
AMELY	0.272833333333333
DHX36	-0.5335
TNFAIP8L2	3.59083333333333
PHTF2	0.715444444444445
CCDC112	-0.722833333333333
IQCC	-0.724
HEYL	3.51016666666667
FTSJ2	-0.596666666666667
APPL1	0.192
RAB43	0.0698571428571429
OR10G2	0.389
WAC	0.00966666666666667
ADCY9	0.495375
RUNDC2B	-0.0413333333333333
PYCRL	0.2221
AGPAT7	-0.608
SLC22A9	-1.00866666666667
CDKAL1	0.1845
PDYN	-0.2075
C20orf74	-0.5345
MTMR11	0.9075
VAV3	3.43275
DAPL1	-1.06425
STXBP3	-0.25875
EIF3G	0.509
ARHGAP22	0.6125
NPFFR1	0.1935
NPC1	0.499333333333333
ALDH9A1	0.533333333333333
ZNF600	0.33025
ZNF678	-0.167
RASSF1	-0.1005
ADD2	-2.86
PITPNB	0.562875
PKD2L2	-0.283625
LRP11	0.133
CDKL1	0.2325
SMEK2	0.28125
PRODH2	-3.493
C11orf54	-0.0275
SFRS11	-0.817
IL7	0.657166666666667
ALS2CR16	1.531
BTG3	-0.071
PAK2	-0.119833333333333
RP11-679B17.1	-0.97875
GATA4	-1.42483333333333
ATP2B1	-0.29525
LOC130940	0.9735
C1orf172	1.06016666666667
ATF7IP2	-2.06975
SLC25A43	0.294666666666667
CENTG3	-0.0558333333333333
IGF2BP1	-3.5262
FCHSD1	-0.078
CAMK2N2	0.9385
ELAVL3	-0.0783
NBPF15	-0.699666666666667
UBE2J2	-0.243083333333333
GNL2	-0.6645
PRR3	-0.3152
NLF2	0.4155
OR4F6	0.135
KLHL24	1.277
CCDC88A	-0.7034
SGPP1	-0.304666666666667
C10orf11	0.611333333333333
SLC35B4	-0.473166666666667
UGT3A2	-1.1195
ARNT2	1.2639
CBR1	0.0085
ITPR3	-0.9165
TRAPPC6B	0.1893
AMZ1	3.2145
ARP11	-0.573
WDSUB1	0.779
APBA1	0.376
RAB2A	0.8201
C6orf162	0.100625
HPSE2	0.63375
PLCE1	1.6225
INSL3	0.07625
DLG1	0.0006
PTPLA	-1.11825
PIGX	0.00212499999999999
TFIP11	0.706
FIBIN	3.9705
POLR2G	-0.17375
GRAP2	-1.862
DNAJB8	-0.8945
CNBP	0.372333333333333
WASF1	-1.73925
INPP5E	-1.3527
HSPB1	-0.0140625
TMEM167	-0.3445
CUBN	0.4825
IGF1	1.330625
ITPK1	-0.0863
NAALAD2	-1.65875
G3BP1	-0.4288
NT5DC1	0.21875
CYP39A1	1.0825
TMEM139	0.906
POLK	-0.0155
GLULD1	-1.068
RBM15	-0.6495
AMZ2	-0.262
GDF15	-2.01333333333333
MESDC2	-0.3645
INCA	0.807833333333333
ACY1L2	-2.127
GZMM	-1.378
PAIP1	0.04525
CACNA2D1	0.20275
STK32C	-0.906
SH3BP4	0.924833333333333
DEC1	0.646
PADI1	0.9825
UBB	-0.0551
PON3	-2.58666666666667
PROP1	0.634
ANKRD13B	-1.0015
ADCK1	-0.602
TCF25	0.0899166666666667
SLC38A5	-0.174
CXorf26	0.145666666666667
C19orf39	0.196
PPP1R13B	-0.31425
ARL2	-0.239
TCL6	0.417666666666667
TOP3A	-0.85
SLC16A14	0.506375
FXYD6	2.19966666666667
HIST1H4E	-0.8315
BBC3	0.212789473684211
UNC5A	0.908666666666667
FAM86C	0.0097
PI4KB	0.48
B3GAT1	-4.017
SUSD2	1.18183333333333
OAZ2	-0.373166666666667
NOC4L	-0.89975
C10orf12	0.5155
FADS1	-2.006
LOC144097	-0.63725
DKK2	1.855
KIAA1949	1.09825
RHOT1	0.021
OXT	2.15516666666667
GPR153	0.6645
ARL4A	-2.03183333333333
SAAL1	-1.31175
CCDC64	-0.419
USE1	-0.1095
HNMT	1.16766666666667
PCGF3	-0.1318125
CYP2C19	0.1295
C20orf4	0.5485
CCDC11	0.1235
ACSBG2	0.07125
RWDD2A	0.28075
PALLD	3.5855
CPLX4	-0.294
LOC492311	1.28175
KPNA2	-2.04433333333333
MACROD1	-0.1998
TMCO3	-0.506833333333333
C15orf52	0.256833333333333
BIRC5	-1.795
PRR16	0.844666666666667
FAM63B	0.90025
KATNB1	-1.07566666666667
WNT8B	0.2615
CPLX3	0.158
