Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
SMARCD1	-0.584333333333333
ZFP106	0.0135
ZNF347	0.6856
GTF2E1	0.48225
RY1	0.0838333333333333
ATAD2B	0.793
ARHGAP17	0.4419
KCNIP3	-0.63525
SFPQ	0.488875
GFRA4	-0.0213333333333333
AKR1B10	1.622125
TIGD6	1.56433333333333
RGS16	1.7545
URB1	-0.594833333333333
OR4C46	0.586
TOP3B	-1.85875
NFATC4	0.514
CA14	-4.142
BMPR1A	0.596833333333333
SNRP70	-0.703375
PRL	0.1975
C6orf130	0.1335
STAG2	0.615
CD55	-0.535214285714286
RPS23	-0.424
SSX2	-1.32933333333333
FDPSL2A	-0.578
FBXO27	-1.067875
SYNGR3	-0.5905
TMSL3	1.2105
EML1	0.3975
NUP93	-1.167
SMAD3	0.4471
KIAA1189	-0.620666666666667
HNRPUL2	-0.05
TBC1D12	1.62133333333333
C16orf24	1.16175
MRVI1	1.55033333333333
ZNF581	-0.462166666666667
ELOVL3	-1.5125
OR51Q1	-0.0525
CACNB3	0.6695
GALNT13	-1.93725
C10orf84	0.6396875
NEDD4	-0.8203
SPO11	0.588
OR5AU1	0.3285
NEK4	1.66528571428571
PRKAR2A	-0.355166666666667
IHPK1	-0.5405
ATP6V0B	0.243625
CACNA1E	-0.0235
CEACAM8	0.528166666666667
PEX14	-0.2015
FLJ12993	2.6545
ZBTB38	0.426833333333333
PCTK2	1.03183333333333
LRRC16	-0.4221
FBLIM1	-1.50591666666667
FYCO1	0.741
RP5-1022P6.2	-0.123333333333333
CMTM1	-0.220666666666667
PLTP	-2.5064
RAPH1	0.574875
DOCK8	0.153125
EZH2	-0.387933333333333
SLC25A1	-0.850166666666667
PLEKHB1	3.4347
GRB7	1.501
ZFP37	0.22925
MRPL33	0.255
PELO	-0.678
ARMC1	-0.164454545454545
C9orf27	0.3805
FLJ25778	0.3805
C9orf37	-0.516
TMEM66	0.11875
SPRN	0.253625
HBEGF	-1.34825
PI4KA	-0.6525
LEPRE1	-2.21675
POU2AF1	-5.160625
MRPL12	-0.622
REP15	-0.2645
ZC3H3	0.44675
RASAL1	-2.3555
DDAH1	1.37725
ACBD5	0.83675
TMC2	0.611
CCDC137	-0.7635
SAMD13	-4.01083333333333
UGT2B15	2.1575
TIPARP	-0.935
DNASE1L3	-1.01075
TRIM72	0.466833333333333
DBX2	-0.1625
IPO8	0.70925
C21orf88	-0.1655
MAP3K14	0.39325
LOC51233	0.9068
GGTLA4	-2.17725
PDE6D	-0.975
ZNF117	0.9395
CLK2	-0.032125
NKRF	-0.90225
TNFSF15	-0.3962
DUSP2	-0.142875
SECISBP2	0.3702
GABRR2	-0.424
PPAP2C	1.46125
LOC51145	0.194
PAG1	-2.27475
PIK3C3	0.0645
GNG10	0.559
APOL4	-0.742833333333333
ANKRD28	-1.224625
STMN3	-1.715
RAB14	0.3328
CDK2AP2	-0.902
HDDC3	0.28125
COMMD7	0.79425
CXXC1	-0.58175
HMCN1	-3.73433333333333
CD40	-2.04575
DYNC1LI2	-0.559375
GDI1	0.5935
LOC646938	-0.37625
VSNL1	-5.4945
PIH1D1	0.1325
RAET1G	-0.431
KRTAP5-9	-0.359
EFTUD2	-0.06
ZNF311	1.96233333333333
ATP6V1G3	-0.9055
OR2W3	-0.908
SCN4A	0.052
MED10	-0.33525
FAM135A	-2.8134
ARHGAP4	-1.204
EHMT2	-0.53125
UFD1L	-1.12275
ERMP1	1.68825
MAG1	1.174
THAP8	0.524166666666667
HACE1	0.118166666666667
FAM82C	0.669166666666667
C3orf20	0.831
UNC84A	0.0108333333333333
SCD5	0.889071428571429
LASS6	1.986
LSG1	0.562666666666667
MAL	-6.01425
GPR22	-0.435
WDR5B	1.29725
ACTRT1	-0.6485
C17orf60	-1.98116666666667
GRIN2C	-0.2944
ARMC8	0.39875
SLC47A1	0.2186
DMPK	0.811
DHRS13	0.416
SMC1A	-0.236166666666667
KRTAP17-1	1.1455
SMYD5	0.11125
TUSC2	0.386
CRHR2	0.2185
KIR3DL2	-0.7485
CCDC104	1.145
ATP2C1	0.786125
CROT	-0.25625
PABPC3	-0.16
EGR1	1.344
THSD1	0.29925
KHK	-0.17925
SLC12A2	1.908875
CD58	-2.1055
STOX2	-1.10216666666667
CCDC76	-0.2485
CCDC48	5.19825
DNAH1	0.872666666666667
ZIC4	-0.402
OR1G1	0.033
PSMC6	-0.514
PROKR1	-0.0055
ABCB1	-2.635875
TRAT1	-2.70125
LLGL1	0.5295
MTF1	1.33125
USP54	1.082875
PAGE2B	-1.7485
ITGB7	-4.076
CCDC81	-0.3365
LOC149837	1.43525
SCUBE1	0.0205
ZSCAN10	0.0845
HUWE1	0.161142857142857
CDH17	0.4635
CD180	-0.08825
IL17A	-0.0985
TMPO	-0.31825
KIAA1524	-0.523833333333333
HDGFRP3	0.707
OXCT1	-0.876272727272727
RRAS2	-1.76216666666667
LTBP2	-0.00212499999999999
SV2B	-1.8375
CYP2A6	0.106857142857143
PKD1L2	0.0115
PPM1M	0.89425
FLJ22662	2.97433333333333
ZNF502	-2.31725
GP6	-1.07425
CRYBA2	-0.8565
LEF1	-3.8752
CTPS	-1.34885714285714
EYA1	-3.456
EPS8L1	1.565
MAPK14	-0.386416666666667
SERPINB2	-5.659875
GTF2F2	-1.03266666666667
ZNHIT4	-0.5245
PLA1A	3.013
C20orf114	3.698
HPR	-4.82
C18orf2	-2.4605
SATB2	-3.06875
KCNJ9	-0.103571428571429
MGC157906	0.0945
MOCS3	0.81275
C17orf71	0.119166666666667
PPHLN1	0.1122
HIST1H2BN	-0.889625
RAPGEF1	-0.04325
MAP3K8	0.841
DLG4	-0.234666666666667
STC1	3.04491666666667
CDGAP	-1.2335
DDX26B	-3.364
LOC150223	-2.03375
CPSF3	-0.153666666666667
TMEM14A	1.58075
MYH3	-0.21025
GPKOW	0.4845
SULT1A1	1.06566666666667
SPON1	-1.7605
YY1AP1	0.969333333333333
RAB23	-0.21875
PLA2G4A	-6.85
MAPRE3	0.46325
ZNF516	1.6265
GGPS1	0.78525
EXOC3L2	-0.298375
C19orf42	-0.1389
MAP2K2	-0.265833333333333
HIST1H2BB	-1.06675
RNF19B	0.821833333333333
C6orf128	-0.5975
TLR8	0.7985
PCDHA9	-0.1275
CARS2	-0.638625
CLUL1	3.53266666666667
RHAG	-4.378
UNK	0.2925
EXOC8	0.8123
C9orf95	0.73025
C14orf143	0.892666666666667
MAML3	0.46875
LDHA	-1.698
MRPL20	-0.091
KLHDC6	0.25525
ATP5S	0.288166666666667
C8orf55	-0.167
PHF19	-2.16475
KRTAP13-4	0.4385
TTC5	-0.02175
XKR5	-0.31325
SILV	-4.79616666666667
TEX28	-0.354
TCTN1	1.4515
CX40.1	0.25375
PPP2R5C	-0.1035
C12orf30	-1.12466666666667
CAPG	2.519
MPZL1	0.5433
ARSB	-1.75233333333333
TDH	-1.0745
WASF4	0.73275
TSSK3	-0.727833333333333
7A5	1.815
CRISPLD1	6.64275
MAD1L1	-0.491166666666667
SPIN4	-0.262666666666667
AMPD1	-2.02525
DPYSL5	0.1135
INPP1	-0.873833333333333
ANKRD11	-0.615444444444444
NPAS4	0.031875
GCET2	-0.529
RNASE9	0.155
GUCY2D	0.357333333333333
CCDC98	-0.26575
FGF4	-0.4395
CPM	-0.359833333333333
SLC26A4	-1.23283333333333
PLD5	-0.03925
FAM59A	-3.8344
FBXO5	-0.453666666666667
SIPA1L1	0.374125
DPYS	-0.06675
ATG4D	-0.5325
TGM3	1.9495
MTCH1	0.281125
HK1	-0.489428571428571
CDC26	-0.4525
GALNT12	-4.9795
LOC339229	0.029
MRPL35	-0.1095
ORC4L	-0.12175
TNKS	0.110357142857143
C2orf24	-0.0573333333333333
ZNF553	1.156
GGTLA1	0.5018
ZNF497	0.37525
CDY1B	0.342
SLC30A4	1.203625
TUB	-0.197875
ARHGEF18	-1.115
ARRB1	1.033
KCNK1	1.621125
EREG	-2.8935
SCAMP5	0.318
RUNDC3B	-0.45475
ADAMTS20	-0.4375
IL17RB	0.86475
FLJ20323	-0.284
MCAM	-1.840375
POLR3E	-0.6125
AQR	0.735333333333333
IPMK	-0.0175
CDCA7	-1.567375
CAMP	3.66033333333333
GRHL3	-0.03425
ADAMTSL2	-0.230833333333333
CLMN	2.20666666666667
SSTR3	0.403
MAGEA5	-2.41166666666667
OVOL2	3.8195
JMJD1B	0.88275
RBL2	0.746
PYGO2	1.036
PPP1R10	0.840166666666667
CSE1L	0.162666666666667
LCA5	0.0465
RDH16	2.74525
ASRGL1	-0.839125
TOM1	-1.17483333333333
PTX3	-6.712
TTC15	0.54975
SCGB3A1	-0.0613333333333333
MRPL50	-1.3525
RCAN3	0.802875
SLC26A11	1.87425
STYX	-0.242833333333333
CINP	-0.26725
MARCH7	-0.078
PFKM	-1.204
SGMS1	-1.80833333333333
RIOK3	-0.1193
C1orf110	0.0895
CES7	0.409857142857143
LOC440248	-0.46225
PPP1R12C	-0.3615
C10orf27	0.7895
ATG9A	-0.8115
MRPS26	0.0685
TMEM40	0.4375
ELP3	-0.6749
ZNF787	-0.0351
HIAT1	0.039875
C8orf34	-0.254
MGC4655	-1.6861
PELI1	-3.08016666666667
PPT1	0.3493
SLC35C2	-0.218
C6orf125	-0.30475
MUC4	-1.5745
RFC4	-0.96
GNB2	0.642
NUP50	-0.422071428571429
SULT4A1	-0.997666666666667
C7	0.145714285714286
CCDC130	-0.3675
ARRDC4	-0.0455
RQCD1	0.2385
GLYCTK	-1.31025
AYTL2	-0.431909090909091
MTUS1	0.6658
LEMD3	0.416833333333333
PLEKHF2	1.01825
HOXA7	-0.787375
GTF3C2	-1.1555
DYNLRB2	4.4245
CNOT10	0.424
MR1	-0.3035
FFAR1	0.22425
PRIC285	-0.1625
SLITRK6	4.21975
LIX1	-1.8868
UBE1L2	0.0268333333333333
F8	2.203125
ACHE	-0.0346
KPNA5	0.463
TNFRSF12A	-1.3025
EGR3	1.2365
SERPIND1	-3.5
OASL	3.234
IFRD1	-1.237375
WDFY1	-0.741166666666667
ZNF267	0.49
ACCN5	0.1465
ZBTB6	-0.20125
PPP1R3A	0.4625
PRRT3	2.6755
FBXL19	-0.5265
TXNIP	1.56142857142857
ACTN2	-0.78725
ATG9B	0.07075
C9orf117	1.691875
IL27	-0.839
RPL36AL	-0.344166666666667
KLK15	-0.687
CHAD	0.3245
RAP2B	-0.8168
HEBP2	1.02325
ZNF342	0.3325
CAMK2G	-0.0958333333333333
TLR3	1.0215
FGF14	0.603
HMGB2	0.547875
TRPM5	-0.130333333333333
OR5M11	-0.004
KIF3B	1.302
PRICKLE2	1.39975
MTMR9	-0.27075
C3orf27	0.21375
GLRA3	-1.86816666666667
NSDHL	-0.092
TMEM32	-0.73
POLR2D	-1.49575
MYADML	0.2355
C9orf114	-1.039
MRGPRX1	-0.223
TOPORS	0.881
CLDN19	-1.33975
C1QL4	-0.424
RNF165	1.1975
DHRS9	-2.0685
DNAH2	-0.298333333333333
FXR1	-0.912333333333333
ZMYM3	-0.499875
CASP3	0.626
FAM120C	-1.375875
SCLY	-1.389
CA7	-0.456
ENTPD5	0.839833333333333
ZNF461	0.831
PDIA5	-1.9225
C1orf19	-1.02683333333333
TMEM67	0.6775
KCTD20	-0.39025
WDR47	1.715
FLJ38723	1.7745
KLRF1	-0.7072
TAS2R16	0.3405
CLDN12	0.1185
PRKCE	1.1455
UBXD4	-0.08525
ITGAM	1.17566666666667
GLT8D3	0.257375
WDR31	1.3256
RGS2	-2.3455
OR51L1	0.4655
MST1R	-0.49775
KIAA1737	0.7815
OR4A5	0.5325
GLIS1	-2.43383333333333
PTMA	0.135142857142857
NAPA	1.30275
PRDM11	1.27025
LIPF	-0.266
DIRAS3	-1.5055
ASGR2	-4.588875
C1QTNF4	0.2025
PIK3R4	0.653166666666667
ARMC3	3.614
NDUFV3	-0.183916666666667
BTBD3	-0.376333333333333
PPP1R2	-0.0603333333333333
UBE2NL	0.02725
FOSL2	1.17228571428571
FAM119A	-1.87583333333333
TUBA4A	-1.1211
KRTAP12-1	0.4215
SFRS2	-0.12275
RHPN1	0.1198
EEF2	-0.918333333333333
ZDHHC11	0.6455
EPHA3	-2.3566
RBM12	-0.2145
H2AFJ	2.75158333333333
EDIL3	-0.857
KIF26A	-1.0275
SERGEF	0.63125
B3GALT4	2.543
LOC90925	2.0355
OSCAR	-0.240875
NPFF	-0.117125
DEDD	0.3365
TMEM155	-1.142875
PTPN1	2.13725
SCYL2	0.255333333333333
SKAP1	-2.32725
LEAP2	-1.001
GADD45G	1.8974
IFITM3	1.17425
PILRB	0.006
SLU7	0.5181875
DSC3	-0.5325
DNMT3L	-1.2585
PAPD5	0.528375
B3GNT3	-1.121
LHCGR	1.0425
MSL-1	0.29825
UBE2S	-0.43275
SAP130	-0.797
ANAPC11	0.58375
MAGED4B	-1.4605
ATP6V1B2	-0.843666666666667
C14orf179	1.743125
CAPZA1	-0.9025
CDYL2	1.18983333333333
GLRX3	-1.563
LOC136288	0.03175
MOBKL1A	-1.16225
HTR2B	-0.27725
CRYGD	0.218833333333333
NUS1	-0.446666666666667
PGRMC1	-0.529
MYOM2	0.20075
FLJ39653	-0.818166666666666
CHM	0.8095
OR5M8	0.4485
ZNF619	1.266
FAM105A	0.627
CCNL1	-0.415
NAP1L3	-2.64875
C10orf57	2.16266666666667
B3GALNT1	2.07766666666667
CSN1S2A	0.2855
TCP10L	0.881
GDAP2	0.275375
DMKN	0.869833333333333
COX6B1	0.45575
DNASE2	-0.681833333333333
MSH5	-1.25375
LGMN	-0.726125
USP31	0.6997
OR13C8	0.515
SDCBP	-0.3442
NUDT11	-1.184
PYGL	1.1615
SNPH	-0.902833333333333
B3GNT4	0.3585
MIZF	-0.631
NUBPL	-0.624625
NOD1	-1.42
CDH22	0.07175
NUBP1	0.395833333333333
DSCAM	-4.104
DGKI	-1.0765
FAM136A	-0.75475
AKAP1	0.951166666666667
SLC16A6	2.24225
RIN3	-0.20025
PSG2	0.385
DIP2B	0.633
PSORS1C1	1.873
KIAA0495	0.2725
FLJ90709	0.226
LPA	0.554833333333333
PIGA	-0.246
LY75	-1.3795
UTS2	-6.86866666666667
RREB1	0.25325
GALNACT-2	1.1926
MGC3196	-0.84125
FLJ31568	-0.5585
LPHN1	0.32075
SP1	1.272
TOX4	0.209833333333333
HSPA9	0.3512
APOBEC1	0.015
SLC35E4	-0.63675
LSM5	-0.30475
SURF1	0.9785
ZBTB1	-0.181666666666667
GTF2F1	-0.03175
RPS15A	0.205214285714286
DUSP21	0.0241666666666667
GINS4	-1.466
MYO15A	1.86716666666667
GIMAP7	1.26825
MGC13379	0.741
ATP6V1E2	-0.243166666666667
UTP3	-0.45275
HNRPA3	1.1183125
MT4	-0.643
C14orf155	0.88725
U1SNRNPBP	0.3995
CKLF	-1.44916666666667
PLEKHN1	0.5305
MBNL1	-0.5585
NUP160	-1.30475
ACSM2A	-1.6205
LOC129881	2.21175
KIAA1529	1.19125
FLJ22639	-0.669
HAND1	-1.024
GSX1	0.254
FGA	-4.0904375
SERPINB1	0.55
ZNF642	1.29225
IGFBP1	-8.8285
SLC1A1	-2.479875
DHX57	0.546375
ZNF766	0.0655
PTPN21	0.5308
GDPD3	2.35766666666667
PNPLA5	-0.189
TBR1	0.150833333333333
FAM116A	0.46425
IQGAP1	0.840375
FOS	1.231125
ZNF226	0.846875
FIGNL1	-0.01
C14orf1	0.0551666666666667
ZMYND17	0.144
PUS7	-0.359
TUBB6	-2.733375
KCNQ2	-1.079
MARCH6	0.457166666666667
CCDC33	-0.1005
PRODH	-1.9435
RBM11	0.8885
EPHA6	0.638666666666667
SLC43A1	-0.16125
LOC196541	-0.094375
NTN1	0.736666666666667
ING4	0.7845
PCDHB10	0.1555
DPH2	-0.919666666666667
SPACA4	1.4145
FBXL21	-3.615
DIAPH1	-0.751
ZNF71	1.26933333333333
CEP76	-0.739
CORO1A	-1.78875
RRM2	-1.506125
EDG4	0.7795
OS9	-0.3465
SLC4A1AP	0.43425
COG5	-0.3275
COPS8	-0.77125
NGLY1	-0.205
NCBP2	-0.2425
C17orf42	-0.0095
GPSM3	0.094375
SIL1	0.304333333333333
ASB6	-0.393
SMAD5OS	0.163833333333333
UNC93A	-2.64175
A1BG	0.513666666666667
C21orf62	0.5435
FMO5	-1.28375
ATRIP	0.6595
CEBPG	0.0493333333333333
C7orf38	0.660833333333333
TNFRSF1B	-0.9785
CLEC1A	1.04483333333333
IQSEC1	0.900625
PATZ1	1.1615
RBM22	1.425875
BAG2	-3.33866666666667
PAQR5	-2.96
C9orf127	0.7992
THNSL1	0.66225
SHROOM3	2.7474
JAM2	-2.249
SNRPN	-1.41425
ALX4	0.184
CACNA1S	-0.168
FAM130A1	1.141
CORIN	-0.2165
CD300LB	0.9055
PLEKHG6	1.6055
LRRC40	-1.31725
PCLKC	-1.59775
PCDHB16	0.905666666666667
WNT2B	-0.838166666666667
ASNS	-1.61322222222222
MRPL49	-0.5675
FLJ46111	-0.157
ISG20	-0.131125
SMU1	0.328833333333333
CASZ1	0.4055
POLR1D	-0.7215
GIN1	0.0875
SNAG1	0.654666666666667
ANKRD29	0.266
CDKN2AIP	-0.254
KRR1	0.28975
CXCL1	-5.6025
EPM2A	-0.0997
PC	-0.685666666666667
DEFB127	0.232
PDZRN4	0.175
FAH	0.711875
OR51E1	0.484
CDC2L6	1.87583333333333
DNTTIP1	0.4075
PAX8	0.9845
TMEM116	0.30325
C1orf150	-0.859
PRO2012	0.1805
MRPL40	-0.968166666666667
BEX1	0.5546
SLC2A4	-1.26333333333333
PKMYT1	-0.24175
FEZF2	-0.401333333333333
SLC26A9	-1.6805
MAP2	1.40558333333333
LYL1	-2.2855
SLC25A19	-0.453833333333333
NOS3	-0.365
ZNF34	0.978
TMPRSS11F	-0.40125
FAM43A	-1.77525
FCRL4	0.226
KLF14	0.0645
FLRT2	-2.90316666666667
WRN	-0.8155
SDF2	0.7468
KRT8P12	-0.061
C6orf195	-0.095
C9orf125	-4.1045
DZIP3	1.1125
RIT1	0.0248333333333333
SCML1	0.424833333333333
RHBDF2	-0.078125
OR2G3	0.852
REXO1L1	1.108
MAP3K7IP3	-0.208375
C3orf57	-0.3285
FBXW11	0.388
ETAA1	0.04225
C14orf131	0.6091
AKT1S1	-0.435
SLC12A5	1.563125
C9orf164	2.16925
NRIP3	2.240625
NOS1AP	0.63375
TMEM121	1.018
SAP30BP	0.267
DGCR6	0.27525
WDR76	-0.14875
FAM82B	-0.349
LOC606495	-0.269
MAP9	2.46116666666667
BCDIN3D	1.6495
CXorf36	0.921666666666667
DSCR3	-0.3082
ZFAND3	0.315875
C7orf43	0.0701666666666667
SPSB3	0.9413
C19orf19	0.30825
FAM133A	-3.773375
C12orf25	0.799
SLC39A3	-1.59025
DISP2	-2.672
PI4KAP2	-2.166
MKRN3	-3.10016666666667
ADAMTS13	0.399125
CBLN3	0.3807
TTYH1	-2.0435
C3orf18	1.33275
FLJ13236	-0.99125
ZMYND12	2.143
C18orf25	0.577875
GLB1L3	-1.18
ATP13A5	-0.6245
RANBP10	-0.18425
CD96	-2.9644
DENND1C	-1.1955
RBMS3	-2.1142
SLC41A3	1.12733333333333
DGCR6L	0.046
TMEM128	0.5875
CSNK1G3	0.5925
MOBKL2C	0.914
TSPAN6	-0.805375
MATN2	1.7854
MSL2L1	0.393666666666667
ST6GALNAC2	1.42416666666667
FGFBP2	-0.92175
FGL1	-7.553
MPP3	0.7055
ARHGEF6	2.18333333333333
TGFBR2	-2.1285
ACMSD	-0.74325
IL33	-0.22925
C9orf5	-0.106916666666667
DEAF1	0.0076
AMN	-0.223
DEFA6	0.03925
RNF212	-1.67575
METT5D1	0.883166666666667
CIB1	0.5719
TSSK1B	0.44825
KIAA1727	1.36375
ZNF680	0.9335
LOC399900	-0.9745
LOC152217	-0.294083333333333
CTNNAL1	-2.1475
CIT	-0.6215
TLE6	0.763
ZNF607	-0.37575
HERC4	-1.4595
DRAP1	-0.8702
PEMT	-0.01025
C10orf111	0.2965
ZNF575	0.526
KCTD7	0.0435
MYO1F	-0.366875
LOC285382	-0.76
RAB11A	1.0441
PLCD3	-0.40625
C15orf28	0.173
PTBP2	-0.651
CTB-1048E9.5	-1.285625
C19orf60	-0.727
C7orf25	0.522166666666667
SETD7	-2.46275
HOXB9	-5.1835
VANGL1	0.524875
CHAF1B	-0.537
NDUFA3	1.01225
KIAA1328	-0.0105
SHARPIN	0.442125
TTC23	-0.3395
UGP2	-0.281416666666667
ANKIB1	0.7538
CIRBP	0.969714285714286
SEC14L4	-3.22766666666667
OVCH1	0.364166666666667
VPS52	0.0105
FAT	-0.185125
M6PRBP1	-0.099
GPRIN3	2.359
PPM1F	-1.5395
TSR1	-0.873
CCDC85A	5.40275
PCSK5	-2.0455
ZFHX3	0.7835
HEMK1	0.2094
PGBD2	0.58725
RSRC2	0.180166666666667
AURKC	-0.805666666666667
SCRIB	0.264875
ORM2	-4.652
FAM115A	1.0113
FZD6	-2.067625
UNC119	0.307166666666667
GPX3	-2.245
NOV	-2.2685
CABC1	0.115875
CDC42SE2	0.0335
EIF2S2	-0.5831
RNF130	0.826
CKAP5	0.223833333333333
RP11-413M3.2	-0.176
C10orf18	0.6103
TMEM93	-0.831
DYX1C1	2.74375
KCNMB2	-1.783
ANK3	0.230833333333333
KRT5	-2.9086
CDH12	-1.0445
QRSL1	0.036375
JUB	-0.568
SHC4	-2.96928571428571
CCL15	0.281666666666667
CCDC22	-0.1335
SNX24	1.0075
RARS	-0.4015
MORC2	-0.407125
FAM48A	-0.35175
MT1H	0.7655
PPP1R14C	-3.51616666666667
FOXD1	-3.0905
C1orf213	-1.92225
AMT	-1.1346
DSN1	0.00125
PTPLAD2	-0.32825
DIS3L	0.662
RASL11A	0.11
GPRC5B	-0.11775
FRMD7	-0.132
STRN4	0.81575
KITLG	2.99890909090909
HDGF	0.21575
OR1S1	0.4785
SETX	0.6872
DDR2	-2.425125
KCTD12	-1.19175
LYZL2	1.4485
WDR52	1.241
TMEM2	-2.1145
ZNF579	0.250666666666667
LOC200810	0.281
TNFSF9	-1.926875
PPFIA4	-2.03425
CNIH3	-0.0265000000000001
MAP4K4	-1.997
ROD1	0.8005
ALS2CR12	-0.154333333333333
DOCK3	-0.676166666666667
PAQR9	-4.2295
ASB17	0.422333333333333
STX16	-0.01075
FEZ2	-0.0803333333333333
DLAT	-0.927833333333333
KIF21B	-2.05883333333333
CDC5L	0.0745
TMEM119	0.0161666666666667
CRIP3	-1.2015
TPSD1	-0.0483333333333333
TEPP	-0.25425
GNGT2	0.37125
C21orf121	0.267
WNK1	0.293833333333333
FLJ10490	0.2056
OR51B5	-2.269
LOC203547	-0.670375
HAS1	-1.789
PPA1	-1.4195
ST7	0.148375
C11orf46	1.1052
POPDC3	0.634333333333333
ACOX2	0.2425
ATCAY	-0.547166666666667
TM4SF19	-1.6405
MFSD9	-1.06516666666667
PDHB	-0.33225
ERN1	-0.393
LCE3C	0.386
GPR111	0.448
NOTCH3	0.9325
ADAMTS5	-1.9935
B3GALT1	-1.1625
UGCGL1	-1.30633333333333
FAM58A	0.588166666666667
FBXO32	-0.15575
CLPP	0.36775
NXPH1	-0.32
MTMR3	0.691333333333333
ATP1B3	-0.739375
TMEM16A	4.433875
HIST1H3F	-0.1115
TRIM25	0.1445
SDCBP2	-0.266
CRKL	-1.351625
HOXB2	-3.78933333333333
ANP32B	-0.416625
GATM	3.3645
AP4E1	0.494125
EDG5	-0.176875
CDKN3	-0.583166666666667
CDH4	-2.7635
PGD	-1.03066666666667
RND1	0.882
GAD1	-3.8074
MPG	0.360125
LOC440350	0.7445
ZNF133	0.043
SERPINB12	0.677
AMELY	-0.204166666666667
DHX36	-0.5265
TNFAIP8L2	1.79233333333333
PHTF2	0.428611111111111
CCDC112	0.109833333333333
IQCC	-0.098
HEYL	0.669666666666667
FTSJ2	0.215666666666667
APPL1	1.312875
RAB43	-0.0664285714285715
OR10G2	-0.0485
WAC	0.710666666666667
ADCY9	0.696375
RUNDC2B	0.575666666666667
PYCRL	0.7479
AGPAT7	-0.254
SLC22A9	-0.0611666666666667
CDKAL1	-0.031
PDYN	-0.3205
C20orf74	-0.4955
MTMR11	1.0405
VAV3	3.89008333333333
DAPL1	1.80825
STXBP3	1.518
EIF3G	-0.99625
ARHGAP22	-1.6245
NPFFR1	0.318
NPC1	-0.185833333333333
ALDH9A1	1.851
ZNF600	0.678375
ZNF678	0.958166666666667
RASSF1	-0.08025
ADD2	-3.22375
PITPNB	-0.581714285714286
PKD2L2	0.377875
LRP11	-0.0385
CDKL1	-0.83275
SMEK2	0.44525
PRODH2	-3.58183333333333
C11orf54	-0.068
SFRS11	-0.261
IL7	-2.47616666666667
ALS2CR16	0.819
BTG3	-1.141
PAK2	0.398277777777778
RP11-679B17.1	-3.321
GATA4	0.516833333333333
ATP2B1	-0.24325
LOC130940	2.183
C1orf172	2.8105
ATF7IP2	-4.328
SLC25A43	0.303166666666667
CENTG3	-0.329916666666667
IGF2BP1	-4.3431
FCHSD1	-0.3375
CAMK2N2	-0.0266666666666667
ELAVL3	0.1247
NBPF15	0.112333333333333
UBE2J2	-0.34975
GNL2	-0.521
PRR3	-0.153
NLF2	0.234
OR4F6	0.6525
KLHL24	0.531333333333333
CCDC88A	-2.117
SGPP1	-3.9775
C10orf11	2.15783333333333
SLC35B4	-1.48283333333333
UGT3A2	-0.714
ARNT2	1.9911
CBR1	-4.586
ITPR3	-0.364166666666667
TRAPPC6B	-0.0546
AMZ1	0.11
ARP11	-0.236
WDSUB1	0.188
APBA1	0.380833333333333
RAB2A	0.5585
C6orf162	0.47575
HPSE2	-0.4475
PLCE1	-0.951
INSL3	-0.24375
DLG1	0.3539
PTPLA	-3.8875
PIGX	0.51125
TFIP11	-0.324
FIBIN	-0.605
POLR2G	-0.798
GRAP2	-2.6817
DNAJB8	-0.07775
CNBP	1.10433333333333
WASF1	-4.05575
INPP5E	-0.0545
HSPB1	1.531375
TMEM167	-0.5767
CUBN	-0.53225
IGF1	-0.1828125
ITPK1	1.3267
NAALAD2	-1.55785714285714
G3BP1	0.0722
NT5DC1	0.5825
CYP39A1	-1.785
TMEM139	1.832
POLK	0.0795
GLULD1	-1.2565
RBM15	0.6905
AMZ2	0.738
GDF15	0.298166666666667
MESDC2	-0.146
INCA	-1.54216666666667
ACY1L2	-1.9815
GZMM	-1.61116666666667
PAIP1	0.446
CACNA2D1	-0.21025
STK32C	0.0888333333333333
SH3BP4	1.01816666666667
DEC1	-0.059
PADI1	0.14
UBB	0.1326
PON3	-3.6155
PROP1	1.2915
ANKRD13B	-1.1555
ADCK1	-0.32475
TCF25	-0.416083333333333
SLC38A5	-3.586
CXorf26	0.337166666666667
C19orf39	-0.28425
PPP1R13B	0.3115
ARL2	-1.747
TCL6	0.31525
TOP3A	-0.201
SLC16A14	0.987625
FXYD6	-0.822666666666667
HIST1H4E	-0.25075
BBC3	0.621526315789474
UNC5A	-0.111833333333333
FAM86C	-0.0809
PI4KB	0.6425
B3GAT1	-4.92475
SUSD2	-0.224166666666667
OAZ2	0.166833333333333
NOC4L	-0.09975
C10orf12	-0.75975
FADS1	-3.86683333333333
LOC144097	-0.20425
DKK2	-0.888333333333333
KIAA1949	-0.9755
RHOT1	0.6351
OXT	0.2335
GPR153	-0.11675
ARL4A	-1.25166666666667
SAAL1	-1.07175
CCDC64	-0.087
USE1	-0.779833333333333
HNMT	-1.3765
PCGF3	0.705375
CYP2C19	0.194
C20orf4	1.181
CCDC11	2.027
ACSBG2	1.47225
RWDD2A	0.73875
PALLD	0.031875
CPLX4	-0.9515
LOC492311	1.012
KPNA2	-0.797166666666667
MACROD1	-0.2436
TMCO3	-0.606166666666667
C15orf52	-1.62216666666667
