Hybridization REF	TCGA-BH-A0DP-11A-12R-A089-07
ZFP106	0.30875
ZNF347	0.7941
GTF2E1	-0.208
RY1	-0.031
ATAD2B	-0.285
ARHGAP17	-0.351
KCNIP3	-0.689
SFPQ	-0.447125
GFRA4	-0.2045
AKR1B10	-3.268375
TIGD6	1.53533333333333
RGS16	0.895875
URB1	-0.931833333333333
OR4C46	0.0421666666666667
TOP3B	-0.90825
NFATC4	-0.164
CA14	-4.273
BMPR1A	1.11016666666667
SNRP70	-0.656625
PRL	-0.1395
C6orf130	0.055
STAG2	0.66375
CD55	-0.573357142857143
RPS23	1.50433333333333
SSX2	-1.61116666666667
FDPSL2A	-0.567
FBXO27	0.6135
SYNGR3	-1.95066666666667
TMSL3	0.7455
EML1	-1.3385
NUP93	-1.03125
SMAD3	0.3562
KIAA1189	-0.0113333333333334
HNRPUL2	0.552333333333333
TBC1D12	0.9425
C16orf24	-0.24875
MRVI1	1.93883333333333
ZNF581	-0.789166666666667
ELOVL3	0.105
OR51Q1	0.22025
CACNB3	0.265
GALNT13	-1.13925
C10orf84	1.3271875
NEDD4	0.1387
SPO11	0.063
OR5AU1	0.013
NEK4	0.1
PRKAR2A	-0.8445
IHPK1	0.433
ATP6V0B	0.022875
CACNA1E	-0.112
CEACAM8	-0.134166666666667
PEX14	0.5705
FLJ12993	2.078
ZBTB38	0.815166666666666
PCTK2	1.33933333333333
LRRC16	0.5765
FBLIM1	0.309333333333333
FYCO1	1.42725
RP5-1022P6.2	0.467083333333333
CMTM1	-0.323833333333333
PLTP	0.845166666666667
RAPH1	1.264625
DOCK8	1.209375
EZH2	-3.05833333333333
SLC25A1	-0.607166666666667
PLEKHB1	0.7358
GRB7	1.1863
ZFP37	1.57425
MRPL33	-0.45675
PELO	-0.46225
ARMC1	-0.0427272727272727
C9orf27	0.2265
FLJ25778	-0.4
C9orf37	-1.17083333333333
TMEM66	2.21375
SPRN	-0.091375
HBEGF	0.3575
PI4KA	-0.8815
LEPRE1	-1.44175
POU2AF1	-1.457
MRPL12	-1.6395
REP15	0.7215
ZC3H3	0.15225
RASAL1	-1.44275
DDAH1	0.8225
ACBD5	0.355
TMC2	-0.031
CCDC137	-1.9745
SAMD13	0.902
UGT2B15	-2.7705
TIPARP	1.7585
DNASE1L3	1.9745
TRIM72	0.244833333333333
DBX2	1.127
IPO8	0.0345
C21orf88	-1.4627
MAP3K14	0.2505
LOC51233	0.284
GGTLA4	-0.3715
PDE6D	0.1225
ZNF117	0.92025
CLK2	-0.717375
NKRF	-0.94625
TNFSF15	0.4846
DUSP2	0.22775
SECISBP2	-0.1077
GABRR2	-0.4245
PPAP2C	0.8775
LOC51145	-0.0108333333333333
PAG1	-0.8305
PIK3C3	-0.049
GNG10	0.339
APOL4	0.634
ANKRD28	-0.563
STMN3	-0.8074
RAB14	0.9559
CDK2AP2	-0.63425
HDDC3	0.069875
COMMD7	0.552125
CXXC1	-0.22225
HMCN1	0.191333333333333
CD40	0.7685
DYNC1LI2	0.5795625
GDI1	-0.1015
LOC646938	-0.269
VSNL1	0.1885
PIH1D1	-0.378666666666667
RAET1G	-0.373
KRTAP5-9	-0.6475
EFTUD2	-1.17125
ZNF311	0.672
ATP6V1G3	-0.4205
OR2W3	0.035
SCN4A	0.54
MED10	-0.541
FAM135A	0.0641
ARHGAP4	-1.30575
EHMT2	-1.17525
UFD1L	-0.78525
ERMP1	-0.264
MAG1	-1.19283333333333
THAP8	-0.292166666666667
HACE1	0.315
FAM82C	0.383833333333333
C3orf20	-0.1
UNC84A	-0.067
SCD5	0.512357142857143
LASS6	1.816
LSG1	-0.19075
MAL	-4.326
GPR22	-0.168
WDR5B	1.57025
ACTRT1	1.097
C17orf60	-0.523166666666667
GRIN2C	-0.1054
ARMC8	0.0828333333333334
SLC47A1	-0.709
DMPK	-0.08575
DHRS13	-0.907166666666667
SMC1A	-0.9585
KRTAP17-1	0.83175
SMYD5	-0.3105
TUSC2	0.14375
CRHR2	0.3275
KIR3DL2	0.703
CCDC104	0.81
ATP2C1	0.920125
CROT	1.75
PABPC3	-0.649166666666667
EGR1	3.33083333333333
THSD1	1.9955
KHK	-1.46975
SLC12A2	2.217875
CD58	-0.576
STOX2	0.59
CCDC76	-0.0905
CCDC48	3.6545
DNAH1	0.0506666666666667
ZIC4	0.3815
OR1G1	0.1525
PSMC6	-0.164833333333333
PROKR1	-0.2945
ABCB1	1.245375
TRAT1	-0.4385
LLGL1	-0.089
MTF1	0.3595
USP54	1.068875
PAGE2B	-2.5835
ITGB7	-3.85275
CCDC81	-0.3785
LOC149837	0.676
SCUBE1	0.7245
ZSCAN10	0.406
HUWE1	-0.323357142857143
CDH17	0.019
CD180	0.31825
IL17A	0.04625
TMPO	-1.481125
KIAA1524	-2.13666666666667
HDGFRP3	0.1145
OXCT1	-0.289818181818182
RRAS2	-0.037
LTBP2	3.1768125
SV2B	2.23033333333333
CYP2A6	1.242
PKD1L2	-0.616333333333333
PPM1M	1.34475
FLJ22662	2.4595
ZNF502	2.62675
GP6	-0.888
CRYBA2	-1.31675
LEF1	-2.0726
CTPS	-3.24685714285714
EYA1	-3.14216666666667
EPS8L1	0.77825
MAPK14	-0.31525
SERPINB2	-5.18725
GTF2F2	-0.260833333333333
ZNHIT4	-0.0155
PLA1A	-0.635625
C20orf114	2.8515
HPR	-4.21
C18orf2	-2.7405
SATB2	-1.8845
KCNJ9	-0.153125
MGC157906	0.5825
MOCS3	0.2255
C17orf71	-0.401333333333333
PPHLN1	0.1344
HIST1H2BN	-2.712125
RAPGEF1	-0.62575
MAP3K8	1.65875
DLG4	-0.124166666666667
STC1	1.19158333333333
CDGAP	1.58825
DDX26B	0.253
LOC150223	-1.7765
CPSF3	-1.08333333333333
TMEM14A	0.00925
MYH3	-0.87675
GPKOW	0.09275
SULT1A1	-0.719833333333333
SPON1	3.8919
YY1AP1	0.275833333333333
RAB23	-0.18475
PLA2G4A	-1.52125
MAPRE3	-0.00250000000000003
ZNF516	0.417428571428571
GGPS1	0.5805
EXOC3L2	-0.4525
C19orf42	0.8278
MAP2K2	-0.580166666666667
HIST1H2BB	-1.58325
RNF19B	1.046
C6orf128	0.1245
TLR8	1.7875
PCDHA9	0.208
CARS2	-0.0685
CLUL1	3.28816666666667
RHAG	-4.13266666666667
UNK	0.2215
EXOC8	0.8659
C9orf95	1.3105
C14orf143	-0.953833333333333
MAML3	0.096875
LDHA	-2.142
MRPL20	0.018
KLHDC6	0.922833333333333
ATP5S	0.442833333333333
C8orf55	-0.23275
PHF19	-2.4725
KRTAP13-4	0.028
TTC5	0.8115
XKR5	-0.061
SILV	-4.599
TEX28	-0.324
TCTN1	0.99375
CX40.1	-0.194
PPP2R5C	0.084
C12orf30	-1.25566666666667
CAPG	1.70375
MPZL1	1.0246
ARSB	-1.492
TDH	-1.14175
WASF4	0.68425
TSSK3	-0.197
7A5	1.2445
CRISPLD1	4.1335
MAD1L1	-1.02583333333333
SPIN4	0.2765
AMPD1	3.07925
DPYSL5	0.283
INPP1	1.12466666666667
ANKRD11	-0.846277777777778
NPAS4	-0.083125
GCET2	1.0929
RNASE9	-0.036
GUCY2D	0.25
CCDC98	1.255
FGF4	-0.61075
CPM	-1.0415
SLC26A4	0.551666666666667
PLD5	1.98525
FAM59A	1.1078
FBXO5	-2.27744444444444
SIPA1L1	-0.03475
DPYS	0.50375
ATG4D	-0.9475
TGM3	0.342
MTCH1	0.1415
HK1	-0.402230769230769
CDC26	0.18025
GALNT12	-2.64283333333333
LOC339229	-0.50275
MRPL35	-0.565
ORC4L	0.625
TNKS	-0.213642857142857
C2orf24	0.0723333333333333
ZNF553	-0.339
GGTLA1	2.3867
ZNF497	0.23675
CDY1B	0.37575
SLC30A4	-0.087375
TUB	0.075375
ARHGEF18	0.036
ARRB1	1.48625
KCNK1	0.07025
EREG	1.4981
SCAMP5	-0.3975
RUNDC3B	2.758
ADAMTS20	-0.3955
IL17RB	0.503375
FLJ20323	-0.60225
MCAM	0.608125
POLR3E	-1.65658333333333
AQR	0.390166666666667
IPMK	0.1935
CDCA7	-4.142375
CAMP	-0.48025
GRHL3	0.0985
ADAMTSL2	-0.0255
CLMN	2.55066666666667
SSTR3	-0.186
MAGEA5	-2.506
OVOL2	3.848
JMJD1B	0.5805
RBL2	0.9072
PYGO2	0.38725
PPP1R10	0.364166666666667
CSE1L	-1.61183333333333
LCA5	2.58575
RDH16	-0.58475
ASRGL1	-1.5485
TOM1	0.102666666666667
PTX3	-2.8375
TTC15	0.10975
SCGB3A1	2.73733333333333
MRPL50	-0.859
RCAN3	0.545
SLC26A11	0.8715
STYX	-0.585333333333333
CINP	-0.63625
MARCH7	0.86125
PFKM	-0.535666666666667
SGMS1	1.01216666666667
RIOK3	0.1065
C1orf110	0.5175
CES7	0.306875
LOC440248	-1.10025
PPP1R12C	-0.47
C10orf27	0.3655
ATG9A	-0.81975
MRPS26	-0.13625
TMEM40	1.26275
ELP3	-0.0713
ZNF787	-0.086
HIAT1	0.9595
C8orf34	1.44966666666667
MGC4655	-0.1556
PELI1	1.34866666666667
PPT1	1.3701
SLC35C2	-0.591166666666667
C6orf125	-1.2585
MUC4	-1.39383333333333
RFC4	-2.26942857142857
GNB2	-0.202833333333333
NUP50	-0.674142857142857
SULT4A1	-0.767166666666667
C7	3.241125
CCDC130	-0.15
ARRDC4	1.5255
RQCD1	-0.66575
GLYCTK	-1.4315
AYTL2	-1.92072727272727
MTUS1	2.0256
LEMD3	0.902
PLEKHF2	2.14125
HOXA7	1.36725
GTF3C2	-1.18
DYNLRB2	3.67875
CNOT10	-0.57425
MR1	0.102666666666667
FFAR1	-0.12975
PRIC285	-0.55875
SLITRK6	3.9545
LIX1	-2.0323
UBE1L2	-0.318166666666667
F8	1.615375
ACHE	-0.288333333333333
KPNA5	1.68325
TNFRSF12A	-1.26
EGR3	2.5985
SERPIND1	-3.62716666666667
OASL	-0.69175
IFRD1	-0.74975
WDFY1	0.303166666666667
ZNF267	0.897875
ACCN5	-0.41
ZBTB6	0.44975
PPP1R3A	-0.192
PRRT3	0.89
FBXL19	-0.166
TXNIP	2.38207142857143
ACTN2	-1.444
ATG9B	-0.631625
C9orf117	0.646875
IL27	0.6435
RPL36AL	0.1325
KLK15	-0.159
CHAD	2.2015
RAP2B	-0.6978
HEBP2	1.53225
ZNF342	-0.0675
CAMK2G	-0.0576666666666666
TLR3	2.04
FGF14	4.04525
HMGB2	-1.379375
TRPM5	-0.3795
OR5M11	-0.006
KIF3B	0.0793157894736842
PRICKLE2	1.5635
MTMR9	0.31475
C3orf27	-0.0125
GLRA3	2.75083333333333
NSDHL	-0.2515
TMEM32	0.4085
POLR2D	-1.285
MYADML	-0.0105
C9orf114	-0.7875
MRGPRX1	0.018
TOPORS	0.76375
CLDN19	2.986
C1QL4	0.7765
RNF165	0.19
DHRS9	0.14425
DNAH2	0.554
FXR1	-0.208166666666667
ZMYM3	-0.65325
CASP3	-0.835666666666667
FAM120C	-0.872875
SCLY	-1.63575
CA7	0.1835
ENTPD5	2.03766666666667
ZNF461	0.401875
PDIA5	-0.21875
C1orf19	-0.820333333333333
TMEM67	0.59775
KCTD20	-0.66825
WDR47	0.7755
FLJ38723	-0.123
KLRF1	1.63383333333333
TAS2R16	0.661
CLDN12	1.5165
PRKCE	0.4435
UBXD4	0.05875
ITGAM	2.189
GLT8D3	-0.53725
WDR31	0.9057
RGS2	3.79525
OR51L1	-0.2555
MST1R	0.46625
KIAA1737	1.539
OR4A5	-0.5745
GLIS1	-1.22883333333333
PTMA	0.129428571428571
NAPA	1.1445
PRDM11	0.182
LIPF	0.7705
DIRAS3	3.773
ASGR2	-4.421875
C1QTNF4	2.155
PIK3R4	0.376
ARMC3	0.878
NDUFV3	-0.842666666666667
BTBD3	0.179666666666667
PPP1R2	0.52675
UBE2NL	0.01425
FOSL2	0.614285714285714
FAM119A	-1.62833333333333
TUBA4A	-0.864
KRTAP12-1	-0.2255
SFRS2	-0.61
RHPN1	-0.9578
EEF2	-0.0465
ZDHHC11	0.535666666666667
EPHA3	-0.7225
RBM12	-0.01525
H2AFJ	0.714083333333333
EDIL3	2.678
KIF26A	-0.69225
SERGEF	0.63325
B3GALT4	2.2855
LOC90925	0.761
OSCAR	-0.808875
NPFF	-0.017625
DEDD	0.230875
TMEM155	-0.72775
PTPN1	0.285
SCYL2	0.3995
SKAP1	2.46075
LEAP2	-2.1965
GADD45G	1.7322
IFITM3	0.387125
PILRB	-0.759666666666667
SLU7	0.5578125
DSC3	3.731
DNMT3L	-1.39325
PAPD5	-0.1835
B3GNT3	-0.881
LHCGR	-0.1795
MSL-1	-0.1705
UBE2S	-2.88575
SAP130	-0.4905
ANAPC11	-0.42575
MAGED4B	-1.1855
ATP6V1B2	0.0235
C14orf179	0.9205
CAPZA1	-0.161625
CDYL2	-0.638666666666667
GLRX3	-1.08316666666667
LOC136288	-0.15375
MOBKL1A	0.28875
HTR2B	2.465
CRYGD	0.0238333333333333
NUS1	-0.154
PGRMC1	1.306
MYOM2	1.20125
FLJ39653	-1.34766666666667
CHM	0.937
OR5M8	0.0685
ZNF619	0.668
FAM105A	1.3345
CCNL1	-0.01925
NAP1L3	1.12725
C10orf57	2.12683333333333
B3GALNT1	0.580666666666667
CSN1S2A	-0.0925
TCP10L	0.0865
GDAP2	-0.247875
DMKN	1.06683333333333
COX6B1	-0.659
DNASE2	0.0406666666666667
MSH5	-2.452
LGMN	-0.5325
USP31	1.0085
OR13C8	0.697
SDCBP	0.0186
NUDT11	-0.3635
PYGL	-1.21616666666667
SNPH	-0.2665
B3GNT4	-1.2415
MIZF	-0.3794
NUBPL	0.29975
NOD1	0.2465
CDH22	1.753
NUBP1	0.0168333333333333
DSCAM	-3.894
DGKI	1.5375
FAM136A	-1.13575
AKAP1	0.646166666666667
SLC16A6	0.76675
RIN3	-0.14825
PSG2	0.18475
DIP2B	-0.600833333333333
PSORS1C1	-0.2137
KIAA0495	0.379
FLJ90709	-0.265
LPA	-0.181833333333333
PIGA	0.372333333333333
LY75	4.25616666666667
UTS2	-6.62483333333333
RREB1	-0.057625
GALNACT-2	0.5462
MGC3196	-1.21325
FLJ31568	1.925
LPHN1	-0.262125
SP1	0.190125
TOX4	0.803833333333333
HSPA9	-0.5629
APOBEC1	-1.142
SLC35E4	-1.00925
LSM5	-1.35275
SURF1	0.08725
ZBTB1	0.765666666666667
GTF2F1	0.201875
RPS15A	-0.508
DUSP21	-0.681833333333333
GINS4	-3.58566666666667
MYO15A	1.05816666666667
GIMAP7	4.337
MGC13379	0.92125
ATP6V1E2	0.299166666666667
UTP3	0.28275
HNRPA3	-0.375875
MT4	-0.112
C14orf155	-0.60425
U1SNRNPBP	0.35575
CKLF	-0.869166666666667
PLEKHN1	-1.32066666666667
MBNL1	0.795166666666666
NUP160	-0.973
ACSM2A	-1.60675
LOC129881	1.7425
KIAA1529	-0.1325
FLJ22639	-1.65125
HAND1	-1.1095
GSX1	0.075
FGA	-4.1665625
SERPINB1	0.245
ZNF642	0.69775
IGFBP1	-4.457875
SLC1A1	-0.126125
DHX57	-0.2115
ZNF766	0.53
PTPN21	0.2839
GDPD3	0.635333333333333
PNPLA5	0.0505
TBR1	-0.351833333333333
FAM116A	0.403
IQGAP1	0.552625
FOS	3.71825
ZNF226	0.643
FIGNL1	-0.581833333333333
C14orf1	0.282166666666667
ZMYND17	-0.1305
PUS7	-1.26733333333333
TUBB6	-0.702875
KCNQ2	-1.69075
MARCH6	0.13425
CCDC33	-0.2115
PRODH	-0.76125
RBM11	2.02375
EPHA6	0.22425
SLC43A1	-1.01175
LOC196541	-0.135428571428571
NTN1	0.509083333333333
ING4	1.186
PCDHB10	1.77075
DPH2	-1.09033333333333
SPACA4	-0.1735
FBXL21	-4.061
DIAPH1	-0.563666666666667
ZNF71	0.5195
CEP76	-0.688
CORO1A	-1.36975
RRM2	-5.46025
EDG4	0.29875
OS9	0.406833333333333
SLC4A1AP	-0.008
COG5	-0.434
COPS8	-0.09
NGLY1	-0.60275
NCBP2	-0.98
C17orf42	0.206833333333333
GPSM3	-0.210875
SIL1	0.169333333333333
ASB6	-0.52875
SMAD5OS	0.5665
UNC93A	-3.066875
A1BG	-0.0308333333333333
C21orf62	0.41025
FMO5	1.63175
ATRIP	-0.321
CEBPG	-0.2055
C7orf38	0.2345
TNFRSF1B	0.0298333333333333
CLEC1A	1.659
IQSEC1	0.33275
PATZ1	1.0757
RBM22	0.94525
BAG2	-2.85066666666667
PAQR5	-0.9605
C9orf127	0.6646
THNSL1	0.1875
SHROOM3	3.0019
JAM2	1.853
SNRPN	-0.3995
ALX4	0.052
CACNA1S	-0.434
FAM130A1	0.281
CORIN	0.6275
CD300LB	0.133
PLEKHG6	0.495
LRRC40	-0.71775
PCLKC	-1.62125
PCDHB16	2.1975
WNT2B	1.05766666666667
ASNS	-2.342
MRPL49	0.28175
FLJ46111	-0.50575
ISG20	-0.586875
SMU1	0.0748333333333333
CASZ1	0.345
POLR1D	0.128666666666667
GIN1	-0.015
SNAG1	1.09616666666667
ANKRD29	1.22775
CDKN2AIP	0.23825
KRR1	0.2685
CXCL1	-1.34016666666667
EPM2A	0.5949
PC	0.129833333333333
DEFB127	-0.045
PDZRN4	2.18733333333333
FAH	0.314375
OR51E1	0.948
CDC2L6	-0.335666666666667
DNTTIP1	-0.4555
PAX8	-0.3345
TMEM116	0.9375
C1orf150	-0.091
PRO2012	0.1615
MRPL40	-0.590333333333333
BEX1	-2.3214
SLC2A4	0.850166666666667
PKMYT1	-2.94775
FEZF2	-0.084
SLC26A9	-1.607
MAP2	0.690166666666667
LYL1	-1.95675
SLC25A19	-2.08583333333333
NOS3	-0.625
ZNF34	0.6385
TMPRSS11F	-1.40225
FAM43A	0.10225
FCRL4	-0.311333333333333
KLF14	-0.322
FLRT2	0.9655
WRN	-0.85725
SDF2	0.7166
KRT8P12	-0.5555
C6orf195	0.5615
C9orf125	-0.095
DZIP3	0.383
RIT1	-0.421083333333333
SCML1	-1.34516666666667
RHBDF2	-0.700375
OR2G3	0.0045
REXO1L1	0.1965
MAP3K7IP3	-0.405875
C3orf57	-2.2365
FBXW11	-0.546833333333333
ETAA1	-0.35775
C14orf131	-0.1115
AKT1S1	-0.6425
SLC12A5	-0.803875
C9orf164	0.9245
NRIP3	0.563625
NOS1AP	0.87325
TMEM121	0.28875
SAP30BP	0.0468
DGCR6	0.495
WDR76	-2.448
FAM82B	-0.604333333333333
LOC606495	-0.5135
MAP9	1.95633333333333
BCDIN3D	0.71775
CXorf36	2.96266666666667
DSCR3	-0.3819
ZFAND3	0.0251428571428572
C7orf43	-0.167166666666667
SPSB3	0.4037
C19orf19	-0.08675
FAM133A	-1.339125
C12orf25	0.32875
SLC39A3	-0.972
DISP2	1.10625
PI4KAP2	-1.958
MKRN3	-2.12533333333333
ADAMTS13	-0.60825
CBLN3	-0.1134
TTYH1	0.0855
C3orf18	1.28875
FLJ13236	-0.9745
ZMYND12	3.1625
C18orf25	0.29
GLB1L3	0.224
ATP13A5	3.7075
RANBP10	-0.0155
CD96	-1.1796
DENND1C	-0.8665
RBMS3	2.4366
SLC41A3	0.596833333333333
DGCR6L	0.447
TMEM128	0.913
CSNK1G3	0.351642857142857
MOBKL2C	1.09225
TSPAN6	1.50525
MATN2	2.8448
MSL2L1	-0.287166666666667
ST6GALNAC2	1.261
FGFBP2	2.063
FGL1	-6.4075
MPP3	-0.550333333333333
ARHGEF6	2.0095
TGFBR2	1.905375
ACMSD	1.19525
IL33	4.79125
C9orf5	0.586416666666667
DEAF1	-0.2279
AMN	-0.509
DEFA6	0.17025
RNF212	-0.46225
METT5D1	0.168
CIB1	0.2208
TSSK1B	-0.035
KIAA1727	0.939
ZNF680	1.46258333333333
LOC399900	-1.1595
LOC152217	-0.1005
CTNNAL1	-1.6575
CIT	-4.02508333333333
TLE6	0.217
ZNF607	-0.94475
HERC4	-0.358333333333333
DRAP1	-0.9128
PEMT	-0.446
C10orf111	0.836
ZNF575	0.62625
KCTD7	0.05125
MYO1F	-0.19525
LOC285382	1.00275
RAB11A	0.9061
PLCD3	-0.09375
C15orf28	-0.2185
PTBP2	0.092875
CTB-1048E9.5	-0.629
C19orf60	-0.517
C7orf25	0.655333333333333
SETD7	1.194375
HOXB9	-5.3275
VANGL1	-0.9215
CHAF1B	-2.42275
NDUFA3	-0.0685
KIAA1328	0.773666666666667
SHARPIN	-0.377375
TTC23	0.649375
UGP2	0.50125
ANKIB1	0.0566
CIRBP	2.52642857142857
SEC14L4	-2.47716666666667
OVCH1	0.324333333333333
VPS52	0.1775
FAT	0.303375
M6PRBP1	-0.615
GPRIN3	0.531
PPM1F	-0.9505
TSR1	-1.05925
CCDC85A	2.61325
PCSK5	1.969
ZFHX3	0.159
HEMK1	-0.1479
PGBD2	0.288
RSRC2	0.0283333333333333
AURKC	-0.3215
SCRIB	0.0305
ORM2	-4.68116666666667
FAM115A	0.2466
FZD6	0.61325
UNC119	0.0358333333333333
GPX3	0.9971
NOV	0.97025
CABC1	-0.055125
CDC42SE2	0.9580625
EIF2S2	-1.0951
RNF130	0.86575
CKAP5	-1.43866666666667
RP11-413M3.2	-0.125625
C10orf18	0.235
TMEM93	-0.69175
DYX1C1	1.95425
KCNMB2	0.843625
ANK3	1.98983333333333
KRT5	2.6789
CDH12	0.3405
QRSL1	-0.20425
JUB	0.14875
SHC4	1.010375
CCL15	2.292
CCDC22	-0.46925
SNX24	-0.44975
RARS	-0.79125
MORC2	-0.213125
FAM48A	0.05
MT1H	0.5715
PPP1R14C	-0.380833333333333
FOXD1	-2.79221428571429
C1orf213	-0.344
AMT	-0.4168
DSN1	-1.61125
PTPLAD2	2.24925
DIS3L	-0.26525
RASL11A	0.9845
GPRC5B	0.84725
FRMD7	0.2775
STRN4	-0.019
KITLG	1.70168181818182
HDGF	-1.35125
OR1S1	0.0285
SETX	-0.0411
DDR2	1.848375
KCTD12	2.321
LYZL2	-0.53125
WDR52	0.4305
TMEM2	0.523125
ZNF579	0.312166666666667
LOC200810	-0.5685
TNFSF9	-2.05075
PPFIA4	-3.87925
CNIH3	-0.459333333333333
MAP4K4	-1.19307142857143
ROD1	-0.362285714285714
ALS2CR12	-0.284
DOCK3	-0.548166666666667
PAQR9	-4.87875
ASB17	-0.236333333333333
STX16	-1.100875
FEZ2	0.4995
DLAT	-0.765166666666667
KIF21B	-1.71416666666667
CDC5L	-0.3835
TMEM119	0.663166666666667
CRIP3	-0.81825
TPSD1	0.282333333333333
TEPP	-0.34025
GNGT2	0.6605
C21orf121	-0.569
WNK1	-0.26875
FLJ10490	0.3966
OR51B5	-2.2195
LOC203547	-1.018875
HAS1	-0.1345
PPA1	0.067
ST7	0.05675
C11orf46	1.3826
POPDC3	-3.178
ACOX2	1.24883333333333
ATCAY	-0.8625
TM4SF19	-1.5375
MFSD9	-0.980666666666667
PDHB	-0.34
ERN1	-0.02475
LCE3C	-0.0525
GPR111	0.5255
NOTCH3	0.611833333333333
ADAMTS5	5.14075
B3GALT1	0.587
UGCGL1	-1.58683333333333
FAM58A	0.3585
FBXO32	3.25275
CLPP	-0.624
NXPH1	2.4315
MTMR3	1.17866666666667
ATP1B3	-1.635
TMEM16A	4.03225
HIST1H3F	-0.944333333333333
TRIM25	-0.8175
SDCBP2	0.919
CRKL	-0.2575
HOXB2	1.716
ANP32B	-0.781375
GATM	4.0505
AP4E1	-0.143
EDG5	0.094875
CDKN3	-5.17116666666667
CDH4	-0.89375
PGD	-1.26783333333333
RND1	-0.282
GAD1	-3.3823
MPG	-0.553125
LOC440350	-0.1915
ZNF133	0.3025
SERPINB12	-0.409
AMELY	-0.284
DHX36	-0.43575
TNFAIP8L2	2.32683333333333
PHTF2	-0.562777777777778
CCDC112	-0.785
IQCC	-0.61925
HEYL	1.76666666666667
FTSJ2	-0.698666666666667
APPL1	0.7125
RAB43	0.743142857142857
OR10G2	-0.1605
WAC	0.284
ADCY9	0.059
RUNDC2B	-0.263166666666667
PYCRL	-0.4573
AGPAT7	-0.158
SLC22A9	-1.1535
CDKAL1	0.204
PDYN	-0.263833333333333
C20orf74	-0.1785
MTMR11	1.43375
VAV3	3.82591666666667
DAPL1	4.97975
STXBP3	0.9215
EIF3G	0.0955
ARHGAP22	-1.8495
NPFFR1	-0.194
NPC1	-0.014
ALDH9A1	0.842
ZNF600	0.34025
ZNF678	0.903166666666667
RASSF1	-0.138083333333333
ADD2	-2.619625
PITPNB	0.05125
PKD2L2	-0.05925
LRP11	-0.01975
CDKL1	-0.27225
SMEK2	0.042
PRODH2	-3.57
C11orf54	1.00833333333333
SFRS11	-0.556833333333333
IL7	1.1265
ALS2CR16	1.14825
BTG3	-1.18816666666667
PAK2	-0.3555
RP11-679B17.1	-0.24425
GATA4	-2.20483333333333
ATP2B1	0.155
LOC130940	3.2325
C1orf172	3.08433333333333
ATF7IP2	-1.77875
SLC25A43	0.566
CENTG3	0.194916666666667
IGF2BP1	-4.2749
FCHSD1	0.3325
CAMK2N2	0.178166666666667
ELAVL3	-0.3368
NBPF15	-0.706166666666667
UBE2J2	0.16675
GNL2	-1.33375
PRR3	-0.2726
NLF2	-0.26975
OR4F6	-0.0715
KLHL24	1.37616666666667
CCDC88A	-1.8372
SGPP1	0.152
C10orf11	0.196333333333333
SLC35B4	-1.65433333333333
UGT3A2	-1.386
ARNT2	-0.1612
CBR1	0.134625
ITPR3	-1.51283333333333
TRAPPC6B	-0.2628
AMZ1	-0.3145
ARP11	1.636
WDSUB1	1.047
APBA1	1.58316666666667
RAB2A	0.6872
C6orf162	0.72625
HPSE2	1.9085
PLCE1	0.2415
INSL3	0.72075
DLG1	0.0804
PTPLA	-1.97025
PIGX	-0.42925
TFIP11	0.257666666666667
FIBIN	3.1995
POLR2G	-0.848
GRAP2	-1.4547
DNAJB8	-0.256
CNBP	0.596333333333333
WASF1	-1.03975
INPP5E	-0.722
HSPB1	-0.656625
TMEM167	-0.4715
CUBN	0.0965
IGF1	3.7940625
ITPK1	-0.2094
NAALAD2	-0.378
G3BP1	-0.1445
NT5DC1	0.776375
CYP39A1	3.3185
TMEM139	2.23058333333333
POLK	0.468
GLULD1	-1.60875
RBM15	-1.3095
AMZ2	-0.0315
GDF15	-3.975
MESDC2	-0.35125
INCA	0.869833333333333
ACY1L2	-0.7465
GZMM	-1.0825
PAIP1	0.07725
CACNA2D1	0.68275
STK32C	-0.941
SH3BP4	1.41066666666667
DEC1	0.0955
PADI1	0.2175
UBB	-0.1717
PON3	3.28433333333333
PROP1	-0.0525
ANKRD13B	-1.003
ADCK1	-0.34275
TCF25	-0.319166666666667
SLC38A5	-3.51875
CXorf26	-0.1325
C19orf39	0.0965
PPP1R13B	0.47975
ARL2	-0.716
TCL6	-0.0265
TOP3A	-1.123
SLC16A14	0.04875
FXYD6	2.53933333333333
HIST1H4E	-0.96725
BBC3	-0.154052631578947
UNC5A	0.210333333333333
FAM86C	-0.3356
PI4KB	0.504
B3GAT1	-1.091
SUSD2	1.42
OAZ2	-0.000833333333333332
NOC4L	-0.8485
C10orf12	-0.5785
FADS1	-2.84333333333333
LOC144097	-0.925
DKK2	2.98466666666667
KIAA1949	-1.06
RHOT1	0.511
OXT	0.413
GPR153	0.26575
ARL4A	0.484333333333333
SAAL1	-1.446
CCDC64	-0.885
USE1	-0.192166666666667
HNMT	1.52233333333333
PCGF3	0.169875
CYP2C19	-0.05225
C20orf4	0.118
CCDC11	0.9825
ACSBG2	0.74725
RWDD2A	-0.24
PALLD	3.051
CPLX4	-0.392
LOC492311	2.1755
KPNA2	-3.131
MACROD1	-0.4495
TMCO3	0.434833333333333
C15orf52	0.837333333333333
BIRC5	-4.43893333333333
PRR16	-0.215833333333333
FAM63B	0.684
KATNB1	-0.7495
