Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
SMARCD1	-0.991
ZFP106	0.04525
ZNF347	0.2666
GTF2E1	0.2565
RY1	-0.368833333333333
ATAD2B	0.25125
ARHGAP17	0.3444
KCNIP3	-1.2105
SFPQ	0.021
GFRA4	-0.327833333333333
AKR1B10	-4.212375
TIGD6	1.1845
RGS16	2.147625
URB1	0.181333333333333
OR4C46	0.0903333333333333
TOP3B	-0.9275
NFATC4	1.1935
CA14	-5.2445
BMPR1A	0.559333333333333
SNRP70	-0.77925
PRL	0.2275
C6orf130	-0.57425
STAG2	0.18075
CD55	-0.553
RPS23	0.472666666666667
SSX2	-1.3675
FDPSL2A	-1.59
FBXO27	-0.327875
SYNGR3	-1.5855
TMSL3	1.2855
EML1	-1.7615
NUP93	-0.823666666666667
SMAD3	-0.4585
KIAA1189	0.852833333333333
HNRPUL2	0.126666666666667
TBC1D12	1.169
C16orf24	0.959
MRVI1	1.62583333333333
ZNF581	-1.10383333333333
ELOVL3	-0.4465
OR51Q1	0.9525
CACNB3	0.8155
GALNT13	-1.129375
C10orf84	1.303625
NEDD4	0.1466
SPO11	0.341
OR5AU1	0.0995
NEK4	0.851142857142857
PRKAR2A	0.5705
IHPK1	0.299333333333333
ATP6V0B	-0.2765
CACNA1E	-0.5005
CEACAM8	-0.169
PEX14	0.437
FLJ12993	-1.3565
ZBTB38	0.294083333333333
PCTK2	0.627666666666667
LRRC16	0.4255
FBLIM1	0.735333333333333
FYCO1	1.88625
RP5-1022P6.2	0.56075
CMTM1	0.234833333333333
PLTP	1.111
RAPH1	0.72825
DOCK8	1.508875
EZH2	-1.76793333333333
SLC25A1	-0.524333333333333
PLEKHB1	-0.3727
GRB7	-0.4984
ZFP37	-0.19575
MRPL33	-0.579
PELO	-0.76325
ARMC1	0.948454545454545
C9orf27	-0.207
FLJ25778	-0.171
C9orf37	-1.235
TMEM66	0.50625
SPRN	0.2225
HBEGF	0.39725
PI4KA	-1.142
LEPRE1	-0.4285
POU2AF1	-1.648625
MRPL12	-1.07583333333333
REP15	0.151
ZC3H3	0.3515
RASAL1	-1.676
DDAH1	0.26575
ACBD5	1.075625
TMC2	0.061
CCDC137	-1.11125
SAMD13	-0.9875
UGT2B15	-3.46333333333333
TIPARP	-0.73825
DNASE1L3	1.88425
TRIM72	0.326833333333333
DBX2	0.5105
IPO8	0.3195
C21orf88	-0.0349
MAP3K14	0.3115
LOC51233	0.0745
GGTLA4	2.094
PDE6D	-0.401
ZNF117	0.6905
CLK2	-0.359375
NKRF	0.0505
TNFSF15	0.9164
DUSP2	0.56975
SECISBP2	0.1617
GABRR2	0.157
PPAP2C	1.07525
LOC51145	0.171166666666667
PAG1	0.398375
PIK3C3	-0.41725
GNG10	0.5465
APOL4	0.839
ANKRD28	-0.735875
STMN3	-2.0707
RAB14	0.5336
CDK2AP2	-0.3065
HDDC3	-0.303375
COMMD7	0.229
CXXC1	-1.34175
HMCN1	0.326166666666667
CD40	0.9765
DYNC1LI2	0.1678125
GDI1	0.96125
LOC646938	0.07625
VSNL1	-1.27666666666667
PIH1D1	0.122166666666667
RAET1G	0.0905
KRTAP5-9	-0.6925
EFTUD2	-1.253
ZNF311	0.07
ATP6V1G3	0.425
OR2W3	0.93
SCN4A	0.05425
MED10	-0.6775
FAM135A	-0.0942
ARHGAP4	0.71375
EHMT2	-0.299375
UFD1L	-0.983
ERMP1	1.26125
MAG1	-0.852666666666667
THAP8	0.157
HACE1	0.1355
FAM82C	0.799666666666667
C3orf20	0.3015
UNC84A	-0.2945
SCD5	-0.566785714285714
LASS6	2.41675
LSG1	0.493916666666667
MAL	-4.06975
GPR22	-0.4135
WDR5B	1.45575
ACTRT1	-0.7715
C17orf60	0.685833333333333
GRIN2C	-0.6394
ARMC8	-0.0398333333333333
SLC47A1	-2.68416666666667
DMPK	1.03925
DHRS13	-0.351166666666667
SMC1A	0.0741666666666667
KRTAP17-1	1.00625
SMYD5	0.009
TUSC2	0.85375
CRHR2	0.343
KIR3DL2	0.512
CCDC104	0.63725
ATP2C1	0.96925
CROT	0.50975
PABPC3	1.40183333333333
EGR1	0.456166666666667
THSD1	0.93525
KHK	-1.4915
SLC12A2	-0.2105
CD58	0.06425
STOX2	-1.02583333333333
CCDC76	-0.2962
CCDC48	4.7055
DNAH1	0.247
ZIC4	-0.119
OR1G1	-0.1805
PSMC6	-0.5985
PROKR1	-0.1105
ABCB1	0.53175
TRAT1	1.3965
LLGL1	-0.1655
MTF1	1.385
USP54	0.3815
PAGE2B	-1.837
ITGB7	-3.5995
CCDC81	-0.338
LOC149837	0.0855
SCUBE1	0.0505
ZSCAN10	-0.1955
HUWE1	0.375642857142857
CDH17	0.599
CD180	1.72475
IL17A	-0.07675
TMPO	-1.116375
KIAA1524	-0.981666666666666
HDGFRP3	-2.20016666666667
OXCT1	-2.07909090909091
RRAS2	-1.23783333333333
LTBP2	2.3410625
SV2B	1.29933333333333
CYP2A6	4.92525
PKD1L2	-0.921
PPM1M	1.55425
FLJ22662	1.65816666666667
ZNF502	1.25025
GP6	-0.5605
CRYBA2	-1.508
LEF1	-1.6358
CTPS	-2.05957142857143
EYA1	-3.1405
EPS8L1	1.1075
MAPK14	0.07725
SERPINB2	-5.383125
GTF2F2	-0.4705
ZNHIT4	0.233
PLA1A	1.124
C20orf114	0.90725
HPR	-4.397
C18orf2	-3.11216666666667
SATB2	-2.629
KCNJ9	0.2415
MGC157906	0.6005
MOCS3	-0.2195
C17orf71	-0.6555
PPHLN1	-0.1263
HIST1H2BN	-0.425875
RAPGEF1	-0.426875
MAP3K8	2.336
DLG4	-0.135666666666667
STC1	-0.644083333333333
CDGAP	1.7375
DDX26B	-0.00825
LOC150223	-1.803
CPSF3	-0.411
TMEM14A	0.83325
MYH3	-1.85225
GPKOW	-0.08275
SULT1A1	-0.7635
SPON1	2.5717
YY1AP1	0.156833333333333
RAB23	1.1285
PLA2G4A	-3
MAPRE3	-0.2335
ZNF516	-0.254642857142857
GGPS1	0.632
EXOC3L2	-0.6595
C19orf42	0.2152
MAP2K2	-0.869
HIST1H2BB	0.1235
RNF19B	1.336
C6orf128	0.240333333333333
TLR8	3.5925
PCDHA9	1.9005
CARS2	-0.087125
CLUL1	2.94916666666667
RHAG	-4.33633333333333
UNK	-0.328
EXOC8	0.2702
C9orf95	0.7485
C14orf143	0.508833333333333
MAML3	-0.060625
LDHA	-1.9005
MRPL20	0.239
KLHDC6	0.217833333333333
ATP5S	-0.042
C8orf55	0.11675
PHF19	-1.891875
KRTAP13-4	0.7155
TTC5	-0.73
XKR5	-0.5815
SILV	-5.21266666666667
TEX28	0.255
TCTN1	1.66575
CX40.1	0.22625
PPP2R5C	-0.080125
C12orf30	-0.645833333333333
CAPG	2.18375
MPZL1	0.20355
ARSB	-0.7855
TDH	-1.6105
WASF4	0.58025
TSSK3	-1.18966666666667
7A5	2.5635
CRISPLD1	0.4405
MAD1L1	-1.104
SPIN4	-0.921333333333333
AMPD1	0.4205
DPYSL5	0.0755
INPP1	-0.375666666666667
ANKRD11	-0.546666666666667
NPAS4	-0.04575
GCET2	1.2757
RNASE9	0.644
GUCY2D	0.243166666666667
CCDC98	0.12675
FGF4	-0.231
CPM	0.233
SLC26A4	-0.735
PLD5	0.706
FAM59A	0.0438
FBXO5	-1.08811111111111
SIPA1L1	0.0905
DPYS	0.598
ATG4D	-1.02475
TGM3	0.0435
MTCH1	-0.559875
HK1	0.400285714285714
CDC26	-0.313
GALNT12	-2.75566666666667
LOC339229	-0.3465
MRPL35	-0.249
ORC4L	0.505125
TNKS	-0.393642857142857
C2orf24	-0.201666666666667
ZNF553	0.185333333333333
GGTLA1	3.1413
ZNF497	-0.03575
CDY1B	1.00775
SLC30A4	0.844875
TUB	-1.66475
ARHGEF18	0.28225
ARRB1	0.21275
KCNK1	1.747
EREG	-2.4187
SCAMP5	-0.78675
RUNDC3B	2.0725
ADAMTS20	-0.40475
IL17RB	-1.41
FLJ20323	-0.80025
MCAM	-0.23225
POLR3E	-1.5385
AQR	0.6235
IPMK	0.889
CDCA7	-1.542875
CAMP	0.408
GRHL3	3.038
ADAMTSL2	0.475166666666667
CLMN	1.902
SSTR3	0.224
MAGEA5	-1.89
OVOL2	4.1645
JMJD1B	0.47175
RBL2	0.4622
PYGO2	0.5395
PPP1R10	0.1445
CSE1L	-1.0495
LCA5	0.73475
RDH16	0.29175
ASRGL1	0.912625
TOM1	-0.466333333333333
PTX3	-4.66425
TTC15	0.508
SCGB3A1	1.86033333333333
MRPL50	-1.14825
RCAN3	1.022375
SLC26A11	0.16075
STYX	-0.398166666666667
CINP	-0.31925
MARCH7	0.089
PFKM	-1.284
SGMS1	0.00716666666666667
RIOK3	-0.2626
C1orf110	0.5835
CES7	0.192125
LOC440248	-0.49025
PPP1R12C	-0.794
C10orf27	0.3475
ATG9A	-1.259
MRPS26	0.77875
TMEM40	3.42
ELP3	0.2118
ZNF787	-0.7834
HIAT1	-0.41925
C8orf34	6.86583333333333
MGC4655	0.0262
PELI1	0.6705
PPT1	1.3954
SLC35C2	-1.07166666666667
C6orf125	0.4175
MUC4	-1.4525
RFC4	-1.09057142857143
GNB2	-0.980333333333333
NUP50	-0.410785714285714
SULT4A1	-1.276
C7	2.527625
CCDC130	-0.0178333333333333
ARRDC4	1.40175
RQCD1	-0.55775
GLYCTK	-1.13225
AYTL2	-0.615909090909091
MTUS1	0.87
LEMD3	0.423666666666667
PLEKHF2	1.387
HOXA7	-0.037625
GTF3C2	-2.0195
DYNLRB2	3.9905
CNOT10	-0.11425
MR1	-0.197333333333333
FFAR1	0.09875
PRIC285	-0.03475
SLITRK6	1.748
LIX1	-2.15
UBE1L2	-0.179
F8	1.244625
ACHE	-0.0368333333333333
KPNA5	0.32525
TNFRSF12A	-1.28366666666667
EGR3	1.3925
SERPIND1	-4.246
OASL	2.31325
IFRD1	-1.769375
WDFY1	0.951333333333333
ZNF267	0.5805
ACCN5	-0.152
ZBTB6	-0.3635
PPP1R3A	-0.017
PRRT3	1.71575
FBXL19	-0.48
TXNIP	0.0545
ACTN2	4.718
ATG9B	-0.37925
C9orf117	0.20675
IL27	-0.017
RPL36AL	-0.288666666666667
KLK15	-0.566333333333333
CHAD	1.4555
RAP2B	0.2302
HEBP2	1.806
ZNF342	0.1985
CAMK2G	0.138833333333333
TLR3	2.31275
FGF14	0.1535
HMGB2	-1.337375
TRPM5	-0.208833333333333
OR5M11	0.324
KIF3B	0.733210526315789
PRICKLE2	0.79675
MTMR9	0.0365
C3orf27	-0.02625
GLRA3	-1.51533333333333
NSDHL	-0.3995
TMEM32	-0.4745
POLR2D	-1.53025
MYADML	0.273
C9orf114	-1.1125
MRGPRX1	0.439
TOPORS	0.248
CLDN19	0.04675
C1QL4	0.4455
RNF165	-0.9935
DHRS9	1.00475
DNAH2	-1.36233333333333
FXR1	-0.548666666666667
ZMYM3	-0.73175
CASP3	0.464333333333333
FAM120C	-1.13575
SCLY	-1.4535
CA7	0.2005
ENTPD5	0.321833333333333
ZNF461	0.471625
PDIA5	-0.16075
C1orf19	-0.488333333333333
TMEM67	1.56125
KCTD20	0.28225
WDR47	0.94
FLJ38723	2.005
KLRF1	1.658
TAS2R16	0.0815
CLDN12	-0.2485
PRKCE	0.1205
UBXD4	-0.50675
ITGAM	2.85033333333333
GLT8D3	-0.541625
WDR31	0.042
RGS2	0.6885
OR51L1	0.232
MST1R	1.28875
KIAA1737	0.59975
OR4A5	-1.041
GLIS1	-2.14283333333333
PTMA	0.0613571428571428
NAPA	1.6005
PRDM11	-0.0925
LIPF	0.166
DIRAS3	1.0755
ASGR2	-3.932625
C1QTNF4	-0.078
PIK3R4	0.485166666666667
ARMC3	3.08475
NDUFV3	0.0158333333333333
BTBD3	0.454666666666667
PPP1R2	0.450583333333333
UBE2NL	0.07275
FOSL2	1.09342857142857
FAM119A	-1.61533333333333
TUBA4A	-0.2638
KRTAP12-1	-0.1715
SFRS2	-0.39975
RHPN1	0.3604
EEF2	-0.507833333333333
ZDHHC11	-2.118
EPHA3	-0.8807
RBM12	-0.55675
H2AFJ	0.511666666666667
EDIL3	2.105
KIF26A	-1.771
SERGEF	-0.4
B3GALT4	1.06775
LOC90925	4.30433333333333
OSCAR	0.723625
NPFF	-0.6655
DEDD	0.41875
TMEM155	-0.55525
PTPN1	0.842
SCYL2	0.0953333333333333
SKAP1	1.897
LEAP2	-2.592
GADD45G	1.2684
IFITM3	1.37275
PILRB	-1.2515
SLU7	0.14375
DSC3	1.56625
DNMT3L	-1.54075
PAPD5	-0.354625
B3GNT3	-1.69216666666667
LHCGR	-0.18
MSL-1	0.14375
UBE2S	-2.221875
SAP130	-0.375
ANAPC11	-0.15275
MAGED4B	-2.2055
ATP6V1B2	0.218166666666667
C14orf179	0.607375
CAPZA1	-0.333625
CDYL2	0.107
GLRX3	-0.811
LOC136288	0.32975
MOBKL1A	-1.02125
HTR2B	3.78175
CRYGD	0.176666666666667
NUS1	-0.397333333333333
PGRMC1	1.0135
MYOM2	0.06225
FLJ39653	-2.13066666666667
CHM	0.6424
OR5M8	0.0915
ZNF619	-0.1855
FAM105A	1.466
CCNL1	-0.383125
NAP1L3	-0.46125
C10orf57	2.50783333333333
B3GALNT1	0.934666666666667
CSN1S2A	-0.3285
TCP10L	-0.5405
GDAP2	0.951
DMKN	-1.74716666666667
COX6B1	0.535
DNASE2	0.812666666666667
MSH5	-2.278
LGMN	0.019125
USP31	-0.3359
OR13C8	0.8585
SDCBP	0.11
NUDT11	-2.79816666666667
PYGL	0.0291666666666667
SNPH	-1.35383333333333
B3GNT4	-1.477
MIZF	-0.3673
NUBPL	-0.9375
NOD1	0.439666666666667
CDH22	0.6315
NUBP1	0.0945
DSCAM	-3.87525
DGKI	0.117
FAM136A	-1.144
AKAP1	0.1985
SLC16A6	-1.252
RIN3	0.04025
PSG2	0.0545
DIP2B	-0.441916666666667
PSORS1C1	1.3912
KIAA0495	0.589
FLJ90709	-0.0121666666666667
LPA	-0.175166666666667
PIGA	-0.2425
LY75	3.03766666666667
UTS2	-4.82383333333333
RREB1	-0.039125
GALNACT-2	0.8683
MGC3196	-0.248
FLJ31568	1.42625
LPHN1	0.520375
SP1	0.707
TOX4	-0.1965
HSPA9	-0.291
APOBEC1	-0.486
SLC35E4	-0.95375
LSM5	-0.112
SURF1	-0.15775
ZBTB1	0.432083333333333
GTF2F1	-0.33925
RPS15A	-0.143928571428571
DUSP21	-0.440666666666667
GINS4	-1.8935
MYO15A	-0.800833333333333
GIMAP7	4.50425
MGC13379	1.071
ATP6V1E2	-1.07333333333333
UTP3	-0.2045
HNRPA3	-0.258375
MT4	-0.399
C14orf155	-0.69325
U1SNRNPBP	0.502
CKLF	-0.804333333333333
PLEKHN1	0.0266666666666667
MBNL1	0.231333333333333
NUP160	-0.81475
ACSM2A	-1.2585
LOC129881	2.46725
KIAA1529	-0.06275
FLJ22639	-0.625
HAND1	-0.9865
GSX1	0.4515
FGA	-2.87926666666667
SERPINB1	-0.26625
ZNF642	1.043
IGFBP1	-7.45225
SLC1A1	-0.511375
DHX57	0.164625
ZNF766	0.6595
PTPN21	-0.4289
GDPD3	-1.7225
PNPLA5	-0.2025
TBR1	-0.216666666666667
FAM116A	0.416
IQGAP1	0.447375
FOS	1.7775
ZNF226	0.3255
FIGNL1	-0.300166666666667
C14orf1	-0.340166666666667
ZMYND17	0.3475
PUS7	-1.21766666666667
TUBB6	-1.157125
KCNQ2	-1.69525
MARCH6	0.547
CCDC33	-0.2465
PRODH	-0.88075
RBM11	1.90425
EPHA6	0.2745
SLC43A1	-0.723
LOC196541	-0.392625
NTN1	0.885333333333333
ING4	0.085
PCDHB10	1.4275
DPH2	-1.22633333333333
SPACA4	-0.0915
FBXL21	-4.486
DIAPH1	-0.861333333333333
ZNF71	0.8295
CEP76	-0.4105
CORO1A	-0.1915
RRM2	-2.155
EDG4	0.61625
OS9	-0.349166666666667
SLC4A1AP	0.23975
COG5	-0.50025
COPS8	-0.57
NGLY1	-0.44775
NCBP2	0.383125
C17orf42	0.101333333333333
GPSM3	0.386
SIL1	0.45
ASB6	-1.0615
SMAD5OS	-0.0095
UNC93A	-2.94125
A1BG	0.457333333333333
C21orf62	0.3195
FMO5	-1.66641666666667
ATRIP	-0.129166666666667
CEBPG	0.307333333333333
C7orf38	0.112
TNFRSF1B	1.17516666666667
CLEC1A	1.87233333333333
IQSEC1	0.527
PATZ1	0.6991
RBM22	1.656
BAG2	-2.29316666666667
PAQR5	-2.2235
C9orf127	0.0471
THNSL1	-1.75625
SHROOM3	2.5018
JAM2	1.55475
SNRPN	-1.947
ALX4	-0.199
CACNA1S	0.3075
FAM130A1	1.254
CORIN	1.4265
CD300LB	0.353
PLEKHG6	0.692
LRRC40	-0.98225
PCLKC	-0.91725
PCDHB16	1.45633333333333
WNT2B	-0.085
ASNS	-1.79833333333333
MRPL49	-0.1045
FLJ46111	-0.73025
ISG20	0.1125
SMU1	-0.733166666666667
CASZ1	0.7425
POLR1D	-0.82375
GIN1	0.013
SNAG1	0.781833333333333
ANKRD29	-1.23525
CDKN2AIP	0.1135
KRR1	0.39875
CXCL1	-2.85283333333333
EPM2A	-0.0775
PC	-1.15016666666667
DEFB127	-0.614
PDZRN4	0.7205
FAH	1.242125
OR51E1	1.339
CDC2L6	0.345833333333333
DNTTIP1	-0.9105
PAX8	-0.29775
TMEM116	0.33175
C1orf150	0.5015
PRO2012	-0.12275
MRPL40	-0.294
BEX1	-3.1125
SLC2A4	-1.01533333333333
PKMYT1	-1.30425
FEZF2	0.152166666666667
SLC26A9	-1.24675
MAP2	0.409083333333333
LYL1	-1.115
SLC25A19	-0.937666666666667
NOS3	0.016
ZNF34	1.17683333333333
TMPRSS11F	-1.289
FAM43A	-0.22725
FCRL4	0.521333333333333
KLF14	-0.1205
FLRT2	-0.488333333333333
WRN	-0.951
SDF2	1.0652
KRT8P12	-0.4925
C6orf195	-0.2075
C9orf125	-1.6725
DZIP3	0.979875
RIT1	-0.0573333333333334
SCML1	-1.48383333333333
RHBDF2	-0.13025
OR2G3	0.041
REXO1L1	-0.105
MAP3K7IP3	1.149375
C3orf57	-3.9515
FBXW11	0.180833333333333
ETAA1	-0.18775
C14orf131	-0.6824
AKT1S1	-0.314
SLC12A5	-0.921125
C9orf164	1.27025
NRIP3	-0.782
NOS1AP	-1.073
TMEM121	1.051
SAP30BP	-0.4454
DGCR6	-0.0715
WDR76	-0.93875
FAM82B	0.939166666666667
LOC606495	-0.5375
MAP9	0.0798333333333334
BCDIN3D	-0.35825
CXorf36	3.43833333333333
DSCR3	-0.0673
ZFAND3	0.747625
C7orf43	-0.0231666666666667
SPSB3	-0.1363
C19orf19	0.25875
FAM133A	-2.722375
C12orf25	0.352
SLC39A3	0.157875
DISP2	2.3925
PI4KAP2	-3.132
MKRN3	-2.70466666666667
ADAMTS13	-0.767125
CBLN3	0.3777
TTYH1	-0.967166666666667
C3orf18	0.72575
FLJ13236	-1.14775
ZMYND12	3.38275
C18orf25	-0.019625
GLB1L3	-0.3785
ATP13A5	-0.3445
RANBP10	-0.65175
CD96	0.7069
DENND1C	1.0005
RBMS3	0.3796
SLC41A3	0.607333333333333
DGCR6L	-0.139
TMEM128	0.149
CSNK1G3	0.357785714285714
MOBKL2C	0.39825
TSPAN6	0.5485
MATN2	1.1471
MSL2L1	0.171833333333333
ST6GALNAC2	-2.55566666666667
FGFBP2	0.193375
FGL1	-5.91216666666667
MPP3	-1.50283333333333
ARHGEF6	1.5955
TGFBR2	0.5105
ACMSD	1.0075
IL33	3.9955
C9orf5	-0.634166666666667
DEAF1	-0.9279
AMN	-0.7695
DEFA6	-0.206875
RNF212	-1.10525
METT5D1	-0.218833333333333
CIB1	0.369
TSSK1B	0.2225
KIAA1727	1.1545
ZNF680	0.517333333333333
LOC399900	-2.01
LOC152217	-0.320083333333333
CTNNAL1	-2.2985
CIT	-1.79858333333333
TLE6	1.22125
ZNF607	-1.404
HERC4	-0.560166666666667
DRAP1	0.0747
PEMT	-0.3845
C10orf111	-0.4995
ZNF575	0.0325
KCTD7	0.2445
MYO1F	1.2925
LOC285382	0.06025
RAB11A	0.8137
PLCD3	-0.79475
C15orf28	0.5095
PTBP2	-0.948875
CTB-1048E9.5	0.400625
C19orf60	-0.095
C7orf25	0.977833333333333
SETD7	0.9635
HOXB9	-4.433
VANGL1	0.2044375
CHAF1B	-1.20475
NDUFA3	1.54625
KIAA1328	-0.00149999999999999
SHARPIN	0.67
TTC23	0.346125
UGP2	0.0158333333333333
ANKIB1	0.9299
CIRBP	0.564285714285714
SEC14L4	-2.85566666666667
OVCH1	0.156
VPS52	0.49125
FAT	-0.845
M6PRBP1	-0.04975
GPRIN3	0.8855
PPM1F	0.0365
TSR1	-0.01525
CCDC85A	3.00125
PCSK5	1.969
ZFHX3	0.243
HEMK1	0.1022
PGBD2	0.76875
RSRC2	0.128666666666667
AURKC	-1.37116666666667
SCRIB	0.945375
ORM2	-3.38883333333333
FAM115A	0.3319
FZD6	1.71775
UNC119	0.3665
GPX3	-0.6781
NOV	-0.282375
CABC1	0.696625
CDC42SE2	-0.2311875
EIF2S2	-0.7836
RNF130	0.651875
CKAP5	-0.265166666666667
RP11-413M3.2	-0.4925
C10orf18	1.2467
TMEM93	-0.00500000000000001
DYX1C1	2.21025
KCNMB2	-2.18785714285714
ANK3	0.95025
KRT5	0.691
CDH12	-1.128625
QRSL1	0.50825
JUB	-0.53825
SHC4	-1.973625
CCL15	1.84683333333333
CCDC22	-0.41825
SNX24	0.886
RARS	-0.8155
MORC2	0.24325
FAM48A	0.235
MT1H	-0.4145
PPP1R14C	-2.4225
FOXD1	-2.76807142857143
C1orf213	-2.5265
AMT	-1.1221
DSN1	-1.31075
PTPLAD2	2.6975
DIS3L	0.27025
RASL11A	1.8305
GPRC5B	-0.049
FRMD7	0.14
STRN4	0.467
KITLG	5.62159090909091
HDGF	-0.149
OR1S1	0.4225
SETX	0.0739
DDR2	0.544625
KCTD12	2.282
LYZL2	1.694
WDR52	0.4375
TMEM2	1.567375
ZNF579	-0.672
LOC200810	-0.06075
TNFSF9	-1.52725
PPFIA4	-2.75475
CNIH3	-0.122
MAP4K4	-1.46764285714286
ROD1	0.398642857142857
ALS2CR12	-0.276666666666667
DOCK3	1.6725
PAQR9	-5.02725
ASB17	0.293333333333333
STX16	-1.31
FEZ2	-0.188833333333333
DLAT	-0.359666666666667
KIF21B	-0.890333333333333
CDC5L	0.11275
TMEM119	1.43383333333333
CRIP3	-1.2135
TPSD1	0.597333333333333
TEPP	-0.2035
GNGT2	1.6895
C21orf121	-0.013
WNK1	0.320333333333333
FLJ10490	0.2213
OR51B5	-2.6525
LOC203547	0.15825
HAS1	-0.2935
PPA1	0.578333333333333
ST7	-0.147875
C11orf46	0.1281
POPDC3	-3.747
ACOX2	3.19816666666667
ATCAY	-0.831333333333333
TM4SF19	-0.628
MFSD9	-0.460166666666667
PDHB	0.8685
ERN1	-0.24775
LCE3C	0.4905
GPR111	-0.005
NOTCH3	1.34066666666667
ADAMTS5	2.02175
B3GALT1	-1.204
UGCGL1	-0.421666666666667
FAM58A	0.524666666666667
FBXO32	3.177
CLPP	-0.07125
NXPH1	0.7865
MTMR3	0.363166666666667
ATP1B3	-1.704625
TMEM16A	4.00475
HIST1H3F	0.5915
TRIM25	-0.339666666666667
SDCBP2	-0.2085
CRKL	-0.921375
HOXB2	1.71166666666667
ANP32B	-0.70425
GATM	5.091
AP4E1	-0.197
EDG5	0.39025
CDKN3	-1.76483333333333
CDH4	-2.436
PGD	-1.14383333333333
RND1	0.121
GAD1	-2.732
MPG	-0.385
LOC440350	0.6515
ZNF133	0.759
SERPINB12	-0.7205
AMELY	0.0825
DHX36	-0.33375
TNFAIP8L2	3.4465
PHTF2	0.3465
CCDC112	-0.268333333333333
IQCC	-1.67325
HEYL	2.42816666666667
FTSJ2	-0.630333333333333
APPL1	1.561875
RAB43	0.374428571428571
OR10G2	0.263
WAC	0.444
ADCY9	0.891125
RUNDC2B	0.392166666666667
PYCRL	1.1797
AGPAT7	-0.0986666666666667
SLC22A9	-1.158
CDKAL1	-0.6635
PDYN	-0.337
C20orf74	-0.259
MTMR11	0.60725
VAV3	5.41883333333333
DAPL1	1.4485
STXBP3	1.134
EIF3G	-0.74875
ARHGAP22	-0.2415
NPFFR1	0.0535
NPC1	-0.516
ALDH9A1	1.67616666666667
ZNF600	-0.01825
ZNF678	0.5865
RASSF1	-0.354
ADD2	-2.657375
PITPNB	-0.228625
PKD2L2	0.213
LRP11	0.402
CDKL1	-0.04525
SMEK2	0.60125
PRODH2	-3.456
C11orf54	0.263833333333333
SFRS11	-0.684333333333333
IL7	0.565833333333333
ALS2CR16	1.6425
BTG3	-2.26566666666667
PAK2	0.403333333333333
RP11-679B17.1	-0.02775
GATA4	0.349333333333333
ATP2B1	0.38975
LOC130940	2.2495
C1orf172	2.048
ATF7IP2	0.4165
SLC25A43	0.729833333333333
CENTG3	-0.608416666666667
IGF2BP1	-4.1729
FCHSD1	0.2645
CAMK2N2	-0.194
ELAVL3	-0.2459
NBPF15	-0.447333333333333
UBE2J2	-0.124916666666667
GNL2	-0.58375
PRR3	-0.4045
NLF2	-0.1625
OR4F6	0.249
KLHL24	1.3675
CCDC88A	-1.1948
SGPP1	-1.028
C10orf11	0.471166666666667
SLC35B4	-1.3965
UGT3A2	-0.6125
ARNT2	-1.6299
CBR1	-0.3485
ITPR3	-1.47383333333333
TRAPPC6B	-0.5201
AMZ1	2.573
ARP11	1.165
WDSUB1	0.663
APBA1	0.309666666666667
RAB2A	1.6064
C6orf162	-0.016125
HPSE2	0.88125
PLCE1	-1.33975
INSL3	0.62525
DLG1	0.4007
PTPLA	-1.5165
PIGX	0.533
TFIP11	1.00716666666667
FIBIN	2.4775
POLR2G	-0.38425
GRAP2	-1.0904
DNAJB8	-0.37375
CNBP	0.190833333333333
WASF1	0.6075
INPP5E	-1.319
HSPB1	0.663
TMEM167	0.236
CUBN	0.4575
IGF1	3.06875
ITPK1	-0.1724
NAALAD2	-1.34225
G3BP1	0.4088
NT5DC1	0.71875
CYP39A1	2.122
TMEM139	1.58033333333333
POLK	0.3083
GLULD1	-1.85525
RBM15	-0.407666666666667
AMZ2	-0.056
GDF15	-2.48833333333333
MESDC2	-0.57625
INCA	1.33733333333333
ACY1L2	-1.803
GZMM	0.156666666666667
PAIP1	0.01875
CACNA2D1	-0.066
STK32C	-0.196166666666667
SH3BP4	0.159166666666667
DEC1	-0.3675
PADI1	0.559
UBB	0.2049
PON3	3.33866666666667
PROP1	0.4235
ANKRD13B	-0.3615
ADCK1	-0.44175
TCF25	-0.108166666666667
SLC38A5	-2.6585
CXorf26	0.759333333333333
C19orf39	0.547
PPP1R13B	0.17775
ARL2	-1.329
TCL6	-0.154833333333333
TOP3A	-0.638
SLC16A14	0.8445
FXYD6	1.04833333333333
HIST1H4E	-0.2565
BBC3	-0.321947368421053
UNC5A	0.298166666666667
FAM86C	-0.26
PI4KB	0.1345
B3GAT1	-3.4435
SUSD2	1.991
OAZ2	0.096
NOC4L	-0.349
C10orf12	0.38075
FADS1	-3.942
LOC144097	-0.10225
DKK2	1.82883333333333
KIAA1949	0.51175
RHOT1	0.8265
OXT	1.1055
GPR153	-0.123
ARL4A	-0.5615
SAAL1	-1.9655
CCDC64	-0.2955
USE1	0.457666666666667
HNMT	0.841666666666667
PCGF3	-0.0643125
CYP2C19	0.42325
C20orf4	0.308
CCDC11	2.421
ACSBG2	-0.35225
RWDD2A	0.652
PALLD	2.03825
CPLX4	-0.621
LOC492311	1.41975
KPNA2	-1.78816666666667
MACROD1	-0.1422
TMCO3	-0.749166666666667
C15orf52	1.1305
BIRC5	-1.99306666666667
