Hybridization REF	TCGA-AN-A0FL-01A-11R-A034-07
MUSK	0.401333333333333
ZNF434	-0.375
SMARCD1	-0.389666666666667
ZFP106	-1.43625
ZNF347	0.541
GTF2E1	1.28725
RY1	-0.118833333333333
ATAD2B	-0.1025
ARHGAP17	0.2488
KCNIP3	0.96225
SFPQ	-0.478375
GFRA4	0.872166666666667
AKR1B10	-3.8095
TIGD6	-0.732
RGS16	-0.186125
URB1	-0.749833333333333
OR4C46	-0.187333333333333
TOP3B	-1.15325
NFATC4	0.09
CA14	-4.26
BMPR1A	1.23483333333333
SNRP70	-0.889125
PRL	0.0663636363636364
C6orf130	-0.99575
STAG2	0.0992500000000001
CD55	-0.843428571428572
RPS23	-1.09766666666667
SSX2	-0.878
FDPSL2A	-0.7
FBXO27	1.96625
SYNGR3	-0.612333333333333
TMSL3	1.516
EML1	-3.3095
NUP93	-1.11741666666667
SMAD3	-1.9284
KIAA1189	0.4425
HNRPUL2	1.23
TBC1D12	0.3735
C16orf24	0.2245
MRVI1	1.61833333333333
ZNF581	-0.379166666666667
ELOVL3	-0.826
OR51Q1	0.31075
CACNB3	0.0495
GALNT13	5.33125
C10orf84	1.242125
NEDD4	-1.3718
SPO11	1.0975
OR5AU1	0.69
NEK4	-0.387642857142857
PRKAR2A	-1.20433333333333
IHPK1	-1.01283333333333
ATP6V0B	1.002625
CACNA1E	1.792
CEACAM8	0.445166666666667
PEX14	1.462
FLJ12993	-0.4155
ZBTB38	1.61791666666667
PCTK2	-1.14916666666667
LRRC16	2.3499
FBLIM1	1.94108333333333
FYCO1	-0.4625
RP5-1022P6.2	0.18375
CMTM1	-0.546
PLTP	3.47933333333333
RAPH1	0.851375
DOCK8	-0.8025
EZH2	-1.83826666666667
SLC25A1	-0.122666666666667
PLEKHB1	2.4703
GRB7	0.7739
ZFP37	-0.95875
MRPL33	-1.3295
PELO	-1.54425
ARMC1	0.413727272727273
C9orf27	0.206375
FLJ25778	0.232
C9orf37	-0.966166666666667
TMEM66	-0.32625
SPRN	0.29525
HBEGF	0.419625
PI4KA	-1.4735
LEPRE1	-0.6555
POU2AF1	-4.849375
MRPL12	0.880833333333333
REP15	-1.313
ZC3H3	1.04825
RASAL1	2.46175
DDAH1	3.22975
ACBD5	0.471125
TMC2	-0.1855
CCDC137	0.30175
SAMD13	2.4545
UGT2B15	-4.21116666666667
TIPARP	-1.0555
DNASE1L3	-0.3615
TRIM72	1.12983333333333
DBX2	0.513
IPO8	0.3475
C21orf88	-1.6812
MAP3K14	-0.999
LOC51233	0.1165
GGTLA4	1.02775
PDE6D	-0.685
ZNF117	-0.91275
CLK2	-1.13475
NKRF	-0.5305
TNFSF15	2.1669
DUSP2	0.07775
SECISBP2	-0.8825
GABRR2	-0.594
PPAP2C	2.09225
LOC51145	0.206833333333333
PAG1	-1.532125
PIK3C3	-0.747
GNG10	-0.8
APOL4	0.187666666666667
ANKRD28	-1.161
STMN3	-1.621
RAB14	0.8715
CDK2AP2	-0.1845
HDDC3	-0.67525
COMMD7	-0.175375
CXXC1	-1.2605
HMCN1	-2.4966
CD40	-0.773
DYNC1LI2	-0.0404375
GDI1	-0.15975
LOC646938	-0.596
VSNL1	-4.86933333333333
PIH1D1	0.503166666666667
RAET1G	0.4445
KRTAP5-9	0.717
EFTUD2	-0.94425
ZNF311	0.0859999999999999
ATP6V1G3	0.37625
OR2W3	-0.49875
SCN4A	0.34925
MED10	-1.47025
FAM135A	-0.8857
ARHGAP4	-2.72075
EHMT2	-0.26775
UFD1L	0.1195
ERMP1	1.7595
MAG1	-1.42366666666667
THAP8	0.4
HACE1	-1.6965
FAM82C	-2.82883333333333
C3orf20	0.0145
UNC84A	0.249
SCD5	-0.453785714285714
LASS6	0.547
LSG1	0.430666666666667
MAL	-4.91125
GPR22	0.2565
WDR5B	1.58225
ACTRT1	-0.411
C17orf60	-1.38566666666667
GRIN2C	1.6199
ARMC8	0.234083333333333
SLC47A1	-2.77316666666667
DMPK	-0.61175
DHRS13	-0.1185
SMC1A	-0.521666666666667
KRTAP17-1	0.48425
SMYD5	-0.50225
TUSC2	0.241125
CRHR2	0.661
KIR3DL2	-0.2005
CCDC104	-1.03175
ATP2C1	0.747875
CROT	-1.5325
PABPC3	0.9885
EGR1	-0.929166666666667
THSD1	-0.962
KHK	-1.19175
SLC12A2	-2.0945625
CD58	-0.36125
STOX2	1.956
CCDC76	-0.4572
CCDC48	0.7295
DNAH1	-0.6925
ZIC4	0.48475
OR1G1	0.5975
PSMC6	-0.774166666666667
PROKR1	0.42
ABCB1	-1.9475
TRAT1	-2.7455
LLGL1	-0.1465
MTF1	1.7525
USP54	0.672
PAGE2B	-2.085
ITGB7	-3.47225
CCDC81	-0.4885
LOC149837	0.14375
SCUBE1	0.239
ZSCAN10	1.6355
HUWE1	0.384857142857143
CDH17	0.2305
CD180	0.40975
IL17A	-0.25475
TMPO	-1.843
KIAA1524	-0.922833333333333
HDGFRP3	-3.71983333333333
OXCT1	-0.158636363636364
RRAS2	-1.01683333333333
LTBP2	0.561625
SV2B	-0.896333333333334
CYP2A6	0.221875
PKD1L2	-0.989166666666667
PPM1M	-0.3345
FLJ22662	1.7475
ZNF502	1.25375
GP6	-0.591
CRYBA2	-1.82275
LEF1	-3.0313
CTPS	-0.702571428571429
EYA1	-1.684
EPS8L1	1.7845
MAPK14	-0.139916666666667
SERPINB2	-4.784
GTF2F2	0.980166666666667
ZNHIT4	-0.262
PLA1A	-0.205875
C20orf114	2.4185
HPR	-4.725
C18orf2	-2.25166666666667
SATB2	-2.95775
KCNJ9	0.341375
MGC157906	0.914
MOCS3	0.34975
C17orf71	-1.3755
PPHLN1	0.1095
HIST1H2BN	0.681875
RAPGEF1	0.08575
MAP3K8	-0.72575
DLG4	0.2725
STC1	-0.1355
CDGAP	2.03225
DDX26B	0.67575
LOC150223	-1.0515
CPSF3	-1.8735
TMEM14A	-0.998
MYH3	-3.00125
GPKOW	-0.28425
SULT1A1	-0.371166666666667
SPON1	0.1068
YY1AP1	0.367666666666667
RAB23	-1.7205
PLA2G4A	-1.5585
MAPRE3	-0.434
ZNF516	-1.00521428571429
GGPS1	1.70525
EXOC3L2	-0.0225
C19orf42	0.9305
MAP2K2	-1.07283333333333
HIST1H2BB	1.12925
RNF19B	0.853333333333333
C6orf128	2.05833333333333
TLR8	1.43925
PCDHA9	0.753
CARS2	-0.083625
CLUL1	0.160166666666667
RHAG	-3.74766666666667
UNK	0.44
EXOC8	0.9201
C9orf95	0.689
C14orf143	0.1645
MAML3	0.62
LDHA	-2.37475
MRPL20	0.841
KLHDC6	2.92166666666667
ATP5S	0.0386666666666667
C8orf55	2.00275
PHF19	-2.151625
KRTAP13-4	1.8635
TTC5	-0.09475
XKR5	-1.05225
SILV	-4.7005
TEX28	-0.432
TCTN1	-0.0595
CX40.1	0.53525
PPP2R5C	1.5155
C12orf30	-1.1555
CAPG	1.3395
MPZL1	1.5362
ARSB	-1.684
TDH	-2.083
WASF4	1.51
TSSK3	-1.0075
7A5	2.9525
CRISPLD1	4.152125
MAD1L1	-0.281666666666667
SPIN4	1.10483333333333
AMPD1	-1.5255
DPYSL5	-0.5275
INPP1	0.456666666666667
ANKRD11	-0.080388888888889
NPAS4	-0.121875
GCET2	-0.4049
RNASE9	-0.483
GUCY2D	0.509333333333333
CCDC98	-0.15225
FGF4	-0.18525
CPM	-1.37
SLC26A4	-1.64666666666667
PLD5	0.42175
FAM59A	3.2338
FBXO5	-1.80266666666667
SIPA1L1	0.765625
DPYS	0.294
ATG4D	0.96725
TGM3	0.632
MTCH1	0.0805
HK1	0.631714285714286
CDC26	0.083375
GALNT12	-4.358
LOC339229	0.71575
MRPL35	0.076875
ORC4L	0.0281250000000001
TNKS	0.2745
C2orf24	0.800833333333333
ZNF553	0.369666666666667
GGTLA1	1.4689
ZNF497	0.2705
CDY1B	0.12125
SLC30A4	0.14075
TUB	0.097625
ARHGEF18	-1.181
ARRB1	0.18075
KCNK1	2.11175
EREG	-2.4527
SCAMP5	-1.53375
RUNDC3B	0.201
ADAMTS20	-0.09475
IL17RB	-0.345375
FLJ20323	-0.028
MCAM	1.364375
POLR3E	-1.75783333333333
AQR	0.7005
IPMK	1.536
CDCA7	-2.927
CAMP	0.8555
GRHL3	-0.70125
ADAMTSL2	0.7335
CLMN	2.894
SSTR3	0.4125
MAGEA5	-1.90183333333333
OVOL2	3.748
JMJD1B	-0.1605
RBL2	0.4481
PYGO2	0.95175
PPP1R10	0.332666666666667
CSE1L	-1.32566666666667
LCA5	0.1395
RDH16	-0.434
ASRGL1	1.989625
TOM1	1.18916666666667
PTX3	-6.661
TTC15	-0.3805
SCGB3A1	4.753
MRPL50	-0.85
RCAN3	1.431125
SLC26A11	0.603
STYX	0.837833333333333
CINP	0.1995
MARCH7	0.58875
PFKM	-0.326666666666667
SGMS1	-0.04
RIOK3	0.9555
C1orf110	0.924
CES7	0.050375
LOC440248	-2.27725
PPP1R12C	-1.13875
C10orf27	0.5125
ATG9A	0.25425
MRPS26	1.21025
TMEM40	-0.38725
ELP3	-1.1326
ZNF787	0.9355
HIAT1	0.12425
C8orf34	-0.326
MGC4655	-0.0415
PELI1	1.60416666666667
PPT1	-0.3583
SLC35C2	-0.209333333333333
C6orf125	0.5445
MUC4	-1.163
RFC4	-2.44071428571429
GNB2	0.317333333333333
NUP50	0.897785714285714
SULT4A1	-1.4245
C7	0.199125
CCDC130	0.326333333333333
ARRDC4	-0.141
RQCD1	-0.65
GLYCTK	-1.1025
AYTL2	-2.44236363636364
MTUS1	1.7637
LEMD3	0.174
PLEKHF2	-0.18825
HOXA7	2.404
GTF3C2	-2.016
DYNLRB2	-0.1825
CNOT10	-0.3545
MR1	-0.4625
FFAR1	-0.06875
PRIC285	0.48525
SLITRK6	6.60975
LIX1	-1.3962
UBE1L2	-0.4025
F8	-1.126875
ACHE	0.369333333333333
KPNA5	-0.87625
TNFRSF12A	-0.442166666666667
EGR3	-2.3785
SERPIND1	-3.07766666666667
OASL	2.07025
IFRD1	-0.837
WDFY1	-0.552833333333333
ZNF267	0.222625
ACCN5	0.1475
ZBTB6	-0.63225
PPP1R3A	-0.342
PRRT3	-0.496
FBXL19	0.22
TXNIP	1.01535714285714
ACTN2	1.96325
ATG9B	-0.587625
C9orf117	0.63925
IL27	0.166
RPL36AL	0.0405
KLK15	0.45925
CHAD	0.3545
RAP2B	0.03
HEBP2	2.17075
ZNF342	0.961
CAMK2G	-0.0886666666666667
TLR3	-0.2585
FGF14	-0.0905000000000001
HMGB2	-1.907625
TRPM5	0.613166666666667
OR5M11	0.343
KIF3B	0.502526315789473
PRICKLE2	0.41925
MTMR9	-0.7
C3orf27	0.415
GLRA3	-2.0835
NSDHL	-0.0238333333333333
TMEM32	-0.43825
POLR2D	-1.05841666666667
MYADML	0.713
C9orf114	-0.6765
MRGPRX1	0.853
TOPORS	1.36425
CLDN19	-1.267
C1QL4	0.1875
RNF165	-2.923
DHRS9	-1.76175
DNAH2	-1.8675
FXR1	-0.881
ZMYM3	-1.007125
CASP3	-0.800333333333333
FAM120C	0.759875
SCLY	-2.2145
CA7	0.22
ENTPD5	1.19733333333333
ZNF461	-0.1775
PDIA5	-1.0465
C1orf19	-0.375833333333333
TMEM67	-1.15
KCTD20	-0.32125
WDR47	-0.0855
FLJ38723	0.4505
KLRF1	0.254166666666667
TAS2R16	0.817
CLDN12	-0.1835
PRKCE	-0.15
UBXD4	-1.024
ITGAM	1.27366666666667
GLT8D3	-1.3465
WDR31	1.3849
RGS2	4.0565
OR51L1	0.8995
MST1R	-0.87125
KIAA1737	1.06975
OR4A5	0.085
GLIS1	-1.69583333333333
PTMA	1.08335714285714
NAPA	1.6295
PRDM11	0.324
LIPF	-0.075
DIRAS3	-0.673
ASGR2	-4.039375
C1QTNF4	0.952
PIK3R4	0.331666666666667
ARMC3	1.50575
NDUFV3	-0.627666666666667
BTBD3	1.59016666666667
PPP1R2	0.828666666666667
UBE2NL	-0.912
FOSL2	-0.676357142857143
FAM119A	-0.314
TUBA4A	-0.0413000000000001
KRTAP12-1	-0.1205
SFRS2	-1.47175
RHPN1	0.7032
EEF2	-1.36933333333333
ZDHHC11	-2.012
EPHA3	-1.4529
RBM12	-1.1755
H2AFJ	0.294083333333333
EDIL3	2.4575
KIF26A	-2.35475
SERGEF	0.2155
B3GALT4	3.55275
LOC90925	0.151
OSCAR	0.067375
NPFF	-0.9905
DEDD	0.697875
TMEM155	-0.89325
PTPN1	0.086
SCYL2	-0.120833333333333
SKAP1	-1.16275
LEAP2	-3.99483333333333
GADD45G	0.7717
IFITM3	0.575
PILRB	-1.71716666666667
SLU7	0.0245
DSC3	0.24925
DNMT3L	-0.86
PAPD5	0.638
B3GNT3	2.456
LHCGR	0.2185
MSL-1	-0.28475
UBE2S	-1.462125
SAP130	-0.17575
ANAPC11	0.73975
MAGED4B	-1.202
ATP6V1B2	0.165166666666667
C14orf179	1.045625
CAPZA1	-0.34025
CDYL2	-0.393666666666667
GLRX3	-0.493333333333333
LOC136288	-0.53375
MOBKL1A	0.59375
HTR2B	0.93275
CRYGD	0.202666666666667
NUS1	0.787
PGRMC1	1.159
MYOM2	-1.762
FLJ39653	-1.51466666666667
CHM	0.3626
OR5M8	0.0745
ZNF619	-0.463
FAM105A	-1.478
CCNL1	-1.85375
NAP1L3	-2.39325
C10orf57	1.3735
B3GALNT1	0.351666666666667
CSN1S2A	-0.4385
TCP10L	0.5065
GDAP2	1.1725
DMKN	-3.579
COX6B1	1.52375
DNASE2	1.75883333333333
MSH5	-2.26825
LGMN	0.501625
USP31	-0.7188
OR13C8	0.6605
SDCBP	0.3781
NUDT11	-3.90183333333333
PYGL	-0.122166666666667
SNPH	1.044
B3GNT4	-0.2355
MIZF	-0.6124
NUBPL	-0.76425
NOD1	0.279
CDH22	-0.246125
NUBP1	-0.682666666666667
DSCAM	-3.9055
DGKI	-0.8455
FAM136A	-0.455
AKAP1	0.726833333333333
SLC16A6	-2.23825
RIN3	0.91525
PSG2	-0.011
DIP2B	0.603416666666667
PSORS1C1	-0.2992
KIAA0495	-0.5615
FLJ90709	-1.71233333333333
LPA	-0.00983333333333334
PIGA	1.88716666666667
LY75	4.7185
UTS2	-6.0955
RREB1	0.711
GALNACT-2	-0.8521
MGC3196	0.97025
FLJ31568	0.7755
LPHN1	-0.364
SP1	1.76875
TOX4	0.231666666666667
HSPA9	-0.1031
APOBEC1	-0.3995
SLC35E4	-1.35375
LSM5	-0.7175
SURF1	0.79475
ZBTB1	-0.0162499999999999
GTF2F1	-0.72475
RPS15A	-0.553142857142857
DUSP21	0.1525
GINS4	-2.562
MYO15A	-1.21283333333333
GIMAP7	3.0565
MGC13379	1.10975
ATP6V1E2	-1.786
UTP3	-0.3245
HNRPA3	-0.6543125
MT4	1.1185
C14orf155	0.15875
U1SNRNPBP	0.5035
CKLF	-0.6425
PLEKHN1	0.619666666666667
MBNL1	0.18575
NUP160	-1.2615
ACSM2A	-1.0745
LOC129881	-0.5105
KIAA1529	-2.27225
FLJ22639	-0.3115
HAND1	-0.866
GSX1	0.544
FGA	-3.8794375
SERPINB1	-1.177
ZNF642	0.154
IGFBP1	-8.18025
SLC1A1	-0.886875
DHX57	-1.07275
ZNF766	1.3945
PTPN21	-0.799333333333333
GDPD3	-2.72733333333333
PNPLA5	0.158
TBR1	-0.241166666666667
FAM116A	-1.61675
IQGAP1	0.32625
FOS	-1.517375
ZNF226	0.461375
FIGNL1	-2.4415
C14orf1	0.337666666666667
ZMYND17	-0.906
PUS7	-0.292166666666667
TUBB6	-1.9035
KCNQ2	-0.93525
MARCH6	0.10975
CCDC33	0.6955
PRODH	-1.57425
RBM11	-2.85325
EPHA6	0.103428571428571
SLC43A1	0.4815
LOC196541	0.6665
NTN1	0.41925
ING4	-0.04425
PCDHB10	2.76475
DPH2	-0.291666666666667
SPACA4	0.203
FBXL21	-4.26
DIAPH1	-0.589333333333333
ZNF71	0.470833333333333
CEP76	-0.579
CORO1A	-1.85425
RRM2	-3.69675
EDG4	0.883
OS9	1.1805
SLC4A1AP	-1.05725
COG5	-0.48675
COPS8	-1.6085
NGLY1	-1.0335
NCBP2	0.9265
C17orf42	-1.93316666666667
GPSM3	0.767625
SIL1	-0.0841666666666667
ASB6	0.419
SMAD5OS	-0.105833333333333
UNC93A	-2.860125
A1BG	0.567666666666667
C21orf62	0.5565
FMO5	3.126
ATRIP	-1.34566666666667
CEBPG	0.171
C7orf38	0.296166666666667
TNFRSF1B	0.0501666666666666
CLEC1A	0.311166666666667
IQSEC1	0.028375
PATZ1	1.224
RBM22	0.38125
BAG2	-4.10016666666667
PAQR5	-1.7295
C9orf127	1.7731
THNSL1	-0.502
SHROOM3	2.8424
JAM2	-1.034
SNRPN	-1.2535
ALX4	-0.354
CACNA1S	0.205
FAM130A1	-0.2795
CORIN	0.7755
CD300LB	0.2655
PLEKHG6	0.5725
LRRC40	-1.12875
PCLKC	-0.6935
PCDHB16	3.49366666666667
WNT2B	0.145833333333333
ASNS	-0.554555555555555
MRPL49	-0.247125
FLJ46111	-0.66775
ISG20	-0.6745
SMU1	0.192333333333333
CASZ1	0.9645
POLR1D	-0.61275
GIN1	-1.48875
SNAG1	-0.0546666666666667
ANKRD29	-2.90825
CDKN2AIP	-0.46175
KRR1	-0.42775
CXCL1	-5.386
EPM2A	-0.3644
PC	0.858
DEFB127	0.966
PDZRN4	0.438833333333333
FAH	0.015125
OR51E1	2.606
CDC2L6	1.44583333333333
DNTTIP1	-0.367
PAX8	-0.3655
TMEM116	0.95875
C1orf150	-0.3405
PRO2012	0.42
MRPL40	-0.0495
BEX1	-3.6534
SLC2A4	2.70583333333333
PKMYT1	-1.23925
FEZF2	0.000166666666666685
SLC26A9	3.8395
MAP2	2.82433333333333
LYL1	-1.596
SLC25A19	-0.16
NOS3	1.511
ZNF34	1.46133333333333
TMPRSS11F	-1.14825
FAM43A	-0.76
FCRL4	0.359
KLF14	0.8065
FLRT2	-2.099
WRN	-1.99475
SDF2	-0.1258
KRT8P12	0.0275
C6orf195	0.4325
C9orf125	-2.21383333333333
DZIP3	-0.18025
RIT1	0.66825
SCML1	-3.54533333333333
RHBDF2	0.430875
OR2G3	0.5165
REXO1L1	-0.332
MAP3K7IP3	0.09175
C3orf57	-2.91825
FBXW11	-1.1235
ETAA1	-0.97425
C14orf131	-1.1422
AKT1S1	-0.17925
SLC12A5	-1.0775
C9orf164	0.52875
NRIP3	-0.60725
NOS1AP	-0.5575
TMEM121	-0.20575
SAP30BP	0.1108
DGCR6	0.87925
WDR76	-1.69775
FAM82B	0.31625
LOC606495	-0.4695
MAP9	0.661333333333333
BCDIN3D	1.34675
CXorf36	2.839
DSCR3	-0.7533
ZFAND3	0.990625
C7orf43	0.564833333333333
SPSB3	0.7277
C19orf19	0.96475
FAM133A	-3.450125
C12orf25	-0.1935
SLC39A3	-0.604875
DISP2	-1.951
PI4KAP2	-2.5145
MKRN3	-1.67183333333333
ADAMTS13	-1.18375
CBLN3	-0.0595
TTYH1	3.61016666666667
C3orf18	-1.20275
FLJ13236	-2.20675
ZMYND12	2.30175
C18orf25	-0.170375
GLB1L3	-0.532
ATP13A5	0.85
RANBP10	0.00425
CD96	-2.1605
DENND1C	0.11
RBMS3	-0.1972
SLC41A3	1.00733333333333
DGCR6L	0.882
TMEM128	0.218833333333333
CSNK1G3	-0.764571428571429
MOBKL2C	1.0605
TSPAN6	1.895375
MATN2	-0.1588
MSL2L1	0.7795
ST6GALNAC2	0.420333333333333
FGFBP2	-0.25975
FGL1	-6.5645
MPP3	-5.251
ARHGEF6	0.593833333333333
TGFBR2	-0.06
ACMSD	-1.0485
IL33	1.5095
C9orf5	-0.0076666666666667
DEAF1	0.1811
AMN	1.167
DEFA6	0.09875
RNF212	-1.26125
METT5D1	-0.00433333333333333
CIB1	-0.8128
TSSK1B	0.3925
KIAA1727	1.6305
ZNF680	-0.273583333333333
LOC399900	-1.8235
LOC152217	1.29716666666667
CTNNAL1	-2.5395
CIT	-2.63116666666667
TLE6	-0.7715
ZNF607	0.291
HERC4	-0.3885
DRAP1	0.2283
PEMT	-0.8675
C10orf111	0.926
ZNF575	1.320625
KCTD7	-0.35325
MYO1F	-0.3135
LOC285382	-0.0585
RAB11A	-0.5568
PLCD3	-0.97975
C15orf28	-0.6085
PTBP2	-0.473375
CTB-1048E9.5	0.532625
C19orf60	0.545166666666667
C7orf25	-0.881666666666667
SETD7	0.301125
HOXB9	-4.6435
VANGL1	0.81075
CHAF1B	-1.90725
NDUFA3	1.46475
KIAA1328	-1.42983333333333
SHARPIN	1.0865
TTC23	-1.036125
UGP2	0.598083333333333
ANKIB1	1.0066
CIRBP	0.0345714285714286
SEC14L4	0.456833333333333
OVCH1	0.0923333333333333
VPS52	-0.76125
FAT	0.304
M6PRBP1	-0.869
GPRIN3	-0.4545
PPM1F	-0.754666666666667
TSR1	-0.8885
CCDC85A	0.478
PCSK5	0.9825
ZFHX3	1.249
HEMK1	-1.7403
PGBD2	1.35025
RSRC2	-0.154
AURKC	-2.04433333333333
SCRIB	1.526125
ORM2	-4.011
FAM115A	0.6781
FZD6	0.323
UNC119	-0.195333333333333
GPX3	-0.9374
NOV	-0.94675
CABC1	0.104875
CDC42SE2	-0.0525625
EIF2S2	-1.1747
RNF130	0.51325
CKAP5	-1.18216666666667
RP11-413M3.2	1.276375
C10orf18	0.5395
TMEM93	-0.647
DYX1C1	-0.4015
KCNMB2	-2.243625
ANK3	0.630916666666667
KRT5	-2.3372
CDH12	-0.776375
QRSL1	-0.21025
JUB	-1.89975
SHC4	0.90725
CCL15	0.3735
CCDC22	0.1415
SNX24	-2.127
RARS	-1.44875
MORC2	1.24975
FAM48A	-0.688
MT1H	-2.377
PPP1R14C	-2.93366666666667
FOXD1	1.533
C1orf213	-1.7975
AMT	-2.4685
DSN1	-1.4195
PTPLAD2	-0.73175
DIS3L	-1.10925
RASL11A	1.016
GPRC5B	2.907
FRMD7	-1.455
STRN4	0.551
KITLG	-1.25581818181818
HDGF	1.29375
OR1S1	-0.0635
SETX	0.0913
DDR2	-1.17325
KCTD12	-0.212
LYZL2	-0.02325
WDR52	1.015
TMEM2	1.739
ZNF579	0.899166666666667
LOC200810	1.3485
TNFSF9	-1.987375
PPFIA4	-3.06125
CNIH3	-1.402
MAP4K4	-1.46671428571429
ROD1	0.521428571428571
ALS2CR12	-0.1074
DOCK3	-0.746166666666666
PAQR9	-3.9435
ASB17	1.00983333333333
STX16	-0.937375
FEZ2	-1.42516666666667
DLAT	0.8985
KIF21B	-1.38933333333333
CDC5L	0.46725
TMEM119	0.0608333333333333
CRIP3	-1.87425
TPSD1	-0.55
TEPP	1.15075
GNGT2	0.55875
C21orf121	-0.08425
WNK1	-0.974916666666667
FLJ10490	1.6974
OR51B5	-1.797
LOC203547	-0.240125
HAS1	-0.567
PPA1	-0.612
ST7	-0.191625
C11orf46	0.5248
POPDC3	-3.855
ACOX2	-2.59483333333333
ATCAY	0.0778333333333333
TM4SF19	-1.26575
MFSD9	0.676166666666667
PDHB	-1.36775
ERN1	0.669
LCE3C	0.383
GPR111	-0.069
NOTCH3	2.72466666666667
ADAMTS5	1.954
B3GALT1	-1.111
UGCGL1	1.19366666666667
FAM58A	1.103
FBXO32	2.7715
CLPP	-1.0285
NXPH1	-1.50825
MTMR3	1.13133333333333
ATP1B3	0.7305
TMEM16A	4.316
HIST1H3F	0.944166666666666
TRIM25	0.00583333333333336
SDCBP2	1.451
CRKL	-1.085125
HOXB2	1.03983333333333
ANP32B	0.058
GATM	3.5915
AP4E1	-0.724375
EDG5	0.88925
CDKN3	-1.361
CDH4	-2.871
PGD	0.202333333333333
RND1	0.293
GAD1	-2.883
MPG	-0.128
LOC440350	-0.835
ZNF133	0.32925
SERPINB12	-0.454
AMELY	0.126
DHX36	-1.19
TNFAIP8L2	2.54983333333333
PHTF2	0.185722222222222
CCDC112	-0.9715
IQCC	-1.74175
HEYL	3.49066666666667
FTSJ2	-0.135
APPL1	0.312625
RAB43	2.18407142857143
OR10G2	0.134
WAC	-0.416
ADCY9	-0.408
RUNDC2B	0.492833333333333
PYCRL	1.5538
AGPAT7	-0.462
SLC22A9	-0.990333333333333
CDKAL1	-0.0035
PDYN	-0.5495
C20orf74	1.43525
MTMR11	-1.646
VAV3	-0.8835
DAPL1	0.74925
STXBP3	0.40975
EIF3G	-0.2935
ARHGAP22	-1.12275
NPFFR1	0.406
NPC1	-0.0856666666666667
ALDH9A1	2.62283333333333
ZNF600	0.38225
ZNF678	-0.448333333333333
RASSF1	-1.05425
ADD2	-2.616375
PITPNB	0.177375
PKD2L2	-0.123285714285714
LRP11	-0.67375
CDKL1	-1.0985
SMEK2	1.01225
PRODH2	-3.1535
C11orf54	0.509666666666667
SFRS11	-0.462333333333333
IL7	-1.42633333333333
ALS2CR16	2.718
BTG3	-0.242
PAK2	0.126722222222222
RP11-679B17.1	-1.18375
GATA4	-1.15766666666667
ATP2B1	-1.3865
LOC130940	1.15
C1orf172	2.40416666666667
ATF7IP2	-3.76625
SLC25A43	-0.694833333333333
CENTG3	0.637916666666667
IGF2BP1	-3.696
FCHSD1	0.045
CAMK2N2	1.2775
ELAVL3	-0.00409999999999997
NBPF15	-1.11916666666667
UBE2J2	0.665166666666667
GNL2	0.23175
PRR3	0.5424
NLF2	2.0375
OR4F6	0.171
KLHL24	2.85233333333333
CCDC88A	-2.7243
SGPP1	-3.02083333333333
C10orf11	1.23533333333333
SLC35B4	-0.684166666666667
UGT3A2	-1.2055
ARNT2	-2.9311
CBR1	1.01125
ITPR3	-0.627166666666667
TRAPPC6B	0.0364
AMZ1	-1.7495
ARP11	2.83375
WDSUB1	1.113
APBA1	2.82416666666667
RAB2A	1.3602
C6orf162	0.562875
HPSE2	0.52475
PLCE1	0.54075
INSL3	-0.127
DLG1	0.166
PTPLA	-4.00025
PIGX	0.3895
TFIP11	0.4065
FIBIN	0.3555
POLR2G	-1.25
GRAP2	-2.4386
DNAJB8	-0.45975
CNBP	0.826
WASF1	-3.007
INPP5E	-1.4612
HSPB1	-0.2549375
TMEM167	-1.0503
CUBN	0.05475
IGF1	0.7123125
ITPK1	-1.0685
NAALAD2	-1.5215
G3BP1	0.0309
NT5DC1	0.023875
CYP39A1	2.2685
TMEM139	2.713
POLK	-1.1035
GLULD1	-2.66875
RBM15	-0.656166666666667
AMZ2	-1.2785
GDF15	-2.50083333333333
MESDC2	-0.219
INCA	-0.670666666666667
ACY1L2	-0.3295
GZMM	-0.940333333333333
PAIP1	0.542
CACNA2D1	-0.72325
STK32C	-0.948666666666667
SH3BP4	2.81666666666667
DEC1	0.9375
PADI1	0.5515
UBB	0.2554
PON3	3.986
PROP1	2.3905
ANKRD13B	-1.638
ADCK1	-1.0785
TCF25	0.50825
SLC38A5	-3.08775
CXorf26	0.2925
C19orf39	-0.086
PPP1R13B	2.0115
ARL2	-1.3195
TCL6	0.35975
TOP3A	-1.1635
SLC16A14	2.2005
FXYD6	2.6985
HIST1H4E	0.55575
BBC3	0.963842105263158
UNC5A	0.2465
FAM86C	0.0713
PI4KB	0.582625
B3GAT1	-2.931
SUSD2	1.574
OAZ2	-0.427666666666667
NOC4L	-0.9455
C10orf12	0.0705
FADS1	-2.64083333333333
LOC144097	0.0375
DKK2	-0.2515
KIAA1949	-0.9655
RHOT1	-0.6632
OXT	1.14766666666667
GPR153	1.2735
ARL4A	1.31933333333333
SAAL1	-2.262
CCDC64	-0.5035
USE1	-0.1155
HNMT	-0.0265
PCGF3	0.133875
CYP2C19	0.7105
C20orf4	-0.1525
CCDC11	-0.628
ACSBG2	-0.158
RWDD2A	-0.24825
PALLD	1.369875
CPLX4	0.741
LOC492311	-1.2525
KPNA2	-1.51
