Hybridization REF	TCGA-B6-A0IJ-01A-11R-A034-07
EPDR1	-1.6375
MUSK	0.299
ZNF434	-1.2975
SMARCD1	-0.872
ZFP106	-0.37125
ZNF347	-0.6932
GTF2E1	0.5735
RY1	0.0208333333333333
ATAD2B	0.436625
ARHGAP17	-0.3581
KCNIP3	1.4805
SFPQ	1.057125
GFRA4	1.19383333333333
AKR1B10	-2.026625
TIGD6	-0.1585
RGS16	2.70125
URB1	0.107166666666667
OR4C46	0.330666666666667
TOP3B	-0.694
NFATC4	-0.3815
CA14	-4.502
BMPR1A	-0.0536666666666667
SNRP70	-1.20525
PRL	-0.223666666666667
C6orf130	-0.4305
STAG2	-0.0765
CD55	-0.376
RPS23	-0.779166666666667
SSX2	-1.66133333333333
FDPSL2A	-0.15125
FBXO27	0.66725
SYNGR3	-1.11133333333333
TMSL3	2.312
EML1	-0.7885
NUP93	-0.241666666666667
SMAD3	-1.2832
KIAA1189	0.295333333333333
HNRPUL2	0.416666666666667
TBC1D12	0.296333333333333
C16orf24	-0.4615
MRVI1	1.22833333333333
ZNF581	-0.523
ELOVL3	-0.765
OR51Q1	0.9795
CACNB3	0.381833333333333
GALNT13	1.970625
C10orf84	0.5825
NEDD4	-1.8397
SPO11	0.076
OR5AU1	0.272
NEK4	0.191928571428571
PRKAR2A	-0.1125
IHPK1	0.298333333333333
ATP6V0B	0.96125
CACNA1E	2.3275
CEACAM8	-0.2015
PEX14	-0.213
FLJ12993	-1.1865
ZBTB38	-0.537583333333333
PCTK2	-0.802
LRRC16	0.9185
FBLIM1	1.61458333333333
FYCO1	0.02725
RP5-1022P6.2	-0.579666666666667
CMTM1	-0.0103333333333334
PLTP	0.774166666666667
RAPH1	1.19275
DOCK8	2.11325
EZH2	-0.689933333333333
SLC25A1	-0.9265
PLEKHB1	0.6404
GRB7	1.2996
ZFP37	-0.89275
MRPL33	0.3095
PELO	0.157
ARMC1	-0.573
C9orf27	-0.2395
FLJ25778	1.1175
C9orf37	-1.3785
TMEM66	-1.347
SPRN	0.467625
HBEGF	-0.096
PI4KA	-0.9665
LEPRE1	-1.564
POU2AF1	1.36675
MRPL12	0.4075
REP15	-0.8105
ZC3H3	1.4895
RASAL1	-1.3615
DDAH1	0.1165
ACBD5	0.020875
TMC2	0.3595
CCDC137	-0.8135
SAMD13	-1.05183333333333
UGT2B15	-3.18683333333333
TIPARP	-1.495
DNASE1L3	1.10675
TRIM72	0.4284
DBX2	0.06575
IPO8	-0.05125
C21orf88	0.3183
MAP3K14	0.9195
LOC51233	0.291
GGTLA4	-0.24425
PDE6D	0.5715
ZNF117	-1.876
CLK2	-0.3335
NKRF	-0.03325
TNFSF15	0.2376
DUSP2	0.783
SECISBP2	0.1017
GABRR2	-0.6775
PPAP2C	1.50025
LOC51145	-0.1145
PAG1	0.965625
PIK3C3	0.28575
GNG10	-0.416
APOL4	0.647166666666667
ANKRD28	-0.923625
STMN3	-2.4676
RAB14	0.467
CDK2AP2	-0.445
HDDC3	-0.4705
COMMD7	0.706
CXXC1	-0.5695
HMCN1	-1.30983333333333
CD40	1.532
DYNC1LI2	-0.497
GDI1	0.017
LOC646938	0.20525
VSNL1	-1.231
PIH1D1	-0.834166666666667
RAET1G	0.8075
KRTAP5-9	-0.0545
EFTUD2	-0.4585
ZNF311	-1.5
ATP6V1G3	0.40375
OR2W3	-0.73225
SCN4A	0.5915
MED10	0.000124999999999986
FAM135A	0.9957
ARHGAP4	-0.36375
EHMT2	-0.771375
UFD1L	0.137
ERMP1	-0.02925
MAG1	0.0441666666666667
THAP8	1.03183333333333
HACE1	-0.262833333333333
FAM82C	-0.0638333333333333
C3orf20	-2.04
UNC84A	-0.736166666666667
SCD5	1.53
LASS6	1.0575
LSG1	-0.4415
MAL	-4.046
GPR22	-0.5065
WDR5B	0.5505
ACTRT1	0.4475
C17orf60	0.421833333333333
GRIN2C	0.2074
ARMC8	0.369
SLC47A1	-1.8365
DMPK	-0.59575
DHRS13	-0.709166666666667
SMC1A	-0.218
KRTAP17-1	0.0795
SMYD5	-0.491
TUSC2	-0.28225
CRHR2	0.8885
KIR3DL2	1.339
CCDC104	-0.8285
ATP2C1	1.2425
CROT	-1.049
PABPC3	0.225
EGR1	-1.60783333333333
THSD1	0.194
KHK	-0.313
SLC12A2	1.0576875
CD58	-0.014
STOX2	1.27683333333333
CCDC76	-0.2798
CCDC48	0.70875
DNAH1	-0.476833333333333
ZIC4	0.97975
OR1G1	0.795
PSMC6	-1.11166666666667
PROKR1	1.156
ABCB1	-0.707875
TRAT1	-0.2925
LLGL1	0.221
MTF1	0.32325
USP54	-0.28425
PAGE2B	-2.052
ITGB7	-3.07375
CCDC81	0.005
LOC149837	-0.2735
SCUBE1	-0.2405
ZSCAN10	1.676
HUWE1	0.706
CDH17	1.6005
CD180	1.69725
IL17A	0.089
TMPO	-0.308375
KIAA1524	0.4184
HDGFRP3	0.374333333333333
OXCT1	-0.196727272727273
RRAS2	0.015
LTBP2	1.0831875
SV2B	3.83583333333333
CYP2A6	-0.000124999999999986
PKD1L2	-0.975666666666667
PPM1M	0.2475
FLJ22662	2.519
ZNF502	1.35175
GP6	-0.69875
CRYBA2	-1.79575
LEF1	-2.6236
CTPS	0.257142857142857
EYA1	-2.518
EPS8L1	-0.61475
MAPK14	-0.273666666666667
SERPINB2	-1.591125
GTF2F2	1.02766666666667
ZNHIT4	-0.483
PLA1A	0.147375
C20orf114	0.67525
HPR	-3.308
C18orf2	-2.62816666666667
SATB2	-1.07725
KCNJ9	-0.393875
MGC157906	0.0915
MOCS3	0.1395
C17orf71	-0.738833333333333
PPHLN1	-0.8277
HIST1H2BN	0.1185
RAPGEF1	0.55425
MAP3K8	2.425
DLG4	0.383833333333333
STC1	-0.500916666666667
CDGAP	1.4345
DDX26B	0.12325
LOC150223	-0.5175
CPSF3	-1.05
TMEM14A	1.88875
MYH3	-2.1105
GPKOW	-0.23475
SULT1A1	-0.696666666666667
SPON1	0.332
YY1AP1	1.22666666666667
RAB23	0.71675
PLA2G4A	-2.7655
MAPRE3	0.07975
ZNF516	-0.326071428571429
GGPS1	0.0055
EXOC3L2	-0.4075
C19orf42	0.2554
MAP2K2	-0.222666666666667
HIST1H2BB	0.00775
RNF19B	1.77433333333333
C6orf128	0.200833333333333
TLR8	4.14525
PCDHA9	-0.6615
CARS2	0.6575
CLUL1	0.850166666666667
RHAG	-3.73833333333333
UNK	0.5315
EXOC8	1.695
C9orf95	1.75875
C14orf143	-0.330166666666667
MAML3	0.474285714285714
LDHA	-1.76175
MRPL20	0.53125
KLHDC6	1.04633333333333
ATP5S	-0.141833333333333
C8orf55	0.73875
PHF19	-1.017375
KRTAP13-4	0.7475
TTC5	-1.44375
XKR5	-0.2235
SILV	-3.89766666666667
TEX28	-1.9625
TCTN1	-1.453
CX40.1	0.66375
PPP2R5C	-0.25575
C12orf30	-0.7725
CAPG	2.1365
MPZL1	1.57265
ARSB	-0.141333333333333
TDH	-3.374
WASF4	0.46225
TSSK3	-0.985166666666667
7A5	0.0435
CRISPLD1	0.886625
MAD1L1	-0.7805
SPIN4	0.759833333333333
AMPD1	2.81125
DPYSL5	-0.6245
INPP1	0.5135
ANKRD11	0.231555555555556
NPAS4	0.184571428571429
GCET2	0.9972
RNASE9	0.408
GUCY2D	-0.0375
CCDC98	-0.564
FGF4	-0.679375
CPM	1.20633333333333
SLC26A4	-1.77
PLD5	0.33625
FAM59A	0.1706
FBXO5	-0.774333333333333
SIPA1L1	0.02825
DPYS	0.92775
ATG4D	0.21175
TGM3	-0.322
MTCH1	-0.544875
HK1	0.287071428571429
CDC26	0.352875
GALNT12	-1.35716666666667
LOC339229	-0.0755
MRPL35	0.038625
ORC4L	-0.62
TNKS	-0.814214285714286
C2orf24	-0.311833333333333
ZNF553	-0.1825
GGTLA1	2.6423
ZNF497	0.791
CDY1B	-0.179
SLC30A4	-0.311428571428571
TUB	0.491
ARHGEF18	-0.10175
ARRB1	-0.03925
KCNK1	0.93175
EREG	-2.3087
SCAMP5	-1.027
RUNDC3B	0.7855
ADAMTS20	0.593
IL17RB	0.075875
FLJ20323	-0.98
MCAM	-0.0195
POLR3E	-2.16841666666667
AQR	0.382833333333333
IPMK	0.3235
CDCA7	0.572375
CAMP	2.01625
GRHL3	2.20875
ADAMTSL2	0.103166666666667
CLMN	2.4015
SSTR3	0.793
MAGEA5	-2.16516666666667
OVOL2	3.69825
JMJD1B	-0.0225
RBL2	-0.4886
PYGO2	1.25975
PPP1R10	0.18
CSE1L	0.0316666666666667
LCA5	-0.2405
RDH16	-0.0585
ASRGL1	-2.09875
TOM1	-0.0766666666666667
PTX3	-3.00225
TTC15	-0.3545
SCGB3A1	1.03766666666667
MRPL50	-0.65275
RCAN3	1.880375
SLC26A11	0.07125
STYX	-0.121166666666667
CINP	-0.144
MARCH7	-0.24425
PFKM	-1.6605
SGMS1	2.7035
RIOK3	0.0873999999999999
C1orf110	0.381
CES7	0.334142857142857
LOC440248	-2.286
PPP1R12C	-0.28425
C10orf27	0.942
ATG9A	-0.252
MRPS26	0.27575
TMEM40	0.98175
ELP3	-1.3607
ZNF787	1.0235
HIAT1	0.1185
C8orf34	0.224833333333333
MGC4655	-0.8953
PELI1	2.35666666666667
PPT1	-0.1935
SLC35C2	-0.7295
C6orf125	-0.8785
MUC4	-0.913666666666667
RFC4	-0.960285714285715
GNB2	0.262666666666667
NUP50	0.623928571428571
SULT4A1	0.433666666666667
C7	0.306625
CCDC130	0.555
ARRDC4	0.00174999999999999
RQCD1	-0.273
GLYCTK	-0.8975
AYTL2	-0.734090909090909
MTUS1	-0.6074
LEMD3	-0.1085
PLEKHF2	0.6185
HOXA7	-1.0795
GTF3C2	-0.0245
DYNLRB2	0.7365
CNOT10	-0.32975
MR1	0.324833333333333
FFAR1	0.086
PRIC285	0.05125
SLITRK6	-1.11175
LIX1	-1.7118
UBE1L2	-0.79475
F8	0.74675
ACHE	0.860833333333333
KPNA5	-1.1325
TNFRSF12A	-2.28433333333333
EGR3	-0.7525
SERPIND1	-3.15483333333333
OASL	3.28925
IFRD1	0.1005
WDFY1	0.072
ZNF267	-0.02425
ACCN5	1.884
ZBTB6	0.2835
PPP1R3A	-0.14
PRRT3	0.24075
FBXL19	-0.3325
TXNIP	-0.192428571428571
ACTN2	-0.0175
ATG9B	-0.916625
C9orf117	0.389875
IL27	-1.437
RPL36AL	-0.236166666666667
KLK15	-0.981333333333333
CHAD	0.611
RAP2B	0.9584
HEBP2	1.29575
ZNF342	0.9375
CAMK2G	-0.716833333333333
TLR3	1.12125
FGF14	-0.12125
HMGB2	0.258125
TRPM5	0.05
OR5M11	0.7005
KIF3B	-0.236842105263158
PRICKLE2	-1.10275
MTMR9	-1.354
C3orf27	0.3525
GLRA3	-1.133
NSDHL	0.0418333333333333
TMEM32	-0.09875
POLR2D	-0.341833333333333
MYADML	0.614
C9orf114	-0.7895
MRGPRX1	0.5915
TOPORS	0.72925
CLDN19	-0.3005
C1QL4	0.1905
RNF165	-0.0855
DHRS9	-0.002
DNAH2	-1.31566666666667
FXR1	-0.499333333333333
ZMYM3	-0.726125
CASP3	0.559333333333333
FAM120C	0.5205
SCLY	-0.483
CA7	-0.581
ENTPD5	-0.109
ZNF461	-0.308125
PDIA5	-0.33575
C1orf19	1.037
TMEM67	0.181
KCTD20	-1.00025
WDR47	1.3255
FLJ38723	0.647
KLRF1	-0.133666666666667
TAS2R16	0.7955
CLDN12	-0.79175
PRKCE	-1.2545
UBXD4	-0.96825
ITGAM	3.3715
GLT8D3	-0.4795
WDR31	-0.501
RGS2	1.48475
OR51L1	0.922
MST1R	1.3735
KIAA1737	-0.20175
OR4A5	-4.2605
GLIS1	-1.08466666666667
PTMA	1.60414285714286
NAPA	-0.285
PRDM11	-0.08975
LIPF	-0.1155
DIRAS3	-0.18825
ASGR2	-3.245875
C1QTNF4	0.2525
PIK3R4	0.283
ARMC3	-0.0853333333333333
NDUFV3	-0.364166666666667
BTBD3	-0.697833333333333
PPP1R2	0.5295
UBE2NL	-0.53425
FOSL2	1.1545
FAM119A	-0.485333333333333
TUBA4A	-0.8279
KRTAP12-1	0.21275
SFRS2	-0.44575
RHPN1	-0.2332
EEF2	-1.00416666666667
ZDHHC11	-1.94216666666667
EPHA3	-1.9832
RBM12	0.08025
H2AFJ	-0.391833333333333
EDIL3	-1.541
KIF26A	-2.1145
SERGEF	0.26375
B3GALT4	2.03575
LOC90925	2.73633333333333
OSCAR	0.960375
NPFF	-1.05675
DEDD	1.157625
TMEM155	-0.2655
PTPN1	0.5585
SCYL2	-0.071
SKAP1	1.97825
LEAP2	-2.65416666666667
GADD45G	3.4162
IFITM3	1.255
PILRB	-0.687333333333333
SLU7	0.708125
DSC3	5.0815
DNMT3L	-0.514
PAPD5	-0.415125
B3GNT3	-1.38366666666667
LHCGR	-0.275
MSL-1	-0.046
UBE2S	-0.293625
SAP130	-0.29975
ANAPC11	0.53475
MAGED4B	-1.171
ATP6V1B2	0.587166666666667
C14orf179	0.2395
CAPZA1	0.140125
CDYL2	-0.0385
GLRX3	0.119333333333333
LOC136288	-0.1555
MOBKL1A	0.30225
HTR2B	0.61125
CRYGD	-0.0448333333333334
NUS1	-0.3515
PGRMC1	0.5385
MYOM2	0.0445
FLJ39653	-2.5325
CHM	-0.734
OR5M8	0.0155
ZNF619	0.383
FAM105A	1.6175
CCNL1	-0.748875
NAP1L3	-2.0455
C10orf57	0.143833333333333
B3GALNT1	1.562
CSN1S2A	-0.349
TCP10L	0.1925
GDAP2	1.112625
DMKN	-2.72283333333333
COX6B1	0.56825
DNASE2	0.703
MSH5	-1.7645
LGMN	0.311375
USP31	0.176
OR13C8	0.9425
SDCBP	-0.2313
NUDT11	-1.30383333333333
PYGL	-1.70866666666667
SNPH	-1.762
B3GNT4	1.274
MIZF	-0.7998
NUBPL	-0.75125
NOD1	-0.0811666666666667
CDH22	1.579
NUBP1	-0.143833333333333
DSCAM	-3.52675
DGKI	-1.344
FAM136A	-0.7095
AKAP1	0.1185
SLC16A6	-2.10525
RIN3	1.45425
PSG2	-0.5545
DIP2B	0.204
PSORS1C1	0.371
KIAA0495	-1.075
FLJ90709	0.0381666666666667
LPA	-0.253
PIGA	0.492333333333333
LY75	4.222
UTS2	-5.082
RREB1	-0.32925
GALNACT-2	1.3457
MGC3196	-0.1645
FLJ31568	0.534
LPHN1	-1.813375
SP1	0.996375
TOX4	-0.0671666666666667
HSPA9	0.383
APOBEC1	-1.241
SLC35E4	-2.1755
LSM5	-0.90375
SURF1	0.01375
ZBTB1	0.251833333333333
GTF2F1	-1.154375
RPS15A	-0.0485714285714285
DUSP21	-0.5215
GINS4	-2.01166666666667
MYO15A	-0.291833333333333
GIMAP7	3.99875
MGC13379	0.926
ATP6V1E2	0.799166666666667
UTP3	-0.0675
HNRPA3	0.0145
MT4	0.7735
C14orf155	1.02033333333333
U1SNRNPBP	0.151
CKLF	0.0591666666666666
PLEKHN1	0.200833333333333
MBNL1	0.17925
NUP160	-0.6115
ACSM2A	-1.592
LOC129881	-0.70225
KIAA1529	-1.8495
FLJ22639	-0.91725
HAND1	-1.5035
GSX1	0.105
FGA	-3.8678
SERPINB1	0.292
ZNF642	1.112
IGFBP1	-7.909
SLC1A1	-1.63475
DHX57	0.30575
ZNF766	-0.3965
PTPN21	-0.401111111111111
GDPD3	-2.18966666666667
PNPLA5	1.0595
TBR1	0.974833333333333
FAM116A	0.2425
IQGAP1	1.313
FOS	-0.561
ZNF226	-0.236625
FIGNL1	-0.692
C14orf1	-0.737666666666667
ZMYND17	-0.4535
PUS7	0.350333333333333
TUBB6	-0.34375
KCNQ2	-1.0405
MARCH6	0.169583333333333
CCDC33	0.4765
PRODH	-0.2715
RBM11	-1.8515
EPHA6	0.9785
SLC43A1	-1.59525
LOC196541	-0.14325
NTN1	2.34841666666667
ING4	0.2985
PCDHB10	0.99
DPH2	1.13933333333333
SPACA4	-0.331
FBXL21	-4.59
DIAPH1	-0.434333333333333
ZNF71	1.05183333333333
CEP76	-0.325
CORO1A	0.12675
RRM2	-1.10175
EDG4	1.43825
OS9	-0.686
SLC4A1AP	0.338
COG5	-0.12375
COPS8	-1.031
NGLY1	-0.79475
NCBP2	0.27675
C17orf42	-0.754
GPSM3	1.680625
SIL1	0.0471666666666667
ASB6	0.378
SMAD5OS	0.581833333333333
UNC93A	-3.20785714285714
A1BG	0.65
C21orf62	0.4125
FMO5	-2.86116666666667
ATRIP	-0.380333333333333
CEBPG	0.8305
C7orf38	0.106
TNFRSF1B	1.60766666666667
CLEC1A	1.3555
IQSEC1	-0.226625
PATZ1	0.1531
RBM22	0.463125
BAG2	0.0161666666666667
PAQR5	-0.0936666666666667
C9orf127	0.3232
THNSL1	-0.357
SHROOM3	2.3493
JAM2	0.37175
SNRPN	-3.03575
ALX4	0.18
CACNA1S	0.341
FAM130A1	0.30825
CORIN	-0.4545
CD300LB	0.5375
PLEKHG6	1.827
LRRC40	-0.60025
PCLKC	-1.1205
PCDHB16	0.884166666666667
WNT2B	-0.0541666666666667
ASNS	-0.466
MRPL49	-0.41825
FLJ46111	-2.25625
ISG20	1.22075
SMU1	0.932
CASZ1	-0.8205
POLR1D	0.175166666666667
GIN1	-0.515
SNAG1	0.349166666666667
ANKRD29	-2.3945
CDKN2AIP	0.03775
KRR1	-0.8095
CXCL1	2.22916666666667
EPM2A	-0.9613
PC	-0.600166666666667
DEFB127	0.187
PDZRN4	-0.1275
FAH	-0.358375
OR51E1	1.1785
CDC2L6	0.835166666666667
DNTTIP1	0.29775
PAX8	1.21966666666667
TMEM116	-0.77975
C1orf150	2.044
PRO2012	-0.05375
MRPL40	-0.438833333333333
BEX1	-3.8876
SLC2A4	-0.341666666666667
PKMYT1	-1.14325
FEZF2	-0.3766
SLC26A9	2.297
MAP2	1.31463636363636
LYL1	-0.777
SLC25A19	0.0521666666666667
NOS3	-0.788
ZNF34	0.8175
TMPRSS11F	-0.847666666666667
FAM43A	-1.552
FCRL4	2.2155
KLF14	0.785
FLRT2	-1.969
WRN	-1.28625
SDF2	-0.2047
KRT8P12	-1.004
C6orf195	0.303
C9orf125	-2.59116666666667
DZIP3	-0.514875
RIT1	0.345083333333333
SCML1	-0.471333333333333
RHBDF2	1.594375
OR2G3	-0.247
REXO1L1	0.4185
MAP3K7IP3	-0.345375
C3orf57	-6.4055
FBXW11	0.422833333333333
ETAA1	-0.5775
C14orf131	-1.4069
AKT1S1	-0.31
SLC12A5	-1.393875
C9orf164	1.5755
NRIP3	-0.05725
NOS1AP	-0.81825
TMEM121	-1.018
SAP30BP	-0.1206
DGCR6	0.033
WDR76	-0.4785
FAM82B	-0.527666666666667
LOC606495	-0.014
MAP9	1.06708333333333
BCDIN3D	0.18175
CXorf36	2.88083333333333
DSCR3	-0.0727
ZFAND3	0.0735
C7orf43	0.402666666666667
SPSB3	0.1295
C19orf19	0.619
FAM133A	-4.63085714285714
C12orf25	0.01775
SLC39A3	-0.251625
DISP2	0.128
PI4KAP2	-2.395
MKRN3	-1.9395
ADAMTS13	-0.758
CBLN3	-0.0342
TTYH1	0.582833333333333
C3orf18	-0.30575
FLJ13236	-2.187
ZMYND12	0.13275
C18orf25	1.008875
GLB1L3	-2.3715
ATP13A5	1.51
RANBP10	-0.751
CD96	0.6822
DENND1C	1.686
RBMS3	-0.5952
SLC41A3	1.08416666666667
DGCR6L	0.012
TMEM128	-0.592666666666667
CSNK1G3	-0.609785714285714
MOBKL2C	0.648
TSPAN6	-1.3805
MATN2	-1.0425
MSL2L1	1.3925
ST6GALNAC2	-0.224333333333333
FGFBP2	0.164625
FGL1	-6.313
MPP3	-0.107166666666667
ARHGEF6	0.593833333333333
TGFBR2	-0.50275
ACMSD	-0.386
IL33	1.64175
C9orf5	-0.198833333333333
DEAF1	-0.1789
AMN	1.2265
DEFA6	-0.803875
RNF212	1.06
METT5D1	0.257666666666667
CIB1	0.3561
TSSK1B	0.174
KIAA1727	0.3395
ZNF680	-1.9712
LOC399900	-1.6265
LOC152217	0.651083333333333
CTNNAL1	-2.4785
CIT	-1.11308333333333
TLE6	-0.99625
ZNF607	-1.15925
HERC4	0.042
DRAP1	-0.6643
PEMT	-0.52575
C10orf111	-0.316
ZNF575	1.83475
KCTD7	-0.37
MYO1F	1.148375
LOC285382	-2.224
RAB11A	-0.2648
PLCD3	-1.5375
C15orf28	-2.48066666666667
PTBP2	0.11
CTB-1048E9.5	-0.554125
C19orf60	0.392333333333333
C7orf25	-0.565333333333333
SETD7	0.4755
HOXB9	-4.58
VANGL1	0.44225
CHAF1B	-0.5135
NDUFA3	0.00725
KIAA1328	0.167166666666667
SHARPIN	1.006
TTC23	-0.421125
UGP2	0.798
ANKIB1	0.0043
CIRBP	-1.14314285714286
SEC14L4	-0.528666666666667
OVCH1	-0.6665
VPS52	-1.05875
FAT	-2.384
M6PRBP1	-0.8925
GPRIN3	1.5055
PPM1F	-0.612333333333333
TSR1	-0.25975
CCDC85A	-0.035
PCSK5	0.822
ZFHX3	-1.284
HEMK1	-1.0536
PGBD2	0.70875
RSRC2	-0.079
AURKC	-1.785
SCRIB	1.515125
ORM2	1.61583333333333
FAM115A	-1.5482
FZD6	0.908375
UNC119	-0.1785
GPX3	-1.1379
NOV	2.645875
CABC1	1.17525
CDC42SE2	-0.176
EIF2S2	0.169
RNF130	1.844875
CKAP5	-0.0241666666666667
RP11-413M3.2	1.268375
C10orf18	0.5094
TMEM93	-0.13675
DYX1C1	-0.94425
KCNMB2	-1.6305
ANK3	1.84725
KRT5	2.4442
CDH12	-1.088875
QRSL1	-0.679375
JUB	-1.38625
SHC4	1.30575
CCL15	1.13333333333333
CCDC22	-0.15575
SNX24	-0.185
RARS	-0.25875
MORC2	1.58775
FAM48A	0.10725
MT1H	-0.991
PPP1R14C	3.74383333333333
FOXD1	-1.58621428571429
C1orf213	-1.90325
AMT	-2.1358
DSN1	-0.327
PTPLAD2	2.415
DIS3L	-0.533
RASL11A	1.167
GPRC5B	0.655125
FRMD7	-0.9835
STRN4	0.24725
KITLG	1.04345454545455
HDGF	1.199
OR1S1	0.063
SETX	0.1423
DDR2	0.583875
KCTD12	2.9575
LYZL2	-1.76425
WDR52	-1.832
TMEM2	1.349625
ZNF579	1.25766666666667
LOC200810	-1.41025
TNFSF9	-2.26525
PPFIA4	-3.25075
CNIH3	-1.37716666666667
MAP4K4	-0.6675
ROD1	1.00242857142857
ALS2CR12	-1.14266666666667
DOCK3	0.561
PAQR9	-4.1015
ASB17	-0.2344
STX16	-1.1035
FEZ2	0.766833333333333
DLAT	-0.072
KIF21B	-0.6635
CDC5L	0.12925
TMEM119	1.081
CRIP3	-1.69266666666667
TPSD1	-0.362
TEPP	1.15775
GNGT2	2.55675
C21orf121	0.47575
WNK1	0.00391666666666667
FLJ10490	1.3793
OR51B5	-1.4055
LOC203547	0.506875
HAS1	-1.069
PPA1	0.038
ST7	-0.4605
C11orf46	0.1659
POPDC3	-2.74316666666667
ACOX2	-2.075
ATCAY	-0.144
TM4SF19	-2.30075
MFSD9	-0.351333333333333
PDHB	-1.074
ERN1	-0.06675
LCE3C	-0.038
GPR111	-0.323
NOTCH3	2.94916666666667
ADAMTS5	3.023
B3GALT1	-1.14225
UGCGL1	1.06183333333333
FAM58A	1.97066666666667
FBXO32	3.46
CLPP	-0.2
NXPH1	-1.45475
MTMR3	1.03133333333333
ATP1B3	0.202125
TMEM16A	3.1655
HIST1H3F	0.685
TRIM25	0.00816666666666658
SDCBP2	-0.2075
CRKL	-1.764125
HOXB2	-2.04133333333333
ANP32B	-0.127125
GATM	2.7675
AP4E1	-0.081375
EDG5	0.778625
CDKN3	-0.721833333333333
CDH4	-1.3895
PGD	-1.08183333333333
RND1	-0.6105
GAD1	-2.4137
MPG	-0.396375
LOC440350	-0.6005
ZNF133	0.566
SERPINB12	-0.228
AMELY	-0.5624
DHX36	-0.178
TNFAIP8L2	4.24833333333333
PHTF2	0.169222222222222
CCDC112	0.343
IQCC	-0.95175
HEYL	3.37216666666667
FTSJ2	-1.142
APPL1	0.965875
RAB43	1.52642857142857
OR10G2	0.374
WAC	-0.0268333333333333
ADCY9	-0.6005
RUNDC2B	-0.755166666666667
PYCRL	1.8184
AGPAT7	-0.452166666666667
SLC22A9	-1.9685
CDKAL1	0.3365
PDYN	-0.435166666666667
C20orf74	-1.18475
MTMR11	0.75425
VAV3	2.38491666666667
DAPL1	1.14575
STXBP3	0.7945
EIF3G	-0.677
ARHGAP22	0.232
NPFFR1	-0.2075
NPC1	-0.556333333333333
ALDH9A1	1.076
ZNF600	-0.099875
ZNF678	-1.00816666666667
RASSF1	0.455833333333333
ADD2	-3.068375
PITPNB	0.614875
PKD2L2	-0.348428571428571
LRP11	-0.203
CDKL1	-0.02375
SMEK2	0.83375
PRODH2	-2.829
C11orf54	-0.935166666666667
SFRS11	-1.079
IL7	1.37066666666667
ALS2CR16	1.13875
BTG3	0.802833333333333
PAK2	-1.15127777777778
RP11-679B17.1	-1.71
GATA4	-1.69916666666667
ATP2B1	-1.54275
LOC130940	-2.351
C1orf172	3.416
ATF7IP2	-0.8795
SLC25A43	0.797833333333333
CENTG3	0.251416666666667
IGF2BP1	-3.6398
FCHSD1	-0.0135
CAMK2N2	1.44216666666667
ELAVL3	-0.3508
NBPF15	-0.729
UBE2J2	0.158166666666667
GNL2	-0.32575
PRR3	-0.2248
NLF2	2.1285
OR4F6	0.3775
KLHL24	1.14783333333333
CCDC88A	-0.7993
SGPP1	-0.3115
C10orf11	0.635666666666667
SLC35B4	-0.7125
UGT3A2	-0.8565
ARNT2	1.1086
CBR1	0.115875
ITPR3	0.445666666666667
TRAPPC6B	-0.3558
AMZ1	-0.3315
ARP11	0.78025
WDSUB1	0.60325
APBA1	0.536
RAB2A	0.1019
C6orf162	-0.2545
HPSE2	0.7615
PLCE1	-0.36225
INSL3	0.44625
DLG1	-0.1176
PTPLA	-1.96425
PIGX	-0.63225
TFIP11	0.130166666666667
FIBIN	3.661
POLR2G	-0.2
GRAP2	-1.6688
DNAJB8	-0.0816666666666667
CNBP	1.45866666666667
WASF1	-1.071
INPP5E	-0.3576
HSPB1	-0.2510625
TMEM167	-0.5082
CUBN	-0.07025
IGF1	1.2765625
ITPK1	-0.2808
NAALAD2	-1.190875
G3BP1	0.2525
NT5DC1	-0.362375
CYP39A1	1.405
TMEM139	-0.512333333333333
POLK	-0.4093
GLULD1	-2.74
RBM15	-0.511833333333333
AMZ2	0.104
GDF15	-4.10916666666667
MESDC2	-0.49675
INCA	1.41733333333333
ACY1L2	0.867
GZMM	-0.131166666666667
PAIP1	0.533
CACNA2D1	-0.20825
STK32C	2.04783333333333
SH3BP4	0.0673333333333333
DEC1	0.0815
PADI1	0.661
UBB	-0.1093
PON3	0.749166666666667
PROP1	1.584
ANKRD13B	0.1035
ADCK1	-0.6855
TCF25	0.0139166666666667
SLC38A5	-2.07725
CXorf26	-0.4425
C19orf39	-0.268
PPP1R13B	0.31725
ARL2	-0.505
TCL6	0.094
TOP3A	-0.223
SLC16A14	-0.01325
FXYD6	1.65
HIST1H4E	0.00774999999999999
BBC3	0.488631578947368
UNC5A	0.430833333333333
FAM86C	-0.8018
PI4KB	0.5895
B3GAT1	-2.8625
SUSD2	1.39683333333333
OAZ2	-0.500833333333333
NOC4L	-0.12575
C10orf12	-0.70625
FADS1	-1.49583333333333
LOC144097	-0.0855
DKK2	0.0823333333333333
KIAA1949	0.6915
RHOT1	-0.2185
OXT	1.67033333333333
GPR153	1.2985
ARL4A	-1.578
SAAL1	-0.81625
CCDC64	-0.565
USE1	-0.033
HNMT	-0.5065
PCGF3	-0.2155625
CYP2C19	-0.7005
C20orf4	0.4385
CCDC11	-0.63625
ACSBG2	-0.47175
