Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
ARHGAP17	-0.1591
KCNIP3	-1.0305
SFPQ	0.890875
GFRA4	0.0976666666666667
AKR1B10	-3.436875
TIGD6	1.23416666666667
RGS16	1.1125
URB1	-0.739166666666667
OR4C46	0.449666666666667
TOP3B	-1.20275
NFATC4	0.548
CA14	-4.19525
BMPR1A	0.260333333333333
SNRP70	-1.11375
PRL	0.1425
C6orf130	-0.9115
STAG2	0.00625000000000003
CD55	-0.725
RPS23	-0.117833333333333
SSX2	-1.36966666666667
FDPSL2A	-0.91
FBXO27	0.07325
SYNGR3	-0.779666666666667
TMSL3	1.47775
EML1	-0.4
NUP93	-1.01333333333333
SMAD3	0.3542
KIAA1189	1.0185
HNRPUL2	0.0661666666666667
TBC1D12	0.634833333333333
C16orf24	1.4755
MRVI1	2.26383333333333
ZNF581	-0.8625
ELOVL3	-0.0375
OR51Q1	0.31825
CACNB3	0.596333333333333
GALNT13	-0.161375
C10orf84	1.268625
NEDD4	-0.5565
SPO11	0.847
OR5AU1	0.338
NEK4	0.059
PRKAR2A	-0.4645
IHPK1	-0.9815
ATP6V0B	0.8635
CACNA1E	0.2645
CEACAM8	0.624
PEX14	-0.168
FLJ12993	-1.368
ZBTB38	0.743416666666667
PCTK2	0.970166666666667
LRRC16	-0.1221
FBLIM1	0.615333333333333
FYCO1	0.5715
RP5-1022P6.2	-1.01191666666667
CMTM1	0.226333333333333
PLTP	0.5145
RAPH1	0.42325
DOCK8	0.956875
EZH2	-2.43633333333333
SLC25A1	-1.08266666666667
PLEKHB1	0.7712
GRB7	1.7539
ZFP37	-1.556
MRPL33	-0.2445
PELO	0.077
ARMC1	0.468272727272727
C9orf27	0.351
FLJ25778	-0.627
C9orf37	-1.1755
TMEM66	0.612
SPRN	-0.0685
HBEGF	0.36325
PI4KA	-1.0215
LEPRE1	-0.32175
POU2AF1	-2.75375
MRPL12	-0.194833333333333
REP15	-0.4215
ZC3H3	0.466
RASAL1	-0.66975
DDAH1	0.675125
ACBD5	-0.21925
TMC2	0.0565
CCDC137	-0.21425
SAMD13	-1.82483333333333
UGT2B15	-3.201
TIPARP	1.6585
DNASE1L3	1.04825
TRIM72	0.586166666666667
DBX2	-0.04925
IPO8	0.19525
C21orf88	0.3929
MAP3K14	0.06325
LOC51233	0.3525
GGTLA4	-1.373
PDE6D	-0.164
ZNF117	0.9455
CLK2	-0.650125
NKRF	-1.37075
TNFSF15	0.5626
DUSP2	-0.13375
SECISBP2	0.2038
GABRR2	-0.0105
PPAP2C	2.00125
LOC51145	-0.00533333333333333
PAG1	-0.454
PIK3C3	0.567
GNG10	0.805
APOL4	0.680833333333333
ANKRD28	-0.261375
STMN3	-0.8557
RAB14	0.9562
CDK2AP2	0.5495
HDDC3	0.291
COMMD7	-0.034125
CXXC1	-0.24475
HMCN1	-0.1385
CD40	0.30075
DYNC1LI2	-0.186625
GDI1	0.29
LOC646938	-0.30875
VSNL1	-2.49283333333333
PIH1D1	0.278
RAET1G	0.9945
KRTAP5-9	-0.279
EFTUD2	-0.37925
ZNF311	-0.294166666666667
ATP6V1G3	-0.59025
OR2W3	1.40625
SCN4A	0.44425
MED10	-1.303125
FAM135A	-1.1394
ARHGAP4	-1.0565
EHMT2	-0.409
UFD1L	-0.2855
ERMP1	0.192
MAG1	-1.31216666666667
THAP8	-0.0138333333333333
HACE1	-0.488833333333333
FAM82C	0.582166666666667
C3orf20	0.853
UNC84A	-0.1895
SCD5	-0.508
LASS6	2.07525
LSG1	1.32316666666667
MAL	-4.8205
GPR22	-0.1315
WDR5B	2.04225
ACTRT1	0.173
C17orf60	0.210166666666667
GRIN2C	0.3419
ARMC8	0.65925
SLC47A1	-2.491
DMPK	-0.54025
DHRS13	-0.372666666666667
SMC1A	-0.709666666666667
KRTAP17-1	0.68875
SMYD5	-0.65975
TUSC2	0.2245
CRHR2	0.464
KIR3DL2	0.4445
CCDC104	0.926
ATP2C1	1.223375
CROT	-0.50575
PABPC3	0.378166666666667
EGR1	-0.989833333333333
THSD1	0.5915
KHK	-1.71275
SLC12A2	1.94475
CD58	-0.65675
STOX2	-1.329
CCDC76	-0.5565
CCDC48	3.3805
DNAH1	-0.122166666666667
ZIC4	-0.3965
OR1G1	-1.164
PSMC6	0.0623333333333333
PROKR1	0.058
ABCB1	-0.789375
TRAT1	-0.911
LLGL1	-0.332
MTF1	1.055
USP54	0.8365
PAGE2B	-1.965
ITGB7	-3.63025
CCDC81	-0.232
LOC149837	0.34875
SCUBE1	0.5525
ZSCAN10	0.353
HUWE1	0.1095
CDH17	-0.242
CD180	0.76575
IL17A	0.244
TMPO	-0.979625
KIAA1524	-0.1055
HDGFRP3	0.348166666666667
OXCT1	-1.69427272727273
RRAS2	-0.882666666666667
LTBP2	2.441
SV2B	1.76966666666667
CYP2A6	4.796125
PKD1L2	-0.393333333333333
PPM1M	0.1545
FLJ22662	1.21
ZNF502	0.3915
GP6	-0.4055
CRYBA2	-0.497
LEF1	-0.2286
CTPS	-1.96128571428571
EYA1	-2.50366666666667
EPS8L1	1.65125
MAPK14	-0.495166666666667
SERPINB2	-4.145
GTF2F2	-0.168666666666667
ZNHIT4	0.1545
PLA1A	0.763625
C20orf114	3.6505
HPR	-4
C18orf2	-2.87483333333333
SATB2	-1.80775
KCNJ9	0.02675
MGC157906	0.5565
MOCS3	0.1295
C17orf71	-0.180833333333333
PPHLN1	0.1523
HIST1H2BN	-0.286
RAPGEF1	-0.784875
MAP3K8	-0.08875
DLG4	-0.0893333333333333
STC1	0.160833333333333
CDGAP	1.32075
DDX26B	-1.28425
LOC150223	-1.85525
CPSF3	-0.5275
TMEM14A	1.57525
MYH3	-0.61125
GPKOW	0.52725
SULT1A1	0.390166666666667
SPON1	3.396
YY1AP1	-0.434166666666667
RAB23	-0.13775
PLA2G4A	-3.921
MAPRE3	0.66325
ZNF516	1.66521428571429
GGPS1	0.576
EXOC3L2	-0.48725
C19orf42	0.514
MAP2K2	0.138833333333333
HIST1H2BB	-0.0325
RNF19B	1.55383333333333
C6orf128	0.101666666666667
TLR8	2.24125
PCDHA9	1.3355
CARS2	-0.334375
CLUL1	1.98333333333333
RHAG	-3.81983333333333
UNK	-0.065
EXOC8	0.7967
C9orf95	1.08675
C14orf143	0.397666666666667
MAML3	0.122375
LDHA	-1.49775
MRPL20	0.29775
KLHDC6	-0.133666666666667
ATP5S	0.928333333333333
C8orf55	0.43725
PHF19	-2.089125
KRTAP13-4	0.6585
TTC5	-0.29625
XKR5	-0.31575
SILV	-4.40133333333333
TEX28	0.0845
TCTN1	1.581
CX40.1	0.1685
PPP2R5C	-0.04675
C12orf30	-0.5675
CAPG	1.82325
MPZL1	0.84715
ARSB	-1.16933333333333
TDH	-1.246
WASF4	0.562
TSSK3	-0.8035
7A5	1.78
CRISPLD1	0.2685
MAD1L1	-0.4205
SPIN4	-0.8795
AMPD1	-0.95025
DPYSL5	0.813
INPP1	0.0801666666666667
ANKRD11	-1.40872222222222
NPAS4	-0.063625
GCET2	0.2838
RNASE9	-0.736
GUCY2D	0.195
CCDC98	-0.25125
FGF4	-0.200625
CPM	-0.477166666666667
SLC26A4	-0.664
PLD5	-0.166
FAM59A	-0.7343
FBXO5	-1.676
SIPA1L1	-0.158625
DPYS	0.3655
ATG4D	0.1495
TGM3	1.4055
MTCH1	-0.29775
HK1	0.000428571428571439
CDC26	0.334
GALNT12	-2.58983333333333
LOC339229	0.65575
MRPL35	0.126625
ORC4L	0.174125
TNKS	-0.0667142857142857
C2orf24	0.442166666666667
ZNF553	0.3855
GGTLA1	2.5805
ZNF497	0.24375
CDY1B	0.6155
SLC30A4	-0.11775
TUB	-1.376625
ARHGEF18	0.1735
ARRB1	0.53725
KCNK1	-2.624125
EREG	-2.2955
SCAMP5	0.046
RUNDC3B	1.103
ADAMTS20	-1.45125
IL17RB	-1.664875
FLJ20323	-0.35625
MCAM	0.07175
POLR3E	-0.50025
AQR	0.4975
IPMK	0.396
CDCA7	-4.468875
CAMP	1.1135
GRHL3	-0.80425
ADAMTSL2	0.620833333333333
CLMN	2.76316666666667
SSTR3	0.3355
MAGEA5	-2.10316666666667
OVOL2	3.878
JMJD1B	0.3835
RBL2	0.2525
PYGO2	0.0905
PPP1R10	0.241833333333333
CSE1L	-1.08983333333333
LCA5	1.11575
RDH16	1.26075
ASRGL1	-2.572625
TOM1	-0.107333333333333
PTX3	-3.934
TTC15	0.53925
SCGB3A1	2.82616666666667
MRPL50	-0.637
RCAN3	0.82725
SLC26A11	1.0765
STYX	-0.048
CINP	0.021
MARCH7	0.3225
PFKM	-1.066
SGMS1	0.925
RIOK3	0.2043
C1orf110	0.1735
CES7	-0.050625
LOC440248	-1.70975
PPP1R12C	-0.18625
C10orf27	0.681
ATG9A	-0.5215
MRPS26	0.416
TMEM40	0.87825
ELP3	-0.7469
ZNF787	-0.0211
HIAT1	0.37775
C8orf34	1.43483333333333
MGC4655	0.000999999999999998
PELI1	-0.104666666666667
PPT1	0.0895
SLC35C2	-0.00383333333333333
C6orf125	0.16025
MUC4	-1.15483333333333
RFC4	-0.823142857142857
GNB2	-0.537333333333333
NUP50	-0.380714285714286
SULT4A1	-1.36033333333333
C7	2.307375
CCDC130	-0.0385
ARRDC4	-0.71025
RQCD1	0.43775
GLYCTK	-0.81325
AYTL2	-0.760090909090909
MTUS1	0.9229
LEMD3	0.2485
PLEKHF2	2.01225
HOXA7	-0.231625
GTF3C2	-0.9785
DYNLRB2	3.13125
CNOT10	-0.7845
MR1	1.30466666666667
FFAR1	-0.04075
PRIC285	0.24
SLITRK6	5.42275
LIX1	-2.29644444444444
UBE1L2	-0.873916666666667
F8	1.308125
ACHE	-0.0966666666666667
KPNA5	0.18875
TNFRSF12A	-0.692333333333333
EGR3	0.3605
SERPIND1	-3.27883333333333
OASL	3.49625
IFRD1	-2.03775
WDFY1	-0.4325
ZNF267	0.440375
ACCN5	-0.0585
ZBTB6	-0.1985
PPP1R3A	0.307
PRRT3	2.13025
FBXL19	-0.5215
TXNIP	0.873
ACTN2	-0.32175
ATG9B	-0.5775
C9orf117	1.493
IL27	-1.392
RPL36AL	0.355
KLK15	0.28775
CHAD	2.753
RAP2B	0.1523
HEBP2	1.00725
ZNF342	-0.2695
CAMK2G	-0.323333333333333
TLR3	1.65325
FGF14	-0.09425
HMGB2	-1.77225
TRPM5	-0.108166666666667
OR5M11	0.2755
KIF3B	0.470210526315789
PRICKLE2	-0.03775
MTMR9	-0.169125
C3orf27	0.289
GLRA3	-0.825833333333333
NSDHL	-0.371833333333333
TMEM32	-0.57875
POLR2D	-0.78425
MYADML	0.2055
C9orf114	-1.01475
MRGPRX1	0.021
TOPORS	0.04875
CLDN19	-0.4155
C1QL4	0.6455
RNF165	-0.852
DHRS9	-0.425
DNAH2	1.35266666666667
FXR1	0.336166666666667
ZMYM3	-1.15075
CASP3	-0.38
FAM120C	-0.645875
SCLY	-1.82075
CA7	-0.315
ENTPD5	0.183166666666667
ZNF461	-0.13975
PDIA5	0.168
C1orf19	-0.257166666666667
TMEM67	1.244
KCTD20	-0.73125
WDR47	0.8435
FLJ38723	0.6845
KLRF1	0.8585
TAS2R16	0.5535
CLDN12	0.0635
PRKCE	0.57
UBXD4	-0.78175
ITGAM	2.72233333333333
GLT8D3	0.040375
WDR31	0.5766
RGS2	0.858
OR51L1	0.1865
MST1R	-0.53925
KIAA1737	1.01125
OR4A5	-0.259
GLIS1	-1.25766666666667
PTMA	-0.353285714285714
NAPA	1.35925
PRDM11	0.07625
LIPF	-0.5375
DIRAS3	-0.0105
ASGR2	-3.82125
C1QTNF4	0.2065
PIK3R4	0.9595
ARMC3	2.84675
NDUFV3	-0.721583333333333
BTBD3	-0.492333333333333
PPP1R2	1.72625
UBE2NL	-0.202
FOSL2	1.50285714285714
FAM119A	-1.17183333333333
TUBA4A	-0.6061
KRTAP12-1	0.18
SFRS2	-0.32775
RHPN1	0.3715
EEF2	-0.702666666666667
ZDHHC11	0.13
EPHA3	-1.4967
RBM12	-0.6585
H2AFJ	2.137
EDIL3	2.3675
KIF26A	-1.68775
SERGEF	0.54075
B3GALT4	2.71625
LOC90925	0.467666666666667
OSCAR	0.104625
NPFF	-0.416875
DEDD	0.067375
TMEM155	-0.604
PTPN1	1.20225
SCYL2	0.669666666666667
SKAP1	3.151
LEAP2	-2.81783333333333
GADD45G	1.965
IFITM3	1.52375
PILRB	-1.56116666666667
SLU7	0.860625
DSC3	0.79475
DNMT3L	-1.10975
PAPD5	0.04875
B3GNT3	-2.0855
LHCGR	0.565
MSL-1	0.142
UBE2S	-1.405875
SAP130	-0.3365
ANAPC11	1.017
MAGED4B	-2.208
ATP6V1B2	0.163166666666667
C14orf179	1.8945
CAPZA1	0.36325
CDYL2	-0.124666666666667
GLRX3	-0.533333333333333
LOC136288	-0.20525
MOBKL1A	-0.75875
HTR2B	3.2965
CRYGD	0.0665
NUS1	-0.227166666666667
PGRMC1	0.0465
MYOM2	-0.812
FLJ39653	-1.11416666666667
CHM	-0.1521
OR5M8	0.274
ZNF619	-0.171
FAM105A	0.7445
CCNL1	-0.304875
NAP1L3	-0.40675
C10orf57	1.4525
B3GALNT1	1.29816666666667
CSN1S2A	-0.264
TCP10L	1.69425
GDAP2	0.327375
DMKN	-2.09483333333333
COX6B1	0.704
DNASE2	1.087
MSH5	-2.107
LGMN	0.365375
USP31	-0.2143
OR13C8	0.6355
SDCBP	0.3632
NUDT11	-2.785
PYGL	-0.6445
SNPH	-0.981666666666667
B3GNT4	-0.7125
MIZF	-1.1473
NUBPL	-0.066
NOD1	-0.3315
CDH22	0.46
NUBP1	0.802666666666667
DSCAM	-3.84075
DGKI	0.551
FAM136A	-1.25625
AKAP1	0.692833333333333
SLC16A6	1.19
RIN3	0.94225
PSG2	0.23575
DIP2B	0.35475
PSORS1C1	1.037
KIAA0495	-0.5835
FLJ90709	0.302
LPA	0.0956666666666667
PIGA	-0.248833333333333
LY75	1.7365
UTS2	-6.148
RREB1	0.444
GALNACT-2	0.6631
MGC3196	-0.00525
FLJ31568	-0.895
LPHN1	-0.795375
SP1	1.207625
TOX4	0.479
HSPA9	0.4001
APOBEC1	1.487
SLC35E4	-1.3615
LSM5	-1.079
SURF1	1.35975
ZBTB1	0.279166666666667
GTF2F1	0.3445
RPS15A	0.2485
DUSP21	-0.226
GINS4	-2.65366666666667
MYO15A	0.777333333333333
GIMAP7	3.976
MGC13379	0.7835
ATP6V1E2	-0.694666666666667
UTP3	-0.50375
HNRPA3	-0.4451875
MT4	-0.953
C14orf155	-1.03775
U1SNRNPBP	0.52325
CKLF	-1.21666666666667
PLEKHN1	-0.891
MBNL1	0.573333333333333
NUP160	-1.261
ACSM2A	-0.922666666666667
LOC129881	1.2555
KIAA1529	-0.03775
FLJ22639	-1.794
HAND1	-0.8275
GSX1	0.505
FGA	-4.1954375
SERPINB1	0.67575
ZNF642	0.8495
IGFBP1	-7.801875
SLC1A1	3.778
DHX57	-0.26625
ZNF766	0.6555
PTPN21	-0.688222222222222
GDPD3	-1.68816666666667
PNPLA5	-0.1125
TBR1	0.0443333333333333
FAM116A	-0.3695
IQGAP1	0.963
FOS	-0.02275
ZNF226	0.0615
FIGNL1	-0.133833333333333
C14orf1	0.124333333333333
ZMYND17	-1.4125
PUS7	-1.60683333333333
TUBB6	-0.87925
KCNQ2	-1.056
MARCH6	-0.351916666666667
CCDC33	-0.0565
PRODH	-1.39925
RBM11	2.9415
EPHA6	0.28
SLC43A1	-0.5625
LOC196541	0.58075
NTN1	-0.13725
ING4	0.088
PCDHB10	1.391
DPH2	-0.515
SPACA4	-0.23125
FBXL21	-3.982
DIAPH1	0.374333333333333
ZNF71	-0.677333333333333
CEP76	-0.4505
CORO1A	-0.523
RRM2	-1.725
EDG4	0.44525
OS9	0.337833333333333
SLC4A1AP	0.0475
COG5	-0.638
COPS8	-0.33725
NGLY1	-1.2905
NCBP2	1.13
C17orf42	-0.262
GPSM3	0.853625
SIL1	1.48416666666667
ASB6	-1.191
SMAD5OS	0.633666666666667
UNC93A	-2.814
A1BG	0.563333333333333
C21orf62	0.37475
FMO5	0.777666666666667
ATRIP	-0.2455
CEBPG	-0.396833333333333
C7orf38	-0.678833333333333
TNFRSF1B	0.746166666666667
CLEC1A	1.1684
IQSEC1	-0.0035
PATZ1	0.3111
RBM22	1.28225
BAG2	-2.33633333333333
PAQR5	-2.43416666666667
C9orf127	-0.042
THNSL1	-1.5895
SHROOM3	1.8555
JAM2	0.704
SNRPN	-2.20225
ALX4	0.008
CACNA1S	0.0245
FAM130A1	0.38575
CORIN	2.21
CD300LB	0.916
PLEKHG6	0.814
LRRC40	-0.95775
PCLKC	-0.80525
PCDHB16	0.488666666666667
WNT2B	0.0721666666666667
ASNS	-2.93511111111111
MRPL49	0.67925
FLJ46111	-0.7535
ISG20	0.756125
SMU1	-0.669166666666667
CASZ1	-0.1365
POLR1D	0.0435833333333333
GIN1	0.31425
SNAG1	0.227166666666667
ANKRD29	-1.63225
CDKN2AIP	-0.73425
KRR1	-0.05625
CXCL1	-4.00566666666667
EPM2A	-0.339
PC	-0.138333333333333
DEFB127	0.082
PDZRN4	0.579166666666667
FAH	1.08225
OR51E1	1.6645
CDC2L6	-0.033
DNTTIP1	0.052
PAX8	0.651
TMEM116	0.0715
C1orf150	-0.1785
PRO2012	-0.031
MRPL40	-0.595166666666667
BEX1	-1.3295
SLC2A4	-0.972833333333333
PKMYT1	-0.5795
FEZF2	0.291
SLC26A9	-2.30775
MAP2	0.477083333333333
LYL1	-1.19775
SLC25A19	-0.645166666666667
NOS3	-0.219
ZNF34	1.22133333333333
TMPRSS11F	0.223666666666667
FAM43A	-0.51825
FCRL4	0.329333333333333
KLF14	0.17
FLRT2	-0.647666666666667
WRN	-1.45675
SDF2	1.0083
KRT8P12	-0.28225
C6orf195	-0.3525
C9orf125	-1.6935
DZIP3	0.77575
RIT1	0.0726666666666667
SCML1	-2.66483333333333
RHBDF2	0.304125
OR2G3	0.8415
REXO1L1	0.211
MAP3K7IP3	0.258875
C3orf57	-5.326
FBXW11	-0.402833333333333
ETAA1	-0.137
C14orf131	-0.2429
AKT1S1	0.034
SLC12A5	-0.714875
C9orf164	1.79775
NRIP3	-0.075875
NOS1AP	-0.13625
TMEM121	1.17775
SAP30BP	0.4236
DGCR6	0.19025
WDR76	-1.61075
FAM82B	0.525333333333333
LOC606495	0.017
MAP9	2.62841666666667
BCDIN3D	0.86825
CXorf36	2.71383333333333
DSCR3	-0.048
ZFAND3	1.1375
C7orf43	0.0365
SPSB3	0.8452
C19orf19	0.60625
FAM133A	-2.755375
C12orf25	0.5645
SLC39A3	-0.14475
DISP2	-0.71125
PI4KAP2	-2.3935
MKRN3	-1.98716666666667
ADAMTS13	-0.826125
CBLN3	0.444
TTYH1	-1.41666666666667
C3orf18	0.65025
FLJ13236	0.554
ZMYND12	2.60325
C18orf25	0.83
GLB1L3	-0.4205
ATP13A5	0.602
RANBP10	-0.59125
CD96	-0.9355
DENND1C	-0.1465
RBMS3	0.263
SLC41A3	0.765333333333333
DGCR6L	0.07975
TMEM128	0.759666666666667
CSNK1G3	0.498714285714286
MOBKL2C	0.5955
TSPAN6	-1.038
MATN2	-0.4767
MSL2L1	0.675
ST6GALNAC2	0.3775
FGFBP2	0.55375
FGL1	-6.53566666666667
MPP3	-0.260333333333333
ARHGEF6	0.378666666666667
TGFBR2	0.271
ACMSD	0.17375
IL33	2.7595
C9orf5	0.0265
DEAF1	-0.4611
AMN	-0.14
DEFA6	0.185625
RNF212	-0.9345
METT5D1	0.1275
CIB1	1.1845
TSSK1B	-0.11875
KIAA1727	0.202
ZNF680	0.998416666666667
LOC399900	-0.1765
LOC152217	1.08525
CTNNAL1	-2.8825
CIT	-1.98641666666667
TLE6	0.62475
ZNF607	-0.47225
HERC4	-1.09283333333333
DRAP1	0.356
PEMT	-0.13425
C10orf111	-0.4725
ZNF575	0.5295
KCTD7	-0.063
MYO1F	0.4545
LOC285382	-0.3835
RAB11A	0.8719
PLCD3	-0.80925
C15orf28	-0.076
PTBP2	-0.321625
CTB-1048E9.5	-0.546625
C19orf60	0.591333333333333
C7orf25	1.07216666666667
SETD7	1.264125
HOXB9	-4.2225
VANGL1	0.1079375
CHAF1B	-1.82675
NDUFA3	0.4675
KIAA1328	0.0573333333333333
SHARPIN	0.78325
TTC23	-0.428375
UGP2	0.25275
ANKIB1	-0.2797
CIRBP	1.39285714285714
SEC14L4	-2.9985
OVCH1	0.62
VPS52	-0.1165
FAT	-1.40775
M6PRBP1	-0.0405
GPRIN3	0.465
PPM1F	-0.976666666666667
TSR1	-0.44375
CCDC85A	1.0535
PCSK5	1.6935
ZFHX3	0.2955
HEMK1	-0.6115
PGBD2	0.0275
RSRC2	-0.291833333333333
AURKC	-0.867833333333333
SCRIB	0.355125
ORM2	-4.35383333333333
FAM115A	-0.8092
FZD6	1.12875
UNC119	0.0781666666666667
GPX3	0.3168
NOV	-0.091625
CABC1	-0.087625
CDC42SE2	0.4835
EIF2S2	-0.7226
RNF130	1.0925
CKAP5	-0.686666666666667
RP11-413M3.2	-0.08175
C10orf18	1.4752
TMEM93	-0.02825
DYX1C1	2.14775
KCNMB2	-1.76725
ANK3	0.773166666666667
KRT5	-0.5186
CDH12	-1.02075
QRSL1	-0.355875
JUB	-2.54725
SHC4	-2.429125
CCL15	1.68616666666667
CCDC22	0.29525
SNX24	-0.3155
RARS	0.1755
MORC2	-0.0715
FAM48A	0.07675
MT1H	-1.568
PPP1R14C	-2.327
FOXD1	-2.74878571428571
C1orf213	-2.52525
AMT	-2.2732
DSN1	-0.935
PTPLAD2	3.5015
DIS3L	-0.1125
RASL11A	0.37375
GPRC5B	-0.394125
FRMD7	0.574
STRN4	-0.17425
KITLG	0.686863636363636
HDGF	-0.55475
OR1S1	0.898
SETX	0.2355
DDR2	0.257375
KCTD12	1.79725
LYZL2	-0.62425
WDR52	1.932
TMEM2	0.726125
ZNF579	0.192
LOC200810	1.01875
TNFSF9	-1.8625
PPFIA4	-1.893
CNIH3	0.496833333333333
MAP4K4	-1.49985714285714
ROD1	0.730214285714286
ALS2CR12	0.867833333333333
DOCK3	-1.6155
PAQR9	-3.66175
ASB17	0.805
STX16	-0.58975
FEZ2	-0.0565000000000001
DLAT	-0.777833333333333
KIF21B	-1.2315
CDC5L	-0.00025
TMEM119	1.31266666666667
CRIP3	-1.30075
TPSD1	0.139166666666667
TEPP	-0.258
GNGT2	1.279
C21orf121	0.24575
WNK1	0.02575
FLJ10490	0.6564
OR51B5	-1.886
LOC203547	-0.15675
HAS1	-0.2835
PPA1	-0.545166666666667
ST7	-0.191625
C11orf46	0.7616
POPDC3	-3.60033333333333
ACOX2	3.038
ATCAY	-0.278083333333333
TM4SF19	0.81525
MFSD9	-0.0546666666666667
PDHB	-0.15
ERN1	0.0435
LCE3C	0.168
GPR111	0.088
NOTCH3	1.85816666666667
ADAMTS5	1.8995
B3GALT1	-0.58775
UGCGL1	0.494833333333333
FAM58A	0.129833333333333
FBXO32	1.9375
CLPP	-0.05175
NXPH1	-1.02825
MTMR3	0.141666666666667
ATP1B3	-0.458625
TMEM16A	3.500875
HIST1H3F	0.0751666666666667
TRIM25	0.0266666666666667
SDCBP2	1.454
CRKL	-1.517125
HOXB2	0.327666666666667
ANP32B	-0.59
GATM	3.565
AP4E1	-0.127125
EDG5	0.142875
CDKN3	-1.00083333333333
CDH4	-2.17175
PGD	-1.48216666666667
RND1	0.3325
GAD1	-3.21455555555556
MPG	0.784875
LOC440350	-0.351
ZNF133	-0.4795
SERPINB12	-0.0885
AMELY	-0.398333333333333
DHX36	0.2855
TNFAIP8L2	2.8555
PHTF2	0.160611111111111
CCDC112	-0.568
IQCC	-0.3985
HEYL	2.82116666666667
FTSJ2	-0.107833333333333
APPL1	-0.19875
RAB43	0.794857142857143
OR10G2	0.1355
WAC	-0.178166666666667
ADCY9	1.424125
RUNDC2B	0.267333333333333
PYCRL	1.5126
AGPAT7	-0.760166666666667
SLC22A9	-0.41
CDKAL1	-0.155
PDYN	-0.261333333333333
C20orf74	0.46025
MTMR11	-0.23525
VAV3	3.63966666666667
DAPL1	-0.797
STXBP3	0.62275
EIF3G	0.15725
ARHGAP22	-1.092
NPFFR1	0.4155
NPC1	-0.498833333333333
ALDH9A1	0.855166666666667
ZNF600	0.383
ZNF678	0.886333333333333
RASSF1	-1.049
ADD2	-2.7465
PITPNB	-0.534
PKD2L2	0.485571428571429
LRP11	0.06425
CDKL1	0.8795
SMEK2	0.61825
PRODH2	-3.29283333333333
C11orf54	-0.2715
SFRS11	-0.334
IL7	-0.282333333333333
ALS2CR16	0.5765
BTG3	-0.896
PAK2	1.251
RP11-679B17.1	-1.31775
GATA4	-1.9675
ATP2B1	-1.02225
LOC130940	1.9
C1orf172	2.02066666666667
ATF7IP2	-2.8145
SLC25A43	-0.180833333333333
CENTG3	-0.749
IGF2BP1	-4.021
FCHSD1	0.4975
CAMK2N2	0.400166666666667
ELAVL3	0.49
NBPF15	-0.605666666666667
UBE2J2	-0.147583333333333
GNL2	-0.417
PRR3	-0.4397
NLF2	0.32775
OR4F6	-0.408
KLHL24	1.55916666666667
CCDC88A	-1.5176
SGPP1	0.5145
C10orf11	0.792333333333333
SLC35B4	-1.57066666666667
UGT3A2	-0.9325
ARNT2	-0.0936
CBR1	-1.819375
ITPR3	-0.437166666666667
TRAPPC6B	0.5694
AMZ1	1.6125
ARP11	0.962
WDSUB1	0.6575
APBA1	0.3415
RAB2A	1.6625
C6orf162	0.004625
HPSE2	0.61975
PLCE1	-0.3045
INSL3	0.24225
DLG1	0.9517
PTPLA	-3.669
PIGX	1.349875
TFIP11	0.0688333333333333
FIBIN	2.8175
POLR2G	0.15575
GRAP2	-2.0501
DNAJB8	0.0475
CNBP	0.840333333333333
WASF1	-2.24025
INPP5E	-1.6388
HSPB1	0.433875
TMEM167	0.1493
CUBN	0.063
IGF1	2.9729375
ITPK1	0.659
NAALAD2	-0.734125
G3BP1	1.0757
NT5DC1	0.5585
CYP39A1	-0.376
TMEM139	-0.85025
POLK	-0.426
GLULD1	-1.57875
RBM15	-0.0865
AMZ2	0.95
GDF15	-0.433833333333333
MESDC2	0.15075
INCA	0.972833333333333
ACY1L2	-3.0565
GZMM	-0.386666666666667
PAIP1	0.19375
CACNA2D1	0.43375
STK32C	-0.825
SH3BP4	-0.5975
DEC1	-0.0065
PADI1	0.8175
UBB	0.6439
PON3	-2.25833333333333
PROP1	0.347
ANKRD13B	-0.6475
ADCK1	0.04325
TCF25	-0.44
SLC38A5	-2.56175
CXorf26	0.0465
C19orf39	1.02975
PPP1R13B	0.71075
ARL2	-0.7375
TCL6	-0.0676666666666667
TOP3A	-0.4495
SLC16A14	-0.887625
FXYD6	0.953333333333333
HIST1H4E	-1.01675
BBC3	0.189315789473684
UNC5A	0.324
FAM86C	-0.1106
PI4KB	0.268875
B3GAT1	-3.67275
SUSD2	0.704833333333333
OAZ2	0.0658333333333333
NOC4L	0.1105
C10orf12	-0.18225
FADS1	-3.64466666666667
LOC144097	-0.26875
DKK2	0.814
KIAA1949	-0.2355
RHOT1	0.6276
OXT	0.805666666666667
GPR153	0.23525
ARL4A	-1.44116666666667
SAAL1	-0.97875
CCDC64	-0.4695
USE1	-0.0453333333333333
HNMT	0.518833333333333
PCGF3	0.3974375
CYP2C19	1.01125
C20orf4	0.2525
CCDC11	2.33225
ACSBG2	-0.23775
RWDD2A	0.20575
PALLD	2.171875
CPLX4	-0.5245
LOC492311	0.514
KPNA2	-0.723666666666667
MACROD1	0.5601
TMCO3	0.349
C15orf52	-0.939833333333333
BIRC5	-0.9144
PRR16	-0.545
FAM63B	0.023875
KATNB1	-0.8145
