Hybridization REF	TCGA-BH-A0DZ-11A-22R-A089-07
ZNF434	-0.00966666666666667
SMARCD1	-0.451333333333333
ZFP106	0.3285
ZNF347	0.4694
GTF2E1	-0.3895
RY1	-0.298166666666667
ATAD2B	-0.02925
ARHGAP17	0.1074
KCNIP3	-0.62025
SFPQ	-0.1685
GFRA4	-0.575666666666667
AKR1B10	2.512375
TIGD6	0.979
RGS16	-0.206
URB1	-0.530166666666667
OR4C46	0.505666666666667
TOP3B	-0.5555
NFATC4	-0.1475
CA14	-4.3885
BMPR1A	1.15133333333333
SNRP70	-0.591125
PRL	0.0316666666666667
C6orf130	-0.33025
STAG2	0.25375
CD55	-0.561571428571428
RPS23	1.28816666666667
SSX2	-1.5402
FDPSL2A	-0.4215
FBXO27	0.274625
SYNGR3	-1.77066666666667
TMSL3	-0.4765
EML1	-0.911
NUP93	-1.00791666666667
SMAD3	-0.1603
KIAA1189	0.285833333333333
HNRPUL2	0.411833333333333
TBC1D12	0.6155
C16orf24	0.2795
MRVI1	1.036
ZNF581	-0.491666666666667
ELOVL3	0.0615
OR51Q1	0.194
CACNB3	0.617166666666667
GALNT13	-0.79225
C10orf84	0.7731875
NEDD4	0.2162
SPO11	0.338
OR5AU1	0.2815
NEK4	0.230142857142857
PRKAR2A	-0.699666666666667
IHPK1	-0.161333333333333
ATP6V0B	0.111625
CACNA1E	-0.6465
CEACAM8	0.719833333333333
PEX14	0.3365
FLJ12993	0.778
ZBTB38	0.284333333333333
PCTK2	0.878333333333333
LRRC16	0.7629
FBLIM1	0.336583333333333
FYCO1	1.629
RP5-1022P6.2	1.211
CMTM1	0.063
PLTP	1.06733333333333
RAPH1	0.998625
DOCK8	1.4015
EZH2	-2.09326666666667
SLC25A1	-0.472
PLEKHB1	1.2958
GRB7	1.7812
ZFP37	0.99825
MRPL33	-0.3495
PELO	-0.57075
ARMC1	-0.236909090909091
C9orf27	-0.126375
FLJ25778	-0.343
C9orf37	-1.45666666666667
TMEM66	1.8625
SPRN	0.22
HBEGF	0.627
PI4KA	-0.672
LEPRE1	-0.785
POU2AF1	-0.7045
MRPL12	-1.1425
REP15	0.6405
ZC3H3	0.12175
RASAL1	0.23675
DDAH1	1.048125
ACBD5	0.28
TMC2	0.1295
CCDC137	-1.9535
SAMD13	1.51
UGT2B15	2.02616666666667
TIPARP	0.5005
DNASE1L3	3.0025
TRIM72	0.5185
DBX2	1.668
IPO8	0.04225
C21orf88	-0.7185
MAP3K14	0.377
LOC51233	0.107333333333333
GGTLA4	1.30025
PDE6D	-0.17175
ZNF117	0.64125
CLK2	-0.861875
NKRF	-0.60125
TNFSF15	1.2894
DUSP2	1.42125
SECISBP2	-0.1903
GABRR2	0.8115
PPAP2C	1.571
LOC51145	-0.0896666666666667
PAG1	-0.60475
PIK3C3	0.09425
GNG10	0.2925
APOL4	0.443
ANKRD28	-0.5785
STMN3	-0.48
RAB14	1.0265
CDK2AP2	-0.55625
HDDC3	-0.08925
COMMD7	0.244875
CXXC1	0.01925
HMCN1	0.322333333333333
CD40	0.91625
DYNC1LI2	0.282875
GDI1	-0.10925
LOC646938	0.176
VSNL1	1.66316666666667
PIH1D1	-0.352333333333333
RAET1G	0.0295
KRTAP5-9	-0.4665
EFTUD2	-0.88075
ZNF311	0.419333333333333
ATP6V1G3	-0.02375
OR2W3	0.23775
SCN4A	0.275
MED10	-0.911625
FAM135A	0.2566
ARHGAP4	-1.41625
EHMT2	-1.11675
UFD1L	-0.577
ERMP1	0.51475
MAG1	-0.117666666666667
THAP8	-0.0641666666666667
HACE1	0.0426666666666667
FAM82C	0.200833333333333
C3orf20	0.273
UNC84A	-0.133333333333333
SCD5	0.236142857142857
LASS6	1.620375
LSG1	-0.228333333333333
MAL	-4.92125
GPR22	-0.277
WDR5B	1.564
ACTRT1	0.479
C17orf60	0.193
GRIN2C	-0.2549
ARMC8	-0.0994166666666667
SLC47A1	-1.6695
DMPK	0.02375
DHRS13	-0.460833333333333
SMC1A	-0.600166666666667
KRTAP17-1	0.22975
SMYD5	-0.17775
TUSC2	0.19425
CRHR2	0.501
KIR3DL2	0.115
CCDC104	0.75925
ATP2C1	0.936125
CROT	1.2905
PABPC3	-0.202666666666667
EGR1	3.40783333333333
THSD1	1.319
KHK	-1.307
SLC12A2	3.45675
CD58	-0.5395
STOX2	1.34833333333333
CCDC76	-0.4162
CCDC48	4.19775
DNAH1	-0.117333333333333
ZIC4	-0.1865
OR1G1	0.1595
PSMC6	-0.0325
PROKR1	-0.021
ABCB1	1.557625
TRAT1	-1.0525
LLGL1	0.19
MTF1	0.44125
USP54	1.10025
PAGE2B	-2.212
ITGB7	-3.6875
CCDC81	-0.277
LOC149837	0.3095
SCUBE1	-0.0215
ZSCAN10	-0.6205
HUWE1	-0.02
CDH17	1.735
CD180	1.504
IL17A	0.098
TMPO	-1.23325
KIAA1524	-1.61166666666667
HDGFRP3	-0.396166666666667
OXCT1	-0.278909090909091
RRAS2	-0.358333333333333
LTBP2	2.77025
SV2B	1.89183333333333
CYP2A6	1.643125
PKD1L2	-0.542166666666667
PPM1M	0.7615
FLJ22662	2.68683333333333
ZNF502	2.02225
GP6	-0.56925
CRYBA2	-0.98425
LEF1	-2.423
CTPS	-1.94285714285714
EYA1	-2.05
EPS8L1	1.00625
MAPK14	-0.784166666666667
SERPINB2	-4.24925
GTF2F2	-0.1375
ZNHIT4	-0.0755
PLA1A	-1.183
C20orf114	3.83925
HPR	-4.387
C18orf2	-2.19
SATB2	-2.238
KCNJ9	-0.13125
MGC157906	-0.117
MOCS3	0.08375
C17orf71	-0.312166666666667
PPHLN1	0.1596
HIST1H2BN	-2.095875
RAPGEF1	-0.75
MAP3K8	1.49625
DLG4	0.163166666666667
STC1	0.321416666666667
CDGAP	1.82275
DDX26B	0.09775
LOC150223	-1.8855
CPSF3	-0.656333333333333
TMEM14A	0.27725
MYH3	-0.62325
GPKOW	0.0815
SULT1A1	-0.795333333333333
SPON1	3.9483
YY1AP1	0.0913333333333333
RAB23	0.03125
PLA2G4A	-1.125
MAPRE3	0.3895
ZNF516	0.636642857142857
GGPS1	0.58375
EXOC3L2	-0.95625
C19orf42	1.1215
MAP2K2	-0.556833333333333
HIST1H2BB	-0.89825
RNF19B	1.07316666666667
C6orf128	0.370166666666667
TLR8	2.17225
PCDHA9	-0.04
CARS2	0.2205
CLUL1	2.71216666666667
RHAG	-3.76116666666667
UNK	-0.0405
EXOC8	0.6698
C9orf95	0.96225
C14orf143	-0.0968333333333334
MAML3	-0.256875
LDHA	-1.6815
MRPL20	0.33125
KLHDC6	0.7645
ATP5S	0.380333333333333
C8orf55	-0.05075
PHF19	-2.446125
KRTAP13-4	0.1775
TTC5	0.39175
XKR5	0.12175
SILV	-4.44933333333333
TEX28	0.119
TCTN1	0.91575
CX40.1	0.0015
PPP2R5C	0.20925
C12orf30	-0.815833333333333
CAPG	1.84675
MPZL1	1.25935
ARSB	-1.17083333333333
TDH	-1.18325
WASF4	0.8865
TSSK3	-0.108
7A5	1.6985
CRISPLD1	3.05325
MAD1L1	-0.617833333333333
SPIN4	-0.341333333333333
AMPD1	2.14025
DPYSL5	0.3185
INPP1	1.30733333333333
ANKRD11	-0.953666666666667
NPAS4	0.10325
GCET2	0.7159
RNASE9	-0.29
GUCY2D	0.172333333333333
CCDC98	0.59575
FGF4	-0.081625
CPM	-0.919166666666667
SLC26A4	-0.522333333333333
PLD5	0.88525
FAM59A	2.1269
FBXO5	-2.13277777777778
SIPA1L1	0.109
DPYS	0.649
ATG4D	-0.76775
TGM3	0.2675
MTCH1	-0.03525
HK1	-0.211928571428571
CDC26	0.037625
GALNT12	-1.7675
LOC339229	-0.59475
MRPL35	-0.673
ORC4L	0.617
TNKS	0.160857142857143
C2orf24	-0.206166666666667
ZNF553	-0.180166666666667
GGTLA1	2.4664
ZNF497	-0.319
CDY1B	-0.96
SLC30A4	-0.079
TUB	0.044375
ARHGEF18	-0.3205
ARRB1	0.15125
KCNK1	0.859375
EREG	1.5727
SCAMP5	0.1045
RUNDC3B	3.365
ADAMTS20	-0.401
IL17RB	0.952625
FLJ20323	-0.6095
MCAM	0.244125
POLR3E	-1.84941666666667
AQR	0.427
IPMK	0.1905
CDCA7	-3.333875
CAMP	1.18975
GRHL3	0.761
ADAMTSL2	-0.499666666666667
CLMN	2.378
SSTR3	0.153
MAGEA5	-2.0515
OVOL2	3.319
JMJD1B	0.732
RBL2	0.4388
PYGO2	0.29125
PPP1R10	0.231666666666667
CSE1L	-1.15016666666667
LCA5	2.8035
RDH16	-0.23525
ASRGL1	-1.135875
TOM1	0.0638333333333333
PTX3	-2.139
TTC15	0.32275
SCGB3A1	3.46216666666667
MRPL50	-0.28175
RCAN3	0.73325
SLC26A11	0.55425
STYX	-0.185666666666667
CINP	-0.01675
MARCH7	0.575
PFKM	-0.691833333333333
SGMS1	0.797333333333333
RIOK3	-0.1196
C1orf110	0.113
CES7	0.215
LOC440248	-1.13175
PPP1R12C	-0.6825
C10orf27	-0.0665
ATG9A	-0.71975
MRPS26	0.210625
TMEM40	1.9885
ELP3	0.1722
ZNF787	-0.6762
HIAT1	0.625375
C8orf34	0.768833333333333
MGC4655	-0.2016
PELI1	1.7075
PPT1	0.2855
SLC35C2	-0.4875
C6orf125	-0.642
MUC4	1.22566666666667
RFC4	-1.99828571428571
GNB2	-0.172833333333333
NUP50	-0.415142857142857
SULT4A1	-0.8045
C7	2.499375
CCDC130	-0.3335
ARRDC4	1.20925
RQCD1	-0.538
GLYCTK	-1.1135
AYTL2	-1.35454545454545
MTUS1	1.5515
LEMD3	0.759666666666667
PLEKHF2	0.98525
HOXA7	1.842
GTF3C2	-1.256
DYNLRB2	3.17775
CNOT10	-0.413
MR1	-0.249166666666667
FFAR1	-0.0205
PRIC285	-0.43325
SLITRK6	4.61375
LIX1	-1.5603
UBE1L2	-0.274333333333333
F8	1.395625
ACHE	-0.0648333333333333
KPNA5	0.67625
TNFRSF12A	-0.314666666666667
EGR3	4.5425
SERPIND1	-3.545
OASL	-0.76075
IFRD1	-1.505875
WDFY1	0.199
ZNF267	0.870875
ACCN5	-0.1325
ZBTB6	-0.39025
PPP1R3A	0.0865
PRRT3	1.207
FBXL19	-0.831
TXNIP	0.295571428571429
ACTN2	-1.08475
ATG9B	-0.421
C9orf117	0.122375
IL27	-2.977
RPL36AL	0.261666666666667
KLK15	0.179
CHAD	2.009
RAP2B	-0.1286
HEBP2	1.48925
ZNF342	0.1535
CAMK2G	-0.145833333333333
TLR3	1.84725
FGF14	1.608
HMGB2	-1.866625
TRPM5	-0.210333333333333
OR5M11	0.2545
KIF3B	0.173421052631579
PRICKLE2	1.8045
MTMR9	0.416125
C3orf27	0.3825
GLRA3	1.316
NSDHL	-0.187833333333333
TMEM32	0.1065
POLR2D	-1.06791666666667
MYADML	0.05
C9orf114	-0.358
MRGPRX1	-0.0515
TOPORS	0.6195
CLDN19	2.77575
C1QL4	0.3015
RNF165	0.371
DHRS9	-0.6055
DNAH2	0.188833333333333
FXR1	-0.0438333333333333
ZMYM3	-0.540125
CASP3	-0.1985
FAM120C	-1.19325
SCLY	-1.1005
CA7	0.2645
ENTPD5	1.0275
ZNF461	0.4955
PDIA5	-0.34025
C1orf19	-0.255666666666667
TMEM67	0.4955
KCTD20	-1.0215
WDR47	0.4165
FLJ38723	1.6945
KLRF1	1.05883333333333
TAS2R16	-0.0685
CLDN12	1.13125
PRKCE	0.678
UBXD4	-0.11
ITGAM	1.61083333333333
GLT8D3	-0.35775
WDR31	0.3912
RGS2	2.68425
OR51L1	-0.4195
MST1R	0.36775
KIAA1737	1.28675
OR4A5	0.502
GLIS1	-0.916666666666667
PTMA	0.340071428571429
NAPA	0.91325
PRDM11	0.2675
LIPF	0.1975
DIRAS3	3.32025
ASGR2	-3.998
C1QTNF4	1.733
PIK3R4	0.219833333333333
ARMC3	1.5435
NDUFV3	-0.457083333333333
BTBD3	0.445333333333333
PPP1R2	0.38725
UBE2NL	-0.00275
FOSL2	0.428
FAM119A	-1.30216666666667
TUBA4A	-0.4589
KRTAP12-1	-0.22475
SFRS2	-0.59275
RHPN1	-0.5887
EEF2	0.1245
ZDHHC11	-0.571166666666667
EPHA3	-1.4367
RBM12	-0.05525
H2AFJ	0.39275
EDIL3	2.2775
KIF26A	-0.566
SERGEF	0.48275
B3GALT4	1.6815
LOC90925	0.385666666666667
OSCAR	-0.961375
NPFF	-0.3185
DEDD	0.1555
TMEM155	-0.4045
PTPN1	-0.045
SCYL2	0.452666666666667
SKAP1	1.76525
LEAP2	-2.73266666666667
GADD45G	1.0674
IFITM3	0.57625
PILRB	-1.68316666666667
SLU7	0.4689375
DSC3	2.79525
DNMT3L	-0.963
PAPD5	-0.689625
B3GNT3	1.80983333333333
LHCGR	-0.0105
MSL-1	-0.49725
UBE2S	-2.497
SAP130	-0.39775
ANAPC11	-0.36725
MAGED4B	-1.9
ATP6V1B2	-0.003
C14orf179	0.878125
CAPZA1	-0.108625
CDYL2	-0.743666666666667
GLRX3	-0.7365
LOC136288	-0.229
MOBKL1A	0.127
HTR2B	1.374
CRYGD	-0.105833333333333
NUS1	-0.374833333333333
PGRMC1	1.0965
MYOM2	2.6845
FLJ39653	-1.32333333333333
CHM	0.2134
OR5M8	0.277
ZNF619	0.493
FAM105A	1.001
CCNL1	-0.429125
NAP1L3	1.04475
C10orf57	2.00883333333333
B3GALNT1	1.1435
CSN1S2A	0.07
TCP10L	0.4735
GDAP2	0.026625
DMKN	1.02033333333333
COX6B1	-0.218
DNASE2	-0.433
MSH5	-2.27175
LGMN	-0.48575
USP31	0.6939
OR13C8	0.4855
SDCBP	0.1188
NUDT11	-1.09266666666667
PYGL	-1.63233333333333
SNPH	0.369166666666667
B3GNT4	-0.3545
MIZF	-0.5483
NUBPL	0.532125
NOD1	0.1535
CDH22	1.44075
NUBP1	-0.0185
DSCAM	-3.6745
DGKI	2.113
FAM136A	-0.43525
AKAP1	0.299333333333333
SLC16A6	-0.69475
RIN3	0.1395
PSG2	0.20925
DIP2B	-0.0767500000000001
PSORS1C1	-0.8066
KIAA0495	0.032
FLJ90709	-0.520833333333333
LPA	-0.193333333333333
PIGA	0.328166666666667
LY75	3.981
UTS2	-6.31
RREB1	-0.06475
GALNACT-2	0.4002
MGC3196	-0.83525
FLJ31568	1.35025
LPHN1	0.13875
SP1	0.714375
TOX4	0.507
HSPA9	-0.1074
APOBEC1	-0.1935
SLC35E4	-1.387
LSM5	-1.162
SURF1	0.2515
ZBTB1	0.9975
GTF2F1	-0.0905
RPS15A	0.107071428571429
DUSP21	-0.429166666666667
GINS4	-3.146
MYO15A	0.398
GIMAP7	3.994
MGC13379	0.9085
ATP6V1E2	0.484333333333333
UTP3	0.58325
HNRPA3	-0.371125
MT4	-0.656
C14orf155	-0.443333333333333
U1SNRNPBP	0.24225
CKLF	-0.988333333333333
PLEKHN1	0.193
MBNL1	0.21725
NUP160	-0.8575
ACSM2A	-1.13375
LOC129881	1.11075
KIAA1529	0.0125
FLJ22639	-2.38975
HAND1	-1.096
GSX1	0.2635
FGA	-3.747375
SERPINB1	0.2625
ZNF642	0.535
IGFBP1	-7.937625
SLC1A1	2.219875
DHX57	-0.119125
ZNF766	-0.0025
PTPN21	-0.1966
GDPD3	-1.97383333333333
PNPLA5	0.259
TBR1	-0.138166666666667
FAM116A	0.2225
IQGAP1	1.069375
FOS	2.380625
ZNF226	0.38325
FIGNL1	-0.292833333333333
C14orf1	0.0351666666666667
ZMYND17	0.057
PUS7	-0.971166666666667
TUBB6	-0.768625
KCNQ2	-1.59475
MARCH6	-0.0786666666666667
CCDC33	-0.5995
PRODH	1.04425
RBM11	1.81925
EPHA6	-0.063875
SLC43A1	-0.69625
LOC196541	0.697875
NTN1	0.361166666666667
ING4	0.94675
PCDHB10	1.387
DPH2	-0.631333333333333
SPACA4	-0.16325
FBXL21	-3.14
DIAPH1	-0.523833333333333
ZNF71	0.519833333333333
CEP76	-0.5335
CORO1A	-1.2055
RRM2	-2.75375
EDG4	0.8855
OS9	0.2075
SLC4A1AP	-0.06175
COG5	-0.61775
COPS8	-0.37175
NGLY1	-0.3865
NCBP2	-0.57075
C17orf42	-0.335333333333333
GPSM3	-0.55325
SIL1	0.0988333333333333
ASB6	-0.3435
SMAD5OS	0.637333333333333
UNC93A	-2.621875
A1BG	-0.3395
C21orf62	0.2765
FMO5	1.24916666666667
ATRIP	-0.2575
CEBPG	-0.083
C7orf38	0.207333333333333
TNFRSF1B	0.232833333333333
CLEC1A	1.84466666666667
IQSEC1	0.0605
PATZ1	0.8311
RBM22	1.253
BAG2	-2.58016666666667
PAQR5	-1.91033333333333
C9orf127	0.388
THNSL1	0.4015
SHROOM3	2.6008
JAM2	2.554
SNRPN	-1.04075
ALX4	0.414
CACNA1S	-0.037
FAM130A1	0.46025
CORIN	1.9775
CD300LB	0.323
PLEKHG6	0.6065
LRRC40	-0.723
PCLKC	-1.202
PCDHB16	1.6865
WNT2B	0.857333333333333
ASNS	-2.35211111111111
MRPL49	-0.100375
FLJ46111	-0.3045
ISG20	0.327625
SMU1	0.358833333333333
CASZ1	0.1935
POLR1D	0.0153333333333333
GIN1	-0.14825
SNAG1	1.15133333333333
ANKRD29	0.422
CDKN2AIP	0.063
KRR1	0.335
CXCL1	-0.3705
EPM2A	0.3063
PC	0.230666666666667
DEFB127	-0.31
PDZRN4	1.03533333333333
FAH	0.148125
OR51E1	0.754
CDC2L6	-0.304
DNTTIP1	-0.3285
PAX8	-0.000500000000000001
TMEM116	0.604
C1orf150	-0.412
PRO2012	-0.057
MRPL40	-0.505833333333333
BEX1	-2.0635
SLC2A4	1.13816666666667
PKMYT1	-2.0345
FEZF2	0.1775
SLC26A9	-0.5745
MAP2	0.5795
LYL1	-1.84775
SLC25A19	-1.54466666666667
NOS3	-0.7155
ZNF34	0.423333333333333
TMPRSS11F	-0.164
FAM43A	0.0855
FCRL4	0.00466666666666665
KLF14	0.1185
FLRT2	0.841833333333333
WRN	-0.561
SDF2	0.9391
KRT8P12	-0.29375
C6orf195	0.3635
C9orf125	-0.294666666666667
DZIP3	0.243125
RIT1	-0.0645
SCML1	-1.26483333333333
RHBDF2	-0.77125
OR2G3	0.2235
REXO1L1	-0.213
MAP3K7IP3	-0.28875
C3orf57	-2.23275
FBXW11	-0.892833333333333
ETAA1	-0.32625
C14orf131	-0.2971
AKT1S1	-0.256
SLC12A5	-0.716375
C9orf164	0.75825
NRIP3	-1.20775
NOS1AP	0.442
TMEM121	0.4335
SAP30BP	-0.2314
DGCR6	0.5185
WDR76	-1.60525
FAM82B	-0.351166666666667
LOC606495	-0.4445
MAP9	1.8745
BCDIN3D	0.3745
CXorf36	3.0905
DSCR3	-0.2729
ZFAND3	0.190125
C7orf43	0.0251666666666667
SPSB3	0.00409999999999999
C19orf19	-0.2305
FAM133A	-1.7045
C12orf25	0.51025
SLC39A3	-0.704625
DISP2	-0.3595
PI4KAP2	-2.1795
MKRN3	-2.29633333333333
ADAMTS13	-0.62175
CBLN3	0.1879
TTYH1	1.512
C3orf18	0.785
FLJ13236	-0.709
ZMYND12	2.81675
C18orf25	0.223375
GLB1L3	-0.258
ATP13A5	3.2245
RANBP10	-0.0365
CD96	-0.8998
DENND1C	-0.31925
RBMS3	2.2779
SLC41A3	0.581666666666667
DGCR6L	0.619
TMEM128	0.831333333333333
CSNK1G3	0.160214285714286
MOBKL2C	1.094875
TSPAN6	0.959375
MATN2	2.3185
MSL2L1	-0.531833333333333
ST6GALNAC2	1.034
FGFBP2	0.621
FGL1	-4.97566666666667
MPP3	-1.07033333333333
ARHGEF6	1.19016666666667
TGFBR2	1.561875
ACMSD	1.4215
IL33	4.81125
C9orf5	0.291666666666667
DEAF1	-0.3185
AMN	-0.6985
DEFA6	0.10925
RNF212	-0.94
METT5D1	0.179833333333333
CIB1	0.1312
TSSK1B	0.205
KIAA1727	1.789
ZNF680	0.99925
LOC399900	-1.454
LOC152217	-0.237666666666667
CTNNAL1	-1.336
CIT	-3.2955
TLE6	0.1125
ZNF607	-0.3015
HERC4	-0.297333333333333
DRAP1	-0.8087
PEMT	-0.091
C10orf111	-0.228
ZNF575	-0.107625
KCTD7	-0.16525
MYO1F	-0.0275
LOC285382	0.9815
RAB11A	1.1063
PLCD3	-0.753
C15orf28	0.01575
PTBP2	-0.41825
CTB-1048E9.5	-0.4695
C19orf60	-0.171666666666667
C7orf25	0.545666666666667
SETD7	1.19325
HOXB9	-5.0275
VANGL1	-0.2354375
CHAF1B	-1.47675
NDUFA3	0.108
KIAA1328	0.418666666666667
SHARPIN	-0.439125
TTC23	0.23775
UGP2	0.52375
ANKIB1	0.0496
CIRBP	2.18257142857143
SEC14L4	-2.822
OVCH1	0.3355
VPS52	-0.07825
FAT	1.129125
M6PRBP1	-0.5235
GPRIN3	0.372
PPM1F	-0.339833333333333
TSR1	-0.76375
CCDC85A	2.37675
PCSK5	1.74275
ZFHX3	-0.2165
HEMK1	-0.4318
PGBD2	0.59875
RSRC2	-0.1755
AURKC	-1.11733333333333
SCRIB	0.287875
ORM2	-4.492
FAM115A	-0.0111
FZD6	0.599
UNC119	0.0445
GPX3	-0.0293
NOV	1.095125
CABC1	0.054125
CDC42SE2	0.5165625
EIF2S2	-0.767
RNF130	0.8335
CKAP5	-1.26583333333333
RP11-413M3.2	-0.060875
C10orf18	0.5453
TMEM93	-0.5385
DYX1C1	1.661
KCNMB2	1.0125
ANK3	1.76183333333333
KRT5	2.1796
CDH12	1.334875
QRSL1	0.113625
JUB	-0.59525
SHC4	1.3805
CCL15	2.38266666666667
CCDC22	-0.53525
SNX24	-0.314
RARS	-0.423
MORC2	-0.128375
FAM48A	-0.0665
MT1H	-0.2465
PPP1R14C	1.269
FOXD1	-3.01192857142857
C1orf213	-1.401
AMT	-0.7463
DSN1	-1.62175
PTPLAD2	2.08875
DIS3L	-0.04025
RASL11A	0.6785
GPRC5B	1.335875
FRMD7	1.168
STRN4	0.196
KITLG	1.19018181818182
HDGF	-1.21225
OR1S1	0.646
SETX	-0.1095
DDR2	0.858
KCTD12	2.471
LYZL2	-0.40475
WDR52	-0.0785
TMEM2	0.172
ZNF579	-0.584
LOC200810	-0.46775
TNFSF9	-1.897125
PPFIA4	-3.40575
CNIH3	-0.0558333333333333
MAP4K4	-0.985142857142857
ROD1	-0.141714285714286
ALS2CR12	-0.140166666666667
DOCK3	-0.345333333333333
PAQR9	-3.811
ASB17	-0.3562
STX16	-1.304625
FEZ2	0.408
DLAT	-0.591833333333333
KIF21B	-1.37833333333333
CDC5L	-0.2225
TMEM119	0.676166666666667
CRIP3	-1.08075
TPSD1	0.106
TEPP	-0.01875
GNGT2	1.187
C21orf121	1.22325
WNK1	-0.10675
FLJ10490	-0.0934
OR51B5	-2.0545
LOC203547	-1.066
HAS1	-0.9655
PPA1	0.671666666666667
ST7	0.045375
C11orf46	1.0645
POPDC3	-2.844
ACOX2	1.33933333333333
ATCAY	-0.8735
TM4SF19	-2.994
MFSD9	-0.576333333333333
PDHB	0.072
ERN1	-0.05725
LCE3C	0.126
GPR111	-0.489
NOTCH3	0.935666666666667
ADAMTS5	4.79825
B3GALT1	-0.0125
UGCGL1	-0.805
FAM58A	0.515
FBXO32	2.651
CLPP	-0.34775
NXPH1	0.3395
MTMR3	1.0945
ATP1B3	-1.14225
TMEM16A	4.09975
HIST1H3F	-0.555
TRIM25	-0.537666666666667
SDCBP2	1.9115
CRKL	-0.598875
HOXB2	0.562833333333333
ANP32B	-0.6735
GATM	3.7935
AP4E1	-0.116625
EDG5	0.49475
CDKN3	-3.08583333333333
CDH4	0.22725
PGD	-0.380166666666667
RND1	0.42
GAD1	-2.8994
MPG	-0.339125
LOC440350	-0.6295
ZNF133	0.1585
SERPINB12	0.103
AMELY	-0.232166666666667
DHX36	-0.277
TNFAIP8L2	2.97266666666667
PHTF2	-0.436333333333333
CCDC112	-0.756833333333333
IQCC	-0.785
HEYL	2.27933333333333
FTSJ2	-0.640833333333333
APPL1	0.434875
RAB43	0.590071428571428
OR10G2	0.0625
WAC	0.207
ADCY9	-0.550875
RUNDC2B	0.082
PYCRL	-0.2033
AGPAT7	0.094
SLC22A9	-0.7365
CDKAL1	-0.1965
PDYN	-0.557666666666667
C20orf74	0.00225000000000001
MTMR11	0.3615
VAV3	3.55758333333333
DAPL1	4.0435
STXBP3	0.598
EIF3G	0.19025
ARHGAP22	-1.1525
NPFFR1	0.0745
NPC1	-0.238166666666667
ALDH9A1	1.278
ZNF600	0.322125
ZNF678	0.676
RASSF1	-0.349916666666667
ADD2	-2.414
PITPNB	0.14975
PKD2L2	-0.00687499999999998
LRP11	0.0895
CDKL1	-0.415
SMEK2	0.15525
PRODH2	-3.19233333333333
C11orf54	0.399
SFRS11	-0.412833333333333
IL7	1.236
ALS2CR16	0.85225
BTG3	-0.438666666666667
PAK2	-0.625222222222222
RP11-679B17.1	-0.54475
GATA4	-1.94316666666667
ATP2B1	0.6415
LOC130940	2.4465
C1orf172	2.98633333333333
ATF7IP2	-1.29025
SLC25A43	0.419166666666667
CENTG3	-0.315833333333333
IGF2BP1	-3.8891
FCHSD1	0.3335
CAMK2N2	-0.56
ELAVL3	-0.2001
NBPF15	-0.797
UBE2J2	0.0530833333333333
GNL2	-0.66
PRR3	-0.309
NLF2	-0.72475
OR4F6	-0.1225
KLHL24	0.8155
CCDC88A	-1.6433
SGPP1	0.177333333333333
C10orf11	0.186333333333333
SLC35B4	-1.208
UGT3A2	-0.7005
ARNT2	1.0091
CBR1	0.1245
ITPR3	-1.10733333333333
TRAPPC6B	-0.0395
AMZ1	-0.123
ARP11	1.6985
WDSUB1	0.7175
APBA1	1.76116666666667
RAB2A	0.5415
C6orf162	0.41475
HPSE2	1.664
PLCE1	0.3765
INSL3	0.3265
DLG1	0.1859
PTPLA	-1.7035
PIGX	-0.562125
TFIP11	0.0493333333333333
FIBIN	2.5785
POLR2G	-0.49625
GRAP2	-1.6688
DNAJB8	0.082
CNBP	0.4655
WASF1	-0.51325
INPP5E	-0.7767
HSPB1	-1.078625
TMEM167	-0.4585
CUBN	0.36375
IGF1	4.912875
ITPK1	0.0836
NAALAD2	-0.23275
G3BP1	-0.0246
NT5DC1	0.787
CYP39A1	2.738
TMEM139	1.79166666666667
POLK	-0.1012
GLULD1	-1.08125
RBM15	-1.12583333333333
AMZ2	-0.21975
GDF15	-2.636
MESDC2	-0.0135
INCA	0.811666666666667
ACY1L2	-0.241
GZMM	-1.06133333333333
PAIP1	0.10275
CACNA2D1	0.3145
STK32C	-0.804333333333333
SH3BP4	1.25683333333333
DEC1	0.3095
PADI1	0.312
UBB	0.04
PON3	2.40633333333333
PROP1	-0.029
ANKRD13B	-0.613
ADCK1	0.01225
TCF25	-0.124916666666667
SLC38A5	-2.779
CXorf26	0.0205
C19orf39	0.60275
PPP1R13B	0.631
ARL2	-0.8905
TCL6	-0.0755
TOP3A	-0.9555
SLC16A14	1.442375
FXYD6	2.163
HIST1H4E	-0.96
BBC3	-0.693473684210526
UNC5A	0.1695
FAM86C	-0.2495
PI4KB	0.45425
B3GAT1	0.047
SUSD2	2.0435
OAZ2	-0.477666666666667
NOC4L	-0.33025
C10orf12	-0.41
FADS1	-1.87316666666667
LOC144097	-0.476
DKK2	1.86183333333333
KIAA1949	-0.485
RHOT1	0.3301
OXT	0.56
GPR153	-0.60775
ARL4A	0.771166666666667
SAAL1	-0.7065
CCDC64	-0.487
USE1	-0.0226666666666667
HNMT	1.28666666666667
PCGF3	0.2065625
CYP2C19	0.15325
C20orf4	0.0755
CCDC11	1.27275
ACSBG2	0.2855
RWDD2A	0.181
PALLD	2.718
CPLX4	-0.774
LOC492311	1.60125
KPNA2	-2.24733333333333
MACROD1	-0.4854
