Hybridization REF	TCGA-AR-A0TU-01A-31R-A109-07
ZFP106	-0.68225
ZNF347	0.4342
GTF2E1	0.25375
RY1	-0.0748333333333333
ATAD2B	0.759125
ARHGAP17	0.8525
KCNIP3	-1.877
SFPQ	0.90525
GFRA4	-0.160833333333333
AKR1B10	-3.22675
TIGD6	-0.0681666666666667
RGS16	1.808
URB1	0.423666666666667
OR4C46	0.0706666666666667
TOP3B	-0.88825
NFATC4	0.955
CA14	-4.643
BMPR1A	1.4275
SNRP70	-0.72775
PRL	-0.187083333333333
C6orf130	-1.384
STAG2	-0.01225
CD55	-1.27192857142857
RPS23	-0.0641666666666667
SSX2	-1.22766666666667
FDPSL2A	-0.72125
FBXO27	0.387625
SYNGR3	-0.721166666666667
TMSL3	0.61
EML1	-0.7285
NUP93	0.199916666666667
SMAD3	-1.631
KIAA1189	-0.100666666666667
HNRPUL2	0.1255
TBC1D12	0.804833333333333
C16orf24	0.644
MRVI1	0.755333333333333
ZNF581	-0.761166666666667
ELOVL3	-0.6035
OR51Q1	0.0215
CACNB3	1.7145
GALNT13	2.50625
C10orf84	0.4946875
NEDD4	-0.9248
SPO11	1.56
OR5AU1	0.398
NEK4	0.305357142857143
PRKAR2A	-0.057
IHPK1	-0.175
ATP6V0B	0.407625
CACNA1E	-0.5365
CEACAM8	-0.217333333333333
PEX14	0.358
FLJ12993	-2.424
ZBTB38	-1.4185
PCTK2	-0.175
LRRC16	0.607
FBLIM1	0.8055
FYCO1	0.30925
RP5-1022P6.2	-1.53416666666667
CMTM1	2.96583333333333
PLTP	0.808333333333333
RAPH1	0.404125
DOCK8	0.67125
EZH2	0.764
SLC25A1	-1.09783333333333
PLEKHB1	1.1981
GRB7	-0.4719
ZFP37	1.141
MRPL33	-1.31475
PELO	-0.8995
ARMC1	0.356909090909091
C9orf27	-0.049875
FLJ25778	-0.318
C9orf37	-0.887166666666667
TMEM66	0.61925
SPRN	0.14225
HBEGF	0.040375
PI4KA	-1.2645
LEPRE1	-0.1045
POU2AF1	-2.72175
MRPL12	0.151333333333333
REP15	-0.5455
ZC3H3	0.72875
RASAL1	1.432
DDAH1	2.006125
ACBD5	0.645875
TMC2	0.1045
CCDC137	-0.13625
SAMD13	0.7355
UGT2B15	-3.73783333333333
TIPARP	-1.349
DNASE1L3	-0.6245
TRIM72	0.5245
DBX2	0.624
IPO8	1.2475
C21orf88	-0.9527
MAP3K14	0.56775
LOC51233	0.119333333333333
GGTLA4	-1.14775
PDE6D	0.6285
ZNF117	0.7595
CLK2	-0.425
NKRF	0.2355
TNFSF15	1.1262
DUSP2	0.370625
SECISBP2	0.2014
GABRR2	-0.042
PPAP2C	1.80975
LOC51145	0.325333333333333
PAG1	-0.64625
PIK3C3	0.07525
GNG10	-0.3225
APOL4	0.599833333333333
ANKRD28	-0.455
STMN3	-2.4817
RAB14	-0.039
CDK2AP2	-0.041
HDDC3	-0.608
COMMD7	0.41975
CXXC1	0.74775
HMCN1	-0.539833333333333
CD40	1.0095
DYNC1LI2	-0.16225
GDI1	0.4175
LOC646938	0.14525
VSNL1	-1.9465
PIH1D1	-0.257
RAET1G	-0.9405
KRTAP5-9	-0.2095
EFTUD2	-0.08725
ZNF311	0.0565
ATP6V1G3	-0.38475
OR2W3	-0.20525
SCN4A	0.09625
MED10	-0.83275
FAM135A	1.1412
ARHGAP4	-1.315
EHMT2	-0.527
UFD1L	-0.4135
ERMP1	-0.07275
MAG1	1.37516666666667
THAP8	-0.253166666666667
HACE1	-0.610833333333333
FAM82C	0.0911666666666667
C3orf20	0.451
UNC84A	-0.958
SCD5	-0.692785714285714
LASS6	0.4165
LSG1	0.262583333333333
MAL	-5.1825
GPR22	-0.5
WDR5B	-0.41925
ACTRT1	-0.19
C17orf60	0.1885
GRIN2C	-0.5963
ARMC8	-0.214083333333333
SLC47A1	-2.08266666666667
DMPK	-0.74925
DHRS13	0.0426666666666667
SMC1A	-0.2605
KRTAP17-1	0.06675
SMYD5	-0.214
TUSC2	-0.087
CRHR2	0.3245
KIR3DL2	0.1985
CCDC104	-0.19225
ATP2C1	2.09825
CROT	-0.28925
PABPC3	-0.236833333333333
EGR1	-0.01
THSD1	-0.11825
KHK	-1.2895
SLC12A2	0.21425
CD58	-0.84025
STOX2	1.37383333333333
CCDC76	-0.4829
CCDC48	1.34175
DNAH1	-0.137833333333333
ZIC4	1.88625
OR1G1	-0.263
PSMC6	-0.109333333333333
PROKR1	-0.0535
ABCB1	-1.20725
TRAT1	-0.2095
LLGL1	-0.0025
MTF1	0.38725
USP54	0.557625
PAGE2B	-1.867
ITGB7	-3.7465
CCDC81	-0.1865
LOC149837	0.89
SCUBE1	-0.158
ZSCAN10	-0.643
HUWE1	0.610214285714286
CDH17	-0.0375
CD180	0.58125
IL17A	0.0975
TMPO	-0.1565
KIAA1524	-0.768833333333333
HDGFRP3	-0.302666666666667
OXCT1	0.130727272727273
RRAS2	1.51466666666667
LTBP2	0.528875
SV2B	3.22116666666667
CYP2A6	0.106125
PKD1L2	-0.516166666666667
PPM1M	-0.40375
FLJ22662	1.78233333333333
ZNF502	1.5825
GP6	-0.6065
CRYBA2	-1.09875
LEF1	-3.1235
CTPS	0.373285714285714
EYA1	-0.0415
EPS8L1	-0.882
MAPK14	-1.00625
SERPINB2	-4.4385
GTF2F2	0.289166666666667
ZNHIT4	0.295
PLA1A	0.06775
C20orf114	-0.86225
HPR	-4.5585
C18orf2	-2.28333333333333
SATB2	-1.418
KCNJ9	0.290125
MGC157906	0.5855
MOCS3	-0.03175
C17orf71	-0.643833333333333
PPHLN1	0.4674
HIST1H2BN	-1.392625
RAPGEF1	0.36875
MAP3K8	-0.28625
DLG4	-0.0891666666666667
STC1	-1.00975
CDGAP	1.204
DDX26B	1.20475
LOC150223	-0.7325
CPSF3	0.575666666666667
TMEM14A	-1.10075
MYH3	-1.64975
GPKOW	0.31075
SULT1A1	-1.216
SPON1	0.4473
YY1AP1	0.804
RAB23	0.81875
PLA2G4A	-3.4685
MAPRE3	0.021
ZNF516	2.18578571428571
GGPS1	1.58225
EXOC3L2	-0.862375
C19orf42	1.3189
MAP2K2	0.205833333333333
HIST1H2BB	-0.95025
RNF19B	1.699
C6orf128	0.0725
TLR8	3.69925
PCDHA9	0.3335
CARS2	0.749125
CLUL1	3.7485
RHAG	-3.666
UNK	0.7545
EXOC8	0.3549
C9orf95	1.58725
C14orf143	-0.7095
MAML3	0.12075
LDHA	-1.17925
MRPL20	-0.093625
KLHDC6	0.119333333333333
ATP5S	0.399
C8orf55	0.58425
PHF19	-1.288625
KRTAP13-4	0.5335
TTC5	-0.1575
XKR5	-0.07375
SILV	-4.81666666666667
TEX28	0.3425
TCTN1	-0.429
CX40.1	0.06175
PPP2R5C	-0.115875
C12orf30	0.0775
CAPG	2.046
MPZL1	1.3275
ARSB	-1.02283333333333
TDH	-1.29125
WASF4	-0.11275
TSSK3	-0.521333333333333
7A5	1.482
CRISPLD1	1.090125
MAD1L1	-0.624166666666667
SPIN4	0.474333333333333
AMPD1	-1.15175
DPYSL5	0.281
INPP1	-1.85316666666667
ANKRD11	-0.0306666666666667
NPAS4	-0.11825
GCET2	0.3227
RNASE9	0.884
GUCY2D	0.246166666666667
CCDC98	-0.17675
FGF4	-0.139375
CPM	-0.938166666666667
SLC26A4	-2.23083333333333
PLD5	0.96475
FAM59A	1.0689
FBXO5	-0.0346666666666667
SIPA1L1	0.0145
DPYS	0.28925
ATG4D	0.213
TGM3	0.1785
MTCH1	-1.044125
HK1	-0.535142857142857
CDC26	0.444125
GALNT12	-2.62483333333333
LOC339229	-0.00025
MRPL35	-0.645
ORC4L	-0.703125
TNKS	0.701714285714286
C2orf24	0.235666666666667
ZNF553	0.722666666666667
GGTLA1	1.11
ZNF497	-0.52175
CDY1B	0.2555
SLC30A4	0.9175
TUB	0.626
ARHGEF18	1.0065
ARRB1	0.166
KCNK1	0.560625
EREG	-2.3915
SCAMP5	-0.018
RUNDC3B	1.074
ADAMTS20	-0.15275
IL17RB	1.3945
FLJ20323	-0.65825
MCAM	-0.64025
POLR3E	-0.82525
AQR	0.730166666666667
IPMK	0.987
CDCA7	-0.33825
CAMP	1
GRHL3	3.5245
ADAMTSL2	-0.308666666666667
CLMN	2.12466666666667
SSTR3	0.2555
MAGEA5	-1.379
OVOL2	4.28325
JMJD1B	0.51675
RBL2	0.0902
PYGO2	1.111
PPP1R10	0.689
CSE1L	-0.658166666666667
LCA5	0.417
RDH16	-0.153
ASRGL1	0.352125
TOM1	0.0235
PTX3	-1.3425
TTC15	0.893
SCGB3A1	0.386166666666667
MRPL50	0.4095
RCAN3	1.9075
SLC26A11	1.2115
STYX	0.618833333333333
CINP	-0.431
MARCH7	0.03525
PFKM	-1.08716666666667
SGMS1	-0.193166666666667
RIOK3	0.0444
C1orf110	-0.2265
CES7	0.218375
LOC440248	-1.43125
PPP1R12C	-0.50775
C10orf27	0.2805
ATG9A	-0.8855
MRPS26	0.98
TMEM40	1.8055
ELP3	-0.5313
ZNF787	-0.0145
HIAT1	0.019125
C8orf34	1.76533333333333
MGC4655	-0.5649
PELI1	1.642
PPT1	0.529
SLC35C2	-1.02516666666667
C6orf125	-0.23875
MUC4	-1.3955
RFC4	-1.17728571428571
GNB2	0.00849999999999999
NUP50	0.370142857142857
SULT4A1	0.7105
C7	0.305
CCDC130	0.644833333333333
ARRDC4	0.73625
RQCD1	-0.24375
GLYCTK	-1.3215
AYTL2	-0.548181818181818
MTUS1	-0.3118
LEMD3	-0.681166666666667
PLEKHF2	-0.3875
HOXA7	-1.413625
GTF3C2	-0.922
DYNLRB2	2.01325
CNOT10	0.75475
MR1	-0.6455
FFAR1	0.13
PRIC285	-0.01725
SLITRK6	-0.934
LIX1	-1.4863
UBE1L2	0.459916666666667
F8	0.861125
ACHE	-0.1725
KPNA5	0.9325
TNFRSF12A	-0.564833333333333
EGR3	-2.3895
SERPIND1	-3.43616666666667
OASL	2.40375
IFRD1	0.68125
WDFY1	-0.3655
ZNF267	1.45175
ACCN5	0.09
ZBTB6	0.84375
PPP1R3A	0.3485
PRRT3	2.432
FBXL19	0.178
TXNIP	-0.434714285714286
ACTN2	0.4355
ATG9B	-0.184375
C9orf117	0.236
IL27	-0.7765
RPL36AL	0.418166666666667
KLK15	0.214
CHAD	0.2025
RAP2B	0.47
HEBP2	2.10175
ZNF342	0.0485
CAMK2G	-0.234666666666667
TLR3	1.0275
FGF14	0.54375
HMGB2	0.246375
TRPM5	-0.01
OR5M11	0.3435
KIF3B	0.291263157894737
PRICKLE2	-1.7605
MTMR9	0.300625
C3orf27	0.40825
GLRA3	-0.9025
NSDHL	0.082
TMEM32	-0.59375
POLR2D	-0.413333333333333
MYADML	0.4455
C9orf114	-0.8625
MRGPRX1	0.3065
TOPORS	0.29425
CLDN19	-0.79725
C1QL4	0.021
RNF165	1.595
DHRS9	-0.54425
DNAH2	-1.5735
FXR1	-0.4845
ZMYM3	0.0415
CASP3	-0.016
FAM120C	0.54225
SCLY	-0.15775
CA7	0.2755
ENTPD5	-0.404333333333333
ZNF461	0.157625
PDIA5	-0.37875
C1orf19	0.9005
TMEM67	-0.1915
KCTD20	-0.66675
WDR47	-0.1345
FLJ38723	-0.142
KLRF1	-0.055
TAS2R16	0.0925
CLDN12	-0.00674999999999999
PRKCE	-0.967
UBXD4	0.011
ITGAM	2.8365
GLT8D3	0.71
WDR31	0.4316
RGS2	1.18575
OR51L1	0.469
MST1R	-2.036
KIAA1737	0.8305
OR4A5	0.458
GLIS1	-2.18316666666667
PTMA	1.36428571428571
NAPA	-0.60525
PRDM11	0.50075
LIPF	-0.104
DIRAS3	2.871
ASGR2	-4.128
C1QTNF4	-0.714
PIK3R4	0.210333333333333
ARMC3	2.922
NDUFV3	-0.467416666666667
BTBD3	0.6175
PPP1R2	-0.113833333333333
UBE2NL	0.713
FOSL2	0.158857142857143
FAM119A	-0.703833333333333
TUBA4A	0.7103
KRTAP12-1	0.161
SFRS2	0.031
RHPN1	-0.24
EEF2	-0.663333333333333
ZDHHC11	-2.39133333333333
EPHA3	-1.8307
RBM12	-1.86075
H2AFJ	-0.669583333333333
EDIL3	-0.9655
KIF26A	-2.11825
SERGEF	0.6625
B3GALT4	0.7915
LOC90925	0.392833333333333
OSCAR	0.526625
NPFF	-0.754375
DEDD	1.07875
TMEM155	-0.84875
PTPN1	-0.92725
SCYL2	-0.0646666666666667
SKAP1	0.9185
LEAP2	-2.91516666666667
GADD45G	1.2288
IFITM3	0.270625
PILRB	-0.482333333333333
SLU7	-0.39
DSC3	-0.2965
DNMT3L	-0.78675
PAPD5	-0.677
B3GNT3	-1.79183333333333
LHCGR	0.231
MSL-1	0.9025
UBE2S	-0.5565
SAP130	-0.67325
ANAPC11	0.724
MAGED4B	1.795
ATP6V1B2	0.331333333333333
C14orf179	0.4775
CAPZA1	-0.255125
CDYL2	-0.345166666666667
GLRX3	-0.559
LOC136288	-0.527
MOBKL1A	1.1625
HTR2B	0.11025
CRYGD	0.403333333333333
NUS1	0.286833333333333
PGRMC1	1.7225
MYOM2	1.97225
FLJ39653	-2.16183333333333
CHM	-0.2554
OR5M8	0.0575
ZNF619	0.54
FAM105A	0.82975
CCNL1	-0.90375
NAP1L3	-1.22325
C10orf57	2.05983333333333
B3GALNT1	1.18166666666667
CSN1S2A	-0.2445
TCP10L	0.66425
GDAP2	0.2695
DMKN	-3.65783333333333
COX6B1	-0.44525
DNASE2	0.8345
MSH5	-1.6385
LGMN	-0.117375
USP31	0.1262
OR13C8	0.3745
SDCBP	-0.3802
NUDT11	2.0765
PYGL	-3.2675
SNPH	0.456166666666667
B3GNT4	1.2915
MIZF	-0.3663
NUBPL	0.22575
NOD1	-0.839166666666667
CDH22	-0.545375
NUBP1	0.153333333333333
DSCAM	-2.77775
DGKI	-0.451
FAM136A	0.26375
AKAP1	0.260166666666667
SLC16A6	-2.276
RIN3	1.18425
PSG2	0.1025
DIP2B	-0.244583333333333
PSORS1C1	-0.4142
KIAA0495	-0.211
FLJ90709	-0.879
LPA	0.121666666666667
PIGA	0.400166666666667
LY75	1.63016666666667
UTS2	-5.8225
RREB1	-0.310625
GALNACT-2	1.0823
MGC3196	-0.4765
FLJ31568	0.76375
LPHN1	0.286125
SP1	0.25525
TOX4	-0.776333333333333
HSPA9	0.2278
APOBEC1	0.131
SLC35E4	-1.26775
LSM5	-1.16325
SURF1	-1.5085
ZBTB1	0.3175
GTF2F1	0.31625
RPS15A	-0.676857142857143
DUSP21	-0.297666666666667
GINS4	0.133333333333333
MYO15A	-1.07066666666667
GIMAP7	3.30775
MGC13379	0.77975
ATP6V1E2	0.6005
UTP3	0.2215
HNRPA3	-0.755375
MT4	0.1205
C14orf155	-0.03175
U1SNRNPBP	0.05275
CKLF	-0.3045
PLEKHN1	-1.75366666666667
MBNL1	-0.1445
NUP160	0.07775
ACSM2A	-0.7615
LOC129881	0.45975
KIAA1529	0.5185
FLJ22639	-0.55725
HAND1	-0.6955
GSX1	0.411
FGA	-3.6438125
SERPINB1	-1.11675
ZNF642	2.033
IGFBP1	-8.104875
SLC1A1	-1.843625
DHX57	0.3065
ZNF766	-0.058
PTPN21	-1.2044
GDPD3	-2.634
PNPLA5	0.093
TBR1	0.304166666666667
FAM116A	0.42725
IQGAP1	0.091125
FOS	-1.1945
ZNF226	-1.12125
FIGNL1	0.192666666666667
C14orf1	-0.277666666666667
ZMYND17	-0.219
PUS7	1.36083333333333
TUBB6	-1.2815
KCNQ2	-1.06825
MARCH6	-0.5645
CCDC33	-0.229
PRODH	-0.74875
RBM11	1.8685
EPHA6	0.288375
SLC43A1	-1.8225
LOC196541	0.346375
NTN1	0.52925
ING4	0.69325
PCDHB10	1.24675
DPH2	0.393666666666667
SPACA4	-0.012
FBXL21	-3.504
DIAPH1	-0.5045
ZNF71	1.30633333333333
CEP76	1.0045
CORO1A	-0.1525
RRM2	-0.136625
EDG4	1.0945
OS9	-0.2875
SLC4A1AP	-0.16725
COG5	0.02025
COPS8	-1.006
NGLY1	-0.451
NCBP2	0.07725
C17orf42	-0.618333333333333
GPSM3	-0.11
SIL1	0.0696666666666667
ASB6	0.0825
SMAD5OS	-0.0196666666666667
UNC93A	-2.114
A1BG	-0.162833333333333
C21orf62	0.572
FMO5	-2.09791666666667
ATRIP	-0.258
CEBPG	0.754666666666667
C7orf38	0.105166666666667
TNFRSF1B	0.135666666666667
CLEC1A	0.792166666666667
IQSEC1	-0.345875
PATZ1	0.5465
RBM22	0.9465
BAG2	0.283833333333333
PAQR5	-0.393833333333333
C9orf127	0.1017
THNSL1	1.40275
SHROOM3	2.1957
JAM2	-0.2195
SNRPN	-2.5565
ALX4	0.38
CACNA1S	0.1755
FAM130A1	1.75425
CORIN	0.165
CD300LB	0.484
PLEKHG6	1.4635
LRRC40	-0.42025
PCLKC	-0.89725
PCDHB16	-2.007
WNT2B	0.910333333333333
ASNS	1.07144444444444
MRPL49	0.5895
FLJ46111	-0.90625
ISG20	-0.152125
SMU1	0.612166666666667
CASZ1	0.5665
POLR1D	-0.176416666666667
GIN1	-0.71475
SNAG1	0.4985
ANKRD29	-2.33075
CDKN2AIP	-0.3805
KRR1	-0.8535
CXCL1	-0.693666666666667
EPM2A	-0.0605
PC	0.0306666666666667
DEFB127	-0.7885
PDZRN4	0.291166666666667
FAH	-1.077875
OR51E1	1.0475
CDC2L6	-0.8885
DNTTIP1	-0.7185
PAX8	-0.73575
TMEM116	-0.8845
C1orf150	-0.1025
PRO2012	0.22525
MRPL40	-1.003
BEX1	-2.649
SLC2A4	-0.8525
PKMYT1	-0.714
FEZF2	-0.235333333333333
SLC26A9	0.16675
MAP2	1.5865
LYL1	-1.6695
SLC25A19	0.803666666666667
NOS3	-0.93
ZNF34	0.8635
TMPRSS11F	-0.4715
FAM43A	-1.25125
FCRL4	0.130666666666667
KLF14	0.359
FLRT2	-1.35833333333333
WRN	0.45775
SDF2	-0.4274
KRT8P12	-0.61675
C6orf195	0.498
C9orf125	0.405833333333333
DZIP3	-0.466125
RIT1	-0.2435
SCML1	-3.34733333333333
RHBDF2	1.63225
OR2G3	0.2025
REXO1L1	0.045
MAP3K7IP3	-0.049625
C3orf57	-6.79825
FBXW11	0.1105
ETAA1	0.02225
C14orf131	-0.0187
AKT1S1	-0.757
SLC12A5	-0.800875
C9orf164	1.33025
NRIP3	-1.081
NOS1AP	-1.347
TMEM121	0.809
SAP30BP	0.7629
DGCR6	-0.32375
WDR76	0.11675
FAM82B	-0.08075
LOC606495	-0.115
MAP9	1.55633333333333
BCDIN3D	0.36775
CXorf36	1.9435
DSCR3	0.8408
ZFAND3	0.057
C7orf43	0.1995
SPSB3	-0.4753
C19orf19	-0.2575
FAM133A	-2.848875
C12orf25	0.1325
SLC39A3	-0.455625
DISP2	0.9755
PI4KAP2	-2.2385
MKRN3	0.307166666666667
ADAMTS13	-1.124125
CBLN3	0.3941
TTYH1	2.2985
C3orf18	-1.07325
FLJ13236	-2.46225
ZMYND12	1.2775
C18orf25	2.048125
GLB1L3	0.235
ATP13A5	1.8555
RANBP10	-0.238
CD96	-0.0472
DENND1C	0.5895
RBMS3	-0.6338
SLC41A3	0.755833333333333
DGCR6L	-0.26275
TMEM128	-0.447833333333333
CSNK1G3	-0.888571428571429
MOBKL2C	1.482375
TSPAN6	0.883
MATN2	-2.0039
MSL2L1	0.25
ST6GALNAC2	-0.385666666666667
FGFBP2	-0.6245
FGL1	-6.6605
MPP3	-0.344333333333333
ARHGEF6	1.2005
TGFBR2	-0.1355
ACMSD	-0.96
IL33	0.90425
C9orf5	0.172
DEAF1	0.1603
AMN	-0.2425
DEFA6	0.156375
RNF212	-1.34475
METT5D1	0.316666666666667
CIB1	-0.8264
TSSK1B	0.2325
KIAA1727	1.868
ZNF680	0.260666666666667
LOC399900	-0.583
LOC152217	-0.09225
CTNNAL1	-1.941
CIT	-0.4185
TLE6	-1.29775
ZNF607	-0.314
HERC4	-0.717333333333333
DRAP1	0.0278
PEMT	-0.0515
C10orf111	0.665
ZNF575	0.20325
KCTD7	0.1555
MYO1F	0.6475
LOC285382	-0.7855
RAB11A	0.0378
PLCD3	-0.7925
C15orf28	0.13475
PTBP2	0.08375
CTB-1048E9.5	-0.060125
C19orf60	0.365
C7orf25	0.346
SETD7	0.07175
HOXB9	-4.5575
VANGL1	-0.3510625
CHAF1B	0.80925
NDUFA3	-0.11925
KIAA1328	0.7215
SHARPIN	0.245875
TTC23	-0.4005
UGP2	0.510666666666667
ANKIB1	-0.2007
CIRBP	-0.215
SEC14L4	-2.22266666666667
OVCH1	0.2565
VPS52	-0.7085
FAT	2.051125
M6PRBP1	-0.3685
GPRIN3	0.2275
PPM1F	-0.027
TSR1	0.758
CCDC85A	0.61225
PCSK5	1.94075
ZFHX3	-0.1315
HEMK1	-1.017
PGBD2	0.959
RSRC2	0.175833333333333
AURKC	-1.56633333333333
SCRIB	0.633875
ORM2	-4.60683333333333
FAM115A	0.7201
FZD6	0.99375
UNC119	-0.205166666666667
GPX3	-1.0928
NOV	-1.3545
CABC1	-0.4905
CDC42SE2	0.38375
EIF2S2	0.1977
RNF130	2.109625
CKAP5	0.748
RP11-413M3.2	-0.0035
C10orf18	1.5853
TMEM93	-0.2715
DYX1C1	1.6915
KCNMB2	-1.29875
ANK3	2.336
KRT5	-0.9608
CDH12	-0.290875
QRSL1	0.071625
JUB	0.7795
SHC4	3.007125
CCL15	0.098
CCDC22	-0.21725
SNX24	-0.68725
RARS	0.386
MORC2	0.679875
FAM48A	-0.113
MT1H	-2.244
PPP1R14C	3.34016666666667
FOXD1	-3.04178571428571
C1orf213	-0.81275
AMT	-2.1635
DSN1	-0.91775
PTPLAD2	0.499
DIS3L	-0.299
RASL11A	-0.6305
GPRC5B	0.366375
FRMD7	0.2495
STRN4	0.031
KITLG	-0.857954545454545
HDGF	-0.39325
OR1S1	0.285
SETX	-0.3756
DDR2	-0.46625
KCTD12	0.57425
LYZL2	-0.32025
WDR52	-1.015
TMEM2	-0.623625
ZNF579	0.0968333333333333
LOC200810	-0.903
TNFSF9	-1.074375
PPFIA4	-2.765
CNIH3	-0.840333333333333
MAP4K4	-0.701214285714286
ROD1	1.23928571428571
ALS2CR12	-0.185166666666667
DOCK3	1.731
PAQR9	-3.79625
ASB17	-0.021
STX16	-1.3465
FEZ2	-0.816833333333333
DLAT	-0.684166666666667
KIF21B	-1.04566666666667
CDC5L	-0.155
TMEM119	0.481833333333333
CRIP3	-1.4575
TPSD1	-0.0188333333333334
TEPP	-0.3965
GNGT2	1.7275
C21orf121	2.52425
WNK1	1.09041666666667
FLJ10490	0.0739
OR51B5	-1.804
LOC203547	0.051625
HAS1	-0.433
PPA1	0.465666666666667
ST7	0.257875
C11orf46	1.2415
POPDC3	-3.51966666666667
ACOX2	-2.90266666666667
ATCAY	-0.483583333333333
TM4SF19	-0.506
MFSD9	-0.0426666666666667
PDHB	-1.01
ERN1	-0.08675
LCE3C	0.3145
GPR111	0.41
NOTCH3	0.614333333333333
ADAMTS5	0.763
B3GALT1	-1.1055
UGCGL1	-0.006
FAM58A	2.15883333333333
FBXO32	-0.16775
CLPP	1.08775
NXPH1	-1.265
MTMR3	0.2975
ATP1B3	-0.367
TMEM16A	2.0195
HIST1H3F	-0.191
TRIM25	-0.0975
SDCBP2	0.041
CRKL	-1.431875
HOXB2	-2.24183333333333
ANP32B	0.4645
GATM	0.1455
AP4E1	0.06125
EDG5	0.569125
CDKN3	0.693
CDH4	-0.26575
PGD	-0.0691666666666667
RND1	0.331
GAD1	-3.2829
MPG	-0.526125
LOC440350	-1.1325
ZNF133	1.131
SERPINB12	0.0955
AMELY	0.0706666666666667
DHX36	-0.103
TNFAIP8L2	3.40883333333333
PHTF2	0.553666666666667
CCDC112	0.261333333333333
IQCC	0.131
HEYL	1.92016666666667
FTSJ2	-0.689
APPL1	0.21
RAB43	-0.111071428571429
OR10G2	0.3765
WAC	-0.0966666666666667
ADCY9	-1.22875
RUNDC2B	-0.5765
PYCRL	-0.125
AGPAT7	0.322
SLC22A9	-0.900333333333333
CDKAL1	1.4675
PDYN	-0.1335
C20orf74	-0.1845
MTMR11	2.82025
VAV3	-0.212833333333333
DAPL1	-0.98725
STXBP3	-0.3085
EIF3G	0.34975
ARHGAP22	0.50175
NPFFR1	-0.0365
NPC1	0.408333333333333
ALDH9A1	0.7305
ZNF600	-0.276125
ZNF678	0.5995
RASSF1	-0.24475
ADD2	-2.0185
PITPNB	0.06225
PKD2L2	0.02375
LRP11	0.673
CDKL1	1.57925
SMEK2	0.82075
PRODH2	-3.136
C11orf54	-0.640333333333333
SFRS11	-0.1425
IL7	0.759833333333333
ALS2CR16	0.4305
BTG3	0.4105
PAK2	-1.0325
RP11-679B17.1	-1.09975
GATA4	-1.58083333333333
ATP2B1	-1.32675
LOC130940	-0.274
C1orf172	3.99816666666667
ATF7IP2	-0.10225
SLC25A43	-0.1485
CENTG3	0.55425
IGF2BP1	-3.5692
FCHSD1	0.1475
CAMK2N2	-0.0693333333333333
ELAVL3	0.0189
NBPF15	-0.5805
UBE2J2	0.216583333333333
GNL2	1.23775
PRR3	0.283
NLF2	-0.1975
OR4F6	0.251
KLHL24	0.0683333333333333
CCDC88A	-1.5483
SGPP1	-2.57066666666667
C10orf11	0.480333333333333
SLC35B4	-1.23516666666667
UGT3A2	-0.68
ARNT2	1.4315
CBR1	1.457125
ITPR3	-0.8095
TRAPPC6B	0.3166
AMZ1	-1.3015
ARP11	1.35525
WDSUB1	-0.2855
APBA1	0.834166666666667
RAB2A	1.0202
C6orf162	-0.488375
HPSE2	0.33975
PLCE1	2.201
INSL3	0.47075
DLG1	-0.2103
PTPLA	-1.243
PIGX	-1.20125
TFIP11	-0.232333333333333
FIBIN	1.2215
POLR2G	0.5085
GRAP2	-1.3152
DNAJB8	0.145
CNBP	0.379166666666667
WASF1	-0.228
INPP5E	-0.3904
HSPB1	-2.2655625
TMEM167	-0.6627
CUBN	-0.12825
IGF1	0.410625
ITPK1	1.0079
NAALAD2	-0.919125
G3BP1	0.2205
NT5DC1	-0.414375
CYP39A1	1.7855
TMEM139	-1.00741666666667
POLK	-0.6167
GLULD1	-1.6135
RBM15	-0.5795
AMZ2	0.26775
GDF15	-4.7825
MESDC2	0.3125
INCA	0.856833333333333
ACY1L2	0.1315
GZMM	-0.392833333333333
PAIP1	0.2715
CACNA2D1	-0.69
STK32C	0.964166666666667
SH3BP4	-0.3345
DEC1	-0.09
PADI1	0.167
UBB	-0.0061
PON3	0.0433333333333333
PROP1	0.0135
ANKRD13B	1.795
ADCK1	-0.201
TCF25	-0.0156666666666667
SLC38A5	0.55
CXorf26	0.7865
C19orf39	-0.37075
PPP1R13B	0.4885
ARL2	0.045
TCL6	0.23425
TOP3A	-0.1065
SLC16A14	-0.2825
FXYD6	0.7785
HIST1H4E	-0.265
BBC3	-0.639210526315789
UNC5A	0.281
FAM86C	-0.1713
PI4KB	0.562625
B3GAT1	2.33525
SUSD2	0.160666666666667
OAZ2	-0.817
NOC4L	0.4695
C10orf12	1.03225
FADS1	0.0288333333333333
LOC144097	0.5565
DKK2	0.347
KIAA1949	-0.02475
RHOT1	0.2666
OXT	0.114166666666667
GPR153	-0.41875
ARL4A	-1.13816666666667
SAAL1	0.83325
CCDC64	0.019
USE1	0.1115
HNMT	-1.34683333333333
PCGF3	-0.15425
CYP2C19	0.05125
C20orf4	-0.664
CCDC11	1.26875
ACSBG2	0.0705
RWDD2A	0.76025
PALLD	1.2345
CPLX4	-0.5185
LOC492311	-1.792
KPNA2	0.054
MACROD1	0.1556
TMCO3	-0.961833333333333
C15orf52	-0.804333333333333
BIRC5	0.651466666666667
PRR16	-0.685666666666667
FAM63B	-1.195
KATNB1	-0.677833333333333
