Hybridization REF	TCGA-C8-A12M-01A-11R-A115-07
MSN	-0.757785714285714
SLC9A5	-1.909
EPDR1	0.1433
MUSK	0.135
ZNF434	0.434
SMARCD1	-0.388666666666667
ZFP106	0.03325
ZNF347	0.3659
GTF2E1	0.13475
RY1	0.0148333333333333
ATAD2B	0.06725
ARHGAP17	-0.4995
KCNIP3	-1.06325
SFPQ	0.34575
GFRA4	0.495833333333333
AKR1B10	-2.68025
TIGD6	1.25633333333333
RGS16	1.163625
URB1	0.124333333333333
OR4C46	-0.780666666666667
TOP3B	-1.1325
NFATC4	0.6855
CA14	-4.0815
BMPR1A	-0.438666666666667
SNRP70	-0.540125
PRL	-0.274181818181818
C6orf130	-0.15525
STAG2	0.15425
CD55	-2.4165
RPS23	1.32783333333333
SSX2	-0.847333333333333
FDPSL2A	0.22325
FBXO27	-0.3325
SYNGR3	-1.41216666666667
TMSL3	-0.0665
EML1	-1.866
NUP93	-0.995166666666667
SMAD3	0.4844
KIAA1189	-0.091
HNRPUL2	-0.449833333333333
TBC1D12	0.312666666666667
C16orf24	0.807
MRVI1	1.45266666666667
ZNF581	-0.213666666666667
ELOVL3	-0.7545
OR51Q1	-0.00866666666666667
CACNB3	1.68766666666667
GALNT13	-1.37514285714286
C10orf84	0.67825
NEDD4	-0.3405
SPO11	0.6635
OR5AU1	0.014
NEK4	0.559357142857143
PRKAR2A	-0.500833333333333
IHPK1	-0.461
ATP6V0B	1.251875
CACNA1E	1.021
CEACAM8	0.109666666666667
PEX14	-0.0975
FLJ12993	4.511
ZBTB38	-0.428
PCTK2	2.66233333333333
LRRC16	1.241
FBLIM1	0.00766666666666666
FYCO1	1.503
RP5-1022P6.2	-1.1165
CMTM1	-0.2095
PLTP	-0.297166666666667
RAPH1	0.913
DOCK8	0.285
EZH2	-0.916533333333333
SLC25A1	-0.445666666666667
PLEKHB1	-0.5717
GRB7	2.4714
ZFP37	0.6475
MRPL33	0.2845
PELO	-0.84375
ARMC1	1.38472727272727
C9orf27	0.303
FLJ25778	0.83
C9orf37	-1.25916666666667
TMEM66	-0.60875
SPRN	0.019
HBEGF	0.756375
PI4KA	-0.764
LEPRE1	-1.032
POU2AF1	-1.608375
MRPL12	-0.323
REP15	-0.0885
ZC3H3	0.66275
RASAL1	-2.51175
DDAH1	0.3285
ACBD5	0.86625
TMC2	0.4055
CCDC137	-0.1215
SAMD13	-1.4555
UGT2B15	-2.79833333333333
TIPARP	-0.161
DNASE1L3	0.78675
TRIM72	0.439166666666667
DBX2	-0.3145
IPO8	-0.1715
C21orf88	-1.1169
MAP3K14	-0.2015
LOC51233	-0.301166666666667
GGTLA4	2.11475
PDE6D	-0.13975
ZNF117	0.674
CLK2	-0.00250000000000001
NKRF	-0.08925
TNFSF15	-0.045
DUSP2	-0.4175
SECISBP2	1.7205
GABRR2	-0.73
PPAP2C	2.11325
LOC51145	0.6122
PAG1	0.286625
PIK3C3	-0.21425
GNG10	0.214
APOL4	0.199
ANKRD28	-0.146375
STMN3	-0.0685
RAB14	1.4163
CDK2AP2	-0.75625
HDDC3	-0.396375
COMMD7	0.57
CXXC1	0.35575
HMCN1	-0.944166666666666
CD40	0.7825
DYNC1LI2	1.0813125
GDI1	1.97
LOC646938	0.00675
VSNL1	-5.04666666666667
PIH1D1	-0.3005
RAET1G	0.501
KRTAP5-9	-0.0665
EFTUD2	-2.40825
ZNF311	-1.89283333333333
ATP6V1G3	0.5705
OR2W3	0.444
SCN4A	0.83775
MED10	-0.3755
FAM135A	-1.4577
ARHGAP4	-1.69
EHMT2	-0.09675
UFD1L	-0.90725
ERMP1	-0.146
MAG1	-2.94766666666667
THAP8	-0.065
HACE1	-0.243333333333333
FAM82C	-0.101166666666667
C3orf20	0.1145
UNC84A	-0.8785
SCD5	-0.865153846153846
LASS6	2.3995
LSG1	0.496333333333333
MAL	-5.614
GPR22	-0.0315
WDR5B	1.53375
ACTRT1	0.147
C17orf60	0.107666666666667
GRIN2C	0.3223
ARMC8	-0.495833333333333
SLC47A1	-2.9095
DMPK	0.246
DHRS13	-1.2595
SMC1A	-0.798
KRTAP17-1	-0.00949999999999999
SMYD5	0.14225
TUSC2	0.432375
CRHR2	0.3445
KIR3DL2	0.8595
CCDC104	0.5855
ATP2C1	0.921125
CROT	-1.2445
PABPC3	0.599
EGR1	-1.7165
THSD1	0.80275
KHK	-1.53025
SLC12A2	0.52725
CD58	-0.5845
STOX2	-1.36066666666667
CCDC76	-0.0279
CCDC48	4.23625
DNAH1	0.00600000000000001
ZIC4	-0.106125
OR1G1	0.3215
PSMC6	-0.5145
PROKR1	0.308
ABCB1	-0.417625
TRAT1	-0.451
LLGL1	0.041
MTF1	1.0945
USP54	0.5985
PAGE2B	-2.0715
ITGB7	-4.12475
CCDC81	-0.712
LOC149837	-0.52975
SCUBE1	-0.4345
ZSCAN10	1.0695
HUWE1	0.0505
CDH17	1.4405
CD180	0.037
IL17A	-0.14225
TMPO	-0.913625
KIAA1524	0.512166666666667
HDGFRP3	3.31883333333333
OXCT1	-2.06754545454545
RRAS2	-2.95366666666667
LTBP2	1.427375
SV2B	1.554
CYP2A6	2.95875
PKD1L2	-0.818
PPM1M	0.2955
FLJ22662	-0.387833333333333
ZNF502	-0.71875
GP6	-0.22825
CRYBA2	-0.09475
LEF1	-2.66
CTPS	-2.13957142857143
EYA1	-2.89283333333333
EPS8L1	0.55675
MAPK14	-0.5975
SERPINB2	-5.286375
GTF2F2	-0.629333333333333
ZNHIT4	0.072
PLA1A	-0.1035
C20orf114	4.42075
HPR	-5.574
C18orf2	-2.66166666666667
SATB2	-1.33075
KCNJ9	0.110875
MGC157906	-0.3385
MOCS3	-0.4915
C17orf71	1.4575
PPHLN1	-0.6165
HIST1H2BN	-0.311375
RAPGEF1	0.442875
MAP3K8	-1.2375
DLG4	-0.112166666666667
STC1	-0.369833333333333
CDGAP	1.27125
DDX26B	-0.23225
LOC150223	-1.87825
CPSF3	-0.773833333333333
TMEM14A	0.75075
MYH3	-1.789
GPKOW	0.02875
SULT1A1	-0.723
SPON1	0.3024
YY1AP1	0.5275
RAB23	-0.4725
PLA2G4A	-4.94525
MAPRE3	0.45675
ZNF516	-2.34907692307692
GGPS1	-0.497
EXOC3L2	-0.0118750000000001
C19orf42	0.3914
MAP2K2	-0.617
HIST1H2BB	0.0425
RNF19B	0.752166666666667
C6orf128	-0.624166666666667
TLR8	2.08925
PCDHA9	1.7765
CARS2	-0.39975
CLUL1	0.748666666666667
RHAG	-4.68316666666667
UNK	-0.5445
EXOC8	-0.1189
C9orf95	0.459
C14orf143	0.486166666666667
MAML3	0.3925
LDHA	-3.4735
MRPL20	0.10725
KLHDC6	-0.053
ATP5S	1.351
C8orf55	1.21775
PHF19	-2.130375
KRTAP13-4	0.371
TTC5	0.2225
XKR5	-0.46125
SILV	-5.5505
TEX28	0.201
TCTN1	0.29825
CX40.1	0.412
PPP2R5C	-0.1135
C12orf30	-0.550666666666667
CAPG	-0.14225
MPZL1	0.0521
ARSB	-0.608333333333333
TDH	-1.31075
WASF4	0.79175
TSSK3	-0.112666666666667
7A5	-2.2405
CRISPLD1	-1.07875
MAD1L1	-1.09683333333333
SPIN4	-0.625333333333333
AMPD1	0.55775
DPYSL5	0.1345
INPP1	-1.38183333333333
ANKRD11	-0.306277777777778
NPAS4	-0.157125
GCET2	0.2269
RNASE9	0.1
GUCY2D	0.299333333333333
CCDC98	0.66225
FGF4	-0.203625
CPM	-0.345
SLC26A4	-2.28883333333333
PLD5	0.449
FAM59A	1.7171
FBXO5	-2.06022222222222
SIPA1L1	0.053625
DPYS	-0.413
ATG4D	0.02125
TGM3	1.36
MTCH1	0.2795
HK1	0.687571428571429
CDC26	-0.25025
GALNT12	-3.387
LOC339229	0.28375
MRPL35	0.15325
ORC4L	0.765625
TNKS	-1.15378571428571
C2orf24	0.820166666666667
ZNF553	-0.311666666666667
GGTLA1	1.5541
ZNF497	-0.265
CDY1B	-0.3405
SLC30A4	1.49675
TUB	-0.663625
ARHGEF18	-0.1785
ARRB1	-0.286
KCNK1	-5.695375
EREG	-3.2314
SCAMP5	0.88525
RUNDC3B	1.84375
ADAMTS20	-0.09375
IL17RB	1.973125
FLJ20323	-0.92825
MCAM	0.946625
POLR3E	-0.7035
AQR	-0.236166666666667
IPMK	0.051
CDCA7	-4.934125
CAMP	3.588
GRHL3	-1.298
ADAMTSL2	1.31533333333333
CLMN	1.1575
SSTR3	0.4705
MAGEA5	-1.74
OVOL2	3.429
JMJD1B	0.33325
RBL2	0.3642
PYGO2	0.95875
PPP1R10	0.507833333333333
CSE1L	-1.61366666666667
LCA5	1.6635
RDH16	-0.22325
ASRGL1	-0.371375
TOM1	0.250833333333333
PTX3	-7.26175
TTC15	0.16825
SCGB3A1	1.19583333333333
MRPL50	-0.543
RCAN3	-0.16775
SLC26A11	3.3195
STYX	-1.31883333333333
CINP	-0.37475
MARCH7	-0.47475
PFKM	-0.125833333333333
SGMS1	-0.206666666666667
RIOK3	0.427
C1orf110	0.2045
CES7	-0.265375
LOC440248	-1.4565
PPP1R12C	-0.358
C10orf27	0.359
ATG9A	-0.02325
MRPS26	-0.264375
TMEM40	-0.62475
ELP3	-1.2464
ZNF787	0.1532
HIAT1	0.031625
C8orf34	0.241
MGC4655	-0.3943
PELI1	-0.173833333333333
PPT1	0.0942
SLC35C2	-0.093
C6orf125	-1.011
MUC4	-0.698666666666667
RFC4	-2.04171428571429
GNB2	0.507666666666667
NUP50	-0.671928571428571
SULT4A1	-0.624166666666667
C7	0.00899999999999997
CCDC130	-0.651166666666667
ARRDC4	0.684
RQCD1	-0.7665
GLYCTK	-0.38825
AYTL2	-0.719545454545454
MTUS1	0.2856
LEMD3	1.12233333333333
PLEKHF2	4.238
HOXA7	-0.59075
GTF3C2	-0.852
DYNLRB2	4.03625
CNOT10	0.24275
MR1	-1.2115
FFAR1	0.03325
PRIC285	0.23725
SLITRK6	-2.542
LIX1	-2.2526
UBE1L2	-0.568083333333333
F8	-0.047125
ACHE	-0.027
KPNA5	-0.303
TNFRSF12A	-2.965
EGR3	-1.9905
SERPIND1	-4.1725
OASL	0.42575
IFRD1	-1.969625
WDFY1	0.136833333333333
ZNF267	-0.425375
ACCN5	0.013
ZBTB6	1.058
PPP1R3A	0.0735
PRRT3	0.939
FBXL19	-0.4375
TXNIP	1.62121428571429
ACTN2	-0.969
ATG9B	0.426
C9orf117	0.932125
IL27	-1.0575
RPL36AL	-0.1925
KLK15	-0.346
CHAD	0.372
RAP2B	-0.8039
HEBP2	1.3075
ZNF342	0.325
CAMK2G	0.699166666666667
TLR3	-0.34075
FGF14	0.63925
HMGB2	-1.05625
TRPM5	0.333833333333333
OR5M11	0.5805
KIF3B	1.09121052631579
PRICKLE2	-1.24425
MTMR9	-0.99825
C3orf27	0.365
GLRA3	-1.913
NSDHL	-0.345
TMEM32	0.36225
POLR2D	-1.17191666666667
MYADML	0.122
C9orf114	0.1685
MRGPRX1	0.348
TOPORS	0.74125
CLDN19	-0.50925
C1QL4	-0.4475
RNF165	-0.1795
DHRS9	0.3035
DNAH2	0.2555
FXR1	-0.709166666666667
ZMYM3	-0.5025
CASP3	0.526
FAM120C	-0.852875
SCLY	-1.86275
CA7	-0.19
ENTPD5	-0.933833333333333
ZNF461	-0.172
PDIA5	0.19225
C1orf19	-1.27233333333333
TMEM67	0.6555
KCTD20	-0.321
WDR47	1.0105
FLJ38723	0.3125
KLRF1	0.4675
TAS2R16	0.475
CLDN12	0.12625
PRKCE	1.3405
UBXD4	-0.78675
ITGAM	1.54216666666667
GLT8D3	-0.934875
WDR31	1.0961
RGS2	-0.894
OR51L1	0.056
MST1R	-1.7495
KIAA1737	0.09975
OR4A5	-0.1715
GLIS1	-2.9095
PTMA	-0.308428571428571
NAPA	0.431
PRDM11	-0.35475
LIPF	0.3825
DIRAS3	-1.0985
ASGR2	-4.68575
C1QTNF4	0.11175
PIK3R4	-0.0248333333333333
ARMC3	1.83675
NDUFV3	-0.484833333333333
BTBD3	-0.607166666666667
PPP1R2	0.326916666666667
UBE2NL	0.3715
FOSL2	1.58328571428571
FAM119A	-1.53216666666667
TUBA4A	-1.8807
KRTAP12-1	-0.663
SFRS2	-1.12875
RHPN1	0.6664
EEF2	-0.543666666666667
ZDHHC11	0.721666666666667
EPHA3	-1.1338
RBM12	0.85725
H2AFJ	1.60358333333333
EDIL3	1.0055
KIF26A	-1.18425
SERGEF	-0.74425
B3GALT4	1.30725
LOC90925	4.54483333333333
OSCAR	-0.99325
NPFF	-0.0955
DEDD	0.56725
TMEM155	-0.2235
PTPN1	0.49675
SCYL2	-0.526333333333333
SKAP1	3.30175
LEAP2	-1.37566666666667
GADD45G	2.8333
IFITM3	-0.4585
PILRB	-0.292666666666667
SLU7	0.513375
DSC3	-0.671666666666667
DNMT3L	-1.171
PAPD5	1.279375
B3GNT3	-2.25266666666667
LHCGR	0.0405
MSL-1	-0.098
UBE2S	-1.568625
SAP130	-0.20225
ANAPC11	1.50175
MAGED4B	0.927
ATP6V1B2	-0.925833333333333
C14orf179	0.58175
CAPZA1	-0.213125
CDYL2	0.0278333333333333
GLRX3	-1.2765
LOC136288	0.3155
MOBKL1A	0.16625
HTR2B	3.17725
CRYGD	0.164
NUS1	-1.46383333333333
PGRMC1	-1.3115
MYOM2	-0.90875
FLJ39653	0.151666666666667
CHM	1.4923
OR5M8	0.7535
ZNF619	-0.5855
FAM105A	-0.278
CCNL1	-0.967875
NAP1L3	-1.80825
C10orf57	2.1175
B3GALNT1	1.87816666666667
CSN1S2A	0.384
TCP10L	-0.3405
GDAP2	0.036125
DMKN	-4.208
COX6B1	-0.0435
DNASE2	1.17666666666667
MSH5	-2.217
LGMN	-0.602
USP31	-0.3603
OR13C8	0.483
SDCBP	0.284
NUDT11	-3.64033333333333
PYGL	-3.96833333333333
SNPH	-0.807166666666667
B3GNT4	-1.4905
MIZF	-0.5978
NUBPL	2.3575
NOD1	-1.55233333333333
CDH22	-0.54875
NUBP1	-0.179666666666667
DSCAM	-3.952
DGKI	0.1875
FAM136A	-0.84225
AKAP1	1.3145
SLC16A6	4.1555
RIN3	-0.035
PSG2	0.00825000000000001
DIP2B	-0.385833333333333
PSORS1C1	-1.5051
KIAA0495	-0.084
FLJ90709	-0.425333333333333
LPA	-0.180666666666667
PIGA	-1.18333333333333
LY75	1.26533333333333
UTS2	-5.8042
RREB1	-0.24725
GALNACT-2	-0.1977
MGC3196	-0.41575
FLJ31568	0.837
LPHN1	1.081625
SP1	0.342
TOX4	1.38266666666667
HSPA9	0.0738
APOBEC1	0.617
SLC35E4	-0.6935
LSM5	-1.05975
SURF1	1.026
ZBTB1	0.506416666666667
GTF2F1	-0.345
RPS15A	-0.567428571428571
DUSP21	-0.3136
GINS4	-1.0865
MYO15A	1.044
GIMAP7	4.49875
MGC13379	0.16475
ATP6V1E2	-0.262666666666667
UTP3	-0.18575
HNRPA3	-0.483375
MT4	0.36
C14orf155	-0.15575
U1SNRNPBP	1.91125
CKLF	-0.547
PLEKHN1	-1.12516666666667
MBNL1	-0.528083333333333
NUP160	-1.559
ACSM2A	-0.9195
LOC129881	-0.0165
KIAA1529	-0.2265
FLJ22639	-0.826
HAND1	-0.4395
GSX1	0.4905
FGA	-4.0915625
SERPINB1	-0.32325
ZNF642	0.64375
IGFBP1	-8.433375
SLC1A1	0.59675
DHX57	-0.646
ZNF766	0.9615
PTPN21	-0.9094
GDPD3	0.0865
PNPLA5	0.3245
TBR1	-0.244666666666667
FAM116A	0.29625
IQGAP1	0.354875
FOS	-1.5475
ZNF226	0.537
FIGNL1	-1.30333333333333
C14orf1	-0.153333333333333
ZMYND17	-0.5785
PUS7	-1.53466666666667
TUBB6	-1.838
KCNQ2	-1.79325
MARCH6	0.8875
CCDC33	-0.0755
PRODH	-1.2075
RBM11	3.58975
EPHA6	0.682
SLC43A1	-1.009
LOC196541	0.0742857142857143
NTN1	1.07916666666667
ING4	1.3115
PCDHB10	2.5705
DPH2	-0.902166666666667
SPACA4	0.2275
FBXL21	-2.686
DIAPH1	-0.3425
ZNF71	0.216333333333333
CEP76	-0.3055
CORO1A	-1.08325
RRM2	-1.935625
EDG4	0.88175
OS9	0.697833333333333
SLC4A1AP	0.1815
COG5	-0.21825
COPS8	0.246
NGLY1	-0.1835
NCBP2	-0.54975
C17orf42	-0.0501666666666667
GPSM3	0.774125
SIL1	0.0438333333333333
ASB6	-0.925
SMAD5OS	-0.459666666666667
UNC93A	-2.894375
A1BG	0.344333333333333
C21orf62	0.4875
FMO5	-0.322
ATRIP	0.490333333333333
CEBPG	-0.303666666666667
C7orf38	0.641666666666667
TNFRSF1B	0.768
CLEC1A	0.878833333333333
IQSEC1	1.6225
PATZ1	1.3459
RBM22	1.193
BAG2	-3.60316666666667
PAQR5	-2.6582
C9orf127	0.9389
THNSL1	0.4365
SHROOM3	2.4672
JAM2	1.15575
SNRPN	0.17375
ALX4	0.464
CACNA1S	-0.2
FAM130A1	0.83375
CORIN	-0.1265
CD300LB	0.5745
PLEKHG6	0.1155
LRRC40	-0.313
PCLKC	-0.807
PCDHB16	1.58016666666667
WNT2B	-1.27883333333333
ASNS	-1.23444444444444
MRPL49	-0.23
FLJ46111	-1.09575
ISG20	-1.2805
SMU1	-0.538833333333333
CASZ1	0.898
POLR1D	0.42675
GIN1	0.22575
SNAG1	-0.380166666666667
ANKRD29	4.94775
CDKN2AIP	0.115
KRR1	0.57575
CXCL1	-4.99166666666667
EPM2A	-0.8655
PC	-2.3895
DEFB127	0.275
PDZRN4	-0.753
FAH	-0.201625
OR51E1	2.658
CDC2L6	0.092
DNTTIP1	-0.59775
PAX8	0.7655
TMEM116	1.003
C1orf150	0.307
PRO2012	0.18775
MRPL40	-0.7055
BEX1	-4.7715
SLC2A4	-1.73116666666667
PKMYT1	-1.34125
FEZF2	-0.603333333333333
SLC26A9	-1.28566666666667
MAP2	-0.088
LYL1	-1.193
SLC25A19	-1.61333333333333
NOS3	0.782
ZNF34	1.50416666666667
TMPRSS11F	0.391
FAM43A	0.7415
FCRL4	-0.245333333333333
KLF14	0.1685
FLRT2	-1.68666666666667
WRN	-2.3435
SDF2	1.7443
KRT8P12	-0.719
C6orf195	-0.5455
C9orf125	-1.54266666666667
DZIP3	3.139625
RIT1	0.132416666666667
SCML1	-1.39083333333333
RHBDF2	-0.51925
OR2G3	-0.219
REXO1L1	-0.369
MAP3K7IP3	-0.2855
C3orf57	-7.063
FBXW11	0.245833333333333
ETAA1	-0.1115
C14orf131	-0.0509
AKT1S1	-0.17925
SLC12A5	0.692875
C9orf164	2.63825
NRIP3	-1.298625
NOS1AP	0.9315
TMEM121	0.7855
SAP30BP	-0.4128
DGCR6	-0.13475
WDR76	-1.1775
FAM82B	0.654833333333333
LOC606495	0.1215
MAP9	2.69433333333333
BCDIN3D	1.09925
CXorf36	3.34566666666667
DSCR3	-0.8521
ZFAND3	-0.1305
C7orf43	0.168333333333333
SPSB3	0.5738
C19orf19	0.21725
FAM133A	-2.399125
C12orf25	0.1995
SLC39A3	-0.582375
DISP2	1.5555
PI4KAP2	-1.6265
MKRN3	-0.0306666666666667
ADAMTS13	0.313375
CBLN3	0.4872
TTYH1	-1.87316666666667
C3orf18	1.21175
FLJ13236	-1.87725
ZMYND12	3.045
C18orf25	0.525125
GLB1L3	-0.856
ATP13A5	0.8245
RANBP10	0.4975
CD96	-0.8656
DENND1C	-0.7225
RBMS3	-0.272
SLC41A3	-0.0851666666666667
DGCR6L	-0.25675
TMEM128	0.550166666666667
CSNK1G3	0.793214285714286
MOBKL2C	0.522375
TSPAN6	0.0825
MATN2	-2.8111
MSL2L1	-0.058
ST6GALNAC2	-0.607833333333333
FGFBP2	0.44
FGL1	-6.451
MPP3	-0.202
ARHGEF6	-0.0548333333333333
TGFBR2	-0.28725
ACMSD	-0.0443333333333333
IL33	1.54675
C9orf5	0.467916666666667
DEAF1	0.1388
AMN	0.068
DEFA6	0.124125
RNF212	-0.98775
METT5D1	0.066
CIB1	0.4335
TSSK1B	-0.634
KIAA1727	1.5455
ZNF680	0.64925
LOC399900	-1.008
LOC152217	-0.137583333333333
CTNNAL1	-3.3805
CIT	-2.40458333333333
TLE6	-0.9595
ZNF607	-0.64225
HERC4	-0.659666666666667
DRAP1	-1.0047
PEMT	-0.045
C10orf111	-0.2175
ZNF575	0.614
KCTD7	0.2765
MYO1F	0.631375
LOC285382	0.658
RAB11A	1.1667
PLCD3	-0.64575
C15orf28	0.292
PTBP2	0.339875
CTB-1048E9.5	-1.37475
C19orf60	0.1755
C7orf25	-0.0266666666666667
SETD7	0.769125
HOXB9	-4.652
VANGL1	-0.4991875
CHAF1B	-2.047
NDUFA3	0.723
KIAA1328	0.540333333333333
SHARPIN	0.99
TTC23	-0.87775
UGP2	-0.0386666666666667
ANKIB1	0.8881
CIRBP	0.605857142857143
SEC14L4	-2.90366666666667
OVCH1	-0.178833333333333
VPS52	0.75075
FAT	-2.348875
M6PRBP1	-0.715
GPRIN3	1.232
PPM1F	-0.535166666666667
TSR1	-0.5845
CCDC85A	1.522
PCSK5	1.36125
ZFHX3	1.849
HEMK1	0.1625
PGBD2	-0.24675
RSRC2	-0.270666666666667
AURKC	-1.23533333333333
SCRIB	0.90125
ORM2	-5.43266666666667
FAM115A	1.8133
FZD6	-2.789125
UNC119	0.868666666666667
GPX3	-1.3469
NOV	-0.425
CABC1	-0.214
CDC42SE2	-0.43775
EIF2S2	-0.7815
RNF130	-0.2335
CKAP5	-0.821666666666667
RP11-413M3.2	0.94675
C10orf18	0.8706
TMEM93	-0.03975
DYX1C1	1.71225
KCNMB2	-2.0425
ANK3	2.10266666666667
KRT5	-3.3648
CDH12	-0.890142857142857
QRSL1	-0.033375
JUB	-2.654
SHC4	-1.85825
CCL15	1.0055
CCDC22	0.3985
SNX24	0.85775
RARS	-0.379
MORC2	-0.21675
FAM48A	-0.639
MT1H	1.027
PPP1R14C	-4.78933333333333
FOXD1	-2.43178571428571
C1orf213	-2.45725
AMT	-0.9676
DSN1	-0.92425
PTPLAD2	0.57975
DIS3L	-0.254
RASL11A	1.3835
GPRC5B	-0.2995
FRMD7	-0.3665
STRN4	0.6035
KITLG	1.58531818181818
HDGF	-0.18275
OR1S1	1.0105
SETX	0.5417
DDR2	-0.688625
KCTD12	0.86375
LYZL2	-1.2045
WDR52	0.7045
TMEM2	0.373375
ZNF579	0.444333333333333
LOC200810	0.5415
TNFSF9	-1.348
PPFIA4	-3.98425
CNIH3	-0.3295
MAP4K4	-0.715285714285714
ROD1	0.564214285714286
ALS2CR12	-1.03583333333333
DOCK3	0.156
PAQR9	-4.25025
ASB17	0.0381666666666667
STX16	-1.022125
FEZ2	0.411
DLAT	-0.731333333333334
KIF21B	-1.31033333333333
CDC5L	-0.21275
TMEM119	0.771666666666667
CRIP3	-1.88725
TPSD1	0.405
TEPP	0.0095
GNGT2	0.885
C21orf121	-0.00474999999999999
WNK1	0.137666666666667
FLJ10490	0.4364
OR51B5	-2.9145
LOC203547	-1.181375
HAS1	0.128
PPA1	-0.939833333333333
ST7	-0.48575
C11orf46	0.119
POPDC3	-4.19266666666667
ACOX2	4.85366666666667
ATCAY	-0.572666666666667
TM4SF19	-2.2395
MFSD9	-0.483
PDHB	0.4715
ERN1	0.21225
LCE3C	0.1335
GPR111	-0.039
NOTCH3	1.6915
ADAMTS5	2.175
B3GALT1	-1.61825
UGCGL1	-0.807833333333333
FAM58A	-0.658166666666667
FBXO32	0.934
CLPP	-0.416
NXPH1	-0.762
MTMR3	0.201166666666667
ATP1B3	-0.999875
TMEM16A	4.194
HIST1H3F	-0.461333333333333
TRIM25	-0.498833333333333
SDCBP2	0.3605
CRKL	-1.417875
HOXB2	2.309
ANP32B	-0.57075
GATM	-0.104
AP4E1	-0.356125
EDG5	0.075875
CDKN3	-1.83283333333333
CDH4	-1.7695
PGD	-0.998
RND1	1.847
GAD1	-3.5514
MPG	-0.097375
LOC440350	0.418
ZNF133	-0.94975
SERPINB12	0.824
AMELY	-0.127166666666667
DHX36	-0.12625
TNFAIP8L2	2.244
PHTF2	-0.440722222222222
CCDC112	0.0431666666666667
IQCC	-0.9155
HEYL	3.2485
FTSJ2	-0.584833333333333
APPL1	0.614
RAB43	-0.206142857142857
OR10G2	0.611
WAC	0.32
ADCY9	-1.1665
RUNDC2B	-0.443333333333333
PYCRL	1.1725
AGPAT7	-0.494166666666667
SLC22A9	-0.803166666666667
CDKAL1	-0.65
PDYN	-0.529833333333333
C20orf74	-1.15425
MTMR11	-0.062
VAV3	5.14416666666667
DAPL1	-1.83725
STXBP3	0.94675
EIF3G	-0.51275
ARHGAP22	-1.9155
NPFFR1	0.4095
NPC1	1.12516666666667
ALDH9A1	1.65766666666667
ZNF600	0.266875
ZNF678	0.617833333333333
RASSF1	-0.0960833333333333
ADD2	-0.581625
PITPNB	-0.86975
PKD2L2	0.145375
LRP11	0.646
CDKL1	-0.7225
SMEK2	0.34775
PRODH2	-3.22933333333333
C11orf54	0.1015
SFRS11	-1.07616666666667
IL7	-0.634666666666667
ALS2CR16	1.10875
BTG3	-2.809
PAK2	-0.222777777777778
RP11-679B17.1	-0.3745
GATA4	-1.272
ATP2B1	0.15175
LOC130940	2.4725
C1orf172	2.12066666666667
ATF7IP2	-3.181
SLC25A43	-0.378333333333333
CENTG3	0.768166666666667
IGF2BP1	-4.0705
FCHSD1	0.554
CAMK2N2	0.9325
ELAVL3	0.2451
NBPF15	0.818666666666667
UBE2J2	-0.205583333333333
GNL2	-1.16125
PRR3	-0.2648
NLF2	0.871
OR4F6	0.168
KLHL24	1.6795
CCDC88A	-0.0687
SGPP1	-2.5195
C10orf11	1.48983333333333
SLC35B4	-1.552
UGT3A2	-2.291
ARNT2	-0.4225
CBR1	0.038
ITPR3	-1.23866666666667
TRAPPC6B	-0.9665
AMZ1	0.0755
ARP11	0.72225
WDSUB1	0.72375
APBA1	-0.0561666666666667
RAB2A	1.4683
C6orf162	-0.005875
HPSE2	0.2455
PLCE1	-1.844
INSL3	-0.17175
DLG1	-0.6046
PTPLA	-3.134
PIGX	-0.3205
TFIP11	-0.342666666666667
FIBIN	0.7125
POLR2G	-0.662
GRAP2	-1.3462
DNAJB8	0.60625
CNBP	0.208166666666667
WASF1	-0.29625
INPP5E	-0.5468
HSPB1	0.970625
TMEM167	0.1759
CUBN	0.36225
IGF1	0.938875
ITPK1	2.0787
NAALAD2	-0.695125
G3BP1	-0.4779
NT5DC1	0.314
CYP39A1	-1.0935
TMEM139	-1.73108333333333
POLK	0.1451
GLULD1	-1.3135
RBM15	-1.06266666666667
AMZ2	1.44875
GDF15	-0.830833333333333
MESDC2	0.1185
INCA	-0.0171666666666667
ACY1L2	-3.1705
GZMM	-0.240166666666667
PAIP1	0.5265
CACNA2D1	0.028
STK32C	-0.175166666666667
SH3BP4	1.64916666666667
DEC1	-0.505
PADI1	-0.279
UBB	1.0655
PON3	-3.2445
PROP1	0.6395
ANKRD13B	1.505
ADCK1	-0.37175
TCF25	0.327916666666667
SLC38A5	-3.082
CXorf26	0.474666666666667
C19orf39	0.118
PPP1R13B	0.418
ARL2	-1.5995
TCL6	0.44825
TOP3A	-0.264
SLC16A14	1.803875
FXYD6	1.6625
HIST1H4E	-1.6745
BBC3	0.209105263157895
UNC5A	-0.01
FAM86C	-0.835
PI4KB	1.9125
B3GAT1	-3.60425
SUSD2	0.771666666666667
OAZ2	0.475666666666667
NOC4L	-0.52325
C10orf12	-0.62075
FADS1	-3.952
LOC144097	-0.1345
DKK2	1.31516666666667
KIAA1949	-0.746
RHOT1	-0.5735
OXT	0.204
GPR153	0.97425
ARL4A	-2.24433333333333
SAAL1	-2.07025
CCDC64	-0.2595
USE1	0.0373333333333333
HNMT	0.5655
