Hybridization REF	TCGA-A7-A0DB-01A-11R-A00Z-07
ZNF230	0.2945
MSN	-0.692928571428571
SLC9A5	-2.098
EPDR1	-1.7501
MUSK	0.5184
ZNF434	0.414333333333333
SMARCD1	-0.888666666666667
ZFP106	-0.3945
ZNF347	0.4985
GTF2E1	0.591
RY1	-0.648166666666667
ATAD2B	-0.44925
ARHGAP17	-0.2931
KCNIP3	-1.61675
SFPQ	-0.26875
GFRA4	0.318333333333333
AKR1B10	-2.67875
TIGD6	1.07
RGS16	0.502625
URB1	-0.541
OR4C46	-0.0848333333333333
TOP3B	-1.28325
NFATC4	0.687
CA14	-3.6745
BMPR1A	-0.1725
SNRP70	-0.3625
PRL	0.2131
C6orf130	-0.65025
STAG2	0.229
CD55	-0.752857142857143
RPS23	1.00316666666667
SSX2	-1.25483333333333
FDPSL2A	-0.22175
FBXO27	0.71025
SYNGR3	-1.47116666666667
TMSL3	1.35575
EML1	-1.5935
NUP93	-1.50108333333333
SMAD3	-0.7445
KIAA1189	0.734833333333333
HNRPUL2	0.652333333333333
TBC1D12	0.0683333333333333
C16orf24	1.38025
MRVI1	1.98083333333333
ZNF581	0.187666666666667
ELOVL3	0.085
OR51Q1	0.207
CACNB3	-0.0756666666666667
GALNT13	-1.10075
C10orf84	0.55125
NEDD4	-0.5454
SPO11	1.3285
OR5AU1	-0.147
NEK4	0.320571428571429
PRKAR2A	0.221
IHPK1	-0.838333333333333
ATP6V0B	0.302375
CACNA1E	0.951
CEACAM8	1.0176
PEX14	-0.2315
FLJ12993	2.105
ZBTB38	0.420416666666667
PCTK2	-0.168166666666667
LRRC16	0.5871
FBLIM1	0.755166666666667
FYCO1	1.56175
RP5-1022P6.2	0.397416666666667
CMTM1	-0.3225
PLTP	1.18516666666667
RAPH1	0.860125
DOCK8	1.076
EZH2	-1.52526666666667
SLC25A1	-0.928833333333333
PLEKHB1	-0.940222222222222
GRB7	0.1962
ZFP37	0.06275
MRPL33	-0.62625
PELO	-0.183
ARMC1	-0.346727272727273
C9orf27	0.171166666666667
FLJ25778	-0.125
C9orf37	-1.0755
TMEM66	0.7465
SPRN	-0.269625
HBEGF	-0.359125
PI4KA	-1.134
LEPRE1	-0.2545
POU2AF1	-3.742375
MRPL12	-0.8835
REP15	-0.024
ZC3H3	-0.00224999999999999
RASAL1	-0.7325
DDAH1	1.550375
ACBD5	-0.10425
TMC2	0.68
CCDC137	-1.00825
SAMD13	-1.30833333333333
UGT2B15	-0.8945
TIPARP	0.09175
DNASE1L3	1.41025
TRIM72	0.7915
DBX2	0.7195
IPO8	-0.32825
C21orf88	-0.918111111111111
MAP3K14	0.426
LOC51233	0.178
GGTLA4	-0.0115
PDE6D	-0.43025
ZNF117	0.4475
CLK2	-0.453375
NKRF	-1.31325
TNFSF15	0.2744
DUSP2	-1.172625
SECISBP2	-0.142
GABRR2	-0.313
PPAP2C	1.251
LOC51145	-0.615833333333333
PAG1	-1.202
PIK3C3	-0.21025
GNG10	-0.298
APOL4	-0.1744
ANKRD28	-0.847
STMN3	-2.0222
RAB14	0.7914
CDK2AP2	-0.2975
HDDC3	-0.63875
COMMD7	0.4555
CXXC1	-0.8445
HMCN1	-0.0295
CD40	0.014
DYNC1LI2	-0.329
GDI1	-0.18425
LOC646938	-0.243
VSNL1	-2.24683333333333
PIH1D1	0.123666666666667
RAET1G	0.7765
KRTAP5-9	-0.465
EFTUD2	-0.92075
ZNF311	0.381
ATP6V1G3	0.275
OR2W3	0.6075
SCN4A	0.6305
MED10	-0.89075
FAM135A	-1.0891
ARHGAP4	-1.182
EHMT2	-0.80125
UFD1L	-1.151
ERMP1	0.4975
MAG1	-0.198166666666667
THAP8	0.0936666666666667
HACE1	-0.813833333333333
FAM82C	0.697166666666667
C3orf20	-0.314
UNC84A	-0.747166666666667
SCD5	0.0711428571428571
LASS6	1.7115
LSG1	0.30525
MAL	-5.03675
GPR22	0.1625
WDR5B	1.3525
ACTRT1	-1.02
C17orf60	0.728
GRIN2C	-0.0553
ARMC8	-0.503916666666667
SLC47A1	-2.07866666666667
DMPK	0.16575
DHRS13	-1.114
SMC1A	-1.171
KRTAP17-1	0.218333333333333
SMYD5	-0.68125
TUSC2	0.957
CRHR2	-0.1375
KIR3DL2	0.394
CCDC104	-0.21
ATP2C1	0.995
CROT	3.176
PABPC3	-0.697833333333333
EGR1	-0.0461666666666667
THSD1	-0.094
KHK	-1.68825
SLC12A2	2.3171875
CD58	-1.27525
STOX2	-0.3315
CCDC76	-0.8405
CCDC48	3.11275
DNAH1	0.1264
ZIC4	-0.261375
OR1G1	-0.134
PSMC6	-0.222833333333333
PROKR1	-0.0155
ABCB1	-0.49625
TRAT1	-1.90525
LLGL1	0.1955
MTF1	1.232
USP54	-0.00475000000000002
PAGE2B	-1.9585
ITGB7	-3.463
CCDC81	-0.2505
LOC149837	0.0965
SCUBE1	0.1545
ZSCAN10	0.923
HUWE1	-0.179357142857143
CDH17	1.26
CD180	0.8525
IL17A	-0.6125
TMPO	-1.64225
KIAA1524	-1.85133333333333
HDGFRP3	-0.483833333333333
OXCT1	-0.504909090909091
RRAS2	-2.7765
LTBP2	2.6456875
SV2B	1.47733333333333
CYP2A6	0.524625
PKD1L2	-0.3938
PPM1M	1.198
FLJ22662	1.7145
ZNF502	2.135
GP6	-0.7085
CRYBA2	-0.8725
LEF1	-1.29
CTPS	-2.94657142857143
EYA1	-2.75666666666667
EPS8L1	2.01825
MAPK14	-0.842166666666667
SERPINB2	-4.358625
GTF2F2	-0.4265
ZNHIT4	-0.4045
PLA1A	-0.23225
C20orf114	2.425
HPR	-2.7035
C18orf2	-0.727
SATB2	-2.2875
KCNJ9	-0.0468571428571429
MGC157906	0.9235
MOCS3	0.3805
C17orf71	-0.643666666666667
PPHLN1	-0.3831
HIST1H2BN	-1.0755
RAPGEF1	-0.33375
MAP3K8	-0.1405
DLG4	0.217166666666667
STC1	-0.66475
CDGAP	1.16925
DDX26B	-1.3425
LOC150223	-2.47625
CPSF3	-1.03083333333333
TMEM14A	-0.00675
MYH3	-1.98075
GPKOW	-0.26975
SULT1A1	-0.0303333333333333
SPON1	3.7707
YY1AP1	0.626
RAB23	-0.0035
PLA2G4A	-3.74325
MAPRE3	-0.393333333333333
ZNF516	0.0752857142857143
GGPS1	1.15575
EXOC3L2	-0.114875
C19orf42	1.146
MAP2K2	0.126833333333333
HIST1H2BB	-0.0905
RNF19B	0.238
C6orf128	0.251833333333333
TLR8	2.96475
PCDHA9	0.3075
CARS2	0.343375
CLUL1	2.9105
RHAG	-3.88533333333333
UNK	-0.6765
EXOC8	1.1609
C9orf95	1.263
C14orf143	1.169
MAML3	-0.3245
LDHA	-1.885
MRPL20	0.07
KLHDC6	0.156333333333333
ATP5S	0.561833333333333
C8orf55	0.26875
PHF19	-2.21925
KRTAP13-4	-0.1315
TTC5	-0.04275
XKR5	-0.480666666666667
SILV	-4.3005
TEX28	-0.491
TCTN1	1.06025
CX40.1	0.18975
PPP2R5C	0.139375
C12orf30	-1.34583333333333
CAPG	2.20925
MPZL1	1.15495
ARSB	-0.987
TDH	-1.9155
WASF4	0.986
TSSK3	-0.7964
7A5	1.0155
CRISPLD1	0.9685
MAD1L1	-0.1565
SPIN4	-1.0415
AMPD1	-0.227
DPYSL5	0.061
INPP1	-0.612333333333333
ANKRD11	-1.13088888888889
NPAS4	0.243142857142857
GCET2	-0.5156
RNASE9	-0.1965
GUCY2D	0.3005
CCDC98	-0.2065
FGF4	-0.333625
CPM	1.57983333333333
SLC26A4	-0.745166666666667
PLD5	0.71
FAM59A	1.6431
FBXO5	-2.38
SIPA1L1	0.085
DPYS	0.29475
ATG4D	-0.172
TGM3	1.0145
MTCH1	-0.457625
HK1	0.0587857142857143
CDC26	0.062125
GALNT12	-2.10833333333333
LOC339229	-0.311
MRPL35	-0.288875
ORC4L	-0.085
TNKS	-0.0232142857142857
C2orf24	0.410333333333333
ZNF553	0.391666666666667
GGTLA1	3.0668
ZNF497	0.80425
CDY1B	1.035
SLC30A4	0.326571428571429
TUB	-0.383125
ARHGEF18	0.35625
ARRB1	0.225
KCNK1	-1.49925
EREG	-2.7305
SCAMP5	-0.02075
RUNDC3B	1.62025
ADAMTS20	-0.252
IL17RB	-0.344875
FLJ20323	-0.163
MCAM	0.230625
POLR3E	-1.11441666666667
AQR	0.284333333333333
IPMK	-0.872
CDCA7	-4.255375
CAMP	0.06625
GRHL3	0.755
ADAMTSL2	1.06566666666667
CLMN	3.03816666666667
SSTR3	0.436
MAGEA5	-2.61616666666667
OVOL2	4.49525
JMJD1B	0.50925
RBL2	-0.0599
PYGO2	1.09425
PPP1R10	0.275
CSE1L	-0.791666666666667
LCA5	0.701
RDH16	-0.833
ASRGL1	-0.274875
TOM1	0.140166666666667
PTX3	-5.6
TTC15	0.6495
SCGB3A1	1.6615
MRPL50	-0.82025
RCAN3	0.672375
SLC26A11	0.57975
STYX	0.616333333333333
CINP	0.205
MARCH7	-0.16375
PFKM	-0.976833333333333
SGMS1	0.457166666666667
RIOK3	-0.0158
C1orf110	0.3355
CES7	-0.126875
LOC440248	-2.05175
PPP1R12C	0.10225
C10orf27	1.175
ATG9A	-0.77375
MRPS26	0.5795
TMEM40	0.17675
ELP3	-0.1221
ZNF787	0.6076
HIAT1	-0.054375
C8orf34	1.257
MGC4655	0.3904
PELI1	0.200166666666667
PPT1	0.7776
SLC35C2	0.124333333333333
C6orf125	-0.3685
MUC4	-1.4915
RFC4	-1.97471428571429
GNB2	0.368166666666667
NUP50	-0.640214285714286
SULT4A1	-1.3885
C7	2.932625
CCDC130	0.184666666666667
ARRDC4	1.1055
RQCD1	-0.92675
GLYCTK	-0.9315
AYTL2	-0.792454545454546
MTUS1	1.6995
LEMD3	-0.00550000000000001
PLEKHF2	1.297
HOXA7	0.68975
GTF3C2	-1.0785
DYNLRB2	2.81875
CNOT10	-0.23875
MR1	0.949166666666667
FFAR1	-0.171
PRIC285	0.11875
SLITRK6	3.69325
LIX1	-1.6685
UBE1L2	-1.01190909090909
F8	1.05675
ACHE	0.5538
KPNA5	-0.58
TNFRSF12A	-1.45166666666667
EGR3	0.2075
SERPIND1	-2.91183333333333
OASL	0.62075
IFRD1	-1.979875
WDFY1	-0.167333333333333
ZNF267	-0.181625
ACCN5	1.015
ZBTB6	0.38825
PPP1R3A	0.552
PRRT3	2.0565
FBXL19	-0.3445
TXNIP	1.4835
ACTN2	-1.31975
ATG9B	-0.55175
C9orf117	1.1135
IL27	1.7745
RPL36AL	0.129333333333333
KLK15	0.04725
CHAD	1.2915
RAP2B	-0.1746
HEBP2	2.0105
ZNF342	0.9925
CAMK2G	-0.6315
TLR3	1.508
FGF14	0.393
HMGB2	-2.234
TRPM5	0.0666666666666666
OR5M11	-0.4055
KIF3B	0.925894736842105
PRICKLE2	1.403
MTMR9	-0.307375
C3orf27	0.123
GLRA3	-0.719666666666667
NSDHL	-0.686333333333333
TMEM32	-0.21125
POLR2D	-1.37616666666667
MYADML	0.223
C9orf114	-0.4685
MRGPRX1	0.623
TOPORS	0.7345
CLDN19	0.35125
C1QL4	-0.109
RNF165	-0.264
DHRS9	2.98925
DNAH2	-0.505166666666667
FXR1	-0.0748333333333333
ZMYM3	-0.766
CASP3	0.289333333333333
FAM120C	-0.73825
SCLY	-1.57125
CA7	0.3505
ENTPD5	0.838833333333333
ZNF461	0.3105
PDIA5	0.32825
C1orf19	0.0801666666666667
TMEM67	0.3715
KCTD20	-0.52375
WDR47	0.411
FLJ38723	4.293
KLRF1	0.2845
TAS2R16	-0.4625
CLDN12	0.151
PRKCE	-0.18125
UBXD4	-1.36125
ITGAM	3.35016666666667
GLT8D3	-0.627625
WDR31	0.3357
RGS2	0.2785
OR51L1	0.2885
MST1R	0.8135
KIAA1737	1.6505
OR4A5	0.274
GLIS1	-1.17283333333333
PTMA	-0.0466428571428571
NAPA	1.53675
PRDM11	-0.52725
LIPF	1.2555
DIRAS3	1.9135
ASGR2	-3.60375
C1QTNF4	0.9085
PIK3R4	0.612333333333333
ARMC3	4.34225
NDUFV3	-0.83
BTBD3	-0.671166666666667
PPP1R2	0.409333333333333
UBE2NL	-0.61425
FOSL2	0.547357142857143
FAM119A	-1.79383333333333
TUBA4A	-0.7287
KRTAP12-1	0.068
SFRS2	-1.0415
RHPN1	-0.3822
EEF2	0.288833333333333
ZDHHC11	-0.968833333333333
EPHA3	-1.4328
RBM12	-0.80425
H2AFJ	0.576333333333333
EDIL3	2.1675
KIF26A	-1.512
SERGEF	0.695
B3GALT4	2.47075
LOC90925	-0.189
OSCAR	0.710375
NPFF	-0.07075
DEDD	0.307875
TMEM155	-1.22242857142857
PTPN1	0.157
SCYL2	0.1785
SKAP1	2.544
LEAP2	-1.84216666666667
GADD45G	2.2735
IFITM3	0.444375
PILRB	-1.311
SLU7	0.1979375
DSC3	0.50825
DNMT3L	-1.8385
PAPD5	-0.658375
B3GNT3	-1.69666666666667
LHCGR	1.0895
MSL-1	-0.22975
UBE2S	-1.95125
SAP130	-0.494
ANAPC11	0.0905
MAGED4B	-0.757
ATP6V1B2	0.519
C14orf179	1.41825
CAPZA1	0.11825
CDYL2	-0.462166666666667
GLRX3	-1.31833333333333
LOC136288	0.47975
MOBKL1A	-0.89625
HTR2B	2.78475
CRYGD	-0.345833333333333
NUS1	-0.5085
PGRMC1	0.492
MYOM2	-0.5785
FLJ39653	-0.61
CHM	0.3138
OR5M8	0.3935
ZNF619	0.257
FAM105A	0.7385
CCNL1	-1.17825
NAP1L3	-0.03825
C10orf57	2.00783333333333
B3GALNT1	0.975333333333333
CSN1S2A	0.075
TCP10L	0.487
GDAP2	0.125875
DMKN	-0.238833333333333
COX6B1	0.49575
DNASE2	1.00216666666667
MSH5	-2.0535
LGMN	0.343125
USP31	-0.7571
OR13C8	0.3275
SDCBP	0.1246
NUDT11	-2.25966666666667
PYGL	0.325333333333333
SNPH	0.91
B3GNT4	-0.241
MIZF	-0.6238
NUBPL	0.515375
NOD1	0.2085
CDH22	0.57575
NUBP1	0.229333333333333
DSCAM	-3.66725
DGKI	-0.687
FAM136A	-1.32225
AKAP1	0.294166666666667
SLC16A6	0.0385
RIN3	0.8605
PSG2	-0.7145
DIP2B	-0.0429166666666667
PSORS1C1	-1.354
KIAA0495	0.216
FLJ90709	0.3525
LPA	-0.317333333333333
PIGA	-0.667333333333333
LY75	2.47466666666667
UTS2	-5.68333333333333
RREB1	0.16025
GALNACT-2	0.121
MGC3196	-0.30725
FLJ31568	-0.4045
LPHN1	0.43075
SP1	1.043375
TOX4	0.754333333333333
HSPA9	0.1074
APOBEC1	0.619
SLC35E4	-0.6115
LSM5	-0.29325
SURF1	0.43625
ZBTB1	0.95125
GTF2F1	0.50025
RPS15A	0.148142857142857
DUSP21	-0.902833333333333
GINS4	-3.06016666666667
MYO15A	-0.669833333333333
GIMAP7	3.86325
MGC13379	0.82325
ATP6V1E2	-0.705333333333333
UTP3	-0.399
HNRPA3	-0.772875
MT4	-0.988
C14orf155	-0.07375
U1SNRNPBP	0.49725
CKLF	-1.0315
PLEKHN1	-0.696833333333333
MBNL1	0.2765
NUP160	-1.9385
ACSM2A	-1.3585
LOC129881	1.46225
KIAA1529	-1.1055
FLJ22639	-2.36725
HAND1	-0.939
GSX1	0.0185
FGA	-4.3743125
SERPINB1	-0.28975
ZNF642	0.306
IGFBP1	-7.586125
SLC1A1	4.1575
DHX57	-0.292125
ZNF766	1.2305
PTPN21	0.830888888888889
GDPD3	-2.26533333333333
PNPLA5	0.135
TBR1	-0.104166666666667
FAM116A	0.1965
IQGAP1	0.902125
FOS	0.258875
ZNF226	0.464125
FIGNL1	-0.4055
C14orf1	0.439166666666667
ZMYND17	-0.348
PUS7	-0.887333333333333
TUBB6	-0.949
KCNQ2	-1.221
MARCH6	0.26725
CCDC33	0.2965
PRODH	-0.56075
RBM11	-1.29375
EPHA6	0.45
SLC43A1	-0.199
LOC196541	0.558666666666667
NTN1	1.81508333333333
ING4	0.60825
PCDHB10	0.67275
DPH2	-0.9115
SPACA4	0.11225
FBXL21	-3.4065
DIAPH1	-0.483833333333333
ZNF71	0.779333333333333
CEP76	-0.5885
CORO1A	-0.66675
RRM2	-2.054
EDG4	1.0955
OS9	0.894333333333333
SLC4A1AP	-0.37675
COG5	0.013
COPS8	-0.5995
NGLY1	-0.71275
NCBP2	0.17775
C17orf42	-0.322833333333333
GPSM3	0.55725
SIL1	1.35566666666667
ASB6	-0.0915
SMAD5OS	0.091
UNC93A	-2.83125
A1BG	0.585
C21orf62	0.587
FMO5	1.34575
ATRIP	0.877666666666667
CEBPG	-0.188333333333333
C7orf38	0.1575
TNFRSF1B	0.816
CLEC1A	0.8055
IQSEC1	0.161875
PATZ1	0.6457
RBM22	1.648875
BAG2	-2.57333333333333
PAQR5	-1.07433333333333
C9orf127	1.2047
THNSL1	0.08975
SHROOM3	3.024
JAM2	1.0195
SNRPN	-1.262
ALX4	0.176
CACNA1S	0.1565
FAM130A1	0.6395
CORIN	3.0305
CD300LB	1.228
PLEKHG6	-0.0419999999999999
LRRC40	-1.1
PCLKC	-1.0235
PCDHB16	0.216666666666667
WNT2B	0.418333333333333
ASNS	-2.27755555555556
MRPL49	-0.104875
FLJ46111	-1.095
ISG20	-1.241
SMU1	-0.196666666666667
CASZ1	0.873
POLR1D	-0.815583333333333
GIN1	-0.1455
SNAG1	0.641166666666667
ANKRD29	-0.14275
CDKN2AIP	-0.21525
KRR1	-0.61925
CXCL1	-4.15466666666667
EPM2A	-0.6691
PC	0.442666666666667
DEFB127	1.243
PDZRN4	1.92133333333333
FAH	0.848
OR51E1	1.607
CDC2L6	-0.420333333333333
DNTTIP1	-0.507
PAX8	-0.261666666666667
TMEM116	-0.06775
C1orf150	0.77
PRO2012	0.53225
MRPL40	-1.18383333333333
BEX1	-3.1578
SLC2A4	-0.115
PKMYT1	-1.461
FEZF2	0.111833333333333
SLC26A9	-1.7215
MAP2	0.295888888888889
LYL1	-0.78575
SLC25A19	-1.272
NOS3	-0.2935
ZNF34	0.217666666666667
TMPRSS11F	-0.33025
FAM43A	0.1865
FCRL4	0.4835
KLF14	0.3115
FLRT2	0.303833333333333
WRN	-1.073
SDF2	0.5888
KRT8P12	-0.80425
C6orf195	-0.545
C9orf125	-1.73783333333333
DZIP3	0.421125
RIT1	-0.0330833333333333
SCML1	-1.27666666666667
RHBDF2	-0.704875
OR2G3	0.3205
REXO1L1	0.413
MAP3K7IP3	0.309
C3orf57	-1.90875
FBXW11	-0.308
ETAA1	-0.3915
C14orf131	-0.0251
AKT1S1	0.22025
SLC12A5	-0.888
C9orf164	1.039
NRIP3	0.310625
NOS1AP	1.0805
TMEM121	0.6865
SAP30BP	-0.2757
DGCR6	0.149
WDR76	-1.4525
FAM82B	-0.836916666666667
LOC606495	-0.9455
MAP9	-0.39075
BCDIN3D	0.8745
CXorf36	3.13616666666667
DSCR3	-0.6078
ZFAND3	0.111
C7orf43	0.252833333333333
SPSB3	0.5038
C19orf19	0.301
FAM133A	-1.75575
C12orf25	0.15475
SLC39A3	-0.05175
DISP2	-1.48325
PI4KAP2	-2.2095
MKRN3	-3.2548
ADAMTS13	-0.38125
CBLN3	0.3034
TTYH1	-0.519
C3orf18	1.698
FLJ13236	1.0945
ZMYND12	3.44225
C18orf25	0.111875
GLB1L3	-0.4375
ATP13A5	0.9525
RANBP10	-0.94675
CD96	-1.8203
DENND1C	-0.222
RBMS3	1.2231
SLC41A3	0.300833333333333
DGCR6L	0.07375
TMEM128	0.2575
CSNK1G3	0.398071428571429
MOBKL2C	0.852875
TSPAN6	0.452375
MATN2	-0.1262
MSL2L1	0.7035
ST6GALNAC2	0.821
FGFBP2	3.348125
FGL1	-6.35283333333333
MPP3	-1.27566666666667
ARHGEF6	1.5375
TGFBR2	0.51675
ACMSD	1.37975
IL33	3.737
C9orf5	0.526333333333333
DEAF1	0.0546
AMN	0.2585
DEFA6	-0.284
RNF212	-0.2915
METT5D1	0.326833333333333
CIB1	0.9164
TSSK1B	-0.08525
KIAA1727	0.46525
ZNF680	0.6725
LOC399900	-1.0935
LOC152217	-0.58125
CTNNAL1	-1.9085
CIT	-2.80058333333333
TLE6	1.649
ZNF607	-0.6425
HERC4	-0.8488
DRAP1	-0.3877
PEMT	-0.3045
C10orf111	-0.2
ZNF575	1.269125
KCTD7	0.2945
MYO1F	0.778125
LOC285382	-0.704
RAB11A	0.7241
PLCD3	-0.5925
C15orf28	-0.01175
PTBP2	-1.291375
CTB-1048E9.5	-0.511625
C19orf60	-0.156333333333333
C7orf25	0.1795
SETD7	0.815875
HOXB9	-4.4735
VANGL1	0.1664375
CHAF1B	-1.87175
NDUFA3	0.973
KIAA1328	0.0308333333333333
SHARPIN	0.0995
TTC23	0.5535
UGP2	0.130166666666667
ANKIB1	0.6549
CIRBP	1.30185714285714
SEC14L4	-3.11666666666667
OVCH1	0.333666666666667
VPS52	-0.00574999999999998
FAT	-1.398375
M6PRBP1	0.37375
GPRIN3	1.192
PPM1F	-0.429333333333333
TSR1	-0.49275
CCDC85A	2.18275
PCSK5	2.3945
ZFHX3	-0.0175
HEMK1	-0.0364
PGBD2	0.948
RSRC2	-0.336
AURKC	-1.80083333333333
SCRIB	-0.334625
ORM2	-3.666
FAM115A	0.7677
FZD6	-1.10625
UNC119	-0.0921666666666667
GPX3	1.2997
NOV	0.353875
CABC1	0.123625
CDC42SE2	0.151375
EIF2S2	-1.09
RNF130	1.195875
CKAP5	-1.10816666666667
RP11-413M3.2	0.9675
C10orf18	0.0713000000000001
TMEM93	-1.17275
DYX1C1	1.7235
KCNMB2	-2.05485714285714
ANK3	1.61591666666667
KRT5	0.6291
CDH12	-0.775125
QRSL1	-0.427
JUB	-0.16175
SHC4	-1.822125
CCL15	1.80766666666667
CCDC22	0.2245
SNX24	0.368
RARS	-0.083
MORC2	-0.393875
FAM48A	-0.5985
MT1H	-1.7835
PPP1R14C	-2.44116666666667
FOXD1	-2.48685714285714
C1orf213	-2.327
AMT	-2.0768
DSN1	-0.8445
PTPLAD2	1.48875
DIS3L	-0.095
RASL11A	0.49725
GPRC5B	0.793375
FRMD7	1.3015
STRN4	0.234
KITLG	2.5585
HDGF	-0.17125
OR1S1	0.133
SETX	-0.0557
DDR2	0.437
KCTD12	2.22425
LYZL2	-0.3305
WDR52	-0.00900000000000001
TMEM2	0.48525
ZNF579	0.780666666666667
LOC200810	0.52975
TNFSF9	-1.92425
PPFIA4	-3.30975
CNIH3	0.598666666666667
MAP4K4	-0.935285714285714
ROD1	0.110714285714286
ALS2CR12	-0.0236666666666667
DOCK3	-0.327
PAQR9	-4.66675
ASB17	0.94675
STX16	-1.2445
FEZ2	0.0821666666666667
DLAT	-0.614166666666667
KIF21B	-1.28616666666667
CDC5L	-0.54425
TMEM119	1.6255
CRIP3	-2.10333333333333
TPSD1	1.19066666666667
TEPP	0.499
GNGT2	1.71275
C21orf121	-0.03575
WNK1	-0.18725
FLJ10490	0.3844
OR51B5	-2.707
LOC203547	-0.424125
HAS1	-0.846
PPA1	-0.744333333333333
ST7	0.496125
C11orf46	0.4657
POPDC3	-3.68783333333333
ACOX2	0.802333333333333
ATCAY	-0.62675
TM4SF19	3.36125
MFSD9	-0.406
PDHB	-0.004
ERN1	0.10125
LCE3C	0.0755
GPR111	0.152
NOTCH3	1.94733333333333
ADAMTS5	3.152
B3GALT1	-0.410333333333333
UGCGL1	-0.528333333333333
FAM58A	0.166333333333333
FBXO32	2.2625
CLPP	-0.204
NXPH1	3.43325
MTMR3	0.513
ATP1B3	-0.934125
TMEM16A	3.528625
HIST1H3F	0.214
TRIM25	-0.0531666666666667
SDCBP2	0.485
CRKL	-1.641625
HOXB2	1.09033333333333
ANP32B	-0.362125
GATM	3.786
AP4E1	-0.351875
EDG5	0.12025
CDKN3	-1.81683333333333
CDH4	-2.273
PGD	-0.371333333333333
RND1	0.7395
GAD1	0.2818
MPG	0.425625
LOC440350	-0.937
ZNF133	0.34675
SERPINB12	-0.547
AMELY	0.889
DHX36	-0.57375
TNFAIP8L2	3.01383333333333
PHTF2	-0.340777777777778
CCDC112	-0.589
IQCC	-0.653
HEYL	2.99133333333333
FTSJ2	-0.386166666666667
APPL1	1.129
RAB43	0.268785714285714
OR10G2	-0.0735
WAC	0.184333333333333
ADCY9	0.3405
RUNDC2B	0.839333333333333
PYCRL	0.0045
AGPAT7	-0.989333333333333
SLC22A9	-0.994833333333333
CDKAL1	-0.6915
PDYN	-0.3758
C20orf74	0.6135
MTMR11	0.6745
VAV3	4.03591666666667
DAPL1	-0.619
STXBP3	-0.103
EIF3G	0.178
ARHGAP22	0.412
NPFFR1	0.644
NPC1	-0.424166666666667
ALDH9A1	1.67433333333333
ZNF600	0.50475
ZNF678	0.438
RASSF1	-0.132666666666667
ADD2	-2.981
PITPNB	-0.750625
PKD2L2	1.31475
LRP11	-0.21375
CDKL1	-0.2825
SMEK2	0.30075
PRODH2	-3.22416666666667
C11orf54	0.0403333333333333
SFRS11	-0.409333333333333
IL7	-1.2015
ALS2CR16	1.469
BTG3	-1.498
PAK2	-0.102111111111111
RP11-679B17.1	0.5545
GATA4	-1.4655
ATP2B1	-0.85675
LOC130940	1.0705
C1orf172	2.42483333333333
ATF7IP2	-0.35175
SLC25A43	-1.27516666666667
CENTG3	-0.112583333333333
IGF2BP1	-3.604
FCHSD1	0.218
CAMK2N2	1.2195
ELAVL3	-0.1948
NBPF15	-0.0566666666666667
UBE2J2	0.107166666666667
GNL2	-1.073
PRR3	-0.6354
NLF2	0.69725
OR4F6	0.31
KLHL24	1.20466666666667
CCDC88A	-0.9283
SGPP1	-1.0395
C10orf11	0.637833333333333
SLC35B4	-1.02683333333333
UGT3A2	-3.3355
ARNT2	3.2638
CBR1	-0.569375
ITPR3	-1.59233333333333
TRAPPC6B	-0.1075
AMZ1	-0.571
ARP11	0.54175
WDSUB1	-0.51125
APBA1	0.2635
RAB2A	0.4638
C6orf162	-0.503375
HPSE2	0.3995
PLCE1	-0.526
INSL3	0.831
DLG1	0.2696
PTPLA	-3.1825
PIGX	0.4325
TFIP11	0.128
FIBIN	3.1185
POLR2G	-0.59525
GRAP2	-2.6256
DNAJB8	-0.08025
CNBP	0.462833333333333
WASF1	-1.9305
INPP5E	-1.4505
HSPB1	-0.35825
TMEM167	0.0433
CUBN	0.17375
IGF1	3.879
ITPK1	-0.2712
NAALAD2	-0.400571428571429
G3BP1	0.0549
NT5DC1	0.63
CYP39A1	-1.055
TMEM139	1.85633333333333
POLK	0.379333333333333
GLULD1	-2.47633333333333
RBM15	-0.547333333333333
AMZ2	-0.22425
GDF15	-3.09883333333333
MESDC2	0.259
INCA	0.209333333333333
ACY1L2	-2.4205
GZMM	-0.782
PAIP1	-0.16375
CACNA2D1	0.139
STK32C	-0.342
SH3BP4	1.25533333333333
DEC1	1.1275
PADI1	2.106
UBB	0.2588
PON3	-2.22233333333333
PROP1	0.705
ANKRD13B	-1.0445
ADCK1	0.08525
TCF25	-0.122
SLC38A5	-2.84825
CXorf26	-0.258666666666667
C19orf39	0.621
PPP1R13B	0.95
ARL2	-0.9655
TCL6	0.169166666666667
TOP3A	-0.533
SLC16A14	1.4585
FXYD6	1.40466666666667
HIST1H4E	-0.68525
BBC3	0.68221052631579
UNC5A	0.2405
FAM86C	-0.1596
PI4KB	0.8225
B3GAT1	-3.44025
SUSD2	0.833
OAZ2	-0.108333333333333
NOC4L	-0.44125
C10orf12	-0.7835
FADS1	-3.10133333333333
LOC144097	-0.91925
DKK2	1.082
KIAA1949	-0.3975
RHOT1	0.2041
OXT	1.1185
GPR153	0.8255
ARL4A	-0.4995
SAAL1	-1.35975
CCDC64	-1.2415
USE1	0.433833333333333
HNMT	1.12383333333333
PCGF3	0.0440625
