Hybridization REF	TCGA-AN-A0FJ-01A-11R-A00Z-07
MUSK	0.549
ZNF434	-0.611666666666667
SMARCD1	0.6185
ZFP106	-0.2645
ZNF347	-1.1387
GTF2E1	0.96325
RY1	-0.782
ATAD2B	0.653875
ARHGAP17	0.8758
KCNIP3	-1.7065
SFPQ	0.964
GFRA4	0.0621666666666667
AKR1B10	-4.205875
TIGD6	-0.591666666666667
RGS16	0.15075
URB1	-0.482166666666667
OR4C46	0.239333333333333
TOP3B	-0.72825
NFATC4	0.462
CA14	-3.36325
BMPR1A	2.22383333333333
SNRP70	-0.319875
PRL	0.154909090909091
C6orf130	-0.5575
STAG2	-0.0505
CD55	-0.657214285714286
RPS23	-0.117833333333333
SSX2	-1.641
FDPSL2A	0.69675
FBXO27	0.0125
SYNGR3	1.69083333333333
TMSL3	0.20275
EML1	-1.763
NUP93	0.22875
SMAD3	-2.7486
KIAA1189	3.8765
HNRPUL2	0.803833333333333
TBC1D12	1.37183333333333
C16orf24	0.00525
MRVI1	1.40783333333333
ZNF581	0.0238333333333333
ELOVL3	3.109
OR51Q1	0.84175
CACNB3	2.11283333333333
GALNT13	3.69425
C10orf84	1.5064375
NEDD4	-1.9061
SPO11	1.9475
OR5AU1	0.5815
NEK4	-0.83
PRKAR2A	-0.1915
IHPK1	-0.653666666666667
ATP6V0B	-0.280625
CACNA1E	-0.478
CEACAM8	-0.563833333333333
PEX14	0.207
FLJ12993	-0.093
ZBTB38	-0.717083333333333
PCTK2	0.369833333333333
LRRC16	0.9711
FBLIM1	2.28883333333333
FYCO1	-0.255
RP5-1022P6.2	0.654333333333333
CMTM1	1.28216666666667
PLTP	0.488333333333333
RAPH1	1.515
DOCK8	-0.2795
EZH2	-0.3582
SLC25A1	-1.56633333333333
PLEKHB1	2.2236
GRB7	0.0941
ZFP37	0.43325
MRPL33	-0.6555
PELO	-1.19825
ARMC1	-0.339454545454546
C9orf27	0.54625
FLJ25778	0.096
C9orf37	-1.64833333333333
TMEM66	0.77975
SPRN	-0.118125
HBEGF	0.7
PI4KA	-0.685
LEPRE1	-0.172
POU2AF1	-4.6775
MRPL12	-0.969166666666667
REP15	0.3925
ZC3H3	0.27025
RASAL1	2.06275
DDAH1	0.58925
ACBD5	-0.772875
TMC2	0.4505
CCDC137	-1.5175
SAMD13	1.59716666666667
UGT2B15	-2.70916666666667
TIPARP	-0.27125
DNASE1L3	1.24625
TRIM72	0.782333333333333
DBX2	0.36
IPO8	0.25625
C21orf88	1.4266
MAP3K14	1.2
LOC51233	0.649833333333333
GGTLA4	1.3905
PDE6D	0.5545
ZNF117	-1.5685
CLK2	-0.2065
NKRF	-0.50225
TNFSF15	0.21
DUSP2	0.2215
SECISBP2	-1.918
GABRR2	0.2115
PPAP2C	1.7735
LOC51145	0.26
PAG1	0.88775
PIK3C3	0.475
GNG10	-0.3845
APOL4	-0.203
ANKRD28	-0.211875
STMN3	-0.5668
RAB14	0.6779
CDK2AP2	-0.477
HDDC3	-0.793625
COMMD7	0.5515
CXXC1	0.16625
HMCN1	-0.679333333333333
CD40	1.8585
DYNC1LI2	0.0724375
GDI1	0.08
LOC646938	0.44275
VSNL1	-5.1185
PIH1D1	0.330666666666667
RAET1G	-1.7085
KRTAP5-9	0.1145
EFTUD2	-0.518
ZNF311	-2.61
ATP6V1G3	0.088
OR2W3	-0.38825
SCN4A	-0.0165
MED10	-0.185
FAM135A	1.4868
ARHGAP4	0.47575
EHMT2	-0.247125
UFD1L	0.15775
ERMP1	-0.4815
MAG1	-1.28016666666667
THAP8	1.08033333333333
HACE1	0.792333333333333
FAM82C	-0.048
C3orf20	0.1305
UNC84A	-0.0131666666666667
SCD5	0.651214285714286
LASS6	0.783125
LSG1	-0.014
MAL	-5.82075
GPR22	-0.263
WDR5B	1.3785
ACTRT1	0.569
C17orf60	-0.893166666666667
GRIN2C	-0.062
ARMC8	0.194833333333333
SLC47A1	-3.54383333333333
DMPK	-0.61775
DHRS13	0.3715
SMC1A	-0.345666666666667
KRTAP17-1	-0.0143333333333333
SMYD5	-0.72875
TUSC2	-0.683625
CRHR2	0.4215
KIR3DL2	0.3605
CCDC104	0.61025
ATP2C1	2.0935
CROT	0.1795
PABPC3	0.438666666666667
EGR1	-0.947
THSD1	0.47575
KHK	-0.53925
SLC12A2	1.1088125
CD58	-1.25875
STOX2	-0.093
CCDC76	-0.6934
CCDC48	1.83125
DNAH1	-0.5115
ZIC4	0.599
OR1G1	0.1275
PSMC6	-0.465
PROKR1	-0.4165
ABCB1	-1.424375
TRAT1	-0.6635
LLGL1	0.1665
MTF1	-0.50425
USP54	1.09325
PAGE2B	-2.7265
ITGB7	-4.06925
CCDC81	0.18
LOC149837	0.77425
SCUBE1	-0.422
ZSCAN10	-0.721
HUWE1	0.188142857142857
CDH17	0.8015
CD180	-0.95725
IL17A	0.18325
TMPO	-0.56675
KIAA1524	-0.700833333333334
HDGFRP3	0.289
OXCT1	2.79472727272727
RRAS2	0.696833333333333
LTBP2	2.7179375
SV2B	4.01
CYP2A6	0.378375
PKD1L2	-1.21083333333333
PPM1M	1.19025
FLJ22662	3.05683333333333
ZNF502	1.6145
GP6	-0.8455
CRYBA2	4.16275
LEF1	-0.6296
CTPS	-0.0257142857142857
EYA1	-0.187333333333333
EPS8L1	0.927
MAPK14	-0.4805
SERPINB2	-5.33125
GTF2F2	1.15483333333333
ZNHIT4	0.2565
PLA1A	0.654125
C20orf114	-0.37375
HPR	-3.321
C18orf2	-3.07916666666667
SATB2	-1.65875
KCNJ9	-0.00737500000000002
MGC157906	1.0805
MOCS3	0.17725
C17orf71	-0.447166666666667
PPHLN1	0.4285
HIST1H2BN	-1.816875
RAPGEF1	-0.46325
MAP3K8	-1.974
DLG4	-0.448833333333333
STC1	0.96925
CDGAP	2.962
DDX26B	-0.69975
LOC150223	-1.1325
CPSF3	-0.184333333333333
TMEM14A	0.6185
MYH3	0.0205
GPKOW	-0.15525
SULT1A1	-1.37
SPON1	0.7786
YY1AP1	0.668666666666667
RAB23	0.794
PLA2G4A	-5.66275
MAPRE3	1.17775
ZNF516	1.203
GGPS1	0.31875
EXOC3L2	-0.951
C19orf42	0.0019
MAP2K2	0.698833333333333
HIST1H2BB	-1.177
RNF19B	2.116
C6orf128	-0.3135
TLR8	2.75775
PCDHA9	-0.8725
CARS2	0.41825
CLUL1	4.0255
RHAG	-4.112
UNK	-0.34
EXOC8	0.6763
C9orf95	-0.52125
C14orf143	-2.37233333333333
MAML3	-0.019375
LDHA	-0.21725
MRPL20	0.4825
KLHDC6	0.515333333333333
ATP5S	-1.25883333333333
C8orf55	-0.5705
PHF19	-1.703125
KRTAP13-4	0.853
TTC5	0.33275
XKR5	1.1745
SILV	-4.56733333333333
TEX28	0.7345
TCTN1	0.4695
CX40.1	0.24825
PPP2R5C	-0.438
C12orf30	-0.8625
CAPG	1.438
MPZL1	1.90905
ARSB	-0.845166666666667
TDH	-2.496
WASF4	0.58075
TSSK3	-1.14066666666667
7A5	0.8655
CRISPLD1	3.4465
MAD1L1	-0.292833333333333
SPIN4	0.501833333333333
AMPD1	-2.1035
DPYSL5	2.1225
INPP1	0.152
ANKRD11	-0.0103888888888889
NPAS4	0.19675
GCET2	2.0409
RNASE9	0.6625
GUCY2D	0.494333333333333
CCDC98	-0.7705
FGF4	-0.457625
CPM	-1.077
SLC26A4	-0.127666666666667
PLD5	1.0405
FAM59A	0.6374
FBXO5	-1.13322222222222
SIPA1L1	-0.753875
DPYS	1.94925
ATG4D	0.24425
TGM3	0.566
MTCH1	0.127375
HK1	-0.178642857142857
CDC26	-0.50525
GALNT12	-1.9365
LOC339229	-0.9445
MRPL35	-0.527875
ORC4L	0.65875
TNKS	0.309
C2orf24	0.590166666666667
ZNF553	0.5465
GGTLA1	2.0481
ZNF497	-0.41675
CDY1B	1.12833333333333
SLC30A4	0.841
TUB	-1.313875
ARHGEF18	0.452
ARRB1	-0.0335
KCNK1	1.713875
EREG	-2.4202
SCAMP5	-0.11425
RUNDC3B	1.0655
ADAMTS20	-0.2195
IL17RB	0.538
FLJ20323	-0.408
MCAM	1.129375
POLR3E	-2.02891666666667
AQR	0.103333333333333
IPMK	0.1845
CDCA7	0.077875
CAMP	0.264
GRHL3	1.5265
ADAMTSL2	0.234166666666667
CLMN	0.0986666666666667
SSTR3	0.769
MAGEA5	-1.43383333333333
OVOL2	3.60125
JMJD1B	0.17525
RBL2	0.0974
PYGO2	0.939
PPP1R10	0.452166666666667
CSE1L	-1.658
LCA5	1.5915
RDH16	-0.4895
ASRGL1	-1.446
TOM1	0.227333333333333
PTX3	-3.175
TTC15	0.582
SCGB3A1	1.60133333333333
MRPL50	-1.32725
RCAN3	2.140875
SLC26A11	-2.19325
STYX	-0.299666666666667
CINP	-1.1985
MARCH7	0.39525
PFKM	0.662333333333333
SGMS1	0.812166666666667
RIOK3	1.4009
C1orf110	0.2665
CES7	0.115285714285714
LOC440248	-2.70375
PPP1R12C	-0.4705
C10orf27	0.6515
ATG9A	0.552
MRPS26	0.6315
TMEM40	-0.53075
ELP3	0.1517
ZNF787	0.6505
HIAT1	0.522125
C8orf34	0.597
MGC4655	0.2469
PELI1	2.71783333333333
PPT1	0.1059
SLC35C2	-1.04683333333333
C6orf125	-2.02475
MUC4	-1.78783333333333
RFC4	-0.865142857142857
GNB2	0.106333333333333
NUP50	0.0330714285714286
SULT4A1	1.62566666666667
C7	1.722875
CCDC130	0.567833333333333
ARRDC4	0.56425
RQCD1	0.77825
GLYCTK	-1.596
AYTL2	-0.322727272727273
MTUS1	1.3041
LEMD3	1.1815
PLEKHF2	0.1995
HOXA7	1.648625
GTF3C2	0.4045
DYNLRB2	-1.48975
CNOT10	-0.4345
MR1	-1.06283333333333
FFAR1	0.08
PRIC285	0.25325
SLITRK6	1.9815
LIX1	-0.9282
UBE1L2	-0.3785
F8	0.72625
ACHE	0.731
KPNA5	-0.059
TNFRSF12A	-0.787333333333333
EGR3	-1.0635
SERPIND1	-3.501
OASL	0.085
IFRD1	0.7535
WDFY1	0.00266666666666669
ZNF267	1.639625
ACCN5	0.513
ZBTB6	0.2365
PPP1R3A	-0.09
PRRT3	0.6365
FBXL19	-0.486
TXNIP	0.534571428571429
ACTN2	-0.392
ATG9B	-0.510375
C9orf117	-0.19775
IL27	-2.1255
RPL36AL	-0.698
KLK15	-1.018
CHAD	0.54
RAP2B	1.1605
HEBP2	0.78
ZNF342	0.184
CAMK2G	1.0455
TLR3	-1.31925
FGF14	1.85175
HMGB2	-0.664375
TRPM5	-0.174166666666667
OR5M11	-0.0155
KIF3B	0.0737368421052632
PRICKLE2	-1.73
MTMR9	-0.825625
C3orf27	0.40775
GLRA3	-2.25283333333333
NSDHL	-0.157166666666667
TMEM32	0.10525
POLR2D	-0.18
MYADML	1.017
C9orf114	-0.95475
MRGPRX1	0.9025
TOPORS	0.254
CLDN19	1.83025
C1QL4	1.1095
RNF165	0.9045
DHRS9	-1.171
DNAH2	-1.132
FXR1	-0.185666666666667
ZMYM3	-0.3525
CASP3	-0.234333333333333
FAM120C	-0.585875
SCLY	-0.84175
CA7	-0.2065
ENTPD5	-0.873833333333333
ZNF461	0.3135
PDIA5	0.33025
C1orf19	-0.2465
TMEM67	1.06825
KCTD20	-0.744
WDR47	1.0305
FLJ38723	-0.1205
KLRF1	3.0725
TAS2R16	-0.213
CLDN12	0.54425
PRKCE	0.40225
UBXD4	-1.1845
ITGAM	3.48666666666667
GLT8D3	0.077
WDR31	-0.2575
RGS2	2.809
OR51L1	0.323
MST1R	0.36625
KIAA1737	0.15175
OR4A5	-0.774
GLIS1	-2.26666666666667
PTMA	0.839071428571429
NAPA	0.27725
PRDM11	-0.16975
LIPF	0.143
DIRAS3	0.012
ASGR2	-4.505
C1QTNF4	-0.65575
PIK3R4	0.589666666666667
ARMC3	-0.6315
NDUFV3	-0.843416666666667
BTBD3	0.858333333333333
PPP1R2	0.267666666666667
UBE2NL	0.148
FOSL2	1.42142857142857
FAM119A	0.645666666666667
TUBA4A	0.9314
KRTAP12-1	0.30975
SFRS2	-0.1855
RHPN1	-1.3645
EEF2	0.571333333333333
ZDHHC11	-4.26916666666667
EPHA3	-1.428
RBM12	0.68925
H2AFJ	1.1505
EDIL3	2.2005
KIF26A	-1.77625
SERGEF	0.34175
B3GALT4	1.10075
LOC90925	0.04
OSCAR	-0.26975
NPFF	-0.067375
DEDD	1.475875
TMEM155	-0.138375
PTPN1	-1.335
SCYL2	1.12433333333333
SKAP1	-0.20075
LEAP2	-3.17516666666667
GADD45G	-0.132
IFITM3	-0.48775
PILRB	-1.97316666666667
SLU7	-0.1823125
DSC3	4.3985
DNMT3L	1.02475
PAPD5	-0.028375
B3GNT3	-1.46683333333333
LHCGR	0.98
MSL-1	0.91775
UBE2S	-0.646375
SAP130	0.027
ANAPC11	-0.59725
MAGED4B	-2.757
ATP6V1B2	0.540833333333333
C14orf179	0.433
CAPZA1	0.601625
CDYL2	-0.0266666666666667
GLRX3	-0.0943333333333333
LOC136288	-0.6535
MOBKL1A	-0.09925
HTR2B	2.5205
CRYGD	0.206833333333333
NUS1	-0.1045
PGRMC1	1.1465
MYOM2	-0.34725
FLJ39653	-1.33266666666667
CHM	0.024
OR5M8	0.0625
ZNF619	-0.1275
FAM105A	1.20425
CCNL1	-1.175625
NAP1L3	-1.08025
C10orf57	0.620666666666667
B3GALNT1	1.70333333333333
CSN1S2A	-0.0135
TCP10L	-2.04525
GDAP2	0.835625
DMKN	-2.89583333333333
COX6B1	-0.1105
DNASE2	0.435166666666667
MSH5	-1.90475
LGMN	-0.4935
USP31	0.5039
OR13C8	1.2105
SDCBP	0.339
NUDT11	-1.825
PYGL	-0.489
SNPH	-1.03583333333333
B3GNT4	1.265
MIZF	0.2244
NUBPL	-0.991625
NOD1	-0.270166666666667
CDH22	-0.102375
NUBP1	-0.473166666666667
DSCAM	-4.1265
DGKI	0.258
FAM136A	0.69
AKAP1	0.865666666666667
SLC16A6	-3.67975
RIN3	-0.467
PSG2	-0.485
DIP2B	1.25041666666667
PSORS1C1	-0.17
KIAA0495	0.4005
FLJ90709	-0.684666666666667
LPA	-0.383666666666667
PIGA	1.14483333333333
LY75	4.28383333333333
UTS2	-6.52183333333333
RREB1	0.3485
GALNACT-2	1.1878
MGC3196	-0.68075
FLJ31568	-0.104
LPHN1	-0.131125
SP1	0.498625
TOX4	-0.728333333333333
HSPA9	-0.4504
APOBEC1	-0.31
SLC35E4	-1.71375
LSM5	-1.397
SURF1	-0.97375
ZBTB1	1.17525
GTF2F1	-0.01625
RPS15A	0.0282142857142857
DUSP21	-0.271833333333333
GINS4	-2.9285
MYO15A	-1.87033333333333
GIMAP7	2.75875
MGC13379	1.25775
ATP6V1E2	-0.507666666666667
UTP3	-0.66175
HNRPA3	-0.2498125
MT4	-1.75
C14orf155	0.0255
U1SNRNPBP	-0.418
CKLF	-0.5665
PLEKHN1	-0.626333333333333
MBNL1	-0.151166666666667
NUP160	-0.61725
ACSM2A	-1.0285
LOC129881	0.773
KIAA1529	-0.1235
FLJ22639	-0.77675
HAND1	-1.548
GSX1	0.199
FGA	-4.53215384615385
SERPINB1	-1.4165
ZNF642	0.09875
IGFBP1	-8.3225
SLC1A1	0.8875
DHX57	0.802875
ZNF766	-0.1095
PTPN21	-0.1248
GDPD3	-0.596
PNPLA5	0.54
TBR1	0.194166666666667
FAM116A	0.30625
IQGAP1	0.5845
FOS	-1.53575
ZNF226	-0.61775
FIGNL1	0.293833333333333
C14orf1	0.1095
ZMYND17	-0.6035
PUS7	0.341333333333333
TUBB6	-0.591625
KCNQ2	-0.787
MARCH6	0.424416666666667
CCDC33	0.4225
PRODH	0.67325
RBM11	0.96975
EPHA6	0.187714285714286
SLC43A1	-0.86025
LOC196541	1.6775
NTN1	0.229083333333333
ING4	0.956
PCDHB10	2.697
DPH2	0.0175
SPACA4	-0.6875
FBXL21	-4.1935
DIAPH1	-0.827166666666667
ZNF71	1.745
CEP76	0.7325
CORO1A	-0.8925
RRM2	-1.349
EDG4	0.6695
OS9	0.510833333333333
SLC4A1AP	0.29875
COG5	0.7155
COPS8	-0.10025
NGLY1	-0.9
NCBP2	0.47975
C17orf42	-0.8665
GPSM3	-0.46675
SIL1	-1.16516666666667
ASB6	-0.44475
SMAD5OS	0.707666666666667
UNC93A	-3.44342857142857
A1BG	-0.5845
C21orf62	1.01725
FMO5	-2.11125
ATRIP	-0.489666666666667
CEBPG	1.0525
C7orf38	0.2275
TNFRSF1B	0.487666666666667
CLEC1A	4.16
IQSEC1	0.174875
PATZ1	1.0925
RBM22	0.355125
BAG2	0.0531666666666667
PAQR5	0.547333333333333
C9orf127	-0.0223
THNSL1	1.50375
SHROOM3	1.4475
JAM2	1.569
SNRPN	-3.852
ALX4	0.1395
CACNA1S	-0.088
FAM130A1	2.0815
CORIN	2.2305
CD300LB	0.954
PLEKHG6	0.989
LRRC40	-0.3945
PCLKC	-1.48075
PCDHB16	-1.75983333333333
WNT2B	-0.0535
ASNS	-1.23577777777778
MRPL49	-0.064125
FLJ46111	0.74575
ISG20	-0.5245
SMU1	-0.521
CASZ1	0.41
POLR1D	0.148666666666667
GIN1	-1.20875
SNAG1	0.1835
ANKRD29	1.54625
CDKN2AIP	-0.5735
KRR1	-0.3725
CXCL1	-5.24966666666667
EPM2A	0.0959
PC	0.886833333333333
DEFB127	-0.561
PDZRN4	1.39116666666667
FAH	-1.388875
OR51E1	2.91
CDC2L6	0.19
DNTTIP1	-0.47775
PAX8	0.402
TMEM116	0.883
C1orf150	0.005
PRO2012	1.32175
MRPL40	0.182166666666667
BEX1	-3.4289
SLC2A4	-0.541333333333333
PKMYT1	-0.7565
FEZF2	-0.3406
SLC26A9	2.9605
MAP2	2.89966666666667
LYL1	-1.259
SLC25A19	-0.726833333333333
NOS3	-0.2625
ZNF34	0.0806666666666667
TMPRSS11F	0.226333333333333
FAM43A	-0.34225
FCRL4	-0.207166666666667
KLF14	0.3235
FLRT2	-1.0365
WRN	0.445
SDF2	0.2354
KRT8P12	0.966
C6orf195	1.835
C9orf125	-2.03
DZIP3	-0.6485
RIT1	1.49608333333333
SCML1	-2.12683333333333
RHBDF2	0.673375
OR2G3	1.297
REXO1L1	-0.8065
MAP3K7IP3	-0.299
C3orf57	-7.35725
FBXW11	-1.12516666666667
ETAA1	-0.61475
C14orf131	-0.9534
AKT1S1	0.122
SLC12A5	-1.063625
C9orf164	0.1185
NRIP3	0.06975
NOS1AP	-0.79125
TMEM121	-1.72275
SAP30BP	1.1638
DGCR6	0.0165
WDR76	-0.21525
FAM82B	-0.621
LOC606495	0.018
MAP9	1.67016666666667
BCDIN3D	0.62075
CXorf36	3.86783333333333
DSCR3	-0.3278
ZFAND3	0.3715
C7orf43	-0.0445
SPSB3	1.1944
C19orf19	0.097
FAM133A	-3.278125
C12orf25	0.343
SLC39A3	-0.70225
DISP2	-0.487
PI4KAP2	-1.6015
MKRN3	-0.574166666666667
ADAMTS13	-1.998875
CBLN3	0.653
TTYH1	2.20583333333333
C3orf18	0.20175
FLJ13236	-1.6395
ZMYND12	-0.028
C18orf25	0.9865
GLB1L3	-1.7405
ATP13A5	2.001
RANBP10	0.04175
CD96	-1.5654
DENND1C	-0.45875
RBMS3	-0.3376
SLC41A3	1.23666666666667
DGCR6L	-0.05225
TMEM128	-0.351833333333333
CSNK1G3	-0.439571428571429
MOBKL2C	0.639875
TSPAN6	0.319375
MATN2	-1.6007
MSL2L1	0.999166666666667
ST6GALNAC2	-3.04933333333333
FGFBP2	4.282375
FGL1	-5.67266666666667
MPP3	-0.684833333333333
ARHGEF6	-0.185666666666667
TGFBR2	0.132625
ACMSD	-1.01
IL33	1.9755
C9orf5	0.293166666666667
DEAF1	0.3096
AMN	-0.1065
DEFA6	-0.2105
RNF212	-1.58825
METT5D1	0.0613333333333333
CIB1	-0.0156
TSSK1B	0.52025
KIAA1727	0.78475
ZNF680	-0.525
LOC399900	-1.7065
LOC152217	-0.224916666666667
CTNNAL1	-1.5915
CIT	-0.953833333333333
TLE6	-1.5795
ZNF607	-0.9255
HERC4	-0.239166666666667
DRAP1	-0.4336
PEMT	-1.0985
C10orf111	0.492
ZNF575	0.328625
KCTD7	0.10375
MYO1F	-0.56175
LOC285382	1.79525
RAB11A	0.2832
PLCD3	-1.09275
C15orf28	-0.22925
PTBP2	0.761375
CTB-1048E9.5	-0.166625
C19orf60	0.1885
C7orf25	0.385166666666667
SETD7	0.136875
HOXB9	-4.158
VANGL1	-0.395125
CHAF1B	-0.446
NDUFA3	-1.1255
KIAA1328	0.898833333333333
SHARPIN	0.022375
TTC23	0.40675
UGP2	0.5945
ANKIB1	0.4039
CIRBP	0.915
SEC14L4	-2.13283333333333
OVCH1	-0.180166666666667
VPS52	-1.40025
FAT	0.949875
M6PRBP1	-0.2825
GPRIN3	0.468
PPM1F	0.204833333333333
TSR1	0.32225
CCDC85A	1.7075
PCSK5	0.20975
ZFHX3	0.3685
HEMK1	-1.8556
PGBD2	0.794
RSRC2	-0.292666666666667
AURKC	-2.098
SCRIB	-0.16475
ORM2	-4.01466666666667
FAM115A	-0.4713
FZD6	2.215
UNC119	0.300666666666667
GPX3	-1.2593
NOV	3.344875
CABC1	1.277125
CDC42SE2	-0.1593125
EIF2S2	0.2029
RNF130	1.0855
CKAP5	0.1785
RP11-413M3.2	-0.302875
C10orf18	1.1045
TMEM93	-0.98275
DYX1C1	1.86
KCNMB2	-2.55275
ANK3	1.99808333333333
KRT5	2.8409
CDH12	0.96
QRSL1	-0.418875
JUB	-1.53175
SHC4	2.714375
CCL15	0.799333333333333
CCDC22	-0.22925
SNX24	0.2795
RARS	-0.80575
MORC2	0.85925
FAM48A	-0.15375
MT1H	-3.014
PPP1R14C	2.66233333333333
FOXD1	-0.817285714285714
C1orf213	-0.018
AMT	-2.5026
DSN1	-1.03025
PTPLAD2	2.05825
DIS3L	-1.24625
RASL11A	-0.10925
GPRC5B	1.762625
FRMD7	0.173
STRN4	0.41825
KITLG	2.67159090909091
HDGF	1.21525
OR1S1	0.3075
SETX	-0.6933
DDR2	1.2295
KCTD12	0.50325
LYZL2	-1.46475
WDR52	-0.199
TMEM2	-0.632
ZNF579	-0.323833333333333
LOC200810	-0.45175
TNFSF9	-2.272
PPFIA4	-1.842
CNIH3	-0.9295
MAP4K4	0.388857142857143
ROD1	0.366071428571429
ALS2CR12	-0.6195
DOCK3	1.60733333333333
PAQR9	1.159
ASB17	0.294
STX16	-2.3155
FEZ2	0.435166666666667
DLAT	-0.888
KIF21B	-1.56783333333333
CDC5L	0.1135
TMEM119	1.45966666666667
CRIP3	-1.6845
TPSD1	-0.302333333333333
TEPP	-0.65975
GNGT2	0.85025
C21orf121	0.28625
WNK1	-0.154
FLJ10490	0.0976
OR51B5	-2.284
LOC203547	-1.03
HAS1	-0.8555
PPA1	0.591166666666667
ST7	0.736625
C11orf46	1.5985
POPDC3	-0.445
ACOX2	-2.03916666666667
ATCAY	-0.782166666666667
TM4SF19	-0.0205
MFSD9	-0.129666666666667
PDHB	-1.1575
ERN1	0.51625
LCE3C	0.273
GPR111	0.4785
NOTCH3	1.95366666666667
ADAMTS5	1.581
B3GALT1	0.3495
UGCGL1	-0.2595
FAM58A	0.793333333333333
FBXO32	2.6135
CLPP	-0.44
NXPH1	-2.141
MTMR3	1.0225
ATP1B3	1.395125
TMEM16A	2.878125
HIST1H3F	-0.166666666666667
TRIM25	-0.444833333333333
SDCBP2	2.6775
CRKL	-1.063125
HOXB2	-1.64383333333333
ANP32B	-0.62025
GATM	3.6825
AP4E1	-0.336125
EDG5	1.043
CDKN3	-2.2195
CDH4	-2.92925
PGD	1.12783333333333
RND1	1.276
GAD1	0.592
MPG	-0.15075
LOC440350	-1.3905
ZNF133	0.065
SERPINB12	-0.2195
AMELY	0.399333333333333
DHX36	-0.34125
TNFAIP8L2	2.49416666666667
PHTF2	0.472722222222222
CCDC112	0.0228333333333333
IQCC	-0.085
HEYL	2.78283333333333
FTSJ2	-0.305166666666667
APPL1	0.2775
RAB43	0.206928571428571
OR10G2	0.702
WAC	0.226666666666667
ADCY9	-2.2115
RUNDC2B	-0.596333333333333
PYCRL	-0.00189999999999999
AGPAT7	-0.803
SLC22A9	-1.5872
CDKAL1	1.777
PDYN	-0.6466
C20orf74	-0.18375
MTMR11	0.014
VAV3	-2.64208333333333
DAPL1	5.859
STXBP3	0.5635
EIF3G	-0.03075
ARHGAP22	0.78225
NPFFR1	0.6625
NPC1	0.9225
ALDH9A1	0.256333333333333
ZNF600	-1.12775
ZNF678	-0.819166666666666
RASSF1	-0.728416666666667
ADD2	-1.4145
PITPNB	0.229875
PKD2L2	0.261
LRP11	0.11925
CDKL1	-0.384
SMEK2	0.3045
PRODH2	-3.4095
C11orf54	0.0255
SFRS11	-0.794833333333333
IL7	-1.13683333333333
ALS2CR16	0.6655
BTG3	0.798166666666667
PAK2	-0.0237777777777778
RP11-679B17.1	-0.699
GATA4	-2.32566666666667
ATP2B1	0.78925
LOC130940	0.4935
C1orf172	3.14733333333333
ATF7IP2	-0.62825
SLC25A43	0.4655
CENTG3	-0.0833333333333333
IGF2BP1	-4.3701
FCHSD1	0.428
CAMK2N2	-0.274333333333333
ELAVL3	0.5263
NBPF15	-0.676833333333334
UBE2J2	0.56275
GNL2	0.3885
PRR3	-0.1763
NLF2	-0.08275
OR4F6	0.1925
KLHL24	0.936166666666667
CCDC88A	0.1937
SGPP1	-1.08416666666667
C10orf11	0.546833333333333
SLC35B4	-1.09083333333333
UGT3A2	-1.8275
ARNT2	2.2991
CBR1	-0.189125
ITPR3	0.344333333333333
TRAPPC6B	-1.3508
AMZ1	-0.946
ARP11	2.40275
WDSUB1	0.1455
APBA1	-0.145666666666667
RAB2A	0.2637
C6orf162	0.365125
HPSE2	-0.08825
PLCE1	2.1115
INSL3	0.035
DLG1	0.5168
PTPLA	-2.58
PIGX	-0.89
TFIP11	0.468333333333333
FIBIN	3.2905
POLR2G	0.8105
GRAP2	-1.8771
DNAJB8	-0.0275
CNBP	1.235
WASF1	0.248
INPP5E	-1.4493
HSPB1	-1.7020625
TMEM167	-0.027
CUBN	2.2315
IGF1	0.250125
ITPK1	-0.0603
NAALAD2	-1.7365
G3BP1	0.2767
NT5DC1	-0.378625
CYP39A1	3.1815
TMEM139	2.60525
POLK	-0.7724
GLULD1	-1.45
RBM15	-0.811666666666667
AMZ2	-0.71925
GDF15	-4.59966666666667
MESDC2	-0.838
INCA	-0.190166666666667
ACY1L2	-2.002
GZMM	-0.792833333333333
PAIP1	1.73175
CACNA2D1	1.474
STK32C	-0.975
SH3BP4	-1.31683333333333
DEC1	0.3555
PADI1	-0.1355
UBB	-0.1411
PON3	2.2905
PROP1	0.687
ANKRD13B	1.849
ADCK1	-0.466
TCF25	0.225666666666667
SLC38A5	-0.44725
CXorf26	0.0653333333333333
C19orf39	-0.20275
PPP1R13B	0.16075
ARL2	-1.2265
TCL6	-0.169363636363636
TOP3A	-1.4585
SLC16A14	1.385625
FXYD6	2.75283333333333
HIST1H4E	-0.789
BBC3	-0.0744210526315789
UNC5A	0.237
FAM86C	-0.1041
PI4KB	0.316625
B3GAT1	-3.29425
SUSD2	0.306166666666667
OAZ2	-0.0785
NOC4L	-0.36025
C10orf12	1.46725
FADS1	-1.93166666666667
LOC144097	-0.00300000000000001
DKK2	1.731
KIAA1949	0.5935
RHOT1	0.2401
OXT	2.53166666666667
GPR153	-0.116
ARL4A	0.639
SAAL1	0.042
CCDC64	0.3465
USE1	0.472833333333333
HNMT	-0.844
PCGF3	-0.0269375
CYP2C19	-0.07625
C20orf4	0.3075
CCDC11	-1.37575
ACSBG2	-0.219
RWDD2A	-0.31075
PALLD	1.73875
CPLX4	0.16
LOC492311	-0.29825
