Hybridization REF	TCGA-A2-A04T-01A-21R-A034-07
ATAD2B	0.60875
ARHGAP17	-0.4536
KCNIP3	-0.119
SFPQ	0.4325
GFRA4	0.560333333333333
AKR1B10	-4.382125
TIGD6	0.232
RGS16	2.31175
URB1	-0.6585
OR4C46	-0.0344
TOP3B	-1.034
NFATC4	-0.3265
CA14	-4.901
BMPR1A	0.5115
SNRP70	-0.543875
PRL	0.00558333333333333
C6orf130	-0.424
STAG2	0.3565
CD55	-0.986928571428572
RPS23	0.216833333333333
SSX2	-1.639
FDPSL2A	-0.32325
FBXO27	1.720625
SYNGR3	-1.174
TMSL3	1.233
EML1	-1.506
NUP93	0.0763333333333333
SMAD3	-1.5881
KIAA1189	0.232166666666667
HNRPUL2	0.501
TBC1D12	0.145166666666667
C16orf24	0.645
MRVI1	2.48933333333333
ZNF581	0.1375
ELOVL3	-0.904
OR51Q1	0.01025
CACNB3	0.455666666666667
GALNT13	0.948125
C10orf84	0.3005
NEDD4	-1.1324
SPO11	0.9845
OR5AU1	0.386
NEK4	-0.129642857142857
PRKAR2A	-0.798333333333333
IHPK1	-0.0563333333333333
ATP6V0B	0.120125
CACNA1E	0.962
CEACAM8	-0.641
PEX14	-0.145
FLJ12993	0.173
ZBTB38	-0.892333333333333
PCTK2	-0.231333333333333
LRRC16	0.8759
FBLIM1	1.50966666666667
FYCO1	-0.682
RP5-1022P6.2	-0.7575
CMTM1	0.728833333333333
PLTP	0.3305
RAPH1	0.996375
DOCK8	0.996625
EZH2	0.0509333333333334
SLC25A1	-0.774166666666667
PLEKHB1	2.7353
GRB7	0.503
ZFP37	0.5405
MRPL33	-0.1785
PELO	-1.0265
ARMC1	-0.525545454545455
C9orf27	-0.017
FLJ25778	0.299
C9orf37	-0.698666666666667
TMEM66	-0.25775
SPRN	-0.316875
HBEGF	0.169875
PI4KA	-1.1195
LEPRE1	-0.70475
POU2AF1	-1.597375
MRPL12	-0.078
REP15	-1.253
ZC3H3	0.83875
RASAL1	1.039
DDAH1	2.348125
ACBD5	-0.53325
TMC2	0.591
CCDC137	-0.2515
SAMD13	-1.74816666666667
UGT2B15	-4.51383333333333
TIPARP	-1.49175
DNASE1L3	-0.0175
TRIM72	0.3282
DBX2	1.865
IPO8	0.261
C21orf88	-0.5198
MAP3K14	0.73125
LOC51233	0.288333333333333
GGTLA4	0.38675
PDE6D	-1.0705
ZNF117	-1.8335
CLK2	-0.152625
NKRF	0.0185
TNFSF15	3.4172
DUSP2	0.921625
SECISBP2	-0.3762
GABRR2	0.5525
PPAP2C	1.301
LOC51145	0.3182
PAG1	1.384625
PIK3C3	1.14375
GNG10	-0.3115
APOL4	0.214
ANKRD28	0.588125
STMN3	-2.6207
RAB14	1.084
CDK2AP2	-0.30575
HDDC3	-0.11225
COMMD7	0.842375
CXXC1	0.121
HMCN1	-1.23866666666667
CD40	0.936
DYNC1LI2	0.7278125
GDI1	0.68575
LOC646938	-0.034
VSNL1	0.407833333333333
PIH1D1	-0.271666666666667
RAET1G	1.5855
KRTAP5-9	-0.167
EFTUD2	-1.01325
ZNF311	-0.996333333333333
ATP6V1G3	-0.3435
OR2W3	-0.3165
SCN4A	-0.00125
MED10	-0.616
FAM135A	0.7488
ARHGAP4	-1.1795
EHMT2	0.14175
UFD1L	-0.73925
ERMP1	0.99325
MAG1	0.132333333333333
THAP8	0.187666666666667
HACE1	-0.119333333333333
FAM82C	0.560666666666667
C3orf20	0.7015
UNC84A	-0.139166666666667
SCD5	0.166428571428571
LASS6	0.811875
LSG1	0.923083333333333
MAL	-4.70325
GPR22	-0.045
WDR5B	0.41375
ACTRT1	0.7745
C17orf60	-0.003
GRIN2C	0.2744
ARMC8	-1.09466666666667
SLC47A1	-2.6665
DMPK	-0.00375
DHRS13	-0.7145
SMC1A	-0.526333333333333
KRTAP17-1	4.038
SMYD5	0.39475
TUSC2	-0.413625
CRHR2	0.5335
KIR3DL2	1.766
CCDC104	-0.15875
ATP2C1	0.523
CROT	-1.368
PABPC3	1.1715
EGR1	-0.533833333333333
THSD1	-0.55575
KHK	-0.76975
SLC12A2	0.6115625
CD58	-0.35475
STOX2	2.41633333333333
CCDC76	0.0115
CCDC48	0.321
DNAH1	-0.294833333333333
ZIC4	0.888875
OR1G1	0.0815
PSMC6	-1.093
PROKR1	0.0415
ABCB1	-0.9705
TRAT1	0.0285
LLGL1	0.134
MTF1	1.3905
USP54	0.986875
PAGE2B	-2.6015
ITGB7	-3.62075
CCDC81	-0.0015
LOC149837	0.1185
SCUBE1	-0.0755
ZSCAN10	1.034
HUWE1	0.5425
CDH17	1.324
CD180	0.537
IL17A	0.493
TMPO	-0.787
KIAA1524	-0.559333333333333
HDGFRP3	-0.209166666666667
OXCT1	1.31072727272727
RRAS2	-1.058
LTBP2	1.4498125
SV2B	4.9125
CYP2A6	0.716875
PKD1L2	-1.41166666666667
PPM1M	0.533
FLJ22662	2.08516666666667
ZNF502	2.01225
GP6	-0.7525
CRYBA2	0.8125
LEF1	-2.0607
CTPS	-0.155
EYA1	-2.97883333333333
EPS8L1	-1.06025
MAPK14	0.166916666666667
SERPINB2	-3.812875
GTF2F2	-0.0441666666666667
ZNHIT4	0.652
PLA1A	0.4795
C20orf114	-1.5785
HPR	-4.1625
C18orf2	-2.83816666666667
SATB2	-2.45
KCNJ9	0.0221428571428571
MGC157906	0.958
MOCS3	0.2715
C17orf71	-0.705666666666667
PPHLN1	-0.388
HIST1H2BN	0.27825
RAPGEF1	0.2935
MAP3K8	-0.2925
DLG4	-0.249666666666667
STC1	-0.922333333333333
CDGAP	1.48725
DDX26B	0.312
LOC150223	-1.5135
CPSF3	-0.523666666666667
TMEM14A	0.56075
MYH3	-1.695
GPKOW	-0.3065
SULT1A1	-1.50433333333333
SPON1	1.6236
YY1AP1	1.031
RAB23	1.35075
PLA2G4A	-0.16725
MAPRE3	-0.183333333333333
ZNF516	0.00207142857142858
GGPS1	0.31925
EXOC3L2	-0.147625
C19orf42	-0.5011
MAP2K2	-0.4645
HIST1H2BB	1.2345
RNF19B	1.6565
C6orf128	0.601666666666667
TLR8	4.503
PCDHA9	-0.177
CARS2	2.105625
CLUL1	3.04733333333333
RHAG	-4.26183333333333
UNK	0.3085
EXOC8	1.2679
C9orf95	-0.0695
C14orf143	-0.792166666666667
MAML3	-0.117125
LDHA	-2.5275
MRPL20	0.178125
KLHDC6	0.6025
ATP5S	-0.935666666666667
C8orf55	0.54675
PHF19	0.502625
KRTAP13-4	0.6775
TTC5	-0.96075
XKR5	-0.0105
SILV	-4.98316666666667
TEX28	-0.229
TCTN1	-0.3865
CX40.1	0.50525
PPP2R5C	-0.04225
C12orf30	-0.793333333333333
CAPG	2.0535
MPZL1	2.0546
ARSB	-0.625833333333333
TDH	-1.489
WASF4	1.0855
TSSK3	-0.564
7A5	1.217
CRISPLD1	5.284625
MAD1L1	-1.06183333333333
SPIN4	0.535333333333333
AMPD1	0.27225
DPYSL5	0.334
INPP1	-0.838833333333333
ANKRD11	0.507555555555556
NPAS4	0.472125
GCET2	0.5405
RNASE9	-0.022
GUCY2D	-0.312833333333333
CCDC98	-0.27075
FGF4	-0.299625
CPM	2.24
SLC26A4	-2.22716666666667
PLD5	0.39675
FAM59A	1.8522
FBXO5	-0.73
SIPA1L1	-0.254125
DPYS	0.5145
ATG4D	-0.51775
TGM3	-0.1825
MTCH1	-0.030125
HK1	-0.4185
CDC26	0.467
GALNT12	-0.243166666666667
LOC339229	-0.55475
MRPL35	-0.269375
ORC4L	0.114125
TNKS	-0.269785714285714
C2orf24	-0.214666666666667
ZNF553	-0.392333333333333
GGTLA1	2.2565
ZNF497	0.29125
CDY1B	0.7
SLC30A4	0.383625
TUB	0.32775
ARHGEF18	-0.73525
ARRB1	-0.4465
KCNK1	1.17375
EREG	-2.2159
SCAMP5	-0.658
RUNDC3B	2.20525
ADAMTS20	-0.0273333333333334
IL17RB	-0.092375
FLJ20323	-1.289
MCAM	0.277375
POLR3E	-1.43041666666667
AQR	0.0293333333333333
IPMK	0.1015
CDCA7	-0.761375
CAMP	1.784
GRHL3	3.224
ADAMTSL2	0.311333333333333
CLMN	2.39083333333333
SSTR3	0.601
MAGEA5	-2.75166666666667
OVOL2	2.99375
JMJD1B	-0.105
RBL2	0.0772
PYGO2	1.15075
PPP1R10	0.0451666666666667
CSE1L	-0.521
LCA5	-0.52925
RDH16	-0.055
ASRGL1	-1.001625
TOM1	0.828166666666667
PTX3	-5.12825
TTC15	0.25
SCGB3A1	1.19883333333333
MRPL50	-0.52325
RCAN3	1.42775
SLC26A11	-0.2015
STYX	-0.438666666666667
CINP	-0.33225
MARCH7	0.07375
PFKM	-1.197
SGMS1	-0.875333333333333
RIOK3	1.3645
C1orf110	0.726
CES7	-0.164875
LOC440248	-1.217
PPP1R12C	-0.2625
C10orf27	0.4955
ATG9A	-1.1015
MRPS26	0.158875
TMEM40	1.9855
ELP3	-1.0516
ZNF787	0.4915
HIAT1	0.5195
C8orf34	0.667333333333333
MGC4655	0.9464
PELI1	2.01016666666667
PPT1	-0.4614
SLC35C2	-0.876833333333333
C6orf125	-0.21275
MUC4	-2.07066666666667
RFC4	-0.461857142857143
GNB2	0.00549999999999999
NUP50	0.511214285714286
SULT4A1	0.757
C7	0.764125
CCDC130	-0.594833333333333
ARRDC4	0.46825
RQCD1	-0.37475
GLYCTK	-1.452
AYTL2	-0.537636363636364
MTUS1	-0.6915
LEMD3	1.3685
PLEKHF2	0.1955
HOXA7	1.418375
GTF3C2	-0.4465
DYNLRB2	1.14175
CNOT10	0.3435
MR1	0.161
FFAR1	0.25125
PRIC285	0.1145
SLITRK6	-0.7735
LIX1	-1.6517
UBE1L2	0.421166666666667
F8	1.955375
ACHE	0.058
KPNA5	0.147
TNFRSF12A	-1.14316666666667
EGR3	-0.8325
SERPIND1	-3.79283333333333
OASL	2.75725
IFRD1	-0.9255
WDFY1	-0.842833333333333
ZNF267	0.22025
ACCN5	0.151
ZBTB6	0.691
PPP1R3A	-0.3025
PRRT3	0.88525
FBXL19	0.4855
TXNIP	0.116357142857143
ACTN2	2.73075
ATG9B	-0.4435
C9orf117	-0.060625
IL27	-2.755
RPL36AL	-0.727666666666667
KLK15	0.4695
CHAD	0.2565
RAP2B	-0.1291
HEBP2	1.11125
ZNF342	0.693
CAMK2G	-0.364333333333333
TLR3	0.26
FGF14	1.34475
HMGB2	0.133375
TRPM5	0.0688333333333333
OR5M11	0.5415
KIF3B	0.325052631578947
PRICKLE2	0.863
MTMR9	-1.415125
C3orf27	0.328
GLRA3	-1.362
NSDHL	-0.3485
TMEM32	0.6865
POLR2D	-0.084
MYADML	0.482
C9orf114	-0.8425
MRGPRX1	-0.062
TOPORS	0.07275
CLDN19	-1.13675
C1QL4	1.258
RNF165	1.2355
DHRS9	-0.634
DNAH2	-2.024
FXR1	-0.3445
ZMYM3	-0.295
CASP3	0.622666666666667
FAM120C	-0.003
SCLY	-1.54425
CA7	0.21
ENTPD5	-0.510833333333333
ZNF461	0.23225
PDIA5	-0.1355
C1orf19	-0.0851666666666667
TMEM67	0.206
KCTD20	0.000499999999999999
WDR47	-0.089
FLJ38723	1.084
KLRF1	0.182333333333333
TAS2R16	0.43
CLDN12	-0.687
PRKCE	0.1915
UBXD4	0.18075
ITGAM	3.2365
GLT8D3	-0.021875
WDR31	1.044
RGS2	2.0485
OR51L1	0.7245
MST1R	0.449
KIAA1737	1.07525
OR4A5	-0.9945
GLIS1	-2.336
PTMA	0.295214285714286
NAPA	1.3295
PRDM11	-0.2785
LIPF	-0.5635
DIRAS3	-0.4375
ASGR2	-4.2005
C1QTNF4	-0.22125
PIK3R4	-0.487333333333333
ARMC3	0.62275
NDUFV3	-0.364916666666667
BTBD3	0.673833333333333
PPP1R2	0.49725
UBE2NL	0.07175
FOSL2	0.118071428571429
FAM119A	-0.754833333333333
TUBA4A	-0.171
KRTAP12-1	0.25825
SFRS2	-0.15325
RHPN1	0.1428
EEF2	-0.678833333333333
ZDHHC11	-1.23316666666667
EPHA3	-2.134
RBM12	-0.02275
H2AFJ	0.213333333333333
EDIL3	2.364
KIF26A	-1.837
SERGEF	-0.55125
B3GALT4	2.295
LOC90925	1.69016666666667
OSCAR	0.53
NPFF	-0.73925
DEDD	0.7175
TMEM155	-0.652875
PTPN1	0.00449999999999999
SCYL2	0.0676666666666667
SKAP1	2.0735
LEAP2	-3.07216666666667
GADD45G	2.0415
IFITM3	0.04
PILRB	-1.29683333333333
SLU7	-0.485625
DSC3	5.0905
DNMT3L	-1.382
PAPD5	0.57625
B3GNT3	-0.266166666666667
LHCGR	0.243
MSL-1	0.2445
UBE2S	-0.5305
SAP130	-0.1525
ANAPC11	0.07475
MAGED4B	0.01
ATP6V1B2	-0.0821666666666667
C14orf179	-0.17675
CAPZA1	-0.5295
CDYL2	-0.9865
GLRX3	-1.81583333333333
LOC136288	0.306333333333333
MOBKL1A	0.7405
HTR2B	0.948
CRYGD	-0.230333333333333
NUS1	-0.820833333333333
PGRMC1	0.799
MYOM2	0.9945
FLJ39653	-2.15733333333333
CHM	0.4762
OR5M8	0.159
ZNF619	-0.197
FAM105A	1.439
CCNL1	-0.515125
NAP1L3	-1.18025
C10orf57	1.57866666666667
B3GALNT1	0.270166666666667
CSN1S2A	0.2235
TCP10L	0.11125
GDAP2	0.495
DMKN	-2.53666666666667
COX6B1	0.13675
DNASE2	0.582666666666667
MSH5	-1.39275
LGMN	-0.20725
USP31	0.819
OR13C8	-0.341
SDCBP	-0.6182
NUDT11	-0.298833333333333
PYGL	-2.5595
SNPH	-2.2515
B3GNT4	-0.465
MIZF	-0.4144
NUBPL	-0.71075
NOD1	-0.783166666666667
CDH22	0.507125
NUBP1	-0.7985
DSCAM	-3.5665
DGKI	-0.4505
FAM136A	-0.11825
AKAP1	1.19883333333333
SLC16A6	-2.18725
RIN3	1.135
PSG2	-0.39875
DIP2B	-0.785833333333333
PSORS1C1	-0.3366
KIAA0495	-0.423
FLJ90709	-1.37766666666667
LPA	-0.445833333333333
PIGA	-0.582
LY75	1.91216666666667
UTS2	-5.53983333333333
RREB1	-0.3885
GALNACT-2	0.0877
MGC3196	0.1445
FLJ31568	1.75625
LPHN1	0.2265
SP1	0.601625
TOX4	-0.486166666666667
HSPA9	-0.3092
APOBEC1	-0.635
SLC35E4	-1.18625
LSM5	-1.418
SURF1	-0.57775
ZBTB1	0.1605
GTF2F1	0.44725
RPS15A	0.337928571428571
DUSP21	-0.8845
GINS4	-2.327
MYO15A	-0.788333333333333
GIMAP7	3.353
MGC13379	1.39075
ATP6V1E2	0.312666666666667
UTP3	0.48125
HNRPA3	-0.02025
MT4	1.362
C14orf155	0.47925
U1SNRNPBP	-0.516
CKLF	-0.433333333333333
PLEKHN1	0.410333333333333
MBNL1	-0.443583333333333
NUP160	-0.29425
ACSM2A	-1.8985
LOC129881	-0.33625
KIAA1529	1.3475
FLJ22639	-0.18
HAND1	-1.018
GSX1	0.303
FGA	-4.8491875
SERPINB1	-1.14925
ZNF642	0.61875
IGFBP1	-8.765375
SLC1A1	-1.575625
DHX57	0.34475
ZNF766	0.672
PTPN21	-0.5678
GDPD3	-2.14
PNPLA5	0.4855
TBR1	-0.581166666666667
FAM116A	0.05175
IQGAP1	1.05525
FOS	-1.410625
ZNF226	-0.39175
FIGNL1	0.499333333333333
C14orf1	-0.2765
ZMYND17	-0.335
PUS7	-0.134666666666667
TUBB6	-0.345
KCNQ2	-1.36625
MARCH6	0.2755
CCDC33	0.324
PRODH	0.3435
RBM11	-0.3235
EPHA6	-0.172625
SLC43A1	-2.57275
LOC196541	0.89425
NTN1	1.065
ING4	1.8625
PCDHB10	1.9985
DPH2	-0.228833333333333
SPACA4	-0.01525
FBXL21	-4.5175
DIAPH1	-0.641
ZNF71	0.831333333333333
CEP76	-0.023
CORO1A	0.00275
RRM2	-1.377125
EDG4	0.43275
OS9	0.37
SLC4A1AP	-0.17025
COG5	-0.116
COPS8	-0.7955
NGLY1	-0.90925
NCBP2	0.55025
C17orf42	-0.863
GPSM3	0.68025
SIL1	-0.615166666666667
ASB6	0.38575
SMAD5OS	0.920833333333333
UNC93A	-3.783125
A1BG	-0.0885
C21orf62	1.127
FMO5	-3.19766666666667
ATRIP	-0.745833333333333
CEBPG	0.964833333333333
C7orf38	-0.118833333333333
TNFRSF1B	1.3075
CLEC1A	1.42633333333333
IQSEC1	0.8435
PATZ1	-0.00959999999999999
RBM22	0.408875
BAG2	-1.66466666666667
PAQR5	0.5835
C9orf127	-0.6264
THNSL1	1.0255
SHROOM3	2.7672
JAM2	-0.48025
SNRPN	-1.878
ALX4	-0.1135
CACNA1S	0.2925
FAM130A1	-0.39875
CORIN	1.383
CD300LB	0.65
PLEKHG6	1.372
LRRC40	-0.8355
PCLKC	-1.47475
PCDHB16	-2.17533333333333
WNT2B	-0.884
ASNS	-1.232
MRPL49	-0.16925
FLJ46111	-1.62675
ISG20	-0.0055
SMU1	-0.447166666666667
CASZ1	0.3755
POLR1D	0.0990833333333333
GIN1	-0.892
SNAG1	-0.0418333333333333
ANKRD29	-2.43625
CDKN2AIP	0.2565
KRR1	-0.059
CXCL1	-2.603
EPM2A	-0.1421
PC	0.253666666666667
DEFB127	0.3265
PDZRN4	0.00850000000000001
FAH	-0.5405
OR51E1	1.895
CDC2L6	1.0395
DNTTIP1	-0.142
PAX8	0.46475
TMEM116	0.2
C1orf150	0.284
PRO2012	0.866
MRPL40	-0.728
BEX1	-3.9294
SLC2A4	-1.40166666666667
PKMYT1	-0.43175
FEZF2	0.531333333333333
SLC26A9	1.7665
MAP2	2.309
LYL1	-1.64
SLC25A19	-0.334
NOS3	-0.081
ZNF34	1.522
TMPRSS11F	-0.6715
FAM43A	-0.791
FCRL4	0.242
KLF14	0.33425
FLRT2	-2.64266666666667
WRN	-0.98525
SDF2	-0.1266
KRT8P12	-0.9835
C6orf195	0.632
C9orf125	-3.43466666666667
DZIP3	-0.96075
RIT1	0.209666666666667
SCML1	-2.09466666666667
RHBDF2	-0.491375
OR2G3	-0.4635
REXO1L1	0.046
MAP3K7IP3	-0.27125
C3orf57	-7.1645
FBXW11	-0.711333333333333
ETAA1	-0.185
C14orf131	-1.0208
AKT1S1	-0.206
SLC12A5	-1.109
C9orf164	1.9275
NRIP3	-0.454125
NOS1AP	0.125
TMEM121	0.71175
SAP30BP	-0.186
DGCR6	0.3955
WDR76	-0.1805
FAM82B	-0.231666666666667
LOC606495	-0.77
MAP9	1.29691666666667
BCDIN3D	-0.37925
CXorf36	2.9735
DSCR3	-1.0033
ZFAND3	0.2875
C7orf43	0.1705
SPSB3	0.5595
C19orf19	0.6965
FAM133A	-3.27071428571429
C12orf25	0.68625
SLC39A3	-0.39575
DISP2	-1.9925
PI4KAP2	-2.1695
MKRN3	-3.16716666666667
ADAMTS13	-1.054125
CBLN3	0.5043
TTYH1	3.21733333333333
C3orf18	-1.8515
FLJ13236	-1.252
ZMYND12	1.6895
C18orf25	0.916125
GLB1L3	-1.2185
ATP13A5	-0.1365
RANBP10	0.22675
CD96	-0.2108
DENND1C	0.61625
RBMS3	0.5212
SLC41A3	0.283666666666667
DGCR6L	0.4705
TMEM128	-0.0506666666666667
CSNK1G3	-0.495
MOBKL2C	0.424375
TSPAN6	0.269
MATN2	0.4522
MSL2L1	0.00566666666666667
ST6GALNAC2	-0.201333333333333
FGFBP2	0.11725
FGL1	-7.2355
MPP3	-0.490333333333333
ARHGEF6	2.92816666666667
TGFBR2	-0.635
ACMSD	-1.269
IL33	1.978
C9orf5	0.662333333333333
DEAF1	-0.2493
AMN	0.231
DEFA6	0.805125
RNF212	-2.09775
METT5D1	-0.960333333333333
CIB1	-0.0745
TSSK1B	0.58875
KIAA1727	1.591
ZNF680	-0.8435
LOC399900	-0.335
LOC152217	1.1575
CTNNAL1	-1.6615
CIT	-1.28475
TLE6	-0.93175
ZNF607	-0.87675
HERC4	-1.26466666666667
DRAP1	-0.5427
PEMT	-0.57475
C10orf111	0.6915
ZNF575	1.28675
KCTD7	0.211
MYO1F	0.694
LOC285382	1.49
RAB11A	-0.0868
PLCD3	-1.043
C15orf28	-0.3885
PTBP2	0.94125
CTB-1048E9.5	0.152
C19orf60	-0.131833333333333
C7orf25	-0.283
SETD7	-0.08025
HOXB9	-4.1495
VANGL1	0.6730625
CHAF1B	-0.796
NDUFA3	0.486
KIAA1328	0.832
SHARPIN	0.5
TTC23	-0.10625
UGP2	0.387333333333333
ANKIB1	-0.0989
CIRBP	-0.172714285714286
SEC14L4	-3.36116666666667
OVCH1	0.35
VPS52	0.65175
FAT	1.609
M6PRBP1	-0.85375
GPRIN3	0.6235
PPM1F	-0.3135
TSR1	0.383
CCDC85A	2.862
PCSK5	-0.262
ZFHX3	0.072
HEMK1	-1.6644
PGBD2	0.5615
RSRC2	-0.02
AURKC	-1.382
SCRIB	1.0445
ORM2	-4.8775
FAM115A	0.1726
FZD6	1.813625
UNC119	-0.2675
GPX3	-1.0333
NOV	-0.556
CABC1	0.93525
CDC42SE2	-0.4146875
EIF2S2	-0.0863
RNF130	1.637
CKAP5	-0.116
RP11-413M3.2	0.438875
C10orf18	1.8546
TMEM93	0.2195
DYX1C1	0.1885
KCNMB2	-1.56575
ANK3	1.23608333333333
KRT5	2.0588
CDH12	-0.856
QRSL1	0.034125
JUB	-3.0565
SHC4	3.475625
CCL15	1.11866666666667
CCDC22	-0.44775
SNX24	-0.2255
RARS	-1.0145
MORC2	0.618875
FAM48A	-0.25975
MT1H	-0.9685
PPP1R14C	4.3815
FOXD1	0.255071428571429
C1orf213	-1.54275
AMT	-2.042
DSN1	0.24925
PTPLAD2	1.53875
DIS3L	-0.3205
RASL11A	-0.71375
GPRC5B	1.4445
FRMD7	0.038
STRN4	0.674
KITLG	-0.941045454545455
HDGF	1.34325
OR1S1	0.2685
SETX	0.4608
DDR2	0.792125
KCTD12	1.66875
LYZL2	-0.53
WDR52	-0.2735
TMEM2	-0.4005
ZNF579	0.649
LOC200810	-1.1655
TNFSF9	-2.031
PPFIA4	-3.338
CNIH3	-1.55333333333333
MAP4K4	-0.322857142857143
ROD1	1.15471428571429
ALS2CR12	-0.554333333333333
DOCK3	0.4795
PAQR9	-4.42175
ASB17	0.450333333333333
STX16	-1.28725
FEZ2	-0.162833333333333
DLAT	-0.188666666666667
KIF21B	-1.33166666666667
CDC5L	0.35
TMEM119	0.915166666666667
CRIP3	-0.91575
TPSD1	0.144
TEPP	0.514
GNGT2	1.652
C21orf121	-0.096
WNK1	1.14133333333333
FLJ10490	1.0656
OR51B5	-2.6435
LOC203547	-0.280625
HAS1	-0.715
PPA1	-0.435166666666667
ST7	-0.2995
C11orf46	-0.1695
POPDC3	-3.50216666666667
ACOX2	-2.465
ATCAY	-0.28825
TM4SF19	-1.61075
MFSD9	-0.311833333333333
PDHB	-1.09425
ERN1	-0.38075
LCE3C	0.166
GPR111	0.218
NOTCH3	1.05583333333333
ADAMTS5	0.61025
B3GALT1	0.94675
UGCGL1	0.3555
FAM58A	0.9705
FBXO32	4.4495
CLPP	0.48325
NXPH1	-1.2955
MTMR3	0.218333333333333
ATP1B3	-1.02
TMEM16A	3.802875
HIST1H3F	0.4865
TRIM25	-0.0405
SDCBP2	0.3905
CRKL	-1.52525
HOXB2	-0.0803333333333333
ANP32B	0.904875
GATM	1.8405
AP4E1	-0.548125
EDG5	0.148
CDKN3	-1.24733333333333
CDH4	2.99625
PGD	-0.504833333333333
RND1	-0.7635
GAD1	-3.8469
MPG	0.11475
LOC440350	-0.2275
ZNF133	-0.2345
SERPINB12	1.2825
AMELY	-0.1015
DHX36	-1.2385
TNFAIP8L2	3.243
PHTF2	-0.538722222222222
CCDC112	-0.861
IQCC	-0.1095
HEYL	1.64833333333333
FTSJ2	-1.121
APPL1	1.029
RAB43	-0.433857142857143
OR10G2	0.3585
WAC	-0.2495
ADCY9	-1.116375
RUNDC2B	0.3695
PYCRL	1.2682
AGPAT7	-0.625166666666667
SLC22A9	-0.860333333333333
CDKAL1	0.222
PDYN	-0.515833333333333
C20orf74	-1.328
MTMR11	0.5035
VAV3	0.468833333333333
DAPL1	-1.3715
STXBP3	-0.07475
EIF3G	-1.14875
ARHGAP22	-1.63025
NPFFR1	0.321
NPC1	0.111833333333333
ALDH9A1	1.97933333333333
ZNF600	0.93075
ZNF678	-1.1785
RASSF1	0.14525
ADD2	-1.980375
PITPNB	0.956375
PKD2L2	0.319285714285714
LRP11	-0.505
CDKL1	-0.04125
SMEK2	1.17675
PRODH2	-3.61533333333333
C11orf54	-0.0606666666666667
SFRS11	-0.835333333333333
IL7	-0.0205
ALS2CR16	0.4615
BTG3	-0.9275
PAK2	1.00072222222222
RP11-679B17.1	-0.10075
GATA4	-0.808333333333333
ATP2B1	-0.69925
LOC130940	-0.236
C1orf172	2.84133333333333
ATF7IP2	-3.04425
SLC25A43	0.307166666666667
CENTG3	0.464666666666667
IGF2BP1	-4.2941
FCHSD1	0.3325
CAMK2N2	1.00233333333333
ELAVL3	0.1322
NBPF15	-0.0005
UBE2J2	-0.101416666666667
GNL2	0.17425
PRR3	0.0385
NLF2	0.93275
OR4F6	-0.2055
KLHL24	1.281
CCDC88A	0.3447
SGPP1	-0.719666666666667
C10orf11	-0.788833333333333
SLC35B4	-1.58416666666667
UGT3A2	-1.1655
ARNT2	2.0772
CBR1	-0.592375
ITPR3	0.4185
TRAPPC6B	-1.0985
AMZ1	-1.5725
ARP11	1.634
WDSUB1	0.46225
APBA1	2.40583333333333
RAB2A	0.1405
C6orf162	-0.251125
HPSE2	-0.0515
PLCE1	0.9585
INSL3	0.38275
DLG1	1.3405
PTPLA	-0.52725
PIGX	1.007
TFIP11	0.218666666666667
FIBIN	3.03
POLR2G	-0.37825
GRAP2	-1.526
DNAJB8	0.072
CNBP	0.0988333333333333
WASF1	-1.28725
INPP5E	-0.4324
HSPB1	-1.6193125
TMEM167	-0.8225
CUBN	-0.0405
IGF1	1.3403125
ITPK1	-0.3041
NAALAD2	-0.5815
G3BP1	0.0694
NT5DC1	-0.38275
CYP39A1	2.588
TMEM139	0.86975
POLK	-0.314777777777778
GLULD1	-1.925
RBM15	-1.21466666666667
AMZ2	-0.44525
GDF15	-4.65466666666667
MESDC2	0.38625
INCA	0.88
ACY1L2	2.5475
GZMM	-0.131666666666667
PAIP1	0.418
CACNA2D1	1.42
STK32C	-0.781666666666667
SH3BP4	-0.360833333333333
DEC1	-0.0995
PADI1	0.791
UBB	-0.2458
PON3	-4.02633333333333
PROP1	0.7855
ANKRD13B	-0.1945
ADCK1	-0.59325
TCF25	0.58025
SLC38A5	-3.4115
CXorf26	0.639
C19orf39	-0.78425
PPP1R13B	0.3475
ARL2	-1.292
TCL6	-0.0516363636363636
TOP3A	0.0165
SLC16A14	-0.481
FXYD6	3.37433333333333
HIST1H4E	-0.09075
BBC3	0.180684210526316
UNC5A	0.129666666666667
FAM86C	-0.6678
PI4KB	1.131
B3GAT1	-3.1835
SUSD2	1.16966666666667
OAZ2	0.361166666666667
NOC4L	-0.13475
C10orf12	-0.472
FADS1	-2.49833333333333
LOC144097	0.059
DKK2	0.8535
KIAA1949	0.4765
RHOT1	-0.4212
OXT	1.03333333333333
GPR153	0.837
ARL4A	-2.80966666666667
SAAL1	-1.8275
CCDC64	-0.274
USE1	-1.05666666666667
HNMT	-0.799666666666667
PCGF3	-0.3865625
CYP2C19	-0.02775
C20orf4	0.579
CCDC11	-0.931
ACSBG2	0.025
RWDD2A	-0.773
PALLD	1.373375
CPLX4	-0.2465
LOC492311	0.14925
KPNA2	-1.06266666666667
MACROD1	-0.2222
TMCO3	0.479166666666667
C15orf52	0.380333333333333
BIRC5	-0.0902
PRR16	0.794
FAM63B	-0.714
KATNB1	-0.0703333333333333
WNT8B	-0.337
