Hybridization REF	TCGA-AN-A0G0-01A-11R-A034-07
RY1	0.0208333333333333
ATAD2B	0.31975
ARHGAP17	-0.1304
KCNIP3	-0.528
SFPQ	0.277125
GFRA4	0.241166666666667
AKR1B10	-4.255625
TIGD6	0.273166666666667
RGS16	0.144
URB1	-0.873333333333333
OR4C46	-0.315
TOP3B	-0.77925
NFATC4	0.07
CA14	-4.60825
BMPR1A	0.694833333333333
SNRP70	-1.189625
PRL	0.255
C6orf130	-0.61975
STAG2	-1.41225
CD55	-0.592785714285714
RPS23	-0.458166666666667
SSX2	-2.01516666666667
FDPSL2A	0.162
FBXO27	-1.11325
SYNGR3	-1.32483333333333
TMSL3	1.26675
EML1	-2.429
NUP93	-0.479083333333333
SMAD3	-1.0794
KIAA1189	1.38833333333333
HNRPUL2	0.199166666666667
TBC1D12	1.03366666666667
C16orf24	-0.139
MRVI1	2.05433333333333
ZNF581	-0.369166666666667
ELOVL3	-0.864
OR51Q1	0.436666666666667
CACNB3	1.243
GALNT13	5.526875
C10orf84	1.009625
NEDD4	-0.4347
SPO11	0.886
OR5AU1	0.237
NEK4	0.259285714285714
PRKAR2A	-0.694166666666667
IHPK1	-0.563
ATP6V0B	0.872125
CACNA1E	0.882
CEACAM8	0.089
PEX14	0.0835
FLJ12993	-0.516
ZBTB38	-0.77925
PCTK2	0.0876666666666667
LRRC16	1.4053
FBLIM1	2.29716666666667
FYCO1	-0.23425
RP5-1022P6.2	-0.341
CMTM1	0.908166666666667
PLTP	0.157333333333333
RAPH1	0.32575
DOCK8	0.019625
EZH2	-0.2024
SLC25A1	-0.0961666666666667
PLEKHB1	2.673
GRB7	1.2105
ZFP37	-0.56675
MRPL33	-0.16575
PELO	-0.29275
ARMC1	0.229090909090909
C9orf27	0.40975
FLJ25778	0.4445
C9orf37	-1.45633333333333
TMEM66	0.387
SPRN	-0.27975
HBEGF	0.472875
PI4KA	-0.8185
LEPRE1	-0.484
POU2AF1	-1.19925
MRPL12	0.0196666666666667
REP15	-0.4395
ZC3H3	0.14025
RASAL1	1.43875
DDAH1	1.9935
ACBD5	0.8715
TMC2	-0.178
CCDC137	-0.3495
SAMD13	2.12933333333333
UGT2B15	-4.0575
TIPARP	-0.8205
DNASE1L3	-0.68375
TRIM72	0.489166666666667
DBX2	0.673
IPO8	0.4585
C21orf88	-2.1926
MAP3K14	-0.24375
LOC51233	0.240666666666667
GGTLA4	-0.28675
PDE6D	-0.47725
ZNF117	-1.13975
CLK2	-0.438
NKRF	-1.15625
TNFSF15	-0.3366
DUSP2	1.367125
SECISBP2	-1.1322
GABRR2	-0.398
PPAP2C	2.96825
LOC51145	0.3964
PAG1	-0.23725
PIK3C3	0.24375
GNG10	-0.2155
APOL4	0.834
ANKRD28	-1.509125
STMN3	-2.2471
RAB14	0.1572
CDK2AP2	0.641
HDDC3	0.13725
COMMD7	0.391625
CXXC1	-0.11075
HMCN1	1.15266666666667
CD40	0.4145
DYNC1LI2	0.2135
GDI1	-0.7315
LOC646938	-0.22275
VSNL1	-0.179333333333333
PIH1D1	-0.477333333333333
RAET1G	-1.132
KRTAP5-9	0.172
EFTUD2	-0.3695
ZNF311	-0.191333333333333
ATP6V1G3	-0.3715
OR2W3	-1.072
SCN4A	0.14775
MED10	-1.0415
FAM135A	2.0325
ARHGAP4	-0.186
EHMT2	-0.32525
UFD1L	1.32025
ERMP1	-0.2
MAG1	-0.226
THAP8	0.406666666666667
HACE1	-0.570333333333333
FAM82C	0.580166666666667
C3orf20	1.129
UNC84A	0.331333333333333
SCD5	-0.05
LASS6	0.4845
LSG1	-0.0834166666666667
MAL	-5.57325
GPR22	-0.3085
WDR5B	-0.2745
ACTRT1	0.1935
C17orf60	1.2055
GRIN2C	-0.2273
ARMC8	-0.63925
SLC47A1	-2.995
DMPK	-0.347
DHRS13	2.84783333333333
SMC1A	-1.42966666666667
KRTAP17-1	0.465
SMYD5	-0.49325
TUSC2	-0.021875
CRHR2	0.757
KIR3DL2	1.2935
CCDC104	0.1375
ATP2C1	0.615375
CROT	-2.921
PABPC3	1.08466666666667
EGR1	-0.401166666666667
THSD1	-0.41825
KHK	-1.95025
SLC12A2	4.04685714285714
CD58	0.605
STOX2	1.89383333333333
CCDC76	-0.5548
CCDC48	0.32275
DNAH1	-0.1595
ZIC4	1.580875
OR1G1	0.368
PSMC6	0.0673333333333333
PROKR1	0.443
ABCB1	-2.116
TRAT1	-1.798
LLGL1	-0.1635
MTF1	0.64625
USP54	0.976875
PAGE2B	-3.104
ITGB7	-3.581
CCDC81	-0.4415
LOC149837	0.51725
SCUBE1	-0.294
ZSCAN10	0.48
HUWE1	-0.370071428571429
CDH17	1.338
CD180	4.13175
IL17A	0.35
TMPO	-0.11725
KIAA1524	-0.983666666666667
HDGFRP3	-1.61566666666667
OXCT1	-1.33763636363636
RRAS2	0.134666666666667
LTBP2	1.7338125
SV2B	0.641166666666667
CYP2A6	0.141
PKD1L2	-0.8925
PPM1M	-0.46925
FLJ22662	3.2495
ZNF502	1.448
GP6	-0.862
CRYBA2	-2.0625
LEF1	-1.5692
CTPS	-0.340285714285714
EYA1	0.141666666666667
EPS8L1	0.72675
MAPK14	-0.0725
SERPINB2	-5.0035
GTF2F2	-0.163166666666667
ZNHIT4	0.1725
PLA1A	-1.529625
C20orf114	4.5895
HPR	-3.112
C18orf2	-3.921
SATB2	-3.08075
KCNJ9	-0.137714285714286
MGC157906	0.554
MOCS3	-0.617
C17orf71	-0.223166666666667
PPHLN1	-0.2477
HIST1H2BN	-0.297625
RAPGEF1	-0.235
MAP3K8	0.02625
DLG4	0.257666666666667
STC1	1.65058333333333
CDGAP	1.00325
DDX26B	0.10625
LOC150223	-0.94225
CPSF3	-0.578833333333333
TMEM14A	0.37125
MYH3	-3.228
GPKOW	-0.58475
SULT1A1	-1.85833333333333
SPON1	3.1521
YY1AP1	0.2375
RAB23	-0.159
PLA2G4A	-0.5865
MAPRE3	-1.26175
ZNF516	1.51942857142857
GGPS1	1.7575
EXOC3L2	-0.7615
C19orf42	0.3969
MAP2K2	0.0603333333333333
HIST1H2BB	-1.39275
RNF19B	0.368833333333333
C6orf128	-0.26
TLR8	3.959
PCDHA9	-0.0005
CARS2	0.0445
CLUL1	2.75
RHAG	-3.82416666666667
UNK	-0.266
EXOC8	0.7476
C9orf95	0.687
C14orf143	-0.5166
MAML3	0.061375
LDHA	-1.562
MRPL20	0.494625
KLHDC6	2.23666666666667
ATP5S	-0.00566666666666667
C8orf55	0.56175
PHF19	-1.462625
KRTAP13-4	0.6185
TTC5	-0.8035
XKR5	0.525666666666667
SILV	-4.82083333333333
TEX28	-0.096
TCTN1	0.76875
CX40.1	0.36
PPP2R5C	0.494875
C12orf30	0.4485
CAPG	1.53325
MPZL1	2.4981
ARSB	0.0445
TDH	-2.26575
WASF4	0.6745
TSSK3	-1.04383333333333
7A5	3.4915
CRISPLD1	4.000875
MAD1L1	-0.0628333333333333
SPIN4	-0.253833333333333
AMPD1	0.334
DPYSL5	-0.335
INPP1	0.261833333333333
ANKRD11	-0.576388888888889
NPAS4	-0.18575
GCET2	-0.5005
RNASE9	1.6585
GUCY2D	0.2285
CCDC98	-0.6485
FGF4	-0.249125
CPM	-1.10833333333333
SLC26A4	0.520833333333333
PLD5	-0.0795
FAM59A	2.0046
FBXO5	-0.762111111111111
SIPA1L1	0.508375
DPYS	0.989
ATG4D	0.37225
TGM3	-0.257
MTCH1	-0.610625
HK1	0.162142857142857
CDC26	0.24975
GALNT12	-3.727
LOC339229	-0.4785
MRPL35	-0.153625
ORC4L	-0.391625
TNKS	0.582142857142857
C2orf24	0.220166666666667
ZNF553	0.1585
GGTLA1	2.1482
ZNF497	-1.2315
CDY1B	0.6795
SLC30A4	0.124285714285714
TUB	-2.40875
ARHGEF18	-0.116
ARRB1	0.10125
KCNK1	2.7715
EREG	-2.352
SCAMP5	-1.22725
RUNDC3B	-0.681
ADAMTS20	0.0396666666666667
IL17RB	0.862875
FLJ20323	0.04025
MCAM	1.10225
POLR3E	-2.11825
AQR	0.249
IPMK	0.8615
CDCA7	-1.581375
CAMP	5.67825
GRHL3	0.9605
ADAMTSL2	0.739
CLMN	2.63283333333333
SSTR3	0.351
MAGEA5	-0.124666666666667
OVOL2	3.8585
JMJD1B	-0.424
RBL2	-0.3181
PYGO2	0.86425
PPP1R10	0.689833333333333
CSE1L	-0.753166666666667
LCA5	1.42375
RDH16	-0.464
ASRGL1	-0.909875
TOM1	0.3545
PTX3	-3.43425
TTC15	0.1995
SCGB3A1	2.04366666666667
MRPL50	-1.02875
RCAN3	1.86725
SLC26A11	0.70225
STYX	1.251
CINP	0.37575
MARCH7	0.44275
PFKM	-0.416166666666667
SGMS1	0.787833333333333
RIOK3	0.7578
C1orf110	-0.1125
CES7	-0.40875
LOC440248	-1.9535
PPP1R12C	-0.5965
C10orf27	0.4765
ATG9A	-0.11925
MRPS26	1.312625
TMEM40	0.75675
ELP3	-0.344
ZNF787	0.4017
HIAT1	0.528875
C8orf34	0.192666666666667
MGC4655	-0.4883
PELI1	1.868
PPT1	-0.9352
SLC35C2	-0.237666666666667
C6orf125	-0.1115
MUC4	-1.8295
RFC4	-0.879571428571429
GNB2	0.166333333333333
NUP50	1.04885714285714
SULT4A1	-0.1285
C7	0.384875
CCDC130	-0.0288333333333333
ARRDC4	0.34875
RQCD1	0.77725
GLYCTK	-0.7715
AYTL2	0.00618181818181818
MTUS1	0.5025
LEMD3	0.735166666666667
PLEKHF2	0.4435
HOXA7	-0.93675
GTF3C2	-0.4415
DYNLRB2	-2.23575
CNOT10	-0.635
MR1	0.201666666666667
FFAR1	-0.085
PRIC285	0.4895
SLITRK6	4.121
LIX1	-1.9767
UBE1L2	0.0281666666666667
F8	-0.74025
ACHE	-0.169
KPNA5	1.44275
TNFRSF12A	-0.2405
EGR3	-2.4155
SERPIND1	-3.41233333333333
OASL	0.94675
IFRD1	0.495625
WDFY1	-0.201
ZNF267	0.344125
ACCN5	0.455
ZBTB6	-0.669
PPP1R3A	1.1605
PRRT3	1.0225
FBXL19	0.127
TXNIP	-0.286357142857143
ACTN2	-1.32725
ATG9B	-0.25875
C9orf117	-0.1385
IL27	-0.9495
RPL36AL	0.340166666666667
KLK15	-0.188666666666667
CHAD	0.312
RAP2B	-0.1023
HEBP2	0.92775
ZNF342	0.0625
CAMK2G	0.0136666666666667
TLR3	0.311
FGF14	0.27975
HMGB2	-0.102625
TRPM5	-0.112
OR5M11	1.052
KIF3B	0.198947368421053
PRICKLE2	-0.2775
MTMR9	-0.321625
C3orf27	0.256
GLRA3	-1.44766666666667
NSDHL	-1.01816666666667
TMEM32	-0.04275
POLR2D	-0.359083333333333
MYADML	0.4035
C9orf114	-1.30175
MRGPRX1	-0.617
TOPORS	0.133
CLDN19	-1.27375
C1QL4	-0.2375
RNF165	-3.1135
DHRS9	0.03425
DNAH2	-1.69116666666667
FXR1	-0.620833333333333
ZMYM3	-1.14075
CASP3	0.438166666666667
FAM120C	-0.501375
SCLY	-1.13725
CA7	0.133
ENTPD5	1.10433333333333
ZNF461	0.3795
PDIA5	-0.70325
C1orf19	0.349666666666667
TMEM67	0.08375
KCTD20	-0.67125
WDR47	0.134
FLJ38723	1.0065
KLRF1	-0.504
TAS2R16	1.0245
CLDN12	0.43675
PRKCE	-0.90925
UBXD4	0.08225
ITGAM	2.53516666666667
GLT8D3	0.222
WDR31	0.4144
RGS2	2.48925
OR51L1	0.594
MST1R	0.8075
KIAA1737	0.55275
OR4A5	-0.276
GLIS1	-1.96333333333333
PTMA	0.691785714285714
NAPA	-0.35825
PRDM11	0.57275
LIPF	1.032
DIRAS3	2.8905
ASGR2	-4.27
C1QTNF4	-0.82725
PIK3R4	-0.807833333333333
ARMC3	4.6955
NDUFV3	-1.08166666666667
BTBD3	2.26233333333333
PPP1R2	0.11575
UBE2NL	0.32225
FOSL2	0.125285714285714
FAM119A	0.527666666666667
TUBA4A	-0.9273
KRTAP12-1	-0.09125
SFRS2	-0.48925
RHPN1	-0.3318
EEF2	-0.964666666666667
ZDHHC11	-4.099
EPHA3	-1.3609
RBM12	-1.29325
H2AFJ	0.561083333333333
EDIL3	3.1795
KIF26A	-2.31325
SERGEF	-0.16475
B3GALT4	2.2295
LOC90925	0.5015
OSCAR	0.74825
NPFF	-0.57025
DEDD	0.566375
TMEM155	-1.08675
PTPN1	-0.78675
SCYL2	1.13166666666667
SKAP1	-0.2005
LEAP2	-2.8295
GADD45G	0.57
IFITM3	-0.130571428571429
PILRB	-1.677
SLU7	-0.3546875
DSC3	-0.26525
DNMT3L	-0.65075
PAPD5	0.814875
B3GNT3	2.61616666666667
LHCGR	-2.207
MSL-1	0.34575
UBE2S	-0.4185
SAP130	-0.412
ANAPC11	0.24
MAGED4B	-2.6925
ATP6V1B2	0.375333333333333
C14orf179	0.833625
CAPZA1	0.106
CDYL2	-1.548
GLRX3	-1.5085
LOC136288	-1.51775
MOBKL1A	0.0335
HTR2B	1.794
CRYGD	-0.838
NUS1	2.54766666666667
PGRMC1	0.1555
MYOM2	-1.412
FLJ39653	-2.14216666666667
CHM	-0.9308
OR5M8	1.0215
ZNF619	0.086
FAM105A	1.54875
CCNL1	-1.34925
NAP1L3	-1.811
C10orf57	1.539
B3GALNT1	2.264
CSN1S2A	0.76
TCP10L	-0.7245
GDAP2	0.951625
DMKN	-4.27733333333333
COX6B1	0.25725
DNASE2	0.758166666666667
MSH5	-1.5235
LGMN	0.181
USP31	-0.1865
OR13C8	1.2265
SDCBP	1.6786
NUDT11	-2.90666666666667
PYGL	0.403166666666667
SNPH	0.937
B3GNT4	1.278
MIZF	0.0625
NUBPL	-0.769
NOD1	0.189666666666667
CDH22	-0.754375
NUBP1	-0.486833333333333
DSCAM	-4.23225
DGKI	0.163
FAM136A	-0.1765
AKAP1	0.6775
SLC16A6	-2.95925
RIN3	0.37075
PSG2	-0.06625
DIP2B	0.705666666666666
PSORS1C1	-0.5984
KIAA0495	-0.532
FLJ90709	-1.70266666666667
LPA	-0.275833333333333
PIGA	-0.266833333333333
LY75	3.78
UTS2	-4.7185
RREB1	0.009375
GALNACT-2	0.1698
MGC3196	-0.0535
FLJ31568	-0.7695
LPHN1	-1.065125
SP1	0.983125
TOX4	-0.8155
HSPA9	-0.3659
APOBEC1	-3.789
SLC35E4	-1.881
LSM5	0.5065
SURF1	0.18925
ZBTB1	0.66975
GTF2F1	-0.345125
RPS15A	-0.0609285714285714
DUSP21	-0.413333333333333
GINS4	-2.69883333333333
MYO15A	-0.922
GIMAP7	3.0315
MGC13379	0.892
ATP6V1E2	0.275833333333333
UTP3	-0.186
HNRPA3	-0.474125
MT4	-0.494
C14orf155	0.12825
U1SNRNPBP	0.514
CKLF	0.527833333333333
PLEKHN1	-0.0956666666666667
MBNL1	-0.1375
NUP160	-1.24975
ACSM2A	-1.4315
LOC129881	-1.244
KIAA1529	-0.0825
FLJ22639	-1.2995
HAND1	-1.4795
GSX1	0.002
FGA	-3.872
SERPINB1	0.40375
ZNF642	0.311
IGFBP1	-8.2225
SLC1A1	2.080375
DHX57	-0.118625
ZNF766	0.3795
PTPN21	0.753
GDPD3	-3.07066666666667
PNPLA5	0.1725
TBR1	1.1054
FAM116A	-0.4735
IQGAP1	1.125375
FOS	-1.068875
ZNF226	0.188375
FIGNL1	0.261166666666667
C14orf1	0.622333333333333
ZMYND17	-0.55
PUS7	-0.2625
TUBB6	-1.005375
KCNQ2	-0.95875
MARCH6	-0.566916666666667
CCDC33	0.5475
PRODH	-2.17875
RBM11	-3.0235
EPHA6	0.5455
SLC43A1	-2.066
LOC196541	0.364833333333333
NTN1	-0.332
ING4	-0.551
PCDHB10	1.134
DPH2	-0.345666666666667
SPACA4	-0.3745
FBXL21	-4.2745
DIAPH1	-0.8335
ZNF71	0.774166666666667
CEP76	0.3305
CORO1A	-1.70875
RRM2	-1.0125
EDG4	1.2395
OS9	0.131
SLC4A1AP	-0.09025
COG5	0.18825
COPS8	-0.283
NGLY1	-1.24775
NCBP2	0.33725
C17orf42	-0.1605
GPSM3	0.47875
SIL1	0.141
ASB6	-0.67175
SMAD5OS	0.503833333333333
UNC93A	-2.641
A1BG	-1.44216666666667
C21orf62	-0.0143333333333333
FMO5	0.538833333333333
ATRIP	-0.754666666666667
CEBPG	0.0618333333333334
C7orf38	-0.125666666666667
TNFRSF1B	0.514333333333333
CLEC1A	1.5235
IQSEC1	-0.943375
PATZ1	1.8953
RBM22	0.3135
BAG2	0.369333333333333
PAQR5	-2.38433333333333
C9orf127	0.7279
THNSL1	0.76875
SHROOM3	2.8484
JAM2	0.442
SNRPN	-1.43275
ALX4	-0.0235
CACNA1S	0.29
FAM130A1	0.7435
CORIN	0.19
CD300LB	0.641
PLEKHG6	0.4795
LRRC40	0.07125
PCLKC	-1.2485
PCDHB16	-0.975166666666667
WNT2B	-0.433666666666667
ASNS	-0.319222222222222
MRPL49	-0.1585
FLJ46111	-0.83875
ISG20	0.96725
SMU1	0.288833333333333
CASZ1	0.547
POLR1D	-0.529833333333333
GIN1	-0.0305
SNAG1	0.673333333333333
ANKRD29	-2.5575
CDKN2AIP	0.38525
KRR1	-0.07925
CXCL1	0.305166666666667
EPM2A	-0.0045
PC	-0.117166666666667
DEFB127	1.065
PDZRN4	1.1975
FAH	-0.688375
OR51E1	2.4145
CDC2L6	1.115
DNTTIP1	-0.333
PAX8	-0.0106666666666667
TMEM116	-0.1715
C1orf150	-0.516
PRO2012	0.7645
MRPL40	0.417833333333333
BEX1	-4.0552
SLC2A4	-1.5445
PKMYT1	-0.7785
FEZF2	-0.3714
SLC26A9	-2.33275
MAP2	4.67616666666667
LYL1	-1.52325
SLC25A19	-0.289
NOS3	-0.262
ZNF34	0.363666666666667
TMPRSS11F	-0.44925
FAM43A	-1.4895
FCRL4	0.6825
KLF14	0.37675
FLRT2	-1.287
WRN	-0.90275
SDF2	2.7947
KRT8P12	-0.6385
C6orf195	1.5375
C9orf125	-2.226
DZIP3	-1.16825
RIT1	1.35725
SCML1	-3.68083333333333
RHBDF2	0.05975
OR2G3	-0.565
REXO1L1	0.122
MAP3K7IP3	-0.158375
C3orf57	-2.03025
FBXW11	-0.846166666666667
ETAA1	-0.61225
C14orf131	-0.1026
AKT1S1	0.11025
SLC12A5	-1.36675
C9orf164	-0.3005
NRIP3	-0.444125
NOS1AP	-0.427
TMEM121	0.6995
SAP30BP	-0.1713
DGCR6	0.44975
WDR76	0.09175
FAM82B	0.249833333333333
LOC606495	-0.565
MAP9	1.995
BCDIN3D	1.04475
CXorf36	3.1535
DSCR3	0.00679999999999999
ZFAND3	0.339875
C7orf43	0.284333333333333
SPSB3	-0.2924
C19orf19	0.645
FAM133A	-4.550875
C12orf25	0.44875
SLC39A3	-0.261125
DISP2	-1.73275
PI4KAP2	-1.733
MKRN3	-0.510833333333333
ADAMTS13	-1.283125
CBLN3	-0.0579
TTYH1	1.20283333333333
C3orf18	-0.98675
FLJ13236	0.17725
ZMYND12	2.933
C18orf25	1.197375
GLB1L3	-1.367
ATP13A5	-0.038
RANBP10	-0.183
CD96	-1.2596
DENND1C	-0.3915
RBMS3	-0.0727
SLC41A3	0.591666666666667
DGCR6L	0.307
TMEM128	0.542
CSNK1G3	0.480428571428571
MOBKL2C	0.3395
TSPAN6	1.024375
MATN2	-2.286
MSL2L1	-0.591666666666667
ST6GALNAC2	-0.963333333333333
FGFBP2	-0.118875
FGL1	-6.02883333333333
MPP3	-1.527
ARHGEF6	-0.315
TGFBR2	-0.044375
ACMSD	-2.26233333333333
IL33	0.767
C9orf5	-0.446916666666667
DEAF1	0.0415
AMN	0.395
DEFA6	0.506
RNF212	-2.1495
METT5D1	-0.279
CIB1	0.0636
TSSK1B	0.65325
KIAA1727	2.14875
ZNF680	-0.204083333333333
LOC399900	-1.293
LOC152217	-0.0170833333333333
CTNNAL1	-1.9565
CIT	-1.20266666666667
TLE6	0.02675
ZNF607	-0.45625
HERC4	-1.18216666666667
DRAP1	-0.3841
PEMT	-0.77875
C10orf111	0.6115
ZNF575	0.84075
KCTD7	-0.0785
MYO1F	0.4075
LOC285382	1.34825
RAB11A	0.6286
PLCD3	-1.6715
C15orf28	-0.3885
PTBP2	-0.5505
CTB-1048E9.5	0.769875
C19orf60	0.581666666666667
C7orf25	0.543666666666667
SETD7	1.119375
HOXB9	-5.0125
VANGL1	-0.1075
CHAF1B	-0.771
NDUFA3	0.6795
KIAA1328	-0.0918333333333333
SHARPIN	0.075375
TTC23	-0.20125
UGP2	1.76716666666667
ANKIB1	0.184
CIRBP	0.902285714285714
SEC14L4	-2.27083333333333
OVCH1	-0.349
VPS52	-0.604
FAT	0.76775
M6PRBP1	-0.3015
GPRIN3	2.135
PPM1F	0.034
TSR1	-0.3415
CCDC85A	0.114
PCSK5	0.44275
ZFHX3	0.4355
HEMK1	-1.2777
PGBD2	0.7265
RSRC2	0.2135
AURKC	-2.12083333333333
SCRIB	0.242875
ORM2	-4.77133333333333
FAM115A	-0.4843
FZD6	0.974125
UNC119	2.2785
GPX3	-1.9109
NOV	-1.477
CABC1	-1.684125
CDC42SE2	0.151625
EIF2S2	-0.29
RNF130	1.0985
CKAP5	-0.838166666666667
RP11-413M3.2	0.29675
C10orf18	0.5048
TMEM93	-0.15775
DYX1C1	2.35375
KCNMB2	-2.556
ANK3	1.09033333333333
KRT5	-1.5529
CDH12	-2.028
QRSL1	0.317875
JUB	-0.41125
SHC4	1.276375
CCL15	0.126333333333333
CCDC22	-0.5605
SNX24	-1.79875
RARS	-0.26075
MORC2	1.421
FAM48A	-0.36275
MT1H	-0.394
PPP1R14C	-0.1045
FOXD1	-2.55707142857143
C1orf213	-2.23925
AMT	-2.7718
DSN1	-1.27575
PTPLAD2	2.97375
DIS3L	-1.21325
RASL11A	0.2135
GPRC5B	1.651125
FRMD7	-1.3515
STRN4	0.5835
KITLG	0.534045454545454
HDGF	0.48825
OR1S1	0.8055
SETX	-0.5819
DDR2	-0.415625
KCTD12	1.46075
LYZL2	-0.886
WDR52	-0.501
TMEM2	0.92125
ZNF579	0.158
LOC200810	0.1545
TNFSF9	-2.2245
PPFIA4	-2.6475
CNIH3	-0.663833333333333
MAP4K4	-0.436857142857143
ROD1	0.480642857142857
ALS2CR12	-1.1265
DOCK3	0.0608333333333333
PAQR9	-4.1065
ASB17	0.486
STX16	-1.5925
FEZ2	-0.153166666666667
DLAT	1.20566666666667
KIF21B	-1.70966666666667
CDC5L	-0.579
TMEM119	1.41366666666667
CRIP3	-1.97875
TPSD1	0.2634
TEPP	0.386
GNGT2	1.175
C21orf121	-0.03025
WNK1	-0.37675
FLJ10490	0.8147
OR51B5	-1.998
LOC203547	-0.3195
HAS1	-1.019
PPA1	0.6805
ST7	-0.03225
C11orf46	0.2345
POPDC3	-3.53833333333333
ACOX2	-0.0861666666666667
ATCAY	-0.22375
TM4SF19	-0.49975
MFSD9	1.14083333333333
PDHB	-0.41375
ERN1	0.8085
LCE3C	0.3245
GPR111	1.9675
NOTCH3	2.3175
ADAMTS5	3.52075
B3GALT1	-1.68875
UGCGL1	1.22733333333333
FAM58A	0.1425
FBXO32	1.2935
CLPP	-0.14
NXPH1	-1.32333333333333
MTMR3	1.016
ATP1B3	0.395625
TMEM16A	2.2155
HIST1H3F	0.00683333333333334
TRIM25	0.291666666666667
SDCBP2	1.2005
CRKL	-0.653
HOXB2	-1.6415
ANP32B	-0.25025
GATM	2.106
AP4E1	0.255
EDG5	1.45825
CDKN3	-0.0323333333333333
CDH4	-2.9995
PGD	-0.147166666666667
RND1	0.52
GAD1	-3.8376
MPG	-0.149875
LOC440350	-1.0225
ZNF133	-0.08775
SERPINB12	1.292
AMELY	-0.413
DHX36	-1.13275
TNFAIP8L2	2.74716666666667
PHTF2	0.2475
CCDC112	0.0856666666666667
IQCC	-0.679
HEYL	2.56033333333333
FTSJ2	0.273833333333333
APPL1	0.253
RAB43	0.378142857142857
OR10G2	0.6715
WAC	0.774333333333333
ADCY9	-1.720125
RUNDC2B	-0.600166666666667
PYCRL	0.4099
AGPAT7	-1.05516666666667
SLC22A9	-1.31433333333333
CDKAL1	-0.3415
PDYN	-0.841166666666667
C20orf74	0.75525
MTMR11	0.43525
VAV3	2.1155
DAPL1	0.75175
STXBP3	-0.07375
EIF3G	-0.346
ARHGAP22	-0.08175
NPFFR1	0.9405
NPC1	0.013
ALDH9A1	1.74916666666667
ZNF600	-0.26275
ZNF678	-0.088
RASSF1	0.0628333333333333
ADD2	-2.02525
PITPNB	0.6835
PKD2L2	-0.611
LRP11	-0.05225
CDKL1	0.93525
SMEK2	0.60725
PRODH2	-3.21566666666667
C11orf54	0.887833333333333
SFRS11	-0.475666666666667
IL7	-0.726166666666667
ALS2CR16	0.11125
BTG3	1.13716666666667
PAK2	0.267055555555556
RP11-679B17.1	-1.95575
GATA4	-1.79083333333333
ATP2B1	0.46825
LOC130940	1.9615
C1orf172	2.68966666666667
ATF7IP2	-1.905
SLC25A43	-1.58966666666667
CENTG3	0.403416666666667
IGF2BP1	-4.0355
FCHSD1	0.024
CAMK2N2	0.3035
ELAVL3	-0.6978
NBPF15	-0.822666666666667
UBE2J2	-0.02825
GNL2	-0.506
PRR3	-0.2799
NLF2	0.86375
OR4F6	-0.2325
KLHL24	0.751166666666667
CCDC88A	-0.1667
SGPP1	-1.4575
C10orf11	-0.432333333333333
SLC35B4	-0.695166666666667
UGT3A2	-0.497
ARNT2	0.0162
CBR1	-0.436375
ITPR3	-0.744
TRAPPC6B	0.9581
AMZ1	-0.8345
ARP11	2.57725
WDSUB1	0.09
APBA1	0.407166666666667
RAB2A	1.4822
C6orf162	-0.131
HPSE2	0.485333333333333
PLCE1	1.92775
INSL3	0.05975
DLG1	0.0287
PTPLA	-0.4275
PIGX	-0.360875
TFIP11	0.428166666666667
FIBIN	2.5895
POLR2G	-0.3075
GRAP2	-1.5958
DNAJB8	-0.9615
CNBP	0.3865
WASF1	-0.2315
INPP5E	-1.4003
HSPB1	-1.8631875
TMEM167	0.0017
CUBN	0.66125
IGF1	0.4795
ITPK1	-1.379
NAALAD2	-1.6115
G3BP1	-0.00840000000000001
NT5DC1	0.302375
CYP39A1	3.3845
TMEM139	0.489666666666667
POLK	-1.04444444444444
GLULD1	-2.101
RBM15	-0.349833333333333
AMZ2	-0.39425
GDF15	-4.4415
MESDC2	0.28725
INCA	0.2475
ACY1L2	-0.1425
GZMM	-0.520666666666667
PAIP1	-0.08025
CACNA2D1	-0.36825
STK32C	-1.68866666666667
SH3BP4	0.891333333333333
DEC1	0.624
PADI1	-0.182
UBB	0.1627
PON3	2.08116666666667
PROP1	1.036
ANKRD13B	-0.7745
ADCK1	-0.503
TCF25	0.0734166666666667
SLC38A5	-1.9815
CXorf26	-0.471166666666667
C19orf39	-0.113
PPP1R13B	1.729
ARL2	-1.2455
TCL6	-0.14925
TOP3A	-0.674
SLC16A14	1.7035
FXYD6	0.524166666666667
HIST1H4E	0.45475
BBC3	-0.461210526315789
UNC5A	0.2075
FAM86C	-0.5205
PI4KB	0.301
B3GAT1	-2.861
SUSD2	0.156
OAZ2	-0.242166666666667
NOC4L	-0.31025
C10orf12	0.62625
FADS1	-1.5685
LOC144097	-0.37625
DKK2	-0.0743333333333333
KIAA1949	-0.096
RHOT1	0.4609
OXT	0.865833333333333
GPR153	0.21575
ARL4A	1.2095
SAAL1	-0.46125
CCDC64	-0.0935
USE1	0.047
HNMT	1.4965
PCGF3	-0.0276875
CYP2C19	0.25375
C20orf4	-0.5295
CCDC11	0.71725
ACSBG2	-0.91775
RWDD2A	1.35675
PALLD	2.215625
CPLX4	0.77
LOC492311	-0.47925
KPNA2	-0.4115
MACROD1	-0.6822
TMCO3	0.0295
C15orf52	1.29783333333333
BIRC5	0.0858
